[['2, k, 0', [0.03689994, -0.5565274, 1.0]], ['2, k, 1', [0.05040245, -0.2086812, 1.0]], ['2, k, 2', [0.06659002, 0.1317228, 1.0]], ['2, k, 3', [0.03694735, 0.2602053, 1.0]], ['2, k, 4', [-0.09762368, 0.07443515, 1.0]], ['2, k, 5', [-0.127437, -0.101202, 1.0]], ['2, k, 6', [-0.006877687, -0.1635006, 1.0]], ['2, k, 7', [0.04535663, -0.1977239, 1.0]], ['2, k, 8', [0.2343939, 0.09244376, 1.0]], ['2, k, 9', [0.2758311, -0.0565336, 1.0]], ['2, k, 10', [0.1754708, -0.1383324, 1.0]], ['2, k, 11', [0.1315035, -0.1737155, 1.0]], ['2, k, 12', [-0.07240469, -0.5458193, 1.0]], ['2, k, 13', [-0.150636, -0.2762837, 1.0]], ['2, k, 14', [-0.1194442, -0.6245633, 1.0]], ['2, k, 15', [-0.1183708, -0.6710213, 1.0]], ['2, k, 16', [0.1448232, -0.5468924, 1.0]], ['2, k, 17', [0.21037, -0.267552, 1.0]], ['2, k, 18', [0.1054128, -0.6138802, 1.0]], ['2, k, 19', [0.09413502, -0.6789073, 1.0]], ['2, k, 20', [0.06209975, 0.04751132, 1.0]], ['2, k, 21', [0.03347363, -0.2280863, 1.0]], ['2, k, 22', [0.09830151, -0.175982, 1.0]], ['2, k, 23', [0.07050096, -0.1992231, 1.0]], ['2, k, 24', [0.09308454, -0.1565212, 1.0]]]
[['2, k, 0', [0.02883475, -0.5722289, 1.0]], ['2, k, 1', [0.04469594, -0.217852, 1.0]], ['2, k, 2', [0.05922499, 0.127579, 1.0]], ['2, k, 3', [0.03223689, 0.2479225, 1.0]], ['2, k, 4', [-0.09093951, 0.07189549, 1.0]], ['2, k, 5', [-0.1308263, -0.1232145, 1.0]], ['2, k, 6', [-0.05695771, -0.07955922, 1.0]], ['2, k, 7', [0.04121821, 0.001703711, 1.0]], ['2, k, 8', [0.2166624, 0.1238752, 1.0]], ['2, k, 9', [0.1986508, 0.03671538, 1.0]], ['2, k, 10', [0.08838201, 0.009548837, 1.0]], ['2, k, 11', [0.04451414, 0.01134295, 1.0]], ['2, k, 12', [-0.0945178, -0.5808588, 1.0]], ['2, k, 13', [-0.1471149, -0.2947743, 1.0]], ['2, k, 14', [-0.1165825, -0.6268871, 1.0]], ['2, k, 15', [-0.1207647, -0.7081705, 1.0]], ['2, k, 16', [0.1471144, -0.5538033, 1.0]], ['2, k, 17', [0.2125206, -0.2679176, 1.0]], ['2, k, 18', [0.09479081, -0.6167037, 1.0]], ['2, k, 19', [0.1170189, -0.7285247, 1.0]], ['2, k, 20', [0.05546417, 0.04233136, 1.0]], ['2, k, 21', [0.04224136, 0.02011485, 1.0]], ['2, k, 22', [0.05379284, -0.04770353, 1.0]], ['2, k, 23', [0.02780806, 0.007307004, 1.0]], ['2, k, 24', [0.006890019, -0.003382376, 1.0]]]
[['2, k, 0', [0.02881737, -0.5842494, 1.0]], ['2, k, 1', [0.04477344, -0.2186858, 1.0]], ['2, k, 2', [0.05961739, 0.1303474, 1.0]], ['2, k, 3', [0.03224804, 0.2486279, 1.0]], ['2, k, 4', [-0.09098804, 0.0717884, 1.0]], ['2, k, 5', [-0.1318352, -0.1230056, 1.0]], ['2, k, 6', [-0.05695562, -0.07943334, 1.0]], ['2, k, 7', [0.04102306, 0.009767557, 1.0]], ['2, k, 8', [0.2164284, 0.1244361, 1.0]], ['2, k, 9', [0.1984888, 0.04144251, 1.0]], ['2, k, 10', [0.08907248, 0.01204428, 1.0]], ['2, k, 11', [0.04415716, 0.01640285, 1.0]], ['2, k, 12', [-0.09918082, -0.5879755, 1.0]], ['2, k, 13', [-0.1468925, -0.2948169, 1.0]], ['2, k, 14', [-0.1166319, -0.6268981, 1.0]], ['2, k, 15', [-0.1204711, -0.7055109, 1.0]], ['2, k, 16', [0.1566616, -0.5703027, 1.0]], ['2, k, 17', [0.2083587, -0.2839074, 1.0]], ['2, k, 18', [0.1014964, -0.61757, 1.0]], ['2, k, 19', [0.1168884, -0.7305709, 1.0]], ['2, k, 20', [0.05576723, 0.04374392, 1.0]], ['2, k, 21', [0.04172768, 0.03051597, 1.0]], ['2, k, 22', [0.0529189, -0.03989252, 1.0]], ['2, k, 23', [0.02789305, 0.01615018, 1.0]], ['2, k, 24', [0.05271452, -0.0345618, 1.0]]]
[['2, k, 0', [0.02801078, -0.5867111, 1.0]], ['2, k, 1', [0.04466507, -0.2187605, 1.0]], ['2, k, 2', [0.05991764, 0.1343768, 1.0]], ['2, k, 3', [0.0316929, 0.2498091, 1.0]], ['2, k, 4', [-0.09108432, 0.07174434, 1.0]], ['2, k, 5', [-0.1308966, -0.1230986, 1.0]], ['2, k, 6', [-0.06728956, -0.04970777, 1.0]], ['2, k, 7', [0.03830854, 0.03069749, 1.0]], ['2, k, 8', [0.2162994, 0.1252555, 1.0]], ['2, k, 9', [0.197956, 0.04302784, 1.0]], ['2, k, 10', [0.08894075, 0.02483932, 1.0]], ['2, k, 11', [0.04289562, 0.0256599, 1.0]], ['2, k, 12', [-0.1014252, -0.5884163, 1.0]], ['2, k, 13', [-0.1467525, -0.2948612, 1.0]], ['2, k, 14', [-0.1164663, -0.627088, 1.0]], ['2, k, 15', [-0.1232761, -0.6784948, 1.0]], ['2, k, 16', [0.1566341, -0.5736769, 1.0]], ['2, k, 17', [0.2080776, -0.2842335, 1.0]], ['2, k, 18', [0.1024908, -0.617951, 1.0]], ['2, k, 19', [0.09554522, -0.6715892, 1.0]], ['2, k, 20', [0.05593686, 0.04641118, 1.0]], ['2, k, 21', [0.03955633, 0.0697568, 1.0]], ['2, k, 22', [0.0254046, -0.0137988, 1.0]], ['2, k, 23', [0.02651795, 0.02760745, 1.0]], ['2, k, 24', [0.05047822, -0.02784056, 1.0]]]
[['2, k, 0', [0.02805994, -0.5867454, 1.0]], ['2, k, 1', [0.04456495, -0.2183475, 1.0]], ['2, k, 2', [0.05944542, 0.1374167, 1.0]], ['2, k, 3', [0.03127408, 0.2509394, 1.0]], ['2, k, 4', [-0.09122998, 0.07136291, 1.0]], ['2, k, 5', [-0.1325731, -0.1224808, 1.0]], ['2, k, 6', [-0.06438277, -0.04548199, 1.0]], ['2, k, 7', [0.03847602, 0.03533782, 1.0]], ['2, k, 8', [0.2158163, 0.127007, 1.0]], ['2, k, 9', [0.1971068, 0.04830582, 1.0]], ['2, k, 10', [0.08967914, 0.02962623, 1.0]], ['2, k, 11', [0.04232076, 0.03315651, 1.0]], ['2, k, 12', [-0.1011688, -0.5881974, 1.0]], ['2, k, 13', [-0.1467139, -0.2949325, 1.0]], ['2, k, 14', [-0.1164413, -0.6275301, 1.0]], ['2, k, 15', [-0.1213796, -0.6725203, 1.0]], ['2, k, 16', [0.1565112, -0.572535, 1.0]], ['2, k, 17', [0.2059911, -0.2893952, 1.0]], ['2, k, 18', [0.1039684, -0.6172615, 1.0]], ['2, k, 19', [0.09701012, -0.6705628, 1.0]], ['2, k, 20', [0.05561009, 0.04907463, 1.0]], ['2, k, 21', [0.03765681, 0.06739768, 1.0]], ['2, k, 22', [0.03286796, -0.009476062, 1.0]], ['2, k, 23', [0.02731678, 0.03387989, 1.0]], ['2, k, 24', [0.05499665, -0.01999044, 1.0]]]
[['2, k, 0', [0.02812609, -0.5866014, 1.0]], ['2, k, 1', [0.04414603, -0.2146393, 1.0]], ['2, k, 2', [0.05787563, 0.1489889, 1.0]], ['2, k, 3', [0.03058675, 0.2528977, 1.0]], ['2, k, 4', [-0.09155945, 0.07075809, 1.0]], ['2, k, 5', [-0.1333123, -0.1229753, 1.0]], ['2, k, 6', [-0.06342503, -0.04574446, 1.0]], ['2, k, 7', [0.03825062, 0.04030749, 1.0]], ['2, k, 8', [0.2154509, 0.1291575, 1.0]], ['2, k, 9', [0.1961576, 0.05407048, 1.0]], ['2, k, 10', [0.09133234, 0.03448375, 1.0]], ['2, k, 11', [0.04165163, 0.03823891, 1.0]], ['2, k, 12', [-0.1020642, -0.5814365, 1.0]], ['2, k, 13', [-0.1466967, -0.2949479, 1.0]], ['2, k, 14', [-0.1165104, -0.6274969, 1.0]], ['2, k, 15', [-0.1191654, -0.667785, 1.0]], ['2, k, 16', [0.1582445, -0.571068, 1.0]], ['2, k, 17', [0.2057313, -0.2919242, 1.0]], ['2, k, 18', [0.1052354, -0.6173324, 1.0]], ['2, k, 19', [0.09841374, -0.6695426, 1.0]], ['2, k, 20', [0.05445138, 0.05903606, 1.0]], ['2, k, 21', [0.03730148, 0.07743074, 1.0]], ['2, k, 22', [0.0404164, -0.006138964, 1.0]], ['2, k, 23', [0.02262982, 0.0405215, 1.0]], ['2, k, 24', [0.05018514, -0.01405872, 1.0]]]
[['2, k, 0', [0.02817193, -0.5862005, 1.0]], ['2, k, 1', [0.04387155, -0.2121128, 1.0]], ['2, k, 2', [0.05751733, 0.1526186, 1.0]], ['2, k, 3', [0.02983613, 0.2569076, 1.0]], ['2, k, 4', [-0.09159828, 0.07074575, 1.0]], ['2, k, 5', [-0.1332885, -0.1230049, 1.0]], ['2, k, 6', [-0.0726108, -0.04269858, 1.0]], ['2, k, 7', [0.03680317, 0.04967222, 1.0]], ['2, k, 8', [0.2142365, 0.1315577, 1.0]], ['2, k, 9', [0.1958123, 0.05720209, 1.0]], ['2, k, 10', [0.09122115, 0.03895307, 1.0]], ['2, k, 11', [0.04180132, 0.04571797, 1.0]], ['2, k, 12', [-0.1023402, -0.5792473, 1.0]], ['2, k, 13', [-0.1466334, -0.2950675, 1.0]], ['2, k, 14', [-0.1165062, -0.6274991, 1.0]], ['2, k, 15', [-0.1035135, -0.683584, 1.0]], ['2, k, 16', [0.1585522, -0.5704201, 1.0]], ['2, k, 17', [0.205847, -0.2878363, 1.0]], ['2, k, 18', [0.1066924, -0.6168047, 1.0]], ['2, k, 19', [0.1375491, -0.7201898, 1.0]], ['2, k, 20', [0.05413073, 0.06263735, 1.0]], ['2, k, 21', [0.03490243, 0.08718479, 1.0]], ['2, k, 22', [0.04039533, 0.002444081, 1.0]], ['2, k, 23', [0.02389314, 0.0505705, 1.0]], ['2, k, 24', [0.04719454, -0.008348637, 1.0]]]
[['2, k, 0', [0.02899563, -0.5857059, 1.0]], ['2, k, 1', [0.04422762, -0.2101457, 1.0]], ['2, k, 2', [0.05719391, 0.1560511, 1.0]], ['2, k, 3', [0.02930741, 0.2603486, 1.0]], ['2, k, 4', [-0.09168474, 0.07079935, 1.0]], ['2, k, 5', [-0.1337962, -0.1230527, 1.0]], ['2, k, 6', [-0.07291174, -0.0413181, 1.0]], ['2, k, 7', [0.03543827, 0.05704246, 1.0]], ['2, k, 8', [0.2104741, 0.1425429, 1.0]], ['2, k, 9', [0.194846, 0.0640071, 1.0]], ['2, k, 10', [0.09097942, 0.04153894, 1.0]], ['2, k, 11', [0.04091327, 0.05252837, 1.0]], ['2, k, 12', [-0.1019621, -0.5794647, 1.0]], ['2, k, 13', [-0.1466338, -0.295058, 1.0]], ['2, k, 14', [-0.1160873, -0.6274703, 1.0]], ['2, k, 15', [-0.1102857, -0.6754968, 1.0]], ['2, k, 16', [0.1601524, -0.5688661, 1.0]], ['2, k, 17', [0.2057792, -0.2858141, 1.0]], ['2, k, 18', [0.1077513, -0.6167832, 1.0]], ['2, k, 19', [0.1217268, -0.7204894, 1.0]], ['2, k, 20', [0.05402623, 0.06577542, 1.0]], ['2, k, 21', [0.03173398, 0.08274064, 1.0]], ['2, k, 22', [0.05046963, 0.004477168, 1.0]], ['2, k, 23', [0.02320212, 0.05933562, 1.0]], ['2, k, 24', [0.04419139, -0.002901298, 1.0]]]
[['2, k, 0', [0.02919948, -0.5853205, 1.0]], ['2, k, 1', [0.04451671, -0.2087112, 1.0]], ['2, k, 2', [0.05772687, 0.1579474, 1.0]], ['2, k, 3', [0.02908111, 0.2621993, 1.0]], ['2, k, 4', [-0.09176189, 0.07066961, 1.0]], ['2, k, 5', [-0.1335884, -0.1232323, 1.0]], ['2, k, 6', [-0.07300065, -0.04007881, 1.0]], ['2, k, 7', [0.03585634, 0.06334882, 1.0]], ['2, k, 8', [0.2100831, 0.1443229, 1.0]], ['2, k, 9', [0.1961521, 0.07014276, 1.0]], ['2, k, 10', [0.09065384, 0.0445739, 1.0]], ['2, k, 11', [0.04078195, 0.05967245, 1.0]], ['2, k, 12', [-0.1019958, -0.5795894, 1.0]], ['2, k, 13', [-0.1466405, -0.2950302, 1.0]], ['2, k, 14', [-0.1160039, -0.6273714, 1.0]], ['2, k, 15', [-0.1133231, -0.6691648, 1.0]], ['2, k, 16', [0.160841, -0.5673532, 1.0]], ['2, k, 17', [0.2052036, -0.2878891, 1.0]], ['2, k, 18', [0.1054684, -0.6160714, 1.0]], ['2, k, 19', [0.1296864, -0.7252415, 1.0]], ['2, k, 20', [0.0545046, 0.06760365, 1.0]], ['2, k, 21', [0.03629515, 0.1113509, 1.0]], ['2, k, 22', [0.04229918, 0.01578764, 1.0]], ['2, k, 23', [0.02294386, 0.06793442, 1.0]], ['2, k, 24', [0.04277689, 0.005525297, 1.0]]]
[['2, k, 0', [0.03008491, -0.5838341, 1.0]], ['2, k, 1', [0.0489446, -0.2044986, 1.0]], ['2, k, 2', [0.06881403, 0.1651614, 1.0]], ['2, k, 3', [0.02770437, 0.2648322, 1.0]], ['2, k, 4', [-0.09183806, 0.07046701, 1.0]], ['2, k, 5', [-0.1329419, -0.1233007, 1.0]], ['2, k, 6', [-0.0713135, -0.04001523, 1.0]], ['2, k, 7', [-0.04639101, 0.02251565, 1.0]], ['2, k, 8', [0.2091426, 0.1469234, 1.0]], ['2, k, 9', [0.1959313, 0.07177978, 1.0]], ['2, k, 10', [0.08966035, 0.05226238, 1.0]], ['2, k, 11', [0.035648, 0.07814185, 1.0]], ['2, k, 12', [-0.09986978, -0.5769847, 1.0]], ['2, k, 13', [-0.1467217, -0.2951804, 1.0]], ['2, k, 14', [-0.1160357, -0.6274163, 1.0]], ['2, k, 15', [-0.1166919, -0.6832703, 1.0]], ['2, k, 16', [0.1611979, -0.5660018, 1.0]], ['2, k, 17', [0.2054754, -0.2875911, 1.0]], ['2, k, 18', [0.1060287, -0.6194754, 1.0]], ['2, k, 19', [0.09884244, -0.6709095, 1.0]], ['2, k, 20', [0.06369489, 0.07409397, 1.0]], ['2, k, 21', [-0.01849039, 0.0290103, 1.0]], ['2, k, 22', [-0.02888082, 0.003111765, 1.0]], ['2, k, 23', [0.02262857, 0.07716772, 1.0]], ['2, k, 24', [0.04703943, 0.0167672, 1.0]]]
[['2, k, 0', [0.03080421, -0.5813541, 1.0]], ['2, k, 1', [0.05915324, -0.1964045, 1.0]], ['2, k, 2', [0.09697291, 0.180431, 1.0]], ['2, k, 3', [0.0298333, 0.2604938, 1.0]], ['2, k, 4', [-0.08738963, 0.07237797, 1.0]], ['2, k, 5', [-0.130483, -0.1217238, 1.0]], ['2, k, 6', [-0.06588632, -0.03391363, 1.0]], ['2, k, 7', [0.03547828, 0.07898661, 1.0]], ['2, k, 8', [0.2084361, 0.1502203, 1.0]], ['2, k, 9', [0.1939362, 0.07550819, 1.0]], ['2, k, 10', [0.09010201, 0.05086491, 1.0]], ['2, k, 11', [0.0403877, 0.07273042, 1.0]], ['2, k, 12', [-0.09832054, -0.5739993, 1.0]], ['2, k, 13', [-0.1467206, -0.2951994, 1.0]], ['2, k, 14', [-0.1161421, -0.6275788, 1.0]], ['2, k, 15', [-0.1199679, -0.688553, 1.0]], ['2, k, 16', [0.1609939, -0.5646921, 1.0]], ['2, k, 17', [0.2055469, -0.287589, 1.0]], ['2, k, 18', [0.1072937, -0.6194272, 1.0]], ['2, k, 19', [0.09815123, -0.6713789, 1.0]], ['2, k, 20', [0.08690496, 0.08759572, 1.0]], ['2, k, 21', [0.02910376, 0.1088267, 1.0]], ['2, k, 22', [0.04572452, 0.0239377, 1.0]], ['2, k, 23', [0.021981, 0.08507162, 1.0]], ['2, k, 24', [0.04451257, 0.023408, 1.0]]]
[['2, k, 0', [0.03002502, -0.5795784, 1.0]], ['2, k, 1', [0.06443064, -0.1912725, 1.0]], ['2, k, 2', [0.1071579, 0.1870898, 1.0]], ['2, k, 3', [0.02881321, 0.2634991, 1.0]], ['2, k, 4', [-0.08202337, 0.07543101, 1.0]], ['2, k, 5', [-0.1278834, -0.1185466, 1.0]], ['2, k, 6', [-0.06739286, -0.03248405, 1.0]], ['2, k, 7', [-0.04817999, 0.02894192, 1.0]], ['2, k, 8', [0.2081704, 0.1511014, 1.0]], ['2, k, 9', [0.1934274, 0.07834326, 1.0]], ['2, k, 10', [0.08558047, 0.07304861, 1.0]], ['2, k, 11', [0.03409385, 0.09240846, 1.0]], ['2, k, 12', [-0.09920485, -0.571143, 1.0]], ['2, k, 13', [-0.1467323, -0.2951335, 1.0]], ['2, k, 14', [-0.1161571, -0.6276668, 1.0]], ['2, k, 15', [-0.118488, -0.6699481, 1.0]], ['2, k, 16', [0.1594447, -0.5636989, 1.0]], ['2, k, 17', [0.2055359, -0.2836218, 1.0]], ['2, k, 18', [0.1075268, -0.6194054, 1.0]], ['2, k, 19', [0.0964122, -0.6717995, 1.0]], ['2, k, 20', [0.09644527, 0.09417562, 1.0]], ['2, k, 21', [-0.02320589, 0.03919418, 1.0]], ['2, k, 22', [-0.03904756, 0.002936228, 1.0]], ['2, k, 23', [0.01981706, 0.09001618, 1.0]], ['2, k, 24', [0.04871459, 0.0336276, 1.0]]]
[['2, k, 0', [0.02910792, -0.60063, 1.0]], ['2, k, 1', [0.0735359, -0.1973675, 1.0]], ['2, k, 2', [0.1091581, 0.1886917, 1.0]], ['2, k, 3', [0.02788119, 0.2660775, 1.0]], ['2, k, 4', [-0.0814692, 0.07576424, 1.0]], ['2, k, 5', [-0.1270096, -0.1183179, 1.0]], ['2, k, 6', [-0.06791044, -0.03122152, 1.0]], ['2, k, 7', [-0.04800927, 0.03256, 1.0]], ['2, k, 8', [0.2080691, 0.1518268, 1.0]], ['2, k, 9', [0.1929002, 0.08096081, 1.0]], ['2, k, 10', [0.08488382, 0.07402726, 1.0]], ['2, k, 11', [0.03287034, 0.1001822, 1.0]], ['2, k, 12', [-0.1075627, -0.5934609, 1.0]], ['2, k, 13', [-0.1467157, -0.294764, 1.0]], ['2, k, 14', [-0.1166012, -0.6277188, 1.0]], ['2, k, 15', [-0.1186948, -0.6673515, 1.0]], ['2, k, 16', [0.1648253, -0.5872337, 1.0]], ['2, k, 17', [0.205509, -0.2821214, 1.0]], ['2, k, 18', [0.1077705, -0.6193429, 1.0]], ['2, k, 19', [0.099951, -0.664605, 1.0]], ['2, k, 20', [0.09956126, 0.09541436, 1.0]], ['2, k, 21', [-0.01672375, 0.04422222, 1.0]], ['2, k, 22', [-0.03289618, 0.01092022, 1.0]], ['2, k, 23', [0.01892484, 0.09490392, 1.0]], ['2, k, 24', [0.04563196, 0.03913799, 1.0]]]
[['2, k, 0', [0.02869225, -0.5996854, 1.0]], ['2, k, 1', [0.07347099, -0.1971296, 1.0]], ['2, k, 2', [0.1106127, 0.1898273, 1.0]], ['2, k, 3', [0.02651739, 0.2685982, 1.0]], ['2, k, 4', [-0.08120948, 0.07586933, 1.0]], ['2, k, 5', [-0.1261052, -0.1185358, 1.0]], ['2, k, 6', [-0.06775309, -0.02956129, 1.0]], ['2, k, 7', [-0.04804214, 0.03553602, 1.0]], ['2, k, 8', [0.2081963, 0.1525731, 1.0]], ['2, k, 9', [0.1949343, 0.08334737, 1.0]], ['2, k, 10', [0.08597567, 0.08569662, 1.0]], ['2, k, 11', [0.0319753, 0.1063334, 1.0]], ['2, k, 12', [-0.1073708, -0.5930902, 1.0]], ['2, k, 13', [-0.1466862, -0.2946709, 1.0]], ['2, k, 14', [-0.1166234, -0.6277187, 1.0]], ['2, k, 15', [-0.1185462, -0.6655963, 1.0]], ['2, k, 16', [0.1624593, -0.5851272, 1.0]], ['2, k, 17', [0.2055573, -0.280231, 1.0]], ['2, k, 18', [0.1010378, -0.6281168, 1.0]], ['2, k, 19', [0.1095719, -0.7008306, 1.0]], ['2, k, 20', [0.1010365, 0.09619004, 1.0]], ['2, k, 21', [-0.02131202, 0.04871883, 1.0]], ['2, k, 22', [-0.03566809, 0.007733365, 1.0]], ['2, k, 23', [0.0203523, 0.1080372, 1.0]], ['2, k, 24', [0.04887335, 0.04747747, 1.0]]]
[['2, k, 0', [0.03070415, -0.5984139, 1.0]], ['2, k, 1', [0.0738406, -0.1963122, 1.0]], ['2, k, 2', [0.1110791, 0.191306, 1.0]], ['2, k, 3', [0.02652967, 0.2716219, 1.0]], ['2, k, 4', [-0.08247904, 0.0691796, 1.0]], ['2, k, 5', [-0.1285669, -0.1244057, 1.0]], ['2, k, 6', [-0.0697629, -0.0312877, 1.0]], ['2, k, 7', [-0.05011223, 0.03739303, 1.0]], ['2, k, 8', [0.2066734, 0.1551049, 1.0]], ['2, k, 9', [0.1952275, 0.08565967, 1.0]], ['2, k, 10', [0.08707738, 0.08844261, 1.0]], ['2, k, 11', [0.03239183, 0.1140389, 1.0]], ['2, k, 12', [-0.1032902, -0.5929332, 1.0]], ['2, k, 13', [-0.146566, -0.2944858, 1.0]], ['2, k, 14', [-0.116605, -0.6275805, 1.0]], ['2, k, 15', [-0.124321, -0.7056726, 1.0]], ['2, k, 16', [0.1631395, -0.5829805, 1.0]], ['2, k, 17', [0.2058033, -0.2790602, 1.0]], ['2, k, 18', [0.1020787, -0.624472, 1.0]], ['2, k, 19', [0.1440824, -0.727101, 1.0]], ['2, k, 20', [0.1014713, 0.09703188, 1.0]], ['2, k, 21', [-0.02699592, 0.05137382, 1.0]], ['2, k, 22', [-0.03526153, 0.01304877, 1.0]], ['2, k, 23', [0.02059604, 0.1185436, 1.0]], ['2, k, 24', [0.04906383, 0.05486904, 1.0]]]
[['2, k, 0', [0.03140765, -0.5981159, 1.0]], ['2, k, 1', [0.07437841, -0.1957896, 1.0]], ['2, k, 2', [0.1127836, 0.1934376, 1.0]], ['2, k, 3', [0.02580584, 0.2742731, 1.0]], ['2, k, 4', [-0.08224184, 0.06909104, 1.0]], ['2, k, 5', [-0.129989, -0.1240276, 1.0]], ['2, k, 6', [-0.07046063, -0.02995809, 1.0]], ['2, k, 7', [-0.0493903, 0.04047339, 1.0]], ['2, k, 8', [0.2031061, 0.1634647, 1.0]], ['2, k, 9', [0.2099179, 0.09389099, 1.0]], ['2, k, 10', [0.09275229, 0.09049479, 1.0]], ['2, k, 11', [0.03246301, 0.1188851, 1.0]], ['2, k, 12', [-0.1014323, -0.5928398, 1.0]], ['2, k, 13', [-0.1465097, -0.2944416, 1.0]], ['2, k, 14', [-0.1166, -0.6276454, 1.0]], ['2, k, 15', [-0.1247801, -0.7054608, 1.0]], ['2, k, 16', [0.1634488, -0.5824193, 1.0]], ['2, k, 17', [0.2058456, -0.2787996, 1.0]], ['2, k, 18', [0.1019194, -0.6228604, 1.0]], ['2, k, 19', [0.09529755, -0.6682206, 1.0]], ['2, k, 20', [0.1033594, 0.09881378, 1.0]], ['2, k, 21', [-0.02304869, 0.05598177, 1.0]], ['2, k, 22', [-0.03937651, 0.01040565, 1.0]], ['2, k, 23', [0.01736645, 0.1233734, 1.0]], ['2, k, 24', [0.04929781, 0.06129086, 1.0]]]
[['2, k, 0', [0.03308384, -0.5966253, 1.0]], ['2, k, 1', [0.07602872, -0.1947345, 1.0]], ['2, k, 2', [0.1174801, 0.19548, 1.0]], ['2, k, 3', [0.02591655, 0.2759653, 1.0]], ['2, k, 4', [-0.08093819, 0.0696008, 1.0]], ['2, k, 5', [-0.1308122, -0.1231236, 1.0]], ['2, k, 6', [-0.06618223, -0.01728783, 1.0]], ['2, k, 7', [-0.04322105, 0.05166398, 1.0]], ['2, k, 8', [0.2027903, 0.1660374, 1.0]], ['2, k, 9', [0.2098687, 0.09401058, 1.0]], ['2, k, 10', [0.09169149, 0.09522393, 1.0]], ['2, k, 11', [0.03241906, 0.1236552, 1.0]], ['2, k, 12', [-0.09892164, -0.5922498, 1.0]], ['2, k, 13', [-0.1462697, -0.2942753, 1.0]], ['2, k, 14', [-0.116625, -0.6276782, 1.0]], ['2, k, 15', [-0.1187892, -0.6606293, 1.0]], ['2, k, 16', [0.1643557, -0.5794758, 1.0]], ['2, k, 17', [0.2062346, -0.2796992, 1.0]], ['2, k, 18', [0.102628, -0.6218914, 1.0]], ['2, k, 19', [0.1123417, -0.7074396, 1.0]], ['2, k, 20', [0.1077104, 0.1003937, 1.0]], ['2, k, 21', [-0.01589262, 0.06846596, 1.0]], ['2, k, 22', [-0.02426455, 0.03708532, 1.0]], ['2, k, 23', [0.01824251, 0.129351, 1.0]], ['2, k, 24', [0.05325554, 0.06837092, 1.0]]]
[['2, k, 0', [0.03399218, -0.5965852, 1.0]], ['2, k, 1', [0.07803674, -0.1930339, 1.0]], ['2, k, 2', [0.1213258, 0.2007163, 1.0]], ['2, k, 3', [0.02635882, 0.2775229, 1.0]], ['2, k, 4', [-0.08052363, 0.06111434, 1.0]], ['2, k, 5', [-0.1331505, -0.1299539, 1.0]], ['2, k, 6', [-0.07065506, -0.02237768, 1.0]], ['2, k, 7', [-0.04516148, 0.05035142, 1.0]], ['2, k, 8', [0.2042336, 0.1682571, 1.0]], ['2, k, 9', [0.209954, 0.0941027, 1.0]], ['2, k, 10', [0.09082965, 0.09732798, 1.0]], ['2, k, 11', [0.0323156, 0.1300664, 1.0]], ['2, k, 12', [-0.09549703, -0.5929702, 1.0]], ['2, k, 13', [-0.1460534, -0.2940097, 1.0]], ['2, k, 14', [-0.1162836, -0.6275844, 1.0]], ['2, k, 15', [-0.1156195, -0.6762013, 1.0]], ['2, k, 16', [0.1643473, -0.5793658, 1.0]], ['2, k, 17', [0.2066456, -0.2786697, 1.0]], ['2, k, 18', [0.1027424, -0.6211051, 1.0]], ['2, k, 19', [0.1328389, -0.7288959, 1.0]], ['2, k, 20', [0.1109543, 0.1042738, 1.0]], ['2, k, 21', [-0.01949114, 0.06892334, 1.0]], ['2, k, 22', [-0.03075585, 0.02437021, 1.0]], ['2, k, 23', [0.02006651, 0.1346546, 1.0]], ['2, k, 24', [0.04713536, 0.07227132, 1.0]]]
[['2, k, 0', [0.0349515, -0.5960954, 1.0]], ['2, k, 1', [0.07996786, -0.1915217, 1.0]], ['2, k, 2', [0.124041, 0.2029824, 1.0]], ['2, k, 3', [0.02565484, 0.2798922, 1.0]], ['2, k, 4', [-0.08011156, 0.05868074, 1.0]], ['2, k, 5', [-0.1353839, -0.1307215, 1.0]], ['2, k, 6', [-0.06794911, -0.0171182, 1.0]], ['2, k, 7', [-0.04594705, 0.05224978, 1.0]], ['2, k, 8', [0.2038969, 0.1712993, 1.0]], ['2, k, 9', [0.2099196, 0.09478577, 1.0]], ['2, k, 10', [0.08970418, 0.1009034, 1.0]], ['2, k, 11', [0.03195848, 0.1356758, 1.0]], ['2, k, 12', [-0.09294749, -0.5932276, 1.0]], ['2, k, 13', [-0.14583, -0.29358, 1.0]], ['2, k, 14', [-0.1162431, -0.6277745, 1.0]], ['2, k, 15', [-0.1302134, -0.7141858, 1.0]], ['2, k, 16', [0.1642954, -0.5780303, 1.0]], ['2, k, 17', [0.2068664, -0.2776049, 1.0]], ['2, k, 18', [0.1032853, -0.6201528, 1.0]], ['2, k, 19', [0.1159093, -0.7081321, 1.0]], ['2, k, 20', [0.1135136, 0.1062927, 1.0]], ['2, k, 21', [-0.02044367, 0.07131819, 1.0]], ['2, k, 22', [-0.02553684, 0.0373874, 1.0]], ['2, k, 23', [0.01861768, 0.1427482, 1.0]], ['2, k, 24', [0.04695786, 0.07684457, 1.0]]]
