Exercise,Video,Repetition,Start,End,Incomplete
Exercise_0,V11,4,0:00:16.74,0:00:22.70,0
Exercise_0,V11,5,0:00:22.70,0:00:28.54,0
Exercise_0,V11,6,0:00:28.54,0:00:33.54,0
Exercise_0,V11,7,0:00:33.54,0:00:37.42,1
Exercise_0,V12,1,0:00:02.98,0:00:08.26,0
Exercise_0,V12,2,0:00:08.26,0:00:13.02,0
Exercise_0,V12,3,0:00:13.02,0:00:17.50,0
Exercise_0,V12,4,0:00:17.50,0:00:21.54,0
Exercise_0,V12,5,0:00:21.54,0:00:26.10,0
Exercise_0,V13,1,0:00:01.22,0:00:05.18,0
Exercise_0,V13,2,0:00:05.18,0:00:09.22,0
Exercise_0,V13,3,0:00:09.22,0:00:14.10,0
Exercise_0,V13,4,0:00:14.10,0:00:18.93,0
Exercise_0,V14,1,0:00:00.00,0:00:05.38,0
Exercise_0,V14,2,0:00:05.38,0:00:10.70,0
Exercise_0,V14,3,0:00:10.70,0:00:15.30,0
Exercise_0,V14,4,0:00:15.30,0:00:19.50,0
Exercise_0,V14,5,0:00:19.50,0:00:22.98,0
Exercise_0,V15,1,0:00:01.18,0:00:05.46,0
Exercise_0,V15,2,0:00:05.46,0:00:09.70,0
Exercise_0,V15,3,0:00:09.70,0:00:13.38,0
Exercise_0,V15,4,0:00:13.38,0:00:16.94,0
Exercise_0,V15,5,0:00:16.94,0:00:19.26,1
Exercise_0,V16,1,0:00:02.10,0:00:05.93,0
Exercise_0,V16,2,0:00:05.93,0:00:09.35,0
Exercise_0,V16,3,0:00:09.35,0:00:12.93,0
Exercise_0,V16,4,0:00:12.93,0:00:16.22,0
Exercise_0,V16,5,0:00:16.22,0:00:19.77,0
Exercise_0,V16,6,0:00:19.77,0:00:23.97,0
Exercise_0,V17,1,0:00:00.00,0:00:02.31,1
Exercise_0,V17,2,0:00:02.72,0:00:06.64,0
Exercise_0,V17,3,0:00:06.64,0:00:10.14,0
Exercise_0,V17,4,0:00:10.14,0:00:13.56,0
Exercise_0,V17,5,0:00:13.56,0:00:16.64,0
Exercise_0,V17,6,0:00:16.64,0:00:19.93,0
Exercise_0,V17,7,0:00:19.93,0:00:23.31,0
Exercise_0,V18,1,0:00:01.90,0:00:06.42,0
Exercise_0,V18,2,0:00:06.42,0:00:10.94,0
Exercise_0,V18,3,0:00:10.94,0:00:15.54,0
Exercise_0,V18,4,0:00:15.54,0:00:20.02,0
Exercise_0,V18,5,0:00:20.02,0:00:24.74,0
Exercise_0,V18,6,0:00:24.74,0:00:28.46,0
Exercise_0,V19,1,0:00:00.00,0:00:05.58,0
Exercise_0,V19,2,0:00:05.58,0:00:10.04,0
Exercise_0,V19,3,0:00:10.04,0:00:14.64,0
Exercise_0,V19,4,0:00:14.64,0:00:18.88,0
Exercise_0,V19,5,0:00:18.88,0:00:22.92,0
Exercise_0,V19,6,0:00:22.92,0:00:26.32,0
Exercise_0,V20,1,0:00:01.32,0:00:05.76,0
Exercise_0,V20,2,0:00:05.76,0:00:09.44,0
Exercise_0,V20,3,0:00:09.44,0:00:13.08,0
Exercise_0,V20,4,0:00:13.08,0:00:16.68,0
Exercise_0,V20,5,0:00:16.68,0:00:20.20,0
Exercise_0,V20,6,0:00:20.20,0:00:24.28,0
Exercise_0,V21,1,0:00:01.78,0:00:06.84,0
Exercise_0,V21,2,0:00:06.84,0:00:11.44,0
Exercise_0,V21,3,0:00:11.44,0:00:16.16,0
Exercise_0,V21,4,0:00:16.16,0:00:20.88,0
Exercise_0,V21,5,0:00:20.88,0:00:25.84,0
Exercise_0,V22,1,0:00:03.06,0:00:05.48,0
Exercise_0,V22,2,0:00:05.48,0:00:08.64,0
Exercise_0,V22,3,0:00:08.64,0:00:12.12,0
Exercise_0,V22,4,0:00:12.50,0:00:15.14,0
Exercise_0,V22,5,0:00:15.94,0:00:18.60,0
Exercise_0,V23,1,0:00:02.16,0:00:04.84,0
Exercise_0,V23,2,0:00:04.84,0:00:07.76,0
Exercise_0,V23,3,0:00:07.76,0:00:11.36,0
Exercise_0,V23,4,0:00:11.36,0:00:14.96,0
Exercise_0,V23,5,0:00:14.96,0:00:18.44,0
Exercise_0,V23,6,0:00:18.44,0:00:22.32,0
Exercise_0,V24,1,0:00:03.60,0:00:07.92,0
Exercise_0,V24,2,0:00:07.92,0:00:18.32,0
Exercise_0,V24,3,0:00:18.32,0:00:24.00,0
Exercise_0,V24,4,0:00:24.00,0:00:30.40,0
Exercise_0,V24,5,0:00:30.40,0:00:36.65,0
Exercise_0,V25,1,0:00:02.94,0:00:07.04,0
Exercise_0,V25,2,0:00:07.94,0:00:13.08,0
Exercise_0,V25,3,0:00:13.18,0:00:18.94,0
Exercise_0,V25,4,0:00:18.94,0:00:23.96,0
Exercise_0,V25,5,0:00:23.96,0:00:29.40,0
Exercise_0,V25,6,0:00:29.40,0:00:33.72,1
Exercise_0,V26,1,0:00:02.50,0:00:10.88,0
Exercise_0,V26,2,0:00:10.88,0:00:21.56,0
Exercise_0,V26,3,0:00:21.56,0:00:27.92,0
Exercise_0,V26,4,0:00:27.92,0:00:33.30,0
Exercise_0,V26,5,0:00:33.30,0:00:38.88,0
Exercise_0,V26,6,0:00:38.88,0:00:43.68,0
Exercise_0,V27,1,0:00:01.74,0:00:08.96,0
Exercise_0,V27,2,0:00:10.32,0:00:17.12,0
Exercise_0,V27,3,0:00:17.12,0:00:24.60,0
Exercise_0,V27,4,0:00:24.60,0:00:30.96,0
Exercise_0,V27,5,0:00:30.96,0:00:37.40,0
Exercise_0,V27,6,0:00:37.40,0:00:44.64,0
Exercise_0,V28,1,0:00:01.52,0:00:06.72,0
Exercise_0,V28,2,0:00:09.28,0:00:14.34,0
Exercise_0,V28,3,0:00:14.44,0:00:18.64,0
Exercise_0,V28,4,0:00:18.64,0:00:23.88,0
Exercise_0,V28,5,0:00:23.88,0:00:29.28,0
Exercise_0,V28,6,0:00:29.28,0:00:34.00,0
Exercise_0,V29,1,0:00:02.38,0:00:06.44,0
Exercise_0,V29,2,0:00:06.44,0:00:11.08,0
Exercise_0,V29,3,0:00:11.08,0:00:15.28,0
Exercise_0,V29,4,0:00:15.28,0:00:19.00,0
Exercise_0,V29,5,0:00:19.00,0:00:23.64,0
Exercise_0,V29,6,0:00:23.64,0:00:26.32,1
Exercise_0,V30,1,0:00:02.18,0:00:07.30,0
Exercise_0,V30,2,0:00:08.98,0:00:14.82,0
Exercise_0,V30,3,0:00:14.82,0:00:21.38,0
Exercise_0,V30,4,0:00:21.38,0:00:27.54,0
Exercise_0,V30,5,0:00:27.54,0:00:34.62,0
Exercise_0,V30,6,0:00:34.62,0:00:41.58,0
Exercise_0,V31,1,0:00:02.62,0:00:05.70,0
Exercise_0,V31,2,0:00:05.70,0:00:08.26,0
Exercise_0,V31,3,0:00:08.26,0:00:11.46,0
Exercise_0,V31,4,0:00:11.46,0:00:15.30,0
Exercise_0,V31,5,0:00:15.30,0:00:19.62,0
Exercise_0,V31,6,0:00:19.62,0:00:23.66,0
Exercise_0,V31,7,0:00:23.66,0:00:28.06,0
Exercise_0,V31,8,0:00:28.06,0:00:32.38,0
Exercise_0,V31,9,0:00:32.38,0:00:36.26,0
Exercise_0,V32,1,0:00:01.62,0:00:06.10,0
Exercise_0,V32,2,0:00:06.10,0:00:09.82,0
Exercise_0,V32,3,0:00:09.82,0:00:13.06,0
Exercise_0,V32,4,0:00:13.06,0:00:16.54,0
Exercise_0,V32,5,0:00:16.54,0:00:19.78,0
Exercise_0,V33,1,0:00:01.02,0:00:06.02,0
Exercise_0,V33,2,0:00:06.02,0:00:12.26,0
Exercise_0,V33,3,0:00:12.26,0:00:18.06,0
Exercise_0,V33,4,0:00:18.06,0:00:23.94,0
Exercise_0,V33,5,0:00:23.94,0:00:29.98,0
Exercise_0,V33,6,0:00:29.98,0:00:37.10,0
Exercise_0,V34,1,0:00:03.34,0:00:07.14,0
Exercise_0,V34,2,0:00:07.14,0:00:11.62,0
Exercise_0,V34,3,0:00:11.62,0:00:16.26,0
Exercise_0,V34,4,0:00:16.26,0:00:20.86,0
Exercise_0,V34,5,0:00:20.86,0:00:25.50,0
Exercise_0,V34,6,0:00:25.50,0:00:30.46,0
Exercise_0,V35,1,0:00:03.64,0:00:08.04,0
Exercise_0,V35,2,0:00:08.40,0:00:14.00,0
Exercise_0,V35,3,0:00:14.68,0:00:19.88,0
Exercise_0,V35,4,0:00:20.40,0:00:25.36,0
Exercise_0,V35,5,0:00:25.98,0:00:31.16,0
Exercise_0,V35,6,0:00:31.52,0:00:36.52,0
Exercise_0,V36,1,0:00:01.08,0:00:04.84,0
Exercise_0,V36,2,0:00:05.16,0:00:08.32,0
Exercise_0,V36,3,0:00:08.72,0:00:12.16,0
Exercise_0,V36,4,0:00:12.40,0:00:15.60,0
Exercise_0,V36,5,0:00:15.72,0:00:21.54,1
Exercise_0,V37,1,0:00:01.40,0:00:07.68,0
Exercise_0,V37,2,0:00:08.52,0:00:13.76,0
Exercise_0,V37,3,0:00:14.20,0:00:19.44,0
Exercise_0,V37,4,0:00:19.44,0:00:24.76,0
Exercise_0,V37,5,0:00:25.00,0:00:30.82,0
Exercise_0,V38,1,0:00:03.08,0:00:06.80,0
Exercise_0,V38,2,0:00:08.00,0:00:19.04,0
Exercise_0,V38,3,0:00:19.32,0:00:25.88,0
Exercise_0,V38,4,0:00:26.32,0:00:32.76,0
Exercise_0,V38,5,0:00:32.76,0:00:39.40,0
Exercise_0,V38,6,0:00:39.60,0:00:45.48,0
Exercise_0,V39,1,0:00:03.00,0:00:06.44,0
Exercise_0,V39,2,0:00:06.44,0:00:09.88,0
Exercise_0,V39,3,0:00:09.88,0:00:13.36,0
Exercise_0,V39,4,0:00:13.36,0:00:16.60,0
Exercise_0,V39,5,0:00:16.60,0:00:19.84,0
Exercise_0,V39,6,0:00:19.84,0:00:23.20,0
Exercise_0,V40,1,0:00:03.08,0:00:10.48,0
Exercise_0,V40,2,0:00:10.96,0:00:18.72,0
Exercise_0,V40,3,0:00:18.72,0:00:25.00,0
Exercise_0,V40,4,0:00:25.20,0:00:31.56,0
Exercise_0,V40,5,0:00:31.56,0:00:37.76,0
Exercise_0,V40,6,0:00:38.04,0:00:43.28,0
Exercise_0,V40,7,0:00:43.28,0:00:46.28,1
Exercise_0,V41,1,0:00:01.52,0:00:05.16,0
Exercise_0,V41,2,0:00:05.56,0:00:09.40,0
Exercise_0,V41,3,0:00:09.52,0:00:13.08,0
Exercise_0,V41,4,0:00:13.16,0:00:16.60,0
Exercise_0,V41,5,0:00:16.60,0:00:21.08,0
Exercise_0,V42,1,0:00:03.70,0:00:06.50,0
Exercise_0,V42,2,0:00:06.50,0:00:09.30,0
Exercise_0,V42,3,0:00:09.30,0:00:11.90,0
Exercise_0,V42,4,0:00:11.90,0:00:14.22,0
Exercise_0,V43,1,0:00:01.42,0:00:04.50,0
Exercise_0,V43,2,0:00:04.50,0:00:07.50,0
Exercise_0,V43,3,0:00:07.50,0:00:10.82,0
Exercise_0,V43,4,0:00:10.82,0:00:14.38,0
Exercise_0,V43,5,0:00:14.38,0:00:17.94,0
Exercise_0,V43,6,0:00:17.94,0:00:21.34,0
Exercise_0,V44,1,0:00:02.54,0:00:05.54,0
Exercise_0,V44,2,0:00:05.54,0:00:08.70,0
Exercise_0,V44,3,0:00:08.70,0:00:12.22,0
Exercise_0,V44,4,0:00:12.22,0:00:15.82,0
Exercise_0,V44,5,0:00:15.82,0:00:19.46,0
Exercise_0,V44,6,0:00:19.46,0:00:22.42,0
Exercise_0,V45,1,0:00:00.94,0:00:05.22,0
Exercise_0,V45,2,0:00:05.22,0:00:09.62,0
Exercise_0,V45,3,0:00:09.62,0:00:14.26,0
Exercise_0,V45,4,0:00:14.26,0:00:18.66,0
Exercise_0,V45,5,0:00:18.66,0:00:20.66,1
Exercise_0,V46,1,0:00:02.22,0:00:06.66,0
Exercise_0,V46,2,0:00:06.66,0:00:10.82,0
Exercise_0,V46,3,0:00:10.82,0:00:14.82,0
Exercise_0,V46,4,0:00:14.82,0:00:19.14,0
Exercise_0,V46,5,0:00:19.14,0:00:23.30,0
Exercise_0,V46,6,0:00:23.30,0:00:26.38,1
Exercise_0,V47,1,0:00:01.43,0:00:05.35,0
Exercise_0,V47,2,0:00:05.35,0:00:08.93,0
Exercise_0,V47,3,0:00:08.93,0:00:12.43,0
Exercise_0,V47,4,0:00:12.43,0:00:15.97,0
Exercise_0,V47,5,0:00:15.97,0:00:19.93,0
Exercise_0,V48,1,0:00:01.18,0:00:04.82,0
Exercise_0,V48,2,0:00:04.82,0:00:08.58,0
Exercise_0,V48,3,0:00:08.58,0:00:12.46,0
Exercise_0,V48,4,0:00:12.46,0:00:15.94,0
Exercise_0,V48,5,0:00:15.94,0:00:19.38,0
Exercise_0,V48,6,0:00:19.38,0:00:21.38,1
Exercise_0,V49,1,0:00:01.94,0:00:04.34,0
Exercise_0,V49,2,0:00:04.34,0:00:06.66,0
Exercise_0,V49,3,0:00:06.66,0:00:08.98,0
Exercise_0,V49,4,0:00:08.98,0:00:11.38,0
Exercise_0,V49,5,0:00:11.38,0:00:13.38,1
Exercise_0,V50,1,0:00:05.42,0:00:08.06,0
Exercise_0,V50,2,0:00:10.26,0:00:15.10,0
Exercise_0,V50,3,0:00:15.10,0:00:19.62,0
Exercise_0,V50,4,0:00:19.62,0:00:23.90,0
Exercise_0,V50,5,0:00:23.90,0:00:28.02,0
Exercise_0,V50,6,0:00:28.02,0:00:32.42,0
Exercise_0,V50,7,0:00:32.42,0:00:37.42,0
Exercise_0,V51,1,0:00:00.58,0:00:03.94,0
Exercise_0,V51,2,0:00:03.94,0:00:07.38,0
Exercise_0,V51,3,0:00:07.38,0:00:11.06,0
Exercise_0,V51,4,0:00:11.06,0:00:14.66,0
Exercise_0,V51,5,0:00:14.66,0:00:17.86,0
Exercise_0,V51,6,0:00:17.86,0:00:21.38,0
Exercise_0,V52,1,0:00:01.62,0:00:05.50,0
Exercise_0,V52,2,0:00:05.50,0:00:09.66,0
Exercise_0,V52,3,0:00:09.66,0:00:13.90,0
Exercise_0,V52,4,0:00:13.90,0:00:17.98,0
Exercise_0,V52,5,0:00:17.98,0:00:22.10,0
Exercise_0,V53,1,0:00:01.24,0:00:03.80,0
Exercise_0,V53,2,0:00:04.24,0:00:06.40,0
Exercise_0,V53,3,0:00:06.40,0:00:08.80,0
Exercise_0,V53,4,0:00:09.04,0:00:11.04,0
Exercise_0,V53,5,0:00:11.20,0:00:13.76,0
Exercise_0,V53,6,0:00:13.96,0:00:16.36,0
Exercise_0,V54,1,0:00:00.98,0:00:06.74,0
Exercise_0,V54,2,0:00:06.74,0:00:12.18,0
Exercise_0,V54,3,0:00:12.18,0:00:17.30,0
Exercise_0,V54,4,0:00:17.30,0:00:22.10,0
Exercise_0,V54,5,0:00:22.10,0:00:26.82,0
Exercise_0,V54,6,0:00:26.82,0:00:31.90,0
Exercise_0,V55,1,0:00:01.28,0:00:07.04,0
Exercise_0,V55,2,0:00:07.36,0:00:13.80,0
Exercise_0,V55,3,0:00:14.04,0:00:20.40,0
Exercise_0,V55,4,0:00:20.56,0:00:26.00,0
Exercise_0,V55,5,0:00:26.00,0:00:31.76,0
Exercise_0,V55,6,0:00:32.20,0:00:37.92,1
Exercise_0,V56,1,0:00:00.84,0:00:06.44,0
Exercise_0,V56,2,0:00:06.76,0:00:11.64,0
Exercise_0,V56,3,0:00:11.96,0:00:16.36,0
Exercise_0,V56,4,0:00:16.60,0:00:21.00,0
Exercise_0,V56,5,0:00:21.28,0:00:25.36,0
Exercise_0,V56,6,0:00:25.68,0:00:30.72,0
Exercise_0,V57,1,0:00:02.16,0:00:09.44,0
Exercise_0,V57,2,0:00:10.52,0:00:15.84,0
Exercise_0,V57,3,0:00:16.60,0:00:22.04,0
Exercise_0,V57,4,0:00:22.24,0:00:26.80,0
Exercise_0,V57,5,0:00:27.00,0:00:31.92,0
Exercise_0,V58,1,0:00:01.68,0:00:14.44,0
Exercise_0,V58,2,0:00:15.44,0:00:26.16,0
Exercise_0,V58,3,0:00:26.64,0:00:33.68,0
Exercise_0,V58,4,0:00:34.56,0:00:42.80,0
Exercise_0,V58,5,0:00:42.80,0:00:48.96,0
Exercise_0,V59,1,0:00:00.52,0:00:04.00,0
Exercise_0,V59,2,0:00:04.00,0:00:07.04,0
Exercise_0,V59,3,0:00:07.04,0:00:09.96,0
Exercise_0,V59,4,0:00:09.96,0:00:12.72,0
Exercise_0,V59,5,0:00:12.72,0:00:15.48,0
Exercise_0,V59,6,0:00:15.48,0:00:18.40,0
Exercise_0,V60,1,0:00:01.60,0:00:04.72,0
Exercise_0,V60,2,0:00:04.72,0:00:07.56,0
Exercise_0,V60,3,0:00:07.56,0:00:10.48,0
Exercise_0,V60,4,0:00:10.48,0:00:13.28,0
Exercise_0,V60,5,0:00:13.28,0:00:16.16,0
Exercise_0,V61,1,0:00:00.00,0:00:01.44,1
Exercise_0,V61,2,0:00:02.00,0:00:04.92,0
Exercise_0,V61,3,0:00:05.48,0:00:08.24,0
Exercise_0,V61,4,0:00:08.68,0:00:12.24,0
Exercise_0,V61,5,0:00:12.96,0:00:16.48,0
Exercise_0,V61,6,0:00:17.28,0:00:20.56,0
Exercise_0,V62,1,0:00:06.88,0:00:11.24,0
Exercise_0,V62,2,0:00:11.24,0:00:14.72,0
Exercise_0,V62,3,0:00:14.72,0:00:18.72,0
Exercise_0,V62,4,0:00:18.72,0:00:22.92,0
Exercise_0,V62,5,0:00:22.92,0:00:26.96,0
Exercise_0,V62,6,0:00:26.96,0:00:31.48,0
Exercise_0,V63,1,0:00:03.96,0:00:09.72,0
Exercise_0,V63,2,0:00:13.72,0:00:18.36,0
Exercise_0,V63,3,0:00:19.24,0:00:23.96,0
Exercise_0,V63,4,0:00:26.00,0:00:29.96,0
Exercise_0,V63,5,0:00:35.52,0:00:39.40,0
Exercise_0,V64,1,0:00:01.25,0:00:03.91,0
Exercise_0,V64,2,0:00:03.91,0:00:06.87,0
Exercise_0,V64,3,0:00:06.87,0:00:09.62,0
Exercise_0,V64,4,0:00:09.62,0:00:12.20,0
Exercise_0,V64,5,0:00:12.20,0:00:14.95,0
Exercise_0,V64,6,0:00:14.95,0:00:17.41,0
Exercise_0,V65,1,0:00:01.76,0:00:05.28,0
Exercise_0,V65,2,0:00:05.60,0:00:09.16,0
Exercise_0,V65,3,0:00:09.44,0:00:12.24,0
Exercise_0,V65,4,0:00:12.60,0:00:15.32,0
Exercise_0,V65,5,0:00:15.32,0:00:18.32,0
Exercise_0,V66,1,0:00:02.76,0:00:06.80,0
Exercise_0,V66,2,0:00:08.00,0:00:12.40,0
Exercise_0,V66,3,0:00:12.40,0:00:17.44,0
Exercise_0,V66,4,0:00:17.44,0:00:22.76,0
Exercise_0,V66,5,0:00:23.00,0:00:27.68,0
Exercise_0,V66,6,0:00:28.32,0:00:32.80,0
Exercise_0,V67,1,0:00:03.20,0:00:09.52,0
Exercise_0,V67,2,0:00:09.52,0:00:18.00,0
Exercise_0,V67,3,0:00:19.28,0:00:26.00,0
Exercise_0,V67,4,0:00:26.96,0:00:32.88,0
Exercise_0,V67,5,0:00:33.68,0:00:39.08,0
Exercise_0,V68,1,0:00:00.24,0:00:04.76,0
Exercise_0,V68,2,0:00:04.76,0:00:09.28,0
Exercise_0,V68,3,0:00:09.28,0:00:13.40,0
Exercise_0,V68,4,0:00:13.40,0:00:17.32,0
Exercise_0,V68,5,0:00:17.32,0:00:20.64,0
Exercise_0,V69,1,0:00:02.26,0:00:08.30,0
Exercise_0,V69,2,0:00:08.30,0:00:14.22,0
Exercise_0,V69,3,0:00:14.22,0:00:20.38,0
Exercise_0,V69,4,0:00:20.38,0:00:27.06,0
Exercise_0,V69,5,0:00:27.06,0:00:32.14,0
Exercise_0,V69,6,0:00:32.14,0:00:38.22,0
Exercise_0,V70,1,0:00:01.98,0:00:05.46,0
Exercise_0,V70,2,0:00:05.46,0:00:09.10,0
Exercise_0,V70,3,0:00:09.10,0:00:12.50,0
Exercise_0,V70,4,0:00:12.50,0:00:15.34,0
Exercise_0,V70,5,0:00:15.34,0:00:18.10,0
Exercise_0,V71,1,0:00:01.10,0:00:07.42,0
Exercise_0,V71,2,0:00:07.42,0:00:12.58,0
Exercise_0,V71,3,0:00:12.58,0:00:17.66,0
Exercise_0,V71,4,0:00:17.66,0:00:22.14,0
Exercise_0,V72,1,0:00:02.94,0:00:11.98,0
Exercise_0,V72,2,0:00:11.98,0:00:22.30,0
Exercise_0,V72,3,0:00:22.30,0:00:32.22,0
Exercise_0,V72,4,0:00:32.22,0:00:42.26,0
Exercise_0,V72,5,0:00:42.26,0:00:51.34,0
Exercise_0,V72,6,0:00:51.34,0:00:59.38,0
