[['2, k, 0', [0.1786002, -0.003959851, 1.0]], ['2, k, 1', [0.1883835, 0.3053679, 1.0]], ['2, k, 2', [0.1977158, 0.6040104, 1.0]], ['2, k, 3', [0.208048, 0.7446001, 1.0]], ['2, k, 4', [0.01594483, 0.4989113, 1.0]], ['2, k, 5', [-0.03344714, 0.2402761, 1.0]], ['2, k, 6', [-0.04281221, 0.01100751, 1.0]], ['2, k, 7', [-0.02194214, -0.04284829, 1.0]], ['2, k, 8', [0.3736969, 0.4849156, 1.0]], ['2, k, 9', [0.38717, 0.2244914, 1.0]], ['2, k, 10', [0.3867346, -0.008337235, 1.0]], ['2, k, 11', [0.3712932, -0.08692362, 1.0]], ['2, k, 12', [0.09636349, -0.0009834095, 1.0]], ['2, k, 13', [0.07618845, -0.3264109, 1.0]], ['2, k, 14', [0.1030239, -0.6398204, 1.0]], ['2, k, 15', [0.06040762, -0.7175391, 1.0]], ['2, k, 16', [0.2556226, -0.006832028, 1.0]], ['2, k, 17', [0.2460845, -0.3459694, 1.0]], ['2, k, 18', [0.227444, -0.6556442, 1.0]], ['2, k, 19', [0.2081582, -0.7303479, 1.0]], ['2, k, 20', [0.1955569, 0.5308628, 1.0]], ['2, k, 21', [-0.0217257, -0.1194355, 1.0]], ['2, k, 22', [-0.05008615, -0.07489613, 1.0]], ['2, k, 23', [0.3629202, -0.1637452, 1.0]], ['2, k, 24', [0.404184, -0.1010247, 1.0]]]
[['2, k, 0', [0.1585394, -0.0157936, 1.0]], ['2, k, 1', [0.1870834, 0.3015957, 1.0]], ['2, k, 2', [0.2129799, 0.6081187, 1.0]], ['2, k, 3', [0.2329409, 0.7465037, 1.0]], ['2, k, 4', [0.03248356, 0.4990227, 1.0]], ['2, k, 5', [-0.03232726, 0.2393619, 1.0]], ['2, k, 6', [-0.07373449, 0.02767056, 1.0]], ['2, k, 7', [-0.0624651, -0.0455455, 1.0]], ['2, k, 8', [0.3842089, 0.4699294, 1.0]], ['2, k, 9', [0.3999719, 0.2106996, 1.0]], ['2, k, 10', [0.4005177, -0.02369751, 1.0]], ['2, k, 11', [0.3864017, -0.1010042, 1.0]], ['2, k, 12', [0.0765904, -0.009499346, 1.0]], ['2, k, 13', [-0.093692, -0.3540331, 1.0]], ['2, k, 14', [-0.2380368, -0.6542749, 1.0]], ['2, k, 15', [-0.2345034, -0.7062333, 1.0]], ['2, k, 16', [0.2354947, -0.02149577, 1.0]], ['2, k, 17', [0.2405965, -0.3273917, 1.0]], ['2, k, 18', [0.2226032, -0.6366136, 1.0]], ['2, k, 19', [0.2171874, -0.7206447, 1.0]], ['2, k, 20', [0.206855, 0.5330144, 1.0]], ['2, k, 21', [-0.07356282, -0.1203323, 1.0]], ['2, k, 22', [-0.1087183, -0.06132111, 1.0]], ['2, k, 23', [0.3814383, -0.1676744, 1.0]], ['2, k, 24', [0.4057196, -0.1039035, 1.0]]]
[['2, k, 0', [0.1583764, -0.0157378, 1.0]], ['2, k, 1', [0.1870681, 0.3016802, 1.0]], ['2, k, 2', [0.2132253, 0.6082488, 1.0]], ['2, k, 3', [0.2329016, 0.7465143, 1.0]], ['2, k, 4', [0.03263885, 0.4990127, 1.0]], ['2, k, 5', [-0.03256546, 0.2394393, 1.0]], ['2, k, 6', [-0.0733152, 0.02778595, 1.0]], ['2, k, 7', [-0.06329443, -0.04676833, 1.0]], ['2, k, 8', [0.3842041, 0.4704837, 1.0]], ['2, k, 9', [0.4001605, 0.2109239, 1.0]], ['2, k, 10', [0.400805, -0.02348215, 1.0]], ['2, k, 11', [0.3870423, -0.1004592, 1.0]], ['2, k, 12', [0.07650154, -0.009547396, 1.0]], ['2, k, 13', [-0.09366564, -0.3540641, 1.0]], ['2, k, 14', [-0.2369733, -0.6509846, 1.0]], ['2, k, 15', [-0.2334115, -0.7029842, 1.0]], ['2, k, 16', [0.2352651, -0.02133768, 1.0]], ['2, k, 17', [0.240502, -0.3278629, 1.0]], ['2, k, 18', [0.2226956, -0.6367458, 1.0]], ['2, k, 19', [0.217203, -0.7205939, 1.0]], ['2, k, 20', [0.2070261, 0.5331323, 1.0]], ['2, k, 21', [-0.07301524, -0.1216567, 1.0]], ['2, k, 22', [-0.1056056, -0.03655144, 1.0]], ['2, k, 23', [0.3706656, -0.1734196, 1.0]], ['2, k, 24', [0.4112868, -0.1188527, 1.0]]]
[['2, k, 0', [0.15858, -0.01575392, 1.0]], ['2, k, 1', [0.1871948, 0.3016356, 1.0]], ['2, k, 2', [0.2133385, 0.6081795, 1.0]], ['2, k, 3', [0.2329488, 0.7466934, 1.0]], ['2, k, 4', [0.03316334, 0.4988236, 1.0]], ['2, k, 5', [-0.03169432, 0.2398536, 1.0]], ['2, k, 6', [-0.07303689, 0.02857087, 1.0]], ['2, k, 7', [-0.0599071, -0.04540023, 1.0]], ['2, k, 8', [0.3848731, 0.4707291, 1.0]], ['2, k, 9', [0.4007381, 0.2113514, 1.0]], ['2, k, 10', [0.402008, -0.02246473, 1.0]], ['2, k, 11', [0.3893111, -0.09856257, 1.0]], ['2, k, 12', [0.07674321, -0.009563838, 1.0]], ['2, k, 13', [-0.09337568, -0.3541704, 1.0]], ['2, k, 14', [-0.2388251, -0.6531055, 1.0]], ['2, k, 15', [-0.235056, -0.705072, 1.0]], ['2, k, 16', [0.2354307, -0.02136013, 1.0]], ['2, k, 17', [0.2403876, -0.328118, 1.0]], ['2, k, 18', [0.2232943, -0.6379107, 1.0]], ['2, k, 19', [0.217057, -0.7213278, 1.0]], ['2, k, 20', [0.2071385, 0.5330696, 1.0]], ['2, k, 21', [-0.07134847, -0.1172587, 1.0]], ['2, k, 22', [-0.09716247, -0.04870261, 1.0]], ['2, k, 23', [0.3849896, -0.1616358, 1.0]], ['2, k, 24', [0.4225174, -0.1088912, 1.0]]]
[['2, k, 0', [0.1588926, -0.01549211, 1.0]], ['2, k, 1', [0.1877847, 0.3016776, 1.0]], ['2, k, 2', [0.2143254, 0.6080443, 1.0]], ['2, k, 3', [0.2332376, 0.7469318, 1.0]], ['2, k, 4', [0.03391191, 0.4990216, 1.0]], ['2, k, 5', [-0.03000184, 0.2403064, 1.0]], ['2, k, 6', [-0.07225561, 0.02983352, 1.0]], ['2, k, 7', [-0.0582983, -0.04441928, 1.0]], ['2, k, 8', [0.3858878, 0.4707933, 1.0]], ['2, k, 9', [0.4023024, 0.2118872, 1.0]], ['2, k, 10', [0.4037409, -0.02092057, 1.0]], ['2, k, 11', [0.3945098, -0.1002422, 1.0]], ['2, k, 12', [0.07720211, -0.009267043, 1.0]], ['2, k, 13', [-0.09192818, -0.3541016, 1.0]], ['2, k, 14', [-0.2386943, -0.6537123, 1.0]], ['2, k, 15', [-0.2353807, -0.7056781, 1.0]], ['2, k, 16', [0.2356121, -0.02115894, 1.0]], ['2, k, 17', [0.2408153, -0.3288466, 1.0]], ['2, k, 18', [0.2231437, -0.637675, 1.0]], ['2, k, 19', [0.2167996, -0.7212387, 1.0]], ['2, k, 20', [0.2080128, 0.5329782, 1.0]], ['2, k, 21', [-0.06804875, -0.1162634, 1.0]], ['2, k, 22', [-0.09662335, -0.03803834, 1.0]], ['2, k, 23', [0.3883564, -0.16789, 1.0]], ['2, k, 24', [0.4167801, -0.09980272, 1.0]]]
[['2, k, 0', [0.1608023, -0.01578038, 1.0]], ['2, k, 1', [0.1895437, 0.3015256, 1.0]], ['2, k, 2', [0.2160692, 0.6080261, 1.0]], ['2, k, 3', [0.2339309, 0.7468447, 1.0]], ['2, k, 4', [0.03564885, 0.4983604, 1.0]], ['2, k, 5', [-0.0286504, 0.2404277, 1.0]], ['2, k, 6', [-0.05926047, -0.002883609, 1.0]], ['2, k, 7', [-0.05131281, -0.04640362, 1.0]], ['2, k, 8', [0.3869276, 0.4709259, 1.0]], ['2, k, 9', [0.4037554, 0.2115718, 1.0]], ['2, k, 10', [0.4060127, -0.02097093, 1.0]], ['2, k, 11', [0.3964365, -0.1030161, 1.0]], ['2, k, 12', [0.07906815, -0.009603284, 1.0]], ['2, k, 13', [-0.08871298, -0.3547279, 1.0]], ['2, k, 14', [-0.2280619, -0.6522691, 1.0]], ['2, k, 15', [-0.2250646, -0.7042664, 1.0]], ['2, k, 16', [0.2375129, -0.02140791, 1.0]], ['2, k, 17', [0.2419684, -0.3305475, 1.0]], ['2, k, 18', [0.2237466, -0.6397923, 1.0]], ['2, k, 19', [0.2164212, -0.7217253, 1.0]], ['2, k, 20', [0.2097536, 0.5329273, 1.0]], ['2, k, 21', [-0.06377383, -0.1107959, 1.0]], ['2, k, 22', [-0.09009652, -0.04348272, 1.0]], ['2, k, 23', [0.3911881, -0.1676923, 1.0]], ['2, k, 24', [0.4187983, -0.1092252, 1.0]]]
[['2, k, 0', [0.1617613, -0.01556293, 1.0]], ['2, k, 1', [0.1905051, 0.3016192, 1.0]], ['2, k, 2', [0.2170984, 0.608015, 1.0]], ['2, k, 3', [0.2344352, 0.7470052, 1.0]], ['2, k, 4', [0.03750446, 0.4983749, 1.0]], ['2, k, 5', [-0.02640694, 0.2401512, 1.0]], ['2, k, 6', [-0.06069751, 0.02792981, 1.0]], ['2, k, 7', [-0.05091617, -0.04480254, 1.0]], ['2, k, 8', [0.3882973, 0.470867, 1.0]], ['2, k, 9', [0.4063586, 0.212143, 1.0]], ['2, k, 10', [0.4075342, -0.02102425, 1.0]], ['2, k, 11', [0.3998692, -0.1001908, 1.0]], ['2, k, 12', [0.08035514, -0.009120036, 1.0]], ['2, k, 13', [-0.08156342, -0.3553086, 1.0]], ['2, k, 14', [-0.2160706, -0.6546052, 1.0]], ['2, k, 15', [-0.2134861, -0.7065661, 1.0]], ['2, k, 16', [0.2381813, -0.0214014, 1.0]], ['2, k, 17', [0.2435053, -0.3299396, 1.0]], ['2, k, 18', [0.2236606, -0.6401384, 1.0]], ['2, k, 19', [0.2164202, -0.7226532, 1.0]], ['2, k, 20', [0.2107625, 0.5329415, 1.0]], ['2, k, 21', [-0.06527561, -0.1142479, 1.0]], ['2, k, 22', [-0.09007349, -0.058329, 1.0]], ['2, k, 23', [0.3961428, -0.1679146, 1.0]], ['2, k, 24', [0.4239612, -0.102758, 1.0]]]
[['2, k, 0', [0.1632196, -0.01534804, 1.0]], ['2, k, 1', [0.1921479, 0.3018188, 1.0]], ['2, k, 2', [0.2189963, 0.6082134, 1.0]], ['2, k, 3', [0.2361416, 0.7475067, 1.0]], ['2, k, 4', [0.03981027, 0.4985123, 1.0]], ['2, k, 5', [-0.02455105, 0.2406656, 1.0]], ['2, k, 6', [-0.05392292, 0.0008977675, 1.0]], ['2, k, 7', [-0.04463853, -0.04615282, 1.0]], ['2, k, 8', [0.3900617, 0.4708137, 1.0]], ['2, k, 9', [0.4102322, 0.2115529, 1.0]], ['2, k, 10', [0.4088549, -0.02139759, 1.0]], ['2, k, 11', [0.4054195, -0.1010301, 1.0]], ['2, k, 12', [0.08223487, -0.008584712, 1.0]], ['2, k, 13', [-0.06614222, -0.3577653, 1.0]], ['2, k, 14', [-0.1648677, -0.6485702, 1.0]], ['2, k, 15', [-0.2284117, -0.7073233, 1.0]], ['2, k, 16', [0.239232, -0.02144757, 1.0]], ['2, k, 17', [0.2446926, -0.3296961, 1.0]], ['2, k, 18', [0.2236672, -0.6402081, 1.0]], ['2, k, 19', [0.2156285, -0.7227969, 1.0]], ['2, k, 20', [0.2125931, 0.5331393, 1.0]], ['2, k, 21', [-0.06070244, -0.1111589, 1.0]], ['2, k, 22', [-0.08780359, -0.07915053, 1.0]], ['2, k, 23', [0.3956906, -0.1687614, 1.0]], ['2, k, 24', [0.4394083, -0.1164912, 1.0]]]
[['2, k, 0', [0.1665884, -0.01479691, 1.0]], ['2, k, 1', [0.1942429, 0.3021688, 1.0]], ['2, k, 2', [0.2201774, 0.6084214, 1.0]], ['2, k, 3', [0.2372355, 0.7475157, 1.0]], ['2, k, 4', [0.04184859, 0.4982251, 1.0]], ['2, k, 5', [-0.02166548, 0.241396, 1.0]], ['2, k, 6', [-0.05316942, 0.0007730081, 1.0]], ['2, k, 7', [-0.04017615, -0.04653063, 1.0]], ['2, k, 8', [0.3918746, 0.4719581, 1.0]], ['2, k, 9', [0.4131873, 0.2132006, 1.0]], ['2, k, 10', [0.4102558, -0.0217496, 1.0]], ['2, k, 11', [0.4089989, -0.09941586, 1.0]], ['2, k, 12', [0.08530637, -0.008115519, 1.0]], ['2, k, 13', [-0.04749078, -0.3557997, 1.0]], ['2, k, 14', [-0.1495265, -0.6417332, 1.0]], ['2, k, 15', [-0.192858, -0.7139068, 1.0]], ['2, k, 16', [0.2427459, -0.02088413, 1.0]], ['2, k, 17', [0.2462315, -0.3298191, 1.0]], ['2, k, 18', [0.2236848, -0.640222, 1.0]], ['2, k, 19', [0.2152139, -0.722806, 1.0]], ['2, k, 20', [0.2139747, 0.5333783, 1.0]], ['2, k, 21', [-0.0516151, -0.1110498, 1.0]], ['2, k, 22', [-0.08199675, -0.06258943, 1.0]], ['2, k, 23', [0.389586, -0.1690956, 1.0]], ['2, k, 24', [0.4336295, -0.1104033, 1.0]]]
[['2, k, 0', [0.1689076, -0.01399768, 1.0]], ['2, k, 1', [0.1962231, 0.3026955, 1.0]], ['2, k, 2', [0.2217843, 0.608707, 1.0]], ['2, k, 3', [0.2382604, 0.7477174, 1.0]], ['2, k, 4', [0.04348147, 0.4989882, 1.0]], ['2, k, 5', [-0.01974089, 0.2418662, 1.0]], ['2, k, 6', [-0.05076925, 0.02883697, 1.0]], ['2, k, 7', [-0.03742979, -0.04440068, 1.0]], ['2, k, 8', [0.3936546, 0.4724513, 1.0]], ['2, k, 9', [0.4160172, 0.2139914, 1.0]], ['2, k, 10', [0.4138322, -0.0225238, 1.0]], ['2, k, 11', [0.4139585, -0.09901207, 1.0]], ['2, k, 12', [0.08770517, -0.006827672, 1.0]], ['2, k, 13', [-0.03453304, -0.353765, 1.0]], ['2, k, 14', [-0.1011383, -0.6287545, 1.0]], ['2, k, 15', [-0.1471327, -0.7052711, 1.0]], ['2, k, 16', [0.2449432, -0.02057368, 1.0]], ['2, k, 17', [0.2478575, -0.3315392, 1.0]], ['2, k, 18', [0.2234346, -0.6408943, 1.0]], ['2, k, 19', [0.1832729, -0.7243349, 1.0]], ['2, k, 20', [0.2156786, 0.5337209, 1.0]], ['2, k, 21', [-0.05070687, -0.1159388, 1.0]], ['2, k, 22', [-0.07244985, -0.04523635, 1.0]], ['2, k, 23', [0.4066241, -0.1678127, 1.0]], ['2, k, 24', [0.445002, -0.1150396, 1.0]]]
[['2, k, 0', [0.1711491, -0.01293762, 1.0]], ['2, k, 1', [0.1982955, 0.303567, 1.0]], ['2, k, 2', [0.2236472, 0.6093876, 1.0]], ['2, k, 3', [0.2393699, 0.7482228, 1.0]], ['2, k, 4', [0.04461506, 0.4993713, 1.0]], ['2, k, 5', [-0.01723876, 0.2429702, 1.0]], ['2, k, 6', [-0.04583002, 0.01210364, 1.0]], ['2, k, 7', [-0.03227028, -0.04612017, 1.0]], ['2, k, 8', [0.3955053, 0.473431, 1.0]], ['2, k, 9', [0.417342, 0.2142291, 1.0]], ['2, k, 10', [0.4173011, -0.02057352, 1.0]], ['2, k, 11', [0.4186794, -0.09546714, 1.0]], ['2, k, 12', [0.09019051, -0.005354038, 1.0]], ['2, k, 13', [-0.0147087, -0.3465634, 1.0]], ['2, k, 14', [-0.08294007, -0.6374602, 1.0]], ['2, k, 15', [-0.09953767, -0.7128464, 1.0]], ['2, k, 16', [0.2468688, -0.01993496, 1.0]], ['2, k, 17', [0.2487009, -0.332186, 1.0]], ['2, k, 18', [0.2232503, -0.6411806, 1.0]], ['2, k, 19', [0.1982929, -0.725439, 1.0]], ['2, k, 20', [0.217599, 0.5344494, 1.0]], ['2, k, 21', [-0.04231055, -0.1167189, 1.0]], ['2, k, 22', [-0.07317826, -0.06961926, 1.0]], ['2, k, 23', [0.4096467, -0.1619799, 1.0]], ['2, k, 24', [0.4470927, -0.1003739, 1.0]]]
[['2, k, 0', [0.1737967, -0.01198275, 1.0]], ['2, k, 1', [0.1994003, 0.3042689, 1.0]], ['2, k, 2', [0.2239011, 0.609885, 1.0]], ['2, k, 3', [0.2403822, 0.7490782, 1.0]], ['2, k, 4', [0.04499589, 0.4996043, 1.0]], ['2, k, 5', [-0.01610941, 0.2430889, 1.0]], ['2, k, 6', [-0.04559316, 0.01000818, 1.0]], ['2, k, 7', [-0.02743744, -0.04130935, 1.0]], ['2, k, 8', [0.3965941, 0.473922, 1.0]], ['2, k, 9', [0.4186691, 0.2149617, 1.0]], ['2, k, 10', [0.4197904, -0.02061286, 1.0]], ['2, k, 11', [0.4208227, -0.09432025, 1.0]], ['2, k, 12', [0.09279321, -0.003933384, 1.0]], ['2, k, 13', [-0.004038265, -0.3447274, 1.0]], ['2, k, 14', [-0.05022143, -0.6330607, 1.0]], ['2, k, 15', [-0.07877897, -0.7039131, 1.0]], ['2, k, 16', [0.2495649, -0.01947246, 1.0]], ['2, k, 17', [0.2488958, -0.333576, 1.0]], ['2, k, 18', [0.2232588, -0.6414554, 1.0]], ['2, k, 19', [0.1991061, -0.7278295, 1.0]], ['2, k, 20', [0.2180093, 0.5349846, 1.0]], ['2, k, 21', [-0.03798964, -0.1176282, 1.0]], ['2, k, 22', [-0.06468876, -0.03386102, 1.0]], ['2, k, 23', [0.4139719, -0.1642974, 1.0]], ['2, k, 24', [0.4396028, -0.09294462, 1.0]]]
[['2, k, 0', [0.1762042, -0.0108953, 1.0]], ['2, k, 1', [0.2013578, 0.3051607, 1.0]], ['2, k, 2', [0.225272, 0.6105696, 1.0]], ['2, k, 3', [0.2406543, 0.7493476, 1.0]], ['2, k, 4', [0.04552268, 0.4999534, 1.0]], ['2, k, 5', [-0.01533881, 0.2434285, 1.0]], ['2, k, 6', [-0.04606221, 0.03085925, 1.0]], ['2, k, 7', [-0.02763845, -0.03929095, 1.0]], ['2, k, 8', [0.3967448, 0.4740803, 1.0]], ['2, k, 9', [0.4202134, 0.2155132, 1.0]], ['2, k, 10', [0.4230928, -0.01958574, 1.0]], ['2, k, 11', [0.4229197, -0.0947734, 1.0]], ['2, k, 12', [0.09534664, -0.002372437, 1.0]], ['2, k, 13', [0.0134997, -0.3434452, 1.0]], ['2, k, 14', [-0.01875334, -0.6394556, 1.0]], ['2, k, 15', [-0.03420969, -0.7169696, 1.0]], ['2, k, 16', [0.251811, -0.01886122, 1.0]], ['2, k, 17', [0.2488687, -0.3350988, 1.0]], ['2, k, 18', [0.2227381, -0.6420217, 1.0]], ['2, k, 19', [0.2035034, -0.7282526, 1.0]], ['2, k, 20', [0.2195327, 0.5357219, 1.0]], ['2, k, 21', [-0.03635939, -0.1154001, 1.0]], ['2, k, 22', [-0.06425678, -0.04897087, 1.0]], ['2, k, 23', [0.4103409, -0.1678428, 1.0]], ['2, k, 24', [0.4487308, -0.09642598, 1.0]]]
[['2, k, 0', [0.1801324, -0.009784225, 1.0]], ['2, k, 1', [0.2032225, 0.3056333, 1.0]], ['2, k, 2', [0.2257253, 0.6106547, 1.0]], ['2, k, 3', [0.2407107, 0.7496573, 1.0]], ['2, k, 4', [0.04557198, 0.4998922, 1.0]], ['2, k, 5', [-0.01453672, 0.2433869, 1.0]], ['2, k, 6', [-0.03692791, -0.00257815, 1.0]], ['2, k, 7', [-0.02142579, -0.0496874, 1.0]], ['2, k, 8', [0.3967616, 0.4747674, 1.0]], ['2, k, 9', [0.4206315, 0.2156558, 1.0]], ['2, k, 10', [0.4245665, -0.01801013, 1.0]], ['2, k, 11', [0.4247645, -0.09402374, 1.0]], ['2, k, 12', [0.09877715, -0.001667648, 1.0]], ['2, k, 13', [0.05052397, -0.3437369, 1.0]], ['2, k, 14', [0.04978219, -0.6454348, 1.0]], ['2, k, 15', [0.001941185, -0.7253539, 1.0]], ['2, k, 16', [0.2560308, -0.0174155, 1.0]], ['2, k, 17', [0.2473454, -0.3407966, 1.0]], ['2, k, 18', [0.2227818, -0.6436994, 1.0]], ['2, k, 19', [0.2090475, -0.7288752, 1.0]], ['2, k, 20', [0.2202603, 0.535878, 1.0]], ['2, k, 21', [-0.0312736, -0.117507, 1.0]], ['2, k, 22', [-0.06157833, -0.06380162, 1.0]], ['2, k, 23', [0.4226757, -0.1624363, 1.0]], ['2, k, 24', [0.4469843, -0.09630262, 1.0]]]
[['2, k, 0', [0.1841114, -0.009419372, 1.0]], ['2, k, 1', [0.203812, 0.3058269, 1.0]], ['2, k, 2', [0.225131, 0.6108655, 1.0]], ['2, k, 3', [0.2406079, 0.7496839, 1.0]], ['2, k, 4', [0.04499141, 0.4998938, 1.0]], ['2, k, 5', [-0.0141682, 0.2433507, 1.0]], ['2, k, 6', [-0.03596638, -0.002976238, 1.0]], ['2, k, 7', [-0.02120174, -0.05378344, 1.0]], ['2, k, 8', [0.3964541, 0.4753587, 1.0]], ['2, k, 9', [0.4208348, 0.2155836, 1.0]], ['2, k, 10', [0.426002, -0.01747691, 1.0]], ['2, k, 11', [0.4243097, -0.09350807, 1.0]], ['2, k, 12', [0.1022311, -0.002154142, 1.0]], ['2, k, 13', [0.057262, -0.3471701, 1.0]], ['2, k, 14', [0.0553045, -0.6473746, 1.0]], ['2, k, 15', [0.0580891, -0.7295436, 1.0]], ['2, k, 16', [0.2605441, -0.01612094, 1.0]], ['2, k, 17', [0.2462067, -0.3434352, 1.0]], ['2, k, 18', [0.2232323, -0.6452714, 1.0]], ['2, k, 19', [0.2092543, -0.7281129, 1.0]], ['2, k, 20', [0.2200735, 0.5360203, 1.0]], ['2, k, 21', [-0.02857967, -0.1236164, 1.0]], ['2, k, 22', [-0.06028276, -0.06092478, 1.0]], ['2, k, 23', [0.4199876, -0.1645974, 1.0]], ['2, k, 24', [0.4513001, -0.09507848, 1.0]]]
[['2, k, 0', [0.1867457, -0.008840043, 1.0]], ['2, k, 1', [0.2044076, 0.3062223, 1.0]], ['2, k, 2', [0.2245211, 0.6113192, 1.0]], ['2, k, 3', [0.2400231, 0.750073, 1.0]], ['2, k, 4', [0.04441482, 0.4999526, 1.0]], ['2, k, 5', [-0.01391337, 0.2434229, 1.0]], ['2, k, 6', [-0.03447538, -0.002710208, 1.0]], ['2, k, 7', [-0.01933108, -0.05415624, 1.0]], ['2, k, 8', [0.3961725, 0.4758749, 1.0]], ['2, k, 9', [0.4207779, 0.2153569, 1.0]], ['2, k, 10', [0.4255521, -0.01763593, 1.0]], ['2, k, 11', [0.4215214, -0.09359159, 1.0]], ['2, k, 12', [0.1046392, -0.001865452, 1.0]], ['2, k, 13', [0.06749147, -0.3462714, 1.0]], ['2, k, 14', [0.06503876, -0.6504999, 1.0]], ['2, k, 15', [0.05637322, -0.7257605, 1.0]], ['2, k, 16', [0.2632298, -0.01532158, 1.0]], ['2, k, 17', [0.2458359, -0.3443811, 1.0]], ['2, k, 18', [0.2236894, -0.6456144, 1.0]], ['2, k, 19', [0.211586, -0.7286201, 1.0]], ['2, k, 20', [0.2198462, 0.5363684, 1.0]], ['2, k, 21', [-0.02524555, -0.1227041, 1.0]], ['2, k, 22', [-0.06053391, -0.06543225, 1.0]], ['2, k, 23', [0.4177053, -0.1624276, 1.0]], ['2, k, 24', [0.446155, -0.09706837, 1.0]]]
[['2, k, 0', [0.1876865, -0.00866767, 1.0]], ['2, k, 1', [0.2045066, 0.3063361, 1.0]], ['2, k, 2', [0.223435, 0.6116354, 1.0]], ['2, k, 3', [0.2387155, 0.7504568, 1.0]], ['2, k, 4', [0.04372521, 0.49989, 1.0]], ['2, k, 5', [-0.01333743, 0.2423476, 1.0]], ['2, k, 6', [-0.03378107, -0.002732394, 1.0]], ['2, k, 7', [-0.01673044, -0.05433628, 1.0]], ['2, k, 8', [0.3956692, 0.476463, 1.0]], ['2, k, 9', [0.4207367, 0.2154625, 1.0]], ['2, k, 10', [0.4255222, -0.0175862, 1.0]], ['2, k, 11', [0.4197, -0.09194428, 1.0]], ['2, k, 12', [0.1055672, -0.001769813, 1.0]], ['2, k, 13', [0.0770135, -0.3477447, 1.0]], ['2, k, 14', [0.08302079, -0.6548965, 1.0]], ['2, k, 15', [0.05306492, -0.7276248, 1.0]], ['2, k, 16', [0.264117, -0.01510997, 1.0]], ['2, k, 17', [0.2444492, -0.3464173, 1.0]], ['2, k, 18', [0.2237216, -0.647823, 1.0]], ['2, k, 19', [0.1982114, -0.7297659, 1.0]], ['2, k, 20', [0.2192828, 0.5366223, 1.0]], ['2, k, 21', [-0.0267879, -0.1182259, 1.0]], ['2, k, 22', [-0.05454665, -0.05688133, 1.0]], ['2, k, 23', [0.4125935, -0.1622805, 1.0]], ['2, k, 24', [0.4434725, -0.09107584, 1.0]]]
[['2, k, 0', [0.1885807, -0.008669558, 1.0]], ['2, k, 1', [0.2044608, 0.3064171, 1.0]], ['2, k, 2', [0.2204169, 0.6122036, 1.0]], ['2, k, 3', [0.2369464, 0.7509743, 1.0]], ['2, k, 4', [0.04196887, 0.4996087, 1.0]], ['2, k, 5', [-0.01309838, 0.2415198, 1.0]], ['2, k, 6', [-0.03134011, -0.004070291, 1.0]], ['2, k, 7', [-0.01426658, -0.05653848, 1.0]], ['2, k, 8', [0.3942133, 0.4767878, 1.0]], ['2, k, 9', [0.4198857, 0.215616, 1.0]], ['2, k, 10', [0.4238503, -0.01633667, 1.0]], ['2, k, 11', [0.4163288, -0.09402394, 1.0]], ['2, k, 12', [0.1064745, -0.001956071, 1.0]], ['2, k, 13', [0.0817659, -0.3473288, 1.0]], ['2, k, 14', [0.08810856, -0.6545534, 1.0]], ['2, k, 15', [0.05915689, -0.7252806, 1.0]], ['2, k, 16', [0.2649761, -0.01495876, 1.0]], ['2, k, 17', [0.2438471, -0.3479181, 1.0]], ['2, k, 18', [0.2245039, -0.6504757, 1.0]], ['2, k, 19', [0.2031776, -0.7312351, 1.0]], ['2, k, 20', [0.2173367, 0.537092, 1.0]], ['2, k, 21', [-0.02307611, -0.1245084, 1.0]], ['2, k, 22', [-0.04980614, -0.09124698, 1.0]], ['2, k, 23', [0.4064235, -0.1622763, 1.0]], ['2, k, 24', [0.4381454, -0.09737702, 1.0]]]
[['2, k, 0', [0.1892944, -0.008737045, 1.0]], ['2, k, 1', [0.2043795, 0.3065041, 1.0]], ['2, k, 2', [0.2179975, 0.6128099, 1.0]], ['2, k, 3', [0.2339139, 0.7513424, 1.0]], ['2, k, 4', [0.03946183, 0.4988303, 1.0]], ['2, k, 5', [-0.01310304, 0.2414558, 1.0]], ['2, k, 6', [-0.0298853, -0.002809833, 1.0]], ['2, k, 7', [-0.01275305, -0.05707997, 1.0]], ['2, k, 8', [0.392178, 0.477574, 1.0]], ['2, k, 9', [0.4188948, 0.2159218, 1.0]], ['2, k, 10', [0.4229096, -0.01603569, 1.0]], ['2, k, 11', [0.4136648, -0.09185617, 1.0]], ['2, k, 12', [0.1071097, -0.002200651, 1.0]], ['2, k, 13', [0.08375748, -0.3474631, 1.0]], ['2, k, 14', [0.0906591, -0.6547219, 1.0]], ['2, k, 15', [0.0624526, -0.729161, 1.0]], ['2, k, 16', [0.2657724, -0.01485455, 1.0]], ['2, k, 17', [0.2438394, -0.3487329, 1.0]], ['2, k, 18', [0.2239916, -0.6504432, 1.0]], ['2, k, 19', [0.2098551, -0.730266, 1.0]], ['2, k, 20', [0.2155793, 0.5376025, 1.0]], ['2, k, 21', [-0.02028244, -0.1292038, 1.0]], ['2, k, 22', [-0.05021832, -0.05810363, 1.0]], ['2, k, 23', [0.4087079, -0.1609736, 1.0]], ['2, k, 24', [0.437522, -0.1220126, 1.0]]]
