[['2, k, 0', [-0.174337, -0.1331594, 1.0]], ['2, k, 1', [-0.1770155, 0.1164711, 1.0]], ['2, k, 2', [-0.178423, 0.3612234, 1.0]], ['2, k, 3', [-0.1740065, 0.4867251, 1.0]], ['2, k, 4', [-0.3202136, 0.2465383, 1.0]], ['2, k, 5', [-0.374383, 0.01820689, 1.0]], ['2, k, 6', [-0.3925223, -0.1679026, 1.0]], ['2, k, 7', [-0.3918973, -0.2023956, 1.0]], ['2, k, 8', [-0.02407467, 0.2539517, 1.0]], ['2, k, 9', [0.02665738, 0.03815334, 1.0]], ['2, k, 10', [0.00789444, -0.1261519, 1.0]], ['2, k, 11', [-0.003577508, -0.1780524, 1.0]], ['2, k, 12', [-0.2415221, -0.1324235, 1.0]], ['2, k, 13', [-0.2682141, -0.263228, 1.0]], ['2, k, 14', [-0.2529529, -0.6032158, 1.0]], ['2, k, 15', [-0.2487802, -0.6644794, 1.0]], ['2, k, 16', [-0.1034129, -0.1310779, 1.0]], ['2, k, 17', [0.02265749, -0.2510816, 1.0]], ['2, k, 18', [0.01457045, -0.6014728, 1.0]], ['2, k, 19', [0.02160711, -0.6643943, 1.0]], ['2, k, 20', [-0.1782136, 0.3007656, 1.0]], ['2, k, 21', [-0.411624, -0.270576, 1.0]], ['2, k, 22', [-0.3470142, -0.1878884, 1.0]], ['2, k, 23', [-0.01245068, -0.2324467, 1.0]], ['2, k, 24', [0.03595378, -0.1708726, 1.0]]]
[['2, k, 0', [-0.1805203, -0.129642, 1.0]], ['2, k, 1', [-0.1815641, 0.1197623, 1.0]], ['2, k, 2', [-0.1814406, 0.3630792, 1.0]], ['2, k, 3', [-0.1749976, 0.4877088, 1.0]], ['2, k, 4', [-0.32196, 0.2621176, 1.0]], ['2, k, 5', [-0.5151568, 0.1113168, 1.0]], ['2, k, 6', [-0.6930083, 0.003024073, 1.0]], ['2, k, 7', [-0.7477793, -0.03023688, 1.0]], ['2, k, 8', [-0.03144104, 0.2571195, 1.0]], ['2, k, 9', [0.02767897, 0.03478329, 1.0]], ['2, k, 10', [0.01317788, -0.1275084, 1.0]], ['2, k, 11', [0.003323065, -0.1682811, 1.0]], ['2, k, 12', [-0.2481487, -0.1275221, 1.0]], ['2, k, 13', [-0.2672679, -0.2669826, 1.0]], ['2, k, 14', [-0.2517452, -0.6041778, 1.0]], ['2, k, 15', [-0.246912, -0.6643783, 1.0]], ['2, k, 16', [-0.108879, -0.1288633, 1.0]], ['2, k, 17', [0.0243816, -0.2511397, 1.0]], ['2, k, 18', [0.014553, -0.6014534, 1.0]], ['2, k, 19', [0.0264229, -0.6643519, 1.0]], ['2, k, 20', [-0.1816046, 0.3030781, 1.0]], ['2, k, 21', [-0.7864642, -0.06830214, 1.0]], ['2, k, 22', [-0.7445586, -0.06144223, 1.0]], ['2, k, 23', [-0.00566452, -0.2181767, 1.0]], ['2, k, 24', [0.04365017, -0.1695131, 1.0]]]
[['2, k, 0', [-0.1809686, -0.128385, 1.0]], ['2, k, 1', [-0.1814901, 0.1202113, 1.0]], ['2, k, 2', [-0.1811181, 0.3632988, 1.0]], ['2, k, 3', [-0.174463, 0.4879296, 1.0]], ['2, k, 4', [-0.3226194, 0.2677691, 1.0]], ['2, k, 5', [-0.5420231, 0.1825256, 1.0]], ['2, k, 6', [-0.7362416, 0.09866965, 1.0]], ['2, k, 7', [-0.8078103, 0.08400812, 1.0]], ['2, k, 8', [-0.03098439, 0.2571929, 1.0]], ['2, k, 9', [0.02772666, 0.03478071, 1.0]], ['2, k, 10', [0.01339983, -0.1277588, 1.0]], ['2, k, 11', [0.005971489, -0.1662851, 1.0]], ['2, k, 12', [-0.2484649, -0.1255719, 1.0]], ['2, k, 13', [-0.2672313, -0.2668947, 1.0]], ['2, k, 14', [-0.2516733, -0.6037622, 1.0]], ['2, k, 15', [-0.2475557, -0.6635846, 1.0]], ['2, k, 16', [-0.1093918, -0.1281396, 1.0]], ['2, k, 17', [0.02440216, -0.2511966, 1.0]], ['2, k, 18', [0.01472382, -0.601481, 1.0]], ['2, k, 19', [0.02658213, -0.6645385, 1.0]], ['2, k, 20', [-0.181361, 0.3033226, 1.0]], ['2, k, 21', [-0.8577058, 0.06052372, 1.0]], ['2, k, 22', [-0.8008796, 0.05517327, 1.0]], ['2, k, 23', [-0.004315242, -0.2138326, 1.0]], ['2, k, 24', [0.04165272, -0.1723365, 1.0]]]
[['2, k, 0', [-0.1813481, -0.1273406, 1.0]], ['2, k, 1', [-0.1814033, 0.1206487, 1.0]], ['2, k, 2', [-0.18065, 0.3635548, 1.0]], ['2, k, 3', [-0.1739014, 0.4881697, 1.0]], ['2, k, 4', [-0.3239154, 0.2734334, 1.0]], ['2, k, 5', [-0.5483533, 0.2020219, 1.0]], ['2, k, 6', [-0.7409698, 0.1639374, 1.0]], ['2, k, 7', [-0.8260744, 0.1454905, 1.0]], ['2, k, 8', [-0.02949638, 0.2564594, 1.0]], ['2, k, 9', [0.02776628, 0.03455979, 1.0]], ['2, k, 10', [0.01340037, -0.127761, 1.0]], ['2, k, 11', [0.004320036, -0.168516, 1.0]], ['2, k, 12', [-0.2487642, -0.1241114, 1.0]], ['2, k, 13', [-0.2672496, -0.2668341, 1.0]], ['2, k, 14', [-0.2516226, -0.6038837, 1.0]], ['2, k, 15', [-0.2484227, -0.6644034, 1.0]], ['2, k, 16', [-0.1098215, -0.1274816, 1.0]], ['2, k, 17', [0.02439202, -0.2513057, 1.0]], ['2, k, 18', [0.014637, -0.6012136, 1.0]], ['2, k, 19', [0.02588426, -0.6594163, 1.0]], ['2, k, 20', [-0.1810165, 0.303611, 1.0]], ['2, k, 21', [-0.8781117, 0.1263956, 1.0]], ['2, k, 22', [-0.8143798, 0.1215505, 1.0]], ['2, k, 23', [-0.001309771, -0.2153701, 1.0]], ['2, k, 24', [0.04057862, -0.1716131, 1.0]]]
[['2, k, 0', [-0.1815459, -0.1265598, 1.0]], ['2, k, 1', [-0.1817891, 0.1214054, 1.0]], ['2, k, 2', [-0.18139, 0.3643335, 1.0]], ['2, k, 3', [-0.1738458, 0.488052, 1.0]], ['2, k, 4', [-0.3235492, 0.2763606, 1.0]], ['2, k, 5', [-0.5592959, 0.2366758, 1.0]], ['2, k, 6', [-0.7834216, 0.2113468, 1.0]], ['2, k, 7', [-0.8533626, 0.2068234, 1.0]], ['2, k, 8', [-0.02867122, 0.2563146, 1.0]], ['2, k, 9', [0.02775573, 0.03464344, 1.0]], ['2, k, 10', [0.01548435, -0.1278681, 1.0]], ['2, k, 11', [0.003560336, -0.1646104, 1.0]], ['2, k, 12', [-0.2488186, -0.1229964, 1.0]], ['2, k, 13', [-0.2672142, -0.2661708, 1.0]], ['2, k, 14', [-0.2518351, -0.604007, 1.0]], ['2, k, 15', [-0.2486836, -0.6642688, 1.0]], ['2, k, 16', [-0.1101307, -0.1269923, 1.0]], ['2, k, 17', [0.0243408, -0.2516357, 1.0]], ['2, k, 18', [0.01464591, -0.6010832, 1.0]], ['2, k, 19', [0.02568863, -0.6601959, 1.0]], ['2, k, 20', [-0.1816356, 0.3043737, 1.0]], ['2, k, 21', [-0.901053, 0.1964699, 1.0]], ['2, k, 22', [-0.8689479, 0.1735288, 1.0]], ['2, k, 23', [-0.004159118, -0.2100309, 1.0]], ['2, k, 24', [0.04625176, -0.1742497, 1.0]]]
[['2, k, 0', [-0.1818802, -0.1245832, 1.0]], ['2, k, 1', [-0.1825347, 0.122583, 1.0]], ['2, k, 2', [-0.1826041, 0.3648211, 1.0]], ['2, k, 3', [-0.1738175, 0.4889873, 1.0]], ['2, k, 4', [-0.3253953, 0.2835425, 1.0]], ['2, k, 5', [-0.5634726, 0.2578281, 1.0]], ['2, k, 6', [-0.7893133, 0.2643339, 1.0]], ['2, k, 7', [-0.860253, 0.2712099, 1.0]], ['2, k, 8', [-0.02853149, 0.2564062, 1.0]], ['2, k, 9', [0.02770929, 0.03463647, 1.0]], ['2, k, 10', [0.01556407, -0.1283137, 1.0]], ['2, k, 11', [0.001499085, -0.1584325, 1.0]], ['2, k, 12', [-0.2487913, -0.1208792, 1.0]], ['2, k, 13', [-0.267279, -0.2657993, 1.0]], ['2, k, 14', [-0.2522215, -0.602702, 1.0]], ['2, k, 15', [-0.2492214, -0.6637981, 1.0]], ['2, k, 16', [-0.1108162, -0.125271, 1.0]], ['2, k, 17', [0.02418408, -0.251473, 1.0]], ['2, k, 18', [0.01494362, -0.5999912, 1.0]], ['2, k, 19', [0.02506339, -0.660778, 1.0]], ['2, k, 20', [-0.1827068, 0.3050252, 1.0]], ['2, k, 21', [-0.9174461, 0.2700822, 1.0]], ['2, k, 22', [-0.8667952, 0.2320958, 1.0]], ['2, k, 23', [-0.01130023, -0.2080779, 1.0]], ['2, k, 24', [0.04213339, -0.1638243, 1.0]]]
[['2, k, 0', [-0.1831235, -0.1237031, 1.0]], ['2, k, 1', [-0.1827261, 0.1230262, 1.0]], ['2, k, 2', [-0.1822265, 0.3651941, 1.0]], ['2, k, 3', [-0.1738546, 0.4898826, 1.0]], ['2, k, 4', [-0.325215, 0.2833465, 1.0]], ['2, k, 5', [-0.5766279, 0.2969872, 1.0]], ['2, k, 6', [-0.8030475, 0.3179242, 1.0]], ['2, k, 7', [-0.8643419, 0.333331, 1.0]], ['2, k, 8', [-0.02879106, 0.2561138, 1.0]], ['2, k, 9', [0.02757153, 0.03474703, 1.0]], ['2, k, 10', [0.01550178, -0.1282007, 1.0]], ['2, k, 11', [0.002952534, -0.1606981, 1.0]], ['2, k, 12', [-0.2501407, -0.1198533, 1.0]], ['2, k, 13', [-0.2673284, -0.2655138, 1.0]], ['2, k, 14', [-0.2517435, -0.6033259, 1.0]], ['2, k, 15', [-0.2489999, -0.6640661, 1.0]], ['2, k, 16', [-0.1119592, -0.1245874, 1.0]], ['2, k, 17', [0.02417852, -0.2517106, 1.0]], ['2, k, 18', [0.01487975, -0.6001118, 1.0]], ['2, k, 19', [0.02579509, -0.6606514, 1.0]], ['2, k, 20', [-0.1825072, 0.3053762, 1.0]], ['2, k, 21', [-0.9231377, 0.3465281, 1.0]], ['2, k, 22', [-0.8647734, 0.3032055, 1.0]], ['2, k, 23', [-0.00149101, -0.2087886, 1.0]], ['2, k, 24', [0.04655953, -0.1649284, 1.0]]]
[['2, k, 0', [-0.1838288, -0.1218413, 1.0]], ['2, k, 1', [-0.1833054, 0.1237205, 1.0]], ['2, k, 2', [-0.1826989, 0.3651375, 1.0]], ['2, k, 3', [-0.1740163, 0.4898284, 1.0]], ['2, k, 4', [-0.3333101, 0.2975121, 1.0]], ['2, k, 5', [-0.5745587, 0.3199143, 1.0]], ['2, k, 6', [-0.7904744, 0.3612092, 1.0]], ['2, k, 7', [-0.8580018, 0.3893031, 1.0]], ['2, k, 8', [-0.02950234, 0.256704, 1.0]], ['2, k, 9', [0.02790075, 0.03497383, 1.0]], ['2, k, 10', [0.01598532, -0.1281072, 1.0]], ['2, k, 11', [0.005582531, -0.1601283, 1.0]], ['2, k, 12', [-0.2505042, -0.1179008, 1.0]], ['2, k, 13', [-0.2675039, -0.2653615, 1.0]], ['2, k, 14', [-0.2512744, -0.6057383, 1.0]], ['2, k, 15', [-0.2488675, -0.66466, 1.0]], ['2, k, 16', [-0.11303, -0.1228835, 1.0]], ['2, k, 17', [0.02411398, -0.2516941, 1.0]], ['2, k, 18', [0.0151053, -0.5994507, 1.0]], ['2, k, 19', [0.02490269, -0.6600727, 1.0]], ['2, k, 20', [-0.1829711, 0.3054819, 1.0]], ['2, k, 21', [-0.9111285, 0.4043526, 1.0]], ['2, k, 22', [-0.8629772, 0.3595155, 1.0]], ['2, k, 23', [0.004361563, -0.2080925, 1.0]], ['2, k, 24', [0.04602277, -0.1655347, 1.0]]]
[['2, k, 0', [-0.1847979, -0.120884, 1.0]], ['2, k, 1', [-0.1834496, 0.1240655, 1.0]], ['2, k, 2', [-0.1824494, 0.3652017, 1.0]], ['2, k, 3', [-0.1741205, 0.48954, 1.0]], ['2, k, 4', [-0.334006, 0.2993626, 1.0]], ['2, k, 5', [-0.5591773, 0.348038, 1.0]], ['2, k, 6', [-0.7843425, 0.4152835, 1.0]], ['2, k, 7', [-0.8414505, 0.4403529, 1.0]], ['2, k, 8', [-0.03118062, 0.2555141, 1.0]], ['2, k, 9', [0.02723582, 0.03546578, 1.0]], ['2, k, 10', [0.01507229, -0.1284123, 1.0]], ['2, k, 11', [0.00196744, -0.163002, 1.0]], ['2, k, 12', [-0.2513495, -0.116676, 1.0]], ['2, k, 13', [-0.2675179, -0.265447, 1.0]], ['2, k, 14', [-0.2515148, -0.6058065, 1.0]], ['2, k, 15', [-0.2494225, -0.6648452, 1.0]], ['2, k, 16', [-0.1141632, -0.1221886, 1.0]], ['2, k, 17', [0.02415657, -0.2514836, 1.0]], ['2, k, 18', [0.01504801, -0.6001607, 1.0]], ['2, k, 19', [0.02418492, -0.6610878, 1.0]], ['2, k, 20', [-0.1828444, 0.3055879, 1.0]], ['2, k, 21', [-0.8938469, 0.4676152, 1.0]], ['2, k, 22', [-0.8696076, 0.416512, 1.0]], ['2, k, 23', [-0.004437461, -0.212989, 1.0]], ['2, k, 24', [0.03423801, -0.1694717, 1.0]]]
[['2, k, 0', [-0.1850803, -0.1200746, 1.0]], ['2, k, 1', [-0.1842332, 0.1246372, 1.0]], ['2, k, 2', [-0.1838073, 0.3652497, 1.0]], ['2, k, 3', [-0.1744483, 0.4893955, 1.0]], ['2, k, 4', [-0.3341321, 0.3019434, 1.0]], ['2, k, 5', [-0.5472001, 0.3663564, 1.0]], ['2, k, 6', [-0.7627004, 0.461505, 1.0]], ['2, k, 7', [-0.8355773, 0.4976587, 1.0]], ['2, k, 8', [-0.03167596, 0.2556328, 1.0]], ['2, k, 9', [0.02727608, 0.03552003, 1.0]], ['2, k, 10', [0.01354489, -0.1289466, 1.0]], ['2, k, 11', [0.0008032553, -0.1590305, 1.0]], ['2, k, 12', [-0.2515019, -0.1156723, 1.0]], ['2, k, 13', [-0.2676083, -0.2653543, 1.0]], ['2, k, 14', [-0.2515644, -0.6054186, 1.0]], ['2, k, 15', [-0.2496243, -0.6646817, 1.0]], ['2, k, 16', [-0.1145565, -0.1215763, 1.0]], ['2, k, 17', [0.0240913, -0.2515394, 1.0]], ['2, k, 18', [0.0151288, -0.6000503, 1.0]], ['2, k, 19', [0.02455849, -0.6613466, 1.0]], ['2, k, 20', [-0.1840126, 0.3057989, 1.0]], ['2, k, 21', [-0.885938, 0.526764, 1.0]], ['2, k, 22', [-0.8618963, 0.4747491, 1.0]], ['2, k, 23', [-0.01030316, -0.2064964, 1.0]], ['2, k, 24', [0.04141353, -0.168528, 1.0]]]
[['2, k, 0', [-0.1852134, -0.1199538, 1.0]], ['2, k, 1', [-0.1841975, 0.124754, 1.0]], ['2, k, 2', [-0.1832372, 0.3653087, 1.0]], ['2, k, 3', [-0.1754015, 0.4886471, 1.0]], ['2, k, 4', [-0.331909, 0.296869, 1.0]], ['2, k, 5', [-0.5441334, 0.3833242, 1.0]], ['2, k, 6', [-0.7312752, 0.4985067, 1.0]], ['2, k, 7', [-0.8089152, 0.5452319, 1.0]], ['2, k, 8', [-0.03386474, 0.2573365, 1.0]], ['2, k, 9', [0.02702549, 0.03616242, 1.0]], ['2, k, 10', [0.01339303, -0.1289172, 1.0]], ['2, k, 11', [0.001969463, -0.161782, 1.0]], ['2, k, 12', [-0.251646, -0.1156299, 1.0]], ['2, k, 13', [-0.2676384, -0.2653326, 1.0]], ['2, k, 14', [-0.2516686, -0.6050667, 1.0]], ['2, k, 15', [-0.2496577, -0.6647009, 1.0]], ['2, k, 16', [-0.1146856, -0.1213693, 1.0]], ['2, k, 17', [0.02413812, -0.2515403, 1.0]], ['2, k, 18', [0.01517823, -0.5995749, 1.0]], ['2, k, 19', [0.02452359, -0.6613638, 1.0]], ['2, k, 20', [-0.1836405, 0.3058924, 1.0]], ['2, k, 21', [-0.8543916, 0.580022, 1.0]], ['2, k, 22', [-0.8364239, 0.5168399, 1.0]], ['2, k, 23', [-0.01126758, -0.2112144, 1.0]], ['2, k, 24', [0.04318488, -0.1681634, 1.0]]]
[['2, k, 0', [-0.1856108, -0.1190698, 1.0]], ['2, k, 1', [-0.1842532, 0.1250964, 1.0]], ['2, k, 2', [-0.1830961, 0.365319, 1.0]], ['2, k, 3', [-0.1760183, 0.4885668, 1.0]], ['2, k, 4', [-0.3317307, 0.299154, 1.0]], ['2, k, 5', [-0.5422488, 0.4210396, 1.0]], ['2, k, 6', [-0.726768, 0.5396596, 1.0]], ['2, k, 7', [-0.7886001, 0.5898467, 1.0]], ['2, k, 8', [-0.034487, 0.2575445, 1.0]], ['2, k, 9', [0.02662314, 0.03489073, 1.0]], ['2, k, 10', [0.01312033, -0.1298461, 1.0]], ['2, k, 11', [0.001183593, -0.1572623, 1.0]], ['2, k, 12', [-0.2518164, -0.1148098, 1.0]], ['2, k, 13', [-0.2678102, -0.2652094, 1.0]], ['2, k, 14', [-0.2516814, -0.605027, 1.0]], ['2, k, 15', [-0.2495188, -0.6647325, 1.0]], ['2, k, 16', [-0.1153461, -0.120479, 1.0]], ['2, k, 17', [0.02399105, -0.2515, 1.0]], ['2, k, 18', [0.01509689, -0.6002201, 1.0]], ['2, k, 19', [0.02379842, -0.6619, 1.0]], ['2, k, 20', [-0.1835462, 0.3059575, 1.0]], ['2, k, 21', [-0.8365685, 0.6342064, 1.0]], ['2, k, 22', [-0.8189476, 0.5714549, 1.0]], ['2, k, 23', [-0.0112911, -0.2065978, 1.0]], ['2, k, 24', [0.04085848, -0.1644659, 1.0]]]
[['2, k, 0', [-0.1855751, -0.1190177, 1.0]], ['2, k, 1', [-0.1842056, 0.1251816, 1.0]], ['2, k, 2', [-0.1829854, 0.3653687, 1.0]], ['2, k, 3', [-0.1771632, 0.4877713, 1.0]], ['2, k, 4', [-0.3313117, 0.2966818, 1.0]], ['2, k, 5', [-0.5442836, 0.4418031, 1.0]], ['2, k, 6', [-0.7110547, 0.5842618, 1.0]], ['2, k, 7', [-0.7637884, 0.6369893, 1.0]], ['2, k, 8', [-0.03608353, 0.2579127, 1.0]], ['2, k, 9', [0.0265386, 0.03516272, 1.0]], ['2, k, 10', [0.01308603, -0.130198, 1.0]], ['2, k, 11', [0.001677555, -0.160554, 1.0]], ['2, k, 12', [-0.2518053, -0.1148089, 1.0]], ['2, k, 13', [-0.2678265, -0.2651355, 1.0]], ['2, k, 14', [-0.2517075, -0.6046886, 1.0]], ['2, k, 15', [-0.2497688, -0.6647155, 1.0]], ['2, k, 16', [-0.1152587, -0.1203174, 1.0]], ['2, k, 17', [0.02380513, -0.2514565, 1.0]], ['2, k, 18', [0.01505319, -0.6001224, 1.0]], ['2, k, 19', [0.02367285, -0.6615869, 1.0]], ['2, k, 20', [-0.183453, 0.3060206, 1.0]], ['2, k, 21', [-0.8036895, 0.678358, 1.0]], ['2, k, 22', [-0.7920629, 0.616653, 1.0]], ['2, k, 23', [-0.01420766, -0.2104153, 1.0]], ['2, k, 24', [0.04714632, -0.1711911, 1.0]]]
[['2, k, 0', [-0.1861242, -0.1173662, 1.0]], ['2, k, 1', [-0.1842181, 0.1264194, 1.0]], ['2, k, 2', [-0.1823139, 0.3662846, 1.0]], ['2, k, 3', [-0.1780962, 0.4899917, 1.0]], ['2, k, 4', [-0.3319239, 0.3085684, 1.0]], ['2, k, 5', [-0.5411397, 0.4756948, 1.0]], ['2, k, 6', [-0.6962843, 0.6414568, 1.0]], ['2, k, 7', [-0.7361175, 0.6784784, 1.0]], ['2, k, 8', [-0.03652513, 0.2585138, 1.0]], ['2, k, 9', [0.02624755, 0.035188, 1.0]], ['2, k, 10', [0.01305037, -0.1304707, 1.0]], ['2, k, 11', [0.0003207275, -0.1617306, 1.0]], ['2, k, 12', [-0.2521397, -0.1129836, 1.0]], ['2, k, 13', [-0.2678292, -0.2651066, 1.0]], ['2, k, 14', [-0.2518025, -0.6046553, 1.0]], ['2, k, 15', [-0.2495771, -0.6651376, 1.0]], ['2, k, 16', [-0.1159947, -0.1189171, 1.0]], ['2, k, 17', [0.02372565, -0.2514506, 1.0]], ['2, k, 18', [0.01500616, -0.6006342, 1.0]], ['2, k, 19', [0.02287637, -0.6635517, 1.0]], ['2, k, 20', [-0.1829778, 0.3070052, 1.0]], ['2, k, 21', [-0.7732018, 0.7230654, 1.0]], ['2, k, 22', [-0.7649152, 0.6555681, 1.0]], ['2, k, 23', [-0.009723078, -0.2113158, 1.0]], ['2, k, 24', [0.03895601, -0.1606835, 1.0]]]
[['2, k, 0', [-0.1881189, -0.1162037, 1.0]], ['2, k, 1', [-0.1848484, 0.1270973, 1.0]], ['2, k, 2', [-0.182259, 0.366502, 1.0]], ['2, k, 3', [-0.1790034, 0.4903724, 1.0]], ['2, k, 4', [-0.3313683, 0.3128655, 1.0]], ['2, k, 5', [-0.4476883, 0.4755762, 1.0]], ['2, k, 6', [-0.5936942, 0.6997806, 1.0]], ['2, k, 7', [-0.6313894, 0.7572271, 1.0]], ['2, k, 8', [-0.03862651, 0.2583264, 1.0]], ['2, k, 9', [0.02532507, 0.03495671, 1.0]], ['2, k, 10', [0.01201801, -0.1319694, 1.0]], ['2, k, 11', [7.843663e-05, -0.1601153, 1.0]], ['2, k, 12', [-0.254006, -0.1115124, 1.0]], ['2, k, 13', [-0.267832, -0.265104, 1.0]], ['2, k, 14', [-0.2519747, -0.6045831, 1.0]], ['2, k, 15', [-0.2494623, -0.6653342, 1.0]], ['2, k, 16', [-0.1181323, -0.1181122, 1.0]], ['2, k, 17', [0.02325704, -0.2505039, 1.0]], ['2, k, 18', [0.01527174, -0.5993028, 1.0]], ['2, k, 19', [0.02347033, -0.6625084, 1.0]], ['2, k, 20', [-0.1830189, 0.3072937, 1.0]], ['2, k, 21', [-0.6656097, 0.8082878, 1.0]], ['2, k, 22', [-0.6558221, 0.7398962, 1.0]], ['2, k, 23', [-0.0128379, -0.2113675, 1.0]], ['2, k, 24', [0.04250348, -0.1667801, 1.0]]]
[['2, k, 0', [-0.1896801, -0.115394, 1.0]], ['2, k, 1', [-0.1854503, 0.1275705, 1.0]], ['2, k, 2', [-0.1822573, 0.3666196, 1.0]], ['2, k, 3', [-0.1807513, 0.4910957, 1.0]], ['2, k, 4', [-0.3312723, 0.314405, 1.0]], ['2, k, 5', [-0.4468442, 0.4784679, 1.0]], ['2, k, 6', [-0.5856301, 0.7070861, 1.0]], ['2, k, 7', [-0.6012927, 0.7694495, 1.0]], ['2, k, 8', [-0.03962988, 0.2590274, 1.0]], ['2, k, 9', [0.02470983, 0.03526223, 1.0]], ['2, k, 10', [0.01206019, -0.1319416, 1.0]], ['2, k, 11', [-0.002526039, -0.1595929, 1.0]], ['2, k, 12', [-0.2555789, -0.1104525, 1.0]], ['2, k, 13', [-0.2678205, -0.2650866, 1.0]], ['2, k, 14', [-0.2519316, -0.6049378, 1.0]], ['2, k, 15', [-0.2487648, -0.6659021, 1.0]], ['2, k, 16', [-0.1196458, -0.1175889, 1.0]], ['2, k, 17', [0.02329355, -0.2502047, 1.0]], ['2, k, 18', [0.01547036, -0.5989364, 1.0]], ['2, k, 19', [0.02403934, -0.6617662, 1.0]], ['2, k, 20', [-0.1831058, 0.3074696, 1.0]], ['2, k, 21', [-0.628328, 0.8212241, 1.0]], ['2, k, 22', [-0.6299855, 0.7602915, 1.0]], ['2, k, 23', [-0.01463003, -0.2125878, 1.0]], ['2, k, 24', [0.03732089, -0.1581985, 1.0]]]
[['2, k, 0', [-0.1902107, -0.1156232, 1.0]], ['2, k, 1', [-0.1855256, 0.1275756, 1.0]], ['2, k, 2', [-0.1820489, 0.3666857, 1.0]], ['2, k, 3', [-0.1813669, 0.4911489, 1.0]], ['2, k, 4', [-0.3294586, 0.310253, 1.0]], ['2, k, 5', [-0.4040122, 0.5064343, 1.0]], ['2, k, 6', [-0.4590671, 0.7688072, 1.0]], ['2, k, 7', [-0.4792841, 0.8281389, 1.0]], ['2, k, 8', [-0.04059401, 0.2595863, 1.0]], ['2, k, 9', [0.02401082, 0.03579449, 1.0]], ['2, k, 10', [0.01181149, -0.1319715, 1.0]], ['2, k, 11', [-0.0005567588, -0.1595178, 1.0]], ['2, k, 12', [-0.2563831, -0.1107886, 1.0]], ['2, k, 13', [-0.2677526, -0.2645164, 1.0]], ['2, k, 14', [-0.2519231, -0.6044869, 1.0]], ['2, k, 15', [-0.2495168, -0.6653725, 1.0]], ['2, k, 16', [-0.1200529, -0.117798, 1.0]], ['2, k, 17', [0.02326706, -0.250258, 1.0]], ['2, k, 18', [0.01562139, -0.5981787, 1.0]], ['2, k, 19', [0.02368584, -0.6614585, 1.0]], ['2, k, 20', [-0.1830209, 0.3075132, 1.0]], ['2, k, 21', [-0.4907852, 0.8905075, 1.0]], ['2, k, 22', [-0.5087264, 0.8363852, 1.0]], ['2, k, 23', [-0.007358434, -0.2099349, 1.0]], ['2, k, 24', [0.04216066, -0.1661235, 1.0]]]
[['2, k, 0', [-0.1911079, -0.1147308, 1.0]], ['2, k, 1', [-0.1899764, 0.1307849, 1.0]], ['2, k, 2', [-0.1909639, 0.3724603, 1.0]], ['2, k, 3', [-0.2218691, 0.4875105, 1.0]], ['2, k, 4', [-0.3275171, 0.3123513, 1.0]], ['2, k, 5', [-0.3657622, 0.5493838, 1.0]], ['2, k, 6', [-0.3555517, 0.8015895, 1.0]], ['2, k, 7', [-0.3505771, 0.873299, 1.0]], ['2, k, 8', [-0.04239455, 0.260704, 1.0]], ['2, k, 9', [0.02312028, 0.03698766, 1.0]], ['2, k, 10', [0.01202465, -0.130332, 1.0]], ['2, k, 11', [0.0005886216, -0.1765521, 1.0]], ['2, k, 12', [-0.2575333, -0.1098102, 1.0]], ['2, k, 13', [-0.2677462, -0.2643024, 1.0]], ['2, k, 14', [-0.2522124, -0.6044297, 1.0]], ['2, k, 15', [-0.2492763, -0.665307, 1.0]], ['2, k, 16', [-0.1206899, -0.1170071, 1.0]], ['2, k, 17', [0.02349474, -0.2505368, 1.0]], ['2, k, 18', [0.01572235, -0.5980763, 1.0]], ['2, k, 19', [0.0236126, -0.6615071, 1.0]], ['2, k, 20', [-0.1907381, 0.3126771, 1.0]], ['2, k, 21', [-0.3389971, 0.931944, 1.0]], ['2, k, 22', [-0.3719462, 0.889925, 1.0]], ['2, k, 23', [-0.007330107, -0.2243154, 1.0]], ['2, k, 24', [0.04247283, -0.1679296, 1.0]]]
