[['2, k, 0', [-0.222221, -0.777902, 1.0]], ['2, k, 1', [-0.211206, -0.487524, 1.0]], ['2, k, 2', [-0.199479, -0.201723, 1.0]], ['2, k, 3', [-0.175237, -0.100226, 1.0]], ['2, k, 4', [-0.296459, -0.256135, 1.0]], ['2, k, 5', [-0.218859, -0.0208349, 1.0]], ['2, k, 6', [-0.0820746, 0.114021, 1.0]], ['2, k, 7', [-0.0510461, 0.148159, 1.0]], ['2, k, 8', [-0.0888284, -0.359046, 1.0]], ['2, k, 9', [0.11494, -0.430347, 1.0]], ['2, k, 10', [0.303704, -0.388367, 1.0]], ['2, k, 11', [0.369242, -0.352476, 1.0]], ['2, k, 12', [-0.266818, -0.744854, 1.0]], ['2, k, 13', [-0.493217, -0.856101, 1.0]], ['2, k, 14', [-0.330794, -1.0443, 1.0]], ['2, k, 15', [-0.325702, -1.10789, 1.0]], ['2, k, 16', [-0.171969, -0.790941, 1.0]], ['2, k, 17', [-0.164411, -0.574636, 1.0]], ['2, k, 18', [-0.177683, -0.967923, 1.0]], ['2, k, 19', [-0.143578, -1.01288, 1.0]], ['2, k, 20', [-0.202551, -0.272649, 1.0]], ['2, k, 21', [0.00956046, 0.161413, 1.0]], ['2, k, 22', [-0.0610239, 0.185926, 1.0]], ['2, k, 23', [0.408184, -0.312348, 1.0]], ['2, k, 24', [0.405596, -0.359766, 1.0]]]
[['2, k, 0', [-0.128081, -0.740969, 1.0]], ['2, k, 1', [-0.145209, -0.478857, 1.0]], ['2, k, 2', [-0.158896, -0.223797, 1.0]], ['2, k, 3', [-0.191444, -0.0810363, 1.0]], ['2, k, 4', [-0.319193, -0.339464, 1.0]], ['2, k, 5', [-0.454679, -0.487005, 1.0]], ['2, k, 6', [-0.63333, -0.405373, 1.0]], ['2, k, 7', [-0.718735, -0.381992, 1.0]], ['2, k, 8', [-0.0399522, -0.335273, 1.0]], ['2, k, 9', [-0.0846629, -0.0626678, 1.0]], ['2, k, 10', [-0.283863, 0.131249, 1.0]], ['2, k, 11', [-0.336856, 0.169433, 1.0]], ['2, k, 12', [-0.195335, -0.741595, 1.0]], ['2, k, 13', [-0.221039, -1.01189, 1.0]], ['2, k, 14', [-0.202174, -1.2949, 1.0]], ['2, k, 15', [-0.24273, -1.17408, 1.0]], ['2, k, 16', [-0.0572057, -0.725059, 1.0]], ['2, k, 17', [-0.0486502, -0.998265, 1.0]], ['2, k, 18', [-0.0515852, -1.23721, 1.0]], ['2, k, 19', [-0.00398323, -1.15725, 1.0]], ['2, k, 20', [-0.156245, -0.287134, 1.0]], ['2, k, 21', [-0.782738, -0.36523, 1.0]], ['2, k, 22', [-0.699764, -0.303009, 1.0]], ['2, k, 23', [-0.381027, 0.200524, 1.0]], ['2, k, 24', [-0.330434, 0.21275, 1.0]]]
[['2, k, 0', [-0.128089, -0.741796, 1.0]], ['2, k, 1', [-0.14382, -0.478204, 1.0]], ['2, k, 2', [-0.153272, -0.21662, 1.0]], ['2, k, 3', [-0.193726, -0.0795342, 1.0]], ['2, k, 4', [-0.319073, -0.339425, 1.0]], ['2, k, 5', [-0.449454, -0.493343, 1.0]], ['2, k, 6', [-0.632929, -0.421473, 1.0]], ['2, k, 7', [-0.720219, -0.401308, 1.0]], ['2, k, 8', [-0.0404841, -0.335878, 1.0]], ['2, k, 9', [-0.0913914, -0.0632163, 1.0]], ['2, k, 10', [-0.290657, 0.132136, 1.0]], ['2, k, 11', [-0.349061, 0.16138, 1.0]], ['2, k, 12', [-0.195159, -0.742931, 1.0]], ['2, k, 13', [-0.218935, -1.01566, 1.0]], ['2, k, 14', [-0.197742, -1.30038, 1.0]], ['2, k, 15', [-0.238527, -1.17921, 1.0]], ['2, k, 16', [-0.0575355, -0.725479, 1.0]], ['2, k, 17', [-0.0476835, -1.00023, 1.0]], ['2, k, 18', [-0.0501214, -1.24252, 1.0]], ['2, k, 19', [-0.0209608, -1.15237, 1.0]], ['2, k, 20', [-0.151653, -0.282146, 1.0]], ['2, k, 21', [-0.784153, -0.38928, 1.0]], ['2, k, 22', [-0.706571, -0.328539, 1.0]], ['2, k, 23', [-0.39392, 0.194039, 1.0]], ['2, k, 24', [-0.345006, 0.202424, 1.0]]]
[['2, k, 0', [-0.128292, -0.742666, 1.0]], ['2, k, 1', [-0.143331, -0.478331, 1.0]], ['2, k, 2', [-0.152473, -0.216278, 1.0]], ['2, k, 3', [-0.205384, -0.0835773, 1.0]], ['2, k, 4', [-0.31872, -0.341353, 1.0]], ['2, k, 5', [-0.443483, -0.50118, 1.0]], ['2, k, 6', [-0.63062, -0.436632, 1.0]], ['2, k, 7', [-0.718107, -0.418979, 1.0]], ['2, k, 8', [-0.0410784, -0.334937, 1.0]], ['2, k, 9', [-0.0951461, -0.0622071, 1.0]], ['2, k, 10', [-0.301033, 0.127408, 1.0]], ['2, k, 11', [-0.371291, 0.15416, 1.0]], ['2, k, 12', [-0.195089, -0.744351, 1.0]], ['2, k, 13', [-0.217662, -1.01947, 1.0]], ['2, k, 14', [-0.198117, -1.30534, 1.0]], ['2, k, 15', [-0.237653, -1.18308, 1.0]], ['2, k, 16', [-0.0581706, -0.726029, 1.0]], ['2, k, 17', [-0.0446206, -1.00216, 1.0]], ['2, k, 18', [-0.0493315, -1.2443, 1.0]], ['2, k, 19', [-0.0264031, -1.15265, 1.0]], ['2, k, 20', [-0.150796, -0.281851, 1.0]], ['2, k, 21', [-0.78121, -0.41192, 1.0]], ['2, k, 22', [-0.707807, -0.349111, 1.0]], ['2, k, 23', [-0.41308, 0.186529, 1.0]], ['2, k, 24', [-0.354988, 0.192384, 1.0]]]
[['2, k, 0', [-0.127069, -0.744764, 1.0]], ['2, k, 1', [-0.142878, -0.480345, 1.0]], ['2, k, 2', [-0.154018, -0.219397, 1.0]], ['2, k, 3', [-0.206054, -0.0840892, 1.0]], ['2, k, 4', [-0.318512, -0.34378, 1.0]], ['2, k, 5', [-0.439465, -0.507242, 1.0]], ['2, k, 6', [-0.629526, -0.449595, 1.0]], ['2, k, 7', [-0.71556, -0.434017, 1.0]], ['2, k, 8', [-0.0415021, -0.333814, 1.0]], ['2, k, 9', [-0.0953416, -0.0608897, 1.0]], ['2, k, 10', [-0.306731, 0.123303, 1.0]], ['2, k, 11', [-0.376888, 0.146015, 1.0]], ['2, k, 12', [-0.193302, -0.747126, 1.0]], ['2, k, 13', [-0.217544, -1.02349, 1.0]], ['2, k, 14', [-0.196913, -1.30996, 1.0]], ['2, k, 15', [-0.23531, -1.18713, 1.0]], ['2, k, 16', [-0.0574276, -0.727049, 1.0]], ['2, k, 17', [-0.0411852, -1.00393, 1.0]], ['2, k, 18', [-0.0366355, -1.2847, 1.0]], ['2, k, 19', [-0.0928403, -1.20641, 1.0]], ['2, k, 20', [-0.151568, -0.284322, 1.0]], ['2, k, 21', [-0.778858, -0.418148, 1.0]], ['2, k, 22', [-0.702919, -0.360777, 1.0]], ['2, k, 23', [-0.424982, 0.173302, 1.0]], ['2, k, 24', [-0.367593, 0.186096, 1.0]]]
[['2, k, 0', [-0.125635, -0.747568, 1.0]], ['2, k, 1', [-0.142271, -0.481889, 1.0]], ['2, k, 2', [-0.154388, -0.220206, 1.0]], ['2, k, 3', [-0.214264, -0.086754, 1.0]], ['2, k, 4', [-0.316551, -0.346565, 1.0]], ['2, k, 5', [-0.434038, -0.51114, 1.0]], ['2, k, 6', [-0.627589, -0.460374, 1.0]], ['2, k, 7', [-0.714641, -0.449833, 1.0]], ['2, k, 8', [-0.0424865, -0.332459, 1.0]], ['2, k, 9', [-0.095983, -0.0592274, 1.0]], ['2, k, 10', [-0.313913, 0.117798, 1.0]], ['2, k, 11', [-0.378417, 0.138649, 1.0]], ['2, k, 12', [-0.190436, -0.751629, 1.0]], ['2, k, 13', [-0.218544, -1.02961, 1.0]], ['2, k, 14', [-0.199656, -1.3169, 1.0]], ['2, k, 15', [-0.235166, -1.19415, 1.0]], ['2, k, 16', [-0.056726, -0.728793, 1.0]], ['2, k, 17', [-0.0385561, -1.00604, 1.0]], ['2, k, 18', [-0.0360459, -1.28758, 1.0]], ['2, k, 19', [-0.0551039, -1.19531, 1.0]], ['2, k, 20', [-0.151709, -0.285199, 1.0]], ['2, k, 21', [-0.777188, -0.445739, 1.0]], ['2, k, 22', [-0.703171, -0.376737, 1.0]], ['2, k, 23', [-0.433973, 0.16203, 1.0]], ['2, k, 24', [-0.38056, 0.178924, 1.0]]]
[['2, k, 0', [-0.124037, -0.748857, 1.0]], ['2, k, 1', [-0.141817, -0.482967, 1.0]], ['2, k, 2', [-0.155363, -0.221548, 1.0]], ['2, k, 3', [-0.219354, -0.0900314, 1.0]], ['2, k, 4', [-0.316616, -0.352267, 1.0]], ['2, k, 5', [-0.433609, -0.5175, 1.0]], ['2, k, 6', [-0.628834, -0.468836, 1.0]], ['2, k, 7', [-0.712408, -0.460091, 1.0]], ['2, k, 8', [-0.0435661, -0.331082, 1.0]], ['2, k, 9', [-0.0961778, -0.0574305, 1.0]], ['2, k, 10', [-0.319439, 0.113249, 1.0]], ['2, k, 11', [-0.385038, 0.131906, 1.0]], ['2, k, 12', [-0.188426, -0.75347, 1.0]], ['2, k, 13', [-0.218117, -1.03269, 1.0]], ['2, k, 14', [-0.196738, -1.32047, 1.0]], ['2, k, 15', [-0.231813, -1.19764, 1.0]], ['2, k, 16', [-0.0554492, -0.729086, 1.0]], ['2, k, 17', [-0.0368105, -1.00688, 1.0]], ['2, k, 18', [-0.054832, -1.23885, 1.0]], ['2, k, 19', [-0.0944601, -1.28653, 1.0]], ['2, k, 20', [-0.152203, -0.286357, 1.0]], ['2, k, 21', [-0.7771, -0.451539, 1.0]], ['2, k, 22', [-0.700577, -0.384762, 1.0]], ['2, k, 23', [-0.442135, 0.154324, 1.0]], ['2, k, 24', [-0.394888, 0.179575, 1.0]]]
[['2, k, 0', [-0.122297, -0.752799, 1.0]], ['2, k, 1', [-0.141315, -0.48532, 1.0]], ['2, k, 2', [-0.156151, -0.222811, 1.0]], ['2, k, 3', [-0.222837, -0.0912763, 1.0]], ['2, k, 4', [-0.31722, -0.356091, 1.0]], ['2, k, 5', [-0.43088, -0.523803, 1.0]], ['2, k, 6', [-0.627619, -0.48043, 1.0]], ['2, k, 7', [-0.710486, -0.471054, 1.0]], ['2, k, 8', [-0.0436997, -0.331008, 1.0]], ['2, k, 9', [-0.0966901, -0.0592665, 1.0]], ['2, k, 10', [-0.323329, 0.106399, 1.0]], ['2, k, 11', [-0.389183, 0.127469, 1.0]], ['2, k, 12', [-0.18603, -0.758748, 1.0]], ['2, k, 13', [-0.216761, -1.03977, 1.0]], ['2, k, 14', [-0.19793, -1.32807, 1.0]], ['2, k, 15', [-0.230847, -1.20433, 1.0]], ['2, k, 16', [-0.0542108, -0.732012, 1.0]], ['2, k, 17', [-0.0423431, -1.01027, 1.0]], ['2, k, 18', [-0.0343121, -1.2929, 1.0]], ['2, k, 19', [-0.0744615, -1.20633, 1.0]], ['2, k, 20', [-0.152691, -0.287813, 1.0]], ['2, k, 21', [-0.780846, -0.466124, 1.0]], ['2, k, 22', [-0.696833, -0.392432, 1.0]], ['2, k, 23', [-0.441559, 0.160495, 1.0]], ['2, k, 24', [-0.404, 0.178764, 1.0]]]
[['2, k, 0', [-0.121365, -0.754177, 1.0]], ['2, k, 1', [-0.140846, -0.486598, 1.0]], ['2, k, 2', [-0.156518, -0.223792, 1.0]], ['2, k, 3', [-0.226915, -0.0941514, 1.0]], ['2, k, 4', [-0.317202, -0.358376, 1.0]], ['2, k, 5', [-0.427148, -0.529115, 1.0]], ['2, k, 6', [-0.62615, -0.486546, 1.0]], ['2, k, 7', [-0.706418, -0.480667, 1.0]], ['2, k, 8', [-0.04398, -0.330786, 1.0]], ['2, k, 9', [-0.0969205, -0.0587879, 1.0]], ['2, k, 10', [-0.326297, 0.102856, 1.0]], ['2, k, 11', [-0.395205, 0.122387, 1.0]], ['2, k, 12', [-0.184558, -0.760512, 1.0]], ['2, k, 13', [-0.21512, -1.04286, 1.0]], ['2, k, 14', [-0.200836, -1.33208, 1.0]], ['2, k, 15', [-0.231829, -1.20823, 1.0]], ['2, k, 16', [-0.0537903, -0.732756, 1.0]], ['2, k, 17', [-0.0403299, -1.01145, 1.0]], ['2, k, 18', [-0.045716, -1.25315, 1.0]], ['2, k, 19', [-0.0816786, -1.30385, 1.0]], ['2, k, 20', [-0.152852, -0.288868, 1.0]], ['2, k, 21', [-0.7742, -0.475943, 1.0]], ['2, k, 22', [-0.694649, -0.402962, 1.0]], ['2, k, 23', [-0.454944, 0.14715, 1.0]], ['2, k, 24', [-0.407003, 0.17315, 1.0]]]
[['2, k, 0', [-0.120112, -0.755919, 1.0]], ['2, k, 1', [-0.14024, -0.487823, 1.0]], ['2, k, 2', [-0.15668, -0.224406, 1.0]], ['2, k, 3', [-0.231241, -0.0986809, 1.0]], ['2, k, 4', [-0.317138, -0.360498, 1.0]], ['2, k, 5', [-0.424951, -0.532529, 1.0]], ['2, k, 6', [-0.624537, -0.506403, 1.0]], ['2, k, 7', [-0.70503, -0.491405, 1.0]], ['2, k, 8', [-0.045184, -0.329658, 1.0]], ['2, k, 9', [-0.0964501, -0.0574308, 1.0]], ['2, k, 10', [-0.327218, 0.0886475, 1.0]], ['2, k, 11', [-0.40591, 0.117458, 1.0]], ['2, k, 12', [-0.182165, -0.763483, 1.0]], ['2, k, 13', [-0.213591, -1.0477, 1.0]], ['2, k, 14', [-0.206034, -1.33756, 1.0]], ['2, k, 15', [-0.234129, -1.21329, 1.0]], ['2, k, 16', [-0.0530847, -0.733754, 1.0]], ['2, k, 17', [-0.0423081, -1.01308, 1.0]], ['2, k, 18', [-0.0455638, -1.2523, 1.0]], ['2, k, 19', [-0.0809291, -1.30314, 1.0]], ['2, k, 20', [-0.152862, -0.289622, 1.0]], ['2, k, 21', [-0.766868, -0.479096, 1.0]], ['2, k, 22', [-0.693455, -0.415771, 1.0]], ['2, k, 23', [-0.463158, 0.141161, 1.0]], ['2, k, 24', [-0.408398, 0.161881, 1.0]]]
[['2, k, 0', [-0.119028, -0.757495, 1.0]], ['2, k, 1', [-0.139962, -0.488734, 1.0]], ['2, k, 2', [-0.157158, -0.224912, 1.0]], ['2, k, 3', [-0.232433, -0.0989309, 1.0]], ['2, k, 4', [-0.317286, -0.361725, 1.0]], ['2, k, 5', [-0.422805, -0.535291, 1.0]], ['2, k, 6', [-0.622443, -0.511227, 1.0]], ['2, k, 7', [-0.703587, -0.496086, 1.0]], ['2, k, 8', [-0.0482991, -0.328962, 1.0]], ['2, k, 9', [-0.0967176, -0.0565522, 1.0]], ['2, k, 10', [-0.328639, 0.0855629, 1.0]], ['2, k, 11', [-0.41414, 0.112372, 1.0]], ['2, k, 12', [-0.180662, -0.765011, 1.0]], ['2, k, 13', [-0.213773, -1.05025, 1.0]], ['2, k, 14', [-0.209399, -1.34075, 1.0]], ['2, k, 15', [-0.235805, -1.2164, 1.0]], ['2, k, 16', [-0.0526256, -0.734813, 1.0]], ['2, k, 17', [-0.044725, -1.01484, 1.0]], ['2, k, 18', [-0.0455627, -1.25232, 1.0]], ['2, k, 19', [-0.0808396, -1.30336, 1.0]], ['2, k, 20', [-0.153133, -0.290193, 1.0]], ['2, k, 21', [-0.774394, -0.497059, 1.0]], ['2, k, 22', [-0.690427, -0.41848, 1.0]], ['2, k, 23', [-0.465821, 0.13207, 1.0]], ['2, k, 24', [-0.415285, 0.15448, 1.0]]]
[['2, k, 0', [-0.1183, -0.758983, 1.0]], ['2, k, 1', [-0.139766, -0.489647, 1.0]], ['2, k, 2', [-0.157576, -0.22536, 1.0]], ['2, k, 3', [-0.234866, -0.100567, 1.0]], ['2, k, 4', [-0.317542, -0.36372, 1.0]], ['2, k, 5', [-0.419634, -0.539472, 1.0]], ['2, k, 6', [-0.619522, -0.517005, 1.0]], ['2, k, 7', [-0.697679, -0.502066, 1.0]], ['2, k, 8', [-0.0496607, -0.3287, 1.0]], ['2, k, 9', [-0.0955623, -0.0563135, 1.0]], ['2, k, 10', [-0.329924, 0.0838699, 1.0]], ['2, k, 11', [-0.416698, 0.110196, 1.0]], ['2, k, 12', [-0.179395, -0.767157, 1.0]], ['2, k, 13', [-0.213972, -1.0536, 1.0]], ['2, k, 14', [-0.213091, -1.34452, 1.0]], ['2, k, 15', [-0.211862, -1.21683, 1.0]], ['2, k, 16', [-0.0523903, -0.735775, 1.0]], ['2, k, 17', [-0.0455909, -1.01611, 1.0]], ['2, k, 18', [-0.0455547, -1.25239, 1.0]], ['2, k, 19', [-0.0812928, -1.30339, 1.0]], ['2, k, 20', [-0.153394, -0.290738, 1.0]], ['2, k, 21', [-0.758688, -0.490132, 1.0]], ['2, k, 22', [-0.688057, -0.425629, 1.0]], ['2, k, 23', [-0.471697, 0.126263, 1.0]], ['2, k, 24', [-0.416165, 0.153267, 1.0]]]
[['2, k, 0', [-0.117981, -0.760663, 1.0]], ['2, k, 1', [-0.139616, -0.49092, 1.0]], ['2, k, 2', [-0.157869, -0.226076, 1.0]], ['2, k, 3', [-0.236086, -0.102547, 1.0]], ['2, k, 4', [-0.317464, -0.365099, 1.0]], ['2, k, 5', [-0.418688, -0.541372, 1.0]], ['2, k, 6', [-0.618937, -0.520347, 1.0]], ['2, k, 7', [-0.696168, -0.504279, 1.0]], ['2, k, 8', [-0.0493571, -0.32895, 1.0]], ['2, k, 9', [-0.0959017, -0.0566724, 1.0]], ['2, k, 10', [-0.330213, 0.0821034, 1.0]], ['2, k, 11', [-0.417104, 0.109173, 1.0]], ['2, k, 12', [-0.179335, -0.768407, 1.0]], ['2, k, 13', [-0.212786, -1.05615, 1.0]], ['2, k, 14', [-0.215206, -1.34706, 1.0]], ['2, k, 15', [-0.212978, -1.21911, 1.0]], ['2, k, 16', [-0.0522513, -0.736942, 1.0]], ['2, k, 17', [-0.0454695, -1.01782, 1.0]], ['2, k, 18', [-0.0454536, -1.25238, 1.0]], ['2, k, 19', [-0.081481, -1.30307, 1.0]], ['2, k, 20', [-0.153588, -0.291616, 1.0]], ['2, k, 21', [-0.750009, -0.492742, 1.0]], ['2, k, 22', [-0.683302, -0.425038, 1.0]], ['2, k, 23', [-0.471657, 0.126315, 1.0]], ['2, k, 24', [-0.418848, 0.151463, 1.0]]]
[['2, k, 0', [-0.11721, -0.761275, 1.0]], ['2, k, 1', [-0.139495, -0.491493, 1.0]], ['2, k, 2', [-0.158559, -0.226749, 1.0]], ['2, k, 3', [-0.236635, -0.102741, 1.0]], ['2, k, 4', [-0.316299, -0.369677, 1.0]], ['2, k, 5', [-0.418498, -0.544428, 1.0]], ['2, k, 6', [-0.618707, -0.52334, 1.0]], ['2, k, 7', [-0.696911, -0.509537, 1.0]], ['2, k, 8', [-0.0503753, -0.327506, 1.0]], ['2, k, 9', [-0.0934673, -0.0555076, 1.0]], ['2, k, 10', [-0.331106, 0.0807226, 1.0]], ['2, k, 11', [-0.418826, 0.10776, 1.0]], ['2, k, 12', [-0.17785, -0.769311, 1.0]], ['2, k, 13', [-0.208571, -1.05897, 1.0]], ['2, k, 14', [-0.220185, -1.34986, 1.0]], ['2, k, 15', [-0.216007, -1.22154, 1.0]], ['2, k, 16', [-0.0520139, -0.737141, 1.0]], ['2, k, 17', [-0.0464918, -1.01864, 1.0]], ['2, k, 18', [-0.0453771, -1.25247, 1.0]], ['2, k, 19', [-0.0824161, -1.30308, 1.0]], ['2, k, 20', [-0.154007, -0.292252, 1.0]], ['2, k, 21', [-0.753251, -0.501978, 1.0]], ['2, k, 22', [-0.687314, -0.434147, 1.0]], ['2, k, 23', [-0.477766, 0.116169, 1.0]], ['2, k, 24', [-0.427166, 0.156048, 1.0]]]
[['2, k, 0', [-0.117001, -0.762002, 1.0]], ['2, k, 1', [-0.139433, -0.492245, 1.0]], ['2, k, 2', [-0.158868, -0.227374, 1.0]], ['2, k, 3', [-0.238112, -0.10423, 1.0]], ['2, k, 4', [-0.315987, -0.372518, 1.0]], ['2, k, 5', [-0.418308, -0.546496, 1.0]], ['2, k, 6', [-0.618484, -0.525438, 1.0]], ['2, k, 7', [-0.693683, -0.511131, 1.0]], ['2, k, 8', [-0.0502381, -0.327483, 1.0]], ['2, k, 9', [-0.0943326, -0.0559968, 1.0]], ['2, k, 10', [-0.331686, 0.0796011, 1.0]], ['2, k, 11', [-0.418369, 0.106251, 1.0]], ['2, k, 12', [-0.177679, -0.770214, 1.0]], ['2, k, 13', [-0.205387, -1.06104, 1.0]], ['2, k, 14', [-0.222826, -1.352, 1.0]], ['2, k, 15', [-0.21771, -1.22341, 1.0]], ['2, k, 16', [-0.0520107, -0.73726, 1.0]], ['2, k, 17', [-0.0461887, -1.01945, 1.0]], ['2, k, 18', [-0.0456054, -1.25388, 1.0]], ['2, k, 19', [-0.0836158, -1.30428, 1.0]], ['2, k, 20', [-0.154225, -0.292938, 1.0]], ['2, k, 21', [-0.762931, -0.506539, 1.0]], ['2, k, 22', [-0.684681, -0.433777, 1.0]], ['2, k, 23', [-0.472369, 0.125207, 1.0]], ['2, k, 24', [-0.420885, 0.146757, 1.0]]]
[['2, k, 0', [-0.116886, -0.7625, 1.0]], ['2, k, 1', [-0.139445, -0.492702, 1.0]], ['2, k, 2', [-0.159116, -0.227675, 1.0]], ['2, k, 3', [-0.239222, -0.103584, 1.0]], ['2, k, 4', [-0.315592, -0.374574, 1.0]], ['2, k, 5', [-0.417801, -0.54821, 1.0]], ['2, k, 6', [-0.617931, -0.52713, 1.0]], ['2, k, 7', [-0.694499, -0.51195, 1.0]], ['2, k, 8', [-0.0501193, -0.327442, 1.0]], ['2, k, 9', [-0.0935543, -0.0562288, 1.0]], ['2, k, 10', [-0.334392, 0.0796622, 1.0]], ['2, k, 11', [-0.420465, 0.105815, 1.0]], ['2, k, 12', [-0.177447, -0.770614, 1.0]], ['2, k, 13', [-0.205097, -1.06259, 1.0]], ['2, k, 14', [-0.398326, -1.22355, 1.0]], ['2, k, 15', [-0.34109, -1.11998, 1.0]], ['2, k, 16', [-0.0521214, -0.737445, 1.0]], ['2, k, 17', [-0.0471696, -1.0206, 1.0]], ['2, k, 18', [-0.0454751, -1.25423, 1.0]], ['2, k, 19', [-0.083745, -1.30516, 1.0]], ['2, k, 20', [-0.15442, -0.293287, 1.0]], ['2, k, 21', [-0.755034, -0.50315, 1.0]], ['2, k, 22', [-0.684157, -0.43382, 1.0]], ['2, k, 23', [-0.476795, 0.117571, 1.0]], ['2, k, 24', [-0.42101, 0.146244, 1.0]]]
[['2, k, 0', [-0.116489, -0.762139, 1.0]], ['2, k, 1', [-0.139302, -0.492775, 1.0]], ['2, k, 2', [-0.1592, -0.227826, 1.0]], ['2, k, 3', [-0.238892, -0.104089, 1.0]], ['2, k, 4', [-0.315469, -0.375776, 1.0]], ['2, k, 5', [-0.417428, -0.548847, 1.0]], ['2, k, 6', [-0.617144, -0.527839, 1.0]], ['2, k, 7', [-0.693527, -0.510716, 1.0]], ['2, k, 8', [-0.0518671, -0.306413, 1.0]], ['2, k, 9', [-0.0940724, -0.0485217, 1.0]], ['2, k, 10', [-0.334778, 0.0787831, 1.0]], ['2, k, 11', [-0.418177, 0.106295, 1.0]], ['2, k, 12', [-0.176837, -0.770019, 1.0]], ['2, k, 13', [-0.204661, -1.06292, 1.0]], ['2, k, 14', [-0.380581, -1.2252, 1.0]], ['2, k, 15', [-0.327397, -1.12207, 1.0]], ['2, k, 16', [-0.0520589, -0.737227, 1.0]], ['2, k, 17', [-0.0467571, -1.0208, 1.0]], ['2, k, 18', [-0.0425376, -1.30731, 1.0]], ['2, k, 19', [-0.108968, -1.34293, 1.0]], ['2, k, 20', [-0.154462, -0.293434, 1.0]], ['2, k, 21', [-0.755412, -0.505128, 1.0]], ['2, k, 22', [-0.683555, -0.43274, 1.0]], ['2, k, 23', [-0.475094, 0.12216, 1.0]], ['2, k, 24', [-0.418633, 0.145611, 1.0]]]
[['2, k, 0', [-0.115607, -0.760834, 1.0]], ['2, k, 1', [-0.13899, -0.49258, 1.0]], ['2, k, 2', [-0.159249, -0.227989, 1.0]], ['2, k, 3', [-0.238733, -0.104662, 1.0]], ['2, k, 4', [-0.315385, -0.376807, 1.0]], ['2, k, 5', [-0.41738, -0.549729, 1.0]], ['2, k, 6', [-0.617071, -0.527915, 1.0]], ['2, k, 7', [-0.697047, -0.508782, 1.0]], ['2, k, 8', [-0.0550369, -0.293002, 1.0]], ['2, k, 9', [-0.0941949, -0.0489634, 1.0]], ['2, k, 10', [-0.33454, 0.0783851, 1.0]], ['2, k, 11', [-0.418117, 0.107225, 1.0]], ['2, k, 12', [-0.175962, -0.769388, 1.0]], ['2, k, 13', [-0.203232, -1.06292, 1.0]], ['2, k, 14', [-0.387504, -1.22281, 1.0]], ['2, k, 15', [-0.33171, -1.11983, 1.0]], ['2, k, 16', [-0.0514227, -0.734752, 1.0]], ['2, k, 17', [-0.0465198, -1.01906, 1.0]], ['2, k, 18', [-0.0425923, -1.3056, 1.0]], ['2, k, 19', [-0.107799, -1.34416, 1.0]], ['2, k, 20', [-0.154448, -0.293541, 1.0]], ['2, k, 21', [-0.762874, -0.503111, 1.0]], ['2, k, 22', [-0.684956, -0.430905, 1.0]], ['2, k, 23', [-0.469108, 0.121636, 1.0]], ['2, k, 24', [-0.419319, 0.1505, 1.0]]]
[['2, k, 0', [-0.115201, -0.760265, 1.0]], ['2, k, 1', [-0.138554, -0.492347, 1.0]], ['2, k, 2', [-0.159092, -0.228031, 1.0]], ['2, k, 3', [-0.238542, -0.104556, 1.0]], ['2, k, 4', [-0.315034, -0.377268, 1.0]], ['2, k, 5', [-0.416909, -0.549445, 1.0]], ['2, k, 6', [-0.615981, -0.527623, 1.0]], ['2, k, 7', [-0.698866, -0.505468, 1.0]], ['2, k, 8', [-0.0557202, -0.290655, 1.0]], ['2, k, 9', [-0.0956789, -0.0437125, 1.0]], ['2, k, 10', [-0.334251, 0.0782108, 1.0]], ['2, k, 11', [-0.414605, 0.109974, 1.0]], ['2, k, 12', [-0.175548, -0.76901, 1.0]], ['2, k, 13', [-0.202374, -1.063, 1.0]], ['2, k, 14', [-0.391056, -1.2219, 1.0]], ['2, k, 15', [-0.333896, -1.11891, 1.0]], ['2, k, 16', [-0.0512222, -0.733993, 1.0]], ['2, k, 17', [-0.0420718, -1.01873, 1.0]], ['2, k, 18', [-0.0417498, -1.3053, 1.0]], ['2, k, 19', [-0.110994, -1.33504, 1.0]], ['2, k, 20', [-0.154221, -0.29355, 1.0]], ['2, k, 21', [-0.763048, -0.501659, 1.0]], ['2, k, 22', [-0.68661, -0.430119, 1.0]], ['2, k, 23', [-0.464007, 0.125313, 1.0]], ['2, k, 24', [-0.416517, 0.150925, 1.0]]]
