[['2, k, 0', [-0.30587, -0.349565, 1.0]], ['2, k, 1', [-0.315429, -0.0464208, 1.0]], ['2, k, 2', [-0.322908, 0.249622, 1.0]], ['2, k, 3', [-0.321967, 0.377717, 1.0]], ['2, k, 4', [-0.461727, 0.135773, 1.0]], ['2, k, 5', [-0.565972, 0.0947094, 1.0]], ['2, k, 6', [-0.34231, 0.0622958, 1.0]], ['2, k, 7', [-0.268653, 0.0516438, 1.0]], ['2, k, 8', [-0.180007, 0.139437, 1.0]], ['2, k, 9', [-0.157382, -0.126431, 1.0]], ['2, k, 10', [-0.153166, -0.0564944, 1.0]], ['2, k, 11', [-0.0876714, 0.0173922, 1.0]], ['2, k, 12', [-0.365772, -0.345472, 1.0]], ['2, k, 13', [-0.446574, -0.64096, 1.0]], ['2, k, 14', [-0.494515, -1.02412, 1.0]], ['2, k, 15', [-0.508301, -1.08789, 1.0]], ['2, k, 16', [-0.23741, -0.343894, 1.0]], ['2, k, 17', [-0.173413, -0.588039, 1.0]], ['2, k, 18', [-0.142658, -1.00627, 1.0]], ['2, k, 19', [-0.125366, -1.0791, 1.0]], ['2, k, 20', [-0.321395, 0.176637, 1.0]], ['2, k, 21', [-0.267296, 0.0513829, 1.0]], ['2, k, 22', [-0.265526, 0.0510426, 1.0]], ['2, k, 23', [-0.0679064, 0.0235472, 1.0]], ['2, k, 24', [-0.162205, 0.020488, 1.0]]]
[['2, k, 0', [-0.338549, -0.496891, 1.0]], ['2, k, 1', [-0.328677, -0.200694, 1.0]], ['2, k, 2', [-0.317095, 0.0900239, 1.0]], ['2, k, 3', [-0.309888, 0.214669, 1.0]], ['2, k, 4', [-0.459574, -0.0157235, 1.0]], ['2, k, 5', [-0.547996, -0.0249616, 1.0]], ['2, k, 6', [-0.565476, -0.0311692, 1.0]], ['2, k, 7', [-0.573324, -0.0213741, 1.0]], ['2, k, 8', [-0.190035, -0.0286392, 1.0]], ['2, k, 9', [-0.292386, -0.0326318, 1.0]], ['2, k, 10', [-0.116596, -0.0658389, 1.0]], ['2, k, 11', [-0.0821426, -0.0418049, 1.0]], ['2, k, 12', [-0.397914, -0.486921, 1.0]], ['2, k, 13', [-0.47178, -0.719311, 1.0]], ['2, k, 14', [-0.493603, -1.09623, 1.0]], ['2, k, 15', [-0.526615, -1.13824, 1.0]], ['2, k, 16', [-0.270297, -0.493598, 1.0]], ['2, k, 17', [-0.162509, -0.706267, 1.0]], ['2, k, 18', [-0.103464, -1.09101, 1.0]], ['2, k, 19', [-0.102227, -1.13649, 1.0]], ['2, k, 20', [-0.32029, 0.0181258, 1.0]], ['2, k, 21', [-0.57142, -0.0219394, 1.0]], ['2, k, 22', [-0.505659, -0.024917, 1.0]], ['2, k, 23', [-0.01461, -0.0419498, 1.0]], ['2, k, 24', [-0.116607, -0.0354361, 1.0]]]
[['2, k, 0', [-0.337788, -0.481999, 1.0]], ['2, k, 1', [-0.329044, -0.18442, 1.0]], ['2, k, 2', [-0.31872, 0.107585, 1.0]], ['2, k, 3', [-0.311901, 0.234118, 1.0]], ['2, k, 4', [-0.461302, -0.00288749, 1.0]], ['2, k, 5', [-0.542483, -0.0268097, 1.0]], ['2, k, 6', [-0.558814, -0.00703661, 1.0]], ['2, k, 7', [-0.574084, -0.0041488, 1.0]], ['2, k, 8', [-0.190246, -0.0131271, 1.0]], ['2, k, 9', [-0.295071, -0.0303316, 1.0]], ['2, k, 10', [-0.204468, -0.0225575, 1.0]], ['2, k, 11', [-0.123268, -0.0210818, 1.0]], ['2, k, 12', [-0.396676, -0.473051, 1.0]], ['2, k, 13', [-0.47012, -0.711793, 1.0]], ['2, k, 14', [-0.494499, -1.09331, 1.0]], ['2, k, 15', [-0.488838, -1.13941, 1.0]], ['2, k, 16', [-0.270027, -0.478157, 1.0]], ['2, k, 17', [-0.157859, -0.696773, 1.0]], ['2, k, 18', [-0.0987424, -1.09041, 1.0]], ['2, k, 19', [-0.097737, -1.13617, 1.0]], ['2, k, 20', [-0.32159, 0.0353847, 1.0]], ['2, k, 21', [-0.614692, -0.0197299, 1.0]], ['2, k, 22', [-0.509469, -0.00797636, 1.0]], ['2, k, 23', [-0.0811552, -0.017536, 1.0]], ['2, k, 24', [-0.116909, -0.0329467, 1.0]]]
[['2, k, 0', [-0.335104, -0.46667, 1.0]], ['2, k, 1', [-0.327856, -0.169586, 1.0]], ['2, k, 2', [-0.318906, 0.121806, 1.0]], ['2, k, 3', [-0.312467, 0.249379, 1.0]], ['2, k, 4', [-0.45942, 0.00872143, 1.0]], ['2, k, 5', [-0.542612, -0.0159956, 1.0]], ['2, k, 6', [-0.543868, -0.0100357, 1.0]], ['2, k, 7', [-0.566844, 0.0101382, 1.0]], ['2, k, 8', [-0.191675, 0.00920799, 1.0]], ['2, k, 9', [-0.30776, -0.0519439, 1.0]], ['2, k, 10', [-0.211714, -0.040005, 1.0]], ['2, k, 11', [-0.127513, -0.00691446, 1.0]], ['2, k, 12', [-0.393274, -0.457795, 1.0]], ['2, k, 13', [-0.468894, -0.703188, 1.0]], ['2, k, 14', [-0.493915, -1.0905, 1.0]], ['2, k, 15', [-0.486654, -1.13659, 1.0]], ['2, k, 16', [-0.268069, -0.463174, 1.0]], ['2, k, 17', [-0.159047, -0.692069, 1.0]], ['2, k, 18', [-0.10079, -1.08871, 1.0]], ['2, k, 19', [-0.0981614, -1.13447, 1.0]], ['2, k, 20', [-0.321444, 0.0497764, 1.0]], ['2, k, 21', [-0.580771, 0.0125541, 1.0]], ['2, k, 22', [-0.500028, 0.00829391, 1.0]], ['2, k, 23', [-0.0868633, -0.00131523, 1.0]], ['2, k, 24', [-0.0924751, -0.0382457, 1.0]]]
[['2, k, 0', [-0.333759, -0.453012, 1.0]], ['2, k, 1', [-0.326291, -0.152896, 1.0]], ['2, k, 2', [-0.317134, 0.141509, 1.0]], ['2, k, 3', [-0.313143, 0.26392, 1.0]], ['2, k, 4', [-0.459743, 0.0227058, 1.0]], ['2, k, 5', [-0.546362, 0.0227444, 1.0]], ['2, k, 6', [-0.566194, -0.00137021, 1.0]], ['2, k, 7', [-0.573902, 0.0275717, 1.0]], ['2, k, 8', [-0.188864, 0.0275068, 1.0]], ['2, k, 9', [-0.295985, -0.00960133, 1.0]], ['2, k, 10', [-0.19504, 0.00696329, 1.0]], ['2, k, 11', [-0.111551, 0.00895344, 1.0]], ['2, k, 12', [-0.391546, -0.444893, 1.0]], ['2, k, 13', [-0.467413, -0.695444, 1.0]], ['2, k, 14', [-0.49439, -1.08704, 1.0]], ['2, k, 15', [-0.486729, -1.13341, 1.0]], ['2, k, 16', [-0.267133, -0.449091, 1.0]], ['2, k, 17', [-0.157149, -0.684862, 1.0]], ['2, k, 18', [-0.100732, -1.08536, 1.0]], ['2, k, 19', [-0.0977161, -1.1314, 1.0]], ['2, k, 20', [-0.319722, 0.0687425, 1.0]], ['2, k, 21', [-0.57707, 0.0285805, 1.0]], ['2, k, 22', [-0.507444, 0.0245437, 1.0]], ['2, k, 23', [-0.0704743, 0.0149929, 1.0]], ['2, k, 24', [-0.0808441, -0.0372912, 1.0]]]
[['2, k, 0', [-0.332631, -0.442582, 1.0]], ['2, k, 1', [-0.325404, -0.140206, 1.0]], ['2, k, 2', [-0.316565, 0.156323, 1.0]], ['2, k, 3', [-0.313338, 0.281048, 1.0]], ['2, k, 4', [-0.460008, 0.0345673, 1.0]], ['2, k, 5', [-0.545924, 0.00954394, 1.0]], ['2, k, 6', [-0.551622, 0.00125205, 1.0]], ['2, k, 7', [-0.571814, 0.0412014, 1.0]], ['2, k, 8', [-0.189384, 0.0302614, 1.0]], ['2, k, 9', [-0.302146, -0.0314784, 1.0]], ['2, k, 10', [-0.186481, 0.0139174, 1.0]], ['2, k, 11', [-0.0928797, 0.0201316, 1.0]], ['2, k, 12', [-0.390731, -0.434414, 1.0]], ['2, k, 13', [-0.467265, -0.689917, 1.0]], ['2, k, 14', [-0.496912, -1.08608, 1.0]], ['2, k, 15', [-0.488817, -1.13276, 1.0]], ['2, k, 16', [-0.265707, -0.438959, 1.0]], ['2, k, 17', [-0.158705, -0.681191, 1.0]], ['2, k, 18', [-0.104498, -1.08151, 1.0]], ['2, k, 19', [-0.101035, -1.12794, 1.0]], ['2, k, 20', [-0.319067, 0.0830494, 1.0]], ['2, k, 21', [-0.586826, 0.0446065, 1.0]], ['2, k, 22', [-0.509015, 0.0391862, 1.0]], ['2, k, 23', [-0.0379586, 0.0234142, 1.0]], ['2, k, 24', [-0.0699223, -0.0231023, 1.0]]]
[['2, k, 0', [-0.327184, -0.433954, 1.0]], ['2, k, 1', [-0.32318, -0.129498, 1.0]], ['2, k, 2', [-0.316077, 0.168779, 1.0]], ['2, k, 3', [-0.314227, 0.296712, 1.0]], ['2, k, 4', [-0.459897, 0.0350248, 1.0]], ['2, k, 5', [-0.545545, 0.0129633, 1.0]], ['2, k, 6', [-0.556783, 0.0224826, 1.0]], ['2, k, 7', [-0.57205, 0.0567729, 1.0]], ['2, k, 8', [-0.189244, 0.0295457, 1.0]], ['2, k, 9', [-0.301712, -0.0273035, 1.0]], ['2, k, 10', [-0.24546, 0.0312391, 1.0]], ['2, k, 11', [-0.171351, 0.0420491, 1.0]], ['2, k, 12', [-0.386035, -0.426927, 1.0]], ['2, k, 13', [-0.471447, -0.692125, 1.0]], ['2, k, 14', [-0.502309, -1.09065, 1.0]], ['2, k, 15', [-0.494011, -1.13678, 1.0]], ['2, k, 16', [-0.259509, -0.429281, 1.0]], ['2, k, 17', [-0.154863, -0.687684, 1.0]], ['2, k, 18', [-0.101225, -1.09041, 1.0]], ['2, k, 19', [-0.0976399, -1.13621, 1.0]], ['2, k, 20', [-0.318229, 0.0947815, 1.0]], ['2, k, 21', [-0.574096, 0.0593542, 1.0]], ['2, k, 22', [-0.504735, 0.0545112, 1.0]], ['2, k, 23', [-0.117406, 0.0391183, 1.0]], ['2, k, 24', [-0.140741, 0.0499713, 1.0]]]
[['2, k, 0', [-0.324227, -0.400685, 1.0]], ['2, k, 1', [-0.321691, -0.105623, 1.0]], ['2, k, 2', [-0.316498, 0.182669, 1.0]], ['2, k, 3', [-0.313992, 0.310277, 1.0]], ['2, k, 4', [-0.460428, 0.0638613, 1.0]], ['2, k, 5', [-0.541997, 0.024406, 1.0]], ['2, k, 6', [-0.529159, 0.049664, 1.0]], ['2, k, 7', [-0.56765, 0.0717187, 1.0]], ['2, k, 8', [-0.185888, 0.0625221, 1.0]], ['2, k, 9', [-0.296638, 0.00483332, 1.0]], ['2, k, 10', [-0.165287, 0.0416956, 1.0]], ['2, k, 11', [-0.106434, 0.0323467, 1.0]], ['2, k, 12', [-0.385178, -0.395867, 1.0]], ['2, k, 13', [-0.447245, -0.71758, 1.0]], ['2, k, 14', [-0.481572, -1.05467, 1.0]], ['2, k, 15', [-0.51432, -1.11833, 1.0]], ['2, k, 16', [-0.254366, -0.394476, 1.0]], ['2, k, 17', [-0.179212, -0.706905, 1.0]], ['2, k, 18', [-0.119344, -1.06756, 1.0]], ['2, k, 19', [-0.114219, -1.13744, 1.0]], ['2, k, 20', [-0.31823, 0.111345, 1.0]], ['2, k, 21', [-0.588389, 0.0714546, 1.0]], ['2, k, 22', [-0.496451, 0.0661872, 1.0]], ['2, k, 23', [-0.0708631, 0.0402579, 1.0]], ['2, k, 24', [-0.0791848, 0.00638558, 1.0]]]
[['2, k, 0', [-0.32453, -0.398768, 1.0]], ['2, k, 1', [-0.32222, -0.0996498, 1.0]], ['2, k, 2', [-0.31769, 0.194801, 1.0]], ['2, k, 3', [-0.314662, 0.323512, 1.0]], ['2, k, 4', [-0.460183, 0.0655769, 1.0]], ['2, k, 5', [-0.540061, 0.034345, 1.0]], ['2, k, 6', [-0.568564, 0.0615404, 1.0]], ['2, k, 7', [-0.579243, 0.084867, 1.0]], ['2, k, 8', [-0.186457, 0.0592549, 1.0]], ['2, k, 9', [-0.296346, 0.0168441, 1.0]], ['2, k, 10', [-0.163291, 0.0495208, 1.0]], ['2, k, 11', [-0.0998578, 0.0449212, 1.0]], ['2, k, 12', [-0.385767, -0.393522, 1.0]], ['2, k, 13', [-0.446955, -0.714397, 1.0]], ['2, k, 14', [-0.483916, -1.05598, 1.0]], ['2, k, 15', [-0.515944, -1.11812, 1.0]], ['2, k, 16', [-0.254441, -0.392996, 1.0]], ['2, k, 17', [-0.178711, -0.705374, 1.0]], ['2, k, 18', [-0.120067, -1.06181, 1.0]], ['2, k, 19', [-0.113302, -1.13183, 1.0]], ['2, k, 20', [-0.319183, 0.121949, 1.0]], ['2, k, 21', [-0.581913, 0.0840595, 1.0]], ['2, k, 22', [-0.514238, 0.0810982, 1.0]], ['2, k, 23', [-0.0663077, 0.0547054, 1.0]], ['2, k, 24', [-0.0766856, 0.015709, 1.0]]]
[['2, k, 0', [-0.324019, -0.38926, 1.0]], ['2, k, 1', [-0.321872, -0.08827, 1.0]], ['2, k, 2', [-0.317784, 0.206038, 1.0]], ['2, k, 3', [-0.31648, 0.334558, 1.0]], ['2, k, 4', [-0.458974, 0.0706735, 1.0]], ['2, k, 5', [-0.539964, 0.0514854, 1.0]], ['2, k, 6', [-0.571727, 0.0623938, 1.0]], ['2, k, 7', [-0.579592, 0.0956112, 1.0]], ['2, k, 8', [-0.187179, 0.0756929, 1.0]], ['2, k, 9', [-0.237471, 0.0809071, 1.0]], ['2, k, 10', [-0.103565, 0.089076, 1.0]], ['2, k, 11', [-0.0744019, 0.0788501, 1.0]], ['2, k, 12', [-0.385456, -0.38472, 1.0]], ['2, k, 13', [-0.446223, -0.712781, 1.0]], ['2, k, 14', [-0.484896, -1.05828, 1.0]], ['2, k, 15', [-0.517281, -1.11922, 1.0]], ['2, k, 16', [-0.253742, -0.383155, 1.0]], ['2, k, 17', [-0.178077, -0.700116, 1.0]], ['2, k, 18', [-0.120103, -1.05945, 1.0]], ['2, k, 19', [-0.113002, -1.12964, 1.0]], ['2, k, 20', [-0.319142, 0.133421, 1.0]], ['2, k, 21', [-0.582291, 0.098094, 1.0]], ['2, k, 22', [-0.513077, 0.0936539, 1.0]], ['2, k, 23', [-0.00124363, 0.0753474, 1.0]], ['2, k, 24', [-0.0530729, 0.0493692, 1.0]]]
[['2, k, 0', [-0.323793, -0.383331, 1.0]], ['2, k, 1', [-0.321729, -0.0807878, 1.0]], ['2, k, 2', [-0.317832, 0.21514, 1.0]], ['2, k, 3', [-0.31675, 0.34367, 1.0]], ['2, k, 4', [-0.458851, 0.0762321, 1.0]], ['2, k, 5', [-0.542809, 0.0559227, 1.0]], ['2, k, 6', [-0.531599, 0.0938416, 1.0]], ['2, k, 7', [-0.569595, 0.107807, 1.0]], ['2, k, 8', [-0.186629, 0.0765996, 1.0]], ['2, k, 9', [-0.239453, 0.0852816, 1.0]], ['2, k, 10', [-0.108827, 0.0920505, 1.0]], ['2, k, 11', [-0.0782529, 0.090499, 1.0]], ['2, k, 12', [-0.385379, -0.379495, 1.0]], ['2, k, 13', [-0.445217, -0.710663, 1.0]], ['2, k, 14', [-0.485882, -1.06181, 1.0]], ['2, k, 15', [-0.51877, -1.12099, 1.0]], ['2, k, 16', [-0.25336, -0.376671, 1.0]], ['2, k, 17', [-0.177323, -0.696303, 1.0]], ['2, k, 18', [-0.120178, -1.05654, 1.0]], ['2, k, 19', [-0.112818, -1.12702, 1.0]], ['2, k, 20', [-0.319126, 0.142114, 1.0]], ['2, k, 21', [-0.585972, 0.111915, 1.0]], ['2, k, 22', [-0.499029, 0.104445, 1.0]], ['2, k, 23', [-0.0131181, 0.0881266, 1.0]], ['2, k, 24', [-0.055689, 0.0571774, 1.0]]]
[['2, k, 0', [-0.322793, -0.374064, 1.0]], ['2, k, 1', [-0.322369, -0.0712652, 1.0]], ['2, k, 2', [-0.320204, 0.224935, 1.0]], ['2, k, 3', [-0.317232, 0.353532, 1.0]], ['2, k, 4', [-0.458492, 0.0823762, 1.0]], ['2, k, 5', [-0.541772, 0.0680884, 1.0]], ['2, k, 6', [-0.56226, 0.0914475, 1.0]], ['2, k, 7', [-0.582412, 0.117785, 1.0]], ['2, k, 8', [-0.185414, 0.0886895, 1.0]], ['2, k, 9', [-0.240257, 0.0941583, 1.0]], ['2, k, 10', [-0.132617, 0.0970917, 1.0]], ['2, k, 11', [-0.087229, 0.101563, 1.0]], ['2, k, 12', [-0.384255, -0.370743, 1.0]], ['2, k, 13', [-0.444402, -0.705388, 1.0]], ['2, k, 14', [-0.48591, -1.06186, 1.0]], ['2, k, 15', [-0.518876, -1.12123, 1.0]], ['2, k, 16', [-0.252523, -0.36716, 1.0]], ['2, k, 17', [-0.17768, -0.690496, 1.0]], ['2, k, 18', [-0.120345, -1.05487, 1.0]], ['2, k, 19', [-0.112796, -1.12534, 1.0]], ['2, k, 20', [-0.321052, 0.151835, 1.0]], ['2, k, 21', [-0.579446, 0.120246, 1.0]], ['2, k, 22', [-0.517212, 0.113222, 1.0]], ['2, k, 23', [-0.0337593, 0.099964, 1.0]], ['2, k, 24', [-0.0589598, 0.0730366, 1.0]]]
[['2, k, 0', [-0.322249, -0.369709, 1.0]], ['2, k, 1', [-0.322202, -0.0665609, 1.0]], ['2, k, 2', [-0.320424, 0.229947, 1.0]], ['2, k, 3', [-0.31717, 0.357661, 1.0]], ['2, k, 4', [-0.457426, 0.0855735, 1.0]], ['2, k, 5', [-0.540485, 0.0989236, 1.0]], ['2, k, 6', [-0.574514, 0.108778, 1.0]], ['2, k, 7', [-0.584132, 0.128227, 1.0]], ['2, k, 8', [-0.185127, 0.0914643, 1.0]], ['2, k, 9', [-0.23789, 0.102336, 1.0]], ['2, k, 10', [-0.101052, 0.107737, 1.0]], ['2, k, 11', [-0.0735008, 0.110572, 1.0]], ['2, k, 12', [-0.383674, -0.366502, 1.0]], ['2, k, 13', [-0.443366, -0.703879, 1.0]], ['2, k, 14', [-0.485687, -1.06102, 1.0]], ['2, k, 15', [-0.518685, -1.12097, 1.0]], ['2, k, 16', [-0.252032, -0.362824, 1.0]], ['2, k, 17', [-0.178951, -0.68681, 1.0]], ['2, k, 18', [-0.119268, -1.05252, 1.0]], ['2, k, 19', [-0.113283, -1.1233, 1.0]], ['2, k, 20', [-0.321174, 0.156782, 1.0]], ['2, k, 21', [-0.586827, 0.130633, 1.0]], ['2, k, 22', [-0.515241, 0.125583, 1.0]], ['2, k, 23', [-0.00256288, 0.108627, 1.0]], ['2, k, 24', [-0.054867, 0.0797469, 1.0]]]
[['2, k, 0', [-0.322242, -0.364977, 1.0]], ['2, k, 1', [-0.322809, -0.0613869, 1.0]], ['2, k, 2', [-0.321667, 0.235457, 1.0]], ['2, k, 3', [-0.31768, 0.361509, 1.0]], ['2, k, 4', [-0.457745, 0.0893426, 1.0]], ['2, k, 5', [-0.540193, 0.097689, 1.0]], ['2, k, 6', [-0.575772, 0.112491, 1.0]], ['2, k, 7', [-0.58483, 0.137611, 1.0]], ['2, k, 8', [-0.185465, 0.0969394, 1.0]], ['2, k, 9', [-0.237726, 0.107359, 1.0]], ['2, k, 10', [-0.115282, 0.118597, 1.0]], ['2, k, 11', [-0.0798442, 0.120258, 1.0]], ['2, k, 12', [-0.383499, -0.361726, 1.0]], ['2, k, 13', [-0.440668, -0.701191, 1.0]], ['2, k, 14', [-0.488614, -1.0626, 1.0]], ['2, k, 15', [-0.518925, -1.12173, 1.0]], ['2, k, 16', [-0.25219, -0.358228, 1.0]], ['2, k, 17', [-0.180135, -0.686776, 1.0]], ['2, k, 18', [-0.118859, -1.05164, 1.0]], ['2, k, 19', [-0.113896, -1.12271, 1.0]], ['2, k, 20', [-0.322259, 0.16222, 1.0]], ['2, k, 21', [-0.582322, 0.139172, 1.0]], ['2, k, 22', [-0.515356, 0.133627, 1.0]], ['2, k, 23', [-0.00927395, 0.116428, 1.0]], ['2, k, 24', [-0.0490046, 0.0939435, 1.0]]]
[['2, k, 0', [-0.322484, -0.361131, 1.0]], ['2, k, 1', [-0.322884, -0.0565882, 1.0]], ['2, k, 2', [-0.321487, 0.241175, 1.0]], ['2, k, 3', [-0.317205, 0.368058, 1.0]], ['2, k, 4', [-0.457268, 0.0980161, 1.0]], ['2, k, 5', [-0.537955, 0.103036, 1.0]], ['2, k, 6', [-0.575671, 0.113331, 1.0]], ['2, k, 7', [-0.585413, 0.145579, 1.0]], ['2, k, 8', [-0.185506, 0.0989881, 1.0]], ['2, k, 9', [-0.240248, 0.113053, 1.0]], ['2, k, 10', [-0.150613, 0.126716, 1.0]], ['2, k, 11', [-0.0979901, 0.128537, 1.0]], ['2, k, 12', [-0.383565, -0.357963, 1.0]], ['2, k, 13', [-0.439085, -0.700374, 1.0]], ['2, k, 14', [-0.488629, -1.06257, 1.0]], ['2, k, 15', [-0.519019, -1.12197, 1.0]], ['2, k, 16', [-0.252603, -0.354421, 1.0]], ['2, k, 17', [-0.182884, -0.685593, 1.0]], ['2, k, 18', [-0.118656, -1.0484, 1.0]], ['2, k, 19', [-0.11381, -1.11998, 1.0]], ['2, k, 20', [-0.322152, 0.167715, 1.0]], ['2, k, 21', [-0.600898, 0.148803, 1.0]], ['2, k, 22', [-0.521083, 0.142967, 1.0]], ['2, k, 23', [-0.0572742, 0.130749, 1.0]], ['2, k, 24', [-0.0639682, 0.101781, 1.0]]]
[['2, k, 0', [-0.322555, -0.358741, 1.0]], ['2, k, 1', [-0.322667, -0.0522576, 1.0]], ['2, k, 2', [-0.320806, 0.247962, 1.0]], ['2, k, 3', [-0.317127, 0.371332, 1.0]], ['2, k, 4', [-0.455998, 0.0984428, 1.0]], ['2, k, 5', [-0.537966, 0.106203, 1.0]], ['2, k, 6', [-0.574749, 0.119117, 1.0]], ['2, k, 7', [-0.584036, 0.153284, 1.0]], ['2, k, 8', [-0.183957, 0.10196, 1.0]], ['2, k, 9', [-0.262837, 0.121296, 1.0]], ['2, k, 10', [-0.140827, 0.132715, 1.0]], ['2, k, 11', [-0.0923486, 0.130736, 1.0]], ['2, k, 12', [-0.383511, -0.35598, 1.0]], ['2, k, 13', [-0.43552, -0.71068, 1.0]], ['2, k, 14', [-0.488697, -1.06295, 1.0]], ['2, k, 15', [-0.518996, -1.12232, 1.0]], ['2, k, 16', [-0.252816, -0.351668, 1.0]], ['2, k, 17', [-0.183513, -0.68633, 1.0]], ['2, k, 18', [-0.118758, -1.04775, 1.0]], ['2, k, 19', [-0.114218, -1.11932, 1.0]], ['2, k, 20', [-0.321603, 0.173851, 1.0]], ['2, k, 21', [-0.58729, 0.158845, 1.0]], ['2, k, 22', [-0.518156, 0.150019, 1.0]], ['2, k, 23', [-0.0391515, 0.130689, 1.0]], ['2, k, 24', [-0.0575412, 0.0971762, 1.0]]]
[['2, k, 0', [-0.322611, -0.357782, 1.0]], ['2, k, 1', [-0.322633, -0.050884, 1.0]], ['2, k, 2', [-0.320684, 0.249527, 1.0]], ['2, k, 3', [-0.317275, 0.371871, 1.0]], ['2, k, 4', [-0.45606, 0.0986285, 1.0]], ['2, k, 5', [-0.539357, 0.108469, 1.0]], ['2, k, 6', [-0.576262, 0.12866, 1.0]], ['2, k, 7', [-0.585355, 0.159656, 1.0]], ['2, k, 8', [-0.183331, 0.102094, 1.0]], ['2, k, 9', [-0.239106, 0.126131, 1.0]], ['2, k, 10', [-0.179323, 0.137319, 1.0]], ['2, k, 11', [-0.106879, 0.132803, 1.0]], ['2, k, 12', [-0.383548, -0.355163, 1.0]], ['2, k, 13', [-0.434667, -0.714488, 1.0]], ['2, k, 14', [-0.489032, -1.06258, 1.0]], ['2, k, 15', [-0.518979, -1.12212, 1.0]], ['2, k, 16', [-0.252889, -0.350594, 1.0]], ['2, k, 17', [-0.184261, -0.687116, 1.0]], ['2, k, 18', [-0.118038, -1.04755, 1.0]], ['2, k, 19', [-0.114121, -1.11907, 1.0]], ['2, k, 20', [-0.3215, 0.175393, 1.0]], ['2, k, 21', [-0.589997, 0.163424, 1.0]], ['2, k, 22', [-0.521393, 0.157785, 1.0]], ['2, k, 23', [-0.0668748, 0.136261, 1.0]], ['2, k, 24', [-0.0809626, 0.0914312, 1.0]]]
[['2, k, 0', [-0.323044, -0.356475, 1.0]], ['2, k, 1', [-0.322844, -0.0490815, 1.0]], ['2, k, 2', [-0.320625, 0.251707, 1.0]], ['2, k, 3', [-0.317533, 0.373598, 1.0]], ['2, k, 4', [-0.456592, 0.0986463, 1.0]], ['2, k, 5', [-0.540189, 0.111496, 1.0]], ['2, k, 6', [-0.577353, 0.133764, 1.0]], ['2, k, 7', [-0.586481, 0.165457, 1.0]], ['2, k, 8', [-0.183358, 0.102822, 1.0]], ['2, k, 9', [-0.239431, 0.12661, 1.0]], ['2, k, 10', [-0.164872, 0.136632, 1.0]], ['2, k, 11', [-0.103251, 0.132634, 1.0]], ['2, k, 12', [-0.38387, -0.353915, 1.0]], ['2, k, 13', [-0.43375, -0.71509, 1.0]], ['2, k, 14', [-0.489443, -1.06068, 1.0]], ['2, k, 15', [-0.518026, -1.12056, 1.0]], ['2, k, 16', [-0.253424, -0.349264, 1.0]], ['2, k, 17', [-0.18518, -0.686844, 1.0]], ['2, k, 18', [-0.11795, -1.04613, 1.0]], ['2, k, 19', [-0.114263, -1.11781, 1.0]], ['2, k, 20', [-0.321512, 0.177493, 1.0]], ['2, k, 21', [-0.587186, 0.168817, 1.0]], ['2, k, 22', [-0.523517, 0.156705, 1.0]], ['2, k, 23', [-0.0596683, 0.136543, 1.0]], ['2, k, 24', [-0.0745755, 0.0914895, 1.0]]]
[['2, k, 0', [-0.323052, -0.356448, 1.0]], ['2, k, 1', [-0.322817, -0.0486968, 1.0]], ['2, k, 2', [-0.32052, 0.252695, 1.0]], ['2, k, 3', [-0.31774, 0.374135, 1.0]], ['2, k, 4', [-0.457906, 0.09403, 1.0]], ['2, k, 5', [-0.538946, 0.11226, 1.0]], ['2, k, 6', [-0.577051, 0.133265, 1.0]], ['2, k, 7', [-0.586509, 0.166271, 1.0]], ['2, k, 8', [-0.183426, 0.102942, 1.0]], ['2, k, 9', [-0.241147, 0.129736, 1.0]], ['2, k, 10', [-0.171522, 0.137512, 1.0]], ['2, k, 11', [-0.104185, 0.133187, 1.0]], ['2, k, 12', [-0.383874, -0.353908, 1.0]], ['2, k, 13', [-0.432993, -0.711422, 1.0]], ['2, k, 14', [-0.488827, -1.06011, 1.0]], ['2, k, 15', [-0.517596, -1.12005, 1.0]], ['2, k, 16', [-0.253434, -0.349207, 1.0]], ['2, k, 17', [-0.184923, -0.686028, 1.0]], ['2, k, 18', [-0.118201, -1.04547, 1.0]], ['2, k, 19', [-0.11425, -1.11708, 1.0]], ['2, k, 20', [-0.321428, 0.178316, 1.0]], ['2, k, 21', [-0.589606, 0.171245, 1.0]], ['2, k, 22', [-0.520892, 0.162235, 1.0]], ['2, k, 23', [-0.0593237, 0.137588, 1.0]], ['2, k, 24', [-0.0826418, 0.0907185, 1.0]]]
