[['2, k, 0', [-0.152988, 0.2190561, 1.0]], ['2, k, 1', [-0.1472702, 0.4989168, 1.0]], ['2, k, 2', [-0.1442142, 0.7715973, 1.0]], ['2, k, 3', [-0.1385644, 0.9143327, 1.0]], ['2, k, 4', [-0.2975523, 0.6544583, 1.0]], ['2, k, 5', [-0.3681784, 0.4150611, 1.0]], ['2, k, 6', [-0.3589596, 0.1865668, 1.0]], ['2, k, 7', [-0.3428462, 0.1266145, 1.0]], ['2, k, 8', [0.02794511, 0.6352495, 1.0]], ['2, k, 9', [0.06796502, 0.3892254, 1.0]], ['2, k, 10', [0.04925401, 0.1185781, 1.0]], ['2, k, 11', [0.0314151, 0.04220482, 1.0]], ['2, k, 12', [-0.2164389, 0.2178424, 1.0]], ['2, k, 13', [-0.2624405, -0.2153808, 1.0]], ['2, k, 14', [-0.2487515, -0.5581027, 1.0]], ['2, k, 15', [-0.2360401, -0.6322948, 1.0]], ['2, k, 16', [-0.08577914, 0.2145284, 1.0]], ['2, k, 17', [-0.06929022, -0.2210905, 1.0]], ['2, k, 18', [-0.08471482, -0.5507338, 1.0]], ['2, k, 19', [-0.08595476, -0.6207148, 1.0]], ['2, k, 20', [-0.144828, 0.704546, 1.0]], ['2, k, 21', [-0.3368221, 0.04441084, 1.0]], ['2, k, 22', [-0.3680214, 0.08615493, 1.0]], ['2, k, 23', [0.02354058, -0.04006042, 1.0]], ['2, k, 24', [0.06872932, 0.0574622, 1.0]]]
[['2, k, 0', [-0.1662492, 0.2270953, 1.0]], ['2, k, 1', [-0.1656045, 0.5041495, 1.0]], ['2, k, 2', [-0.1641339, 0.7718545, 1.0]], ['2, k, 3', [-0.1586616, 0.9215366, 1.0]], ['2, k, 4', [-0.3217726, 0.6573952, 1.0]], ['2, k, 5', [-0.3834153, 0.4260739, 1.0]], ['2, k, 6', [-0.3800525, 0.1972802, 1.0]], ['2, k, 7', [-0.3580478, 0.1134401, 1.0]], ['2, k, 8', [9.956359e-05, 0.6501067, 1.0]], ['2, k, 9', [0.05056955, 0.4288309, 1.0]], ['2, k, 10', [0.05105605, 0.2261494, 1.0]], ['2, k, 11', [0.04544386, 0.1445142, 1.0]], ['2, k, 12', [-0.2304086, 0.224643, 1.0]], ['2, k, 13', [-0.2635263, -0.2091739, 1.0]], ['2, k, 14', [-0.2470593, -0.5594066, 1.0]], ['2, k, 15', [-0.2359849, -0.6345276, 1.0]], ['2, k, 16', [-0.09831266, 0.2232387, 1.0]], ['2, k, 17', [-0.06931006, -0.2146966, 1.0]], ['2, k, 18', [-0.08429717, -0.5494584, 1.0]], ['2, k, 19', [-0.08332592, -0.6218381, 1.0]], ['2, k, 20', [-0.1646081, 0.7062143, 1.0]], ['2, k, 21', [-0.3527329, 0.03544153, 1.0]], ['2, k, 22', [-0.3785262, 0.04606743, 1.0]], ['2, k, 23', [0.04920588, 0.08349478, 1.0]], ['2, k, 24', [0.003418039, 0.1607467, 1.0]]]
[['2, k, 0', [-0.1674675, 0.2249512, 1.0]], ['2, k, 1', [-0.1661751, 0.5022457, 1.0]], ['2, k, 2', [-0.1641368, 0.7703472, 1.0]], ['2, k, 3', [-0.1579096, 0.9216986, 1.0]], ['2, k, 4', [-0.3221316, 0.6567214, 1.0]], ['2, k, 5', [-0.3833397, 0.4248787, 1.0]], ['2, k, 6', [-0.3777378, 0.1876089, 1.0]], ['2, k, 7', [-0.3576804, 0.1059876, 1.0]], ['2, k, 8', [0.003811401, 0.6382238, 1.0]], ['2, k, 9', [0.03219855, 0.3898435, 1.0]], ['2, k, 10', [0.03026121, 0.1368065, 1.0]], ['2, k, 11', [0.02332772, 0.05853925, 1.0]], ['2, k, 12', [-0.2310988, 0.2236468, 1.0]], ['2, k, 13', [-0.2632741, -0.2100387, 1.0]], ['2, k, 14', [-0.2476049, -0.5583808, 1.0]], ['2, k, 15', [-0.2361296, -0.6321725, 1.0]], ['2, k, 16', [-0.09996765, 0.2199973, 1.0]], ['2, k, 17', [-0.06897607, -0.2173049, 1.0]], ['2, k, 18', [-0.08418082, -0.5488067, 1.0]], ['2, k, 19', [-0.0836878, -0.6214005, 1.0]], ['2, k, 20', [-0.1647558, 0.7046003, 1.0]], ['2, k, 21', [-0.3499038, 0.02985539, 1.0]], ['2, k, 22', [-0.3872682, 0.06747548, 1.0]], ['2, k, 23', [0.02976529, -0.01541862, 1.0]], ['2, k, 24', [-0.01763811, 0.07347589, 1.0]]]
[['2, k, 0', [-0.1720883, 0.2205943, 1.0]], ['2, k, 1', [-0.1674054, 0.4986215, 1.0]], ['2, k, 2', [-0.1618106, 0.7676204, 1.0]], ['2, k, 3', [-0.153191, 0.9199443, 1.0]], ['2, k, 4', [-0.3149909, 0.65762, 1.0]], ['2, k, 5', [-0.3837493, 0.423269, 1.0]], ['2, k, 6', [-0.3742583, 0.1544486, 1.0]], ['2, k, 7', [-0.3583977, 0.08058338, 1.0]], ['2, k, 8', [0.006253557, 0.6269103, 1.0]], ['2, k, 9', [0.02439356, 0.3724665, 1.0]], ['2, k, 10', [0.01247189, 0.1278555, 1.0]], ['2, k, 11', [-0.01251096, 0.07528864, 1.0]], ['2, k, 12', [-0.2359032, 0.2218416, 1.0]], ['2, k, 13', [-0.2652792, -0.2124856, 1.0]], ['2, k, 14', [-0.2469426, -0.559234, 1.0]], ['2, k, 15', [-0.2362789, -0.6331302, 1.0]], ['2, k, 16', [-0.1041313, 0.2134357, 1.0]], ['2, k, 17', [-0.06712412, -0.2226911, 1.0]], ['2, k, 18', [-0.08460987, -0.548942, 1.0]], ['2, k, 19', [-0.0837498, -0.6230364, 1.0]], ['2, k, 20', [-0.1634117, 0.7016169, 1.0]], ['2, k, 21', [-0.3342391, -0.00034617, 1.0]], ['2, k, 22', [-0.3910352, 0.05126688, 1.0]], ['2, k, 23', [-0.01494827, 0.003508736, 1.0]], ['2, k, 24', [-0.05096726, 0.03965804, 1.0]]]
[['2, k, 0', [-0.1724271, 0.2202023, 1.0]], ['2, k, 1', [-0.167355, 0.4984674, 1.0]], ['2, k, 2', [-0.1612418, 0.7677751, 1.0]], ['2, k, 3', [-0.1520173, 0.9198722, 1.0]], ['2, k, 4', [-0.3138332, 0.657933, 1.0]], ['2, k, 5', [-0.3840381, 0.4228841, 1.0]], ['2, k, 6', [-0.3769698, 0.1595932, 1.0]], ['2, k, 7', [-0.3610759, 0.08448712, 1.0]], ['2, k, 8', [0.006614549, 0.6259487, 1.0]], ['2, k, 9', [0.02464229, 0.3726904, 1.0]], ['2, k, 10', [0.01334689, 0.125986, 1.0]], ['2, k, 11', [-0.006799249, 0.04539481, 1.0]], ['2, k, 12', [-0.2363418, 0.2215974, 1.0]], ['2, k, 13', [-0.2653408, -0.2126798, 1.0]], ['2, k, 14', [-0.2467647, -0.5597251, 1.0]], ['2, k, 15', [-0.23717, -0.6338305, 1.0]], ['2, k, 16', [-0.1044393, 0.2128694, 1.0]], ['2, k, 17', [-0.06721144, -0.2231286, 1.0]], ['2, k, 18', [-0.08468476, -0.5487823, 1.0]], ['2, k, 19', [-0.08364838, -0.6227408, 1.0]], ['2, k, 20', [-0.1629971, 0.7016678, 1.0]], ['2, k, 21', [-0.3344635, 0.00137461, 1.0]], ['2, k, 22', [-0.397628, 0.07836606, 1.0]], ['2, k, 23', [-0.013206, -0.03266448, 1.0]], ['2, k, 24', [-0.04876003, 0.0318329, 1.0]]]
[['2, k, 0', [-0.172379, 0.2200308, 1.0]], ['2, k, 1', [-0.1670648, 0.4982527, 1.0]], ['2, k, 2', [-0.160738, 0.7676402, 1.0]], ['2, k, 3', [-0.1514643, 0.9199815, 1.0]], ['2, k, 4', [-0.3131583, 0.6582667, 1.0]], ['2, k, 5', [-0.3842044, 0.4209261, 1.0]], ['2, k, 6', [-0.3768205, 0.1601174, 1.0]], ['2, k, 7', [-0.359211, 0.08125463, 1.0]], ['2, k, 8', [0.006834336, 0.6259605, 1.0]], ['2, k, 9', [0.02578595, 0.3736502, 1.0]], ['2, k, 10', [0.02035734, 0.1142192, 1.0]], ['2, k, 11', [0.006569031, 0.03651959, 1.0]], ['2, k, 12', [-0.2363113, 0.2215355, 1.0]], ['2, k, 13', [-0.2644223, -0.2129273, 1.0]], ['2, k, 14', [-0.2473637, -0.5600539, 1.0]], ['2, k, 15', [-0.2367519, -0.634061, 1.0]], ['2, k, 16', [-0.1043622, 0.2126408, 1.0]], ['2, k, 17', [-0.06707061, -0.2236291, 1.0]], ['2, k, 18', [-0.08468834, -0.5487564, 1.0]], ['2, k, 19', [-0.08362979, -0.6226495, 1.0]], ['2, k, 20', [-0.162526, 0.7015104, 1.0]], ['2, k, 21', [-0.335714, -0.0003565847, 1.0]], ['2, k, 22', [-0.3938828, 0.06821361, 1.0]], ['2, k, 23', [0.001498461, -0.03602694, 1.0]], ['2, k, 24', [-0.03209257, 0.05596159, 1.0]]]
[['2, k, 0', [-0.1720986, 0.2197874, 1.0]], ['2, k, 1', [-0.1667138, 0.4981583, 1.0]], ['2, k, 2', [-0.16034, 0.7677345, 1.0]], ['2, k, 3', [-0.1511732, 0.9198961, 1.0]], ['2, k, 4', [-0.3123187, 0.6586023, 1.0]], ['2, k, 5', [-0.3842881, 0.4202501, 1.0]], ['2, k, 6', [-0.3791236, 0.1720469, 1.0]], ['2, k, 7', [-0.3605382, 0.08406489, 1.0]], ['2, k, 8', [0.007077888, 0.6260461, 1.0]], ['2, k, 9', [0.03170065, 0.3838931, 1.0]], ['2, k, 10', [0.02910521, 0.121223, 1.0]], ['2, k, 11', [0.02073686, 0.05010167, 1.0]], ['2, k, 12', [-0.2359842, 0.2213593, 1.0]], ['2, k, 13', [-0.2638344, -0.213163, 1.0]], ['2, k, 14', [-0.2473441, -0.5601076, 1.0]], ['2, k, 15', [-0.236829, -0.6345882, 1.0]], ['2, k, 16', [-0.1041213, 0.2123804, 1.0]], ['2, k, 17', [-0.06750569, -0.223633, 1.0]], ['2, k, 18', [-0.08472619, -0.5487312, 1.0]], ['2, k, 19', [-0.08373834, -0.6223496, 1.0]], ['2, k, 20', [-0.1621319, 0.7015582, 1.0]], ['2, k, 21', [-0.3492154, 0.005346078, 1.0]], ['2, k, 22', [-0.3841984, 0.05335014, 1.0]], ['2, k, 23', [0.02144844, -0.02029499, 1.0]], ['2, k, 24', [-0.009973021, 0.06660796, 1.0]]]
[['2, k, 0', [-0.1716925, 0.2197743, 1.0]], ['2, k, 1', [-0.1662906, 0.4981521, 1.0]], ['2, k, 2', [-0.1598596, 0.7677907, 1.0]], ['2, k, 3', [-0.1508715, 0.9199845, 1.0]], ['2, k, 4', [-0.3122174, 0.6589258, 1.0]], ['2, k, 5', [-0.3842337, 0.419982, 1.0]], ['2, k, 6', [-0.3782831, 0.169861, 1.0]], ['2, k, 7', [-0.3583128, 0.08762865, 1.0]], ['2, k, 8', [0.007398552, 0.6265445, 1.0]], ['2, k, 9', [0.03591646, 0.3941773, 1.0]], ['2, k, 10', [0.04384321, 0.1578848, 1.0]], ['2, k, 11', [0.03791644, 0.08437887, 1.0]], ['2, k, 12', [-0.2353535, 0.2212975, 1.0]], ['2, k, 13', [-0.261336, -0.2128174, 1.0]], ['2, k, 14', [-0.2477601, -0.5593635, 1.0]], ['2, k, 15', [-0.2372578, -0.6340684, 1.0]], ['2, k, 16', [-0.1038681, 0.2124291, 1.0]], ['2, k, 17', [-0.06852838, -0.2233209, 1.0]], ['2, k, 18', [-0.0847438, -0.5487291, 1.0]], ['2, k, 19', [-0.08394664, -0.6217819, 1.0]], ['2, k, 20', [-0.1616599, 0.7015972, 1.0]], ['2, k, 21', [-0.3445053, 0.006132043, 1.0]], ['2, k, 22', [-0.3840346, 0.0471754, 1.0]], ['2, k, 23', [0.03742849, 0.009639651, 1.0]], ['2, k, 24', [0.002178533, 0.1066366, 1.0]]]
[['2, k, 0', [-0.17065, 0.2191913, 1.0]], ['2, k, 1', [-0.1659101, 0.4979441, 1.0]], ['2, k, 2', [-0.1598049, 0.7677789, 1.0]], ['2, k, 3', [-0.1502775, 0.9200121, 1.0]], ['2, k, 4', [-0.3117629, 0.6590239, 1.0]], ['2, k, 5', [-0.3837746, 0.4195369, 1.0]], ['2, k, 6', [-0.3716409, 0.1479174, 1.0]], ['2, k, 7', [-0.352664, 0.07862426, 1.0]], ['2, k, 8', [0.007759968, 0.6269682, 1.0]], ['2, k, 9', [0.05221542, 0.4084151, 1.0]], ['2, k, 10', [0.05924779, 0.2126023, 1.0]], ['2, k, 11', [0.05518899, 0.1345334, 1.0]], ['2, k, 12', [-0.2340751, 0.2202963, 1.0]], ['2, k, 13', [-0.2625234, -0.2149953, 1.0]], ['2, k, 14', [-0.2477963, -0.5588511, 1.0]], ['2, k, 15', [-0.2372455, -0.6336246, 1.0]], ['2, k, 16', [-0.1030313, 0.2122277, 1.0]], ['2, k, 17', [-0.06840806, -0.2235395, 1.0]], ['2, k, 18', [-0.08466274, -0.5489994, 1.0]], ['2, k, 19', [-0.08403561, -0.6220632, 1.0]], ['2, k, 20', [-0.1615309, 0.7015443, 1.0]], ['2, k, 21', [-0.3449263, 0.005615032, 1.0]], ['2, k, 22', [-0.3786044, 0.04191262, 1.0]], ['2, k, 23', [0.05434317, 0.05949938, 1.0]], ['2, k, 24', [0.01436778, 0.1535608, 1.0]]]
[['2, k, 0', [-0.1703845, 0.2192868, 1.0]], ['2, k, 1', [-0.1655011, 0.4979175, 1.0]], ['2, k, 2', [-0.1593005, 0.7675819, 1.0]], ['2, k, 3', [-0.1501226, 0.9195303, 1.0]], ['2, k, 4', [-0.3115412, 0.6590282, 1.0]], ['2, k, 5', [-0.3833272, 0.4204936, 1.0]], ['2, k, 6', [-0.3695346, 0.1446207, 1.0]], ['2, k, 7', [-0.3486379, 0.07751807, 1.0]], ['2, k, 8', [0.009173278, 0.6313731, 1.0]], ['2, k, 9', [0.06692919, 0.4257434, 1.0]], ['2, k, 10', [0.07681785, 0.2565112, 1.0]], ['2, k, 11', [0.07203755, 0.188738, 1.0]], ['2, k, 12', [-0.2338687, 0.2203106, 1.0]], ['2, k, 13', [-0.2629873, -0.2148739, 1.0]], ['2, k, 14', [-0.2477293, -0.5588307, 1.0]], ['2, k, 15', [-0.2372439, -0.6336538, 1.0]], ['2, k, 16', [-0.1026592, 0.2125105, 1.0]], ['2, k, 17', [-0.0695015, -0.2230603, 1.0]], ['2, k, 18', [-0.08468288, -0.5490134, 1.0]], ['2, k, 19', [-0.08410912, -0.6219266, 1.0]], ['2, k, 20', [-0.1610308, 0.7014015, 1.0]], ['2, k, 21', [-0.3394715, 0.005603891, 1.0]], ['2, k, 22', [-0.3749481, 0.04348331, 1.0]], ['2, k, 23', [0.08131943, 0.1224436, 1.0]], ['2, k, 24', [0.02577182, 0.2040005, 1.0]]]
[['2, k, 0', [-0.1701146, 0.2187978, 1.0]], ['2, k, 1', [-0.1653127, 0.4976696, 1.0]], ['2, k, 2', [-0.1595866, 0.7681762, 1.0]], ['2, k, 3', [-0.1499366, 0.9197046, 1.0]], ['2, k, 4', [-0.3112004, 0.6591369, 1.0]], ['2, k, 5', [-0.3828095, 0.421724, 1.0]], ['2, k, 6', [-0.3661892, 0.1510939, 1.0]], ['2, k, 7', [-0.3394656, 0.0822902, 1.0]], ['2, k, 8', [0.008928835, 0.6316395, 1.0]], ['2, k, 9', [0.09894356, 0.4799262, 1.0]], ['2, k, 10', [0.09406465, 0.4713146, 1.0]], ['2, k, 11', [0.09609441, 0.3862809, 1.0]], ['2, k, 12', [-0.2337385, 0.2190547, 1.0]], ['2, k, 13', [-0.2625993, -0.2160352, 1.0]], ['2, k, 14', [-0.247801, -0.5586149, 1.0]], ['2, k, 15', [-0.2369623, -0.6336271, 1.0]], ['2, k, 16', [-0.1023292, 0.2124533, 1.0]], ['2, k, 17', [-0.06931558, -0.2229255, 1.0]], ['2, k, 18', [-0.08450073, -0.5499117, 1.0]], ['2, k, 19', [-0.08380425, -0.6225978, 1.0]], ['2, k, 20', [-0.1611387, 0.7017137, 1.0]], ['2, k, 21', [-0.3280952, 0.008897296, 1.0]], ['2, k, 22', [-0.36935, 0.06641495, 1.0]], ['2, k, 23', [0.08666458, 0.3640028, 1.0]], ['2, k, 24', [0.06379869, 0.3680772, 1.0]]]
[['2, k, 0', [-0.1698699, 0.2186819, 1.0]], ['2, k, 1', [-0.1650998, 0.4977269, 1.0]], ['2, k, 2', [-0.1597247, 0.768649, 1.0]], ['2, k, 3', [-0.149867, 0.9194803, 1.0]], ['2, k, 4', [-0.3109168, 0.6591325, 1.0]], ['2, k, 5', [-0.3823658, 0.4231474, 1.0]], ['2, k, 6', [-0.3631331, 0.1530896, 1.0]], ['2, k, 7', [-0.3352399, 0.08490082, 1.0]], ['2, k, 8', [0.00833761, 0.6320146, 1.0]], ['2, k, 9', [0.09631246, 0.4802515, 1.0]], ['2, k, 10', [0.08358312, 0.4875594, 1.0]], ['2, k, 11', [0.1164727, 0.4507227, 1.0]], ['2, k, 12', [-0.2335562, 0.2185767, 1.0]], ['2, k, 13', [-0.2624699, -0.2163394, 1.0]], ['2, k, 14', [-0.2480008, -0.5584314, 1.0]], ['2, k, 15', [-0.2373863, -0.6342574, 1.0]], ['2, k, 16', [-0.1019457, 0.2126655, 1.0]], ['2, k, 17', [-0.07323985, -0.2224014, 1.0]], ['2, k, 18', [-0.08454549, -0.5498639, 1.0]], ['2, k, 19', [-0.08386, -0.6225606, 1.0]], ['2, k, 20', [-0.1611623, 0.7020804, 1.0]], ['2, k, 21', [-0.3278555, 0.008893478, 1.0]], ['2, k, 22', [-0.3848156, 0.1177122, 1.0]], ['2, k, 23', [0.12221, 0.4284635, 1.0]], ['2, k, 24', [0.08213301, 0.4646323, 1.0]]]
[['2, k, 0', [-0.1692749, 0.2187044, 1.0]], ['2, k, 1', [-0.1645299, 0.4977975, 1.0]], ['2, k, 2', [-0.1593123, 0.7687463, 1.0]], ['2, k, 3', [-0.1492385, 0.9192353, 1.0]], ['2, k, 4', [-0.3105287, 0.6592395, 1.0]], ['2, k, 5', [-0.3818898, 0.4237967, 1.0]], ['2, k, 6', [-0.3595713, 0.1557338, 1.0]], ['2, k, 7', [-0.3308453, 0.0865849, 1.0]], ['2, k, 8', [0.007885519, 0.6324385, 1.0]], ['2, k, 9', [0.1000762, 0.483548, 1.0]], ['2, k, 10', [0.1242632, 0.5631305, 1.0]], ['2, k, 11', [0.115892, 0.5493727, 1.0]], ['2, k, 12', [-0.2331748, 0.2182985, 1.0]], ['2, k, 13', [-0.262997, -0.2166813, 1.0]], ['2, k, 14', [-0.2479637, -0.558573, 1.0]], ['2, k, 15', [-0.2368216, -0.6327318, 1.0]], ['2, k, 16', [-0.1008117, 0.2132825, 1.0]], ['2, k, 17', [-0.07268146, -0.2218166, 1.0]], ['2, k, 18', [-0.08454072, -0.5499052, 1.0]], ['2, k, 19', [-0.08364264, -0.6225939, 1.0]], ['2, k, 20', [-0.1606872, 0.7021866, 1.0]], ['2, k, 21', [-0.3225841, 0.008304665, 1.0]], ['2, k, 22', [-0.3549282, 0.09232209, 1.0]], ['2, k, 23', [0.1437928, 0.5389321, 1.0]], ['2, k, 24', [0.08480476, 0.5534922, 1.0]]]
[['2, k, 0', [-0.1685081, 0.2188049, 1.0]], ['2, k, 1', [-0.164009, 0.4979144, 1.0]], ['2, k, 2', [-0.1589691, 0.7688662, 1.0]], ['2, k, 3', [-0.1482559, 0.9186538, 1.0]], ['2, k, 4', [-0.310281, 0.6592286, 1.0]], ['2, k, 5', [-0.3814185, 0.4252974, 1.0]], ['2, k, 6', [-0.3520131, 0.1493053, 1.0]], ['2, k, 7', [-0.3276386, 0.08728933, 1.0]], ['2, k, 8', [0.0077603, 0.6326584, 1.0]], ['2, k, 9', [0.1450936, 0.5814742, 1.0]], ['2, k, 10', [0.1196765, 0.6279252, 1.0]], ['2, k, 11', [0.1135056, 0.6442789, 1.0]], ['2, k, 12', [-0.2327051, 0.2181809, 1.0]], ['2, k, 13', [-0.2635686, -0.2170225, 1.0]], ['2, k, 14', [-0.2479964, -0.5585054, 1.0]], ['2, k, 15', [-0.2362519, -0.6327935, 1.0]], ['2, k, 16', [-0.09966561, 0.2138001, 1.0]], ['2, k, 17', [-0.07036711, -0.221473, 1.0]], ['2, k, 18', [-0.08442476, -0.5496272, 1.0]], ['2, k, 19', [-0.08358803, -0.6224973, 1.0]], ['2, k, 20', [-0.1602963, 0.7023144, 1.0]], ['2, k, 21', [-0.3165659, 0.008298557, 1.0]], ['2, k, 22', [-0.3587829, 0.07202585, 1.0]], ['2, k, 23', [0.1403676, 0.6372186, 1.0]], ['2, k, 24', [0.06671201, 0.6550369, 1.0]]]
[['2, k, 0', [-0.167178, 0.2194087, 1.0]], ['2, k, 1', [-0.1632836, 0.4981843, 1.0]], ['2, k, 2', [-0.1584875, 0.7689013, 1.0]], ['2, k, 3', [-0.1476758, 0.9184506, 1.0]], ['2, k, 4', [-0.3094341, 0.6592417, 1.0]], ['2, k, 5', [-0.3809311, 0.426123, 1.0]], ['2, k, 6', [-0.3514598, 0.1499067, 1.0]], ['2, k, 7', [-0.3260996, 0.08985057, 1.0]], ['2, k, 8', [0.00745729, 0.6328636, 1.0]], ['2, k, 9', [0.107078, 0.653671, 1.0]], ['2, k, 10', [0.1273305, 0.7007356, 1.0]], ['2, k, 11', [0.1160484, 0.7326866, 1.0]], ['2, k, 12', [-0.2317948, 0.2185068, 1.0]], ['2, k, 13', [-0.2635642, -0.2166044, 1.0]], ['2, k, 14', [-0.2478913, -0.5587119, 1.0]], ['2, k, 15', [-0.2364105, -0.6344898, 1.0]], ['2, k, 16', [-0.09800258, 0.2147738, 1.0]], ['2, k, 17', [-0.06945775, -0.2207039, 1.0]], ['2, k, 18', [-0.08423492, -0.5498416, 1.0]], ['2, k, 19', [-0.08342994, -0.6224097, 1.0]], ['2, k, 20', [-0.1597576, 0.7024223, 1.0]], ['2, k, 21', [-0.3191885, 0.01309117, 1.0]], ['2, k, 22', [-0.3568894, 0.06784365, 1.0]], ['2, k, 23', [0.133159, 0.7403522, 1.0]], ['2, k, 24', [0.06102656, 0.7306454, 1.0]]]
[['2, k, 0', [-0.1661162, 0.2205731, 1.0]], ['2, k, 1', [-0.1622753, 0.4992192, 1.0]], ['2, k, 2', [-0.1575713, 0.7697555, 1.0]], ['2, k, 3', [-0.1471181, 0.9185306, 1.0]], ['2, k, 4', [-0.3090631, 0.6594306, 1.0]], ['2, k, 5', [-0.3795819, 0.4281323, 1.0]], ['2, k, 6', [-0.3548918, 0.1712611, 1.0]], ['2, k, 7', [-0.3279297, 0.09511533, 1.0]], ['2, k, 8', [0.007105077, 0.6335614, 1.0]], ['2, k, 9', [0.1087425, 0.6876646, 1.0]], ['2, k, 10', [0.1163268, 0.7852544, 1.0]], ['2, k, 11', [0.1041466, 0.8209416, 1.0]], ['2, k, 12', [-0.2310374, 0.2194292, 1.0]], ['2, k, 13', [-0.2627396, -0.2156564, 1.0]], ['2, k, 14', [-0.2482398, -0.5586443, 1.0]], ['2, k, 15', [-0.2358, -0.63445, 1.0]], ['2, k, 16', [-0.09672738, 0.216177, 1.0]], ['2, k, 17', [-0.07264315, -0.2191615, 1.0]], ['2, k, 18', [-0.08406001, -0.549527, 1.0]], ['2, k, 19', [-0.08343376, -0.6224465, 1.0]], ['2, k, 20', [-0.1588206, 0.703335, 1.0]], ['2, k, 21', [-0.3140053, 0.02123918, 1.0]], ['2, k, 22', [-0.3579573, 0.06241132, 1.0]], ['2, k, 23', [0.1220788, 0.8403574, 1.0]], ['2, k, 24', [0.04866311, 0.8404594, 1.0]]]
[['2, k, 0', [-0.1648963, 0.2218133, 1.0]], ['2, k, 1', [-0.1611957, 0.4998914, 1.0]], ['2, k, 2', [-0.1565559, 0.7699645, 1.0]], ['2, k, 3', [-0.1465261, 0.9184833, 1.0]], ['2, k, 4', [-0.3085774, 0.6597369, 1.0]], ['2, k, 5', [-0.3751242, 0.417063, 1.0]], ['2, k, 6', [-0.3543588, 0.1716675, 1.0]], ['2, k, 7', [-0.3284822, 0.09785284, 1.0]], ['2, k, 8', [0.007114175, 0.6350987, 1.0]], ['2, k, 9', [0.1084812, 0.7304566, 1.0]], ['2, k, 10', [0.1109414, 0.844165, 1.0]], ['2, k, 11', [0.09840841, 0.8944819, 1.0]], ['2, k, 12', [-0.2301329, 0.2204908, 1.0]], ['2, k, 13', [-0.2627332, -0.2144987, 1.0]], ['2, k, 14', [-0.2481738, -0.5593761, 1.0]], ['2, k, 15', [-0.2352452, -0.633299, 1.0]], ['2, k, 16', [-0.09526036, 0.2175988, 1.0]], ['2, k, 17', [-0.07168233, -0.217876, 1.0]], ['2, k, 18', [-0.08391502, -0.5493511, 1.0]], ['2, k, 19', [-0.08370461, -0.6225923, 1.0]], ['2, k, 20', [-0.1578061, 0.7036565, 1.0]], ['2, k, 21', [-0.3141482, 0.01500243, 1.0]], ['2, k, 22', [-0.3668417, 0.1109945, 1.0]], ['2, k, 23', [0.1144988, 0.9223901, 1.0]], ['2, k, 24', [0.048347, 0.8839657, 1.0]]]
[['2, k, 0', [-0.1637814, 0.2231254, 1.0]], ['2, k, 1', [-0.1604053, 0.5007018, 1.0]], ['2, k, 2', [-0.1560373, 0.7703908, 1.0]], ['2, k, 3', [-0.14551, 0.9188002, 1.0]], ['2, k, 4', [-0.309068, 0.6592823, 1.0]], ['2, k, 5', [-0.3745151, 0.4231412, 1.0]], ['2, k, 6', [-0.3526637, 0.1684237, 1.0]], ['2, k, 7', [-0.3283121, 0.09917434, 1.0]], ['2, k, 8', [0.007505457, 0.6404566, 1.0]], ['2, k, 9', [0.09681962, 0.8067065, 1.0]], ['2, k, 10', [0.09182478, 0.9903035, 1.0]], ['2, k, 11', [0.08207982, 1.032735, 1.0]], ['2, k, 12', [-0.2294373, 0.2210289, 1.0]], ['2, k, 13', [-0.2629811, -0.2138563, 1.0]], ['2, k, 14', [-0.2485583, -0.5595291, 1.0]], ['2, k, 15', [-0.2354311, -0.6330496, 1.0]], ['2, k, 16', [-0.09374658, 0.2200001, 1.0]], ['2, k, 17', [-0.07097838, -0.2159215, 1.0]], ['2, k, 18', [-0.08424225, -0.5498181, 1.0]], ['2, k, 19', [-0.08361241, -0.6225242, 1.0]], ['2, k, 20', [-0.1572323, 0.7041665, 1.0]], ['2, k, 21', [-0.3148921, 0.02745366, 1.0]], ['2, k, 22', [-0.3605487, 0.07879611, 1.0]], ['2, k, 23', [0.09163635, 1.071545, 1.0]], ['2, k, 24', [0.02862888, 1.026116, 1.0]]]
