[['2, k, 0', [0.0710514, -0.24574, 1.0]], ['2, k, 1', [0.0606612, 0.0748442, 1.0]], ['2, k, 2', [0.0502018, 0.388667, 1.0]], ['2, k, 3', [0.0952725, 0.511121, 1.0]], ['2, k, 4', [-0.0984724, 0.296722, 1.0]], ['2, k, 5', [-0.323701, 0.189032, 1.0]], ['2, k, 6', [-0.252567, 0.436946, 1.0]], ['2, k, 7', [-0.245337, 0.487881, 1.0]], ['2, k, 8', [0.233813, 0.29444, 1.0]], ['2, k, 9', [0.461919, 0.185015, 1.0]], ['2, k, 10', [0.402341, 0.457955, 1.0]], ['2, k, 11', [0.388141, 0.518203, 1.0]], ['2, k, 12', [-0.00533307, -0.24243, 1.0]], ['2, k, 13', [-0.0419639, -0.686586, 1.0]], ['2, k, 14', [-0.0456472, -1.12021, 1.0]], ['2, k, 15', [-0.0584617, -1.19807, 1.0]], ['2, k, 16', [0.1458, -0.24342, 1.0]], ['2, k, 17', [0.134168, -0.699506, 1.0]], ['2, k, 18', [0.140272, -1.13896, 1.0]], ['2, k, 19', [0.134362, -1.19034, 1.0]], ['2, k, 20', [0.0528365, 0.311197, 1.0]], ['2, k, 21', [-0.238205, 0.546228, 1.0]], ['2, k, 22', [-0.281442, 0.507599, 1.0]], ['2, k, 23', [0.377353, 0.581506, 1.0]], ['2, k, 24', [0.415117, 0.533651, 1.0]]]
[['2, k, 0', [0.140377, -0.260238, 1.0]], ['2, k, 1', [0.0969, 0.054306, 1.0]], ['2, k, 2', [0.0585329, 0.359517, 1.0]], ['2, k, 3', [0.0492753, 0.487981, 1.0]], ['2, k, 4', [-0.0845978, 0.260056, 1.0]], ['2, k, 5', [-0.234822, 0.114402, 1.0]], ['2, k, 6', [-0.0103226, -0.00540167, 1.0]], ['2, k, 7', [0.00771148, -0.0555576, 1.0]], ['2, k, 8', [0.219834, 0.302576, 1.0]], ['2, k, 9', [0.35855, 0.235393, 1.0]], ['2, k, 10', [0.272303, 0.0191437, 1.0]], ['2, k, 11', [0.239988, -0.0533497, 1.0]], ['2, k, 12', [0.0743262, -0.265597, 1.0]], ['2, k, 13', [0.0230987, -0.718949, 1.0]], ['2, k, 14', [-0.0167413, -1.13977, 1.0]], ['2, k, 15', [-0.00686562, -1.19428, 1.0]], ['2, k, 16', [0.203261, -0.24887, 1.0]], ['2, k, 17', [0.195034, -0.694842, 1.0]], ['2, k, 18', [0.152704, -1.11094, 1.0]], ['2, k, 19', [0.13674, -1.18425, 1.0]], ['2, k, 20', [0.0687118, 0.285345, 1.0]], ['2, k, 21', [0.0405479, -0.0746243, 1.0]], ['2, k, 22', [0.00637735, -0.00378859, 1.0]], ['2, k, 23', [0.184548, -0.121468, 1.0]], ['2, k, 24', [0.293427, -0.0918367, 1.0]]]
[['2, k, 0', [0.140957, -0.26003, 1.0]], ['2, k, 1', [0.097123, 0.0531274, 1.0]], ['2, k, 2', [0.0572236, 0.355464, 1.0]], ['2, k, 3', [0.0476009, 0.486023, 1.0]], ['2, k, 4', [-0.0861025, 0.258274, 1.0]], ['2, k, 5', [-0.209103, 0.105671, 1.0]], ['2, k, 6', [0.0115111, -0.0176567, 1.0]], ['2, k, 7', [0.0292525, -0.0695455, 1.0]], ['2, k, 8', [0.219612, 0.301683, 1.0]], ['2, k, 9', [0.362698, 0.252329, 1.0]], ['2, k, 10', [0.281121, 0.0298446, 1.0]], ['2, k, 11', [0.246084, -0.0463066, 1.0]], ['2, k, 12', [0.074518, -0.265151, 1.0]], ['2, k, 13', [0.0208612, -0.72052, 1.0]], ['2, k, 14', [-0.0112158, -1.14355, 1.0]], ['2, k, 15', [-0.00750511, -1.19607, 1.0]], ['2, k, 16', [0.204228, -0.249028, 1.0]], ['2, k, 17', [0.197686, -0.694785, 1.0]], ['2, k, 18', [0.156183, -1.11394, 1.0]], ['2, k, 19', [0.136129, -1.18497, 1.0]], ['2, k, 20', [0.0678025, 0.281901, 1.0]], ['2, k, 21', [0.0628936, -0.0842212, 1.0]], ['2, k, 22', [0.0545984, -0.0238613, 1.0]], ['2, k, 23', [0.196971, -0.114992, 1.0]], ['2, k, 24', [0.275153, -0.107745, 1.0]]]
[['2, k, 0', [0.142995, -0.260977, 1.0]], ['2, k, 1', [0.0989051, 0.0495832, 1.0]], ['2, k, 2', [0.0586368, 0.348883, 1.0]], ['2, k, 3', [0.0445504, 0.47974, 1.0]], ['2, k, 4', [-0.0856294, 0.256593, 1.0]], ['2, k, 5', [-0.207575, 0.105546, 1.0]], ['2, k, 6', [0.0154043, -0.0212848, 1.0]], ['2, k, 7', [0.0316119, -0.0881816, 1.0]], ['2, k, 8', [0.219661, 0.301633, 1.0]], ['2, k, 9', [0.362896, 0.25598, 1.0]], ['2, k, 10', [0.282035, 0.0316292, 1.0]], ['2, k, 11', [0.244526, -0.0468038, 1.0]], ['2, k, 12', [0.0761516, -0.265855, 1.0]], ['2, k, 13', [0.0195378, -0.719211, 1.0]], ['2, k, 14', [-0.0156001, -1.14742, 1.0]], ['2, k, 15', [-0.000209028, -1.19611, 1.0]], ['2, k, 16', [0.206685, -0.250332, 1.0]], ['2, k, 17', [0.197484, -0.698, 1.0]], ['2, k, 18', [0.159704, -1.12434, 1.0]], ['2, k, 19', [0.135767, -1.18533, 1.0]], ['2, k, 20', [0.0690808, 0.275898, 1.0]], ['2, k, 21', [0.0632118, -0.106075, 1.0]], ['2, k, 22', [0.0281837, -0.0440198, 1.0]], ['2, k, 23', [0.190936, -0.114688, 1.0]], ['2, k, 24', [0.282111, -0.107739, 1.0]]]
[['2, k, 0', [0.144386, -0.259773, 1.0]], ['2, k, 1', [0.0996454, 0.0485743, 1.0]], ['2, k, 2', [0.0588013, 0.347052, 1.0]], ['2, k, 3', [0.0443024, 0.475606, 1.0]], ['2, k, 4', [-0.0861418, 0.255756, 1.0]], ['2, k, 5', [-0.212282, 0.112699, 1.0]], ['2, k, 6', [0.00900646, -0.0171824, 1.0]], ['2, k, 7', [0.0237492, -0.0849165, 1.0]], ['2, k, 8', [0.21949, 0.301193, 1.0]], ['2, k, 9', [0.362145, 0.22649, 1.0]], ['2, k, 10', [0.272267, 0.00869349, 1.0]], ['2, k, 11', [0.233499, -0.0617034, 1.0]], ['2, k, 12', [0.0782212, -0.264774, 1.0]], ['2, k, 13', [0.0196574, -0.721426, 1.0]], ['2, k, 14', [-0.0176698, -1.14459, 1.0]], ['2, k, 15', [-0.00637234, -1.19286, 1.0]], ['2, k, 16', [0.207366, -0.249095, 1.0]], ['2, k, 17', [0.196671, -0.698134, 1.0]], ['2, k, 18', [0.15851, -1.12679, 1.0]], ['2, k, 19', [0.138689, -1.18414, 1.0]], ['2, k, 20', [0.0692832, 0.274332, 1.0]], ['2, k, 21', [0.0572788, -0.100054, 1.0]], ['2, k, 22', [-0.00304073, -0.0215535, 1.0]], ['2, k, 23', [0.170859, -0.129785, 1.0]], ['2, k, 24', [0.291695, -0.111195, 1.0]]]
[['2, k, 0', [0.141895, -0.258645, 1.0]], ['2, k, 1', [0.0987079, 0.0467724, 1.0]], ['2, k, 2', [0.0567627, 0.341724, 1.0]], ['2, k, 3', [0.044974, 0.469802, 1.0]], ['2, k, 4', [-0.0846544, 0.259253, 1.0]], ['2, k, 5', [-0.210921, 0.115788, 1.0]], ['2, k, 6', [0.0113193, -0.0123329, 1.0]], ['2, k, 7', [0.026809, -0.0761211, 1.0]], ['2, k, 8', [0.218461, 0.296833, 1.0]], ['2, k, 9', [0.362486, 0.248257, 1.0]], ['2, k, 10', [0.279455, 0.0224119, 1.0]], ['2, k, 11', [0.236671, -0.0569023, 1.0]], ['2, k, 12', [0.0745765, -0.261647, 1.0]], ['2, k, 13', [0.0173129, -0.721599, 1.0]], ['2, k, 14', [-0.0162244, -1.13419, 1.0]], ['2, k, 15', [-0.00572683, -1.18905, 1.0]], ['2, k, 16', [0.20593, -0.249133, 1.0]], ['2, k, 17', [0.196737, -0.697405, 1.0]], ['2, k, 18', [0.161559, -1.13569, 1.0]], ['2, k, 19', [0.139874, -1.18581, 1.0]], ['2, k, 20', [0.0675249, 0.269885, 1.0]], ['2, k, 21', [0.0615153, -0.089706, 1.0]], ['2, k, 22', [0.0590646, -0.053343, 1.0]], ['2, k, 23', [0.185565, -0.125052, 1.0]], ['2, k, 24', [0.272881, -0.117736, 1.0]]]
[['2, k, 0', [0.140053, -0.257992, 1.0]], ['2, k, 1', [0.0986782, 0.0453201, 1.0]], ['2, k, 2', [0.0574792, 0.339549, 1.0]], ['2, k, 3', [0.0460107, 0.46677, 1.0]], ['2, k, 4', [-0.0852869, 0.257159, 1.0]], ['2, k, 5', [-0.208726, 0.117143, 1.0]], ['2, k, 6', [0.0136192, -0.0109631, 1.0]], ['2, k, 7', [0.0287528, -0.0791384, 1.0]], ['2, k, 8', [0.218902, 0.295207, 1.0]], ['2, k, 9', [0.363864, 0.231629, 1.0]], ['2, k, 10', [0.274115, 0.0107799, 1.0]], ['2, k, 11', [0.227961, -0.061931, 1.0]], ['2, k, 12', [0.0731939, -0.261146, 1.0]], ['2, k, 13', [0.0150957, -0.723194, 1.0]], ['2, k, 14', [-0.0173784, -1.1305, 1.0]], ['2, k, 15', [-0.0083358, -1.18816, 1.0]], ['2, k, 16', [0.203925, -0.248839, 1.0]], ['2, k, 17', [0.194664, -0.698544, 1.0]], ['2, k, 18', [0.165087, -1.11624, 1.0]], ['2, k, 19', [0.139643, -1.18406, 1.0]], ['2, k, 20', [0.0679008, 0.267992, 1.0]], ['2, k, 21', [0.0609342, -0.0977895, 1.0]], ['2, k, 22', [-0.00155312, -0.025029, 1.0]], ['2, k, 23', [0.174138, -0.13117, 1.0]], ['2, k, 24', [0.282856, -0.101796, 1.0]]]
[['2, k, 0', [0.138924, -0.259243, 1.0]], ['2, k, 1', [0.0984171, 0.0434645, 1.0]], ['2, k, 2', [0.0576731, 0.338155, 1.0]], ['2, k, 3', [0.0470098, 0.459829, 1.0]], ['2, k, 4', [-0.085682, 0.254943, 1.0]], ['2, k, 5', [-0.206301, 0.117847, 1.0]], ['2, k, 6', [0.0150784, -0.0130581, 1.0]], ['2, k, 7', [0.0365467, -0.0869682, 1.0]], ['2, k, 8', [0.220451, 0.290897, 1.0]], ['2, k, 9', [0.362212, 0.223706, 1.0]], ['2, k, 10', [0.271676, 0.0029306, 1.0]], ['2, k, 11', [0.222375, -0.0688535, 1.0]], ['2, k, 12', [0.0727252, -0.262164, 1.0]], ['2, k, 13', [0.0140316, -0.721436, 1.0]], ['2, k, 14', [-0.0186323, -1.14153, 1.0]], ['2, k, 15', [-0.0167344, -1.19971, 1.0]], ['2, k, 16', [0.201918, -0.250437, 1.0]], ['2, k, 17', [0.194548, -0.701338, 1.0]], ['2, k, 18', [0.163972, -1.11629, 1.0]], ['2, k, 19', [0.135072, -1.18635, 1.0]], ['2, k, 20', [0.0679622, 0.266557, 1.0]], ['2, k, 21', [0.066691, -0.0957636, 1.0]], ['2, k, 22', [0.00763485, -0.0436353, 1.0]], ['2, k, 23', [0.174827, -0.137891, 1.0]], ['2, k, 24', [0.291751, -0.118948, 1.0]]]
[['2, k, 0', [0.135865, -0.258432, 1.0]], ['2, k, 1', [0.0978922, 0.0423874, 1.0]], ['2, k, 2', [0.0584075, 0.336207, 1.0]], ['2, k, 3', [0.0487719, 0.454502, 1.0]], ['2, k, 4', [-0.0842377, 0.258293, 1.0]], ['2, k, 5', [-0.200181, 0.119869, 1.0]], ['2, k, 6', [0.0192948, -0.0150231, 1.0]], ['2, k, 7', [0.0404791, -0.0893792, 1.0]], ['2, k, 8', [0.220232, 0.291024, 1.0]], ['2, k, 9', [0.360913, 0.217088, 1.0]], ['2, k, 10', [0.270581, -0.0043073, 1.0]], ['2, k, 11', [0.220626, -0.0756165, 1.0]], ['2, k, 12', [0.0696677, -0.261231, 1.0]], ['2, k, 13', [0.0137498, -0.719288, 1.0]], ['2, k, 14', [-0.0172576, -1.13771, 1.0]], ['2, k, 15', [-0.0188708, -1.19397, 1.0]], ['2, k, 16', [0.199174, -0.249957, 1.0]], ['2, k, 17', [0.193153, -0.701115, 1.0]], ['2, k, 18', [0.156638, -1.13195, 1.0]], ['2, k, 19', [0.129452, -1.18474, 1.0]], ['2, k, 20', [0.0682625, 0.264994, 1.0]], ['2, k, 21', [0.075675, -0.0902031, 1.0]], ['2, k, 22', [0.0976302, -0.0466441, 1.0]], ['2, k, 23', [0.173145, -0.146266, 1.0]], ['2, k, 24', [0.263866, -0.135266, 1.0]]]
[['2, k, 0', [0.134128, -0.258023, 1.0]], ['2, k, 1', [0.0968422, 0.0406674, 1.0]], ['2, k, 2', [0.0568245, 0.328704, 1.0]], ['2, k, 3', [0.0497709, 0.453486, 1.0]], ['2, k, 4', [-0.0852199, 0.253547, 1.0]], ['2, k, 5', [-0.198146, 0.120689, 1.0]], ['2, k, 6', [0.0207257, -0.0153841, 1.0]], ['2, k, 7', [0.045098, -0.0927166, 1.0]], ['2, k, 8', [0.220173, 0.291157, 1.0]], ['2, k, 9', [0.360786, 0.21688, 1.0]], ['2, k, 10', [0.270462, -0.00461907, 1.0]], ['2, k, 11', [0.220459, -0.074846, 1.0]], ['2, k, 12', [0.0681885, -0.261564, 1.0]], ['2, k, 13', [0.0105224, -0.718769, 1.0]], ['2, k, 14', [-0.0157863, -1.13763, 1.0]], ['2, k, 15', [-0.0175904, -1.1946, 1.0]], ['2, k, 16', [0.197185, -0.248684, 1.0]], ['2, k, 17', [0.191882, -0.702144, 1.0]], ['2, k, 18', [0.155815, -1.13155, 1.0]], ['2, k, 19', [0.135571, -1.18677, 1.0]], ['2, k, 20', [0.0667737, 0.258909, 1.0]], ['2, k, 21', [0.141607, -0.12723, 1.0]], ['2, k, 22', [0.0915215, -0.0547595, 1.0]], ['2, k, 23', [0.173901, -0.147208, 1.0]], ['2, k, 24', [0.283445, -0.126238, 1.0]]]
[['2, k, 0', [0.129623, -0.258059, 1.0]], ['2, k, 1', [0.0955861, 0.0364406, 1.0]], ['2, k, 2', [0.0591498, 0.318499, 1.0]], ['2, k, 3', [0.0515869, 0.448145, 1.0]], ['2, k, 4', [-0.0833717, 0.259072, 1.0]], ['2, k, 5', [-0.196521, 0.120633, 1.0]], ['2, k, 6', [0.0220344, -0.0161017, 1.0]], ['2, k, 7', [0.0613249, -0.0957987, 1.0]], ['2, k, 8', [0.221649, 0.284083, 1.0]], ['2, k, 9', [0.360231, 0.216086, 1.0]], ['2, k, 10', [0.270665, -0.00639646, 1.0]], ['2, k, 11', [0.216918, -0.0708159, 1.0]], ['2, k, 12', [0.0638196, -0.261239, 1.0]], ['2, k, 13', [0.00347531, -0.720619, 1.0]], ['2, k, 14', [-0.0203382, -1.12754, 1.0]], ['2, k, 15', [-0.00722961, -1.18525, 1.0]], ['2, k, 16', [0.192694, -0.249244, 1.0]], ['2, k, 17', [0.1894, -0.707012, 1.0]], ['2, k, 18', [0.156139, -1.12939, 1.0]], ['2, k, 19', [0.135683, -1.18722, 1.0]], ['2, k, 20', [0.0679473, 0.24985, 1.0]], ['2, k, 21', [0.166264, -0.128389, 1.0]], ['2, k, 22', [0.0877094, -0.0511086, 1.0]], ['2, k, 23', [0.181366, -0.143388, 1.0]], ['2, k, 24', [0.268253, -0.138631, 1.0]]]
[['2, k, 0', [0.12468, -0.258619, 1.0]], ['2, k, 1', [0.0930688, 0.0356192, 1.0]], ['2, k, 2', [0.0589969, 0.318839, 1.0]], ['2, k, 3', [0.052197, 0.442281, 1.0]], ['2, k, 4', [-0.083148, 0.250168, 1.0]], ['2, k, 5', [-0.201282, 0.132848, 1.0]], ['2, k, 6', [0.0279496, 0.010736, 1.0]], ['2, k, 7', [0.0947757, -0.0606096, 1.0]], ['2, k, 8', [0.221365, 0.284571, 1.0]], ['2, k, 9', [0.360274, 0.215727, 1.0]], ['2, k, 10', [0.270717, -0.00740558, 1.0]], ['2, k, 11', [0.211735, -0.062783, 1.0]], ['2, k, 12', [0.0579604, -0.261286, 1.0]], ['2, k, 13', [0.00174001, -0.721724, 1.0]], ['2, k, 14', [-0.0196299, -1.12534, 1.0]], ['2, k, 15', [-0.00761872, -1.18538, 1.0]], ['2, k, 16', [0.188676, -0.250154, 1.0]], ['2, k, 17', [0.180193, -0.721461, 1.0]], ['2, k, 18', [0.156511, -1.13142, 1.0]], ['2, k, 19', [0.136067, -1.18639, 1.0]], ['2, k, 20', [0.0676518, 0.249934, 1.0]], ['2, k, 21', [0.0989399, -0.060463, 1.0]], ['2, k, 22', [0.0940792, -0.0601642, 1.0]], ['2, k, 23', [0.183897, -0.129266, 1.0]], ['2, k, 24', [0.239666, -0.123334, 1.0]]]
[['2, k, 0', [0.120508, -0.260044, 1.0]], ['2, k, 1', [0.0910625, 0.0340839, 1.0]], ['2, k, 2', [0.058955, 0.318773, 1.0]], ['2, k, 3', [0.055264, 0.439593, 1.0]], ['2, k, 4', [-0.0824018, 0.247687, 1.0]], ['2, k, 5', [-0.232201, 0.173719, 1.0]], ['2, k, 6', [-0.0180707, 0.0258227, 1.0]], ['2, k, 7', [-0.00220559, -0.0735585, 1.0]], ['2, k, 8', [0.221657, 0.284789, 1.0]], ['2, k, 9', [0.361227, 0.214592, 1.0]], ['2, k, 10', [0.270423, -0.00863729, 1.0]], ['2, k, 11', [0.209249, -0.0627741, 1.0]], ['2, k, 12', [0.0547167, -0.262227, 1.0]], ['2, k, 13', [-0.00188993, -0.724958, 1.0]], ['2, k, 14', [-0.0217753, -1.13201, 1.0]], ['2, k, 15', [-0.00794512, -1.18596, 1.0]], ['2, k, 16', [0.183783, -0.252143, 1.0]], ['2, k, 17', [0.180331, -0.7151, 1.0]], ['2, k, 18', [0.155886, -1.13233, 1.0]], ['2, k, 19', [0.137175, -1.18673, 1.0]], ['2, k, 20', [0.0673775, 0.249563, 1.0]], ['2, k, 21', [0.0261606, -0.0835238, 1.0]], ['2, k, 22', [0.00657985, -0.0383096, 1.0]], ['2, k, 23', [0.182312, -0.139414, 1.0]], ['2, k, 24', [0.252135, -0.138288, 1.0]]]
[['2, k, 0', [0.115782, -0.261331, 1.0]], ['2, k, 1', [0.0889501, 0.032798, 1.0]], ['2, k, 2', [0.0588834, 0.318645, 1.0]], ['2, k, 3', [0.0608165, 0.429739, 1.0]], ['2, k, 4', [-0.0811069, 0.244125, 1.0]], ['2, k, 5', [-0.240127, 0.172212, 1.0]], ['2, k, 6', [-0.0214689, 0.0355246, 1.0]], ['2, k, 7', [-0.0135423, -0.051367, 1.0]], ['2, k, 8', [0.221749, 0.28474, 1.0]], ['2, k, 9', [0.361285, 0.211684, 1.0]], ['2, k, 10', [0.268856, -0.0114626, 1.0]], ['2, k, 11', [0.206779, -0.0675023, 1.0]], ['2, k, 12', [0.0506478, -0.263416, 1.0]], ['2, k, 13', [-0.00458761, -0.724047, 1.0]], ['2, k, 14', [-0.0249943, -1.12463, 1.0]], ['2, k, 15', [-0.0080577, -1.18551, 1.0]], ['2, k, 16', [0.178516, -0.253562, 1.0]], ['2, k, 17', [0.177535, -0.716894, 1.0]], ['2, k, 18', [0.156743, -1.13353, 1.0]], ['2, k, 19', [0.137406, -1.18825, 1.0]], ['2, k, 20', [0.0670385, 0.24915, 1.0]], ['2, k, 21', [0.0241261, -0.0616153, 1.0]], ['2, k, 22', [-0.00662473, -0.0148268, 1.0]], ['2, k, 23', [0.180674, -0.133353, 1.0]], ['2, k, 24', [0.249197, -0.146121, 1.0]]]
[['2, k, 0', [0.111393, -0.261014, 1.0]], ['2, k, 1', [0.0872778, 0.0322556, 1.0]], ['2, k, 2', [0.0589519, 0.318519, 1.0]], ['2, k, 3', [0.0615915, 0.426935, 1.0]], ['2, k, 4', [-0.0813702, 0.243548, 1.0]], ['2, k, 5', [-0.237802, 0.173917, 1.0]], ['2, k, 6', [-0.0238351, 0.0282111, 1.0]], ['2, k, 7', [-0.0124806, -0.0643153, 1.0]], ['2, k, 8', [0.223514, 0.280687, 1.0]], ['2, k, 9', [0.361927, 0.210142, 1.0]], ['2, k, 10', [0.267602, -0.0131438, 1.0]], ['2, k, 11', [0.20256, -0.0586199, 1.0]], ['2, k, 12', [0.0448727, -0.261756, 1.0]], ['2, k, 13', [-0.010823, -0.727373, 1.0]], ['2, k, 14', [-0.0273497, -1.12261, 1.0]], ['2, k, 15', [-0.0102883, -1.18596, 1.0]], ['2, k, 16', [0.175333, -0.254177, 1.0]], ['2, k, 17', [0.175112, -0.718029, 1.0]], ['2, k, 18', [0.157157, -1.13128, 1.0]], ['2, k, 19', [0.137006, -1.18828, 1.0]], ['2, k, 20', [0.0669266, 0.248885, 1.0]], ['2, k, 21', [0.0154684, -0.0829166, 1.0]], ['2, k, 22', [-0.0240768, -0.02371, 1.0]], ['2, k, 23', [0.178068, -0.13774, 1.0]], ['2, k, 24', [0.247794, -0.146632, 1.0]]]
[['2, k, 0', [0.102343, -0.261805, 1.0]], ['2, k, 1', [0.0859865, 0.031314, 1.0]], ['2, k, 2', [0.0674534, 0.3141, 1.0]], ['2, k, 3', [0.0664989, 0.42647, 1.0]], ['2, k, 4', [-0.081574, 0.242919, 1.0]], ['2, k, 5', [-0.241967, 0.180765, 1.0]], ['2, k, 6', [-0.0248292, 0.0405086, 1.0]], ['2, k, 7', [-0.0152446, -0.0611413, 1.0]], ['2, k, 8', [0.225019, 0.265956, 1.0]], ['2, k, 9', [0.365567, 0.209723, 1.0]], ['2, k, 10', [0.266937, -0.0125722, 1.0]], ['2, k, 11', [0.198745, -0.0631614, 1.0]], ['2, k, 12', [0.0355821, -0.261392, 1.0]], ['2, k, 13', [-0.0159554, -0.735141, 1.0]], ['2, k, 14', [-0.0311246, -1.0971, 1.0]], ['2, k, 15', [-0.0487241, -1.18324, 1.0]], ['2, k, 16', [0.166988, -0.256278, 1.0]], ['2, k, 17', [0.172354, -0.716242, 1.0]], ['2, k, 18', [0.15038, -1.14303, 1.0]], ['2, k, 19', [0.136764, -1.18853, 1.0]], ['2, k, 20', [0.0703671, 0.244884, 1.0]], ['2, k, 21', [0.108539, -0.0609148, 1.0]], ['2, k, 22', [-0.0414078, 0.00108383, 1.0]], ['2, k, 23', [0.171087, -0.131107, 1.0]], ['2, k, 24', [0.240374, -0.140646, 1.0]]]
[['2, k, 0', [0.0988177, -0.262852, 1.0]], ['2, k, 1', [0.0837462, 0.0263039, 1.0]], ['2, k, 2', [0.067575, 0.30364, 1.0]], ['2, k, 3', [0.067819, 0.423119, 1.0]], ['2, k, 4', [-0.0804157, 0.240017, 1.0]], ['2, k, 5', [-0.243236, 0.18354, 1.0]], ['2, k, 6', [-0.0269867, 0.0414989, 1.0]], ['2, k, 7', [-0.0179825, -0.0561752, 1.0]], ['2, k, 8', [0.224809, 0.261397, 1.0]], ['2, k, 9', [0.367295, 0.208891, 1.0]], ['2, k, 10', [0.266275, -0.0129626, 1.0]], ['2, k, 11', [0.196269, -0.0604855, 1.0]], ['2, k, 12', [0.0322965, -0.262306, 1.0]], ['2, k, 13', [-0.0226732, -0.739191, 1.0]], ['2, k, 14', [-0.0318518, -1.10166, 1.0]], ['2, k, 15', [-0.0108278, -1.18226, 1.0]], ['2, k, 16', [0.163295, -0.257559, 1.0]], ['2, k, 17', [0.170106, -0.715617, 1.0]], ['2, k, 18', [0.149222, -1.13368, 1.0]], ['2, k, 19', [0.136818, -1.18781, 1.0]], ['2, k, 20', [0.070473, 0.236278, 1.0]], ['2, k, 21', [0.0109861, -0.0694035, 1.0]], ['2, k, 22', [0.00434575, -0.0315706, 1.0]], ['2, k, 23', [0.165942, -0.120918, 1.0]], ['2, k, 24', [0.233117, -0.115017, 1.0]]]
[['2, k, 0', [0.0899058, -0.264654, 1.0]], ['2, k, 1', [0.0819892, 0.0218008, 1.0]], ['2, k, 2', [0.0716838, 0.296109, 1.0]], ['2, k, 3', [0.0725208, 0.419364, 1.0]], ['2, k, 4', [-0.078757, 0.239647, 1.0]], ['2, k, 5', [-0.244545, 0.187703, 1.0]], ['2, k, 6', [-0.0296162, 0.0435274, 1.0]], ['2, k, 7', [-0.0272503, -0.0527415, 1.0]], ['2, k, 8', [0.22416, 0.255158, 1.0]], ['2, k, 9', [0.370057, 0.208046, 1.0]], ['2, k, 10', [0.266602, -0.0131416, 1.0]], ['2, k, 11', [0.193218, -0.0562478, 1.0]], ['2, k, 12', [0.0237376, -0.263425, 1.0]], ['2, k, 13', [-0.0256787, -0.741283, 1.0]], ['2, k, 14', [-0.0311782, -1.10382, 1.0]], ['2, k, 15', [-0.0104842, -1.18192, 1.0]], ['2, k, 16', [0.154113, -0.260195, 1.0]], ['2, k, 17', [0.166238, -0.721187, 1.0]], ['2, k, 18', [0.151077, -1.13866, 1.0]], ['2, k, 19', [0.136117, -1.18713, 1.0]], ['2, k, 20', [0.0732815, 0.229081, 1.0]], ['2, k, 21', [0.00888672, -0.0697194, 1.0]], ['2, k, 22', [-0.0464782, -0.000176275, 1.0]], ['2, k, 23', [0.196542, -0.127403, 1.0]], ['2, k, 24', [0.217463, -0.10574, 1.0]]]
[['2, k, 0', [0.0766581, -0.270726, 1.0]], ['2, k, 1', [0.0769901, 0.0160687, 1.0]], ['2, k, 2', [0.0717963, 0.293561, 1.0]], ['2, k, 3', [0.0795257, 0.414476, 1.0]], ['2, k, 4', [-0.0776812, 0.239133, 1.0]], ['2, k, 5', [-0.244008, 0.188306, 1.0]], ['2, k, 6', [-0.0292154, 0.0438701, 1.0]], ['2, k, 7', [-0.0305851, -0.0533337, 1.0]], ['2, k, 8', [0.221296, 0.246443, 1.0]], ['2, k, 9', [0.369396, 0.205055, 1.0]], ['2, k, 10', [0.263759, -0.0161155, 1.0]], ['2, k, 11', [0.185568, -0.0592814, 1.0]], ['2, k, 12', [0.0122862, -0.268646, 1.0]], ['2, k, 13', [-0.0284526, -0.744351, 1.0]], ['2, k, 14', [-0.0316975, -1.10707, 1.0]], ['2, k, 15', [-0.0101583, -1.18444, 1.0]], ['2, k, 16', [0.139309, -0.267077, 1.0]], ['2, k, 17', [0.162493, -0.720541, 1.0]], ['2, k, 18', [0.146125, -1.13979, 1.0]], ['2, k, 19', [0.137743, -1.1878, 1.0]], ['2, k, 20', [0.0728072, 0.225699, 1.0]], ['2, k, 21', [0.00877177, -0.0714616, 1.0]], ['2, k, 22', [0.00436028, -0.0512723, 1.0]], ['2, k, 23', [0.184454, -0.129925, 1.0]], ['2, k, 24', [0.209524, -0.114285, 1.0]]]
