[['2, k, 0', [13.44292, 81.17391, 1.0]], ['2, k, 1', [9.748088778925082, 110.79368881905356, 1.0]], ['2, k, 2', [6.788075835502098, 133.39093412197627, 1.0]], ['2, k, 3', [5.920968972501529, 139.87102896265841, 1.0]], ['2, k, 4', [21.62903094688695, 128.94884556622318, 1.0]], ['2, k, 5', [23.24971352368979, 99.26311065668241, 1.0]], ['2, k, 6', [24.653236805269398, 77.96231416569304, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.289959693747721, 126.48789202829863, 1.0]], ['2, k, 9', [-15.94985314241164, 105.80351624077781, 1.0]], ['2, k, 10', [-20.782474693058994, 84.48918097084885, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.6959796669457, 81.09815766393459, 1.0]], ['2, k, 13', [12.5248681841131, 45.38076477256051, 1.0]], ['2, k, 14', [6.635730589013866, 10.61611372343338, 1.0]], ['2, k, 15', [13.496805664437087, 7.698482170708676, 1.0]], ['2, k, 16', [8.764659365038142, 81.69589831818602, 1.0]], ['2, k, 17', [1.367813114145422, 48.34223044113562, 1.0]], ['2, k, 18', [-4.217448476427054, 11.048096965977791, 1.0]], ['2, k, 19', [2.947263801240771, 7.874075994157634, 1.0]], ['2, k, 20', [6.788075835502098, 133.39093412197627, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.985762, 81.072576, 1.0]], ['2, k, 1', [10.24813684188738, 110.64952416512726, 1.0]], ['2, k, 2', [7.991739626178623, 133.0028872982849, 1.0]], ['2, k, 3', [7.347584740181901, 139.36343308097463, 1.0]], ['2, k, 4', [24.558834955472754, 131.12079205310195, 1.0]], ['2, k, 5', [24.587933148461154, 101.36565950647561, 1.0]], ['2, k, 6', [25.519701678534002, 80.03005372600039, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-5.47806509229236, 126.84933983012029, 1.0]], ['2, k, 9', [-15.700144966735142, 103.33294694199137, 1.0]], ['2, k, 10', [-21.428018617669718, 82.22712648036419, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.284360906680664, 80.95497728394484, 1.0]], ['2, k, 13', [10.35233563575201, 44.11890810434281, 1.0]], ['2, k, 14', [2.7807474736028457, 10.926618359864179, 1.0]], ['2, k, 15', [9.140285966799045, 7.403635540429147, 1.0]], ['2, k, 16', [8.280927754834263, 81.34539600315941, 1.0]], ['2, k, 17', [1.0335676939954705, 48.351524108251624, 1.0]], ['2, k, 18', [-6.178074812948662, 11.075044996112517, 1.0]], ['2, k, 19', [-1.1375620238059607, 2.332513909059541, 1.0]], ['2, k, 20', [7.991739626178623, 133.0028872982849, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.856334, 81.07513000000002, 1.0]], ['2, k, 1', [10.18450095336893, 110.62865770563025, 1.0]], ['2, k, 2', [7.979052758684082, 132.97759650534294, 1.0]], ['2, k, 3', [7.353383496116844, 139.33708974127754, 1.0]], ['2, k, 4', [24.712136799805254, 131.21635008933578, 1.0]], ['2, k, 5', [24.719296035666247, 101.456617599085, 1.0]], ['2, k, 6', [25.61384422415701, 80.11178639304819, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-5.450263851191086, 126.85800400105086, 1.0]], ['2, k, 9', [-15.591918687448878, 103.09898479545356, 1.0]], ['2, k, 10', [-21.326065523999777, 81.96717634360665, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.141720372881124, 80.93239058598031, 1.0]], ['2, k, 13', [10.262442090414755, 43.87534301312958, 1.0]], ['2, k, 14', [2.837264503831771, 11.223379683453842, 1.0]], ['2, k, 15', [9.349153931383409, 8.119988941044408, 1.0]], ['2, k, 16', [8.174042048685198, 81.37828243795973, 1.0]], ['2, k, 17', [1.0185535497596279, 48.36480185152799, 1.0]], ['2, k, 18', [-6.225595122087534, 11.058845179408578, 1.0]], ['2, k, 19', [-1.4651377966150614, 2.80397136468714, 1.0]], ['2, k, 20', [7.979052758684082, 132.97759650534294, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.7933, 81.07971, 1.0]], ['2, k, 1', [10.181662076031273, 110.61258563421252, 1.0]], ['2, k, 2', [8.02531564827158, 132.9537333293524, 1.0]], ['2, k, 3', [7.417419465313674, 139.31132240424608, 1.0]], ['2, k, 4', [24.765045739156477, 131.3157328511347, 1.0]], ['2, k, 5', [24.7319901310108, 101.55933559437503, 1.0]], ['2, k, 6', [25.596102976914985, 80.21147294943395, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-5.363107183801985, 126.86597900553072, 1.0]], ['2, k, 9', [-15.406034638444954, 102.91773241110002, 1.0]], ['2, k, 10', [-21.13727177370565, 81.78397065567468, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.099144984771776, 80.90902425686357, 1.0]], ['2, k, 13', [10.189183639541763, 43.620453997265166, 1.0]], ['2, k, 14', [2.9302108251963634, 11.568463214369025, 1.0]], ['2, k, 15', [9.459450453188195, 8.510192980160836, 1.0]], ['2, k, 16', [8.101333112417503, 81.40963650858633, 1.0]], ['2, k, 17', [1.0289470124465794, 48.41020878778323, 1.0]], ['2, k, 18', [-6.247348114462299, 11.059564344520204, 1.0]], ['2, k, 19', [-1.6035233795163517, 3.526907573706267, 1.0]], ['2, k, 20', [8.02531564827158, 132.9537333293524, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.755507999999999, 81.08979000000001, 1.0]], ['2, k, 1', [10.204464226293538, 110.60317193059183, 1.0]], ['2, k, 2', [8.096875169149811, 132.9363861495187, 1.0]], ['2, k, 3', [7.505912733350015, 139.29180082884125, 1.0]], ['2, k, 4', [24.80440360368153, 131.4129598766132, 1.0]], ['2, k, 5', [24.74660820497362, 101.66073140301171, 1.0]], ['2, k, 6', [25.60278193705898, 80.31050565809274, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-5.260531927129977, 126.87656397132316, 1.0]], ['2, k, 9', [-15.199315336047224, 102.77286405286948, 1.0]], ['2, k, 10', [-20.934939703879717, 81.6402708850081, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.097394522266953, 80.89225877569038, 1.0]], ['2, k, 13', [10.299739558151, 43.698629469034394, 1.0]], ['2, k, 14', [3.009418871354521, 11.518662553951152, 1.0]], ['2, k, 15', [9.535878236082162, 8.443649989452702, 1.0]], ['2, k, 16', [8.037495201385305, 81.4465987643079, 1.0]], ['2, k, 17', [1.0556958003567418, 48.45604829691115, 1.0]], ['2, k, 18', [-6.247663479365036, 11.070652068149883, 1.0]], ['2, k, 19', [-1.7456322152263617, 4.256439825805153, 1.0]], ['2, k, 20', [8.096875169149811, 132.9363861495187, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.736756, 81.12, 1.0]], ['2, k, 1', [10.24562489302857, 110.60171317479808, 1.0]], ['2, k, 2', [8.184375158224492, 132.92481100461163, 1.0]], ['2, k, 3', [7.609026792511664, 139.27892814157295, 1.0]], ['2, k, 4', [24.918176167951202, 131.50102783589915, 1.0]], ['2, k, 5', [24.84940473986897, 101.74792217689014, 1.0]], ['2, k, 6', [25.70589557187979, 80.39830081719866, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-5.15347371175438, 126.8898109867235, 1.0]], ['2, k, 9', [-15.010137252868525, 102.61650540112801, 1.0]], ['2, k, 10', [-20.7449039777648, 81.47990044324723, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.109700030391835, 80.88678961567906, 1.0]], ['2, k, 13', [10.377939518146496, 43.51674792601863, 1.0]], ['2, k, 14', [3.2014037744314754, 11.839060879686631, 1.0]], ['2, k, 15', [9.724842556645399, 8.746588969527897, 1.0]], ['2, k, 16', [7.968671804966478, 81.50338065180536, 1.0]], ['2, k, 17', [1.0792897062184563, 48.50537086918348, 1.0]], ['2, k, 18', [-6.239213067094586, 11.100248768363635, 1.0]], ['2, k, 19', [-1.9186666766939435, 4.976701474740151, 1.0]], ['2, k, 20', [8.184375158224492, 132.92481100461163, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.727418, 81.174674, 1.0]], ['2, k, 1', [10.295306105485638, 110.61065340321042, 1.0]], ['2, k, 2', [8.279356897326595, 132.91576029239462, 1.0]], ['2, k, 3', [7.718940567040789, 139.2663782517215, 1.0]], ['2, k, 4', [25.077487160651934, 131.59666586579343, 1.0]], ['2, k, 5', [24.998158597356987, 101.83946566131705, 1.0]], ['2, k, 6', [25.87803114545663, 80.48970880428175, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-5.0436473556069, 126.90181730915636, 1.0]], ['2, k, 9', [-14.822475920590817, 102.49142845922873, 1.0]], ['2, k, 10', [-20.51542918912765, 81.34467052561479, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.1302713382765, 80.90294283776005, 1.0]], ['2, k, 13', [10.544357003700755, 43.847079833168664, 1.0]], ['2, k, 14', [3.294219023833838, 11.826634209778817, 1.0]], ['2, k, 15', [9.81520757864558, 8.71814249663202, 1.0]], ['2, k, 16', [7.908346663663651, 81.58328652129708, 1.0]], ['2, k, 17', [1.106935757342982, 48.554041202792256, 1.0]], ['2, k, 18', [-6.230172924933379, 11.116757131231687, 1.0]], ['2, k, 19', [-1.9414308287310114, 5.054148484477576, 1.0]], ['2, k, 20', [8.279356897326595, 132.91576029239462, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.718682, 81.236104, 1.0]], ['2, k, 1', [10.339942599619848, 110.63221457735527, 1.0]], ['2, k, 2', [8.367729224798357, 132.9189566444287, 1.0]], ['2, k, 3', [7.821052688507217, 139.26597878054483, 1.0]], ['2, k, 4', [25.251765136655862, 131.6733862746584, 1.0]], ['2, k, 5', [25.172361725859265, 101.90815060580182, 1.0]], ['2, k, 6', [26.069856809107318, 80.55866207933727, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.950011883969366, 126.91940308023564, 1.0]], ['2, k, 9', [-14.640469127588155, 102.44719748874596, 1.0]], ['2, k, 10', [-20.278868765309237, 81.28942976973292, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.143499516616544, 80.93325104200015, 1.0]], ['2, k, 13', [10.710812663260398, 44.41805447348994, 1.0]], ['2, k, 14', [3.240117048585814, 11.45384244470931, 1.0]], ['2, k, 15', [9.749750307201149, 8.332528420638964, 1.0]], ['2, k, 16', [7.8662897042201925, 81.66405584432466, 1.0]], ['2, k, 17', [1.1422426553272231, 48.575566716751496, 1.0]], ['2, k, 18', [-6.192760680338472, 11.242534854971026, 1.0]], ['2, k, 19', [-1.6360099733237856, 4.7914808277928715, 1.0]], ['2, k, 20', [8.367729224798357, 132.9189566444287, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.714526000000001, 81.292294, 1.0]], ['2, k, 1', [10.381662444022327, 110.6534638772386, 1.0]], ['2, k, 2', [8.448478968803343, 132.9242140546648, 1.0]], ['2, k, 3', [7.913900737555693, 139.26810609941586, 1.0]], ['2, k, 4', [25.428894894714464, 131.75192416000334, 1.0]], ['2, k, 5', [25.32073132405322, 101.9857849633289, 1.0]], ['2, k, 6', [26.231806941721683, 80.63049774864808, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.8678681282827, 126.93566013695732, 1.0]], ['2, k, 9', [-14.49239268336191, 102.41255092554081, 1.0]], ['2, k, 10', [-20.08233905187882, 81.23281132770988, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.159854078315284, 80.9603348996102, 1.0]], ['2, k, 13', [10.83747429068346, 44.95103070537524, 1.0]], ['2, k, 14', [3.185682793421596, 11.061024474126043, 1.0]], ['2, k, 15', [9.696256985798442, 7.926960717970169, 1.0]], ['2, k, 16', [7.845900021545876, 81.7354193784688, 1.0]], ['2, k, 17', [1.1915198110715535, 48.59704002449717, 1.0]], ['2, k, 18', [-6.138612976217883, 11.400447829752416, 1.0]], ['2, k, 19', [-1.563198407233367, 4.899028449938141, 1.0]], ['2, k, 20', [8.448478968803343, 132.9242140546648, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.708984000000001, 81.337322, 1.0]], ['2, k, 1', [10.415069576450318, 110.66892180118944, 1.0]], ['2, k, 2', [8.518194971245093, 132.9264933903036, 1.0]], ['2, k, 3', [7.993691807436017, 139.26784965639175, 1.0]], ['2, k, 4', [25.59819377834438, 131.81644336875607, 1.0]], ['2, k, 5', [25.457009827750575, 102.04993642352981, 1.0]], ['2, k, 6', [26.373844685524087, 80.6920300441641, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.785290555182395, 126.94917100867964, 1.0]], ['2, k, 9', [-14.329375421083121, 102.43079769305889, 1.0]], ['2, k, 10', [-19.888380761843088, 81.23875529495233, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.167234393094116, 80.98470699801558, 1.0]], ['2, k, 13', [10.919646712297341, 45.10962279457993, 1.0]], ['2, k, 14', [3.2223950179426346, 11.031949367453684, 1.0]], ['2, k, 15', [9.735625905043673, 7.885726665711578, 1.0]], ['2, k, 16', [7.84411931012057, 81.78635382698178, 1.0]], ['2, k, 17', [1.25774662000756, 48.612992190671115, 1.0]], ['2, k, 18', [-6.075039164739824, 11.54000181909445, 1.0]], ['2, k, 19', [-1.6151571594820595, 4.753344742966499, 1.0]], ['2, k, 20', [8.518194971245093, 132.9264933903036, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.691496, 81.34534, 1.0]], ['2, k, 1', [10.42751934912856, 110.67191808364782, 1.0]], ['2, k, 2', [8.561642308471114, 132.9245721314303, 1.0]], ['2, k, 3', [8.045396456032204, 139.26424250512133, 1.0]], ['2, k, 4', [25.662562843830422, 131.8519873521994, 1.0]], ['2, k, 5', [25.490990385998984, 102.0899822495123, 1.0]], ['2, k, 6', [26.421307945641264, 80.73011017119265, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.730059469069529, 126.95388270596654, 1.0]], ['2, k, 9', [-14.18988935411307, 102.50170556931143, 1.0]], ['2, k, 10', [-19.704724601054636, 81.30118126330703, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.162923609021963, 80.98312163337943, 1.0]], ['2, k, 13', [11.019668069080131, 45.42503399454381, 1.0]], ['2, k, 14', [3.1739193393354235, 10.683587242898277, 1.0]], ['2, k, 15', [9.68950693519939, 7.525783961257937, 1.0]], ['2, k, 16', [7.841699217647919, 81.80020177817013, 1.0]], ['2, k, 17', [1.3201501512348024, 48.59528989539589, 1.0]], ['2, k, 18', [-6.026394371863274, 11.640181538256613, 1.0]], ['2, k, 19', [-1.7213429761923873, 4.59706892297726, 1.0]], ['2, k, 20', [8.561642308471114, 132.9245721314303, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.669022000000002, 81.331056, 1.0]], ['2, k, 1', [10.421464235421185, 110.66507445177834, 1.0]], ['2, k, 2', [8.579595174966492, 132.91922149423107, 1.0]], ['2, k, 3', [8.069841946726324, 139.25886278533895, 1.0]], ['2, k, 4', [25.685516429909455, 131.878629807929, 1.0]], ['2, k, 5', [25.48542064046608, 102.12300108174222, 1.0]], ['2, k, 6', [26.42309352414493, 80.76252270606152, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.701248328852699, 126.95339407813543, 1.0]], ['2, k, 9', [-14.099691877668528, 102.55292870412, 1.0]], ['2, k, 10', [-19.57646313589499, 81.34872862143914, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.15364215936741, 80.9648766293769, 1.0]], ['2, k, 13', [11.022014254853037, 45.22174046433471, 1.0]], ['2, k, 14', [3.217436871382252, 10.678916140490863, 1.0]], ['2, k, 15', [9.736574227806518, 7.512863885488546, 1.0]], ['2, k, 16', [7.8365951200492905, 81.78877465660973, 1.0]], ['2, k, 17', [1.3690137326420615, 48.55090825876945, 1.0]], ['2, k, 18', [-5.991691557592564, 11.721358090829632, 1.0]], ['2, k, 19', [-1.8001647743938776, 4.340608887391665, 1.0]], ['2, k, 20', [8.579595174966492, 132.91922149423107, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.665353999999999, 81.315076, 1.0]], ['2, k, 1', [10.41883304568401, 110.65484240085648, 1.0]], ['2, k, 2', [8.593663860782097, 132.9116229748115, 1.0]], ['2, k, 3', [8.087769297370484, 139.25152072757103, 1.0]], ['2, k, 4', [25.668022342532957, 131.86210759657817, 1.0]], ['2, k, 5', [25.457343511658976, 102.11265091503475, 1.0]], ['2, k, 6', [26.406565002228927, 80.75197338120645, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.664338343774622, 126.95466317689952, 1.0]], ['2, k, 9', [-14.011551720312381, 102.59673518374349, 1.0]], ['2, k, 10', [-19.45476621244931, 81.38999969227359, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.164092491666608, 80.95127036181013, 1.0]], ['2, k, 13', [10.945452430743607, 44.6509146332863, 1.0]], ['2, k, 14', [3.353070351565944, 11.09190764287959, 1.0]], ['2, k, 15', [9.866054019791473, 7.899596853248685, 1.0]], ['2, k, 16', [7.850576814456737, 81.7720492714219, 1.0]], ['2, k, 17', [1.424082103111811, 48.50639428187633, 1.0]], ['2, k, 18', [-5.973481516329787, 11.684601772456361, 1.0]], ['2, k, 19', [-1.945280281068123, 4.035308072291372, 1.0]], ['2, k, 20', [8.593663860782097, 132.9116229748115, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.661145999999999, 81.293202, 1.0]], ['2, k, 1', [10.411075873605355, 110.64574341344957, 1.0]], ['2, k, 2', [8.597451145294142, 132.90869867789914, 1.0]], ['2, k, 3', [8.094061732523384, 139.24879521398736, 1.0]], ['2, k, 4', [25.615723422090277, 131.86676062748657, 1.0]], ['2, k, 5', [25.400117792521975, 102.12560995222604, 1.0]], ['2, k, 6', [26.35421267238769, 80.76709512124494, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.640816343660447, 126.95829578940162, 1.0]], ['2, k, 9', [-13.945715821013309, 102.62683977038807, 1.0]], ['2, k, 10', [-19.37924809691133, 81.42163979896543, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.16950531211432, 80.9361856394809, 1.0]], ['2, k, 13', [10.9561742161534, 44.667682089651166, 1.0]], ['2, k, 14', [3.3491372306078437, 11.120762362682783, 1.0]], ['2, k, 15', [9.73682754839982, 7.528233571443243, 1.0]], ['2, k, 16', [7.869647407211307, 81.75054350077582, 1.0]], ['2, k, 17', [1.4815073223323987, 48.444840357305324, 1.0]], ['2, k, 18', [-5.96090206028926, 11.59946011307077, 1.0]], ['2, k, 19', [-1.907707291268781, 3.242814840216729, 1.0]], ['2, k, 20', [8.597451145294142, 132.90869867789914, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.659932, 81.281484, 1.0]], ['2, k, 1', [10.407322253221311, 110.64144820173722, 1.0]], ['2, k, 2', [8.604938444944663, 132.90908475545368, 1.0]], ['2, k, 3', [8.103577492107757, 139.24935845220097, 1.0]], ['2, k, 4', [25.56713490564314, 131.87845218431136, 1.0]], ['2, k, 5', [25.339132667850528, 102.14548795189562, 1.0]], ['2, k, 6', [26.294723484939905, 80.78963886590338, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.622599017380777, 126.96086179702704, 1.0]], ['2, k, 9', [-13.899341965213754, 102.62546955059321, 1.0]], ['2, k, 10', [-19.3201686713936, 81.41953336342718, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.179660344709177, 80.92159622943885, 1.0]], ['2, k, 13', [10.9913934613996, 44.6860296417646, 1.0]], ['2, k, 14', [3.3839208860795127, 11.139910899632277, 1.0]], ['2, k, 15', [9.77327297982005, 7.542097393494609, 1.0]], ['2, k, 16', [7.874519018844825, 81.74384011933925, 1.0]], ['2, k, 17', [1.51445776152688, 48.38790978102788, 1.0]], ['2, k, 18', [-5.9906523091954975, 11.465826192037717, 1.0]], ['2, k, 19', [-1.9521132912639638, 2.3963837899777136, 1.0]], ['2, k, 20', [8.604938444944663, 132.90908475545368, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.667582, 81.28245799999999, 1.0]], ['2, k, 1', [10.41581244247378, 110.64253725568369, 1.0]], ['2, k, 2', [8.624816491334066, 132.9093937789953, 1.0]], ['2, k, 3', [8.12533938022744, 139.24981706624868, 1.0]], ['2, k, 4', [25.528989493154597, 131.8996407267058, 1.0]], ['2, k, 5', [25.28605273782691, 102.17407106396638, 1.0]], ['2, k, 6', [26.24361131558572, 80.82298830369643, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.579833760123492, 126.968142643074, 1.0]], ['2, k, 9', [-13.835491136140234, 102.60778998095232, 1.0]], ['2, k, 10', [-19.24918633688604, 81.40634949913567, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.200737671269888, 80.91689295488246, 1.0]], ['2, k, 13', [11.048548973069561, 44.78816098427077, 1.0]], ['2, k, 14', [3.417855828126357, 11.143936199666534, 1.0]], ['2, k, 15', [9.808293375869248, 7.543877513029568, 1.0]], ['2, k, 16', [7.880121953855185, 81.74659627186992, 1.0]], ['2, k, 17', [1.5490484192190968, 48.36685628900644, 1.0]], ['2, k, 18', [-6.003766169807364, 11.36517734118479, 1.0]], ['2, k, 19', [-1.7205719339826615, 2.498864202664379, 1.0]], ['2, k, 20', [8.624816491334066, 132.9093937789953, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [12.673454000000001, 81.27564000000001, 1.0]], ['2, k, 1', [10.424116574506227, 110.64463803413078, 1.0]], ['2, k, 2', [8.64469051520657, 132.91309365586488, 1.0]], ['2, k, 3', [8.147616405159019, 139.25364234964505, 1.0]], ['2, k, 4', [25.503930277775083, 131.92773928100684, 1.0]], ['2, k, 5', [25.244076809668407, 102.2102065882323, 1.0]], ['2, k, 6', [26.201032414924324, 80.86250093185436, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-4.542223038190299, 126.97927536933358, 1.0]], ['2, k, 9', [-13.799994788101621, 102.5390561626528, 1.0]], ['2, k, 10', [-19.212493779077526, 81.34228300253483, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.216728805209616, 80.90963141840916, 1.0]], ['2, k, 13', [11.120591784346619, 44.773453503154045, 1.0]], ['2, k, 14', [3.4991633436823255, 11.15963143704652, 1.0]], ['2, k, 15', [9.892370497890447, 7.553135024082971, 1.0]], ['2, k, 16', [7.900435915129766, 81.74074928539675, 1.0]], ['2, k, 17', [1.5921540066854183, 48.36649789904266, 1.0]], ['2, k, 18', [-6.005418332263476, 11.295423742574478, 1.0]], ['2, k, 19', [-1.7311630191993128, 2.4715570312756103, 1.0]], ['2, k, 20', [8.64469051520657, 132.91309365586488, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
