[['2, k, 0', [-0.2727521, 0.04369504, 1.0]], ['2, k, 1', [-0.2792259, 0.3582135, 1.0]], ['2, k, 2', [-0.2848961, 0.660877, 1.0]], ['2, k, 3', [-0.2781826, 0.8111799, 1.0]], ['2, k, 4', [-0.4365796, 0.5348976, 1.0]], ['2, k, 5', [-0.493262, 0.3125759, 1.0]], ['2, k, 6', [-0.4444264, 0.1352115, 1.0]], ['2, k, 7', [-0.4171568, 0.09732684, 1.0]], ['2, k, 8', [-0.1108765, 0.5301773, 1.0]], ['2, k, 9', [-0.06342214, 0.2710129, 1.0]], ['2, k, 10', [-0.05038681, 0.0420371, 1.0]], ['2, k, 11', [-0.06575212, -0.01181067, 1.0]], ['2, k, 12', [-0.3442101, 0.04126853, 1.0]], ['2, k, 13', [-0.3812554, -0.290781, 1.0]], ['2, k, 14', [-0.4022169, -0.6532654, 1.0]], ['2, k, 15', [-0.3986373, -0.7205144, 1.0]], ['2, k, 16', [-0.1922283, 0.04455241, 1.0]], ['2, k, 17', [-0.1648296, -0.2948186, 1.0]], ['2, k, 18', [-0.1694717, -0.6353241, 1.0]], ['2, k, 19', [-0.1472176, -0.7237246, 1.0]], ['2, k, 20', [-0.2836417, 0.5868341, 1.0]], ['2, k, 21', [-0.3979792, 0.06236774, 1.0]], ['2, k, 22', [-0.4432315, 0.07850386, 1.0]], ['2, k, 23', [-0.06171748, -0.08479854, 1.0]], ['2, k, 24', [-0.1022861, -0.01635178, 1.0]]]
[['2, k, 0', [-0.2709153, 0.04404725, 1.0]], ['2, k, 1', [-0.286244, 0.3575411, 1.0]], ['2, k, 2', [-0.2994596, 0.6592635, 1.0]], ['2, k, 3', [-0.3009154, 0.8098125, 1.0]], ['2, k, 4', [-0.4375031, 0.5430276, 1.0]], ['2, k, 5', [-0.5681235, 0.3518745, 1.0]], ['2, k, 6', [-0.4920326, 0.4625022, 1.0]], ['2, k, 7', [-0.4536698, 0.4597217, 1.0]], ['2, k, 8', [-0.1173151, 0.5287616, 1.0]], ['2, k, 9', [-0.06608298, 0.2756378, 1.0]], ['2, k, 10', [-0.04102966, 0.04832967, 1.0]], ['2, k, 11', [-0.05870843, -0.01220147, 1.0]], ['2, k, 12', [-0.3424385, 0.04167483, 1.0]], ['2, k, 13', [-0.3802116, -0.2938451, 1.0]], ['2, k, 14', [-0.4025383, -0.650919, 1.0]], ['2, k, 15', [-0.3984011, -0.7198821, 1.0]], ['2, k, 16', [-0.1904437, 0.04493666, 1.0]], ['2, k, 17', [-0.1627927, -0.2989833, 1.0]], ['2, k, 18', [-0.1691513, -0.6369129, 1.0]], ['2, k, 19', [-0.1482865, -0.7205052, 1.0]], ['2, k, 20', [-0.2964916, 0.5854747, 1.0]], ['2, k, 21', [-0.4154028, 0.4706888, 1.0]], ['2, k, 22', [-0.4603664, 0.4706486, 1.0]], ['2, k, 23', [-0.05629132, -0.06088458, 1.0]], ['2, k, 24', [-0.09470479, -0.001340866, 1.0]]]
[['2, k, 0', [-0.2710575, 0.04399293, 1.0]], ['2, k, 1', [-0.286425, 0.3576063, 1.0]], ['2, k, 2', [-0.2996442, 0.6593994, 1.0]], ['2, k, 3', [-0.3008792, 0.8100703, 1.0]], ['2, k, 4', [-0.4374526, 0.5430222, 1.0]], ['2, k, 5', [-0.5678334, 0.3516973, 1.0]], ['2, k, 6', [-0.4850491, 0.4602917, 1.0]], ['2, k, 7', [-0.4530699, 0.45854, 1.0]], ['2, k, 8', [-0.1176584, 0.5286132, 1.0]], ['2, k, 9', [-0.06622902, 0.2757131, 1.0]], ['2, k, 10', [-0.0472137, 0.02388458, 1.0]], ['2, k, 11', [-0.06116839, -0.01412183, 1.0]], ['2, k, 12', [-0.3425066, 0.0416579, 1.0]], ['2, k, 13', [-0.3803966, -0.2937383, 1.0]], ['2, k, 14', [-0.402567, -0.6508993, 1.0]], ['2, k, 15', [-0.3984254, -0.7198783, 1.0]], ['2, k, 16', [-0.190672, 0.04484328, 1.0]], ['2, k, 17', [-0.1638868, -0.3008671, 1.0]], ['2, k, 18', [-0.169368, -0.6372104, 1.0]], ['2, k, 19', [-0.1494958, -0.7207121, 1.0]], ['2, k, 20', [-0.2966784, 0.5855976, 1.0]], ['2, k, 21', [-0.4187203, 0.4678052, 1.0]], ['2, k, 22', [-0.458142, 0.4867922, 1.0]], ['2, k, 23', [-0.06407928, -0.06122739, 1.0]], ['2, k, 24', [-0.09750681, 0.0002498206, 1.0]]]
[['2, k, 0', [-0.2711545, 0.04405678, 1.0]], ['2, k, 1', [-0.2865384, 0.3577501, 1.0]], ['2, k, 2', [-0.2997657, 0.6596047, 1.0]], ['2, k, 3', [-0.3009414, 0.8101119, 1.0]], ['2, k, 4', [-0.4374668, 0.5432503, 1.0]], ['2, k, 5', [-0.5676786, 0.3517841, 1.0]], ['2, k, 6', [-0.4809685, 0.4597105, 1.0]], ['2, k, 7', [-0.4522133, 0.4581465, 1.0]], ['2, k, 8', [-0.1181793, 0.5285755, 1.0]], ['2, k, 9', [-0.06629986, 0.2758258, 1.0]], ['2, k, 10', [-0.04685702, 0.02544298, 1.0]], ['2, k, 11', [-0.06082395, -0.01351441, 1.0]], ['2, k, 12', [-0.3425893, 0.04173711, 1.0]], ['2, k, 13', [-0.3805642, -0.2936883, 1.0]], ['2, k, 14', [-0.4025992, -0.6509491, 1.0]], ['2, k, 15', [-0.3984674, -0.7199341, 1.0]], ['2, k, 16', [-0.1907765, 0.04488379, 1.0]], ['2, k, 17', [-0.1641439, -0.3017254, 1.0]], ['2, k, 18', [-0.1689698, -0.6380441, 1.0]], ['2, k, 19', [-0.1494708, -0.7214557, 1.0]], ['2, k, 20', [-0.2967994, 0.5857894, 1.0]], ['2, k, 21', [-0.417148, 0.467449, 1.0]], ['2, k, 22', [-0.4522587, 0.48381, 1.0]], ['2, k, 23', [-0.05773044, -0.05904477, 1.0]], ['2, k, 24', [-0.09479147, -0.01159905, 1.0]]]
[['2, k, 0', [-0.2713637, 0.04417433, 1.0]], ['2, k, 1', [-0.2866539, 0.3579298, 1.0]], ['2, k, 2', [-0.2998108, 0.6598226, 1.0]], ['2, k, 3', [-0.3010685, 0.8103741, 1.0]], ['2, k, 4', [-0.437648, 0.5435882, 1.0]], ['2, k, 5', [-0.567249, 0.3516579, 1.0]], ['2, k, 6', [-0.4891281, 0.4578119, 1.0]], ['2, k, 7', [-0.452351, 0.4583404, 1.0]], ['2, k, 8', [-0.1185217, 0.5283275, 1.0]], ['2, k, 9', [-0.06653835, 0.2762793, 1.0]], ['2, k, 10', [-0.04698009, 0.02516915, 1.0]], ['2, k, 11', [-0.06175854, -0.01601652, 1.0]], ['2, k, 12', [-0.342778, 0.0418537, 1.0]], ['2, k, 13', [-0.3809173, -0.293789, 1.0]], ['2, k, 14', [-0.4025486, -0.6507966, 1.0]], ['2, k, 15', [-0.3985132, -0.7199275, 1.0]], ['2, k, 16', [-0.1909944, 0.04499851, 1.0]], ['2, k, 17', [-0.1641346, -0.3020039, 1.0]], ['2, k, 18', [-0.1690029, -0.6381913, 1.0]], ['2, k, 19', [-0.1489502, -0.7220713, 1.0]], ['2, k, 20', [-0.2968606, 0.5859995, 1.0]], ['2, k, 21', [-0.4141786, 0.4685107, 1.0]], ['2, k, 22', [-0.4595362, 0.4667143, 1.0]], ['2, k, 23', [-0.05880855, -0.08757427, 1.0]], ['2, k, 24', [-0.09750008, -0.01474444, 1.0]]]
[['2, k, 0', [-0.2715118, 0.04421577, 1.0]], ['2, k, 1', [-0.2867379, 0.3579825, 1.0]], ['2, k, 2', [-0.2998411, 0.6598812, 1.0]], ['2, k, 3', [-0.3010468, 0.8103888, 1.0]], ['2, k, 4', [-0.4376483, 0.5435841, 1.0]], ['2, k, 5', [-0.5668148, 0.3513411, 1.0]], ['2, k, 6', [-0.490654, 0.4628026, 1.0]], ['2, k, 7', [-0.4493005, 0.4580626, 1.0]], ['2, k, 8', [-0.1185769, 0.5284301, 1.0]], ['2, k, 9', [-0.06667154, 0.276555, 1.0]], ['2, k, 10', [-0.04712034, 0.02577284, 1.0]], ['2, k, 11', [-0.06267785, -0.01399126, 1.0]], ['2, k, 12', [-0.3429427, 0.04191681, 1.0]], ['2, k, 13', [-0.3810675, -0.2937046, 1.0]], ['2, k, 14', [-0.4025765, -0.6507808, 1.0]], ['2, k, 15', [-0.398488, -0.7199212, 1.0]], ['2, k, 16', [-0.191115, 0.04501561, 1.0]], ['2, k, 17', [-0.1641786, -0.3016794, 1.0]], ['2, k, 18', [-0.1690885, -0.6385477, 1.0]], ['2, k, 19', [-0.1484231, -0.72247, 1.0]], ['2, k, 20', [-0.2969033, 0.5860581, 1.0]], ['2, k, 21', [-0.4133087, 0.46604, 1.0]], ['2, k, 22', [-0.428521, 0.4921941, 1.0]], ['2, k, 23', [-0.06342892, -0.07563899, 1.0]], ['2, k, 24', [-0.09896599, 0.001847478, 1.0]]]
[['2, k, 0', [-0.2717265, 0.04435239, 1.0]], ['2, k, 1', [-0.2868796, 0.3582198, 1.0]], ['2, k, 2', [-0.2999199, 0.660197, 1.0]], ['2, k, 3', [-0.3009287, 0.8105277, 1.0]], ['2, k, 4', [-0.4376604, 0.5436237, 1.0]], ['2, k, 5', [-0.5665703, 0.3511985, 1.0]], ['2, k, 6', [-0.4841008, 0.4602928, 1.0]], ['2, k, 7', [-0.4501745, 0.4581844, 1.0]], ['2, k, 8', [-0.1186615, 0.528757, 1.0]], ['2, k, 9', [-0.06712276, 0.2766162, 1.0]], ['2, k, 10', [-0.0470553, 0.02710524, 1.0]], ['2, k, 11', [-0.06357641, -0.01224734, 1.0]], ['2, k, 12', [-0.3431608, 0.0420852, 1.0]], ['2, k, 13', [-0.381259, -0.2936196, 1.0]], ['2, k, 14', [-0.4026623, -0.6508855, 1.0]], ['2, k, 15', [-0.3985042, -0.7199682, 1.0]], ['2, k, 16', [-0.1913177, 0.04511451, 1.0]], ['2, k, 17', [-0.1646431, -0.301979, 1.0]], ['2, k, 18', [-0.1692362, -0.638799, 1.0]], ['2, k, 19', [-0.1555247, -0.6815134, 1.0]], ['2, k, 20', [-0.296998, 0.5863571, 1.0]], ['2, k, 21', [-0.4093355, 0.4652826, 1.0]], ['2, k, 22', [-0.4484079, 0.4779491, 1.0]], ['2, k, 23', [-0.06256359, -0.07382432, 1.0]], ['2, k, 24', [-0.09900682, 0.00170478, 1.0]]]
[['2, k, 0', [-0.2721701, 0.04445201, 1.0]], ['2, k, 1', [-0.2871967, 0.3584375, 1.0]], ['2, k, 2', [-0.3001249, 0.6605323, 1.0]], ['2, k, 3', [-0.3007624, 0.8109063, 1.0]], ['2, k, 4', [-0.4376276, 0.5436238, 1.0]], ['2, k, 5', [-0.5663946, 0.3510971, 1.0]], ['2, k, 6', [-0.4863251, 0.4598852, 1.0]], ['2, k, 7', [-0.4494486, 0.4571885, 1.0]], ['2, k, 8', [-0.1186783, 0.5286103, 1.0]], ['2, k, 9', [-0.06778745, 0.2765909, 1.0]], ['2, k, 10', [-0.04717554, 0.02776278, 1.0]], ['2, k, 11', [-0.06396017, -0.01296609, 1.0]], ['2, k, 12', [-0.3437067, 0.04220425, 1.0]], ['2, k, 13', [-0.381447, -0.2936314, 1.0]], ['2, k, 14', [-0.4026734, -0.6508934, 1.0]], ['2, k, 15', [-0.3985032, -0.7199721, 1.0]], ['2, k, 16', [-0.1916545, 0.04519784, 1.0]], ['2, k, 17', [-0.1647455, -0.3016973, 1.0]], ['2, k, 18', [-0.1692333, -0.6388204, 1.0]], ['2, k, 19', [-0.1545561, -0.7217369, 1.0]], ['2, k, 20', [-0.2972309, 0.5866634, 1.0]], ['2, k, 21', [-0.4118292, 0.4664924, 1.0]], ['2, k, 22', [-0.4554096, 0.4632574, 1.0]], ['2, k, 23', [-0.06067018, -0.07582013, 1.0]], ['2, k, 24', [-0.09849222, -0.001308688, 1.0]]]
[['2, k, 0', [-0.272306, 0.0445391, 1.0]], ['2, k, 1', [-0.2872667, 0.3585835, 1.0]], ['2, k, 2', [-0.3001541, 0.6607122, 1.0]], ['2, k, 3', [-0.3006336, 0.8111097, 1.0]], ['2, k, 4', [-0.4376034, 0.5436962, 1.0]], ['2, k, 5', [-0.5660105, 0.3509176, 1.0]], ['2, k, 6', [-0.4878949, 0.4609122, 1.0]], ['2, k, 7', [-0.4468751, 0.4557772, 1.0]], ['2, k, 8', [-0.1188195, 0.5285566, 1.0]], ['2, k, 9', [-0.06813856, 0.2770443, 1.0]], ['2, k, 10', [-0.04698874, 0.02856182, 1.0]], ['2, k, 11', [-0.06343766, -0.01172996, 1.0]], ['2, k, 12', [-0.3437539, 0.0422836, 1.0]], ['2, k, 13', [-0.3817308, -0.2933286, 1.0]], ['2, k, 14', [-0.4026392, -0.6506251, 1.0]], ['2, k, 15', [-0.3985167, -0.719977, 1.0]], ['2, k, 16', [-0.1919076, 0.04528784, 1.0]], ['2, k, 17', [-0.1648076, -0.3014987, 1.0]], ['2, k, 18', [-0.169053, -0.638383, 1.0]], ['2, k, 19', [-0.1545534, -0.7212971, 1.0]], ['2, k, 20', [-0.2972684, 0.5868328, 1.0]], ['2, k, 21', [-0.4100687, 0.4637224, 1.0]], ['2, k, 22', [-0.4662002, 0.4529152, 1.0]], ['2, k, 23', [-0.06056128, -0.06988297, 1.0]], ['2, k, 24', [-0.09826253, -0.001733285, 1.0]]]
[['2, k, 0', [-0.2725057, 0.04457279, 1.0]], ['2, k, 1', [-0.2873232, 0.3586998, 1.0]], ['2, k, 2', [-0.3001346, 0.6608691, 1.0]], ['2, k, 3', [-0.3004744, 0.8112913, 1.0]], ['2, k, 4', [-0.4377105, 0.5439515, 1.0]], ['2, k, 5', [-0.5653312, 0.3506334, 1.0]], ['2, k, 6', [-0.4875769, 0.4612277, 1.0]], ['2, k, 7', [-0.4465106, 0.4539346, 1.0]], ['2, k, 8', [-0.1193349, 0.5281121, 1.0]], ['2, k, 9', [-0.06824349, 0.2769931, 1.0]], ['2, k, 10', [-0.04722022, 0.02874462, 1.0]], ['2, k, 11', [-0.06398088, -0.01249952, 1.0]], ['2, k, 12', [-0.3438847, 0.04233402, 1.0]], ['2, k, 13', [-0.3821545, -0.2934195, 1.0]], ['2, k, 14', [-0.4026681, -0.6506292, 1.0]], ['2, k, 15', [-0.3981728, -0.7199988, 1.0]], ['2, k, 16', [-0.1921763, 0.04530231, 1.0]], ['2, k, 17', [-0.1655538, -0.3025128, 1.0]], ['2, k, 18', [-0.1690744, -0.6384454, 1.0]], ['2, k, 19', [-0.151041, -0.7220049, 1.0]], ['2, k, 20', [-0.2972643, 0.5869773, 1.0]], ['2, k, 21', [-0.4089381, 0.4606199, 1.0]], ['2, k, 22', [-0.4620375, 0.4527598, 1.0]], ['2, k, 23', [-0.06402685, -0.07333828, 1.0]], ['2, k, 24', [-0.1008769, 0.002342542, 1.0]]]
[['2, k, 0', [-0.2729866, 0.04463556, 1.0]], ['2, k, 1', [-0.2874684, 0.3588656, 1.0]], ['2, k, 2', [-0.3000875, 0.6610738, 1.0]], ['2, k, 3', [-0.3002903, 0.8115028, 1.0]], ['2, k, 4', [-0.4395151, 0.5446489, 1.0]], ['2, k, 5', [-0.56516, 0.3501193, 1.0]], ['2, k, 6', [-0.4769661, 0.4549129, 1.0]], ['2, k, 7', [-0.4448923, 0.4507062, 1.0]], ['2, k, 8', [-0.1194611, 0.5278971, 1.0]], ['2, k, 9', [-0.06889005, 0.2772404, 1.0]], ['2, k, 10', [-0.04667434, 0.04779603, 1.0]], ['2, k, 11', [-0.06332493, -0.004898229, 1.0]], ['2, k, 12', [-0.3444272, 0.04234238, 1.0]], ['2, k, 13', [-0.3826638, -0.2932982, 1.0]], ['2, k, 14', [-0.402885, -0.6508033, 1.0]], ['2, k, 15', [-0.3986228, -0.7202639, 1.0]], ['2, k, 16', [-0.1925784, 0.04541709, 1.0]], ['2, k, 17', [-0.1655888, -0.302424, 1.0]], ['2, k, 18', [-0.1689197, -0.6374998, 1.0]], ['2, k, 19', [-0.150975, -0.7215979, 1.0]], ['2, k, 20', [-0.2972528, 0.5871781, 1.0]], ['2, k, 21', [-0.412098, 0.4583735, 1.0]], ['2, k, 22', [-0.4596978, 0.4640165, 1.0]], ['2, k, 23', [-0.06396677, -0.07526064, 1.0]], ['2, k, 24', [-0.1002109, 0.01102053, 1.0]]]
[['2, k, 0', [-0.273326, 0.04483265, 1.0]], ['2, k, 1', [-0.2876747, 0.3590294, 1.0]], ['2, k, 2', [-0.3001737, 0.661204, 1.0]], ['2, k, 3', [-0.3000203, 0.8119293, 1.0]], ['2, k, 4', [-0.4386339, 0.545671, 1.0]], ['2, k, 5', [-0.5637128, 0.3507462, 1.0]], ['2, k, 6', [-0.4869965, 0.4549317, 1.0]], ['2, k, 7', [-0.4445556, 0.4479288, 1.0]], ['2, k, 8', [-0.1202955, 0.5283226, 1.0]], ['2, k, 9', [-0.06910339, 0.2774858, 1.0]], ['2, k, 10', [-0.04745651, 0.04091045, 1.0]], ['2, k, 11', [-0.06402957, -0.005992142, 1.0]], ['2, k, 12', [-0.3447355, 0.04251398, 1.0]], ['2, k, 13', [-0.3829693, -0.2932722, 1.0]], ['2, k, 14', [-0.4029083, -0.6508027, 1.0]], ['2, k, 15', [-0.3986221, -0.7202637, 1.0]], ['2, k, 16', [-0.1929322, 0.04563778, 1.0]], ['2, k, 17', [-0.1658456, -0.3013, 1.0]], ['2, k, 18', [-0.16883, -0.6371429, 1.0]], ['2, k, 19', [-0.1515834, -0.7209588, 1.0]], ['2, k, 20', [-0.2973644, 0.5873168, 1.0]], ['2, k, 21', [-0.4118134, 0.4551008, 1.0]], ['2, k, 22', [-0.4698533, 0.4443024, 1.0]], ['2, k, 23', [-0.06028064, -0.07704285, 1.0]], ['2, k, 24', [-0.09793341, -0.02690687, 1.0]]]
[['2, k, 0', [-0.2735482, 0.04495992, 1.0]], ['2, k, 1', [-0.2877792, 0.3591455, 1.0]], ['2, k, 2', [-0.3001668, 0.6613144, 1.0]], ['2, k, 3', [-0.2997748, 0.8119703, 1.0]], ['2, k, 4', [-0.4382811, 0.5461606, 1.0]], ['2, k, 5', [-0.5628726, 0.3508807, 1.0]], ['2, k, 6', [-0.4753335, 0.4467877, 1.0]], ['2, k, 7', [-0.4439711, 0.4423425, 1.0]], ['2, k, 8', [-0.120263, 0.5280185, 1.0]], ['2, k, 9', [-0.0691682, 0.2773181, 1.0]], ['2, k, 10', [-0.04759025, 0.03752189, 1.0]], ['2, k, 11', [-0.06404861, -0.008489924, 1.0]], ['2, k, 12', [-0.3448977, 0.04259917, 1.0]], ['2, k, 13', [-0.3831694, -0.2931092, 1.0]], ['2, k, 14', [-0.402957, -0.65065, 1.0]], ['2, k, 15', [-0.3985933, -0.7202616, 1.0]], ['2, k, 16', [-0.1932019, 0.0458139, 1.0]], ['2, k, 17', [-0.1662449, -0.3033065, 1.0]], ['2, k, 18', [-0.1689105, -0.6373882, 1.0]], ['2, k, 19', [-0.1484846, -0.7206672, 1.0]], ['2, k, 20', [-0.2973827, 0.5874305, 1.0]], ['2, k, 21', [-0.4102309, 0.448158, 1.0]], ['2, k, 22', [-0.4552727, 0.4279357, 1.0]], ['2, k, 23', [-0.06089994, -0.0760015, 1.0]], ['2, k, 24', [-0.09909933, 0.005345099, 1.0]]]
[['2, k, 0', [-0.2739359, 0.0452486, 1.0]], ['2, k, 1', [-0.2879845, 0.3594809, 1.0]], ['2, k, 2', [-0.3002061, 0.6617028, 1.0]], ['2, k, 3', [-0.2997348, 0.8123898, 1.0]], ['2, k, 4', [-0.4382501, 0.5461676, 1.0]], ['2, k, 5', [-0.5620574, 0.3503841, 1.0]], ['2, k, 6', [-0.4795999, 0.4419338, 1.0]], ['2, k, 7', [-0.4414025, 0.4371445, 1.0]], ['2, k, 8', [-0.1201104, 0.5281559, 1.0]], ['2, k, 9', [-0.0696457, 0.2780651, 1.0]], ['2, k, 10', [-0.04826947, 0.0360444, 1.0]], ['2, k, 11', [-0.0648103, -0.007078391, 1.0]], ['2, k, 12', [-0.3453057, 0.04286624, 1.0]], ['2, k, 13', [-0.3837836, -0.2929612, 1.0]], ['2, k, 14', [-0.4029411, -0.6506542, 1.0]], ['2, k, 15', [-0.3985513, -0.7202131, 1.0]], ['2, k, 16', [-0.1935405, 0.0461143, 1.0]], ['2, k, 17', [-0.1661524, -0.2991031, 1.0]], ['2, k, 18', [-0.1690306, -0.6371129, 1.0]], ['2, k, 19', [-0.148905, -0.7206013, 1.0]], ['2, k, 20', [-0.2974623, 0.5878052, 1.0]], ['2, k, 21', [-0.4111989, 0.4431566, 1.0]], ['2, k, 22', [-0.4590714, 0.4246671, 1.0]], ['2, k, 23', [-0.06602767, -0.07475024, 1.0]], ['2, k, 24', [-0.1030116, 0.01670545, 1.0]]]
[['2, k, 0', [-0.2743659, 0.04558646, 1.0]], ['2, k, 1', [-0.2882116, 0.3597429, 1.0]], ['2, k, 2', [-0.3002419, 0.6619115, 1.0]], ['2, k, 3', [-0.2994252, 0.8126639, 1.0]], ['2, k, 4', [-0.438232, 0.5464922, 1.0]], ['2, k, 5', [-0.5613406, 0.3502258, 1.0]], ['2, k, 6', [-0.511447, 0.4252172, 1.0]], ['2, k, 7', [-0.4421516, 0.4313657, 1.0]], ['2, k, 8', [-0.1206607, 0.5283057, 1.0]], ['2, k, 9', [-0.07006317, 0.2775042, 1.0]], ['2, k, 10', [-0.04846011, 0.03402423, 1.0]], ['2, k, 11', [-0.06585145, -0.006748164, 1.0]], ['2, k, 12', [-0.3456939, 0.04321146, 1.0]], ['2, k, 13', [-0.3840169, -0.2927863, 1.0]], ['2, k, 14', [-0.4029381, -0.6506494, 1.0]], ['2, k, 15', [-0.3985834, -0.7203389, 1.0]], ['2, k, 16', [-0.1939886, 0.04642701, 1.0]], ['2, k, 17', [-0.1661396, -0.2983529, 1.0]], ['2, k, 18', [-0.169102, -0.6370035, 1.0]], ['2, k, 19', [-0.1495433, -0.7205454, 1.0]], ['2, k, 20', [-0.2975433, 0.5880283, 1.0]], ['2, k, 21', [-0.4092697, 0.4391532, 1.0]], ['2, k, 22', [-0.4262137, 0.4083892, 1.0]], ['2, k, 23', [-0.06369572, -0.07014421, 1.0]], ['2, k, 24', [-0.1007284, 0.005684896, 1.0]]]
[['2, k, 0', [-0.2745527, 0.04568993, 1.0]], ['2, k, 1', [-0.2883129, 0.3598224, 1.0]], ['2, k, 2', [-0.3002273, 0.6619855, 1.0]], ['2, k, 3', [-0.2992851, 0.8127552, 1.0]], ['2, k, 4', [-0.4384574, 0.546693, 1.0]], ['2, k, 5', [-0.5596927, 0.3492538, 1.0]], ['2, k, 6', [-0.4590315, 0.4224702, 1.0]], ['2, k, 7', [-0.4377187, 0.4251493, 1.0]], ['2, k, 8', [-0.1207144, 0.5279874, 1.0]], ['2, k, 9', [-0.07048852, 0.2776477, 1.0]], ['2, k, 10', [-0.04861109, 0.03383225, 1.0]], ['2, k, 11', [-0.06469851, -0.009738742, 1.0]], ['2, k, 12', [-0.3459433, 0.04335152, 1.0]], ['2, k, 13', [-0.3841561, -0.2923386, 1.0]], ['2, k, 14', [-0.4029653, -0.6506717, 1.0]], ['2, k, 15', [-0.3986072, -0.7203361, 1.0]], ['2, k, 16', [-0.1941143, 0.04649621, 1.0]], ['2, k, 17', [-0.1666109, -0.2999744, 1.0]], ['2, k, 18', [-0.1691216, -0.6369156, 1.0]], ['2, k, 19', [-0.1476428, -0.7201711, 1.0]], ['2, k, 20', [-0.2975616, 0.5881031, 1.0]], ['2, k, 21', [-0.4102649, 0.43128, 1.0]], ['2, k, 22', [-0.4549789, 0.4112269, 1.0]], ['2, k, 23', [-0.06138635, -0.07826629, 1.0]], ['2, k, 24', [-0.1010578, 0.004001203, 1.0]]]
[['2, k, 0', [-0.2746374, 0.045711, 1.0]], ['2, k, 1', [-0.2884996, 0.3598969, 1.0]], ['2, k, 2', [-0.3004847, 0.662146, 1.0]], ['2, k, 3', [-0.2990961, 0.8128256, 1.0]], ['2, k, 4', [-0.4384688, 0.5467059, 1.0]], ['2, k, 5', [-0.5571117, 0.3475833, 1.0]], ['2, k, 6', [-0.4613436, 0.4221449, 1.0]], ['2, k, 7', [-0.4393514, 0.4192508, 1.0]], ['2, k, 8', [-0.1207939, 0.5278969, 1.0]], ['2, k, 9', [-0.07078885, 0.2776837, 1.0]], ['2, k, 10', [-0.04868823, 0.03381196, 1.0]], ['2, k, 11', [-0.06544986, -0.008136126, 1.0]], ['2, k, 12', [-0.3460355, 0.04332785, 1.0]], ['2, k, 13', [-0.3844131, -0.292511, 1.0]], ['2, k, 14', [-0.4030071, -0.6507089, 1.0]], ['2, k, 15', [-0.3986503, -0.7203512, 1.0]], ['2, k, 16', [-0.1941897, 0.04656062, 1.0]], ['2, k, 17', [-0.1664576, -0.2976124, 1.0]], ['2, k, 18', [-0.1697583, -0.6364264, 1.0]], ['2, k, 19', [-0.1485039, -0.7201022, 1.0]], ['2, k, 20', [-0.2978081, 0.5882413, 1.0]], ['2, k, 21', [-0.4105668, 0.4234785, 1.0]], ['2, k, 22', [-0.4658779, 0.4159508, 1.0]], ['2, k, 23', [-0.06443124, -0.07499426, 1.0]], ['2, k, 24', [-0.1005805, 0.005221895, 1.0]]]
[['2, k, 0', [-0.2747979, 0.04578917, 1.0]], ['2, k, 1', [-0.2887866, 0.360081, 1.0]], ['2, k, 2', [-0.3008775, 0.6624826, 1.0]], ['2, k, 3', [-0.2989788, 0.8130917, 1.0]], ['2, k, 4', [-0.4386871, 0.5468009, 1.0]], ['2, k, 5', [-0.555576, 0.3466611, 1.0]], ['2, k, 6', [-0.4613079, 0.4219968, 1.0]], ['2, k, 7', [-0.4353217, 0.4142819, 1.0]], ['2, k, 8', [-0.1212773, 0.5282947, 1.0]], ['2, k, 9', [-0.07095721, 0.2779391, 1.0]], ['2, k, 10', [-0.0491162, 0.03157034, 1.0]], ['2, k, 11', [-0.06581623, -0.01147854, 1.0]], ['2, k, 12', [-0.3461724, 0.04340238, 1.0]], ['2, k, 13', [-0.3845767, -0.2926055, 1.0]], ['2, k, 14', [-0.4030208, -0.650665, 1.0]], ['2, k, 15', [-0.3986433, -0.7202986, 1.0]], ['2, k, 16', [-0.1943715, 0.04663882, 1.0]], ['2, k, 17', [-0.1664717, -0.297569, 1.0]], ['2, k, 18', [-0.1694646, -0.6353947, 1.0]], ['2, k, 19', [-0.1512387, -0.7192311, 1.0]], ['2, k, 20', [-0.2981798, 0.5885372, 1.0]], ['2, k, 21', [-0.4083852, 0.4173849, 1.0]], ['2, k, 22', [-0.448865, 0.3976957, 1.0]], ['2, k, 23', [-0.06350332, -0.07985418, 1.0]], ['2, k, 24', [-0.1016535, 0.001072622, 1.0]]]
