[['2, k, 0', [-0.2093505, -0.09220416, 1.0]], ['2, k, 1', [-0.1973065, 0.2240811, 1.0]], ['2, k, 2', [-0.1842664, 0.5285105, 1.0]], ['2, k, 3', [-0.1873415, 0.6563656, 1.0]], ['2, k, 4', [-0.3652593, 0.3992328, 1.0]], ['2, k, 5', [-0.4420269, 0.1789719, 1.0]], ['2, k, 6', [-0.4408831, -0.03093237, 1.0]], ['2, k, 7', [-0.4342161, -0.09224162, 1.0]], ['2, k, 8', [-0.01997924, 0.3926742, 1.0]], ['2, k, 9', [0.03092573, 0.1694765, 1.0]], ['2, k, 10', [0.002624045, -0.05148589, 1.0]], ['2, k, 11', [-0.006510928, -0.1170156, 1.0]], ['2, k, 12', [-0.2829084, -0.08608793, 1.0]], ['2, k, 13', [-0.2789263, -0.4148261, 1.0]], ['2, k, 14', [-0.2921038, -0.6865818, 1.0]], ['2, k, 15', [-0.3064817, -0.7475085, 1.0]], ['2, k, 16', [-0.1286132, -0.09505735, 1.0]], ['2, k, 17', [-0.1517158, -0.4223219, 1.0]], ['2, k, 18', [-0.1178421, -0.6839609, 1.0]], ['2, k, 19', [-0.06900503, -0.73918, 1.0]], ['2, k, 20', [-0.1877537, 0.4539677, 1.0]], ['2, k, 21', [-0.4229622, -0.1698042, 1.0]], ['2, k, 22', [-0.3866484, -0.08332951, 1.0]], ['2, k, 23', [-0.006972741, -0.1896974, 1.0]], ['2, k, 24', [-0.05086161, -0.090443, 1.0]]]
[['2, k, 0', [-0.179996, -0.03096706, 1.0]], ['2, k, 1', [-0.1940623, 0.2568535, 1.0]], ['2, k, 2', [-0.2037238, 0.5378443, 1.0]], ['2, k, 3', [-0.2018386, 0.6640964, 1.0]], ['2, k, 4', [-0.3722365, 0.4046961, 1.0]], ['2, k, 5', [-0.4472364, 0.182401, 1.0]], ['2, k, 6', [-0.4460413, -0.01003062, 1.0]], ['2, k, 7', [-0.436616, -0.0743902, 1.0]], ['2, k, 8', [-0.04481157, 0.4846767, 1.0]], ['2, k, 9', [-0.0004774363, 0.6468261, 1.0]], ['2, k, 10', [-0.03139711, 0.8127757, 1.0]], ['2, k, 11', [-0.04472272, 0.8569281, 1.0]], ['2, k, 12', [-0.2578245, -0.03668651, 1.0]], ['2, k, 13', [-0.2823053, -0.3685552, 1.0]], ['2, k, 14', [-0.2926312, -0.6898645, 1.0]], ['2, k, 15', [-0.3062745, -0.7483262, 1.0]], ['2, k, 16', [-0.09563309, -0.02381554, 1.0]], ['2, k, 17', [-0.1247182, -0.3602554, 1.0]], ['2, k, 18', [-0.117679, -0.6834357, 1.0]], ['2, k, 19', [-0.06950687, -0.7367609, 1.0]], ['2, k, 20', [-0.2016843, 0.4683945, 1.0]], ['2, k, 21', [-0.4274397, -0.1549913, 1.0]], ['2, k, 22', [-0.39116, -0.0893129, 1.0]], ['2, k, 23', [-0.0438585, 0.8982328, 1.0]], ['2, k, 24', [-0.1058498, 0.8335506, 1.0]]]
[['2, k, 0', [-0.1782338, -0.02328005, 1.0]], ['2, k, 1', [-0.1943855, 0.2593856, 1.0]], ['2, k, 2', [-0.2066319, 0.5369141, 1.0]], ['2, k, 3', [-0.2016165, 0.6643619, 1.0]], ['2, k, 4', [-0.3723938, 0.4044226, 1.0]], ['2, k, 5', [-0.4473401, 0.1827596, 1.0]], ['2, k, 6', [-0.4473123, -0.009402522, 1.0]], ['2, k, 7', [-0.4383542, -0.07493197, 1.0]], ['2, k, 8', [-0.04249581, 0.5104207, 1.0]], ['2, k, 9', [-0.001792127, 0.6566469, 1.0]], ['2, k, 10', [-0.03708454, 0.82798, 1.0]], ['2, k, 11', [-0.05184337, 0.8744722, 1.0]], ['2, k, 12', [-0.2536545, -0.02822189, 1.0]], ['2, k, 13', [-0.2815141, -0.3607635, 1.0]], ['2, k, 14', [-0.2925978, -0.6897773, 1.0]], ['2, k, 15', [-0.3062285, -0.7480477, 1.0]], ['2, k, 16', [-0.09598642, -0.01692454, 1.0]], ['2, k, 17', [-0.1242181, -0.3540905, 1.0]], ['2, k, 18', [-0.1184137, -0.6832718, 1.0]], ['2, k, 19', [-0.07003265, -0.7365729, 1.0]], ['2, k, 20', [-0.2036142, 0.4686494, 1.0]], ['2, k, 21', [-0.4282552, -0.1558019, 1.0]], ['2, k, 22', [-0.3912856, -0.06445225, 1.0]], ['2, k, 23', [-0.05030373, 0.9100341, 1.0]], ['2, k, 24', [-0.1045173, 0.8600127, 1.0]]]
[['2, k, 0', [-0.1784134, -0.02165051, 1.0]], ['2, k, 1', [-0.1943697, 0.2601676, 1.0]], ['2, k, 2', [-0.2067153, 0.536739, 1.0]], ['2, k, 3', [-0.2014167, 0.6646101, 1.0]], ['2, k, 4', [-0.372387, 0.4045022, 1.0]], ['2, k, 5', [-0.4473686, 0.1828827, 1.0]], ['2, k, 6', [-0.4482436, -0.009526241, 1.0]], ['2, k, 7', [-0.4387731, -0.07498775, 1.0]], ['2, k, 8', [-0.04255023, 0.5094354, 1.0]], ['2, k, 9', [-0.003648916, 0.6671706, 1.0]], ['2, k, 10', [-0.04286211, 0.8465881, 1.0]], ['2, k, 11', [-0.05816998, 0.8901445, 1.0]], ['2, k, 12', [-0.2535918, -0.0262938, 1.0]], ['2, k, 13', [-0.2819016, -0.3589942, 1.0]], ['2, k, 14', [-0.2925239, -0.6898915, 1.0]], ['2, k, 15', [-0.3063135, -0.7481374, 1.0]], ['2, k, 16', [-0.09645285, -0.01571877, 1.0]], ['2, k, 17', [-0.1241591, -0.3529705, 1.0]], ['2, k, 18', [-0.1184495, -0.6832376, 1.0]], ['2, k, 19', [-0.07040536, -0.7364265, 1.0]], ['2, k, 20', [-0.2036577, 0.4686729, 1.0]], ['2, k, 21', [-0.4310925, -0.1548908, 1.0]], ['2, k, 22', [-0.391681, -0.06638274, 1.0]], ['2, k, 23', [-0.06077847, 0.9267673, 1.0]], ['2, k, 24', [-0.1145293, 0.8881116, 1.0]]]
[['2, k, 0', [-0.177975, -0.01752225, 1.0]], ['2, k, 1', [-0.1944786, 0.2621353, 1.0]], ['2, k, 2', [-0.207766, 0.5362611, 1.0]], ['2, k, 3', [-0.2014239, 0.665005, 1.0]], ['2, k, 4', [-0.3726409, 0.4040811, 1.0]], ['2, k, 5', [-0.447669, 0.1831532, 1.0]], ['2, k, 6', [-0.4486533, -0.009375053, 1.0]], ['2, k, 7', [-0.4398129, -0.07425805, 1.0]], ['2, k, 8', [-0.04417178, 0.5205799, 1.0]], ['2, k, 9', [-0.005671474, 0.6775553, 1.0]], ['2, k, 10', [-0.04865239, 0.8627424, 1.0]], ['2, k, 11', [-0.06327222, 0.9074398, 1.0]], ['2, k, 12', [-0.2521934, -0.02236642, 1.0]], ['2, k, 13', [-0.2813126, -0.3555684, 1.0]], ['2, k, 14', [-0.2925627, -0.6902792, 1.0]], ['2, k, 15', [-0.3063166, -0.7482072, 1.0]], ['2, k, 16', [-0.0971109, -0.01158002, 1.0]], ['2, k, 17', [-0.124851, -0.3494939, 1.0]], ['2, k, 18', [-0.1188541, -0.68408, 1.0]], ['2, k, 19', [-0.07065223, -0.7363535, 1.0]], ['2, k, 20', [-0.2044628, 0.4689471, 1.0]], ['2, k, 21', [-0.4298524, -0.1544582, 1.0]], ['2, k, 22', [-0.39188, -0.06879137, 1.0]], ['2, k, 23', [-0.06761139, 0.9475264, 1.0]], ['2, k, 24', [-0.1159147, 0.898517, 1.0]]]
[['2, k, 0', [-0.1778754, -0.01570221, 1.0]], ['2, k, 1', [-0.1941384, 0.2633953, 1.0]], ['2, k, 2', [-0.2075122, 0.5363634, 1.0]], ['2, k, 3', [-0.2012743, 0.6652294, 1.0]], ['2, k, 4', [-0.3724699, 0.4040164, 1.0]], ['2, k, 5', [-0.4477734, 0.1831713, 1.0]], ['2, k, 6', [-0.4492173, -0.009546083, 1.0]], ['2, k, 7', [-0.4396726, -0.07509473, 1.0]], ['2, k, 8', [-0.04409606, 0.5205712, 1.0]], ['2, k, 9', [-0.006038912, 0.68296, 1.0]], ['2, k, 10', [-0.05340224, 0.8720875, 1.0]], ['2, k, 11', [-0.06755734, 0.9175618, 1.0]], ['2, k, 12', [-0.2519413, -0.02051572, 1.0]], ['2, k, 13', [-0.2792872, -0.3539825, 1.0]], ['2, k, 14', [-0.292529, -0.6904893, 1.0]], ['2, k, 15', [-0.3063067, -0.7482122, 1.0]], ['2, k, 16', [-0.0972088, -0.009938862, 1.0]], ['2, k, 17', [-0.1246805, -0.3480945, 1.0]], ['2, k, 18', [-0.1180963, -0.6843956, 1.0]], ['2, k, 19', [-0.07117078, -0.7361166, 1.0]], ['2, k, 20', [-0.2042703, 0.4692384, 1.0]], ['2, k, 21', [-0.4317358, -0.1531745, 1.0]], ['2, k, 22', [-0.3905609, -0.06945896, 1.0]], ['2, k, 23', [-0.06987777, 0.9604602, 1.0]], ['2, k, 24', [-0.1203566, 0.9119266, 1.0]]]
[['2, k, 0', [-0.1779732, -0.01470147, 1.0]], ['2, k, 1', [-0.1940505, 0.263919, 1.0]], ['2, k, 2', [-0.2074, 0.5362088, 1.0]], ['2, k, 3', [-0.2014037, 0.6653714, 1.0]], ['2, k, 4', [-0.3724365, 0.4040144, 1.0]], ['2, k, 5', [-0.4482515, 0.1831862, 1.0]], ['2, k, 6', [-0.4493893, -0.009441175, 1.0]], ['2, k, 7', [-0.4396958, -0.0757727, 1.0]], ['2, k, 8', [-0.04392436, 0.5207987, 1.0]], ['2, k, 9', [-0.006370008, 0.690861, 1.0]], ['2, k, 10', [-0.05862474, 0.8889869, 1.0]], ['2, k, 11', [-0.07248537, 0.9308329, 1.0]], ['2, k, 12', [-0.2517711, -0.01955927, 1.0]], ['2, k, 13', [-0.2785317, -0.3532281, 1.0]], ['2, k, 14', [-0.2925698, -0.6906472, 1.0]], ['2, k, 15', [-0.3063503, -0.7482365, 1.0]], ['2, k, 16', [-0.0976325, -0.00891927, 1.0]], ['2, k, 17', [-0.1243494, -0.3474051, 1.0]], ['2, k, 18', [-0.1171693, -0.6842111, 1.0]], ['2, k, 19', [-0.07138828, -0.7360448, 1.0]], ['2, k, 20', [-0.2042114, 0.4692634, 1.0]], ['2, k, 21', [-0.4300299, -0.1555494, 1.0]], ['2, k, 22', [-0.3905985, -0.07212365, 1.0]], ['2, k, 23', [-0.08485413, 0.9711493, 1.0]], ['2, k, 24', [-0.1271428, 0.9266796, 1.0]]]
[['2, k, 0', [-0.1779768, -0.01435598, 1.0]], ['2, k, 1', [-0.1938226, 0.2644363, 1.0]], ['2, k, 2', [-0.2070913, 0.5362985, 1.0]], ['2, k, 3', [-0.2011618, 0.6655995, 1.0]], ['2, k, 4', [-0.3721375, 0.4039154, 1.0]], ['2, k, 5', [-0.4483689, 0.1832094, 1.0]], ['2, k, 6', [-0.4495736, -0.009401251, 1.0]], ['2, k, 7', [-0.438755, -0.07540289, 1.0]], ['2, k, 8', [-0.04350723, 0.5228292, 1.0]], ['2, k, 9', [-0.009406335, 0.7155536, 1.0]], ['2, k, 10', [-0.06130414, 0.8989365, 1.0]], ['2, k, 11', [-0.07677108, 0.9416268, 1.0]], ['2, k, 12', [-0.2513711, -0.01881244, 1.0]], ['2, k, 13', [-0.2783758, -0.3519905, 1.0]], ['2, k, 14', [-0.2924894, -0.6904264, 1.0]], ['2, k, 15', [-0.3064465, -0.7480366, 1.0]], ['2, k, 16', [-0.09812459, -0.008016493, 1.0]], ['2, k, 17', [-0.1243924, -0.3471744, 1.0]], ['2, k, 18', [-0.1171764, -0.684478, 1.0]], ['2, k, 19', [-0.07134105, -0.7352716, 1.0]], ['2, k, 20', [-0.2039596, 0.4694673, 1.0]], ['2, k, 21', [-0.4311476, -0.1558138, 1.0]], ['2, k, 22', [-0.3916192, -0.0717347, 1.0]], ['2, k, 23', [-0.08796261, 0.9888834, 1.0]], ['2, k, 24', [-0.1239833, 0.9336902, 1.0]]]
[['2, k, 0', [-0.1771845, -0.008059446, 1.0]], ['2, k, 1', [-0.1930748, 0.2669765, 1.0]], ['2, k, 2', [-0.2068211, 0.536348, 1.0]], ['2, k, 3', [-0.2009046, 0.6658521, 1.0]], ['2, k, 4', [-0.3721332, 0.4039257, 1.0]], ['2, k, 5', [-0.4484175, 0.1831442, 1.0]], ['2, k, 6', [-0.44962, -0.009203247, 1.0]], ['2, k, 7', [-0.4371729, -0.07499041, 1.0]], ['2, k, 8', [-0.04219349, 0.5327059, 1.0]], ['2, k, 9', [-0.01090215, 0.7237726, 1.0]], ['2, k, 10', [-0.06399942, 0.9078605, 1.0]], ['2, k, 11', [-0.07839139, 0.950829, 1.0]], ['2, k, 12', [-0.2490753, -0.01206326, 1.0]], ['2, k, 13', [-0.2783676, -0.3449154, 1.0]], ['2, k, 14', [-0.2924374, -0.6904472, 1.0]], ['2, k, 15', [-0.306623, -0.7480828, 1.0]], ['2, k, 16', [-0.09862353, -0.002344406, 1.0]], ['2, k, 17', [-0.1240888, -0.3424406, 1.0]], ['2, k, 18', [-0.1171388, -0.6845697, 1.0]], ['2, k, 19', [-0.07113499, -0.7356007, 1.0]], ['2, k, 20', [-0.203636, 0.4698227, 1.0]], ['2, k, 21', [-0.4272574, -0.1535255, 1.0]], ['2, k, 22', [-0.3933214, -0.06513627, 1.0]], ['2, k, 23', [-0.08697249, 0.9942485, 1.0]], ['2, k, 24', [-0.1032374, 0.9191031, 1.0]]]
[['2, k, 0', [-0.1765114, -0.007525897, 1.0]], ['2, k, 1', [-0.1925179, 0.2674962, 1.0]], ['2, k, 2', [-0.2065564, 0.5362993, 1.0]], ['2, k, 3', [-0.1998022, 0.6656714, 1.0]], ['2, k, 4', [-0.3715639, 0.4038722, 1.0]], ['2, k, 5', [-0.4483648, 0.1830562, 1.0]], ['2, k, 6', [-0.44955, -0.009021727, 1.0]], ['2, k, 7', [-0.436789, -0.07519422, 1.0]], ['2, k, 8', [-0.0425266, 0.5367082, 1.0]], ['2, k, 9', [-0.01117085, 0.7295894, 1.0]], ['2, k, 10', [-0.06610087, 0.9139524, 1.0]], ['2, k, 11', [-0.08083779, 0.9564667, 1.0]], ['2, k, 12', [-0.2479584, -0.01188309, 1.0]], ['2, k, 13', [-0.2787398, -0.3444729, 1.0]], ['2, k, 14', [-0.2923492, -0.6902773, 1.0]], ['2, k, 15', [-0.3065784, -0.7480584, 1.0]], ['2, k, 16', [-0.09815097, -0.001318828, 1.0]], ['2, k, 17', [-0.1239513, -0.341885, 1.0]], ['2, k, 18', [-0.1165355, -0.684624, 1.0]], ['2, k, 19', [-0.07126035, -0.7355304, 1.0]], ['2, k, 20', [-0.2033345, 0.4699227, 1.0]], ['2, k, 21', [-0.4250368, -0.1538271, 1.0]], ['2, k, 22', [-0.3908359, -0.07228248, 1.0]], ['2, k, 23', [-0.09911628, 0.9967334, 1.0]], ['2, k, 24', [-0.1271302, 0.9458928, 1.0]]]
[['2, k, 0', [-0.1758456, -0.006546993, 1.0]], ['2, k, 1', [-0.1921434, 0.2681117, 1.0]], ['2, k, 2', [-0.2064713, 0.5362685, 1.0]], ['2, k, 3', [-0.1988888, 0.6654073, 1.0]], ['2, k, 4', [-0.3708781, 0.4035298, 1.0]], ['2, k, 5', [-0.448503, 0.182873, 1.0]], ['2, k, 6', [-0.449128, -0.008682376, 1.0]], ['2, k, 7', [-0.4351684, -0.074863, 1.0]], ['2, k, 8', [-0.04249788, 0.537891, 1.0]], ['2, k, 9', [-0.01431252, 0.7372575, 1.0]], ['2, k, 10', [-0.07121523, 0.9300707, 1.0]], ['2, k, 11', [-0.08262937, 0.9668223, 1.0]], ['2, k, 12', [-0.2468669, -0.01059985, 1.0]], ['2, k, 13', [-0.279024, -0.342726, 1.0]], ['2, k, 14', [-0.2923056, -0.6902898, 1.0]], ['2, k, 15', [-0.3065683, -0.7479494, 1.0]], ['2, k, 16', [-0.09772961, -0.0005573267, 1.0]], ['2, k, 17', [-0.1234372, -0.3413964, 1.0]], ['2, k, 18', [-0.1167037, -0.6849161, 1.0]], ['2, k, 19', [-0.0714683, -0.7355593, 1.0]], ['2, k, 20', [-0.2032229, 0.4700039, 1.0]], ['2, k, 21', [-0.4234312, -0.1538922, 1.0]], ['2, k, 22', [-0.3913132, -0.06863885, 1.0]], ['2, k, 23', [-0.0979385, 1.002176, 1.0]], ['2, k, 24', [-0.1193351, 0.9408275, 1.0]]]
[['2, k, 0', [-0.1749928, -0.005863144, 1.0]], ['2, k, 1', [-0.1916824, 0.2685353, 1.0]], ['2, k, 2', [-0.2063522, 0.536198, 1.0]], ['2, k, 3', [-0.1982592, 0.6654766, 1.0]], ['2, k, 4', [-0.3703728, 0.4033149, 1.0]], ['2, k, 5', [-0.4490706, 0.1829503, 1.0]], ['2, k, 6', [-0.448894, -0.008614554, 1.0]], ['2, k, 7', [-0.434853, -0.07418896, 1.0]], ['2, k, 8', [-0.04245802, 0.5390727, 1.0]], ['2, k, 9', [-0.01520352, 0.7396413, 1.0]], ['2, k, 10', [-0.07221493, 0.9328952, 1.0]], ['2, k, 11', [-0.08446596, 0.9677086, 1.0]], ['2, k, 12', [-0.2456956, -0.01003772, 1.0]], ['2, k, 13', [-0.2789834, -0.3418455, 1.0]], ['2, k, 14', [-0.2922997, -0.6902778, 1.0]], ['2, k, 15', [-0.3065321, -0.7479832, 1.0]], ['2, k, 16', [-0.09708843, 0.0001281791, 1.0]], ['2, k, 17', [-0.1233146, -0.3409344, 1.0]], ['2, k, 18', [-0.1167238, -0.6849192, 1.0]], ['2, k, 19', [-0.07174946, -0.7354121, 1.0]], ['2, k, 20', [-0.2030674, 0.4700425, 1.0]], ['2, k, 21', [-0.4236064, -0.1528407, 1.0]], ['2, k, 22', [-0.3932305, -0.05718042, 1.0]], ['2, k, 23', [-0.1065655, 1.010378, 1.0]], ['2, k, 24', [-0.1360251, 0.9618766, 1.0]]]
[['2, k, 0', [-0.1734013, -0.00297515, 1.0]], ['2, k, 1', [-0.1907187, 0.2699371, 1.0]], ['2, k, 2', [-0.2060245, 0.5361968, 1.0]], ['2, k, 3', [-0.1976584, 0.665504, 1.0]], ['2, k, 4', [-0.3700579, 0.4031659, 1.0]], ['2, k, 5', [-0.4490049, 0.1827782, 1.0]], ['2, k, 6', [-0.4485102, -0.0081959, 1.0]], ['2, k, 7', [-0.4340847, -0.07501666, 1.0]], ['2, k, 8', [-0.04320923, 0.5440193, 1.0]], ['2, k, 9', [-0.01666716, 0.7436989, 1.0]], ['2, k, 10', [-0.07376745, 0.9353684, 1.0]], ['2, k, 11', [-0.08565208, 0.9694936, 1.0]], ['2, k, 12', [-0.2437956, -0.007781113, 1.0]], ['2, k, 13', [-0.2786203, -0.3394943, 1.0]], ['2, k, 14', [-0.2918015, -0.6897049, 1.0]], ['2, k, 15', [-0.3065014, -0.7478662, 1.0]], ['2, k, 16', [-0.09620708, 0.002963389, 1.0]], ['2, k, 17', [-0.1229932, -0.3384728, 1.0]], ['2, k, 18', [-0.1156232, -0.6853215, 1.0]], ['2, k, 19', [-0.07177038, -0.7355952, 1.0]], ['2, k, 20', [-0.2026184, 0.4703112, 1.0]], ['2, k, 21', [-0.4257019, -0.1540851, 1.0]], ['2, k, 22', [-0.3904682, -0.0770161, 1.0]], ['2, k, 23', [-0.106789, 1.004648, 1.0]], ['2, k, 24', [-0.1348485, 0.9612249, 1.0]]]
[['2, k, 0', [-0.1730334, -0.0009947092, 1.0]], ['2, k, 1', [-0.1904091, 0.2709232, 1.0]], ['2, k, 2', [-0.2059307, 0.5361857, 1.0]], ['2, k, 3', [-0.1972106, 0.6654727, 1.0]], ['2, k, 4', [-0.3693814, 0.4034065, 1.0]], ['2, k, 5', [-0.4489069, 0.1831808, 1.0]], ['2, k, 6', [-0.448254, -0.008154882, 1.0]], ['2, k, 7', [-0.4335834, -0.07469971, 1.0]], ['2, k, 8', [-0.04351586, 0.5462456, 1.0]], ['2, k, 9', [-0.01673693, 0.7438217, 1.0]], ['2, k, 10', [-0.07371563, 0.9329324, 1.0]], ['2, k, 11', [-0.08837254, 0.9658746, 1.0]], ['2, k, 12', [-0.2431621, -0.005621573, 1.0]], ['2, k, 13', [-0.2780071, -0.3372589, 1.0]], ['2, k, 14', [-0.2924702, -0.6899826, 1.0]], ['2, k, 15', [-0.3063299, -0.7481423, 1.0]], ['2, k, 16', [-0.09618872, 0.004467652, 1.0]], ['2, k, 17', [-0.1228968, -0.3371535, 1.0]], ['2, k, 18', [-0.1158551, -0.6853024, 1.0]], ['2, k, 19', [-0.07175711, -0.7356088, 1.0]], ['2, k, 20', [-0.2024668, 0.4704643, 1.0]], ['2, k, 21', [-0.4241619, -0.1543886, 1.0]], ['2, k, 22', [-0.3911695, -0.06785249, 1.0]], ['2, k, 23', [-0.09636655, 1.000832, 1.0]], ['2, k, 24', [-0.1429454, 0.9609643, 1.0]]]
[['2, k, 0', [-0.1729818, -0.0008036385, 1.0]], ['2, k, 1', [-0.1902828, 0.2711961, 1.0]], ['2, k, 2', [-0.205802, 0.5361853, 1.0]], ['2, k, 3', [-0.1969347, 0.6656557, 1.0]], ['2, k, 4', [-0.369029, 0.4034011, 1.0]], ['2, k, 5', [-0.4488577, 0.1833132, 1.0]], ['2, k, 6', [-0.4481937, -0.00816006, 1.0]], ['2, k, 7', [-0.4348783, -0.07390001, 1.0]], ['2, k, 8', [-0.04340611, 0.5462653, 1.0]], ['2, k, 9', [-0.01642597, 0.7429171, 1.0]], ['2, k, 10', [-0.07478394, 0.9339261, 1.0]], ['2, k, 11', [-0.08622201, 0.9614741, 1.0]], ['2, k, 12', [-0.2431402, -0.005572976, 1.0]], ['2, k, 13', [-0.278273, -0.3370991, 1.0]], ['2, k, 14', [-0.2870118, -0.6453538, 1.0]], ['2, k, 15', [-0.3023987, -0.7287074, 1.0]], ['2, k, 16', [-0.0961596, 0.004765844, 1.0]], ['2, k, 17', [-0.1229199, -0.3368877, 1.0]], ['2, k, 18', [-0.1159628, -0.6853179, 1.0]], ['2, k, 19', [-0.07180971, -0.7357615, 1.0]], ['2, k, 20', [-0.2023277, 0.4705722, 1.0]], ['2, k, 21', [-0.4235238, -0.1528074, 1.0]], ['2, k, 22', [-0.3911111, -0.07132837, 1.0]], ['2, k, 23', [-0.1003626, 0.9939383, 1.0]], ['2, k, 24', [-0.1355429, 0.9511042, 1.0]]]
[['2, k, 0', [-0.172854, -0.001096394, 1.0]], ['2, k, 1', [-0.1902187, 0.271193, 1.0]], ['2, k, 2', [-0.2057175, 0.5361744, 1.0]], ['2, k, 3', [-0.1966764, 0.6658912, 1.0]], ['2, k, 4', [-0.3688344, 0.4033723, 1.0]], ['2, k, 5', [-0.4487785, 0.1833821, 1.0]], ['2, k, 6', [-0.4481958, -0.00809799, 1.0]], ['2, k, 7', [-0.4347516, -0.07369979, 1.0]], ['2, k, 8', [-0.04326296, 0.5463431, 1.0]], ['2, k, 9', [-0.01630486, 0.7420858, 1.0]], ['2, k, 10', [-0.07227676, 0.9249435, 1.0]], ['2, k, 11', [-0.08441629, 0.9550179, 1.0]], ['2, k, 12', [-0.2430725, -0.005989037, 1.0]], ['2, k, 13', [-0.2779595, -0.3375526, 1.0]], ['2, k, 14', [-0.2870918, -0.6457837, 1.0]], ['2, k, 15', [-0.3024332, -0.7290673, 1.0]], ['2, k, 16', [-0.0959994, 0.004462403, 1.0]], ['2, k, 17', [-0.1229185, -0.3371516, 1.0]], ['2, k, 18', [-0.1145626, -0.685872, 1.0]], ['2, k, 19', [-0.07173132, -0.7358334, 1.0]], ['2, k, 20', [-0.2022397, 0.4706007, 1.0]], ['2, k, 21', [-0.4240213, -0.1529914, 1.0]], ['2, k, 22', [-0.3914272, -0.07439649, 1.0]], ['2, k, 23', [-0.09847608, 0.9873115, 1.0]], ['2, k, 24', [-0.1433378, 0.9511914, 1.0]]]
[['2, k, 0', [-0.1729637, -0.0009411898, 1.0]], ['2, k, 1', [-0.1900978, 0.2721301, 1.0]], ['2, k, 2', [-0.2048546, 0.5374852, 1.0]], ['2, k, 3', [-0.1966416, 0.6658796, 1.0]], ['2, k, 4', [-0.3687674, 0.40338, 1.0]], ['2, k, 5', [-0.4487334, 0.1834192, 1.0]], ['2, k, 6', [-0.4481421, -0.008066037, 1.0]], ['2, k, 7', [-0.4348108, -0.07457933, 1.0]], ['2, k, 8', [-0.04296143, 0.5456988, 1.0]], ['2, k, 9', [-0.01570609, 0.7391624, 1.0]], ['2, k, 10', [-0.06918357, 0.9159519, 1.0]], ['2, k, 11', [-0.07787231, 0.9470535, 1.0]], ['2, k, 12', [-0.2432766, -0.00581402, 1.0]], ['2, k, 13', [-0.2765936, -0.3376855, 1.0]], ['2, k, 14', [-0.2921035, -0.6892289, 1.0]], ['2, k, 15', [-0.306395, -0.7477467, 1.0]], ['2, k, 16', [-0.0961442, 0.004659455, 1.0]], ['2, k, 17', [-0.1229464, -0.336933, 1.0]], ['2, k, 18', [-0.1143509, -0.6856917, 1.0]], ['2, k, 19', [-0.07275394, -0.7348199, 1.0]], ['2, k, 20', [-0.2015554, 0.4721052, 1.0]], ['2, k, 21', [-0.4270514, -0.1490305, 1.0]], ['2, k, 22', [-0.3918996, -0.0746312, 1.0]], ['2, k, 23', [-0.08986684, 0.9895576, 1.0]], ['2, k, 24', [-0.1165681, 0.9339893, 1.0]]]
[['2, k, 0', [-0.1730389, -0.0009149874, 1.0]], ['2, k, 1', [-0.1901182, 0.2721724, 1.0]], ['2, k, 2', [-0.2048197, 0.5372205, 1.0]], ['2, k, 3', [-0.1968066, 0.6658488, 1.0]], ['2, k, 4', [-0.3688243, 0.4036059, 1.0]], ['2, k, 5', [-0.4486722, 0.1836194, 1.0]], ['2, k, 6', [-0.4481617, -0.008029684, 1.0]], ['2, k, 7', [-0.4358972, -0.0742243, 1.0]], ['2, k, 8', [-0.04280577, 0.5452161, 1.0]], ['2, k, 9', [-0.01493356, 0.7351077, 1.0]], ['2, k, 10', [-0.06332218, 0.9060327, 1.0]], ['2, k, 11', [-0.07207147, 0.9387642, 1.0]], ['2, k, 12', [-0.2436501, -0.005921175, 1.0]], ['2, k, 13', [-0.2769173, -0.3381189, 1.0]], ['2, k, 14', [-0.2919656, -0.6892548, 1.0]], ['2, k, 15', [-0.3064362, -0.7476897, 1.0]], ['2, k, 16', [-0.09625804, 0.004765478, 1.0]], ['2, k, 17', [-0.122938, -0.3367531, 1.0]], ['2, k, 18', [-0.1141321, -0.6854923, 1.0]], ['2, k, 19', [-0.07267895, -0.73507, 1.0]], ['2, k, 20', [-0.2015331, 0.4720238, 1.0]], ['2, k, 21', [-0.426713, -0.1535995, 1.0]], ['2, k, 22', [-0.3918214, -0.075925, 1.0]], ['2, k, 23', [-0.08547846, 0.9830156, 1.0]], ['2, k, 24', [-0.1163248, 0.9221175, 1.0]]]
