[['2, k, 0', [-0.1006379, -0.2279171, 1.0]], ['2, k, 1', [-0.1222782, 0.05746306, 1.0]], ['2, k, 2', [-0.146161, 0.3366606, 1.0]], ['2, k, 3', [-0.1509759, 0.4702771, 1.0]], ['2, k, 4', [-0.3147894, 0.2326911, 1.0]], ['2, k, 5', [-0.3633977, 0.01053731, 1.0]], ['2, k, 6', [-0.258804, -0.1451728, 1.0]], ['2, k, 7', [-0.2033557, -0.1574339, 1.0]], ['2, k, 8', [0.01970755, 0.249357, 1.0]], ['2, k, 9', [0.04408772, 0.03862714, 1.0]], ['2, k, 10', [-0.02151037, -0.1321153, 1.0]], ['2, k, 11', [-0.03803236, -0.2153581, 1.0]], ['2, k, 12', [-0.179994, -0.2309342, 1.0]], ['2, k, 13', [-0.2422174, -0.2558015, 1.0]], ['2, k, 14', [-0.2475336, -0.6802285, 1.0]], ['2, k, 15', [-0.2342398, -0.7362621, 1.0]], ['2, k, 16', [-0.01783297, -0.2170621, 1.0]], ['2, k, 17', [0.07906441, -0.2420485, 1.0]], ['2, k, 18', [0.03542815, -0.6428759, 1.0]], ['2, k, 19', [0.05632195, -0.7209656, 1.0]], ['2, k, 20', [-0.1400818, 0.2680072, 1.0]], ['2, k, 21', [-0.1575807, -0.2022412, 1.0]], ['2, k, 22', [-0.2470885, -0.1601335, 1.0]], ['2, k, 23', [-0.05878371, -0.2701089, 1.0]], ['2, k, 24', [-0.1081416, -0.2053026, 1.0]]]
[['2, k, 0', [-0.115554, -0.2143155, 1.0]], ['2, k, 1', [-0.1308345, 0.07520767, 1.0]], ['2, k, 2', [-0.1461731, 0.3543453, 1.0]], ['2, k, 3', [-0.1513381, 0.4873683, 1.0]], ['2, k, 4', [-0.3110375, 0.237571, 1.0]], ['2, k, 5', [-0.3567139, 0.0189718, 1.0]], ['2, k, 6', [-0.2630869, -0.1258853, 1.0]], ['2, k, 7', [-0.2068574, -0.1547199, 1.0]], ['2, k, 8', [0.01096885, 0.2746478, 1.0]], ['2, k, 9', [0.08444411, 0.1316835, 1.0]], ['2, k, 10', [0.04240837, -0.002051769, 1.0]], ['2, k, 11', [0.02476239, -0.03434404, 1.0]], ['2, k, 12', [-0.1929023, -0.2195726, 1.0]], ['2, k, 13', [-0.2405597, -0.2512043, 1.0]], ['2, k, 14', [-0.2471296, -0.6770606, 1.0]], ['2, k, 15', [-0.2343353, -0.7353223, 1.0]], ['2, k, 16', [-0.03572053, -0.204388, 1.0]], ['2, k, 17', [0.08482385, -0.2555721, 1.0]], ['2, k, 18', [0.03487626, -0.6499645, 1.0]], ['2, k, 19', [0.06436453, -0.7204175, 1.0]], ['2, k, 20', [-0.1429117, 0.2857366, 1.0]], ['2, k, 21', [-0.1643261, -0.203506, 1.0]], ['2, k, 22', [-0.2410184, -0.1612289, 1.0]], ['2, k, 23', [0.02800299, -0.07796972, 1.0]], ['2, k, 24', [-0.02308947, -0.03649114, 1.0]]]
[['2, k, 0', [-0.1162333, -0.2151325, 1.0]], ['2, k, 1', [-0.129986, 0.07331234, 1.0]], ['2, k, 2', [-0.1406269, 0.3521775, 1.0]], ['2, k, 3', [-0.143106, 0.4870425, 1.0]], ['2, k, 4', [-0.3080739, 0.2379997, 1.0]], ['2, k, 5', [-0.3561954, 0.01891109, 1.0]], ['2, k, 6', [-0.2637179, -0.1289142, 1.0]], ['2, k, 7', [-0.2090012, -0.1538572, 1.0]], ['2, k, 8', [0.01860926, 0.2718257, 1.0]], ['2, k, 9', [0.06021895, 0.07118475, 1.0]], ['2, k, 10', [0.03269186, -0.06800737, 1.0]], ['2, k, 11', [0.01607551, -0.1508337, 1.0]], ['2, k, 12', [-0.1936389, -0.2199401, 1.0]], ['2, k, 13', [-0.2408147, -0.2512402, 1.0]], ['2, k, 14', [-0.2468228, -0.6767797, 1.0]], ['2, k, 15', [-0.2343503, -0.7356932, 1.0]], ['2, k, 16', [-0.03617013, -0.2054732, 1.0]], ['2, k, 17', [0.08319312, -0.2488277, 1.0]], ['2, k, 18', [0.04025284, -0.627192, 1.0]], ['2, k, 19', [0.05900002, -0.7081267, 1.0]], ['2, k, 20', [-0.1385975, 0.2834885, 1.0]], ['2, k, 21', [-0.1645362, -0.205668, 1.0]], ['2, k, 22', [-0.2554696, -0.1557235, 1.0]], ['2, k, 23', [0.008452654, -0.1979405, 1.0]], ['2, k, 24', [-0.0280995, -0.1357657, 1.0]]]
[['2, k, 0', [-0.1188359, -0.216243, 1.0]], ['2, k, 1', [-0.129998, 0.07154813, 1.0]], ['2, k, 2', [-0.1371143, 0.3502825, 1.0]], ['2, k, 3', [-0.1403247, 0.486551, 1.0]], ['2, k, 4', [-0.3068331, 0.2383275, 1.0]], ['2, k, 5', [-0.3558243, 0.01880465, 1.0]], ['2, k, 6', [-0.2623785, -0.1237779, 1.0]], ['2, k, 7', [-0.2090205, -0.1521076, 1.0]], ['2, k, 8', [0.02330729, 0.2703322, 1.0]], ['2, k, 9', [0.06008271, 0.06739965, 1.0]], ['2, k, 10', [0.02380096, -0.09041632, 1.0]], ['2, k, 11', [0.0164709, -0.1726677, 1.0]], ['2, k, 12', [-0.1961443, -0.220115, 1.0]], ['2, k, 13', [-0.2414267, -0.2525982, 1.0]], ['2, k, 14', [-0.2476792, -0.6768122, 1.0]], ['2, k, 15', [-0.234085, -0.7345428, 1.0]], ['2, k, 16', [-0.03855133, -0.207265, 1.0]], ['2, k, 17', [0.08192925, -0.2434888, 1.0]], ['2, k, 18', [0.04007688, -0.6262339, 1.0]], ['2, k, 19', [0.05858593, -0.7072288, 1.0]], ['2, k, 20', [-0.1359011, 0.2816036, 1.0]], ['2, k, 21', [-0.1628735, -0.2008978, 1.0]], ['2, k, 22', [-0.2556961, -0.1544933, 1.0]], ['2, k, 23', [0.01479255, -0.2246857, 1.0]], ['2, k, 24', [-0.03415225, -0.1600934, 1.0]]]
[['2, k, 0', [-0.1195539, -0.2169844, 1.0]], ['2, k, 1', [-0.1298484, 0.0707267, 1.0]], ['2, k, 2', [-0.13648, 0.349915, 1.0]], ['2, k, 3', [-0.1371149, 0.4866886, 1.0]], ['2, k, 4', [-0.3062252, 0.2382819, 1.0]], ['2, k, 5', [-0.3551353, 0.01876127, 1.0]], ['2, k, 6', [-0.263066, -0.1256504, 1.0]], ['2, k, 7', [-0.2090558, -0.1533305, 1.0]], ['2, k, 8', [0.02705637, 0.2677925, 1.0]], ['2, k, 9', [0.05431278, 0.0529962, 1.0]], ['2, k, 10', [0.02349095, -0.09350809, 1.0]], ['2, k, 11', [0.01235438, -0.165828, 1.0]], ['2, k, 12', [-0.1970544, -0.2204172, 1.0]], ['2, k, 13', [-0.2416132, -0.2527599, 1.0]], ['2, k, 14', [-0.2482924, -0.6789452, 1.0]], ['2, k, 15', [-0.2340939, -0.7346914, 1.0]], ['2, k, 16', [-0.03908286, -0.2085461, 1.0]], ['2, k, 17', [0.08118843, -0.2410706, 1.0]], ['2, k, 18', [0.03967538, -0.6276422, 1.0]], ['2, k, 19', [0.05846203, -0.7074388, 1.0]], ['2, k, 20', [-0.1352925, 0.2811264, 1.0]], ['2, k, 21', [-0.1652744, -0.2018444, 1.0]], ['2, k, 22', [-0.2478212, -0.1587098, 1.0]], ['2, k, 23', [-0.01171809, -0.2054389, 1.0]], ['2, k, 24', [-0.03439073, -0.1726379, 1.0]]]
[['2, k, 0', [-0.120206, -0.2176901, 1.0]], ['2, k, 1', [-0.1292822, 0.06960649, 1.0]], ['2, k, 2', [-0.1346404, 0.3487541, 1.0]], ['2, k, 3', [-0.1343433, 0.485404, 1.0]], ['2, k, 4', [-0.3046356, 0.2389867, 1.0]], ['2, k, 5', [-0.3550353, 0.01866782, 1.0]], ['2, k, 6', [-0.2646203, -0.1333646, 1.0]], ['2, k, 7', [-0.2087939, -0.1569983, 1.0]], ['2, k, 8', [0.027775, 0.2678441, 1.0]], ['2, k, 9', [0.05200202, 0.05066486, 1.0]], ['2, k, 10', [0.0132704, -0.1229896, 1.0]], ['2, k, 11', [0.005517388, -0.1368817, 1.0]], ['2, k, 12', [-0.1976267, -0.2206296, 1.0]], ['2, k, 13', [-0.2417194, -0.2528436, 1.0]], ['2, k, 14', [-0.248162, -0.6787089, 1.0]], ['2, k, 15', [-0.2340128, -0.735157, 1.0]], ['2, k, 16', [-0.03975494, -0.2098658, 1.0]], ['2, k, 17', [0.08111347, -0.2397683, 1.0]], ['2, k, 18', [0.03961689, -0.6276219, 1.0]], ['2, k, 19', [0.05848474, -0.7082205, 1.0]], ['2, k, 20', [-0.1337059, 0.2799712, 1.0]], ['2, k, 21', [-0.1676387, -0.2098015, 1.0]], ['2, k, 22', [-0.2430848, -0.1606832, 1.0]], ['2, k, 23', [-0.0180397, -0.1897803, 1.0]], ['2, k, 24', [-0.01056861, -0.133625, 1.0]]]
[['2, k, 0', [-0.1209313, -0.2179869, 1.0]], ['2, k, 1', [-0.1288306, 0.0692328, 1.0]], ['2, k, 2', [-0.1326406, 0.3484093, 1.0]], ['2, k, 3', [-0.1324288, 0.4852692, 1.0]], ['2, k, 4', [-0.3039765, 0.2396589, 1.0]], ['2, k, 5', [-0.354891, 0.01835948, 1.0]], ['2, k, 6', [-0.2623274, -0.1243174, 1.0]], ['2, k, 7', [-0.2099536, -0.1515712, 1.0]], ['2, k, 8', [0.02928755, 0.2683199, 1.0]], ['2, k, 9', [0.04866578, 0.04723511, 1.0]], ['2, k, 10', [0.009960899, -0.1173269, 1.0]], ['2, k, 11', [0.005427891, -0.1790128, 1.0]], ['2, k, 12', [-0.1983932, -0.2205567, 1.0]], ['2, k, 13', [-0.2417884, -0.2528222, 1.0]], ['2, k, 14', [-0.2479645, -0.6779194, 1.0]], ['2, k, 15', [-0.2340235, -0.7354383, 1.0]], ['2, k, 16', [-0.04043221, -0.210438, 1.0]], ['2, k, 17', [0.08099972, -0.2391378, 1.0]], ['2, k, 18', [0.03997098, -0.626947, 1.0]], ['2, k, 19', [0.05833564, -0.707601, 1.0]], ['2, k, 20', [-0.1320936, 0.2796209, 1.0]], ['2, k, 21', [-0.1643382, -0.1971504, 1.0]], ['2, k, 22', [-0.2600011, -0.1534041, 1.0]], ['2, k, 23', [-0.01102506, -0.2263582, 1.0]], ['2, k, 24', [-0.05049596, -0.2132858, 1.0]]]
[['2, k, 0', [-0.1223424, -0.2188368, 1.0]], ['2, k, 1', [-0.1289482, 0.06844451, 1.0]], ['2, k, 2', [-0.1318717, 0.3477434, 1.0]], ['2, k, 3', [-0.1310644, 0.4854994, 1.0]], ['2, k, 4', [-0.3031784, 0.2390853, 1.0]], ['2, k, 5', [-0.3546655, 0.01871642, 1.0]], ['2, k, 6', [-0.2609613, -0.1242264, 1.0]], ['2, k, 7', [-0.2109434, -0.1493841, 1.0]], ['2, k, 8', [0.03017066, 0.2677135, 1.0]], ['2, k, 9', [0.04554701, 0.04528309, 1.0]], ['2, k, 10', [0.008758244, -0.1174159, 1.0]], ['2, k, 11', [0.005400158, -0.1802343, 1.0]], ['2, k, 12', [-0.1998139, -0.2209053, 1.0]], ['2, k, 13', [-0.241825, -0.2530296, 1.0]], ['2, k, 14', [-0.2475746, -0.678745, 1.0]], ['2, k, 15', [-0.2340118, -0.7355239, 1.0]], ['2, k, 16', [-0.04163142, -0.211545, 1.0]], ['2, k, 17', [0.08097117, -0.2384035, 1.0]], ['2, k, 18', [0.04042646, -0.6272615, 1.0]], ['2, k, 19', [0.05844425, -0.7075849, 1.0]], ['2, k, 20', [-0.1315106, 0.2789306, 1.0]], ['2, k, 21', [-0.1641287, -0.1977531, 1.0]], ['2, k, 22', [-0.251292, -0.1568808, 1.0]], ['2, k, 23', [-0.01641502, -0.2263267, 1.0]], ['2, k, 24', [-0.04813598, -0.2034319, 1.0]]]
[['2, k, 0', [-0.1237844, -0.2198176, 1.0]], ['2, k, 1', [-0.1289603, 0.06748945, 1.0]], ['2, k, 2', [-0.1311515, 0.3469981, 1.0]], ['2, k, 3', [-0.1286595, 0.4850121, 1.0]], ['2, k, 4', [-0.3017038, 0.2396857, 1.0]], ['2, k, 5', [-0.3542611, 0.01830874, 1.0]], ['2, k, 6', [-0.2598246, -0.1262222, 1.0]], ['2, k, 7', [-0.2125042, -0.1467284, 1.0]], ['2, k, 8', [0.03290388, 0.2669291, 1.0]], ['2, k, 9', [0.04124471, 0.04208931, 1.0]], ['2, k, 10', [0.007197433, -0.1166841, 1.0]], ['2, k, 11', [0.005873733, -0.1801994, 1.0]], ['2, k, 12', [-0.2013981, -0.2210774, 1.0]], ['2, k, 13', [-0.241921, -0.2540565, 1.0]], ['2, k, 14', [-0.2474553, -0.6787627, 1.0]], ['2, k, 15', [-0.2340042, -0.7350862, 1.0]], ['2, k, 16', [-0.0431544, -0.2134675, 1.0]], ['2, k, 17', [0.08140029, -0.2376757, 1.0]], ['2, k, 18', [0.03979376, -0.62736, 1.0]], ['2, k, 19', [0.05811445, -0.7061352, 1.0]], ['2, k, 20', [-0.1308952, 0.278148, 1.0]], ['2, k, 21', [-0.1636078, -0.1943043, 1.0]], ['2, k, 22', [-0.2544922, -0.1535644, 1.0]], ['2, k, 23', [-0.01381322, -0.2269955, 1.0]], ['2, k, 24', [-0.04716707, -0.2097407, 1.0]]]
[['2, k, 0', [-0.1242886, -0.2200312, 1.0]], ['2, k, 1', [-0.1291028, 0.06724184, 1.0]], ['2, k, 2', [-0.1311951, 0.3466896, 1.0]], ['2, k, 3', [-0.128513, 0.4843024, 1.0]], ['2, k, 4', [-0.3018851, 0.2396167, 1.0]], ['2, k, 5', [-0.3542708, 0.01833966, 1.0]], ['2, k, 6', [-0.2596768, -0.1261404, 1.0]], ['2, k, 7', [-0.2118897, -0.1477099, 1.0]], ['2, k, 8', [0.0330004, 0.2669982, 1.0]], ['2, k, 9', [0.04036924, 0.04197995, 1.0]], ['2, k, 10', [0.01098649, -0.1192416, 1.0]], ['2, k, 11', [0.005570383, -0.1783524, 1.0]], ['2, k, 12', [-0.2018445, -0.2211513, 1.0]], ['2, k, 13', [-0.2419077, -0.2542831, 1.0]], ['2, k, 14', [-0.2475006, -0.6786711, 1.0]], ['2, k, 15', [-0.2339858, -0.7351035, 1.0]], ['2, k, 16', [-0.0436391, -0.2137048, 1.0]], ['2, k, 17', [0.08141221, -0.2372732, 1.0]], ['2, k, 18', [0.04028223, -0.6260935, 1.0]], ['2, k, 19', [0.05836436, -0.7051464, 1.0]], ['2, k, 20', [-0.1309491, 0.277861, 1.0]], ['2, k, 21', [-0.1637356, -0.1951147, 1.0]], ['2, k, 22', [-0.2498752, -0.1565139, 1.0]], ['2, k, 23', [-0.01074216, -0.2241596, 1.0]], ['2, k, 24', [-0.04961691, -0.2086114, 1.0]]]
[['2, k, 0', [-0.1247517, -0.2201667, 1.0]], ['2, k, 1', [-0.1293097, 0.06704057, 1.0]], ['2, k, 2', [-0.1314813, 0.3463292, 1.0]], ['2, k, 3', [-0.1287297, 0.48387, 1.0]], ['2, k, 4', [-0.3019676, 0.2395808, 1.0]], ['2, k, 5', [-0.3541786, 0.01821757, 1.0]], ['2, k, 6', [-0.2593364, -0.126003, 1.0]], ['2, k, 7', [-0.2128878, -0.1471808, 1.0]], ['2, k, 8', [0.03078416, 0.2669718, 1.0]], ['2, k, 9', [0.03509017, 0.04258627, 1.0]], ['2, k, 10', [0.01695449, -0.1005885, 1.0]], ['2, k, 11', [0.01760863, -0.179239, 1.0]], ['2, k, 12', [-0.2021714, -0.2213244, 1.0]], ['2, k, 13', [-0.2418699, -0.2542337, 1.0]], ['2, k, 14', [-0.2477367, -0.678468, 1.0]], ['2, k, 15', [-0.2338837, -0.7353757, 1.0]], ['2, k, 16', [-0.04423651, -0.2136775, 1.0]], ['2, k, 17', [0.08100035, -0.2365855, 1.0]], ['2, k, 18', [0.04072173, -0.6248362, 1.0]], ['2, k, 19', [0.05836029, -0.7040585, 1.0]], ['2, k, 20', [-0.1311948, 0.2775557, 1.0]], ['2, k, 21', [-0.1625338, -0.1938443, 1.0]], ['2, k, 22', [-0.2566126, -0.1524493, 1.0]], ['2, k, 23', [0.01841533, -0.2294361, 1.0]], ['2, k, 24', [-0.02485023, -0.1657359, 1.0]]]
[['2, k, 0', [-0.124705, -0.2201785, 1.0]], ['2, k, 1', [-0.1293308, 0.06701107, 1.0]], ['2, k, 2', [-0.1316904, 0.3462847, 1.0]], ['2, k, 3', [-0.129209, 0.4833809, 1.0]], ['2, k, 4', [-0.3025362, 0.2392817, 1.0]], ['2, k, 5', [-0.3540699, 0.01816819, 1.0]], ['2, k, 6', [-0.2630503, -0.1308256, 1.0]], ['2, k, 7', [-0.2057232, -0.1596744, 1.0]], ['2, k, 8', [0.03047603, 0.2670763, 1.0]], ['2, k, 9', [0.03329996, 0.05533302, 1.0]], ['2, k, 10', [0.01622432, -0.09393327, 1.0]], ['2, k, 11', [0.01809968, -0.1683134, 1.0]], ['2, k, 12', [-0.2021625, -0.2214252, 1.0]], ['2, k, 13', [-0.241875, -0.2542342, 1.0]], ['2, k, 14', [-0.2477048, -0.6784676, 1.0]], ['2, k, 15', [-0.2339461, -0.7354108, 1.0]], ['2, k, 16', [-0.04399202, -0.2133381, 1.0]], ['2, k, 17', [0.08162305, -0.235672, 1.0]], ['2, k, 18', [0.04276488, -0.6216283, 1.0]], ['2, k, 19', [0.05809283, -0.7026584, 1.0]], ['2, k, 20', [-0.1313135, 0.2775238, 1.0]], ['2, k, 21', [-0.1657857, -0.2127723, 1.0]], ['2, k, 22', [-0.223466, -0.1744585, 1.0]], ['2, k, 23', [0.02884297, -0.2270926, 1.0]], ['2, k, 24', [-0.02109408, -0.1642599, 1.0]]]
[['2, k, 0', [-0.1246702, -0.2201599, 1.0]], ['2, k, 1', [-0.1294707, 0.06696909, 1.0]], ['2, k, 2', [-0.132991, 0.3459717, 1.0]], ['2, k, 3', [-0.1309615, 0.4832959, 1.0]], ['2, k, 4', [-0.3032185, 0.2392048, 1.0]], ['2, k, 5', [-0.3539609, 0.01799998, 1.0]], ['2, k, 6', [-0.2635279, -0.131969, 1.0]], ['2, k, 7', [-0.2054274, -0.1607607, 1.0]], ['2, k, 8', [0.02821417, 0.2669669, 1.0]], ['2, k, 9', [0.0359268, 0.07808883, 1.0]], ['2, k, 10', [0.02852668, -0.06164359, 1.0]], ['2, k, 11', [0.02525603, -0.1400006, 1.0]], ['2, k, 12', [-0.2020932, -0.2215517, 1.0]], ['2, k, 13', [-0.241872, -0.2542193, 1.0]], ['2, k, 14', [-0.2479593, -0.6782942, 1.0]], ['2, k, 15', [-0.2338477, -0.7350315, 1.0]], ['2, k, 16', [-0.0438532, -0.2130316, 1.0]], ['2, k, 17', [0.08270764, -0.237104, 1.0]], ['2, k, 18', [0.04286709, -0.6214462, 1.0]], ['2, k, 19', [0.05794169, -0.702536, 1.0]], ['2, k, 20', [-0.1321932, 0.2773054, 1.0]], ['2, k, 21', [-0.167877, -0.2163614, 1.0]], ['2, k, 22', [-0.2365795, -0.1668026, 1.0]], ['2, k, 23', [0.045344, -0.1948459, 1.0]], ['2, k, 24', [-0.01995273, -0.1525626, 1.0]]]
[['2, k, 0', [-0.1248613, -0.2202329, 1.0]], ['2, k, 1', [-0.1300109, 0.06679457, 1.0]], ['2, k, 2', [-0.1346421, 0.3456001, 1.0]], ['2, k, 3', [-0.1328122, 0.4823581, 1.0]], ['2, k, 4', [-0.3039084, 0.2390961, 1.0]], ['2, k, 5', [-0.3540784, 0.0178879, 1.0]], ['2, k, 6', [-0.2608819, -0.1278353, 1.0]], ['2, k, 7', [-0.2084235, -0.1546194, 1.0]], ['2, k, 8', [0.02697202, 0.2664048, 1.0]], ['2, k, 9', [0.03494417, 0.08632535, 1.0]], ['2, k, 10', [0.0179588, -0.07998144, 1.0]], ['2, k, 11', [0.03167138, -0.1146839, 1.0]], ['2, k, 12', [-0.2023862, -0.221696, 1.0]], ['2, k, 13', [-0.2418582, -0.2542774, 1.0]], ['2, k, 14', [-0.247772, -0.6784865, 1.0]], ['2, k, 15', [-0.2338557, -0.7351462, 1.0]], ['2, k, 16', [-0.04404771, -0.2129993, 1.0]], ['2, k, 17', [0.08438886, -0.2405638, 1.0]], ['2, k, 18', [0.0446186, -0.6181568, 1.0]], ['2, k, 19', [0.05770402, -0.7009782, 1.0]], ['2, k, 20', [-0.1335108, 0.2769857, 1.0]], ['2, k, 21', [-0.1630857, -0.2056605, 1.0]], ['2, k, 22', [-0.2538198, -0.1575249, 1.0]], ['2, k, 23', [0.05325991, -0.1684777, 1.0]], ['2, k, 24', [-0.01630552, -0.1259633, 1.0]]]
[['2, k, 0', [-0.1248606, -0.220207, 1.0]], ['2, k, 1', [-0.1306563, 0.06686329, 1.0]], ['2, k, 2', [-0.1372559, 0.3459008, 1.0]], ['2, k, 3', [-0.1342177, 0.482324, 1.0]], ['2, k, 4', [-0.3043751, 0.2391035, 1.0]], ['2, k, 5', [-0.3543239, 0.01780578, 1.0]], ['2, k, 6', [-0.2597372, -0.1269789, 1.0]], ['2, k, 7', [-0.2091193, -0.1535117, 1.0]], ['2, k, 8', [0.02465736, 0.2671757, 1.0]], ['2, k, 9', [0.03515715, 0.09880313, 1.0]], ['2, k, 10', [0.04678397, -0.03897635, 1.0]], ['2, k, 11', [0.03930466, -0.07738805, 1.0]], ['2, k, 12', [-0.2024121, -0.2217266, 1.0]], ['2, k, 13', [-0.2418663, -0.2542753, 1.0]], ['2, k, 14', [-0.2477774, -0.6783831, 1.0]], ['2, k, 15', [-0.2341164, -0.7350409, 1.0]], ['2, k, 16', [-0.04395157, -0.2127886, 1.0]], ['2, k, 17', [0.08768821, -0.2529806, 1.0]], ['2, k, 18', [0.04049862, -0.6321677, 1.0]], ['2, k, 19', [0.05992918, -0.7107276, 1.0]], ['2, k, 20', [-0.1355565, 0.2772111, 1.0]], ['2, k, 21', [-0.1630722, -0.2016503, 1.0]], ['2, k, 22', [-0.2584164, -0.1561829, 1.0]], ['2, k, 23', [0.07072855, -0.1289839, 1.0]], ['2, k, 24', [-0.009504144, -0.08709224, 1.0]]]
[['2, k, 0', [-0.1214193, -0.2194182, 1.0]], ['2, k, 1', [-0.1308487, 0.06743096, 1.0]], ['2, k, 2', [-0.1414113, 0.3470643, 1.0]], ['2, k, 3', [-0.1374954, 0.4823973, 1.0]], ['2, k, 4', [-0.3059149, 0.2388526, 1.0]], ['2, k, 5', [-0.3547456, 0.01732816, 1.0]], ['2, k, 6', [-0.261651, -0.128157, 1.0]], ['2, k, 7', [-0.2057222, -0.1569226, 1.0]], ['2, k, 8', [0.01997025, 0.2691827, 1.0]], ['2, k, 9', [0.03298163, 0.1044509, 1.0]], ['2, k, 10', [0.05064211, 0.040702, 1.0]], ['2, k, 11', [0.05288852, 0.01699716, 1.0]], ['2, k, 12', [-0.1989614, -0.2221978, 1.0]], ['2, k, 13', [-0.2418147, -0.2538124, 1.0]], ['2, k, 14', [-0.2476464, -0.678249, 1.0]], ['2, k, 15', [-0.2337346, -0.7354471, 1.0]], ['2, k, 16', [-0.03998509, -0.2102255, 1.0]], ['2, k, 17', [0.08669317, -0.2534894, 1.0]], ['2, k, 18', [0.03842198, -0.6376899, 1.0]], ['2, k, 19', [0.06095146, -0.7118734, 1.0]], ['2, k, 20', [-0.138445, 0.2781956, 1.0]], ['2, k, 21', [-0.1626188, -0.2048222, 1.0]], ['2, k, 22', [-0.2563718, -0.1563189, 1.0]], ['2, k, 23', [0.1004135, -0.01413922, 1.0]], ['2, k, 24', [0.01022388, 0.01046084, 1.0]]]
[['2, k, 0', [-0.1174933, -0.2183743, 1.0]], ['2, k, 1', [-0.1307041, 0.06802722, 1.0]], ['2, k, 2', [-0.1440343, 0.3477511, 1.0]], ['2, k, 3', [-0.1410171, 0.4827112, 1.0]], ['2, k, 4', [-0.3071354, 0.2384347, 1.0]], ['2, k, 5', [-0.3549578, 0.01728608, 1.0]], ['2, k, 6', [-0.2590978, -0.1269049, 1.0]], ['2, k, 7', [-0.2047474, -0.1561139, 1.0]], ['2, k, 8', [0.01359541, 0.2742701, 1.0]], ['2, k, 9', [0.03117015, 0.1411715, 1.0]], ['2, k, 10', [0.06058773, 0.1179038, 1.0]], ['2, k, 11', [0.05511947, 0.08930474, 1.0]], ['2, k, 12', [-0.1953094, -0.2225919, 1.0]], ['2, k, 13', [-0.2416721, -0.2535946, 1.0]], ['2, k, 14', [-0.247649, -0.6781859, 1.0]], ['2, k, 15', [-0.2337396, -0.7354276, 1.0]], ['2, k, 16', [-0.03573148, -0.2075254, 1.0]], ['2, k, 17', [0.08686309, -0.2533115, 1.0]], ['2, k, 18', [0.03770002, -0.6403278, 1.0]], ['2, k, 19', [0.06004968, -0.7138386, 1.0]], ['2, k, 20', [-0.1403032, 0.2788679, 1.0]], ['2, k, 21', [-0.1580745, -0.2058354, 1.0]], ['2, k, 22', [-0.2525504, -0.1579034, 1.0]], ['2, k, 23', [0.06939871, 0.05565709, 1.0]], ['2, k, 24', [0.02034584, 0.07414035, 1.0]]]
[['2, k, 0', [-0.1171274, -0.2184362, 1.0]], ['2, k, 1', [-0.1313393, 0.06817868, 1.0]], ['2, k, 2', [-0.1466086, 0.3481443, 1.0]], ['2, k, 3', [-0.1430195, 0.4830175, 1.0]], ['2, k, 4', [-0.3079751, 0.2383766, 1.0]], ['2, k, 5', [-0.3553543, 0.01731836, 1.0]], ['2, k, 6', [-0.2625017, -0.1281869, 1.0]], ['2, k, 7', [-0.2007783, -0.1609049, 1.0]], ['2, k, 8', [0.01140678, 0.2757308, 1.0]], ['2, k, 9', [0.02817865, 0.1576469, 1.0]], ['2, k, 10', [0.06161851, 0.165592, 1.0]], ['2, k, 11', [0.07020904, 0.1370383, 1.0]], ['2, k, 12', [-0.1949071, -0.2228707, 1.0]], ['2, k, 13', [-0.2417041, -0.2535785, 1.0]], ['2, k, 14', [-0.247599, -0.6776221, 1.0]], ['2, k, 15', [-0.2338557, -0.7351285, 1.0]], ['2, k, 16', [-0.03529073, -0.2073374, 1.0]], ['2, k, 17', [0.08643021, -0.2529519, 1.0]], ['2, k, 18', [0.03720753, -0.6414521, 1.0]], ['2, k, 19', [0.05964786, -0.7143302, 1.0]], ['2, k, 20', [-0.1424964, 0.2792065, 1.0]], ['2, k, 21', [-0.1603089, -0.21054, 1.0]], ['2, k, 22', [-0.2534963, -0.1564126, 1.0]], ['2, k, 23', [0.1143677, 0.1265341, 1.0]], ['2, k, 24', [0.03349757, 0.1276714, 1.0]]]
