[['2, k, 0', [-0.1634587, -0.1536517, 1.0]], ['2, k, 1', [-0.1678002, 0.1086802, 1.0]], ['2, k, 2', [-0.1706531, 0.3639585, 1.0]], ['2, k, 3', [-0.1660708, 0.5109838, 1.0]], ['2, k, 4', [-0.3370918, 0.2490278, 1.0]], ['2, k, 5', [-0.3794063, 0.03003807, 1.0]], ['2, k, 6', [-0.2669301, -0.07664929, 1.0]], ['2, k, 7', [-0.1948871, -0.1084228, 1.0]], ['2, k, 8', [0.01474416, 0.2554927, 1.0]], ['2, k, 9', [0.08276352, 0.02409253, 1.0]], ['2, k, 10', [0.0182804, -0.08794316, 1.0]], ['2, k, 11', [-0.06343502, -0.122476, 1.0]], ['2, k, 12', [-0.235117, -0.1517059, 1.0]], ['2, k, 13', [-0.2626676, -0.2063247, 1.0]], ['2, k, 14', [-0.2171842, -0.6166846, 1.0]], ['2, k, 15', [-0.2212451, -0.6898819, 1.0]], ['2, k, 16', [-0.08785813, -0.1518695, 1.0]], ['2, k, 17', [0.07639784, -0.2073572, 1.0]], ['2, k, 18', [0.009201794, -0.6156835, 1.0]], ['2, k, 19', [0.01409501, -0.6888094, 1.0]], ['2, k, 20', [-0.1701348, 0.3010927, 1.0]], ['2, k, 21', [-0.1343592, -0.1268815, 1.0]], ['2, k, 22', [-0.2024409, -0.1423868, 1.0]], ['2, k, 23', [-0.1219818, -0.1327267, 1.0]], ['2, k, 24', [0.00793063, -0.1666493, 1.0]]]
[['2, k, 0', [-0.1512807, -0.1551617, 1.0]], ['2, k, 1', [-0.173907, 0.1061034, 1.0]], ['2, k, 2', [-0.1928928, 0.3603966, 1.0]], ['2, k, 3', [-0.2043499, 0.5069101, 1.0]], ['2, k, 4', [-0.3587264, 0.2308386, 1.0]], ['2, k, 5', [-0.3984776, 0.01699528, 1.0]], ['2, k, 6', [-0.2903058, -0.08076988, 1.0]], ['2, k, 7', [-0.2451103, -0.1078732, 1.0]], ['2, k, 8', [-0.005138981, 0.2576688, 1.0]], ['2, k, 9', [0.07413109, 0.04383691, 1.0]], ['2, k, 10', [0.02843793, -0.06617002, 1.0]], ['2, k, 11', [-0.0794475, -0.1184571, 1.0]], ['2, k, 12', [-0.2249939, -0.1590148, 1.0]], ['2, k, 13', [-0.3219767, -0.2121131, 1.0]], ['2, k, 14', [-0.2267625, -0.620976, 1.0]], ['2, k, 15', [-0.2210046, -0.6931251, 1.0]], ['2, k, 16', [-0.07348882, -0.147546, 1.0]], ['2, k, 17', [0.2303049, -0.2528772, 1.0]], ['2, k, 18', [0.4767422, -0.6428417, 1.0]], ['2, k, 19', [0.481015, -0.6794972, 1.0]], ['2, k, 20', [-0.1883725, 0.2978121, 1.0]], ['2, k, 21', [-0.1648812, -0.1238432, 1.0]], ['2, k, 22', [-0.2746962, -0.1346378, 1.0]], ['2, k, 23', [-0.1218333, -0.1243436, 1.0]], ['2, k, 24', [-0.09883764, -0.1614474, 1.0]]]
[['2, k, 0', [-0.1512955, -0.1551606, 1.0]], ['2, k, 1', [-0.1736382, 0.1059662, 1.0]], ['2, k, 2', [-0.1923275, 0.3600577, 1.0]], ['2, k, 3', [-0.2024042, 0.5067764, 1.0]], ['2, k, 4', [-0.3587595, 0.2313823, 1.0]], ['2, k, 5', [-0.3986422, 0.01727148, 1.0]], ['2, k, 6', [-0.3059978, -0.0953547, 1.0]], ['2, k, 7', [-0.2658753, -0.1135234, 1.0]], ['2, k, 8', [-0.004987355, 0.2567684, 1.0]], ['2, k, 9', [0.07459222, 0.04282355, 1.0]], ['2, k, 10', [0.02661723, -0.06582547, 1.0]], ['2, k, 11', [-0.08026011, -0.1183728, 1.0]], ['2, k, 12', [-0.2250253, -0.1589663, 1.0]], ['2, k, 13', [-0.3247626, -0.2122057, 1.0]], ['2, k, 14', [-0.2277438, -0.6203347, 1.0]], ['2, k, 15', [-0.2217453, -0.6928102, 1.0]], ['2, k, 16', [-0.07350926, -0.1475905, 1.0]], ['2, k, 17', [0.2306369, -0.253745, 1.0]], ['2, k, 18', [0.4788441, -0.6445193, 1.0]], ['2, k, 19', [0.4832427, -0.6811486, 1.0]], ['2, k, 20', [-0.1878825, 0.2975165, 1.0]], ['2, k, 21', [-0.220385, -0.1633828, 1.0]], ['2, k, 22', [-0.3038603, -0.1251449, 1.0]], ['2, k, 23', [-0.1283658, -0.1236158, 1.0]], ['2, k, 24', [-0.08160134, -0.1700823, 1.0]]]
[['2, k, 0', [-0.1513627, -0.1551917, 1.0]], ['2, k, 1', [-0.1735301, 0.1059632, 1.0]], ['2, k, 2', [-0.1921198, 0.3601297, 1.0]], ['2, k, 3', [-0.2006636, 0.5071195, 1.0]], ['2, k, 4', [-0.3581952, 0.2319812, 1.0]], ['2, k, 5', [-0.3989977, 0.01779419, 1.0]], ['2, k, 6', [-0.3062878, -0.09528121, 1.0]], ['2, k, 7', [-0.266603, -0.1133613, 1.0]], ['2, k, 8', [-0.005071065, 0.2561835, 1.0]], ['2, k, 9', [0.07461887, 0.04271165, 1.0]], ['2, k, 10', [0.01437966, -0.06053182, 1.0]], ['2, k, 11', [-0.08220209, -0.1171098, 1.0]], ['2, k, 12', [-0.2250426, -0.1589534, 1.0]], ['2, k, 13', [-0.326143, -0.2125629, 1.0]], ['2, k, 14', [-0.2282789, -0.6202582, 1.0]], ['2, k, 15', [-0.2220673, -0.6926062, 1.0]], ['2, k, 16', [-0.07371874, -0.1477715, 1.0]], ['2, k, 17', [0.2302075, -0.2539534, 1.0]], ['2, k, 18', [0.4861314, -0.6481713, 1.0]], ['2, k, 19', [0.4905729, -0.6847444, 1.0]], ['2, k, 20', [-0.1877067, 0.2975583, 1.0]], ['2, k, 21', [-0.2183847, -0.1637688, 1.0]], ['2, k, 22', [-0.2662127, -0.1507653, 1.0]], ['2, k, 23', [-0.1274637, -0.12794, 1.0]], ['2, k, 24', [-0.09178893, -0.1632788, 1.0]]]
[['2, k, 0', [-0.15157, -0.1552331, 1.0]], ['2, k, 1', [-0.1734827, 0.1058245, 1.0]], ['2, k, 2', [-0.1918554, 0.3597653, 1.0]], ['2, k, 3', [-0.1991251, 0.507068, 1.0]], ['2, k, 4', [-0.358051, 0.2327855, 1.0]], ['2, k, 5', [-0.3990683, 0.01806944, 1.0]], ['2, k, 6', [-0.297825, -0.08778883, 1.0]], ['2, k, 7', [-0.2588859, -0.107901, 1.0]], ['2, k, 8', [-0.0046371, 0.2554857, 1.0]], ['2, k, 9', [0.07413156, 0.04232138, 1.0]], ['2, k, 10', [0.02987142, -0.06882737, 1.0]], ['2, k, 11', [-0.07894225, -0.1201638, 1.0]], ['2, k, 12', [-0.225277, -0.1588648, 1.0]], ['2, k, 13', [-0.3280856, -0.2124485, 1.0]], ['2, k, 14', [-0.2297457, -0.6194372, 1.0]], ['2, k, 15', [-0.2222182, -0.6922622, 1.0]], ['2, k, 16', [-0.07399604, -0.1479576, 1.0]], ['2, k, 17', [0.2296136, -0.2537225, 1.0]], ['2, k, 18', [0.4863364, -0.6488777, 1.0]], ['2, k, 19', [0.4909761, -0.6854327, 1.0]], ['2, k, 20', [-0.1875062, 0.2972485, 1.0]], ['2, k, 21', [-0.1726818, -0.1310674, 1.0]], ['2, k, 22', [-0.2796559, -0.1385463, 1.0]], ['2, k, 23', [-0.1297063, -0.12589, 1.0]], ['2, k, 24', [-0.05259875, -0.1781509, 1.0]]]
[['2, k, 0', [-0.1510714, -0.1558715, 1.0]], ['2, k, 1', [-0.1730977, 0.1053198, 1.0]], ['2, k, 2', [-0.1918089, 0.3595408, 1.0]], ['2, k, 3', [-0.1985871, 0.5071645, 1.0]], ['2, k, 4', [-0.3580741, 0.2328118, 1.0]], ['2, k, 5', [-0.399152, 0.01801533, 1.0]], ['2, k, 6', [-0.2958443, -0.08597492, 1.0]], ['2, k, 7', [-0.2573639, -0.107196, 1.0]], ['2, k, 8', [-0.004737438, 0.2552217, 1.0]], ['2, k, 9', [0.07373225, 0.04222585, 1.0]], ['2, k, 10', [0.03146131, -0.06995045, 1.0]], ['2, k, 11', [-0.0801237, -0.118764, 1.0]], ['2, k, 12', [-0.2246082, -0.1594934, 1.0]], ['2, k, 13', [-0.3297184, -0.2129677, 1.0]], ['2, k, 14', [-0.2310092, -0.6179372, 1.0]], ['2, k, 15', [-0.2223237, -0.6918322, 1.0]], ['2, k, 16', [-0.0736834, -0.1485756, 1.0]], ['2, k, 17', [0.2293878, -0.2537086, 1.0]], ['2, k, 18', [0.4868226, -0.6500463, 1.0]], ['2, k, 19', [0.4915241, -0.6865767, 1.0]], ['2, k, 20', [-0.1873954, 0.2969571, 1.0]], ['2, k, 21', [-0.1727161, -0.1239043, 1.0]], ['2, k, 22', [-0.2794964, -0.1348921, 1.0]], ['2, k, 23', [-0.1267022, -0.1270196, 1.0]], ['2, k, 24', [-0.09198932, -0.1644232, 1.0]]]
[['2, k, 0', [-0.1511024, -0.1560384, 1.0]], ['2, k, 1', [-0.173114, 0.1052221, 1.0]], ['2, k, 2', [-0.1919456, 0.359517, 1.0]], ['2, k, 3', [-0.1985223, 0.5070794, 1.0]], ['2, k, 4', [-0.3580717, 0.232853, 1.0]], ['2, k, 5', [-0.399282, 0.0179472, 1.0]], ['2, k, 6', [-0.2954724, -0.08563484, 1.0]], ['2, k, 7', [-0.253191, -0.1089214, 1.0]], ['2, k, 8', [-0.005176685, 0.2544193, 1.0]], ['2, k, 9', [0.07344946, 0.04188178, 1.0]], ['2, k, 10', [0.02771643, -0.06904759, 1.0]], ['2, k, 11', [-0.08354975, -0.1179621, 1.0]], ['2, k, 12', [-0.2246495, -0.1595844, 1.0]], ['2, k, 13', [-0.3297691, -0.2126965, 1.0]], ['2, k, 14', [-0.2308693, -0.6179745, 1.0]], ['2, k, 15', [-0.2222335, -0.6918628, 1.0]], ['2, k, 16', [-0.07369903, -0.1488123, 1.0]], ['2, k, 17', [0.2293759, -0.2528709, 1.0]], ['2, k, 18', [0.4809165, -0.6505231, 1.0]], ['2, k, 19', [0.4857826, -0.6870339, 1.0]], ['2, k, 20', [-0.18749, 0.2969097, 1.0]], ['2, k, 21', [-0.1728015, -0.1279598, 1.0]], ['2, k, 22', [-0.271597, -0.1350285, 1.0]], ['2, k, 23', [-0.1268399, -0.1279444, 1.0]], ['2, k, 24', [-0.08121845, -0.1664216, 1.0]]]
[['2, k, 0', [-0.1503996, -0.1558427, 1.0]], ['2, k, 1', [-0.1728669, 0.1051093, 1.0]], ['2, k, 2', [-0.1920336, 0.3591407, 1.0]], ['2, k, 3', [-0.1985819, 0.5070342, 1.0]], ['2, k, 4', [-0.3582307, 0.2324735, 1.0]], ['2, k, 5', [-0.3997577, 0.01790502, 1.0]], ['2, k, 6', [-0.2954606, -0.08510882, 1.0]], ['2, k, 7', [-0.2532882, -0.107955, 1.0]], ['2, k, 8', [-0.005335673, 0.2535749, 1.0]], ['2, k, 9', [0.07295932, 0.04208695, 1.0]], ['2, k, 10', [0.0292708, -0.06951897, 1.0]], ['2, k, 11', [-0.08389619, -0.1189962, 1.0]], ['2, k, 12', [-0.2242078, -0.1594589, 1.0]], ['2, k, 13', [-0.3289222, -0.211884, 1.0]], ['2, k, 14', [-0.2305073, -0.618074, 1.0]], ['2, k, 15', [-0.222356, -0.6917524, 1.0]], ['2, k, 16', [-0.07267658, -0.1485, 1.0]], ['2, k, 17', [0.2281504, -0.2493689, 1.0]], ['2, k, 18', [0.467395, -0.6492948, 1.0]], ['2, k, 19', [0.4724833, -0.6857795, 1.0]], ['2, k, 20', [-0.1874761, 0.2966359, 1.0]], ['2, k, 21', [-0.1728128, -0.1279256, 1.0]], ['2, k, 22', [-0.2732437, -0.136139, 1.0]], ['2, k, 23', [-0.1226352, -0.1232602, 1.0]], ['2, k, 24', [-0.1173077, -0.1612579, 1.0]]]
[['2, k, 0', [-0.148136, -0.1556174, 1.0]], ['2, k, 1', [-0.1718952, 0.1050597, 1.0]], ['2, k, 2', [-0.1919594, 0.3590365, 1.0]], ['2, k, 3', [-0.1987352, 0.5069409, 1.0]], ['2, k, 4', [-0.3583256, 0.2317961, 1.0]], ['2, k, 5', [-0.399989, 0.0170005, 1.0]], ['2, k, 6', [-0.2995407, -0.08883196, 1.0]], ['2, k, 7', [-0.2543712, -0.1126534, 1.0]], ['2, k, 8', [-0.005274796, 0.2533882, 1.0]], ['2, k, 9', [0.07306761, 0.04194187, 1.0]], ['2, k, 10', [0.02599939, -0.06850285, 1.0]], ['2, k, 11', [-0.08437521, -0.1161103, 1.0]], ['2, k, 12', [-0.2224284, -0.1594713, 1.0]], ['2, k, 13', [-0.3266726, -0.2112938, 1.0]], ['2, k, 14', [-0.2293528, -0.619498, 1.0]], ['2, k, 15', [-0.222433, -0.6917102, 1.0]], ['2, k, 16', [-0.06997349, -0.1479628, 1.0]], ['2, k, 17', [0.224786, -0.2428174, 1.0]], ['2, k, 18', [0.4406112, -0.6504185, 1.0]], ['2, k, 19', [0.4459823, -0.6867778, 1.0]], ['2, k, 20', [-0.1872649, 0.2965359, 1.0]], ['2, k, 21', [-0.2072202, -0.1573953, 1.0]], ['2, k, 22', [-0.2201866, -0.1745443, 1.0]], ['2, k, 23', [-0.1300378, -0.1231799, 1.0]], ['2, k, 24', [-0.1046456, -0.1712021, 1.0]]]
[['2, k, 0', [-0.1484594, -0.1558157, 1.0]], ['2, k, 1', [-0.1723764, 0.1048841, 1.0]], ['2, k, 2', [-0.1934064, 0.3588835, 1.0]], ['2, k, 3', [-0.199064, 0.5069634, 1.0]], ['2, k, 4', [-0.3583038, 0.2315294, 1.0]], ['2, k, 5', [-0.3999538, 0.01678008, 1.0]], ['2, k, 6', [-0.2968727, -0.08604468, 1.0]], ['2, k, 7', [-0.2493339, -0.1078223, 1.0]], ['2, k, 8', [-0.005263756, 0.2533804, 1.0]], ['2, k, 9', [0.07326311, 0.04190745, 1.0]], ['2, k, 10', [0.02525486, -0.06750499, 1.0]], ['2, k, 11', [-0.08517315, -0.1120417, 1.0]], ['2, k, 12', [-0.2228401, -0.1596397, 1.0]], ['2, k, 13', [-0.3230929, -0.2101428, 1.0]], ['2, k, 14', [-0.2287385, -0.6198002, 1.0]], ['2, k, 15', [-0.2226452, -0.6917884, 1.0]], ['2, k, 16', [-0.07024191, -0.1481882, 1.0]], ['2, k, 17', [0.2144152, -0.2176277, 1.0]], ['2, k, 18', [0.3956818, -0.6444795, 1.0]], ['2, k, 19', [0.4016929, -0.6808783, 1.0]], ['2, k, 20', [-0.1883827, 0.2963499, 1.0]], ['2, k, 21', [-0.1828304, -0.132549, 1.0]], ['2, k, 22', [-0.2538436, -0.1392276, 1.0]], ['2, k, 23', [-0.1261052, -0.1228677, 1.0]], ['2, k, 24', [-0.1069722, -0.162722, 1.0]]]
[['2, k, 0', [-0.1527353, -0.1568322, 1.0]], ['2, k, 1', [-0.1733785, 0.1046761, 1.0]], ['2, k, 2', [-0.1934651, 0.3589141, 1.0]], ['2, k, 3', [-0.1996079, 0.5067834, 1.0]], ['2, k, 4', [-0.3584159, 0.2312644, 1.0]], ['2, k, 5', [-0.3999466, 0.01677594, 1.0]], ['2, k, 6', [-0.2938869, -0.08335289, 1.0]], ['2, k, 7', [-0.2501723, -0.1044459, 1.0]], ['2, k, 8', [-0.005333881, 0.2536355, 1.0]], ['2, k, 9', [0.07310531, 0.04222208, 1.0]], ['2, k, 10', [0.01392042, -0.05686187, 1.0]], ['2, k, 11', [-0.08568326, -0.1047236, 1.0]], ['2, k, 12', [-0.228806, -0.1602753, 1.0]], ['2, k, 13', [-0.3203114, -0.2089392, 1.0]], ['2, k, 14', [-0.228384, -0.6200601, 1.0]], ['2, k, 15', [-0.2227542, -0.6918418, 1.0]], ['2, k, 16', [-0.07316587, -0.149405, 1.0]], ['2, k, 17', [0.2047881, -0.2005302, 1.0]], ['2, k, 18', [0.3441229, -0.6372463, 1.0]], ['2, k, 19', [0.3718262, -0.6762695, 1.0]], ['2, k, 20', [-0.1885342, 0.2963577, 1.0]], ['2, k, 21', [-0.2020455, -0.1512808, 1.0]], ['2, k, 22', [-0.2549011, -0.1408505, 1.0]], ['2, k, 23', [-0.1198596, -0.11597, 1.0]], ['2, k, 24', [-0.1199686, -0.1568837, 1.0]]]
[['2, k, 0', [-0.1527313, -0.156077, 1.0]], ['2, k, 1', [-0.1734336, 0.1047646, 1.0]], ['2, k, 2', [-0.1936322, 0.358986, 1.0]], ['2, k, 3', [-0.1999249, 0.5067276, 1.0]], ['2, k, 4', [-0.3582641, 0.2305066, 1.0]], ['2, k, 5', [-0.398788, 0.01664788, 1.0]], ['2, k, 6', [-0.2918053, -0.08128171, 1.0]], ['2, k, 7', [-0.2474196, -0.09657936, 1.0]], ['2, k, 8', [-0.004794934, 0.2541499, 1.0]], ['2, k, 9', [0.07416943, 0.04434319, 1.0]], ['2, k, 10', [0.009748671, -0.04363907, 1.0]], ['2, k, 11', [-0.08138892, -0.09134619, 1.0]], ['2, k, 12', [-0.2288496, -0.1598279, 1.0]], ['2, k, 13', [-0.3136235, -0.2097014, 1.0]], ['2, k, 14', [-0.227328, -0.6241576, 1.0]], ['2, k, 15', [-0.2227502, -0.6918841, 1.0]], ['2, k, 16', [-0.07300076, -0.1483697, 1.0]], ['2, k, 17', [0.1651258, -0.152244, 1.0]], ['2, k, 18', [0.1869066, -0.6000816, 1.0]], ['2, k, 19', [0.2019736, -0.6659559, 1.0]], ['2, k, 20', [-0.1886497, 0.296416, 1.0]], ['2, k, 21', [-0.2209885, -0.1523895, 1.0]], ['2, k, 22', [-0.3021018, -0.1044742, 1.0]], ['2, k, 23', [-0.1208841, -0.1044637, 1.0]], ['2, k, 24', [-0.09599561, -0.1389506, 1.0]]]
[['2, k, 0', [-0.1522812, -0.1556241, 1.0]], ['2, k, 1', [-0.1726208, 0.1060773, 1.0]], ['2, k, 2', [-0.1919435, 0.3620777, 1.0]], ['2, k, 3', [-0.2000881, 0.5067606, 1.0]], ['2, k, 4', [-0.3577481, 0.2296795, 1.0]], ['2, k, 5', [-0.3970317, 0.0166431, 1.0]], ['2, k, 6', [-0.2895547, -0.08065431, 1.0]], ['2, k, 7', [-0.2487951, -0.09519939, 1.0]], ['2, k, 8', [-0.004317296, 0.2544494, 1.0]], ['2, k, 9', [0.09371597, 0.02708391, 1.0]], ['2, k, 10', [-0.004007807, -0.05091618, 1.0]], ['2, k, 11', [-0.07834776, -0.08810117, 1.0]], ['2, k, 12', [-0.228236, -0.1594443, 1.0]], ['2, k, 13', [-0.3107109, -0.209354, 1.0]], ['2, k, 14', [-0.2251145, -0.6266855, 1.0]], ['2, k, 15', [-0.2225741, -0.6920142, 1.0]], ['2, k, 16', [-0.07264948, -0.147829, 1.0]], ['2, k, 17', [0.1587321, -0.155301, 1.0]], ['2, k, 18', [0.1375118, -0.6040121, 1.0]], ['2, k, 19', [0.1503059, -0.6722344, 1.0]], ['2, k, 20', [-0.1872655, 0.2989211, 1.0]], ['2, k, 21', [-0.1760363, -0.1059633, 1.0]], ['2, k, 22', [-0.2636154, -0.125814, 1.0]], ['2, k, 23', [-0.1256576, -0.09227135, 1.0]], ['2, k, 24', [-0.1020804, -0.1363411, 1.0]]]
[['2, k, 0', [-0.1559254, -0.1537765, 1.0]], ['2, k, 1', [-0.1727485, 0.1063478, 1.0]], ['2, k, 2', [-0.1899415, 0.3622376, 1.0]], ['2, k, 3', [-0.1999964, 0.5073633, 1.0]], ['2, k, 4', [-0.3570219, 0.2299011, 1.0]], ['2, k, 5', [-0.3968665, 0.01585553, 1.0]], ['2, k, 6', [-0.2886793, -0.08137212, 1.0]], ['2, k, 7', [-0.2439489, -0.09975677, 1.0]], ['2, k, 8', [-0.004727647, 0.259138, 1.0]], ['2, k, 9', [0.08537728, 0.03008195, 1.0]], ['2, k, 10', [-0.00486635, -0.05856118, 1.0]], ['2, k, 11', [-0.07484775, -0.09384758, 1.0]], ['2, k, 12', [-0.2310927, -0.1576791, 1.0]], ['2, k, 13', [-0.3056136, -0.2105278, 1.0]], ['2, k, 14', [-0.2247835, -0.6267617, 1.0]], ['2, k, 15', [-0.2223824, -0.6925023, 1.0]], ['2, k, 16', [-0.07700932, -0.1461045, 1.0]], ['2, k, 17', [0.09064955, -0.165308, 1.0]], ['2, k, 18', [-0.009171649, -0.5998536, 1.0]], ['2, k, 19', [0.0005742991, -0.6720015, 1.0]], ['2, k, 20', [-0.186275, 0.2991692, 1.0]], ['2, k, 21', [-0.1827038, -0.1044614, 1.0]], ['2, k, 22', [-0.266039, -0.1237232, 1.0]], ['2, k, 23', [-0.1247083, -0.09501314, 1.0]], ['2, k, 24', [-0.06596693, -0.1528473, 1.0]]]
[['2, k, 0', [-0.1561136, -0.1537613, 1.0]], ['2, k, 1', [-0.1727657, 0.1066598, 1.0]], ['2, k, 2', [-0.1895409, 0.3627969, 1.0]], ['2, k, 3', [-0.1997367, 0.5083376, 1.0]], ['2, k, 4', [-0.3557259, 0.2303884, 1.0]], ['2, k, 5', [-0.3970283, 0.01581566, 1.0]], ['2, k, 6', [-0.298479, -0.09127335, 1.0]], ['2, k, 7', [-0.2608268, -0.1003779, 1.0]], ['2, k, 8', [-0.002976794, 0.2594062, 1.0]], ['2, k, 9', [0.08587717, 0.02945588, 1.0]], ['2, k, 10', [-0.003628773, -0.05965404, 1.0]], ['2, k, 11', [-0.07428225, -0.09545759, 1.0]], ['2, k, 12', [-0.2309915, -0.1574605, 1.0]], ['2, k, 13', [-0.3004991, -0.212575, 1.0]], ['2, k, 14', [-0.2240394, -0.6249798, 1.0]], ['2, k, 15', [-0.2213654, -0.6929546, 1.0]], ['2, k, 16', [-0.07744392, -0.1462393, 1.0]], ['2, k, 17', [0.08675218, -0.1666898, 1.0]], ['2, k, 18', [-0.02166731, -0.6009961, 1.0]], ['2, k, 19', [-0.03589571, -0.6787725, 1.0]], ['2, k, 20', [-0.1859085, 0.2997057, 1.0]], ['2, k, 21', [-0.2201909, -0.1610753, 1.0]], ['2, k, 22', [-0.3100318, -0.1097712, 1.0]], ['2, k, 23', [-0.1312038, -0.0953066, 1.0]], ['2, k, 24', [-0.0679788, -0.1528631, 1.0]]]
[['2, k, 0', [-0.1566933, -0.1536082, 1.0]], ['2, k, 1', [-0.17287, 0.1071726, 1.0]], ['2, k, 2', [-0.1887671, 0.3635605, 1.0]], ['2, k, 3', [-0.198327, 0.5105144, 1.0]], ['2, k, 4', [-0.3532637, 0.232825, 1.0]], ['2, k, 5', [-0.3975968, 0.01577454, 1.0]], ['2, k, 6', [-0.2818935, -0.08203468, 1.0]], ['2, k, 7', [-0.2125019, -0.1027469, 1.0]], ['2, k, 8', [-0.00118191, 0.2601486, 1.0]], ['2, k, 9', [0.07959351, 0.02661439, 1.0]], ['2, k, 10', [-0.003964738, -0.07489126, 1.0]], ['2, k, 11', [-0.07701428, -0.1044378, 1.0]], ['2, k, 12', [-0.2314755, -0.156822, 1.0]], ['2, k, 13', [-0.2873503, -0.2117434, 1.0]], ['2, k, 14', [-0.2224941, -0.6220044, 1.0]], ['2, k, 15', [-0.2159135, -0.6929668, 1.0]], ['2, k, 16', [-0.07824652, -0.1464633, 1.0]], ['2, k, 17', [0.03847814, -0.2114602, 1.0]], ['2, k, 18', [-0.06982839, -0.6147813, 1.0]], ['2, k, 19', [-0.07336426, -0.6884766, 1.0]], ['2, k, 20', [-0.1853087, 0.3004283, 1.0]], ['2, k, 21', [-0.1367827, -0.112373, 1.0]], ['2, k, 22', [-0.2310969, -0.1394747, 1.0]], ['2, k, 23', [-0.1319021, -0.09960069, 1.0]], ['2, k, 24', [-0.0125631, -0.1427424, 1.0]]]
[['2, k, 0', [-0.1667051, -0.1523082, 1.0]], ['2, k, 1', [-0.1752929, 0.1082579, 1.0]], ['2, k, 2', [-0.1883736, 0.3645554, 1.0]], ['2, k, 3', [-0.1978813, 0.5111741, 1.0]], ['2, k, 4', [-0.3523735, 0.2339665, 1.0]], ['2, k, 5', [-0.3977484, 0.01586954, 1.0]], ['2, k, 6', [-0.2821564, -0.08385462, 1.0]], ['2, k, 7', [-0.2125606, -0.1020251, 1.0]], ['2, k, 8', [-0.0005210525, 0.2600137, 1.0]], ['2, k, 9', [0.08033033, 0.02536867, 1.0]], ['2, k, 10', [-0.002530957, -0.07317287, 1.0]], ['2, k, 11', [-0.07572035, -0.100592, 1.0]], ['2, k, 12', [-0.2427497, -0.1532592, 1.0]], ['2, k, 13', [-0.2835771, -0.214733, 1.0]], ['2, k, 14', [-0.2198202, -0.6208673, 1.0]], ['2, k, 15', [-0.2135255, -0.6930563, 1.0]], ['2, k, 16', [-0.08698959, -0.1471836, 1.0]], ['2, k, 17', [0.04108716, -0.2065726, 1.0]], ['2, k, 18', [-0.06427976, -0.6110261, 1.0]], ['2, k, 19', [-0.07308313, -0.6860869, 1.0]], ['2, k, 20', [-0.1854826, 0.3012777, 1.0]], ['2, k, 21', [-0.1335735, -0.1159029, 1.0]], ['2, k, 22', [-0.2343285, -0.138081, 1.0]], ['2, k, 23', [-0.123741, -0.101387, 1.0]], ['2, k, 24', [-0.01019534, -0.142899, 1.0]]]
[['2, k, 0', [-0.167172, -0.1518352, 1.0]], ['2, k, 1', [-0.1754224, 0.1086956, 1.0]], ['2, k, 2', [-0.1871322, 0.3650781, 1.0]], ['2, k, 3', [-0.1977478, 0.5117648, 1.0]], ['2, k, 4', [-0.3519388, 0.2341037, 1.0]], ['2, k, 5', [-0.3977628, 0.01602785, 1.0]], ['2, k, 6', [-0.2823855, -0.08410889, 1.0]], ['2, k, 7', [-0.2110673, -0.1017773, 1.0]], ['2, k, 8', [-0.0003595832, 0.2601646, 1.0]], ['2, k, 9', [0.08292791, 0.02491833, 1.0]], ['2, k, 10', [-0.0001484364, -0.0697904, 1.0]], ['2, k, 11', [-0.07550561, -0.09912187, 1.0]], ['2, k, 12', [-0.2432368, -0.1527182, 1.0]], ['2, k, 13', [-0.2828578, -0.2157003, 1.0]], ['2, k, 14', [-0.2199508, -0.6198316, 1.0]], ['2, k, 15', [-0.2132893, -0.6940441, 1.0]], ['2, k, 16', [-0.08733582, -0.1468689, 1.0]], ['2, k, 17', [0.05628588, -0.1942917, 1.0]], ['2, k, 18', [-0.0434852, -0.6084931, 1.0]], ['2, k, 19', [-0.05610161, -0.6811354, 1.0]], ['2, k, 20', [-0.1847058, 0.3018045, 1.0]], ['2, k, 21', [-0.1327601, -0.1073363, 1.0]], ['2, k, 22', [-0.2297865, -0.141211, 1.0]], ['2, k, 23', [-0.1239977, -0.09445868, 1.0]], ['2, k, 24', [-0.008249698, -0.1445589, 1.0]]]
