[['2, k, 0', [-0.03114864, -0.2106481, 1.0]], ['2, k, 1', [-0.02597688, 0.0477477, 1.0]], ['2, k, 2', [-0.02199502, 0.2997007, 1.0]], ['2, k, 3', [-0.01735315, 0.4410975, 1.0]], ['2, k, 4', [-0.199675, 0.1988604, 1.0]], ['2, k, 5', [-0.3233297, -0.004392646, 1.0]], ['2, k, 6', [-0.3289127, -0.09939995, 1.0]], ['2, k, 7', [-0.3498358, -0.06627467, 1.0]], ['2, k, 8', [0.1490307, 0.2106939, 1.0]], ['2, k, 9', [0.2137718, 0.01981021, 1.0]], ['2, k, 10', [0.1939804, -0.1589684, 1.0]], ['2, k, 11', [0.1844152, -0.2128671, 1.0]], ['2, k, 12', [-0.1085861, -0.2061583, 1.0]], ['2, k, 13', [-0.182819, -0.3719312, 1.0]], ['2, k, 14', [-0.2413889, -0.7217299, 1.0]], ['2, k, 15', [-0.2078797, -0.7533987, 1.0]], ['2, k, 16', [0.04695568, -0.2094016, 1.0]], ['2, k, 17', [0.08618459, -0.3830251, 1.0]], ['2, k, 18', [0.1063231, -0.7323185, 1.0]], ['2, k, 19', [0.08006836, -0.7628646, 1.0]], ['2, k, 20', [-0.02294542, 0.237581, 1.0]], ['2, k, 21', [-0.4004139, -0.08216725, 1.0]], ['2, k, 22', [-0.322826, -0.04177182, 1.0]], ['2, k, 23', [0.1691569, -0.2670285, 1.0]], ['2, k, 24', [0.187387, -0.2361253, 1.0]]]
[['2, k, 0', [-0.0409357, -0.199735, 1.0]], ['2, k, 1', [-0.025423, 0.05428531, 1.0]], ['2, k, 2', [-0.01109746, 0.3026163, 1.0]], ['2, k, 3', [0.005626244, 0.4411148, 1.0]], ['2, k, 4', [-0.2164645, 0.2416755, 1.0]], ['2, k, 5', [-0.4213534, 0.3784433, 1.0]], ['2, k, 6', [-0.6048861, 0.4679605, 1.0]], ['2, k, 7', [-0.662602, 0.5075273, 1.0]], ['2, k, 8', [0.1582701, 0.2031612, 1.0]], ['2, k, 9', [0.2317624, 0.01549834, 1.0]], ['2, k, 10', [0.205939, -0.06479936, 1.0]], ['2, k, 11', [0.1961056, -0.09488575, 1.0]], ['2, k, 12', [-0.1162629, -0.1938394, 1.0]], ['2, k, 13', [-0.1843072, -0.3718652, 1.0]], ['2, k, 14', [-0.2440678, -0.7171494, 1.0]], ['2, k, 15', [-0.2068259, -0.7550284, 1.0]], ['2, k, 16', [0.03540666, -0.2000406, 1.0]], ['2, k, 17', [0.08475707, -0.3765437, 1.0]], ['2, k, 18', [0.1049541, -0.7279681, 1.0]], ['2, k, 19', [0.07445893, -0.7619467, 1.0]], ['2, k, 20', [-0.01459905, 0.241406, 1.0]], ['2, k, 21', [-0.7285749, 0.5573069, 1.0]], ['2, k, 22', [-0.670615, 0.4890516, 1.0]], ['2, k, 23', [0.1973801, -0.1669789, 1.0]], ['2, k, 24', [0.1794069, -0.1366883, 1.0]]]
[['2, k, 0', [-0.0410273, -0.1995498, 1.0]], ['2, k, 1', [-0.02549351, 0.05456918, 1.0]], ['2, k, 2', [-0.01101687, 0.3028943, 1.0]], ['2, k, 3', [0.005788447, 0.4412597, 1.0]], ['2, k, 4', [-0.2156148, 0.243349, 1.0]], ['2, k, 5', [-0.4136319, 0.3996331, 1.0]], ['2, k, 6', [-0.5833431, 0.4920788, 1.0]], ['2, k, 7', [-0.6424524, 0.5350114, 1.0]], ['2, k, 8', [0.1582728, 0.2009183, 1.0]], ['2, k, 9', [0.2305049, 0.0205494, 1.0]], ['2, k, 10', [0.1938711, -0.1689905, 1.0]], ['2, k, 11', [0.176665, -0.234932, 1.0]], ['2, k, 12', [-0.1162506, -0.1935858, 1.0]], ['2, k, 13', [-0.1842385, -0.3726879, 1.0]], ['2, k, 14', [-0.2443437, -0.7170683, 1.0]], ['2, k, 15', [-0.205904, -0.7554508, 1.0]], ['2, k, 16', [0.03523328, -0.1999286, 1.0]], ['2, k, 17', [0.08484853, -0.3767009, 1.0]], ['2, k, 18', [0.1055913, -0.72703, 1.0]], ['2, k, 19', [0.07400247, -0.7614131, 1.0]], ['2, k, 20', [-0.01456478, 0.2416865, 1.0]], ['2, k, 21', [-0.7048951, 0.5944002, 1.0]], ['2, k, 22', [-0.6570039, 0.5203866, 1.0]], ['2, k, 23', [0.1622786, -0.2691951, 1.0]], ['2, k, 24', [0.1414003, -0.2559625, 1.0]]]
[['2, k, 0', [-0.04145782, -0.1991054, 1.0]], ['2, k, 1', [-0.02567017, 0.05485386, 1.0]], ['2, k, 2', [-0.01095115, 0.3030591, 1.0]], ['2, k, 3', [0.00579349, 0.4410986, 1.0]], ['2, k, 4', [-0.2142534, 0.2448185, 1.0]], ['2, k, 5', [-0.4051003, 0.4134803, 1.0]], ['2, k, 6', [-0.5659059, 0.5144009, 1.0]], ['2, k, 7', [-0.6324615, 0.5673984, 1.0]], ['2, k, 8', [0.1584837, 0.20022, 1.0]], ['2, k, 9', [0.2309714, 0.02046047, 1.0]], ['2, k, 10', [0.1941779, -0.1815371, 1.0]], ['2, k, 11', [0.1838676, -0.226978, 1.0]], ['2, k, 12', [-0.1165628, -0.1930241, 1.0]], ['2, k, 13', [-0.1841603, -0.3729974, 1.0]], ['2, k, 14', [-0.2445459, -0.7169815, 1.0]], ['2, k, 15', [-0.2051026, -0.7551152, 1.0]], ['2, k, 16', [0.03467258, -0.1996239, 1.0]], ['2, k, 17', [0.085129, -0.376894, 1.0]], ['2, k, 18', [0.1052902, -0.7273027, 1.0]], ['2, k, 19', [0.0760756, -0.7609288, 1.0]], ['2, k, 20', [-0.01456579, 0.2418736, 1.0]], ['2, k, 21', [-0.6926466, 0.6209483, 1.0]], ['2, k, 22', [-0.6477056, 0.5553641, 1.0]], ['2, k, 23', [0.1582067, -0.2633455, 1.0]], ['2, k, 24', [0.1870465, -0.2587136, 1.0]]]
[['2, k, 0', [-0.041597, -0.198245, 1.0]], ['2, k, 1', [-0.02584559, 0.05532102, 1.0]], ['2, k, 2', [-0.01104661, 0.3031295, 1.0]], ['2, k, 3', [0.005950146, 0.4413323, 1.0]], ['2, k, 4', [-0.2110378, 0.2546068, 1.0]], ['2, k, 5', [-0.3910047, 0.4227506, 1.0]], ['2, k, 6', [-0.5493338, 0.533272, 1.0]], ['2, k, 7', [-0.6081334, 0.592075, 1.0]], ['2, k, 8', [0.1586438, 0.2000075, 1.0]], ['2, k, 9', [0.2295989, 0.0218798, 1.0]], ['2, k, 10', [0.1935636, -0.1835955, 1.0]], ['2, k, 11', [0.1761139, -0.2368742, 1.0]], ['2, k, 12', [-0.1164569, -0.1916556, 1.0]], ['2, k, 13', [-0.1841169, -0.3731866, 1.0]], ['2, k, 14', [-0.2444532, -0.7165819, 1.0]], ['2, k, 15', [-0.2048684, -0.7553191, 1.0]], ['2, k, 16', [0.03435313, -0.1992169, 1.0]], ['2, k, 17', [0.08525297, -0.3754274, 1.0]], ['2, k, 18', [0.105391, -0.7267988, 1.0]], ['2, k, 19', [0.07556556, -0.7605392, 1.0]], ['2, k, 20', [-0.01468393, 0.2420307, 1.0]], ['2, k, 21', [-0.6629547, 0.6449568, 1.0]], ['2, k, 22', [-0.6197565, 0.5760661, 1.0]], ['2, k, 23', [0.176517, -0.2919367, 1.0]], ['2, k, 24', [0.1907722, -0.2269396, 1.0]]]
[['2, k, 0', [-0.04224341, -0.1972476, 1.0]], ['2, k, 1', [-0.02630975, 0.05594662, 1.0]], ['2, k, 2', [-0.01126232, 0.3033642, 1.0]], ['2, k, 3', [0.005953397, 0.4413529, 1.0]], ['2, k, 4', [-0.2103528, 0.2544744, 1.0]], ['2, k, 5', [-0.3484831, 0.427277, 1.0]], ['2, k, 6', [-0.5345259, 0.5688581, 1.0]], ['2, k, 7', [-0.5885838, 0.6184047, 1.0]], ['2, k, 8', [0.1587656, 0.1997622, 1.0]], ['2, k, 9', [0.2288285, 0.02115748, 1.0]], ['2, k, 10', [0.1934339, -0.1823503, 1.0]], ['2, k, 11', [0.1735802, -0.2378114, 1.0]], ['2, k, 12', [-0.1169413, -0.1901758, 1.0]], ['2, k, 13', [-0.1840895, -0.3723968, 1.0]], ['2, k, 14', [-0.2434483, -0.7169902, 1.0]], ['2, k, 15', [-0.2063817, -0.7547592, 1.0]], ['2, k, 16', [0.0334755, -0.1986433, 1.0]], ['2, k, 17', [0.08518158, -0.3756978, 1.0]], ['2, k, 18', [0.1056653, -0.727738, 1.0]], ['2, k, 19', [0.07630745, -0.7607461, 1.0]], ['2, k, 20', [-0.01495853, 0.2423518, 1.0]], ['2, k, 21', [-0.6413799, 0.6766906, 1.0]], ['2, k, 22', [-0.599103, 0.5969662, 1.0]], ['2, k, 23', [0.1764435, -0.2860524, 1.0]], ['2, k, 24', [0.1914965, -0.2156886, 1.0]]]
[['2, k, 0', [-0.04245399, -0.1967741, 1.0]], ['2, k, 1', [-0.02669328, 0.05638115, 1.0]], ['2, k, 2', [-0.01176713, 0.3036557, 1.0]], ['2, k, 3', [0.005833011, 0.4413393, 1.0]], ['2, k, 4', [-0.2093454, 0.2545972, 1.0]], ['2, k, 5', [-0.3332304, 0.4307041, 1.0]], ['2, k, 6', [-0.5194225, 0.5909842, 1.0]], ['2, k, 7', [-0.5667226, 0.6455144, 1.0]], ['2, k, 8', [0.1587919, 0.1992569, 1.0]], ['2, k, 9', [0.229146, 0.02077091, 1.0]], ['2, k, 10', [0.1934443, -0.1828866, 1.0]], ['2, k, 11', [0.1743124, -0.2348856, 1.0]], ['2, k, 12', [-0.1174543, -0.1889321, 1.0]], ['2, k, 13', [-0.1839676, -0.3721195, 1.0]], ['2, k, 14', [-0.24394, -0.7168645, 1.0]], ['2, k, 15', [-0.2058551, -0.7547044, 1.0]], ['2, k, 16', [0.03345, -0.1986103, 1.0]], ['2, k, 17', [0.08532267, -0.3761818, 1.0]], ['2, k, 18', [0.1060296, -0.727907, 1.0]], ['2, k, 19', [0.07742951, -0.7610914, 1.0]], ['2, k, 20', [-0.01543724, 0.2426853, 1.0]], ['2, k, 21', [-0.6123686, 0.6991827, 1.0]], ['2, k, 22', [-0.5836172, 0.6303642, 1.0]], ['2, k, 23', [0.1769754, -0.2841176, 1.0]], ['2, k, 24', [0.1907883, -0.2232685, 1.0]]]
[['2, k, 0', [-0.04222671, -0.1961221, 1.0]], ['2, k, 1', [-0.02676754, 0.05676766, 1.0]], ['2, k, 2', [-0.01194282, 0.3038246, 1.0]], ['2, k, 3', [0.005652652, 0.4415112, 1.0]], ['2, k, 4', [-0.2081372, 0.2549717, 1.0]], ['2, k, 5', [-0.3251628, 0.4329018, 1.0]], ['2, k, 6', [-0.4760883, 0.6038232, 1.0]], ['2, k, 7', [-0.537128, 0.6631933, 1.0]], ['2, k, 8', [0.158784, 0.1990978, 1.0]], ['2, k, 9', [0.2274165, 0.01995081, 1.0]], ['2, k, 10', [0.193226, -0.1839501, 1.0]], ['2, k, 11', [0.1792513, -0.2335314, 1.0]], ['2, k, 12', [-0.1172649, -0.1883127, 1.0]], ['2, k, 13', [-0.1841094, -0.3719933, 1.0]], ['2, k, 14', [-0.2439006, -0.7167599, 1.0]], ['2, k, 15', [-0.2056737, -0.7553314, 1.0]], ['2, k, 16', [0.03373576, -0.1981229, 1.0]], ['2, k, 17', [0.0854058, -0.3767565, 1.0]], ['2, k, 18', [0.1061339, -0.7279158, 1.0]], ['2, k, 19', [0.07884037, -0.7606636, 1.0]], ['2, k, 20', [-0.01559796, 0.2428979, 1.0]], ['2, k, 21', [-0.586263, 0.7237544, 1.0]], ['2, k, 22', [-0.5561357, 0.6543938, 1.0]], ['2, k, 23', [0.1725135, -0.2672586, 1.0]], ['2, k, 24', [0.1894203, -0.2307532, 1.0]]]
[['2, k, 0', [-0.04209954, -0.1950623, 1.0]], ['2, k, 1', [-0.0265147, 0.05731626, 1.0]], ['2, k, 2', [-0.01159, 0.3040597, 1.0]], ['2, k, 3', [0.005601428, 0.4415773, 1.0]], ['2, k, 4', [-0.2066938, 0.2556542, 1.0]], ['2, k, 5', [-0.3271646, 0.4680876, 1.0]], ['2, k, 6', [-0.4782097, 0.6348321, 1.0]], ['2, k, 7', [-0.5205159, 0.693324, 1.0]], ['2, k, 8', [0.1583972, 0.1990647, 1.0]], ['2, k, 9', [0.2274699, 0.02015449, 1.0]], ['2, k, 10', [0.1939387, -0.1846008, 1.0]], ['2, k, 11', [0.1776962, -0.2378059, 1.0]], ['2, k, 12', [-0.1171209, -0.1870618, 1.0]], ['2, k, 13', [-0.1840685, -0.3721547, 1.0]], ['2, k, 14', [-0.2438975, -0.7167326, 1.0]], ['2, k, 15', [-0.2143686, -0.7522635, 1.0]], ['2, k, 16', [0.03386535, -0.1974322, 1.0]], ['2, k, 17', [0.08540864, -0.376808, 1.0]], ['2, k, 18', [0.1059522, -0.7280612, 1.0]], ['2, k, 19', [0.08069252, -0.7610684, 1.0]], ['2, k, 20', [-0.01528402, 0.2431837, 1.0]], ['2, k, 21', [-0.5572848, 0.7550389, 1.0]], ['2, k, 22', [-0.5357053, 0.6856501, 1.0]], ['2, k, 23', [0.17331, -0.2914037, 1.0]], ['2, k, 24', [0.1940801, -0.2309527, 1.0]]]
[['2, k, 0', [-0.04252103, -0.1944861, 1.0]], ['2, k, 1', [-0.0267688, 0.05768142, 1.0]], ['2, k, 2', [-0.01167918, 0.304195, 1.0]], ['2, k, 3', [0.005418644, 0.4415783, 1.0]], ['2, k, 4', [-0.2051002, 0.2561434, 1.0]], ['2, k, 5', [-0.323916, 0.4863776, 1.0]], ['2, k, 6', [-0.4782306, 0.6896562, 1.0]], ['2, k, 7', [-0.505843, 0.7302697, 1.0]], ['2, k, 8', [0.1575989, 0.1990689, 1.0]], ['2, k, 9', [0.2340557, 0.02322493, 1.0]], ['2, k, 10', [0.1924681, -0.1669605, 1.0]], ['2, k, 11', [0.1768875, -0.2292756, 1.0]], ['2, k, 12', [-0.117631, -0.186444, 1.0]], ['2, k, 13', [-0.1839225, -0.3717229, 1.0]], ['2, k, 14', [-0.2438631, -0.7169281, 1.0]], ['2, k, 15', [-0.2134754, -0.752212, 1.0]], ['2, k, 16', [0.03357878, -0.197009, 1.0]], ['2, k, 17', [0.08540027, -0.3756946, 1.0]], ['2, k, 18', [0.1058465, -0.7282363, 1.0]], ['2, k, 19', [0.08115236, -0.7607218, 1.0]], ['2, k, 20', [-0.01540968, 0.2433731, 1.0]], ['2, k, 21', [-0.5379282, 0.8030859, 1.0]], ['2, k, 22', [-0.523114, 0.7298119, 1.0]], ['2, k, 23', [0.1617305, -0.2673199, 1.0]], ['2, k, 24', [0.189243, -0.2126237, 1.0]]]
[['2, k, 0', [-0.04246484, -0.1937685, 1.0]], ['2, k, 1', [-0.02684245, 0.05795325, 1.0]], ['2, k, 2', [-0.01179787, 0.3041532, 1.0]], ['2, k, 3', [0.005034828, 0.4417844, 1.0]], ['2, k, 4', [-0.1921701, 0.2690304, 1.0]], ['2, k, 5', [-0.318725, 0.4949768, 1.0]], ['2, k, 6', [-0.4679423, 0.7031581, 1.0]], ['2, k, 7', [-0.4819704, 0.7509317, 1.0]], ['2, k, 8', [0.1574953, 0.1989769, 1.0]], ['2, k, 9', [0.2337296, 0.0230436, 1.0]], ['2, k, 10', [0.1917031, -0.1847735, 1.0]], ['2, k, 11', [0.1674995, -0.2419576, 1.0]], ['2, k, 12', [-0.1175302, -0.185245, 1.0]], ['2, k, 13', [-0.1839424, -0.3715577, 1.0]], ['2, k, 14', [-0.244033, -0.7174993, 1.0]], ['2, k, 15', [-0.2101248, -0.7527242, 1.0]], ['2, k, 16', [0.03362039, -0.1966683, 1.0]], ['2, k, 17', [0.08540774, -0.376139, 1.0]], ['2, k, 18', [0.1072575, -0.7289117, 1.0]], ['2, k, 19', [0.08166017, -0.7611526, 1.0]], ['2, k, 20', [-0.01551671, 0.2434001, 1.0]], ['2, k, 21', [-0.5094596, 0.8248754, 1.0]], ['2, k, 22', [-0.4991164, 0.7573487, 1.0]], ['2, k, 23', [0.148452, -0.2586136, 1.0]], ['2, k, 24', [0.1876419, -0.2666646, 1.0]]]
[['2, k, 0', [-0.042432, -0.1937547, 1.0]], ['2, k, 1', [-0.02685081, 0.05796529, 1.0]], ['2, k, 2', [-0.01188955, 0.304118, 1.0]], ['2, k, 3', [0.004280963, 0.4417875, 1.0]], ['2, k, 4', [-0.1927429, 0.2663661, 1.0]], ['2, k, 5', [-0.3066133, 0.4988868, 1.0]], ['2, k, 6', [-0.4403433, 0.7167324, 1.0]], ['2, k, 7', [-0.4532796, 0.7633402, 1.0]], ['2, k, 8', [0.1567378, 0.199007, 1.0]], ['2, k, 9', [0.2331833, 0.02318459, 1.0]], ['2, k, 10', [0.1919597, -0.1848904, 1.0]], ['2, k, 11', [0.1740814, -0.2404295, 1.0]], ['2, k, 12', [-0.1175341, -0.1852499, 1.0]], ['2, k, 13', [-0.1845818, -0.3724726, 1.0]], ['2, k, 14', [-0.2427169, -0.7183005, 1.0]], ['2, k, 15', [-0.2217405, -0.7600984, 1.0]], ['2, k, 16', [0.03373323, -0.1966459, 1.0]], ['2, k, 17', [0.0854608, -0.375585, 1.0]], ['2, k, 18', [0.1073958, -0.7292711, 1.0]], ['2, k, 19', [0.08133864, -0.7609547, 1.0]], ['2, k, 20', [-0.01558193, 0.2433869, 1.0]], ['2, k, 21', [-0.475352, 0.838137, 1.0]], ['2, k, 22', [-0.467066, 0.7600483, 1.0]], ['2, k, 23', [0.1764387, -0.2889273, 1.0]], ['2, k, 24', [0.1916178, -0.2218815, 1.0]]]
[['2, k, 0', [-0.04370708, -0.1918107, 1.0]], ['2, k, 1', [-0.02699532, 0.05842484, 1.0]], ['2, k, 2', [-0.01165975, 0.3040863, 1.0]], ['2, k, 3', [0.003972286, 0.4422031, 1.0]], ['2, k, 4', [-0.1880155, 0.2731235, 1.0]], ['2, k, 5', [-0.2981767, 0.5071889, 1.0]], ['2, k, 6', [-0.3834885, 0.6832889, 1.0]], ['2, k, 7', [-0.4204618, 0.7484523, 1.0]], ['2, k, 8', [0.1563868, 0.1991115, 1.0]], ['2, k, 9', [0.2321711, 0.02298799, 1.0]], ['2, k, 10', [0.1935802, -0.1881905, 1.0]], ['2, k, 11', [0.1822174, -0.2248694, 1.0]], ['2, k, 12', [-0.1191416, -0.1826686, 1.0]], ['2, k, 13', [-0.1846226, -0.3732949, 1.0]], ['2, k, 14', [-0.2360573, -0.7184444, 1.0]], ['2, k, 15', [-0.2141504, -0.7581637, 1.0]], ['2, k, 16', [0.03282726, -0.1954375, 1.0]], ['2, k, 17', [0.08541737, -0.3756731, 1.0]], ['2, k, 18', [0.1073587, -0.7292308, 1.0]], ['2, k, 19', [0.08133755, -0.7609888, 1.0]], ['2, k, 20', [-0.01547666, 0.2434304, 1.0]], ['2, k, 21', [-0.4420575, 0.8126494, 1.0]], ['2, k, 22', [-0.4494743, 0.7928512, 1.0]], ['2, k, 23', [0.1309362, -0.2525086, 1.0]], ['2, k, 24', [0.1866267, -0.2348218, 1.0]]]
[['2, k, 0', [-0.04339925, -0.1913119, 1.0]], ['2, k, 1', [-0.02687324, 0.05864266, 1.0]], ['2, k, 2', [-0.0116005, 0.3040702, 1.0]], ['2, k, 3', [0.003918702, 0.4421872, 1.0]], ['2, k, 4', [-0.1850889, 0.2757303, 1.0]], ['2, k, 5', [-0.2883714, 0.5128749, 1.0]], ['2, k, 6', [-0.3780052, 0.6887865, 1.0]], ['2, k, 7', [-0.4008635, 0.7603869, 1.0]], ['2, k, 8', [0.1559061, 0.1992214, 1.0]], ['2, k, 9', [0.2317422, 0.02319377, 1.0]], ['2, k, 10', [0.1935817, -0.1883712, 1.0]], ['2, k, 11', [0.176906, -0.2311161, 1.0]], ['2, k, 12', [-0.1187512, -0.1819301, 1.0]], ['2, k, 13', [-0.1846599, -0.3723348, 1.0]], ['2, k, 14', [-0.234573, -0.7182925, 1.0]], ['2, k, 15', [-0.2169667, -0.7602804, 1.0]], ['2, k, 16', [0.03308332, -0.19518, 1.0]], ['2, k, 17', [0.08537911, -0.3761938, 1.0]], ['2, k, 18', [0.1073039, -0.7294536, 1.0]], ['2, k, 19', [0.08195606, -0.7615931, 1.0]], ['2, k, 20', [-0.01540815, 0.2434506, 1.0]], ['2, k, 21', [-0.4162447, 0.8224282, 1.0]], ['2, k, 22', [-0.4191874, 0.7683601, 1.0]], ['2, k, 23', [0.1311948, -0.2530082, 1.0]], ['2, k, 24', [0.1893452, -0.2572719, 1.0]]]
[['2, k, 0', [-0.04272803, -0.1895182, 1.0]], ['2, k, 1', [-0.02636983, 0.05955976, 1.0]], ['2, k, 2', [-0.01103851, 0.3041861, 1.0]], ['2, k, 3', [0.003407223, 0.4422647, 1.0]], ['2, k, 4', [-0.1828278, 0.2778447, 1.0]], ['2, k, 5', [-0.2779247, 0.5181376, 1.0]], ['2, k, 6', [-0.3634185, 0.7016593, 1.0]], ['2, k, 7', [-0.3830712, 0.7756785, 1.0]], ['2, k, 8', [0.1554618, 0.2072664, 1.0]], ['2, k, 9', [0.2285847, 0.02912394, 1.0]], ['2, k, 10', [0.1923926, -0.1517462, 1.0]], ['2, k, 11', [0.18072, -0.2136786, 1.0]], ['2, k, 12', [-0.1181183, -0.1799793, 1.0]], ['2, k, 13', [-0.1847682, -0.3722359, 1.0]], ['2, k, 14', [-0.2356817, -0.7199609, 1.0]], ['2, k, 15', [-0.2149655, -0.7584865, 1.0]], ['2, k, 16', [0.03378312, -0.1936626, 1.0]], ['2, k, 17', [0.08546054, -0.3754395, 1.0]], ['2, k, 18', [0.1071278, -0.7296986, 1.0]], ['2, k, 19', [0.0813871, -0.7620891, 1.0]], ['2, k, 20', [-0.01487199, 0.2437595, 1.0]], ['2, k, 21', [-0.3944415, 0.8396421, 1.0]], ['2, k, 22', [-0.4009852, 0.8110871, 1.0]], ['2, k, 23', [0.1536968, -0.2650337, 1.0]], ['2, k, 24', [0.1397722, -0.2616733, 1.0]]]
[['2, k, 0', [-0.0423471, -0.1889426, 1.0]], ['2, k, 1', [-0.02622692, 0.06026176, 1.0]], ['2, k, 2', [-0.01106268, 0.3047145, 1.0]], ['2, k, 3', [0.00330918, 0.4425195, 1.0]], ['2, k, 4', [-0.1809317, 0.2794907, 1.0]], ['2, k, 5', [-0.2693602, 0.5221411, 1.0]], ['2, k, 6', [-0.3551925, 0.7571533, 1.0]], ['2, k, 7', [-0.3669493, 0.8091863, 1.0]], ['2, k, 8', [0.1556676, 0.209089, 1.0]], ['2, k, 9', [0.2274164, 0.0303416, 1.0]], ['2, k, 10', [0.1924879, -0.151651, 1.0]], ['2, k, 11', [0.1823312, -0.2160753, 1.0]], ['2, k, 12', [-0.1178163, -0.1795284, 1.0]], ['2, k, 13', [-0.1846526, -0.3715537, 1.0]], ['2, k, 14', [-0.2348783, -0.7215467, 1.0]], ['2, k, 15', [-0.2093607, -0.7547614, 1.0]], ['2, k, 16', [0.03430093, -0.1929378, 1.0]], ['2, k, 17', [0.08532541, -0.3758393, 1.0]], ['2, k, 18', [0.1072684, -0.7293915, 1.0]], ['2, k, 19', [0.07968683, -0.7615579, 1.0]], ['2, k, 20', [-0.01485222, 0.2443549, 1.0]], ['2, k, 21', [-0.3725318, 0.8802181, 1.0]], ['2, k, 22', [-0.3786913, 0.7992325, 1.0]], ['2, k, 23', [0.1573091, -0.2650581, 1.0]], ['2, k, 24', [0.1889873, -0.226407, 1.0]]]
[['2, k, 0', [-0.04219913, -0.1883332, 1.0]], ['2, k, 1', [-0.02621008, 0.06077423, 1.0]], ['2, k, 2', [-0.01110272, 0.3049708, 1.0]], ['2, k, 3', [0.003252261, 0.4424398, 1.0]], ['2, k, 4', [-0.1787991, 0.2799413, 1.0]], ['2, k, 5', [-0.2614625, 0.5245314, 1.0]], ['2, k, 6', [-0.3196338, 0.7108992, 1.0]], ['2, k, 7', [-0.3457626, 0.7883821, 1.0]], ['2, k, 8', [0.1555844, 0.2108106, 1.0]], ['2, k, 9', [0.2269118, 0.03082266, 1.0]], ['2, k, 10', [0.1942084, -0.1808059, 1.0]], ['2, k, 11', [0.1763223, -0.2267023, 1.0]], ['2, k, 12', [-0.1177989, -0.1791409, 1.0]], ['2, k, 13', [-0.1846341, -0.3710674, 1.0]], ['2, k, 14', [-0.2384153, -0.720829, 1.0]], ['2, k, 15', [-0.2098249, -0.7538478, 1.0]], ['2, k, 16', [0.03462761, -0.1921054, 1.0]], ['2, k, 17', [0.08526754, -0.3750709, 1.0]], ['2, k, 18', [0.1072929, -0.7292829, 1.0]], ['2, k, 19', [0.07820799, -0.7607539, 1.0]], ['2, k, 20', [-0.01487418, 0.2446876, 1.0]], ['2, k, 21', [-0.3495156, 0.8516791, 1.0]], ['2, k, 22', [-0.3617666, 0.8269458, 1.0]], ['2, k, 23', [0.1315367, -0.2536667, 1.0]], ['2, k, 24', [0.1825469, -0.2644288, 1.0]]]
[['2, k, 0', [-0.04171944, -0.1879057, 1.0]], ['2, k, 1', [-0.0260928, 0.06106102, 1.0]], ['2, k, 2', [-0.01119212, 0.3051293, 1.0]], ['2, k, 3', [0.002885377, 0.442755, 1.0]], ['2, k, 4', [-0.1773635, 0.2803627, 1.0]], ['2, k, 5', [-0.2480909, 0.5281002, 1.0]], ['2, k, 6', [-0.3195119, 0.7635792, 1.0]], ['2, k, 7', [-0.3315929, 0.8138332, 1.0]], ['2, k, 8', [0.1554917, 0.2122321, 1.0]], ['2, k, 9', [0.2277923, 0.02990114, 1.0]], ['2, k, 10', [0.1941584, -0.1656941, 1.0]], ['2, k, 11', [0.1818919, -0.2248245, 1.0]], ['2, k, 12', [-0.1173431, -0.1787903, 1.0]], ['2, k, 13', [-0.1847122, -0.3710184, 1.0]], ['2, k, 14', [-0.2328846, -0.7195068, 1.0]], ['2, k, 15', [-0.20772, -0.7550909, 1.0]], ['2, k, 16', [0.03523736, -0.191555, 1.0]], ['2, k, 17', [0.08510645, -0.3744454, 1.0]], ['2, k, 18', [0.1073464, -0.7292378, 1.0]], ['2, k, 19', [0.07778303, -0.7607528, 1.0]], ['2, k, 20', [-0.01490158, 0.2448869, 1.0]], ['2, k, 21', [-0.3290269, 0.8828521, 1.0]], ['2, k, 22', [-0.338099, 0.8575307, 1.0]], ['2, k, 23', [0.1652799, -0.2711011, 1.0]], ['2, k, 24', [0.1684127, -0.2398717, 1.0]]]
[['2, k, 0', [-0.04054648, -0.1876443, 1.0]], ['2, k, 1', [-0.02574836, 0.06135575, 1.0]], ['2, k, 2', [-0.01130522, 0.3053439, 1.0]], ['2, k, 3', [0.002470611, 0.4427935, 1.0]], ['2, k, 4', [-0.1763534, 0.2801309, 1.0]], ['2, k, 5', [-0.2408335, 0.5298051, 1.0]], ['2, k, 6', [-0.3167808, 0.7646479, 1.0]], ['2, k, 7', [-0.315666, 0.8206061, 1.0]], ['2, k, 8', [0.1554658, 0.213145, 1.0]], ['2, k, 9', [0.2281565, 0.02900059, 1.0]], ['2, k, 10', [0.1954758, -0.1164675, 1.0]], ['2, k, 11', [0.1895952, -0.1793355, 1.0]], ['2, k, 12', [-0.1161763, -0.178635, 1.0]], ['2, k, 13', [-0.1842908, -0.3700729, 1.0]], ['2, k, 14', [-0.2347129, -0.7193667, 1.0]], ['2, k, 15', [-0.2102916, -0.7538341, 1.0]], ['2, k, 16', [0.03630672, -0.1912992, 1.0]], ['2, k, 17', [0.08512865, -0.3751832, 1.0]], ['2, k, 18', [0.107364, -0.7291802, 1.0]], ['2, k, 19', [0.0771528, -0.7608656, 1.0]], ['2, k, 20', [-0.01490378, 0.2451252, 1.0]], ['2, k, 21', [-0.3100485, 0.8898668, 1.0]], ['2, k, 22', [-0.3250796, 0.828476, 1.0]], ['2, k, 23', [0.1929639, -0.2241847, 1.0]], ['2, k, 24', [0.190941, -0.220467, 1.0]]]
