[['2, k, 0', [-0.202251, -0.380884, 1.0]], ['2, k, 1', [-0.194261, -0.0908986, 1.0]], ['2, k, 2', [-0.185236, 0.192871, 1.0]], ['2, k, 3', [-0.165187, 0.32103, 1.0]], ['2, k, 4', [-0.296148, 0.184531, 1.0]], ['2, k, 5', [-0.346677, 0.0684936, 1.0]], ['2, k, 6', [-0.300936, 0.0790668, 1.0]], ['2, k, 7', [-0.256016, 0.0732451, 1.0]], ['2, k, 8', [-0.00919318, 0.0799135, 1.0]], ['2, k, 9', [0.168117, 0.123374, 1.0]], ['2, k, 10', [0.263262, 0.0586536, 1.0]], ['2, k, 11', [0.295231, 0.0754757, 1.0]], ['2, k, 12', [-0.264831, -0.351811, 1.0]], ['2, k, 13', [-0.256191, -0.659609, 1.0]], ['2, k, 14', [-0.247063, -1.03163, 1.0]], ['2, k, 15', [-0.224086, -1.09751, 1.0]], ['2, k, 16', [-0.134059, -0.399341, 1.0]], ['2, k, 17', [-0.109295, -0.706295, 1.0]], ['2, k, 18', [-0.116708, -1.086, 1.0]], ['2, k, 19', [-0.120732, -1.10812, 1.0]], ['2, k, 20', [-0.187678, 0.122859, 1.0]], ['2, k, 21', [-0.235535, 0.068531, 1.0]], ['2, k, 22', [-0.224412, 0.103264, 1.0]], ['2, k, 23', [0.311602, 0.0700489, 1.0]], ['2, k, 24', [0.333598, 0.0905732, 1.0]]]
[['2, k, 0', [-0.147803, -0.365945, 1.0]], ['2, k, 1', [-0.152069, -0.0637519, 1.0]], ['2, k, 2', [-0.149808, 0.234411, 1.0]], ['2, k, 3', [-0.163507, 0.344274, 1.0]], ['2, k, 4', [-0.235745, 0.0103405, 1.0]], ['2, k, 5', [-0.26305, 0.0716377, 1.0]], ['2, k, 6', [-0.15705, 0.119884, 1.0]], ['2, k, 7', [-0.135354, 0.133249, 1.0]], ['2, k, 8', [0.0483647, 0.102193, 1.0]], ['2, k, 9', [0.244419, 0.146071, 1.0]], ['2, k, 10', [0.376209, 0.179687, 1.0]], ['2, k, 11', [0.387846, 0.192945, 1.0]], ['2, k, 12', [-0.211663, -0.362513, 1.0]], ['2, k, 13', [-0.214316, -0.708555, 1.0]], ['2, k, 14', [-0.230468, -1.04928, 1.0]], ['2, k, 15', [-0.202112, -1.10862, 1.0]], ['2, k, 16', [-0.0764581, -0.358562, 1.0]], ['2, k, 17', [-0.115207, -0.683461, 1.0]], ['2, k, 18', [-0.111515, -1.05434, 1.0]], ['2, k, 19', [-0.135121, -1.10949, 1.0]], ['2, k, 20', [-0.150855, 0.160124, 1.0]], ['2, k, 21', [-0.102942, 0.138469, 1.0]], ['2, k, 22', [-0.0598086, 0.140939, 1.0]], ['2, k, 23', [0.428221, 0.206748, 1.0]], ['2, k, 24', [0.321639, 0.183502, 1.0]]]
[['2, k, 0', [-0.145186, -0.367916, 1.0]], ['2, k, 1', [-0.148457, -0.0661954, 1.0]], ['2, k, 2', [-0.147215, 0.230919, 1.0]], ['2, k, 3', [-0.163667, 0.343812, 1.0]], ['2, k, 4', [-0.235857, 0.00511347, 1.0]], ['2, k, 5', [-0.289993, 0.052845, 1.0]], ['2, k, 6', [-0.179841, 0.116731, 1.0]], ['2, k, 7', [-0.180677, 0.127629, 1.0]], ['2, k, 8', [0.0446054, 0.0988292, 1.0]], ['2, k, 9', [0.224721, 0.13229, 1.0]], ['2, k, 10', [0.356345, 0.170695, 1.0]], ['2, k, 11', [0.368915, 0.178954, 1.0]], ['2, k, 12', [-0.21021, -0.365758, 1.0]], ['2, k, 13', [-0.212466, -0.704837, 1.0]], ['2, k, 14', [-0.231759, -1.04834, 1.0]], ['2, k, 15', [-0.200855, -1.10809, 1.0]], ['2, k, 16', [-0.0736101, -0.359466, 1.0]], ['2, k, 17', [-0.10057, -0.736697, 1.0]], ['2, k, 18', [-0.114071, -1.08168, 1.0]], ['2, k, 19', [-0.13232, -1.11426, 1.0]], ['2, k, 20', [-0.147966, 0.157187, 1.0]], ['2, k, 21', [-0.16162, 0.134251, 1.0]], ['2, k, 22', [-0.10766, 0.133361, 1.0]], ['2, k, 23', [0.392997, 0.188058, 1.0]], ['2, k, 24', [0.311167, 0.171649, 1.0]]]
[['2, k, 0', [-0.145272, -0.36769, 1.0]], ['2, k, 1', [-0.147533, -0.0676349, 1.0]], ['2, k, 2', [-0.144018, 0.222165, 1.0]], ['2, k, 3', [-0.163292, 0.343282, 1.0]], ['2, k, 4', [-0.238171, 0.00712187, 1.0]], ['2, k, 5', [-0.309665, 0.0621582, 1.0]], ['2, k, 6', [-0.211073, 0.108964, 1.0]], ['2, k, 7', [-0.206433, 0.123999, 1.0]], ['2, k, 8', [0.0413488, 0.0985161, 1.0]], ['2, k, 9', [0.211739, 0.117151, 1.0]], ['2, k, 10', [0.297833, 0.148909, 1.0]], ['2, k, 11', [0.330216, 0.163282, 1.0]], ['2, k, 12', [-0.210602, -0.365616, 1.0]], ['2, k, 13', [-0.211726, -0.705483, 1.0]], ['2, k, 14', [-0.208244, -1.05027, 1.0]], ['2, k, 15', [-0.200783, -1.10816, 1.0]], ['2, k, 16', [-0.0736336, -0.358847, 1.0]], ['2, k, 17', [-0.0929912, -0.672819, 1.0]], ['2, k, 18', [-0.111668, -1.05059, 1.0]], ['2, k, 19', [-0.131156, -1.10939, 1.0]], ['2, k, 20', [-0.14541, 0.151172, 1.0]], ['2, k, 21', [-0.187332, 0.125774, 1.0]], ['2, k, 22', [-0.125052, 0.125428, 1.0]], ['2, k, 23', [0.354021, 0.171976, 1.0]], ['2, k, 24', [0.253267, 0.157468, 1.0]]]
[['2, k, 0', [-0.145538, -0.367904, 1.0]], ['2, k, 1', [-0.146817, -0.0701537, 1.0]], ['2, k, 2', [-0.14278, 0.216553, 1.0]], ['2, k, 3', [-0.163203, 0.342694, 1.0]], ['2, k, 4', [-0.239308, 0.0124879, 1.0]], ['2, k, 5', [-0.324276, 0.0479139, 1.0]], ['2, k, 6', [-0.281021, 0.0927549, 1.0]], ['2, k, 7', [-0.26754, 0.113275, 1.0]], ['2, k, 8', [0.0312084, 0.0945271, 1.0]], ['2, k, 9', [0.20031, 0.0997835, 1.0]], ['2, k, 10', [0.299613, 0.137985, 1.0]], ['2, k, 11', [0.315392, 0.150833, 1.0]], ['2, k, 12', [-0.211726, -0.36574, 1.0]], ['2, k, 13', [-0.194623, -0.7223, 1.0]], ['2, k, 14', [-0.231341, -1.05494, 1.0]], ['2, k, 15', [-0.20403, -1.10854, 1.0]], ['2, k, 16', [-0.0736659, -0.359815, 1.0]], ['2, k, 17', [-0.105638, -0.719831, 1.0]], ['2, k, 18', [-0.110877, -1.06245, 1.0]], ['2, k, 19', [-0.132417, -1.11031, 1.0]], ['2, k, 20', [-0.144164, 0.146151, 1.0]], ['2, k, 21', [-0.251, 0.12015, 1.0]], ['2, k, 22', [-0.205603, 0.112825, 1.0]], ['2, k, 23', [0.369698, 0.156283, 1.0]], ['2, k, 24', [0.252005, 0.144806, 1.0]]]
[['2, k, 0', [-0.145138, -0.367312, 1.0]], ['2, k, 1', [-0.145804, -0.0707718, 1.0]], ['2, k, 2', [-0.141921, 0.215781, 1.0]], ['2, k, 3', [-0.163152, 0.341451, 1.0]], ['2, k, 4', [-0.247422, 0.0388263, 1.0]], ['2, k, 5', [-0.347418, 0.0393697, 1.0]], ['2, k, 6', [-0.289941, 0.0914952, 1.0]], ['2, k, 7', [-0.290526, 0.109215, 1.0]], ['2, k, 8', [0.0295464, 0.0937864, 1.0]], ['2, k, 9', [0.188681, 0.0907061, 1.0]], ['2, k, 10', [0.241543, 0.118492, 1.0]], ['2, k, 11', [0.27504, 0.134393, 1.0]], ['2, k, 12', [-0.212147, -0.365189, 1.0]], ['2, k, 13', [-0.204485, -0.72873, 1.0]], ['2, k, 14', [-0.234272, -1.06292, 1.0]], ['2, k, 15', [-0.204628, -1.10852, 1.0]], ['2, k, 16', [-0.0712057, -0.359694, 1.0]], ['2, k, 17', [-0.104329, -0.721622, 1.0]], ['2, k, 18', [-0.11138, -1.06389, 1.0]], ['2, k, 19', [-0.13456, -1.11173, 1.0]], ['2, k, 20', [-0.143247, 0.145378, 1.0]], ['2, k, 21', [-0.272654, 0.112036, 1.0]], ['2, k, 22', [-0.208019, 0.110533, 1.0]], ['2, k, 23', [0.294485, 0.138762, 1.0]], ['2, k, 24', [0.205048, 0.130377, 1.0]]]
[['2, k, 0', [-0.149555, -0.36641, 1.0]], ['2, k, 1', [-0.146504, -0.0701702, 1.0]], ['2, k, 2', [-0.141694, 0.216963, 1.0]], ['2, k, 3', [-0.163463, 0.340664, 1.0]], ['2, k, 4', [-0.254677, 0.0489901, 1.0]], ['2, k, 5', [-0.365159, 0.0361849, 1.0]], ['2, k, 6', [-0.325312, 0.0885704, 1.0]], ['2, k, 7', [-0.330363, 0.104843, 1.0]], ['2, k, 8', [0.0212927, 0.0910732, 1.0]], ['2, k, 9', [0.152232, 0.0810811, 1.0]], ['2, k, 10', [0.235539, 0.0893069, 1.0]], ['2, k, 11', [0.257141, 0.121992, 1.0]], ['2, k, 12', [-0.218121, -0.363032, 1.0]], ['2, k, 13', [-0.195419, -0.718243, 1.0]], ['2, k, 14', [-0.234372, -1.05154, 1.0]], ['2, k, 15', [-0.204652, -1.10847, 1.0]], ['2, k, 16', [-0.0756699, -0.359718, 1.0]], ['2, k, 17', [-0.103626, -0.722371, 1.0]], ['2, k, 18', [-0.112615, -1.06447, 1.0]], ['2, k, 19', [-0.133417, -1.11285, 1.0]], ['2, k, 20', [-0.143206, 0.14628, 1.0]], ['2, k, 21', [-0.321232, 0.105674, 1.0]], ['2, k, 22', [-0.24857, 0.104893, 1.0]], ['2, k, 23', [0.306489, 0.129473, 1.0]], ['2, k, 24', [0.199191, 0.118595, 1.0]]]
[['2, k, 0', [-0.152514, -0.36615, 1.0]], ['2, k, 1', [-0.146929, -0.0710339, 1.0]], ['2, k, 2', [-0.140885, 0.214823, 1.0]], ['2, k, 3', [-0.164154, 0.339937, 1.0]], ['2, k, 4', [-0.25743, 0.0529331, 1.0]], ['2, k, 5', [-0.377612, 0.0376838, 1.0]], ['2, k, 6', [-0.337951, 0.0871116, 1.0]], ['2, k, 7', [-0.351085, 0.101169, 1.0]], ['2, k, 8', [0.0181645, 0.0901359, 1.0]], ['2, k, 9', [0.145947, 0.070592, 1.0]], ['2, k, 10', [0.214625, 0.0952208, 1.0]], ['2, k, 11', [0.22276, 0.11016, 1.0]], ['2, k, 12', [-0.221872, -0.362042, 1.0]], ['2, k, 13', [-0.188301, -0.695506, 1.0]], ['2, k, 14', [-0.235004, -1.04883, 1.0]], ['2, k, 15', [-0.204615, -1.10854, 1.0]], ['2, k, 16', [-0.0785012, -0.360203, 1.0]], ['2, k, 17', [-0.102742, -0.72062, 1.0]], ['2, k, 18', [-0.111966, -1.06141, 1.0]], ['2, k, 19', [-0.133056, -1.11099, 1.0]], ['2, k, 20', [-0.142788, 0.144639, 1.0]], ['2, k, 21', [-0.337584, 0.101869, 1.0]], ['2, k, 22', [-0.263293, 0.100506, 1.0]], ['2, k, 23', [0.266147, 0.124019, 1.0]], ['2, k, 24', [0.164778, 0.105502, 1.0]]]
[['2, k, 0', [-0.15321, -0.366332, 1.0]], ['2, k, 1', [-0.147102, -0.0720188, 1.0]], ['2, k, 2', [-0.140626, 0.213783, 1.0]], ['2, k, 3', [-0.166301, 0.339206, 1.0]], ['2, k, 4', [-0.263212, 0.057429, 1.0]], ['2, k, 5', [-0.39614, 0.0455681, 1.0]], ['2, k, 6', [-0.416941, 0.0772126, 1.0]], ['2, k, 7', [-0.420007, 0.0972967, 1.0]], ['2, k, 8', [0.00871604, 0.0916104, 1.0]], ['2, k, 9', [0.113637, 0.0755621, 1.0]], ['2, k, 10', [0.15415, 0.0819316, 1.0]], ['2, k, 11', [0.191774, 0.0985496, 1.0]], ['2, k, 12', [-0.222882, -0.362362, 1.0]], ['2, k, 13', [-0.191071, -0.697056, 1.0]], ['2, k, 14', [-0.235881, -1.04966, 1.0]], ['2, k, 15', [-0.204442, -1.10848, 1.0]], ['2, k, 16', [-0.0784192, -0.359885, 1.0]], ['2, k, 17', [-0.0839133, -0.673793, 1.0]], ['2, k, 18', [-0.112027, -1.04762, 1.0]], ['2, k, 19', [-0.131853, -1.10872, 1.0]], ['2, k, 20', [-0.142578, 0.143564, 1.0]], ['2, k, 21', [-0.407805, 0.0991612, 1.0]], ['2, k, 22', [-0.350111, 0.0884417, 1.0]], ['2, k, 23', [0.24776, 0.0958032, 1.0]], ['2, k, 24', [0.138441, 0.0956241, 1.0]]]
[['2, k, 0', [-0.15437, -0.366032, 1.0]], ['2, k, 1', [-0.147474, -0.0730407, 1.0]], ['2, k, 2', [-0.140306, 0.211909, 1.0]], ['2, k, 3', [-0.167996, 0.338427, 1.0]], ['2, k, 4', [-0.274565, 0.0647113, 1.0]], ['2, k, 5', [-0.413372, 0.0425277, 1.0]], ['2, k, 6', [-0.438482, 0.0814371, 1.0]], ['2, k, 7', [-0.450006, 0.0956721, 1.0]], ['2, k, 8', [0.00472179, 0.0910354, 1.0]], ['2, k, 9', [0.103136, 0.051689, 1.0]], ['2, k, 10', [0.0962447, 0.0850452, 1.0]], ['2, k, 11', [0.145764, 0.0874334, 1.0]], ['2, k, 12', [-0.223804, -0.362157, 1.0]], ['2, k, 13', [-0.19049, -0.697031, 1.0]], ['2, k, 14', [-0.235315, -1.04945, 1.0]], ['2, k, 15', [-0.205864, -1.1088, 1.0]], ['2, k, 16', [-0.0795518, -0.359551, 1.0]], ['2, k, 17', [-0.0973762, -0.722833, 1.0]], ['2, k, 18', [-0.112675, -1.06149, 1.0]], ['2, k, 19', [-0.133666, -1.11179, 1.0]], ['2, k, 20', [-0.142391, 0.141882, 1.0]], ['2, k, 21', [-0.446048, 0.0952358, 1.0]], ['2, k, 22', [-0.378849, 0.0910523, 1.0]], ['2, k, 23', [0.193248, 0.111021, 1.0]], ['2, k, 24', [0.127366, 0.0958843, 1.0]]]
[['2, k, 0', [-0.15836, -0.365624, 1.0]], ['2, k, 1', [-0.149088, -0.0740107, 1.0]], ['2, k, 2', [-0.140747, 0.209489, 1.0]], ['2, k, 3', [-0.170666, 0.33804, 1.0]], ['2, k, 4', [-0.280272, 0.0674222, 1.0]], ['2, k, 5', [-0.438287, 0.0411161, 1.0]], ['2, k, 6', [-0.460828, 0.080618, 1.0]], ['2, k, 7', [-0.478505, 0.0939805, 1.0]], ['2, k, 8', [0.00120287, 0.090769, 1.0]], ['2, k, 9', [0.0843245, 0.0424178, 1.0]], ['2, k, 10', [0.086547, 0.0700724, 1.0]], ['2, k, 11', [0.105699, 0.078771, 1.0]], ['2, k, 12', [-0.228169, -0.361177, 1.0]], ['2, k, 13', [-0.182176, -0.720353, 1.0]], ['2, k, 14', [-0.237084, -1.05048, 1.0]], ['2, k, 15', [-0.206732, -1.10841, 1.0]], ['2, k, 16', [-0.084852, -0.359519, 1.0]], ['2, k, 17', [-0.099743, -0.72331, 1.0]], ['2, k, 18', [-0.113332, -1.06261, 1.0]], ['2, k, 19', [-0.133108, -1.11327, 1.0]], ['2, k, 20', [-0.143119, 0.13989, 1.0]], ['2, k, 21', [-0.476917, 0.0941701, 1.0]], ['2, k, 22', [-0.401327, 0.0887725, 1.0]], ['2, k, 23', [0.118504, 0.082179, 1.0]], ['2, k, 24', [0.0341777, 0.0778731, 1.0]]]
[['2, k, 0', [-0.161637, -0.364243, 1.0]], ['2, k, 1', [-0.150657, -0.0741939, 1.0]], ['2, k, 2', [-0.141107, 0.208745, 1.0]], ['2, k, 3', [-0.172961, 0.336775, 1.0]], ['2, k, 4', [-0.28414, 0.0697443, 1.0]], ['2, k, 5', [-0.454672, 0.0357219, 1.0]], ['2, k, 6', [-0.483986, 0.0779948, 1.0]], ['2, k, 7', [-0.508969, 0.09332, 1.0]], ['2, k, 8', [-0.0109867, 0.0903115, 1.0]], ['2, k, 9', [0.0577777, 0.014339, 1.0]], ['2, k, 10', [0.0616648, 0.0234945, 1.0]], ['2, k, 11', [0.0801855, 0.0717474, 1.0]], ['2, k, 12', [-0.230705, -0.35968, 1.0]], ['2, k, 13', [-0.191012, -0.699991, 1.0]], ['2, k, 14', [-0.237353, -1.05123, 1.0]], ['2, k, 15', [-0.207157, -1.10886, 1.0]], ['2, k, 16', [-0.0886443, -0.358406, 1.0]], ['2, k, 17', [-0.0997312, -0.723262, 1.0]], ['2, k, 18', [-0.111488, -1.06263, 1.0]], ['2, k, 19', [-0.133571, -1.11411, 1.0]], ['2, k, 20', [-0.143672, 0.139224, 1.0]], ['2, k, 21', [-0.508779, 0.09228, 1.0]], ['2, k, 22', [-0.425309, 0.0851257, 1.0]], ['2, k, 23', [0.125447, 0.0838358, 1.0]], ['2, k, 24', [0.0672036, 0.105211, 1.0]]]
[['2, k, 0', [-0.165769, -0.362756, 1.0]], ['2, k, 1', [-0.153692, -0.0739739, 1.0]], ['2, k, 2', [-0.142553, 0.208233, 1.0]], ['2, k, 3', [-0.174737, 0.336252, 1.0]], ['2, k, 4', [-0.295815, 0.0754595, 1.0]], ['2, k, 5', [-0.469605, 0.0315284, 1.0]], ['2, k, 6', [-0.448634, 0.0859729, 1.0]], ['2, k, 7', [-0.403134, 0.0815081, 1.0]], ['2, k, 8', [-0.0157275, 0.0908343, 1.0]], ['2, k, 9', [0.0534761, 0.00455488, 1.0]], ['2, k, 10', [0.0161385, 0.0637738, 1.0]], ['2, k, 11', [0.034577, 0.0670628, 1.0]], ['2, k, 12', [-0.234405, -0.358041, 1.0]], ['2, k, 13', [-0.194023, -0.697546, 1.0]], ['2, k, 14', [-0.238527, -1.04939, 1.0]], ['2, k, 15', [-0.207227, -1.10915, 1.0]], ['2, k, 16', [-0.0928675, -0.357152, 1.0]], ['2, k, 17', [-0.103509, -0.717973, 1.0]], ['2, k, 18', [-0.111352, -1.0553, 1.0]], ['2, k, 19', [-0.132892, -1.10935, 1.0]], ['2, k, 20', [-0.145442, 0.1388, 1.0]], ['2, k, 21', [-0.385365, 0.080962, 1.0]], ['2, k, 22', [-0.382694, 0.0804008, 1.0]], ['2, k, 23', [0.0465821, 0.0695751, 1.0]], ['2, k, 24', [-0.0320447, 0.0670324, 1.0]]]
[['2, k, 0', [-0.165209, -0.361096, 1.0]], ['2, k, 1', [-0.154745, -0.0736328, 1.0]], ['2, k, 2', [-0.144229, 0.20786, 1.0]], ['2, k, 3', [-0.176979, 0.336087, 1.0]], ['2, k, 4', [-0.300072, 0.0777074, 1.0]], ['2, k, 5', [-0.477711, 0.0454106, 1.0]], ['2, k, 6', [-0.510832, 0.085715, 1.0]], ['2, k, 7', [-0.572491, 0.0900344, 1.0]], ['2, k, 8', [-0.0355314, 0.118443, 1.0]], ['2, k, 9', [0.0443504, 0.00244162, 1.0]], ['2, k, 10', [0.01452, 0.0583575, 1.0]], ['2, k, 11', [0.0188593, 0.0598676, 1.0]], ['2, k, 12', [-0.233684, -0.357666, 1.0]], ['2, k, 13', [-0.189341, -0.728652, 1.0]], ['2, k, 14', [-0.244108, -1.05708, 1.0]], ['2, k, 15', [-0.20807, -1.10931, 1.0]], ['2, k, 16', [-0.092515, -0.353931, 1.0]], ['2, k, 17', [-0.0862107, -0.663331, 1.0]], ['2, k, 18', [-0.112864, -1.05124, 1.0]], ['2, k, 19', [-0.132821, -1.10912, 1.0]], ['2, k, 20', [-0.146926, 0.138557, 1.0]], ['2, k, 21', [-0.600046, 0.0954547, 1.0]], ['2, k, 22', [-0.493835, 0.0811098, 1.0]], ['2, k, 23', [0.0259755, 0.0634941, 1.0]], ['2, k, 24', [-0.0148075, 0.0950745, 1.0]]]
[['2, k, 0', [-0.166593, -0.357274, 1.0]], ['2, k, 1', [-0.156677, -0.0726657, 1.0]], ['2, k, 2', [-0.146555, 0.206874, 1.0]], ['2, k, 3', [-0.178526, 0.335936, 1.0]], ['2, k, 4', [-0.324064, 0.0834851, 1.0]], ['2, k, 5', [-0.492767, 0.050497, 1.0]], ['2, k, 6', [-0.5945, 0.0844284, 1.0]], ['2, k, 7', [-0.608871, 0.0910979, 1.0]], ['2, k, 8', [-0.0508293, 0.173326, 1.0]], ['2, k, 9', [0.029434, 0.0183389, 1.0]], ['2, k, 10', [-0.0150978, 0.0489916, 1.0]], ['2, k, 11', [-0.0465754, 0.061723, 1.0]], ['2, k, 12', [-0.23358, -0.355908, 1.0]], ['2, k, 13', [-0.250412, -0.661138, 1.0]], ['2, k, 14', [-0.238869, -1.04982, 1.0]], ['2, k, 15', [-0.20942, -1.10932, 1.0]], ['2, k, 16', [-0.0956708, -0.347658, 1.0]], ['2, k, 17', [-0.112336, -0.700703, 1.0]], ['2, k, 18', [-0.112108, -1.05169, 1.0]], ['2, k, 19', [-0.132958, -1.10906, 1.0]], ['2, k, 20', [-0.149092, 0.138011, 1.0]], ['2, k, 21', [-0.606488, 0.0871628, 1.0]], ['2, k, 22', [-0.535382, 0.0804012, 1.0]], ['2, k, 23', [-0.0541007, 0.0654465, 1.0]], ['2, k, 24', [-0.11127, 0.0634344, 1.0]]]
[['2, k, 0', [-0.167034, -0.358519, 1.0]], ['2, k, 1', [-0.157933, -0.0730213, 1.0]], ['2, k, 2', [-0.148704, 0.2071, 1.0]], ['2, k, 3', [-0.180018, 0.33568, 1.0]], ['2, k, 4', [-0.326803, 0.0852129, 1.0]], ['2, k, 5', [-0.507975, 0.0574709, 1.0]], ['2, k, 6', [-0.589541, 0.0810403, 1.0]], ['2, k, 7', [-0.629537, 0.0891465, 1.0]], ['2, k, 8', [-0.0521192, 0.17357, 1.0]], ['2, k, 9', [-0.000234912, 0.052562, 1.0]], ['2, k, 10', [-0.0262853, 0.0610181, 1.0]], ['2, k, 11', [-0.0829389, 0.0601959, 1.0]], ['2, k, 12', [-0.233006, -0.35904, 1.0]], ['2, k, 13', [-0.177319, -0.726708, 1.0]], ['2, k, 14', [-0.262207, -1.0497, 1.0]], ['2, k, 15', [-0.209121, -1.10738, 1.0]], ['2, k, 16', [-0.0971939, -0.347836, 1.0]], ['2, k, 17', [-0.106586, -0.722277, 1.0]], ['2, k, 18', [-0.112, -1.05829, 1.0]], ['2, k, 19', [-0.132628, -1.11189, 1.0]], ['2, k, 20', [-0.151031, 0.138071, 1.0]], ['2, k, 21', [-0.643722, 0.0906108, 1.0]], ['2, k, 22', [-0.543528, 0.0807624, 1.0]], ['2, k, 23', [-0.100644, 0.0646982, 1.0]], ['2, k, 24', [-0.119467, 0.0871312, 1.0]]]
[['2, k, 0', [-0.167854, -0.363491, 1.0]], ['2, k, 1', [-0.158504, -0.0739017, 1.0]], ['2, k, 2', [-0.149286, 0.207872, 1.0]], ['2, k, 3', [-0.18253, 0.334805, 1.0]], ['2, k, 4', [-0.3279, 0.0855948, 1.0]], ['2, k, 5', [-0.520866, 0.0590134, 1.0]], ['2, k, 6', [-0.600974, 0.0703188, 1.0]], ['2, k, 7', [-0.646509, 0.0875196, 1.0]], ['2, k, 8', [-0.0558991, 0.172022, 1.0]], ['2, k, 9', [-0.02178, 0.0502921, 1.0]], ['2, k, 10', [-0.100933, 0.0680463, 1.0]], ['2, k, 11', [-0.137496, 0.0599318, 1.0]], ['2, k, 12', [-0.232888, -0.373486, 1.0]], ['2, k, 13', [-0.238468, -0.735521, 1.0]], ['2, k, 14', [-0.237493, -1.0822, 1.0]], ['2, k, 15', [-0.197656, -1.12822, 1.0]], ['2, k, 16', [-0.0984084, -0.349019, 1.0]], ['2, k, 17', [-0.10219, -0.667838, 1.0]], ['2, k, 18', [-0.112177, -1.05133, 1.0]], ['2, k, 19', [-0.131994, -1.10899, 1.0]], ['2, k, 20', [-0.151585, 0.138394, 1.0]], ['2, k, 21', [-0.670609, 0.091322, 1.0]], ['2, k, 22', [-0.566922, 0.0822369, 1.0]], ['2, k, 23', [-0.153019, 0.0639614, 1.0]], ['2, k, 24', [-0.197285, 0.0644823, 1.0]]]
[['2, k, 0', [-0.170828, -0.367234, 1.0]], ['2, k, 1', [-0.159129, -0.0737081, 1.0]], ['2, k, 2', [-0.149551, 0.213196, 1.0]], ['2, k, 3', [-0.183942, 0.334232, 1.0]], ['2, k, 4', [-0.330728, 0.0855011, 1.0]], ['2, k, 5', [-0.528755, 0.0622927, 1.0]], ['2, k, 6', [-0.656648, 0.0810075, 1.0]], ['2, k, 7', [-0.674213, 0.0893306, 1.0]], ['2, k, 8', [-0.057088, 0.171761, 1.0]], ['2, k, 9', [-0.0261101, 0.050705, 1.0]], ['2, k, 10', [-0.106494, 0.0593248, 1.0]], ['2, k, 11', [-0.18259, 0.0599201, 1.0]], ['2, k, 12', [-0.234698, -0.378014, 1.0]], ['2, k, 13', [-0.239348, -0.740635, 1.0]], ['2, k, 14', [-0.238128, -1.08696, 1.0]], ['2, k, 15', [-0.191801, -1.1227, 1.0]], ['2, k, 16', [-0.101796, -0.350097, 1.0]], ['2, k, 17', [-0.0996508, -0.673581, 1.0]], ['2, k, 18', [-0.111399, -1.0511, 1.0]], ['2, k, 19', [-0.133377, -1.10884, 1.0]], ['2, k, 20', [-0.152137, 0.141672, 1.0]], ['2, k, 21', [-0.699067, 0.0922082, 1.0]], ['2, k, 22', [-0.602212, 0.0839692, 1.0]], ['2, k, 23', [-0.203304, 0.0633758, 1.0]], ['2, k, 24', [-0.241597, 0.0609498, 1.0]]]
[['2, k, 0', [-0.134889, -0.372751, 1.0]], ['2, k, 1', [-0.15422, -0.0762308, 1.0]], ['2, k, 2', [-0.155453, 0.212011, 1.0]], ['2, k, 3', [-0.185227, 0.334215, 1.0]], ['2, k, 4', [-0.335732, 0.111285, 1.0]], ['2, k, 5', [-0.53369, 0.0654766, 1.0]], ['2, k, 6', [-0.672931, 0.0833947, 1.0]], ['2, k, 7', [-0.694099, 0.0923031, 1.0]], ['2, k, 8', [-0.0573347, 0.171951, 1.0]], ['2, k, 9', [-0.0451156, 0.0549984, 1.0]], ['2, k, 10', [-0.152339, 0.0524284, 1.0]], ['2, k, 11', [-0.224505, 0.0598151, 1.0]], ['2, k, 12', [-0.203735, -0.38736, 1.0]], ['2, k, 13', [-0.218182, -0.74199, 1.0]], ['2, k, 14', [-0.249237, -1.08427, 1.0]], ['2, k, 15', [-0.199327, -1.11694, 1.0]], ['2, k, 16', [-0.0642807, -0.346579, 1.0]], ['2, k, 17', [-0.0976729, -0.675226, 1.0]], ['2, k, 18', [-0.110075, -1.05062, 1.0]], ['2, k, 19', [-0.133269, -1.10887, 1.0]], ['2, k, 20', [-0.155643, 0.140745, 1.0]], ['2, k, 21', [-0.717872, 0.0959189, 1.0]], ['2, k, 22', [-0.622104, 0.0877669, 1.0]], ['2, k, 23', [-0.253631, 0.0656509, 1.0]], ['2, k, 24', [-0.288026, 0.0728881, 1.0]]]
