[['2, k, 0', [0.201313, -1.21396, 1.0]], ['2, k, 1', [0.188738, -0.927412, 1.0]], ['2, k, 2', [0.175615, -0.642304, 1.0]], ['2, k, 3', [0.170148, -0.522027, 1.0]], ['2, k, 4', [-0.00129771, -0.714543, 1.0]], ['2, k, 5', [-0.1402, -0.812072, 1.0]], ['2, k, 6', [-0.192167, -0.808414, 1.0]], ['2, k, 7', [-0.200847, -0.79978, 1.0]], ['2, k, 8', [0.35829, -0.72303, 1.0]], ['2, k, 9', [0.472919, -0.851057, 1.0]], ['2, k, 10', [0.470808, -0.881416, 1.0]], ['2, k, 11', [0.456453, -0.89654, 1.0]], ['2, k, 12', [0.117493, -1.19926, 1.0]], ['2, k, 13', [0.121205, -1.44827, 1.0]], ['2, k, 14', [0.11613, -1.8046, 1.0]], ['2, k, 15', [0.104098, -1.8376, 1.0]], ['2, k, 16', [0.280903, -1.20313, 1.0]], ['2, k, 17', [0.308122, -1.44137, 1.0]], ['2, k, 18', [0.336442, -1.79466, 1.0]], ['2, k, 19', [0.329624, -1.84683, 1.0]], ['2, k, 20', [0.179004, -0.71352, 1.0]], ['2, k, 21', [-0.196235, -0.809614, 1.0]], ['2, k, 22', [-0.16633, -0.797918, 1.0]], ['2, k, 23', [0.458518, -0.902634, 1.0]], ['2, k, 24', [0.493592, -0.881568, 1.0]]]
[['2, k, 0', [0.225728, -1.28096, 1.0]], ['2, k, 1', [0.217216, -0.997494, 1.0]], ['2, k, 2', [0.207929, -0.715798, 1.0]], ['2, k, 3', [0.20654, -0.571424, 1.0]], ['2, k, 4', [0.0298235, -0.787851, 1.0]], ['2, k, 5', [-0.129303, -0.900419, 1.0]], ['2, k, 6', [-0.202464, -0.959913, 1.0]], ['2, k, 7', [-0.217475, -0.961473, 1.0]], ['2, k, 8', [0.376448, -0.810963, 1.0]], ['2, k, 9', [0.476459, -0.908936, 1.0]], ['2, k, 10', [0.468201, -0.943476, 1.0]], ['2, k, 11', [0.452745, -0.954767, 1.0]], ['2, k, 12', [0.147215, -1.27094, 1.0]], ['2, k, 13', [0.1329, -1.50018, 1.0]], ['2, k, 14', [0.101654, -1.81494, 1.0]], ['2, k, 15', [0.0828074, -1.85278, 1.0]], ['2, k, 16', [0.299404, -1.26428, 1.0]], ['2, k, 17', [0.336443, -1.49122, 1.0]], ['2, k, 18', [0.280195, -1.78552, 1.0]], ['2, k, 19', [0.23623, -1.83953, 1.0]], ['2, k, 20', [0.210395, -0.786197, 1.0]], ['2, k, 21', [-0.203167, -0.979502, 1.0]], ['2, k, 22', [-0.148841, -0.955549, 1.0]], ['2, k, 23', [0.486055, -0.955663, 1.0]], ['2, k, 24', [0.392555, -0.953212, 1.0]]]
[['2, k, 0', [0.225202, -1.29745, 1.0]], ['2, k, 1', [0.215471, -1.01286, 1.0]], ['2, k, 2', [0.204985, -0.729713, 1.0]], ['2, k, 3', [0.205129, -0.586346, 1.0]], ['2, k, 4', [0.0265396, -0.811992, 1.0]], ['2, k, 5', [-0.125907, -0.933542, 1.0]], ['2, k, 6', [-0.200647, -0.989089, 1.0]], ['2, k, 7', [-0.216135, -0.997332, 1.0]], ['2, k, 8', [0.375718, -0.817196, 1.0]], ['2, k, 9', [0.47425, -0.937065, 1.0]], ['2, k, 10', [0.496255, -0.990541, 1.0]], ['2, k, 11', [0.45558, -0.989399, 1.0]], ['2, k, 12', [0.147192, -1.28863, 1.0]], ['2, k, 13', [0.124371, -1.51573, 1.0]], ['2, k, 14', [0.104703, -1.82972, 1.0]], ['2, k, 15', [0.0932249, -1.87295, 1.0]], ['2, k, 16', [0.29849, -1.27907, 1.0]], ['2, k, 17', [0.336858, -1.50557, 1.0]], ['2, k, 18', [0.274154, -1.7967, 1.0]], ['2, k, 19', [0.224036, -1.84858, 1.0]], ['2, k, 20', [0.20775, -0.800491, 1.0]], ['2, k, 21', [-0.205237, -1.00621, 1.0]], ['2, k, 22', [-0.139251, -0.992673, 1.0]], ['2, k, 23', [0.467786, -0.995931, 1.0]], ['2, k, 24', [0.404523, -0.989393, 1.0]]]
[['2, k, 0', [0.222365, -1.3099, 1.0]], ['2, k, 1', [0.213366, -1.02597, 1.0]], ['2, k, 2', [0.203663, -0.743433, 1.0]], ['2, k, 3', [0.203284, -0.598708, 1.0]], ['2, k, 4', [0.0286481, -0.819804, 1.0]], ['2, k, 5', [-0.121698, -0.946045, 1.0]], ['2, k, 6', [-0.198478, -1.00764, 1.0]], ['2, k, 7', [-0.217762, -1.03085, 1.0]], ['2, k, 8', [0.373881, -0.832285, 1.0]], ['2, k, 9', [0.473801, -0.954951, 1.0]], ['2, k, 10', [0.498352, -1.00755, 1.0]], ['2, k, 11', [0.436036, -1.02641, 1.0]], ['2, k, 12', [0.144758, -1.29907, 1.0]], ['2, k, 13', [0.121601, -1.52555, 1.0]], ['2, k, 14', [0.106705, -1.83803, 1.0]], ['2, k, 15', [0.0971607, -1.88493, 1.0]], ['2, k, 16', [0.29529, -1.29341, 1.0]], ['2, k, 17', [0.337812, -1.51859, 1.0]], ['2, k, 18', [0.26896, -1.80548, 1.0]], ['2, k, 19', [0.209667, -1.85424, 1.0]], ['2, k, 20', [0.206222, -0.814069, 1.0]], ['2, k, 21', [-0.217817, -1.04485, 1.0]], ['2, k, 22', [-0.150018, -1.02572, 1.0]], ['2, k, 23', [0.422477, -1.03277, 1.0]], ['2, k, 24', [0.352872, -1.02499, 1.0]]]
[['2, k, 0', [0.221981, -1.32214, 1.0]], ['2, k, 1', [0.212722, -1.04125, 1.0]], ['2, k, 2', [0.202693, -0.761565, 1.0]], ['2, k, 3', [0.202001, -0.611449, 1.0]], ['2, k, 4', [0.027795, -0.837964, 1.0]], ['2, k, 5', [-0.121767, -0.965604, 1.0]], ['2, k, 6', [-0.194161, -1.03594, 1.0]], ['2, k, 7', [-0.2133, -1.06402, 1.0]], ['2, k, 8', [0.373803, -0.845454, 1.0]], ['2, k, 9', [0.472303, -0.976375, 1.0]], ['2, k, 10', [0.49412, -1.04591, 1.0]], ['2, k, 11', [0.461908, -1.06027, 1.0]], ['2, k, 12', [0.143708, -1.31181, 1.0]], ['2, k, 13', [0.120482, -1.53725, 1.0]], ['2, k, 14', [0.0872868, -1.84587, 1.0]], ['2, k, 15', [0.0696039, -1.89504, 1.0]], ['2, k, 16', [0.295548, -1.30491, 1.0]], ['2, k, 17', [0.337152, -1.52918, 1.0]], ['2, k, 18', [0.288631, -1.83461, 1.0]], ['2, k, 19', [0.243213, -1.87563, 1.0]], ['2, k, 20', [0.205341, -0.831519, 1.0]], ['2, k, 21', [-0.221741, -1.0788, 1.0]], ['2, k, 22', [-0.143975, -1.06078, 1.0]], ['2, k, 23', [0.470058, -1.06429, 1.0]], ['2, k, 24', [0.418929, -1.07064, 1.0]]]
[['2, k, 0', [0.219797, -1.33295, 1.0]], ['2, k, 1', [0.211751, -1.05203, 1.0]], ['2, k, 2', [0.202952, -0.771934, 1.0]], ['2, k, 3', [0.199801, -0.6263, 1.0]], ['2, k, 4', [0.0273615, -0.853427, 1.0]], ['2, k, 5', [-0.122986, -0.981332, 1.0]], ['2, k, 6', [-0.189767, -1.06112, 1.0]], ['2, k, 7', [-0.216086, -1.09696, 1.0]], ['2, k, 8', [0.373885, -0.854731, 1.0]], ['2, k, 9', [0.469914, -0.994225, 1.0]], ['2, k, 10', [0.489469, -1.08532, 1.0]], ['2, k, 11', [0.463503, -1.09248, 1.0]], ['2, k, 12', [0.141334, -1.32158, 1.0]], ['2, k, 13', [0.119617, -1.54625, 1.0]], ['2, k, 14', [0.091013, -1.84881, 1.0]], ['2, k, 15', [0.0731909, -1.91043, 1.0]], ['2, k, 16', [0.293656, -1.3165, 1.0]], ['2, k, 17', [0.336632, -1.5398, 1.0]], ['2, k, 18', [0.291031, -1.84825, 1.0]], ['2, k, 19', [0.245837, -1.88606, 1.0]], ['2, k, 20', [0.205294, -0.842017, 1.0]], ['2, k, 21', [-0.222047, -1.10571, 1.0]], ['2, k, 22', [-0.151571, -1.0892, 1.0]], ['2, k, 23', [0.461185, -1.09905, 1.0]], ['2, k, 24', [0.42155, -1.11088, 1.0]]]
[['2, k, 0', [0.218763, -1.34504, 1.0]], ['2, k, 1', [0.209967, -1.06431, 1.0]], ['2, k, 2', [0.200391, -0.78423, 1.0]], ['2, k, 3', [0.199059, -0.644296, 1.0]], ['2, k, 4', [0.0284327, -0.865806, 1.0]], ['2, k, 5', [-0.116604, -1.00407, 1.0]], ['2, k, 6', [-0.193966, -1.10206, 1.0]], ['2, k, 7', [-0.211663, -1.13137, 1.0]], ['2, k, 8', [0.373203, -0.864336, 1.0]], ['2, k, 9', [0.467939, -1.01449, 1.0]], ['2, k, 10', [0.491785, -1.09681, 1.0]], ['2, k, 11', [0.44945, -1.12326, 1.0]], ['2, k, 12', [0.139238, -1.33338, 1.0]], ['2, k, 13', [0.12042, -1.55748, 1.0]], ['2, k, 14', [0.0978357, -1.86161, 1.0]], ['2, k, 15', [0.0883614, -1.87327, 1.0]], ['2, k, 16', [0.293709, -1.32865, 1.0]], ['2, k, 17', [0.336938, -1.55115, 1.0]], ['2, k, 18', [0.3925, -1.76025, 1.0]], ['2, k, 19', [0.344794, -1.63903, 1.0]], ['2, k, 20', [0.202928, -0.854326, 1.0]], ['2, k, 21', [-0.214454, -1.14604, 1.0]], ['2, k, 22', [-0.140705, -1.12561, 1.0]], ['2, k, 23', [0.431331, -1.13732, 1.0]], ['2, k, 24', [0.369639, -1.12042, 1.0]]]
[['2, k, 0', [0.219748, -1.35734, 1.0]], ['2, k, 1', [0.210228, -1.08072, 1.0]], ['2, k, 2', [0.199729, -0.805049, 1.0]], ['2, k, 3', [0.19766, -0.657613, 1.0]], ['2, k, 4', [0.0284161, -0.877852, 1.0]], ['2, k, 5', [-0.115099, -1.02024, 1.0]], ['2, k, 6', [-0.194437, -1.11648, 1.0]], ['2, k, 7', [-0.210667, -1.16002, 1.0]], ['2, k, 8', [0.371224, -0.889447, 1.0]], ['2, k, 9', [0.468735, -1.03052, 1.0]], ['2, k, 10', [0.495348, -1.13326, 1.0]], ['2, k, 11', [0.467343, -1.15237, 1.0]], ['2, k, 12', [0.139416, -1.34597, 1.0]], ['2, k, 13', [0.11642, -1.56843, 1.0]], ['2, k, 14', [0.088457, -1.87059, 1.0]], ['2, k, 15', [0.0771471, -1.88167, 1.0]], ['2, k, 16', [0.295444, -1.3404, 1.0]], ['2, k, 17', [0.333691, -1.56396, 1.0]], ['2, k, 18', [0.401435, -1.76717, 1.0]], ['2, k, 19', [0.352351, -1.64387, 1.0]], ['2, k, 20', [0.202513, -0.874024, 1.0]], ['2, k, 21', [-0.213122, -1.17467, 1.0]], ['2, k, 22', [-0.142855, -1.15296, 1.0]], ['2, k, 23', [0.479059, -1.15491, 1.0]], ['2, k, 24', [0.430119, -1.17373, 1.0]]]
[['2, k, 0', [0.212821, -1.37381, 1.0]], ['2, k, 1', [0.2066, -1.0943, 1.0]], ['2, k, 2', [0.198905, -0.815912, 1.0]], ['2, k, 3', [0.196869, -0.668982, 1.0]], ['2, k, 4', [0.0246183, -0.903562, 1.0]], ['2, k, 5', [-0.114956, -1.04766, 1.0]], ['2, k, 6', [-0.194788, -1.15517, 1.0]], ['2, k, 7', [-0.20969, -1.19005, 1.0]], ['2, k, 8', [0.371245, -0.899774, 1.0]], ['2, k, 9', [0.468307, -1.04998, 1.0]], ['2, k, 10', [0.494622, -1.15348, 1.0]], ['2, k, 11', [0.458327, -1.17951, 1.0]], ['2, k, 12', [0.129646, -1.36276, 1.0]], ['2, k, 13', [0.115559, -1.62579, 1.0]], ['2, k, 14', [0.103177, -1.88641, 1.0]], ['2, k, 15', [0.0950189, -1.89501, 1.0]], ['2, k, 16', [0.291237, -1.35644, 1.0]], ['2, k, 17', [0.345636, -1.61909, 1.0]], ['2, k, 18', [0.399619, -1.87935, 1.0]], ['2, k, 19', [0.397962, -1.8908, 1.0]], ['2, k, 20', [0.201032, -0.885541, 1.0]], ['2, k, 21', [-0.199634, -1.2018, 1.0]], ['2, k, 22', [-0.13628, -1.18239, 1.0]], ['2, k, 23', [0.461043, -1.19608, 1.0]], ['2, k, 24', [0.439733, -1.21324, 1.0]]]
[['2, k, 0', [0.213717, -1.38176, 1.0]], ['2, k, 1', [0.2072, -1.10538, 1.0]], ['2, k, 2', [0.199442, -0.829959, 1.0]], ['2, k, 3', [0.196306, -0.682606, 1.0]], ['2, k, 4', [0.0238594, -0.911901, 1.0]], ['2, k, 5', [-0.111874, -1.06517, 1.0]], ['2, k, 6', [-0.195829, -1.18235, 1.0]], ['2, k, 7', [-0.20661, -1.21892, 1.0]], ['2, k, 8', [0.371742, -0.912093, 1.0]], ['2, k, 9', [0.466752, -1.06611, 1.0]], ['2, k, 10', [0.495813, -1.18258, 1.0]], ['2, k, 11', [0.478118, -1.20525, 1.0]], ['2, k, 12', [0.129722, -1.36951, 1.0]], ['2, k, 13', [0.117472, -1.63241, 1.0]], ['2, k, 14', [0.106835, -1.89295, 1.0]], ['2, k, 15', [0.0992009, -1.9019, 1.0]], ['2, k, 16', [0.293193, -1.3654, 1.0]], ['2, k, 17', [0.346509, -1.62685, 1.0]], ['2, k, 18', [0.399474, -1.88602, 1.0]], ['2, k, 19', [0.397815, -1.89701, 1.0]], ['2, k, 20', [0.201558, -0.898897, 1.0]], ['2, k, 21', [-0.212233, -1.23054, 1.0]], ['2, k, 22', [-0.138198, -1.21487, 1.0]], ['2, k, 23', [0.488225, -1.20968, 1.0]], ['2, k, 24', [0.419269, -1.20508, 1.0]]]
[['2, k, 0', [0.214375, -1.39131, 1.0]], ['2, k, 1', [0.207197, -1.11499, 1.0]], ['2, k, 2', [0.19898, -0.839077, 1.0]], ['2, k, 3', [0.195389, -0.694411, 1.0]], ['2, k, 4', [0.0233444, -0.919486, 1.0]], ['2, k, 5', [-0.105923, -1.07886, 1.0]], ['2, k, 6', [-0.196582, -1.20099, 1.0]], ['2, k, 7', [-0.20513, -1.2446, 1.0]], ['2, k, 8', [0.371255, -0.923849, 1.0]], ['2, k, 9', [0.465449, -1.0806, 1.0]], ['2, k, 10', [0.497606, -1.19596, 1.0]], ['2, k, 11', [0.478019, -1.22668, 1.0]], ['2, k, 12', [0.130069, -1.37938, 1.0]], ['2, k, 13', [0.122286, -1.63985, 1.0]], ['2, k, 14', [0.115897, -1.89814, 1.0]], ['2, k, 15', [0.108142, -1.90629, 1.0]], ['2, k, 16', [0.294152, -1.37426, 1.0]], ['2, k, 17', [0.343386, -1.63397, 1.0]], ['2, k, 18', [0.392474, -1.89153, 1.0]], ['2, k, 19', [0.389497, -1.90156, 1.0]], ['2, k, 20', [0.201194, -0.90818, 1.0]], ['2, k, 21', [-0.198195, -1.25674, 1.0]], ['2, k, 22', [-0.134737, -1.24247, 1.0]], ['2, k, 23', [0.516036, -1.21588, 1.0]], ['2, k, 24', [0.421467, -1.22409, 1.0]]]
[['2, k, 0', [0.215227, -1.39771, 1.0]], ['2, k, 1', [0.2071, -1.12321, 1.0]], ['2, k, 2', [0.197793, -0.849355, 1.0]], ['2, k, 3', [0.19524, -0.704759, 1.0]], ['2, k, 4', [0.0222739, -0.931432, 1.0]], ['2, k, 5', [-0.104377, -1.09364, 1.0]], ['2, k, 6', [-0.19836, -1.22807, 1.0]], ['2, k, 7', [-0.2066, -1.26922, 1.0]], ['2, k, 8', [0.370005, -0.934038, 1.0]], ['2, k, 9', [0.462799, -1.09555, 1.0]], ['2, k, 10', [0.500346, -1.21818, 1.0]], ['2, k, 11', [0.478956, -1.24544, 1.0]], ['2, k, 12', [0.130624, -1.38527, 1.0]], ['2, k, 13', [0.118443, -1.64373, 1.0]], ['2, k, 14', [0.107875, -1.90015, 1.0]], ['2, k, 15', [0.0997868, -1.90786, 1.0]], ['2, k, 16', [0.295328, -1.38107, 1.0]], ['2, k, 17', [0.342775, -1.638, 1.0]], ['2, k, 18', [0.390166, -1.89293, 1.0]], ['2, k, 19', [0.386848, -1.90186, 1.0]], ['2, k, 20', [0.200295, -0.91793, 1.0]], ['2, k, 21', [-0.203454, -1.28518, 1.0]], ['2, k, 22', [-0.161704, -1.26809, 1.0]], ['2, k, 23', [0.482003, -1.2451, 1.0]], ['2, k, 24', [0.430701, -1.25913, 1.0]]]
[['2, k, 0', [0.214181, -1.40422, 1.0]], ['2, k, 1', [0.205785, -1.13102, 1.0]], ['2, k, 2', [0.196336, -0.858533, 1.0]], ['2, k, 3', [0.194071, -0.711251, 1.0]], ['2, k, 4', [0.0219378, -0.941824, 1.0]], ['2, k, 5', [-0.103229, -1.10714, 1.0]], ['2, k, 6', [-0.19432, -1.24565, 1.0]], ['2, k, 7', [-0.202922, -1.29036, 1.0]], ['2, k, 8', [0.3688, -0.940776, 1.0]], ['2, k, 9', [0.462051, -1.10294, 1.0]], ['2, k, 10', [0.501408, -1.23275, 1.0]], ['2, k, 11', [0.479581, -1.26551, 1.0]], ['2, k, 12', [0.130159, -1.39065, 1.0]], ['2, k, 13', [0.115152, -1.64598, 1.0]], ['2, k, 14', [0.10189, -1.89942, 1.0]], ['2, k, 15', [0.0944231, -1.90654, 1.0]], ['2, k, 16', [0.293631, -1.38868, 1.0]], ['2, k, 17', [0.338364, -1.64298, 1.0]], ['2, k, 18', [0.383155, -1.89545, 1.0]], ['2, k, 19', [0.380204, -1.90363, 1.0]], ['2, k, 20', [0.198858, -0.926777, 1.0]], ['2, k, 21', [-0.209309, -1.30542, 1.0]], ['2, k, 22', [-0.142402, -1.28906, 1.0]], ['2, k, 23', [0.48714, -1.25803, 1.0]], ['2, k, 24', [0.43036, -1.27154, 1.0]]]
[['2, k, 0', [0.214169, -1.41036, 1.0]], ['2, k, 1', [0.205186, -1.1371, 1.0]], ['2, k, 2', [0.195306, -0.864038, 1.0]], ['2, k, 3', [0.193229, -0.718388, 1.0]], ['2, k, 4', [0.021143, -0.949396, 1.0]], ['2, k, 5', [-0.101768, -1.11696, 1.0]], ['2, k, 6', [-0.19352, -1.26594, 1.0]], ['2, k, 7', [-0.203366, -1.31318, 1.0]], ['2, k, 8', [0.367329, -0.947923, 1.0]], ['2, k, 9', [0.461287, -1.11698, 1.0]], ['2, k, 10', [0.502039, -1.24912, 1.0]], ['2, k, 11', [0.479774, -1.28099, 1.0]], ['2, k, 12', [0.130014, -1.3967, 1.0]], ['2, k, 13', [0.108618, -1.6487, 1.0]], ['2, k, 14', [0.0892791, -1.89901, 1.0]], ['2, k, 15', [0.0810927, -1.90514, 1.0]], ['2, k, 16', [0.29379, -1.39474, 1.0]], ['2, k, 17', [0.340925, -1.64805, 1.0]], ['2, k, 18', [0.388, -1.89962, 1.0]], ['2, k, 19', [0.385098, -1.90766, 1.0]], ['2, k, 20', [0.197921, -0.932462, 1.0]], ['2, k, 21', [-0.196431, -1.33302, 1.0]], ['2, k, 22', [-0.138241, -1.30694, 1.0]], ['2, k, 23', [0.499249, -1.26967, 1.0]], ['2, k, 24', [0.447329, -1.3148, 1.0]]]
[['2, k, 0', [0.212485, -1.41401, 1.0]], ['2, k, 1', [0.204126, -1.1407, 1.0]], ['2, k, 2', [0.194869, -0.867582, 1.0]], ['2, k, 3', [0.192426, -0.723379, 1.0]], ['2, k, 4', [0.0213133, -0.953568, 1.0]], ['2, k, 5', [-0.0980392, -1.12499, 1.0]], ['2, k, 6', [-0.191867, -1.28005, 1.0]], ['2, k, 7', [-0.201993, -1.3309, 1.0]], ['2, k, 8', [0.366887, -0.951028, 1.0]], ['2, k, 9', [0.460991, -1.12189, 1.0]], ['2, k, 10', [0.501186, -1.26638, 1.0]], ['2, k, 11', [0.480783, -1.29634, 1.0]], ['2, k, 12', [0.128393, -1.40037, 1.0]], ['2, k, 13', [0.10876, -1.65155, 1.0]], ['2, k, 14', [0.0910833, -1.90111, 1.0]], ['2, k, 15', [0.0834734, -1.90708, 1.0]], ['2, k, 16', [0.292111, -1.39826, 1.0]], ['2, k, 17', [0.338973, -1.65074, 1.0]], ['2, k, 18', [0.385774, -1.90153, 1.0]], ['2, k, 19', [0.383189, -1.90933, 1.0]], ['2, k, 20', [0.197329, -0.936019, 1.0]], ['2, k, 21', [-0.202753, -1.35327, 1.0]], ['2, k, 22', [-0.141604, -1.32442, 1.0]], ['2, k, 23', [0.493073, -1.29173, 1.0]], ['2, k, 24', [0.42958, -1.30007, 1.0]]]
[['2, k, 0', [0.211688, -1.41598, 1.0]], ['2, k, 1', [0.203926, -1.14259, 1.0]], ['2, k, 2', [0.195279, -0.869626, 1.0]], ['2, k, 3', [0.19186, -0.725256, 1.0]], ['2, k, 4', [0.0214396, -0.955629, 1.0]], ['2, k, 5', [-0.0963065, -1.12889, 1.0]], ['2, k, 6', [-0.191294, -1.2899, 1.0]], ['2, k, 7', [-0.201228, -1.3424, 1.0]], ['2, k, 8', [0.366871, -0.952472, 1.0]], ['2, k, 9', [0.460329, -1.12805, 1.0]], ['2, k, 10', [0.501004, -1.27552, 1.0]], ['2, k, 11', [0.484798, -1.31051, 1.0]], ['2, k, 12', [0.127631, -1.4033, 1.0]], ['2, k, 13', [0.108003, -1.64977, 1.0]], ['2, k, 14', [0.0903211, -1.89483, 1.0]], ['2, k, 15', [0.0828925, -1.89957, 1.0]], ['2, k, 16', [0.291327, -1.39948, 1.0]], ['2, k, 17', [0.336146, -1.65052, 1.0]], ['2, k, 18', [0.380996, -1.89994, 1.0]], ['2, k, 19', [0.378225, -1.90728, 1.0]], ['2, k, 20', [0.197572, -0.938006, 1.0]], ['2, k, 21', [-0.200632, -1.36237, 1.0]], ['2, k, 22', [-0.140191, -1.33805, 1.0]], ['2, k, 23', [0.488553, -1.30802, 1.0]], ['2, k, 24', [0.453973, -1.35244, 1.0]]]
[['2, k, 0', [0.211378, -1.41712, 1.0]], ['2, k, 1', [0.203723, -1.14347, 1.0]], ['2, k, 2', [0.1951, -0.870625, 1.0]], ['2, k, 3', [0.191491, -0.725566, 1.0]], ['2, k, 4', [0.0209531, -0.956648, 1.0]], ['2, k, 5', [-0.0949566, -1.132, 1.0]], ['2, k, 6', [-0.189394, -1.29561, 1.0]], ['2, k, 7', [-0.200351, -1.34814, 1.0]], ['2, k, 8', [0.366532, -0.953132, 1.0]], ['2, k, 9', [0.459748, -1.1299, 1.0]], ['2, k, 10', [0.500504, -1.27931, 1.0]], ['2, k, 11', [0.485077, -1.31745, 1.0]], ['2, k, 12', [0.127622, -1.40462, 1.0]], ['2, k, 13', [0.107173, -1.64755, 1.0]], ['2, k, 14', [0.0887061, -1.88925, 1.0]], ['2, k, 15', [0.0813017, -1.89329, 1.0]], ['2, k, 16', [0.290729, -1.40041, 1.0]], ['2, k, 17', [0.336012, -1.64973, 1.0]], ['2, k, 18', [0.381295, -1.8975, 1.0]], ['2, k, 19', [0.378538, -1.90452, 1.0]], ['2, k, 20', [0.197391, -0.938956, 1.0]], ['2, k, 21', [-0.194219, -1.37183, 1.0]], ['2, k, 22', [-0.137688, -1.3454, 1.0]], ['2, k, 23', [0.500893, -1.3138, 1.0]], ['2, k, 24', [0.427487, -1.31987, 1.0]]]
[['2, k, 0', [0.2107, -1.41688, 1.0]], ['2, k, 1', [0.202513, -1.14318, 1.0]], ['2, k, 2', [0.193005, -0.870029, 1.0]], ['2, k, 3', [0.190789, -0.7249, 1.0]], ['2, k, 4', [0.0208373, -0.956474, 1.0]], ['2, k, 5', [-0.0945631, -1.13262, 1.0]], ['2, k, 6', [-0.188098, -1.29895, 1.0]], ['2, k, 7', [-0.197054, -1.35273, 1.0]], ['2, k, 8', [0.365936, -0.95283, 1.0]], ['2, k, 9', [0.459143, -1.13062, 1.0]], ['2, k, 10', [0.500844, -1.28117, 1.0]], ['2, k, 11', [0.488103, -1.31673, 1.0]], ['2, k, 12', [0.12726, -1.40452, 1.0]], ['2, k, 13', [0.106815, -1.64717, 1.0]], ['2, k, 14', [0.0883493, -1.88859, 1.0]], ['2, k, 15', [0.0809652, -1.89268, 1.0]], ['2, k, 16', [0.289609, -1.39994, 1.0]], ['2, k, 17', [0.336026, -1.64853, 1.0]], ['2, k, 18', [0.382378, -1.89562, 1.0]], ['2, k, 19', [0.379721, -1.90257, 1.0]], ['2, k, 20', [0.195556, -0.93846, 1.0]], ['2, k, 21', [-0.196041, -1.37436, 1.0]], ['2, k, 22', [-0.13295, -1.34509, 1.0]], ['2, k, 23', [0.495007, -1.32066, 1.0]], ['2, k, 24', [0.425401, -1.32047, 1.0]]]
[['2, k, 0', [0.207222, -1.41292, 1.0]], ['2, k, 1', [0.200324, -1.13963, 1.0]], ['2, k, 2', [0.191865, -0.86641, 1.0]], ['2, k, 3', [0.189574, -0.721231, 1.0]], ['2, k, 4', [0.0197475, -0.95064, 1.0]], ['2, k, 5', [-0.0926774, -1.12944, 1.0]], ['2, k, 6', [-0.187411, -1.29885, 1.0]], ['2, k, 7', [-0.196352, -1.34608, 1.0]], ['2, k, 8', [0.36506, -0.95096, 1.0]], ['2, k, 9', [0.457643, -1.12903, 1.0]], ['2, k, 10', [0.501699, -1.28269, 1.0]], ['2, k, 11', [0.4829, -1.31189, 1.0]], ['2, k, 12', [0.125346, -1.40056, 1.0]], ['2, k, 13', [0.104972, -1.64447, 1.0]], ['2, k, 14', [0.0865594, -1.88707, 1.0]], ['2, k, 15', [0.078585, -1.89182, 1.0]], ['2, k, 16', [0.284276, -1.39588, 1.0]], ['2, k, 17', [0.337354, -1.64305, 1.0]], ['2, k, 18', [0.389996, -1.88875, 1.0]], ['2, k, 19', [0.387389, -1.89592, 1.0]], ['2, k, 20', [0.194172, -0.934907, 1.0]], ['2, k, 21', [-0.197032, -1.36923, 1.0]], ['2, k, 22', [-0.132101, -1.33901, 1.0]], ['2, k, 23', [0.500809, -1.309, 1.0]], ['2, k, 24', [0.427133, -1.31319, 1.0]]]
[['2, k, 0', [0.205622, -1.40643, 1.0]], ['2, k, 1', [0.198594, -1.13084, 1.0]], ['2, k, 2', [0.190417, -0.854903, 1.0]], ['2, k, 3', [0.187087, -0.712302, 1.0]], ['2, k, 4', [0.0184301, -0.944946, 1.0]], ['2, k, 5', [-0.0932526, -1.12513, 1.0]], ['2, k, 6', [-0.18697, -1.29453, 1.0]], ['2, k, 7', [-0.195304, -1.33566, 1.0]], ['2, k, 8', [0.363098, -0.944057, 1.0]], ['2, k, 9', [0.456943, -1.12516, 1.0]], ['2, k, 10', [0.502231, -1.28005, 1.0]], ['2, k, 11', [0.488389, -1.30255, 1.0]], ['2, k, 12', [0.123657, -1.39348, 1.0]], ['2, k, 13', [0.105316, -1.63723, 1.0]], ['2, k, 14', [0.088824, -1.87962, 1.0]], ['2, k, 15', [0.080811, -1.88443, 1.0]], ['2, k, 16', [0.282986, -1.39013, 1.0]], ['2, k, 17', [0.334536, -1.63818, 1.0]], ['2, k, 18', [0.385716, -1.88468, 1.0]], ['2, k, 19', [0.382751, -1.89217, 1.0]], ['2, k, 20', [0.192616, -0.924098, 1.0]], ['2, k, 21', [-0.19787, -1.35757, 1.0]], ['2, k, 22', [-0.137223, -1.3282, 1.0]], ['2, k, 23', [0.497993, -1.31205, 1.0]], ['2, k, 24', [0.433097, -1.31077, 1.0]]]
