Exercise,Video,Repetition,Start,End,Label,Incomplete
Exercise_1,V7,11,0:00:39.66,0:00:42.42,Left,0
Exercise_1,V7,12,0:00:42.42,0:00:45.38,Right,0
Exercise_1,V7,13,0:00:45.38,0:00:48.06,Left,0
Exercise_1,V7,14,0:00:48.06,0:00:51.02,Right,0
Exercise_1,V7,15,0:00:51.02,0:00:53.58,Left,0
Exercise_1,V7,16,0:00:53.58,0:00:57.26,Right,0
Exercise_1,V7,17,0:00:57.26,0:01:00.14,Left,0
Exercise_1,V8,1,0:00:01.30,0:00:03.94,Right,0
Exercise_1,V8,2,0:00:03.94,0:00:06.18,Left,0
Exercise_1,V8,3,0:00:06.18,0:00:08.54,Right,0
Exercise_1,V8,4,0:00:08.54,0:00:10.78,Left,0
Exercise_1,V8,5,0:00:10.78,0:00:13.02,Right,0
Exercise_1,V8,6,0:00:13.02,0:00:15.18,Left,0
Exercise_1,V8,7,0:00:15.18,0:00:17.46,Right,0
Exercise_1,V8,8,0:00:17.46,0:00:19.70,Left,0
Exercise_1,V8,9,0:00:19.70,0:00:21.82,Right,0
Exercise_1,V8,10,0:00:21.82,0:00:23.82,Left,0
Exercise_1,V9,1,0:00:01.62,0:00:04.90,Left,0
Exercise_1,V9,2,0:00:04.90,0:00:07.58,Right,0
Exercise_1,V9,3,0:00:07.58,0:00:10.30,Left,0
Exercise_1,V9,4,0:00:10.30,0:00:13.90,Right,0
Exercise_1,V9,5,0:00:13.90,0:00:17.62,Left,0
Exercise_1,V9,6,0:00:17.62,0:00:20.46,Right,0
Exercise_1,V9,7,0:00:20.46,0:00:23.70,Left,0
Exercise_1,V9,8,0:00:23.70,0:00:27.46,Right,0
Exercise_1,V9,9,0:00:27.46,0:00:30.54,Left,0
Exercise_1,V9,10,0:00:30.54,0:00:33.70,Right,1
Exercise_1,V10,1,0:00:02.66,0:00:05.38,Left,0
Exercise_1,V10,2,0:00:05.38,0:00:07.90,Right,0
Exercise_1,V10,3,0:00:07.90,0:00:10.02,Left,0
Exercise_1,V10,4,0:00:10.02,0:00:12.26,Right,0
Exercise_1,V10,5,0:00:12.26,0:00:14.54,Left,0
Exercise_1,V10,6,0:00:14.54,0:00:17.26,Right,0
Exercise_1,V10,7,0:00:17.26,0:00:20.10,Left,0
Exercise_1,V10,8,0:00:20.10,0:00:22.62,Right,0
Exercise_1,V11,1,0:00:00.90,0:00:05.94,Right,0
Exercise_1,V11,2,0:00:06.98,0:00:11.26,Left,0
Exercise_1,V11,3,0:00:11.26,0:00:14.86,Right,0
Exercise_1,V11,4,0:00:14.86,0:00:18.10,Left,0
Exercise_1,V11,5,0:00:18.10,0:00:21.98,Right,0
Exercise_1,V11,6,0:00:21.98,0:00:24.58,Left,0
Exercise_1,V11,7,0:00:24.58,0:00:27.86,Right,0
Exercise_1,V11,8,0:00:27.86,0:00:30.42,Left,0
Exercise_1,V11,9,0:00:30.42,0:00:33.70,Right,0
Exercise_1,V12,1,0:00:08.34,0:00:13.70,Left,0
Exercise_1,V12,2,0:00:13.70,0:00:18.14,Right,0
Exercise_1,V12,3,0:00:18.14,0:00:22.82,Left,0
Exercise_1,V12,4,0:00:22.82,0:00:26.86,Right,0
Exercise_1,V12,5,0:00:26.86,0:00:31.14,Left,0
Exercise_1,V12,6,0:00:31.14,0:00:35.62,Right,0
Exercise_1,V12,7,0:00:35.62,0:00:40.02,Left,0
Exercise_1,V12,8,0:00:40.02,0:00:44.78,Right,0
Exercise_1,V12,9,0:00:44.78,0:00:49.10,Left,0
Exercise_1,V12,10,0:00:49.10,0:00:53.42,Right,0
Exercise_1,V13,1,0:00:09.78,0:00:13.58,Right,0
Exercise_1,V13,2,0:00:13.58,0:00:17.30,Left,0
Exercise_1,V13,3,0:00:17.30,0:00:21.14,Right,0
Exercise_1,V13,4,0:00:21.14,0:00:24.70,Left,0
Exercise_1,V13,5,0:00:24.70,0:00:28.50,Right,0
Exercise_1,V14,1,0:00:01.30,0:00:05.18,Right,0
Exercise_1,V14,2,0:00:05.18,0:00:08.54,Left,0
Exercise_1,V14,3,0:00:08.54,0:00:11.78,Right,0
Exercise_1,V14,4,0:00:11.78,0:00:14.38,Left,0
Exercise_1,V14,5,0:00:14.38,0:00:17.58,Right,0
Exercise_1,V14,6,0:00:17.58,0:00:20.30,Left,0
Exercise_1,V14,7,0:00:20.30,0:00:23.54,Right,0
Exercise_1,V14,8,0:00:23.54,0:00:26.90,Left,0
Exercise_1,V14,9,0:00:26.90,0:00:29.62,Right,0
Exercise_1,V14,10,0:00:29.62,0:00:32.30,Left,0
Exercise_1,V15,1,0:00:01.74,0:00:05.62,Left,0
Exercise_1,V15,2,0:00:05.62,0:00:09.34,Right,0
Exercise_1,V15,3,0:00:09.34,0:00:12.66,Left,0
Exercise_1,V15,4,0:00:12.66,0:00:15.46,Right,0
Exercise_1,V15,5,0:00:15.46,0:00:19.14,Left,0
Exercise_1,V15,6,0:00:19.14,0:00:22.46,Right,0
Exercise_1,V15,7,0:00:22.46,0:00:25.90,Left,0
Exercise_1,V15,8,0:00:25.90,0:00:29.22,Right,0
Exercise_1,V15,9,0:00:29.22,0:00:33.22,Left,0
Exercise_1,V15,10,0:00:33.22,0:00:36.02,Right,0
Exercise_1,V16,1,0:00:00.00,0:00:03.46,Left,0
Exercise_1,V16,2,0:00:03.46,0:00:10.98,Right,0
Exercise_1,V16,3,0:00:10.98,0:00:15.18,Left,0
Exercise_1,V16,4,0:00:15.18,0:00:17.82,Right,0
Exercise_1,V16,5,0:00:17.82,0:00:21.26,Left,0
Exercise_1,V16,6,0:00:21.26,0:00:23.54,Right,0
Exercise_1,V16,7,0:00:23.54,0:00:24.86,Left,1
Exercise_1,V17,1,0:00:01.42,0:00:04.42,Right,0
Exercise_1,V17,2,0:00:04.42,0:00:06.78,Left,0
Exercise_1,V17,3,0:00:06.78,0:00:09.10,Right,0
Exercise_1,V17,4,0:00:09.10,0:00:10.90,Left,0
Exercise_1,V17,5,0:00:10.90,0:00:13.18,Right,0
Exercise_1,V17,6,0:00:13.18,0:00:14.94,Left,0
Exercise_1,V17,7,0:00:14.94,0:00:16.90,Right,0
Exercise_1,V17,8,0:00:16.90,0:00:18.66,Left,0
Exercise_1,V17,9,0:00:18.66,0:00:20.62,Right,0
Exercise_1,V18,1,0:00:10.90,0:00:13.62,Right,0
Exercise_1,V18,2,0:00:13.62,0:00:16.74,Left,0
Exercise_1,V18,3,0:00:16.74,0:00:19.62,Right,0
Exercise_1,V18,4,0:00:19.62,0:00:22.46,Left,0
Exercise_1,V18,5,0:00:22.46,0:00:24.86,Right,0
Exercise_1,V18,6,0:00:24.86,0:00:27.50,Left,0
Exercise_1,V18,7,0:00:27.50,0:00:29.90,Right,0
Exercise_1,V18,8,0:00:29.90,0:00:32.78,Left,0
Exercise_1,V18,9,0:00:32.78,0:00:35.18,Right,0
Exercise_1,V18,10,0:00:35.18,0:00:37.74,Left,0
Exercise_1,V18,11,0:00:37.74,0:00:40.06,Right,0
Exercise_1,V18,12,0:00:40.06,0:00:42.74,Left,0
Exercise_1,V19,1,0:00:02.22,0:00:05.50,Right,0
Exercise_1,V19,2,0:00:05.50,0:00:08.90,Left,0
Exercise_1,V19,3,0:00:08.90,0:00:12.06,Right,0
Exercise_1,V19,4,0:00:12.06,0:00:15.02,Left,0
Exercise_1,V19,5,0:00:15.02,0:00:18.06,Right,0
Exercise_1,V19,6,0:00:18.06,0:00:20.38,Left,0
Exercise_1,V19,7,0:00:20.38,0:00:22.78,Right,0
Exercise_1,V19,8,0:00:22.78,0:00:25.18,Left,0
Exercise_1,V19,9,0:00:25.18,0:00:27.50,Right,0
Exercise_1,V19,10,0:00:27.50,0:00:29.82,Left,0
Exercise_1,V20,1,0:00:00.82,0:00:04.22,Right,0
Exercise_1,V20,2,0:00:04.22,0:00:07.58,Left,0
Exercise_1,V20,3,0:00:07.58,0:00:10.86,Right,0
Exercise_1,V20,4,0:00:10.86,0:00:14.34,Left,0
Exercise_1,V20,5,0:00:14.34,0:00:17.86,Right,0
Exercise_1,V20,6,0:00:17.86,0:00:21.18,Left,0
Exercise_1,V20,7,0:00:21.18,0:00:24.66,Right,0
Exercise_1,V20,8,0:00:24.66,0:00:28.82,Left,0
Exercise_1,V21,1,0:00:01.14,0:00:03.43,Right,0
Exercise_1,V21,2,0:00:03.43,0:00:05.56,Left,0
Exercise_1,V21,3,0:00:05.56,0:00:07.39,Right,0
Exercise_1,V21,4,0:00:07.39,0:00:09.18,Left,0
Exercise_1,V21,5,0:00:09.18,0:00:10.97,Right,0
Exercise_1,V21,6,0:00:10.97,0:00:12.85,Left,0
Exercise_1,V21,7,0:00:12.85,0:00:14.77,Right,0
Exercise_1,V21,8,0:00:14.77,0:00:16.64,Left,0
Exercise_1,V21,9,0:00:16.64,0:00:18.31,Right,0
Exercise_1,V21,10,0:00:18.31,0:00:20.31,Left,0
Exercise_1,V22,1,0:00:01.42,0:00:04.98,Left,0
Exercise_1,V22,2,0:00:04.98,0:00:08.90,Right,0
Exercise_1,V22,3,0:00:08.90,0:00:12.66,Left,0
Exercise_1,V22,4,0:00:12.66,0:00:16.18,Right,0
Exercise_1,V22,5,0:00:16.18,0:00:19.26,Left,0
Exercise_1,V22,6,0:00:19.26,0:00:21.78,Right,0
Exercise_1,V22,7,0:00:21.78,0:00:24.62,Left,0
Exercise_1,V22,8,0:00:24.62,0:00:27.10,Right,0
Exercise_1,V22,9,0:00:27.10,0:00:31.10,Left,0
Exercise_1,V22,10,0:00:31.10,0:00:33.18,Right,0
Exercise_1,V22,11,0:00:33.18,0:00:36.06,Left,0
Exercise_1,V22,12,0:00:36.06,0:00:38.30,Right,0
Exercise_1,V22,13,0:00:38.30,0:00:40.30,Left,1
Exercise_1,V23,1,0:00:02.34,0:00:04.74,Left,0
Exercise_1,V23,2,0:00:04.74,0:00:06.86,Right,0
Exercise_1,V23,3,0:00:06.86,0:00:09.06,Left,0
Exercise_1,V23,4,0:00:09.06,0:00:11.22,Right,0
Exercise_1,V23,5,0:00:11.22,0:00:13.82,Left,0
Exercise_1,V23,6,0:00:13.82,0:00:16.54,Right,0
Exercise_1,V23,7,0:00:16.54,0:00:19.38,Left,0
Exercise_1,V23,8,0:00:19.38,0:00:21.22,Right,1
Exercise_1,V24,1,0:00:03.34,0:00:09.58,Left,0
Exercise_1,V24,2,0:00:09.58,0:00:13.70,Right,0
Exercise_1,V24,3,0:00:13.70,0:00:17.78,Left,0
Exercise_1,V24,4,0:00:17.78,0:00:21.10,Right,0
Exercise_1,V24,5,0:00:21.10,0:00:24.78,Left,0
Exercise_1,V24,6,0:00:24.78,0:00:27.86,Right,0
Exercise_1,V24,7,0:00:27.86,0:00:29.86,Left,1
Exercise_1,V25,1,0:00:12.02,0:00:16.58,Left,0
Exercise_1,V25,2,0:00:16.58,0:00:20.10,Right,0
Exercise_1,V25,3,0:00:20.10,0:00:23.94,Left,0
Exercise_1,V25,4,0:00:23.94,0:00:27.34,Right,0
Exercise_1,V25,5,0:00:27.34,0:00:31.10,Left,0
Exercise_1,V25,6,0:00:31.10,0:00:34.62,Right,0
Exercise_1,V25,7,0:00:34.62,0:00:38.06,Left,0
Exercise_1,V25,8,0:00:38.06,0:00:41.26,Right,0
Exercise_1,V25,9,0:00:41.26,0:00:44.54,Left,0
Exercise_1,V25,10,0:00:44.54,0:00:49.06,Right,0
Exercise_1,V26,1,0:00:01.14,0:00:04.30,Left,0
Exercise_1,V26,2,0:00:04.30,0:00:07.10,Right,0
Exercise_1,V26,3,0:00:07.10,0:00:09.74,Left,0
Exercise_1,V26,4,0:00:09.74,0:00:12.50,Right,0
Exercise_1,V26,5,0:00:12.50,0:00:15.18,Left,0
Exercise_1,V26,6,0:00:15.18,0:00:18.06,Right,0
Exercise_1,V26,7,0:00:18.06,0:00:20.62,Left,0
Exercise_1,V26,8,0:00:20.62,0:00:23.34,Right,0
Exercise_1,V26,9,0:00:23.34,0:00:26.06,Left,0
Exercise_1,V26,10,0:00:26.06,0:00:28.66,Right,0
Exercise_1,V27,1,0:00:01.50,0:00:03.98,Left,0
Exercise_1,V27,2,0:00:03.98,0:00:06.90,Right,0
Exercise_1,V27,3,0:00:06.90,0:00:11.74,Left,0
Exercise_1,V27,4,0:00:11.74,0:00:17.98,Right,0
Exercise_1,V27,5,0:00:17.98,0:00:23.22,Left,0
Exercise_1,V27,6,0:00:23.22,0:00:28.14,Right,0
Exercise_1,V27,7,0:00:28.14,0:00:33.50,Left,0
Exercise_1,V27,8,0:00:33.50,0:00:38.90,Right,0
Exercise_1,V27,9,0:00:38.90,0:00:43.74,Left,0
Exercise_1,V27,10,0:00:43.74,0:00:49.38,Right,0
Exercise_1,V28,1,0:00:09.06,0:00:13.42,Right,0
Exercise_1,V28,2,0:00:13.42,0:00:16.18,Left,0
Exercise_1,V28,3,0:00:16.18,0:00:19.70,Right,0
Exercise_1,V28,4,0:00:19.70,0:00:22.22,Left,0
Exercise_1,V28,5,0:00:22.22,0:00:25.14,Right,0
Exercise_1,V28,6,0:00:25.14,0:00:27.58,Left,0
Exercise_1,V28,7,0:00:27.58,0:00:30.74,Right,0
Exercise_1,V28,8,0:00:30.74,0:00:33.50,Left,0
Exercise_1,V28,9,0:00:33.50,0:00:36.58,Right,0
Exercise_1,V28,10,0:00:36.58,0:00:39.26,Left,0
Exercise_1,V29,1,0:00:01.50,0:00:04.90,Left,0
Exercise_1,V29,2,0:00:04.90,0:00:08.46,Right,0
Exercise_1,V29,3,0:00:08.46,0:00:12.26,Left,0
Exercise_1,V29,4,0:00:12.26,0:00:15.98,Right,0
Exercise_1,V29,5,0:00:15.98,0:00:19.38,Left,0
Exercise_1,V29,6,0:00:19.38,0:00:22.66,Right,0
Exercise_1,V30,1,0:00:03.94,0:00:06.66,Left,0
Exercise_1,V30,2,0:00:06.66,0:00:09.38,Right,0
Exercise_1,V30,3,0:00:09.38,0:00:12.30,Left,0
Exercise_1,V30,4,0:00:12.30,0:00:14.98,Right,0
Exercise_1,V30,5,0:00:14.98,0:00:17.86,Left,0
Exercise_1,V30,6,0:00:17.86,0:00:20.94,Right,0
Exercise_1,V30,7,0:00:20.94,0:00:24.02,Left,0
Exercise_1,V30,8,0:00:24.02,0:00:27.02,Right,0
Exercise_1,V31,1,0:00:01.92,0:00:06.64,Right,0
Exercise_1,V31,2,0:00:06.64,0:00:10.84,Left,0
Exercise_1,V31,3,0:00:10.84,0:00:16.40,Right,0
Exercise_1,V31,4,0:00:16.40,0:00:21.04,Left,0
Exercise_1,V31,5,0:00:21.04,0:00:25.44,Right,0
Exercise_1,V31,6,0:00:25.44,0:00:29.84,Left,0
Exercise_1,V31,7,0:00:29.84,0:00:34.04,Right,0
Exercise_1,V31,8,0:00:34.04,0:00:38.60,Left,0
Exercise_1,V31,9,0:00:38.60,0:00:42.92,Right,0
Exercise_1,V31,10,0:00:42.92,0:00:45.16,Left,1
Exercise_1,V32,1,0:00:03.60,0:00:08.36,Left,0
Exercise_1,V32,2,0:00:08.36,0:00:13.24,Right,0
Exercise_1,V32,3,0:00:13.24,0:00:17.08,Left,0
Exercise_1,V32,4,0:00:17.08,0:00:20.88,Right,0
Exercise_1,V32,5,0:00:20.88,0:00:24.30,Left,0
Exercise_1,V32,6,0:00:24.30,0:00:29.33,Right,1
Exercise_1,V33,1,0:00:01.66,0:00:10.72,Right,0
Exercise_1,V33,2,0:00:10.72,0:00:18.64,Left,0
Exercise_1,V33,3,0:00:18.64,0:00:27.12,Right,0
Exercise_1,V33,4,0:00:27.12,0:00:32.24,Left,0
Exercise_1,V33,5,0:00:32.24,0:00:38.48,Right,0
Exercise_1,V33,6,0:00:38.48,0:00:42.12,Left,0
Exercise_1,V33,7,0:00:42.12,0:00:48.96,Right,0
Exercise_1,V33,8,0:00:48.96,0:00:50.49,Left,1
Exercise_1,V34,1,0:00:01.66,0:00:05.58,Right,0
Exercise_1,V34,2,0:00:05.58,0:00:08.80,Left,0
Exercise_1,V34,3,0:00:08.80,0:00:11.70,Right,0
Exercise_1,V34,4,0:00:11.70,0:00:14.08,Left,0
Exercise_1,V34,5,0:00:14.08,0:00:17.72,Right,0
Exercise_1,V34,6,0:00:17.72,0:00:21.00,Left,0
Exercise_1,V34,7,0:00:21.00,0:00:24.36,Right,0
Exercise_1,V35,1,0:00:03.56,0:00:06.16,Left,0
Exercise_1,V35,2,0:00:06.16,0:00:09.16,Right,0
Exercise_1,V35,3,0:00:09.16,0:00:12.16,Left,0
Exercise_1,V35,4,0:00:12.16,0:00:15.60,Right,0
Exercise_1,V35,5,0:00:15.60,0:00:18.12,Left,0
Exercise_1,V35,6,0:00:18.12,0:00:21.72,Right,0
Exercise_1,V35,7,0:00:21.72,0:00:24.56,Left,0
Exercise_1,V36,1,0:00:06.94,0:00:09.49,Left,0
Exercise_1,V36,2,0:00:09.50,0:00:11.54,Right,0
Exercise_1,V36,3,0:00:11.54,0:00:13.56,Left,0
Exercise_1,V36,4,0:00:13.56,0:00:15.54,Right,0
Exercise_1,V36,5,0:00:15.54,0:00:17.92,Left,0
Exercise_1,V36,6,0:00:17.92,0:00:19.92,Right,0
Exercise_1,V36,7,0:00:19.92,0:00:21.92,Left,0
Exercise_1,V36,8,0:00:21.92,0:00:24.16,Right,0
Exercise_1,V36,9,0:00:24.16,0:00:25.70,Left,0
Exercise_1,V37,1,0:00:01.42,0:00:03.72,Left,0
Exercise_1,V37,2,0:00:03.72,0:00:06.28,Right,0
Exercise_1,V37,3,0:00:06.28,0:00:08.76,Left,0
Exercise_1,V37,4,0:00:08.76,0:00:10.96,Right,0
Exercise_1,V37,5,0:00:10.96,0:00:13.16,Left,0
Exercise_1,V37,6,0:00:13.16,0:00:15.24,Right,0
Exercise_1,V37,7,0:00:15.24,0:00:17.52,Left,0
Exercise_1,V37,8,0:00:17.52,0:00:19.48,Right,0
Exercise_1,V37,9,0:00:19.48,0:00:21.66,Left,0
Exercise_1,V37,10,0:00:21.66,0:00:24.32,Right,0
Exercise_1,V37,11,0:00:24.32,0:00:26.40,Left,0
Exercise_1,V38,1,0:00:02.76,0:00:06.96,Left,0
Exercise_1,V38,2,0:00:06.96,0:00:11.44,Right,0
Exercise_1,V38,3,0:00:11.44,0:00:14.84,Left,0
Exercise_1,V38,4,0:00:14.84,0:00:18.88,Right,0
Exercise_1,V38,5,0:00:18.88,0:00:21.92,Left,0
Exercise_1,V38,6,0:00:21.92,0:00:26.88,Right,0
Exercise_1,V39,1,0:00:00.00,0:00:03.48,Left,0
Exercise_1,V39,2,0:00:03.48,0:00:05.84,Right,0
Exercise_1,V39,3,0:00:05.84,0:00:08.16,Left,0
Exercise_1,V39,4,0:00:08.16,0:00:10.48,Right,0
Exercise_1,V39,5,0:00:10.48,0:00:12.64,Left,0
Exercise_1,V39,6,0:00:12.64,0:00:14.88,Right,0
Exercise_1,V39,7,0:00:14.88,0:00:16.88,Left,0
Exercise_1,V39,8,0:00:16.88,0:00:18.66,Right,0
Exercise_1,V39,9,0:00:18.66,0:00:21.00,Left,0
Exercise_1,V39,10,0:00:21.00,0:00:22.48,Right,1
Exercise_1,V40,1,0:00:03.20,0:00:05.94,Left,0
Exercise_1,V40,2,0:00:05.94,0:00:08.94,Right,0
Exercise_1,V40,3,0:00:08.94,0:00:12.36,Left,0
Exercise_1,V40,4,0:00:12.36,0:00:15.76,Right,0
Exercise_1,V40,5,0:00:15.76,0:00:18.48,Left,0
Exercise_1,V40,6,0:00:18.48,0:00:22.04,Right,0
Exercise_1,V40,7,0:00:22.04,0:00:25.08,Left,0
Exercise_1,V40,8,0:00:25.08,0:00:27.05,Right,1
Exercise_1,V41,1,0:00:01.76,0:00:04.26,Right,0
Exercise_1,V41,2,0:00:04.26,0:00:06.78,Left,0
Exercise_1,V41,3,0:00:06.78,0:00:09.32,Right,0
Exercise_1,V41,4,0:00:09.32,0:00:11.88,Left,0
Exercise_1,V41,5,0:00:11.88,0:00:14.34,Right,0
Exercise_1,V41,6,0:00:14.34,0:00:16.68,Left,0
Exercise_1,V41,7,0:00:16.68,0:00:18.96,Right,0
Exercise_1,V41,8,0:00:18.96,0:00:21.36,Left,0
Exercise_1,V41,9,0:00:21.36,0:00:23.78,Right,0
Exercise_1,V41,10,0:00:23.78,0:00:24.96,Left,1
Exercise_1,V42,1,0:00:07.66,0:00:10.10,Right,0
Exercise_1,V42,2,0:00:10.10,0:00:12.64,Left,0
Exercise_1,V42,3,0:00:12.64,0:00:14.88,Right,0
Exercise_1,V42,4,0:00:14.88,0:00:16.98,Left,0
Exercise_1,V42,5,0:00:16.98,0:00:19.24,Right,0
Exercise_1,V42,6,0:00:19.24,0:00:21.36,Left,0
Exercise_1,V42,7,0:00:21.36,0:00:23.60,Right,0
Exercise_1,V42,8,0:00:23.60,0:00:25.76,Left,0
Exercise_1,V42,9,0:00:25.76,0:00:28.24,Right,0
Exercise_1,V42,10,0:00:28.24,0:00:30.16,Left,0
Exercise_1,V43,1,0:00:01.58,0:00:04.26,Left,0
Exercise_1,V43,2,0:00:04.26,0:00:06.24,Right,0
Exercise_1,V43,3,0:00:06.24,0:00:08.32,Left,0
Exercise_1,V43,4,0:00:08.32,0:00:10.76,Right,0
Exercise_1,V43,5,0:00:10.76,0:00:12.34,Left,0
Exercise_1,V43,6,0:00:12.34,0:00:14.76,Right,0
Exercise_1,V43,7,0:00:14.76,0:00:16.58,Left,0
Exercise_1,V43,8,0:00:16.58,0:00:18.84,Right,0
Exercise_1,V43,9,0:00:18.84,0:00:20.62,Left,0
Exercise_1,V43,10,0:00:20.62,0:00:22.84,Right,0
Exercise_1,V44,1,0:00:04.62,0:00:06.20,Right,0
Exercise_1,V44,2,0:00:06.20,0:00:07.44,Left,0
Exercise_1,V44,3,0:00:07.44,0:00:09.04,Right,0
Exercise_1,V44,4,0:00:09.04,0:00:10.34,Left,0
Exercise_1,V44,5,0:00:10.34,0:00:12.06,Right,0
Exercise_1,V44,6,0:00:12.06,0:00:13.36,Left,0
Exercise_1,V44,7,0:00:13.36,0:00:14.88,Right,0
Exercise_1,V44,8,0:00:14.88,0:00:16.34,Left,0
Exercise_1,V44,9,0:00:16.34,0:00:17.98,Right,0
Exercise_1,V44,10,0:00:17.98,0:00:18.49,Left,1
Exercise_1,V45,1,0:00:00.90,0:00:06.40,Left,0
Exercise_1,V45,2,0:00:06.40,0:00:11.12,Right,0
Exercise_1,V45,3,0:00:11.12,0:00:17.90,Left,0
Exercise_1,V45,4,0:00:17.90,0:00:21.48,Right,0
Exercise_1,V45,5,0:00:21.48,0:00:24.60,Left,0
Exercise_1,V45,6,0:00:24.60,0:00:27.28,Right,0
Exercise_1,V45,7,0:00:27.28,0:00:30.69,Left,0
Exercise_1,V46,1,0:00:04.82,0:00:06.94,Right,0
Exercise_1,V46,2,0:00:06.94,0:00:09.36,Left,0
Exercise_1,V46,3,0:00:09.36,0:00:11.64,Right,0
Exercise_1,V46,4,0:00:11.64,0:00:14.08,Left,0
Exercise_1,V46,5,0:00:14.08,0:00:16.44,Right,0
Exercise_1,V46,6,0:00:16.44,0:00:18.92,Left,0
Exercise_1,V46,7,0:00:18.92,0:00:21.04,Right,0
Exercise_1,V46,8,0:00:21.04,0:00:23.72,Left,0
Exercise_1,V46,9,0:00:23.72,0:00:26.24,Right,0
Exercise_1,V46,10,0:00:26.24,0:00:28.76,Left,0
Exercise_1,V47,1,0:00:02.52,0:00:05.94,Left,0
