Exercise,Video,Repetition,Start,End,Incomplete
Exercise_1,V18,2,0:00:16.74,0:00:22.46,0
Exercise_1,V18,3,0:00:22.46,0:00:27.50,0
Exercise_1,V18,4,0:00:27.50,0:00:32.78,0
Exercise_1,V18,5,0:00:32.78,0:00:37.74,0
Exercise_1,V18,6,0:00:37.74,0:00:42.74,0
Exercise_1,V19,1,0:00:02.22,0:00:08.90,0
Exercise_1,V19,2,0:00:08.90,0:00:15.02,0
Exercise_1,V19,3,0:00:15.02,0:00:20.38,0
Exercise_1,V19,4,0:00:20.38,0:00:25.18,0
Exercise_1,V19,5,0:00:25.18,0:00:29.82,0
Exercise_1,V20,1,0:00:00.82,0:00:07.58,0
Exercise_1,V20,2,0:00:07.58,0:00:14.34,0
Exercise_1,V20,3,0:00:14.34,0:00:21.18,0
Exercise_1,V20,4,0:00:21.18,0:00:28.82,0
Exercise_1,V21,1,0:00:01.14,0:00:05.56,0
Exercise_1,V21,2,0:00:05.56,0:00:09.18,0
Exercise_1,V21,3,0:00:09.18,0:00:12.85,0
Exercise_1,V21,4,0:00:12.85,0:00:16.64,0
Exercise_1,V21,5,0:00:16.64,0:00:20.31,0
Exercise_1,V22,1,0:00:01.42,0:00:08.90,0
Exercise_1,V22,2,0:00:08.90,0:00:16.18,0
Exercise_1,V22,3,0:00:16.18,0:00:21.78,0
Exercise_1,V22,4,0:00:21.78,0:00:27.10,0
Exercise_1,V22,5,0:00:27.10,0:00:33.18,0
Exercise_1,V22,6,0:00:33.18,0:00:38.30,0
Exercise_1,V23,1,0:00:02.34,0:00:06.86,0
Exercise_1,V23,2,0:00:06.86,0:00:11.22,0
Exercise_1,V23,3,0:00:11.22,0:00:16.54,0
Exercise_1,V23,4,0:00:16.54,0:00:21.22,1
Exercise_1,V24,1,0:00:03.34,0:00:13.70,0
Exercise_1,V24,2,0:00:13.70,0:00:21.10,0
Exercise_1,V24,3,0:00:21.10,0:00:27.86,0
Exercise_1,V25,1,0:00:12.02,0:00:20.10,0
Exercise_1,V25,2,0:00:20.10,0:00:27.34,0
Exercise_1,V25,3,0:00:27.34,0:00:34.62,0
Exercise_1,V25,4,0:00:34.62,0:00:41.26,0
Exercise_1,V25,5,0:00:41.26,0:00:49.06,0
Exercise_1,V26,1,0:00:01.14,0:00:07.10,0
Exercise_1,V26,2,0:00:07.10,0:00:12.50,0
Exercise_1,V26,3,0:00:12.50,0:00:18.06,0
Exercise_1,V26,4,0:00:18.06,0:00:23.34,0
Exercise_1,V26,5,0:00:23.34,0:00:28.66,0
Exercise_1,V27,1,0:00:01.50,0:00:06.90,0
Exercise_1,V27,2,0:00:06.90,0:00:17.98,0
Exercise_1,V27,3,0:00:17.98,0:00:28.14,0
Exercise_1,V27,4,0:00:28.14,0:00:38.90,0
Exercise_1,V27,5,0:00:38.90,0:00:49.38,0
Exercise_1,V28,1,0:00:09.06,0:00:16.18,0
Exercise_1,V28,2,0:00:16.18,0:00:22.22,0
Exercise_1,V28,3,0:00:22.22,0:00:27.58,0
Exercise_1,V28,4,0:00:27.58,0:00:33.50,0
Exercise_1,V28,5,0:00:33.50,0:00:39.26,0
Exercise_1,V29,1,0:00:01.50,0:00:08.46,0
Exercise_1,V29,2,0:00:08.46,0:00:15.98,0
Exercise_1,V29,3,0:00:15.98,0:00:22.66,0
Exercise_1,V30,1,0:00:03.94,0:00:09.38,0
Exercise_1,V30,2,0:00:09.38,0:00:14.98,0
Exercise_1,V30,3,0:00:14.98,0:00:20.94,0
Exercise_1,V30,4,0:00:20.94,0:00:27.02,0
Exercise_1,V31,1,0:00:01.92,0:00:10.84,0
Exercise_1,V31,2,0:00:10.84,0:00:21.04,0
Exercise_1,V31,3,0:00:21.04,0:00:29.84,0
Exercise_1,V31,4,0:00:29.84,0:00:38.60,0
Exercise_1,V31,5,0:00:38.60,0:00:45.16,1
Exercise_1,V32,1,0:00:03.60,0:00:13.24,0
Exercise_1,V32,2,0:00:13.24,0:00:20.88,0
Exercise_1,V32,3,0:00:20.88,0:00:29.33,1
Exercise_1,V33,1,0:00:01.66,0:00:18.64,0
Exercise_1,V33,2,0:00:18.64,0:00:32.24,0
Exercise_1,V33,3,0:00:32.24,0:00:42.12,0
Exercise_1,V33,4,0:00:42.12,0:00:50.49,1
Exercise_1,V34,1,0:00:01.66,0:00:08.80,0
Exercise_1,V34,2,0:00:08.80,0:00:14.08,0
Exercise_1,V34,3,0:00:14.08,0:00:21.00,0
Exercise_1,V35,1,0:00:03.56,0:00:09.16,0
Exercise_1,V35,2,0:00:09.16,0:00:15.60,0
Exercise_1,V35,3,0:00:15.60,0:00:21.72,0
Exercise_1,V36,1,0:00:06.94,0:00:11.54,0
Exercise_1,V36,2,0:00:11.54,0:00:15.54,0
Exercise_1,V36,3,0:00:15.54,0:00:19.92,0
Exercise_1,V36,4,0:00:19.92,0:00:24.16,0
Exercise_1,V37,1,0:00:01.42,0:00:06.28,0
Exercise_1,V37,2,0:00:06.28,0:00:10.96,0
Exercise_1,V37,3,0:00:10.96,0:00:15.24,0
Exercise_1,V37,4,0:00:15.24,0:00:19.48,0
Exercise_1,V37,5,0:00:19.48,0:00:24.32,0
Exercise_1,V38,1,0:00:02.76,0:00:11.44,0
Exercise_1,V38,2,0:00:11.44,0:00:18.88,0
Exercise_1,V38,3,0:00:18.88,0:00:26.88,0
Exercise_1,V39,1,0:00:00.00,0:00:05.84,0
Exercise_1,V39,2,0:00:05.84,0:00:10.48,0
Exercise_1,V39,3,0:00:10.48,0:00:14.88,0
Exercise_1,V39,4,0:00:14.88,0:00:18.66,0
Exercise_1,V39,5,0:00:18.66,0:00:22.48,1
Exercise_1,V40,1,0:00:03.20,0:00:08.94,0
Exercise_1,V40,2,0:00:08.94,0:00:15.76,0
Exercise_1,V40,3,0:00:15.76,0:00:22.04,0
Exercise_1,V40,4,0:00:22.04,0:00:27.05,1
Exercise_1,V41,1,0:00:01.76,0:00:06.78,0
Exercise_1,V41,2,0:00:06.78,0:00:11.88,0
Exercise_1,V41,3,0:00:11.88,0:00:16.68,0
Exercise_1,V41,4,0:00:16.68,0:00:21.36,0
Exercise_1,V41,5,0:00:21.36,0:00:24.96,1
Exercise_1,V42,1,0:00:07.66,0:00:12.64,0
Exercise_1,V42,2,0:00:12.64,0:00:16.98,0
Exercise_1,V42,3,0:00:16.98,0:00:21.36,0
Exercise_1,V42,4,0:00:21.36,0:00:25.76,0
Exercise_1,V42,5,0:00:25.76,0:00:30.16,0
Exercise_1,V43,1,0:00:01.58,0:00:06.24,0
Exercise_1,V43,2,0:00:06.24,0:00:10.76,0
Exercise_1,V43,3,0:00:10.76,0:00:14.76,0
Exercise_1,V43,4,0:00:14.76,0:00:18.84,0
Exercise_1,V43,5,0:00:18.84,0:00:22.84,0
Exercise_1,V44,1,0:00:04.62,0:00:07.44,0
Exercise_1,V44,2,0:00:07.44,0:00:10.34,0
Exercise_1,V44,3,0:00:10.34,0:00:13.36,0
Exercise_1,V44,4,0:00:13.36,0:00:16.34,0
Exercise_1,V44,5,0:00:16.34,0:00:18.49,1
Exercise_1,V45,1,0:00:00.90,0:00:11.12,0
Exercise_1,V45,2,0:00:11.12,0:00:21.48,0
Exercise_1,V45,3,0:00:21.48,0:00:27.28,0
Exercise_1,V46,1,0:00:04.82,0:00:09.36,0
Exercise_1,V46,2,0:00:09.36,0:00:14.08,0
Exercise_1,V46,3,0:00:14.08,0:00:18.92,0
Exercise_1,V46,4,0:00:18.92,0:00:23.72,0
Exercise_1,V46,5,0:00:23.72,0:00:28.76,0
Exercise_1,V47,1,0:00:02.52,0:00:11.48,0
Exercise_1,V47,2,0:00:11.48,0:00:19.20,0
Exercise_1,V47,3,0:00:19.20,0:00:26.52,0
Exercise_1,V47,4,0:00:26.52,0:00:33.62,0
Exercise_1,V47,5,0:00:33.62,0:00:40.92,0
Exercise_1,V48,1,0:00:02.04,0:00:10.50,0
Exercise_1,V48,2,0:00:10.50,0:00:18.68,0
Exercise_1,V48,3,0:00:18.68,0:00:27.16,0
Exercise_1,V48,4,0:00:27.16,0:00:36.38,0
Exercise_1,V48,5,0:00:36.38,0:00:46.56,0
Exercise_1,V49,1,0:00:03.94,0:00:11.18,0
Exercise_1,V49,2,0:00:11.18,0:00:19.14,0
Exercise_1,V49,3,0:00:19.14,0:00:26.86,0
Exercise_1,V49,4,0:00:26.86,0:00:34.30,0
Exercise_1,V49,5,0:00:34.30,0:00:41.78,0
Exercise_1,V50,1,0:00:05.38,0:00:11.66,0
Exercise_1,V50,2,0:00:11.66,0:00:18.38,0
Exercise_1,V50,3,0:00:18.38,0:00:24.78,0
Exercise_1,V50,4,0:00:24.78,0:00:30.98,0
Exercise_1,V50,5,0:00:30.98,0:00:36.82,0
Exercise_1,V51,1,0:00:00.50,0:00:06.22,0
Exercise_1,V51,2,0:00:06.22,0:00:11.46,0
Exercise_1,V51,3,0:00:11.46,0:00:16.46,0
Exercise_1,V51,4,0:00:16.46,0:00:21.94,0
Exercise_1,V52,1,0:00:07.62,0:00:12.94,0
Exercise_1,V52,2,0:00:12.94,0:00:17.30,0
Exercise_1,V52,3,0:00:17.30,0:00:21.70,0
Exercise_1,V52,4,0:00:21.70,0:00:25.90,0
Exercise_1,V52,5,0:00:25.90,0:00:30.50,0
Exercise_1,V53,1,0:00:00.90,0:00:06.98,0
Exercise_1,V53,2,0:00:06.98,0:00:11.86,0
Exercise_1,V53,3,0:00:11.86,0:00:16.74,0
Exercise_1,V53,4,0:00:16.74,0:00:21.50,0
Exercise_1,V53,5,0:00:21.50,0:00:24.54,1
Exercise_1,V54,1,0:00:10.06,0:00:16.02,0
Exercise_1,V54,2,0:00:16.02,0:00:21.58,0
Exercise_1,V54,3,0:00:21.58,0:00:27.54,0
Exercise_1,V54,4,0:00:27.54,0:00:34.10,0
Exercise_1,V54,5,0:00:34.10,0:00:40.62,0
Exercise_1,V54,6,0:00:40.62,0:00:47.18,0
Exercise_1,V55,1,0:00:01.74,0:00:08.98,0
Exercise_1,V55,2,0:00:08.98,0:00:14.82,0
Exercise_1,V55,3,0:00:14.82,0:00:20.10,0
Exercise_1,V55,4,0:00:20.10,0:00:25.50,0
Exercise_1,V55,5,0:00:25.50,0:00:30.78,0
Exercise_1,V56,1,0:00:02.47,0:00:06.77,0
Exercise_1,V56,2,0:00:06.77,0:00:10.68,0
Exercise_1,V56,3,0:00:10.68,0:00:14.31,0
Exercise_1,V56,4,0:00:14.31,0:00:18.22,0
Exercise_1,V56,5,0:00:18.22,0:00:21.93,0
Exercise_1,V57,1,0:00:00.00,0:00:05.64,0
Exercise_1,V57,2,0:00:05.64,0:00:10.96,0
Exercise_1,V57,3,0:00:12.20,0:00:16.80,0
Exercise_1,V57,4,0:00:16.80,0:00:21.68,0
Exercise_1,V57,5,0:00:21.68,0:00:26.76,1
Exercise_1,V58,1,0:00:07.64,0:00:15.24,0
Exercise_1,V58,2,0:00:15.24,0:00:22.60,0
Exercise_1,V58,3,0:00:23.40,0:00:30.48,0
Exercise_1,V58,4,0:00:30.48,0:00:38.48,0
Exercise_1,V58,5,0:00:38.48,0:00:46.04,0
Exercise_1,V59,1,0:00:04.95,0:00:11.97,0
Exercise_1,V59,2,0:00:11.97,0:00:18.75,0
Exercise_1,V59,3,0:00:18.75,0:00:24.79,0
Exercise_1,V59,4,0:00:24.79,0:00:30.91,0
Exercise_1,V59,5,0:00:30.91,0:00:36.58,1
Exercise_1,V60,1,0:00:07.66,0:00:13.30,0
Exercise_1,V60,2,0:00:13.30,0:00:19.58,0
Exercise_1,V60,3,0:00:19.58,0:00:26.58,0
Exercise_1,V60,4,0:00:26.58,0:00:33.42,0
Exercise_1,V60,5,0:00:33.42,0:00:40.46,0
Exercise_1,V60,6,0:00:40.46,0:00:47.22,0
Exercise_1,V61,1,0:00:03.48,0:00:08.92,0
Exercise_1,V61,2,0:00:08.92,0:00:14.36,0
Exercise_1,V61,3,0:00:14.36,0:00:19.84,0
Exercise_1,V62,1,0:00:02.88,0:00:12.20,0
Exercise_1,V62,2,0:00:12.20,0:00:21.08,0
Exercise_1,V62,3,0:00:21.08,0:00:29.16,0
Exercise_1,V62,4,0:00:29.16,0:00:36.84,1
Exercise_1,V63,1,0:00:15.22,0:00:26.38,0
Exercise_1,V63,2,0:00:26.38,0:00:36.58,0
Exercise_1,V63,3,0:00:36.58,0:00:45.46,0
Exercise_1,V63,4,0:00:45.46,0:00:55.10,0
Exercise_1,V63,5,0:00:55.10,0:01:04.46,0
Exercise_1,V64,1,0:00:04.00,0:00:11.20,0
Exercise_1,V64,2,0:00:11.20,0:00:18.84,0
Exercise_1,V64,3,0:00:18.84,0:00:24.64,1
Exercise_1,V65,1,0:00:06.84,0:00:10.92,0
Exercise_1,V65,2,0:00:10.92,0:00:14.84,0
Exercise_1,V65,3,0:00:14.84,0:00:18.60,0
Exercise_1,V65,4,0:00:18.60,0:00:22.28,0
Exercise_1,V65,5,0:00:22.28,0:00:25.84,0
Exercise_1,V66,1,0:00:01.20,0:00:05.24,0
Exercise_1,V66,2,0:00:05.24,0:00:09.32,0
Exercise_1,V66,3,0:00:09.32,0:00:13.32,0
Exercise_1,V66,4,0:00:13.32,0:00:16.44,1
