[['2, k, 0', [-0.14612, -0.325219, 1.0]], ['2, k, 1', [-0.158289, -0.0487215, 1.0]], ['2, k, 2', [-0.169161, 0.221124, 1.0]], ['2, k, 3', [-0.163593, 0.363284, 1.0]], ['2, k, 4', [-0.35, 0.132935, 1.0]], ['2, k, 5', [-0.51414, -0.00745299, 1.0]], ['2, k, 6', [-0.443763, -0.186556, 1.0]], ['2, k, 7', [-0.418689, -0.168261, 1.0]], ['2, k, 8', [0.00782572, 0.13689, 1.0]], ['2, k, 9', [0.194063, 0.00609933, 1.0]], ['2, k, 10', [0.108485, -0.162837, 1.0]], ['2, k, 11', [0.0519668, -0.20462, 1.0]], ['2, k, 12', [-0.225604, -0.321325, 1.0]], ['2, k, 13', [-0.277626, -0.664114, 1.0]], ['2, k, 14', [-0.351634, -1.08035, 1.0]], ['2, k, 15', [-0.362305, -1.14844, 1.0]], ['2, k, 16', [-0.0623622, -0.319645, 1.0]], ['2, k, 17', [0.00118281, -0.658798, 1.0]], ['2, k, 18', [0.0721679, -1.07164, 1.0]], ['2, k, 19', [0.0793457, -1.15039, 1.0]], ['2, k, 20', [-0.16666, 0.154632, 1.0]], ['2, k, 21', [-0.361725, -0.229587, 1.0]], ['2, k, 22', [-0.452288, -0.168342, 1.0]], ['2, k, 23', [0.0284647, -0.285468, 1.0]], ['2, k, 24', [0.105171, -0.190206, 1.0]]]
[['2, k, 0', [-0.259558, -0.384185, 1.0]], ['2, k, 1', [-0.23698, -0.106398, 1.0]], ['2, k, 2', [-0.212251, 0.16355, 1.0]], ['2, k, 3', [-0.186393, 0.306655, 1.0]], ['2, k, 4', [-0.387931, 0.0859787, 1.0]], ['2, k, 5', [-0.596945, -0.0160903, 1.0]], ['2, k, 6', [-0.513193, -0.188487, 1.0]], ['2, k, 7', [-0.470083, -0.227477, 1.0]], ['2, k, 8', [-0.0397965, 0.0717283, 1.0]], ['2, k, 9', [0.106514, -0.0872781, 1.0]], ['2, k, 10', [0.0343334, -0.263122, 1.0]], ['2, k, 11', [-0.0167401, -0.279144, 1.0]], ['2, k, 12', [-0.336457, -0.371475, 1.0]], ['2, k, 13', [-0.386559, -0.664429, 1.0]], ['2, k, 14', [-0.35761, -1.08772, 1.0]], ['2, k, 15', [-0.365767, -1.15858, 1.0]], ['2, k, 16', [-0.174685, -0.385224, 1.0]], ['2, k, 17', [-0.0860556, -0.683539, 1.0]], ['2, k, 18', [0.0633688, -1.07819, 1.0]], ['2, k, 19', [0.0785012, -1.13865, 1.0]], ['2, k, 20', [-0.218702, 0.0977195, 1.0]], ['2, k, 21', [-0.437286, -0.308354, 1.0]], ['2, k, 22', [-0.419832, -0.201805, 1.0]], ['2, k, 23', [-0.0608174, -0.380735, 1.0]], ['2, k, 24', [-0.0584131, -0.277749, 1.0]]]
[['2, k, 0', [-0.256362, -0.385811, 1.0]], ['2, k, 1', [-0.234994, -0.108099, 1.0]], ['2, k, 2', [-0.211488, 0.162206, 1.0]], ['2, k, 3', [-0.186829, 0.305658, 1.0]], ['2, k, 4', [-0.387949, 0.0859155, 1.0]], ['2, k, 5', [-0.595831, -0.0188727, 1.0]], ['2, k, 6', [-0.508785, -0.189681, 1.0]], ['2, k, 7', [-0.468048, -0.229026, 1.0]], ['2, k, 8', [-0.0382486, 0.0691845, 1.0]], ['2, k, 9', [0.109024, -0.0883859, 1.0]], ['2, k, 10', [0.0367872, -0.264158, 1.0]], ['2, k, 11', [-0.0150245, -0.280172, 1.0]], ['2, k, 12', [-0.332746, -0.373463, 1.0]], ['2, k, 13', [-0.385037, -0.66575, 1.0]], ['2, k, 14', [-0.357143, -1.088, 1.0]], ['2, k, 15', [-0.367331, -1.15657, 1.0]], ['2, k, 16', [-0.172085, -0.386451, 1.0]], ['2, k, 17', [-0.084122, -0.681297, 1.0]], ['2, k, 18', [0.0635737, -1.07812, 1.0]], ['2, k, 19', [0.078399, -1.13909, 1.0]], ['2, k, 20', [-0.217674, 0.096163, 1.0]], ['2, k, 21', [-0.435988, -0.308309, 1.0]], ['2, k, 22', [-0.417594, -0.201296, 1.0]], ['2, k, 23', [-0.0567199, -0.380282, 1.0]], ['2, k, 24', [-0.0573867, -0.27095, 1.0]]]
[['2, k, 0', [-0.253058, -0.387437, 1.0]], ['2, k, 1', [-0.232961, -0.109844, 1.0]], ['2, k, 2', [-0.210604, 0.160645, 1.0]], ['2, k, 3', [-0.187293, 0.304332, 1.0]], ['2, k, 4', [-0.38751, 0.0831984, 1.0]], ['2, k, 5', [-0.592863, -0.0221858, 1.0]], ['2, k, 6', [-0.505384, -0.192714, 1.0]], ['2, k, 7', [-0.470979, -0.22195, 1.0]], ['2, k, 8', [-0.0380875, 0.0686092, 1.0]], ['2, k, 9', [0.112192, -0.0890494, 1.0]], ['2, k, 10', [0.0398567, -0.264648, 1.0]], ['2, k, 11', [-0.0139543, -0.281399, 1.0]], ['2, k, 12', [-0.329642, -0.375198, 1.0]], ['2, k, 13', [-0.382156, -0.667238, 1.0]], ['2, k, 14', [-0.35696, -1.08839, 1.0]], ['2, k, 15', [-0.368363, -1.16307, 1.0]], ['2, k, 16', [-0.168711, -0.387874, 1.0]], ['2, k, 17', [-0.0817595, -0.679529, 1.0]], ['2, k, 18', [0.0633899, -1.0782, 1.0]], ['2, k, 19', [0.0753976, -1.13831, 1.0]], ['2, k, 20', [-0.216553, 0.0944773, 1.0]], ['2, k, 21', [-0.448044, -0.310607, 1.0]], ['2, k, 22', [-0.409033, -0.228152, 1.0]], ['2, k, 23', [-0.0515191, -0.378729, 1.0]], ['2, k, 24', [-0.0577972, -0.273675, 1.0]]]
[['2, k, 0', [-0.249358, -0.388263, 1.0]], ['2, k, 1', [-0.23033, -0.111039, 1.0]], ['2, k, 2', [-0.208985, 0.159232, 1.0]], ['2, k, 3', [-0.187599, 0.303599, 1.0]], ['2, k, 4', [-0.387483, 0.0814256, 1.0]], ['2, k, 5', [-0.589374, -0.0261532, 1.0]], ['2, k, 6', [-0.502917, -0.196866, 1.0]], ['2, k, 7', [-0.469078, -0.226916, 1.0]], ['2, k, 8', [-0.0359642, 0.0660762, 1.0]], ['2, k, 9', [0.1162, -0.089181, 1.0]], ['2, k, 10', [0.0427008, -0.264193, 1.0]], ['2, k, 11', [-0.00888276, -0.280264, 1.0]], ['2, k, 12', [-0.325877, -0.375868, 1.0]], ['2, k, 13', [-0.378362, -0.668048, 1.0]], ['2, k, 14', [-0.356941, -1.08787, 1.0]], ['2, k, 15', [-0.367986, -1.16325, 1.0]], ['2, k, 16', [-0.16519, -0.388802, 1.0]], ['2, k, 17', [-0.0792275, -0.679551, 1.0]], ['2, k, 18', [0.0636737, -1.07842, 1.0]], ['2, k, 19', [0.0750387, -1.13892, 1.0]], ['2, k, 20', [-0.214717, 0.0930396, 1.0]], ['2, k, 21', [-0.438992, -0.319255, 1.0]], ['2, k, 22', [-0.410807, -0.22847, 1.0]], ['2, k, 23', [-0.045554, -0.377177, 1.0]], ['2, k, 24', [-0.0519165, -0.270291, 1.0]]]
[['2, k, 0', [-0.244592, -0.389782, 1.0]], ['2, k, 1', [-0.226792, -0.112691, 1.0]], ['2, k, 2', [-0.207168, 0.157819, 1.0]], ['2, k, 3', [-0.187929, 0.303022, 1.0]], ['2, k, 4', [-0.386805, 0.0801036, 1.0]], ['2, k, 5', [-0.585318, -0.0307004, 1.0]], ['2, k, 6', [-0.461064, -0.235956, 1.0]], ['2, k, 7', [-0.413039, -0.280285, 1.0]], ['2, k, 8', [-0.0359208, 0.065537, 1.0]], ['2, k, 9', [0.120583, -0.0882693, 1.0]], ['2, k, 10', [0.0459183, -0.26286, 1.0]], ['2, k, 11', [-0.00373538, -0.278664, 1.0]], ['2, k, 12', [-0.321245, -0.378015, 1.0]], ['2, k, 13', [-0.373547, -0.670469, 1.0]], ['2, k, 14', [-0.356278, -1.08806, 1.0]], ['2, k, 15', [-0.366948, -1.15344, 1.0]], ['2, k, 16', [-0.160385, -0.389649, 1.0]], ['2, k, 17', [-0.0759907, -0.679215, 1.0]], ['2, k, 18', [0.0641291, -1.07865, 1.0]], ['2, k, 19', [0.0754369, -1.13952, 1.0]], ['2, k, 20', [-0.212443, 0.0914302, 1.0]], ['2, k, 21', [-0.420134, -0.361185, 1.0]], ['2, k, 22', [-0.366623, -0.250728, 1.0]], ['2, k, 23', [-0.0396399, -0.375724, 1.0]], ['2, k, 24', [-0.0475996, -0.262387, 1.0]]]
[['2, k, 0', [-0.239357, -0.391036, 1.0]], ['2, k, 1', [-0.223633, -0.114077, 1.0]], ['2, k, 2', [-0.205841, 0.156538, 1.0]], ['2, k, 3', [-0.188183, 0.302544, 1.0]], ['2, k, 4', [-0.385999, 0.0784792, 1.0]], ['2, k, 5', [-0.581009, -0.0340369, 1.0]], ['2, k, 6', [-0.490159, -0.202733, 1.0]], ['2, k, 7', [-0.466491, -0.229375, 1.0]], ['2, k, 8', [-0.0331785, 0.0634848, 1.0]], ['2, k, 9', [0.125295, -0.0868201, 1.0]], ['2, k, 10', [0.0493215, -0.260918, 1.0]], ['2, k, 11', [0.00144153, -0.275842, 1.0]], ['2, k, 12', [-0.315643, -0.380021, 1.0]], ['2, k, 13', [-0.369491, -0.671677, 1.0]], ['2, k, 14', [-0.355216, -1.08879, 1.0]], ['2, k, 15', [-0.36673, -1.1533, 1.0]], ['2, k, 16', [-0.155629, -0.390153, 1.0]], ['2, k, 17', [-0.0730067, -0.678293, 1.0]], ['2, k, 18', [0.0646246, -1.08001, 1.0]], ['2, k, 19', [0.0756243, -1.14075, 1.0]], ['2, k, 20', [-0.210684, 0.0900286, 1.0]], ['2, k, 21', [-0.423635, -0.323147, 1.0]], ['2, k, 22', [-0.42273, -0.221784, 1.0]], ['2, k, 23', [-0.030918, -0.376169, 1.0]], ['2, k, 24', [-0.0443252, -0.26559, 1.0]]]
[['2, k, 0', [-0.233112, -0.392512, 1.0]], ['2, k, 1', [-0.219453, -0.115383, 1.0]], ['2, k, 2', [-0.203814, 0.155431, 1.0]], ['2, k, 3', [-0.188272, 0.301763, 1.0]], ['2, k, 4', [-0.385198, 0.0765919, 1.0]], ['2, k, 5', [-0.576382, -0.0385493, 1.0]], ['2, k, 6', [-0.455877, -0.235705, 1.0]], ['2, k, 7', [-0.408871, -0.275714, 1.0]], ['2, k, 8', [-0.0316482, 0.062242, 1.0]], ['2, k, 9', [0.129687, -0.0845617, 1.0]], ['2, k, 10', [0.0531377, -0.2584, 1.0]], ['2, k, 11', [0.00705944, -0.273538, 1.0]], ['2, k, 12', [-0.30952, -0.382723, 1.0]], ['2, k, 13', [-0.363972, -0.673834, 1.0]], ['2, k, 14', [-0.354771, -1.09005, 1.0]], ['2, k, 15', [-0.368259, -1.15472, 1.0]], ['2, k, 16', [-0.149331, -0.390396, 1.0]], ['2, k, 17', [-0.0695637, -0.677454, 1.0]], ['2, k, 18', [0.0643464, -1.07936, 1.0]], ['2, k, 19', [0.0757008, -1.14038, 1.0]], ['2, k, 20', [-0.208105, 0.0887954, 1.0]], ['2, k, 21', [-0.405221, -0.355841, 1.0]], ['2, k, 22', [-0.361072, -0.249233, 1.0]], ['2, k, 23', [-0.0252351, -0.370846, 1.0]], ['2, k, 24', [-0.0396512, -0.267314, 1.0]]]
[['2, k, 0', [-0.228022, -0.393701, 1.0]], ['2, k, 1', [-0.215765, -0.116595, 1.0]], ['2, k, 2', [-0.201714, 0.15421, 1.0]], ['2, k, 3', [-0.188278, 0.300902, 1.0]], ['2, k, 4', [-0.383968, 0.0750891, 1.0]], ['2, k, 5', [-0.570432, -0.0443065, 1.0]], ['2, k, 6', [-0.476744, -0.211202, 1.0]], ['2, k, 7', [-0.454976, -0.233842, 1.0]], ['2, k, 8', [-0.0290475, 0.0611313, 1.0]], ['2, k, 9', [0.13573, -0.0825848, 1.0]], ['2, k, 10', [0.0562272, -0.255263, 1.0]], ['2, k, 11', [0.0124438, -0.270972, 1.0]], ['2, k, 12', [-0.304644, -0.384633, 1.0]], ['2, k, 13', [-0.357129, -0.676267, 1.0]], ['2, k, 14', [-0.354034, -1.09133, 1.0]], ['2, k, 15', [-0.366004, -1.15492, 1.0]], ['2, k, 16', [-0.144152, -0.390781, 1.0]], ['2, k, 17', [-0.0658341, -0.678047, 1.0]], ['2, k, 18', [0.064134, -1.07934, 1.0]], ['2, k, 19', [0.076337, -1.14121, 1.0]], ['2, k, 20', [-0.205565, 0.0875161, 1.0]], ['2, k, 21', [-0.412531, -0.331918, 1.0]], ['2, k, 22', [-0.409433, -0.230868, 1.0]], ['2, k, 23', [-0.0175617, -0.369784, 1.0]], ['2, k, 24', [-0.0348806, -0.260569, 1.0]]]
[['2, k, 0', [-0.221477, -0.39408, 1.0]], ['2, k, 1', [-0.212026, -0.117609, 1.0]], ['2, k, 2', [-0.200156, 0.15286, 1.0]], ['2, k, 3', [-0.18815, 0.299567, 1.0]], ['2, k, 4', [-0.382872, 0.0734228, 1.0]], ['2, k, 5', [-0.562057, -0.0520925, 1.0]], ['2, k, 6', [-0.472342, -0.22053, 1.0]], ['2, k, 7', [-0.427516, -0.250829, 1.0]], ['2, k, 8', [-0.0263942, 0.0606095, 1.0]], ['2, k, 9', [0.141534, -0.0797286, 1.0]], ['2, k, 10', [0.0608912, -0.251883, 1.0]], ['2, k, 11', [0.0178421, -0.26841, 1.0]], ['2, k, 12', [-0.298704, -0.386036, 1.0]], ['2, k, 13', [-0.34925, -0.67778, 1.0]], ['2, k, 14', [-0.35205, -1.08233, 1.0]], ['2, k, 15', [-0.364472, -1.15269, 1.0]], ['2, k, 16', [-0.137109, -0.389937, 1.0]], ['2, k, 17', [-0.0618631, -0.677756, 1.0]], ['2, k, 18', [0.0618775, -1.07815, 1.0]], ['2, k, 19', [0.076824, -1.1403, 1.0]], ['2, k, 20', [-0.203518, 0.0861909, 1.0]], ['2, k, 21', [-0.397528, -0.338826, 1.0]], ['2, k, 22', [-0.370438, -0.239473, 1.0]], ['2, k, 23', [-0.0118456, -0.363652, 1.0]], ['2, k, 24', [-0.0319767, -0.257591, 1.0]]]
[['2, k, 0', [-0.214179, -0.394609, 1.0]], ['2, k, 1', [-0.208211, -0.1183, 1.0]], ['2, k, 2', [-0.199047, 0.152106, 1.0]], ['2, k, 3', [-0.187623, 0.298779, 1.0]], ['2, k, 4', [-0.381435, 0.072078, 1.0]], ['2, k, 5', [-0.557635, -0.0554635, 1.0]], ['2, k, 6', [-0.469797, -0.224582, 1.0]], ['2, k, 7', [-0.421765, -0.249512, 1.0]], ['2, k, 8', [-0.0237484, 0.0607013, 1.0]], ['2, k, 9', [0.147899, -0.075679, 1.0]], ['2, k, 10', [0.0660089, -0.247306, 1.0]], ['2, k, 11', [0.0252743, -0.264071, 1.0]], ['2, k, 12', [-0.290926, -0.387739, 1.0]], ['2, k, 13', [-0.344414, -0.678699, 1.0]], ['2, k, 14', [-0.351623, -1.08186, 1.0]], ['2, k, 15', [-0.360864, -1.15553, 1.0]], ['2, k, 16', [-0.130533, -0.389385, 1.0]], ['2, k, 17', [-0.0567179, -0.678085, 1.0]], ['2, k, 18', [0.0619166, -1.0785, 1.0]], ['2, k, 19', [0.0769946, -1.14107, 1.0]], ['2, k, 20', [-0.201825, 0.085405, 1.0]], ['2, k, 21', [-0.390688, -0.338579, 1.0]], ['2, k, 22', [-0.366977, -0.243612, 1.0]], ['2, k, 23', [-0.00424472, -0.359249, 1.0]], ['2, k, 24', [-0.0254451, -0.253889, 1.0]]]
[['2, k, 0', [-0.207268, -0.394543, 1.0]], ['2, k, 1', [-0.203432, -0.118429, 1.0]], ['2, k, 2', [-0.196907, 0.151679, 1.0]], ['2, k, 3', [-0.186936, 0.298365, 1.0]], ['2, k, 4', [-0.37914, 0.0708301, 1.0]], ['2, k, 5', [-0.552586, -0.058634, 1.0]], ['2, k, 6', [-0.465651, -0.227902, 1.0]], ['2, k, 7', [-0.413939, -0.253888, 1.0]], ['2, k, 8', [-0.0209552, 0.0610797, 1.0]], ['2, k, 9', [0.153848, -0.0718256, 1.0]], ['2, k, 10', [0.0764885, -0.245368, 1.0]], ['2, k, 11', [0.0334375, -0.262972, 1.0]], ['2, k, 12', [-0.284439, -0.388571, 1.0]], ['2, k, 13', [-0.338655, -0.679545, 1.0]], ['2, k, 14', [-0.351057, -1.07967, 1.0]], ['2, k, 15', [-0.360517, -1.15527, 1.0]], ['2, k, 16', [-0.12347, -0.388355, 1.0]], ['2, k, 17', [-0.0511731, -0.677822, 1.0]], ['2, k, 18', [0.0617989, -1.07875, 1.0]], ['2, k, 19', [0.0777664, -1.14103, 1.0]], ['2, k, 20', [-0.19899, 0.0850256, 1.0]], ['2, k, 21', [-0.384847, -0.344249, 1.0]], ['2, k, 22', [-0.366622, -0.241764, 1.0]], ['2, k, 23', [0.00256358, -0.355402, 1.0]], ['2, k, 24', [-0.0175793, -0.248793, 1.0]]]
[['2, k, 0', [-0.200076, -0.393385, 1.0]], ['2, k, 1', [-0.198606, -0.117882, 1.0]], ['2, k, 2', [-0.194615, 0.151576, 1.0]], ['2, k, 3', [-0.186038, 0.298095, 1.0]], ['2, k, 4', [-0.376504, 0.0699456, 1.0]], ['2, k, 5', [-0.546557, -0.0616667, 1.0]], ['2, k, 6', [-0.461937, -0.23176, 1.0]], ['2, k, 7', [-0.406397, -0.256011, 1.0]], ['2, k, 8', [-0.0172682, 0.0624736, 1.0]], ['2, k, 9', [0.158133, -0.0681937, 1.0]], ['2, k, 10', [0.0847714, -0.243377, 1.0]], ['2, k, 11', [0.0398109, -0.259709, 1.0]], ['2, k, 12', [-0.27707, -0.388186, 1.0]], ['2, k, 13', [-0.331445, -0.6789, 1.0]], ['2, k, 14', [-0.350761, -1.07968, 1.0]], ['2, k, 15', [-0.362627, -1.15403, 1.0]], ['2, k, 16', [-0.116735, -0.386474, 1.0]], ['2, k, 17', [-0.0466761, -0.676769, 1.0]], ['2, k, 18', [0.0628607, -1.07928, 1.0]], ['2, k, 19', [0.0786028, -1.14214, 1.0]], ['2, k, 20', [-0.196039, 0.085066, 1.0]], ['2, k, 21', [-0.375551, -0.345323, 1.0]], ['2, k, 22', [-0.365527, -0.23737, 1.0]], ['2, k, 23', [0.0128002, -0.357095, 1.0]], ['2, k, 24', [-0.0106403, -0.246943, 1.0]]]
[['2, k, 0', [-0.19388, -0.392359, 1.0]], ['2, k, 1', [-0.193964, -0.117349, 1.0]], ['2, k, 2', [-0.191918, 0.151521, 1.0]], ['2, k, 3', [-0.184436, 0.29793, 1.0]], ['2, k, 4', [-0.373927, 0.069392, 1.0]], ['2, k, 5', [-0.54054, -0.0644608, 1.0]], ['2, k, 6', [-0.43046, -0.220512, 1.0]], ['2, k, 7', [-0.39126, -0.249788, 1.0]], ['2, k, 8', [-0.0141826, 0.0636261, 1.0]], ['2, k, 9', [0.164126, -0.0643619, 1.0]], ['2, k, 10', [0.0913372, -0.239722, 1.0]], ['2, k, 11', [0.0467225, -0.256574, 1.0]], ['2, k, 12', [-0.271394, -0.387804, 1.0]], ['2, k, 13', [-0.326537, -0.678125, 1.0]], ['2, k, 14', [-0.349731, -1.07982, 1.0]], ['2, k, 15', [-0.363485, -1.15058, 1.0]], ['2, k, 16', [-0.110236, -0.384778, 1.0]], ['2, k, 17', [-0.0405482, -0.675368, 1.0]], ['2, k, 18', [0.0634136, -1.07938, 1.0]], ['2, k, 19', [0.0788616, -1.14255, 1.0]], ['2, k, 20', [-0.192801, 0.0851547, 1.0]], ['2, k, 21', [-0.363593, -0.32983, 1.0]], ['2, k, 22', [-0.327136, -0.214482, 1.0]], ['2, k, 23', [0.0198939, -0.352877, 1.0]], ['2, k, 24', [-0.00300041, -0.245064, 1.0]]]
[['2, k, 0', [-0.187321, -0.391148, 1.0]], ['2, k, 1', [-0.189672, -0.116281, 1.0]], ['2, k, 2', [-0.189675, 0.152221, 1.0]], ['2, k, 3', [-0.182167, 0.297946, 1.0]], ['2, k, 4', [-0.370006, 0.0691374, 1.0]], ['2, k, 5', [-0.535359, -0.0648676, 1.0]], ['2, k, 6', [-0.428526, -0.222901, 1.0]], ['2, k, 7', [-0.387104, -0.250579, 1.0]], ['2, k, 8', [-0.0105997, 0.0651895, 1.0]], ['2, k, 9', [0.1702, -0.0604112, 1.0]], ['2, k, 10', [0.0969043, -0.235579, 1.0]], ['2, k, 11', [0.0514309, -0.253696, 1.0]], ['2, k, 12', [-0.26438, -0.387052, 1.0]], ['2, k, 13', [-0.317675, -0.677507, 1.0]], ['2, k, 14', [-0.349795, -1.08178, 1.0]], ['2, k, 15', [-0.363257, -1.15047, 1.0]], ['2, k, 16', [-0.104361, -0.383198, 1.0]], ['2, k, 17', [-0.0353989, -0.674315, 1.0]], ['2, k, 18', [0.0634765, -1.07929, 1.0]], ['2, k, 19', [0.0778653, -1.1425, 1.0]], ['2, k, 20', [-0.190051, 0.0859679, 1.0]], ['2, k, 21', [-0.356423, -0.331042, 1.0]], ['2, k, 22', [-0.325233, -0.221735, 1.0]], ['2, k, 23', [0.0255031, -0.347708, 1.0]], ['2, k, 24', [0.00241492, -0.242222, 1.0]]]
[['2, k, 0', [-0.18338, -0.390323, 1.0]], ['2, k, 1', [-0.185955, -0.115461, 1.0]], ['2, k, 2', [-0.186667, 0.152855, 1.0]], ['2, k, 3', [-0.180253, 0.29804, 1.0]], ['2, k, 4', [-0.366111, 0.0691165, 1.0]], ['2, k, 5', [-0.529119, -0.0671368, 1.0]], ['2, k, 6', [-0.424309, -0.226374, 1.0]], ['2, k, 7', [-0.379536, -0.252922, 1.0]], ['2, k, 8', [-0.00686264, 0.0674295, 1.0]], ['2, k, 9', [0.177066, -0.0525128, 1.0]], ['2, k, 10', [0.104555, -0.22821, 1.0]], ['2, k, 11', [0.0619078, -0.24972, 1.0]], ['2, k, 12', [-0.260847, -0.386629, 1.0]], ['2, k, 13', [-0.312894, -0.67856, 1.0]], ['2, k, 14', [-0.34888, -1.08118, 1.0]], ['2, k, 15', [-0.357133, -1.15193, 1.0]], ['2, k, 16', [-0.100143, -0.38195, 1.0]], ['2, k, 17', [-0.0280836, -0.674438, 1.0]], ['2, k, 18', [0.0640829, -1.07811, 1.0]], ['2, k, 19', [0.0764893, -1.14257, 1.0]], ['2, k, 20', [-0.186798, 0.0866717, 1.0]], ['2, k, 21', [-0.348404, -0.337636, 1.0]], ['2, k, 22', [-0.320127, -0.227632, 1.0]], ['2, k, 23', [0.0311819, -0.34071, 1.0]], ['2, k, 24', [0.0116315, -0.239753, 1.0]]]
[['2, k, 0', [-0.173834, -0.388257, 1.0]], ['2, k, 1', [-0.179948, -0.114177, 1.0]], ['2, k, 2', [-0.183659, 0.153436, 1.0]], ['2, k, 3', [-0.178017, 0.298345, 1.0]], ['2, k, 4', [-0.361779, 0.068603, 1.0]], ['2, k, 5', [-0.524949, -0.0686437, 1.0]], ['2, k, 6', [-0.421073, -0.22838, 1.0]], ['2, k, 7', [-0.373026, -0.253532, 1.0]], ['2, k, 8', [-0.000877429, 0.0711041, 1.0]], ['2, k, 9', [0.182636, -0.0487061, 1.0]], ['2, k, 10', [0.112065, -0.225153, 1.0]], ['2, k, 11', [0.0675602, -0.247392, 1.0]], ['2, k, 12', [-0.25149, -0.385526, 1.0]], ['2, k, 13', [-0.307929, -0.679061, 1.0]], ['2, k, 14', [-0.348752, -1.08126, 1.0]], ['2, k, 15', [-0.359697, -1.15124, 1.0]], ['2, k, 16', [-0.0906855, -0.378958, 1.0]], ['2, k, 17', [-0.0242396, -0.673269, 1.0]], ['2, k, 18', [0.0643158, -1.07783, 1.0]], ['2, k, 19', [0.0787537, -1.14122, 1.0]], ['2, k, 20', [-0.183092, 0.0874195, 1.0]], ['2, k, 21', [-0.342095, -0.337516, 1.0]], ['2, k, 22', [-0.314442, -0.228087, 1.0]], ['2, k, 23', [0.037336, -0.338479, 1.0]], ['2, k, 24', [0.018246, -0.235646, 1.0]]]
[['2, k, 0', [-0.169851, -0.386553, 1.0]], ['2, k, 1', [-0.175877, -0.112724, 1.0]], ['2, k, 2', [-0.180003, 0.154483, 1.0]], ['2, k, 3', [-0.174453, 0.298846, 1.0]], ['2, k, 4', [-0.363705, 0.072461, 1.0]], ['2, k, 5', [-0.520003, -0.0693802, 1.0]], ['2, k, 6', [-0.415735, -0.228998, 1.0]], ['2, k, 7', [-0.366718, -0.253716, 1.0]], ['2, k, 8', [0.00285479, 0.0726408, 1.0]], ['2, k, 9', [0.185593, -0.0447545, 1.0]], ['2, k, 10', [0.116156, -0.221692, 1.0]], ['2, k, 11', [0.0739639, -0.244405, 1.0]], ['2, k, 12', [-0.247428, -0.384083, 1.0]], ['2, k, 13', [-0.301527, -0.682618, 1.0]], ['2, k, 14', [-0.348611, -1.08175, 1.0]], ['2, k, 15', [-0.361222, -1.15065, 1.0]], ['2, k, 16', [-0.0869492, -0.377072, 1.0]], ['2, k, 17', [-0.0175115, -0.671439, 1.0]], ['2, k, 18', [0.0652578, -1.07703, 1.0]], ['2, k, 19', [0.0787631, -1.14123, 1.0]], ['2, k, 20', [-0.179271, 0.088586, 1.0]], ['2, k, 21', [-0.336224, -0.337407, 1.0]], ['2, k, 22', [-0.311516, -0.226632, 1.0]], ['2, k, 23', [0.0439069, -0.33345, 1.0]], ['2, k, 24', [0.0227382, -0.236605, 1.0]]]
[['2, k, 0', [-0.164892, -0.385657, 1.0]], ['2, k, 1', [-0.171056, -0.111705, 1.0]], ['2, k, 2', [-0.175643, 0.155517, 1.0]], ['2, k, 3', [-0.169556, 0.29997, 1.0]], ['2, k, 4', [-0.354048, 0.0717923, 1.0]], ['2, k, 5', [-0.51313, -0.0690306, 1.0]], ['2, k, 6', [-0.412066, -0.230838, 1.0]], ['2, k, 7', [-0.361566, -0.25501, 1.0]], ['2, k, 8', [0.00828902, 0.0752723, 1.0]], ['2, k, 9', [0.191488, -0.0410652, 1.0]], ['2, k, 10', [0.122161, -0.218138, 1.0]], ['2, k, 11', [0.0791102, -0.241449, 1.0]], ['2, k, 12', [-0.242706, -0.383547, 1.0]], ['2, k, 13', [-0.298137, -0.682241, 1.0]], ['2, k, 14', [-0.348587, -1.08175, 1.0]], ['2, k, 15', [-0.361143, -1.14918, 1.0]], ['2, k, 16', [-0.0819134, -0.37585, 1.0]], ['2, k, 17', [-0.0125891, -0.669915, 1.0]], ['2, k, 18', [0.0660106, -1.07839, 1.0]], ['2, k, 19', [0.0782269, -1.14279, 1.0]], ['2, k, 20', [-0.174752, 0.0896327, 1.0]], ['2, k, 21', [-0.330049, -0.342843, 1.0]], ['2, k, 22', [-0.307353, -0.237106, 1.0]], ['2, k, 23', [0.0540646, -0.336392, 1.0]], ['2, k, 24', [0.028964, -0.233488, 1.0]]]
