[['2, k, 0', [-0.503394, -0.386346, 1.0]], ['2, k, 1', [-0.517188, -0.0900978, 1.0]], ['2, k, 2', [-0.527587, 0.198972, 1.0]], ['2, k, 3', [-0.50933, 0.324772, 1.0]], ['2, k, 4', [-0.665813, 0.0933412, 1.0]], ['2, k, 5', [-0.705947, 0.0184414, 1.0]], ['2, k, 6', [-0.707286, -0.0242685, 1.0]], ['2, k, 7', [-0.715601, -0.0730841, 1.0]], ['2, k, 8', [-0.364348, 0.108705, 1.0]], ['2, k, 9', [-0.377689, -0.164385, 1.0]], ['2, k, 10', [-0.319153, -0.09654, 1.0]], ['2, k, 11', [-0.273934, -0.0646816, 1.0]], ['2, k, 12', [-0.56473, -0.384102, 1.0]], ['2, k, 13', [-0.589164, -0.715448, 1.0]], ['2, k, 14', [-0.565655, -1.05813, 1.0]], ['2, k, 15', [-0.555731, -1.09067, 1.0]], ['2, k, 16', [-0.4273, -0.377286, 1.0]], ['2, k, 17', [-0.34374, -0.72081, 1.0]], ['2, k, 18', [-0.293296, -1.07031, 1.0]], ['2, k, 19', [-0.28125, -1.12988, 1.0]], ['2, k, 20', [-0.525567, 0.127705, 1.0]], ['2, k, 21', [-0.715109, -0.112458, 1.0]], ['2, k, 22', [-0.766963, -0.0773081, 1.0]], ['2, k, 23', [-0.243466, -0.108077, 1.0]], ['2, k, 24', [-0.228691, -0.0709546, 1.0]]]
[['2, k, 0', [-0.421799, -0.401997, 1.0]], ['2, k, 1', [-0.425136, -0.120297, 1.0]], ['2, k, 2', [-0.424644, 0.161819, 1.0]], ['2, k, 3', [-0.439845, 0.292926, 1.0]], ['2, k, 4', [-0.55624, 0.077746, 1.0]], ['2, k, 5', [-0.586452, 0.0545794, 1.0]], ['2, k, 6', [-0.577104, 0.0111818, 1.0]], ['2, k, 7', [-0.572496, -0.0126846, 1.0]], ['2, k, 8', [-0.288543, 0.0814537, 1.0]], ['2, k, 9', [-0.269296, 0.0614556, 1.0]], ['2, k, 10', [-0.299821, 0.0040489, 1.0]], ['2, k, 11', [-0.31219, -0.0195966, 1.0]], ['2, k, 12', [-0.479217, -0.40376, 1.0]], ['2, k, 13', [-0.54973, -0.726033, 1.0]], ['2, k, 14', [-0.565397, -1.08173, 1.0]], ['2, k, 15', [-0.576245, -1.13996, 1.0]], ['2, k, 16', [-0.352045, -0.388704, 1.0]], ['2, k, 17', [-0.289166, -0.728007, 1.0]], ['2, k, 18', [-0.26039, -1.08934, 1.0]], ['2, k, 19', [-0.254496, -1.12299, 1.0]], ['2, k, 20', [-0.425244, 0.091564, 1.0]], ['2, k, 21', [-0.568488, -0.03709, 1.0]], ['2, k, 22', [-0.610061, -0.0213685, 1.0]], ['2, k, 23', [-0.325378, -0.0422452, 1.0]], ['2, k, 24', [-0.349808, -0.0300944, 1.0]]]
[['2, k, 0', [-0.42185, -0.396205, 1.0]], ['2, k, 1', [-0.425116, -0.111385, 1.0]], ['2, k, 2', [-0.425036, 0.173264, 1.0]], ['2, k, 3', [-0.439321, 0.304455, 1.0]], ['2, k, 4', [-0.557746, 0.0889607, 1.0]], ['2, k, 5', [-0.583345, 0.0543752, 1.0]], ['2, k, 6', [-0.583891, 0.0478953, 1.0]], ['2, k, 7', [-0.572719, -0.00140832, 1.0]], ['2, k, 8', [-0.28821, 0.0912859, 1.0]], ['2, k, 9', [-0.270734, 0.0610193, 1.0]], ['2, k, 10', [-0.301113, 0.0145559, 1.0]], ['2, k, 11', [-0.317189, -0.0101064, 1.0]], ['2, k, 12', [-0.480257, -0.396942, 1.0]], ['2, k, 13', [-0.550815, -0.725954, 1.0]], ['2, k, 14', [-0.564918, -1.08194, 1.0]], ['2, k, 15', [-0.576376, -1.13993, 1.0]], ['2, k, 16', [-0.351206, -0.383865, 1.0]], ['2, k, 17', [-0.289582, -0.723798, 1.0]], ['2, k, 18', [-0.26024, -1.08871, 1.0]], ['2, k, 19', [-0.254132, -1.12171, 1.0]], ['2, k, 20', [-0.425525, 0.102609, 1.0]], ['2, k, 21', [-0.564921, -0.0257186, 1.0]], ['2, k, 22', [-0.614597, -0.00987869, 1.0]], ['2, k, 23', [-0.328241, -0.0307161, 1.0]], ['2, k, 24', [-0.364198, -0.0166702, 1.0]]]
[['2, k, 0', [-0.420102, -0.393122, 1.0]], ['2, k, 1', [-0.423756, -0.104864, 1.0]], ['2, k, 2', [-0.423379, 0.18513, 1.0]], ['2, k, 3', [-0.438042, 0.312234, 1.0]], ['2, k, 4', [-0.558395, 0.0945987, 1.0]], ['2, k, 5', [-0.581013, 0.0618971, 1.0]], ['2, k, 6', [-0.569119, 0.0190776, 1.0]], ['2, k, 7', [-0.56802, 0.00672181, 1.0]], ['2, k, 8', [-0.287772, 0.0955411, 1.0]], ['2, k, 9', [-0.270699, 0.0661786, 1.0]], ['2, k, 10', [-0.298707, 0.0197934, 1.0]], ['2, k, 11', [-0.322262, -0.000132693, 1.0]], ['2, k, 12', [-0.47961, -0.394515, 1.0]], ['2, k, 13', [-0.551607, -0.724473, 1.0]], ['2, k, 14', [-0.564369, -1.07902, 1.0]], ['2, k, 15', [-0.576165, -1.13971, 1.0]], ['2, k, 16', [-0.348012, -0.38018, 1.0]], ['2, k, 17', [-0.290257, -0.717584, 1.0]], ['2, k, 18', [-0.260097, -1.08774, 1.0]], ['2, k, 19', [-0.254042, -1.12002, 1.0]], ['2, k, 20', [-0.423963, 0.113017, 1.0]], ['2, k, 21', [-0.559652, -0.0165925, 1.0]], ['2, k, 22', [-0.596498, -0.0044909, 1.0]], ['2, k, 23', [-0.333312, -0.0184811, 1.0]], ['2, k, 24', [-0.368147, -0.00673301, 1.0]]]
[['2, k, 0', [-0.41949, -0.39137, 1.0]], ['2, k, 1', [-0.423038, -0.100483, 1.0]], ['2, k, 2', [-0.422363, 0.19338, 1.0]], ['2, k, 3', [-0.436558, 0.318959, 1.0]], ['2, k, 4', [-0.559146, 0.101317, 1.0]], ['2, k, 5', [-0.579956, 0.063795, 1.0]], ['2, k, 6', [-0.570845, 0.0175865, 1.0]], ['2, k, 7', [-0.566903, 0.0138542, 1.0]], ['2, k, 8', [-0.287488, 0.0981057, 1.0]], ['2, k, 9', [-0.270631, 0.0684273, 1.0]], ['2, k, 10', [-0.310091, 0.0439753, 1.0]], ['2, k, 11', [-0.317701, 0.0207462, 1.0]], ['2, k, 12', [-0.479272, -0.39216, 1.0]], ['2, k, 13', [-0.551781, -0.7227, 1.0]], ['2, k, 14', [-0.563915, -1.07185, 1.0]], ['2, k, 15', [-0.574471, -1.13766, 1.0]], ['2, k, 16', [-0.347257, -0.379112, 1.0]], ['2, k, 17', [-0.29025, -0.713095, 1.0]], ['2, k, 18', [-0.260113, -1.08528, 1.0]], ['2, k, 19', [-0.254583, -1.11695, 1.0]], ['2, k, 20', [-0.423001, 0.120495, 1.0]], ['2, k, 21', [-0.553981, -0.00976074, 1.0]], ['2, k, 22', [-0.60728, 0.00877317, 1.0]], ['2, k, 23', [-0.327173, -0.00249214, 1.0]], ['2, k, 24', [-0.363021, 0.00489729, 1.0]]]
[['2, k, 0', [-0.418603, -0.391281, 1.0]], ['2, k, 1', [-0.423018, -0.0980259, 1.0]], ['2, k, 2', [-0.423914, 0.198952, 1.0]], ['2, k, 3', [-0.434749, 0.324019, 1.0]], ['2, k, 4', [-0.559324, 0.10429, 1.0]], ['2, k, 5', [-0.579397, 0.0646355, 1.0]], ['2, k, 6', [-0.56897, 0.0205841, 1.0]], ['2, k, 7', [-0.563441, 0.0181691, 1.0]], ['2, k, 8', [-0.287322, 0.0999191, 1.0]], ['2, k, 9', [-0.280818, 0.0939386, 1.0]], ['2, k, 10', [-0.309105, 0.044255, 1.0]], ['2, k, 11', [-0.320391, 0.0253754, 1.0]], ['2, k, 12', [-0.478694, -0.391833, 1.0]], ['2, k, 13', [-0.55099, -0.723355, 1.0]], ['2, k, 14', [-0.563959, -1.0702, 1.0]], ['2, k, 15', [-0.574235, -1.13714, 1.0]], ['2, k, 16', [-0.346115, -0.379249, 1.0]], ['2, k, 17', [-0.289961, -0.713497, 1.0]], ['2, k, 18', [-0.260185, -1.08562, 1.0]], ['2, k, 19', [-0.254599, -1.11672, 1.0]], ['2, k, 20', [-0.424012, 0.125452, 1.0]], ['2, k, 21', [-0.551456, -0.00515343, 1.0]], ['2, k, 22', [-0.606124, 0.0174338, 1.0]], ['2, k, 23', [-0.334604, 0.00102802, 1.0]], ['2, k, 24', [-0.367194, 0.013611, 1.0]]]
[['2, k, 0', [-0.418476, -0.391331, 1.0]], ['2, k, 1', [-0.42282, -0.0962335, 1.0]], ['2, k, 2', [-0.423505, 0.202488, 1.0]], ['2, k, 3', [-0.435055, 0.326964, 1.0]], ['2, k, 4', [-0.559635, 0.106483, 1.0]], ['2, k, 5', [-0.579916, 0.0813881, 1.0]], ['2, k, 6', [-0.566704, 0.0271426, 1.0]], ['2, k, 7', [-0.562378, 0.0219523, 1.0]], ['2, k, 8', [-0.287153, 0.100906, 1.0]], ['2, k, 9', [-0.275449, 0.0956924, 1.0]], ['2, k, 10', [-0.304419, 0.0495834, 1.0]], ['2, k, 11', [-0.322701, 0.0296892, 1.0]], ['2, k, 12', [-0.4788, -0.391635, 1.0]], ['2, k, 13', [-0.549768, -0.719088, 1.0]], ['2, k, 14', [-0.563016, -1.06438, 1.0]], ['2, k, 15', [-0.573261, -1.13144, 1.0]], ['2, k, 16', [-0.34574, -0.379541, 1.0]], ['2, k, 17', [-0.29002, -0.711532, 1.0]], ['2, k, 18', [-0.259234, -1.08199, 1.0]], ['2, k, 19', [-0.253486, -1.11269, 1.0]], ['2, k, 20', [-0.423694, 0.128826, 1.0]], ['2, k, 21', [-0.551489, -0.000124939, 1.0]], ['2, k, 22', [-0.594625, 0.0207592, 1.0]], ['2, k, 23', [-0.338004, 0.00334149, 1.0]], ['2, k, 24', [-0.363849, 0.0186082, 1.0]]]
[['2, k, 0', [-0.421574, -0.391368, 1.0]], ['2, k, 1', [-0.423739, -0.0952222, 1.0]], ['2, k, 2', [-0.423721, 0.202749, 1.0]], ['2, k, 3', [-0.434166, 0.327993, 1.0]], ['2, k, 4', [-0.559406, 0.107827, 1.0]], ['2, k, 5', [-0.579752, 0.0837489, 1.0]], ['2, k, 6', [-0.565041, 0.0285589, 1.0]], ['2, k, 7', [-0.560028, 0.0223971, 1.0]], ['2, k, 8', [-0.286864, 0.102042, 1.0]], ['2, k, 9', [-0.2875, 0.101862, 1.0]], ['2, k, 10', [-0.307033, 0.0447596, 1.0]], ['2, k, 11', [-0.323275, 0.0299492, 1.0]], ['2, k, 12', [-0.481575, -0.391287, 1.0]], ['2, k, 13', [-0.548974, -0.717525, 1.0]], ['2, k, 14', [-0.563052, -1.06188, 1.0]], ['2, k, 15', [-0.572681, -1.12958, 1.0]], ['2, k, 16', [-0.349134, -0.379972, 1.0]], ['2, k, 17', [-0.290014, -0.709244, 1.0]], ['2, k, 18', [-0.260021, -1.08075, 1.0]], ['2, k, 19', [-0.253891, -1.11129, 1.0]], ['2, k, 20', [-0.424254, 0.129433, 1.0]], ['2, k, 21', [-0.54976, 0.000257602, 1.0]], ['2, k, 22', [-0.601014, 0.0158444, 1.0]], ['2, k, 23', [-0.339141, 0.00591208, 1.0]], ['2, k, 24', [-0.362964, 0.0233747, 1.0]]]
[['2, k, 0', [-0.423358, -0.391488, 1.0]], ['2, k, 1', [-0.424615, -0.0940969, 1.0]], ['2, k, 2', [-0.42333, 0.203519, 1.0]], ['2, k, 3', [-0.434243, 0.328865, 1.0]], ['2, k, 4', [-0.559428, 0.108871, 1.0]], ['2, k, 5', [-0.579663, 0.0856582, 1.0]], ['2, k, 6', [-0.564167, 0.0294615, 1.0]], ['2, k, 7', [-0.561559, 0.021425, 1.0]], ['2, k, 8', [-0.28648, 0.102476, 1.0]], ['2, k, 9', [-0.288767, 0.101543, 1.0]], ['2, k, 10', [-0.30625, 0.0434139, 1.0]], ['2, k, 11', [-0.323992, 0.0296024, 1.0]], ['2, k, 12', [-0.483033, -0.391106, 1.0]], ['2, k, 13', [-0.548154, -0.716971, 1.0]], ['2, k, 14', [-0.562664, -1.06144, 1.0]], ['2, k, 15', [-0.572742, -1.12929, 1.0]], ['2, k, 16', [-0.351266, -0.380425, 1.0]], ['2, k, 17', [-0.289914, -0.708799, 1.0]], ['2, k, 18', [-0.261092, -1.07248, 1.0]], ['2, k, 19', [-0.25449, -1.10295, 1.0]], ['2, k, 20', [-0.424307, 0.130381, 1.0]], ['2, k, 21', [-0.552101, -0.00153253, 1.0]], ['2, k, 22', [-0.594912, 0.0122553, 1.0]], ['2, k, 23', [-0.337886, 0.00117288, 1.0]], ['2, k, 24', [-0.364237, 0.0205178, 1.0]]]
[['2, k, 0', [-0.425329, -0.391631, 1.0]], ['2, k, 1', [-0.425605, -0.0931608, 1.0]], ['2, k, 2', [-0.423704, 0.204327, 1.0]], ['2, k, 3', [-0.434295, 0.329862, 1.0]], ['2, k, 4', [-0.559721, 0.110036, 1.0]], ['2, k, 5', [-0.579514, 0.0807469, 1.0]], ['2, k, 6', [-0.568546, 0.0457412, 1.0]], ['2, k, 7', [-0.562936, 0.0167311, 1.0]], ['2, k, 8', [-0.286255, 0.102438, 1.0]], ['2, k, 9', [-0.279494, 0.14709, 1.0]], ['2, k, 10', [-0.314874, 0.0509503, 1.0]], ['2, k, 11', [-0.325835, 0.0239495, 1.0]], ['2, k, 12', [-0.484975, -0.390544, 1.0]], ['2, k, 13', [-0.546994, -0.716968, 1.0]], ['2, k, 14', [-0.562602, -1.06153, 1.0]], ['2, k, 15', [-0.572822, -1.12961, 1.0]], ['2, k, 16', [-0.353296, -0.381266, 1.0]], ['2, k, 17', [-0.289996, -0.707504, 1.0]], ['2, k, 18', [-0.261306, -1.07284, 1.0]], ['2, k, 19', [-0.25455, -1.10317, 1.0]], ['2, k, 20', [-0.42489, 0.131237, 1.0]], ['2, k, 21', [-0.55278, -0.00640949, 1.0]], ['2, k, 22', [-0.602761, 0.0128336, 1.0]], ['2, k, 23', [-0.341377, -0.00251813, 1.0]], ['2, k, 24', [-0.372097, 0.0157697, 1.0]]]
[['2, k, 0', [-0.426259, -0.391587, 1.0]], ['2, k, 1', [-0.426632, -0.092474, 1.0]], ['2, k, 2', [-0.424149, 0.204237, 1.0]], ['2, k, 3', [-0.433689, 0.33036, 1.0]], ['2, k, 4', [-0.559971, 0.110505, 1.0]], ['2, k, 5', [-0.580135, 0.0770545, 1.0]], ['2, k, 6', [-0.564532, 0.0268838, 1.0]], ['2, k, 7', [-0.564511, 0.015106, 1.0]], ['2, k, 8', [-0.286108, 0.103908, 1.0]], ['2, k, 9', [-0.279419, 0.146869, 1.0]], ['2, k, 10', [-0.315234, 0.0487994, 1.0]], ['2, k, 11', [-0.325209, 0.0206228, 1.0]], ['2, k, 12', [-0.485244, -0.390428, 1.0]], ['2, k, 13', [-0.546405, -0.716051, 1.0]], ['2, k, 14', [-0.562203, -1.06064, 1.0]], ['2, k, 15', [-0.571818, -1.12949, 1.0]], ['2, k, 16', [-0.355268, -0.381428, 1.0]], ['2, k, 17', [-0.289588, -0.706057, 1.0]], ['2, k, 18', [-0.261459, -1.07287, 1.0]], ['2, k, 19', [-0.254575, -1.10315, 1.0]], ['2, k, 20', [-0.425446, 0.13129, 1.0]], ['2, k, 21', [-0.556987, -0.00648029, 1.0]], ['2, k, 22', [-0.598584, 0.0180513, 1.0]], ['2, k, 23', [-0.339306, -0.00788774, 1.0]], ['2, k, 24', [-0.369748, 0.00955694, 1.0]]]
[['2, k, 0', [-0.426568, -0.391331, 1.0]], ['2, k, 1', [-0.426883, -0.0916909, 1.0]], ['2, k, 2', [-0.424254, 0.204772, 1.0]], ['2, k, 3', [-0.433473, 0.330622, 1.0]], ['2, k, 4', [-0.561283, 0.113728, 1.0]], ['2, k, 5', [-0.580753, 0.0744571, 1.0]], ['2, k, 6', [-0.564934, 0.025886, 1.0]], ['2, k, 7', [-0.566869, 0.0148892, 1.0]], ['2, k, 8', [-0.285987, 0.104912, 1.0]], ['2, k, 9', [-0.281101, 0.146435, 1.0]], ['2, k, 10', [-0.315801, 0.0463795, 1.0]], ['2, k, 11', [-0.326176, 0.0140688, 1.0]], ['2, k, 12', [-0.485582, -0.390167, 1.0]], ['2, k, 13', [-0.545685, -0.716308, 1.0]], ['2, k, 14', [-0.561867, -1.06014, 1.0]], ['2, k, 15', [-0.571711, -1.12903, 1.0]], ['2, k, 16', [-0.355476, -0.381171, 1.0]], ['2, k, 17', [-0.289081, -0.706193, 1.0]], ['2, k, 18', [-0.261427, -1.07272, 1.0]], ['2, k, 19', [-0.25652, -1.10301, 1.0]], ['2, k, 20', [-0.425555, 0.131885, 1.0]], ['2, k, 21', [-0.555577, -0.00875876, 1.0]], ['2, k, 22', [-0.604747, 0.0117195, 1.0]], ['2, k, 23', [-0.342165, -0.0136291, 1.0]], ['2, k, 24', [-0.377999, 0.00566216, 1.0]]]
[['2, k, 0', [-0.424546, -0.390957, 1.0]], ['2, k, 1', [-0.426287, -0.0913434, 1.0]], ['2, k, 2', [-0.424201, 0.204776, 1.0]], ['2, k, 3', [-0.433284, 0.331053, 1.0]], ['2, k, 4', [-0.561655, 0.114884, 1.0]], ['2, k, 5', [-0.582499, 0.0806253, 1.0]], ['2, k, 6', [-0.566068, 0.0262937, 1.0]], ['2, k, 7', [-0.568695, 0.0162581, 1.0]], ['2, k, 8', [-0.285833, 0.105633, 1.0]], ['2, k, 9', [-0.282756, 0.0965917, 1.0]], ['2, k, 10', [-0.315132, 0.0461629, 1.0]], ['2, k, 11', [-0.322426, 0.0168103, 1.0]], ['2, k, 12', [-0.483715, -0.38996, 1.0]], ['2, k, 13', [-0.545393, -0.717092, 1.0]], ['2, k, 14', [-0.561614, -1.05998, 1.0]], ['2, k, 15', [-0.571706, -1.12874, 1.0]], ['2, k, 16', [-0.353135, -0.380544, 1.0]], ['2, k, 17', [-0.288958, -0.706256, 1.0]], ['2, k, 18', [-0.26138, -1.07233, 1.0]], ['2, k, 19', [-0.257025, -1.1026, 1.0]], ['2, k, 20', [-0.425382, 0.131937, 1.0]], ['2, k, 21', [-0.556546, -0.00949253, 1.0]], ['2, k, 22', [-0.600684, 0.014703, 1.0]], ['2, k, 23', [-0.334098, -0.012621, 1.0]], ['2, k, 24', [-0.361293, 0.0043328, 1.0]]]
[['2, k, 0', [-0.423504, -0.390801, 1.0]], ['2, k, 1', [-0.425811, -0.0909875, 1.0]], ['2, k, 2', [-0.424198, 0.204847, 1.0]], ['2, k, 3', [-0.433323, 0.331157, 1.0]], ['2, k, 4', [-0.561751, 0.115407, 1.0]], ['2, k, 5', [-0.583076, 0.0772265, 1.0]], ['2, k, 6', [-0.56905, 0.022832, 1.0]], ['2, k, 7', [-0.570333, 0.0164045, 1.0]], ['2, k, 8', [-0.285776, 0.105816, 1.0]], ['2, k, 9', [-0.28185, 0.0961075, 1.0]], ['2, k, 10', [-0.31506, 0.046114, 1.0]], ['2, k, 11', [-0.32198, 0.0175459, 1.0]], ['2, k, 12', [-0.48261, -0.389849, 1.0]], ['2, k, 13', [-0.54534, -0.717122, 1.0]], ['2, k, 14', [-0.561514, -1.06003, 1.0]], ['2, k, 15', [-0.572077, -1.12863, 1.0]], ['2, k, 16', [-0.352091, -0.380323, 1.0]], ['2, k, 17', [-0.289104, -0.706643, 1.0]], ['2, k, 18', [-0.261223, -1.07205, 1.0]], ['2, k, 19', [-0.257089, -1.10234, 1.0]], ['2, k, 20', [-0.425299, 0.132048, 1.0]], ['2, k, 21', [-0.558851, -0.0080764, 1.0]], ['2, k, 22', [-0.60135, 0.0161647, 1.0]], ['2, k, 23', [-0.334001, -0.0112518, 1.0]], ['2, k, 24', [-0.364481, 0.00148102, 1.0]]]
[['2, k, 0', [-0.423525, -0.390689, 1.0]], ['2, k, 1', [-0.42577, -0.0907632, 1.0]], ['2, k, 2', [-0.424198, 0.204896, 1.0]], ['2, k, 3', [-0.433414, 0.331246, 1.0]], ['2, k, 4', [-0.561963, 0.115908, 1.0]], ['2, k, 5', [-0.584016, 0.0755464, 1.0]], ['2, k, 6', [-0.568482, 0.0255595, 1.0]], ['2, k, 7', [-0.572546, 0.0130043, 1.0]], ['2, k, 8', [-0.285728, 0.106002, 1.0]], ['2, k, 9', [-0.28202, 0.096036, 1.0]], ['2, k, 10', [-0.29259, 0.0266923, 1.0]], ['2, k, 11', [-0.321892, 0.0125024, 1.0]], ['2, k, 12', [-0.482676, -0.389706, 1.0]], ['2, k, 13', [-0.545163, -0.716413, 1.0]], ['2, k, 14', [-0.561434, -1.05984, 1.0]], ['2, k, 15', [-0.571017, -1.12682, 1.0]], ['2, k, 16', [-0.352043, -0.38024, 1.0]], ['2, k, 17', [-0.289135, -0.706537, 1.0]], ['2, k, 18', [-0.262363, -1.07366, 1.0]], ['2, k, 19', [-0.258407, -1.10395, 1.0]], ['2, k, 20', [-0.425287, 0.132089, 1.0]], ['2, k, 21', [-0.566046, -0.00691878, 1.0]], ['2, k, 22', [-0.604544, 0.0168444, 1.0]], ['2, k, 23', [-0.337163, -0.0131904, 1.0]], ['2, k, 24', [-0.357873, 0.00892845, 1.0]]]
[['2, k, 0', [-0.424237, -0.390147, 1.0]], ['2, k, 1', [-0.425755, -0.0904468, 1.0]], ['2, k, 2', [-0.423744, 0.205343, 1.0]], ['2, k, 3', [-0.433672, 0.331573, 1.0]], ['2, k, 4', [-0.562096, 0.116128, 1.0]], ['2, k, 5', [-0.585424, 0.0736584, 1.0]], ['2, k, 6', [-0.570808, 0.0248721, 1.0]], ['2, k, 7', [-0.576391, 0.0160662, 1.0]], ['2, k, 8', [-0.285724, 0.106079, 1.0]], ['2, k, 9', [-0.278398, 0.0934348, 1.0]], ['2, k, 10', [-0.3122, 0.0459182, 1.0]], ['2, k, 11', [-0.321895, 0.0196739, 1.0]], ['2, k, 12', [-0.483569, -0.388783, 1.0]], ['2, k, 13', [-0.545221, -0.713859, 1.0]], ['2, k, 14', [-0.561485, -1.05797, 1.0]], ['2, k, 15', [-0.569683, -1.12375, 1.0]], ['2, k, 16', [-0.352547, -0.379989, 1.0]], ['2, k, 17', [-0.289508, -0.706573, 1.0]], ['2, k, 18', [-0.263063, -1.07433, 1.0]], ['2, k, 19', [-0.25922, -1.10469, 1.0]], ['2, k, 20', [-0.42501, 0.132444, 1.0]], ['2, k, 21', [-0.570273, -0.00743492, 1.0]], ['2, k, 22', [-0.606838, 0.0155453, 1.0]], ['2, k, 23', [-0.330977, -0.00635141, 1.0]], ['2, k, 24', [-0.367704, 0.000563409, 1.0]]]
[['2, k, 0', [-0.426105, -0.389485, 1.0]], ['2, k, 1', [-0.425845, -0.0904416, 1.0]], ['2, k, 2', [-0.423389, 0.203725, 1.0]], ['2, k, 3', [-0.433409, 0.330975, 1.0]], ['2, k, 4', [-0.562111, 0.11615, 1.0]], ['2, k, 5', [-0.585536, 0.0723665, 1.0]], ['2, k, 6', [-0.572738, 0.0244367, 1.0]], ['2, k, 7', [-0.578456, 0.0106213, 1.0]], ['2, k, 8', [-0.285807, 0.105391, 1.0]], ['2, k, 9', [-0.275342, 0.0950594, 1.0]], ['2, k, 10', [-0.311863, 0.0460423, 1.0]], ['2, k, 11', [-0.321523, 0.0185235, 1.0]], ['2, k, 12', [-0.485, -0.387713, 1.0]], ['2, k, 13', [-0.545148, -0.715937, 1.0]], ['2, k, 14', [-0.561192, -1.06445, 1.0]], ['2, k, 15', [-0.569773, -1.12463, 1.0]], ['2, k, 16', [-0.35475, -0.379804, 1.0]], ['2, k, 17', [-0.289456, -0.707734, 1.0]], ['2, k, 18', [-0.26307, -1.07435, 1.0]], ['2, k, 19', [-0.259544, -1.10502, 1.0]], ['2, k, 20', [-0.424826, 0.131566, 1.0]], ['2, k, 21', [-0.570042, -0.0102631, 1.0]], ['2, k, 22', [-0.608316, 0.00798139, 1.0]], ['2, k, 23', [-0.334581, -0.00631555, 1.0]], ['2, k, 24', [-0.36729, 0.000605644, 1.0]]]
[['2, k, 0', [-0.425481, -0.389167, 1.0]], ['2, k, 1', [-0.425765, -0.0904889, 1.0]], ['2, k, 2', [-0.422667, 0.201871, 1.0]], ['2, k, 3', [-0.434654, 0.328499, 1.0]], ['2, k, 4', [-0.562217, 0.115652, 1.0]], ['2, k, 5', [-0.587352, 0.0668252, 1.0]], ['2, k, 6', [-0.576135, 0.0225642, 1.0]], ['2, k, 7', [-0.58115, 0.00615113, 1.0]], ['2, k, 8', [-0.286315, 0.105161, 1.0]], ['2, k, 9', [-0.276189, 0.0881576, 1.0]], ['2, k, 10', [-0.305431, 0.0341588, 1.0]], ['2, k, 11', [-0.320699, 0.0134599, 1.0]], ['2, k, 12', [-0.484476, -0.387744, 1.0]], ['2, k, 13', [-0.54564, -0.71937, 1.0]], ['2, k, 14', [-0.561011, -1.066, 1.0]], ['2, k, 15', [-0.569883, -1.12509, 1.0]], ['2, k, 16', [-0.354057, -0.379092, 1.0]], ['2, k, 17', [-0.289564, -0.70919, 1.0]], ['2, k, 18', [-0.263044, -1.07528, 1.0]], ['2, k, 19', [-0.259893, -1.1063, 1.0]], ['2, k, 20', [-0.424144, 0.130232, 1.0]], ['2, k, 21', [-0.57806, -0.01556, 1.0]], ['2, k, 22', [-0.613131, 0.00498067, 1.0]], ['2, k, 23', [-0.340858, -0.0101627, 1.0]], ['2, k, 24', [-0.348381, 0.0144854, 1.0]]]
[['2, k, 0', [-0.425868, -0.389182, 1.0]], ['2, k, 1', [-0.425982, -0.0913749, 1.0]], ['2, k, 2', [-0.424251, 0.194622, 1.0]], ['2, k, 3', [-0.435427, 0.324166, 1.0]], ['2, k, 4', [-0.562037, 0.11408, 1.0]], ['2, k, 5', [-0.586762, 0.0565893, 1.0]], ['2, k, 6', [-0.579216, 0.0178679, 1.0]], ['2, k, 7', [-0.583809, 0.000798561, 1.0]], ['2, k, 8', [-0.286881, 0.10425, 1.0]], ['2, k, 9', [-0.281922, 0.115164, 1.0]], ['2, k, 10', [-0.3188, 0.0281564, 1.0]], ['2, k, 11', [-0.327283, -0.00564678, 1.0]], ['2, k, 12', [-0.484574, -0.387972, 1.0]], ['2, k, 13', [-0.546845, -0.720984, 1.0]], ['2, k, 14', [-0.560544, -1.06931, 1.0]], ['2, k, 15', [-0.569454, -1.12591, 1.0]], ['2, k, 16', [-0.354769, -0.378975, 1.0]], ['2, k, 17', [-0.28991, -0.710559, 1.0]], ['2, k, 18', [-0.262792, -1.07688, 1.0]], ['2, k, 19', [-0.260162, -1.10858, 1.0]], ['2, k, 20', [-0.425238, 0.124635, 1.0]], ['2, k, 21', [-0.583247, -0.0203021, 1.0]], ['2, k, 22', [-0.612763, -0.000664752, 1.0]], ['2, k, 23', [-0.343899, -0.0281349, 1.0]], ['2, k, 24', [-0.389089, -0.0211453, 1.0]]]
