[['2, k, 0', [0.00900057, -0.402371, 1.0]], ['2, k, 1', [-0.00164854, -0.0981441, 1.0]], ['2, k, 2', [-0.0119714, 0.197827, 1.0]], ['2, k, 3', [-0.00942161, 0.351869, 1.0]], ['2, k, 4', [-0.198124, 0.0964304, 1.0]], ['2, k, 5', [-0.274186, -0.201169, 1.0]], ['2, k, 6', [-0.308424, -0.459485, 1.0]], ['2, k, 7', [-0.303178, -0.458016, 1.0]], ['2, k, 8', [0.183526, 0.0906974, 1.0]], ['2, k, 9', [0.282243, -0.205471, 1.0]], ['2, k, 10', [0.300878, -0.462639, 1.0]], ['2, k, 11', [0.292751, -0.449308, 1.0]], ['2, k, 12', [-0.078381, -0.394263, 1.0]], ['2, k, 13', [-0.0941484, -0.746711, 1.0]], ['2, k, 14', [-0.0960186, -1.10372, 1.0]], ['2, k, 15', [-0.130492, -1.171, 1.0]], ['2, k, 16', [0.0960836, -0.396921, 1.0]], ['2, k, 17', [0.165398, -0.759235, 1.0]], ['2, k, 18', [0.167426, -1.10083, 1.0]], ['2, k, 19', [0.187587, -1.16184, 1.0]], ['2, k, 20', [-0.00943845, 0.125019, 1.0]], ['2, k, 21', [-0.303812, -0.527354, 1.0]], ['2, k, 22', [-0.340671, -0.470226, 1.0]], ['2, k, 23', [0.289445, -0.51771, 1.0]], ['2, k, 24', [0.341177, -0.467531, 1.0]]]
[['2, k, 0', [-0.0135127, -0.369258, 1.0]], ['2, k, 1', [-0.0258034, -0.0616185, 1.0]], ['2, k, 2', [-0.0394358, 0.240022, 1.0]], ['2, k, 3', [-0.0584343, 0.381474, 1.0]], ['2, k, 4', [-0.207722, 0.152873, 1.0]], ['2, k, 5', [-0.362578, 0.0927426, 1.0]], ['2, k, 6', [-0.50546, 0.103496, 1.0]], ['2, k, 7', [-0.557223, 0.114042, 1.0]], ['2, k, 8', [0.0831131, 0.185603, 1.0]], ['2, k, 9', [0.105294, 0.0520071, 1.0]], ['2, k, 10', [-0.0207528, 0.0641384, 1.0]], ['2, k, 11', [-0.0800102, 0.0753053, 1.0]], ['2, k, 12', [-0.0907286, -0.362956, 1.0]], ['2, k, 13', [-0.0797895, -0.744663, 1.0]], ['2, k, 14', [-0.0917858, -1.10134, 1.0]], ['2, k, 15', [-0.130183, -1.16608, 1.0]], ['2, k, 16', [0.0639681, -0.361344, 1.0]], ['2, k, 17', [0.102746, -0.748069, 1.0]], ['2, k, 18', [0.163821, -1.09402, 1.0]], ['2, k, 19', [0.178113, -1.16365, 1.0]], ['2, k, 20', [-0.0360286, 0.165667, 1.0]], ['2, k, 21', [-0.588, 0.108562, 1.0]], ['2, k, 22', [-0.466941, 0.101881, 1.0]], ['2, k, 23', [-0.0913704, 0.069528, 1.0]], ['2, k, 24', [-0.1509, 0.0721473, 1.0]]]
[['2, k, 0', [-0.0132309, -0.367337, 1.0]], ['2, k, 1', [-0.026888, -0.0586903, 1.0]], ['2, k, 2', [-0.0417014, 0.243246, 1.0]], ['2, k, 3', [-0.061425, 0.384992, 1.0]], ['2, k, 4', [-0.211854, 0.157761, 1.0]], ['2, k, 5', [-0.370113, 0.0968445, 1.0]], ['2, k, 6', [-0.524185, 0.113671, 1.0]], ['2, k, 7', [-0.577316, 0.119071, 1.0]], ['2, k, 8', [0.0910277, 0.180575, 1.0]], ['2, k, 9', [0.0923537, 0.0497857, 1.0]], ['2, k, 10', [-0.0356037, 0.0663379, 1.0]], ['2, k, 11', [-0.106722, 0.0771485, 1.0]], ['2, k, 12', [-0.088656, -0.360973, 1.0]], ['2, k, 13', [-0.0801904, -0.743432, 1.0]], ['2, k, 14', [-0.0917504, -1.10171, 1.0]], ['2, k, 15', [-0.130644, -1.166, 1.0]], ['2, k, 16', [0.0629633, -0.359046, 1.0]], ['2, k, 17', [0.100872, -0.747182, 1.0]], ['2, k, 18', [0.163656, -1.09413, 1.0]], ['2, k, 19', [0.178104, -1.16363, 1.0]], ['2, k, 20', [-0.0380198, 0.168892, 1.0]], ['2, k, 21', [-0.601548, 0.111244, 1.0]], ['2, k, 22', [-0.483369, 0.106745, 1.0]], ['2, k, 23', [-0.123088, 0.0704388, 1.0]], ['2, k, 24', [-0.173906, 0.0741533, 1.0]]]
[['2, k, 0', [-0.0132731, -0.367223, 1.0]], ['2, k, 1', [-0.0266767, -0.0587837, 1.0]], ['2, k, 2', [-0.0405307, 0.242493, 1.0]], ['2, k, 3', [-0.0639266, 0.384415, 1.0]], ['2, k, 4', [-0.219277, 0.180323, 1.0]], ['2, k, 5', [-0.387411, 0.102583, 1.0]], ['2, k, 6', [-0.533448, 0.114537, 1.0]], ['2, k, 7', [-0.590082, 0.123795, 1.0]], ['2, k, 8', [0.0923066, 0.179328, 1.0]], ['2, k, 9', [0.0537507, 0.0787945, 1.0]], ['2, k, 10', [-0.0688176, 0.0681659, 1.0]], ['2, k, 11', [-0.139676, 0.0780882, 1.0]], ['2, k, 12', [-0.0873064, -0.360259, 1.0]], ['2, k, 13', [-0.0798889, -0.742457, 1.0]], ['2, k, 14', [-0.0911864, -1.1017, 1.0]], ['2, k, 15', [-0.130657, -1.16594, 1.0]], ['2, k, 16', [0.0623883, -0.359473, 1.0]], ['2, k, 17', [0.0992338, -0.746324, 1.0]], ['2, k, 18', [0.163789, -1.09478, 1.0]], ['2, k, 19', [0.178191, -1.16411, 1.0]], ['2, k, 20', [-0.037253, 0.168424, 1.0]], ['2, k, 21', [-0.617087, 0.113323, 1.0]], ['2, k, 22', [-0.498141, 0.110383, 1.0]], ['2, k, 23', [-0.159862, 0.0700468, 1.0]], ['2, k, 24', [-0.211366, 0.0774378, 1.0]]]
[['2, k, 0', [-0.0151826, -0.365617, 1.0]], ['2, k, 1', [-0.0268527, -0.0585322, 1.0]], ['2, k, 2', [-0.0400114, 0.242284, 1.0]], ['2, k, 3', [-0.0670019, 0.384168, 1.0]], ['2, k, 4', [-0.222799, 0.189795, 1.0]], ['2, k, 5', [-0.396251, 0.0990694, 1.0]], ['2, k, 6', [-0.545475, 0.120021, 1.0]], ['2, k, 7', [-0.603772, 0.12745, 1.0]], ['2, k, 8', [0.0926989, 0.178937, 1.0]], ['2, k, 9', [0.0308518, 0.0730468, 1.0]], ['2, k, 10', [-0.0925315, 0.0724587, 1.0]], ['2, k, 11', [-0.155602, 0.0821008, 1.0]], ['2, k, 12', [-0.0886376, -0.357285, 1.0]], ['2, k, 13', [-0.0798104, -0.741857, 1.0]], ['2, k, 14', [-0.0909424, -1.10196, 1.0]], ['2, k, 15', [-0.131084, -1.16646, 1.0]], ['2, k, 16', [0.0589738, -0.358935, 1.0]], ['2, k, 17', [0.0977767, -0.746128, 1.0]], ['2, k, 18', [0.163838, -1.09497, 1.0]], ['2, k, 19', [0.178091, -1.16435, 1.0]], ['2, k, 20', [-0.0370407, 0.168376, 1.0]], ['2, k, 21', [-0.631554, 0.118874, 1.0]], ['2, k, 22', [-0.513792, 0.113916, 1.0]], ['2, k, 23', [-0.184616, 0.0716108, 1.0]], ['2, k, 24', [-0.229835, 0.0790378, 1.0]]]
[['2, k, 0', [-0.015325, -0.367128, 1.0]], ['2, k, 1', [-0.0268057, -0.0587769, 1.0]], ['2, k, 2', [-0.0396085, 0.242219, 1.0]], ['2, k, 3', [-0.0703885, 0.384001, 1.0]], ['2, k, 4', [-0.223389, 0.192053, 1.0]], ['2, k, 5', [-0.420902, 0.116238, 1.0]], ['2, k, 6', [-0.57398, 0.126214, 1.0]], ['2, k, 7', [-0.619593, 0.132314, 1.0]], ['2, k, 8', [0.0945649, 0.17417, 1.0]], ['2, k, 9', [0.0183708, 0.0715774, 1.0]], ['2, k, 10', [-0.139657, 0.0777042, 1.0]], ['2, k, 11', [-0.19745, 0.0803142, 1.0]], ['2, k, 12', [-0.0883658, -0.359572, 1.0]], ['2, k, 13', [-0.0792046, -0.741081, 1.0]], ['2, k, 14', [-0.0906808, -1.10315, 1.0]], ['2, k, 15', [-0.131789, -1.16709, 1.0]], ['2, k, 16', [0.058461, -0.360585, 1.0]], ['2, k, 17', [0.0972109, -0.745755, 1.0]], ['2, k, 18', [0.163894, -1.09519, 1.0]], ['2, k, 19', [0.178992, -1.1643, 1.0]], ['2, k, 20', [-0.0367566, 0.168262, 1.0]], ['2, k, 21', [-0.647168, 0.120526, 1.0]], ['2, k, 22', [-0.536665, 0.117003, 1.0]], ['2, k, 23', [-0.221479, 0.0727534, 1.0]], ['2, k, 24', [-0.266184, 0.0804991, 1.0]]]
[['2, k, 0', [-0.0155684, -0.368116, 1.0]], ['2, k, 1', [-0.0285906, -0.0567769, 1.0]], ['2, k, 2', [-0.044842, 0.250673, 1.0]], ['2, k, 3', [-0.0764758, 0.392996, 1.0]], ['2, k, 4', [-0.238833, 0.207734, 1.0]], ['2, k, 5', [-0.438786, 0.134707, 1.0]], ['2, k, 6', [-0.59474, 0.126607, 1.0]], ['2, k, 7', [-0.63175, 0.136112, 1.0]], ['2, k, 8', [0.0944127, 0.1689, 1.0]], ['2, k, 9', [0.00209809, 0.0686165, 1.0]], ['2, k, 10', [-0.152706, 0.0780594, 1.0]], ['2, k, 11', [-0.221699, 0.0814836, 1.0]], ['2, k, 12', [-0.0869355, -0.360383, 1.0]], ['2, k, 13', [-0.0777739, -0.741417, 1.0]], ['2, k, 14', [-0.0906309, -1.10355, 1.0]], ['2, k, 15', [-0.131852, -1.16732, 1.0]], ['2, k, 16', [0.0567853, -0.362197, 1.0]], ['2, k, 17', [0.0965579, -0.745919, 1.0]], ['2, k, 18', [0.163948, -1.09548, 1.0]], ['2, k, 19', [0.178827, -1.16443, 1.0]], ['2, k, 20', [-0.0407278, 0.174469, 1.0]], ['2, k, 21', [-0.659008, 0.12223, 1.0]], ['2, k, 22', [-0.541592, 0.121026, 1.0]], ['2, k, 23', [-0.250192, 0.0739762, 1.0]], ['2, k, 24', [-0.292466, 0.0804371, 1.0]]]
[['2, k, 0', [-0.0159149, -0.368013, 1.0]], ['2, k, 1', [-0.0305366, -0.0545458, 1.0]], ['2, k, 2', [-0.0473444, 0.254452, 1.0]], ['2, k, 3', [-0.0802316, 0.396876, 1.0]], ['2, k, 4', [-0.23728, 0.205817, 1.0]], ['2, k, 5', [-0.457587, 0.144093, 1.0]], ['2, k, 6', [-0.619729, 0.140646, 1.0]], ['2, k, 7', [-0.644976, 0.14112, 1.0]], ['2, k, 8', [0.0933916, 0.159575, 1.0]], ['2, k, 9', [-0.0166904, 0.0692012, 1.0]], ['2, k, 10', [-0.200625, 0.0753031, 1.0]], ['2, k, 11', [-0.250801, 0.0818586, 1.0]], ['2, k, 12', [-0.086862, -0.360148, 1.0]], ['2, k, 13', [-0.0773926, -0.740869, 1.0]], ['2, k, 14', [-0.0904179, -1.10332, 1.0]], ['2, k, 15', [-0.131768, -1.1672, 1.0]], ['2, k, 16', [0.0551226, -0.362584, 1.0]], ['2, k, 17', [0.0954457, -0.744457, 1.0]], ['2, k, 18', [0.163996, -1.09628, 1.0]], ['2, k, 19', [0.178512, -1.16477, 1.0]], ['2, k, 20', [-0.0432324, 0.178144, 1.0]], ['2, k, 21', [-0.68437, 0.129028, 1.0]], ['2, k, 22', [-0.566956, 0.12371, 1.0]], ['2, k, 23', [-0.278677, 0.0743602, 1.0]], ['2, k, 24', [-0.322257, 0.0852986, 1.0]]]
[['2, k, 0', [-0.0159161, -0.368285, 1.0]], ['2, k, 1', [-0.03025, -0.0551042, 1.0]], ['2, k, 2', [-0.045302, 0.251783, 1.0]], ['2, k, 3', [-0.0831396, 0.393406, 1.0]], ['2, k, 4', [-0.226949, 0.192735, 1.0]], ['2, k, 5', [-0.421394, 0.189714, 1.0]], ['2, k, 6', [-0.600679, 0.138438, 1.0]], ['2, k, 7', [-0.656726, 0.145832, 1.0]], ['2, k, 8', [0.0924348, 0.155918, 1.0]], ['2, k, 9', [-0.018665, 0.0697867, 1.0]], ['2, k, 10', [-0.209353, 0.077196, 1.0]], ['2, k, 11', [-0.277886, 0.0824998, 1.0]], ['2, k, 12', [-0.0866238, -0.360366, 1.0]], ['2, k, 13', [-0.0768323, -0.740868, 1.0]], ['2, k, 14', [-0.0896434, -1.10283, 1.0]], ['2, k, 15', [-0.131642, -1.16684, 1.0]], ['2, k, 16', [0.0547604, -0.363429, 1.0]], ['2, k, 17', [0.0947494, -0.744241, 1.0]], ['2, k, 18', [0.163943, -1.09635, 1.0]], ['2, k, 19', [0.178515, -1.16451, 1.0]], ['2, k, 20', [-0.0418099, 0.176262, 1.0]], ['2, k, 21', [-0.688222, 0.127471, 1.0]], ['2, k, 22', [-0.578628, 0.129343, 1.0]], ['2, k, 23', [-0.314491, 0.0744785, 1.0]], ['2, k, 24', [-0.354773, 0.0867046, 1.0]]]
[['2, k, 0', [-0.0159521, -0.368432, 1.0]], ['2, k, 1', [-0.0304597, -0.0549509, 1.0]], ['2, k, 2', [-0.045707, 0.252253, 1.0]], ['2, k, 3', [-0.0877775, 0.393011, 1.0]], ['2, k, 4', [-0.226038, 0.195546, 1.0]], ['2, k, 5', [-0.42415, 0.19567, 1.0]], ['2, k, 6', [-0.602477, 0.14183, 1.0]], ['2, k, 7', [-0.667211, 0.149434, 1.0]], ['2, k, 8', [0.0907682, 0.153743, 1.0]], ['2, k, 9', [-0.0461448, 0.07171, 1.0]], ['2, k, 10', [-0.223851, 0.0789171, 1.0]], ['2, k, 11', [-0.2993, 0.0840117, 1.0]], ['2, k, 12', [-0.0860821, -0.360468, 1.0]], ['2, k, 13', [-0.0753632, -0.741319, 1.0]], ['2, k, 14', [-0.08945, -1.10305, 1.0]], ['2, k, 15', [-0.131463, -1.1668, 1.0]], ['2, k, 16', [0.0537496, -0.364216, 1.0]], ['2, k, 17', [0.0904182, -0.74023, 1.0]], ['2, k, 18', [0.164291, -1.09689, 1.0]], ['2, k, 19', [0.178498, -1.16464, 1.0]], ['2, k, 20', [-0.0421459, 0.176648, 1.0]], ['2, k, 21', [-0.700333, 0.131588, 1.0]], ['2, k, 22', [-0.601347, 0.133692, 1.0]], ['2, k, 23', [-0.336993, 0.0760609, 1.0]], ['2, k, 24', [-0.339863, 0.112918, 1.0]]]
[['2, k, 0', [0.0127857, -0.373502, 1.0]], ['2, k, 1', [-0.0275078, -0.0527906, 1.0]], ['2, k, 2', [-0.0522845, 0.258963, 1.0]], ['2, k, 3', [-0.0921664, 0.400808, 1.0]], ['2, k, 4', [-0.228447, 0.204824, 1.0]], ['2, k, 5', [-0.425054, 0.197487, 1.0]], ['2, k, 6', [-0.616761, 0.147403, 1.0]], ['2, k, 7', [-0.675507, 0.153335, 1.0]], ['2, k, 8', [0.0886748, 0.151474, 1.0]], ['2, k, 9', [-0.0558556, 0.072111, 1.0]], ['2, k, 10', [-0.244459, 0.0796296, 1.0]], ['2, k, 11', [-0.320164, 0.0852052, 1.0]], ['2, k, 12', [-0.0414637, -0.368076, 1.0]], ['2, k, 13', [-0.0742962, -0.741553, 1.0]], ['2, k, 14', [-0.0892867, -1.10246, 1.0]], ['2, k, 15', [-0.131187, -1.16656, 1.0]], ['2, k, 16', [0.0708208, -0.367202, 1.0]], ['2, k, 17', [0.0889297, -0.737524, 1.0]], ['2, k, 18', [0.164321, -1.09697, 1.0]], ['2, k, 19', [0.178855, -1.16474, 1.0]], ['2, k, 20', [-0.0452827, 0.181167, 1.0]], ['2, k, 21', [-0.712392, 0.134081, 1.0]], ['2, k, 22', [-0.609011, 0.134405, 1.0]], ['2, k, 23', [-0.357606, 0.0759758, 1.0]], ['2, k, 24', [-0.369393, 0.107472, 1.0]]]
[['2, k, 0', [0.0140337, -0.373569, 1.0]], ['2, k, 1', [-0.0263951, -0.0511715, 1.0]], ['2, k, 2', [-0.0556208, 0.262079, 1.0]], ['2, k, 3', [-0.0964033, 0.40403, 1.0]], ['2, k, 4', [-0.236593, 0.216031, 1.0]], ['2, k, 5', [-0.441124, 0.190401, 1.0]], ['2, k, 6', [-0.684042, 0.154699, 1.0]], ['2, k, 7', [-0.713009, 0.15459, 1.0]], ['2, k, 8', [0.0733932, 0.136731, 1.0]], ['2, k, 9', [-0.0813764, 0.0702328, 1.0]], ['2, k, 10', [-0.2623, 0.0800592, 1.0]], ['2, k, 11', [-0.339893, 0.086612, 1.0]], ['2, k, 12', [-0.0412829, -0.368261, 1.0]], ['2, k, 13', [-0.0739894, -0.742337, 1.0]], ['2, k, 14', [-0.088553, -1.1016, 1.0]], ['2, k, 15', [-0.130878, -1.16588, 1.0]], ['2, k, 16', [0.0720377, -0.366334, 1.0]], ['2, k, 17', [0.0886031, -0.737458, 1.0]], ['2, k, 18', [0.164129, -1.09747, 1.0]], ['2, k, 19', [0.179019, -1.16522, 1.0]], ['2, k, 20', [-0.0476396, 0.184041, 1.0]], ['2, k, 21', [-0.743009, 0.140551, 1.0]], ['2, k, 22', [-0.694609, 0.123452, 1.0]], ['2, k, 23', [-0.380363, 0.0785546, 1.0]], ['2, k, 24', [-0.389741, 0.114956, 1.0]]]
[['2, k, 0', [0.0146539, -0.374877, 1.0]], ['2, k, 1', [-0.0260408, -0.0507972, 1.0]], ['2, k, 2', [-0.0577313, 0.26398, 1.0]], ['2, k, 3', [-0.100503, 0.40565, 1.0]], ['2, k, 4', [-0.237837, 0.216847, 1.0]], ['2, k, 5', [-0.445541, 0.191741, 1.0]], ['2, k, 6', [-0.604229, 0.173876, 1.0]], ['2, k, 7', [-0.685353, 0.164647, 1.0]], ['2, k, 8', [0.0670613, 0.132291, 1.0]], ['2, k, 9', [-0.0946777, 0.0694903, 1.0]], ['2, k, 10', [-0.285341, 0.0805188, 1.0]], ['2, k, 11', [-0.360077, 0.0879255, 1.0]], ['2, k, 12', [-0.0405368, -0.369956, 1.0]], ['2, k, 13', [-0.0722279, -0.743665, 1.0]], ['2, k, 14', [-0.088435, -1.10137, 1.0]], ['2, k, 15', [-0.130769, -1.16589, 1.0]], ['2, k, 16', [0.0714345, -0.366856, 1.0]], ['2, k, 17', [0.0866343, -0.736703, 1.0]], ['2, k, 18', [0.164087, -1.09833, 1.0]], ['2, k, 19', [0.179175, -1.16541, 1.0]], ['2, k, 20', [-0.0492017, 0.185677, 1.0]], ['2, k, 21', [-0.731184, 0.144539, 1.0]], ['2, k, 22', [-0.67044, 0.136102, 1.0]], ['2, k, 23', [-0.403766, 0.0798103, 1.0]], ['2, k, 24', [-0.394148, 0.121971, 1.0]]]
[['2, k, 0', [0.0143855, -0.37601, 1.0]], ['2, k, 1', [-0.0263747, -0.0504297, 1.0]], ['2, k, 2', [-0.0598501, 0.265423, 1.0]], ['2, k, 3', [-0.103356, 0.407066, 1.0]], ['2, k, 4', [-0.239166, 0.217447, 1.0]], ['2, k, 5', [-0.472375, 0.194282, 1.0]], ['2, k, 6', [-0.719951, 0.158424, 1.0]], ['2, k, 7', [-0.746677, 0.154842, 1.0]], ['2, k, 8', [0.0611351, 0.129773, 1.0]], ['2, k, 9', [-0.0996225, 0.0685326, 1.0]], ['2, k, 10', [-0.328224, 0.077755, 1.0]], ['2, k, 11', [-0.381674, 0.089325, 1.0]], ['2, k, 12', [-0.0407459, -0.370787, 1.0]], ['2, k, 13', [-0.0713894, -0.744315, 1.0]], ['2, k, 14', [-0.0881459, -1.10041, 1.0]], ['2, k, 15', [-0.130633, -1.16573, 1.0]], ['2, k, 16', [0.0704864, -0.368239, 1.0]], ['2, k, 17', [0.0835363, -0.73597, 1.0]], ['2, k, 18', [0.163957, -1.09875, 1.0]], ['2, k, 19', [0.179338, -1.16578, 1.0]], ['2, k, 20', [-0.0510137, 0.187033, 1.0]], ['2, k, 21', [-0.745228, 0.132088, 1.0]], ['2, k, 22', [-0.725207, 0.126617, 1.0]], ['2, k, 23', [-0.430651, 0.0813467, 1.0]], ['2, k, 24', [-0.420699, 0.119363, 1.0]]]
[['2, k, 0', [0.0150583, -0.377198, 1.0]], ['2, k, 1', [-0.0264325, -0.0504747, 1.0]], ['2, k, 2', [-0.0618054, 0.266461, 1.0]], ['2, k, 3', [-0.106301, 0.408061, 1.0]], ['2, k, 4', [-0.242975, 0.219171, 1.0]], ['2, k, 5', [-0.489173, 0.196159, 1.0]], ['2, k, 6', [-0.705837, 0.17383, 1.0]], ['2, k, 7', [-0.724647, 0.166602, 1.0]], ['2, k, 8', [0.0563924, 0.128336, 1.0]], ['2, k, 9', [-0.113428, 0.0705493, 1.0]], ['2, k, 10', [-0.338127, 0.0796057, 1.0]], ['2, k, 11', [-0.390889, 0.0901795, 1.0]], ['2, k, 12', [-0.0396267, -0.372617, 1.0]], ['2, k, 13', [-0.0712254, -0.74486, 1.0]], ['2, k, 14', [-0.0881375, -1.10014, 1.0]], ['2, k, 15', [-0.129587, -1.16594, 1.0]], ['2, k, 16', [0.0704383, -0.36887, 1.0]], ['2, k, 17', [0.0826102, -0.736148, 1.0]], ['2, k, 18', [0.163651, -1.09875, 1.0]], ['2, k, 19', [0.179243, -1.16571, 1.0]], ['2, k, 20', [-0.0524845, 0.187873, 1.0]], ['2, k, 21', [-0.74829, 0.143673, 1.0]], ['2, k, 22', [-0.701265, 0.132289, 1.0]], ['2, k, 23', [-0.447792, 0.0844887, 1.0]], ['2, k, 24', [-0.422799, 0.0614069, 1.0]]]
[['2, k, 0', [0.0150607, -0.377775, 1.0]], ['2, k, 1', [-0.0271186, -0.050214, 1.0]], ['2, k, 2', [-0.0648619, 0.267853, 1.0]], ['2, k, 3', [-0.109916, 0.409527, 1.0]], ['2, k, 4', [-0.242439, 0.220748, 1.0]], ['2, k, 5', [-0.489773, 0.196981, 1.0]], ['2, k, 6', [-0.686025, 0.18767, 1.0]], ['2, k, 7', [-0.715869, 0.176234, 1.0]], ['2, k, 8', [0.0509836, 0.127627, 1.0]], ['2, k, 9', [-0.136571, 0.070518, 1.0]], ['2, k, 10', [-0.36484, 0.083945, 1.0]], ['2, k, 11', [-0.43328, 0.0911111, 1.0]], ['2, k, 12', [-0.0389481, -0.373489, 1.0]], ['2, k, 13', [-0.0695278, -0.746692, 1.0]], ['2, k, 14', [-0.0881098, -1.1008, 1.0]], ['2, k, 15', [-0.129758, -1.16621, 1.0]], ['2, k, 16', [0.0693771, -0.369149, 1.0]], ['2, k, 17', [0.0809093, -0.73635, 1.0]], ['2, k, 18', [0.163936, -1.09931, 1.0]], ['2, k, 19', [0.178975, -1.16602, 1.0]], ['2, k, 20', [-0.0549255, 0.18906, 1.0]], ['2, k, 21', [-0.749242, 0.149077, 1.0]], ['2, k, 22', [-0.709414, 0.136432, 1.0]], ['2, k, 23', [-0.47669, 0.08645, 1.0]], ['2, k, 24', [-0.469957, 0.12669, 1.0]]]
[['2, k, 0', [0.0152206, -0.378207, 1.0]], ['2, k, 1', [-0.0276401, -0.0499405, 1.0]], ['2, k, 2', [-0.0667147, 0.268827, 1.0]], ['2, k, 3', [-0.113079, 0.410316, 1.0]], ['2, k, 4', [-0.242684, 0.221696, 1.0]], ['2, k, 5', [-0.490953, 0.197638, 1.0]], ['2, k, 6', [-0.687943, 0.193394, 1.0]], ['2, k, 7', [-0.726157, 0.177318, 1.0]], ['2, k, 8', [0.0454465, 0.127525, 1.0]], ['2, k, 9', [-0.145903, 0.0719817, 1.0]], ['2, k, 10', [-0.374065, 0.0846282, 1.0]], ['2, k, 11', [-0.445038, 0.0938876, 1.0]], ['2, k, 12', [-0.0379572, -0.374426, 1.0]], ['2, k, 13', [-0.0688096, -0.747091, 1.0]], ['2, k, 14', [-0.0878848, -1.10053, 1.0]], ['2, k, 15', [-0.129708, -1.16605, 1.0]], ['2, k, 16', [0.0686399, -0.369175, 1.0]], ['2, k, 17', [0.0799051, -0.736883, 1.0]], ['2, k, 18', [0.164346, -1.10053, 1.0]], ['2, k, 19', [0.179085, -1.16727, 1.0]], ['2, k, 20', [-0.0565422, 0.189961, 1.0]], ['2, k, 21', [-0.756379, 0.160361, 1.0]], ['2, k, 22', [-0.718339, 0.139914, 1.0]], ['2, k, 23', [-0.488996, 0.089525, 1.0]], ['2, k, 24', [-0.488005, 0.128199, 1.0]]]
[['2, k, 0', [0.0150146, -0.377933, 1.0]], ['2, k, 1', [-0.028747, -0.0493471, 1.0]], ['2, k, 2', [-0.0690091, 0.269672, 1.0]], ['2, k, 3', [-0.115531, 0.411289, 1.0]], ['2, k, 4', [-0.243455, 0.222119, 1.0]], ['2, k, 5', [-0.492238, 0.197984, 1.0]], ['2, k, 6', [-0.688833, 0.193234, 1.0]], ['2, k, 7', [-0.732104, 0.184611, 1.0]], ['2, k, 8', [0.0393499, 0.128022, 1.0]], ['2, k, 9', [-0.160537, 0.0759433, 1.0]], ['2, k, 10', [-0.390603, 0.0870735, 1.0]], ['2, k, 11', [-0.460547, 0.0960817, 1.0]], ['2, k, 12', [-0.0371322, -0.374151, 1.0]], ['2, k, 13', [-0.0681221, -0.748191, 1.0]], ['2, k, 14', [-0.0878918, -1.10023, 1.0]], ['2, k, 15', [-0.129677, -1.16591, 1.0]], ['2, k, 16', [0.0671626, -0.368914, 1.0]], ['2, k, 17', [0.0780024, -0.736862, 1.0]], ['2, k, 18', [0.164377, -1.10074, 1.0]], ['2, k, 19', [0.178948, -1.16761, 1.0]], ['2, k, 20', [-0.0586488, 0.190845, 1.0]], ['2, k, 21', [-0.762862, 0.163795, 1.0]], ['2, k, 22', [-0.735824, 0.143507, 1.0]], ['2, k, 23', [-0.51032, 0.0921833, 1.0]], ['2, k, 24', [-0.487696, 0.0595617, 1.0]]]
[['2, k, 0', [0.0149496, -0.379161, 1.0]], ['2, k, 1', [-0.0294165, -0.0493655, 1.0]], ['2, k, 2', [-0.0703859, 0.270382, 1.0]], ['2, k, 3', [-0.117751, 0.411829, 1.0]], ['2, k, 4', [-0.243834, 0.22251, 1.0]], ['2, k, 5', [-0.492903, 0.19833, 1.0]], ['2, k, 6', [-0.72159, 0.189691, 1.0]], ['2, k, 7', [-0.739869, 0.193405, 1.0]], ['2, k, 8', [0.0337372, 0.127915, 1.0]], ['2, k, 9', [-0.165756, 0.0774277, 1.0]], ['2, k, 10', [-0.398136, 0.0878802, 1.0]], ['2, k, 11', [-0.474279, 0.0978939, 1.0]], ['2, k, 12', [-0.0363983, -0.375966, 1.0]], ['2, k, 13', [-0.0679567, -0.7484, 1.0]], ['2, k, 14', [-0.0877158, -1.09978, 1.0]], ['2, k, 15', [-0.129524, -1.16564, 1.0]], ['2, k, 16', [0.06673, -0.369576, 1.0]], ['2, k, 17', [0.0768379, -0.737013, 1.0]], ['2, k, 18', [0.164175, -1.10101, 1.0]], ['2, k, 19', [0.178846, -1.1679, 1.0]], ['2, k, 20', [-0.0599265, 0.191461, 1.0]], ['2, k, 21', [-0.766436, 0.157959, 1.0]], ['2, k, 22', [-0.757706, 0.150288, 1.0]], ['2, k, 23', [-0.52764, 0.0935928, 1.0]], ['2, k, 24', [-0.485255, 0.0644258, 1.0]]]
