[['2, k, 0', [-0.2053088, -0.1449851, 1.0]], ['2, k, 1', [-0.2135278, 0.1047624, 1.0]], ['2, k, 2', [-0.2207807, 0.3512849, 1.0]], ['2, k, 3', [-0.2207632, 0.4731053, 1.0]], ['2, k, 4', [-0.3730792, 0.2520777, 1.0]], ['2, k, 5', [-0.4099003, 0.06221416, 1.0]], ['2, k, 6', [-0.3335994, -0.1028006, 1.0]], ['2, k, 7', [-0.3110278, -0.1420212, 1.0]], ['2, k, 8', [-0.0605897, 0.2426825, 1.0]], ['2, k, 9', [0.006107216, 0.05268677, 1.0]], ['2, k, 10', [-0.006543261, -0.1329428, 1.0]], ['2, k, 11', [-0.01379279, -0.1817565, 1.0]], ['2, k, 12', [-0.2803998, -0.1443535, 1.0]], ['2, k, 13', [-0.264733, -0.2755767, 1.0]], ['2, k, 14', [-0.2414717, -0.5970411, 1.0]], ['2, k, 15', [-0.2195956, -0.6670752, 1.0]], ['2, k, 16', [-0.125928, -0.1424104, 1.0]], ['2, k, 17', [-0.08660322, -0.2708997, 1.0]], ['2, k, 18', [-0.08993533, -0.6019925, 1.0]], ['2, k, 19', [-0.1069791, -0.67167, 1.0]], ['2, k, 20', [-0.2189828, 0.2902806, 1.0]], ['2, k, 21', [-0.2859845, -0.1884196, 1.0]], ['2, k, 22', [-0.3435211, -0.1540422, 1.0]], ['2, k, 23', [0.01927334, -0.2244059, 1.0]], ['2, k, 24', [0.01720337, -0.1587051, 1.0]]]
[['2, k, 0', [-0.2131073, -0.1236381, 1.0]], ['2, k, 1', [-0.2273897, 0.126151, 1.0]], ['2, k, 2', [-0.2396261, 0.3700365, 1.0]], ['2, k, 3', [-0.2357844, 0.4846813, 1.0]], ['2, k, 4', [-0.3707214, 0.2684758, 1.0]], ['2, k, 5', [-0.4181305, 0.07938444, 1.0]], ['2, k, 6', [-0.3298678, -0.1105625, 1.0]], ['2, k, 7', [-0.3033554, -0.1584962, 1.0]], ['2, k, 8', [-0.06040407, 0.3111537, 1.0]], ['2, k, 9', [0.1444668, 0.3865432, 1.0]], ['2, k, 10', [0.3320869, 0.4113381, 1.0]], ['2, k, 11', [0.4084391, 0.4187045, 1.0]], ['2, k, 12', [-0.2823888, -0.1266598, 1.0]], ['2, k, 13', [-0.2682979, -0.2744335, 1.0]], ['2, k, 14', [-0.2415058, -0.5991554, 1.0]], ['2, k, 15', [-0.2230159, -0.6453651, 1.0]], ['2, k, 16', [-0.1396688, -0.1178285, 1.0]], ['2, k, 17', [-0.08804119, -0.2764171, 1.0]], ['2, k, 18', [-0.09018292, -0.601234, 1.0]], ['2, k, 19', [-0.1091332, -0.6623358, 1.0]], ['2, k, 20', [-0.2369345, 0.3098863, 1.0]], ['2, k, 21', [-0.2763449, -0.2047399, 1.0]], ['2, k, 22', [-0.3397446, -0.1767813, 1.0]], ['2, k, 23', [0.4720396, 0.4214429, 1.0]], ['2, k, 24', [0.4250038, 0.4277506, 1.0]]]
[['2, k, 0', [-0.2131056, -0.123648, 1.0]], ['2, k, 1', [-0.2269145, 0.1259442, 1.0]], ['2, k, 2', [-0.2382943, 0.3696149, 1.0]], ['2, k, 3', [-0.235394, 0.4839336, 1.0]], ['2, k, 4', [-0.3705956, 0.2681426, 1.0]], ['2, k, 5', [-0.4219303, 0.08529448, 1.0]], ['2, k, 6', [-0.3301351, -0.1098262, 1.0]], ['2, k, 7', [-0.3047657, -0.1554606, 1.0]], ['2, k, 8', [-0.05969514, 0.3101931, 1.0]], ['2, k, 9', [0.1459311, 0.3767591, 1.0]], ['2, k, 10', [0.3484879, 0.3866508, 1.0]], ['2, k, 11', [0.4222694, 0.394228, 1.0]], ['2, k, 12', [-0.2823989, -0.1266809, 1.0]], ['2, k, 13', [-0.2683157, -0.2744326, 1.0]], ['2, k, 14', [-0.2416561, -0.5986581, 1.0]], ['2, k, 15', [-0.223545, -0.666538, 1.0]], ['2, k, 16', [-0.1396493, -0.1178502, 1.0]], ['2, k, 17', [-0.08803359, -0.2763307, 1.0]], ['2, k, 18', [-0.09012682, -0.601181, 1.0]], ['2, k, 19', [-0.1087942, -0.6621558, 1.0]], ['2, k, 20', [-0.2357965, 0.3094992, 1.0]], ['2, k, 21', [-0.2712245, -0.2039955, 1.0]], ['2, k, 22', [-0.3363152, -0.176272, 1.0]], ['2, k, 23', [0.4909561, 0.3900959, 1.0]], ['2, k, 24', [0.4374562, 0.3950553, 1.0]]]
[['2, k, 0', [-0.2107676, -0.1218162, 1.0]], ['2, k, 1', [-0.2260809, 0.126701, 1.0]], ['2, k, 2', [-0.2382753, 0.3698763, 1.0]], ['2, k, 3', [-0.2350751, 0.4839746, 1.0]], ['2, k, 4', [-0.3709823, 0.2682456, 1.0]], ['2, k, 5', [-0.4226094, 0.08662466, 1.0]], ['2, k, 6', [-0.3312129, -0.1089115, 1.0]], ['2, k, 7', [-0.3056735, -0.1568092, 1.0]], ['2, k, 8', [-0.05860677, 0.3092577, 1.0]], ['2, k, 9', [0.158206, 0.3252903, 1.0]], ['2, k, 10', [0.3440333, 0.3098758, 1.0]], ['2, k, 11', [0.3956981, 0.3142022, 1.0]], ['2, k, 12', [-0.2810208, -0.1253095, 1.0]], ['2, k, 13', [-0.2680877, -0.2757353, 1.0]], ['2, k, 14', [-0.2419415, -0.5990741, 1.0]], ['2, k, 15', [-0.2234794, -0.6663529, 1.0]], ['2, k, 16', [-0.1360421, -0.1155194, 1.0]], ['2, k, 17', [-0.08807068, -0.2762402, 1.0]], ['2, k, 18', [-0.08966778, -0.6003945, 1.0]], ['2, k, 19', [-0.1051224, -0.6633638, 1.0]], ['2, k, 20', [-0.2356447, 0.309838, 1.0]], ['2, k, 21', [-0.2742257, -0.2030667, 1.0]], ['2, k, 22', [-0.3397966, -0.1761066, 1.0]], ['2, k, 23', [0.4656388, 0.3025866, 1.0]], ['2, k, 24', [0.4238964, 0.3146512, 1.0]]]
[['2, k, 0', [-0.2086331, -0.1211931, 1.0]], ['2, k, 1', [-0.2244085, 0.1266875, 1.0]], ['2, k, 2', [-0.2370604, 0.3695074, 1.0]], ['2, k, 3', [-0.2339981, 0.4839861, 1.0]], ['2, k, 4', [-0.3708542, 0.2682019, 1.0]], ['2, k, 5', [-0.4237589, 0.08701509, 1.0]], ['2, k, 6', [-0.3316374, -0.1083591, 1.0]], ['2, k, 7', [-0.3054154, -0.1560944, 1.0]], ['2, k, 8', [-0.05683594, 0.3078124, 1.0]], ['2, k, 9', [0.1585902, 0.3193923, 1.0]], ['2, k, 10', [0.3426129, 0.3017484, 1.0]], ['2, k, 11', [0.40213, 0.2822069, 1.0]], ['2, k, 12', [-0.2795741, -0.1249219, 1.0]], ['2, k, 13', [-0.2680727, -0.2753283, 1.0]], ['2, k, 14', [-0.2418833, -0.5980894, 1.0]], ['2, k, 15', [-0.2254555, -0.6614238, 1.0]], ['2, k, 16', [-0.1331766, -0.1147112, 1.0]], ['2, k, 17', [-0.0881237, -0.2763283, 1.0]], ['2, k, 18', [-0.08994353, -0.6003562, 1.0]], ['2, k, 19', [-0.1058401, -0.6637326, 1.0]], ['2, k, 20', [-0.2343265, 0.3095508, 1.0]], ['2, k, 21', [-0.2680572, -0.2021279, 1.0]], ['2, k, 22', [-0.3371623, -0.1770034, 1.0]], ['2, k, 23', [0.4705218, 0.26879, 1.0]], ['2, k, 24', [0.4298896, 0.2822764, 1.0]]]
[['2, k, 0', [-0.2085441, -0.1207726, 1.0]], ['2, k, 1', [-0.2245746, 0.1270469, 1.0]], ['2, k, 2', [-0.2379123, 0.3700031, 1.0]], ['2, k, 3', [-0.2338734, 0.4841522, 1.0]], ['2, k, 4', [-0.3709416, 0.2681573, 1.0]], ['2, k, 5', [-0.4236306, 0.08699798, 1.0]], ['2, k, 6', [-0.3308845, -0.1232955, 1.0]], ['2, k, 7', [-0.3043944, -0.165039, 1.0]], ['2, k, 8', [-0.05539238, 0.3062641, 1.0]], ['2, k, 9', [0.1575909, 0.2973004, 1.0]], ['2, k, 10', [0.3408588, 0.2639585, 1.0]], ['2, k, 11', [0.3951373, 0.2531081, 1.0]], ['2, k, 12', [-0.2796801, -0.1243004, 1.0]], ['2, k, 13', [-0.2678616, -0.2760112, 1.0]], ['2, k, 14', [-0.2419367, -0.5999452, 1.0]], ['2, k, 15', [-0.2231127, -0.6607031, 1.0]], ['2, k, 16', [-0.1330103, -0.1144553, 1.0]], ['2, k, 17', [-0.08804386, -0.2743268, 1.0]], ['2, k, 18', [-0.08859265, -0.5979305, 1.0]], ['2, k, 19', [-0.1057881, -0.6618843, 1.0]], ['2, k, 20', [-0.2348977, 0.3099764, 1.0]], ['2, k, 21', [-0.2760542, -0.204494, 1.0]], ['2, k, 22', [-0.3414334, -0.1848995, 1.0]], ['2, k, 23', [0.4638745, 0.2358003, 1.0]], ['2, k, 24', [0.4140258, 0.2557753, 1.0]]]
[['2, k, 0', [-0.2084191, -0.1207279, 1.0]], ['2, k, 1', [-0.2245029, 0.1271902, 1.0]], ['2, k, 2', [-0.2380083, 0.3702714, 1.0]], ['2, k, 3', [-0.2337587, 0.4842319, 1.0]], ['2, k, 4', [-0.3709688, 0.2681887, 1.0]], ['2, k, 5', [-0.4154164, 0.07543137, 1.0]], ['2, k, 6', [-0.3290769, -0.1262663, 1.0]], ['2, k, 7', [-0.302084, -0.1685258, 1.0]], ['2, k, 8', [-0.05510377, 0.3044158, 1.0]], ['2, k, 9', [0.1588662, 0.2838339, 1.0]], ['2, k, 10', [0.3371029, 0.2484635, 1.0]], ['2, k, 11', [0.3992137, 0.22345, 1.0]], ['2, k, 12', [-0.2796388, -0.1241997, 1.0]], ['2, k, 13', [-0.2678455, -0.275724, 1.0]], ['2, k, 14', [-0.2418159, -0.6000987, 1.0]], ['2, k, 15', [-0.2244428, -0.6605873, 1.0]], ['2, k, 16', [-0.1327787, -0.1144513, 1.0]], ['2, k, 17', [-0.08811275, -0.2764848, 1.0]], ['2, k, 18', [-0.08942455, -0.600633, 1.0]], ['2, k, 19', [-0.1113892, -0.6723633, 1.0]], ['2, k, 20', [-0.2349346, 0.3101972, 1.0]], ['2, k, 21', [-0.2805147, -0.2105061, 1.0]], ['2, k, 22', [-0.3429685, -0.1948676, 1.0]], ['2, k, 23', [0.4671392, 0.2032506, 1.0]], ['2, k, 24', [0.4169175, 0.2190133, 1.0]]]
[['2, k, 0', [-0.2082259, -0.1207426, 1.0]], ['2, k, 1', [-0.224108, 0.1271306, 1.0]], ['2, k, 2', [-0.2374162, 0.3700999, 1.0]], ['2, k, 3', [-0.2313633, 0.4841365, 1.0]], ['2, k, 4', [-0.3709241, 0.2681372, 1.0]], ['2, k, 5', [-0.417023, 0.07949559, 1.0]], ['2, k, 6', [-0.3274828, -0.1276178, 1.0]], ['2, k, 7', [-0.3022705, -0.1707052, 1.0]], ['2, k, 8', [-0.05347839, 0.3031893, 1.0]], ['2, k, 9', [0.1518481, 0.2655644, 1.0]], ['2, k, 10', [0.3343346, 0.2194156, 1.0]], ['2, k, 11', [0.3969793, 0.1941066, 1.0]], ['2, k, 12', [-0.2795568, -0.1241913, 1.0]], ['2, k, 13', [-0.2677136, -0.2758222, 1.0]], ['2, k, 14', [-0.2422861, -0.5996823, 1.0]], ['2, k, 15', [-0.222482, -0.6602449, 1.0]], ['2, k, 16', [-0.1324519, -0.114515, 1.0]], ['2, k, 17', [-0.08835619, -0.274941, 1.0]], ['2, k, 18', [-0.08926722, -0.6008351, 1.0]], ['2, k, 19', [-0.1012093, -0.6570835, 1.0]], ['2, k, 20', [-0.2343905, 0.3100636, 1.0]], ['2, k, 21', [-0.2816079, -0.2129146, 1.0]], ['2, k, 22', [-0.340908, -0.2011654, 1.0]], ['2, k, 23', [0.4712804, 0.1682571, 1.0]], ['2, k, 24', [0.4304941, 0.188877, 1.0]]]
[['2, k, 0', [-0.2073912, -0.1206904, 1.0]], ['2, k, 1', [-0.2230463, 0.1269194, 1.0]], ['2, k, 2', [-0.2361088, 0.3695183, 1.0]], ['2, k, 3', [-0.2301915, 0.4841151, 1.0]], ['2, k, 4', [-0.3709775, 0.2681157, 1.0]], ['2, k, 5', [-0.416014, 0.07814337, 1.0]], ['2, k, 6', [-0.3307513, -0.1131468, 1.0]], ['2, k, 7', [-0.3035668, -0.1631483, 1.0]], ['2, k, 8', [-0.05266386, 0.3026871, 1.0]], ['2, k, 9', [0.1438398, 0.2464871, 1.0]], ['2, k, 10', [0.336645, 0.1910321, 1.0]], ['2, k, 11', [0.3867547, 0.166957, 1.0]], ['2, k, 12', [-0.2789362, -0.1241957, 1.0]], ['2, k, 13', [-0.2676544, -0.2756029, 1.0]], ['2, k, 14', [-0.2419868, -0.5991572, 1.0]], ['2, k, 15', [-0.2203391, -0.6598181, 1.0]], ['2, k, 16', [-0.1314496, -0.1144477, 1.0]], ['2, k, 17', [-0.08874701, -0.2759545, 1.0]], ['2, k, 18', [-0.08915505, -0.6010042, 1.0]], ['2, k, 19', [-0.1023608, -0.6583321, 1.0]], ['2, k, 20', [-0.2331536, 0.3095964, 1.0]], ['2, k, 21', [-0.277362, -0.2050894, 1.0]], ['2, k, 22', [-0.32951, -0.1827249, 1.0]], ['2, k, 23', [0.4466047, 0.1418798, 1.0]], ['2, k, 24', [0.4005916, 0.1659058, 1.0]]]
[['2, k, 0', [-0.2068106, -0.1204123, 1.0]], ['2, k, 1', [-0.2223908, 0.1270177, 1.0]], ['2, k, 2', [-0.2354894, 0.369484, 1.0]], ['2, k, 3', [-0.2282692, 0.4849211, 1.0]], ['2, k, 4', [-0.3710027, 0.2681088, 1.0]], ['2, k, 5', [-0.417114, 0.08156591, 1.0]], ['2, k, 6', [-0.3318153, -0.1093243, 1.0]], ['2, k, 7', [-0.3058256, -0.1588672, 1.0]], ['2, k, 8', [-0.0520015, 0.3020135, 1.0]], ['2, k, 9', [0.1444833, 0.2347111, 1.0]], ['2, k, 10', [0.3264515, 0.1716897, 1.0]], ['2, k, 11', [0.3773812, 0.1424802, 1.0]], ['2, k, 12', [-0.2785506, -0.1239652, 1.0]], ['2, k, 13', [-0.2675906, -0.275395, 1.0]], ['2, k, 14', [-0.2420338, -0.598173, 1.0]], ['2, k, 15', [-0.2197453, -0.6580343, 1.0]], ['2, k, 16', [-0.1306963, -0.114175, 1.0]], ['2, k, 17', [-0.08875301, -0.275947, 1.0]], ['2, k, 18', [-0.08914359, -0.6009389, 1.0]], ['2, k, 19', [-0.1069827, -0.6599869, 1.0]], ['2, k, 20', [-0.232529, 0.3095933, 1.0]], ['2, k, 21', [-0.2808606, -0.2045408, 1.0]], ['2, k, 22', [-0.3349346, -0.1763688, 1.0]], ['2, k, 23', [0.449278, 0.1157597, 1.0]], ['2, k, 24', [0.4070003, 0.1377815, 1.0]]]
[['2, k, 0', [-0.2067358, -0.1204289, 1.0]], ['2, k, 1', [-0.2219536, 0.1268552, 1.0]], ['2, k, 2', [-0.2346856, 0.3690662, 1.0]], ['2, k, 3', [-0.2281263, 0.4846991, 1.0]], ['2, k, 4', [-0.3710369, 0.2680117, 1.0]], ['2, k, 5', [-0.4185501, 0.08383386, 1.0]], ['2, k, 6', [-0.3318465, -0.1070439, 1.0]], ['2, k, 7', [-0.3070587, -0.1545259, 1.0]], ['2, k, 8', [-0.05204128, 0.3017952, 1.0]], ['2, k, 9', [0.1454225, 0.2205341, 1.0]], ['2, k, 10', [0.3425606, 0.1178934, 1.0]], ['2, k, 11', [0.3911707, 0.1043747, 1.0]], ['2, k, 12', [-0.2785044, -0.1239721, 1.0]], ['2, k, 13', [-0.2676299, -0.2753721, 1.0]], ['2, k, 14', [-0.2420457, -0.5981863, 1.0]], ['2, k, 15', [-0.2230358, -0.6592476, 1.0]], ['2, k, 16', [-0.1305956, -0.1142109, 1.0]], ['2, k, 17', [-0.08873791, -0.2758774, 1.0]], ['2, k, 18', [-0.08915068, -0.6009494, 1.0]], ['2, k, 19', [-0.1037655, -0.6556706, 1.0]], ['2, k, 20', [-0.231802, 0.3092447, 1.0]], ['2, k, 21', [-0.2814775, -0.196354, 1.0]], ['2, k, 22', [-0.3382263, -0.1737254, 1.0]], ['2, k, 23', [0.4539356, 0.0672159, 1.0]], ['2, k, 24', [0.4003341, 0.1085574, 1.0]]]
[['2, k, 0', [-0.2061431, -0.1202585, 1.0]], ['2, k, 1', [-0.2216331, 0.1273148, 1.0]], ['2, k, 2', [-0.2347559, 0.3698399, 1.0]], ['2, k, 3', [-0.2271228, 0.4854062, 1.0]], ['2, k, 4', [-0.3709453, 0.2679671, 1.0]], ['2, k, 5', [-0.4194927, 0.08590998, 1.0]], ['2, k, 6', [-0.3322822, -0.10634, 1.0]], ['2, k, 7', [-0.3071165, -0.1540756, 1.0]], ['2, k, 8', [-0.05235952, 0.3016581, 1.0]], ['2, k, 9', [0.142868, 0.2081434, 1.0]], ['2, k, 10', [0.3331431, 0.1112712, 1.0]], ['2, k, 11', [0.3825108, 0.07654812, 1.0]], ['2, k, 12', [-0.2782615, -0.1238797, 1.0]], ['2, k, 13', [-0.2675967, -0.2751025, 1.0]], ['2, k, 14', [-0.2419926, -0.5960082, 1.0]], ['2, k, 15', [-0.2225036, -0.6562847, 1.0]], ['2, k, 16', [-0.1295759, -0.1139751, 1.0]], ['2, k, 17', [-0.08862688, -0.2750613, 1.0]], ['2, k, 18', [-0.08921017, -0.6007466, 1.0]], ['2, k, 19', [-0.1074663, -0.6609204, 1.0]], ['2, k, 20', [-0.2317602, 0.3099138, 1.0]], ['2, k, 21', [-0.2824212, -0.1985207, 1.0]], ['2, k, 22', [-0.3342388, -0.171342, 1.0]], ['2, k, 23', [0.4398499, 0.03325566, 1.0]], ['2, k, 24', [0.3968269, 0.07889362, 1.0]]]
[['2, k, 0', [-0.2061205, -0.1202752, 1.0]], ['2, k, 1', [-0.221315, 0.1271805, 1.0]], ['2, k, 2', [-0.2340983, 0.3695256, 1.0]], ['2, k, 3', [-0.2262557, 0.485242, 1.0]], ['2, k, 4', [-0.370935, 0.2679013, 1.0]], ['2, k, 5', [-0.4166937, 0.07980782, 1.0]], ['2, k, 6', [-0.3325572, -0.1060442, 1.0]], ['2, k, 7', [-0.3060407, -0.1532638, 1.0]], ['2, k, 8', [-0.05201763, 0.301532, 1.0]], ['2, k, 9', [0.1417522, 0.1889103, 1.0]], ['2, k, 10', [0.3145576, 0.08468181, 1.0]], ['2, k, 11', [0.3588945, 0.05549636, 1.0]], ['2, k, 12', [-0.2782487, -0.1238857, 1.0]], ['2, k, 13', [-0.2675429, -0.274989, 1.0]], ['2, k, 14', [-0.241666, -0.5960439, 1.0]], ['2, k, 15', [-0.2226653, -0.656499, 1.0]], ['2, k, 16', [-0.1295399, -0.1140199, 1.0]], ['2, k, 17', [-0.08865763, -0.2750143, 1.0]], ['2, k, 18', [-0.0892064, -0.6014802, 1.0]], ['2, k, 19', [-0.1002951, -0.6613197, 1.0]], ['2, k, 20', [-0.2311794, 0.3096498, 1.0]], ['2, k, 21', [-0.2832993, -0.2004659, 1.0]], ['2, k, 22', [-0.3399009, -0.1705372, 1.0]], ['2, k, 23', [0.4250196, 0.008724972, 1.0]], ['2, k, 24', [0.3790765, 0.0505847, 1.0]]]
[['2, k, 0', [-0.2061941, -0.1202674, 1.0]], ['2, k, 1', [-0.2208938, 0.1273831, 1.0]], ['2, k, 2', [-0.2328864, 0.3701164, 1.0]], ['2, k, 3', [-0.2251244, 0.4854825, 1.0]], ['2, k, 4', [-0.3709705, 0.2678851, 1.0]], ['2, k, 5', [-0.4190283, 0.0846661, 1.0]], ['2, k, 6', [-0.3325818, -0.1054546, 1.0]], ['2, k, 7', [-0.3060936, -0.1542223, 1.0]], ['2, k, 8', [-0.05252641, 0.3011554, 1.0]], ['2, k, 9', [0.1119596, 0.1229238, 1.0]], ['2, k, 10', [0.2688684, -0.005257096, 1.0]], ['2, k, 11', [0.3293326, -0.05703511, 1.0]], ['2, k, 12', [-0.2784576, -0.1238579, 1.0]], ['2, k, 13', [-0.2675036, -0.2750871, 1.0]], ['2, k, 14', [-0.2420794, -0.5963593, 1.0]], ['2, k, 15', [-0.2203668, -0.6577438, 1.0]], ['2, k, 16', [-0.1295162, -0.1140385, 1.0]], ['2, k, 17', [-0.08861222, -0.275011, 1.0]], ['2, k, 18', [-0.09040798, -0.6020364, 1.0]], ['2, k, 19', [-0.1008964, -0.6631641, 1.0]], ['2, k, 20', [-0.2301825, 0.3101299, 1.0]], ['2, k, 21', [-0.2774973, -0.2026022, 1.0]], ['2, k, 22', [-0.3389303, -0.1739471, 1.0]], ['2, k, 23', [0.3675245, -0.1062248, 1.0]], ['2, k, 24', [0.3505533, -0.05750904, 1.0]]]
[['2, k, 0', [-0.2062016, -0.120245, 1.0]], ['2, k, 1', [-0.2208357, 0.1275115, 1.0]], ['2, k, 2', [-0.2328834, 0.3703347, 1.0]], ['2, k, 3', [-0.2239758, 0.4882392, 1.0]], ['2, k, 4', [-0.3711061, 0.2678539, 1.0]], ['2, k, 5', [-0.4191836, 0.08562919, 1.0]], ['2, k, 6', [-0.3325492, -0.1054179, 1.0]], ['2, k, 7', [-0.3028408, -0.1540112, 1.0]], ['2, k, 8', [-0.05073393, 0.2973467, 1.0]], ['2, k, 9', [0.1082057, 0.1180828, 1.0]], ['2, k, 10', [0.24573, -0.014369, 1.0]], ['2, k, 11', [0.2984896, -0.07554504, 1.0]], ['2, k, 12', [-0.2785315, -0.1237581, 1.0]], ['2, k, 13', [-0.2675108, -0.2751216, 1.0]], ['2, k, 14', [-0.2421617, -0.5961739, 1.0]], ['2, k, 15', [-0.2219947, -0.6570545, 1.0]], ['2, k, 16', [-0.1294414, -0.1141367, 1.0]], ['2, k, 17', [-0.08851915, -0.2744269, 1.0]], ['2, k, 18', [-0.09006798, -0.6020212, 1.0]], ['2, k, 19', [-0.1009104, -0.662738, 1.0]], ['2, k, 20', [-0.230158, 0.3103257, 1.0]], ['2, k, 21', [-0.271163, -0.2039002, 1.0]], ['2, k, 22', [-0.330244, -0.1636001, 1.0]], ['2, k, 23', [0.3322682, -0.1280061, 1.0]], ['2, k, 24', [0.3031755, -0.05886613, 1.0]]]
[['2, k, 0', [-0.2058598, -0.1241227, 1.0]], ['2, k, 1', [-0.2210229, 0.1261426, 1.0]], ['2, k, 2', [-0.2333576, 0.3700941, 1.0]], ['2, k, 3', [-0.2244744, 0.4879178, 1.0]], ['2, k, 4', [-0.3711323, 0.267808, 1.0]], ['2, k, 5', [-0.4163079, 0.07865431, 1.0]], ['2, k, 6', [-0.3323802, -0.1051091, 1.0]], ['2, k, 7', [-0.3062333, -0.1524311, 1.0]], ['2, k, 8', [-0.05276899, 0.2942199, 1.0]], ['2, k, 9', [0.06164883, 0.07176681, 1.0]], ['2, k, 10', [0.179438, -0.08762965, 1.0]], ['2, k, 11', [0.2210598, -0.146746, 1.0]], ['2, k, 12', [-0.2784927, -0.1266744, 1.0]], ['2, k, 13', [-0.2674715, -0.2751006, 1.0]], ['2, k, 14', [-0.2423135, -0.5971155, 1.0]], ['2, k, 15', [-0.2221584, -0.6606256, 1.0]], ['2, k, 16', [-0.1288019, -0.1190471, 1.0]], ['2, k, 17', [-0.08868554, -0.2745095, 1.0]], ['2, k, 18', [-0.08928723, -0.601274, 1.0]], ['2, k, 19', [-0.1041525, -0.6658217, 1.0]], ['2, k, 20', [-0.2305627, 0.3099291, 1.0]], ['2, k, 21', [-0.2662894, -0.2029581, 1.0]], ['2, k, 22', [-0.3419845, -0.1718242, 1.0]], ['2, k, 23', [0.2417786, -0.2059406, 1.0]], ['2, k, 24', [0.2249368, -0.1160143, 1.0]]]
[['2, k, 0', [-0.2061346, -0.1243697, 1.0]], ['2, k, 1', [-0.2205809, 0.1259941, 1.0]], ['2, k, 2', [-0.2316009, 0.3702772, 1.0]], ['2, k, 3', [-0.2241384, 0.4872807, 1.0]], ['2, k, 4', [-0.3711543, 0.2677771, 1.0]], ['2, k, 5', [-0.4156755, 0.07728748, 1.0]], ['2, k, 6', [-0.3295138, -0.1235965, 1.0]], ['2, k, 7', [-0.3034477, -0.1682428, 1.0]], ['2, k, 8', [-0.05384799, 0.2920459, 1.0]], ['2, k, 9', [0.05337589, 0.06608471, 1.0]], ['2, k, 10', [0.1601776, -0.08856683, 1.0]], ['2, k, 11', [0.1944055, -0.158734, 1.0]], ['2, k, 12', [-0.2788203, -0.1268047, 1.0]], ['2, k, 13', [-0.2674591, -0.2790731, 1.0]], ['2, k, 14', [-0.2429939, -0.5969706, 1.0]], ['2, k, 15', [-0.2202821, -0.6609909, 1.0]], ['2, k, 16', [-0.1290379, -0.119449, 1.0]], ['2, k, 17', [-0.08864707, -0.2747102, 1.0]], ['2, k, 18', [-0.08917792, -0.6009594, 1.0]], ['2, k, 19', [-0.1053133, -0.6639346, 1.0]], ['2, k, 20', [-0.229204, 0.3099776, 1.0]], ['2, k, 21', [-0.2786344, -0.2109493, 1.0]], ['2, k, 22', [-0.34623, -0.1950088, 1.0]], ['2, k, 23', [0.2221453, -0.2125347, 1.0]], ['2, k, 24', [0.199655, -0.1471035, 1.0]]]
[['2, k, 0', [-0.2065302, -0.1251565, 1.0]], ['2, k, 1', [-0.2192931, 0.1251343, 1.0]], ['2, k, 2', [-0.227245, 0.3695312, 1.0]], ['2, k, 3', [-0.2241967, 0.4870134, 1.0]], ['2, k, 4', [-0.3711682, 0.2677386, 1.0]], ['2, k, 5', [-0.4177009, 0.08186825, 1.0]], ['2, k, 6', [-0.3312052, -0.1117969, 1.0]], ['2, k, 7', [-0.3035255, -0.1614224, 1.0]], ['2, k, 8', [-0.05546525, 0.2896737, 1.0]], ['2, k, 9', [0.03229199, 0.05337275, 1.0]], ['2, k, 10', [0.1214115, -0.1346558, 1.0]], ['2, k, 11', [0.1443785, -0.1890893, 1.0]], ['2, k, 12', [-0.279243, -0.1273397, 1.0]], ['2, k, 13', [-0.2675539, -0.2791358, 1.0]], ['2, k, 14', [-0.2427605, -0.5974357, 1.0]], ['2, k, 15', [-0.2207035, -0.6630965, 1.0]], ['2, k, 16', [-0.1294005, -0.1205097, 1.0]], ['2, k, 17', [-0.08884253, -0.2757281, 1.0]], ['2, k, 18', [-0.08931834, -0.6041754, 1.0]], ['2, k, 19', [-0.1035743, -0.6649002, 1.0]], ['2, k, 20', [-0.2257146, 0.3091408, 1.0]], ['2, k, 21', [-0.2840126, -0.2040098, 1.0]], ['2, k, 22', [-0.3343443, -0.1829372, 1.0]], ['2, k, 23', [0.154525, -0.2527917, 1.0]], ['2, k, 24', [0.1571268, -0.1739208, 1.0]]]
