[['2, k, 0', [0.1507281, -0.01742952, 1.0]], ['2, k, 1', [0.1613626, 0.3012244, 1.0]], ['2, k, 2', [0.1702029, 0.6091473, 1.0]], ['2, k, 3', [0.1542993, 0.7501143, 1.0]], ['2, k, 4', [-0.01609253, 0.5014635, 1.0]], ['2, k, 5', [-0.06081209, 0.2422692, 1.0]], ['2, k, 6', [-0.08034819, -0.02580828, 1.0]], ['2, k, 7', [-0.08827493, -0.09400944, 1.0]], ['2, k, 8', [0.3432022, 0.4867593, 1.0]], ['2, k, 9', [0.3752362, 0.2239557, 1.0]], ['2, k, 10', [0.4021517, -0.02589035, 1.0]], ['2, k, 11', [0.4091682, -0.1017812, 1.0]], ['2, k, 12', [0.06984746, -0.01490609, 1.0]], ['2, k, 13', [0.07643185, -0.3367338, 1.0]], ['2, k, 14', [0.1007372, -0.6469007, 1.0]], ['2, k, 15', [0.05910229, -0.7197974, 1.0]], ['2, k, 16', [0.2268786, -0.01941, 1.0]], ['2, k, 17', [0.2334263, -0.3521648, 1.0]], ['2, k, 18', [0.2260868, -0.6526603, 1.0]], ['2, k, 19', [0.2249897, -0.7227893, 1.0]], ['2, k, 20', [0.1682497, 0.5336583, 1.0]], ['2, k, 21', [-0.1044472, -0.1662009, 1.0]], ['2, k, 22', [-0.1369675, -0.09560992, 1.0]], ['2, k, 23', [0.4215039, -0.1817324, 1.0]], ['2, k, 24', [0.3516537, -0.06982311, 1.0]]]
[['2, k, 0', [0.1559891, -0.01518376, 1.0]], ['2, k, 1', [0.1742139, 0.3057533, 1.0]], ['2, k, 2', [0.1919326, 0.6153601, 1.0]], ['2, k, 3', [0.1735397, 0.7578585, 1.0]], ['2, k, 4', [0.004448037, 0.5008278, 1.0]], ['2, k, 5', [-0.042939, 0.2329888, 1.0]], ['2, k, 6', [-0.07506618, -0.02306646, 1.0]], ['2, k, 7', [-0.08490728, -0.08585993, 1.0]], ['2, k, 8', [0.3550467, 0.487535, 1.0]], ['2, k, 9', [0.3760811, 0.2580629, 1.0]], ['2, k, 10', [0.3712878, 0.06824414, 1.0]], ['2, k, 11', [0.3847252, -0.01325598, 1.0]], ['2, k, 12', [0.07495478, -0.0127314, 1.0]], ['2, k, 13', [0.07909517, -0.3322186, 1.0]], ['2, k, 14', [0.1024188, -0.6482863, 1.0]], ['2, k, 15', [0.05249934, -0.7210959, 1.0]], ['2, k, 16', [0.2323619, -0.01718549, 1.0]], ['2, k, 17', [0.2388123, -0.3480406, 1.0]], ['2, k, 18', [0.2360098, -0.6515495, 1.0]], ['2, k, 19', [0.2191198, -0.7201151, 1.0]], ['2, k, 20', [0.1878213, 0.5395365, 1.0]], ['2, k, 21', [-0.09557056, -0.1592814, 1.0]], ['2, k, 22', [-0.1275886, -0.06365167, 1.0]], ['2, k, 23', [0.3922567, -0.07402876, 1.0]], ['2, k, 24', [0.4293758, 0.006392121, 1.0]]]
[['2, k, 0', [0.1564524, -0.01530745, 1.0]], ['2, k, 1', [0.1742486, 0.3057585, 1.0]], ['2, k, 2', [0.1916715, 0.6155203, 1.0]], ['2, k, 3', [0.1734564, 0.7578252, 1.0]], ['2, k, 4', [0.004437199, 0.5009045, 1.0]], ['2, k, 5', [-0.04304533, 0.2329191, 1.0]], ['2, k, 6', [-0.07488821, -0.02303378, 1.0]], ['2, k, 7', [-0.08340552, -0.08538951, 1.0]], ['2, k, 8', [0.3557079, 0.4871782, 1.0]], ['2, k, 9', [0.3772073, 0.2551669, 1.0]], ['2, k, 10', [0.3774592, 0.02806968, 1.0]], ['2, k, 11', [0.3871896, -0.03870327, 1.0]], ['2, k, 12', [0.07553774, -0.01275183, 1.0]], ['2, k, 13', [0.07921483, -0.3318089, 1.0]], ['2, k, 14', [0.102366, -0.64812, 1.0]], ['2, k, 15', [0.05254585, -0.7210598, 1.0]], ['2, k, 16', [0.2327527, -0.01740607, 1.0]], ['2, k, 17', [0.2389551, -0.3482122, 1.0]], ['2, k, 18', [0.2358804, -0.6516883, 1.0]], ['2, k, 19', [0.2204966, -0.7208742, 1.0]], ['2, k, 20', [0.18769, 0.5396253, 1.0]], ['2, k, 21', [-0.0923855, -0.1592003, 1.0]], ['2, k, 22', [-0.1296347, -0.06363022, 1.0]], ['2, k, 23', [0.3910003, -0.1014339, 1.0]], ['2, k, 24', [0.4284432, -0.02026693, 1.0]]]
[['2, k, 0', [0.1565441, -0.01549896, 1.0]], ['2, k, 1', [0.1743625, 0.3056822, 1.0]], ['2, k, 2', [0.1917463, 0.6155352, 1.0]], ['2, k, 3', [0.1732736, 0.7576457, 1.0]], ['2, k, 4', [0.004448464, 0.500715, 1.0]], ['2, k, 5', [-0.04295716, 0.2326948, 1.0]], ['2, k, 6', [-0.0745077, -0.02308068, 1.0]], ['2, k, 7', [-0.0843536, -0.0859777, 1.0]], ['2, k, 8', [0.35609, 0.4869347, 1.0]], ['2, k, 9', [0.3778949, 0.253278, 1.0]], ['2, k, 10', [0.3786791, 0.0184698, 1.0]], ['2, k, 11', [0.3877864, -0.05886937, 1.0]], ['2, k, 12', [0.0756633, -0.0129736, 1.0]], ['2, k, 13', [0.07929596, -0.3316354, 1.0]], ['2, k, 14', [0.1006765, -0.6494522, 1.0]], ['2, k, 15', [0.05231142, -0.7217926, 1.0]], ['2, k, 16', [0.2328092, -0.01758457, 1.0]], ['2, k, 17', [0.2389307, -0.3484704, 1.0]], ['2, k, 18', [0.235901, -0.6517493, 1.0]], ['2, k, 19', [0.2218528, -0.7211168, 1.0]], ['2, k, 20', [0.1877571, 0.5396217, 1.0]], ['2, k, 21', [-0.09619249, -0.1591763, 1.0]], ['2, k, 22', [-0.1294994, -0.06482884, 1.0]], ['2, k, 23', [0.3842846, -0.127627, 1.0]], ['2, k, 24', [0.4293097, -0.03677834, 1.0]]]
[['2, k, 0', [0.1574142, -0.01633226, 1.0]], ['2, k, 1', [0.1747286, 0.3053369, 1.0]], ['2, k, 2', [0.1917861, 0.6154669, 1.0]], ['2, k, 3', [0.1732931, 0.75765, 1.0]], ['2, k, 4', [0.004567611, 0.5002576, 1.0]], ['2, k, 5', [-0.04278568, 0.2321977, 1.0]], ['2, k, 6', [-0.07431886, -0.02333683, 1.0]], ['2, k, 7', [-0.08422833, -0.08499779, 1.0]], ['2, k, 8', [0.3566216, 0.4866991, 1.0]], ['2, k, 9', [0.3789304, 0.2425489, 1.0]], ['2, k, 10', [0.3886255, -0.02974836, 1.0]], ['2, k, 11', [0.3933337, -0.09608349, 1.0]], ['2, k, 12', [0.0766071, -0.01372943, 1.0]], ['2, k, 13', [0.0800387, -0.3326921, 1.0]], ['2, k, 14', [0.1006916, -0.6494465, 1.0]], ['2, k, 15', [0.04187424, -0.7173537, 1.0]], ['2, k, 16', [0.2336088, -0.01853155, 1.0]], ['2, k, 17', [0.2388625, -0.3486641, 1.0]], ['2, k, 18', [0.235835, -0.6516699, 1.0]], ['2, k, 19', [0.1980722, -0.7238211, 1.0]], ['2, k, 20', [0.1878347, 0.5395186, 1.0]], ['2, k, 21', [-0.09455973, -0.1563526, 1.0]], ['2, k, 22', [-0.1292553, -0.06403801, 1.0]], ['2, k, 23', [0.3920422, -0.1634379, 1.0]], ['2, k, 24', [0.4353421, -0.07088032, 1.0]]]
[['2, k, 0', [0.1580491, -0.01681184, 1.0]], ['2, k, 1', [0.1751166, 0.3050431, 1.0]], ['2, k, 2', [0.1919495, 0.6153108, 1.0]], ['2, k, 3', [0.1733321, 0.7576229, 1.0]], ['2, k, 4', [0.004630162, 0.5001363, 1.0]], ['2, k, 5', [-0.04281828, 0.2321005, 1.0]], ['2, k, 6', [-0.07361417, -0.02353053, 1.0]], ['2, k, 7', [-0.0838962, -0.08511501, 1.0]], ['2, k, 8', [0.3571731, 0.4864742, 1.0]], ['2, k, 9', [0.3801196, 0.2395445, 1.0]], ['2, k, 10', [0.3906783, -0.03220956, 1.0]], ['2, k, 11', [0.3990088, -0.1043306, 1.0]], ['2, k, 12', [0.07732844, -0.01419353, 1.0]], ['2, k, 13', [0.08028582, -0.3327388, 1.0]], ['2, k, 14', [0.1007689, -0.6495197, 1.0]], ['2, k, 15', [0.04187718, -0.7173646, 1.0]], ['2, k, 16', [0.2341408, -0.01902486, 1.0]], ['2, k, 17', [0.2391212, -0.3488145, 1.0]], ['2, k, 18', [0.2356129, -0.6517309, 1.0]], ['2, k, 19', [0.2105765, -0.7235976, 1.0]], ['2, k, 20', [0.1880291, 0.5393403, 1.0]], ['2, k, 21', [-0.09627845, -0.158851, 1.0]], ['2, k, 22', [-0.1294148, -0.06390224, 1.0]], ['2, k, 23', [0.39601, -0.173144, 1.0]], ['2, k, 24', [0.4434939, -0.08514208, 1.0]]]
[['2, k, 0', [0.1607652, -0.017598, 1.0]], ['2, k, 1', [0.1763996, 0.3046333, 1.0]], ['2, k, 2', [0.1922085, 0.6153178, 1.0]], ['2, k, 3', [0.1738235, 0.7570481, 1.0]], ['2, k, 4', [0.004822584, 0.5000163, 1.0]], ['2, k, 5', [-0.04278746, 0.2318387, 1.0]], ['2, k, 6', [-0.073238, -0.02347333, 1.0]], ['2, k, 7', [-0.0842483, -0.08487698, 1.0]], ['2, k, 8', [0.3589258, 0.4857324, 1.0]], ['2, k, 9', [0.3840582, 0.231294, 1.0]], ['2, k, 10', [0.402599, -0.042398, 1.0]], ['2, k, 11', [0.4092693, -0.1119961, 1.0]], ['2, k, 12', [0.0801852, -0.01461248, 1.0]], ['2, k, 13', [0.080532, -0.3335404, 1.0]], ['2, k, 14', [0.1008685, -0.6491146, 1.0]], ['2, k, 15', [0.05157758, -0.7208174, 1.0]], ['2, k, 16', [0.2366303, -0.02015347, 1.0]], ['2, k, 17', [0.2395074, -0.3487613, 1.0]], ['2, k, 18', [0.2360514, -0.6520661, 1.0]], ['2, k, 19', [0.2192587, -0.722804, 1.0]], ['2, k, 20', [0.1884695, 0.5392329, 1.0]], ['2, k, 21', [-0.09781587, -0.1576135, 1.0]], ['2, k, 22', [-0.1280734, -0.061489, 1.0]], ['2, k, 23', [0.4075244, -0.1826291, 1.0]], ['2, k, 24', [0.4560166, -0.1070742, 1.0]]]
[['2, k, 0', [0.161085, -0.01778603, 1.0]], ['2, k, 1', [0.1769077, 0.3044805, 1.0]], ['2, k, 2', [0.1927901, 0.6152702, 1.0]], ['2, k, 3', [0.1739289, 0.7571402, 1.0]], ['2, k, 4', [0.004945352, 0.5000532, 1.0]], ['2, k, 5', [-0.04277597, 0.23184, 1.0]], ['2, k, 6', [-0.07306656, -0.02341059, 1.0]], ['2, k, 7', [-0.08420597, -0.08509157, 1.0]], ['2, k, 8', [0.3594336, 0.485414, 1.0]], ['2, k, 9', [0.3846389, 0.231089, 1.0]], ['2, k, 10', [0.4045398, -0.04350124, 1.0]], ['2, k, 11', [0.4113909, -0.1127507, 1.0]], ['2, k, 12', [0.08056636, -0.01482438, 1.0]], ['2, k, 13', [0.08061159, -0.3335508, 1.0]], ['2, k, 14', [0.1018845, -0.6505494, 1.0]], ['2, k, 15', [0.04014459, -0.7139752, 1.0]], ['2, k, 16', [0.2368451, -0.02029227, 1.0]], ['2, k, 17', [0.2396453, -0.3487177, 1.0]], ['2, k, 18', [0.2357821, -0.6526603, 1.0]], ['2, k, 19', [0.219819, -0.723061, 1.0]], ['2, k, 20', [0.1890196, 0.5391531, 1.0]], ['2, k, 21', [-0.09435592, -0.1583911, 1.0]], ['2, k, 22', [-0.1291443, -0.06303062, 1.0]], ['2, k, 23', [0.4127981, -0.1849422, 1.0]], ['2, k, 24', [0.4565215, -0.09411252, 1.0]]]
[['2, k, 0', [0.1619647, -0.01794403, 1.0]], ['2, k, 1', [0.177509, 0.3042181, 1.0]], ['2, k, 2', [0.1929954, 0.6150454, 1.0]], ['2, k, 3', [0.1741695, 0.7568169, 1.0]], ['2, k, 4', [0.005012031, 0.5001968, 1.0]], ['2, k, 5', [-0.04228104, 0.2307406, 1.0]], ['2, k, 6', [-0.07295934, -0.02332216, 1.0]], ['2, k, 7', [-0.08359556, -0.08497699, 1.0]], ['2, k, 8', [0.360099, 0.4851695, 1.0]], ['2, k, 9', [0.385222, 0.22943, 1.0]], ['2, k, 10', [0.406116, -0.04253807, 1.0]], ['2, k, 11', [0.4126008, -0.1135374, 1.0]], ['2, k, 12', [0.08144501, -0.01498979, 1.0]], ['2, k, 13', [0.08074456, -0.3332453, 1.0]], ['2, k, 14', [0.1019694, -0.6501101, 1.0]], ['2, k, 15', [0.04081845, -0.7141692, 1.0]], ['2, k, 16', [0.2376352, -0.02041964, 1.0]], ['2, k, 17', [0.2395244, -0.3489477, 1.0]], ['2, k, 18', [0.2358813, -0.6530838, 1.0]], ['2, k, 19', [0.2206292, -0.7226794, 1.0]], ['2, k, 20', [0.189301, 0.5389182, 1.0]], ['2, k, 21', [-0.09631744, -0.1585204, 1.0]], ['2, k, 22', [-0.1297605, -0.06543306, 1.0]], ['2, k, 23', [0.4115993, -0.1848166, 1.0]], ['2, k, 24', [0.4596511, -0.1123566, 1.0]]]
[['2, k, 0', [0.1630932, -0.0180322, 1.0]], ['2, k, 1', [0.1780002, 0.3039729, 1.0]], ['2, k, 2', [0.193046, 0.6146122, 1.0]], ['2, k, 3', [0.1744231, 0.7567297, 1.0]], ['2, k, 4', [0.005363411, 0.500271, 1.0]], ['2, k, 5', [-0.04210315, 0.2302672, 1.0]], ['2, k, 6', [-0.07286134, -0.02359173, 1.0]], ['2, k, 7', [-0.08435319, -0.08485274, 1.0]], ['2, k, 8', [0.3610989, 0.4853024, 1.0]], ['2, k, 9', [0.3860133, 0.2286408, 1.0]], ['2, k, 10', [0.4075936, -0.04388283, 1.0]], ['2, k, 11', [0.4124625, -0.1145013, 1.0]], ['2, k, 12', [0.08260617, -0.0151284, 1.0]], ['2, k, 13', [0.08156081, -0.3340395, 1.0]], ['2, k, 14', [0.101646, -0.6502733, 1.0]], ['2, k, 15', [0.04534165, -0.7194561, 1.0]], ['2, k, 16', [0.2389394, -0.02045599, 1.0]], ['2, k, 17', [0.2395065, -0.3490052, 1.0]], ['2, k, 18', [0.2362549, -0.6533951, 1.0]], ['2, k, 19', [0.2213584, -0.7221325, 1.0]], ['2, k, 20', [0.1894663, 0.5385595, 1.0]], ['2, k, 21', [-0.0965708, -0.1583848, 1.0]], ['2, k, 22', [-0.1280212, -0.06344044, 1.0]], ['2, k, 23', [0.4122946, -0.1856748, 1.0]], ['2, k, 24', [0.4592053, -0.1044877, 1.0]]]
[['2, k, 0', [0.1637639, -0.01802513, 1.0]], ['2, k, 1', [0.1786797, 0.3038802, 1.0]], ['2, k, 2', [0.1935023, 0.6144904, 1.0]], ['2, k, 3', [0.1751883, 0.7562872, 1.0]], ['2, k, 4', [0.00576164, 0.5006002, 1.0]], ['2, k, 5', [-0.0416081, 0.2311841, 1.0]], ['2, k, 6', [-0.07269089, -0.02356837, 1.0]], ['2, k, 7', [-0.08493511, -0.0843874, 1.0]], ['2, k, 8', [0.3618935, 0.4852479, 1.0]], ['2, k, 9', [0.3878654, 0.2250993, 1.0]], ['2, k, 10', [0.407865, -0.0436356, 1.0]], ['2, k, 11', [0.4119255, -0.1150441, 1.0]], ['2, k, 12', [0.0831883, -0.01513818, 1.0]], ['2, k, 13', [0.08174151, -0.3334088, 1.0]], ['2, k, 14', [0.1015243, -0.650115, 1.0]], ['2, k, 15', [0.0479844, -0.7203791, 1.0]], ['2, k, 16', [0.2396105, -0.0204203, 1.0]], ['2, k, 17', [0.2395097, -0.3490005, 1.0]], ['2, k, 18', [0.2362738, -0.6533825, 1.0]], ['2, k, 19', [0.2046788, -0.7244436, 1.0]], ['2, k, 20', [0.1899757, 0.5384378, 1.0]], ['2, k, 21', [-0.09492873, -0.1586822, 1.0]], ['2, k, 22', [-0.1287058, -0.06342504, 1.0]], ['2, k, 23', [0.4126574, -0.1857328, 1.0]], ['2, k, 24', [0.4560348, -0.1024643, 1.0]]]
[['2, k, 0', [0.1645225, -0.01819552, 1.0]], ['2, k, 1', [0.1790605, 0.3036811, 1.0]], ['2, k, 2', [0.1935904, 0.6142439, 1.0]], ['2, k, 3', [0.1755539, 0.755932, 1.0]], ['2, k, 4', [0.005984506, 0.5006372, 1.0]], ['2, k, 5', [-0.03848852, 0.2218632, 1.0]], ['2, k, 6', [-0.07255289, -0.02351168, 1.0]], ['2, k, 7', [-0.08380031, -0.08441539, 1.0]], ['2, k, 8', [0.3621751, 0.4849628, 1.0]], ['2, k, 9', [0.387936, 0.2252067, 1.0]], ['2, k, 10', [0.4079779, -0.04328492, 1.0]], ['2, k, 11', [0.4125409, -0.1143825, 1.0]], ['2, k, 12', [0.0838584, -0.01526576, 1.0]], ['2, k, 13', [0.08175424, -0.3332943, 1.0]], ['2, k, 14', [0.1013818, -0.6501321, 1.0]], ['2, k, 15', [0.05539228, -0.7197201, 1.0]], ['2, k, 16', [0.2404307, -0.02063387, 1.0]], ['2, k, 17', [0.2396109, -0.3490204, 1.0]], ['2, k, 18', [0.2362055, -0.653433, 1.0]], ['2, k, 19', [0.2135161, -0.7237071, 1.0]], ['2, k, 20', [0.1901333, 0.5382136, 1.0]], ['2, k, 21', [-0.0924525, -0.1580367, 1.0]], ['2, k, 22', [-0.1280157, -0.06803814, 1.0]], ['2, k, 23', [0.4118568, -0.1886754, 1.0]], ['2, k, 24', [0.4593785, -0.1035392, 1.0]]]
[['2, k, 0', [0.1646232, -0.01817841, 1.0]], ['2, k, 1', [0.1793178, 0.3036121, 1.0]], ['2, k, 2', [0.1939532, 0.6140529, 1.0]], ['2, k, 3', [0.1757524, 0.7557744, 1.0]], ['2, k, 4', [0.006059957, 0.5004926, 1.0]], ['2, k, 5', [-0.03753293, 0.2197426, 1.0]], ['2, k, 6', [-0.07246558, -0.02349767, 1.0]], ['2, k, 7', [-0.08360022, -0.08392908, 1.0]], ['2, k, 8', [0.363089, 0.4848152, 1.0]], ['2, k, 9', [0.3881423, 0.2249219, 1.0]], ['2, k, 10', [0.408126, -0.04316534, 1.0]], ['2, k, 11', [0.4131483, -0.1152327, 1.0]], ['2, k, 12', [0.08402344, -0.01515613, 1.0]], ['2, k, 13', [0.08137317, -0.3327911, 1.0]], ['2, k, 14', [0.1014473, -0.6494331, 1.0]], ['2, k, 15', [0.05520704, -0.7202303, 1.0]], ['2, k, 16', [0.2405623, -0.02070312, 1.0]], ['2, k, 17', [0.2396125, -0.3490264, 1.0]], ['2, k, 18', [0.2363936, -0.6535072, 1.0]], ['2, k, 19', [0.2184583, -0.7236534, 1.0]], ['2, k, 20', [0.1904773, 0.5380507, 1.0]], ['2, k, 21', [-0.0960732, -0.159035, 1.0]], ['2, k, 22', [-0.128886, -0.06389742, 1.0]], ['2, k, 23', [0.4093495, -0.1855848, 1.0]], ['2, k, 24', [0.4576006, -0.0936156, 1.0]]]
[['2, k, 0', [0.1655813, -0.0184443, 1.0]], ['2, k, 1', [0.1800828, 0.3033974, 1.0]], ['2, k, 2', [0.1943281, 0.6139514, 1.0]], ['2, k, 3', [0.1760779, 0.7553226, 1.0]], ['2, k, 4', [0.006362085, 0.5002981, 1.0]], ['2, k, 5', [-0.03615912, 0.2166178, 1.0]], ['2, k, 6', [-0.07228456, -0.0234619, 1.0]], ['2, k, 7', [-0.08386871, -0.08461868, 1.0]], ['2, k, 8', [0.3634384, 0.4846408, 1.0]], ['2, k, 9', [0.3884455, 0.2245905, 1.0]], ['2, k, 10', [0.4083727, -0.04339444, 1.0]], ['2, k, 11', [0.4135715, -0.1170754, 1.0]], ['2, k, 12', [0.08486512, -0.01543526, 1.0]], ['2, k, 13', [0.08121616, -0.3332499, 1.0]], ['2, k, 14', [0.1007108, -0.6500695, 1.0]], ['2, k, 15', [0.05490662, -0.7210168, 1.0]], ['2, k, 16', [0.2414891, -0.02091907, 1.0]], ['2, k, 17', [0.2396529, -0.3491727, 1.0]], ['2, k, 18', [0.2359341, -0.6535525, 1.0]], ['2, k, 19', [0.219522, -0.7240402, 1.0]], ['2, k, 20', [0.1909407, 0.5379184, 1.0]], ['2, k, 21', [-0.09592344, -0.1581099, 1.0]], ['2, k, 22', [-0.1285332, -0.06417034, 1.0]], ['2, k, 23', [0.411512, -0.1898667, 1.0]], ['2, k, 24', [0.4589863, -0.1162986, 1.0]]]
[['2, k, 0', [0.1656847, -0.0184306, 1.0]], ['2, k, 1', [0.1804089, 0.3033924, 1.0]], ['2, k, 2', [0.1948524, 0.6139482, 1.0]], ['2, k, 3', [0.1761914, 0.7553093, 1.0]], ['2, k, 4', [0.006717947, 0.5005794, 1.0]], ['2, k, 5', [-0.03576591, 0.2159047, 1.0]], ['2, k, 6', [-0.07215736, -0.023392, 1.0]], ['2, k, 7', [-0.08413283, -0.08507381, 1.0]], ['2, k, 8', [0.3635052, 0.4846587, 1.0]], ['2, k, 9', [0.3884614, 0.2245683, 1.0]], ['2, k, 10', [0.4086177, -0.04359662, 1.0]], ['2, k, 11', [0.4133275, -0.1154525, 1.0]], ['2, k, 12', [0.08501305, -0.01542401, 1.0]], ['2, k, 13', [0.0812468, -0.3333189, 1.0]], ['2, k, 14', [0.1009913, -0.6501292, 1.0]], ['2, k, 15', [0.04399764, -0.7179767, 1.0]], ['2, k, 16', [0.2415315, -0.02090676, 1.0]], ['2, k, 17', [0.2396864, -0.3492619, 1.0]], ['2, k, 18', [0.2354798, -0.654186, 1.0]], ['2, k, 19', [0.2195951, -0.7247413, 1.0]], ['2, k, 20', [0.191421, 0.5379077, 1.0]], ['2, k, 21', [-0.09542238, -0.1575838, 1.0]], ['2, k, 22', [-0.1285837, -0.06314036, 1.0]], ['2, k, 23', [0.4119074, -0.1899928, 1.0]], ['2, k, 24', [0.4594415, -0.1075025, 1.0]]]
[['2, k, 0', [0.1657491, -0.0184449, 1.0]], ['2, k, 1', [0.1806333, 0.3032512, 1.0]], ['2, k, 2', [0.1951621, 0.6136433, 1.0]], ['2, k, 3', [0.1765507, 0.7551957, 1.0]], ['2, k, 4', [0.007134178, 0.5008733, 1.0]], ['2, k, 5', [-0.03641788, 0.220256, 1.0]], ['2, k, 6', [-0.07214579, -0.02338061, 1.0]], ['2, k, 7', [-0.0848816, -0.08530474, 1.0]], ['2, k, 8', [0.3637877, 0.4844718, 1.0]], ['2, k, 9', [0.388584, 0.2246833, 1.0]], ['2, k, 10', [0.4098614, -0.04515588, 1.0]], ['2, k, 11', [0.41222, -0.1144925, 1.0]], ['2, k, 12', [0.08510771, -0.01542837, 1.0]], ['2, k, 13', [0.08115267, -0.3335994, 1.0]], ['2, k, 14', [0.1007842, -0.6504537, 1.0]], ['2, k, 15', [0.03466362, -0.7113687, 1.0]], ['2, k, 16', [0.2415611, -0.02092387, 1.0]], ['2, k, 17', [0.2396489, -0.3491263, 1.0]], ['2, k, 18', [0.2355472, -0.6543374, 1.0]], ['2, k, 19', [0.2200295, -0.7248698, 1.0]], ['2, k, 20', [0.1917196, 0.5376392, 1.0]], ['2, k, 21', [-0.09599277, -0.1590739, 1.0]], ['2, k, 22', [-0.1285733, -0.06396016, 1.0]], ['2, k, 23', [0.4111132, -0.1893444, 1.0]], ['2, k, 24', [0.4610276, -0.1182379, 1.0]]]
[['2, k, 0', [0.1657535, -0.01843357, 1.0]], ['2, k, 1', [0.1809088, 0.3031721, 1.0]], ['2, k, 2', [0.1959169, 0.613363, 1.0]], ['2, k, 3', [0.1768415, 0.755101, 1.0]], ['2, k, 4', [0.007205776, 0.5008577, 1.0]], ['2, k, 5', [-0.03647459, 0.2204428, 1.0]], ['2, k, 6', [-0.07205329, -0.02305689, 1.0]], ['2, k, 7', [-0.08391117, -0.08435129, 1.0]], ['2, k, 8', [0.3642855, 0.4843499, 1.0]], ['2, k, 9', [0.3884827, 0.2247056, 1.0]], ['2, k, 10', [0.4085764, -0.0442048, 1.0]], ['2, k, 11', [0.4100947, -0.1114662, 1.0]], ['2, k, 12', [0.08512192, -0.01540905, 1.0]], ['2, k, 13', [0.08105177, -0.3337119, 1.0]], ['2, k, 14', [0.1008995, -0.6503343, 1.0]], ['2, k, 15', [0.0594078, -0.7215955, 1.0]], ['2, k, 16', [0.2415459, -0.02091755, 1.0]], ['2, k, 17', [0.2398662, -0.3489104, 1.0]], ['2, k, 18', [0.2355376, -0.6542847, 1.0]], ['2, k, 19', [0.2209335, -0.7248542, 1.0]], ['2, k, 20', [0.1923455, 0.5374112, 1.0]], ['2, k, 21', [-0.09436139, -0.1575187, 1.0]], ['2, k, 22', [-0.1280316, -0.06459856, 1.0]], ['2, k, 23', [0.4053714, -0.1861932, 1.0]], ['2, k, 24', [0.4554074, -0.1082629, 1.0]]]
[['2, k, 0', [0.1658385, -0.01847469, 1.0]], ['2, k, 1', [0.1811227, 0.3031068, 1.0]], ['2, k, 2', [0.1961321, 0.6133301, 1.0]], ['2, k, 3', [0.1770662, 0.7550637, 1.0]], ['2, k, 4', [0.00734184, 0.5008386, 1.0]], ['2, k, 5', [-0.03623668, 0.2207252, 1.0]], ['2, k, 6', [-0.07187484, -0.02295903, 1.0]], ['2, k, 7', [-0.08373632, -0.08406873, 1.0]], ['2, k, 8', [0.3644877, 0.484472, 1.0]], ['2, k, 9', [0.388871, 0.2253182, 1.0]], ['2, k, 10', [0.4049244, -0.03981546, 1.0]], ['2, k, 11', [0.4063428, -0.1092662, 1.0]], ['2, k, 12', [0.08519268, -0.01542788, 1.0]], ['2, k, 13', [0.08140719, -0.3336311, 1.0]], ['2, k, 14', [0.100617, -0.6502994, 1.0]], ['2, k, 15', [0.06097023, -0.7212334, 1.0]], ['2, k, 16', [0.2416285, -0.02098205, 1.0]], ['2, k, 17', [0.2399161, -0.348886, 1.0]], ['2, k, 18', [0.2359541, -0.6542858, 1.0]], ['2, k, 19', [0.2222307, -0.7250247, 1.0]], ['2, k, 20', [0.1925693, 0.5373647, 1.0]], ['2, k, 21', [-0.09541842, -0.1528395, 1.0]], ['2, k, 22', [-0.1284013, -0.0621668, 1.0]], ['2, k, 23', [0.4023673, -0.17942, 1.0]], ['2, k, 24', [0.4464451, -0.08358672, 1.0]]]
[['2, k, 0', [0.1658918, -0.01842843, 1.0]], ['2, k, 1', [0.1813593, 0.3031092, 1.0]], ['2, k, 2', [0.1965002, 0.613293, 1.0]], ['2, k, 3', [0.1774418, 0.7550228, 1.0]], ['2, k, 4', [0.007647051, 0.5008907, 1.0]], ['2, k, 5', [-0.03628297, 0.2211968, 1.0]], ['2, k, 6', [-0.07182416, -0.02289757, 1.0]], ['2, k, 7', [-0.08175553, -0.08414692, 1.0]], ['2, k, 8', [0.3647435, 0.4844098, 1.0]], ['2, k, 9', [0.3892728, 0.2268569, 1.0]], ['2, k, 10', [0.400526, -0.036869, 1.0]], ['2, k, 11', [0.401624, -0.1053473, 1.0]], ['2, k, 12', [0.08530983, -0.01523595, 1.0]], ['2, k, 13', [0.08149268, -0.3334241, 1.0]], ['2, k, 14', [0.1009122, -0.6503424, 1.0]], ['2, k, 15', [0.01791382, -0.7109375, 1.0]], ['2, k, 16', [0.2416371, -0.02098537, 1.0]], ['2, k, 17', [0.2396746, -0.3493849, 1.0]], ['2, k, 18', [0.2360211, -0.6545376, 1.0]], ['2, k, 19', [0.22218, -0.7247849, 1.0]], ['2, k, 20', [0.1929123, 0.5373337, 1.0]], ['2, k, 21', [-0.09481396, -0.1542218, 1.0]], ['2, k, 22', [-0.1273715, -0.06257862, 1.0]], ['2, k, 23', [0.3994939, -0.1727963, 1.0]], ['2, k, 24', [0.4401478, -0.08609437, 1.0]]]
