[['2, k, 0', [-0.393224, -0.731959, 1.0]], ['2, k, 1', [-0.402811, -0.435949, 1.0]], ['2, k, 2', [-0.410044, -0.144589, 1.0]], ['2, k, 3', [-0.40431, -0.000846927, 1.0]], ['2, k, 4', [-0.545265, -0.224286, 1.0]], ['2, k, 5', [-0.657344, -0.327929, 1.0]], ['2, k, 6', [-0.659679, -0.308936, 1.0]], ['2, k, 7', [-0.636776, -0.239945, 1.0]], ['2, k, 8', [-0.256184, -0.222167, 1.0]], ['2, k, 9', [-0.105345, -0.323338, 1.0]], ['2, k, 10', [-0.000607815, -0.284857, 1.0]], ['2, k, 11', [0.020481, -0.232412, 1.0]], ['2, k, 12', [-0.45383, -0.722672, 1.0]], ['2, k, 13', [-0.544042, -0.95516, 1.0]], ['2, k, 14', [-0.501049, -1.09509, 1.0]], ['2, k, 15', [-0.509277, -1.19727, 1.0]], ['2, k, 16', [-0.322162, -0.721801, 1.0]], ['2, k, 17', [-0.195814, -0.966778, 1.0]], ['2, k, 18', [-0.247086, -1.07442, 1.0]], ['2, k, 19', [-0.219604, -1.20313, 1.0]], ['2, k, 20', [-0.408644, -0.216846, 1.0]], ['2, k, 21', [-0.635404, -0.217624, 1.0]], ['2, k, 22', [-0.663014, -0.220785, 1.0]], ['2, k, 23', [0.05211, -0.22767, 1.0]], ['2, k, 24', [-0.0280573, -0.228901, 1.0]]]
[['2, k, 0', [-0.372265, -0.761794, 1.0]], ['2, k, 1', [-0.378422, -0.495263, 1.0]], ['2, k, 2', [-0.382623, -0.23186, 1.0]], ['2, k, 3', [-0.374923, -0.0849135, 1.0]], ['2, k, 4', [-0.530181, -0.319211, 1.0]], ['2, k, 5', [-0.626393, -0.413186, 1.0]], ['2, k, 6', [-0.624367, -0.432779, 1.0]], ['2, k, 7', [-0.607151, -0.396195, 1.0]], ['2, k, 8', [-0.2239, -0.320804, 1.0]], ['2, k, 9', [-0.0542206, -0.417201, 1.0]], ['2, k, 10', [-0.0482666, -0.411721, 1.0]], ['2, k, 11', [0.00634523, -0.406846, 1.0]], ['2, k, 12', [-0.434948, -0.75176, 1.0]], ['2, k, 13', [-0.5012, -0.902956, 1.0]], ['2, k, 14', [-0.497384, -1.1443, 1.0]], ['2, k, 15', [-0.480191, -1.16262, 1.0]], ['2, k, 16', [-0.300252, -0.752756, 1.0]], ['2, k, 17', [-0.172931, -0.906344, 1.0]], ['2, k, 18', [-0.160145, -1.14999, 1.0]], ['2, k, 19', [-0.144853, -1.1755, 1.0]], ['2, k, 20', [-0.38192, -0.297337, 1.0]], ['2, k, 21', [-0.587912, -0.394382, 1.0]], ['2, k, 22', [-0.662922, -0.391111, 1.0]], ['2, k, 23', [0.0429337, -0.40765, 1.0]], ['2, k, 24', [-0.0571142, -0.405882, 1.0]]]
[['2, k, 0', [-0.372593, -0.754534, 1.0]], ['2, k, 1', [-0.378301, -0.488239, 1.0]], ['2, k, 2', [-0.382063, -0.225175, 1.0]], ['2, k, 3', [-0.374959, -0.0780564, 1.0]], ['2, k, 4', [-0.529374, -0.311248, 1.0]], ['2, k, 5', [-0.62494, -0.407493, 1.0]], ['2, k, 6', [-0.627862, -0.440529, 1.0]], ['2, k, 7', [-0.610909, -0.384167, 1.0]], ['2, k, 8', [-0.222883, -0.313904, 1.0]], ['2, k, 9', [-0.0568947, -0.41146, 1.0]], ['2, k, 10', [0.0051178, -0.40161, 1.0]], ['2, k, 11', [0.0274446, -0.392172, 1.0]], ['2, k, 12', [-0.435055, -0.744012, 1.0]], ['2, k, 13', [-0.501013, -0.90191, 1.0]], ['2, k, 14', [-0.515075, -1.15571, 1.0]], ['2, k, 15', [-0.501476, -1.20014, 1.0]], ['2, k, 16', [-0.300778, -0.746037, 1.0]], ['2, k, 17', [-0.175223, -0.903841, 1.0]], ['2, k, 18', [-0.16245, -1.14713, 1.0]], ['2, k, 19', [-0.147049, -1.17196, 1.0]], ['2, k, 20', [-0.381469, -0.290557, 1.0]], ['2, k, 21', [-0.597177, -0.379125, 1.0]], ['2, k, 22', [-0.66001, -0.373657, 1.0]], ['2, k, 23', [0.0356567, -0.391838, 1.0]], ['2, k, 24', [-0.0266252, -0.391807, 1.0]]]
[['2, k, 0', [-0.372335, -0.745961, 1.0]], ['2, k, 1', [-0.377736, -0.480088, 1.0]], ['2, k, 2', [-0.381208, -0.217647, 1.0]], ['2, k, 3', [-0.374932, -0.0703141, 1.0]], ['2, k, 4', [-0.528824, -0.301041, 1.0]], ['2, k, 5', [-0.625206, -0.395355, 1.0]], ['2, k, 6', [-0.604601, -0.413047, 1.0]], ['2, k, 7', [-0.599972, -0.369396, 1.0]], ['2, k, 8', [-0.221632, -0.304281, 1.0]], ['2, k, 9', [-0.0828996, -0.395883, 1.0]], ['2, k, 10', [0.00636587, -0.390333, 1.0]], ['2, k, 11', [0.0289028, -0.378947, 1.0]], ['2, k, 12', [-0.434219, -0.736666, 1.0]], ['2, k, 13', [-0.500644, -0.899235, 1.0]], ['2, k, 14', [-0.520764, -1.1718, 1.0]], ['2, k, 15', [-0.478965, -1.10066, 1.0]], ['2, k, 16', [-0.30119, -0.736422, 1.0]], ['2, k, 17', [-0.177765, -0.899161, 1.0]], ['2, k, 18', [-0.178571, -1.14202, 1.0]], ['2, k, 19', [-0.165382, -1.16528, 1.0]], ['2, k, 20', [-0.380685, -0.282853, 1.0]], ['2, k, 21', [-0.590125, -0.366009, 1.0]], ['2, k, 22', [-0.646774, -0.355514, 1.0]], ['2, k, 23', [0.045214, -0.379089, 1.0]], ['2, k, 24', [-0.0188857, -0.378804, 1.0]]]
[['2, k, 0', [-0.371626, -0.739173, 1.0]], ['2, k, 1', [-0.377092, -0.472136, 1.0]], ['2, k, 2', [-0.38063, -0.208558, 1.0]], ['2, k, 3', [-0.3747, -0.0610943, 1.0]], ['2, k, 4', [-0.528367, -0.293472, 1.0]], ['2, k, 5', [-0.623722, -0.388399, 1.0]], ['2, k, 6', [-0.596095, -0.375027, 1.0]], ['2, k, 7', [-0.601639, -0.358475, 1.0]], ['2, k, 8', [-0.22075, -0.297119, 1.0]], ['2, k, 9', [-0.0512373, -0.379587, 1.0]], ['2, k, 10', [-0.00277681, -0.418038, 1.0]], ['2, k, 11', [0.0288723, -0.36669, 1.0]], ['2, k, 12', [-0.433835, -0.729549, 1.0]], ['2, k, 13', [-0.501072, -0.896039, 1.0]], ['2, k, 14', [-0.522505, -1.1679, 1.0]], ['2, k, 15', [-0.478809, -1.1046, 1.0]], ['2, k, 16', [-0.300165, -0.730193, 1.0]], ['2, k, 17', [-0.180809, -0.897681, 1.0]], ['2, k, 18', [-0.21061, -1.10546, 1.0]], ['2, k, 19', [-0.205875, -1.14749, 1.0]], ['2, k, 20', [-0.38009, -0.274039, 1.0]], ['2, k, 21', [-0.587969, -0.352284, 1.0]], ['2, k, 22', [-0.640777, -0.341475, 1.0]], ['2, k, 23', [0.054209, -0.367225, 1.0]], ['2, k, 24', [-0.0182287, -0.366754, 1.0]]]
[['2, k, 0', [-0.372072, -0.732578, 1.0]], ['2, k, 1', [-0.377653, -0.464993, 1.0]], ['2, k, 2', [-0.381295, -0.200934, 1.0]], ['2, k, 3', [-0.374959, -0.0537217, 1.0]], ['2, k, 4', [-0.527747, -0.286765, 1.0]], ['2, k, 5', [-0.611938, -0.371381, 1.0]], ['2, k, 6', [-0.627476, -0.391249, 1.0]], ['2, k, 7', [-0.612911, -0.347996, 1.0]], ['2, k, 8', [-0.22146, -0.28771, 1.0]], ['2, k, 9', [-0.0572363, -0.38416, 1.0]], ['2, k, 10', [0.00683421, -0.407588, 1.0]], ['2, k, 11', [0.0305636, -0.355847, 1.0]], ['2, k, 12', [-0.434165, -0.723424, 1.0]], ['2, k, 13', [-0.501308, -0.894035, 1.0]], ['2, k, 14', [-0.502148, -1.13706, 1.0]], ['2, k, 15', [-0.485251, -1.16124, 1.0]], ['2, k, 16', [-0.300692, -0.723332, 1.0]], ['2, k, 17', [-0.18487, -0.896826, 1.0]], ['2, k, 18', [-0.171436, -1.22265, 1.0]], ['2, k, 19', [-0.155167, -1.26082, 1.0]], ['2, k, 20', [-0.38073, -0.266524, 1.0]], ['2, k, 21', [-0.59408, -0.340231, 1.0]], ['2, k, 22', [-0.666644, -0.336016, 1.0]], ['2, k, 23', [0.0556777, -0.354029, 1.0]], ['2, k, 24', [-0.0189021, -0.355401, 1.0]]]
[['2, k, 0', [-0.372172, -0.727547, 1.0]], ['2, k, 1', [-0.377592, -0.459725, 1.0]], ['2, k, 2', [-0.381056, -0.195346, 1.0]], ['2, k, 3', [-0.37474, -0.0462132, 1.0]], ['2, k, 4', [-0.528277, -0.279509, 1.0]], ['2, k, 5', [-0.624738, -0.359681, 1.0]], ['2, k, 6', [-0.619308, -0.3785, 1.0]], ['2, k, 7', [-0.606389, -0.33329, 1.0]], ['2, k, 8', [-0.220877, -0.280494, 1.0]], ['2, k, 9', [-0.0828118, -0.370523, 1.0]], ['2, k, 10', [-0.00350803, -0.412554, 1.0]], ['2, k, 11', [0.033994, -0.344427, 1.0]], ['2, k, 12', [-0.434224, -0.718698, 1.0]], ['2, k, 13', [-0.500233, -0.893086, 1.0]], ['2, k, 14', [-0.501759, -1.13626, 1.0]], ['2, k, 15', [-0.485093, -1.16142, 1.0]], ['2, k, 16', [-0.300809, -0.71811, 1.0]], ['2, k, 17', [-0.188253, -0.896509, 1.0]], ['2, k, 18', [-0.212825, -1.10244, 1.0]], ['2, k, 19', [-0.206559, -1.14576, 1.0]], ['2, k, 20', [-0.380538, -0.261021, 1.0]], ['2, k, 21', [-0.582243, -0.326086, 1.0]], ['2, k, 22', [-0.657253, -0.322717, 1.0]], ['2, k, 23', [0.0568181, -0.343208, 1.0]], ['2, k, 24', [-0.0131801, -0.343745, 1.0]]]
[['2, k, 0', [-0.372681, -0.721865, 1.0]], ['2, k, 1', [-0.377728, -0.453375, 1.0]], ['2, k, 2', [-0.380781, -0.188286, 1.0]], ['2, k, 3', [-0.375452, -0.0380737, 1.0]], ['2, k, 4', [-0.528006, -0.269845, 1.0]], ['2, k, 5', [-0.621135, -0.358227, 1.0]], ['2, k, 6', [-0.617516, -0.371117, 1.0]], ['2, k, 7', [-0.603529, -0.324451, 1.0]], ['2, k, 8', [-0.220888, -0.273288, 1.0]], ['2, k, 9', [-0.0853824, -0.36688, 1.0]], ['2, k, 10', [-0.00459485, -0.370736, 1.0]], ['2, k, 11', [0.0327482, -0.33194, 1.0]], ['2, k, 12', [-0.434896, -0.71306, 1.0]], ['2, k, 13', [-0.498981, -0.892534, 1.0]], ['2, k, 14', [-0.501445, -1.13532, 1.0]], ['2, k, 15', [-0.484922, -1.16417, 1.0]], ['2, k, 16', [-0.301127, -0.712514, 1.0]], ['2, k, 17', [-0.192733, -0.896262, 1.0]], ['2, k, 18', [-0.214207, -1.1226, 1.0]], ['2, k, 19', [-0.206694, -1.17089, 1.0]], ['2, k, 20', [-0.38037, -0.254137, 1.0]], ['2, k, 21', [-0.578893, -0.313763, 1.0]], ['2, k, 22', [-0.652174, -0.307225, 1.0]], ['2, k, 23', [0.0656843, -0.335106, 1.0]], ['2, k, 24', [-0.0176449, -0.332134, 1.0]]]
[['2, k, 0', [-0.374165, -0.718266, 1.0]], ['2, k, 1', [-0.37822, -0.448251, 1.0]], ['2, k, 2', [-0.379967, -0.181302, 1.0]], ['2, k, 3', [-0.375671, -0.0327475, 1.0]], ['2, k, 4', [-0.527126, -0.262639, 1.0]], ['2, k, 5', [-0.618879, -0.356539, 1.0]], ['2, k, 6', [-0.617583, -0.364128, 1.0]], ['2, k, 7', [-0.603266, -0.314265, 1.0]], ['2, k, 8', [-0.220975, -0.268151, 1.0]], ['2, k, 9', [-0.0855387, -0.361817, 1.0]], ['2, k, 10', [0.0120628, -0.370229, 1.0]], ['2, k, 11', [0.0390656, -0.321343, 1.0]], ['2, k, 12', [-0.436342, -0.7091, 1.0]], ['2, k, 13', [-0.507451, -0.887145, 1.0]], ['2, k, 14', [-0.491024, -1.12966, 1.0]], ['2, k, 15', [-0.470765, -1.15475, 1.0]], ['2, k, 16', [-0.30261, -0.709307, 1.0]], ['2, k, 17', [-0.194564, -0.894973, 1.0]], ['2, k, 18', [-0.214742, -1.13565, 1.0]], ['2, k, 19', [-0.198564, -1.22042, 1.0]], ['2, k, 20', [-0.379917, -0.247642, 1.0]], ['2, k, 21', [-0.584314, -0.302268, 1.0]], ['2, k, 22', [-0.639869, -0.288458, 1.0]], ['2, k, 23', [0.0917813, -0.324497, 1.0]], ['2, k, 24', [0.0236686, -0.323364, 1.0]]]
[['2, k, 0', [-0.375493, -0.714507, 1.0]], ['2, k, 1', [-0.378706, -0.444058, 1.0]], ['2, k, 2', [-0.379707, -0.176842, 1.0]], ['2, k, 3', [-0.376141, -0.0275448, 1.0]], ['2, k, 4', [-0.526535, -0.254713, 1.0]], ['2, k, 5', [-0.616238, -0.352267, 1.0]], ['2, k, 6', [-0.619952, -0.358272, 1.0]], ['2, k, 7', [-0.605766, -0.305527, 1.0]], ['2, k, 8', [-0.222126, -0.260971, 1.0]], ['2, k, 9', [-0.0878145, -0.355942, 1.0]], ['2, k, 10', [0.0122319, -0.367448, 1.0]], ['2, k, 11', [0.0336227, -0.311227, 1.0]], ['2, k, 12', [-0.438269, -0.70463, 1.0]], ['2, k, 13', [-0.505008, -0.8866, 1.0]], ['2, k, 14', [-0.486903, -1.08256, 1.0]], ['2, k, 15', [-0.463049, -1.13606, 1.0]], ['2, k, 16', [-0.303393, -0.706312, 1.0]], ['2, k, 17', [-0.19856, -0.896654, 1.0]], ['2, k, 18', [-0.202125, -1.13785, 1.0]], ['2, k, 19', [-0.189466, -1.17254, 1.0]], ['2, k, 20', [-0.379832, -0.24323, 1.0]], ['2, k, 21', [-0.581227, -0.292179, 1.0]], ['2, k, 22', [-0.64552, -0.279226, 1.0]], ['2, k, 23', [0.0912834, -0.314082, 1.0]], ['2, k, 24', [-0.010103, -0.30801, 1.0]]]
[['2, k, 0', [-0.374603, -0.69966, 1.0]], ['2, k, 1', [-0.377894, -0.435619, 1.0]], ['2, k, 2', [-0.379151, -0.17234, 1.0]], ['2, k, 3', [-0.375921, -0.0231457, 1.0]], ['2, k, 4', [-0.526743, -0.249012, 1.0]], ['2, k, 5', [-0.632109, -0.319894, 1.0]], ['2, k, 6', [-0.616855, -0.333651, 1.0]], ['2, k, 7', [-0.604272, -0.292059, 1.0]], ['2, k, 8', [-0.222796, -0.257036, 1.0]], ['2, k, 9', [-0.0883374, -0.351914, 1.0]], ['2, k, 10', [-0.0170753, -0.318385, 1.0]], ['2, k, 11', [0.0299016, -0.30139, 1.0]], ['2, k, 12', [-0.438273, -0.690375, 1.0]], ['2, k, 13', [-0.516483, -0.893415, 1.0]], ['2, k, 14', [-0.487008, -1.08172, 1.0]], ['2, k, 15', [-0.458789, -1.1264, 1.0]], ['2, k, 16', [-0.301393, -0.691117, 1.0]], ['2, k, 17', [-0.201614, -0.89906, 1.0]], ['2, k, 18', [-0.224815, -1.09774, 1.0]], ['2, k, 19', [-0.219066, -1.14155, 1.0]], ['2, k, 20', [-0.379237, -0.238193, 1.0]], ['2, k, 21', [-0.581509, -0.283254, 1.0]], ['2, k, 22', [-0.649645, -0.278497, 1.0]], ['2, k, 23', [0.0853752, -0.304633, 1.0]], ['2, k, 24', [-0.0213797, -0.301017, 1.0]]]
[['2, k, 0', [-0.37123, -0.691924, 1.0]], ['2, k, 1', [-0.376336, -0.428552, 1.0]], ['2, k, 2', [-0.379129, -0.168074, 1.0]], ['2, k, 3', [-0.376035, -0.0173996, 1.0]], ['2, k, 4', [-0.526202, -0.243129, 1.0]], ['2, k, 5', [-0.62411, -0.329666, 1.0]], ['2, k, 6', [-0.592686, -0.299492, 1.0]], ['2, k, 7', [-0.601685, -0.283241, 1.0]], ['2, k, 8', [-0.22188, -0.252047, 1.0]], ['2, k, 9', [-0.0856563, -0.344734, 1.0]], ['2, k, 10', [-0.0134182, -0.315834, 1.0]], ['2, k, 11', [0.0290956, -0.292275, 1.0]], ['2, k, 12', [-0.433528, -0.682755, 1.0]], ['2, k, 13', [-0.4826, -0.950305, 1.0]], ['2, k, 14', [-0.505767, -1.19882, 1.0]], ['2, k, 15', [-0.494869, -1.23337, 1.0]], ['2, k, 16', [-0.299308, -0.683349, 1.0]], ['2, k, 17', [-0.227296, -0.945433, 1.0]], ['2, k, 18', [-0.216659, -1.18422, 1.0]], ['2, k, 19', [-0.19957, -1.22353, 1.0]], ['2, k, 20', [-0.378902, -0.233324, 1.0]], ['2, k, 21', [-0.587672, -0.272581, 1.0]], ['2, k, 22', [-0.645109, -0.266927, 1.0]], ['2, k, 23', [0.0861087, -0.295712, 1.0]], ['2, k, 24', [-0.016573, -0.288303, 1.0]]]
[['2, k, 0', [-0.370448, -0.689559, 1.0]], ['2, k, 1', [-0.37591, -0.425427, 1.0]], ['2, k, 2', [-0.379244, -0.164769, 1.0]], ['2, k, 3', [-0.376406, -0.0142499, 1.0]], ['2, k, 4', [-0.526194, -0.23982, 1.0]], ['2, k, 5', [-0.61654, -0.3674, 1.0]], ['2, k, 6', [-0.624043, -0.316804, 1.0]], ['2, k, 7', [-0.611167, -0.276486, 1.0]], ['2, k, 8', [-0.222733, -0.248725, 1.0]], ['2, k, 9', [-0.0868031, -0.342359, 1.0]], ['2, k, 10', [-0.00988052, -0.304489, 1.0]], ['2, k, 11', [0.0285109, -0.283784, 1.0]], ['2, k, 12', [-0.432615, -0.680698, 1.0]], ['2, k, 13', [-0.482636, -0.950142, 1.0]], ['2, k, 14', [-0.508359, -1.19605, 1.0]], ['2, k, 15', [-0.511558, -1.26086, 1.0]], ['2, k, 16', [-0.29873, -0.680751, 1.0]], ['2, k, 17', [-0.227767, -0.946368, 1.0]], ['2, k, 18', [-0.203069, -1.21841, 1.0]], ['2, k, 19', [-0.181838, -1.26639, 1.0]], ['2, k, 20', [-0.378848, -0.229886, 1.0]], ['2, k, 21', [-0.590988, -0.264231, 1.0]], ['2, k, 22', [-0.664542, -0.266279, 1.0]], ['2, k, 23', [0.0607111, -0.282056, 1.0]], ['2, k, 24', [-0.0235761, -0.284041, 1.0]]]
[['2, k, 0', [-0.370109, -0.687946, 1.0]], ['2, k, 1', [-0.376023, -0.423081, 1.0]], ['2, k, 2', [-0.379977, -0.161967, 1.0]], ['2, k, 3', [-0.376333, -0.010323, 1.0]], ['2, k, 4', [-0.526042, -0.238711, 1.0]], ['2, k, 5', [-0.614129, -0.343665, 1.0]], ['2, k, 6', [-0.624492, -0.315027, 1.0]], ['2, k, 7', [-0.6157, -0.269472, 1.0]], ['2, k, 8', [-0.224235, -0.243018, 1.0]], ['2, k, 9', [-0.0885763, -0.338115, 1.0]], ['2, k, 10', [-0.0479109, -0.297591, 1.0]], ['2, k, 11', [0.0206256, -0.2763, 1.0]], ['2, k, 12', [-0.432134, -0.679439, 1.0]], ['2, k, 13', [-0.483375, -0.951693, 1.0]], ['2, k, 14', [-0.513865, -1.18736, 1.0]], ['2, k, 15', [-0.506647, -1.23024, 1.0]], ['2, k, 16', [-0.298592, -0.678778, 1.0]], ['2, k, 17', [-0.228701, -0.946365, 1.0]], ['2, k, 18', [-0.216234, -1.23367, 1.0]], ['2, k, 19', [-0.198699, -1.2878, 1.0]], ['2, k, 20', [-0.379409, -0.227032, 1.0]], ['2, k, 21', [-0.595265, -0.256827, 1.0]], ['2, k, 22', [-0.668245, -0.2562, 1.0]], ['2, k, 23', [0.0555083, -0.276262, 1.0]], ['2, k, 24', [-0.036573, -0.27633, 1.0]]]
[['2, k, 0', [-0.369659, -0.685851, 1.0]], ['2, k, 1', [-0.37588, -0.420777, 1.0]], ['2, k, 2', [-0.380165, -0.159576, 1.0]], ['2, k, 3', [-0.376536, -0.00711953, 1.0]], ['2, k, 4', [-0.525336, -0.234289, 1.0]], ['2, k, 5', [-0.613675, -0.344601, 1.0]], ['2, k, 6', [-0.625173, -0.313007, 1.0]], ['2, k, 7', [-0.617063, -0.264519, 1.0]], ['2, k, 8', [-0.22492, -0.237307, 1.0]], ['2, k, 9', [-0.0828103, -0.357757, 1.0]], ['2, k, 10', [0.00403994, -0.336444, 1.0]], ['2, k, 11', [0.0313771, -0.270752, 1.0]], ['2, k, 12', [-0.431482, -0.677429, 1.0]], ['2, k, 13', [-0.482607, -0.950211, 1.0]], ['2, k, 14', [-0.516017, -1.18599, 1.0]], ['2, k, 15', [-0.509332, -1.22684, 1.0]], ['2, k, 16', [-0.298361, -0.676669, 1.0]], ['2, k, 17', [-0.22962, -0.947825, 1.0]], ['2, k, 18', [-0.214236, -1.23422, 1.0]], ['2, k, 19', [-0.195918, -1.28621, 1.0]], ['2, k, 20', [-0.379499, -0.224532, 1.0]], ['2, k, 21', [-0.600551, -0.250265, 1.0]], ['2, k, 22', [-0.65996, -0.245536, 1.0]], ['2, k, 23', [0.055856, -0.268909, 1.0]], ['2, k, 24', [-0.0135284, -0.268461, 1.0]]]
[['2, k, 0', [-0.369487, -0.684651, 1.0]], ['2, k, 1', [-0.376037, -0.419323, 1.0]], ['2, k, 2', [-0.380714, -0.157867, 1.0]], ['2, k, 3', [-0.377747, -0.00460835, 1.0]], ['2, k, 4', [-0.525039, -0.233417, 1.0]], ['2, k, 5', [-0.614151, -0.342959, 1.0]], ['2, k, 6', [-0.62501, -0.309543, 1.0]], ['2, k, 7', [-0.614856, -0.258879, 1.0]], ['2, k, 8', [-0.227066, -0.23277, 1.0]], ['2, k, 9', [-0.0926971, -0.33075, 1.0]], ['2, k, 10', [-0.0163343, -0.288467, 1.0]], ['2, k, 11', [0.0272119, -0.264192, 1.0]], ['2, k, 12', [-0.431183, -0.676326, 1.0]], ['2, k, 13', [-0.482753, -0.950744, 1.0]], ['2, k, 14', [-0.512223, -1.18683, 1.0]], ['2, k, 15', [-0.504204, -1.2277, 1.0]], ['2, k, 16', [-0.298323, -0.675373, 1.0]], ['2, k, 17', [-0.230759, -0.948924, 1.0]], ['2, k, 18', [-0.213579, -1.23834, 1.0]], ['2, k, 19', [-0.194691, -1.28947, 1.0]], ['2, k, 20', [-0.379939, -0.222836, 1.0]], ['2, k, 21', [-0.589953, -0.244523, 1.0]], ['2, k, 22', [-0.650594, -0.244832, 1.0]], ['2, k, 23', [0.0794704, -0.268298, 1.0]], ['2, k, 24', [-0.0125958, -0.260224, 1.0]]]
[['2, k, 0', [-0.369672, -0.68192, 1.0]], ['2, k, 1', [-0.376432, -0.416734, 1.0]], ['2, k, 2', [-0.381295, -0.155432, 1.0]], ['2, k, 3', [-0.37796, -0.0029094, 1.0]], ['2, k, 4', [-0.524702, -0.225727, 1.0]], ['2, k, 5', [-0.620741, -0.343594, 1.0]], ['2, k, 6', [-0.623094, -0.291726, 1.0]], ['2, k, 7', [-0.61409, -0.250313, 1.0]], ['2, k, 8', [-0.228062, -0.228601, 1.0]], ['2, k, 9', [-0.0820617, -0.355182, 1.0]], ['2, k, 10', [0.00150095, -0.330267, 1.0]], ['2, k, 11', [0.0305478, -0.259083, 1.0]], ['2, k, 12', [-0.431051, -0.673918, 1.0]], ['2, k, 13', [-0.482688, -0.95015, 1.0]], ['2, k, 14', [-0.515364, -1.18518, 1.0]], ['2, k, 15', [-0.481087, -1.23864, 1.0]], ['2, k, 16', [-0.298871, -0.672381, 1.0]], ['2, k, 17', [-0.232061, -0.948778, 1.0]], ['2, k, 18', [-0.215756, -1.23388, 1.0]], ['2, k, 19', [-0.197149, -1.28135, 1.0]], ['2, k, 20', [-0.380468, -0.220319, 1.0]], ['2, k, 21', [-0.593505, -0.236874, 1.0]], ['2, k, 22', [-0.669251, -0.242365, 1.0]], ['2, k, 23', [0.0499241, -0.257271, 1.0]], ['2, k, 24', [-0.0157973, -0.259626, 1.0]]]
[['2, k, 0', [-0.37, -0.68087, 1.0]], ['2, k, 1', [-0.376866, -0.415483, 1.0]], ['2, k, 2', [-0.3819, -0.153808, 1.0]], ['2, k, 3', [-0.378401, -0.00151007, 1.0]], ['2, k, 4', [-0.52493, -0.222945, 1.0]], ['2, k, 5', [-0.619048, -0.32818, 1.0]], ['2, k, 6', [-0.613259, -0.285641, 1.0]], ['2, k, 7', [-0.606984, -0.245229, 1.0]], ['2, k, 8', [-0.229275, -0.226958, 1.0]], ['2, k, 9', [-0.0839376, -0.340544, 1.0]], ['2, k, 10', [0.000332219, -0.330353, 1.0]], ['2, k, 11', [0.0310677, -0.256328, 1.0]], ['2, k, 12', [-0.431369, -0.67295, 1.0]], ['2, k, 13', [-0.482353, -0.949292, 1.0]], ['2, k, 14', [-0.514439, -1.18479, 1.0]], ['2, k, 15', [-0.507176, -1.22517, 1.0]], ['2, k, 16', [-0.299197, -0.67131, 1.0]], ['2, k, 17', [-0.235268, -0.950585, 1.0]], ['2, k, 18', [-0.212047, -1.24908, 1.0]], ['2, k, 19', [-0.191987, -1.29744, 1.0]], ['2, k, 20', [-0.38102, -0.218785, 1.0]], ['2, k, 21', [-0.582284, -0.234059, 1.0]], ['2, k, 22', [-0.648984, -0.233619, 1.0]], ['2, k, 23', [0.0423467, -0.252846, 1.0]], ['2, k, 24', [-0.0133289, -0.258599, 1.0]]]
[['2, k, 0', [-0.37031, -0.680149, 1.0]], ['2, k, 1', [-0.377368, -0.41434, 1.0]], ['2, k, 2', [-0.38266, -0.152124, 1.0]], ['2, k, 3', [-0.378649, -0.000685776, 1.0]], ['2, k, 4', [-0.525137, -0.221564, 1.0]], ['2, k, 5', [-0.618773, -0.325343, 1.0]], ['2, k, 6', [-0.615931, -0.283833, 1.0]], ['2, k, 7', [-0.60846, -0.240346, 1.0]], ['2, k, 8', [-0.229871, -0.226056, 1.0]], ['2, k, 9', [-0.0960715, -0.324154, 1.0]], ['2, k, 10', [0.000624344, -0.330123, 1.0]], ['2, k, 11', [0.0295712, -0.25218, 1.0]], ['2, k, 12', [-0.431632, -0.672295, 1.0]], ['2, k, 13', [-0.48318, -0.949953, 1.0]], ['2, k, 14', [-0.514457, -1.18551, 1.0]], ['2, k, 15', [-0.506831, -1.22561, 1.0]], ['2, k, 16', [-0.299548, -0.670548, 1.0]], ['2, k, 17', [-0.236043, -0.950128, 1.0]], ['2, k, 18', [-0.221131, -1.24683, 1.0]], ['2, k, 19', [-0.202634, -1.30285, 1.0]], ['2, k, 20', [-0.381703, -0.217239, 1.0]], ['2, k, 21', [-0.589877, -0.228436, 1.0]], ['2, k, 22', [-0.650827, -0.232239, 1.0]], ['2, k, 23', [0.0616132, -0.25288, 1.0]], ['2, k, 24', [-0.0119869, -0.248712, 1.0]]]
