[['2, k, 0', [0.0320035, -0.394373, 1.0]], ['2, k, 1', [0.00882675, -0.0807108, 1.0]], ['2, k, 2', [-0.0137987, 0.225279, 1.0]], ['2, k, 3', [-0.0227805, 0.377396, 1.0]], ['2, k, 4', [-0.181828, 0.116979, 1.0]], ['2, k, 5', [-0.279068, -0.146839, 1.0]], ['2, k, 6', [-0.350736, -0.36232, 1.0]], ['2, k, 7', [-0.352842, -0.434008, 1.0]], ['2, k, 8', [0.159902, 0.121049, 1.0]], ['2, k, 9', [0.281325, -0.124875, 1.0]], ['2, k, 10', [0.344132, -0.34068, 1.0]], ['2, k, 11', [0.346126, -0.400661, 1.0]], ['2, k, 12', [-0.0464373, -0.389626, 1.0]], ['2, k, 13', [-0.0585995, -0.798891, 1.0]], ['2, k, 14', [-0.0700248, -1.15105, 1.0]], ['2, k, 15', [-0.078064, -1.19434, 1.0]], ['2, k, 16', [0.109539, -0.387831, 1.0]], ['2, k, 17', [0.141552, -0.798359, 1.0]], ['2, k, 18', [0.145354, -1.14899, 1.0]], ['2, k, 19', [0.177002, -1.21289, 1.0]], ['2, k, 20', [-0.00821698, 0.149829, 1.0]], ['2, k, 21', [-0.36922, -0.482962, 1.0]], ['2, k, 22', [-0.278531, -0.454014, 1.0]], ['2, k, 23', [0.346689, -0.4502, 1.0]], ['2, k, 24', [0.389932, -0.391626, 1.0]]]
[['2, k, 0', [0.0337124, -0.349191, 1.0]], ['2, k, 1', [0.0123274, -0.0467849, 1.0]], ['2, k, 2', [-0.00669468, 0.248653, 1.0]], ['2, k, 3', [-0.0162284, 0.38649, 1.0]], ['2, k, 4', [-0.160615, 0.173113, 1.0]], ['2, k, 5', [-0.297711, 0.38052, 1.0]], ['2, k, 6', [-0.368957, 0.61044, 1.0]], ['2, k, 7', [-0.373221, 0.70442, 1.0]], ['2, k, 8', [0.162795, 0.208157, 1.0]], ['2, k, 9', [0.307635, 0.40453, 1.0]], ['2, k, 10', [0.329078, 0.656055, 1.0]], ['2, k, 11', [0.326031, 0.727496, 1.0]], ['2, k, 12', [-0.0430236, -0.34872, 1.0]], ['2, k, 13', [-0.0564141, -0.782159, 1.0]], ['2, k, 14', [-0.0682229, -1.15167, 1.0]], ['2, k, 15', [-0.0853938, -1.20676, 1.0]], ['2, k, 16', [0.109421, -0.339802, 1.0]], ['2, k, 17', [0.139786, -0.769936, 1.0]], ['2, k, 18', [0.146481, -1.14269, 1.0]], ['2, k, 19', [0.183628, -1.20322, 1.0]], ['2, k, 20', [-0.00223071, 0.175858, 1.0]], ['2, k, 21', [-0.380154, 0.762038, 1.0]], ['2, k, 22', [-0.29425, 0.721968, 1.0]], ['2, k, 23', [0.338964, 0.773441, 1.0]], ['2, k, 24', [0.246568, 0.739371, 1.0]]]
[['2, k, 0', [0.0337908, -0.349184, 1.0]], ['2, k, 1', [0.0131896, -0.0470076, 1.0]], ['2, k, 2', [-0.0044365, 0.247673, 1.0]], ['2, k, 3', [-0.0156111, 0.386444, 1.0]], ['2, k, 4', [-0.160424, 0.173768, 1.0]], ['2, k, 5', [-0.297761, 0.381048, 1.0]], ['2, k, 6', [-0.368935, 0.610953, 1.0]], ['2, k, 7', [-0.372499, 0.704112, 1.0]], ['2, k, 8', [0.163294, 0.207847, 1.0]], ['2, k, 9', [0.307277, 0.406627, 1.0]], ['2, k, 10', [0.329064, 0.658796, 1.0]], ['2, k, 11', [0.325831, 0.725708, 1.0]], ['2, k, 12', [-0.0429887, -0.348697, 1.0]], ['2, k, 13', [-0.0564224, -0.782225, 1.0]], ['2, k, 14', [-0.0684668, -1.15039, 1.0]], ['2, k, 15', [-0.0850505, -1.2068, 1.0]], ['2, k, 16', [0.109551, -0.339824, 1.0]], ['2, k, 17', [0.139806, -0.769735, 1.0]], ['2, k, 18', [0.146368, -1.14207, 1.0]], ['2, k, 19', [0.183514, -1.20321, 1.0]], ['2, k, 20', [-0.000275888, 0.175086, 1.0]], ['2, k, 21', [-0.380142, 0.761484, 1.0]], ['2, k, 22', [-0.292164, 0.721593, 1.0]], ['2, k, 23', [0.341222, 0.773166, 1.0]], ['2, k, 24', [0.247967, 0.738037, 1.0]]]
[['2, k, 0', [0.0339328, -0.349331, 1.0]], ['2, k, 1', [0.0138709, -0.0469814, 1.0]], ['2, k, 2', [-0.00312914, 0.248, 1.0]], ['2, k, 3', [-0.0147408, 0.386262, 1.0]], ['2, k, 4', [-0.160404, 0.1738, 1.0]], ['2, k, 5', [-0.297731, 0.380884, 1.0]], ['2, k, 6', [-0.368868, 0.610854, 1.0]], ['2, k, 7', [-0.372575, 0.701842, 1.0]], ['2, k, 8', [0.163187, 0.207006, 1.0]], ['2, k, 9', [0.316573, 0.401512, 1.0]], ['2, k, 10', [0.331341, 0.654102, 1.0]], ['2, k, 11', [0.328923, 0.721193, 1.0]], ['2, k, 12', [-0.0428423, -0.348791, 1.0]], ['2, k, 13', [-0.0562361, -0.782143, 1.0]], ['2, k, 14', [-0.0668684, -1.15667, 1.0]], ['2, k, 15', [-0.0846288, -1.20599, 1.0]], ['2, k, 16', [0.109671, -0.339995, 1.0]], ['2, k, 17', [0.13954, -0.773457, 1.0]], ['2, k, 18', [0.146764, -1.14247, 1.0]], ['2, k, 19', [0.183794, -1.20551, 1.0]], ['2, k, 20', [0.000918953, 0.17532, 1.0]], ['2, k, 21', [-0.376015, 0.754565, 1.0]], ['2, k, 22', [-0.291699, 0.720339, 1.0]], ['2, k, 23', [0.344321, 0.76438, 1.0]], ['2, k, 24', [0.25268, 0.732157, 1.0]]]
[['2, k, 0', [0.0339241, -0.349492, 1.0]], ['2, k, 1', [0.014409, -0.0473551, 1.0]], ['2, k, 2', [-0.00198046, 0.247349, 1.0]], ['2, k, 3', [-0.0142807, 0.386299, 1.0]], ['2, k, 4', [-0.159985, 0.173008, 1.0]], ['2, k, 5', [-0.297738, 0.380076, 1.0]], ['2, k, 6', [-0.368867, 0.610619, 1.0]], ['2, k, 7', [-0.371086, 0.699323, 1.0]], ['2, k, 8', [0.16323, 0.206294, 1.0]], ['2, k, 9', [0.312837, 0.399488, 1.0]], ['2, k, 10', [0.333449, 0.640146, 1.0]], ['2, k, 11', [0.329702, 0.715731, 1.0]], ['2, k, 12', [-0.042826, -0.348901, 1.0]], ['2, k, 13', [-0.0561788, -0.782089, 1.0]], ['2, k, 14', [-0.067219, -1.15296, 1.0]], ['2, k, 15', [-0.0839143, -1.20671, 1.0]], ['2, k, 16', [0.109633, -0.340201, 1.0]], ['2, k, 17', [0.139772, -0.773224, 1.0]], ['2, k, 18', [0.146936, -1.14368, 1.0]], ['2, k, 19', [0.181531, -1.20675, 1.0]], ['2, k, 20', [0.00195692, 0.174717, 1.0]], ['2, k, 21', [-0.377782, 0.752057, 1.0]], ['2, k, 22', [-0.291994, 0.718515, 1.0]], ['2, k, 23', [0.342671, 0.761602, 1.0]], ['2, k, 24', [0.251134, 0.730032, 1.0]]]
[['2, k, 0', [0.0344035, -0.349553, 1.0]], ['2, k, 1', [0.0151839, -0.047376, 1.0]], ['2, k, 2', [-0.00127061, 0.247342, 1.0]], ['2, k, 3', [-0.013817, 0.386006, 1.0]], ['2, k, 4', [-0.159829, 0.17308, 1.0]], ['2, k, 5', [-0.297803, 0.379407, 1.0]], ['2, k, 6', [-0.369656, 0.609978, 1.0]], ['2, k, 7', [-0.371424, 0.697089, 1.0]], ['2, k, 8', [0.164433, 0.20508, 1.0]], ['2, k, 9', [0.31145, 0.398059, 1.0]], ['2, k, 10', [0.33384, 0.639126, 1.0]], ['2, k, 11', [0.33059, 0.7104, 1.0]], ['2, k, 12', [-0.0424281, -0.348905, 1.0]], ['2, k, 13', [-0.0561331, -0.781561, 1.0]], ['2, k, 14', [-0.0670644, -1.15381, 1.0]], ['2, k, 15', [-0.0848198, -1.20675, 1.0]], ['2, k, 16', [0.110183, -0.34031, 1.0]], ['2, k, 17', [0.14008, -0.772539, 1.0]], ['2, k, 18', [0.148362, -1.14554, 1.0]], ['2, k, 19', [0.182427, -1.20782, 1.0]], ['2, k, 20', [0.00271587, 0.174706, 1.0]], ['2, k, 21', [-0.376187, 0.747556, 1.0]], ['2, k, 22', [-0.291749, 0.713948, 1.0]], ['2, k, 23', [0.348977, 0.756373, 1.0]], ['2, k, 24', [0.252639, 0.721166, 1.0]]]
[['2, k, 0', [0.0347308, -0.34968, 1.0]], ['2, k, 1', [0.0160351, -0.0473232, 1.0]], ['2, k, 2', [-0.000201096, 0.247667, 1.0]], ['2, k, 3', [-0.0132376, 0.386067, 1.0]], ['2, k, 4', [-0.159523, 0.172641, 1.0]], ['2, k, 5', [-0.297586, 0.377979, 1.0]], ['2, k, 6', [-0.369643, 0.608652, 1.0]], ['2, k, 7', [-0.371413, 0.692171, 1.0]], ['2, k, 8', [0.164415, 0.204723, 1.0]], ['2, k, 9', [0.310475, 0.39598, 1.0]], ['2, k, 10', [0.334298, 0.637492, 1.0]], ['2, k, 11', [0.329314, 0.704533, 1.0]], ['2, k, 12', [-0.0421464, -0.349047, 1.0]], ['2, k, 13', [-0.0559857, -0.781199, 1.0]], ['2, k, 14', [-0.0674578, -1.15443, 1.0]], ['2, k, 15', [-0.0820323, -1.21538, 1.0]], ['2, k, 16', [0.110635, -0.34042, 1.0]], ['2, k, 17', [0.140399, -0.769352, 1.0]], ['2, k, 18', [0.147793, -1.1456, 1.0]], ['2, k, 19', [0.183027, -1.20649, 1.0]], ['2, k, 20', [0.00375939, 0.174957, 1.0]], ['2, k, 21', [-0.376144, 0.739619, 1.0]], ['2, k, 22', [-0.291647, 0.706259, 1.0]], ['2, k, 23', [0.340108, 0.749788, 1.0]], ['2, k, 24', [0.249519, 0.714084, 1.0]]]
[['2, k, 0', [0.0353266, -0.34991, 1.0]], ['2, k, 1', [0.0171523, -0.0475806, 1.0]], ['2, k, 2', [0.000847006, 0.247414, 1.0]], ['2, k, 3', [-0.0125714, 0.386234, 1.0]], ['2, k, 4', [-0.158775, 0.171722, 1.0]], ['2, k, 5', [-0.297749, 0.377036, 1.0]], ['2, k, 6', [-0.369858, 0.606358, 1.0]], ['2, k, 7', [-0.369104, 0.683714, 1.0]], ['2, k, 8', [0.164423, 0.204726, 1.0]], ['2, k, 9', [0.310159, 0.393113, 1.0]], ['2, k, 10', [0.335581, 0.633143, 1.0]], ['2, k, 11', [0.329545, 0.698286, 1.0]], ['2, k, 12', [-0.0415419, -0.349383, 1.0]], ['2, k, 13', [-0.0559262, -0.781049, 1.0]], ['2, k, 14', [-0.0669841, -1.15262, 1.0]], ['2, k, 15', [-0.0824343, -1.21326, 1.0]], ['2, k, 16', [0.111239, -0.340553, 1.0]], ['2, k, 17', [0.140671, -0.769912, 1.0]], ['2, k, 18', [0.147806, -1.14598, 1.0]], ['2, k, 19', [0.181625, -1.20534, 1.0]], ['2, k, 20', [0.00485361, 0.174697, 1.0]], ['2, k, 21', [-0.374598, 0.731715, 1.0]], ['2, k, 22', [-0.283305, 0.701628, 1.0]], ['2, k, 23', [0.343504, 0.742164, 1.0]], ['2, k, 24', [0.249981, 0.708314, 1.0]]]
[['2, k, 0', [0.0360306, -0.349881, 1.0]], ['2, k, 1', [0.0182369, -0.0477616, 1.0]], ['2, k, 2', [0.00192029, 0.24692, 1.0]], ['2, k, 3', [-0.0116577, 0.38659, 1.0]], ['2, k, 4', [-0.158341, 0.170819, 1.0]], ['2, k, 5', [-0.298646, 0.375413, 1.0]], ['2, k, 6', [-0.369575, 0.602312, 1.0]], ['2, k, 7', [-0.371131, 0.673692, 1.0]], ['2, k, 8', [0.166421, 0.206065, 1.0]], ['2, k, 9', [0.310321, 0.389054, 1.0]], ['2, k, 10', [0.33585, 0.624773, 1.0]], ['2, k, 11', [0.329408, 0.688982, 1.0]], ['2, k, 12', [-0.0409119, -0.349332, 1.0]], ['2, k, 13', [-0.055885, -0.78092, 1.0]], ['2, k, 14', [-0.067059, -1.15371, 1.0]], ['2, k, 15', [-0.0828462, -1.21641, 1.0]], ['2, k, 16', [0.112005, -0.34053, 1.0]], ['2, k, 17', [0.140563, -0.774252, 1.0]], ['2, k, 18', [0.146748, -1.15061, 1.0]], ['2, k, 19', [0.177834, -1.20608, 1.0]], ['2, k, 20', [0.00594482, 0.174282, 1.0]], ['2, k, 21', [-0.375573, 0.721245, 1.0]], ['2, k, 22', [-0.284025, 0.689852, 1.0]], ['2, k, 23', [0.345757, 0.728936, 1.0]], ['2, k, 24', [0.246685, 0.698887, 1.0]]]
[['2, k, 0', [0.0367757, -0.350028, 1.0]], ['2, k, 1', [0.0190521, -0.0477261, 1.0]], ['2, k, 2', [0.00257873, 0.247135, 1.0]], ['2, k, 3', [-0.0109076, 0.386952, 1.0]], ['2, k, 4', [-0.157875, 0.169903, 1.0]], ['2, k, 5', [-0.299775, 0.371521, 1.0]], ['2, k, 6', [-0.370529, 0.595852, 1.0]], ['2, k, 7', [-0.370519, 0.664016, 1.0]], ['2, k, 8', [0.166353, 0.205951, 1.0]], ['2, k, 9', [0.327708, 0.3744, 1.0]], ['2, k, 10', [0.337451, 0.613425, 1.0]], ['2, k, 11', [0.333545, 0.67543, 1.0]], ['2, k, 12', [-0.0402263, -0.349503, 1.0]], ['2, k, 13', [-0.055711, -0.780733, 1.0]], ['2, k, 14', [-0.0681703, -1.14882, 1.0]], ['2, k, 15', [-0.0862142, -1.21236, 1.0]], ['2, k, 16', [0.112786, -0.340633, 1.0]], ['2, k, 17', [0.140826, -0.773972, 1.0]], ['2, k, 18', [0.146819, -1.15173, 1.0]], ['2, k, 19', [0.178542, -1.20644, 1.0]], ['2, k, 20', [0.00664995, 0.174451, 1.0]], ['2, k, 21', [-0.379875, 0.71186, 1.0]], ['2, k, 22', [-0.280668, 0.679481, 1.0]], ['2, k, 23', [0.34371, 0.717822, 1.0]], ['2, k, 24', [0.252507, 0.684289, 1.0]]]
[['2, k, 0', [0.0375526, -0.350073, 1.0]], ['2, k, 1', [0.0198179, -0.0476452, 1.0]], ['2, k, 2', [0.00309898, 0.247303, 1.0]], ['2, k, 3', [-0.0102653, 0.387387, 1.0]], ['2, k, 4', [-0.157672, 0.169175, 1.0]], ['2, k, 5', [-0.301182, 0.368846, 1.0]], ['2, k, 6', [-0.370406, 0.589598, 1.0]], ['2, k, 7', [-0.371604, 0.652884, 1.0]], ['2, k, 8', [0.167918, 0.206704, 1.0]], ['2, k, 9', [0.331902, 0.370585, 1.0]], ['2, k, 10', [0.337841, 0.604471, 1.0]], ['2, k, 11', [0.332833, 0.665024, 1.0]], ['2, k, 12', [-0.0393992, -0.349597, 1.0]], ['2, k, 13', [-0.0556008, -0.780713, 1.0]], ['2, k, 14', [-0.0681744, -1.14903, 1.0]], ['2, k, 15', [-0.0862963, -1.21178, 1.0]], ['2, k, 16', [0.113501, -0.340617, 1.0]], ['2, k, 17', [0.140821, -0.776582, 1.0]], ['2, k, 18', [0.147753, -1.14723, 1.0]], ['2, k, 19', [0.177637, -1.20519, 1.0]], ['2, k, 20', [0.00723683, 0.174598, 1.0]], ['2, k, 21', [-0.375798, 0.697196, 1.0]], ['2, k, 22', [-0.283286, 0.667291, 1.0]], ['2, k, 23', [0.345283, 0.709405, 1.0]], ['2, k, 24', [0.252386, 0.672488, 1.0]]]
[['2, k, 0', [0.0386507, -0.350509, 1.0]], ['2, k, 1', [0.0204901, -0.0478989, 1.0]], ['2, k, 2', [0.00333954, 0.247177, 1.0]], ['2, k, 3', [-0.0097447, 0.388975, 1.0]], ['2, k, 4', [-0.157137, 0.168278, 1.0]], ['2, k, 5', [-0.302445, 0.36249, 1.0]], ['2, k, 6', [-0.372414, 0.57998, 1.0]], ['2, k, 7', [-0.372526, 0.64046, 1.0]], ['2, k, 8', [0.167707, 0.206488, 1.0]], ['2, k, 9', [0.335566, 0.365258, 1.0]], ['2, k, 10', [0.339591, 0.593087, 1.0]], ['2, k, 11', [0.332246, 0.649786, 1.0]], ['2, k, 12', [-0.0382819, -0.350165, 1.0]], ['2, k, 13', [-0.0551482, -0.7818, 1.0]], ['2, k, 14', [-0.0685356, -1.15072, 1.0]], ['2, k, 15', [-0.0858034, -1.21073, 1.0]], ['2, k, 16', [0.114552, -0.340906, 1.0]], ['2, k, 17', [0.141534, -0.77514, 1.0]], ['2, k, 18', [0.147934, -1.14871, 1.0]], ['2, k, 19', [0.178614, -1.20492, 1.0]], ['2, k, 20', [0.0075686, 0.174444, 1.0]], ['2, k, 21', [-0.375155, 0.67952, 1.0]], ['2, k, 22', [-0.283457, 0.652999, 1.0]], ['2, k, 23', [0.345299, 0.69113, 1.0]], ['2, k, 24', [0.249544, 0.655631, 1.0]]]
[['2, k, 0', [0.0395723, -0.350799, 1.0]], ['2, k, 1', [0.0210708, -0.0480274, 1.0]], ['2, k, 2', [0.00350965, 0.247175, 1.0]], ['2, k, 3', [-0.00951303, 0.389387, 1.0]], ['2, k, 4', [-0.156758, 0.166989, 1.0]], ['2, k, 5', [-0.304598, 0.355099, 1.0]], ['2, k, 6', [-0.374511, 0.570427, 1.0]], ['2, k, 7', [-0.370037, 0.626574, 1.0]], ['2, k, 8', [0.167503, 0.206245, 1.0]], ['2, k, 9', [0.339527, 0.358505, 1.0]], ['2, k, 10', [0.340803, 0.578658, 1.0]], ['2, k, 11', [0.33434, 0.631927, 1.0]], ['2, k, 12', [-0.0374077, -0.350517, 1.0]], ['2, k, 13', [-0.0548582, -0.782001, 1.0]], ['2, k, 14', [-0.0706073, -1.15374, 1.0]], ['2, k, 15', [-0.085637, -1.21081, 1.0]], ['2, k, 16', [0.115501, -0.341109, 1.0]], ['2, k, 17', [0.142108, -0.774584, 1.0]], ['2, k, 18', [0.148341, -1.14983, 1.0]], ['2, k, 19', [0.179119, -1.21035, 1.0]], ['2, k, 20', [0.0078443, 0.174409, 1.0]], ['2, k, 21', [-0.373736, 0.664895, 1.0]], ['2, k, 22', [-0.28161, 0.638796, 1.0]], ['2, k, 23', [0.34441, 0.667918, 1.0]], ['2, k, 24', [0.248203, 0.635916, 1.0]]]
[['2, k, 0', [0.0406687, -0.351128, 1.0]], ['2, k, 1', [0.0215916, -0.048005, 1.0]], ['2, k, 2', [0.00364224, 0.247347, 1.0]], ['2, k, 3', [-0.00937966, 0.390719, 1.0]], ['2, k, 4', [-0.156495, 0.165708, 1.0]], ['2, k, 5', [-0.30747, 0.348741, 1.0]], ['2, k, 6', [-0.366526, 0.544743, 1.0]], ['2, k, 7', [-0.372698, 0.6091, 1.0]], ['2, k, 8', [0.168179, 0.206477, 1.0]], ['2, k, 9', [0.329028, 0.354362, 1.0]], ['2, k, 10', [0.340395, 0.56461, 1.0]], ['2, k, 11', [0.332827, 0.614826, 1.0]], ['2, k, 12', [-0.0363098, -0.350908, 1.0]], ['2, k, 13', [-0.0546623, -0.782157, 1.0]], ['2, k, 14', [-0.070333, -1.15486, 1.0]], ['2, k, 15', [-0.0853495, -1.21057, 1.0]], ['2, k, 16', [0.116563, -0.341356, 1.0]], ['2, k, 17', [0.142294, -0.778068, 1.0]], ['2, k, 18', [0.148391, -1.14967, 1.0]], ['2, k, 19', [0.182083, -1.21159, 1.0]], ['2, k, 20', [0.00804749, 0.174554, 1.0]], ['2, k, 21', [-0.375806, 0.653391, 1.0]], ['2, k, 22', [-0.283855, 0.621252, 1.0]], ['2, k, 23', [0.343989, 0.647091, 1.0]], ['2, k, 24', [0.251964, 0.625698, 1.0]]]
[['2, k, 0', [0.0417961, -0.351897, 1.0]], ['2, k, 1', [0.0222572, -0.0482987, 1.0]], ['2, k, 2', [0.00387562, 0.247405, 1.0]], ['2, k, 3', [-0.00940374, 0.392738, 1.0]], ['2, k, 4', [-0.155382, 0.16263, 1.0]], ['2, k, 5', [-0.3097, 0.341404, 1.0]], ['2, k, 6', [-0.372118, 0.538931, 1.0]], ['2, k, 7', [-0.369564, 0.59193, 1.0]], ['2, k, 8', [0.167741, 0.20562, 1.0]], ['2, k, 9', [0.323864, 0.348393, 1.0]], ['2, k, 10', [0.34178, 0.5478, 1.0]], ['2, k, 11', [0.336453, 0.595165, 1.0]], ['2, k, 12', [-0.0351508, -0.351897, 1.0]], ['2, k, 13', [-0.0542567, -0.781821, 1.0]], ['2, k, 14', [-0.0701515, -1.15453, 1.0]], ['2, k, 15', [-0.0871682, -1.20943, 1.0]], ['2, k, 16', [0.117616, -0.341902, 1.0]], ['2, k, 17', [0.142388, -0.778089, 1.0]], ['2, k, 18', [0.148408, -1.14972, 1.0]], ['2, k, 19', [0.182905, -1.21042, 1.0]], ['2, k, 20', [0.00838043, 0.174533, 1.0]], ['2, k, 21', [-0.376158, 0.626984, 1.0]], ['2, k, 22', [-0.283059, 0.598333, 1.0]], ['2, k, 23', [0.348, 0.627901, 1.0]], ['2, k, 24', [0.251291, 0.597034, 1.0]]]
[['2, k, 0', [0.0426844, -0.352685, 1.0]], ['2, k, 1', [0.0226544, -0.0484347, 1.0]], ['2, k, 2', [0.00380741, 0.247842, 1.0]], ['2, k, 3', [-0.00935921, 0.396104, 1.0]], ['2, k, 4', [-0.155177, 0.161007, 1.0]], ['2, k, 5', [-0.311112, 0.332974, 1.0]], ['2, k, 6', [-0.358814, 0.505307, 1.0]], ['2, k, 7', [-0.369481, 0.56671, 1.0]], ['2, k, 8', [0.167176, 0.204519, 1.0]], ['2, k, 9', [0.322398, 0.343544, 1.0]], ['2, k, 10', [0.344337, 0.520175, 1.0]], ['2, k, 11', [0.336258, 0.573605, 1.0]], ['2, k, 12', [-0.0343793, -0.352724, 1.0]], ['2, k, 13', [-0.0540365, -0.781586, 1.0]], ['2, k, 14', [-0.0696574, -1.15437, 1.0]], ['2, k, 15', [-0.086847, -1.20077, 1.0]], ['2, k, 16', [0.118587, -0.342616, 1.0]], ['2, k, 17', [0.142427, -0.778153, 1.0]], ['2, k, 18', [0.148392, -1.1497, 1.0]], ['2, k, 19', [0.183429, -1.21037, 1.0]], ['2, k, 20', [0.0084388, 0.174811, 1.0]], ['2, k, 21', [-0.370745, 0.603335, 1.0]], ['2, k, 22', [-0.281592, 0.570678, 1.0]], ['2, k, 23', [0.350784, 0.602416, 1.0]], ['2, k, 24', [0.252787, 0.577278, 1.0]]]
[['2, k, 0', [0.0431518, -0.353221, 1.0]], ['2, k, 1', [0.0228113, -0.0484651, 1.0]], ['2, k, 2', [0.00358622, 0.248387, 1.0]], ['2, k, 3', [-0.00940533, 0.396822, 1.0]], ['2, k, 4', [-0.154741, 0.160076, 1.0]], ['2, k, 5', [-0.312936, 0.321854, 1.0]], ['2, k, 6', [-0.364279, 0.47795, 1.0]], ['2, k, 7', [-0.370352, 0.538542, 1.0]], ['2, k, 8', [0.166721, 0.20323, 1.0]], ['2, k, 9', [0.320974, 0.33536, 1.0]], ['2, k, 10', [0.347512, 0.501908, 1.0]], ['2, k, 11', [0.341748, 0.547427, 1.0]], ['2, k, 12', [-0.0340206, -0.3532, 1.0]], ['2, k, 13', [-0.053787, -0.781622, 1.0]], ['2, k, 14', [-0.0697801, -1.15312, 1.0]], ['2, k, 15', [-0.0868545, -1.20211, 1.0]], ['2, k, 16', [0.119151, -0.343194, 1.0]], ['2, k, 17', [0.142457, -0.781606, 1.0]], ['2, k, 18', [0.148476, -1.15173, 1.0]], ['2, k, 19', [0.182997, -1.20947, 1.0]], ['2, k, 20', [0.00833763, 0.175177, 1.0]], ['2, k, 21', [-0.372625, 0.570606, 1.0]], ['2, k, 22', [-0.278754, 0.54388, 1.0]], ['2, k, 23', [0.355719, 0.576802, 1.0]], ['2, k, 24', [0.26177, 0.545282, 1.0]]]
[['2, k, 0', [0.0435168, -0.353974, 1.0]], ['2, k, 1', [0.0229863, -0.0487813, 1.0]], ['2, k, 2', [0.00354778, 0.248403, 1.0]], ['2, k, 3', [-0.00955515, 0.396888, 1.0]], ['2, k, 4', [-0.154443, 0.159824, 1.0]], ['2, k, 5', [-0.30938, 0.297823, 1.0]], ['2, k, 6', [-0.364695, 0.443951, 1.0]], ['2, k, 7', [-0.369014, 0.509253, 1.0]], ['2, k, 8', [0.167416, 0.198063, 1.0]], ['2, k, 9', [0.321079, 0.324385, 1.0]], ['2, k, 10', [0.351566, 0.470134, 1.0]], ['2, k, 11', [0.344741, 0.519725, 1.0]], ['2, k, 12', [-0.0338275, -0.35373, 1.0]], ['2, k, 13', [-0.0535029, -0.782228, 1.0]], ['2, k, 14', [-0.0696892, -1.1536, 1.0]], ['2, k, 15', [-0.0870539, -1.20359, 1.0]], ['2, k, 16', [0.119712, -0.344173, 1.0]], ['2, k, 17', [0.142473, -0.783261, 1.0]], ['2, k, 18', [0.148144, -1.15193, 1.0]], ['2, k, 19', [0.182787, -1.20958, 1.0]], ['2, k, 20', [0.00834601, 0.175125, 1.0]], ['2, k, 21', [-0.369839, 0.541671, 1.0]], ['2, k, 22', [-0.280162, 0.515527, 1.0]], ['2, k, 23', [0.356293, 0.545655, 1.0]], ['2, k, 24', [0.266632, 0.519773, 1.0]]]
[['2, k, 0', [0.0442461, -0.355143, 1.0]], ['2, k, 1', [0.0230215, -0.049241, 1.0]], ['2, k, 2', [0.00291631, 0.248442, 1.0]], ['2, k, 3', [-0.00999547, 0.395853, 1.0]], ['2, k, 4', [-0.153687, 0.158744, 1.0]], ['2, k, 5', [-0.30788, 0.281872, 1.0]], ['2, k, 6', [-0.363878, 0.424794, 1.0]], ['2, k, 7', [-0.371228, 0.471963, 1.0]], ['2, k, 8', [0.167117, 0.193396, 1.0]], ['2, k, 9', [0.32166, 0.302446, 1.0]], ['2, k, 10', [0.352915, 0.449761, 1.0]], ['2, k, 11', [0.343895, 0.490258, 1.0]], ['2, k, 12', [-0.0333592, -0.355113, 1.0]], ['2, k, 13', [-0.0534122, -0.782661, 1.0]], ['2, k, 14', [-0.0687201, -1.1544, 1.0]], ['2, k, 15', [-0.086963, -1.20375, 1.0]], ['2, k, 16', [0.120664, -0.345123, 1.0]], ['2, k, 17', [0.143089, -0.781466, 1.0]], ['2, k, 18', [0.148029, -1.15521, 1.0]], ['2, k, 19', [0.184289, -1.21094, 1.0]], ['2, k, 20', [0.00790394, 0.175041, 1.0]], ['2, k, 21', [-0.365409, 0.502212, 1.0]], ['2, k, 22', [-0.2791, 0.482419, 1.0]], ['2, k, 23', [0.358008, 0.514776, 1.0]], ['2, k, 24', [0.266574, 0.493253, 1.0]]]
[['2, k, 0', [0.0444309, -0.35592, 1.0]], ['2, k, 1', [0.0230124, -0.049369, 1.0]], ['2, k, 2', [0.0027483, 0.248536, 1.0]], ['2, k, 3', [-0.0100396, 0.395739, 1.0]], ['2, k, 4', [-0.155547, 0.15177, 1.0]], ['2, k, 5', [-0.304303, 0.265368, 1.0]], ['2, k, 6', [-0.364888, 0.393251, 1.0]], ['2, k, 7', [-0.371886, 0.439657, 1.0]], ['2, k, 8', [0.167309, 0.189884, 1.0]], ['2, k, 9', [0.322128, 0.285294, 1.0]], ['2, k, 10', [0.352274, 0.41774, 1.0]], ['2, k, 11', [0.345417, 0.457738, 1.0]], ['2, k, 12', [-0.0332795, -0.355842, 1.0]], ['2, k, 13', [-0.0533535, -0.782763, 1.0]], ['2, k, 14', [-0.0685256, -1.15208, 1.0]], ['2, k, 15', [-0.0868551, -1.20384, 1.0]], ['2, k, 16', [0.120949, -0.345913, 1.0]], ['2, k, 17', [0.143559, -0.777619, 1.0]], ['2, k, 18', [0.147474, -1.14913, 1.0]], ['2, k, 19', [0.181661, -1.19939, 1.0]], ['2, k, 20', [0.0078174, 0.17506, 1.0]], ['2, k, 21', [-0.365063, 0.470571, 1.0]], ['2, k, 22', [-0.317862, 0.449977, 1.0]], ['2, k, 23', [0.358258, 0.478738, 1.0]], ['2, k, 24', [0.261703, 0.457049, 1.0]]]
