[['2, k, 0', [-0.2060247, -0.1126299, 1.0]], ['2, k, 1', [-0.2112387, 0.196314, 1.0]], ['2, k, 2', [-0.2154632, 0.4937787, 1.0]], ['2, k, 3', [-0.2349379, 0.6212134, 1.0]], ['2, k, 4', [-0.3837932, 0.3711833, 1.0]], ['2, k, 5', [-0.4084539, 0.1055189, 1.0]], ['2, k, 6', [-0.4079059, -0.1050849, 1.0]], ['2, k, 7', [-0.4287401, -0.1476467, 1.0]], ['2, k, 8', [-0.0616991, 0.3784129, 1.0]], ['2, k, 9', [0.00105606, 0.1192739, 1.0]], ['2, k, 10', [0.01867651, -0.09157708, 1.0]], ['2, k, 11', [-0.0027915, -0.1282042, 1.0]], ['2, k, 12', [-0.278668, -0.1116843, 1.0]], ['2, k, 13', [-0.2770512, -0.4667405, 1.0]], ['2, k, 14', [-0.2222371, -0.779551, 1.0]], ['2, k, 15', [-0.2598407, -0.7045928, 1.0]], ['2, k, 16', [-0.126169, -0.1096314, 1.0]], ['2, k, 17', [-0.06664059, -0.4895334, 1.0]], ['2, k, 18', [-0.1474236, -0.7738816, 1.0]], ['2, k, 19', [-0.0384065, -0.741281, 1.0]], ['2, k, 20', [-0.2146334, 0.4210272, 1.0]], ['2, k, 21', [-0.4359891, -0.2209352, 1.0]], ['2, k, 22', [-0.4692384, -0.144831, 1.0]], ['2, k, 23', [0.005270764, -0.1959276, 1.0]], ['2, k, 24', [-0.04093796, -0.1398831, 1.0]]]
[['2, k, 0', [-0.2068272, -0.1122634, 1.0]], ['2, k, 1', [-0.2141479, 0.1963717, 1.0]], ['2, k, 2', [-0.2189405, 0.4931578, 1.0]], ['2, k, 3', [-0.2296896, 0.6231514, 1.0]], ['2, k, 4', [-0.3806177, 0.3678898, 1.0]], ['2, k, 5', [-0.4160113, 0.08545678, 1.0]], ['2, k, 6', [-0.4183658, -0.1274126, 1.0]], ['2, k, 7', [-0.4171877, -0.1750409, 1.0]], ['2, k, 8', [-0.06398746, 0.3803998, 1.0]], ['2, k, 9', [-0.002859803, 0.1203272, 1.0]], ['2, k, 10', [0.01456811, -0.09063745, 1.0]], ['2, k, 11', [-0.006968882, -0.1279149, 1.0]], ['2, k, 12', [-0.279553, -0.1112711, 1.0]], ['2, k, 13', [-0.2792821, -0.4659598, 1.0]], ['2, k, 14', [-0.2229126, -0.7775689, 1.0]], ['2, k, 15', [-0.2627118, -0.7057534, 1.0]], ['2, k, 16', [-0.1267414, -0.1093448, 1.0]], ['2, k, 17', [-0.06840235, -0.4928641, 1.0]], ['2, k, 18', [-0.1568557, -0.7728721, 1.0]], ['2, k, 19', [-0.04799702, -0.7412544, 1.0]], ['2, k, 20', [-0.2181646, 0.4205151, 1.0]], ['2, k, 21', [-0.4189974, -0.2590783, 1.0]], ['2, k, 22', [-0.4569021, -0.1626257, 1.0]], ['2, k, 23', [0.001509925, -0.196337, 1.0]], ['2, k, 24', [-0.04652986, -0.133742, 1.0]]]
[['2, k, 0', [-0.2081615, -0.1129601, 1.0]], ['2, k, 1', [-0.2144314, 0.1960952, 1.0]], ['2, k, 2', [-0.2184746, 0.4931707, 1.0]], ['2, k, 3', [-0.2299117, 0.6228052, 1.0]], ['2, k, 4', [-0.3802757, 0.3678203, 1.0]], ['2, k, 5', [-0.4191988, 0.08474912, 1.0]], ['2, k, 6', [-0.4230567, -0.127887, 1.0]], ['2, k, 7', [-0.4228754, -0.1677708, 1.0]], ['2, k, 8', [-0.06383222, 0.3803121, 1.0]], ['2, k, 9', [-0.002818866, 0.1197272, 1.0]], ['2, k, 10', [0.01451582, -0.09126443, 1.0]], ['2, k, 11', [-0.00639514, -0.1265621, 1.0]], ['2, k, 12', [-0.2806706, -0.1117124, 1.0]], ['2, k, 13', [-0.2793407, -0.4660749, 1.0]], ['2, k, 14', [-0.2223399, -0.7775841, 1.0]], ['2, k, 15', [-0.2620744, -0.7051421, 1.0]], ['2, k, 16', [-0.1282786, -0.1103084, 1.0]], ['2, k, 17', [-0.06873975, -0.4919918, 1.0]], ['2, k, 18', [-0.1472003, -0.7716184, 1.0]], ['2, k, 19', [-0.04012677, -0.7402683, 1.0]], ['2, k, 20', [-0.2179254, 0.4204365, 1.0]], ['2, k, 21', [-0.4150832, -0.2564969, 1.0]], ['2, k, 22', [-0.4661166, -0.1736316, 1.0]], ['2, k, 23', [-0.002950088, -0.1961184, 1.0]], ['2, k, 24', [-0.04760326, -0.113447, 1.0]]]
[['2, k, 0', [-0.2083912, -0.1130602, 1.0]], ['2, k, 1', [-0.2143958, 0.1960263, 1.0]], ['2, k, 2', [-0.2178686, 0.4932283, 1.0]], ['2, k, 3', [-0.2304728, 0.6225095, 1.0]], ['2, k, 4', [-0.3801965, 0.3682326, 1.0]], ['2, k, 5', [-0.4234211, 0.085893, 1.0]], ['2, k, 6', [-0.4272675, -0.1266065, 1.0]], ['2, k, 7', [-0.4286928, -0.1686853, 1.0]], ['2, k, 8', [-0.06360325, 0.3801988, 1.0]], ['2, k, 9', [-0.002798496, 0.1197498, 1.0]], ['2, k, 10', [0.01394525, -0.09123764, 1.0]], ['2, k, 11', [-0.006432949, -0.1278474, 1.0]], ['2, k, 12', [-0.2809089, -0.1118222, 1.0]], ['2, k, 13', [-0.2788771, -0.467455, 1.0]], ['2, k, 14', [-0.2221725, -0.7790515, 1.0]], ['2, k, 15', [-0.2624538, -0.7069077, 1.0]], ['2, k, 16', [-0.1284996, -0.1103934, 1.0]], ['2, k, 17', [-0.06888622, -0.4912046, 1.0]], ['2, k, 18', [-0.1524042, -0.7688174, 1.0]], ['2, k, 19', [-0.04451369, -0.7397349, 1.0]], ['2, k, 20', [-0.2174737, 0.4204539, 1.0]], ['2, k, 21', [-0.4219288, -0.2458358, 1.0]], ['2, k, 22', [-0.4748101, -0.1765192, 1.0]], ['2, k, 23', [-0.0005467131, -0.1963606, 1.0]], ['2, k, 24', [-0.0472429, -0.1193311, 1.0]]]
[['2, k, 0', [-0.2093156, -0.1131693, 1.0]], ['2, k, 1', [-0.2144164, 0.1960748, 1.0]], ['2, k, 2', [-0.2168963, 0.493753, 1.0]], ['2, k, 3', [-0.2305356, 0.6225604, 1.0]], ['2, k, 4', [-0.3800287, 0.368443, 1.0]], ['2, k, 5', [-0.4276013, 0.0872843, 1.0]], ['2, k, 6', [-0.4310018, -0.1252344, 1.0]], ['2, k, 7', [-0.4314685, -0.1695622, 1.0]], ['2, k, 8', [-0.06362459, 0.3804756, 1.0]], ['2, k, 9', [-0.002764897, 0.1194825, 1.0]], ['2, k, 10', [0.01426922, -0.09150825, 1.0]], ['2, k, 11', [-0.00623222, -0.1282056, 1.0]], ['2, k, 12', [-0.282122, -0.112025, 1.0]], ['2, k, 13', [-0.2781691, -0.4682539, 1.0]], ['2, k, 14', [-0.222168, -0.7801746, 1.0]], ['2, k, 15', [-0.262737, -0.7082161, 1.0]], ['2, k, 16', [-0.1292002, -0.1104276, 1.0]], ['2, k, 17', [-0.0685496, -0.4916762, 1.0]], ['2, k, 18', [-0.158279, -0.768992, 1.0]], ['2, k, 19', [-0.04931498, -0.7403363, 1.0]], ['2, k, 20', [-0.2168258, 0.4208341, 1.0]], ['2, k, 21', [-0.429555, -0.2463473, 1.0]], ['2, k, 22', [-0.4839737, -0.1946925, 1.0]], ['2, k, 23', [-0.0003930043, -0.1968034, 1.0]], ['2, k, 24', [-0.04731859, -0.1182893, 1.0]]]
[['2, k, 0', [-0.2164206, -0.1143515, 1.0]], ['2, k, 1', [-0.2152616, 0.1959721, 1.0]], ['2, k, 2', [-0.2134358, 0.4946774, 1.0]], ['2, k, 3', [-0.2318303, 0.6216634, 1.0]], ['2, k, 4', [-0.3804064, 0.3693803, 1.0]], ['2, k, 5', [-0.4304461, 0.08996426, 1.0]], ['2, k, 6', [-0.4363173, -0.1227332, 1.0]], ['2, k, 7', [-0.4361635, -0.1590479, 1.0]], ['2, k, 8', [-0.06317407, 0.3771769, 1.0]], ['2, k, 9', [-0.003146581, 0.117039, 1.0]], ['2, k, 10', [0.008209844, -0.09365134, 1.0]], ['2, k, 11', [-0.01522367, -0.1287927, 1.0]], ['2, k, 12', [-0.2889005, -0.1122871, 1.0]], ['2, k, 13', [-0.2781699, -0.4642701, 1.0]], ['2, k, 14', [-0.2193854, -0.7754472, 1.0]], ['2, k, 15', [-0.263508, -0.7064413, 1.0]], ['2, k, 16', [-0.1364185, -0.1125157, 1.0]], ['2, k, 17', [-0.07194906, -0.4856555, 1.0]], ['2, k, 18', [-0.1601495, -0.7526692, 1.0]], ['2, k, 19', [-0.05373772, -0.7304414, 1.0]], ['2, k, 20', [-0.214316, 0.4215567, 1.0]], ['2, k, 21', [-0.4325937, -0.2357119, 1.0]], ['2, k, 22', [-0.485386, -0.1620116, 1.0]], ['2, k, 23', [-0.01168063, -0.1995051, 1.0]], ['2, k, 24', [-0.05313573, -0.1133646, 1.0]]]
[['2, k, 0', [-0.2163791, -0.1146333, 1.0]], ['2, k, 1', [-0.2153207, 0.1957783, 1.0]], ['2, k, 2', [-0.2134708, 0.4946093, 1.0]], ['2, k, 3', [-0.2318266, 0.6216649, 1.0]], ['2, k, 4', [-0.3807003, 0.3689633, 1.0]], ['2, k, 5', [-0.429807, 0.09081148, 1.0]], ['2, k, 6', [-0.4350469, -0.1214241, 1.0]], ['2, k, 7', [-0.4332392, -0.1578291, 1.0]], ['2, k, 8', [-0.06333143, 0.3767255, 1.0]], ['2, k, 9', [-0.003410629, 0.1174616, 1.0]], ['2, k, 10', [0.008023468, -0.09327808, 1.0]], ['2, k, 11', [-0.01535924, -0.1287318, 1.0]], ['2, k, 12', [-0.2888839, -0.1125325, 1.0]], ['2, k, 13', [-0.2779523, -0.465059, 1.0]], ['2, k, 14', [-0.2199642, -0.7765526, 1.0]], ['2, k, 15', [-0.2633456, -0.7065393, 1.0]], ['2, k, 16', [-0.1363295, -0.1128002, 1.0]], ['2, k, 17', [-0.07067247, -0.4877116, 1.0]], ['2, k, 18', [-0.1496273, -0.7634612, 1.0]], ['2, k, 19', [-0.0427813, -0.7351557, 1.0]], ['2, k, 20', [-0.2143484, 0.4214681, 1.0]], ['2, k, 21', [-0.4307595, -0.2334788, 1.0]], ['2, k, 22', [-0.483067, -0.1546661, 1.0]], ['2, k, 23', [-0.01167571, -0.1994851, 1.0]], ['2, k, 24', [-0.05401891, -0.1096133, 1.0]]]
[['2, k, 0', [-0.2158856, -0.1147451, 1.0]], ['2, k, 1', [-0.2151279, 0.1956903, 1.0]], ['2, k, 2', [-0.213415, 0.494555, 1.0]], ['2, k, 3', [-0.2317346, 0.6216925, 1.0]], ['2, k, 4', [-0.3806306, 0.3690019, 1.0]], ['2, k, 5', [-0.4285554, 0.09254349, 1.0]], ['2, k, 6', [-0.4344663, -0.1162698, 1.0]], ['2, k, 7', [-0.4426719, -0.1509314, 1.0]], ['2, k, 8', [-0.06326888, 0.3767214, 1.0]], ['2, k, 9', [-0.00336305, 0.1174554, 1.0]], ['2, k, 10', [0.008000886, -0.09330127, 1.0]], ['2, k, 11', [-0.01446248, -0.1292284, 1.0]], ['2, k, 12', [-0.2883749, -0.1126852, 1.0]], ['2, k, 13', [-0.2782524, -0.4659185, 1.0]], ['2, k, 14', [-0.2202758, -0.7773516, 1.0]], ['2, k, 15', [-0.2637176, -0.7073996, 1.0]], ['2, k, 16', [-0.1358189, -0.1128624, 1.0]], ['2, k, 17', [-0.07068218, -0.4876208, 1.0]], ['2, k, 18', [-0.1283125, -0.7749251, 1.0]], ['2, k, 19', [-0.02273418, -0.7371058, 1.0]], ['2, k, 20', [-0.2142583, 0.4214069, 1.0]], ['2, k, 21', [-0.4549321, -0.2208249, 1.0]], ['2, k, 22', [-0.4881318, -0.1400559, 1.0]], ['2, k, 23', [-0.009920978, -0.1989662, 1.0]], ['2, k, 24', [-0.05371877, -0.1118644, 1.0]]]
[['2, k, 0', [-0.2154089, -0.114914, 1.0]], ['2, k, 1', [-0.2149146, 0.1955289, 1.0]], ['2, k, 2', [-0.2133537, 0.4944524, 1.0]], ['2, k, 3', [-0.2316454, 0.6215883, 1.0]], ['2, k, 4', [-0.3804609, 0.3679335, 1.0]], ['2, k, 5', [-0.4276195, 0.09557878, 1.0]], ['2, k, 6', [-0.4390268, -0.100739, 1.0]], ['2, k, 7', [-0.4464517, -0.1361766, 1.0]], ['2, k, 8', [-0.06317832, 0.3766715, 1.0]], ['2, k, 9', [-0.003367125, 0.1174644, 1.0]], ['2, k, 10', [0.008142238, -0.09331551, 1.0]], ['2, k, 11', [-0.01322223, -0.1295724, 1.0]], ['2, k, 12', [-0.2879938, -0.1128685, 1.0]], ['2, k, 13', [-0.2781477, -0.4667726, 1.0]], ['2, k, 14', [-0.2201295, -0.7781079, 1.0]], ['2, k, 15', [-0.2631695, -0.707848, 1.0]], ['2, k, 16', [-0.1352309, -0.1129865, 1.0]], ['2, k, 17', [-0.07063296, -0.4875316, 1.0]], ['2, k, 18', [-0.1488139, -0.773716, 1.0]], ['2, k, 19', [-0.03900307, -0.7398134, 1.0]], ['2, k, 20', [-0.214157, 0.4212888, 1.0]], ['2, k, 21', [-0.4590631, -0.2029696, 1.0]], ['2, k, 22', [-0.48967, -0.1277482, 1.0]], ['2, k, 23', [-0.009778747, -0.1989419, 1.0]], ['2, k, 24', [-0.05368001, -0.1131052, 1.0]]]
[['2, k, 0', [-0.2139074, -0.1148241, 1.0]], ['2, k, 1', [-0.2141366, 0.1955781, 1.0]], ['2, k, 2', [-0.2130093, 0.494475, 1.0]], ['2, k, 3', [-0.2315291, 0.6216505, 1.0]], ['2, k, 4', [-0.3799553, 0.36754, 1.0]], ['2, k, 5', [-0.4261615, 0.1035531, 1.0]], ['2, k, 6', [-0.4388283, -0.08270636, 1.0]], ['2, k, 7', [-0.4515097, -0.1094207, 1.0]], ['2, k, 8', [-0.0629642, 0.3767074, 1.0]], ['2, k, 9', [-0.00305904, 0.1182535, 1.0]], ['2, k, 10', [0.008474626, -0.09264164, 1.0]], ['2, k, 11', [-0.0126879, -0.1296687, 1.0]], ['2, k, 12', [-0.2866392, -0.1129258, 1.0]], ['2, k, 13', [-0.2783572, -0.4662873, 1.0]], ['2, k, 14', [-0.2203005, -0.7775644, 1.0]], ['2, k, 15', [-0.2632624, -0.7075013, 1.0]], ['2, k, 16', [-0.1335266, -0.1127083, 1.0]], ['2, k, 17', [-0.06967156, -0.4894737, 1.0]], ['2, k, 18', [-0.1532288, -0.7737535, 1.0]], ['2, k, 19', [-0.04313222, -0.7408108, 1.0]], ['2, k, 20', [-0.2136911, 0.4213223, 1.0]], ['2, k, 21', [-0.4564621, -0.1723206, 1.0]], ['2, k, 22', [-0.4927569, -0.1006118, 1.0]], ['2, k, 23', [-0.005267035, -0.1952258, 1.0]], ['2, k, 24', [-0.05154484, -0.127804, 1.0]]]
[['2, k, 0', [-0.2137355, -0.1149175, 1.0]], ['2, k, 1', [-0.2140805, 0.1954861, 1.0]], ['2, k, 2', [-0.2130224, 0.4943741, 1.0]], ['2, k, 3', [-0.2314936, 0.6216538, 1.0]], ['2, k, 4', [-0.3797195, 0.3670292, 1.0]], ['2, k, 5', [-0.4246627, 0.1133259, 1.0]], ['2, k, 6', [-0.4461825, -0.03920528, 1.0]], ['2, k, 7', [-0.4538491, -0.05768146, 1.0]], ['2, k, 8', [-0.06289697, 0.3766313, 1.0]], ['2, k, 9', [-0.00294202, 0.1182415, 1.0]], ['2, k, 10', [0.009834741, -0.09270272, 1.0]], ['2, k, 11', [-0.01000206, -0.1283798, 1.0]], ['2, k, 12', [-0.2864285, -0.1131235, 1.0]], ['2, k, 13', [-0.2786801, -0.4661798, 1.0]], ['2, k, 14', [-0.2199527, -0.777261, 1.0]], ['2, k, 15', [-0.2631361, -0.7075464, 1.0]], ['2, k, 16', [-0.1333758, -0.1127312, 1.0]], ['2, k, 17', [-0.06927341, -0.4903513, 1.0]], ['2, k, 18', [-0.1522677, -0.7854363, 1.0]], ['2, k, 19', [-0.04072629, -0.7449672, 1.0]], ['2, k, 20', [-0.2136821, 0.4212331, 1.0]], ['2, k, 21', [-0.4513636, -0.1271316, 1.0]], ['2, k, 22', [-0.4977848, -0.06286845, 1.0]], ['2, k, 23', [-0.0029533, -0.1958796, 1.0]], ['2, k, 24', [-0.05143867, -0.1207676, 1.0]]]
[['2, k, 0', [-0.2129471, -0.1147186, 1.0]], ['2, k, 1', [-0.2137635, 0.1955118, 1.0]], ['2, k, 2', [-0.2129346, 0.4943312, 1.0]], ['2, k, 3', [-0.2314976, 0.6216426, 1.0]], ['2, k, 4', [-0.3796768, 0.3673061, 1.0]], ['2, k, 5', [-0.4231738, 0.125619, 1.0]], ['2, k, 6', [-0.4557061, 0.00929718, 1.0]], ['2, k, 7', [-0.4682518, -0.01531756, 1.0]], ['2, k, 8', [-0.06280489, 0.3766838, 1.0]], ['2, k, 9', [-0.002829116, 0.1183039, 1.0]], ['2, k, 10', [0.01092883, -0.09271052, 1.0]], ['2, k, 11', [-0.008482168, -0.1295687, 1.0]], ['2, k, 12', [-0.2856724, -0.1129831, 1.0]], ['2, k, 13', [-0.2788398, -0.4660574, 1.0]], ['2, k, 14', [-0.2200428, -0.7771787, 1.0]], ['2, k, 15', [-0.2631505, -0.7073779, 1.0]], ['2, k, 16', [-0.1325343, -0.1124508, 1.0]], ['2, k, 17', [-0.06953252, -0.4893728, 1.0]], ['2, k, 18', [-0.1420976, -0.7814727, 1.0]], ['2, k, 19', [-0.03233701, -0.7425611, 1.0]], ['2, k, 20', [-0.2135502, 0.4212033, 1.0]], ['2, k, 21', [-0.4665542, -0.07103623, 1.0]], ['2, k, 22', [-0.5537182, -0.03545164, 1.0]], ['2, k, 23', [-0.001844768, -0.1997288, 1.0]], ['2, k, 24', [-0.05021155, -0.1406804, 1.0]]]
[['2, k, 0', [-0.2121173, -0.1145825, 1.0]], ['2, k, 1', [-0.2133924, 0.1955673, 1.0]], ['2, k, 2', [-0.2127958, 0.4943402, 1.0]], ['2, k, 3', [-0.2313951, 0.6216043, 1.0]], ['2, k, 4', [-0.3794982, 0.3672154, 1.0]], ['2, k, 5', [-0.4209681, 0.1381181, 1.0]], ['2, k, 6', [-0.4638166, 0.06511117, 1.0]], ['2, k, 7', [-0.4739366, 0.04581619, 1.0]], ['2, k, 8', [-0.06261022, 0.3769763, 1.0]], ['2, k, 9', [-0.002820428, 0.1184165, 1.0]], ['2, k, 10', [0.01278195, -0.09267482, 1.0]], ['2, k, 11', [-0.006048126, -0.1289175, 1.0]], ['2, k, 12', [-0.2849584, -0.1129557, 1.0]], ['2, k, 13', [-0.2808492, -0.4423964, 1.0]], ['2, k, 14', [-0.2252987, -0.755087, 1.0]], ['2, k, 15', [-0.2771244, -0.6964473, 1.0]], ['2, k, 16', [-0.1314604, -0.1121441, 1.0]], ['2, k, 17', [-0.06937443, -0.4900378, 1.0]], ['2, k, 18', [-0.150234, -0.7782083, 1.0]], ['2, k, 19', [-0.03989714, -0.7425928, 1.0]], ['2, k, 20', [-0.2133615, 0.4212236, 1.0]], ['2, k, 21', [-0.4930633, 0.02115506, 1.0]], ['2, k, 22', [-0.5102207, 0.04325787, 1.0]], ['2, k, 23', [0.002528276, -0.1957334, 1.0]], ['2, k, 24', [-0.04679421, -0.1331445, 1.0]]]
[['2, k, 0', [-0.2115988, -0.1145324, 1.0]], ['2, k, 1', [-0.2131562, 0.1956015, 1.0]], ['2, k, 2', [-0.2127298, 0.494358, 1.0]], ['2, k, 3', [-0.2313852, 0.6216314, 1.0]], ['2, k, 4', [-0.3794932, 0.3674711, 1.0]], ['2, k, 5', [-0.4211379, 0.1540227, 1.0]], ['2, k, 6', [-0.4646468, 0.1222786, 1.0]], ['2, k, 7', [-0.4704242, 0.118751, 1.0]], ['2, k, 8', [-0.0625565, 0.3769332, 1.0]], ['2, k, 9', [-0.002387135, 0.1181913, 1.0]], ['2, k, 10', [0.01469875, -0.09292952, 1.0]], ['2, k, 11', [-0.002800377, -0.1301608, 1.0]], ['2, k, 12', [-0.2844594, -0.1129342, 1.0]], ['2, k, 13', [-0.2811145, -0.4520457, 1.0]], ['2, k, 14', [-0.2229731, -0.7638646, 1.0]], ['2, k, 15', [-0.2709853, -0.7000119, 1.0]], ['2, k, 16', [-0.1309155, -0.1120582, 1.0]], ['2, k, 17', [-0.06941217, -0.4897756, 1.0]], ['2, k, 18', [-0.151254, -0.7769501, 1.0]], ['2, k, 19', [-0.04129791, -0.7411186, 1.0]], ['2, k, 20', [-0.2132588, 0.4212454, 1.0]], ['2, k, 21', [-0.4826297, 0.07842454, 1.0]], ['2, k, 22', [-0.504062, 0.1313581, 1.0]], ['2, k, 23', [0.006886698, -0.1959714, 1.0]], ['2, k, 24', [-0.04624972, -0.1234411, 1.0]]]
[['2, k, 0', [-0.2112767, -0.1146, 1.0]], ['2, k, 1', [-0.2131405, 0.1955586, 1.0]], ['2, k, 2', [-0.2130474, 0.4941514, 1.0]], ['2, k, 3', [-0.231309, 0.6216042, 1.0]], ['2, k, 4', [-0.3797297, 0.3671411, 1.0]], ['2, k, 5', [-0.4096516, 0.1481414, 1.0]], ['2, k, 6', [-0.4666801, 0.15364, 1.0]], ['2, k, 7', [-0.475351, 0.1794279, 1.0]], ['2, k, 8', [-0.06245682, 0.3768204, 1.0]], ['2, k, 9', [-0.002188486, 0.1181213, 1.0]], ['2, k, 10', [0.01615023, -0.09298491, 1.0]], ['2, k, 11', [-0.001910145, -0.1304306, 1.0]], ['2, k, 12', [-0.2840715, -0.1130576, 1.0]], ['2, k, 13', [-0.2803901, -0.4575457, 1.0]], ['2, k, 14', [-0.221403, -0.768924, 1.0]], ['2, k, 15', [-0.2674343, -0.7026089, 1.0]], ['2, k, 16', [-0.130617, -0.1120929, 1.0]], ['2, k, 17', [-0.06919017, -0.4902655, 1.0]], ['2, k, 18', [-0.1540733, -0.7761697, 1.0]], ['2, k, 19', [-0.04393745, -0.7411733, 1.0]], ['2, k, 20', [-0.2134116, 0.4211099, 1.0]], ['2, k, 21', [-0.4705383, 0.2450618, 1.0]], ['2, k, 22', [-0.4522994, 0.2063649, 1.0]], ['2, k, 23', [0.00615252, -0.195919, 1.0]], ['2, k, 24', [-0.04509129, -0.1124694, 1.0]]]
[['2, k, 0', [-0.2096466, -0.1147028, 1.0]], ['2, k, 1', [-0.2127286, 0.1955163, 1.0]], ['2, k, 2', [-0.2131511, 0.4941315, 1.0]], ['2, k, 3', [-0.2310506, 0.6217242, 1.0]], ['2, k, 4', [-0.3798925, 0.3669243, 1.0]], ['2, k, 5', [-0.4109402, 0.141251, 1.0]], ['2, k, 6', [-0.4637468, 0.2245802, 1.0]], ['2, k, 7', [-0.47162, 0.2450382, 1.0]], ['2, k, 8', [-0.06220954, 0.3769077, 1.0]], ['2, k, 9', [-0.002211949, 0.1183036, 1.0]], ['2, k, 10', [0.01683653, -0.0927985, 1.0]], ['2, k, 11', [-0.001646984, -0.1305686, 1.0]], ['2, k, 12', [-0.2826453, -0.1131941, 1.0]], ['2, k, 13', [-0.2802213, -0.4578931, 1.0]], ['2, k, 14', [-0.2212848, -0.7693327, 1.0]], ['2, k, 15', [-0.2672393, -0.7026922, 1.0]], ['2, k, 16', [-0.1288951, -0.1121466, 1.0]], ['2, k, 17', [-0.06942957, -0.4894171, 1.0]], ['2, k, 18', [-0.1538457, -0.7753851, 1.0]], ['2, k, 19', [-0.04358944, -0.7408694, 1.0]], ['2, k, 20', [-0.2133898, 0.4210885, 1.0]], ['2, k, 21', [-0.4777541, 0.2638419, 1.0]], ['2, k, 22', [-0.4420336, 0.2687023, 1.0]], ['2, k, 23', [0.008063945, -0.196573, 1.0]], ['2, k, 24', [-0.045481, -0.1116954, 1.0]]]
[['2, k, 0', [-0.2084788, -0.1148714, 1.0]], ['2, k, 1', [-0.2125642, 0.1954129, 1.0]], ['2, k, 2', [-0.2137483, 0.4939339, 1.0]], ['2, k, 3', [-0.2308284, 0.6218624, 1.0]], ['2, k, 4', [-0.3799928, 0.3669849, 1.0]], ['2, k, 5', [-0.4410039, 0.164786, 1.0]], ['2, k, 6', [-0.4659106, 0.2990609, 1.0]], ['2, k, 7', [-0.4702368, 0.3116624, 1.0]], ['2, k, 8', [-0.06174384, 0.3770987, 1.0]], ['2, k, 9', [-0.001885631, 0.1181297, 1.0]], ['2, k, 10', [0.01800535, -0.09294343, 1.0]], ['2, k, 11', [-0.0005480729, -0.1305931, 1.0]], ['2, k, 12', [-0.2815346, -0.1134069, 1.0]], ['2, k, 13', [-0.2798701, -0.4583365, 1.0]], ['2, k, 14', [-0.2212813, -0.7697666, 1.0]], ['2, k, 15', [-0.2667301, -0.7027285, 1.0]], ['2, k, 16', [-0.1276473, -0.1122712, 1.0]], ['2, k, 17', [-0.06952375, -0.4890333, 1.0]], ['2, k, 18', [-0.1575112, -0.768692, 1.0]], ['2, k, 19', [-0.04754609, -0.7394795, 1.0]], ['2, k, 20', [-0.2136807, 0.4209341, 1.0]], ['2, k, 21', [-0.4723511, 0.3466668, 1.0]], ['2, k, 22', [-0.443644, 0.322304, 1.0]], ['2, k, 23', [0.008040041, -0.1972168, 1.0]], ['2, k, 24', [-0.04347298, -0.1207966, 1.0]]]
[['2, k, 0', [-0.2073141, -0.1148491, 1.0]], ['2, k, 1', [-0.2125252, 0.1953862, 1.0]], ['2, k, 2', [-0.2149816, 0.4937636, 1.0]], ['2, k, 3', [-0.2306346, 0.6220833, 1.0]], ['2, k, 4', [-0.380188, 0.3668963, 1.0]], ['2, k, 5', [-0.4427503, 0.16517, 1.0]], ['2, k, 6', [-0.4571891, 0.3355357, 1.0]], ['2, k, 7', [-0.4636177, 0.3879932, 1.0]], ['2, k, 8', [-0.06143592, 0.3774289, 1.0]], ['2, k, 9', [-0.001606315, 0.1183933, 1.0]], ['2, k, 10', [0.01837755, -0.09265552, 1.0]], ['2, k, 11', [-0.001258238, -0.130683, 1.0]], ['2, k, 12', [-0.2802881, -0.1135223, 1.0]], ['2, k, 13', [-0.2797383, -0.4585389, 1.0]], ['2, k, 14', [-0.2209468, -0.7699262, 1.0]], ['2, k, 15', [-0.2666152, -0.7028823, 1.0]], ['2, k, 16', [-0.1266435, -0.1121212, 1.0]], ['2, k, 17', [-0.06866297, -0.4911235, 1.0]], ['2, k, 18', [-0.1590506, -0.7691304, 1.0]], ['2, k, 19', [-0.0494003, -0.7399617, 1.0]], ['2, k, 20', [-0.214378, 0.4208133, 1.0]], ['2, k, 21', [-0.4673053, 0.4241155, 1.0]], ['2, k, 22', [-0.4352465, 0.4300041, 1.0]], ['2, k, 23', [0.008882218, -0.1964381, 1.0]], ['2, k, 24', [-0.0423943, -0.1194847, 1.0]]]
