[['2, k, 0', [-0.2092362, -0.1079547, 1.0]], ['2, k, 1', [-0.2155548, 0.199783, 1.0]], ['2, k, 2', [-0.2199573, 0.4957892, 1.0]], ['2, k, 3', [-0.2256742, 0.6249147, 1.0]], ['2, k, 4', [-0.3788814, 0.3653932, 1.0]], ['2, k, 5', [-0.4698508, 0.1322313, 1.0]], ['2, k, 6', [-0.5488269, -0.02918586, 1.0]], ['2, k, 7', [-0.5540612, -0.02335573, 1.0]], ['2, k, 8', [-0.06102774, 0.3858597, 1.0]], ['2, k, 9', [0.003045949, 0.1752727, 1.0]], ['2, k, 10', [-0.03429735, -0.01171269, 1.0]], ['2, k, 11', [-0.08461205, -0.06205693, 1.0]], ['2, k, 12', [-0.2827783, -0.1073568, 1.0]], ['2, k, 13', [-0.2802875, -0.4385045, 1.0]], ['2, k, 14', [-0.2315603, -0.7503058, 1.0]], ['2, k, 15', [-0.288123, -0.7000869, 1.0]], ['2, k, 16', [-0.1280622, -0.1048753, 1.0]], ['2, k, 17', [-0.07459041, -0.4822873, 1.0]], ['2, k, 18', [0.04878711, -0.7542548, 1.0]], ['2, k, 19', [0.009116407, -0.7132974, 1.0]], ['2, k, 20', [-0.2191437, 0.4234069, 1.0]], ['2, k, 21', [-0.5547616, -0.09523851, 1.0]], ['2, k, 22', [-0.5723963, -0.07356767, 1.0]], ['2, k, 23', [-0.09088893, -0.1205039, 1.0]], ['2, k, 24', [-0.03125031, -0.07472967, 1.0]]]
[['2, k, 0', [-0.2069487, -0.09942193, 1.0]], ['2, k, 1', [-0.2155015, 0.2079457, 1.0]], ['2, k, 2', [-0.2228113, 0.5042208, 1.0]], ['2, k, 3', [-0.2322865, 0.6338408, 1.0]], ['2, k, 4', [-0.3786883, 0.3663308, 1.0]], ['2, k, 5', [-0.4687521, 0.1323875, 1.0]], ['2, k, 6', [-0.5475117, -0.03180017, 1.0]], ['2, k, 7', [-0.5524665, -0.02529767, 1.0]], ['2, k, 8', [-0.06126185, 0.3868184, 1.0]], ['2, k, 9', [0.03191286, 0.1989411, 1.0]], ['2, k, 10', [-0.1590906, 0.2322635, 1.0]], ['2, k, 11', [-0.215722, 0.2461229, 1.0]], ['2, k, 12', [-0.2802381, -0.09891181, 1.0]], ['2, k, 13', [-0.2763185, -0.4258571, 1.0]], ['2, k, 14', [-0.2332034, -0.7397882, 1.0]], ['2, k, 15', [-0.2961742, -0.7030981, 1.0]], ['2, k, 16', [-0.1268324, -0.09587416, 1.0]], ['2, k, 17', [-0.0784064, -0.4712867, 1.0]], ['2, k, 18', [-0.1076727, -0.7749122, 1.0]], ['2, k, 19', [0.0032565, -0.7339294, 1.0]], ['2, k, 20', [-0.2212787, 0.4317068, 1.0]], ['2, k, 21', [-0.5586874, -0.09771447, 1.0]], ['2, k, 22', [-0.577238, -0.08207173, 1.0]], ['2, k, 23', [-0.2767552, 0.2166168, 1.0]], ['2, k, 24', [-0.210462, 0.3121112, 1.0]]]
[['2, k, 0', [-0.2072503, -0.09929018, 1.0]], ['2, k, 1', [-0.2156378, 0.2080138, 1.0]], ['2, k, 2', [-0.2228266, 0.5042285, 1.0]], ['2, k, 3', [-0.2325162, 0.6338713, 1.0]], ['2, k, 4', [-0.3786179, 0.3664102, 1.0]], ['2, k, 5', [-0.4686669, 0.1325572, 1.0]], ['2, k, 6', [-0.5474561, -0.03171589, 1.0]], ['2, k, 7', [-0.5529323, -0.02406765, 1.0]], ['2, k, 8', [-0.06130694, 0.3868141, 1.0]], ['2, k, 9', [0.0319502, 0.1989093, 1.0]], ['2, k, 10', [-0.1591262, 0.2327811, 1.0]], ['2, k, 11', [-0.2162922, 0.2457124, 1.0]], ['2, k, 12', [-0.2805428, -0.09878999, 1.0]], ['2, k, 13', [-0.2763547, -0.4255496, 1.0]], ['2, k, 14', [-0.2323358, -0.7391035, 1.0]], ['2, k, 15', [-0.2957618, -0.7043549, 1.0]], ['2, k, 16', [-0.1270789, -0.09577395, 1.0]], ['2, k, 17', [-0.07853828, -0.470965, 1.0]], ['2, k, 18', [-0.1071038, -0.7746343, 1.0]], ['2, k, 19', [0.003880367, -0.7339253, 1.0]], ['2, k, 20', [-0.2213121, 0.4317257, 1.0]], ['2, k, 21', [-0.5545876, -0.09538727, 1.0]], ['2, k, 22', [-0.5767283, -0.07627921, 1.0]], ['2, k, 23', [-0.2764295, 0.2163567, 1.0]], ['2, k, 24', [-0.2132121, 0.3086174, 1.0]]]
[['2, k, 0', [-0.2078369, -0.09904241, 1.0]], ['2, k, 1', [-0.2158101, 0.2081788, 1.0]], ['2, k, 2', [-0.2227959, 0.5043194, 1.0]], ['2, k, 3', [-0.2326234, 0.6338562, 1.0]], ['2, k, 4', [-0.3790373, 0.3666471, 1.0]], ['2, k, 5', [-0.4686787, 0.132705, 1.0]], ['2, k, 6', [-0.5474312, -0.03181139, 1.0]], ['2, k, 7', [-0.5524732, -0.02416712, 1.0]], ['2, k, 8', [-0.06125575, 0.3868102, 1.0]], ['2, k, 9', [0.03180823, 0.1987797, 1.0]], ['2, k, 10', [-0.1588986, 0.2346841, 1.0]], ['2, k, 11', [-0.2155732, 0.2490112, 1.0]], ['2, k, 12', [-0.2810586, -0.09848779, 1.0]], ['2, k, 13', [-0.2763011, -0.4255279, 1.0]], ['2, k, 14', [-0.2321513, -0.7390826, 1.0]], ['2, k, 15', [-0.2958976, -0.7047384, 1.0]], ['2, k, 16', [-0.1276269, -0.09565129, 1.0]], ['2, k, 17', [-0.07853512, -0.4709614, 1.0]], ['2, k, 18', [-0.106496, -0.7746087, 1.0]], ['2, k, 19', [0.003705613, -0.7318093, 1.0]], ['2, k, 20', [-0.2213163, 0.4318247, 1.0]], ['2, k, 21', [-0.5547652, -0.09538626, 1.0]], ['2, k, 22', [-0.5391099, -0.06254921, 1.0]], ['2, k, 23', [-0.2776936, 0.2176956, 1.0]], ['2, k, 24', [-0.2318102, 0.3134191, 1.0]]]
[['2, k, 0', [-0.2082428, -0.09878163, 1.0]], ['2, k, 1', [-0.2159301, 0.2083109, 1.0]], ['2, k, 2', [-0.2227724, 0.5043561, 1.0]], ['2, k, 3', [-0.2329198, 0.6338331, 1.0]], ['2, k, 4', [-0.3790812, 0.366821, 1.0]], ['2, k, 5', [-0.4685923, 0.1329856, 1.0]], ['2, k, 6', [-0.5473598, -0.03157905, 1.0]], ['2, k, 7', [-0.5517348, -0.02447784, 1.0]], ['2, k, 8', [-0.0612109, 0.3869072, 1.0]], ['2, k, 9', [0.03174965, 0.1988586, 1.0]], ['2, k, 10', [-0.1590116, 0.235125, 1.0]], ['2, k, 11', [-0.2149806, 0.249358, 1.0]], ['2, k, 12', [-0.2814236, -0.09826974, 1.0]], ['2, k, 13', [-0.2762493, -0.4254077, 1.0]], ['2, k, 14', [-0.2319627, -0.7389075, 1.0]], ['2, k, 15', [-0.295841, -0.7052289, 1.0]], ['2, k, 16', [-0.128012, -0.09539311, 1.0]], ['2, k, 17', [-0.07870104, -0.4710657, 1.0]], ['2, k, 18', [-0.1148126, -0.7677255, 1.0]], ['2, k, 19', [-0.004407577, -0.7331606, 1.0]], ['2, k, 20', [-0.2213134, 0.4318739, 1.0]], ['2, k, 21', [-0.5546528, -0.0949093, 1.0]], ['2, k, 22', [-0.5757912, -0.07516512, 1.0]], ['2, k, 23', [-0.2765137, 0.2212347, 1.0]], ['2, k, 24', [-0.2103068, 0.3154822, 1.0]]]
[['2, k, 0', [-0.2089773, -0.0985617, 1.0]], ['2, k, 1', [-0.2161435, 0.2084758, 1.0]], ['2, k, 2', [-0.2227273, 0.5044659, 1.0]], ['2, k, 3', [-0.2330332, 0.6338435, 1.0]], ['2, k, 4', [-0.3792471, 0.3666152, 1.0]], ['2, k, 5', [-0.4685627, 0.1330671, 1.0]], ['2, k, 6', [-0.5473555, -0.03155702, 1.0]], ['2, k, 7', [-0.552695, -0.02571391, 1.0]], ['2, k, 8', [-0.06117969, 0.3869881, 1.0]], ['2, k, 9', [0.03165868, 0.198939, 1.0]], ['2, k, 10', [-0.158934, 0.2366589, 1.0]], ['2, k, 11', [-0.2159754, 0.2504428, 1.0]], ['2, k, 12', [-0.2821969, -0.09800749, 1.0]], ['2, k, 13', [-0.2762269, -0.425402, 1.0]], ['2, k, 14', [-0.2316709, -0.7388121, 1.0]], ['2, k, 15', [-0.2957506, -0.7057877, 1.0]], ['2, k, 16', [-0.1285899, -0.09527147, 1.0]], ['2, k, 17', [-0.07887658, -0.4703983, 1.0]], ['2, k, 18', [-0.1083531, -0.7713583, 1.0]], ['2, k, 19', [0.002381049, -0.7332664, 1.0]], ['2, k, 20', [-0.2213171, 0.4319826, 1.0]], ['2, k, 21', [-0.5556002, -0.09985366, 1.0]], ['2, k, 22', [-0.5757146, -0.07672986, 1.0]], ['2, k, 23', [-0.2758099, 0.2206718, 1.0]], ['2, k, 24', [-0.2316403, 0.315038, 1.0]]]
[['2, k, 0', [-0.2097689, -0.09827, 1.0]], ['2, k, 1', [-0.2164695, 0.2086484, 1.0]], ['2, k, 2', [-0.2227362, 0.5045021, 1.0]], ['2, k, 3', [-0.2332438, 0.6337513, 1.0]], ['2, k, 4', [-0.3792763, 0.3663508, 1.0]], ['2, k, 5', [-0.4684947, 0.1333955, 1.0]], ['2, k, 6', [-0.5473231, -0.03164207, 1.0]], ['2, k, 7', [-0.551245, -0.02483811, 1.0]], ['2, k, 8', [-0.06116292, 0.3870162, 1.0]], ['2, k, 9', [0.03154966, 0.199013, 1.0]], ['2, k, 10', [-0.1591003, 0.2373129, 1.0]], ['2, k, 11', [-0.2154119, 0.2513171, 1.0]], ['2, k, 12', [-0.2830025, -0.09765685, 1.0]], ['2, k, 13', [-0.2762126, -0.4253919, 1.0]], ['2, k, 14', [-0.231356, -0.7386733, 1.0]], ['2, k, 15', [-0.2956746, -0.7072256, 1.0]], ['2, k, 16', [-0.1292721, -0.09509248, 1.0]], ['2, k, 17', [-0.07919502, -0.470812, 1.0]], ['2, k, 18', [-0.1130823, -0.7676587, 1.0]], ['2, k, 19', [-0.002451152, -0.7340119, 1.0]], ['2, k, 20', [-0.2213694, 0.4320473, 1.0]], ['2, k, 21', [-0.5556324, -0.09687819, 1.0]], ['2, k, 22', [-0.5745071, -0.07783651, 1.0]], ['2, k, 23', [-0.2752728, 0.2213639, 1.0]], ['2, k, 24', [-0.2068118, 0.3170566, 1.0]]]
[['2, k, 0', [-0.2106761, -0.0980541, 1.0]], ['2, k, 1', [-0.2167168, 0.2088301, 1.0]], ['2, k, 2', [-0.2226456, 0.5046573, 1.0]], ['2, k, 3', [-0.2332596, 0.6337521, 1.0]], ['2, k, 4', [-0.3793549, 0.3663985, 1.0]], ['2, k, 5', [-0.4685671, 0.1336908, 1.0]], ['2, k, 6', [-0.547224, -0.03170412, 1.0]], ['2, k, 7', [-0.5532041, -0.02415718, 1.0]], ['2, k, 8', [-0.06114154, 0.3870394, 1.0]], ['2, k, 9', [0.03163507, 0.1992039, 1.0]], ['2, k, 10', [-0.1592532, 0.237876, 1.0]], ['2, k, 11', [-0.2157527, 0.2510556, 1.0]], ['2, k, 12', [-0.2839395, -0.09735527, 1.0]], ['2, k, 13', [-0.2761661, -0.4254022, 1.0]], ['2, k, 14', [-0.2310074, -0.7385938, 1.0]], ['2, k, 15', [-0.2954764, -0.7074577, 1.0]], ['2, k, 16', [-0.1300569, -0.09500201, 1.0]], ['2, k, 17', [-0.07920419, -0.4708386, 1.0]], ['2, k, 18', [-0.1136072, -0.7702237, 1.0]], ['2, k, 19', [-0.00225506, -0.7348247, 1.0]], ['2, k, 20', [-0.2213561, 0.4321857, 1.0]], ['2, k, 21', [-0.5560736, -0.09596426, 1.0]], ['2, k, 22', [-0.5773266, -0.06328084, 1.0]], ['2, k, 23', [-0.2723911, 0.223303, 1.0]], ['2, k, 24', [-0.2105283, 0.3172292, 1.0]]]
[['2, k, 0', [-0.2112377, -0.09796794, 1.0]], ['2, k, 1', [-0.2169372, 0.2089006, 1.0]], ['2, k, 2', [-0.222603, 0.5046778, 1.0]], ['2, k, 3', [-0.2336529, 0.6337625, 1.0]], ['2, k, 4', [-0.3795356, 0.3664273, 1.0]], ['2, k, 5', [-0.4683767, 0.1339286, 1.0]], ['2, k, 6', [-0.5471134, -0.03183185, 1.0]], ['2, k, 7', [-0.5521958, -0.02353283, 1.0]], ['2, k, 8', [-0.06109441, 0.3868795, 1.0]], ['2, k, 9', [0.03156006, 0.1994238, 1.0]], ['2, k, 10', [-0.1598495, 0.2388782, 1.0]], ['2, k, 11', [-0.2151327, 0.2552417, 1.0]], ['2, k, 12', [-0.2844238, -0.09731705, 1.0]], ['2, k, 13', [-0.2761374, -0.4251759, 1.0]], ['2, k, 14', [-0.2308606, -0.7382551, 1.0]], ['2, k, 15', [-0.2952771, -0.7080885, 1.0]], ['2, k, 16', [-0.1306509, -0.09489234, 1.0]], ['2, k, 17', [-0.07919894, -0.4710144, 1.0]], ['2, k, 18', [-0.1157302, -0.7677351, 1.0]], ['2, k, 19', [-0.004621752, -0.7348398, 1.0]], ['2, k, 20', [-0.2213596, 0.4322195, 1.0]], ['2, k, 21', [-0.5540088, -0.09334849, 1.0]], ['2, k, 22', [-0.5765257, -0.07687986, 1.0]], ['2, k, 23', [-0.2759815, 0.2208062, 1.0]], ['2, k, 24', [-0.2359676, 0.3206163, 1.0]]]
[['2, k, 0', [-0.2117877, -0.09809025, 1.0]], ['2, k, 1', [-0.2171369, 0.208965, 1.0]], ['2, k, 2', [-0.2225734, 0.5047941, 1.0]], ['2, k, 3', [-0.2337902, 0.6337515, 1.0]], ['2, k, 4', [-0.3789912, 0.3656713, 1.0]], ['2, k, 5', [-0.4683581, 0.1340197, 1.0]], ['2, k, 6', [-0.5470918, -0.03195208, 1.0]], ['2, k, 7', [-0.5519189, -0.02398062, 1.0]], ['2, k, 8', [-0.0610841, 0.3868291, 1.0]], ['2, k, 9', [0.03112265, 0.1993854, 1.0]], ['2, k, 10', [-0.160676, 0.239135, 1.0]], ['2, k, 11', [-0.2160642, 0.2548971, 1.0]], ['2, k, 12', [-0.2849477, -0.09742943, 1.0]], ['2, k, 13', [-0.2761086, -0.4250796, 1.0]], ['2, k, 14', [-0.2311928, -0.7382067, 1.0]], ['2, k, 15', [-0.2954458, -0.7080436, 1.0]], ['2, k, 16', [-0.1311962, -0.09505012, 1.0]], ['2, k, 17', [-0.07923788, -0.471045, 1.0]], ['2, k, 18', [-0.04745373, -0.7724687, 1.0]], ['2, k, 19', [0.02721209, -0.7287365, 1.0]], ['2, k, 20', [-0.2213759, 0.4323158, 1.0]], ['2, k, 21', [-0.5561148, -0.09529889, 1.0]], ['2, k, 22', [-0.5748125, -0.07700723, 1.0]], ['2, k, 23', [-0.2765729, 0.2212838, 1.0]], ['2, k, 24', [-0.2127511, 0.3209011, 1.0]]]
[['2, k, 0', [-0.211894, -0.09795035, 1.0]], ['2, k, 1', [-0.2172094, 0.2090369, 1.0]], ['2, k, 2', [-0.222559, 0.5048013, 1.0]], ['2, k, 3', [-0.2339943, 0.6337013, 1.0]], ['2, k, 4', [-0.3792799, 0.3661318, 1.0]], ['2, k, 5', [-0.468457, 0.1344522, 1.0]], ['2, k, 6', [-0.5469303, -0.03184091, 1.0]], ['2, k, 7', [-0.5516997, -0.02328797, 1.0]], ['2, k, 8', [-0.06108999, 0.3868559, 1.0]], ['2, k, 9', [0.03052446, 0.1994081, 1.0]], ['2, k, 10', [-0.1614648, 0.240065, 1.0]], ['2, k, 11', [-0.2164778, 0.255434, 1.0]], ['2, k, 12', [-0.285045, -0.09728452, 1.0]], ['2, k, 13', [-0.2760258, -0.4249601, 1.0]], ['2, k, 14', [-0.2311995, -0.7380305, 1.0]], ['2, k, 15', [-0.2955406, -0.7083727, 1.0]], ['2, k, 16', [-0.1312959, -0.09493396, 1.0]], ['2, k, 17', [-0.07924253, -0.4710415, 1.0]], ['2, k, 18', [-0.08808631, -0.7761416, 1.0]], ['2, k, 19', [0.0208928, -0.7304457, 1.0]], ['2, k, 20', [-0.2213763, 0.4323366, 1.0]], ['2, k, 21', [-0.5552278, -0.09515984, 1.0]], ['2, k, 22', [-0.528957, -0.03874919, 1.0]], ['2, k, 23', [-0.2730955, 0.222671, 1.0]], ['2, k, 24', [-0.2078719, 0.3220521, 1.0]]]
[['2, k, 0', [-0.2123179, -0.09798695, 1.0]], ['2, k, 1', [-0.2173578, 0.2091384, 1.0]], ['2, k, 2', [-0.2224535, 0.5050415, 1.0]], ['2, k, 3', [-0.2343601, 0.6336679, 1.0]], ['2, k, 4', [-0.3799853, 0.3657039, 1.0]], ['2, k, 5', [-0.4684505, 0.1346693, 1.0]], ['2, k, 6', [-0.546924, -0.03173316, 1.0]], ['2, k, 7', [-0.5527439, -0.02398399, 1.0]], ['2, k, 8', [-0.06113192, 0.3868919, 1.0]], ['2, k, 9', [0.03021705, 0.1994042, 1.0]], ['2, k, 10', [-0.1619158, 0.2406392, 1.0]], ['2, k, 11', [-0.2166907, 0.2559742, 1.0]], ['2, k, 12', [-0.2854685, -0.09732234, 1.0]], ['2, k, 13', [-0.2760265, -0.4247685, 1.0]], ['2, k, 14', [-0.2314347, -0.7378847, 1.0]], ['2, k, 15', [-0.295811, -0.7084931, 1.0]], ['2, k, 16', [-0.1316906, -0.0949837, 1.0]], ['2, k, 17', [-0.07924613, -0.471025, 1.0]], ['2, k, 18', [-0.09373225, -0.7758108, 1.0]], ['2, k, 19', [0.01554309, -0.7311005, 1.0]], ['2, k, 20', [-0.2213532, 0.4325289, 1.0]], ['2, k, 21', [-0.5569823, -0.09869274, 1.0]], ['2, k, 22', [-0.5763157, -0.07488766, 1.0]], ['2, k, 23', [-0.2691313, 0.220927, 1.0]], ['2, k, 24', [-0.2087624, 0.3216105, 1.0]]]
[['2, k, 0', [-0.2124043, -0.09799013, 1.0]], ['2, k, 1', [-0.2173851, 0.2091566, 1.0]], ['2, k, 2', [-0.2223226, 0.5050741, 1.0]], ['2, k, 3', [-0.2345377, 0.6336292, 1.0]], ['2, k, 4', [-0.3798411, 0.3651299, 1.0]], ['2, k, 5', [-0.4683973, 0.1347185, 1.0]], ['2, k, 6', [-0.5468261, -0.03154915, 1.0]], ['2, k, 7', [-0.5524758, -0.02349423, 1.0]], ['2, k, 8', [-0.06114674, 0.3868923, 1.0]], ['2, k, 9', [0.03022064, 0.1993613, 1.0]], ['2, k, 10', [-0.1618841, 0.2409111, 1.0]], ['2, k, 11', [-0.2156713, 0.2568617, 1.0]], ['2, k, 12', [-0.2855517, -0.0973267, 1.0]], ['2, k, 13', [-0.2760443, -0.4245391, 1.0]], ['2, k, 14', [-0.2313355, -0.7376098, 1.0]], ['2, k, 15', [-0.2958843, -0.708828, 1.0]], ['2, k, 16', [-0.1317677, -0.09499272, 1.0]], ['2, k, 17', [-0.07925424, -0.4710197, 1.0]], ['2, k, 18', [-0.09696933, -0.775235, 1.0]], ['2, k, 19', [0.01152351, -0.7292413, 1.0]], ['2, k, 20', [-0.2212829, 0.4325631, 1.0]], ['2, k, 21', [-0.5562636, -0.09599241, 1.0]], ['2, k, 22', [-0.5771721, -0.07047714, 1.0]], ['2, k, 23', [-0.2674618, 0.219826, 1.0]], ['2, k, 24', [-0.2130094, 0.321897, 1.0]]]
[['2, k, 0', [-0.2123833, -0.09802259, 1.0]], ['2, k, 1', [-0.2173697, 0.2091798, 1.0]], ['2, k, 2', [-0.2222102, 0.5051897, 1.0]], ['2, k, 3', [-0.2346209, 0.6336612, 1.0]], ['2, k, 4', [-0.3799598, 0.3647217, 1.0]], ['2, k, 5', [-0.4683556, 0.134849, 1.0]], ['2, k, 6', [-0.5468122, -0.03150563, 1.0]], ['2, k, 7', [-0.5521863, -0.02447024, 1.0]], ['2, k, 8', [-0.06114379, 0.3868565, 1.0]], ['2, k, 9', [0.030299, 0.1993114, 1.0]], ['2, k, 10', [-0.1618099, 0.2412419, 1.0]], ['2, k, 11', [-0.2159082, 0.2565665, 1.0]], ['2, k, 12', [-0.2855304, -0.09737014, 1.0]], ['2, k, 13', [-0.2760669, -0.4244861, 1.0]], ['2, k, 14', [-0.2313851, -0.7375768, 1.0]], ['2, k, 15', [-0.2958075, -0.7088137, 1.0]], ['2, k, 16', [-0.1317357, -0.09502269, 1.0]], ['2, k, 17', [-0.07935177, -0.470956, 1.0]], ['2, k, 18', [-0.09750701, -0.7752725, 1.0]], ['2, k, 19', [0.01114594, -0.7295175, 1.0]], ['2, k, 20', [-0.221206, 0.4326573, 1.0]], ['2, k, 21', [-0.556644, -0.0982991, 1.0]], ['2, k, 22', [-0.5765234, -0.07419446, 1.0]], ['2, k, 23', [-0.2687016, 0.2195423, 1.0]], ['2, k, 24', [-0.2165165, 0.3198568, 1.0]]]
[['2, k, 0', [-0.2125631, -0.09809283, 1.0]], ['2, k, 1', [-0.2174345, 0.2091921, 1.0]], ['2, k, 2', [-0.2221801, 0.5052396, 1.0]], ['2, k, 3', [-0.2349275, 0.6336547, 1.0]], ['2, k, 4', [-0.3803981, 0.3646269, 1.0]], ['2, k, 5', [-0.4683557, 0.1350471, 1.0]], ['2, k, 6', [-0.5467409, -0.03143023, 1.0]], ['2, k, 7', [-0.5526656, -0.02511409, 1.0]], ['2, k, 8', [-0.06116227, 0.3868452, 1.0]], ['2, k, 9', [0.03018525, 0.1992118, 1.0]], ['2, k, 10', [-0.1619117, 0.2412215, 1.0]], ['2, k, 11', [-0.2157529, 0.2574008, 1.0]], ['2, k, 12', [-0.2857404, -0.09744649, 1.0]], ['2, k, 13', [-0.2761889, -0.4242673, 1.0]], ['2, k, 14', [-0.2313996, -0.7374027, 1.0]], ['2, k, 15', [-0.2959288, -0.7089605, 1.0]], ['2, k, 16', [-0.131894, -0.09510109, 1.0]], ['2, k, 17', [-0.07935521, -0.4709603, 1.0]], ['2, k, 18', [-0.05079487, -0.7724427, 1.0]], ['2, k, 19', [0.02227474, -0.7240196, 1.0]], ['2, k, 20', [-0.2212024, 0.4326953, 1.0]], ['2, k, 21', [-0.5585475, -0.09759356, 1.0]], ['2, k, 22', [-0.5759895, -0.07604723, 1.0]], ['2, k, 23', [-0.2654366, 0.2440757, 1.0]], ['2, k, 24', [-0.1947606, 0.3263528, 1.0]]]
[['2, k, 0', [-0.2127475, -0.09799678, 1.0]], ['2, k, 1', [-0.2175567, 0.2093039, 1.0]], ['2, k, 2', [-0.2221645, 0.5053337, 1.0]], ['2, k, 3', [-0.2350694, 0.6337455, 1.0]], ['2, k, 4', [-0.380055, 0.3642799, 1.0]], ['2, k, 5', [-0.4683493, 0.1350735, 1.0]], ['2, k, 6', [-0.5466202, -0.03139441, 1.0]], ['2, k, 7', [-0.5515262, -0.02314455, 1.0]], ['2, k, 8', [-0.06119664, 0.3869382, 1.0]], ['2, k, 9', [0.03012396, 0.1992784, 1.0]], ['2, k, 10', [-0.162753, 0.23657, 1.0]], ['2, k, 11', [-0.2172588, 0.2520055, 1.0]], ['2, k, 12', [-0.2858956, -0.09736663, 1.0]], ['2, k, 13', [-0.2761801, -0.4242692, 1.0]], ['2, k, 14', [-0.2309119, -0.7372463, 1.0]], ['2, k, 15', [-0.2955899, -0.709374, 1.0]], ['2, k, 16', [-0.1320888, -0.09500109, 1.0]], ['2, k, 17', [-0.07936173, -0.4709706, 1.0]], ['2, k, 18', [-0.09169646, -0.7738773, 1.0]], ['2, k, 19', [0.01497236, -0.7264752, 1.0]], ['2, k, 20', [-0.2212203, 0.4328007, 1.0]], ['2, k, 21', [-0.5554039, -0.09531101, 1.0]], ['2, k, 22', [-0.5669027, -0.06672794, 1.0]], ['2, k, 23', [-0.270933, 0.2334759, 1.0]], ['2, k, 24', [-0.2034641, 0.3216641, 1.0]]]
[['2, k, 0', [-0.2128368, -0.09798148, 1.0]], ['2, k, 1', [-0.2176064, 0.2093312, 1.0]], ['2, k, 2', [-0.2221572, 0.5053583, 1.0]], ['2, k, 3', [-0.2353981, 0.6338827, 1.0]], ['2, k, 4', [-0.3796453, 0.3647598, 1.0]], ['2, k, 5', [-0.4683496, 0.135242, 1.0]], ['2, k, 6', [-0.5464728, -0.03134219, 1.0]], ['2, k, 7', [-0.5519277, -0.02471013, 1.0]], ['2, k, 8', [-0.06120801, 0.3869452, 1.0]], ['2, k, 9', [0.0299572, 0.1991791, 1.0]], ['2, k, 10', [-0.1628731, 0.2367135, 1.0]], ['2, k, 11', [-0.2175497, 0.251792, 1.0]], ['2, k, 12', [-0.2859933, -0.09733494, 1.0]], ['2, k, 13', [-0.276229, -0.4241473, 1.0]], ['2, k, 14', [-0.2309391, -0.7371848, 1.0]], ['2, k, 15', [-0.2958029, -0.7094664, 1.0]], ['2, k, 16', [-0.1321646, -0.095001, 1.0]], ['2, k, 17', [-0.07936769, -0.4709856, 1.0]], ['2, k, 18', [-0.112235, -0.7673916, 1.0]], ['2, k, 19', [-0.00282263, -0.7317256, 1.0]], ['2, k, 20', [-0.2212256, 0.4328274, 1.0]], ['2, k, 21', [-0.5575365, -0.09788997, 1.0]], ['2, k, 22', [-0.5747643, -0.07233607, 1.0]], ['2, k, 23', [-0.2692309, 0.2393649, 1.0]], ['2, k, 24', [-0.1955639, 0.3211538, 1.0]]]
[['2, k, 0', [-0.212754, -0.09800705, 1.0]], ['2, k, 1', [-0.2176036, 0.2093604, 1.0]], ['2, k, 2', [-0.2221743, 0.5054839, 1.0]], ['2, k, 3', [-0.2354814, 0.6338911, 1.0]], ['2, k, 4', [-0.3792179, 0.3646776, 1.0]], ['2, k, 5', [-0.4683614, 0.1351362, 1.0]], ['2, k, 6', [-0.5465552, -0.03147991, 1.0]], ['2, k, 7', [-0.5525103, -0.02468917, 1.0]], ['2, k, 8', [-0.06122006, 0.3869468, 1.0]], ['2, k, 9', [0.02965507, 0.1989149, 1.0]], ['2, k, 10', [-0.1629564, 0.2364129, 1.0]], ['2, k, 11', [-0.2180734, 0.251823, 1.0]], ['2, k, 12', [-0.285895, -0.0973686, 1.0]], ['2, k, 13', [-0.276224, -0.4241228, 1.0]], ['2, k, 14', [-0.2308996, -0.7371628, 1.0]], ['2, k, 15', [-0.2958172, -0.7094901, 1.0]], ['2, k, 16', [-0.1320705, -0.09502988, 1.0]], ['2, k, 17', [-0.07944264, -0.4706395, 1.0]], ['2, k, 18', [-0.1093688, -0.7694544, 1.0]], ['2, k, 19', [0.0003100932, -0.7316695, 1.0]], ['2, k, 20', [-0.2212397, 0.4329356, 1.0]], ['2, k, 21', [-0.5554458, -0.09512155, 1.0]], ['2, k, 22', [-0.5768523, -0.07720993, 1.0]], ['2, k, 23', [-0.268915, 0.2409091, 1.0]], ['2, k, 24', [-0.1911608, 0.3205959, 1.0]]]
