[['2, k, 0', [-0.121073, -0.381929, 1.0]], ['2, k, 1', [-0.113166, -0.119211, 1.0]], ['2, k, 2', [-0.104811, 0.13875, 1.0]], ['2, k, 3', [-0.0906701, 0.249739, 1.0]], ['2, k, 4', [-0.263399, 0.123484, 1.0]], ['2, k, 5', [-0.394267, -0.00530631, 1.0]], ['2, k, 6', [-0.431922, -0.0676958, 1.0]], ['2, k, 7', [-0.412763, -0.107523, 1.0]], ['2, k, 8', [0.0689633, 0.0896274, 1.0]], ['2, k, 9', [0.189608, -0.0320961, 1.0]], ['2, k, 10', [0.171101, -0.131155, 1.0]], ['2, k, 11', [0.144077, -0.161091, 1.0]], ['2, k, 12', [-0.195185, -0.369552, 1.0]], ['2, k, 13', [-0.249338, -0.730036, 1.0]], ['2, k, 14', [-0.258188, -1.04855, 1.0]], ['2, k, 15', [-0.240112, -1.10059, 1.0]], ['2, k, 16', [-0.0439943, -0.384948, 1.0]], ['2, k, 17', [-0.0118424, -0.671609, 1.0]], ['2, k, 18', [-0.0476657, -1.03069, 1.0]], ['2, k, 19', [-0.0116653, -1.08496, 1.0]], ['2, k, 20', [-0.106984, 0.074963, 1.0]], ['2, k, 21', [-0.395516, -0.135405, 1.0]], ['2, k, 22', [-0.366356, -0.105911, 1.0]], ['2, k, 23', [0.113508, -0.183534, 1.0]], ['2, k, 24', [0.190653, -0.177787, 1.0]]]
[['2, k, 0', [-0.11442, -0.424514, 1.0]], ['2, k, 1', [-0.108414, -0.153852, 1.0]], ['2, k, 2', [-0.102075, 0.112201, 1.0]], ['2, k, 3', [-0.0944932, 0.213687, 1.0]], ['2, k, 4', [-0.271859, 0.0695331, 1.0]], ['2, k, 5', [-0.381183, -0.125363, 1.0]], ['2, k, 6', [-0.441736, -0.33343, 1.0]], ['2, k, 7', [-0.436129, -0.397227, 1.0]], ['2, k, 8', [0.0653279, 0.0383389, 1.0]], ['2, k, 9', [0.139008, -0.17474, 1.0]], ['2, k, 10', [0.135327, -0.382963, 1.0]], ['2, k, 11', [0.121675, -0.442087, 1.0]], ['2, k, 12', [-0.181806, -0.415959, 1.0]], ['2, k, 13', [-0.241439, -0.740605, 1.0]], ['2, k, 14', [-0.258026, -1.04733, 1.0]], ['2, k, 15', [-0.237197, -1.09065, 1.0]], ['2, k, 16', [-0.0442578, -0.422702, 1.0]], ['2, k, 17', [-0.00546787, -0.699843, 1.0]], ['2, k, 18', [-0.0474953, -1.01912, 1.0]], ['2, k, 19', [-0.023388, -1.07215, 1.0]], ['2, k, 20', [-0.103725, 0.0463253, 1.0]], ['2, k, 21', [-0.429991, -0.440066, 1.0]], ['2, k, 22', [-0.356986, -0.414339, 1.0]], ['2, k, 23', [0.11207, -0.495801, 1.0]], ['2, k, 24', [0.165224, -0.464056, 1.0]]]
[['2, k, 0', [-0.114678, -0.424351, 1.0]], ['2, k, 1', [-0.10844, -0.153597, 1.0]], ['2, k, 2', [-0.101956, 0.112537, 1.0]], ['2, k, 3', [-0.0940814, 0.214366, 1.0]], ['2, k, 4', [-0.271871, 0.0695261, 1.0]], ['2, k, 5', [-0.382365, -0.125197, 1.0]], ['2, k, 6', [-0.441997, -0.333192, 1.0]], ['2, k, 7', [-0.435424, -0.39529, 1.0]], ['2, k, 8', [0.0653283, 0.0385843, 1.0]], ['2, k, 9', [0.139051, -0.174692, 1.0]], ['2, k, 10', [0.134274, -0.382815, 1.0]], ['2, k, 11', [0.12053, -0.441803, 1.0]], ['2, k, 12', [-0.182088, -0.415834, 1.0]], ['2, k, 13', [-0.241512, -0.74018, 1.0]], ['2, k, 14', [-0.261954, -1.03191, 1.0]], ['2, k, 15', [-0.238155, -1.08577, 1.0]], ['2, k, 16', [-0.0444556, -0.422468, 1.0]], ['2, k, 17', [-0.00560293, -0.698971, 1.0]], ['2, k, 18', [-0.0480324, -1.02086, 1.0]], ['2, k, 19', [-0.0231533, -1.0744, 1.0]], ['2, k, 20', [-0.103648, 0.0466215, 1.0]], ['2, k, 21', [-0.432392, -0.437781, 1.0]], ['2, k, 22', [-0.356777, -0.412487, 1.0]], ['2, k, 23', [0.107175, -0.496295, 1.0]], ['2, k, 24', [0.16573, -0.461744, 1.0]]]
[['2, k, 0', [-0.115029, -0.424158, 1.0]], ['2, k, 1', [-0.108412, -0.152289, 1.0]], ['2, k, 2', [-0.100946, 0.116908, 1.0]], ['2, k, 3', [-0.093739, 0.217361, 1.0]], ['2, k, 4', [-0.272002, 0.0701688, 1.0]], ['2, k, 5', [-0.383781, -0.124547, 1.0]], ['2, k, 6', [-0.442963, -0.330092, 1.0]], ['2, k, 7', [-0.436872, -0.393315, 1.0]], ['2, k, 8', [0.0654663, 0.0390381, 1.0]], ['2, k, 9', [0.138591, -0.174653, 1.0]], ['2, k, 10', [0.134399, -0.382349, 1.0]], ['2, k, 11', [0.119173, -0.440245, 1.0]], ['2, k, 12', [-0.182517, -0.415631, 1.0]], ['2, k, 13', [-0.24148, -0.740023, 1.0]], ['2, k, 14', [-0.260114, -1.0373, 1.0]], ['2, k, 15', [-0.238405, -1.08713, 1.0]], ['2, k, 16', [-0.0447188, -0.422278, 1.0]], ['2, k, 17', [-0.00570757, -0.698659, 1.0]], ['2, k, 18', [-0.0481073, -1.02114, 1.0]], ['2, k, 19', [-0.0209172, -1.0753, 1.0]], ['2, k, 20', [-0.102978, 0.0500493, 1.0]], ['2, k, 21', [-0.428355, -0.436786, 1.0]], ['2, k, 22', [-0.361384, -0.408722, 1.0]], ['2, k, 23', [0.110394, -0.495689, 1.0]], ['2, k, 24', [0.162524, -0.453166, 1.0]]]
[['2, k, 0', [-0.11525, -0.42399, 1.0]], ['2, k, 1', [-0.108507, -0.151798, 1.0]], ['2, k, 2', [-0.100977, 0.117391, 1.0]], ['2, k, 3', [-0.0932947, 0.219128, 1.0]], ['2, k, 4', [-0.271698, 0.0716879, 1.0]], ['2, k, 5', [-0.385482, -0.123383, 1.0]], ['2, k, 6', [-0.443896, -0.32682, 1.0]], ['2, k, 7', [-0.436983, -0.388517, 1.0]], ['2, k, 8', [0.0654916, 0.0393635, 1.0]], ['2, k, 9', [0.139245, -0.174623, 1.0]], ['2, k, 10', [0.132485, -0.38239, 1.0]], ['2, k, 11', [0.118516, -0.437602, 1.0]], ['2, k, 12', [-0.182826, -0.415371, 1.0]], ['2, k, 13', [-0.241064, -0.737681, 1.0]], ['2, k, 14', [-0.255434, -1.03578, 1.0]], ['2, k, 15', [-0.237782, -1.09061, 1.0]], ['2, k, 16', [-0.0448379, -0.422181, 1.0]], ['2, k, 17', [-0.00587531, -0.699437, 1.0]], ['2, k, 18', [-0.04827, -1.02256, 1.0]], ['2, k, 19', [-0.022371, -1.07497, 1.0]], ['2, k, 20', [-0.103015, 0.0505737, 1.0]], ['2, k, 21', [-0.433011, -0.428791, 1.0]], ['2, k, 22', [-0.359375, -0.406123, 1.0]], ['2, k, 23', [0.109558, -0.487481, 1.0]], ['2, k, 24', [0.162424, -0.457657, 1.0]]]
[['2, k, 0', [-0.115434, -0.423697, 1.0]], ['2, k, 1', [-0.108273, -0.150419, 1.0]], ['2, k, 2', [-0.100113, 0.120702, 1.0]], ['2, k, 3', [-0.0925787, 0.221201, 1.0]], ['2, k, 4', [-0.271599, 0.0724773, 1.0]], ['2, k, 5', [-0.386888, -0.123325, 1.0]], ['2, k, 6', [-0.443857, -0.325211, 1.0]], ['2, k, 7', [-0.43896, -0.384223, 1.0]], ['2, k, 8', [0.0656575, 0.0402818, 1.0]], ['2, k, 9', [0.139638, -0.174026, 1.0]], ['2, k, 10', [0.131561, -0.375964, 1.0]], ['2, k, 11', [0.117245, -0.437265, 1.0]], ['2, k, 12', [-0.183068, -0.414966, 1.0]], ['2, k, 13', [-0.240769, -0.732226, 1.0]], ['2, k, 14', [-0.255461, -1.03578, 1.0]], ['2, k, 15', [-0.234817, -1.09583, 1.0]], ['2, k, 16', [-0.0449578, -0.421964, 1.0]], ['2, k, 17', [-0.00585526, -0.700922, 1.0]], ['2, k, 18', [-0.0480629, -1.02434, 1.0]], ['2, k, 19', [-0.0235561, -1.07805, 1.0]], ['2, k, 20', [-0.102333, 0.0533492, 1.0]], ['2, k, 21', [-0.431047, -0.425156, 1.0]], ['2, k, 22', [-0.362644, -0.400381, 1.0]], ['2, k, 23', [0.104052, -0.482482, 1.0]], ['2, k, 24', [0.175018, -0.454921, 1.0]]]
[['2, k, 0', [-0.115852, -0.423435, 1.0]], ['2, k, 1', [-0.108359, -0.150047, 1.0]], ['2, k, 2', [-0.100053, 0.121288, 1.0]], ['2, k, 3', [-0.0914502, 0.223246, 1.0]], ['2, k, 4', [-0.271619, 0.073226, 1.0]], ['2, k, 5', [-0.387905, -0.122313, 1.0]], ['2, k, 6', [-0.444156, -0.322021, 1.0]], ['2, k, 7', [-0.438287, -0.377372, 1.0]], ['2, k, 8', [0.0659081, 0.0405826, 1.0]], ['2, k, 9', [0.140289, -0.174026, 1.0]], ['2, k, 10', [0.132189, -0.374387, 1.0]], ['2, k, 11', [0.117633, -0.433234, 1.0]], ['2, k, 12', [-0.183404, -0.414683, 1.0]], ['2, k, 13', [-0.240754, -0.732338, 1.0]], ['2, k, 14', [-0.256241, -1.04262, 1.0]], ['2, k, 15', [-0.234405, -1.09801, 1.0]], ['2, k, 16', [-0.0454354, -0.421729, 1.0]], ['2, k, 17', [-0.00543478, -0.702005, 1.0]], ['2, k, 18', [-0.0475839, -1.02533, 1.0]], ['2, k, 19', [-0.0237556, -1.0784, 1.0]], ['2, k, 20', [-0.102312, 0.0539036, 1.0]], ['2, k, 21', [-0.430228, -0.417611, 1.0]], ['2, k, 22', [-0.360899, -0.395054, 1.0]], ['2, k, 23', [0.104279, -0.478618, 1.0]], ['2, k, 24', [0.17533, -0.450219, 1.0]]]
[['2, k, 0', [-0.116068, -0.423187, 1.0]], ['2, k, 1', [-0.108385, -0.149276, 1.0]], ['2, k, 2', [-0.0998621, 0.122777, 1.0]], ['2, k, 3', [-0.0907233, 0.225105, 1.0]], ['2, k, 4', [-0.27137, 0.0747774, 1.0]], ['2, k, 5', [-0.388636, -0.121108, 1.0]], ['2, k, 6', [-0.442858, -0.316544, 1.0]], ['2, k, 7', [-0.437604, -0.372117, 1.0]], ['2, k, 8', [0.0662387, 0.0412032, 1.0]], ['2, k, 9', [0.142252, -0.17376, 1.0]], ['2, k, 10', [0.137058, -0.363533, 1.0]], ['2, k, 11', [0.121111, -0.428237, 1.0]], ['2, k, 12', [-0.183676, -0.414402, 1.0]], ['2, k, 13', [-0.240566, -0.732732, 1.0]], ['2, k, 14', [-0.258031, -1.04108, 1.0]], ['2, k, 15', [-0.2348, -1.09815, 1.0]], ['2, k, 16', [-0.045585, -0.421513, 1.0]], ['2, k, 17', [-0.00532771, -0.702084, 1.0]], ['2, k, 18', [-0.0455526, -1.02552, 1.0]], ['2, k, 19', [-0.020494, -1.08247, 1.0]], ['2, k, 20', [-0.102173, 0.0552542, 1.0]], ['2, k, 21', [-0.428138, -0.412341, 1.0]], ['2, k, 22', [-0.358886, -0.389929, 1.0]], ['2, k, 23', [0.102986, -0.468613, 1.0]], ['2, k, 24', [0.178463, -0.442314, 1.0]]]
[['2, k, 0', [-0.11604, -0.42237, 1.0]], ['2, k, 1', [-0.108263, -0.148573, 1.0]], ['2, k, 2', [-0.0996058, 0.123493, 1.0]], ['2, k, 3', [-0.0897283, 0.227792, 1.0]], ['2, k, 4', [-0.265825, 0.0814629, 1.0]], ['2, k, 5', [-0.387602, -0.114094, 1.0]], ['2, k, 6', [-0.440649, -0.312364, 1.0]], ['2, k, 7', [-0.435207, -0.36656, 1.0]], ['2, k, 8', [0.0666438, 0.0422191, 1.0]], ['2, k, 9', [0.146125, -0.173591, 1.0]], ['2, k, 10', [0.139141, -0.354724, 1.0]], ['2, k, 11', [0.12234, -0.417038, 1.0]], ['2, k, 12', [-0.183663, -0.413409, 1.0]], ['2, k, 13', [-0.24116, -0.734588, 1.0]], ['2, k, 14', [-0.256158, -1.04266, 1.0]], ['2, k, 15', [-0.236646, -1.09861, 1.0]], ['2, k, 16', [-0.0455418, -0.420862, 1.0]], ['2, k, 17', [-0.00535415, -0.702229, 1.0]], ['2, k, 18', [-0.0458734, -1.02512, 1.0]], ['2, k, 19', [-0.0216238, -1.07634, 1.0]], ['2, k, 20', [-0.101948, 0.0559933, 1.0]], ['2, k, 21', [-0.42782, -0.402765, 1.0]], ['2, k, 22', [-0.357969, -0.383406, 1.0]], ['2, k, 23', [0.102415, -0.461122, 1.0]], ['2, k, 24', [0.177137, -0.433729, 1.0]]]
[['2, k, 0', [-0.116725, -0.421362, 1.0]], ['2, k, 1', [-0.108369, -0.147341, 1.0]], ['2, k, 2', [-0.0992204, 0.124976, 1.0]], ['2, k, 3', [-0.0889756, 0.229634, 1.0]], ['2, k, 4', [-0.266061, 0.0816245, 1.0]], ['2, k, 5', [-0.390283, -0.113844, 1.0]], ['2, k, 6', [-0.440521, -0.302986, 1.0]], ['2, k, 7', [-0.434869, -0.358127, 1.0]], ['2, k, 8', [0.0673399, 0.0430944, 1.0]], ['2, k, 9', [0.14873, -0.166368, 1.0]], ['2, k, 10', [0.144098, -0.34383, 1.0]], ['2, k, 11', [0.12617, -0.406751, 1.0]], ['2, k, 12', [-0.184825, -0.412141, 1.0]], ['2, k, 13', [-0.241626, -0.735341, 1.0]], ['2, k, 14', [-0.255965, -1.04575, 1.0]], ['2, k, 15', [-0.236333, -1.0982, 1.0]], ['2, k, 16', [-0.045901, -0.420073, 1.0]], ['2, k, 17', [-0.00526121, -0.701919, 1.0]], ['2, k, 18', [-0.0458158, -1.02388, 1.0]], ['2, k, 19', [-0.0222726, -1.07517, 1.0]], ['2, k, 20', [-0.101693, 0.0574433, 1.0]], ['2, k, 21', [-0.42115, -0.392785, 1.0]], ['2, k, 22', [-0.3564, -0.373746, 1.0]], ['2, k, 23', [0.105536, -0.448303, 1.0]], ['2, k, 24', [0.182457, -0.422976, 1.0]]]
[['2, k, 0', [-0.11688, -0.420653, 1.0]], ['2, k, 1', [-0.108097, -0.145604, 1.0]], ['2, k, 2', [-0.0982974, 0.127447, 1.0]], ['2, k, 3', [-0.0879259, 0.232996, 1.0]], ['2, k, 4', [-0.266237, 0.0823147, 1.0]], ['2, k, 5', [-0.393201, -0.112616, 1.0]], ['2, k, 6', [-0.440227, -0.298728, 1.0]], ['2, k, 7', [-0.432565, -0.349667, 1.0]], ['2, k, 8', [0.0677827, 0.0445928, 1.0]], ['2, k, 9', [0.150313, -0.161438, 1.0]], ['2, k, 10', [0.148368, -0.328186, 1.0]], ['2, k, 11', [0.130538, -0.391885, 1.0]], ['2, k, 12', [-0.184926, -0.411393, 1.0]], ['2, k, 13', [-0.240949, -0.734697, 1.0]], ['2, k, 14', [-0.256124, -1.04661, 1.0]], ['2, k, 15', [-0.234472, -1.09835, 1.0]], ['2, k, 16', [-0.0460736, -0.41941, 1.0]], ['2, k, 17', [-0.00521803, -0.702301, 1.0]], ['2, k, 18', [-0.0452465, -1.02687, 1.0]], ['2, k, 19', [-0.0213245, -1.08202, 1.0]], ['2, k, 20', [-0.100923, 0.0598005, 1.0]], ['2, k, 21', [-0.416267, -0.383968, 1.0]], ['2, k, 22', [-0.358164, -0.364339, 1.0]], ['2, k, 23', [0.102717, -0.434083, 1.0]], ['2, k, 24', [0.181314, -0.412931, 1.0]]]
[['2, k, 0', [-0.117604, -0.419651, 1.0]], ['2, k, 1', [-0.108174, -0.14397, 1.0]], ['2, k, 2', [-0.0976101, 0.129487, 1.0]], ['2, k, 3', [-0.0867731, 0.23667, 1.0]], ['2, k, 4', [-0.266307, 0.0826916, 1.0]], ['2, k, 5', [-0.39283, -0.109804, 1.0]], ['2, k, 6', [-0.43836, -0.284039, 1.0]], ['2, k, 7', [-0.430082, -0.337426, 1.0]], ['2, k, 8', [0.0683431, 0.0458635, 1.0]], ['2, k, 9', [0.153644, -0.152267, 1.0]], ['2, k, 10', [0.15051, -0.316484, 1.0]], ['2, k, 11', [0.133325, -0.376887, 1.0]], ['2, k, 12', [-0.185773, -0.410034, 1.0]], ['2, k, 13', [-0.240773, -0.73459, 1.0]], ['2, k, 14', [-0.255664, -1.04342, 1.0]], ['2, k, 15', [-0.234005, -1.09873, 1.0]], ['2, k, 16', [-0.0466389, -0.418728, 1.0]], ['2, k, 17', [-0.00542739, -0.70228, 1.0]], ['2, k, 18', [-0.0455638, -1.02614, 1.0]], ['2, k, 19', [-0.0222385, -1.07534, 1.0]], ['2, k, 20', [-0.100433, 0.0617748, 1.0]], ['2, k, 21', [-0.413686, -0.372366, 1.0]], ['2, k, 22', [-0.350891, -0.351664, 1.0]], ['2, k, 23', [0.105144, -0.420358, 1.0]], ['2, k, 24', [0.186909, -0.396127, 1.0]]]
[['2, k, 0', [-0.11806, -0.418065, 1.0]], ['2, k, 1', [-0.108143, -0.141853, 1.0]], ['2, k, 2', [-0.0970824, 0.132411, 1.0]], ['2, k, 3', [-0.0859103, 0.240054, 1.0]], ['2, k, 4', [-0.266048, 0.0840403, 1.0]], ['2, k, 5', [-0.389132, -0.10097, 1.0]], ['2, k, 6', [-0.435495, -0.273481, 1.0]], ['2, k, 7', [-0.429278, -0.321396, 1.0]], ['2, k, 8', [0.0686511, 0.0474926, 1.0]], ['2, k, 9', [0.157251, -0.140404, 1.0]], ['2, k, 10', [0.154996, -0.302395, 1.0]], ['2, k, 11', [0.134901, -0.357795, 1.0]], ['2, k, 12', [-0.186159, -0.408211, 1.0]], ['2, k, 13', [-0.240874, -0.736057, 1.0]], ['2, k, 14', [-0.256442, -1.04375, 1.0]], ['2, k, 15', [-0.23448, -1.09578, 1.0]], ['2, k, 16', [-0.0470906, -0.417431, 1.0]], ['2, k, 17', [-0.00565964, -0.7022, 1.0]], ['2, k, 18', [-0.0470737, -1.0348, 1.0]], ['2, k, 19', [-0.0174388, -1.07635, 1.0]], ['2, k, 20', [-0.10003, 0.0645076, 1.0]], ['2, k, 21', [-0.414749, -0.353211, 1.0]], ['2, k, 22', [-0.35067, -0.333375, 1.0]], ['2, k, 23', [0.104876, -0.399699, 1.0]], ['2, k, 24', [0.194293, -0.376434, 1.0]]]
[['2, k, 0', [-0.118303, -0.416799, 1.0]], ['2, k, 1', [-0.108245, -0.139916, 1.0]], ['2, k, 2', [-0.0971983, 0.135068, 1.0]], ['2, k, 3', [-0.0852959, 0.243739, 1.0]], ['2, k, 4', [-0.26524, 0.0875636, 1.0]], ['2, k, 5', [-0.388945, -0.0952809, 1.0]], ['2, k, 6', [-0.435617, -0.251297, 1.0]], ['2, k, 7', [-0.429305, -0.302293, 1.0]], ['2, k, 8', [0.0687876, 0.0490124, 1.0]], ['2, k, 9', [0.15872, -0.128206, 1.0]], ['2, k, 10', [0.160198, -0.27906, 1.0]], ['2, k, 11', [0.138513, -0.339324, 1.0]], ['2, k, 12', [-0.186241, -0.407008, 1.0]], ['2, k, 13', [-0.24071, -0.736125, 1.0]], ['2, k, 14', [-0.260268, -1.04189, 1.0]], ['2, k, 15', [-0.238945, -1.09772, 1.0]], ['2, k, 16', [-0.0474555, -0.416166, 1.0]], ['2, k, 17', [-0.00552402, -0.695485, 1.0]], ['2, k, 18', [-0.0467906, -1.02973, 1.0]], ['2, k, 19', [-0.0212867, -1.07451, 1.0]], ['2, k, 20', [-0.100116, 0.0670168, 1.0]], ['2, k, 21', [-0.413278, -0.337006, 1.0]], ['2, k, 22', [-0.357738, -0.313835, 1.0]], ['2, k, 23', [0.104541, -0.381088, 1.0]], ['2, k, 24', [0.198115, -0.357679, 1.0]]]
[['2, k, 0', [-0.118413, -0.415941, 1.0]], ['2, k, 1', [-0.109224, -0.142718, 1.0]], ['2, k, 2', [-0.101601, 0.11447, 1.0]], ['2, k, 3', [-0.0866848, 0.233709, 1.0]], ['2, k, 4', [-0.265099, 0.0885336, 1.0]], ['2, k, 5', [-0.385448, -0.0853475, 1.0]], ['2, k, 6', [-0.433295, -0.23065, 1.0]], ['2, k, 7', [-0.423219, -0.282288, 1.0]], ['2, k, 8', [0.0690642, 0.0504559, 1.0]], ['2, k, 9', [0.162691, -0.116031, 1.0]], ['2, k, 10', [0.160023, -0.264927, 1.0]], ['2, k, 11', [0.143034, -0.317986, 1.0]], ['2, k, 12', [-0.186232, -0.406313, 1.0]], ['2, k, 13', [-0.240846, -0.735615, 1.0]], ['2, k, 14', [-0.25757, -1.04165, 1.0]], ['2, k, 15', [-0.238696, -1.09275, 1.0]], ['2, k, 16', [-0.047681, -0.415181, 1.0]], ['2, k, 17', [-0.00545167, -0.696633, 1.0]], ['2, k, 18', [-0.0479234, -1.02874, 1.0]], ['2, k, 19', [-0.0230634, -1.07142, 1.0]], ['2, k, 20', [-0.1034, 0.0522847, 1.0]], ['2, k, 21', [-0.410696, -0.316879, 1.0]], ['2, k, 22', [-0.357178, -0.293022, 1.0]], ['2, k, 23', [0.113669, -0.355144, 1.0]], ['2, k, 24', [0.20082, -0.335016, 1.0]]]
[['2, k, 0', [-0.118147, -0.415187, 1.0]], ['2, k, 1', [-0.109609, -0.144042, 1.0]], ['2, k, 2', [-0.102058, 0.113848, 1.0]], ['2, k, 3', [-0.0863721, 0.235643, 1.0]], ['2, k, 4', [-0.264543, 0.0887962, 1.0]], ['2, k, 5', [-0.384344, -0.0793036, 1.0]], ['2, k, 6', [-0.429434, -0.215871, 1.0]], ['2, k, 7', [-0.416948, -0.268669, 1.0]], ['2, k, 8', [0.0688213, 0.0531349, 1.0]], ['2, k, 9', [0.16528, -0.106195, 1.0]], ['2, k, 10', [0.166361, -0.233018, 1.0]], ['2, k, 11', [0.144334, -0.289953, 1.0]], ['2, k, 12', [-0.18578, -0.405697, 1.0]], ['2, k, 13', [-0.240863, -0.735582, 1.0]], ['2, k, 14', [-0.255696, -1.04349, 1.0]], ['2, k, 15', [-0.236504, -1.09792, 1.0]], ['2, k, 16', [-0.0475717, -0.414278, 1.0]], ['2, k, 17', [-0.00531226, -0.696668, 1.0]], ['2, k, 18', [-0.0476156, -1.02817, 1.0]], ['2, k, 19', [-0.0239099, -1.071, 1.0]], ['2, k, 20', [-0.104015, 0.050984, 1.0]], ['2, k, 21', [-0.409127, -0.290835, 1.0]], ['2, k, 22', [-0.348524, -0.279703, 1.0]], ['2, k, 23', [0.115421, -0.331232, 1.0]], ['2, k, 24', [0.204133, -0.306189, 1.0]]]
[['2, k, 0', [-0.11791, -0.413694, 1.0]], ['2, k, 1', [-0.109469, -0.143287, 1.0]], ['2, k, 2', [-0.101666, 0.115883, 1.0]], ['2, k, 3', [-0.0857278, 0.238817, 1.0]], ['2, k, 4', [-0.263585, 0.0903004, 1.0]], ['2, k, 5', [-0.407614, -0.0762556, 1.0]], ['2, k, 6', [-0.424546, -0.200977, 1.0]], ['2, k, 7', [-0.412619, -0.248455, 1.0]], ['2, k, 8', [0.0688107, 0.0543941, 1.0]], ['2, k, 9', [0.16472, -0.0970446, 1.0]], ['2, k, 10', [0.170685, -0.213848, 1.0]], ['2, k, 11', [0.138729, -0.276679, 1.0]], ['2, k, 12', [-0.18497, -0.404267, 1.0]], ['2, k, 13', [-0.240817, -0.735635, 1.0]], ['2, k, 14', [-0.256659, -1.04372, 1.0]], ['2, k, 15', [-0.236102, -1.09586, 1.0]], ['2, k, 16', [-0.0478267, -0.412672, 1.0]], ['2, k, 17', [-0.00481991, -0.694062, 1.0]], ['2, k, 18', [-0.0463594, -1.02195, 1.0]], ['2, k, 19', [-0.0243161, -1.07071, 1.0]], ['2, k, 20', [-0.103707, 0.0524312, 1.0]], ['2, k, 21', [-0.394989, -0.270432, 1.0]], ['2, k, 22', [-0.33447, -0.251941, 1.0]], ['2, k, 23', [0.118222, -0.306478, 1.0]], ['2, k, 24', [0.194494, -0.287456, 1.0]]]
[['2, k, 0', [-0.117355, -0.410572, 1.0]], ['2, k, 1', [-0.10908, -0.141877, 1.0]], ['2, k, 2', [-0.101108, 0.11744, 1.0]], ['2, k, 3', [-0.0853467, 0.24136, 1.0]], ['2, k, 4', [-0.261546, 0.095244, 1.0]], ['2, k, 5', [-0.405408, -0.0722929, 1.0]], ['2, k, 6', [-0.426697, -0.181548, 1.0]], ['2, k, 7', [-0.408285, -0.22372, 1.0]], ['2, k, 8', [0.0717762, 0.0581324, 1.0]], ['2, k, 9', [0.187022, -0.0939195, 1.0]], ['2, k, 10', [0.165304, -0.21268, 1.0]], ['2, k, 11', [0.138692, -0.251047, 1.0]], ['2, k, 12', [-0.183902, -0.401716, 1.0]], ['2, k, 13', [-0.240744, -0.736171, 1.0]], ['2, k, 14', [-0.256486, -1.0439, 1.0]], ['2, k, 15', [-0.236453, -1.0956, 1.0]], ['2, k, 16', [-0.0478873, -0.408964, 1.0]], ['2, k, 17', [-0.00450988, -0.696121, 1.0]], ['2, k, 18', [-0.046089, -1.02217, 1.0]], ['2, k, 19', [-0.0267842, -1.0736, 1.0]], ['2, k, 20', [-0.103168, 0.0538523, 1.0]], ['2, k, 21', [-0.396438, -0.246032, 1.0]], ['2, k, 22', [-0.336254, -0.228464, 1.0]], ['2, k, 23', [0.107845, -0.275923, 1.0]], ['2, k, 24', [0.1905, -0.263768, 1.0]]]
[['2, k, 0', [-0.117122, -0.40829, 1.0]], ['2, k, 1', [-0.108869, -0.140796, 1.0]], ['2, k, 2', [-0.100714, 0.118504, 1.0]], ['2, k, 3', [-0.0846881, 0.244394, 1.0]], ['2, k, 4', [-0.259729, 0.0988613, 1.0]], ['2, k, 5', [-0.39935, -0.0597712, 1.0]], ['2, k, 6', [-0.427012, -0.164485, 1.0]], ['2, k, 7', [-0.404276, -0.196888, 1.0]], ['2, k, 8', [0.0712615, 0.060171, 1.0]], ['2, k, 9', [0.186565, -0.0868484, 1.0]], ['2, k, 10', [0.172398, -0.182278, 1.0]], ['2, k, 11', [0.141189, -0.224035, 1.0]], ['2, k, 12', [-0.183218, -0.399394, 1.0]], ['2, k, 13', [-0.240938, -0.738626, 1.0]], ['2, k, 14', [-0.255703, -1.04657, 1.0]], ['2, k, 15', [-0.23615, -1.09569, 1.0]], ['2, k, 16', [-0.0480582, -0.406739, 1.0]], ['2, k, 17', [-0.00445027, -0.696009, 1.0]], ['2, k, 18', [-0.0463806, -1.02166, 1.0]], ['2, k, 19', [-0.0279636, -1.07243, 1.0]], ['2, k, 20', [-0.102817, 0.0548296, 1.0]], ['2, k, 21', [-0.392803, -0.222982, 1.0]], ['2, k, 22', [-0.33845, -0.201414, 1.0]], ['2, k, 23', [0.123575, -0.251946, 1.0]], ['2, k, 24', [0.201301, -0.232928, 1.0]]]
