[['2, k, 0', [0.0372114, -0.353782, 1.0]], ['2, k, 1', [0.0510859, -0.0469914, 1.0]], ['2, k, 2', [0.0644772, 0.254054, 1.0]], ['2, k, 3', [0.0739331, 0.393635, 1.0]], ['2, k, 4', [-0.0821768, 0.182601, 1.0]], ['2, k, 5', [-0.204444, 0.0893132, 1.0]], ['2, k, 6', [-0.215329, 0.0506787, 1.0]], ['2, k, 7', [-0.309126, 0.0671528, 1.0]], ['2, k, 8', [0.207059, 0.172053, 1.0]], ['2, k, 9', [0.314205, 0.076637, 1.0]], ['2, k, 10', [0.350141, 0.0460211, 1.0]], ['2, k, 11', [0.352506, 0.0258824, 1.0]], ['2, k, 12', [-0.0289476, -0.347504, 1.0]], ['2, k, 13', [-0.0707706, -0.790658, 1.0]], ['2, k, 14', [0.00986821, -0.723581, 1.0]], ['2, k, 15', [-0.0141027, -0.829653, 1.0]], ['2, k, 16', [0.102558, -0.352312, 1.0]], ['2, k, 17', [0.191169, -0.776409, 1.0]], ['2, k, 18', [0.194742, -1.08032, 1.0]], ['2, k, 19', [0.188668, -1.13496, 1.0]], ['2, k, 20', [0.0612063, 0.179598, 1.0]], ['2, k, 21', [-0.326656, 0.0514294, 1.0]], ['2, k, 22', [-0.280131, 0.0744198, 1.0]], ['2, k, 23', [0.37401, 0.000881293, 1.0]], ['2, k, 24', [0.397903, 0.0410955, 1.0]]]
[['2, k, 0', [0.0641978, -0.363033, 1.0]], ['2, k, 1', [0.0628659, -0.0405745, 1.0]], ['2, k, 2', [0.060636, 0.265808, 1.0]], ['2, k, 3', [0.0786781, 0.401907, 1.0]], ['2, k, 4', [-0.0610375, 0.141537, 1.0]], ['2, k, 5', [-0.173486, 0.186242, 1.0]], ['2, k, 6', [-0.225738, 0.143865, 1.0]], ['2, k, 7', [-0.238509, 0.131152, 1.0]], ['2, k, 8', [0.207889, 0.139835, 1.0]], ['2, k, 9', [0.348719, 0.161192, 1.0]], ['2, k, 10', [0.393491, 0.176431, 1.0]], ['2, k, 11', [0.463156, 0.170364, 1.0]], ['2, k, 12', [-0.00498843, -0.358777, 1.0]], ['2, k, 13', [-0.0655521, -0.772937, 1.0]], ['2, k, 14', [-0.0802148, -1.14463, 1.0]], ['2, k, 15', [-0.077418, -1.17886, 1.0]], ['2, k, 16', [0.132096, -0.359561, 1.0]], ['2, k, 17', [0.198181, -0.74121, 1.0]], ['2, k, 18', [0.206429, -1.126, 1.0]], ['2, k, 19', [0.178152, -1.19547, 1.0]], ['2, k, 20', [0.0610892, 0.189763, 1.0]], ['2, k, 21', [-0.268708, 0.120022, 1.0]], ['2, k, 22', [-0.162742, 0.129916, 1.0]], ['2, k, 23', [0.547851, 0.172984, 1.0]], ['2, k, 24', [0.434837, 0.195896, 1.0]]]
[['2, k, 0', [0.0651186, -0.357845, 1.0]], ['2, k, 1', [0.0632457, -0.040118, 1.0]], ['2, k, 2', [0.0612246, 0.266106, 1.0]], ['2, k, 3', [0.0787053, 0.402129, 1.0]], ['2, k, 4', [-0.058055, 0.157342, 1.0]], ['2, k, 5', [-0.172217, 0.183843, 1.0]], ['2, k, 6', [-0.225254, 0.142588, 1.0]], ['2, k, 7', [-0.240743, 0.108613, 1.0]], ['2, k, 8', [0.207235, 0.154414, 1.0]], ['2, k, 9', [0.318463, 0.203633, 1.0]], ['2, k, 10', [0.381644, 0.133206, 1.0]], ['2, k, 11', [0.455919, 0.150362, 1.0]], ['2, k, 12', [-0.00329307, -0.354174, 1.0]], ['2, k, 13', [-0.0649148, -0.778187, 1.0]], ['2, k, 14', [-0.0798007, -1.14486, 1.0]], ['2, k, 15', [-0.0691121, -1.20696, 1.0]], ['2, k, 16', [0.132128, -0.353625, 1.0]], ['2, k, 17', [0.193698, -0.687162, 1.0]], ['2, k, 18', [0.204342, -1.11185, 1.0]], ['2, k, 19', [0.228149, -1.17285, 1.0]], ['2, k, 20', [0.0615966, 0.190108, 1.0]], ['2, k, 21', [-0.234519, 0.0725029, 1.0]], ['2, k, 22', [-0.15667, 0.108677, 1.0]], ['2, k, 23', [0.538581, 0.152389, 1.0]], ['2, k, 24', [0.429081, 0.176829, 1.0]]]
[['2, k, 0', [0.0654808, -0.355334, 1.0]], ['2, k, 1', [0.0635217, -0.0394525, 1.0]], ['2, k, 2', [0.0617005, 0.266998, 1.0]], ['2, k, 3', [0.078736, 0.4025, 1.0]], ['2, k, 4', [-0.0606283, 0.169258, 1.0]], ['2, k, 5', [-0.173713, 0.183085, 1.0]], ['2, k, 6', [-0.225782, 0.128614, 1.0]], ['2, k, 7', [-0.241632, 0.0951352, 1.0]], ['2, k, 8', [0.206808, 0.157859, 1.0]], ['2, k, 9', [0.318294, 0.199963, 1.0]], ['2, k, 10', [0.398437, 0.151189, 1.0]], ['2, k, 11', [0.432828, 0.136172, 1.0]], ['2, k, 12', [-0.0027822, -0.351496, 1.0]], ['2, k, 13', [-0.0647754, -0.778443, 1.0]], ['2, k, 14', [-0.0760849, -1.13544, 1.0]], ['2, k, 15', [-0.065423, -1.20099, 1.0]], ['2, k, 16', [0.132345, -0.351361, 1.0]], ['2, k, 17', [0.191654, -0.66526, 1.0]], ['2, k, 18', [0.210614, -1.1335, 1.0]], ['2, k, 19', [0.199741, -1.19628, 1.0]], ['2, k, 20', [0.0620263, 0.190948, 1.0]], ['2, k, 21', [-0.229022, 0.0618844, 1.0]], ['2, k, 22', [-0.157364, 0.0949732, 1.0]], ['2, k, 23', [0.48639, 0.124737, 1.0]], ['2, k, 24', [0.504175, 0.137244, 1.0]]]
[['2, k, 0', [0.0670699, -0.349813, 1.0]], ['2, k, 1', [0.0642926, -0.0387953, 1.0]], ['2, k, 2', [0.0627381, 0.26645, 1.0]], ['2, k, 3', [0.078881, 0.402879, 1.0]], ['2, k, 4', [-0.0593619, 0.175714, 1.0]], ['2, k, 5', [-0.171909, 0.180174, 1.0]], ['2, k, 6', [-0.187474, 0.104324, 1.0]], ['2, k, 7', [-0.231175, 0.0898718, 1.0]], ['2, k, 8', [0.208456, 0.176347, 1.0]], ['2, k, 9', [0.327282, 0.194411, 1.0]], ['2, k, 10', [0.416666, 0.137676, 1.0]], ['2, k, 11', [0.446935, 0.131222, 1.0]], ['2, k, 12', [-0.000691886, -0.34697, 1.0]], ['2, k, 13', [-0.0552891, -0.725224, 1.0]], ['2, k, 14', [-0.0754167, -1.13937, 1.0]], ['2, k, 15', [-0.066003, -1.20299, 1.0]], ['2, k, 16', [0.13329, -0.344841, 1.0]], ['2, k, 17', [0.193071, -0.698026, 1.0]], ['2, k, 18', [0.205509, -1.11758, 1.0]], ['2, k, 19', [0.222306, -1.18553, 1.0]], ['2, k, 20', [0.0628423, 0.190821, 1.0]], ['2, k, 21', [-0.245047, 0.0635867, 1.0]], ['2, k, 22', [-0.145185, 0.0868734, 1.0]], ['2, k, 23', [0.463372, 0.10466, 1.0]], ['2, k, 24', [0.518807, 0.13014, 1.0]]]
[['2, k, 0', [0.0680741, -0.348151, 1.0]], ['2, k, 1', [0.064719, -0.0384324, 1.0]], ['2, k, 2', [0.0630171, 0.266301, 1.0]], ['2, k, 3', [0.0789507, 0.403482, 1.0]], ['2, k, 4', [-0.0594014, 0.178329, 1.0]], ['2, k, 5', [-0.170678, 0.17961, 1.0]], ['2, k, 6', [-0.238692, 0.108455, 1.0]], ['2, k, 7', [-0.233762, 0.0888981, 1.0]], ['2, k, 8', [0.208435, 0.175527, 1.0]], ['2, k, 9', [0.328072, 0.192017, 1.0]], ['2, k, 10', [0.395297, 0.12064, 1.0]], ['2, k, 11', [0.367968, 0.123219, 1.0]], ['2, k, 12', [0.000554082, -0.345423, 1.0]], ['2, k, 13', [-0.0649235, -0.764056, 1.0]], ['2, k, 14', [-0.0745856, -1.13946, 1.0]], ['2, k, 15', [-0.0693046, -1.20059, 1.0]], ['2, k, 16', [0.134047, -0.343176, 1.0]], ['2, k, 17', [0.193354, -0.697144, 1.0]], ['2, k, 18', [0.209046, -1.10547, 1.0]], ['2, k, 19', [0.209015, -1.14046, 1.0]], ['2, k, 20', [0.0631445, 0.190844, 1.0]], ['2, k, 21', [-0.232188, 0.0581973, 1.0]], ['2, k, 22', [-0.153904, 0.0888612, 1.0]], ['2, k, 23', [0.33003, 0.108927, 1.0]], ['2, k, 24', [0.412154, 0.142372, 1.0]]]
[['2, k, 0', [0.0679532, -0.344628, 1.0]], ['2, k, 1', [0.0647383, -0.0368458, 1.0]], ['2, k, 2', [0.0628415, 0.266907, 1.0]], ['2, k, 3', [0.0793785, 0.404728, 1.0]], ['2, k, 4', [-0.0637731, 0.195949, 1.0]], ['2, k, 5', [-0.172998, 0.179062, 1.0]], ['2, k, 6', [-0.188197, 0.107782, 1.0]], ['2, k, 7', [-0.208739, 0.0943041, 1.0]], ['2, k, 8', [0.209156, 0.178873, 1.0]], ['2, k, 9', [0.327914, 0.191632, 1.0]], ['2, k, 10', [0.314064, 0.128087, 1.0]], ['2, k, 11', [0.310928, 0.121255, 1.0]], ['2, k, 12', [0.00107792, -0.341984, 1.0]], ['2, k, 13', [-0.0653219, -0.764885, 1.0]], ['2, k, 14', [-0.0677411, -1.12251, 1.0]], ['2, k, 15', [-0.0523836, -1.19099, 1.0]], ['2, k, 16', [0.133293, -0.339648, 1.0]], ['2, k, 17', [0.185775, -0.65776, 1.0]], ['2, k, 18', [0.209677, -1.1036, 1.0]], ['2, k, 19', [0.211057, -1.13863, 1.0]], ['2, k, 20', [0.0630727, 0.191573, 1.0]], ['2, k, 21', [-0.212169, 0.0579417, 1.0]], ['2, k, 22', [-0.11566, 0.0896181, 1.0]], ['2, k, 23', [0.26876, 0.115351, 1.0]], ['2, k, 24', [0.360431, 0.11921, 1.0]]]
[['2, k, 0', [0.0682565, -0.344592, 1.0]], ['2, k, 1', [0.0650184, -0.0366335, 1.0]], ['2, k, 2', [0.0629987, 0.267289, 1.0]], ['2, k, 3', [0.0795584, 0.403793, 1.0]], ['2, k, 4', [-0.063333, 0.194059, 1.0]], ['2, k, 5', [-0.171076, 0.180679, 1.0]], ['2, k, 6', [-0.207936, 0.114645, 1.0]], ['2, k, 7', [-0.220635, 0.101847, 1.0]], ['2, k, 8', [0.207969, 0.17358, 1.0]], ['2, k, 9', [0.324046, 0.193197, 1.0]], ['2, k, 10', [0.396133, 0.134547, 1.0]], ['2, k, 11', [0.364899, 0.131251, 1.0]], ['2, k, 12', [0.00135698, -0.341938, 1.0]], ['2, k, 13', [-0.0650989, -0.771112, 1.0]], ['2, k, 14', [-0.0676465, -1.12508, 1.0]], ['2, k, 15', [-0.0637856, -1.15987, 1.0]], ['2, k, 16', [0.133627, -0.339637, 1.0]], ['2, k, 17', [0.186095, -0.657669, 1.0]], ['2, k, 18', [0.211876, -1.09852, 1.0]], ['2, k, 19', [0.213009, -1.1336, 1.0]], ['2, k, 20', [0.0633261, 0.191941, 1.0]], ['2, k, 21', [-0.22976, 0.0685709, 1.0]], ['2, k, 22', [-0.129659, 0.0999713, 1.0]], ['2, k, 23', [0.319147, 0.122515, 1.0]], ['2, k, 24', [0.411921, 0.142063, 1.0]]]
[['2, k, 0', [0.0680472, -0.344664, 1.0]], ['2, k, 1', [0.0650564, -0.0365956, 1.0]], ['2, k, 2', [0.0635135, 0.267487, 1.0]], ['2, k, 3', [0.0806945, 0.403399, 1.0]], ['2, k, 4', [-0.0627781, 0.193669, 1.0]], ['2, k, 5', [-0.164901, 0.183926, 1.0]], ['2, k, 6', [-0.215101, 0.123918, 1.0]], ['2, k, 7', [-0.223721, 0.109344, 1.0]], ['2, k, 8', [0.207372, 0.172305, 1.0]], ['2, k, 9', [0.321494, 0.194954, 1.0]], ['2, k, 10', [0.39389, 0.150545, 1.0]], ['2, k, 11', [0.445973, 0.144625, 1.0]], ['2, k, 12', [0.00123108, -0.341907, 1.0]], ['2, k, 13', [-0.0568365, -0.725724, 1.0]], ['2, k, 14', [-0.0757914, -1.1337, 1.0]], ['2, k, 15', [-0.0542122, -1.20186, 1.0]], ['2, k, 16', [0.133299, -0.33991, 1.0]], ['2, k, 17', [0.192208, -0.690115, 1.0]], ['2, k, 18', [0.208162, -1.1301, 1.0]], ['2, k, 19', [0.186546, -1.19897, 1.0]], ['2, k, 20', [0.0637077, 0.19212, 1.0]], ['2, k, 21', [-0.221167, 0.0744105, 1.0]], ['2, k, 22', [-0.143108, 0.107887, 1.0]], ['2, k, 23', [0.509498, 0.143526, 1.0]], ['2, k, 24', [0.486659, 0.147945, 1.0]]]
[['2, k, 0', [0.0676413, -0.344736, 1.0]], ['2, k, 1', [0.0653176, -0.03647, 1.0]], ['2, k, 2', [0.0655253, 0.267964, 1.0]], ['2, k, 3', [0.080714, 0.403409, 1.0]], ['2, k, 4', [-0.0625092, 0.193874, 1.0]], ['2, k, 5', [-0.166987, 0.191536, 1.0]], ['2, k, 6', [-0.219163, 0.13261, 1.0]], ['2, k, 7', [-0.224995, 0.119364, 1.0]], ['2, k, 8', [0.207545, 0.168417, 1.0]], ['2, k, 9', [0.322238, 0.187312, 1.0]], ['2, k, 10', [0.397064, 0.141013, 1.0]], ['2, k, 11', [0.46726, 0.148983, 1.0]], ['2, k, 12', [0.000971461, -0.341747, 1.0]], ['2, k, 13', [-0.0640565, -0.770636, 1.0]], ['2, k, 14', [-0.0766954, -1.13597, 1.0]], ['2, k, 15', [-0.0508758, -1.20329, 1.0]], ['2, k, 16', [0.132732, -0.340251, 1.0]], ['2, k, 17', [0.192016, -0.689568, 1.0]], ['2, k, 18', [0.208011, -1.12926, 1.0]], ['2, k, 19', [0.186743, -1.2, 1.0]], ['2, k, 20', [0.0652022, 0.192538, 1.0]], ['2, k, 21', [-0.225124, 0.0812451, 1.0]], ['2, k, 22', [-0.13406, 0.115181, 1.0]], ['2, k, 23', [0.549357, 0.146941, 1.0]], ['2, k, 24', [0.46243, 0.174168, 1.0]]]
[['2, k, 0', [0.0682656, -0.346582, 1.0]], ['2, k, 1', [0.065563, -0.0367689, 1.0]], ['2, k, 2', [0.0652833, 0.268275, 1.0]], ['2, k, 3', [0.0807851, 0.402898, 1.0]], ['2, k, 4', [-0.0594188, 0.184137, 1.0]], ['2, k, 5', [-0.165629, 0.191967, 1.0]], ['2, k, 6', [-0.220045, 0.136676, 1.0]], ['2, k, 7', [-0.227546, 0.127446, 1.0]], ['2, k, 8', [0.207709, 0.166415, 1.0]], ['2, k, 9', [0.341389, 0.176428, 1.0]], ['2, k, 10', [0.410272, 0.149402, 1.0]], ['2, k, 11', [0.460175, 0.153006, 1.0]], ['2, k, 12', [0.000964698, -0.343593, 1.0]], ['2, k, 13', [-0.0639831, -0.772893, 1.0]], ['2, k, 14', [-0.0768662, -1.12906, 1.0]], ['2, k, 15', [-0.0728207, -1.16408, 1.0]], ['2, k, 16', [0.134173, -0.342266, 1.0]], ['2, k, 17', [0.194106, -0.701319, 1.0]], ['2, k, 18', [0.20278, -1.12754, 1.0]], ['2, k, 19', [0.204114, -1.16276, 1.0]], ['2, k, 20', [0.0651835, 0.192656, 1.0]], ['2, k, 21', [-0.236403, 0.0933196, 1.0]], ['2, k, 22', [-0.137487, 0.124912, 1.0]], ['2, k, 23', [0.548601, 0.136697, 1.0]], ['2, k, 24', [0.540729, 0.155385, 1.0]]]
[['2, k, 0', [0.0693507, -0.348998, 1.0]], ['2, k, 1', [0.0664454, -0.0370553, 1.0]], ['2, k, 2', [0.0663802, 0.269519, 1.0]], ['2, k, 3', [0.0809297, 0.401918, 1.0]], ['2, k, 4', [-0.0582745, 0.165141, 1.0]], ['2, k, 5', [-0.168693, 0.1917, 1.0]], ['2, k, 6', [-0.221994, 0.137519, 1.0]], ['2, k, 7', [-0.226108, 0.134015, 1.0]], ['2, k, 8', [0.208207, 0.164782, 1.0]], ['2, k, 9', [0.33805, 0.172418, 1.0]], ['2, k, 10', [0.409698, 0.148935, 1.0]], ['2, k, 11', [0.444688, 0.154834, 1.0]], ['2, k, 12', [0.00169226, -0.346015, 1.0]], ['2, k, 13', [-0.0643499, -0.775161, 1.0]], ['2, k, 14', [-0.075904, -1.13099, 1.0]], ['2, k, 15', [-0.0465702, -1.19887, 1.0]], ['2, k, 16', [0.135597, -0.34461, 1.0]], ['2, k, 17', [0.193783, -0.699517, 1.0]], ['2, k, 18', [0.202861, -1.1259, 1.0]], ['2, k, 19', [0.183693, -1.19768, 1.0]], ['2, k, 20', [0.0662901, 0.193435, 1.0]], ['2, k, 21', [-0.247057, 0.100421, 1.0]], ['2, k, 22', [-0.139334, 0.130931, 1.0]], ['2, k, 23', [0.509427, 0.150037, 1.0]], ['2, k, 24', [0.497286, 0.155147, 1.0]]]
[['2, k, 0', [0.069892, -0.356083, 1.0]], ['2, k, 1', [0.0670802, -0.0385227, 1.0]], ['2, k, 2', [0.0667102, 0.269975, 1.0]], ['2, k, 3', [0.0799204, 0.402463, 1.0]], ['2, k, 4', [-0.054749, 0.152659, 1.0]], ['2, k, 5', [-0.168196, 0.192395, 1.0]], ['2, k, 6', [-0.221308, 0.139519, 1.0]], ['2, k, 7', [-0.224034, 0.138242, 1.0]], ['2, k, 8', [0.207586, 0.147576, 1.0]], ['2, k, 9', [0.341892, 0.169403, 1.0]], ['2, k, 10', [0.36738, 0.152896, 1.0]], ['2, k, 11', [0.43545, 0.156396, 1.0]], ['2, k, 12', [0.00149202, -0.354043, 1.0]], ['2, k, 13', [-0.0773254, -0.78212, 1.0]], ['2, k, 14', [-0.0670833, -1.13818, 1.0]], ['2, k, 15', [-0.0635389, -1.1733, 1.0]], ['2, k, 16', [0.136734, -0.350623, 1.0]], ['2, k, 17', [0.193797, -0.699472, 1.0]], ['2, k, 18', [0.205631, -1.10703, 1.0]], ['2, k, 19', [0.206519, -1.14256, 1.0]], ['2, k, 20', [0.0666725, 0.193515, 1.0]], ['2, k, 21', [-0.240021, 0.105192, 1.0]], ['2, k, 22', [-0.133992, 0.136706, 1.0]], ['2, k, 23', [0.483532, 0.14432, 1.0]], ['2, k, 24', [0.50808, 0.152918, 1.0]]]
[['2, k, 0', [0.0699178, -0.358808, 1.0]], ['2, k, 1', [0.0671639, -0.0393081, 1.0]], ['2, k, 2', [0.066609, 0.270144, 1.0]], ['2, k, 3', [0.0802613, 0.402168, 1.0]], ['2, k, 4', [-0.0538069, 0.147699, 1.0]], ['2, k, 5', [-0.165231, 0.192096, 1.0]], ['2, k, 6', [-0.22075, 0.141342, 1.0]], ['2, k, 7', [-0.226463, 0.14341, 1.0]], ['2, k, 8', [0.206079, 0.144523, 1.0]], ['2, k, 9', [0.329431, 0.155028, 1.0]], ['2, k, 10', [0.416335, 0.145066, 1.0]], ['2, k, 11', [0.437554, 0.159933, 1.0]], ['2, k, 12', [0.00122968, -0.357075, 1.0]], ['2, k, 13', [-0.0546409, -0.719304, 1.0]], ['2, k, 14', [-0.0751322, -1.13738, 1.0]], ['2, k, 15', [-0.048966, -1.20468, 1.0]], ['2, k, 16', [0.137022, -0.35294, 1.0]], ['2, k, 17', [0.193799, -0.699473, 1.0]], ['2, k, 18', [0.204001, -1.11391, 1.0]], ['2, k, 19', [0.204783, -1.14945, 1.0]], ['2, k, 20', [0.0666306, 0.193541, 1.0]], ['2, k, 21', [-0.242647, 0.120422, 1.0]], ['2, k, 22', [-0.138475, 0.137587, 1.0]], ['2, k, 23', [0.472259, 0.148888, 1.0]], ['2, k, 24', [0.496501, 0.147868, 1.0]]]
[['2, k, 0', [0.0699295, -0.359104, 1.0]], ['2, k, 1', [0.0669593, -0.0394686, 1.0]], ['2, k, 2', [0.0654122, 0.270794, 1.0]], ['2, k, 3', [0.0799961, 0.402392, 1.0]], ['2, k, 4', [-0.0541667, 0.145342, 1.0]], ['2, k, 5', [-0.163766, 0.191746, 1.0]], ['2, k, 6', [-0.220925, 0.142698, 1.0]], ['2, k, 7', [-0.221992, 0.144582, 1.0]], ['2, k, 8', [0.206749, 0.148774, 1.0]], ['2, k, 9', [0.340203, 0.156528, 1.0]], ['2, k, 10', [0.347203, 0.155367, 1.0]], ['2, k, 11', [0.417125, 0.159447, 1.0]], ['2, k, 12', [0.00115786, -0.357288, 1.0]], ['2, k, 13', [-0.0682421, -0.751508, 1.0]], ['2, k, 14', [-0.0749125, -1.1383, 1.0]], ['2, k, 15', [-0.0486919, -1.20582, 1.0]], ['2, k, 16', [0.137136, -0.353317, 1.0]], ['2, k, 17', [0.194279, -0.701115, 1.0]], ['2, k, 18', [0.203791, -1.12281, 1.0]], ['2, k, 19', [0.184014, -1.19376, 1.0]], ['2, k, 20', [0.0658018, 0.193906, 1.0]], ['2, k, 21', [-0.253159, 0.136463, 1.0]], ['2, k, 22', [-0.136355, 0.141479, 1.0]], ['2, k, 23', [0.48591, 0.164632, 1.0]], ['2, k, 24', [0.461436, 0.18163, 1.0]]]
[['2, k, 0', [0.0701786, -0.359372, 1.0]], ['2, k, 1', [0.0674267, -0.0397963, 1.0]], ['2, k, 2', [0.0658873, 0.27078, 1.0]], ['2, k, 3', [0.07994, 0.401505, 1.0]], ['2, k, 4', [-0.0543755, 0.143459, 1.0]], ['2, k, 5', [-0.16646, 0.186446, 1.0]], ['2, k, 6', [-0.221852, 0.142487, 1.0]], ['2, k, 7', [-0.223855, 0.147433, 1.0]], ['2, k, 8', [0.207241, 0.150779, 1.0]], ['2, k, 9', [0.340456, 0.156351, 1.0]], ['2, k, 10', [0.347342, 0.155198, 1.0]], ['2, k, 11', [0.416475, 0.15763, 1.0]], ['2, k, 12', [0.00132007, -0.357442, 1.0]], ['2, k, 13', [-0.0668831, -0.756908, 1.0]], ['2, k, 14', [-0.0817676, -1.14078, 1.0]], ['2, k, 15', [-0.100769, -1.1875, 1.0]], ['2, k, 16', [0.137494, -0.353702, 1.0]], ['2, k, 17', [0.194752, -0.699448, 1.0]], ['2, k, 18', [0.201248, -1.12439, 1.0]], ['2, k, 19', [0.194641, -1.19397, 1.0]], ['2, k, 20', [0.0662343, 0.193838, 1.0]], ['2, k, 21', [-0.226601, 0.14006, 1.0]], ['2, k, 22', [-0.137658, 0.144305, 1.0]], ['2, k, 23', [0.472821, 0.152556, 1.0]], ['2, k, 24', [0.463671, 0.177098, 1.0]]]
[['2, k, 0', [0.0706962, -0.361704, 1.0]], ['2, k, 1', [0.0676798, -0.0414657, 1.0]], ['2, k, 2', [0.0656598, 0.269978, 1.0]], ['2, k, 3', [0.0800075, 0.401425, 1.0]], ['2, k, 4', [-0.0539606, 0.140664, 1.0]], ['2, k, 5', [-0.16561, 0.182875, 1.0]], ['2, k, 6', [-0.222265, 0.141706, 1.0]], ['2, k, 7', [-0.219919, 0.146202, 1.0]], ['2, k, 8', [0.206412, 0.146533, 1.0]], ['2, k, 9', [0.340769, 0.156689, 1.0]], ['2, k, 10', [0.347432, 0.155218, 1.0]], ['2, k, 11', [0.426922, 0.155549, 1.0]], ['2, k, 12', [0.00186992, -0.359608, 1.0]], ['2, k, 13', [-0.075832, -0.787603, 1.0]], ['2, k, 14', [-0.0724694, -1.14151, 1.0]], ['2, k, 15', [-0.0547025, -1.20561, 1.0]], ['2, k, 16', [0.137965, -0.356089, 1.0]], ['2, k, 17', [0.191785, -0.671516, 1.0]], ['2, k, 18', [0.207747, -1.13634, 1.0]], ['2, k, 19', [0.191734, -1.19917, 1.0]], ['2, k, 20', [0.0661566, 0.192933, 1.0]], ['2, k, 21', [-0.228161, 0.131951, 1.0]], ['2, k, 22', [-0.127017, 0.144147, 1.0]], ['2, k, 23', [0.48179, 0.147764, 1.0]], ['2, k, 24', [0.434607, 0.175019, 1.0]]]
[['2, k, 0', [0.0710945, -0.362695, 1.0]], ['2, k, 1', [0.0679866, -0.041932, 1.0]], ['2, k, 2', [0.0657326, 0.269986, 1.0]], ['2, k, 3', [0.0802996, 0.400252, 1.0]], ['2, k, 4', [-0.0531504, 0.141097, 1.0]], ['2, k, 5', [-0.165735, 0.180236, 1.0]], ['2, k, 6', [-0.222397, 0.140828, 1.0]], ['2, k, 7', [-0.226357, 0.144027, 1.0]], ['2, k, 8', [0.205925, 0.139948, 1.0]], ['2, k, 9', [0.339643, 0.160666, 1.0]], ['2, k, 10', [0.395697, 0.145278, 1.0]], ['2, k, 11', [0.450653, 0.154901, 1.0]], ['2, k, 12', [0.00192461, -0.360375, 1.0]], ['2, k, 13', [-0.0625225, -0.773163, 1.0]], ['2, k, 14', [-0.0780906, -1.13795, 1.0]], ['2, k, 15', [-0.0557297, -1.19962, 1.0]], ['2, k, 16', [0.138786, -0.357321, 1.0]], ['2, k, 17', [0.195428, -0.689631, 1.0]], ['2, k, 18', [0.203581, -1.12795, 1.0]], ['2, k, 19', [0.193442, -1.19672, 1.0]], ['2, k, 20', [0.0662561, 0.192893, 1.0]], ['2, k, 21', [-0.250791, 0.114721, 1.0]], ['2, k, 22', [-0.135416, 0.137896, 1.0]], ['2, k, 23', [0.527808, 0.150154, 1.0]], ['2, k, 24', [0.493608, 0.154856, 1.0]]]
[['2, k, 0', [0.0701036, -0.361878, 1.0]], ['2, k, 1', [0.0674591, -0.041963, 1.0]], ['2, k, 2', [0.0646489, 0.269403, 1.0]], ['2, k, 3', [0.0801826, 0.400398, 1.0]], ['2, k, 4', [-0.0555917, 0.163678, 1.0]], ['2, k, 5', [-0.170696, 0.193798, 1.0]], ['2, k, 6', [-0.223351, 0.145438, 1.0]], ['2, k, 7', [-0.226729, 0.141219, 1.0]], ['2, k, 8', [0.205883, 0.138326, 1.0]], ['2, k, 9', [0.341837, 0.161383, 1.0]], ['2, k, 10', [0.396477, 0.142351, 1.0]], ['2, k, 11', [0.455637, 0.15381, 1.0]], ['2, k, 12', [0.00125031, -0.359344, 1.0]], ['2, k, 13', [-0.0628261, -0.773326, 1.0]], ['2, k, 14', [-0.0757336, -1.13733, 1.0]], ['2, k, 15', [-0.0569921, -1.19976, 1.0]], ['2, k, 16', [0.137353, -0.356676, 1.0]], ['2, k, 17', [0.193341, -0.6866, 1.0]], ['2, k, 18', [0.19946, -1.09272, 1.0]], ['2, k, 19', [0.198967, -1.12825, 1.0]], ['2, k, 20', [0.0653714, 0.192504, 1.0]], ['2, k, 21', [-0.229229, 0.123534, 1.0]], ['2, k, 22', [-0.134145, 0.137714, 1.0]], ['2, k, 23', [0.536988, 0.149103, 1.0]], ['2, k, 24', [0.429864, 0.183034, 1.0]]]
[['2, k, 0', [0.0695512, -0.362243, 1.0]], ['2, k, 1', [0.0673928, -0.0423114, 1.0]], ['2, k, 2', [0.0649776, 0.269316, 1.0]], ['2, k, 3', [0.0796397, 0.399575, 1.0]], ['2, k, 4', [-0.0556256, 0.162557, 1.0]], ['2, k, 5', [-0.168368, 0.185496, 1.0]], ['2, k, 6', [-0.223048, 0.14267, 1.0]], ['2, k, 7', [-0.227325, 0.139628, 1.0]], ['2, k, 8', [0.205985, 0.137439, 1.0]], ['2, k, 9', [0.340594, 0.160428, 1.0]], ['2, k, 10', [0.40543, 0.147309, 1.0]], ['2, k, 11', [0.454456, 0.152947, 1.0]], ['2, k, 12', [0.000910956, -0.359417, 1.0]], ['2, k, 13', [-0.0630112, -0.773315, 1.0]], ['2, k, 14', [-0.0756684, -1.14231, 1.0]], ['2, k, 15', [-0.0550081, -1.20473, 1.0]], ['2, k, 16', [0.136566, -0.357447, 1.0]], ['2, k, 17', [0.193487, -0.686816, 1.0]], ['2, k, 18', [0.203689, -1.09479, 1.0]], ['2, k, 19', [0.202996, -1.13032, 1.0]], ['2, k, 20', [0.0655964, 0.192345, 1.0]], ['2, k, 21', [-0.209069, 0.104532, 1.0]], ['2, k, 22', [-0.134476, 0.137322, 1.0]], ['2, k, 23', [0.535488, 0.149998, 1.0]], ['2, k, 24', [0.447425, 0.172691, 1.0]]]
