[['2, k, 0', [-0.1777173, -0.1340688, 1.0]], ['2, k, 1', [-0.1765359, 0.1136596, 1.0]], ['2, k, 2', [-0.1749024, 0.355791, 1.0]], ['2, k, 3', [-0.1767007, 0.4864761, 1.0]], ['2, k, 4', [-0.321398, 0.2474707, 1.0]], ['2, k, 5', [-0.3863392, 0.01240235, 1.0]], ['2, k, 6', [-0.3759965, -0.1787159, 1.0]], ['2, k, 7', [-0.370891, -0.2038523, 1.0]], ['2, k, 8', [-0.02650147, 0.2508167, 1.0]], ['2, k, 9', [0.03787357, -0.01002361, 1.0]], ['2, k, 10', [0.08131265, -0.1993467, 1.0]], ['2, k, 11', [0.08946463, -0.2394611, 1.0]], ['2, k, 12', [-0.2447285, -0.1330504, 1.0]], ['2, k, 13', [-0.2668662, -0.269419, 1.0]], ['2, k, 14', [-0.2524258, -0.604427, 1.0]], ['2, k, 15', [-0.2480166, -0.6636724, 1.0]], ['2, k, 16', [-0.1068401, -0.1322345, 1.0]], ['2, k, 17', [0.01848437, -0.2663359, 1.0]], ['2, k, 18', [0.01248093, -0.6032802, 1.0]], ['2, k, 19', [0.02398022, -0.6637233, 1.0]], ['2, k, 20', [-0.175416, 0.2960209, 1.0]], ['2, k, 21', [-0.3628424, -0.2688841, 1.0]], ['2, k, 22', [-0.341314, -0.1944809, 1.0]], ['2, k, 23', [0.1010402, -0.306027, 1.0]], ['2, k, 24', [0.1151065, -0.254141, 1.0]]]
[['2, k, 0', [-0.1702953, -0.1165733, 1.0]], ['2, k, 1', [-0.1790614, 0.1299216, 1.0]], ['2, k, 2', [-0.1886348, 0.3697528, 1.0]], ['2, k, 3', [-0.1714212, 0.488154, 1.0]], ['2, k, 4', [-0.3186128, 0.2606568, 1.0]], ['2, k, 5', [-0.3867839, 0.0489035, 1.0]], ['2, k, 6', [-0.3451015, -0.1161757, 1.0]], ['2, k, 7', [-0.3174479, -0.1659084, 1.0]], ['2, k, 8', [-0.04539193, 0.2893117, 1.0]], ['2, k, 9', [0.07318643, 0.2261378, 1.0]], ['2, k, 10', [0.1220471, 0.1983259, 1.0]], ['2, k, 11', [0.1399876, 0.2006972, 1.0]], ['2, k, 12', [-0.2373392, -0.1190392, 1.0]], ['2, k, 13', [-0.2703439, -0.2584484, 1.0]], ['2, k, 14', [-0.2523504, -0.6027976, 1.0]], ['2, k, 15', [-0.2485016, -0.6644377, 1.0]], ['2, k, 16', [-0.09956405, -0.1117316, 1.0]], ['2, k, 17', [0.02454208, -0.2612398, 1.0]], ['2, k, 18', [0.01394911, -0.6015725, 1.0]], ['2, k, 19', [0.02585575, -0.6630099, 1.0]], ['2, k, 20', [-0.1862794, 0.3106725, 1.0]], ['2, k, 21', [-0.2973275, -0.2059181, 1.0]], ['2, k, 22', [-0.2808965, -0.1614061, 1.0]], ['2, k, 23', [0.1748641, 0.187155, 1.0]], ['2, k, 24', [0.162333, 0.185248, 1.0]]]
[['2, k, 0', [-0.1702857, -0.1172185, 1.0]], ['2, k, 1', [-0.1786837, 0.1294055, 1.0]], ['2, k, 2', [-0.1871563, 0.3693148, 1.0]], ['2, k, 3', [-0.1714994, 0.4880062, 1.0]], ['2, k, 4', [-0.3190663, 0.2604697, 1.0]], ['2, k, 5', [-0.3864599, 0.0473696, 1.0]], ['2, k, 6', [-0.3437304, -0.1218739, 1.0]], ['2, k, 7', [-0.319933, -0.160712, 1.0]], ['2, k, 8', [-0.04475704, 0.2882946, 1.0]], ['2, k, 9', [0.06337295, 0.2144121, 1.0]], ['2, k, 10', [0.1053441, 0.1499293, 1.0]], ['2, k, 11', [0.1379841, 0.1396717, 1.0]], ['2, k, 12', [-0.2373677, -0.1195809, 1.0]], ['2, k, 13', [-0.2703551, -0.2584783, 1.0]], ['2, k, 14', [-0.253756, -0.6031266, 1.0]], ['2, k, 15', [-0.2485798, -0.6645454, 1.0]], ['2, k, 16', [-0.09949844, -0.1124689, 1.0]], ['2, k, 17', [0.02433783, -0.2609485, 1.0]], ['2, k, 18', [0.01396574, -0.6012428, 1.0]], ['2, k, 19', [0.02600202, -0.6631025, 1.0]], ['2, k, 20', [-0.1852016, 0.3101903, 1.0]], ['2, k, 21', [-0.3020992, -0.2046203, 1.0]], ['2, k, 22', [-0.2824452, -0.1557422, 1.0]], ['2, k, 23', [0.1744153, 0.1132961, 1.0]], ['2, k, 24', [0.1376663, 0.1580926, 1.0]]]
[['2, k, 0', [-0.170298, -0.1181972, 1.0]], ['2, k, 1', [-0.1789589, 0.128938, 1.0]], ['2, k, 2', [-0.1875561, 0.3692072, 1.0]], ['2, k, 3', [-0.1720582, 0.4883035, 1.0]], ['2, k, 4', [-0.3199957, 0.2599464, 1.0]], ['2, k, 5', [-0.3859073, 0.0468846, 1.0]], ['2, k, 6', [-0.3431456, -0.1205889, 1.0]], ['2, k, 7', [-0.3193657, -0.1487079, 1.0]], ['2, k, 8', [-0.04419938, 0.2855924, 1.0]], ['2, k, 9', [0.05898581, 0.1959188, 1.0]], ['2, k, 10', [0.1232048, 0.08898806, 1.0]], ['2, k, 11', [0.1430355, 0.0703845, 1.0]], ['2, k, 12', [-0.2374839, -0.1204748, 1.0]], ['2, k, 13', [-0.2703419, -0.2584808, 1.0]], ['2, k, 14', [-0.2538332, -0.6025488, 1.0]], ['2, k, 15', [-0.2489039, -0.6644584, 1.0]], ['2, k, 16', [-0.09936839, -0.1135582, 1.0]], ['2, k, 17', [0.02426598, -0.2611611, 1.0]], ['2, k, 18', [0.01424343, -0.6004969, 1.0]], ['2, k, 19', [0.0257772, -0.6629722, 1.0]], ['2, k, 20', [-0.1855439, 0.3100059, 1.0]], ['2, k, 21', [-0.2953966, -0.1907902, 1.0]], ['2, k, 22', [-0.2837449, -0.144011, 1.0]], ['2, k, 23', [0.1818845, 0.04181172, 1.0]], ['2, k, 24', [0.1698576, 0.07064602, 1.0]]]
[['2, k, 0', [-0.1700696, -0.1193706, 1.0]], ['2, k, 1', [-0.1790073, 0.1285681, 1.0]], ['2, k, 2', [-0.187619, 0.3692234, 1.0]], ['2, k, 3', [-0.1721334, 0.4881363, 1.0]], ['2, k, 4', [-0.3199266, 0.259702, 1.0]], ['2, k, 5', [-0.3859666, 0.04600073, 1.0]], ['2, k, 6', [-0.3427296, -0.1214212, 1.0]], ['2, k, 7', [-0.3210473, -0.1531175, 1.0]], ['2, k, 8', [-0.04140452, 0.2827467, 1.0]], ['2, k, 9', [0.05485116, 0.1701055, 1.0]], ['2, k, 10', [0.1215833, 0.04981398, 1.0]], ['2, k, 11', [0.1434352, 0.005044769, 1.0]], ['2, k, 12', [-0.2373401, -0.1214687, 1.0]], ['2, k, 13', [-0.270303, -0.2585366, 1.0]], ['2, k, 14', [-0.2534637, -0.6024919, 1.0]], ['2, k, 15', [-0.2490844, -0.664853, 1.0]], ['2, k, 16', [-0.09900104, -0.115058, 1.0]], ['2, k, 17', [0.02402456, -0.2614447, 1.0]], ['2, k, 18', [0.01428957, -0.600504, 1.0]], ['2, k, 19', [0.02586737, -0.662898, 1.0]], ['2, k, 20', [-0.1855951, 0.3099773, 1.0]], ['2, k, 21', [-0.298128, -0.1957352, 1.0]], ['2, k, 22', [-0.2814332, -0.1489476, 1.0]], ['2, k, 23', [0.1814125, -0.03290853, 1.0]], ['2, k, 24', [0.1798699, -0.01178862, 1.0]]]
[['2, k, 0', [-0.1712753, -0.1208024, 1.0]], ['2, k, 1', [-0.1794635, 0.1277983, 1.0]], ['2, k, 2', [-0.1876049, 0.3690792, 1.0]], ['2, k, 3', [-0.1726784, 0.488442, 1.0]], ['2, k, 4', [-0.3200839, 0.2596951, 1.0]], ['2, k, 5', [-0.3858041, 0.04541206, 1.0]], ['2, k, 6', [-0.3414324, -0.1246215, 1.0]], ['2, k, 7', [-0.3126052, -0.1824386, 1.0]], ['2, k, 8', [-0.03945238, 0.2787601, 1.0]], ['2, k, 9', [0.05668462, 0.1275035, 1.0]], ['2, k, 10', [0.135768, -0.04467195, 1.0]], ['2, k, 11', [0.1397127, -0.05497512, 1.0]], ['2, k, 12', [-0.2385489, -0.1224461, 1.0]], ['2, k, 13', [-0.2702513, -0.2586058, 1.0]], ['2, k, 14', [-0.2530754, -0.6021674, 1.0]], ['2, k, 15', [-0.2492063, -0.6650475, 1.0]], ['2, k, 16', [-0.1002164, -0.1169221, 1.0]], ['2, k, 17', [0.02373648, -0.2617822, 1.0]], ['2, k, 18', [0.01420185, -0.6005875, 1.0]], ['2, k, 19', [0.0257431, -0.6625587, 1.0]], ['2, k, 20', [-0.1856584, 0.3097164, 1.0]], ['2, k, 21', [-0.3037414, -0.2260475, 1.0]], ['2, k, 22', [-0.2715929, -0.178732, 1.0]], ['2, k, 23', [0.1697402, -0.09783088, 1.0]], ['2, k, 24', [0.1652826, -0.05310224, 1.0]]]
[['2, k, 0', [-0.1719517, -0.1219072, 1.0]], ['2, k, 1', [-0.1797884, 0.1268729, 1.0]], ['2, k, 2', [-0.1874819, 0.3685847, 1.0]], ['2, k, 3', [-0.1729062, 0.488141, 1.0]], ['2, k, 4', [-0.3200001, 0.2595469, 1.0]], ['2, k, 5', [-0.3853069, 0.04454954, 1.0]], ['2, k, 6', [-0.3416173, -0.1252506, 1.0]], ['2, k, 7', [-0.3154733, -0.1720463, 1.0]], ['2, k, 8', [-0.03723814, 0.2764071, 1.0]], ['2, k, 9', [0.0561811, 0.1155854, 1.0]], ['2, k, 10', [0.1184405, -0.06374251, 1.0]], ['2, k, 11', [0.1350954, -0.1032211, 1.0]], ['2, k, 12', [-0.2391542, -0.1231844, 1.0]], ['2, k, 13', [-0.2702303, -0.2587917, 1.0]], ['2, k, 14', [-0.2533677, -0.6019759, 1.0]], ['2, k, 15', [-0.2490097, -0.6647947, 1.0]], ['2, k, 16', [-0.1009454, -0.1183483, 1.0]], ['2, k, 17', [0.02334371, -0.2628039, 1.0]], ['2, k, 18', [0.0142151, -0.6006142, 1.0]], ['2, k, 19', [0.02411755, -0.6625671, 1.0]], ['2, k, 20', [-0.1856567, 0.3090955, 1.0]], ['2, k, 21', [-0.297057, -0.2112188, 1.0]], ['2, k, 22', [-0.2807659, -0.1549173, 1.0]], ['2, k, 23', [0.1584273, -0.1513708, 1.0]], ['2, k, 24', [0.176044, -0.1267302, 1.0]]]
[['2, k, 0', [-0.1724133, -0.1227101, 1.0]], ['2, k, 1', [-0.1797141, 0.1261004, 1.0]], ['2, k, 2', [-0.1865573, 0.368024, 1.0]], ['2, k, 3', [-0.1731994, 0.4883436, 1.0]], ['2, k, 4', [-0.3204298, 0.2590879, 1.0]], ['2, k, 5', [-0.3852882, 0.04421473, 1.0]], ['2, k, 6', [-0.3412912, -0.1262148, 1.0]], ['2, k, 7', [-0.3143915, -0.166079, 1.0]], ['2, k, 8', [-0.03437068, 0.2719627, 1.0]], ['2, k, 9', [0.0533404, 0.04821626, 1.0]], ['2, k, 10', [0.1152907, -0.09053294, 1.0]], ['2, k, 11', [0.1301581, -0.1430049, 1.0]], ['2, k, 12', [-0.2395549, -0.1236394, 1.0]], ['2, k, 13', [-0.2702287, -0.2587677, 1.0]], ['2, k, 14', [-0.253048, -0.6002007, 1.0]], ['2, k, 15', [-0.2493963, -0.6643138, 1.0]], ['2, k, 16', [-0.1014582, -0.1195071, 1.0]], ['2, k, 17', [0.02229247, -0.2635461, 1.0]], ['2, k, 18', [0.0141851, -0.6005455, 1.0]], ['2, k, 19', [0.02414403, -0.6626383, 1.0]], ['2, k, 20', [-0.1849968, 0.3084465, 1.0]], ['2, k, 21', [-0.3001514, -0.2068496, 1.0]], ['2, k, 22', [-0.2776133, -0.1593835, 1.0]], ['2, k, 23', [0.1521455, -0.1920097, 1.0]], ['2, k, 24', [0.1616275, -0.1402316, 1.0]]]
[['2, k, 0', [-0.1727078, -0.1235532, 1.0]], ['2, k, 1', [-0.1798863, 0.1253264, 1.0]], ['2, k, 2', [-0.1865597, 0.3675751, 1.0]], ['2, k, 3', [-0.1735591, 0.48937, 1.0]], ['2, k, 4', [-0.3205496, 0.2589343, 1.0]], ['2, k, 5', [-0.3850111, 0.04399306, 1.0]], ['2, k, 6', [-0.3388022, -0.1282137, 1.0]], ['2, k, 7', [-0.3128113, -0.1706184, 1.0]], ['2, k, 8', [-0.03265766, 0.2695098, 1.0]], ['2, k, 9', [0.05210344, 0.04086113, 1.0]], ['2, k, 10', [0.1080734, -0.1208736, 1.0]], ['2, k, 11', [0.1221011, -0.1773957, 1.0]], ['2, k, 12', [-0.2398198, -0.1242075, 1.0]], ['2, k, 13', [-0.2701831, -0.2588441, 1.0]], ['2, k, 14', [-0.2529572, -0.60047, 1.0]], ['2, k, 15', [-0.2497483, -0.6634725, 1.0]], ['2, k, 16', [-0.1017679, -0.1205648, 1.0]], ['2, k, 17', [0.02179362, -0.2634384, 1.0]], ['2, k, 18', [0.01447114, -0.5996062, 1.0]], ['2, k, 19', [0.02448544, -0.6624047, 1.0]], ['2, k, 20', [-0.1850374, 0.3079007, 1.0]], ['2, k, 21', [-0.2919939, -0.2110585, 1.0]], ['2, k, 22', [-0.2808256, -0.1568307, 1.0]], ['2, k, 23', [0.1404996, -0.2225233, 1.0]], ['2, k, 24', [0.1506849, -0.1667196, 1.0]]]
[['2, k, 0', [-0.1727883, -0.1247908, 1.0]], ['2, k, 1', [-0.1800823, 0.1242846, 1.0]], ['2, k, 2', [-0.1868664, 0.3670044, 1.0]], ['2, k, 3', [-0.1741942, 0.4898819, 1.0]], ['2, k, 4', [-0.3209823, 0.2577231, 1.0]], ['2, k, 5', [-0.3855482, 0.04345972, 1.0]], ['2, k, 6', [-0.3396579, -0.1287094, 1.0]], ['2, k, 7', [-0.3158362, -0.1677328, 1.0]], ['2, k, 8', [-0.03083938, 0.2640513, 1.0]], ['2, k, 9', [0.04715706, 0.01365641, 1.0]], ['2, k, 10', [0.09734682, -0.1619802, 1.0]], ['2, k, 11', [0.1049351, -0.2148267, 1.0]], ['2, k, 12', [-0.2400108, -0.1250588, 1.0]], ['2, k, 13', [-0.2701171, -0.2588333, 1.0]], ['2, k, 14', [-0.2532689, -0.602406, 1.0]], ['2, k, 15', [-0.24962, -0.6639385, 1.0]], ['2, k, 16', [-0.1017012, -0.1221383, 1.0]], ['2, k, 17', [0.02260891, -0.2622626, 1.0]], ['2, k, 18', [0.01448265, -0.5996192, 1.0]], ['2, k, 19', [0.02403013, -0.662558, 1.0]], ['2, k, 20', [-0.1853128, 0.3071578, 1.0]], ['2, k, 21', [-0.3046322, -0.2114161, 1.0]], ['2, k, 22', [-0.2799083, -0.1685154, 1.0]], ['2, k, 23', [0.1286404, -0.2723808, 1.0]], ['2, k, 24', [0.1444411, -0.2281663, 1.0]]]
[['2, k, 0', [-0.1726581, -0.1251418, 1.0]], ['2, k, 1', [-0.1791848, 0.1232587, 1.0]], ['2, k, 2', [-0.1845884, 0.3652979, 1.0]], ['2, k, 3', [-0.1746645, 0.4898508, 1.0]], ['2, k, 4', [-0.3212775, 0.2576808, 1.0]], ['2, k, 5', [-0.3858948, 0.04313672, 1.0]], ['2, k, 6', [-0.339404, -0.1233656, 1.0]], ['2, k, 7', [-0.3132995, -0.1675896, 1.0]], ['2, k, 8', [-0.03023122, 0.2620704, 1.0]], ['2, k, 9', [0.04668398, 0.01197615, 1.0]], ['2, k, 10', [0.09724841, -0.1839323, 1.0]], ['2, k, 11', [0.10084, -0.2318368, 1.0]], ['2, k, 12', [-0.2399201, -0.125271, 1.0]], ['2, k, 13', [-0.2700538, -0.2588148, 1.0]], ['2, k, 14', [-0.2529829, -0.6014627, 1.0]], ['2, k, 15', [-0.2500874, -0.6638085, 1.0]], ['2, k, 16', [-0.1015358, -0.1226044, 1.0]], ['2, k, 17', [0.02265619, -0.2626532, 1.0]], ['2, k, 18', [0.01448336, -0.5992479, 1.0]], ['2, k, 19', [0.02401476, -0.6625648, 1.0]], ['2, k, 20', [-0.1834242, 0.3056081, 1.0]], ['2, k, 21', [-0.2986328, -0.2048663, 1.0]], ['2, k, 22', [-0.2792655, -0.1604727, 1.0]], ['2, k, 23', [0.118292, -0.2918303, 1.0]], ['2, k, 24', [0.1341293, -0.2472867, 1.0]]]
[['2, k, 0', [-0.1725378, -0.1258172, 1.0]], ['2, k, 1', [-0.1791236, 0.122865, 1.0]], ['2, k, 2', [-0.1845886, 0.3651821, 1.0]], ['2, k, 3', [-0.1748505, 0.4899192, 1.0]], ['2, k, 4', [-0.3215722, 0.2571295, 1.0]], ['2, k, 5', [-0.3860235, 0.0429153, 1.0]], ['2, k, 6', [-0.3418464, -0.1214692, 1.0]], ['2, k, 7', [-0.3157664, -0.166794, 1.0]], ['2, k, 8', [-0.02956451, 0.2606529, 1.0]], ['2, k, 9', [0.04365953, -0.002172873, 1.0]], ['2, k, 10', [0.09207087, -0.1950571, 1.0]], ['2, k, 11', [0.09788775, -0.2410568, 1.0]], ['2, k, 12', [-0.2397575, -0.1258227, 1.0]], ['2, k, 13', [-0.2700371, -0.2589004, 1.0]], ['2, k, 14', [-0.252895, -0.6035992, 1.0]], ['2, k, 15', [-0.248906, -0.6646604, 1.0]], ['2, k, 16', [-0.1014796, -0.1233259, 1.0]], ['2, k, 17', [0.02232835, -0.2638094, 1.0]], ['2, k, 18', [0.01404289, -0.5997016, 1.0]], ['2, k, 19', [0.02428111, -0.6627733, 1.0]], ['2, k, 20', [-0.1834099, 0.3054332, 1.0]], ['2, k, 21', [-0.2957276, -0.2059759, 1.0]], ['2, k, 22', [-0.2784285, -0.1535256, 1.0]], ['2, k, 23', [0.1056715, -0.3104574, 1.0]], ['2, k, 24', [0.1301877, -0.2543267, 1.0]]]
[['2, k, 0', [-0.173473, -0.128363, 1.0]], ['2, k, 1', [-0.1777181, 0.1199661, 1.0]], ['2, k, 2', [-0.1805154, 0.3626823, 1.0]], ['2, k, 3', [-0.1744643, 0.49042, 1.0]], ['2, k, 4', [-0.3239157, 0.2526232, 1.0]], ['2, k, 5', [-0.3864879, 0.04002831, 1.0]], ['2, k, 6', [-0.3427735, -0.1260472, 1.0]], ['2, k, 7', [-0.3191992, -0.1577787, 1.0]], ['2, k, 8', [-0.02464996, 0.2541717, 1.0]], ['2, k, 9', [0.04240938, -0.008352385, 1.0]], ['2, k, 10', [0.09067937, -0.2006335, 1.0]], ['2, k, 11', [0.09985171, -0.2487431, 1.0]], ['2, k, 12', [-0.2408357, -0.1279664, 1.0]], ['2, k, 13', [-0.268883, -0.2603845, 1.0]], ['2, k, 14', [-0.2543408, -0.6052507, 1.0]], ['2, k, 15', [-0.2490826, -0.6658075, 1.0]], ['2, k, 16', [-0.1022607, -0.1261577, 1.0]], ['2, k, 17', [0.02063943, -0.2671191, 1.0]], ['2, k, 18', [0.01400302, -0.6026624, 1.0]], ['2, k, 19', [0.02322061, -0.6637764, 1.0]], ['2, k, 20', [-0.1800203, 0.3027578, 1.0]], ['2, k, 21', [-0.2969472, -0.1993099, 1.0]], ['2, k, 22', [-0.2827625, -0.1614975, 1.0]], ['2, k, 23', [0.114892, -0.3179635, 1.0]], ['2, k, 24', [0.1216744, -0.2572049, 1.0]]]
[['2, k, 0', [-0.1733278, -0.1286211, 1.0]], ['2, k, 1', [-0.1771621, 0.1196772, 1.0]], ['2, k, 2', [-0.1793625, 0.362412, 1.0]], ['2, k, 3', [-0.174705, 0.4899552, 1.0]], ['2, k, 4', [-0.3238141, 0.2523831, 1.0]], ['2, k, 5', [-0.3863966, 0.03991283, 1.0]], ['2, k, 6', [-0.3425018, -0.1248353, 1.0]], ['2, k, 7', [-0.316548, -0.1650016, 1.0]], ['2, k, 8', [-0.02442688, 0.2539661, 1.0]], ['2, k, 9', [0.0455013, -0.004832976, 1.0]], ['2, k, 10', [0.09438065, -0.1909005, 1.0]], ['2, k, 11', [0.1015373, -0.2394114, 1.0]], ['2, k, 12', [-0.2407512, -0.1281132, 1.0]], ['2, k, 13', [-0.2688464, -0.2604385, 1.0]], ['2, k, 14', [-0.2543923, -0.6042962, 1.0]], ['2, k, 15', [-0.2490997, -0.6655564, 1.0]], ['2, k, 16', [-0.1020501, -0.126522, 1.0]], ['2, k, 17', [0.02064958, -0.2671464, 1.0]], ['2, k, 18', [0.01424566, -0.6028008, 1.0]], ['2, k, 19', [0.02455205, -0.6649594, 1.0]], ['2, k, 20', [-0.1790264, 0.3024774, 1.0]], ['2, k, 21', [-0.2993667, -0.2053792, 1.0]], ['2, k, 22', [-0.2803759, -0.1659991, 1.0]], ['2, k, 23', [0.1154846, -0.3049345, 1.0]], ['2, k, 24', [0.1303869, -0.2468761, 1.0]]]
[['2, k, 0', [-0.1732706, -0.1287181, 1.0]], ['2, k, 1', [-0.1769602, 0.119695, 1.0]], ['2, k, 2', [-0.1787957, 0.3627545, 1.0]], ['2, k, 3', [-0.1745088, 0.490303, 1.0]], ['2, k, 4', [-0.3244313, 0.2522585, 1.0]], ['2, k, 5', [-0.3862988, 0.03948919, 1.0]], ['2, k, 6', [-0.3422355, -0.1244974, 1.0]], ['2, k, 7', [-0.3170404, -0.1670523, 1.0]], ['2, k, 8', [-0.02564758, 0.2557564, 1.0]], ['2, k, 9', [0.04837633, 0.003497788, 1.0]], ['2, k, 10', [0.1025905, -0.1929487, 1.0]], ['2, k, 11', [0.1076443, -0.2407482, 1.0]], ['2, k, 12', [-0.2406731, -0.128258, 1.0]], ['2, k, 13', [-0.2688208, -0.2604747, 1.0]], ['2, k, 14', [-0.2543269, -0.6041978, 1.0]], ['2, k, 15', [-0.248446, -0.6669788, 1.0]], ['2, k, 16', [-0.102011, -0.1265708, 1.0]], ['2, k, 17', [0.0206611, -0.2675653, 1.0]], ['2, k, 18', [0.01423386, -0.6028096, 1.0]], ['2, k, 19', [0.02449808, -0.6649438, 1.0]], ['2, k, 20', [-0.1785627, 0.3027076, 1.0]], ['2, k, 21', [-0.302353, -0.2075832, 1.0]], ['2, k, 22', [-0.280291, -0.1618311, 1.0]], ['2, k, 23', [0.1245716, -0.3044762, 1.0]], ['2, k, 24', [0.1346371, -0.2333796, 1.0]]]
[['2, k, 0', [-0.1731301, -0.1287615, 1.0]], ['2, k, 1', [-0.1765344, 0.1196864, 1.0]], ['2, k, 2', [-0.1779037, 0.3628291, 1.0]], ['2, k, 3', [-0.1744844, 0.4902534, 1.0]], ['2, k, 4', [-0.3241687, 0.2525898, 1.0]], ['2, k, 5', [-0.3860209, 0.03935293, 1.0]], ['2, k, 6', [-0.341798, -0.1255815, 1.0]], ['2, k, 7', [-0.3191939, -0.1639592, 1.0]], ['2, k, 8', [-0.0254296, 0.2553961, 1.0]], ['2, k, 9', [0.05323416, 0.008272768, 1.0]], ['2, k, 10', [0.1049637, -0.1704078, 1.0]], ['2, k, 11', [0.111981, -0.2237506, 1.0]], ['2, k, 12', [-0.2405188, -0.1282444, 1.0]], ['2, k, 13', [-0.2688476, -0.2602701, 1.0]], ['2, k, 14', [-0.2544545, -0.6041194, 1.0]], ['2, k, 15', [-0.2483113, -0.6656062, 1.0]], ['2, k, 16', [-0.1018752, -0.1266506, 1.0]], ['2, k, 17', [0.02064946, -0.2675551, 1.0]], ['2, k, 18', [0.01370529, -0.6025127, 1.0]], ['2, k, 19', [0.02476589, -0.6649539, 1.0]], ['2, k, 20', [-0.1777893, 0.302761, 1.0]], ['2, k, 21', [-0.294869, -0.2052559, 1.0]], ['2, k, 22', [-0.2837939, -0.1531564, 1.0]], ['2, k, 23', [0.1259801, -0.2879829, 1.0]], ['2, k, 24', [0.1382954, -0.2004061, 1.0]]]
[['2, k, 0', [-0.1722135, -0.1289716, 1.0]], ['2, k, 1', [-0.1760328, 0.1197295, 1.0]], ['2, k, 2', [-0.1777909, 0.3630644, 1.0]], ['2, k, 3', [-0.1749526, 0.4902728, 1.0]], ['2, k, 4', [-0.3242584, 0.2526954, 1.0]], ['2, k, 5', [-0.3860422, 0.03936085, 1.0]], ['2, k, 6', [-0.3385203, -0.126104, 1.0]], ['2, k, 7', [-0.3186061, -0.1595626, 1.0]], ['2, k, 8', [-0.02527463, 0.2543968, 1.0]], ['2, k, 9', [0.05616862, 0.01386177, 1.0]], ['2, k, 10', [0.1116654, -0.1561257, 1.0]], ['2, k, 11', [0.1224438, -0.2107545, 1.0]], ['2, k, 12', [-0.2396719, -0.1285321, 1.0]], ['2, k, 13', [-0.2688044, -0.2603534, 1.0]], ['2, k, 14', [-0.2542857, -0.604061, 1.0]], ['2, k, 15', [-0.2475204, -0.6646921, 1.0]], ['2, k, 16', [-0.1009156, -0.1267473, 1.0]], ['2, k, 17', [0.02073026, -0.2670468, 1.0]], ['2, k, 18', [0.01353275, -0.6028972, 1.0]], ['2, k, 19', [0.02527405, -0.6654748, 1.0]], ['2, k, 20', [-0.1775776, 0.3029488, 1.0]], ['2, k, 21', [-0.2958376, -0.2017329, 1.0]], ['2, k, 22', [-0.2819919, -0.1563544, 1.0]], ['2, k, 23', [0.1453897, -0.2697385, 1.0]], ['2, k, 24', [0.1544227, -0.2099037, 1.0]]]
[['2, k, 0', [-0.1722517, -0.1290855, 1.0]], ['2, k, 1', [-0.1763064, 0.1195714, 1.0]], ['2, k, 2', [-0.1790283, 0.362815, 1.0]], ['2, k, 3', [-0.1748934, 0.4889536, 1.0]], ['2, k, 4', [-0.3236868, 0.2529593, 1.0]], ['2, k, 5', [-0.3864035, 0.03946757, 1.0]], ['2, k, 6', [-0.3390717, -0.1260355, 1.0]], ['2, k, 7', [-0.3185866, -0.1624347, 1.0]], ['2, k, 8', [-0.02542758, 0.2537526, 1.0]], ['2, k, 9', [0.05831302, 0.02306927, 1.0]], ['2, k, 10', [0.1166578, -0.1368983, 1.0]], ['2, k, 11', [0.1338122, -0.1912062, 1.0]], ['2, k, 12', [-0.2397192, -0.1285951, 1.0]], ['2, k, 13', [-0.2688255, -0.2603398, 1.0]], ['2, k, 14', [-0.2543113, -0.604068, 1.0]], ['2, k, 15', [-0.2476117, -0.6645859, 1.0]], ['2, k, 16', [-0.1009443, -0.1269489, 1.0]], ['2, k, 17', [0.02064556, -0.2667763, 1.0]], ['2, k, 18', [0.01330796, -0.6028807, 1.0]], ['2, k, 19', [0.02539071, -0.6650641, 1.0]], ['2, k, 20', [-0.1784894, 0.3027231, 1.0]], ['2, k, 21', [-0.3030301, -0.2033887, 1.0]], ['2, k, 22', [-0.2808637, -0.1653402, 1.0]], ['2, k, 23', [0.1576784, -0.2488324, 1.0]], ['2, k, 24', [0.1612819, -0.1841204, 1.0]]]
