[['2, k, 0', [9.41872, 86.60564, 1.0]], ['2, k, 1', [9.862278947397746, 116.1021451334244, 1.0]], ['2, k, 2', [10.182240495251683, 138.35214065310163, 1.0]], ['2, k, 3', [10.266671537768321, 144.66525251962352, 1.0]], ['2, k, 4', [27.89999384781314, 135.22517052348567, 1.0]], ['2, k, 5', [54.91091162806009, 130.8456669814613, 1.0]], ['2, k, 6', [65.64071320000491, 150.83612801694062, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-8.198410700994703, 135.29295981194247, 1.0]], ['2, k, 9', [-31.40882309028041, 134.1574021776435, 1.0]], ['2, k, 10', [-39.25223215246941, 154.74321365300955, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.41724768820943, 86.36925324558928, 1.0]], ['2, k, 13', [21.701258736304823, 44.813326280614746, 1.0]], ['2, k, 14', [23.778251068661593, 11.105039732899314, 1.0]], ['2, k, 15', [23.313096901017527, 8.462837604328607, 1.0]], ['2, k, 16', [1.163295346638126, 86.61860553121222, 1.0]], ['2, k, 17', [-1.0954509461265034, 46.08412831810198, 1.0]], ['2, k, 18', [-3.283068499223041, 9.8759202278181, 1.0]], ['2, k, 19', [-3.3563319637927957, 7.255096204429398, 1.0]], ['2, k, 20', [10.182240495251683, 138.35214065310163, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.733264, 86.37785599999998, 1.0]], ['2, k, 1', [11.435212124617765, 113.55986612278413, 1.0]], ['2, k, 2', [11.9626805085435, 134.85608402114224, 1.0]], ['2, k, 3', [12.102242556820244, 140.8637131564999, 1.0]], ['2, k, 4', [30.320791302458986, 133.66878696715708, 1.0]], ['2, k, 5', [52.61465354438196, 129.22895895073398, 1.0]], ['2, k, 6', [56.58373096998204, 148.82135119784246, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-5.421455809039431, 133.51120820793372, 1.0]], ['2, k, 9', [-28.60120971762482, 130.94316285200506, 1.0]], ['2, k, 10', [-30.21090725109244, 151.72439967202808, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.740585242898046, 85.59462242260459, 1.0]], ['2, k, 13', [27.47836769193572, 46.37958429684778, 1.0]], ['2, k, 14', [32.443599190731966, 13.15715038812845, 1.0]], ['2, k, 15', [33.30484979975031, 9.351874315315042, 1.0]], ['2, k, 16', [2.4354597139126977, 86.35274738570773, 1.0]], ['2, k, 17', [-4.727954885232114, 47.71241690631707, 1.0]], ['2, k, 18', [-9.1039675892602, 9.851179311561744, 1.0]], ['2, k, 19', [-10.654467955836962, 6.899784676281665, 1.0]], ['2, k, 20', [11.9626805085435, 134.85608402114224, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.712222, 86.471468, 1.0]], ['2, k, 1', [11.382133563125226, 113.98399229770351, 1.0]], ['2, k, 2', [11.879877769033198, 135.49102943881186, 1.0]], ['2, k, 3', [12.011093067903477, 141.54924687820346, 1.0]], ['2, k, 4', [30.27670737365787, 134.19815637297984, 1.0]], ['2, k, 5', [52.6103131076487, 129.9847085830561, 1.0]], ['2, k, 6', [56.47239593076167, 149.45779906338788, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-5.655744590825728, 134.05510662688482, 1.0]], ['2, k, 9', [-29.588881318318172, 131.5123549347298, 1.0]], ['2, k, 10', [-31.269422791205987, 152.29573095005196, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.70663162201697, 85.70866292786502, 1.0]], ['2, k, 13', [25.55393166469412, 46.00420657068128, 1.0]], ['2, k, 14', [29.46033103573842, 12.565390828449907, 1.0]], ['2, k, 15', [29.9571436189189, 8.865560504546746, 1.0]], ['2, k, 16', [2.426895461643344, 86.46355960698969, 1.0]], ['2, k, 17', [-3.0936069277570217, 47.44972615149248, 1.0]], ['2, k, 18', [-6.518221801122012, 9.518339277871291, 1.0]], ['2, k, 19', [-6.733757539890454, 6.197640719830066, 1.0]], ['2, k, 20', [11.879877769033198, 135.49102943881186, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.684776000000001, 86.528716, 1.0]], ['2, k, 1', [11.313698273780563, 114.31630956775983, 1.0]], ['2, k, 2', [11.768830517504307, 135.95913790658486, 1.0]], ['2, k, 3', [11.886631867638952, 142.04991515540493, 1.0]], ['2, k, 4', [30.19446986287633, 134.5617265132704, 1.0]], ['2, k, 5', [52.534870319500754, 130.43668888786078, 1.0]], ['2, k, 6', [56.35549319178911, 149.74409591564716, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-5.881570370195938, 134.46139351162068, 1.0]], ['2, k, 9', [-30.53288034970255, 131.95328349686136, 1.0]], ['2, k, 10', [-32.28517107119097, 152.7270804576936, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.672006323460657, 85.80633511924081, 1.0]], ['2, k, 13', [24.375418111918577, 45.85144722101942, 1.0]], ['2, k, 14', [27.621589226895686, 12.280871422620415, 1.0]], ['2, k, 15', [27.900127175799273, 8.702608634367866, 1.0]], ['2, k, 16', [2.416979797768402, 86.53558769164536, 1.0]], ['2, k, 17', [-2.4987124700304335, 47.42074358743677, 1.0]], ['2, k, 18', [-5.539378578261113, 9.446398362003954, 1.0]], ['2, k, 19', [-5.183524737309766, 5.870179276343517, 1.0]], ['2, k, 20', [11.768830517504307, 135.95913790658486, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.669388000000001, 86.55788, 1.0]], ['2, k, 1', [11.278176855937868, 114.56444939486137, 1.0]], ['2, k, 2', [11.700489103587051, 136.30246916283573, 1.0]], ['2, k, 3', [11.808032078062997, 142.41505034050908, 1.0]], ['2, k, 4', [30.141590998192505, 134.78683686543064, 1.0]], ['2, k, 5', [52.48565849105148, 130.72003549992726, 1.0]], ['2, k, 6', [56.318986080080066, 149.8501941794329, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.098429793746227, 134.72972155644382, 1.0]], ['2, k, 9', [-31.43018128116903, 132.1340150939073, 1.0]], ['2, k, 10', [-33.29016664858904, 152.97694374965215, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.64986215364494, 85.85993471481358, 1.0]], ['2, k, 13', [23.89653377060258, 45.776999384396746, 1.0]], ['2, k, 14', [26.923595682483977, 12.14350177004372, 1.0]], ['2, k, 15', [27.12449248969168, 8.660241631619098, 1.0]], ['2, k, 16', [2.413583298066749, 86.57199541636584, 1.0]], ['2, k, 17', [-2.2158989995248257, 47.42725933571922, 1.0]], ['2, k, 18', [-5.152629046636843, 9.42455001594962, 1.0]], ['2, k, 19', [-4.830210608659503, 5.975214376145612, 1.0]], ['2, k, 20', [11.700489103587051, 136.30246916283573, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.651793999999999, 86.573964, 1.0]], ['2, k, 1', [11.235801482679328, 114.75041616828648, 1.0]], ['2, k, 2', [11.625918634215195, 136.53631395862368, 1.0]], ['2, k, 3', [11.724739374321581, 142.6613078123739, 1.0]], ['2, k, 4', [30.083232851531832, 134.97035335178404, 1.0]], ['2, k, 5', [52.423235263178185, 130.95540065872456, 1.0]], ['2, k, 6', [56.24530997335304, 149.93786639933313, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.332178286460737, 134.94573700424218, 1.0]], ['2, k, 9', [-32.3796383298334, 132.14682858852746, 1.0]], ['2, k, 10', [-34.35497770634685, 153.13785431493812, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.622894180244074, 85.88354521189405, 1.0]], ['2, k, 13', [23.58465415611387, 45.71433928104084, 1.0]], ['2, k, 14', [26.48931412418861, 12.03454690475187, 1.0]], ['2, k, 15', [26.642052458864068, 8.624273876787449, 1.0]], ['2, k, 16', [2.4008931676194845, 86.60110302711969, 1.0]], ['2, k, 17', [-1.9435920051337625, 47.410722991614485, 1.0]], ['2, k, 18', [-4.796321255237663, 9.401677369256838, 1.0]], ['2, k, 19', [-4.455205149737606, 6.0271855943017805, 1.0]], ['2, k, 20', [11.625918634215195, 136.53631395862368, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.631618, 86.58358600000001, 1.0]], ['2, k, 1', [11.173714250981869, 114.88682336665855, 1.0]], ['2, k, 2', [11.520385537241864, 136.68020760581373, 1.0]], ['2, k, 3', [11.6058740000943, 142.80873230959716, 1.0]], ['2, k, 4', [29.993413131119354, 135.0887400743818, 1.0]], ['2, k, 5', [52.33200298319121, 131.09782974356207, 1.0]], ['2, k, 6', [56.18630644144534, 149.9170178754031, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.520354105601383, 135.10448841885616, 1.0]], ['2, k, 9', [-32.744133927945484, 132.0313985720015, 1.0]], ['2, k, 10', [-34.79154231406623, 152.92800109860102, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.59724145242553, 85.89321956287864, 1.0]], ['2, k, 13', [23.378787070047725, 45.65934238856589, 1.0]], ['2, k, 14', [26.21190009393434, 11.956047209796758, 1.0]], ['2, k, 15', [26.322708066290698, 8.601474030708115, 1.0]], ['2, k, 16', [2.3856366925027555, 86.61983921856545, 1.0]], ['2, k, 17', [-1.7076786871865668, 47.45852207981349, 1.0]], ['2, k, 18', [-4.505460687772086, 9.37934997123174, 1.0]], ['2, k, 19', [-4.158388379047057, 6.062383354265137, 1.0]], ['2, k, 20', [11.520385537241864, 136.68020760581373, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.613824, 86.58541399999999, 1.0]], ['2, k, 1', [11.107741307552361, 114.97982471036521, 1.0]], ['2, k, 2', [11.414688475329852, 136.75775150429632, 1.0]], ['2, k, 3', [11.489351988616159, 142.88453486990147, 1.0]], ['2, k, 4', [29.913099460881554, 135.20279726068887, 1.0]], ['2, k, 5', [52.2453524969048, 131.22253813800378, 1.0]], ['2, k, 6', [56.190724281623254, 149.82968187449882, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.657478332981995, 135.23819900858322, 1.0]], ['2, k, 9', [-32.25895297150641, 132.0370811598282, 1.0]], ['2, k, 10', [-34.352475309768195, 152.7522902894795, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.57254287420312, 85.88674017200907, 1.0]], ['2, k, 13', [23.287848808201954, 45.59304769504851, 1.0]], ['2, k, 14', [26.13894107150138, 11.859187102570488, 1.0]], ['2, k, 15', [26.220349982694767, 8.537656358574207, 1.0]], ['2, k, 16', [2.366341063053085, 86.62270221710864, 1.0]], ['2, k, 17', [-1.5387764835395217, 47.44878757399305, 1.0]], ['2, k, 18', [-4.2915961324598815, 9.33959454565229, 1.0]], ['2, k, 19', [-3.9470244726737396, 6.056917018439032, 1.0]], ['2, k, 20', [11.414688475329852, 136.75775150429632, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.588098, 86.587796, 1.0]], ['2, k, 1', [11.046516849198738, 115.03043734501266, 1.0]], ['2, k, 2', [11.328317259506576, 136.76796593619352, 1.0]], ['2, k, 3', [11.397232090055127, 142.88625149651173, 1.0]], ['2, k, 4', [29.857098275106665, 135.283567296498, 1.0]], ['2, k, 5', [52.18051491885505, 131.3044326201733, 1.0]], ['2, k, 6', [56.22105102177313, 149.6901273047862, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.742686523233381, 135.32316668212874, 1.0]], ['2, k, 9', [-31.52651607413905, 132.06595700444058, 1.0]], ['2, k, 10', [-33.65109850858477, 152.43413718884236, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.545995878792954, 85.87056566832045, 1.0]], ['2, k, 13', [23.255390667793684, 45.54510183575827, 1.0]], ['2, k, 14', [26.15436719654529, 11.841845920731032, 1.0]], ['2, k, 15', [26.215307999997215, 8.535819582744697, 1.0]], ['2, k, 16', [2.3364913208061875, 86.62079364931424, 1.0]], ['2, k, 17', [-1.451404755766088, 47.38159085476126, 1.0]], ['2, k, 18', [-4.185067525354472, 9.299824156123876, 1.0]], ['2, k, 19', [-3.848068366207061, 6.032554923550666, 1.0]], ['2, k, 20', [11.328317259506576, 136.76796593619352, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.543028, 86.58845, 1.0]], ['2, k, 1', [10.965574070288767, 115.02639870144455, 1.0]], ['2, k, 2', [11.21842426168428, 136.69540722163507, 1.0]], ['2, k, 3', [11.279798044349842, 142.79607862257353, 1.0]], ['2, k, 4', [29.78594589460086, 135.345144523288, 1.0]], ['2, k, 5', [52.077357566866496, 131.27065852905292, 1.0]], ['2, k, 6', [56.231893849394226, 149.40531448979732, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.78942921572337, 135.42120268156992, 1.0]], ['2, k, 9', [-31.29295891203527, 131.98290639796713, 1.0]], ['2, k, 10', [-33.49810115872004, 152.0392822035475, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.50710324771299, 85.84764470598233, 1.0]], ['2, k, 13', [23.317086922171526, 45.53536560481703, 1.0]], ['2, k, 14', [26.329484722315286, 11.869226723999397, 1.0]], ['2, k, 15', [26.37911821177033, 8.555642824896006, 1.0]], ['2, k, 16', [2.2859651534308902, 86.60861303423174, 1.0]], ['2, k, 17', [-1.4136898655636014, 47.3116561648883, 1.0]], ['2, k, 18', [-4.156146035143545, 9.258548328017703, 1.0]], ['2, k, 19', [-3.832180660999588, 5.984856633255623, 1.0]], ['2, k, 20', [11.21842426168428, 136.69540722163507, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.485652, 86.58896999999999, 1.0]], ['2, k, 1', [10.87557609254199, 114.97057899906918, 1.0]], ['2, k, 2', [11.10207849164263, 136.54704835744508, 1.0]], ['2, k, 3', [11.156509013485184, 142.6211071990799, 1.0]], ['2, k, 4', [29.675466346974325, 135.35689585645244, 1.0]], ['2, k, 5', [51.916433989650926, 131.15566672754392, 1.0]], ['2, k, 6', [56.085923338173515, 149.06208687924675, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.851623607626742, 135.45609632141867, 1.0]], ['2, k, 9', [-31.248686173260143, 131.81262401728276, 1.0]], ['2, k, 10', [-33.50936483139246, 151.6315709110963, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.462124587855246, 85.83455533099627, 1.0]], ['2, k, 13', [23.466787017020597, 45.53740009873376, 1.0]], ['2, k, 14', [26.647733503510874, 11.881948836224204, 1.0]], ['2, k, 15', [26.69664755339447, 8.54195382769862, 1.0]], ['2, k, 16', [2.222696518075871, 86.57700012441956, 1.0]], ['2, k, 17', [-1.4577094575459508, 47.257273308942594, 1.0]], ['2, k, 18', [-4.246666086210258, 9.21289239109236, 1.0]], ['2, k, 19', [-3.945067686476494, 5.913725234290434, 1.0]], ['2, k, 20', [11.10207849164263, 136.54704835744508, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.403984, 86.571292, 1.0]], ['2, k, 1', [10.763960477220776, 114.83337162344029, 1.0]], ['2, k, 2', [10.96787193302948, 136.26707139302798, 1.0]], ['2, k, 3', [11.01631419417585, 142.2950292808508, 1.0]], ['2, k, 4', [29.555085786921108, 135.2643122396363, 1.0]], ['2, k, 5', [51.738727556609646, 130.9538841277247, 1.0]], ['2, k, 6', [55.948587449291445, 148.6000123741204, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.928946536024695, 135.36703024287428, 1.0]], ['2, k, 9', [-30.713745963117496, 131.58527823170465, 1.0]], ['2, k, 10', [-33.067935649812824, 150.93069479860532, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.38931264818458, 85.80686204771673, 1.0]], ['2, k, 13', [23.721823429521685, 45.60887066001591, 1.0]], ['2, k, 14', [27.1390625223657, 11.905183992838793, 1.0]], ['2, k, 15', [27.207680083479985, 8.519944557184981, 1.0]], ['2, k, 16', [2.1255868653303303, 86.52147569666236, 1.0]], ['2, k, 17', [-1.6141645728726446, 47.1774883013427, 1.0]], ['2, k, 18', [-4.459105128494207, 9.187147221641446, 1.0]], ['2, k, 19', [-4.1927439905807615, 5.843392012471724, 1.0]], ['2, k, 20', [10.96787193302948, 136.26707139302798, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.294696000000002, 86.52919999999999, 1.0]], ['2, k, 1', [10.6652250528818, 114.62351128478198, 1.0]], ['2, k, 2', [10.89116785003847, 135.87597561529992, 1.0]], ['2, k, 3', [10.949167615020897, 141.84109033429348, 1.0]], ['2, k, 4', [29.493400997662253, 135.1037053602816, 1.0]], ['2, k, 5', [51.64999195334637, 130.77371826793586, 1.0]], ['2, k, 6', [55.91127203577182, 148.09263694707374, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.9332096909315055, 135.14956764661937, 1.0]], ['2, k, 9', [-30.451398693551013, 131.13434852117066, 1.0]], ['2, k, 10', [-32.91181733207375, 149.86156932012491, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.29294528450967, 85.76147636818165, 1.0]], ['2, k, 13', [24.05891327811254, 45.76481803047938, 1.0]], ['2, k, 14', [27.77332058536942, 12.023926889513348, 1.0]], ['2, k, 15', [27.877799681758948, 8.578814292945644, 1.0]], ['2, k, 16', [1.988255238632787, 86.45472383002468, 1.0]], ['2, k, 17', [-1.87070414782512, 47.18541673509628, 1.0]], ['2, k, 18', [-4.7812263214728565, 9.212686649716112, 1.0]], ['2, k, 19', [-4.561913140077022, 5.810211194052602, 1.0]], ['2, k, 20', [10.89116785003847, 135.87597561529992, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.172518, 86.446098, 1.0]], ['2, k, 1', [10.584400154723893, 114.28737648925626, 1.0]], ['2, k, 2', [10.852738100579248, 135.29744793074963, 1.0]], ['2, k, 3', [10.92476007542861, 141.1842552051801, 1.0]], ['2, k, 4', [29.498677308027677, 134.81916591064933, 1.0]], ['2, k, 5', [51.603960807820876, 130.45146931820918, 1.0]], ['2, k, 6', [55.83043349693166, 147.57086705307586, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.860831875443791, 134.77331483895486, 1.0]], ['2, k, 9', [-30.316110285504372, 130.4597491112461, 1.0]], ['2, k, 10', [-32.75731158437705, 148.7798017367195, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.188109773417324, 85.65721720597261, 1.0]], ['2, k, 13', [24.800369674640205, 45.93660302626892, 1.0]], ['2, k, 14', [29.1667514983411, 12.1771440007155, 1.0]], ['2, k, 15', [29.396457558502192, 8.625220399638899, 1.0]], ['2, k, 16', [1.8445972549243983, 86.34180694074043, 1.0]], ['2, k, 17', [-2.3292853446075252, 47.163791675093876, 1.0]], ['2, k, 18', [-5.465751976114737, 9.27716561396744, 1.0]], ['2, k, 19', [-5.334097391103595, 5.765313625163129, 1.0]], ['2, k, 20', [10.852738100579248, 135.29744793074963, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [10.043952, 86.289124, 1.0]], ['2, k, 1', [10.333707458779053, 113.8317427065738, 1.0]], ['2, k, 2', [10.499315718029798, 134.49897975701197, 1.0]], ['2, k, 3', [10.545442498715255, 140.27630367950349, 1.0]], ['2, k, 4', [29.201211919250213, 134.15819665730592, 1.0]], ['2, k, 5', [51.26006107068526, 129.78520387292258, 1.0]], ['2, k, 6', [55.560096023496, 146.71603156740952, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-7.09053065042894, 134.17776702161146, 1.0]], ['2, k, 9', [-29.98220110931564, 130.00841092699247, 1.0]], ['2, k, 10', [-32.384068578783925, 147.88307988602034, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [18.07317856228702, 85.53112809229341, 1.0]], ['2, k, 13', [27.490588640976874, 46.63085886967896, 1.0]], ['2, k, 14', [33.868916273552394, 13.121683723483585, 1.0]], ['2, k, 15', [34.660105624810214, 9.497082321738878, 1.0]], ['2, k, 16', [1.6955213034613053, 86.10702331366899, 1.0]], ['2, k, 17', [-5.161208569623762, 47.45065563224575, 1.0]], ['2, k, 18', [-10.458733543718713, 9.958645803160664, 1.0]], ['2, k, 19', [-11.03943714392818, 6.3397451642239435, 1.0]], ['2, k, 20', [10.499315718029798, 134.49897975701197, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [9.907996, 86.05077800000001, 1.0]], ['2, k, 1', [10.248227085796366, 113.28017428528423, 1.0]], ['2, k, 2', [10.44178746464717, 133.58719332148186, 1.0]], ['2, k, 3', [10.495342099135318, 139.2498782051728, 1.0]], ['2, k, 4', [29.15154443601964, 133.57607676520502, 1.0]], ['2, k, 5', [51.17776604612446, 129.26851429184097, 1.0]], ['2, k, 6', [55.460006843460846, 146.12196132099768, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.993575199805566, 133.4984433817021, 1.0]], ['2, k, 9', [-29.588045502607425, 129.24256814989684, 1.0]], ['2, k, 10', [-32.015472276176176, 147.1280549004123, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.94591413479623, 85.27535279419467, 1.0]], ['2, k, 13', [30.60462613267464, 47.66305029252164, 1.0]], ['2, k, 14', [39.31345029492226, 14.69965057790833, 1.0]], ['2, k, 15', [40.7751067424121, 11.055786677461189, 1.0]], ['2, k, 16', [1.5401170093203636, 85.86214306492842, 1.0]], ['2, k, 17', [-8.622364955333598, 48.161174667998154, 1.0]], ['2, k, 18', [-16.446396378112393, 11.338027364480503, 1.0]], ['2, k, 19', [-17.806125464710696, 7.7115154301134154, 1.0]], ['2, k, 20', [10.44178746464717, 133.58719332148186, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [9.793648000000001, 85.70722599999999, 1.0]], ['2, k, 1', [10.196723369604573, 112.51967256999566, 1.0]], ['2, k, 2', [10.435222178258103, 132.4008666121218, 1.0]], ['2, k, 3', [10.4999486906506, 137.93965175859142, 1.0]], ['2, k, 4', [29.057807343659302, 132.69419014154863, 1.0]], ['2, k, 5', [51.06605759368438, 128.52933317178196, 1.0]], ['2, k, 6', [55.25551393504327, 145.44400195241022, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-6.943725171605291, 132.51743686821908, 1.0]], ['2, k, 9', [-29.852426407359385, 128.16403733587035, 1.0]], ['2, k, 10', [-32.32716854607734, 146.25863901213913, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [17.860514838952916, 84.95156671359084, 1.0]], ['2, k, 13', [33.85314912303881, 49.0373135320113, 1.0]], ['2, k, 14', [44.93869460535444, 16.869086218440394, 1.0]], ['2, k, 15', [47.050426339280406, 13.299942084959259, 1.0]], ['2, k, 16', [1.401696120587923, 85.50585591140688, 1.0]], ['2, k, 17', [-12.220648601879681, 49.26304949871951, 1.0]], ['2, k, 18', [-22.661723023679443, 13.355627672725873, 1.0]], ['2, k, 19', [-24.776496340843398, 9.84491331263105, 1.0]], ['2, k, 20', [10.435222178258103, 132.4008666121218, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
