[['2, k, 0', [0.03781053, -0.01518386, 1.0]], ['2, k, 1', [0.03946309, 0.2286131, 1.0]], ['2, k, 2', [0.04004328, 0.465017, 1.0]], ['2, k, 3', [0.06805135, 0.6108379, 1.0]], ['2, k, 4', [-0.1496139, 0.4062978, 1.0]], ['2, k, 5', [-0.2153379, 0.2058084, 1.0]], ['2, k, 6', [-0.005631469, 0.1499278, 1.0]], ['2, k, 7', [0.04146602, 0.1989405, 1.0]], ['2, k, 8', [0.2224711, 0.3747358, 1.0]], ['2, k, 9', [0.2760807, 0.1266427, 1.0]], ['2, k, 10', [0.1065743, 0.2170958, 1.0]], ['2, k, 11', [0.05536721, 0.2091614, 1.0]], ['2, k, 12', [-0.0354522, -0.01049781, 1.0]], ['2, k, 13', [-0.1007666, -0.2974391, 1.0]], ['2, k, 14', [-0.07307123, -0.6147866, 1.0]], ['2, k, 15', [-0.04236099, -0.6573742, 1.0]], ['2, k, 16', [0.1092245, -0.01976878, 1.0]], ['2, k, 17', [0.1650263, -0.3041157, 1.0]], ['2, k, 18', [0.1043162, -0.6167067, 1.0]], ['2, k, 19', [0.09307124, -0.6580104, 1.0]], ['2, k, 20', [0.03968353, 0.4069925, 1.0]], ['2, k, 21', [0.09192146, 0.2182757, 1.0]], ['2, k, 22', [0.05436463, 0.1481551, 1.0]], ['2, k, 23', [0.02065904, 0.2209434, 1.0]], ['2, k, 24', [0.04676961, 0.2710095, 1.0]]]
[['2, k, 0', [0.02779206, 0.01324432, 1.0]], ['2, k, 1', [0.03401641, 0.2571569, 1.0]], ['2, k, 2', [0.03913257, 0.493364, 1.0]], ['2, k, 3', [0.06864776, 0.6112847, 1.0]], ['2, k, 4', [-0.1081492, 0.4205788, 1.0]], ['2, k, 5', [-0.196338, 0.4748233, 1.0]], ['2, k, 6', [0.01451927, 0.5840851, 1.0]], ['2, k, 7', [0.07331065, 0.623437, 1.0]], ['2, k, 8', [0.199527, 0.402752, 1.0]], ['2, k, 9', [0.3574035, 0.4234758, 1.0]], ['2, k, 10', [0.1876188, 0.5574607, 1.0]], ['2, k, 11', [0.1474817, 0.5948293, 1.0]], ['2, k, 12', [-0.05630678, 0.01850395, 1.0]], ['2, k, 13', [-0.1003937, -0.2721924, 1.0]], ['2, k, 14', [-0.07445008, -0.6155249, 1.0]], ['2, k, 15', [-0.04364854, -0.6635389, 1.0]], ['2, k, 16', [0.1108959, 0.007870532, 1.0]], ['2, k, 17', [0.158943, -0.2868192, 1.0]], ['2, k, 18', [0.1071416, -0.6019742, 1.0]], ['2, k, 19', [0.08713246, -0.6523399, 1.0]], ['2, k, 20', [0.03792769, 0.4354018, 1.0]], ['2, k, 21', [0.1363243, 0.6387208, 1.0]], ['2, k, 22', [0.1312349, 0.5855108, 1.0]], ['2, k, 23', [0.09187452, 0.6323315, 1.0]], ['2, k, 24', [0.1429936, 0.5736429, 1.0]]]
[['2, k, 0', [0.02744651, 0.01400221, 1.0]], ['2, k, 1', [0.03344428, 0.2591856, 1.0]], ['2, k, 2', [0.03856076, 0.4966558, 1.0]], ['2, k, 3', [0.06995062, 0.6130645, 1.0]], ['2, k, 4', [-0.108129, 0.4204206, 1.0]], ['2, k, 5', [-0.1982624, 0.4772168, 1.0]], ['2, k, 6', [0.01026625, 0.6165863, 1.0]], ['2, k, 7', [0.06697648, 0.6291241, 1.0]], ['2, k, 8', [0.199744, 0.403287, 1.0]], ['2, k, 9', [0.3536911, 0.4342704, 1.0]], ['2, k, 10', [0.1882502, 0.5580276, 1.0]], ['2, k, 11', [0.148821, 0.5977273, 1.0]], ['2, k, 12', [-0.0564057, 0.01908123, 1.0]], ['2, k, 13', [-0.1003718, -0.2736987, 1.0]], ['2, k, 14', [-0.07428114, -0.6156235, 1.0]], ['2, k, 15', [-0.04266343, -0.6634598, 1.0]], ['2, k, 16', [0.1102421, 0.008761335, 1.0]], ['2, k, 17', [0.1589321, -0.2860664, 1.0]], ['2, k, 18', [0.1072141, -0.6013039, 1.0]], ['2, k, 19', [0.0871611, -0.651807, 1.0]], ['2, k, 20', [0.03734053, 0.4383894, 1.0]], ['2, k, 21', [0.1223321, 0.6470971, 1.0]], ['2, k, 22', [0.115235, 0.6082975, 1.0]], ['2, k, 23', [0.09059022, 0.6320016, 1.0]], ['2, k, 24', [0.126578, 0.5987485, 1.0]]]
[['2, k, 0', [0.02754909, 0.01556791, 1.0]], ['2, k, 1', [0.03313952, 0.2615294, 1.0]], ['2, k, 2', [0.03788605, 0.4995732, 1.0]], ['2, k, 3', [0.07083694, 0.6140446, 1.0]], ['2, k, 4', [-0.1082297, 0.4205722, 1.0]], ['2, k, 5', [-0.1996438, 0.4797877, 1.0]], ['2, k, 6', [0.0207179, 0.6084501, 1.0]], ['2, k, 7', [0.07253525, 0.6340761, 1.0]], ['2, k, 8', [0.2009358, 0.4075196, 1.0]], ['2, k, 9', [0.3543011, 0.4356522, 1.0]], ['2, k, 10', [0.2011188, 0.5530791, 1.0]], ['2, k, 11', [0.1601012, 0.5901674, 1.0]], ['2, k, 12', [-0.05611347, 0.02044434, 1.0]], ['2, k, 13', [-0.1001752, -0.2730132, 1.0]], ['2, k, 14', [-0.07460781, -0.6135195, 1.0]], ['2, k, 15', [-0.04411211, -0.661783, 1.0]], ['2, k, 16', [0.1101829, 0.01043548, 1.0]], ['2, k, 17', [0.1589709, -0.2858269, 1.0]], ['2, k, 18', [0.1068468, -0.6011253, 1.0]], ['2, k, 19', [0.08729087, -0.6517745, 1.0]], ['2, k, 20', [0.03676132, 0.4411818, 1.0]], ['2, k, 21', [0.1330662, 0.6474784, 1.0]], ['2, k, 22', [0.1312989, 0.596209, 1.0]], ['2, k, 23', [0.09992104, 0.6337244, 1.0]], ['2, k, 24', [0.1493333, 0.5722978, 1.0]]]
[['2, k, 0', [0.0271065, 0.01644112, 1.0]], ['2, k, 1', [0.03283919, 0.2634242, 1.0]], ['2, k, 2', [0.03801729, 0.5024496, 1.0]], ['2, k, 3', [0.07166729, 0.6152129, 1.0]], ['2, k, 4', [-0.1082884, 0.4203644, 1.0]], ['2, k, 5', [-0.2044455, 0.4822862, 1.0]], ['2, k, 6', [0.02065353, 0.6080509, 1.0]], ['2, k, 7', [0.07304063, 0.6370642, 1.0]], ['2, k, 8', [0.2012786, 0.4085172, 1.0]], ['2, k, 9', [0.3533702, 0.4391787, 1.0]], ['2, k, 10', [0.1925878, 0.5659775, 1.0]], ['2, k, 11', [0.1410451, 0.6073605, 1.0]], ['2, k, 12', [-0.0562128, 0.0207692, 1.0]], ['2, k, 13', [-0.0996093, -0.2704036, 1.0]], ['2, k, 14', [-0.07364311, -0.6122391, 1.0]], ['2, k, 15', [-0.04488378, -0.6609558, 1.0]], ['2, k, 16', [0.1092299, 0.01202146, 1.0]], ['2, k, 17', [0.1590559, -0.2857496, 1.0]], ['2, k, 18', [0.1064075, -0.6009271, 1.0]], ['2, k, 19', [0.08769353, -0.6515729, 1.0]], ['2, k, 20', [0.03676471, 0.4438181, 1.0]], ['2, k, 21', [0.1433905, 0.641333, 1.0]], ['2, k, 22', [0.1315419, 0.597306, 1.0]], ['2, k, 23', [0.07663429, 0.6465701, 1.0]], ['2, k, 24', [0.1282757, 0.5993971, 1.0]]]
[['2, k, 0', [0.02685722, 0.01675578, 1.0]], ['2, k, 1', [0.03172762, 0.2629647, 1.0]], ['2, k, 2', [0.03455673, 0.4989325, 1.0]], ['2, k, 3', [0.0721136, 0.6155337, 1.0]], ['2, k, 4', [-0.1085194, 0.4208729, 1.0]], ['2, k, 5', [-0.205687, 0.4844384, 1.0]], ['2, k, 6', [0.03728909, 0.6166967, 1.0]], ['2, k, 7', [0.07603867, 0.640972, 1.0]], ['2, k, 8', [0.1998589, 0.404651, 1.0]], ['2, k, 9', [0.3523669, 0.443816, 1.0]], ['2, k, 10', [0.1930308, 0.565904, 1.0]], ['2, k, 11', [0.1235107, 0.6260343, 1.0]], ['2, k, 12', [-0.05638548, 0.02131139, 1.0]], ['2, k, 13', [-0.1014674, -0.2306673, 1.0]], ['2, k, 14', [-0.07494706, -0.6116912, 1.0]], ['2, k, 15', [-0.045338, -0.6606872, 1.0]], ['2, k, 16', [0.1089143, 0.01213748, 1.0]], ['2, k, 17', [0.1590533, -0.285742, 1.0]], ['2, k, 18', [0.1064129, -0.6008961, 1.0]], ['2, k, 19', [0.08784929, -0.6514078, 1.0]], ['2, k, 20', [0.03401811, 0.4413441, 1.0]], ['2, k, 21', [0.1449149, 0.6421103, 1.0]], ['2, k, 22', [0.1162982, 0.6217165, 1.0]], ['2, k, 23', [0.06073853, 0.6563615, 1.0]], ['2, k, 24', [0.1270074, 0.6023046, 1.0]]]
[['2, k, 0', [0.0268567, 0.0182614, 1.0]], ['2, k, 1', [0.03193942, 0.2655288, 1.0]], ['2, k, 2', [0.03570438, 0.5038719, 1.0]], ['2, k, 3', [0.07258471, 0.6175445, 1.0]], ['2, k, 4', [-0.108565, 0.4209865, 1.0]], ['2, k, 5', [-0.2063243, 0.4868131, 1.0]], ['2, k, 6', [0.02475678, 0.6144162, 1.0]], ['2, k, 7', [0.07142749, 0.643313, 1.0]], ['2, k, 8', [0.2000198, 0.4078016, 1.0]], ['2, k, 9', [0.3510722, 0.44729, 1.0]], ['2, k, 10', [0.1789666, 0.5793738, 1.0]], ['2, k, 11', [0.1225166, 0.6285837, 1.0]], ['2, k, 12', [-0.05610873, 0.02196334, 1.0]], ['2, k, 13', [-0.1009284, -0.2653782, 1.0]], ['2, k, 14', [-0.07611848, -0.6094252, 1.0]], ['2, k, 15', [-0.04504594, -0.6591941, 1.0]], ['2, k, 16', [0.1085121, 0.01469846, 1.0]], ['2, k, 17', [0.1589503, -0.2851635, 1.0]], ['2, k, 18', [0.1065154, -0.6003239, 1.0]], ['2, k, 19', [0.0877994, -0.6512977, 1.0]], ['2, k, 20', [0.03483257, 0.4454705, 1.0]], ['2, k, 21', [0.1374069, 0.6477355, 1.0]], ['2, k, 22', [0.12975, 0.6037341, 1.0]], ['2, k, 23', [0.05881798, 0.6588589, 1.0]], ['2, k, 24', [0.05771421, 0.6285689, 1.0]]]
[['2, k, 0', [0.02592459, 0.02009396, 1.0]], ['2, k, 1', [0.03128923, 0.266028, 1.0]], ['2, k, 2', [0.03514115, 0.5037766, 1.0]], ['2, k, 3', [0.0719864, 0.6181527, 1.0]], ['2, k, 4', [-0.1106154, 0.4245469, 1.0]], ['2, k, 5', [-0.2083572, 0.487796, 1.0]], ['2, k, 6', [0.02240498, 0.6146165, 1.0]], ['2, k, 7', [0.07152571, 0.6462231, 1.0]], ['2, k, 8', [0.1998796, 0.4089109, 1.0]], ['2, k, 9', [0.3503612, 0.4488591, 1.0]], ['2, k, 10', [0.1701356, 0.5909776, 1.0]], ['2, k, 11', [0.1145111, 0.6379781, 1.0]], ['2, k, 12', [-0.05645319, 0.02328264, 1.0]], ['2, k, 13', [-0.1008208, -0.2651679, 1.0]], ['2, k, 14', [-0.07554758, -0.6091705, 1.0]], ['2, k, 15', [-0.04460725, -0.6588536, 1.0]], ['2, k, 16', [0.107025, 0.01680997, 1.0]], ['2, k, 17', [0.1590162, -0.2843848, 1.0]], ['2, k, 18', [0.1064737, -0.599582, 1.0]], ['2, k, 19', [0.08941741, -0.6513622, 1.0]], ['2, k, 20', [0.03428582, 0.4455114, 1.0]], ['2, k, 21', [0.1376772, 0.6539558, 1.0]], ['2, k, 22', [0.1287554, 0.6063092, 1.0]], ['2, k, 23', [0.05521554, 0.6600519, 1.0]], ['2, k, 24', [0.05396662, 0.6262745, 1.0]]]
[['2, k, 0', [0.02576197, 0.02067196, 1.0]], ['2, k, 1', [0.03109012, 0.2662395, 1.0]], ['2, k, 2', [0.03493975, 0.5037591, 1.0]], ['2, k, 3', [0.07149228, 0.61869, 1.0]], ['2, k, 4', [-0.1106353, 0.4242145, 1.0]], ['2, k, 5', [-0.2092226, 0.4885909, 1.0]], ['2, k, 6', [0.0207279, 0.6151367, 1.0]], ['2, k, 7', [0.06966749, 0.6484826, 1.0]], ['2, k, 8', [0.2001943, 0.4099263, 1.0]], ['2, k, 9', [0.3503633, 0.4507539, 1.0]], ['2, k, 10', [0.1927228, 0.5726615, 1.0]], ['2, k, 11', [0.1149915, 0.639164, 1.0]], ['2, k, 12', [-0.05646892, 0.02367918, 1.0]], ['2, k, 13', [-0.1006944, -0.266492, 1.0]], ['2, k, 14', [-0.07614047, -0.6086124, 1.0]], ['2, k, 15', [-0.0444028, -0.6584817, 1.0]], ['2, k, 16', [0.1067494, 0.0175475, 1.0]], ['2, k, 17', [0.1591828, -0.2846065, 1.0]], ['2, k, 18', [0.1062596, -0.599859, 1.0]], ['2, k, 19', [0.0898528, -0.6514359, 1.0]], ['2, k, 20', [0.03409067, 0.4455507, 1.0]], ['2, k, 21', [0.1303498, 0.6583578, 1.0]], ['2, k, 22', [0.1283912, 0.6074569, 1.0]], ['2, k, 23', [0.05479493, 0.6645182, 1.0]], ['2, k, 24', [0.05465155, 0.6320696, 1.0]]]
[['2, k, 0', [0.02606372, 0.02118589, 1.0]], ['2, k, 1', [0.0310713, 0.2664166, 1.0]], ['2, k, 2', [0.03477005, 0.5038632, 1.0]], ['2, k, 3', [0.07115792, 0.6189697, 1.0]], ['2, k, 4', [-0.110682, 0.4240412, 1.0]], ['2, k, 5', [-0.2096936, 0.4904702, 1.0]], ['2, k, 6', [0.01922089, 0.6153088, 1.0]], ['2, k, 7', [0.07016606, 0.6496919, 1.0]], ['2, k, 8', [0.2006257, 0.4114932, 1.0]], ['2, k, 9', [0.3500825, 0.4537826, 1.0]], ['2, k, 10', [0.1784904, 0.5918918, 1.0]], ['2, k, 11', [0.1170427, 0.6394695, 1.0]], ['2, k, 12', [-0.05614112, 0.02380998, 1.0]], ['2, k, 13', [-0.1006879, -0.2656352, 1.0]], ['2, k, 14', [-0.07558999, -0.6087193, 1.0]], ['2, k, 15', [-0.0452515, -0.6586472, 1.0]], ['2, k, 16', [0.1071039, 0.01847342, 1.0]], ['2, k, 17', [0.1591639, -0.2846076, 1.0]], ['2, k, 18', [0.106262, -0.5998192, 1.0]], ['2, k, 19', [0.09049217, -0.6503865, 1.0]], ['2, k, 20', [0.03396922, 0.4456819, 1.0]], ['2, k, 21', [0.1390125, 0.6539744, 1.0]], ['2, k, 22', [0.1292242, 0.607739, 1.0]], ['2, k, 23', [0.05124015, 0.6685477, 1.0]], ['2, k, 24', [0.1246065, 0.6102468, 1.0]]]
[['2, k, 0', [0.02614381, 0.02250059, 1.0]], ['2, k, 1', [0.03131331, 0.2693335, 1.0]], ['2, k, 2', [0.03556486, 0.5086739, 1.0]], ['2, k, 3', [0.07166018, 0.6222692, 1.0]], ['2, k, 4', [-0.111899, 0.4253366, 1.0]], ['2, k, 5', [-0.2106328, 0.4917374, 1.0]], ['2, k, 6', [0.01843267, 0.6159821, 1.0]], ['2, k, 7', [0.06891921, 0.6532656, 1.0]], ['2, k, 8', [0.2009344, 0.4131668, 1.0]], ['2, k, 9', [0.3501989, 0.4556585, 1.0]], ['2, k, 10', [0.175852, 0.59451, 1.0]], ['2, k, 11', [0.1185523, 0.6422384, 1.0]], ['2, k, 12', [-0.05580544, 0.02485711, 1.0]], ['2, k, 13', [-0.1007812, -0.2660016, 1.0]], ['2, k, 14', [-0.07543512, -0.6088661, 1.0]], ['2, k, 15', [-0.04551731, -0.6587041, 1.0]], ['2, k, 16', [0.1069491, 0.01988009, 1.0]], ['2, k, 17', [0.1591415, -0.2845295, 1.0]], ['2, k, 18', [0.1062375, -0.59973, 1.0]], ['2, k, 19', [0.090359, -0.6501613, 1.0]], ['2, k, 20', [0.03458076, 0.4499667, 1.0]], ['2, k, 21', [0.1379502, 0.6545362, 1.0]], ['2, k, 22', [0.1285051, 0.6132383, 1.0]], ['2, k, 23', [0.05005116, 0.6725302, 1.0]], ['2, k, 24', [0.05568221, 0.6458403, 1.0]]]
[['2, k, 0', [0.02606575, 0.02308109, 1.0]], ['2, k, 1', [0.0313185, 0.2713169, 1.0]], ['2, k, 2', [0.0359232, 0.5121635, 1.0]], ['2, k, 3', [0.07164098, 0.6239854, 1.0]], ['2, k, 4', [-0.111853, 0.4253923, 1.0]], ['2, k, 5', [-0.2114984, 0.4933575, 1.0]], ['2, k, 6', [0.007768659, 0.6296841, 1.0]], ['2, k, 7', [0.05918495, 0.6567373, 1.0]], ['2, k, 8', [0.2019386, 0.4160565, 1.0]], ['2, k, 9', [0.3504578, 0.4567077, 1.0]], ['2, k, 10', [0.1686967, 0.6015415, 1.0]], ['2, k, 11', [0.1190971, 0.6445205, 1.0]], ['2, k, 12', [-0.05565004, 0.02518645, 1.0]], ['2, k, 13', [-0.1006913, -0.2675162, 1.0]], ['2, k, 14', [-0.07546639, -0.6095044, 1.0]], ['2, k, 15', [-0.04588338, -0.659157, 1.0]], ['2, k, 16', [0.106624, 0.02074343, 1.0]], ['2, k, 17', [0.1591464, -0.2844201, 1.0]], ['2, k, 18', [0.1062672, -0.5996748, 1.0]], ['2, k, 19', [0.09038845, -0.650042, 1.0]], ['2, k, 20', [0.03482597, 0.4530605, 1.0]], ['2, k, 21', [0.1148614, 0.6636114, 1.0]], ['2, k, 22', [0.1150428, 0.63538, 1.0]], ['2, k, 23', [0.05539488, 0.6712979, 1.0]], ['2, k, 24', [0.05615129, 0.6455887, 1.0]]]
[['2, k, 0', [0.02740515, 0.02441055, 1.0]], ['2, k, 1', [0.0314418, 0.2714772, 1.0]], ['2, k, 2', [0.03566005, 0.5118011, 1.0]], ['2, k, 3', [0.07160918, 0.6246456, 1.0]], ['2, k, 4', [-0.1116592, 0.4254884, 1.0]], ['2, k, 5', [-0.2131525, 0.4952162, 1.0]], ['2, k, 6', [0.006358847, 0.6310372, 1.0]], ['2, k, 7', [0.0630568, 0.6590382, 1.0]], ['2, k, 8', [0.2024268, 0.4169334, 1.0]], ['2, k, 9', [0.3507304, 0.4577284, 1.0]], ['2, k, 10', [0.1685667, 0.6016599, 1.0]], ['2, k, 11', [0.1195082, 0.6452994, 1.0]], ['2, k, 12', [-0.05476268, 0.02595573, 1.0]], ['2, k, 13', [-0.1010935, -0.2652498, 1.0]], ['2, k, 14', [-0.07543951, -0.6095832, 1.0]], ['2, k, 15', [-0.04520672, -0.659238, 1.0]], ['2, k, 16', [0.1085966, 0.0226663, 1.0]], ['2, k, 17', [0.1589873, -0.2847734, 1.0]], ['2, k, 18', [0.1062556, -0.5999761, 1.0]], ['2, k, 19', [0.09007277, -0.6500416, 1.0]], ['2, k, 20', [0.0347271, 0.4529298, 1.0]], ['2, k, 21', [0.1184351, 0.6686741, 1.0]], ['2, k, 22', [0.1222034, 0.6260403, 1.0]], ['2, k, 23', [0.05766221, 0.6707381, 1.0]], ['2, k, 24', [0.05651361, 0.6451991, 1.0]]]
[['2, k, 0', [0.026644, 0.02590938, 1.0]], ['2, k, 1', [0.03109307, 0.2718059, 1.0]], ['2, k, 2', [0.03524024, 0.5112813, 1.0]], ['2, k, 3', [0.07107381, 0.6250829, 1.0]], ['2, k, 4', [-0.1128692, 0.4291141, 1.0]], ['2, k, 5', [-0.213164, 0.496428, 1.0]], ['2, k, 6', [-0.04025757, 0.6078018, 1.0]], ['2, k, 7', [0.02041039, 0.6388899, 1.0]], ['2, k, 8', [0.2026222, 0.4176902, 1.0]], ['2, k, 9', [0.35116, 0.45849, 1.0]], ['2, k, 10', [0.1686215, 0.602011, 1.0]], ['2, k, 11', [0.1165205, 0.6501399, 1.0]], ['2, k, 12', [-0.05534203, 0.02783331, 1.0]], ['2, k, 13', [-0.1009765, -0.2654591, 1.0]], ['2, k, 14', [-0.07478484, -0.6088795, 1.0]], ['2, k, 15', [-0.04617602, -0.6585281, 1.0]], ['2, k, 16', [0.1076805, 0.02373895, 1.0]], ['2, k, 17', [0.1587825, -0.2845795, 1.0]], ['2, k, 18', [0.1062863, -0.5998155, 1.0]], ['2, k, 19', [0.09004578, -0.6496684, 1.0]], ['2, k, 20', [0.03436156, 0.4526921, 1.0]], ['2, k, 21', [0.08992764, 0.6684297, 1.0]], ['2, k, 22', [0.01299807, 0.6104705, 1.0]], ['2, k, 23', [0.05489734, 0.6774698, 1.0]], ['2, k, 24', [0.05793079, 0.6499627, 1.0]]]
[['2, k, 0', [0.02717088, 0.02624641, 1.0]], ['2, k, 1', [0.03214947, 0.2740892, 1.0]], ['2, k, 2', [0.03681734, 0.5158041, 1.0]], ['2, k, 3', [0.07130172, 0.62773, 1.0]], ['2, k, 4', [-0.1127619, 0.4290631, 1.0]], ['2, k, 5', [-0.213921, 0.4974007, 1.0]], ['2, k, 6', [-0.04087707, 0.6079128, 1.0]], ['2, k, 7', [-0.04063614, 0.6065596, 1.0]], ['2, k, 8', [0.2028096, 0.4183554, 1.0]], ['2, k, 9', [0.3510949, 0.4595801, 1.0]], ['2, k, 10', [0.1681954, 0.6044257, 1.0]], ['2, k, 11', [0.103244, 0.6542475, 1.0]], ['2, k, 12', [-0.0549317, 0.02803853, 1.0]], ['2, k, 13', [-0.1008353, -0.2648643, 1.0]], ['2, k, 14', [-0.07522813, -0.6083391, 1.0]], ['2, k, 15', [-0.04500627, -0.658094, 1.0]], ['2, k, 16', [0.1083231, 0.02413161, 1.0]], ['2, k, 17', [0.1585147, -0.2850588, 1.0]], ['2, k, 18', [0.106391, -0.6001664, 1.0]], ['2, k, 19', [0.08989818, -0.6499549, 1.0]], ['2, k, 20', [0.03575374, 0.4565228, 1.0]], ['2, k, 21', [0.03277162, 0.6597802, 1.0]], ['2, k, 22', [-0.008002961, 0.5981118, 1.0]], ['2, k, 23', [0.03995459, 0.6799541, 1.0]], ['2, k, 24', [0.106765, 0.6534733, 1.0]]]
[['2, k, 0', [0.0269176, 0.0262092, 1.0]], ['2, k, 1', [0.03188004, 0.2739605, 1.0]], ['2, k, 2', [0.03628594, 0.5148927, 1.0]], ['2, k, 3', [0.07099067, 0.6284654, 1.0]], ['2, k, 4', [-0.11252, 0.4284799, 1.0]], ['2, k, 5', [-0.2145272, 0.4979158, 1.0]], ['2, k, 6', [-0.04108707, 0.6077445, 1.0]], ['2, k, 7', [-0.0411019, 0.6087752, 1.0]], ['2, k, 8', [0.2029388, 0.4188386, 1.0]], ['2, k, 9', [0.3515153, 0.4609971, 1.0]], ['2, k, 10', [0.1694813, 0.6051683, 1.0]], ['2, k, 11', [0.1034555, 0.6547608, 1.0]], ['2, k, 12', [-0.05508303, 0.02785454, 1.0]], ['2, k, 13', [-0.1011626, -0.2687218, 1.0]], ['2, k, 14', [-0.07563682, -0.6083996, 1.0]], ['2, k, 15', [-0.04581666, -0.6581537, 1.0]], ['2, k, 16', [0.107819, 0.02417035, 1.0]], ['2, k, 17', [0.1584464, -0.2848232, 1.0]], ['2, k, 18', [0.1064174, -0.5999117, 1.0]], ['2, k, 19', [0.0898676, -0.6498514, 1.0]], ['2, k, 20', [0.03528247, 0.4558804, 1.0]], ['2, k, 21', [0.03255231, 0.6575503, 1.0]], ['2, k, 22', [-0.01517913, 0.5966098, 1.0]], ['2, k, 23', [0.04015905, 0.6785769, 1.0]], ['2, k, 24', [0.1064076, 0.6542442, 1.0]]]
[['2, k, 0', [0.02705547, 0.02641179, 1.0]], ['2, k, 1', [0.03187266, 0.2739687, 1.0]], ['2, k, 2', [0.03604474, 0.5144057, 1.0]], ['2, k, 3', [0.07076029, 0.6291263, 1.0]], ['2, k, 4', [-0.1122994, 0.428063, 1.0]], ['2, k, 5', [-0.2154864, 0.4989175, 1.0]], ['2, k, 6', [-0.07752167, 0.614592, 1.0]], ['2, k, 7', [0.001256898, 0.6361816, 1.0]], ['2, k, 8', [0.2031633, 0.4198504, 1.0]], ['2, k, 9', [0.3510454, 0.462502, 1.0]], ['2, k, 10', [0.1686374, 0.6067401, 1.0]], ['2, k, 11', [0.1062099, 0.6543344, 1.0]], ['2, k, 12', [-0.05494457, 0.02796361, 1.0]], ['2, k, 13', [-0.1003455, -0.2430256, 1.0]], ['2, k, 14', [-0.07563187, -0.608435, 1.0]], ['2, k, 15', [-0.04575156, -0.6581362, 1.0]], ['2, k, 16', [0.1079785, 0.02441187, 1.0]], ['2, k, 17', [0.1584415, -0.2847241, 1.0]], ['2, k, 18', [0.1064002, -0.5998088, 1.0]], ['2, k, 19', [0.08942536, -0.6498157, 1.0]], ['2, k, 20', [0.03512288, 0.4555945, 1.0]], ['2, k, 21', [0.04307681, 0.6640361, 1.0]], ['2, k, 22', [-0.02596686, 0.6232916, 1.0]], ['2, k, 23', [0.04378288, 0.6796885, 1.0]], ['2, k, 24', [0.1062768, 0.6546633, 1.0]]]
[['2, k, 0', [0.02703968, 0.02652538, 1.0]], ['2, k, 1', [0.03217382, 0.2752626, 1.0]], ['2, k, 2', [0.03711854, 0.5172811, 1.0]], ['2, k, 3', [0.07098929, 0.6304044, 1.0]], ['2, k, 4', [-0.1120909, 0.427922, 1.0]], ['2, k, 5', [-0.2159247, 0.5000086, 1.0]], ['2, k, 6', [-0.04340935, 0.6088349, 1.0]], ['2, k, 7', [-0.04932035, 0.6020187, 1.0]], ['2, k, 8', [0.2034138, 0.4206693, 1.0]], ['2, k, 9', [0.351289, 0.462725, 1.0]], ['2, k, 10', [0.1686299, 0.6072289, 1.0]], ['2, k, 11', [0.1073902, 0.6530152, 1.0]], ['2, k, 12', [-0.05484695, 0.02805859, 1.0]], ['2, k, 13', [-0.1004893, -0.2613828, 1.0]], ['2, k, 14', [-0.07579694, -0.6091791, 1.0]], ['2, k, 15', [-0.04190931, -0.6583259, 1.0]], ['2, k, 16', [0.1078718, 0.02456142, 1.0]], ['2, k, 17', [0.1584341, -0.2847303, 1.0]], ['2, k, 18', [0.1064271, -0.5997435, 1.0]], ['2, k, 19', [0.08924054, -0.6499314, 1.0]], ['2, k, 20', [0.03593547, 0.457963, 1.0]], ['2, k, 21', [0.02372823, 0.6525053, 1.0]], ['2, k, 22', [-0.004477016, 0.6028973, 1.0]], ['2, k, 23', [0.04280276, 0.676927, 1.0]], ['2, k, 24', [0.1029217, 0.6565349, 1.0]]]
[['2, k, 0', [0.02711883, 0.02701981, 1.0]], ['2, k, 1', [0.0324133, 0.276624, 1.0]], ['2, k, 2', [0.0374996, 0.5190166, 1.0]], ['2, k, 3', [0.07159733, 0.6311097, 1.0]], ['2, k, 4', [-0.1122989, 0.4289871, 1.0]], ['2, k, 5', [-0.2156062, 0.5011806, 1.0]], ['2, k, 6', [-0.0935695, 0.610216, 1.0]], ['2, k, 7', [-0.006375092, 0.6248037, 1.0]], ['2, k, 8', [0.2034614, 0.4208615, 1.0]], ['2, k, 9', [0.3514994, 0.4632982, 1.0]], ['2, k, 10', [0.1684694, 0.6076319, 1.0]], ['2, k, 11', [0.1081808, 0.6522758, 1.0]], ['2, k, 12', [-0.05480308, 0.02849986, 1.0]], ['2, k, 13', [-0.09958259, -0.2448169, 1.0]], ['2, k, 14', [-0.07606994, -0.6078104, 1.0]], ['2, k, 15', [-0.0435975, -0.6573769, 1.0]], ['2, k, 16', [0.1079945, 0.02501287, 1.0]], ['2, k, 17', [0.1583563, -0.2845645, 1.0]], ['2, k, 18', [0.1065048, -0.5995414, 1.0]], ['2, k, 19', [0.0911433, -0.6502235, 1.0]], ['2, k, 20', [0.03627755, 0.4596048, 1.0]], ['2, k, 21', [0.06209132, 0.6625989, 1.0]], ['2, k, 22', [0.005942412, 0.6073906, 1.0]], ['2, k, 23', [0.04603071, 0.6794829, 1.0]], ['2, k, 24', [0.109637, 0.65516, 1.0]]]
