[['2, k, 0', [-10.20419, 79.15136, 1.0]], ['2, k, 1', [-8.76123067513284, 108.99503437281425, 1.0]], ['2, k, 2', [-7.663160589772241, 131.43380629244862, 1.0]], ['2, k, 3', [-7.339745921097983, 137.7727672833844, 1.0]], ['2, k, 4', [8.855534112746057, 124.43239554496625, 1.0]], ['2, k, 5', [13.23292719831614, 99.58020224224451, 1.0]], ['2, k, 6', [12.181652067207061, 77.45408557082621, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-25.18297211302196, 124.45619875817633, 1.0]], ['2, k, 9', [-28.802748329138247, 97.2388774277466, 1.0]], ['2, k, 10', [-35.75294416057174, 75.07834248301934, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.4650247348938255, 78.6212676380565, 1.0]], ['2, k, 13', [-1.6993275742103848, 41.9932468008635, 1.0]], ['2, k, 14', [-3.5668527965673245, 7.778451350991446, 1.0]], ['2, k, 15', [-3.9226410505273814, -1.3816846321632177, 1.0]], ['2, k, 16', [-17.656726346060566, 79.46247976723878, 1.0]], ['2, k, 17', [-19.986137133980037, 43.53585452918678, 1.0]], ['2, k, 18', [-21.410828149646612, 7.518192719338501, 1.0]], ['2, k, 19', [-22.806571800644676, -1.064526168835343, 1.0]], ['2, k, 20', [-7.663160589772241, 131.43380629244862, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.100876000000001, 80.26747800000001, 1.0]], ['2, k, 1', [-7.883058008171109, 109.54525516809073, 1.0]], ['2, k, 2', [-6.190422371672785, 131.64675797405445, 1.0]], ['2, k, 3', [-5.702277684784963, 137.89868372908384, 1.0]], ['2, k, 4', [9.641836221645516, 124.94700042784174, 1.0]], ['2, k, 5', [14.55190262603926, 99.92716325591125, 1.0]], ['2, k, 6', [14.06619971633007, 77.79185774956318, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.512801669664935, 127.28621813952843, 1.0]], ['2, k, 9', [-43.659779806858765, 128.06764384130742, 1.0]], ['2, k, 10', [-64.42111427157789, 130.71929607259509, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.4174780920477215, 79.44172788579039, 1.0]], ['2, k, 13', [-2.0274569681274683, 41.72818972524241, 1.0]], ['2, k, 14', [-3.7405431185326945, 7.567244674966723, 1.0]], ['2, k, 15', [-3.8810733566206403, -1.1766219917299274, 1.0]], ['2, k, 16', [-17.479514527589693, 80.89579559949021, 1.0]], ['2, k, 17', [-20.501623138751953, 43.684661088321405, 1.0]], ['2, k, 18', [-21.23510561298812, 7.8184663284522955, 1.0]], ['2, k, 19', [-21.827254978470073, -1.378404824342418, 1.0]], ['2, k, 20', [-6.190422371672785, 131.64675797405445, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.12526, 80.28710600000001, 1.0]], ['2, k, 1', [-7.901246324219871, 109.55250469387329, 1.0]], ['2, k, 2', [-6.204112653961293, 131.6480994703128, 1.0]], ['2, k, 3', [-5.714683042125032, 137.89988696654015, 1.0]], ['2, k, 4', [9.627409141468938, 124.94965938618351, 1.0]], ['2, k, 5', [14.526306102848224, 99.94081051965165, 1.0]], ['2, k, 6', [14.037853306584504, 77.80427855154062, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.538534778219116, 127.26761661927388, 1.0]], ['2, k, 9', [-44.2058068741613, 127.8736681773687, 1.0]], ['2, k, 10', [-64.55224224422358, 130.14292577263055, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.4431814614548095, 79.46144437479624, 1.0]], ['2, k, 13', [-2.0529008184463704, 41.64705211201314, 1.0]], ['2, k, 14', [-3.762566599300709, 7.692660894469569, 1.0]], ['2, k, 15', [-3.8825988750049647, -1.0666524978537844, 1.0]], ['2, k, 16', [-17.50087004157664, 80.91689744603592, 1.0]], ['2, k, 17', [-20.535712724945583, 43.67073933268047, 1.0]], ['2, k, 18', [-21.267325529396285, 7.657320034748977, 1.0]], ['2, k, 19', [-21.858727121353073, -1.6159805762208812, 1.0]], ['2, k, 20', [-6.204112653961293, 131.6480994703128, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.142586, 80.29718399999999, 1.0]], ['2, k, 1', [-7.913693972242677, 109.55289373056416, 1.0]], ['2, k, 2', [-6.213592506374555, 131.64124341526235, 1.0]], ['2, k, 3', [-5.723609611550262, 137.89293990254535, 1.0]], ['2, k, 4', [9.599121151408296, 124.95166241935496, 1.0]], ['2, k, 5', [14.489742584258611, 99.95399960425944, 1.0]], ['2, k, 6', [13.995739104252596, 77.81541951338828, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.555355237504735, 127.2158868049343, 1.0]], ['2, k, 9', [-44.270978718539446, 127.41678170414706, 1.0]], ['2, k, 10', [-64.70047722276203, 129.2286138530623, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.462488644121108, 79.47297221963008, 1.0]], ['2, k, 13', [-2.075113540969987, 41.55858624704906, 1.0]], ['2, k, 14', [-3.781677610254963, 7.840399433962922, 1.0]], ['2, k, 15', [-3.8596151299624224, -0.9649262431510071, 1.0]], ['2, k, 16', [-17.52083242384293, 80.92977335458271, 1.0]], ['2, k, 17', [-20.56849390122732, 43.66392681348251, 1.0]], ['2, k, 18', [-21.29452187362782, 7.496917575552139, 1.0]], ['2, k, 19', [-21.884179382976136, -1.7996457413380096, 1.0]], ['2, k, 20', [-6.213592506374555, 131.64124341526235, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.14264, 80.29359600000001, 1.0]], ['2, k, 1', [-7.908541474199243, 109.55333022272538, 1.0]], ['2, k, 2', [-6.2058212856787955, 131.6406830298422, 1.0]], ['2, k, 3', [-5.715551803160329, 137.89230752186324, 1.0]], ['2, k, 4', [9.592086465561174, 124.95871529135178, 1.0]], ['2, k, 5', [14.468842935881579, 99.9652654339684, 1.0]], ['2, k, 6', [13.972205574628934, 77.81417877070018, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.55951201193958, 127.1620301844134, 1.0]], ['2, k, 9', [-44.38748481801478, 126.88270757868452, 1.0]], ['2, k, 10', [-64.86663236466575, 128.09409918509522, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.4647812349219267, 79.46890094236895, 1.0]], ['2, k, 13', [-2.0828072252695153, 41.491783143339504, 1.0]], ['2, k, 14', [-3.796385541221394, 7.776281716847478, 1.0]], ['2, k, 15', [-3.9021249961218207, -1.1232609536137534, 1.0]], ['2, k, 16', [-17.528431349287363, 80.92928612728639, 1.0]], ['2, k, 17', [-20.58396937763613, 43.714693266832235, 1.0]], ['2, k, 18', [-21.297548115567228, 7.570238561592909, 1.0]], ['2, k, 19', [-21.87748218311606, -1.6504331552105818, 1.0]], ['2, k, 20', [-6.2058212856787955, 131.6406830298422, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.14282, 80.29040599999999, 1.0]], ['2, k, 1', [-7.905029786431031, 109.55419753927181, 1.0]], ['2, k, 2', [-6.201020881094538, 131.63936921827022, 1.0]], ['2, k, 3', [-5.710953642048495, 137.89095586597716, 1.0]], ['2, k, 4', [9.575201427643847, 124.96756903539435, 1.0]], ['2, k, 5', [14.438858067161057, 99.97370639412651, 1.0]], ['2, k, 6', [13.935309128744636, 77.81881908882625, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.556215961686064, 127.08953414110715, 1.0]], ['2, k, 9', [-44.52703237505511, 126.21412270060524, 1.0]], ['2, k, 10', [-65.04421373826906, 126.69601425298595, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.4669276167267675, 79.4650766616055, 1.0]], ['2, k, 13', [-2.0938127246684126, 41.44831323297878, 1.0]], ['2, k, 14', [-3.8145602681501964, 7.749036197349241, 1.0]], ['2, k, 15', [-3.927223929431283, -1.2265444230560743, 1.0]], ['2, k, 16', [-17.534550747477955, 80.92872063970681, 1.0]], ['2, k, 17', [-20.597492415526958, 43.74010513167297, 1.0]], ['2, k, 18', [-21.298158624852686, 7.645545261991039, 1.0]], ['2, k, 19', [-21.870404275799725, -1.5050001830935766, 1.0]], ['2, k, 20', [-6.201020881094538, 131.63936921827022, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.142996, 80.284152, 1.0]], ['2, k, 1', [-7.903876644992923, 109.55077846340305, 1.0]], ['2, k, 2', [-6.200685530209745, 131.62984522437714, 1.0]], ['2, k, 3', [-5.711299918460963, 137.88141615659575, 1.0]], ['2, k, 4', [9.56420136433881, 124.96285511444782, 1.0]], ['2, k, 5', [14.418106965786219, 99.9600925244921, 1.0]], ['2, k, 6', [13.906304350533441, 77.80494154328079, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.542113158344247, 126.9997866409139, 1.0]], ['2, k, 9', [-44.33581225540024, 125.42771732247805, 1.0]], ['2, k, 10', [-65.24786920921181, 125.07766610296142, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.465895316162416, 79.4537776779331, 1.0]], ['2, k, 13', [-2.102832989762909, 41.37109589255251, 1.0]], ['2, k, 14', [-3.8265249106442263, 7.721441678937751, 1.0]], ['2, k, 15', [-3.929751388089821, -1.3431196771232106, 1.0]], ['2, k, 16', [-17.536734881657946, 80.9241832379626, 1.0]], ['2, k, 17', [-20.6069658200754, 43.74255641703964, 1.0]], ['2, k, 18', [-21.291498339170108, 7.722610563536307, 1.0]], ['2, k, 19', [-21.854136558382805, -1.347075845289, 1.0]], ['2, k, 20', [-6.200685530209745, 131.62984522437714, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.143116000000001, 80.27425600000001, 1.0]], ['2, k, 1', [-7.903884934090757, 109.5477222724107, 1.0]], ['2, k, 2', [-6.203473402399202, 131.62357788169035, 1.0]], ['2, k, 3', [-5.715470192782338, 137.87515407066186, 1.0]], ['2, k, 4', [9.543899645485508, 124.95994009505701, 1.0]], ['2, k, 5', [14.390664965231828, 99.94137415708617, 1.0]], ['2, k, 6', [13.868184957290106, 77.78357577929793, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.53770181018823, 126.9229136127758, 1.0]], ['2, k, 9', [-43.86554983769576, 124.61246492417293, 1.0]], ['2, k, 10', [-65.3958779920178, 123.33043288057097, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.461899188147868, 79.43717667944314, 1.0]], ['2, k, 13', [-2.11112611919755, 41.29246942119466, 1.0]], ['2, k, 14', [-3.8410716632565283, 7.6317737752061845, 1.0]], ['2, k, 15', [-3.946855443705237, -1.4603168912699793, 1.0]], ['2, k, 16', [-17.536298880630916, 80.91434531293822, 1.0]], ['2, k, 17', [-20.612838965268296, 43.762914002909554, 1.0]], ['2, k, 18', [-21.287843148919983, 7.762370184814273, 1.0]], ['2, k, 19', [-21.841278206529676, -1.2339651435045678, 1.0]], ['2, k, 20', [-6.203473402399202, 131.62357788169035, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.143128, 80.262754, 1.0]], ['2, k, 1', [-7.9044637180051325, 109.54619021379989, 1.0]], ['2, k, 2', [-6.207603140007633, 131.62410124199704, 1.0]], ['2, k, 3', [-5.721422906420745, 137.8756546760173, 1.0]], ['2, k, 4', [9.527590923333953, 124.95871714900827, 1.0]], ['2, k, 5', [14.368070453446585, 99.93128879145827, 1.0]], ['2, k, 6', [13.83296805967489, 77.76668122110732, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.53888358616502, 126.83859238792316, 1.0]], ['2, k, 9', [-43.7813311163207, 123.65783986130735, 1.0]], ['2, k, 10', [-65.30895529966703, 121.34787555215333, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.4573413760967924, 79.41960859065512, 1.0]], ['2, k, 13', [-2.1179833851949725, 41.20951547626542, 1.0]], ['2, k, 14', [-3.85822914949107, 7.565209401354004, 1.0]], ['2, k, 15', [-3.977410747804162, -1.5690462147985365, 1.0]], ['2, k, 16', [-17.53509771679276, 80.89881522315419, 1.0]], ['2, k, 17', [-20.617003343389552, 43.772516618426735, 1.0]], ['2, k, 18', [-21.289658000203065, 7.733420003910226, 1.0]], ['2, k, 19', [-21.83330699595752, -1.196899244309856, 1.0]], ['2, k, 20', [-6.207603140007633, 131.62410124199704, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.142188, 80.241314, 1.0]], ['2, k, 1', [-7.906542127855371, 109.53160656567556, 1.0]], ['2, k, 2', [-6.217458670201702, 131.6084238148773, 1.0]], ['2, k, 3', [-5.734589995814562, 137.8595736959346, 1.0]], ['2, k, 4', [9.498464878260588, 124.94242347177554, 1.0]], ['2, k, 5', [14.333362852903498, 99.90125571744002, 1.0]], ['2, k, 6', [13.782488111285318, 77.74468281606221, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.54816636151412, 126.73941610517197, 1.0]], ['2, k, 9', [-43.06964269193304, 122.69763655482748, 1.0]], ['2, k, 10', [-64.95560760824203, 119.2600719680486, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.4473767700487166, 79.39321298064912, 1.0]], ['2, k, 13', [-2.115270231301586, 41.13686152035187, 1.0]], ['2, k, 14', [-3.84717272281529, 7.695074115593421, 1.0]], ['2, k, 15', [-3.9561791710168284, -1.5439063311804482, 1.0]], ['2, k, 16', [-17.5318461235962, 80.87195120631252, 1.0]], ['2, k, 17', [-20.615185910916093, 43.77410707756716, 1.0]], ['2, k, 18', [-21.282595532265855, 7.711410411465678, 1.0]], ['2, k, 19', [-21.818570843938996, -1.1760491551776724, 1.0]], ['2, k, 20', [-6.217458670201702, 131.6084238148773, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.140954, 80.215178, 1.0]], ['2, k, 1', [-7.912132842567875, 109.5134679602078, 1.0]], ['2, k, 2', [-6.236781330650376, 131.5930080294307, 1.0]], ['2, k, 3', [-5.759409976997131, 137.84494727658017, 1.0]], ['2, k, 4', [9.463811201213788, 124.92469307062244, 1.0]], ['2, k, 5', [14.28864112633169, 99.86014303937777, 1.0]], ['2, k, 6', [13.715804030444275, 77.70469410215513, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.580381178376467, 126.6436744277549, 1.0]], ['2, k, 9', [-42.36273085936328, 121.65005497111905, 1.0]], ['2, k, 10', [-64.2556569414078, 117.0656325552895, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.434867766226457, 79.36255354483372, 1.0]], ['2, k, 13', [-2.1133249685066513, 41.06234200506033, 1.0]], ['2, k, 14', [-3.839258873862595, 7.736192066854983, 1.0]], ['2, k, 15', [-3.941813029487076, -1.5834299305194435, 1.0]], ['2, k, 16', [-17.5270925170758, 80.83646131733319, 1.0]], ['2, k, 17', [-20.61041058248254, 43.814066561736496, 1.0]], ['2, k, 18', [-21.273590266439033, 7.678306162368045, 1.0]], ['2, k, 19', [-21.799964456091836, -1.180866234689475, 1.0]], ['2, k, 20', [-6.236781330650376, 131.5930080294307, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.13785, 80.184586, 1.0]], ['2, k, 1', [-7.917745711085292, 109.49750359026228, 1.0]], ['2, k, 2', [-6.2581818704454415, 131.5874585250717, 1.0]], ['2, k, 3', [-5.786729081856054, 137.84188798887868, 1.0]], ['2, k, 4', [9.434536226643644, 124.91806475086797, 1.0]], ['2, k, 5', [14.249319107810539, 99.83095783453463, 1.0]], ['2, k, 6', [13.656269059319557, 77.67286224003777, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.62355926116779, 126.55241718552064, 1.0]], ['2, k, 9', [-41.88991317962012, 120.5438587269308, 1.0]], ['2, k, 10', [-63.159926944215485, 114.89636602284135, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.4227660711331964, 79.32981136975806, 1.0]], ['2, k, 13', [-2.1085526803787773, 41.02224084751636, 1.0]], ['2, k, 14', [-3.83788461957341, 7.8083310418667295, 1.0]], ['2, k, 15', [-3.9325719194138817, -1.5957345722986034, 1.0]], ['2, k, 16', [-17.524856972032495, 80.79559636014149, 1.0]], ['2, k, 17', [-20.604698985800447, 43.86902885123775, 1.0]], ['2, k, 18', [-21.26672141500016, 7.6486369517070685, 1.0]], ['2, k, 19', [-21.787954442971664, -1.176407784572783, 1.0]], ['2, k, 20', [-6.2581818704454415, 131.5874585250717, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.130484, 80.14482, 1.0]], ['2, k, 1', [-7.924147265243504, 109.4781006723104, 1.0]], ['2, k, 2', [-6.285178563023144, 131.57899586518036, 1.0]], ['2, k, 3', [-5.820853254493262, 137.83668240359364, 1.0]], ['2, k, 4', [9.408365247265108, 124.90283804807736, 1.0]], ['2, k, 5', [14.224333158177984, 99.79447699878926, 1.0]], ['2, k, 6', [13.610767995172946, 77.63688004868087, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.65078536451491, 126.45084646052493, 1.0]], ['2, k, 9', [-41.6061325297061, 119.31504586654482, 1.0]], ['2, k, 10', [-61.900328392314975, 112.67114694181883, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.4095013042709033, 79.29039171450887, 1.0]], ['2, k, 13', [-2.1028988116547898, 40.96573478813373, 1.0]], ['2, k, 14', [-3.8327104161143684, 7.907093430412608, 1.0]], ['2, k, 15', [-3.9149936952542634, -1.6690190468893196, 1.0]], ['2, k, 16', [-17.524320419849612, 80.74496501513647, 1.0]], ['2, k, 17', [-20.602419032179203, 43.90769578975699, 1.0]], ['2, k, 18', [-21.263752105363935, 7.647824855335003, 1.0]], ['2, k, 19', [-21.77501345823194, -1.1461681995846682, 1.0]], ['2, k, 20', [-6.285178563023144, 131.57899586518036, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.122764, 80.10795599999999, 1.0]], ['2, k, 1', [-7.935541212360667, 109.46187110360415, 1.0]], ['2, k, 2', [-6.319926170324407, 131.57406049357118, 1.0]], ['2, k, 3', [-5.863141100855147, 137.8362868557667, 1.0]], ['2, k, 4', [9.393939913740287, 124.88274581203177, 1.0]], ['2, k, 5', [14.211878363282016, 99.7482180646565, 1.0]], ['2, k, 6', [13.574222183275824, 77.60261718746484, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.65355220085187, 126.34237120558541, 1.0]], ['2, k, 9', [-40.83201734268836, 118.26874846171309, 1.0]], ['2, k, 10', [-61.51358430606963, 110.1124078740264, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.396348598484943, 79.25317277667256, 1.0]], ['2, k, 13', [-2.1000169238519453, 40.88403757554094, 1.0]], ['2, k, 14', [-3.828535886494186, 7.916602238274223, 1.0]], ['2, k, 15', [-3.900671406217407, -1.528998702389572, 1.0]], ['2, k, 16', [-17.52188711523815, 80.70025440570961, 1.0]], ['2, k, 17', [-20.600893301450952, 43.96697621205868, 1.0]], ['2, k, 18', [-21.262969090616625, 7.71574920198443, 1.0]], ['2, k, 19', [-21.754656732146803, -1.0659232091608501, 1.0]], ['2, k, 20', [-6.319926170324407, 131.57406049357118, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.11256, 80.07190799999998, 1.0]], ['2, k, 1', [-7.94664577240281, 109.45216841569814, 1.0]], ['2, k, 2', [-6.355049620575156, 131.58165910045994, 1.0]], ['2, k, 3', [-5.905680801350849, 137.85136806020088, 1.0]], ['2, k, 4', [9.392035933270261, 124.87143301787829, 1.0]], ['2, k, 5', [14.214036793254463, 99.72076937626542, 1.0]], ['2, k, 6', [13.550517004252438, 77.59470949310764, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.659542622510276, 126.25410349722009, 1.0]], ['2, k, 9', [-40.565708564822486, 116.98044315567873, 1.0]], ['2, k, 10', [-60.7705143535285, 107.54097622123587, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.3845975572754643, 79.21838151191601, 1.0]], ['2, k, 13', [-2.0933879906604282, 40.732223793695745, 1.0]], ['2, k, 14', [-3.820880654303566, 7.848056602902709, 1.0]], ['2, k, 15', [-3.879221584903571, -1.4293711319601439, 1.0]], ['2, k, 16', [-17.519824667699368, 80.65798738202511, 1.0]], ['2, k, 17', [-20.599364979824717, 44.00085407453919, 1.0]], ['2, k, 18', [-21.267549502408688, 7.701983262515363, 1.0]], ['2, k, 19', [-21.751182989901256, -1.0692766693387323, 1.0]], ['2, k, 20', [-6.355049620575156, 131.58165910045994, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.101151999999999, 80.034636, 1.0]], ['2, k, 1', [-7.958846598998697, 109.44500541339409, 1.0]], ['2, k, 2', [-6.391766085067134, 131.59442187065568, 1.0]], ['2, k, 3', [-5.94980522877732, 137.871837269156, 1.0]], ['2, k, 4', [9.390871786137044, 124.86809274940595, 1.0]], ['2, k, 5', [14.215175894438218, 99.72032648147616, 1.0]], ['2, k, 6', [13.528701320197824, 77.60543476258923, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.656710442873532, 126.17736551875925, 1.0]], ['2, k, 9', [-40.294569128135095, 115.59325240598363, 1.0]], ['2, k, 10', [-59.705920018629314, 104.97339054125453, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.3752116238564387, 79.18405821598591, 1.0]], ['2, k, 13', [-2.0901073204077742, 40.61709964382055, 1.0]], ['2, k, 14', [-3.814519166528279, 7.791187971237143, 1.0]], ['2, k, 15', [-3.8688940262358815, -1.3881532755808426, 1.0]], ['2, k, 16', [-17.5232640499401, 80.61742209843649, 1.0]], ['2, k, 17', [-20.601786313246855, 44.05501620662143, 1.0]], ['2, k, 18', [-21.279672456217344, 7.645491286833405, 1.0]], ['2, k, 19', [-21.748770028937642, -1.1102152927854512, 1.0]], ['2, k, 20', [-6.391766085067134, 131.59442187065568, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-10.091814, 80.00414599999999, 1.0]], ['2, k, 1', [-7.97453924985038, 109.44243570206581, 1.0]], ['2, k, 2', [-6.431773447296078, 131.61612946712475, 1.0]], ['2, k, 3', [-5.99707490990632, 137.90236914754388, 1.0]], ['2, k, 4', [9.375152922071186, 124.87604954908473, 1.0]], ['2, k, 5', [14.19729197172064, 99.73896954611982, 1.0]], ['2, k, 6', [13.492059794464566, 77.61719843557793, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.658433381723928, 126.11427338918804, 1.0]], ['2, k, 9', [-39.92458468541618, 114.16550350735174, 1.0]], ['2, k, 10', [-58.519363148981654, 102.37383510212194, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [-2.367358054667335, 79.15730401959743, 1.0]], ['2, k, 13', [-2.0874942289951033, 40.50244228794028, 1.0]], ['2, k, 14', [-3.8052405777000136, 7.690247383943408, 1.0]], ['2, k, 15', [-3.874512983843013, -1.3394945458755743, 1.0]], ['2, k, 16', [-17.526365503756896, 80.58379590353509, 1.0]], ['2, k, 17', [-20.592323859890566, 44.215886317778505, 1.0]], ['2, k, 18', [-21.280024845291397, 7.583103476112484, 1.0]], ['2, k, 19', [-21.72895611344702, -1.1387465037216362, 1.0]], ['2, k, 20', [-6.431773447296078, 131.61612946712475, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
