[['2, k, 0', [-0.225772, -0.385829, 1.0]], ['2, k, 1', [-0.236861, -0.0903687, 1.0]], ['2, k, 2', [-0.246282, 0.198376, 1.0]], ['2, k, 3', [-0.257005, 0.326329, 1.0]], ['2, k, 4', [-0.431671, 0.101559, 1.0]], ['2, k, 5', [-0.541913, -0.0689145, 1.0]], ['2, k, 6', [-0.461992, -0.248217, 1.0]], ['2, k, 7', [-0.416484, -0.294821, 1.0]], ['2, k, 8', [-0.071522, 0.100917, 1.0]], ['2, k, 9', [0.0806157, -0.0491929, 1.0]], ['2, k, 10', [0.00171044, -0.228319, 1.0]], ['2, k, 11', [-0.0443701, -0.266473, 1.0]], ['2, k, 12', [-0.304693, -0.380131, 1.0]], ['2, k, 13', [-0.36144, -0.691083, 1.0]], ['2, k, 14', [-0.378532, -1.03775, 1.0]], ['2, k, 15', [-0.400391, -1.10449, 1.0]], ['2, k, 16', [-0.140455, -0.380668, 1.0]], ['2, k, 17', [-0.085295, -0.704227, 1.0]], ['2, k, 18', [-0.057117, -1.05869, 1.0]], ['2, k, 19', [-0.0615845, -1.11426, 1.0]], ['2, k, 20', [-0.244209, 0.12715, 1.0]], ['2, k, 21', [-0.400787, -0.361607, 1.0]], ['2, k, 22', [-0.390205, -0.253878, 1.0]], ['2, k, 23', [-0.0341375, -0.350729, 1.0]], ['2, k, 24', [-0.0730238, -0.268599, 1.0]]]
[['2, k, 0', [-0.200221, -0.403403, 1.0]], ['2, k, 1', [-0.215651, -0.110748, 1.0]], ['2, k, 2', [-0.229173, 0.174658, 1.0]], ['2, k, 3', [-0.244915, 0.316594, 1.0]], ['2, k, 4', [-0.416803, 0.0475828, 1.0]], ['2, k, 5', [-0.529834, -0.132227, 1.0]], ['2, k, 6', [-0.423693, -0.288018, 1.0]], ['2, k, 7', [-0.372528, -0.330612, 1.0]], ['2, k, 8', [-0.043597, 0.0708796, 1.0]], ['2, k, 9', [0.102989, -0.0922399, 1.0]], ['2, k, 10', [0.0232974, -0.267675, 1.0]], ['2, k, 11', [-0.00381068, -0.304462, 1.0]], ['2, k, 12', [-0.284095, -0.405527, 1.0]], ['2, k, 13', [-0.345128, -0.722602, 1.0]], ['2, k, 14', [-0.377366, -1.05359, 1.0]], ['2, k, 15', [-0.405403, -1.10983, 1.0]], ['2, k, 16', [-0.110372, -0.38946, 1.0]], ['2, k, 17', [-0.0715156, -0.711523, 1.0]], ['2, k, 18', [-0.0563603, -1.06339, 1.0]], ['2, k, 19', [-0.0599879, -1.11436, 1.0]], ['2, k, 20', [-0.226091, 0.104265, 1.0]], ['2, k, 21', [-0.345736, -0.390382, 1.0]], ['2, k, 22', [-0.352768, -0.281332, 1.0]], ['2, k, 23', [0.00439839, -0.377623, 1.0]], ['2, k, 24', [-0.0278218, -0.281433, 1.0]]]
[['2, k, 0', [-0.196689, -0.403748, 1.0]], ['2, k, 1', [-0.212608, -0.110651, 1.0]], ['2, k, 2', [-0.226374, 0.175137, 1.0]], ['2, k, 3', [-0.241727, 0.317428, 1.0]], ['2, k, 4', [-0.413468, 0.0471896, 1.0]], ['2, k, 5', [-0.527103, -0.132331, 1.0]], ['2, k, 6', [-0.420244, -0.287933, 1.0]], ['2, k, 7', [-0.367532, -0.330888, 1.0]], ['2, k, 8', [-0.0410692, 0.0712471, 1.0]], ['2, k, 9', [0.106254, -0.0914127, 1.0]], ['2, k, 10', [0.0311285, -0.268616, 1.0]], ['2, k, 11', [0.00245036, -0.307876, 1.0]], ['2, k, 12', [-0.280618, -0.405897, 1.0]], ['2, k, 13', [-0.340749, -0.724816, 1.0]], ['2, k, 14', [-0.377413, -1.05355, 1.0]], ['2, k, 15', [-0.405414, -1.1097, 1.0]], ['2, k, 16', [-0.10691, -0.389775, 1.0]], ['2, k, 17', [-0.0647244, -0.714746, 1.0]], ['2, k, 18', [-0.0564494, -1.06377, 1.0]], ['2, k, 19', [-0.0597773, -1.11447, 1.0]], ['2, k, 20', [-0.223252, 0.104648, 1.0]], ['2, k, 21', [-0.344201, -0.388997, 1.0]], ['2, k, 22', [-0.348503, -0.280465, 1.0]], ['2, k, 23', [0.00438758, -0.376338, 1.0]], ['2, k, 24', [-0.0207804, -0.27631, 1.0]]]
[['2, k, 0', [-0.191826, -0.40362, 1.0]], ['2, k, 1', [-0.208849, -0.110563, 1.0]], ['2, k, 2', [-0.22372, 0.175202, 1.0]], ['2, k, 3', [-0.239016, 0.318185, 1.0]], ['2, k, 4', [-0.409651, 0.0470379, 1.0]], ['2, k, 5', [-0.506803, -0.140466, 1.0]], ['2, k, 6', [-0.409742, -0.301391, 1.0]], ['2, k, 7', [-0.358761, -0.346237, 1.0]], ['2, k, 8', [-0.0366035, 0.0730166, 1.0]], ['2, k, 9', [0.110543, -0.0898931, 1.0]], ['2, k, 10', [0.0357, -0.267269, 1.0]], ['2, k, 11', [0.00802975, -0.309004, 1.0]], ['2, k, 12', [-0.275938, -0.405926, 1.0]], ['2, k, 13', [-0.337965, -0.725755, 1.0]], ['2, k, 14', [-0.377285, -1.05298, 1.0]], ['2, k, 15', [-0.40532, -1.10959, 1.0]], ['2, k, 16', [-0.102024, -0.389494, 1.0]], ['2, k, 17', [-0.0603613, -0.718345, 1.0]], ['2, k, 18', [-0.0571399, -1.06388, 1.0]], ['2, k, 19', [-0.0592564, -1.11461, 1.0]], ['2, k, 20', [-0.220328, 0.10472, 1.0]], ['2, k, 21', [-0.32707, -0.40308, 1.0]], ['2, k, 22', [-0.340787, -0.2906, 1.0]], ['2, k, 23', [0.00910392, -0.376109, 1.0]], ['2, k, 24', [-0.0185145, -0.282464, 1.0]]]
[['2, k, 0', [-0.186145, -0.403687, 1.0]], ['2, k, 1', [-0.204519, -0.109986, 1.0]], ['2, k, 2', [-0.220667, 0.176228, 1.0]], ['2, k, 3', [-0.235611, 0.318956, 1.0]], ['2, k, 4', [-0.406566, 0.0465958, 1.0]], ['2, k, 5', [-0.505658, -0.138123, 1.0]], ['2, k, 6', [-0.407824, -0.299313, 1.0]], ['2, k, 7', [-0.352006, -0.347436, 1.0]], ['2, k, 8', [-0.0332115, 0.0738092, 1.0]], ['2, k, 9', [0.115869, -0.0867707, 1.0]], ['2, k, 10', [0.0411429, -0.264198, 1.0]], ['2, k, 11', [0.0132931, -0.309119, 1.0]], ['2, k, 12', [-0.270229, -0.406086, 1.0]], ['2, k, 13', [-0.336127, -0.726237, 1.0]], ['2, k, 14', [-0.377351, -1.05292, 1.0]], ['2, k, 15', [-0.405388, -1.10952, 1.0]], ['2, k, 16', [-0.0965136, -0.389475, 1.0]], ['2, k, 17', [-0.0574681, -0.720112, 1.0]], ['2, k, 18', [-0.0573111, -1.06395, 1.0]], ['2, k, 19', [-0.0589638, -1.11458, 1.0]], ['2, k, 20', [-0.216968, 0.105652, 1.0]], ['2, k, 21', [-0.325659, -0.40196, 1.0]], ['2, k, 22', [-0.336657, -0.289688, 1.0]], ['2, k, 23', [0.0103139, -0.374648, 1.0]], ['2, k, 24', [-0.0144374, -0.274489, 1.0]]]
[['2, k, 0', [-0.178538, -0.403468, 1.0]], ['2, k, 1', [-0.19951, -0.109484, 1.0]], ['2, k, 2', [-0.217897, 0.176892, 1.0]], ['2, k, 3', [-0.232427, 0.319347, 1.0]], ['2, k, 4', [-0.401536, 0.0465594, 1.0]], ['2, k, 5', [-0.502151, -0.139947, 1.0]], ['2, k, 6', [-0.397987, -0.299762, 1.0]], ['2, k, 7', [-0.347915, -0.345978, 1.0]], ['2, k, 8', [-0.0295221, 0.0749219, 1.0]], ['2, k, 9', [0.120081, -0.0847919, 1.0]], ['2, k, 10', [0.0668415, -0.271548, 1.0]], ['2, k, 11', [0.0277781, -0.321826, 1.0]], ['2, k, 12', [-0.26266, -0.406285, 1.0]], ['2, k, 13', [-0.332518, -0.726343, 1.0]], ['2, k, 14', [-0.377323, -1.0528, 1.0]], ['2, k, 15', [-0.404595, -1.10891, 1.0]], ['2, k, 16', [-0.0891244, -0.388862, 1.0]], ['2, k, 17', [-0.0513195, -0.715349, 1.0]], ['2, k, 18', [-0.0574795, -1.06399, 1.0]], ['2, k, 19', [-0.0587082, -1.11463, 1.0]], ['2, k, 20', [-0.213685, 0.106291, 1.0]], ['2, k, 21', [-0.321676, -0.405245, 1.0]], ['2, k, 22', [-0.327482, -0.290979, 1.0]], ['2, k, 23', [0.0315243, -0.384728, 1.0]], ['2, k, 24', [0.00542008, -0.298525, 1.0]]]
[['2, k, 0', [-0.171987, -0.403456, 1.0]], ['2, k, 1', [-0.195441, -0.10933, 1.0]], ['2, k, 2', [-0.215956, 0.177169, 1.0]], ['2, k, 3', [-0.22949, 0.319021, 1.0]], ['2, k, 4', [-0.398028, 0.0470429, 1.0]], ['2, k, 5', [-0.49912, -0.14178, 1.0]], ['2, k, 6', [-0.395599, -0.301005, 1.0]], ['2, k, 7', [-0.341724, -0.346417, 1.0]], ['2, k, 8', [-0.0259576, 0.0756597, 1.0]], ['2, k, 9', [0.125538, -0.0826269, 1.0]], ['2, k, 10', [0.0658206, -0.266533, 1.0]], ['2, k, 11', [0.0297336, -0.313627, 1.0]], ['2, k, 12', [-0.256411, -0.40667, 1.0]], ['2, k, 13', [-0.327615, -0.726958, 1.0]], ['2, k, 14', [-0.3772, -1.05267, 1.0]], ['2, k, 15', [-0.404633, -1.10897, 1.0]], ['2, k, 16', [-0.0824553, -0.388443, 1.0]], ['2, k, 17', [-0.0463529, -0.712937, 1.0]], ['2, k, 18', [-0.0574538, -1.06397, 1.0]], ['2, k, 19', [-0.0585453, -1.11467, 1.0]], ['2, k, 20', [-0.21127, 0.106544, 1.0]], ['2, k, 21', [-0.315777, -0.405773, 1.0]], ['2, k, 22', [-0.325042, -0.288115, 1.0]], ['2, k, 23', [0.0287759, -0.378144, 1.0]], ['2, k, 24', [0.00611866, -0.280745, 1.0]]]
[['2, k, 0', [-0.165892, -0.403467, 1.0]], ['2, k, 1', [-0.191251, -0.109192, 1.0]], ['2, k, 2', [-0.213405, 0.177497, 1.0]], ['2, k, 3', [-0.226716, 0.319815, 1.0]], ['2, k, 4', [-0.393764, 0.0469523, 1.0]], ['2, k, 5', [-0.492905, -0.143856, 1.0]], ['2, k, 6', [-0.392086, -0.305786, 1.0]], ['2, k, 7', [-0.336046, -0.354991, 1.0]], ['2, k, 8', [-0.0227063, 0.0765775, 1.0]], ['2, k, 9', [0.131121, -0.0802338, 1.0]], ['2, k, 10', [0.0718793, -0.264446, 1.0]], ['2, k, 11', [0.0363264, -0.313282, 1.0]], ['2, k, 12', [-0.250273, -0.407321, 1.0]], ['2, k, 13', [-0.325184, -0.72637, 1.0]], ['2, k, 14', [-0.377283, -1.05271, 1.0]], ['2, k, 15', [-0.404518, -1.10907, 1.0]], ['2, k, 16', [-0.0765537, -0.387837, 1.0]], ['2, k, 17', [-0.0421987, -0.710606, 1.0]], ['2, k, 18', [-0.0574706, -1.06382, 1.0]], ['2, k, 19', [-0.0584536, -1.11478, 1.0]], ['2, k, 20', [-0.208354, 0.10682, 1.0]], ['2, k, 21', [-0.309743, -0.412459, 1.0]], ['2, k, 22', [-0.318557, -0.298139, 1.0]], ['2, k, 23', [0.0382476, -0.377971, 1.0]], ['2, k, 24', [0.0130453, -0.279526, 1.0]]]
[['2, k, 0', [-0.160334, -0.403559, 1.0]], ['2, k, 1', [-0.186972, -0.109315, 1.0]], ['2, k, 2', [-0.210503, 0.17745, 1.0]], ['2, k, 3', [-0.224554, 0.320168, 1.0]], ['2, k, 4', [-0.390301, 0.0463947, 1.0]], ['2, k, 5', [-0.488349, -0.147147, 1.0]], ['2, k, 6', [-0.387051, -0.308865, 1.0]], ['2, k, 7', [-0.328834, -0.355613, 1.0]], ['2, k, 8', [-0.0190562, 0.0778763, 1.0]], ['2, k, 9', [0.135448, -0.0782625, 1.0]], ['2, k, 10', [0.0742402, -0.26212, 1.0]], ['2, k, 11', [0.043647, -0.308795, 1.0]], ['2, k, 12', [-0.244795, -0.407682, 1.0]], ['2, k, 13', [-0.319751, -0.727546, 1.0]], ['2, k, 14', [-0.377457, -1.05263, 1.0]], ['2, k, 15', [-0.404505, -1.10915, 1.0]], ['2, k, 16', [-0.0711162, -0.387673, 1.0]], ['2, k, 17', [-0.0371426, -0.716741, 1.0]], ['2, k, 18', [-0.0575205, -1.06387, 1.0]], ['2, k, 19', [-0.0584514, -1.11479, 1.0]], ['2, k, 20', [-0.205113, 0.106749, 1.0]], ['2, k, 21', [-0.30331, -0.412543, 1.0]], ['2, k, 22', [-0.315201, -0.300172, 1.0]], ['2, k, 23', [0.0413486, -0.372299, 1.0]], ['2, k, 24', [0.015271, -0.276475, 1.0]]]
[['2, k, 0', [-0.15414, -0.40331, 1.0]], ['2, k, 1', [-0.181995, -0.109256, 1.0]], ['2, k, 2', [-0.207009, 0.177444, 1.0]], ['2, k, 3', [-0.221954, 0.320229, 1.0]], ['2, k, 4', [-0.386089, 0.0457933, 1.0]], ['2, k, 5', [-0.482867, -0.150833, 1.0]], ['2, k, 6', [-0.382244, -0.312637, 1.0]], ['2, k, 7', [-0.320647, -0.362412, 1.0]], ['2, k, 8', [-0.0165474, 0.0792595, 1.0]], ['2, k, 9', [0.138394, -0.0749119, 1.0]], ['2, k, 10', [0.0792333, -0.260299, 1.0]], ['2, k, 11', [0.051775, -0.310262, 1.0]], ['2, k, 12', [-0.238337, -0.408447, 1.0]], ['2, k, 13', [-0.316333, -0.727834, 1.0]], ['2, k, 14', [-0.377461, -1.0526, 1.0]], ['2, k, 15', [-0.404613, -1.10942, 1.0]], ['2, k, 16', [-0.0652462, -0.386483, 1.0]], ['2, k, 17', [-0.03479, -0.717446, 1.0]], ['2, k, 18', [-0.0575699, -1.06387, 1.0]], ['2, k, 19', [-0.0588, -1.11495, 1.0]], ['2, k, 20', [-0.201223, 0.10675, 1.0]], ['2, k, 21', [-0.295545, -0.41807, 1.0]], ['2, k, 22', [-0.306693, -0.305434, 1.0]], ['2, k, 23', [0.0535907, -0.373757, 1.0]], ['2, k, 24', [0.0228013, -0.284186, 1.0]]]
[['2, k, 0', [-0.147463, -0.403291, 1.0]], ['2, k, 1', [-0.178074, -0.109155, 1.0]], ['2, k, 2', [-0.205089, 0.17762, 1.0]], ['2, k, 3', [-0.219136, 0.320381, 1.0]], ['2, k, 4', [-0.382714, 0.0453078, 1.0]], ['2, k, 5', [-0.477222, -0.152408, 1.0]], ['2, k, 6', [-0.356343, -0.303666, 1.0]], ['2, k, 7', [-0.314774, -0.339061, 1.0]], ['2, k, 8', [-0.0133052, 0.0799514, 1.0]], ['2, k, 9', [0.143895, -0.0711137, 1.0]], ['2, k, 10', [0.0901473, -0.258051, 1.0]], ['2, k, 11', [0.0593014, -0.312236, 1.0]], ['2, k, 12', [-0.231919, -0.409244, 1.0]], ['2, k, 13', [-0.312608, -0.728997, 1.0]], ['2, k, 14', [-0.377398, -1.05221, 1.0]], ['2, k, 15', [-0.40462, -1.1095, 1.0]], ['2, k, 16', [-0.0585492, -0.385616, 1.0]], ['2, k, 17', [-0.0296915, -0.715021, 1.0]], ['2, k, 18', [-0.0574824, -1.06444, 1.0]], ['2, k, 19', [-0.0589916, -1.11503, 1.0]], ['2, k, 20', [-0.1989, 0.106905, 1.0]], ['2, k, 21', [-0.290864, -0.402288, 1.0]], ['2, k, 22', [-0.293949, -0.294082, 1.0]], ['2, k, 23', [0.0601565, -0.373116, 1.0]], ['2, k, 24', [0.0292131, -0.275076, 1.0]]]
[['2, k, 0', [-0.14134, -0.403181, 1.0]], ['2, k, 1', [-0.174407, -0.109134, 1.0]], ['2, k, 2', [-0.20381, 0.17763, 1.0]], ['2, k, 3', [-0.216939, 0.320369, 1.0]], ['2, k, 4', [-0.378652, 0.0446131, 1.0]], ['2, k, 5', [-0.472601, -0.155198, 1.0]], ['2, k, 6', [-0.355088, -0.307734, 1.0]], ['2, k, 7', [-0.305671, -0.348162, 1.0]], ['2, k, 8', [-0.0109239, 0.0810328, 1.0]], ['2, k, 9', [0.148396, -0.0680477, 1.0]], ['2, k, 10', [0.0925388, -0.254964, 1.0]], ['2, k, 11', [0.0635503, -0.305111, 1.0]], ['2, k, 12', [-0.225838, -0.410015, 1.0]], ['2, k, 13', [-0.307733, -0.728677, 1.0]], ['2, k, 14', [-0.376945, -1.05071, 1.0]], ['2, k, 15', [-0.402583, -1.10875, 1.0]], ['2, k, 16', [-0.0524902, -0.384674, 1.0]], ['2, k, 17', [-0.0233247, -0.71129, 1.0]], ['2, k, 18', [-0.0576571, -1.06425, 1.0]], ['2, k, 19', [-0.0591093, -1.11504, 1.0]], ['2, k, 20', [-0.197081, 0.106914, 1.0]], ['2, k, 21', [-0.279541, -0.408186, 1.0]], ['2, k, 22', [-0.285866, -0.296894, 1.0]], ['2, k, 23', [0.0686469, -0.368624, 1.0]], ['2, k, 24', [0.027791, -0.285906, 1.0]]]
[['2, k, 0', [-0.135077, -0.403846, 1.0]], ['2, k, 1', [-0.169897, -0.109435, 1.0]], ['2, k, 2', [-0.200978, 0.177613, 1.0]], ['2, k, 3', [-0.213216, 0.319408, 1.0]], ['2, k, 4', [-0.375657, 0.0441109, 1.0]], ['2, k, 5', [-0.462349, -0.16013, 1.0]], ['2, k, 6', [-0.343903, -0.314271, 1.0]], ['2, k, 7', [-0.300646, -0.354273, 1.0]], ['2, k, 8', [-0.00816961, 0.0821466, 1.0]], ['2, k, 9', [0.152272, -0.0650775, 1.0]], ['2, k, 10', [0.0981669, -0.251667, 1.0]], ['2, k, 11', [0.067247, -0.306178, 1.0]], ['2, k, 12', [-0.220238, -0.410807, 1.0]], ['2, k, 13', [-0.303799, -0.731489, 1.0]], ['2, k, 14', [-0.376743, -1.05091, 1.0]], ['2, k, 15', [-0.402168, -1.10882, 1.0]], ['2, k, 16', [-0.0458268, -0.385162, 1.0]], ['2, k, 17', [-0.0193448, -0.710458, 1.0]], ['2, k, 18', [-0.0578121, -1.06398, 1.0]], ['2, k, 19', [-0.0591638, -1.11497, 1.0]], ['2, k, 20', [-0.193854, 0.106834, 1.0]], ['2, k, 21', [-0.277567, -0.41411, 1.0]], ['2, k, 22', [-0.283221, -0.302912, 1.0]], ['2, k, 23', [0.0619759, -0.366237, 1.0]], ['2, k, 24', [0.0339779, -0.266001, 1.0]]]
[['2, k, 0', [-0.130922, -0.404425, 1.0]], ['2, k, 1', [-0.166258, -0.110012, 1.0]], ['2, k, 2', [-0.198467, 0.177151, 1.0]], ['2, k, 3', [-0.210811, 0.319334, 1.0]], ['2, k, 4', [-0.371353, 0.0430393, 1.0]], ['2, k, 5', [-0.459131, -0.160862, 1.0]], ['2, k, 6', [-0.339305, -0.313743, 1.0]], ['2, k, 7', [-0.293974, -0.354523, 1.0]], ['2, k, 8', [-0.00582102, 0.0827545, 1.0]], ['2, k, 9', [0.163915, -0.0491081, 1.0]], ['2, k, 10', [0.112052, -0.238268, 1.0]], ['2, k, 11', [0.0801884, -0.289392, 1.0]], ['2, k, 12', [-0.216116, -0.411541, 1.0]], ['2, k, 13', [-0.300557, -0.732743, 1.0]], ['2, k, 14', [-0.376748, -1.05077, 1.0]], ['2, k, 15', [-0.401907, -1.10888, 1.0]], ['2, k, 16', [-0.0418449, -0.385583, 1.0]], ['2, k, 17', [-0.01488, -0.710283, 1.0]], ['2, k, 18', [-0.058189, -1.06452, 1.0]], ['2, k, 19', [-0.0591919, -1.11481, 1.0]], ['2, k, 20', [-0.190991, 0.106337, 1.0]], ['2, k, 21', [-0.267384, -0.415394, 1.0]], ['2, k, 22', [-0.27702, -0.30362, 1.0]], ['2, k, 23', [0.0891188, -0.357705, 1.0]], ['2, k, 24', [0.0514981, -0.256768, 1.0]]]
[['2, k, 0', [-0.125351, -0.404739, 1.0]], ['2, k, 1', [-0.162484, -0.110365, 1.0]], ['2, k, 2', [-0.196219, 0.176834, 1.0]], ['2, k, 3', [-0.209237, 0.319103, 1.0]], ['2, k, 4', [-0.3674, 0.042054, 1.0]], ['2, k, 5', [-0.455831, -0.161282, 1.0]], ['2, k, 6', [-0.337778, -0.315637, 1.0]], ['2, k, 7', [-0.287715, -0.356597, 1.0]], ['2, k, 8', [-0.00261726, 0.0836395, 1.0]], ['2, k, 9', [0.165519, -0.0503491, 1.0]], ['2, k, 10', [0.124796, -0.24284, 1.0]], ['2, k, 11', [0.0886566, -0.291334, 1.0]], ['2, k, 12', [-0.210762, -0.412253, 1.0]], ['2, k, 13', [-0.297135, -0.733513, 1.0]], ['2, k, 14', [-0.376752, -1.05097, 1.0]], ['2, k, 15', [-0.401576, -1.10866, 1.0]], ['2, k, 16', [-0.0362331, -0.38548, 1.0]], ['2, k, 17', [-0.0117488, -0.717165, 1.0]], ['2, k, 18', [-0.0586014, -1.06511, 1.0]], ['2, k, 19', [-0.0591208, -1.11479, 1.0]], ['2, k, 20', [-0.188398, 0.106013, 1.0]], ['2, k, 21', [-0.260697, -0.415323, 1.0]], ['2, k, 22', [-0.272007, -0.303232, 1.0]], ['2, k, 23', [0.101761, -0.358566, 1.0]], ['2, k, 24', [0.0612523, -0.288506, 1.0]]]
[['2, k, 0', [-0.121466, -0.405042, 1.0]], ['2, k, 1', [-0.159213, -0.110818, 1.0]], ['2, k, 2', [-0.193223, 0.176206, 1.0]], ['2, k, 3', [-0.207708, 0.318645, 1.0]], ['2, k, 4', [-0.36388, 0.0410739, 1.0]], ['2, k, 5', [-0.448183, -0.163496, 1.0]], ['2, k, 6', [-0.331107, -0.319238, 1.0]], ['2, k, 7', [-0.28197, -0.362901, 1.0]], ['2, k, 8', [-0.000874927, 0.0844871, 1.0]], ['2, k, 9', [0.168765, -0.0461893, 1.0]], ['2, k, 10', [0.128293, -0.238899, 1.0]], ['2, k, 11', [0.0950302, -0.290888, 1.0]], ['2, k, 12', [-0.206651, -0.413153, 1.0]], ['2, k, 13', [-0.293402, -0.732801, 1.0]], ['2, k, 14', [-0.37752, -1.05251, 1.0]], ['2, k, 15', [-0.401626, -1.10874, 1.0]], ['2, k, 16', [-0.0326613, -0.385227, 1.0]], ['2, k, 17', [-0.00848286, -0.71608, 1.0]], ['2, k, 18', [-0.0588212, -1.06518, 1.0]], ['2, k, 19', [-0.0590946, -1.11472, 1.0]], ['2, k, 20', [-0.18536, 0.105444, 1.0]], ['2, k, 21', [-0.254307, -0.421689, 1.0]], ['2, k, 22', [-0.264635, -0.307982, 1.0]], ['2, k, 23', [0.105214, -0.35873, 1.0]], ['2, k, 24', [0.0661266, -0.283972, 1.0]]]
[['2, k, 0', [-0.118486, -0.405601, 1.0]], ['2, k, 1', [-0.156894, -0.111058, 1.0]], ['2, k, 2', [-0.19176, 0.176204, 1.0]], ['2, k, 3', [-0.206614, 0.318616, 1.0]], ['2, k, 4', [-0.361144, 0.0402441, 1.0]], ['2, k, 5', [-0.444027, -0.164395, 1.0]], ['2, k, 6', [-0.315094, -0.312171, 1.0]], ['2, k, 7', [-0.277891, -0.344767, 1.0]], ['2, k, 8', [0.00179015, 0.0852831, 1.0]], ['2, k, 9', [0.170682, -0.047302, 1.0]], ['2, k, 10', [0.128825, -0.239815, 1.0]], ['2, k, 11', [0.096333, -0.291562, 1.0]], ['2, k, 12', [-0.203608, -0.413994, 1.0]], ['2, k, 13', [-0.290514, -0.734164, 1.0]], ['2, k, 14', [-0.377101, -1.05168, 1.0]], ['2, k, 15', [-0.401491, -1.10944, 1.0]], ['2, k, 16', [-0.0298593, -0.385502, 1.0]], ['2, k, 17', [-0.00650022, -0.716965, 1.0]], ['2, k, 18', [-0.0589401, -1.06506, 1.0]], ['2, k, 19', [-0.0590509, -1.11474, 1.0]], ['2, k, 20', [-0.183686, 0.105387, 1.0]], ['2, k, 21', [-0.257429, -0.411085, 1.0]], ['2, k, 22', [-0.249846, -0.335491, 1.0]], ['2, k, 23', [0.108109, -0.358406, 1.0]], ['2, k, 24', [0.0672668, -0.272611, 1.0]]]
[['2, k, 0', [-0.115341, -0.405775, 1.0]], ['2, k, 1', [-0.154276, -0.111104, 1.0]], ['2, k, 2', [-0.189913, 0.176298, 1.0]], ['2, k, 3', [-0.205193, 0.318186, 1.0]], ['2, k, 4', [-0.356798, 0.0392913, 1.0]], ['2, k, 5', [-0.441996, -0.165212, 1.0]], ['2, k, 6', [-0.313168, -0.312786, 1.0]], ['2, k, 7', [-0.273543, -0.346958, 1.0]], ['2, k, 8', [0.00446663, 0.0860946, 1.0]], ['2, k, 9', [0.172416, -0.0474295, 1.0]], ['2, k, 10', [0.13051, -0.239877, 1.0]], ['2, k, 11', [0.0981918, -0.292228, 1.0]], ['2, k, 12', [-0.200859, -0.414182, 1.0]], ['2, k, 13', [-0.287649, -0.733741, 1.0]], ['2, k, 14', [-0.376883, -1.05203, 1.0]], ['2, k, 15', [-0.401429, -1.10914, 1.0]], ['2, k, 16', [-0.0264168, -0.385663, 1.0]], ['2, k, 17', [-0.00388168, -0.718804, 1.0]], ['2, k, 18', [-0.059059, -1.06459, 1.0]], ['2, k, 19', [-0.0590193, -1.11467, 1.0]], ['2, k, 20', [-0.18163, 0.105442, 1.0]], ['2, k, 21', [-0.2526, -0.411482, 1.0]], ['2, k, 22', [-0.25299, -0.303903, 1.0]], ['2, k, 23', [0.10983, -0.358982, 1.0]], ['2, k, 24', [0.0679222, -0.271344, 1.0]]]
[['2, k, 0', [-0.111967, -0.405673, 1.0]], ['2, k, 1', [-0.151745, -0.111038, 1.0]], ['2, k, 2', [-0.188345, 0.17639, 1.0]], ['2, k, 3', [-0.203885, 0.317959, 1.0]], ['2, k, 4', [-0.354275, 0.0393243, 1.0]], ['2, k, 5', [-0.437736, -0.165868, 1.0]], ['2, k, 6', [-0.310351, -0.314646, 1.0]], ['2, k, 7', [-0.269642, -0.356901, 1.0]], ['2, k, 8', [0.00699883, 0.0867931, 1.0]], ['2, k, 9', [0.174938, -0.0480195, 1.0]], ['2, k, 10', [0.132282, -0.240269, 1.0]], ['2, k, 11', [0.100508, -0.29395, 1.0]], ['2, k, 12', [-0.19725, -0.414204, 1.0]], ['2, k, 13', [-0.284653, -0.734192, 1.0]], ['2, k, 14', [-0.37587, -1.05167, 1.0]], ['2, k, 15', [-0.401298, -1.10909, 1.0]], ['2, k, 16', [-0.0233995, -0.385463, 1.0]], ['2, k, 17', [0.00151459, -0.714366, 1.0]], ['2, k, 18', [-0.0590804, -1.06422, 1.0]], ['2, k, 19', [-0.0589943, -1.11466, 1.0]], ['2, k, 20', [-0.179825, 0.10552, 1.0]], ['2, k, 21', [-0.242649, -0.417198, 1.0]], ['2, k, 22', [-0.250467, -0.298919, 1.0]], ['2, k, 23', [0.111125, -0.359909, 1.0]], ['2, k, 24', [0.0655363, -0.276167, 1.0]]]
