[['2, k, 0', [-0.360684, -0.255174, 1.0]], ['2, k, 1', [-0.364133, 0.0531265, 1.0]], ['2, k, 2', [-0.365341, 0.353329, 1.0]], ['2, k, 3', [-0.381482, 0.502671, 1.0]], ['2, k, 4', [-0.556346, 0.239753, 1.0]], ['2, k, 5', [-0.599256, -0.047699, 1.0]], ['2, k, 6', [-0.569443, -0.296915, 1.0]], ['2, k, 7', [-0.562997, -0.314085, 1.0]], ['2, k, 8', [-0.179992, 0.26537, 1.0]], ['2, k, 9', [-0.109504, -0.0209656, 1.0]], ['2, k, 10', [-0.10379, -0.271585, 1.0]], ['2, k, 11', [-0.127529, -0.281691, 1.0]], ['2, k, 12', [-0.441299, -0.25725, 1.0]], ['2, k, 13', [-0.482581, -0.630188, 1.0]], ['2, k, 14', [-0.516019, -1.02808, 1.0]], ['2, k, 15', [-0.512695, -1.06934, 1.0]], ['2, k, 16', [-0.269665, -0.245766, 1.0]], ['2, k, 17', [-0.213508, -0.642265, 1.0]], ['2, k, 18', [-0.167986, -1.00174, 1.0]], ['2, k, 19', [-0.151245, -1.06738, 1.0]], ['2, k, 20', [-0.365426, 0.279453, 1.0]], ['2, k, 21', [-0.567922, -0.39112, 1.0]], ['2, k, 22', [-0.51141, -0.314798, 1.0]], ['2, k, 23', [-0.128837, -0.370647, 1.0]], ['2, k, 24', [-0.167622, -0.273148, 1.0]]]
[['2, k, 0', [-0.338772, -0.25793, 1.0]], ['2, k, 1', [-0.341906, 0.0362674, 1.0]], ['2, k, 2', [-0.343718, 0.320226, 1.0]], ['2, k, 3', [-0.390221, 0.4615, 1.0]], ['2, k, 4', [-0.544334, 0.219845, 1.0]], ['2, k, 5', [-0.570152, -0.0631226, 1.0]], ['2, k, 6', [-0.539233, -0.313669, 1.0]], ['2, k, 7', [-0.528816, -0.316207, 1.0]], ['2, k, 8', [-0.167654, 0.243987, 1.0]], ['2, k, 9', [-0.0789546, -0.0365861, 1.0]], ['2, k, 10', [-0.0828014, -0.288117, 1.0]], ['2, k, 11', [-0.109835, -0.349123, 1.0]], ['2, k, 12', [-0.418013, -0.257052, 1.0]], ['2, k, 13', [-0.467879, -0.645644, 1.0]], ['2, k, 14', [-0.513593, -1.02035, 1.0]], ['2, k, 15', [-0.508116, -1.06955, 1.0]], ['2, k, 16', [-0.249882, -0.251596, 1.0]], ['2, k, 17', [-0.192572, -0.639878, 1.0]], ['2, k, 18', [-0.168382, -1.0201, 1.0]], ['2, k, 19', [-0.142062, -1.07713, 1.0]], ['2, k, 20', [-0.343598, 0.250306, 1.0]], ['2, k, 21', [-0.532205, -0.401847, 1.0]], ['2, k, 22', [-0.479963, -0.336986, 1.0]], ['2, k, 23', [-0.129622, -0.398986, 1.0]], ['2, k, 24', [-0.140985, -0.315021, 1.0]]]
[['2, k, 0', [-0.337051, -0.259624, 1.0]], ['2, k, 1', [-0.340459, 0.0334849, 1.0]], ['2, k, 2', [-0.342386, 0.316988, 1.0]], ['2, k, 3', [-0.390426, 0.458367, 1.0]], ['2, k, 4', [-0.544165, 0.218391, 1.0]], ['2, k, 5', [-0.569075, -0.0640804, 1.0]], ['2, k, 6', [-0.538443, -0.314709, 1.0]], ['2, k, 7', [-0.529838, -0.317072, 1.0]], ['2, k, 8', [-0.167579, 0.241934, 1.0]], ['2, k, 9', [-0.0762378, -0.0410904, 1.0]], ['2, k, 10', [-0.0802169, -0.292218, 1.0]], ['2, k, 11', [-0.10866, -0.35111, 1.0]], ['2, k, 12', [-0.416642, -0.258532, 1.0]], ['2, k, 13', [-0.464935, -0.64175, 1.0]], ['2, k, 14', [-0.512299, -1.018, 1.0]], ['2, k, 15', [-0.510734, -1.06792, 1.0]], ['2, k, 16', [-0.247837, -0.253448, 1.0]], ['2, k, 17', [-0.190671, -0.642181, 1.0]], ['2, k, 18', [-0.166938, -1.02253, 1.0]], ['2, k, 19', [-0.142242, -1.07752, 1.0]], ['2, k, 20', [-0.342245, 0.247182, 1.0]], ['2, k, 21', [-0.53463, -0.400897, 1.0]], ['2, k, 22', [-0.484944, -0.345031, 1.0]], ['2, k, 23', [-0.130581, -0.402819, 1.0]], ['2, k, 24', [-0.141131, -0.315355, 1.0]]]
[['2, k, 0', [-0.336939, -0.26124, 1.0]], ['2, k, 1', [-0.339994, 0.0308252, 1.0]], ['2, k, 2', [-0.34125, 0.313629, 1.0]], ['2, k, 3', [-0.390137, 0.454468, 1.0]], ['2, k, 4', [-0.543792, 0.216307, 1.0]], ['2, k, 5', [-0.568378, -0.0660129, 1.0]], ['2, k, 6', [-0.538477, -0.316823, 1.0]], ['2, k, 7', [-0.530071, -0.317338, 1.0]], ['2, k, 8', [-0.167397, 0.239584, 1.0]], ['2, k, 9', [-0.0754615, -0.043953, 1.0]], ['2, k, 10', [-0.077824, -0.294777, 1.0]], ['2, k, 11', [-0.108478, -0.355837, 1.0]], ['2, k, 12', [-0.416469, -0.259788, 1.0]], ['2, k, 13', [-0.464631, -0.643258, 1.0]], ['2, k, 14', [-0.509637, -1.02367, 1.0]], ['2, k, 15', [-0.508624, -1.06872, 1.0]], ['2, k, 16', [-0.247807, -0.255424, 1.0]], ['2, k, 17', [-0.189564, -0.642358, 1.0]], ['2, k, 18', [-0.167592, -1.02221, 1.0]], ['2, k, 19', [-0.142777, -1.07682, 1.0]], ['2, k, 20', [-0.341306, 0.244012, 1.0]], ['2, k, 21', [-0.533043, -0.404285, 1.0]], ['2, k, 22', [-0.476815, -0.339495, 1.0]], ['2, k, 23', [-0.130604, -0.406632, 1.0]], ['2, k, 24', [-0.140912, -0.31888, 1.0]]]
[['2, k, 0', [-0.336506, -0.262673, 1.0]], ['2, k, 1', [-0.339577, 0.0280203, 1.0]], ['2, k, 2', [-0.340833, 0.309905, 1.0]], ['2, k, 3', [-0.389549, 0.451269, 1.0]], ['2, k, 4', [-0.543798, 0.214886, 1.0]], ['2, k, 5', [-0.567983, -0.0669957, 1.0]], ['2, k, 6', [-0.539745, -0.317991, 1.0]], ['2, k, 7', [-0.531391, -0.317937, 1.0]], ['2, k, 8', [-0.16758, 0.23698, 1.0]], ['2, k, 9', [-0.0749357, -0.0460097, 1.0]], ['2, k, 10', [-0.0756113, -0.296645, 1.0]], ['2, k, 11', [-0.105977, -0.358774, 1.0]], ['2, k, 12', [-0.41604, -0.261153, 1.0]], ['2, k, 13', [-0.464566, -0.64157, 1.0]], ['2, k, 14', [-0.509316, -1.01959, 1.0]], ['2, k, 15', [-0.509947, -1.06825, 1.0]], ['2, k, 16', [-0.247383, -0.256875, 1.0]], ['2, k, 17', [-0.188547, -0.643482, 1.0]], ['2, k, 18', [-0.167642, -1.02347, 1.0]], ['2, k, 19', [-0.143274, -1.07665, 1.0]], ['2, k, 20', [-0.34089, 0.240518, 1.0]], ['2, k, 21', [-0.53308, -0.40576, 1.0]], ['2, k, 22', [-0.479636, -0.32293, 1.0]], ['2, k, 23', [-0.122577, -0.407322, 1.0]], ['2, k, 24', [-0.139616, -0.345549, 1.0]]]
[['2, k, 0', [-0.33611, -0.264855, 1.0]], ['2, k, 1', [-0.339266, 0.025215, 1.0]], ['2, k, 2', [-0.340573, 0.307215, 1.0]], ['2, k, 3', [-0.388719, 0.447399, 1.0]], ['2, k, 4', [-0.543733, 0.21385, 1.0]], ['2, k, 5', [-0.568861, -0.0697476, 1.0]], ['2, k, 6', [-0.540345, -0.320845, 1.0]], ['2, k, 7', [-0.532195, -0.318366, 1.0]], ['2, k, 8', [-0.167513, 0.233666, 1.0]], ['2, k, 9', [-0.0747773, -0.0482718, 1.0]], ['2, k, 10', [-0.0747149, -0.298817, 1.0]], ['2, k, 11', [-0.104738, -0.36084, 1.0]], ['2, k, 12', [-0.415623, -0.263225, 1.0]], ['2, k, 13', [-0.464666, -0.640099, 1.0]], ['2, k, 14', [-0.509847, -1.01882, 1.0]], ['2, k, 15', [-0.509349, -1.06118, 1.0]], ['2, k, 16', [-0.247031, -0.259066, 1.0]], ['2, k, 17', [-0.187857, -0.649539, 1.0]], ['2, k, 18', [-0.166751, -1.02395, 1.0]], ['2, k, 19', [-0.144361, -1.07762, 1.0]], ['2, k, 20', [-0.34062, 0.237782, 1.0]], ['2, k, 21', [-0.533339, -0.405475, 1.0]], ['2, k, 22', [-0.480081, -0.336178, 1.0]], ['2, k, 23', [-0.127149, -0.410706, 1.0]], ['2, k, 24', [-0.134419, -0.31933, 1.0]]]
[['2, k, 0', [-0.335397, -0.266588, 1.0]], ['2, k, 1', [-0.338945, 0.0231934, 1.0]], ['2, k, 2', [-0.340604, 0.305183, 1.0]], ['2, k, 3', [-0.388359, 0.445043, 1.0]], ['2, k, 4', [-0.543855, 0.211926, 1.0]], ['2, k, 5', [-0.56978, -0.0741633, 1.0]], ['2, k, 6', [-0.540363, -0.325227, 1.0]], ['2, k, 7', [-0.533462, -0.319242, 1.0]], ['2, k, 8', [-0.167529, 0.231247, 1.0]], ['2, k, 9', [-0.0751659, -0.0510869, 1.0]], ['2, k, 10', [-0.0743311, -0.301413, 1.0]], ['2, k, 11', [-0.105422, -0.365106, 1.0]], ['2, k, 12', [-0.415044, -0.265043, 1.0]], ['2, k, 13', [-0.46525, -0.640374, 1.0]], ['2, k, 14', [-0.509661, -1.01926, 1.0]], ['2, k, 15', [-0.506362, -1.06565, 1.0]], ['2, k, 16', [-0.24621, -0.260661, 1.0]], ['2, k, 17', [-0.187847, -0.648858, 1.0]], ['2, k, 18', [-0.16573, -1.02254, 1.0]], ['2, k, 19', [-0.143545, -1.07751, 1.0]], ['2, k, 20', [-0.340564, 0.235752, 1.0]], ['2, k, 21', [-0.536547, -0.408019, 1.0]], ['2, k, 22', [-0.478968, -0.32961, 1.0]], ['2, k, 23', [-0.124213, -0.415371, 1.0]], ['2, k, 24', [-0.136512, -0.327766, 1.0]]]
[['2, k, 0', [-0.335798, -0.268156, 1.0]], ['2, k, 1', [-0.339208, 0.0208568, 1.0]], ['2, k, 2', [-0.340574, 0.302212, 1.0]], ['2, k, 3', [-0.387722, 0.44227, 1.0]], ['2, k, 4', [-0.543756, 0.210275, 1.0]], ['2, k, 5', [-0.570911, -0.0758486, 1.0]], ['2, k, 6', [-0.541732, -0.326991, 1.0]], ['2, k, 7', [-0.534977, -0.321024, 1.0]], ['2, k, 8', [-0.167717, 0.22943, 1.0]], ['2, k, 9', [-0.0753746, -0.0529253, 1.0]], ['2, k, 10', [-0.0738081, -0.303103, 1.0]], ['2, k, 11', [-0.106631, -0.3665, 1.0]], ['2, k, 12', [-0.415458, -0.266324, 1.0]], ['2, k, 13', [-0.466295, -0.64138, 1.0]], ['2, k, 14', [-0.50855, -1.02083, 1.0]], ['2, k, 15', [-0.506197, -1.07103, 1.0]], ['2, k, 16', [-0.24658, -0.262494, 1.0]], ['2, k, 17', [-0.188035, -0.651856, 1.0]], ['2, k, 18', [-0.167136, -1.02474, 1.0]], ['2, k, 19', [-0.143485, -1.07894, 1.0]], ['2, k, 20', [-0.340618, 0.232942, 1.0]], ['2, k, 21', [-0.538114, -0.408313, 1.0]], ['2, k, 22', [-0.479001, -0.322217, 1.0]], ['2, k, 23', [-0.124418, -0.417244, 1.0]], ['2, k, 24', [-0.135825, -0.330487, 1.0]]]
[['2, k, 0', [-0.33625, -0.269052, 1.0]], ['2, k, 1', [-0.339422, 0.0188311, 1.0]], ['2, k, 2', [-0.340206, 0.298803, 1.0]], ['2, k, 3', [-0.387281, 0.439407, 1.0]], ['2, k, 4', [-0.543701, 0.209552, 1.0]], ['2, k, 5', [-0.571783, -0.078123, 1.0]], ['2, k, 6', [-0.542667, -0.329259, 1.0]], ['2, k, 7', [-0.536981, -0.322236, 1.0]], ['2, k, 8', [-0.167762, 0.227855, 1.0]], ['2, k, 9', [-0.0762085, -0.0557958, 1.0]], ['2, k, 10', [-0.0791406, -0.306033, 1.0]], ['2, k, 11', [-0.110319, -0.367545, 1.0]], ['2, k, 12', [-0.415879, -0.267048, 1.0]], ['2, k, 13', [-0.469574, -0.650308, 1.0]], ['2, k, 14', [-0.509058, -1.02016, 1.0]], ['2, k, 15', [-0.502833, -1.07603, 1.0]], ['2, k, 16', [-0.247048, -0.263535, 1.0]], ['2, k, 17', [-0.188997, -0.651973, 1.0]], ['2, k, 18', [-0.166565, -1.0256, 1.0]], ['2, k, 19', [-0.141236, -1.07899, 1.0]], ['2, k, 20', [-0.340424, 0.229903, 1.0]], ['2, k, 21', [-0.537166, -0.407931, 1.0]], ['2, k, 22', [-0.480405, -0.332499, 1.0]], ['2, k, 23', [-0.130352, -0.419366, 1.0]], ['2, k, 24', [-0.139807, -0.33599, 1.0]]]
[['2, k, 0', [-0.337489, -0.271149, 1.0]], ['2, k, 1', [-0.34034, 0.016768, 1.0]], ['2, k, 2', [-0.340831, 0.29706, 1.0]], ['2, k, 3', [-0.387131, 0.43729, 1.0]], ['2, k, 4', [-0.54383, 0.20818, 1.0]], ['2, k, 5', [-0.573367, -0.0796527, 1.0]], ['2, k, 6', [-0.544712, -0.330909, 1.0]], ['2, k, 7', [-0.538234, -0.324624, 1.0]], ['2, k, 8', [-0.167849, 0.22428, 1.0]], ['2, k, 9', [-0.076743, -0.0573119, 1.0]], ['2, k, 10', [-0.0825507, -0.307715, 1.0]], ['2, k, 11', [-0.114654, -0.372606, 1.0]], ['2, k, 12', [-0.41705, -0.268701, 1.0]], ['2, k, 13', [-0.472239, -0.647677, 1.0]], ['2, k, 14', [-0.508878, -1.02158, 1.0]], ['2, k, 15', [-0.508823, -1.07856, 1.0]], ['2, k, 16', [-0.248319, -0.266048, 1.0]], ['2, k, 17', [-0.18927, -0.652799, 1.0]], ['2, k, 18', [-0.16804, -1.02468, 1.0]], ['2, k, 19', [-0.14102, -1.07875, 1.0]], ['2, k, 20', [-0.341115, 0.228068, 1.0]], ['2, k, 21', [-0.53435, -0.415976, 1.0]], ['2, k, 22', [-0.48497, -0.32065, 1.0]], ['2, k, 23', [-0.130031, -0.42146, 1.0]], ['2, k, 24', [-0.142832, -0.336, 1.0]]]
[['2, k, 0', [-0.339119, -0.27312, 1.0]], ['2, k, 1', [-0.341599, 0.0145144, 1.0]], ['2, k, 2', [-0.341789, 0.294612, 1.0]], ['2, k, 3', [-0.386707, 0.434932, 1.0]], ['2, k, 4', [-0.544144, 0.206383, 1.0]], ['2, k, 5', [-0.574798, -0.080841, 1.0]], ['2, k, 6', [-0.546852, -0.332189, 1.0]], ['2, k, 7', [-0.540631, -0.323164, 1.0]], ['2, k, 8', [-0.168029, 0.221453, 1.0]], ['2, k, 9', [-0.0779231, -0.0603612, 1.0]], ['2, k, 10', [-0.0832303, -0.310776, 1.0]], ['2, k, 11', [-0.115862, -0.374038, 1.0]], ['2, k, 12', [-0.418681, -0.270387, 1.0]], ['2, k, 13', [-0.473234, -0.646226, 1.0]], ['2, k, 14', [-0.509133, -1.02191, 1.0]], ['2, k, 15', [-0.509544, -1.07821, 1.0]], ['2, k, 16', [-0.249922, -0.26827, 1.0]], ['2, k, 17', [-0.189738, -0.654337, 1.0]], ['2, k, 18', [-0.167333, -1.02323, 1.0]], ['2, k, 19', [-0.142678, -1.07602, 1.0]], ['2, k, 20', [-0.342143, 0.225663, 1.0]], ['2, k, 21', [-0.54064, -0.411436, 1.0]], ['2, k, 22', [-0.485031, -0.332159, 1.0]], ['2, k, 23', [-0.134395, -0.42437, 1.0]], ['2, k, 24', [-0.144537, -0.338528, 1.0]]]
[['2, k, 0', [-0.340183, -0.275608, 1.0]], ['2, k, 1', [-0.342506, 0.0116162, 1.0]], ['2, k, 2', [-0.342539, 0.291456, 1.0]], ['2, k, 3', [-0.386524, 0.431837, 1.0]], ['2, k, 4', [-0.544637, 0.203959, 1.0]], ['2, k, 5', [-0.575612, -0.0817997, 1.0]], ['2, k, 6', [-0.549179, -0.333341, 1.0]], ['2, k, 7', [-0.543174, -0.329001, 1.0]], ['2, k, 8', [-0.168538, 0.218476, 1.0]], ['2, k, 9', [-0.079093, -0.0637992, 1.0]], ['2, k, 10', [-0.0837052, -0.31409, 1.0]], ['2, k, 11', [-0.115795, -0.378963, 1.0]], ['2, k, 12', [-0.419874, -0.272763, 1.0]], ['2, k, 13', [-0.476015, -0.647969, 1.0]], ['2, k, 14', [-0.509343, -1.022, 1.0]], ['2, k, 15', [-0.50902, -1.07798, 1.0]], ['2, k, 16', [-0.250829, -0.270775, 1.0]], ['2, k, 17', [-0.190069, -0.655017, 1.0]], ['2, k, 18', [-0.167743, -1.02289, 1.0]], ['2, k, 19', [-0.143393, -1.07624, 1.0]], ['2, k, 20', [-0.342931, 0.222561, 1.0]], ['2, k, 21', [-0.535256, -0.416667, 1.0]], ['2, k, 22', [-0.48774, -0.322136, 1.0]], ['2, k, 23', [-0.130533, -0.429319, 1.0]], ['2, k, 24', [-0.145064, -0.348854, 1.0]]]
[['2, k, 0', [-0.341538, -0.277978, 1.0]], ['2, k, 1', [-0.343626, 0.00871671, 1.0]], ['2, k, 2', [-0.343429, 0.287998, 1.0]], ['2, k, 3', [-0.386134, 0.427989, 1.0]], ['2, k, 4', [-0.545422, 0.20176, 1.0]], ['2, k, 5', [-0.577612, -0.0843624, 1.0]], ['2, k, 6', [-0.549962, -0.335797, 1.0]], ['2, k, 7', [-0.544234, -0.330773, 1.0]], ['2, k, 8', [-0.168944, 0.215062, 1.0]], ['2, k, 9', [-0.081134, -0.0677854, 1.0]], ['2, k, 10', [-0.0841124, -0.317908, 1.0]], ['2, k, 11', [-0.116336, -0.37986, 1.0]], ['2, k, 12', [-0.421492, -0.275137, 1.0]], ['2, k, 13', [-0.477496, -0.650321, 1.0]], ['2, k, 14', [-0.509351, -1.02193, 1.0]], ['2, k, 15', [-0.51214, -1.07305, 1.0]], ['2, k, 16', [-0.251902, -0.273056, 1.0]], ['2, k, 17', [-0.19106, -0.653954, 1.0]], ['2, k, 18', [-0.167844, -1.02263, 1.0]], ['2, k, 19', [-0.143606, -1.07302, 1.0]], ['2, k, 20', [-0.343879, 0.219245, 1.0]], ['2, k, 21', [-0.539375, -0.423877, 1.0]], ['2, k, 22', [-0.487353, -0.325927, 1.0]], ['2, k, 23', [-0.12953, -0.430849, 1.0]], ['2, k, 24', [-0.145916, -0.34199, 1.0]]]
[['2, k, 0', [-0.341773, -0.279556, 1.0]], ['2, k, 1', [-0.343973, 0.00630882, 1.0]], ['2, k, 2', [-0.34392, 0.284778, 1.0]], ['2, k, 3', [-0.385731, 0.423932, 1.0]], ['2, k, 4', [-0.545927, 0.199135, 1.0]], ['2, k, 5', [-0.579481, -0.0857925, 1.0]], ['2, k, 6', [-0.55157, -0.33725, 1.0]], ['2, k, 7', [-0.548099, -0.329316, 1.0]], ['2, k, 8', [-0.169947, 0.211076, 1.0]], ['2, k, 9', [-0.0817533, -0.0718575, 1.0]], ['2, k, 10', [-0.0834904, -0.321779, 1.0]], ['2, k, 11', [-0.117107, -0.385597, 1.0]], ['2, k, 12', [-0.421874, -0.276744, 1.0]], ['2, k, 13', [-0.47874, -0.651598, 1.0]], ['2, k, 14', [-0.509463, -1.0207, 1.0]], ['2, k, 15', [-0.508998, -1.07015, 1.0]], ['2, k, 16', [-0.251994, -0.274579, 1.0]], ['2, k, 17', [-0.191457, -0.654733, 1.0]], ['2, k, 18', [-0.16808, -1.02273, 1.0]], ['2, k, 19', [-0.140786, -1.07742, 1.0]], ['2, k, 20', [-0.34433, 0.216222, 1.0]], ['2, k, 21', [-0.547786, -0.416006, 1.0]], ['2, k, 22', [-0.491777, -0.345856, 1.0]], ['2, k, 23', [-0.130365, -0.435516, 1.0]], ['2, k, 24', [-0.146787, -0.352593, 1.0]]]
[['2, k, 0', [-0.344323, -0.282546, 1.0]], ['2, k, 1', [-0.34544, 0.00305626, 1.0]], ['2, k, 2', [-0.344484, 0.281188, 1.0]], ['2, k, 3', [-0.385759, 0.419608, 1.0]], ['2, k, 4', [-0.546925, 0.196426, 1.0]], ['2, k, 5', [-0.581765, -0.0873408, 1.0]], ['2, k, 6', [-0.553165, -0.338701, 1.0]], ['2, k, 7', [-0.548829, -0.331698, 1.0]], ['2, k, 8', [-0.17134, 0.20698, 1.0]], ['2, k, 9', [-0.0831693, -0.0763254, 1.0]], ['2, k, 10', [-0.0828368, -0.32614, 1.0]], ['2, k, 11', [-0.116331, -0.38975, 1.0]], ['2, k, 12', [-0.424328, -0.279264, 1.0]], ['2, k, 13', [-0.480184, -0.655333, 1.0]], ['2, k, 14', [-0.509835, -1.02135, 1.0]], ['2, k, 15', [-0.511812, -1.07144, 1.0]], ['2, k, 16', [-0.254562, -0.277957, 1.0]], ['2, k, 17', [-0.191806, -0.655224, 1.0]], ['2, k, 18', [-0.168135, -1.02266, 1.0]], ['2, k, 19', [-0.142752, -1.07731, 1.0]], ['2, k, 20', [-0.345114, 0.212729, 1.0]], ['2, k, 21', [-0.546463, -0.422311, 1.0]], ['2, k, 22', [-0.491625, -0.337309, 1.0]], ['2, k, 23', [-0.128078, -0.438271, 1.0]], ['2, k, 24', [-0.145312, -0.358991, 1.0]]]
[['2, k, 0', [-0.346589, -0.286196, 1.0]], ['2, k, 1', [-0.346814, -0.000833243, 1.0]], ['2, k, 2', [-0.345089, 0.276889, 1.0]], ['2, k, 3', [-0.385327, 0.413281, 1.0]], ['2, k, 4', [-0.547966, 0.193264, 1.0]], ['2, k, 5', [-0.584476, -0.0903935, 1.0]], ['2, k, 6', [-0.554586, -0.341632, 1.0]], ['2, k, 7', [-0.550869, -0.342367, 1.0]], ['2, k, 8', [-0.172229, 0.202598, 1.0]], ['2, k, 9', [-0.0846561, -0.0860869, 1.0]], ['2, k, 10', [-0.0841459, -0.335758, 1.0]], ['2, k, 11', [-0.119449, -0.398357, 1.0]], ['2, k, 12', [-0.426636, -0.282475, 1.0]], ['2, k, 13', [-0.480304, -0.65842, 1.0]], ['2, k, 14', [-0.509529, -1.02252, 1.0]], ['2, k, 15', [-0.510583, -1.07989, 1.0]], ['2, k, 16', [-0.256713, -0.281935, 1.0]], ['2, k, 17', [-0.192134, -0.655658, 1.0]], ['2, k, 18', [-0.167923, -1.02116, 1.0]], ['2, k, 19', [-0.143396, -1.07588, 1.0]], ['2, k, 20', [-0.34591, 0.208549, 1.0]], ['2, k, 21', [-0.536928, -0.438342, 1.0]], ['2, k, 22', [-0.49668, -0.356219, 1.0]], ['2, k, 23', [-0.132783, -0.448677, 1.0]], ['2, k, 24', [-0.145991, -0.363323, 1.0]]]
[['2, k, 0', [-0.348203, -0.289529, 1.0]], ['2, k, 1', [-0.347805, -0.00442987, 1.0]], ['2, k, 2', [-0.345444, 0.272919, 1.0]], ['2, k, 3', [-0.385502, 0.410007, 1.0]], ['2, k, 4', [-0.548544, 0.185699, 1.0]], ['2, k, 5', [-0.586864, -0.0933531, 1.0]], ['2, k, 6', [-0.560266, -0.344699, 1.0]], ['2, k, 7', [-0.553864, -0.342824, 1.0]], ['2, k, 8', [-0.173199, 0.198761, 1.0]], ['2, k, 9', [-0.0862289, -0.0924109, 1.0]], ['2, k, 10', [-0.0882271, -0.342208, 1.0]], ['2, k, 11', [-0.119786, -0.404609, 1.0]], ['2, k, 12', [-0.428344, -0.285576, 1.0]], ['2, k, 13', [-0.479488, -0.651717, 1.0]], ['2, k, 14', [-0.509712, -1.0221, 1.0]], ['2, k, 15', [-0.50674, -1.07697, 1.0]], ['2, k, 16', [-0.258202, -0.285427, 1.0]], ['2, k, 17', [-0.192599, -0.6589, 1.0]], ['2, k, 18', [-0.16504, -1.02832, 1.0]], ['2, k, 19', [-0.143528, -1.07607, 1.0]], ['2, k, 20', [-0.34643, 0.204676, 1.0]], ['2, k, 21', [-0.543249, -0.437563, 1.0]], ['2, k, 22', [-0.499545, -0.357457, 1.0]], ['2, k, 23', [-0.129833, -0.456016, 1.0]], ['2, k, 24', [-0.148542, -0.368042, 1.0]]]
[['2, k, 0', [-0.349979, -0.29289, 1.0]], ['2, k, 1', [-0.349186, -0.0088697, 1.0]], ['2, k, 2', [-0.346277, 0.267682, 1.0]], ['2, k, 3', [-0.385833, 0.40461, 1.0]], ['2, k, 4', [-0.549411, 0.18246, 1.0]], ['2, k, 5', [-0.589183, -0.0978421, 1.0]], ['2, k, 6', [-0.564098, -0.348991, 1.0]], ['2, k, 7', [-0.557883, -0.343713, 1.0]], ['2, k, 8', [-0.174558, 0.194056, 1.0]], ['2, k, 9', [-0.0877195, -0.0967273, 1.0]], ['2, k, 10', [-0.0972917, -0.346653, 1.0]], ['2, k, 11', [-0.116681, -0.370115, 1.0]], ['2, k, 12', [-0.430176, -0.288969, 1.0]], ['2, k, 13', [-0.479638, -0.657727, 1.0]], ['2, k, 14', [-0.509797, -1.0212, 1.0]], ['2, k, 15', [-0.506067, -1.07731, 1.0]], ['2, k, 16', [-0.259895, -0.288669, 1.0]], ['2, k, 17', [-0.193056, -0.659131, 1.0]], ['2, k, 18', [-0.165388, -1.02754, 1.0]], ['2, k, 19', [-0.143517, -1.07613, 1.0]], ['2, k, 20', [-0.347406, 0.199608, 1.0]], ['2, k, 21', [-0.555089, -0.43034, 1.0]], ['2, k, 22', [-0.503243, -0.349363, 1.0]], ['2, k, 23', [-0.123631, -0.454285, 1.0]], ['2, k, 24', [-0.154672, -0.35638, 1.0]]]
[['2, k, 0', [-0.352071, -0.296984, 1.0]], ['2, k, 1', [-0.351855, -0.0138414, 1.0]], ['2, k, 2', [-0.349473, 0.262202, 1.0]], ['2, k, 3', [-0.386466, 0.399239, 1.0]], ['2, k, 4', [-0.55068, 0.177475, 1.0]], ['2, k, 5', [-0.592985, -0.105001, 1.0]], ['2, k, 6', [-0.565893, -0.355872, 1.0]], ['2, k, 7', [-0.555377, -0.399341, 1.0]], ['2, k, 8', [-0.175933, 0.187849, 1.0]], ['2, k, 9', [-0.0890888, -0.102368, 1.0]], ['2, k, 10', [-0.0977148, -0.352343, 1.0]], ['2, k, 11', [-0.11804, -0.38235, 1.0]], ['2, k, 12', [-0.432305, -0.292847, 1.0]], ['2, k, 13', [-0.480326, -0.660138, 1.0]], ['2, k, 14', [-0.510575, -1.0177, 1.0]], ['2, k, 15', [-0.504874, -1.07019, 1.0]], ['2, k, 16', [-0.26189, -0.292842, 1.0]], ['2, k, 17', [-0.193551, -0.659299, 1.0]], ['2, k, 18', [-0.166026, -1.0274, 1.0]], ['2, k, 19', [-0.144526, -1.07585, 1.0]], ['2, k, 20', [-0.350467, 0.194226, 1.0]], ['2, k, 21', [-0.53592, -0.501792, 1.0]], ['2, k, 22', [-0.503795, -0.402417, 1.0]], ['2, k, 23', [-0.12647, -0.466617, 1.0]], ['2, k, 24', [-0.155361, -0.377354, 1.0]]]
