[['2, k, 0', [-0.08226906, 0.03673389, 1.0]], ['2, k, 1', [-0.09265507, 0.3240295, 1.0]], ['2, k, 2', [-0.1032308, 0.602779, 1.0]], ['2, k, 3', [-0.08334772, 0.7256867, 1.0]], ['2, k, 4', [-0.251843, 0.4896794, 1.0]], ['2, k, 5', [-0.273711, 0.2586585, 1.0]], ['2, k, 6', [-0.2717401, 0.1039332, 1.0]], ['2, k, 7', [-0.2526486, 0.04009346, 1.0]], ['2, k, 8', [0.06339515, 0.4960074, 1.0]], ['2, k, 9', [0.09425052, 0.2626813, 1.0]], ['2, k, 10', [0.08716335, 0.08707553, 1.0]], ['2, k, 11', [0.06469145, 0.02634256, 1.0]], ['2, k, 12', [-0.1498861, 0.03449788, 1.0]], ['2, k, 13', [-0.1420338, -0.2988464, 1.0]], ['2, k, 14', [-0.1417429, -0.6392256, 1.0]], ['2, k, 15', [-0.129676, -0.7109342, 1.0]], ['2, k, 16', [-0.01268327, 0.03780149, 1.0]], ['2, k, 17', [-0.03451379, -0.2954347, 1.0]], ['2, k, 18', [-0.03995094, -0.6196849, 1.0]], ['2, k, 19', [-0.04380912, -0.6962036, 1.0]], ['2, k, 20', [-0.1006425, 0.5343123, 1.0]], ['2, k, 21', [-0.2221782, 0.001720143, 1.0]], ['2, k, 22', [-0.2438915, 0.05464271, 1.0]], ['2, k, 23', [0.0605037, -0.0266373, 1.0]], ['2, k, 24', [0.07228901, -0.03572657, 1.0]]]
[['2, k, 0', [-0.08406067, 0.03675028, 1.0]], ['2, k, 1', [-0.1050657, 0.3228545, 1.0]], ['2, k, 2', [-0.1245185, 0.600819, 1.0]], ['2, k, 3', [-0.1071437, 0.7230399, 1.0]], ['2, k, 4', [-0.2794198, 0.4765045, 1.0]], ['2, k, 5', [-0.3165675, 0.24322, 1.0]], ['2, k, 6', [-0.3157691, 0.006146409, 1.0]], ['2, k, 7', [-0.3042856, -0.06166654, 1.0]], ['2, k, 8', [0.04393159, 0.4810526, 1.0]], ['2, k, 9', [0.08164476, 0.251364, 1.0]], ['2, k, 10', [0.1358505, 0.0701352, 1.0]], ['2, k, 11', [0.1344388, -0.00958823, 1.0]], ['2, k, 12', [-0.150885, 0.03158097, 1.0]], ['2, k, 13', [-0.17625, -0.2698667, 1.0]], ['2, k, 14', [-0.1597072, -0.6329438, 1.0]], ['2, k, 15', [-0.1416944, -0.7084422, 1.0]], ['2, k, 16', [-0.01483999, 0.04098992, 1.0]], ['2, k, 17', [0.1353121, -0.2369034, 1.0]], ['2, k, 18', [0.28157, -0.5877995, 1.0]], ['2, k, 19', [0.2987839, -0.6356431, 1.0]], ['2, k, 20', [-0.1198601, 0.5325208, 1.0]], ['2, k, 21', [-0.2962777, -0.1328977, 1.0]], ['2, k, 22', [-0.2660093, -0.06221655, 1.0]], ['2, k, 23', [0.1636507, -0.07529045, 1.0]], ['2, k, 24', [0.156454, 0.02658082, 1.0]]]
[['2, k, 0', [-0.08424922, 0.03655704, 1.0]], ['2, k, 1', [-0.1052494, 0.3227261, 1.0]], ['2, k, 2', [-0.1247771, 0.6006995, 1.0]], ['2, k, 3', [-0.1072379, 0.7229457, 1.0]], ['2, k, 4', [-0.2794321, 0.4764572, 1.0]], ['2, k, 5', [-0.3162091, 0.2430427, 1.0]], ['2, k, 6', [-0.3106543, 0.006372221, 1.0]], ['2, k, 7', [-0.3003843, -0.0627738, 1.0]], ['2, k, 8', [0.04357455, 0.4810091, 1.0]], ['2, k, 9', [0.0814249, 0.2512823, 1.0]], ['2, k, 10', [0.1353985, 0.06427646, 1.0]], ['2, k, 11', [0.1323633, -0.01599707, 1.0]], ['2, k, 12', [-0.1510388, 0.0313617, 1.0]], ['2, k, 13', [-0.1767995, -0.2710333, 1.0]], ['2, k, 14', [-0.1598737, -0.6322919, 1.0]], ['2, k, 15', [-0.1424236, -0.7077729, 1.0]], ['2, k, 16', [-0.0151506, 0.04078211, 1.0]], ['2, k, 17', [0.1337055, -0.2344681, 1.0]], ['2, k, 18', [0.2786834, -0.5841961, 1.0]], ['2, k, 19', [0.2958706, -0.6320695, 1.0]], ['2, k, 20', [-0.1200918, 0.5324035, 1.0]], ['2, k, 21', [-0.2942383, -0.1332401, 1.0]], ['2, k, 22', [-0.2609554, -0.07185728, 1.0]], ['2, k, 23', [0.1562541, -0.08229288, 1.0]], ['2, k, 24', [0.1685334, -0.04526684, 1.0]]]
[['2, k, 0', [-0.08526497, 0.03628057, 1.0]], ['2, k, 1', [-0.1063268, 0.3226654, 1.0]], ['2, k, 2', [-0.1261082, 0.6008107, 1.0]], ['2, k, 3', [-0.1078087, 0.7228128, 1.0]], ['2, k, 4', [-0.280685, 0.4763502, 1.0]], ['2, k, 5', [-0.316985, 0.2428779, 1.0]], ['2, k, 6', [-0.309736, 0.006600767, 1.0]], ['2, k, 7', [-0.3031594, -0.06012565, 1.0]], ['2, k, 8', [0.04296102, 0.4809828, 1.0]], ['2, k, 9', [0.07909052, 0.2508497, 1.0]], ['2, k, 10', [0.1340535, 0.06973535, 1.0]], ['2, k, 11', [0.1258427, -0.01036489, 1.0]], ['2, k, 12', [-0.1519469, 0.03084017, 1.0]], ['2, k, 13', [-0.1790125, -0.2723817, 1.0]], ['2, k, 14', [-0.1595547, -0.6334275, 1.0]], ['2, k, 15', [-0.1424679, -0.7085615, 1.0]], ['2, k, 16', [-0.01632871, 0.04075745, 1.0]], ['2, k, 17', [0.1242968, -0.2302131, 1.0]], ['2, k, 18', [0.2704289, -0.5807224, 1.0]], ['2, k, 19', [0.2879227, -0.6285977, 1.0]], ['2, k, 20', [-0.1213433, 0.5324735, 1.0]], ['2, k, 21', [-0.2949819, -0.1327067, 1.0]], ['2, k, 22', [-0.2619126, -0.03754812, 1.0]], ['2, k, 23', [0.1518038, -0.0746187, 1.0]], ['2, k, 24', [0.143903, 0.0138972, 1.0]]]
[['2, k, 0', [-0.086252, 0.03613408, 1.0]], ['2, k, 1', [-0.1077335, 0.3224423, 1.0]], ['2, k, 2', [-0.1281125, 0.6004243, 1.0]], ['2, k, 3', [-0.1089306, 0.7229128, 1.0]], ['2, k, 4', [-0.2820177, 0.4758565, 1.0]], ['2, k, 5', [-0.3201502, 0.2425848, 1.0]], ['2, k, 6', [-0.3101343, 0.006591695, 1.0]], ['2, k, 7', [-0.3064868, -0.05947431, 1.0]], ['2, k, 8', [0.04057285, 0.4818934, 1.0]], ['2, k, 9', [0.0757302, 0.2515796, 1.0]], ['2, k, 10', [0.1298131, 0.07446057, 1.0]], ['2, k, 11', [0.1202307, -0.002600268, 1.0]], ['2, k, 12', [-0.1527361, 0.03048863, 1.0]], ['2, k, 13', [-0.1806947, -0.2721311, 1.0]], ['2, k, 14', [-0.1602253, -0.6331437, 1.0]], ['2, k, 15', [-0.1432272, -0.7078177, 1.0]], ['2, k, 16', [-0.01759033, 0.0408488, 1.0]], ['2, k, 17', [0.1216044, -0.2368754, 1.0]], ['2, k, 18', [0.2432875, -0.5908629, 1.0]], ['2, k, 19', [0.2614654, -0.638584, 1.0]], ['2, k, 20', [-0.1231812, 0.5321385, 1.0]], ['2, k, 21', [-0.3022226, -0.1324794, 1.0]], ['2, k, 22', [-0.2649248, -0.03566658, 1.0]], ['2, k, 23', [0.1416299, -0.06818271, 1.0]], ['2, k, 24', [0.1433933, -0.007799884, 1.0]]]
[['2, k, 0', [-0.08811998, 0.0359682, 1.0]], ['2, k, 1', [-0.1094717, 0.3223796, 1.0]], ['2, k, 2', [-0.129745, 0.600418, 1.0]], ['2, k, 3', [-0.1098571, 0.7227437, 1.0]], ['2, k, 4', [-0.2837822, 0.4757975, 1.0]], ['2, k, 5', [-0.3227633, 0.2424763, 1.0]], ['2, k, 6', [-0.3126548, 0.00670464, 1.0]], ['2, k, 7', [-0.3134656, -0.05820978, 1.0]], ['2, k, 8', [0.03786639, 0.4820448, 1.0]], ['2, k, 9', [0.07253616, 0.2517817, 1.0]], ['2, k, 10', [0.1272647, 0.06869258, 1.0]], ['2, k, 11', [0.1190353, -0.01124027, 1.0]], ['2, k, 12', [-0.1541698, 0.03019881, 1.0]], ['2, k, 13', [-0.1828091, -0.2745634, 1.0]], ['2, k, 14', [-0.1605124, -0.6324087, 1.0]], ['2, k, 15', [-0.143857, -0.7081749, 1.0]], ['2, k, 16', [-0.01988508, 0.04083912, 1.0]], ['2, k, 17', [0.1125536, -0.2345652, 1.0]], ['2, k, 18', [0.2019148, -0.5975773, 1.0]], ['2, k, 19', [0.2744647, -0.6674375, 1.0]], ['2, k, 20', [-0.124841, 0.5321221, 1.0]], ['2, k, 21', [-0.3079709, -0.1329567, 1.0]], ['2, k, 22', [-0.2673468, -0.04646814, 1.0]], ['2, k, 23', [0.1428546, -0.07382783, 1.0]], ['2, k, 24', [0.1418787, 0.003939378, 1.0]]]
[['2, k, 0', [-0.08964476, 0.03552647, 1.0]], ['2, k, 1', [-0.1108399, 0.3220598, 1.0]], ['2, k, 2', [-0.1309813, 0.6001787, 1.0]], ['2, k, 3', [-0.1111602, 0.7227774, 1.0]], ['2, k, 4', [-0.2847843, 0.4754763, 1.0]], ['2, k, 5', [-0.3254562, 0.2419539, 1.0]], ['2, k, 6', [-0.3159996, 0.006204946, 1.0]], ['2, k, 7', [-0.3228954, -0.06165025, 1.0]], ['2, k, 8', [0.03624402, 0.4819485, 1.0]], ['2, k, 9', [0.07062628, 0.2517282, 1.0]], ['2, k, 10', [0.1266059, 0.06660292, 1.0]], ['2, k, 11', [0.1199033, -0.008668033, 1.0]], ['2, k, 12', [-0.1553914, 0.02950287, 1.0]], ['2, k, 13', [-0.1833381, -0.2743388, 1.0]], ['2, k, 14', [-0.1612367, -0.6307397, 1.0]], ['2, k, 15', [-0.144365, -0.7063032, 1.0]], ['2, k, 16', [-0.02173244, 0.04067389, 1.0]], ['2, k, 17', [0.1065977, -0.2405325, 1.0]], ['2, k, 18', [0.1873035, -0.6014268, 1.0]], ['2, k, 19', [0.2417883, -0.6763918, 1.0]], ['2, k, 20', [-0.1261098, 0.531866, 1.0]], ['2, k, 21', [-0.3147015, -0.1370015, 1.0]], ['2, k, 22', [-0.268286, -0.03008597, 1.0]], ['2, k, 23', [0.1471331, -0.07341773, 1.0]], ['2, k, 24', [0.1443226, -0.01108579, 1.0]]]
[['2, k, 0', [-0.09070165, 0.03577683, 1.0]], ['2, k, 1', [-0.1116417, 0.3221904, 1.0]], ['2, k, 2', [-0.1315862, 0.6002034, 1.0]], ['2, k, 3', [-0.1124884, 0.7231383, 1.0]], ['2, k, 4', [-0.2856952, 0.4755248, 1.0]], ['2, k, 5', [-0.3265998, 0.2419209, 1.0]], ['2, k, 6', [-0.3229907, 0.006464622, 1.0]], ['2, k, 7', [-0.3338385, -0.06484689, 1.0]], ['2, k, 8', [0.03454434, 0.4823658, 1.0]], ['2, k, 9', [0.06935856, 0.2522531, 1.0]], ['2, k, 10', [0.1254672, 0.06260094, 1.0]], ['2, k, 11', [0.1198093, -0.01296722, 1.0]], ['2, k, 12', [-0.1562463, 0.02955347, 1.0]], ['2, k, 13', [-0.183234, -0.2764437, 1.0]], ['2, k, 14', [-0.1612198, -0.6310529, 1.0]], ['2, k, 15', [-0.1450117, -0.7066067, 1.0]], ['2, k, 16', [-0.02301039, 0.0411628, 1.0]], ['2, k, 17', [0.09838594, -0.2475729, 1.0]], ['2, k, 18', [0.1560352, -0.6144659, 1.0]], ['2, k, 19', [0.1987305, -0.6821289, 1.0]], ['2, k, 20', [-0.1267589, 0.5319163, 1.0]], ['2, k, 21', [-0.3226245, -0.1372792, 1.0]], ['2, k, 22', [-0.3013799, -0.08826974, 1.0]], ['2, k, 23', [0.1436079, -0.07514738, 1.0]], ['2, k, 24', [0.1417436, -0.01566053, 1.0]]]
[['2, k, 0', [-0.09222827, 0.03584784, 1.0]], ['2, k, 1', [-0.1131672, 0.3219491, 1.0]], ['2, k, 2', [-0.1331824, 0.599596, 1.0]], ['2, k, 3', [-0.1131321, 0.7227482, 1.0]], ['2, k, 4', [-0.2862321, 0.4760919, 1.0]], ['2, k, 5', [-0.3275673, 0.2423165, 1.0]], ['2, k, 6', [-0.3284131, 0.006923646, 1.0]], ['2, k, 7', [-0.3399951, -0.06607461, 1.0]], ['2, k, 8', [0.03306499, 0.4825683, 1.0]], ['2, k, 9', [0.06856652, 0.2525466, 1.0]], ['2, k, 10', [0.1239986, 0.05951273, 1.0]], ['2, k, 11', [0.1183585, -0.01562536, 1.0]], ['2, k, 12', [-0.1575368, 0.02949737, 1.0]], ['2, k, 13', [-0.1834483, -0.2786858, 1.0]], ['2, k, 14', [-0.1611242, -0.6307854, 1.0]], ['2, k, 15', [-0.1463136, -0.7056756, 1.0]], ['2, k, 16', [-0.02470763, 0.04135716, 1.0]], ['2, k, 17', [0.08756835, -0.250423, 1.0]], ['2, k, 18', [0.1311658, -0.6101691, 1.0]], ['2, k, 19', [0.1700645, -0.6810338, 1.0]], ['2, k, 20', [-0.128332, 0.5314084, 1.0]], ['2, k, 21', [-0.3306577, -0.1379848, 1.0]], ['2, k, 22', [-0.2859313, -0.0193686, 1.0]], ['2, k, 23', [0.1416909, -0.08264306, 1.0]], ['2, k, 24', [0.1337769, 0.02769544, 1.0]]]
[['2, k, 0', [-0.09296571, 0.03585436, 1.0]], ['2, k, 1', [-0.1143332, 0.3219427, 1.0]], ['2, k, 2', [-0.1348351, 0.5995589, 1.0]], ['2, k, 3', [-0.1143166, 0.7227005, 1.0]], ['2, k, 4', [-0.2871821, 0.4764022, 1.0]], ['2, k, 5', [-0.3283701, 0.2425247, 1.0]], ['2, k, 6', [-0.3311181, 0.007114782, 1.0]], ['2, k, 7', [-0.3456527, -0.06561305, 1.0]], ['2, k, 8', [0.03208742, 0.4825989, 1.0]], ['2, k, 9', [0.06784857, 0.2526866, 1.0]], ['2, k, 10', [0.1219027, 0.05082555, 1.0]], ['2, k, 11', [0.1192893, -0.02541319, 1.0]], ['2, k, 12', [-0.1582367, 0.02937337, 1.0]], ['2, k, 13', [-0.1833147, -0.2802361, 1.0]], ['2, k, 14', [-0.1612418, -0.6300011, 1.0]], ['2, k, 15', [-0.1458797, -0.7057104, 1.0]], ['2, k, 16', [-0.0255949, 0.04151516, 1.0]], ['2, k, 17', [0.0750706, -0.2571929, 1.0]], ['2, k, 18', [0.101833, -0.6185076, 1.0]], ['2, k, 19', [0.1407012, -0.6903254, 1.0]], ['2, k, 20', [-0.1298604, 0.5313805, 1.0]], ['2, k, 21', [-0.3324271, -0.1384117, 1.0]], ['2, k, 22', [-0.3174691, -0.08428399, 1.0]], ['2, k, 23', [0.1431374, -0.0863484, 1.0]], ['2, k, 24', [0.1471783, -0.0434719, 1.0]]]
[['2, k, 0', [-0.09404124, 0.0355266, 1.0]], ['2, k, 1', [-0.115384, 0.3217736, 1.0]], ['2, k, 2', [-0.135826, 0.5995333, 1.0]], ['2, k, 3', [-0.1148562, 0.7227789, 1.0]], ['2, k, 4', [-0.2876225, 0.4765614, 1.0]], ['2, k, 5', [-0.3293028, 0.2425593, 1.0]], ['2, k, 6', [-0.3365067, 0.007287232, 1.0]], ['2, k, 7', [-0.3461341, -0.06708127, 1.0]], ['2, k, 8', [0.03148288, 0.4826197, 1.0]], ['2, k, 9', [0.06757186, 0.252727, 1.0]], ['2, k, 10', [0.1202187, 0.05093899, 1.0]], ['2, k, 11', [0.1156607, -0.02507095, 1.0]], ['2, k, 12', [-0.159192, 0.02910252, 1.0]], ['2, k, 13', [-0.1859924, -0.2862696, 1.0]], ['2, k, 14', [-0.1613613, -0.6300389, 1.0]], ['2, k, 15', [-0.1460362, -0.7057495, 1.0]], ['2, k, 16', [-0.02667773, 0.04112559, 1.0]], ['2, k, 17', [0.06567103, -0.2650735, 1.0]], ['2, k, 18', [0.07301117, -0.6301973, 1.0]], ['2, k, 19', [0.09456562, -0.701349, 1.0]], ['2, k, 20', [-0.1308698, 0.5313199, 1.0]], ['2, k, 21', [-0.3347191, -0.1377801, 1.0]], ['2, k, 22', [-0.3179594, -0.06578146, 1.0]], ['2, k, 23', [0.1367592, -0.08776934, 1.0]], ['2, k, 24', [0.1449678, -0.04272252, 1.0]]]
[['2, k, 0', [-0.09491515, 0.03505751, 1.0]], ['2, k, 1', [-0.1163035, 0.3214158, 1.0]], ['2, k, 2', [-0.1367719, 0.5992835, 1.0]], ['2, k, 3', [-0.1152426, 0.7226242, 1.0]], ['2, k, 4', [-0.2885077, 0.4770288, 1.0]], ['2, k, 5', [-0.32991, 0.2428717, 1.0]], ['2, k, 6', [-0.3390416, 0.007750356, 1.0]], ['2, k, 7', [-0.3492032, -0.06446597, 1.0]], ['2, k, 8', [0.03081387, 0.4825622, 1.0]], ['2, k, 9', [0.06731816, 0.2526157, 1.0]], ['2, k, 10', [0.1194778, 0.04935579, 1.0]], ['2, k, 11', [0.1146662, -0.03014833, 1.0]], ['2, k, 12', [-0.1599378, 0.02866605, 1.0]], ['2, k, 13', [-0.1859176, -0.289021, 1.0]], ['2, k, 14', [-0.1612256, -0.6295786, 1.0]], ['2, k, 15', [-0.1409969, -0.7057686, 1.0]], ['2, k, 16', [-0.02769873, 0.04057969, 1.0]], ['2, k, 17', [0.05030353, -0.2736835, 1.0]], ['2, k, 18', [0.03688215, -0.6181872, 1.0]], ['2, k, 19', [0.06656145, -0.6926544, 1.0]], ['2, k, 20', [-0.1318114, 0.5310427, 1.0]], ['2, k, 21', [-0.3357148, -0.1384871, 1.0]], ['2, k, 22', [-0.317762, -0.0634958, 1.0]], ['2, k, 23', [0.1366373, -0.09396875, 1.0]], ['2, k, 24', [0.1361122, -0.02201745, 1.0]]]
[['2, k, 0', [-0.09597379, 0.03421388, 1.0]], ['2, k, 1', [-0.1167761, 0.3211119, 1.0]], ['2, k, 2', [-0.1368917, 0.5992921, 1.0]], ['2, k, 3', [-0.1154471, 0.7225559, 1.0]], ['2, k, 4', [-0.2889749, 0.4766952, 1.0]], ['2, k, 5', [-0.3300963, 0.2424509, 1.0]], ['2, k, 6', [-0.3405812, 0.007412962, 1.0]], ['2, k, 7', [-0.3494006, -0.0681425, 1.0]], ['2, k, 8', [0.03035318, 0.4824297, 1.0]], ['2, k, 9', [0.06720303, 0.2524236, 1.0]], ['2, k, 10', [0.1189898, 0.04879866, 1.0]], ['2, k, 11', [0.1132995, -0.03134503, 1.0]], ['2, k, 12', [-0.160838, 0.02786965, 1.0]], ['2, k, 13', [-0.1858805, -0.2933832, 1.0]], ['2, k, 14', [-0.1612271, -0.6295693, 1.0]], ['2, k, 15', [-0.1416596, -0.704776, 1.0]], ['2, k, 16', [-0.02881246, 0.03971814, 1.0]], ['2, k, 17', [0.03831121, -0.2779227, 1.0]], ['2, k, 18', [0.0249134, -0.6200239, 1.0]], ['2, k, 19', [0.03867549, -0.7018114, 1.0]], ['2, k, 20', [-0.1320048, 0.5309846, 1.0]], ['2, k, 21', [-0.3395392, -0.1376435, 1.0]], ['2, k, 22', [-0.3181256, -0.08871092, 1.0]], ['2, k, 23', [0.1349544, -0.09422962, 1.0]], ['2, k, 24', [0.1404651, -0.03780273, 1.0]]]
[['2, k, 0', [-0.09700375, 0.03334548, 1.0]], ['2, k, 1', [-0.11714, 0.3207604, 1.0]], ['2, k, 2', [-0.1368201, 0.5992326, 1.0]], ['2, k, 3', [-0.115505, 0.7224981, 1.0]], ['2, k, 4', [-0.2892418, 0.4767514, 1.0]], ['2, k, 5', [-0.3301531, 0.2424218, 1.0]], ['2, k, 6', [-0.3417645, 0.007361091, 1.0]], ['2, k, 7', [-0.3496015, -0.06842376, 1.0]], ['2, k, 8', [0.03011294, 0.482406, 1.0]], ['2, k, 9', [0.0671445, 0.2522973, 1.0]], ['2, k, 10', [0.1182935, 0.04851142, 1.0]], ['2, k, 11', [0.1132761, -0.03008999, 1.0]], ['2, k, 12', [-0.1617352, 0.02711477, 1.0]], ['2, k, 13', [-0.1859775, -0.2941179, 1.0]], ['2, k, 14', [-0.1606704, -0.6293576, 1.0]], ['2, k, 15', [-0.1411164, -0.7041172, 1.0]], ['2, k, 16', [-0.02990352, 0.03875058, 1.0]], ['2, k, 17', [0.02522916, -0.2848585, 1.0]], ['2, k, 18', [-0.001112586, -0.6260856, 1.0]], ['2, k, 19', [0.01793565, -0.7038088, 1.0]], ['2, k, 20', [-0.1320534, 0.5308505, 1.0]], ['2, k, 21', [-0.3391891, -0.1375756, 1.0]], ['2, k, 22', [-0.3187213, -0.07525425, 1.0]], ['2, k, 23', [0.1328389, -0.09292629, 1.0]], ['2, k, 24', [0.1511959, -0.0760225, 1.0]]]
[['2, k, 0', [-0.09739415, 0.03292808, 1.0]], ['2, k, 1', [-0.1175166, 0.3205001, 1.0]], ['2, k, 2', [-0.1371243, 0.5991846, 1.0]], ['2, k, 3', [-0.1157915, 0.7224642, 1.0]], ['2, k, 4', [-0.2896462, 0.4763769, 1.0]], ['2, k, 5', [-0.3303003, 0.2420009, 1.0]], ['2, k, 6', [-0.3419553, 0.007055535, 1.0]], ['2, k, 7', [-0.3491654, -0.06510219, 1.0]], ['2, k, 8', [0.0299265, 0.482307, 1.0]], ['2, k, 9', [0.06725135, 0.2523541, 1.0]], ['2, k, 10', [0.1157034, 0.04796722, 1.0]], ['2, k, 11', [0.1120351, -0.03050131, 1.0]], ['2, k, 12', [-0.1622201, 0.02657712, 1.0]], ['2, k, 13', [-0.1853725, -0.2968572, 1.0]], ['2, k, 14', [-0.1601195, -0.6295803, 1.0]], ['2, k, 15', [-0.1412842, -0.7048081, 1.0]], ['2, k, 16', [-0.03022377, 0.03839506, 1.0]], ['2, k, 17', [0.01855586, -0.2897333, 1.0]], ['2, k, 18', [-0.009032046, -0.6255924, 1.0]], ['2, k, 19', [0.008595251, -0.7026358, 1.0]], ['2, k, 20', [-0.1323778, 0.5307454, 1.0]], ['2, k, 21', [-0.3373632, -0.1379356, 1.0]], ['2, k, 22', [-0.3186473, -0.07445812, 1.0]], ['2, k, 23', [0.1337957, -0.09481262, 1.0]], ['2, k, 24', [0.1357898, -0.01894414, 1.0]]]
[['2, k, 0', [-0.09794626, 0.03232809, 1.0]], ['2, k, 1', [-0.1175752, 0.3203472, 1.0]], ['2, k, 2', [-0.1366409, 0.5992858, 1.0]], ['2, k, 3', [-0.1159798, 0.7224835, 1.0]], ['2, k, 4', [-0.2896509, 0.4764391, 1.0]], ['2, k, 5', [-0.3298814, 0.2420077, 1.0]], ['2, k, 6', [-0.3420338, 0.006849649, 1.0]], ['2, k, 7', [-0.3463102, -0.06777639, 1.0]], ['2, k, 8', [0.03008578, 0.4823282, 1.0]], ['2, k, 9', [0.06731884, 0.2522772, 1.0]], ['2, k, 10', [0.1128175, 0.02371155, 1.0]], ['2, k, 11', [0.1119023, -0.05276193, 1.0]], ['2, k, 12', [-0.1626247, 0.02621219, 1.0]], ['2, k, 13', [-0.1850867, -0.2997204, 1.0]], ['2, k, 14', [-0.1601932, -0.6295531, 1.0]], ['2, k, 15', [-0.1416512, -0.7045897, 1.0]], ['2, k, 16', [-0.0308998, 0.03751102, 1.0]], ['2, k, 17', [0.01076815, -0.2918155, 1.0]], ['2, k, 18', [-0.01658285, -0.626295, 1.0]], ['2, k, 19', [-0.005476093, -0.7028142, 1.0]], ['2, k, 20', [-0.1321042, 0.5307397, 1.0]], ['2, k, 21', [-0.3353948, -0.1383908, 1.0]], ['2, k, 22', [-0.3155299, -0.04414011, 1.0]], ['2, k, 23', [0.1269669, -0.119147, 1.0]], ['2, k, 24', [0.139458, -0.05540472, 1.0]]]
[['2, k, 0', [-0.09815075, 0.03171079, 1.0]], ['2, k, 1', [-0.1174842, 0.3201587, 1.0]], ['2, k, 2', [-0.1360289, 0.5992318, 1.0]], ['2, k, 3', [-0.1158041, 0.7225542, 1.0]], ['2, k, 4', [-0.2893553, 0.4765152, 1.0]], ['2, k, 5', [-0.3288101, 0.2420917, 1.0]], ['2, k, 6', [-0.3402313, 0.006788001, 1.0]], ['2, k, 7', [-0.3378772, -0.06471956, 1.0]], ['2, k, 8', [0.03085262, 0.48209, 1.0]], ['2, k, 9', [0.06759314, 0.2518692, 1.0]], ['2, k, 10', [0.1120939, 0.02077973, 1.0]], ['2, k, 11', [0.1116153, -0.05534123, 1.0]], ['2, k, 12', [-0.1627969, 0.02590367, 1.0]], ['2, k, 13', [-0.1829381, -0.3019708, 1.0]], ['2, k, 14', [-0.1583761, -0.6307204, 1.0]], ['2, k, 15', [-0.1402795, -0.7054906, 1.0]], ['2, k, 16', [-0.03109816, 0.03649559, 1.0]], ['2, k, 17', [-0.00330729, -0.2949552, 1.0]], ['2, k, 18', [-0.0245152, -0.6293383, 1.0]], ['2, k, 19', [-0.02323919, -0.7058175, 1.0]], ['2, k, 20', [-0.1316719, 0.5306329, 1.0]], ['2, k, 21', [-0.3315259, -0.1336529, 1.0]], ['2, k, 22', [-0.3110676, -0.06927001, 1.0]], ['2, k, 23', [0.1248783, -0.120153, 1.0]], ['2, k, 24', [0.1433966, -0.0774337, 1.0]]]
[['2, k, 0', [-0.09829729, 0.03118581, 1.0]], ['2, k, 1', [-0.117453, 0.3198671, 1.0]], ['2, k, 2', [-0.1356741, 0.59917, 1.0]], ['2, k, 3', [-0.1153796, 0.7230332, 1.0]], ['2, k, 4', [-0.2891375, 0.4767431, 1.0]], ['2, k, 5', [-0.3273109, 0.2423385, 1.0]], ['2, k, 6', [-0.3376434, 0.006984551, 1.0]], ['2, k, 7', [-0.3322729, -0.06300978, 1.0]], ['2, k, 8', [0.0317852, 0.4818506, 1.0]], ['2, k, 9', [0.06796587, 0.2514327, 1.0]], ['2, k, 10', [0.1105695, 0.01888836, 1.0]], ['2, k, 11', [0.108513, -0.05595658, 1.0]], ['2, k, 12', [-0.1629475, 0.02559108, 1.0]], ['2, k, 13', [-0.181651, -0.302322, 1.0]], ['2, k, 14', [-0.1573097, -0.6310979, 1.0]], ['2, k, 15', [-0.140703, -0.7064233, 1.0]], ['2, k, 16', [-0.03119669, 0.03575015, 1.0]], ['2, k, 17', [-0.01158948, -0.3030818, 1.0]], ['2, k, 18', [-0.03321223, -0.634548, 1.0]], ['2, k, 19', [-0.02802114, -0.7084531, 1.0]], ['2, k, 20', [-0.1314042, 0.5304915, 1.0]], ['2, k, 21', [-0.325352, -0.1266821, 1.0]], ['2, k, 22', [-0.3013315, -0.06586993, 1.0]], ['2, k, 23', [0.121342, -0.1260603, 1.0]], ['2, k, 24', [0.1387027, -0.05187449, 1.0]]]
