[['2, k, 0', [-0.217103, -0.250998, 1.0]], ['2, k, 1', [-0.216973, 0.0381522, 1.0]], ['2, k, 2', [-0.215609, 0.320226, 1.0]], ['2, k, 3', [-0.220589, 0.448134, 1.0]], ['2, k, 4', [-0.400316, 0.239666, 1.0]], ['2, k, 5', [-0.562886, 0.0963905, 1.0]], ['2, k, 6', [-0.474529, -0.11521, 1.0]], ['2, k, 7', [-0.403701, -0.170785, 1.0]], ['2, k, 8', [-0.0497855, 0.234556, 1.0]], ['2, k, 9', [0.14005, 0.108811, 1.0]], ['2, k, 10', [0.0402838, -0.101267, 1.0]], ['2, k, 11', [-0.0155391, -0.140292, 1.0]], ['2, k, 12', [-0.29401, -0.246339, 1.0]], ['2, k, 13', [-0.383105, -0.643557, 1.0]], ['2, k, 14', [-0.44701, -1.01553, 1.0]], ['2, k, 15', [-0.473145, -1.07715, 1.0]], ['2, k, 16', [-0.134244, -0.248809, 1.0]], ['2, k, 17', [-0.0473163, -0.618466, 1.0]], ['2, k, 18', [0.0186346, -1.00142, 1.0]], ['2, k, 19', [0.0404053, -1.07129, 1.0]], ['2, k, 20', [-0.216166, 0.250744, 1.0]], ['2, k, 21', [-0.387517, -0.243062, 1.0]], ['2, k, 22', [-0.37324, -0.121487, 1.0]], ['2, k, 23', [-0.025872, -0.237133, 1.0]], ['2, k, 24', [-0.0431111, -0.124407, 1.0]]]
[['2, k, 0', [-0.22175, -0.249917, 1.0]], ['2, k, 1', [-0.218744, 0.0185911, 1.0]], ['2, k, 2', [-0.214451, 0.280187, 1.0]], ['2, k, 3', [-0.216652, 0.4218, 1.0]], ['2, k, 4', [-0.392034, 0.217302, 1.0]], ['2, k, 5', [-0.586237, 0.127624, 1.0]], ['2, k, 6', [-0.456151, -0.0682362, 1.0]], ['2, k, 7', [-0.40978, -0.121953, 1.0]], ['2, k, 8', [-0.059457, 0.216872, 1.0]], ['2, k, 9', [0.114004, 0.139628, 1.0]], ['2, k, 10', [0.00784327, -0.0686264, 1.0]], ['2, k, 11', [-0.0367453, -0.11286, 1.0]], ['2, k, 12', [-0.298402, -0.247011, 1.0]], ['2, k, 13', [-0.396674, -0.62495, 1.0]], ['2, k, 14', [-0.458067, -1.02137, 1.0]], ['2, k, 15', [-0.473604, -1.08181, 1.0]], ['2, k, 16', [-0.139176, -0.246188, 1.0]], ['2, k, 17', [-0.035643, -0.6184, 1.0]], ['2, k, 18', [0.0249242, -1.00083, 1.0]], ['2, k, 19', [0.0445978, -1.06882, 1.0]], ['2, k, 20', [-0.215775, 0.215766, 1.0]], ['2, k, 21', [-0.37792, -0.199593, 1.0]], ['2, k, 22', [-0.360746, -0.0844891, 1.0]], ['2, k, 23', [-0.0497944, -0.208698, 1.0]], ['2, k, 24', [0.00597199, -0.114673, 1.0]]]
[['2, k, 0', [-0.22446, -0.259173, 1.0]], ['2, k, 1', [-0.220119, 0.00744919, 1.0]], ['2, k, 2', [-0.214339, 0.267578, 1.0]], ['2, k, 3', [-0.216776, 0.409023, 1.0]], ['2, k, 4', [-0.391735, 0.209137, 1.0]], ['2, k, 5', [-0.58735, 0.116743, 1.0]], ['2, k, 6', [-0.453755, -0.0765916, 1.0]], ['2, k, 7', [-0.40967, -0.127328, 1.0]], ['2, k, 8', [-0.0597544, 0.206825, 1.0]], ['2, k, 9', [0.117186, 0.128028, 1.0]], ['2, k, 10', [0.00830298, -0.0785462, 1.0]], ['2, k, 11', [-0.0384909, -0.12017, 1.0]], ['2, k, 12', [-0.300941, -0.256212, 1.0]], ['2, k, 13', [-0.400256, -0.624708, 1.0]], ['2, k, 14', [-0.457983, -1.02298, 1.0]], ['2, k, 15', [-0.473778, -1.08319, 1.0]], ['2, k, 16', [-0.141979, -0.255217, 1.0]], ['2, k, 17', [-0.0322679, -0.618465, 1.0]], ['2, k, 18', [0.0259195, -1.0013, 1.0]], ['2, k, 19', [0.0445138, -1.06891, 1.0]], ['2, k, 20', [-0.216035, 0.203509, 1.0]], ['2, k, 21', [-0.393678, -0.207861, 1.0]], ['2, k, 22', [-0.360492, -0.0974547, 1.0]], ['2, k, 23', [-0.0486841, -0.218256, 1.0]], ['2, k, 24', [0.00939691, -0.123114, 1.0]]]
[['2, k, 0', [-0.226306, -0.269, 1.0]], ['2, k, 1', [-0.221796, -0.00451885, 1.0]], ['2, k, 2', [-0.215925, 0.253536, 1.0]], ['2, k, 3', [-0.217645, 0.396099, 1.0]], ['2, k, 4', [-0.392413, 0.195137, 1.0]], ['2, k, 5', [-0.587509, 0.100538, 1.0]], ['2, k, 6', [-0.451996, -0.0906473, 1.0]], ['2, k, 7', [-0.4084, -0.13465, 1.0]], ['2, k, 8', [-0.0602275, 0.193744, 1.0]], ['2, k, 9', [0.120364, 0.120807, 1.0]], ['2, k, 10', [0.0128156, -0.0917816, 1.0]], ['2, k, 11', [-0.0390617, -0.135971, 1.0]], ['2, k, 12', [-0.302652, -0.265353, 1.0]], ['2, k, 13', [-0.404701, -0.623832, 1.0]], ['2, k, 14', [-0.458223, -1.02367, 1.0]], ['2, k, 15', [-0.473761, -1.08294, 1.0]], ['2, k, 16', [-0.143929, -0.265513, 1.0]], ['2, k, 17', [-0.0292938, -0.619648, 1.0]], ['2, k, 18', [0.0267166, -1.0025, 1.0]], ['2, k, 19', [0.0443446, -1.06872, 1.0]], ['2, k, 20', [-0.217632, 0.189966, 1.0]], ['2, k, 21', [-0.402173, -0.224844, 1.0]], ['2, k, 22', [-0.360235, -0.124224, 1.0]], ['2, k, 23', [-0.0497238, -0.231501, 1.0]], ['2, k, 24', [0.00569432, -0.144386, 1.0]]]
[['2, k, 0', [-0.226872, -0.280773, 1.0]], ['2, k, 1', [-0.222157, -0.0165935, 1.0]], ['2, k, 2', [-0.216132, 0.241694, 1.0]], ['2, k, 3', [-0.218136, 0.382289, 1.0]], ['2, k, 4', [-0.392881, 0.180099, 1.0]], ['2, k, 5', [-0.588252, 0.0897354, 1.0]], ['2, k, 6', [-0.448195, -0.0978309, 1.0]], ['2, k, 7', [-0.408024, -0.13737, 1.0]], ['2, k, 8', [-0.0609928, 0.179747, 1.0]], ['2, k, 9', [0.123894, 0.103232, 1.0]], ['2, k, 10', [0.0131924, -0.101464, 1.0]], ['2, k, 11', [-0.0362022, -0.142551, 1.0]], ['2, k, 12', [-0.303418, -0.277165, 1.0]], ['2, k, 13', [-0.407006, -0.62707, 1.0]], ['2, k, 14', [-0.458601, -1.02394, 1.0]], ['2, k, 15', [-0.474216, -1.08315, 1.0]], ['2, k, 16', [-0.144296, -0.276962, 1.0]], ['2, k, 17', [-0.026212, -0.620983, 1.0]], ['2, k, 18', [0.0266216, -1.00326, 1.0]], ['2, k, 19', [0.0455921, -1.06937, 1.0]], ['2, k, 20', [-0.21787, 0.178016, 1.0]], ['2, k, 21', [-0.38734, -0.176494, 1.0]], ['2, k, 22', [-0.358272, -0.118991, 1.0]], ['2, k, 23', [-0.0488982, -0.240218, 1.0]], ['2, k, 24', [0.0100991, -0.149639, 1.0]]]
[['2, k, 0', [-0.226767, -0.289885, 1.0]], ['2, k, 1', [-0.222008, -0.0297616, 1.0]], ['2, k, 2', [-0.215968, 0.224047, 1.0]], ['2, k, 3', [-0.218624, 0.365449, 1.0]], ['2, k, 4', [-0.392545, 0.164075, 1.0]], ['2, k, 5', [-0.587646, 0.0749589, 1.0]], ['2, k, 6', [-0.443148, -0.108873, 1.0]], ['2, k, 7', [-0.406364, -0.152621, 1.0]], ['2, k, 8', [-0.0603439, 0.17922, 1.0]], ['2, k, 9', [0.124242, 0.0835602, 1.0]], ['2, k, 10', [0.0103784, -0.118922, 1.0]], ['2, k, 11', [-0.0404744, -0.156887, 1.0]], ['2, k, 12', [-0.303217, -0.286353, 1.0]], ['2, k, 13', [-0.408358, -0.630878, 1.0]], ['2, k, 14', [-0.459689, -1.02483, 1.0]], ['2, k, 15', [-0.474421, -1.0832, 1.0]], ['2, k, 16', [-0.144293, -0.285738, 1.0]], ['2, k, 17', [-0.024574, -0.622722, 1.0]], ['2, k, 18', [0.0266521, -1.00304, 1.0]], ['2, k, 19', [0.0448485, -1.06865, 1.0]], ['2, k, 20', [-0.217705, 0.161511, 1.0]], ['2, k, 21', [-0.387169, -0.192104, 1.0]], ['2, k, 22', [-0.361521, -0.113685, 1.0]], ['2, k, 23', [-0.0475297, -0.25135, 1.0]], ['2, k, 24', [0.00236559, -0.173852, 1.0]]]
[['2, k, 0', [-0.226598, -0.308123, 1.0]], ['2, k, 1', [-0.221463, -0.0461721, 1.0]], ['2, k, 2', [-0.21512, 0.20984, 1.0]], ['2, k, 3', [-0.219361, 0.350731, 1.0]], ['2, k, 4', [-0.392811, 0.148221, 1.0]], ['2, k, 5', [-0.584568, 0.0557258, 1.0]], ['2, k, 6', [-0.437426, -0.12506, 1.0]], ['2, k, 7', [-0.403727, -0.171451, 1.0]], ['2, k, 8', [-0.0611034, 0.143438, 1.0]], ['2, k, 9', [0.127026, 0.0697486, 1.0]], ['2, k, 10', [0.0107042, -0.137497, 1.0]], ['2, k, 11', [-0.0406691, -0.179159, 1.0]], ['2, k, 12', [-0.303071, -0.303318, 1.0]], ['2, k, 13', [-0.408319, -0.634779, 1.0]], ['2, k, 14', [-0.459528, -1.02614, 1.0]], ['2, k, 15', [-0.474176, -1.08431, 1.0]], ['2, k, 16', [-0.14412, -0.30487, 1.0]], ['2, k, 17', [-0.0217013, -0.632918, 1.0]], ['2, k, 18', [0.0274062, -1.0049, 1.0]], ['2, k, 19', [0.0448898, -1.06863, 1.0]], ['2, k, 20', [-0.216926, 0.146725, 1.0]], ['2, k, 21', [-0.387509, -0.216175, 1.0]], ['2, k, 22', [-0.363731, -0.11767, 1.0]], ['2, k, 23', [-0.0487017, -0.273894, 1.0]], ['2, k, 24', [0.0057055, -0.18311, 1.0]]]
[['2, k, 0', [-0.225866, -0.323524, 1.0]], ['2, k, 1', [-0.220481, -0.0628266, 1.0]], ['2, k, 2', [-0.213879, 0.192634, 1.0]], ['2, k, 3', [-0.219624, 0.333362, 1.0]], ['2, k, 4', [-0.392925, 0.132423, 1.0]], ['2, k, 5', [-0.579914, 0.0287154, 1.0]], ['2, k, 6', [-0.424129, -0.14375, 1.0]], ['2, k, 7', [-0.3968, -0.195773, 1.0]], ['2, k, 8', [-0.0611143, 0.132406, 1.0]], ['2, k, 9', [0.128473, 0.0528239, 1.0]], ['2, k, 10', [0.0336601, -0.156435, 1.0]], ['2, k, 11', [-0.0311261, -0.198114, 1.0]], ['2, k, 12', [-0.302066, -0.318687, 1.0]], ['2, k, 13', [-0.410882, -0.648334, 1.0]], ['2, k, 14', [-0.458536, -1.02858, 1.0]], ['2, k, 15', [-0.474549, -1.086, 1.0]], ['2, k, 16', [-0.143688, -0.319829, 1.0]], ['2, k, 17', [-0.0177924, -0.646341, 1.0]], ['2, k, 18', [0.0243045, -1.00581, 1.0]], ['2, k, 19', [0.0445675, -1.06858, 1.0]], ['2, k, 20', [-0.215749, 0.129576, 1.0]], ['2, k, 21', [-0.37569, -0.24121, 1.0]], ['2, k, 22', [-0.361552, -0.123465, 1.0]], ['2, k, 23', [-0.0398874, -0.294504, 1.0]], ['2, k, 24', [0.0135475, -0.188657, 1.0]]]
[['2, k, 0', [-0.225746, -0.3356, 1.0]], ['2, k, 1', [-0.220951, -0.0768468, 1.0]], ['2, k, 2', [-0.215009, 0.176107, 1.0]], ['2, k, 3', [-0.219645, 0.31817, 1.0]], ['2, k, 4', [-0.391696, 0.119002, 1.0]], ['2, k, 5', [-0.580253, 0.0200606, 1.0]], ['2, k, 6', [-0.481292, -0.167359, 1.0]], ['2, k, 7', [-0.428929, -0.19416, 1.0]], ['2, k, 8', [-0.060293, 0.115369, 1.0]], ['2, k, 9', [0.132532, 0.0341973, 1.0]], ['2, k, 10', [0.0244896, -0.169106, 1.0]], ['2, k, 11', [-0.0340333, -0.208193, 1.0]], ['2, k, 12', [-0.302045, -0.329699, 1.0]], ['2, k, 13', [-0.413861, -0.657283, 1.0]], ['2, k, 14', [-0.457274, -1.02941, 1.0]], ['2, k, 15', [-0.474419, -1.08627, 1.0]], ['2, k, 16', [-0.143478, -0.332709, 1.0]], ['2, k, 17', [-0.0147703, -0.657464, 1.0]], ['2, k, 18', [0.022644, -1.00843, 1.0]], ['2, k, 19', [0.0440419, -1.06815, 1.0]], ['2, k, 20', [-0.216707, 0.113722, 1.0]], ['2, k, 21', [-0.434584, -0.23678, 1.0]], ['2, k, 22', [-0.39963, -0.162482, 1.0]], ['2, k, 23', [-0.0431425, -0.300841, 1.0]], ['2, k, 24', [0.00175418, -0.214641, 1.0]]]
[['2, k, 0', [-0.229218, -0.351747, 1.0]], ['2, k, 1', [-0.222468, -0.0916744, 1.0]], ['2, k, 2', [-0.215494, 0.159789, 1.0]], ['2, k, 3', [-0.219135, 0.300323, 1.0]], ['2, k, 4', [-0.390733, 0.101778, 1.0]], ['2, k, 5', [-0.580835, 0.00192544, 1.0]], ['2, k, 6', [-0.451722, -0.186846, 1.0]], ['2, k, 7', [-0.408476, -0.228903, 1.0]], ['2, k, 8', [-0.0610899, 0.0943629, 1.0]], ['2, k, 9', [0.132631, 0.0226755, 1.0]], ['2, k, 10', [0.0204417, -0.177874, 1.0]], ['2, k, 11', [-0.0340636, -0.21649, 1.0]], ['2, k, 12', [-0.303813, -0.344917, 1.0]], ['2, k, 13', [-0.416165, -0.664886, 1.0]], ['2, k, 14', [-0.453557, -1.02908, 1.0]], ['2, k, 15', [-0.475034, -1.08637, 1.0]], ['2, k, 16', [-0.148681, -0.349488, 1.0]], ['2, k, 17', [-0.0116853, -0.665219, 1.0]], ['2, k, 18', [0.0202095, -1.01236, 1.0]], ['2, k, 19', [0.044821, -1.07058, 1.0]], ['2, k, 20', [-0.217412, 0.0983849, 1.0]], ['2, k, 21', [-0.424134, -0.32211, 1.0]], ['2, k, 22', [-0.370952, -0.239807, 1.0]], ['2, k, 23', [-0.0473375, -0.309248, 1.0]], ['2, k, 24', [0.00477766, -0.230238, 1.0]]]
[['2, k, 0', [-0.235893, -0.374402, 1.0]], ['2, k, 1', [-0.226294, -0.115005, 1.0]], ['2, k, 2', [-0.215949, 0.141062, 1.0]], ['2, k, 3', [-0.218764, 0.281186, 1.0]], ['2, k, 4', [-0.383976, 0.0815406, 1.0]], ['2, k, 5', [-0.58079, -0.0110549, 1.0]], ['2, k, 6', [-0.445212, -0.193996, 1.0]], ['2, k, 7', [-0.407227, -0.238801, 1.0]], ['2, k, 8', [-0.0622559, 0.0808246, 1.0]], ['2, k, 9', [0.134223, 0.0122334, 1.0]], ['2, k, 10', [0.0215635, -0.186454, 1.0]], ['2, k, 11', [-0.0327328, -0.225988, 1.0]], ['2, k, 12', [-0.308983, -0.365786, 1.0]], ['2, k, 13', [-0.448445, -0.651469, 1.0]], ['2, k, 14', [-0.483515, -1.07362, 1.0]], ['2, k, 15', [-0.481689, -1.12872, 1.0]], ['2, k, 16', [-0.156783, -0.373429, 1.0]], ['2, k, 17', [0.0245969, -0.647899, 1.0]], ['2, k, 18', [0.0677217, -1.07652, 1.0]], ['2, k, 19', [0.0111747, -1.07502, 1.0]], ['2, k, 20', [-0.21865, 0.078046, 1.0]], ['2, k, 21', [-0.392817, -0.297047, 1.0]], ['2, k, 22', [-0.363971, -0.213554, 1.0]], ['2, k, 23', [-0.0434741, -0.326074, 1.0]], ['2, k, 24', [0.0152431, -0.209762, 1.0]]]
[['2, k, 0', [-0.229856, -0.392921, 1.0]], ['2, k, 1', [-0.223916, -0.130279, 1.0]], ['2, k, 2', [-0.215839, 0.125235, 1.0]], ['2, k, 3', [-0.218594, 0.26601, 1.0]], ['2, k, 4', [-0.384029, 0.0673541, 1.0]], ['2, k, 5', [-0.582233, -0.0288013, 1.0]], ['2, k, 6', [-0.436578, -0.203484, 1.0]], ['2, k, 7', [-0.405318, -0.253355, 1.0]], ['2, k, 8', [-0.0620666, 0.0623202, 1.0]], ['2, k, 9', [0.134095, -0.00170523, 1.0]], ['2, k, 10', [0.0201063, -0.197918, 1.0]], ['2, k, 11', [-0.0334336, -0.234255, 1.0]], ['2, k, 12', [-0.304901, -0.386542, 1.0]], ['2, k, 13', [-0.461779, -0.667166, 1.0]], ['2, k, 14', [-0.494522, -1.09146, 1.0]], ['2, k, 15', [-0.493056, -1.1455, 1.0]], ['2, k, 16', [-0.148902, -0.389446, 1.0]], ['2, k, 17', [0.036057, -0.666408, 1.0]], ['2, k, 18', [0.0788129, -1.09473, 1.0]], ['2, k, 19', [0.0172222, -1.05874, 1.0]], ['2, k, 20', [-0.218045, 0.062233, 1.0]], ['2, k, 21', [-0.397829, -0.316676, 1.0]], ['2, k, 22', [-0.361973, -0.214989, 1.0]], ['2, k, 23', [-0.0419692, -0.335201, 1.0]], ['2, k, 24', [0.0112312, -0.227698, 1.0]]]
[['2, k, 0', [-0.230061, -0.392824, 1.0]], ['2, k, 1', [-0.223639, -0.134746, 1.0]], ['2, k, 2', [-0.214838, 0.110151, 1.0]], ['2, k, 3', [-0.218009, 0.251242, 1.0]], ['2, k, 4', [-0.386976, 0.0547123, 1.0]], ['2, k, 5', [-0.581549, -0.038936, 1.0]], ['2, k, 6', [-0.442639, -0.215844, 1.0]], ['2, k, 7', [-0.407773, -0.265715, 1.0]], ['2, k, 8', [-0.0607682, 0.0504225, 1.0]], ['2, k, 9', [0.124437, -0.0266453, 1.0]], ['2, k, 10', [-0.00943829, -0.210225, 1.0]], ['2, k, 11', [-0.0507969, -0.246302, 1.0]], ['2, k, 12', [-0.304772, -0.386413, 1.0]], ['2, k, 13', [-0.420349, -0.698386, 1.0]], ['2, k, 14', [-0.446081, -1.02708, 1.0]], ['2, k, 15', [-0.477552, -1.08703, 1.0]], ['2, k, 16', [-0.14948, -0.389313, 1.0]], ['2, k, 17', [-0.00231856, -0.691932, 1.0]], ['2, k, 18', [0.0140965, -1.01772, 1.0]], ['2, k, 19', [0.0461898, -1.07352, 1.0]], ['2, k, 20', [-0.217288, 0.0503258, 1.0]], ['2, k, 21', [-0.393437, -0.32578, 1.0]], ['2, k, 22', [-0.365872, -0.240571, 1.0]], ['2, k, 23', [-0.0570604, -0.305992, 1.0]], ['2, k, 24', [-0.0197476, -0.27907, 1.0]]]
[['2, k, 0', [-0.232842, -0.404543, 1.0]], ['2, k, 1', [-0.225796, -0.149522, 1.0]], ['2, k, 2', [-0.217162, 0.0970503, 1.0]], ['2, k, 3', [-0.219069, 0.237449, 1.0]], ['2, k, 4', [-0.385537, 0.0397899, 1.0]], ['2, k, 5', [-0.580691, -0.0615547, 1.0]], ['2, k, 6', [-0.44731, -0.238557, 1.0]], ['2, k, 7', [-0.410314, -0.281604, 1.0]], ['2, k, 8', [-0.0629151, 0.035651, 1.0]], ['2, k, 9', [0.125994, -0.0293838, 1.0]], ['2, k, 10', [0.0324314, -0.230391, 1.0]], ['2, k, 11', [-0.0329867, -0.26346, 1.0]], ['2, k, 12', [-0.306411, -0.39704, 1.0]], ['2, k, 13', [-0.447012, -0.669083, 1.0]], ['2, k, 14', [-0.479357, -1.08733, 1.0]], ['2, k, 15', [-0.477396, -1.14336, 1.0]], ['2, k, 16', [-0.153362, -0.401748, 1.0]], ['2, k, 17', [0.023351, -0.667137, 1.0]], ['2, k, 18', [0.0623223, -1.08818, 1.0]], ['2, k, 19', [0.0579625, -1.14407, 1.0]], ['2, k, 20', [-0.219571, 0.0363997, 1.0]], ['2, k, 21', [-0.403253, -0.349567, 1.0]], ['2, k, 22', [-0.371929, -0.259994, 1.0]], ['2, k, 23', [-0.0337045, -0.362988, 1.0]], ['2, k, 24', [-0.00137634, -0.247915, 1.0]]]
[['2, k, 0', [-0.233708, -0.416701, 1.0]], ['2, k, 1', [-0.226578, -0.1604, 1.0]], ['2, k, 2', [-0.217912, 0.0899207, 1.0]], ['2, k, 3', [-0.219244, 0.227307, 1.0]], ['2, k, 4', [-0.385205, 0.0277869, 1.0]], ['2, k, 5', [-0.578688, -0.0736849, 1.0]], ['2, k, 6', [-0.453634, -0.247563, 1.0]], ['2, k, 7', [-0.417408, -0.287692, 1.0]], ['2, k, 8', [-0.0645381, 0.0245809, 1.0]], ['2, k, 9', [0.128055, -0.0359094, 1.0]], ['2, k, 10', [0.0201783, -0.231344, 1.0]], ['2, k, 11', [-0.0366755, -0.265857, 1.0]], ['2, k, 12', [-0.308196, -0.409743, 1.0]], ['2, k, 13', [-0.454945, -0.68105, 1.0]], ['2, k, 14', [-0.486066, -1.09994, 1.0]], ['2, k, 15', [-0.483936, -1.1552, 1.0]], ['2, k, 16', [-0.153286, -0.412985, 1.0]], ['2, k, 17', [0.0316635, -0.675854, 1.0]], ['2, k, 18', [0.0692974, -1.09777, 1.0]], ['2, k, 19', [0.0649466, -1.15293, 1.0]], ['2, k, 20', [-0.220337, 0.0281804, 1.0]], ['2, k, 21', [-0.41234, -0.367587, 1.0]], ['2, k, 22', [-0.37972, -0.267243, 1.0]], ['2, k, 23', [-0.0372821, -0.361484, 1.0]], ['2, k, 24', [0.00496211, -0.248375, 1.0]]]
[['2, k, 0', [-0.232307, -0.422419, 1.0]], ['2, k, 1', [-0.225902, -0.170849, 1.0]], ['2, k, 2', [-0.218268, 0.0742562, 1.0]], ['2, k, 3', [-0.219123, 0.21407, 1.0]], ['2, k, 4', [-0.388056, 0.0160932, 1.0]], ['2, k, 5', [-0.577044, -0.0819769, 1.0]], ['2, k, 6', [-0.449778, -0.254901, 1.0]], ['2, k, 7', [-0.414902, -0.29837, 1.0]], ['2, k, 8', [-0.064296, 0.0166243, 1.0]], ['2, k, 9', [0.124047, -0.0452025, 1.0]], ['2, k, 10', [0.0193006, -0.239779, 1.0]], ['2, k, 11', [-0.0381772, -0.271305, 1.0]], ['2, k, 12', [-0.307504, -0.414531, 1.0]], ['2, k, 13', [-0.421082, -0.721868, 1.0]], ['2, k, 14', [-0.439842, -1.02827, 1.0]], ['2, k, 15', [-0.476965, -1.08649, 1.0]], ['2, k, 16', [-0.150961, -0.419479, 1.0]], ['2, k, 17', [-0.00322438, -0.719898, 1.0]], ['2, k, 18', [0.0111687, -1.01834, 1.0]], ['2, k, 19', [0.0450839, -1.07389, 1.0]], ['2, k, 20', [-0.220394, 0.0137798, 1.0]], ['2, k, 21', [-0.411112, -0.373489, 1.0]], ['2, k, 22', [-0.376959, -0.279717, 1.0]], ['2, k, 23', [-0.0338322, -0.372603, 1.0]], ['2, k, 24', [0.00586517, -0.249509, 1.0]]]
[['2, k, 0', [-0.232216, -0.426813, 1.0]], ['2, k, 1', [-0.226618, -0.179672, 1.0]], ['2, k, 2', [-0.220064, 0.0618008, 1.0]], ['2, k, 3', [-0.220036, 0.201408, 1.0]], ['2, k, 4', [-0.390501, 0.00734912, 1.0]], ['2, k, 5', [-0.577199, -0.0949086, 1.0]], ['2, k, 6', [-0.442207, -0.260008, 1.0]], ['2, k, 7', [-0.414135, -0.307162, 1.0]], ['2, k, 8', [-0.0647292, 0.0127879, 1.0]], ['2, k, 9', [0.122623, -0.0515492, 1.0]], ['2, k, 10', [0.003165, -0.236082, 1.0]], ['2, k, 11', [-0.0405146, -0.27122, 1.0]], ['2, k, 12', [-0.307478, -0.420328, 1.0]], ['2, k, 13', [-0.423145, -0.727337, 1.0]], ['2, k, 14', [-0.438906, -1.03013, 1.0]], ['2, k, 15', [-0.477711, -1.0873, 1.0]], ['2, k, 16', [-0.150862, -0.422459, 1.0]], ['2, k, 17', [-0.00190681, -0.722546, 1.0]], ['2, k, 18', [0.0104681, -1.01932, 1.0]], ['2, k, 19', [0.0453179, -1.07439, 1.0]], ['2, k, 20', [-0.221912, 0.00212785, 1.0]], ['2, k, 21', [-0.416987, -0.386193, 1.0]], ['2, k, 22', [-0.377562, -0.298553, 1.0]], ['2, k, 23', [-0.0455693, -0.337611, 1.0]], ['2, k, 24', [-0.0167068, -0.299395, 1.0]]]
[['2, k, 0', [-0.231432, -0.431382, 1.0]], ['2, k, 1', [-0.226819, -0.187603, 1.0]], ['2, k, 2', [-0.221562, 0.051091, 1.0]], ['2, k, 3', [-0.220554, 0.190221, 1.0]], ['2, k, 4', [-0.392467, -0.00275093, 1.0]], ['2, k, 5', [-0.578243, -0.106991, 1.0]], ['2, k, 6', [-0.432886, -0.267665, 1.0]], ['2, k, 7', [-0.407663, -0.320108, 1.0]], ['2, k, 8', [-0.065311, 0.00879339, 1.0]], ['2, k, 9', [0.0975375, -0.103723, 1.0]], ['2, k, 10', [-0.0424828, -0.273162, 1.0]], ['2, k, 11', [-0.05225, -0.33441, 1.0]], ['2, k, 12', [-0.306591, -0.425679, 1.0]], ['2, k, 13', [-0.425029, -0.730776, 1.0]], ['2, k, 14', [-0.438464, -1.03065, 1.0]], ['2, k, 15', [-0.477873, -1.08744, 1.0]], ['2, k, 16', [-0.15022, -0.426106, 1.0]], ['2, k, 17', [-0.000835804, -0.725737, 1.0]], ['2, k, 18', [0.00998917, -1.01938, 1.0]], ['2, k, 19', [0.0453049, -1.07436, 1.0]], ['2, k, 20', [-0.223069, -0.00792421, 1.0]], ['2, k, 21', [-0.408552, -0.391806, 1.0]], ['2, k, 22', [-0.366906, -0.307072, 1.0]], ['2, k, 23', [-0.0510755, -0.395283, 1.0]], ['2, k, 24', [-0.0281527, -0.372931, 1.0]]]
[['2, k, 0', [-0.231769, -0.438579, 1.0]], ['2, k, 1', [-0.227281, -0.196529, 1.0]], ['2, k, 2', [-0.221843, 0.0410186, 1.0]], ['2, k, 3', [-0.221129, 0.17899, 1.0]], ['2, k, 4', [-0.393155, -0.0141432, 1.0]], ['2, k, 5', [-0.577614, -0.117111, 1.0]], ['2, k, 6', [-0.428691, -0.271761, 1.0]], ['2, k, 7', [-0.409631, -0.323277, 1.0]], ['2, k, 8', [-0.0664362, -0.0150264, 1.0]], ['2, k, 9', [0.0966913, -0.105878, 1.0]], ['2, k, 10', [-0.0315874, -0.28867, 1.0]], ['2, k, 11', [-0.0577287, -0.339207, 1.0]], ['2, k, 12', [-0.306918, -0.432693, 1.0]], ['2, k, 13', [-0.427232, -0.735718, 1.0]], ['2, k, 14', [-0.437973, -1.03124, 1.0]], ['2, k, 15', [-0.478348, -1.08962, 1.0]], ['2, k, 16', [-0.150582, -0.433208, 1.0]], ['2, k, 17', [0.00105581, -0.730317, 1.0]], ['2, k, 18', [0.00974332, -1.01956, 1.0]], ['2, k, 19', [0.0449468, -1.07434, 1.0]], ['2, k, 20', [-0.223421, -0.0177379, 1.0]], ['2, k, 21', [-0.424914, -0.39402, 1.0]], ['2, k, 22', [-0.369787, -0.304895, 1.0]], ['2, k, 23', [-0.0534845, -0.401173, 1.0]], ['2, k, 24', [-0.0321028, -0.398814, 1.0]]]
