[['2, k, 0', [-4.66914, 83.83082, 1.0]], ['2, k, 1', [-4.172043703037843, 112.66001825302499, 1.0]], ['2, k, 2', [-3.775412073251689, 134.39653010103882, 1.0]], ['2, k, 3', [-3.6562090545037997, 140.57057958948204, 1.0]], ['2, k, 4', [12.035526572661176, 129.35938568124553, 1.0]], ['2, k, 5', [31.355451723045498, 121.57708919077949, 1.0]], ['2, k, 6', [34.42757208810031, 143.00079280545071, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-21.253830387967717, 129.79640722950495, 1.0]], ['2, k, 9', [-40.83416467921042, 122.91333398346808, 1.0]], ['2, k, 10', [-43.01069833927828, 146.7050729838547, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.567856059776785, 83.78905394856326, 1.0]], ['2, k, 13', [0.19216450358640458, 44.172360930714476, 1.0]], ['2, k, 14', [0.12231419776071945, 9.550131745398922, 1.0]], ['2, k, 15', [-2.5515611759735983, 3.1509265886098703, 1.0]], ['2, k, 16', [-11.76968874819875, 83.84247488360211, 1.0]], ['2, k, 17', [-12.021864762700483, 45.821345510824614, 1.0]], ['2, k, 18', [-10.828393180267334, 9.916805565404474, 1.0]], ['2, k, 19', [-10.821546346433982, 7.196709877143854, 1.0]], ['2, k, 20', [-3.775412073251689, 134.39653010103882, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.929308, 84.52074, 1.0]], ['2, k, 1', [-0.29908160774495185, 113.17282264453253, 1.0]], ['2, k, 2', [0.9203956788104605, 134.77247728383756, 1.0]], ['2, k, 3', [1.2692790131767797, 140.90103049808553, 1.0]], ['2, k, 4', [16.427254364342538, 130.81584748347896, 1.0]], ['2, k, 5', [34.68376432442916, 121.35119832797554, 1.0]], ['2, k, 6', [41.55236280878867, 141.77012542127022, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-16.95463672555733, 130.52625923064977, 1.0]], ['2, k, 9', [-36.205289038075186, 124.64689916358502, 1.0]], ['2, k, 10', [-37.58034074274261, 147.01533039761497, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.261251019715534, 84.28638684400558, 1.0]], ['2, k, 13', [1.333259878850523, 44.05385473034347, 1.0]], ['2, k, 14', [0.2503295216637682, 8.031432765234712, 1.0]], ['2, k, 15', [-2.8888743341109357, 3.0348576629841277, 1.0]], ['2, k, 16', [-9.104429316132864, 84.68288276517795, 1.0]], ['2, k, 17', [-8.658152044676516, 41.988560309070984, 1.0]], ['2, k, 18', [-9.993387109201517, 10.098188212460347, 1.0]], ['2, k, 19', [-10.33996113848914, 6.834366915315295, 1.0]], ['2, k, 20', [0.9203956788104605, 134.77247728383756, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.9238199999999999, 84.521494, 1.0]], ['2, k, 1', [-0.2736703742044695, 113.17302643067606, 1.0]], ['2, k, 2', [0.968530821368851, 134.7724017606219, 1.0]], ['2, k, 3', [1.325315796862314, 140.90061229610535, 1.0]], ['2, k, 4', [16.498721988103696, 130.8243870493527, 1.0]], ['2, k, 5', [34.8078639646251, 121.40576951987148, 1.0]], ['2, k, 6', [41.72597868056455, 141.814784105665, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-16.83561569557243, 130.5256718429774, 1.0]], ['2, k, 9', [-36.138207336553315, 124.59699215365723, 1.0]], ['2, k, 10', [-37.56325149167706, 146.942594584438, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.264274760125016, 84.28290094597853, 1.0]], ['2, k, 13', [1.4636863269230735, 44.24429194496734, 1.0]], ['2, k, 14', [0.2560206633641886, 8.067712801592037, 1.0]], ['2, k, 15', [-2.794276821737462, 3.2051649888365823, 1.0]], ['2, k, 16', [-9.096961871815841, 84.68842673574363, 1.0]], ['2, k, 17', [-8.93772444767399, 42.019996700102496, 1.0]], ['2, k, 18', [-10.362007903981747, 10.15080712295551, 1.0]], ['2, k, 19', [-10.761648383792322, 6.7670558023274605, 1.0]], ['2, k, 20', [0.968530821368851, 134.7724017606219, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.912866, 84.522936, 1.0]], ['2, k, 1', [-0.23783871233009402, 113.1710537375449, 1.0]], ['2, k, 2', [1.0294305898392382, 134.76829668023436, 1.0]], ['2, k, 3', [1.395168405170608, 140.89553289600357, 1.0]], ['2, k, 4', [16.577593759786545, 130.8319915054772, 1.0]], ['2, k, 5', [34.94363293574207, 121.46502655395975, 1.0]], ['2, k, 6', [41.87304404988494, 141.7414828872075, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-16.682317486731463, 130.52125443658315, 1.0]], ['2, k, 9', [-36.0567367184755, 124.50968274040105, 1.0]], ['2, k, 10', [-37.57005884678577, 146.85525965733842, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.271052493212154, 84.2785554155018, 1.0]], ['2, k, 13', [1.5991828061491469, 44.37040356240604, 1.0]], ['2, k, 14', [0.2642743831244403, 8.099296158941051, 1.0]], ['2, k, 15', [-2.6979736028920938, 3.3471803428455162, 1.0]], ['2, k, 16', [-9.086028525897776, 84.69566079024692, 1.0]], ['2, k, 17', [-9.329796147419273, 42.08569226534857, 1.0]], ['2, k, 18', [-10.935757960264908, 10.194555404250508, 1.0]], ['2, k, 19', [-11.39204738378311, 6.735225116600043, 1.0]], ['2, k, 20', [1.0294305898392382, 134.76829668023436, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.9039439999999999, 84.52867, 1.0]], ['2, k, 1', [-0.19840620846697155, 113.17420409262908, 1.0]], ['2, k, 2', [1.0991583607544022, 134.77549602106617, 1.0]], ['2, k, 3', [1.4755993139111285, 140.904024902987, 1.0]], ['2, k, 4', [16.65599415889594, 130.85263397100434, 1.0]], ['2, k, 5', [35.09638011731781, 121.54176018181985, 1.0]], ['2, k, 6', [42.05828312707122, 141.70246203141684, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-16.54848027357314, 130.51528083197627, 1.0]], ['2, k, 9', [-35.99062075598146, 124.42064593731185, 1.0]], ['2, k, 10', [-37.602487157759924, 146.76429392519265, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.274336744128378, 84.27658686594751, 1.0]], ['2, k, 13', [1.7298312523324935, 44.46268987825687, 1.0]], ['2, k, 14', [0.25259090868737966, 8.12542564636324, 1.0]], ['2, k, 15', [-2.60905991324298, 3.4946727186439244, 1.0]], ['2, k, 16', [-9.079446301361921, 84.70802507039086, 1.0]], ['2, k, 17', [-9.884532191348683, 42.17315156631488, 1.0]], ['2, k, 18', [-11.748907412881088, 10.265539838410657, 1.0]], ['2, k, 19', [-12.314816663595286, 6.757898957645373, 1.0]], ['2, k, 20', [1.0991583607544022, 134.77549602106617, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.8968979999999998, 84.53444400000001, 1.0]], ['2, k, 1', [-0.1595206160858369, 113.18313165474049, 1.0]], ['2, k, 2', [1.1676940565817735, 134.79356442990525, 1.0]], ['2, k, 3', [1.554473493628182, 140.92373739512234, 1.0]], ['2, k, 4', [16.733120504869625, 130.88637343758617, 1.0]], ['2, k, 5', [35.24889425812499, 121.63932465342333, 1.0]], ['2, k, 6', [42.220664958426156, 141.61005663720434, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-16.408291549666135, 130.52088859162316, 1.0]], ['2, k, 9', [-35.88560390338152, 124.32444478752869, 1.0]], ['2, k, 10', [-37.614644087276375, 146.6430808794113, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.270892713225592, 84.27390990935402, 1.0]], ['2, k, 13', [1.8491813466610778, 44.484561572527305, 1.0]], ['2, k, 14', [0.23753878853777, 8.18288723633053, 1.0]], ['2, k, 15', [-2.5274389430034674, 3.6709741412128407, 1.0]], ['2, k, 16', [-9.07814317650138, 84.72001716272699, 1.0]], ['2, k, 17', [-10.616147607341388, 42.309068811988865, 1.0]], ['2, k, 18', [-12.877103142332711, 10.438831189855748, 1.0]], ['2, k, 19', [-13.529063038285035, 6.93149969754057, 1.0]], ['2, k, 20', [1.1676940565817735, 134.79356442990525, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.89599, 84.54057800000001, 1.0]], ['2, k, 1', [-0.1248776174313746, 113.1878332082918, 1.0]], ['2, k, 2', [1.2317886653643944, 134.800439625725, 1.0]], ['2, k, 3', [1.628930806342644, 140.93199485119098, 1.0]], ['2, k, 4', [16.79621971856819, 130.9143365429932, 1.0]], ['2, k, 5', [35.37253535220475, 121.73937839557075, 1.0]], ['2, k, 6', [42.363858549866855, 141.54165613951437, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-16.272563714625853, 130.51593283192534, 1.0]], ['2, k, 9', [-35.78524151697341, 124.1985188048361, 1.0]], ['2, k, 10', [-37.65339978593374, 146.49550488391156, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.260111978234941, 84.27030899338301, 1.0]], ['2, k, 13', [1.9581328002579315, 44.42291796754698, 1.0]], ['2, k, 14', [0.22978006598258127, 8.205394898390992, 1.0]], ['2, k, 15', [-2.4389917893450948, 3.8131151632448184, 1.0]], ['2, k, 16', [-9.080606597145817, 84.73192691124919, 1.0]], ['2, k, 17', [-11.57776600807841, 42.577454163322024, 1.0]], ['2, k, 18', [-14.385669666599478, 10.708966020374312, 1.0]], ['2, k, 19', [-15.105517544177633, 7.198179609508913, 1.0]], ['2, k, 20', [1.2317886653643944, 134.800439625725, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.898942, 84.545486, 1.0]], ['2, k, 1', [-0.09341491074054153, 113.193486666794, 1.0]], ['2, k, 2', [1.2930210149591945, 134.8107005044123, 1.0]], ['2, k, 3', [1.7006950346595842, 140.94323078880075, 1.0]], ['2, k, 4', [16.846315027550997, 130.94814929751288, 1.0]], ['2, k, 5', [35.48457639403631, 121.8451921119155, 1.0]], ['2, k, 6', [42.50976758763247, 141.5076594384482, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-16.170845020570397, 130.50846156495768, 1.0]], ['2, k, 9', [-35.69630354640947, 124.07173822730458, 1.0]], ['2, k, 10', [-37.71189558929255, 146.34431387582075, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.243175941601361, 84.26553415788645, 1.0]], ['2, k, 13', [2.0666961263576207, 44.39345013891142, 1.0]], ['2, k, 14', [0.22052529444948976, 8.159754553871885, 1.0]], ['2, k, 15', [-2.3615735897145367, 3.870000573946087, 1.0]], ['2, k, 16', [-9.091670489454984, 84.74254191325828, 1.0]], ['2, k, 17', [-12.759145699594383, 43.08775939608691, 1.0]], ['2, k, 18', [-16.148289960449592, 11.152177630785562, 1.0]], ['2, k, 19', [-17.24894501719671, 7.612585394023045, 1.0]], ['2, k, 20', [1.2930210149591945, 134.8107005044123, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.909322, 84.55479, 1.0]], ['2, k, 1', [-0.06769244126642127, 113.20594729315431, 1.0]], ['2, k, 2', [1.348526267096447, 134.82962899353663, 1.0]], ['2, k, 3', [1.7664756490194273, 140.96315971243448, 1.0]], ['2, k, 4', [16.892733813713903, 130.98893653850521, 1.0]], ['2, k, 5', [35.61171895140716, 121.97231784615948, 1.0]], ['2, k, 6', [42.643618560434696, 141.4541852047491, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-16.083493258508653, 130.50537058067303, 1.0]], ['2, k, 9', [-35.58988664452413, 123.95444231030473, 1.0]], ['2, k, 10', [-37.753998561287474, 146.13881724195974, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.216599392221951, 84.26501567041262, 1.0]], ['2, k, 13', [2.182547232099062, 44.38223331818001, 1.0]], ['2, k, 14', [0.18990916502329602, 8.16372325703329, 1.0]], ['2, k, 15', [-2.2865527724263752, 3.997487264287975, 1.0]], ['2, k, 16', [-9.113107062430037, 84.7608911522492, 1.0]], ['2, k, 17', [-14.336255259239195, 43.77702460223497, 1.0]], ['2, k, 18', [-18.773901037106935, 11.868367095196838, 1.0]], ['2, k, 19', [-19.934028998816203, 8.416951130679823, 1.0]], ['2, k, 20', [1.348526267096447, 134.82962899353663, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.9261339999999998, 84.56398200000001, 1.0]], ['2, k, 1', [-0.05240206788753432, 113.21489540356237, 1.0]], ['2, k, 2', [1.3919694301922887, 134.8371820689114, 1.0]], ['2, k, 3', [1.819823499885513, 140.96837979183715, 1.0]], ['2, k, 4', [16.943297036010044, 131.01675774546828, 1.0]], ['2, k, 5', [35.71841301625149, 122.08918417476085, 1.0]], ['2, k, 6', [42.794060338435465, 141.45765385682938, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-15.988723555045231, 130.50019372822274, 1.0]], ['2, k, 9', [-35.45895851748686, 123.83228661125213, 1.0]], ['2, k, 10', [-37.76846556283425, 145.9349625078082, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.187278006119923, 84.26542418001614, 1.0]], ['2, k, 13', [2.29590437953927, 44.42431499766187, 1.0]], ['2, k, 14', [0.1650965099601387, 8.304474353931653, 1.0]], ['2, k, 15', [-2.2171397796076224, 4.2419247765157895, 1.0]], ['2, k, 16', [-9.145475030094104, 84.77848103694343, 1.0]], ['2, k, 17', [-16.595131493250083, 44.84351838662166, 1.0]], ['2, k, 18', [-22.430513577125677, 12.919548181518138, 1.0]], ['2, k, 19', [-24.111828148167692, 9.488742314864648, 1.0]], ['2, k, 20', [1.3919694301922887, 134.8371820689114, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.947308, 84.57922199999999, 1.0]], ['2, k, 1', [-0.05072688557538374, 113.23287901109349, 1.0]], ['2, k, 2', [1.4166204820091932, 134.8617189307002, 1.0]], ['2, k, 3', [1.8530077076439286, 140.99347864300606, 1.0]], ['2, k, 4', [16.968457781342174, 131.05806328376, 1.0]], ['2, k, 5', [35.810924962071276, 122.20570176554172, 1.0]], ['2, k, 6', [43.01667068436235, 141.6901819908404, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-15.949125657195866, 130.5068587850151, 1.0]], ['2, k, 9', [-35.39110134116068, 123.74161044537068, 1.0]], ['2, k, 10', [-37.81869934224087, 145.74906967608487, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.159108506227733, 84.27398857517277, 1.0]], ['2, k, 13', [2.396593020036328, 44.57608326418513, 1.0]], ['2, k, 14', [0.1479865069606494, 8.694040265856131, 1.0]], ['2, k, 15', [-2.2896162853662565, 4.4987646872095715, 1.0]], ['2, k, 16', [-9.183939877976371, 84.79943619409808, 1.0]], ['2, k, 17', [-18.953526349522235, 46.10882286706682, 1.0]], ['2, k, 18', [-26.449397568963107, 14.141148830263749, 1.0]], ['2, k, 19', [-28.36548566025046, 10.774531333958201, 1.0]], ['2, k, 20', [1.4166204820091932, 134.8617189307002, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-1.9747039999999998, 84.60258200000001, 1.0]], ['2, k, 1', [-0.06506259121353075, 113.2566111933242, 1.0]], ['2, k, 2', [1.4210633735600078, 134.8957247513895, 1.0]], ['2, k, 3', [1.865062603020967, 141.02781498814352, 1.0]], ['2, k, 4', [16.982908749263633, 131.10076823558217, 1.0]], ['2, k, 5', [35.89562719908473, 122.3197928172349, 1.0]], ['2, k, 6', [43.25852122654541, 141.96813595944636, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-15.926373730464528, 130.52552191706855, 1.0]], ['2, k, 9', [-35.310232846884894, 123.6725195052558, 1.0]], ['2, k, 10', [-37.86214732360925, 145.60363428302114, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.137581633332879, 84.29042733355855, 1.0]], ['2, k, 13', [2.522830408028194, 45.20995122861949, 1.0]], ['2, k, 14', [0.12011722522961188, 9.189848331577693, 1.0]], ['2, k, 15', [-2.348874559869662, 4.905144782919215, 1.0]], ['2, k, 16', [-9.235630618357659, 84.83560502979944, 1.0]], ['2, k, 17', [-21.416311008585016, 47.69364673426623, 1.0]], ['2, k, 18', [-30.67375260736734, 16.072582723872024, 1.0]], ['2, k, 19', [-32.899227577615825, 12.75503973611011, 1.0]], ['2, k, 20', [1.4210633735600078, 134.8957247513895, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.0229860000000004, 84.648718, 1.0]], ['2, k, 1', [-0.11010581615598913, 113.28558655698815, 1.0]], ['2, k, 2', [1.3905099387711048, 134.92987774666616, 1.0]], ['2, k, 3', [1.8401150514020894, 141.0613148637513, 1.0]], ['2, k, 4', [16.973945428727312, 131.1419501542473, 1.0]], ['2, k, 5', [35.96765000248728, 122.41659810217514, 1.0]], ['2, k, 6', [43.4961488084792, 142.23959522660095, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-15.902628698619901, 130.55480652783058, 1.0]], ['2, k, 9', [-35.19691340850742, 123.61428004997674, 1.0]], ['2, k, 10', [-37.89465225190977, 145.5546028008102, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.112447789733745, 84.32257834928664, 1.0]], ['2, k, 13', [2.6668364678383054, 46.38645816359545, 1.0]], ['2, k, 14', [0.0647012862564651, 9.677798248426967, 1.0]], ['2, k, 15', [-2.425147545362217, 5.325360330345602, 1.0]], ['2, k, 16', [-9.308591814132097, 84.90808487092875, 1.0]], ['2, k, 17', [-23.967012416604565, 49.65289349487999, 1.0]], ['2, k, 18', [-35.51859369876637, 18.48075367080096, 1.0]], ['2, k, 19', [-37.919067518052096, 15.329107079708184, 1.0]], ['2, k, 20', [1.3905099387711048, 134.92987774666616, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.080706, 84.723618, 1.0]], ['2, k, 1', [-0.17086933600801402, 113.33509674158307, 1.0]], ['2, k, 2', [1.3394061231167105, 134.98291117553538, 1.0]], ['2, k, 3', [1.7935695172775645, 141.114756041579, 1.0]], ['2, k, 4', [16.9312963701195, 131.20156650989972, 1.0]], ['2, k, 5', [36.01891641233739, 122.51640911670005, 1.0]], ['2, k, 6', [43.766276501407646, 142.63133543258118, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-15.938118493601156, 130.59337043341438, 1.0]], ['2, k, 9', [-35.11628551818127, 123.57397001376705, 1.0]], ['2, k, 10', [-37.95945230734234, 145.5050642931257, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.092353640290926, 84.37516886499512, 1.0]], ['2, k, 13', [2.7884157927239204, 47.49397114074766, 1.0]], ['2, k, 14', [-0.012709162327792178, 10.194227180849438, 1.0]], ['2, k, 15', [-2.51512104974769, 5.786628824411888, 1.0]], ['2, k, 16', [-9.383602561861691, 85.01438631786257, 1.0]], ['2, k, 17', [-26.24991788829724, 52.396134083663526, 1.0]], ['2, k, 18', [-40.390494262109485, 21.630035840487906, 1.0]], ['2, k, 19', [-43.02161886108341, 18.641802249260422, 1.0]], ['2, k, 20', [1.3394061231167105, 134.98291117553538, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.1354819999999997, 84.840606, 1.0]], ['2, k, 1', [-0.23247826160109342, 113.40189747415747, 1.0]], ['2, k, 2', [1.2853393261359811, 135.0397549798289, 1.0]], ['2, k, 3', [1.7435502574034643, 141.17067045995967, 1.0]], ['2, k, 4', [16.886970638543282, 131.2620044615556, 1.0]], ['2, k, 5', [36.08533202515102, 122.60609580833713, 1.0]], ['2, k, 6', [44.00713259699462, 142.90712408671263, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-15.96239062572143, 130.63638850990597, 1.0]], ['2, k, 9', [-35.041086407121384, 123.52549977709592, 1.0]], ['2, k, 10', [-38.05824189056254, 145.55592194495676, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.08620706171669, 84.45419787694512, 1.0]], ['2, k, 13', [2.9083853901372807, 48.6037196758384, 1.0]], ['2, k, 14', [-0.1021477659498089, 10.576271839224958, 1.0]], ['2, k, 15', [-2.5859051731364318, 6.147321588521983, 1.0]], ['2, k, 16', [-9.44334763550399, 85.17928504992251, 1.0]], ['2, k, 17', [-28.3523529856467, 55.38778577479614, 1.0]], ['2, k, 18', [-45.15225033033306, 25.48337246313009, 1.0]], ['2, k, 19', [-47.97859075152027, 22.74788152311787, 1.0]], ['2, k, 20', [1.2853393261359811, 135.0397549798289, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.1932440000000004, 84.99376199999999, 1.0]], ['2, k, 1', [-0.30173352410776433, 113.47109863941708, 1.0]], ['2, k, 2', [1.2191186052591552, 135.07846691470698, 1.0]], ['2, k, 3', [1.6793225402345233, 141.20464942461516, 1.0]], ['2, k, 4', [16.839801574580957, 131.30419930854615, 1.0]], ['2, k, 5', [36.140807766408784, 122.66628010538508, 1.0]], ['2, k, 6', [44.21795626294421, 143.08189060770997, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-15.954388832437317, 130.67659943185225, 1.0]], ['2, k, 9', [-34.93826468666238, 123.47646249358337, 1.0]], ['2, k, 10', [-38.15514263657719, 145.6684343300305, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.085198976050659, 84.55979925030817, 1.0]], ['2, k, 13', [3.024143916573206, 49.69038644504752, 1.0]], ['2, k, 14', [-0.2228636389469445, 10.73774215466893, 1.0]], ['2, k, 15', [-2.551027733027407, 6.5105205449452805, 1.0]], ['2, k, 16', [-9.493840009043259, 85.39311797306539, 1.0]], ['2, k, 17', [-30.244232366331737, 58.562772016323294, 1.0]], ['2, k, 18', [-49.179787983584376, 30.73630277064116, 1.0]], ['2, k, 19', [-52.27503845005346, 28.219367143259355, 1.0]], ['2, k, 20', [1.2191186052591552, 135.07846691470698, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-2.2340780000000002, 85.14899999999999, 1.0]], ['2, k, 1', [-0.3544139257490553, 113.54089704248528, 1.0]], ['2, k, 2', [1.1680837235671653, 135.1121386351186, 1.0]], ['2, k, 3', [1.6299211348153988, 141.23260449741596, 1.0]], ['2, k, 4', [16.80373303793869, 131.34216923993213, 1.0]], ['2, k, 5', [36.20638121198627, 122.7189544081525, 1.0]], ['2, k, 6', [44.408604736267954, 143.21355052268115, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-15.934597026311984, 130.7122214888269, 1.0]], ['2, k, 9', [-34.82877198674541, 123.42203963581004, 1.0]], ['2, k, 10', [-38.244270017816554, 145.74270872485278, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [5.100480316365081, 84.65949639978874, 1.0]], ['2, k, 13', [3.1237077213225417, 50.32411386579987, 1.0]], ['2, k, 14', [-0.388053044050102, 10.735838841235513, 1.0]], ['2, k, 15', [-2.5032473691190553, 6.680434010907623, 1.0]], ['2, k, 16', [-9.506523189326868, 85.62181147008609, 1.0]], ['2, k, 17', [-31.9491426337999, 61.73758076538511, 1.0]], ['2, k, 18', [-52.45896281106171, 36.69382474709796, 1.0]], ['2, k, 19', [-55.9294088380145, 34.38853460232829, 1.0]], ['2, k, 20', [1.1680837235671653, 135.1121386351186, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
