[['2, k, 0', [0.152527, -1.10961, 1.0]], ['2, k, 1', [0.155852, -0.826159, 1.0]], ['2, k, 2', [0.15843, -0.545536, 1.0]], ['2, k, 3', [0.17382, -0.400781, 1.0]], ['2, k, 4', [-0.0207896, -0.654328, 1.0]], ['2, k, 5', [-0.13147, -0.886186, 1.0]], ['2, k, 6', [-0.205496, -1.07281, 1.0]], ['2, k, 7', [-0.205063, -1.11455, 1.0]], ['2, k, 8', [0.336904, -0.653917, 1.0]], ['2, k, 9', [0.433195, -0.899009, 1.0]], ['2, k, 10', [0.465276, -1.0935, 1.0]], ['2, k, 11', [0.460139, -1.12987, 1.0]], ['2, k, 12', [0.0691712, -1.09604, 1.0]], ['2, k, 13', [0.0663349, -1.38274, 1.0]], ['2, k, 14', [0.0635776, -1.78366, 1.0]], ['2, k, 15', [0.049238, -1.8449, 1.0]], ['2, k, 16', [0.232127, -1.09585, 1.0]], ['2, k, 17', [0.24911, -1.38182, 1.0]], ['2, k, 18', [0.275612, -1.78521, 1.0]], ['2, k, 19', [0.268063, -1.84147, 1.0]], ['2, k, 20', [0.157918, -0.615475, 1.0]], ['2, k, 21', [-0.2102, -1.1537, 1.0]], ['2, k, 22', [-0.132046, -1.12812, 1.0]], ['2, k, 23', [0.465243, -1.17091, 1.0]], ['2, k, 24', [0.496079, -1.12468, 1.0]]]
[['2, k, 0', [0.150469, -1.11378, 1.0]], ['2, k, 1', [0.15406, -0.831859, 1.0]], ['2, k, 2', [0.156153, -0.55283, 1.0]], ['2, k, 3', [0.168589, -0.409368, 1.0]], ['2, k, 4', [-0.0227253, -0.661553, 1.0]], ['2, k, 5', [-0.133984, -0.893295, 1.0]], ['2, k, 6', [-0.205813, -1.07551, 1.0]], ['2, k, 7', [-0.206795, -1.11782, 1.0]], ['2, k, 8', [0.337266, -0.662209, 1.0]], ['2, k, 9', [0.431517, -0.902299, 1.0]], ['2, k, 10', [0.463026, -1.09094, 1.0]], ['2, k, 11', [0.458487, -1.12363, 1.0]], ['2, k, 12', [0.0669976, -1.10129, 1.0]], ['2, k, 13', [0.0668394, -1.38442, 1.0]], ['2, k, 14', [0.0676554, -1.78726, 1.0]], ['2, k, 15', [0.0550939, -1.84921, 1.0]], ['2, k, 16', [0.230251, -1.0992, 1.0]], ['2, k, 17', [0.246755, -1.38427, 1.0]], ['2, k, 18', [0.272621, -1.78712, 1.0]], ['2, k, 19', [0.265701, -1.84282, 1.0]], ['2, k, 20', [0.155795, -0.622397, 1.0]], ['2, k, 21', [-0.209306, -1.15704, 1.0]], ['2, k, 22', [-0.128219, -1.12876, 1.0]], ['2, k, 23', [0.458327, -1.16109, 1.0]], ['2, k, 24', [0.500116, -1.11427, 1.0]]]
[['2, k, 0', [0.150421, -1.11382, 1.0]], ['2, k, 1', [0.153943, -0.831902, 1.0]], ['2, k, 2', [0.15603, -0.552864, 1.0]], ['2, k, 3', [0.168179, -0.409569, 1.0]], ['2, k, 4', [-0.023081, -0.661441, 1.0]], ['2, k, 5', [-0.13391, -0.892904, 1.0]], ['2, k, 6', [-0.205829, -1.07545, 1.0]], ['2, k, 7', [-0.20627, -1.11856, 1.0]], ['2, k, 8', [0.33705, -0.662251, 1.0]], ['2, k, 9', [0.431018, -0.901853, 1.0]], ['2, k, 10', [0.462918, -1.09079, 1.0]], ['2, k, 11', [0.459087, -1.12421, 1.0]], ['2, k, 12', [0.0668681, -1.10128, 1.0]], ['2, k, 13', [0.0670852, -1.38288, 1.0]], ['2, k, 14', [0.068425, -1.7873, 1.0]], ['2, k, 15', [0.0560212, -1.84922, 1.0]], ['2, k, 16', [0.230188, -1.0993, 1.0]], ['2, k, 17', [0.24675, -1.38433, 1.0]], ['2, k, 18', [0.272702, -1.78725, 1.0]], ['2, k, 19', [0.265801, -1.84289, 1.0]], ['2, k, 20', [0.155668, -0.622433, 1.0]], ['2, k, 21', [-0.213895, -1.15877, 1.0]], ['2, k, 22', [-0.129166, -1.12868, 1.0]], ['2, k, 23', [0.460277, -1.16405, 1.0]], ['2, k, 24', [0.497469, -1.11486, 1.0]]]
[['2, k, 0', [0.150374, -1.11378, 1.0]], ['2, k, 1', [0.153817, -0.831879, 1.0]], ['2, k, 2', [0.155889, -0.552872, 1.0]], ['2, k, 3', [0.167677, -0.409679, 1.0]], ['2, k, 4', [-0.0233771, -0.661425, 1.0]], ['2, k, 5', [-0.134024, -0.892878, 1.0]], ['2, k, 6', [-0.205915, -1.0756, 1.0]], ['2, k, 7', [-0.20713, -1.11788, 1.0]], ['2, k, 8', [0.336762, -0.662303, 1.0]], ['2, k, 9', [0.430475, -0.901389, 1.0]], ['2, k, 10', [0.462884, -1.09045, 1.0]], ['2, k, 11', [0.458564, -1.12425, 1.0]], ['2, k, 12', [0.0668031, -1.10124, 1.0]], ['2, k, 13', [0.0670186, -1.38287, 1.0]], ['2, k, 14', [0.068355, -1.78731, 1.0]], ['2, k, 15', [0.0559191, -1.84915, 1.0]], ['2, k, 16', [0.230147, -1.09925, 1.0]], ['2, k, 17', [0.246863, -1.38441, 1.0]], ['2, k, 18', [0.273002, -1.78721, 1.0]], ['2, k, 19', [0.266125, -1.84283, 1.0]], ['2, k, 20', [0.155525, -0.622431, 1.0]], ['2, k, 21', [-0.214874, -1.15605, 1.0]], ['2, k, 22', [-0.127877, -1.12914, 1.0]], ['2, k, 23', [0.466355, -1.16585, 1.0]], ['2, k, 24', [0.499172, -1.11288, 1.0]]]
[['2, k, 0', [0.150411, -1.11396, 1.0]], ['2, k, 1', [0.153592, -0.832093, 1.0]], ['2, k, 2', [0.155248, -0.553048, 1.0]], ['2, k, 3', [0.167499, -0.409579, 1.0]], ['2, k, 4', [-0.0235734, -0.66159, 1.0]], ['2, k, 5', [-0.134404, -0.892852, 1.0]], ['2, k, 6', [-0.206046, -1.0756, 1.0]], ['2, k, 7', [-0.206861, -1.11738, 1.0]], ['2, k, 8', [0.336449, -0.662224, 1.0]], ['2, k, 9', [0.430138, -0.901171, 1.0]], ['2, k, 10', [0.462851, -1.09029, 1.0]], ['2, k, 11', [0.457064, -1.12401, 1.0]], ['2, k, 12', [0.0668285, -1.10161, 1.0]], ['2, k, 13', [0.0665499, -1.38287, 1.0]], ['2, k, 14', [0.0672093, -1.78762, 1.0]], ['2, k, 15', [0.054717, -1.84935, 1.0]], ['2, k, 16', [0.230183, -1.0993, 1.0]], ['2, k, 17', [0.246822, -1.38438, 1.0]], ['2, k, 18', [0.272875, -1.78731, 1.0]], ['2, k, 19', [0.266091, -1.84266, 1.0]], ['2, k, 20', [0.154999, -0.622623, 1.0]], ['2, k, 21', [-0.209109, -1.15588, 1.0]], ['2, k, 22', [-0.128299, -1.12842, 1.0]], ['2, k, 23', [0.459865, -1.16563, 1.0]], ['2, k, 24', [0.496817, -1.11452, 1.0]]]
[['2, k, 0', [0.150327, -1.11405, 1.0]], ['2, k, 1', [0.153494, -0.832151, 1.0]], ['2, k, 2', [0.155156, -0.553082, 1.0]], ['2, k, 3', [0.167212, -0.40967, 1.0]], ['2, k, 4', [-0.0238637, -0.661442, 1.0]], ['2, k, 5', [-0.134424, -0.892903, 1.0]], ['2, k, 6', [-0.206229, -1.07572, 1.0]], ['2, k, 7', [-0.207542, -1.11845, 1.0]], ['2, k, 8', [0.336345, -0.662265, 1.0]], ['2, k, 9', [0.429788, -0.900973, 1.0]], ['2, k, 10', [0.462736, -1.09023, 1.0]], ['2, k, 11', [0.45723, -1.12489, 1.0]], ['2, k, 12', [0.0667534, -1.10173, 1.0]], ['2, k, 13', [0.0662548, -1.38286, 1.0]], ['2, k, 14', [0.0666104, -1.78775, 1.0]], ['2, k, 15', [0.0539768, -1.84939, 1.0]], ['2, k, 16', [0.230102, -1.09933, 1.0]], ['2, k, 17', [0.246924, -1.3844, 1.0]], ['2, k, 18', [0.273223, -1.78731, 1.0]], ['2, k, 19', [0.266454, -1.84262, 1.0]], ['2, k, 20', [0.1549, -0.622665, 1.0]], ['2, k, 21', [-0.215279, -1.158, 1.0]], ['2, k, 22', [-0.13707, -1.13137, 1.0]], ['2, k, 23', [0.460366, -1.16388, 1.0]], ['2, k, 24', [0.499643, -1.11846, 1.0]]]
[['2, k, 0', [0.150328, -1.11407, 1.0]], ['2, k, 1', [0.153433, -0.832167, 1.0]], ['2, k, 2', [0.155017, -0.553077, 1.0]], ['2, k, 3', [0.166573, -0.409451, 1.0]], ['2, k, 4', [-0.0244987, -0.661667, 1.0]], ['2, k, 5', [-0.134528, -0.89303, 1.0]], ['2, k, 6', [-0.206599, -1.07575, 1.0]], ['2, k, 7', [-0.20726, -1.11947, 1.0]], ['2, k, 8', [0.336214, -0.662236, 1.0]], ['2, k, 9', [0.429339, -0.900776, 1.0]], ['2, k, 10', [0.462728, -1.09009, 1.0]], ['2, k, 11', [0.456419, -1.12512, 1.0]], ['2, k, 12', [0.0667695, -1.1018, 1.0]], ['2, k, 13', [0.0662094, -1.38282, 1.0]], ['2, k, 14', [0.0664806, -1.78783, 1.0]], ['2, k, 15', [0.0538698, -1.84945, 1.0]], ['2, k, 16', [0.2301, -1.09933, 1.0]], ['2, k, 17', [0.24688, -1.38453, 1.0]], ['2, k, 18', [0.273099, -1.78732, 1.0]], ['2, k, 19', [0.266359, -1.84264, 1.0]], ['2, k, 20', [0.154779, -0.622665, 1.0]], ['2, k, 21', [-0.21552, -1.16189, 1.0]], ['2, k, 22', [-0.13098, -1.12942, 1.0]], ['2, k, 23', [0.459494, -1.1634, 1.0]], ['2, k, 24', [0.486849, -1.12029, 1.0]]]
[['2, k, 0', [0.149942, -1.11421, 1.0]], ['2, k, 1', [0.153132, -0.832188, 1.0]], ['2, k, 2', [0.154861, -0.55299, 1.0]], ['2, k, 3', [0.166351, -0.409365, 1.0]], ['2, k, 4', [-0.0248528, -0.661721, 1.0]], ['2, k, 5', [-0.134599, -0.893033, 1.0]], ['2, k, 6', [-0.206785, -1.07575, 1.0]], ['2, k, 7', [-0.207264, -1.11723, 1.0]], ['2, k, 8', [0.336119, -0.662271, 1.0]], ['2, k, 9', [0.4289, -0.900529, 1.0]], ['2, k, 10', [0.462568, -1.09, 1.0]], ['2, k, 11', [0.455907, -1.12416, 1.0]], ['2, k, 12', [0.0663635, -1.10191, 1.0]], ['2, k, 13', [0.0660015, -1.38305, 1.0]], ['2, k, 14', [0.0665392, -1.78794, 1.0]], ['2, k, 15', [0.05405, -1.84959, 1.0]], ['2, k, 16', [0.229758, -1.09946, 1.0]], ['2, k, 17', [0.246753, -1.38444, 1.0]], ['2, k, 18', [0.273293, -1.78742, 1.0]], ['2, k, 19', [0.266678, -1.84273, 1.0]], ['2, k, 20', [0.154587, -0.622601, 1.0]], ['2, k, 21', [-0.21095, -1.15891, 1.0]], ['2, k, 22', [-0.129542, -1.1294, 1.0]], ['2, k, 23', [0.456565, -1.16385, 1.0]], ['2, k, 24', [0.48601, -1.11653, 1.0]]]
[['2, k, 0', [0.14983, -1.11421, 1.0]], ['2, k, 1', [0.153013, -0.832232, 1.0]], ['2, k, 2', [0.154856, -0.553092, 1.0]], ['2, k, 3', [0.165918, -0.409361, 1.0]], ['2, k, 4', [-0.0250616, -0.661606, 1.0]], ['2, k, 5', [-0.134596, -0.892802, 1.0]], ['2, k, 6', [-0.206873, -1.07572, 1.0]], ['2, k, 7', [-0.206372, -1.11816, 1.0]], ['2, k, 8', [0.335995, -0.662249, 1.0]], ['2, k, 9', [0.428406, -0.900207, 1.0]], ['2, k, 10', [0.462265, -1.08991, 1.0]], ['2, k, 11', [0.455135, -1.1235, 1.0]], ['2, k, 12', [0.0662363, -1.10196, 1.0]], ['2, k, 13', [0.0656625, -1.38294, 1.0]], ['2, k, 14', [0.0659067, -1.78805, 1.0]], ['2, k, 15', [0.0533951, -1.84953, 1.0]], ['2, k, 16', [0.229624, -1.09936, 1.0]], ['2, k, 17', [0.244118, -1.37888, 1.0]], ['2, k, 18', [0.268081, -1.78809, 1.0]], ['2, k, 19', [0.26061, -1.84221, 1.0]], ['2, k, 20', [0.154545, -0.622685, 1.0]], ['2, k, 21', [-0.215511, -1.15774, 1.0]], ['2, k, 22', [-0.130579, -1.12959, 1.0]], ['2, k, 23', [0.459799, -1.16576, 1.0]], ['2, k, 24', [0.493836, -1.11546, 1.0]]]
[['2, k, 0', [0.14957, -1.11412, 1.0]], ['2, k, 1', [0.152766, -0.832223, 1.0]], ['2, k, 2', [0.154708, -0.553179, 1.0]], ['2, k, 3', [0.165766, -0.409393, 1.0]], ['2, k, 4', [-0.0253336, -0.661659, 1.0]], ['2, k, 5', [-0.13484, -0.892999, 1.0]], ['2, k, 6', [-0.206935, -1.07595, 1.0]], ['2, k, 7', [-0.20718, -1.11863, 1.0]], ['2, k, 8', [0.335834, -0.662186, 1.0]], ['2, k, 9', [0.428026, -0.900003, 1.0]], ['2, k, 10', [0.462049, -1.08962, 1.0]], ['2, k, 11', [0.455287, -1.12347, 1.0]], ['2, k, 12', [0.0660467, -1.10192, 1.0]], ['2, k, 13', [0.0655301, -1.38328, 1.0]], ['2, k, 14', [0.0658491, -1.78804, 1.0]], ['2, k, 15', [0.0533551, -1.84937, 1.0]], ['2, k, 16', [0.22927, -1.09916, 1.0]], ['2, k, 17', [0.244158, -1.37937, 1.0]], ['2, k, 18', [0.268561, -1.78775, 1.0]], ['2, k, 19', [0.261231, -1.84201, 1.0]], ['2, k, 20', [0.154368, -0.622746, 1.0]], ['2, k, 21', [-0.217546, -1.15931, 1.0]], ['2, k, 22', [-0.130744, -1.12913, 1.0]], ['2, k, 23', [0.460391, -1.16304, 1.0]], ['2, k, 24', [0.481397, -1.10966, 1.0]]]
[['2, k, 0', [0.149288, -1.11428, 1.0]], ['2, k, 1', [0.152619, -0.832341, 1.0]], ['2, k, 2', [0.154671, -0.55328, 1.0]], ['2, k, 3', [0.16545, -0.409534, 1.0]], ['2, k, 4', [-0.0254228, -0.661641, 1.0]], ['2, k, 5', [-0.135004, -0.893202, 1.0]], ['2, k, 6', [-0.207266, -1.07617, 1.0]], ['2, k, 7', [-0.208823, -1.11878, 1.0]], ['2, k, 8', [0.335644, -0.662126, 1.0]], ['2, k, 9', [0.427748, -0.899844, 1.0]], ['2, k, 10', [0.462029, -1.08947, 1.0]], ['2, k, 11', [0.455885, -1.12358, 1.0]], ['2, k, 12', [0.0657455, -1.1021, 1.0]], ['2, k, 13', [0.0654887, -1.38333, 1.0]], ['2, k, 14', [0.0661614, -1.78818, 1.0]], ['2, k, 15', [0.0537199, -1.84951, 1.0]], ['2, k, 16', [0.229037, -1.09926, 1.0]], ['2, k, 17', [0.243886, -1.3797, 1.0]], ['2, k, 18', [0.268194, -1.78782, 1.0]], ['2, k, 19', [0.260788, -1.84208, 1.0]], ['2, k, 20', [0.154307, -0.622848, 1.0]], ['2, k, 21', [-0.216131, -1.15872, 1.0]], ['2, k, 22', [-0.129474, -1.12951, 1.0]], ['2, k, 23', [0.463164, -1.16434, 1.0]], ['2, k, 24', [0.49827, -1.11911, 1.0]]]
[['2, k, 0', [0.14901, -1.1144, 1.0]], ['2, k, 1', [0.15228, -0.832439, 1.0]], ['2, k, 2', [0.154357, -0.553335, 1.0]], ['2, k, 3', [0.165238, -0.409749, 1.0]], ['2, k, 4', [-0.0257447, -0.661651, 1.0]], ['2, k, 5', [-0.135408, -0.893543, 1.0]], ['2, k, 6', [-0.207648, -1.0767, 1.0]], ['2, k, 7', [-0.208259, -1.11912, 1.0]], ['2, k, 8', [0.335458, -0.662106, 1.0]], ['2, k, 9', [0.427317, -0.899604, 1.0]], ['2, k, 10', [0.461942, -1.08926, 1.0]], ['2, k, 11', [0.455454, -1.12378, 1.0]], ['2, k, 12', [0.0654323, -1.10222, 1.0]], ['2, k, 13', [0.0654831, -1.38333, 1.0]], ['2, k, 14', [0.0665757, -1.78822, 1.0]], ['2, k, 15', [0.0542806, -1.8497, 1.0]], ['2, k, 16', [0.228809, -1.09937, 1.0]], ['2, k, 17', [0.24387, -1.381, 1.0]], ['2, k, 18', [0.268291, -1.78789, 1.0]], ['2, k, 19', [0.260957, -1.84215, 1.0]], ['2, k, 20', [0.153986, -0.622911, 1.0]], ['2, k, 21', [-0.215443, -1.1587, 1.0]], ['2, k, 22', [-0.131081, -1.1301, 1.0]], ['2, k, 23', [0.459858, -1.16314, 1.0]], ['2, k, 24', [0.506405, -1.13136, 1.0]]]
[['2, k, 0', [0.148811, -1.11468, 1.0]], ['2, k, 1', [0.152014, -0.832588, 1.0]], ['2, k, 2', [0.154069, -0.553293, 1.0]], ['2, k, 3', [0.165035, -0.409635, 1.0]], ['2, k, 4', [-0.0259166, -0.66166, 1.0]], ['2, k, 5', [-0.135516, -0.893631, 1.0]], ['2, k, 6', [-0.207778, -1.07682, 1.0]], ['2, k, 7', [-0.207722, -1.11918, 1.0]], ['2, k, 8', [0.335184, -0.662471, 1.0]], ['2, k, 9', [0.427133, -0.899564, 1.0]], ['2, k, 10', [0.461846, -1.08928, 1.0]], ['2, k, 11', [0.455424, -1.12342, 1.0]], ['2, k, 12', [0.0651898, -1.10251, 1.0]], ['2, k, 13', [0.0654935, -1.38339, 1.0]], ['2, k, 14', [0.0669328, -1.78839, 1.0]], ['2, k, 15', [0.0546493, -1.84995, 1.0]], ['2, k, 16', [0.228663, -1.09959, 1.0]], ['2, k, 17', [0.243963, -1.3815, 1.0]], ['2, k, 18', [0.268665, -1.78799, 1.0]], ['2, k, 19', [0.261322, -1.84235, 1.0]], ['2, k, 20', [0.1537, -0.622922, 1.0]], ['2, k, 21', [-0.21284, -1.15896, 1.0]], ['2, k, 22', [-0.129981, -1.12929, 1.0]], ['2, k, 23', [0.457617, -1.1644, 1.0]], ['2, k, 24', [0.489886, -1.11881, 1.0]]]
[['2, k, 0', [0.148819, -1.11477, 1.0]], ['2, k, 1', [0.151883, -0.832636, 1.0]], ['2, k, 2', [0.153747, -0.55315, 1.0]], ['2, k, 3', [0.164817, -0.40945, 1.0]], ['2, k, 4', [-0.0261654, -0.661493, 1.0]], ['2, k, 5', [-0.135691, -0.893587, 1.0]], ['2, k, 6', [-0.208073, -1.07691, 1.0]], ['2, k, 7', [-0.208419, -1.11876, 1.0]], ['2, k, 8', [0.335057, -0.662462, 1.0]], ['2, k, 9', [0.426793, -0.899882, 1.0]], ['2, k, 10', [0.461728, -1.08943, 1.0]], ['2, k, 11', [0.455031, -1.12394, 1.0]], ['2, k, 12', [0.0651879, -1.10269, 1.0]], ['2, k, 13', [0.0655346, -1.3835, 1.0]], ['2, k, 14', [0.0670339, -1.78853, 1.0]], ['2, k, 15', [0.0549106, -1.84984, 1.0]], ['2, k, 16', [0.228681, -1.09962, 1.0]], ['2, k, 17', [0.244099, -1.38191, 1.0]], ['2, k, 18', [0.268902, -1.78793, 1.0]], ['2, k, 19', [0.261719, -1.84216, 1.0]], ['2, k, 20', [0.153428, -0.622836, 1.0]], ['2, k, 21', [-0.217311, -1.15801, 1.0]], ['2, k, 22', [-0.131843, -1.13002, 1.0]], ['2, k, 23', [0.462261, -1.16649, 1.0]], ['2, k, 24', [0.485791, -1.11971, 1.0]]]
[['2, k, 0', [0.148816, -1.1148, 1.0]], ['2, k, 1', [0.151804, -0.832647, 1.0]], ['2, k, 2', [0.153598, -0.553141, 1.0]], ['2, k, 3', [0.164537, -0.409316, 1.0]], ['2, k, 4', [-0.026613, -0.661681, 1.0]], ['2, k, 5', [-0.135778, -0.893662, 1.0]], ['2, k, 6', [-0.208193, -1.07702, 1.0]], ['2, k, 7', [-0.20782, -1.12011, 1.0]], ['2, k, 8', [0.334819, -0.662534, 1.0]], ['2, k, 9', [0.42644, -0.900216, 1.0]], ['2, k, 10', [0.461458, -1.08966, 1.0]], ['2, k, 11', [0.45466, -1.12318, 1.0]], ['2, k, 12', [0.0651832, -1.10283, 1.0]], ['2, k, 13', [0.0652889, -1.38316, 1.0]], ['2, k, 14', [0.0664593, -1.7887, 1.0]], ['2, k, 15', [0.0542499, -1.84995, 1.0]], ['2, k, 16', [0.228678, -1.09953, 1.0]], ['2, k, 17', [0.244527, -1.37889, 1.0]], ['2, k, 18', [0.270379, -1.78795, 1.0]], ['2, k, 19', [0.263417, -1.84172, 1.0]], ['2, k, 20', [0.153296, -0.622831, 1.0]], ['2, k, 21', [-0.217957, -1.16024, 1.0]], ['2, k, 22', [-0.130001, -1.12977, 1.0]], ['2, k, 23', [0.462321, -1.16491, 1.0]], ['2, k, 24', [0.489069, -1.12029, 1.0]]]
[['2, k, 0', [0.148601, -1.1149, 1.0]], ['2, k, 1', [0.151547, -0.832706, 1.0]], ['2, k, 2', [0.153383, -0.553165, 1.0]], ['2, k, 3', [0.16417, -0.40937, 1.0]], ['2, k, 4', [-0.0268863, -0.661686, 1.0]], ['2, k, 5', [-0.136141, -0.893786, 1.0]], ['2, k, 6', [-0.208321, -1.07722, 1.0]], ['2, k, 7', [-0.207563, -1.11901, 1.0]], ['2, k, 8', [0.33459, -0.662479, 1.0]], ['2, k, 9', [0.426125, -0.900621, 1.0]], ['2, k, 10', [0.461382, -1.08981, 1.0]], ['2, k, 11', [0.455373, -1.12406, 1.0]], ['2, k, 12', [0.064882, -1.10294, 1.0]], ['2, k, 13', [0.0650656, -1.3832, 1.0]], ['2, k, 14', [0.0663395, -1.78871, 1.0]], ['2, k, 15', [0.0541115, -1.85017, 1.0]], ['2, k, 16', [0.228542, -1.09961, 1.0]], ['2, k, 17', [0.24421, -1.37965, 1.0]], ['2, k, 18', [0.269705, -1.78805, 1.0]], ['2, k, 19', [0.262604, -1.84186, 1.0]], ['2, k, 20', [0.153067, -0.622861, 1.0]], ['2, k, 21', [-0.213827, -1.15707, 1.0]], ['2, k, 22', [-0.129256, -1.13019, 1.0]], ['2, k, 23', [0.461944, -1.16331, 1.0]], ['2, k, 24', [0.484564, -1.11745, 1.0]]]
[['2, k, 0', [0.148584, -1.11503, 1.0]], ['2, k, 1', [0.151384, -0.832889, 1.0]], ['2, k, 2', [0.153091, -0.553386, 1.0]], ['2, k, 3', [0.163775, -0.409443, 1.0]], ['2, k, 4', [-0.0270519, -0.66149, 1.0]], ['2, k, 5', [-0.136494, -0.894077, 1.0]], ['2, k, 6', [-0.208578, -1.07767, 1.0]], ['2, k, 7', [-0.207971, -1.11944, 1.0]], ['2, k, 8', [0.334143, -0.662532, 1.0]], ['2, k, 9', [0.425852, -0.900765, 1.0]], ['2, k, 10', [0.461314, -1.08999, 1.0]], ['2, k, 11', [0.454152, -1.12319, 1.0]], ['2, k, 12', [0.0648506, -1.10317, 1.0]], ['2, k, 13', [0.065211, -1.38288, 1.0]], ['2, k, 14', [0.0667346, -1.78883, 1.0]], ['2, k, 15', [0.0544708, -1.85037, 1.0]], ['2, k, 16', [0.228544, -1.09966, 1.0]], ['2, k, 17', [0.244177, -1.38136, 1.0]], ['2, k, 18', [0.269362, -1.78797, 1.0]], ['2, k, 19', [0.26211, -1.84205, 1.0]], ['2, k, 20', [0.152805, -0.623072, 1.0]], ['2, k, 21', [-0.217331, -1.15828, 1.0]], ['2, k, 22', [-0.129518, -1.13124, 1.0]], ['2, k, 23', [0.458783, -1.162, 1.0]], ['2, k, 24', [0.484416, -1.11918, 1.0]]]
[['2, k, 0', [0.148428, -1.11507, 1.0]], ['2, k, 1', [0.151206, -0.832879, 1.0]], ['2, k, 2', [0.152957, -0.553361, 1.0]], ['2, k, 3', [0.163568, -0.409435, 1.0]], ['2, k, 4', [-0.0273595, -0.661417, 1.0]], ['2, k, 5', [-0.136572, -0.893975, 1.0]], ['2, k, 6', [-0.208753, -1.07779, 1.0]], ['2, k, 7', [-0.209139, -1.12058, 1.0]], ['2, k, 8', [0.333794, -0.662253, 1.0]], ['2, k, 9', [0.42558, -0.900323, 1.0]], ['2, k, 10', [0.461114, -1.08974, 1.0]], ['2, k, 11', [0.455117, -1.12262, 1.0]], ['2, k, 12', [0.0646742, -1.10327, 1.0]], ['2, k, 13', [0.0654867, -1.38069, 1.0]], ['2, k, 14', [0.0676681, -1.78902, 1.0]], ['2, k, 15', [0.0554813, -1.85045, 1.0]], ['2, k, 16', [0.228418, -1.0996, 1.0]], ['2, k, 17', [0.244057, -1.38144, 1.0]], ['2, k, 18', [0.269221, -1.7878, 1.0]], ['2, k, 19', [0.261876, -1.84219, 1.0]], ['2, k, 20', [0.152658, -0.623048, 1.0]], ['2, k, 21', [-0.216275, -1.16016, 1.0]], ['2, k, 22', [-0.130142, -1.13015, 1.0]], ['2, k, 23', [0.461057, -1.16553, 1.0]], ['2, k, 24', [0.490708, -1.11806, 1.0]]]
[['2, k, 0', [0.148218, -1.11519, 1.0]], ['2, k, 1', [0.150922, -0.832939, 1.0]], ['2, k, 2', [0.152652, -0.553314, 1.0]], ['2, k, 3', [0.16304, -0.409465, 1.0]], ['2, k, 4', [-0.0276035, -0.661404, 1.0]], ['2, k, 5', [-0.136798, -0.894203, 1.0]], ['2, k, 6', [-0.208932, -1.07824, 1.0]], ['2, k, 7', [-0.207257, -1.12151, 1.0]], ['2, k, 8', [0.333365, -0.662207, 1.0]], ['2, k, 9', [0.425285, -0.900485, 1.0]], ['2, k, 10', [0.461016, -1.08989, 1.0]], ['2, k, 11', [0.455013, -1.12284, 1.0]], ['2, k, 12', [0.0643825, -1.10343, 1.0]], ['2, k, 13', [0.0652722, -1.38035, 1.0]], ['2, k, 14', [0.0675641, -1.78899, 1.0]], ['2, k, 15', [0.0553241, -1.85063, 1.0]], ['2, k, 16', [0.228274, -1.09967, 1.0]], ['2, k, 17', [0.24409, -1.38186, 1.0]], ['2, k, 18', [0.269447, -1.78791, 1.0]], ['2, k, 19', [0.262048, -1.84204, 1.0]], ['2, k, 20', [0.152353, -0.62303, 1.0]], ['2, k, 21', [-0.217644, -1.1607, 1.0]], ['2, k, 22', [-0.130886, -1.13069, 1.0]], ['2, k, 23', [0.461188, -1.16591, 1.0]], ['2, k, 24', [0.488154, -1.11979, 1.0]]]
[['2, k, 0', [0.14822, -1.11514, 1.0]], ['2, k, 1', [0.15061, -0.832725, 1.0]], ['2, k, 2', [0.151767, -0.55286, 1.0]], ['2, k, 3', [0.162543, -0.409389, 1.0]], ['2, k, 4', [-0.027981, -0.660988, 1.0]], ['2, k, 5', [-0.13684, -0.894311, 1.0]], ['2, k, 6', [-0.208899, -1.07859, 1.0]], ['2, k, 7', [-0.208167, -1.12404, 1.0]], ['2, k, 8', [0.333056, -0.661807, 1.0]], ['2, k, 9', [0.425182, -0.900486, 1.0]], ['2, k, 10', [0.460971, -1.09004, 1.0]], ['2, k, 11', [0.455663, -1.12216, 1.0]], ['2, k, 12', [0.0643945, -1.10341, 1.0]], ['2, k, 13', [0.0657529, -1.37595, 1.0]], ['2, k, 14', [0.0687913, -1.78927, 1.0]], ['2, k, 15', [0.05669, -1.85015, 1.0]], ['2, k, 16', [0.228275, -1.0996, 1.0]], ['2, k, 17', [0.243298, -1.38213, 1.0]], ['2, k, 18', [0.267516, -1.78786, 1.0]], ['2, k, 19', [0.259737, -1.842, 1.0]], ['2, k, 20', [0.151632, -0.62264, 1.0]], ['2, k, 21', [-0.216723, -1.16298, 1.0]], ['2, k, 22', [-0.132541, -1.13268, 1.0]], ['2, k, 23', [0.463811, -1.16454, 1.0]], ['2, k, 24', [0.497518, -1.11225, 1.0]]]
