[['2, k, 0', [-0.1777464, 0.06372119, 1.0]], ['2, k, 1', [-0.1580649, 0.3714483, 1.0]], ['2, k, 2', [-0.1371442, 0.6674296, 1.0]], ['2, k, 3', [-0.1263477, 0.8140655, 1.0]], ['2, k, 4', [-0.2965542, 0.544203, 1.0]], ['2, k, 5', [-0.356953, 0.2769324, 1.0]], ['2, k, 6', [-0.3768284, 0.02353721, 1.0]], ['2, k, 7', [-0.3781689, -0.008422405, 1.0]], ['2, k, 8', [0.03282049, 0.5534511, 1.0]], ['2, k, 9', [0.089185, 0.3220803, 1.0]], ['2, k, 10', [0.1093188, 0.1039241, 1.0]], ['2, k, 11', [0.1064892, 0.06622891, 1.0]], ['2, k, 12', [-0.2494552, 0.06432743, 1.0]], ['2, k, 13', [-0.3293739, -0.2943631, 1.0]], ['2, k, 14', [-0.3619438, -0.6472698, 1.0]], ['2, k, 15', [-0.3615621, -0.7173036, 1.0]], ['2, k, 16', [-0.1000488, 0.0613158, 1.0]], ['2, k, 17', [-0.1179145, -0.2945235, 1.0]], ['2, k, 18', [-0.1577598, -0.6438003, 1.0]], ['2, k, 19', [-0.1527992, -0.7225145, 1.0]], ['2, k, 20', [-0.1425012, 0.5950873, 1.0]], ['2, k, 21', [-0.4026376, -0.0481647, 1.0]], ['2, k, 22', [-0.4082341, -0.006800335, 1.0]], ['2, k, 23', [0.1129495, 0.002698874, 1.0]], ['2, k, 24', [0.147999, 0.05397909, 1.0]]]
[['2, k, 0', [-0.2653457, 0.05245791, 1.0]], ['2, k, 1', [-0.2666779, 0.3590107, 1.0]], ['2, k, 2', [-0.2663866, 0.6540427, 1.0]], ['2, k, 3', [-0.2536796, 0.7990081, 1.0]], ['2, k, 4', [-0.4183369, 0.5302977, 1.0]], ['2, k, 5', [-0.4622104, 0.2817847, 1.0]], ['2, k, 6', [-0.4386617, 0.06302474, 1.0]], ['2, k, 7', [-0.4261839, 0.004060879, 1.0]], ['2, k, 8', [-0.09545337, 0.5517383, 1.0]], ['2, k, 9', [-0.009166531, 0.3158993, 1.0]], ['2, k, 10', [0.09298204, 0.1178591, 1.0]], ['2, k, 11', [0.1078614, 0.06488909, 1.0]], ['2, k, 12', [-0.3346239, 0.04963211, 1.0]], ['2, k, 13', [-0.4065287, -0.2982841, 1.0]], ['2, k, 14', [-0.4466954, -0.6596213, 1.0]], ['2, k, 15', [-0.4341903, -0.7315751, 1.0]], ['2, k, 16', [-0.1874159, 0.05351195, 1.0]], ['2, k, 17', [-0.1820549, -0.2912611, 1.0]], ['2, k, 18', [-0.2001906, -0.6269364, 1.0]], ['2, k, 19', [-0.1868424, -0.7190025, 1.0]], ['2, k, 20', [-0.2667476, 0.5819079, 1.0]], ['2, k, 21', [-0.419865, -0.07007512, 1.0]], ['2, k, 22', [-0.4616152, -0.02308722, 1.0]], ['2, k, 23', [0.1183246, 0.004427478, 1.0]], ['2, k, 24', [0.1453876, 0.05534801, 1.0]]]
[['2, k, 0', [-0.2657221, 0.05248839, 1.0]], ['2, k, 1', [-0.2671044, 0.358995, 1.0]], ['2, k, 2', [-0.2668144, 0.6539466, 1.0]], ['2, k, 3', [-0.2536845, 0.7988264, 1.0]], ['2, k, 4', [-0.4184162, 0.530831, 1.0]], ['2, k, 5', [-0.4624742, 0.2819107, 1.0]], ['2, k, 6', [-0.4382452, 0.06302425, 1.0]], ['2, k, 7', [-0.4250054, 0.004079939, 1.0]], ['2, k, 8', [-0.09615795, 0.552279, 1.0]], ['2, k, 9', [-0.008943147, 0.3159439, 1.0]], ['2, k, 10', [0.09278981, 0.1176856, 1.0]], ['2, k, 11', [0.1058856, 0.06665276, 1.0]], ['2, k, 12', [-0.3349703, 0.04965257, 1.0]], ['2, k, 13', [-0.4066067, -0.2982474, 1.0]], ['2, k, 14', [-0.4468296, -0.6597577, 1.0]], ['2, k, 15', [-0.4341592, -0.7315636, 1.0]], ['2, k, 16', [-0.1877761, 0.05355298, 1.0]], ['2, k, 17', [-0.1824443, -0.2912652, 1.0]], ['2, k, 18', [-0.2002618, -0.6270745, 1.0]], ['2, k, 19', [-0.19103, -0.7204986, 1.0]], ['2, k, 20', [-0.2671774, 0.581836, 1.0]], ['2, k, 21', [-0.4192242, -0.06651052, 1.0]], ['2, k, 22', [-0.4512325, 0.0009614241, 1.0]], ['2, k, 23', [0.119672, 0.006123877, 1.0]], ['2, k, 24', [0.1370268, 0.05811303, 1.0]]]
[['2, k, 0', [-0.2658057, 0.05243023, 1.0]], ['2, k, 1', [-0.2670887, 0.3588981, 1.0]], ['2, k, 2', [-0.2667019, 0.6538083, 1.0]], ['2, k, 3', [-0.2538062, 0.7986721, 1.0]], ['2, k, 4', [-0.4191268, 0.5309435, 1.0]], ['2, k, 5', [-0.4625173, 0.2824255, 1.0]], ['2, k, 6', [-0.4382518, 0.0623682, 1.0]], ['2, k, 7', [-0.4249387, 0.004096973, 1.0]], ['2, k, 8', [-0.09639563, 0.5520627, 1.0]], ['2, k, 9', [-0.008859253, 0.3158921, 1.0]], ['2, k, 10', [0.09105736, 0.116733, 1.0]], ['2, k, 11', [0.1111324, 0.05776826, 1.0]], ['2, k, 12', [-0.3350256, 0.04962906, 1.0]], ['2, k, 13', [-0.4067859, -0.2978941, 1.0]], ['2, k, 14', [-0.4467616, -0.659093, 1.0]], ['2, k, 15', [-0.4341458, -0.7315586, 1.0]], ['2, k, 16', [-0.1878699, 0.05346252, 1.0]], ['2, k, 17', [-0.1828006, -0.2915675, 1.0]], ['2, k, 18', [-0.2003368, -0.6272978, 1.0]], ['2, k, 19', [-0.1914566, -0.7201648, 1.0]], ['2, k, 20', [-0.267087, 0.5817087, 1.0]], ['2, k, 21', [-0.4175363, -0.07095105, 1.0]], ['2, k, 22', [-0.4494492, -0.0003564047, 1.0]], ['2, k, 23', [0.1383741, -0.01579926, 1.0]], ['2, k, 24', [0.1473478, 0.05481417, 1.0]]]
[['2, k, 0', [-0.2659807, 0.05230887, 1.0]], ['2, k, 1', [-0.2671138, 0.3588485, 1.0]], ['2, k, 2', [-0.2665555, 0.6538399, 1.0]], ['2, k, 3', [-0.2539229, 0.7986901, 1.0]], ['2, k, 4', [-0.4194646, 0.5307889, 1.0]], ['2, k, 5', [-0.462762, 0.2836264, 1.0]], ['2, k, 6', [-0.437824, 0.06419224, 1.0]], ['2, k, 7', [-0.4248796, 0.002608097, 1.0]], ['2, k, 8', [-0.09660651, 0.5520126, 1.0]], ['2, k, 9', [-0.008815443, 0.3159603, 1.0]], ['2, k, 10', [0.09119024, 0.11684, 1.0]], ['2, k, 11', [0.1108429, 0.05887781, 1.0]], ['2, k, 12', [-0.3351489, 0.04953738, 1.0]], ['2, k, 13', [-0.4069084, -0.2979313, 1.0]], ['2, k, 14', [-0.4468488, -0.6587684, 1.0]], ['2, k, 15', [-0.4341202, -0.7315081, 1.0]], ['2, k, 16', [-0.1880809, 0.05331955, 1.0]], ['2, k, 17', [-0.182955, -0.2915448, 1.0]], ['2, k, 18', [-0.2003005, -0.627129, 1.0]], ['2, k, 19', [-0.1916144, -0.7201231, 1.0]], ['2, k, 20', [-0.2669848, 0.5817199, 1.0]], ['2, k, 21', [-0.419403, -0.07067104, 1.0]], ['2, k, 22', [-0.4534951, -0.005147061, 1.0]], ['2, k, 23', [0.1382512, -0.01396929, 1.0]], ['2, k, 24', [0.1458694, 0.05099247, 1.0]]]
[['2, k, 0', [-0.2662686, 0.05222593, 1.0]], ['2, k, 1', [-0.2673162, 0.3587314, 1.0]], ['2, k, 2', [-0.2666761, 0.6536891, 1.0]], ['2, k, 3', [-0.2538336, 0.7982386, 1.0]], ['2, k, 4', [-0.4195266, 0.5311021, 1.0]], ['2, k, 5', [-0.4628564, 0.2835808, 1.0]], ['2, k, 6', [-0.4374916, 0.06480187, 1.0]], ['2, k, 7', [-0.4252754, 0.003196891, 1.0]], ['2, k, 8', [-0.09670828, 0.5520917, 1.0]], ['2, k, 9', [-0.008763803, 0.3161101, 1.0]], ['2, k, 10', [0.09095169, 0.1168839, 1.0]], ['2, k, 11', [0.1122878, 0.05892611, 1.0]], ['2, k, 12', [-0.3353618, 0.04946848, 1.0]], ['2, k, 13', [-0.4069572, -0.2979126, 1.0]], ['2, k, 14', [-0.4468697, -0.6586394, 1.0]], ['2, k, 15', [-0.4341767, -0.7313868, 1.0]], ['2, k, 16', [-0.1884165, 0.05322978, 1.0]], ['2, k, 17', [-0.183095, -0.2911054, 1.0]], ['2, k, 18', [-0.2002075, -0.6267204, 1.0]], ['2, k, 19', [-0.1912057, -0.7196326, 1.0]], ['2, k, 20', [-0.2671244, 0.5815778, 1.0]], ['2, k, 21', [-0.4174332, -0.07024933, 1.0]], ['2, k, 22', [-0.4465829, -0.02703399, 1.0]], ['2, k, 23', [0.1382505, -0.01701601, 1.0]], ['2, k, 24', [0.1454212, 0.0552401, 1.0]]]
[['2, k, 0', [-0.2662343, 0.05221303, 1.0]], ['2, k, 1', [-0.2672519, 0.3586481, 1.0]], ['2, k, 2', [-0.2665873, 0.653516, 1.0]], ['2, k, 3', [-0.2537361, 0.7980686, 1.0]], ['2, k, 4', [-0.4196667, 0.5312232, 1.0]], ['2, k, 5', [-0.462763, 0.2826645, 1.0]], ['2, k, 6', [-0.4373291, 0.0638524, 1.0]], ['2, k, 7', [-0.4259738, 0.003036758, 1.0]], ['2, k, 8', [-0.09678695, 0.5523813, 1.0]], ['2, k, 9', [-0.00850631, 0.3160562, 1.0]], ['2, k, 10', [0.0910437, 0.1167063, 1.0]], ['2, k, 11', [0.1107977, 0.06072741, 1.0]], ['2, k, 12', [-0.3352845, 0.04944165, 1.0]], ['2, k, 13', [-0.40697, -0.2978659, 1.0]], ['2, k, 14', [-0.4467943, -0.6584276, 1.0]], ['2, k, 15', [-0.4341729, -0.7313892, 1.0]], ['2, k, 16', [-0.1884081, 0.0532272, 1.0]], ['2, k, 17', [-0.1832024, -0.2905473, 1.0]], ['2, k, 18', [-0.2003792, -0.6263273, 1.0]], ['2, k, 19', [-0.1913432, -0.7195539, 1.0]], ['2, k, 20', [-0.2670409, 0.5814289, 1.0]], ['2, k, 21', [-0.4173318, -0.07023243, 1.0]], ['2, k, 22', [-0.4601271, -0.0154889, 1.0]], ['2, k, 23', [0.1385476, -0.01536167, 1.0]], ['2, k, 24', [0.1438562, 0.05381796, 1.0]]]
[['2, k, 0', [-0.2662456, 0.05207391, 1.0]], ['2, k, 1', [-0.2674468, 0.3585774, 1.0]], ['2, k, 2', [-0.2670099, 0.6535223, 1.0]], ['2, k, 3', [-0.2533709, 0.7974088, 1.0]], ['2, k, 4', [-0.4197485, 0.531145, 1.0]], ['2, k, 5', [-0.4628037, 0.2826564, 1.0]], ['2, k, 6', [-0.4373974, 0.06398585, 1.0]], ['2, k, 7', [-0.425606, 0.003451088, 1.0]], ['2, k, 8', [-0.09682476, 0.5521286, 1.0]], ['2, k, 9', [-0.008479541, 0.3160265, 1.0]], ['2, k, 10', [0.09142674, 0.1168537, 1.0]], ['2, k, 11', [0.1112425, 0.05773588, 1.0]], ['2, k, 12', [-0.3352845, 0.04929768, 1.0]], ['2, k, 13', [-0.4069518, -0.2978664, 1.0]], ['2, k, 14', [-0.4467702, -0.6581179, 1.0]], ['2, k, 15', [-0.4342939, -0.7312651, 1.0]], ['2, k, 16', [-0.1884236, 0.05310766, 1.0]], ['2, k, 17', [-0.1833638, -0.2903147, 1.0]], ['2, k, 18', [-0.2004543, -0.6258101, 1.0]], ['2, k, 19', [-0.1912201, -0.7195705, 1.0]], ['2, k, 20', [-0.2674018, 0.5814157, 1.0]], ['2, k, 21', [-0.4190111, -0.06992836, 1.0]], ['2, k, 22', [-0.4510326, -0.01791901, 1.0]], ['2, k, 23', [0.138044, -0.01472415, 1.0]], ['2, k, 24', [0.1443761, 0.05465079, 1.0]]]
[['2, k, 0', [-0.2661912, 0.05194558, 1.0]], ['2, k, 1', [-0.2672359, 0.3583888, 1.0]], ['2, k, 2', [-0.266591, 0.6532639, 1.0]], ['2, k, 3', [-0.2530888, 0.797425, 1.0]], ['2, k, 4', [-0.4196205, 0.5311008, 1.0]], ['2, k, 5', [-0.4625126, 0.2826425, 1.0]], ['2, k, 6', [-0.4375396, 0.06377019, 1.0]], ['2, k, 7', [-0.4253846, 0.003002312, 1.0]], ['2, k, 8', [-0.09668196, 0.5520899, 1.0]], ['2, k, 9', [-0.008082587, 0.3161664, 1.0]], ['2, k, 10', [0.09181248, 0.1170115, 1.0]], ['2, k, 11', [0.1122588, 0.05710373, 1.0]], ['2, k, 12', [-0.3352372, 0.04911189, 1.0]], ['2, k, 13', [-0.4069328, -0.2979195, 1.0]], ['2, k, 14', [-0.4468262, -0.6582831, 1.0]], ['2, k, 15', [-0.4343406, -0.7312555, 1.0]], ['2, k, 16', [-0.1883637, 0.0530416, 1.0]], ['2, k, 17', [-0.1833993, -0.2905297, 1.0]], ['2, k, 18', [-0.2005325, -0.6259011, 1.0]], ['2, k, 19', [-0.1912816, -0.7196248, 1.0]], ['2, k, 20', [-0.2670389, 0.5811761, 1.0]], ['2, k, 21', [-0.4186661, -0.07003362, 1.0]], ['2, k, 22', [-0.4486115, -0.01373967, 1.0]], ['2, k, 23', [0.1399959, -0.01943637, 1.0]], ['2, k, 24', [0.1455723, 0.05224112, 1.0]]]
[['2, k, 0', [-0.2659343, 0.05183977, 1.0]], ['2, k, 1', [-0.2670538, 0.3583257, 1.0]], ['2, k, 2', [-0.2664936, 0.6532444, 1.0]], ['2, k, 3', [-0.2528376, 0.7975903, 1.0]], ['2, k, 4', [-0.4196087, 0.5311226, 1.0]], ['2, k, 5', [-0.4624969, 0.2824958, 1.0]], ['2, k, 6', [-0.4369822, 0.06372567, 1.0]], ['2, k, 7', [-0.4265055, 0.003224564, 1.0]], ['2, k, 8', [-0.0966024, 0.5520592, 1.0]], ['2, k, 9', [-0.00786665, 0.3162118, 1.0]], ['2, k, 10', [0.09150967, 0.1167731, 1.0]], ['2, k, 11', [0.112577, 0.05873087, 1.0]], ['2, k, 12', [-0.3350363, 0.04895265, 1.0]], ['2, k, 13', [-0.4069282, -0.2979147, 1.0]], ['2, k, 14', [-0.4468376, -0.6581377, 1.0]], ['2, k, 15', [-0.4343778, -0.731244, 1.0]], ['2, k, 16', [-0.1880476, 0.05299748, 1.0]], ['2, k, 17', [-0.1829808, -0.2901577, 1.0]], ['2, k, 18', [-0.2005296, -0.6258608, 1.0]], ['2, k, 19', [-0.191264, -0.7196532, 1.0]], ['2, k, 20', [-0.2669181, 0.5811455, 1.0]], ['2, k, 21', [-0.4187703, -0.06601183, 1.0]], ['2, k, 22', [-0.4616188, -0.001105527, 1.0]], ['2, k, 23', [0.139196, -0.0169918, 1.0]], ['2, k, 24', [0.1481568, 0.05248725, 1.0]]]
[['2, k, 0', [-0.2658049, 0.05174356, 1.0]], ['2, k, 1', [-0.2669316, 0.3582886, 1.0]], ['2, k, 2', [-0.2663783, 0.6532629, 1.0]], ['2, k, 3', [-0.252699, 0.797626, 1.0]], ['2, k, 4', [-0.4183787, 0.529965, 1.0]], ['2, k, 5', [-0.4623211, 0.282621, 1.0]], ['2, k, 6', [-0.4367532, 0.06382579, 1.0]], ['2, k, 7', [-0.425315, 0.003701331, 1.0]], ['2, k, 8', [-0.09628531, 0.5521119, 1.0]], ['2, k, 9', [-0.007459009, 0.3161656, 1.0]], ['2, k, 10', [0.09181596, 0.1166911, 1.0]], ['2, k, 11', [0.111137, 0.05840692, 1.0]], ['2, k, 12', [-0.3348321, 0.04884454, 1.0]], ['2, k, 13', [-0.4069406, -0.2979397, 1.0]], ['2, k, 14', [-0.4468575, -0.6581784, 1.0]], ['2, k, 15', [-0.4343761, -0.7312503, 1.0]], ['2, k, 16', [-0.1879733, 0.05290582, 1.0]], ['2, k, 17', [-0.1830188, -0.2902998, 1.0]], ['2, k, 18', [-0.2005204, -0.6258192, 1.0]], ['2, k, 19', [-0.1912616, -0.7196488, 1.0]], ['2, k, 20', [-0.2668011, 0.5811502, 1.0]], ['2, k, 21', [-0.4166464, -0.07000566, 1.0]], ['2, k, 22', [-0.4477755, -0.009588744, 1.0]], ['2, k, 23', [0.138307, -0.01659279, 1.0]], ['2, k, 24', [0.1448348, 0.05426904, 1.0]]]
[['2, k, 0', [-0.2652957, 0.05170096, 1.0]], ['2, k, 1', [-0.2665736, 0.3583284, 1.0]], ['2, k, 2', [-0.2661399, 0.6533637, 1.0]], ['2, k, 3', [-0.2522002, 0.7975845, 1.0]], ['2, k, 4', [-0.4183579, 0.529994, 1.0]], ['2, k, 5', [-0.4621746, 0.2827096, 1.0]], ['2, k, 6', [-0.4363768, 0.06392363, 1.0]], ['2, k, 7', [-0.4244924, 0.003009766, 1.0]], ['2, k, 8', [-0.09593089, 0.5522869, 1.0]], ['2, k, 9', [-0.007474075, 0.3163481, 1.0]], ['2, k, 10', [0.09188732, 0.1169123, 1.0]], ['2, k, 11', [0.1118157, 0.05702952, 1.0]], ['2, k, 12', [-0.3344489, 0.04875789, 1.0]], ['2, k, 13', [-0.406825, -0.297617, 1.0]], ['2, k, 14', [-0.4467917, -0.6580186, 1.0]], ['2, k, 15', [-0.43439, -0.7311944, 1.0]], ['2, k, 16', [-0.1872779, 0.05292628, 1.0]], ['2, k, 17', [-0.1829267, -0.2902602, 1.0]], ['2, k, 18', [-0.2005245, -0.6256797, 1.0]], ['2, k, 19', [-0.1912628, -0.7195536, 1.0]], ['2, k, 20', [-0.2665356, 0.5812374, 1.0]], ['2, k, 21', [-0.4151188, -0.0704214, 1.0]], ['2, k, 22', [-0.4523793, -0.01161539, 1.0]], ['2, k, 23', [0.1360094, -0.01808157, 1.0]], ['2, k, 24', [0.145043, 0.0542062, 1.0]]]
[['2, k, 0', [-0.2643574, 0.05140087, 1.0]], ['2, k, 1', [-0.2656212, 0.3581185, 1.0]], ['2, k, 2', [-0.2652073, 0.6532464, 1.0]], ['2, k, 3', [-0.2512685, 0.7977903, 1.0]], ['2, k, 4', [-0.4167957, 0.5290885, 1.0]], ['2, k, 5', [-0.4617399, 0.2831326, 1.0]], ['2, k, 6', [-0.4360794, 0.06435521, 1.0]], ['2, k, 7', [-0.4241065, -0.001710917, 1.0]], ['2, k, 8', [-0.09515048, 0.5523576, 1.0]], ['2, k, 9', [-0.007280819, 0.3163912, 1.0]], ['2, k, 10', [0.0920927, 0.116956, 1.0]], ['2, k, 11', [0.1118041, 0.06145604, 1.0]], ['2, k, 12', [-0.3336276, 0.04838698, 1.0]], ['2, k, 13', [-0.4066045, -0.2978077, 1.0]], ['2, k, 14', [-0.4467521, -0.6577654, 1.0]], ['2, k, 15', [-0.4343695, -0.731146, 1.0]], ['2, k, 16', [-0.1862687, 0.05271855, 1.0]], ['2, k, 17', [-0.1822547, -0.2899702, 1.0]], ['2, k, 18', [-0.2005275, -0.6255965, 1.0]], ['2, k, 19', [-0.1912579, -0.7195147, 1.0]], ['2, k, 20', [-0.2655949, 0.5810976, 1.0]], ['2, k, 21', [-0.417073, -0.06594737, 1.0]], ['2, k, 22', [-0.455296, -0.005434713, 1.0]], ['2, k, 23', [0.139118, -0.01699521, 1.0]], ['2, k, 24', [0.1389825, 0.05373811, 1.0]]]
[['2, k, 0', [-0.2640802, 0.05129714, 1.0]], ['2, k, 1', [-0.2651117, 0.3580441, 1.0]], ['2, k, 2', [-0.2644219, 0.6532229, 1.0]], ['2, k, 3', [-0.2503716, 0.797888, 1.0]], ['2, k, 4', [-0.4162969, 0.5294022, 1.0]], ['2, k, 5', [-0.4612962, 0.2830511, 1.0]], ['2, k, 6', [-0.4360427, 0.06423544, 1.0]], ['2, k, 7', [-0.4234987, -0.001111361, 1.0]], ['2, k, 8', [-0.09433449, 0.5519983, 1.0]], ['2, k, 9', [-0.006020924, 0.3161665, 1.0]], ['2, k, 10', [0.09284164, 0.116524, 1.0]], ['2, k, 11', [0.1115826, 0.0600053, 1.0]], ['2, k, 12', [-0.3333928, 0.04831899, 1.0]], ['2, k, 13', [-0.4062321, -0.2982758, 1.0]], ['2, k, 14', [-0.4468319, -0.6577529, 1.0]], ['2, k, 15', [-0.4342408, -0.7310274, 1.0]], ['2, k, 16', [-0.1859541, 0.05256709, 1.0]], ['2, k, 17', [-0.1818729, -0.2899804, 1.0]], ['2, k, 18', [-0.2005465, -0.6256077, 1.0]], ['2, k, 19', [-0.1912669, -0.7195177, 1.0]], ['2, k, 20', [-0.2648816, 0.58106, 1.0]], ['2, k, 21', [-0.4147429, -0.06573339, 1.0]], ['2, k, 22', [-0.4545256, -0.009737169, 1.0]], ['2, k, 23', [0.1375964, -0.01608981, 1.0]], ['2, k, 24', [0.1448623, 0.05407644, 1.0]]]
[['2, k, 0', [-0.2632471, 0.05111832, 1.0]], ['2, k, 1', [-0.2641324, 0.3579399, 1.0]], ['2, k, 2', [-0.2632824, 0.6531982, 1.0]], ['2, k, 3', [-0.2489663, 0.7982023, 1.0]], ['2, k, 4', [-0.4139892, 0.5289888, 1.0]], ['2, k, 5', [-0.4600299, 0.2820542, 1.0]], ['2, k, 6', [-0.4347412, 0.06281034, 1.0]], ['2, k, 7', [-0.4226745, 0.00260467, 1.0]], ['2, k, 8', [-0.0933233, 0.5521024, 1.0]], ['2, k, 9', [-0.003820096, 0.3164992, 1.0]], ['2, k, 10', [0.09318968, 0.1161435, 1.0]], ['2, k, 11', [0.1134694, 0.05792095, 1.0]], ['2, k, 12', [-0.3324717, 0.04810904, 1.0]], ['2, k, 13', [-0.4055831, -0.2980265, 1.0]], ['2, k, 14', [-0.4467935, -0.6577586, 1.0]], ['2, k, 15', [-0.4342482, -0.7309788, 1.0]], ['2, k, 16', [-0.1852386, 0.05242304, 1.0]], ['2, k, 17', [-0.1811772, -0.2897512, 1.0]], ['2, k, 18', [-0.200536, -0.6256178, 1.0]], ['2, k, 19', [-0.191352, -0.7192729, 1.0]], ['2, k, 20', [-0.263782, 0.5810151, 1.0]], ['2, k, 21', [-0.4143946, -0.06597954, 1.0]], ['2, k, 22', [-0.4544213, 0.005303732, 1.0]], ['2, k, 23', [0.1374753, -0.01715484, 1.0]], ['2, k, 24', [0.1547645, 0.05573875, 1.0]]]
[['2, k, 0', [-0.2617647, 0.05089884, 1.0]], ['2, k, 1', [-0.2622063, 0.3578539, 1.0]], ['2, k, 2', [-0.260916, 0.6532733, 1.0]], ['2, k, 3', [-0.247237, 0.7980678, 1.0]], ['2, k, 4', [-0.4125402, 0.5287321, 1.0]], ['2, k, 5', [-0.4584349, 0.2825482, 1.0]], ['2, k, 6', [-0.4330363, 0.06331815, 1.0]], ['2, k, 7', [-0.4215037, 0.003401927, 1.0]], ['2, k, 8', [-0.09176264, 0.5522932, 1.0]], ['2, k, 9', [-0.002926988, 0.3170712, 1.0]], ['2, k, 10', [0.09321272, 0.116408, 1.0]], ['2, k, 11', [0.1123772, 0.05966742, 1.0]], ['2, k, 12', [-0.3307142, 0.04789686, 1.0]], ['2, k, 13', [-0.4048137, -0.2988223, 1.0]], ['2, k, 14', [-0.4467741, -0.6575852, 1.0]], ['2, k, 15', [-0.434163, -0.7309522, 1.0]], ['2, k, 16', [-0.1840664, 0.05220974, 1.0]], ['2, k, 17', [-0.1806709, -0.2899401, 1.0]], ['2, k, 18', [-0.200354, -0.6259488, 1.0]], ['2, k, 19', [-0.1913392, -0.7194511, 1.0]], ['2, k, 20', [-0.2615233, 0.5810483, 1.0]], ['2, k, 21', [-0.4127299, -0.0655148, 1.0]], ['2, k, 22', [-0.4532353, -0.002511755, 1.0]], ['2, k, 23', [0.1385723, -0.01683194, 1.0]], ['2, k, 24', [0.1307853, 0.05362607, 1.0]]]
[['2, k, 0', [-0.2605316, 0.05062064, 1.0]], ['2, k, 1', [-0.2615618, 0.357691, 1.0]], ['2, k, 2', [-0.2605709, 0.653158, 1.0]], ['2, k, 3', [-0.2448837, 0.7975566, 1.0]], ['2, k, 4', [-0.4102186, 0.5285815, 1.0]], ['2, k, 5', [-0.4574848, 0.2825437, 1.0]], ['2, k, 6', [-0.4318232, 0.06311464, 1.0]], ['2, k, 7', [-0.4210093, 0.002674016, 1.0]], ['2, k, 8', [-0.09044319, 0.5521988, 1.0]], ['2, k, 9', [-0.001657995, 0.3177106, 1.0]], ['2, k, 10', [0.0937681, 0.1166614, 1.0]], ['2, k, 11', [0.1126658, 0.06141603, 1.0]], ['2, k, 12', [-0.3295821, 0.04758129, 1.0]], ['2, k, 13', [-0.4043001, -0.2993868, 1.0]], ['2, k, 14', [-0.4467464, -0.6575686, 1.0]], ['2, k, 15', [-0.4342206, -0.7310019, 1.0]], ['2, k, 16', [-0.1827762, 0.05198116, 1.0]], ['2, k, 17', [-0.1801016, -0.2903362, 1.0]], ['2, k, 18', [-0.2002557, -0.6259964, 1.0]], ['2, k, 19', [-0.1893225, -0.7170309, 1.0]], ['2, k, 20', [-0.2611265, 0.580928, 1.0]], ['2, k, 21', [-0.4113537, -0.06601541, 1.0]], ['2, k, 22', [-0.4563361, 0.00112412, 1.0]], ['2, k, 23', [0.1385304, -0.01536539, 1.0]], ['2, k, 24', [0.1433548, 0.05427174, 1.0]]]
[['2, k, 0', [-0.2585719, 0.05043329, 1.0]], ['2, k, 1', [-0.2596986, 0.3576882, 1.0]], ['2, k, 2', [-0.2589165, 0.6533189, 1.0]], ['2, k, 3', [-0.2430917, 0.797536, 1.0]], ['2, k, 4', [-0.4083883, 0.5279798, 1.0]], ['2, k, 5', [-0.4549147, 0.2829382, 1.0]], ['2, k, 6', [-0.4300278, 0.06349346, 1.0]], ['2, k, 7', [-0.419326, 0.003487923, 1.0]], ['2, k, 8', [-0.08937847, 0.5524398, 1.0]], ['2, k, 9', [-0.0004873167, 0.3182857, 1.0]], ['2, k, 10', [0.09460584, 0.1171618, 1.0]], ['2, k, 11', [0.1134168, 0.06069398, 1.0]], ['2, k, 12', [-0.3276402, 0.04739297, 1.0]], ['2, k, 13', [-0.4034686, -0.299808, 1.0]], ['2, k, 14', [-0.4466355, -0.6572076, 1.0]], ['2, k, 15', [-0.4342098, -0.73096, 1.0]], ['2, k, 16', [-0.1808752, 0.05180043, 1.0]], ['2, k, 17', [-0.1794282, -0.2906683, 1.0]], ['2, k, 18', [-0.2007163, -0.6278559, 1.0]], ['2, k, 19', [-0.1890427, -0.7185111, 1.0]], ['2, k, 20', [-0.2594129, 0.5810508, 1.0]], ['2, k, 21', [-0.4090278, -0.06574574, 1.0]], ['2, k, 22', [-0.4490863, -0.002074627, 1.0]], ['2, k, 23', [0.1389123, -0.01865508, 1.0]], ['2, k, 24', [0.1521859, 0.05211566, 1.0]]]
