[['2, k, 0', [-0.1523852, -0.1471368, 1.0]], ['2, k, 1', [-0.164325, 0.1084493, 1.0]], ['2, k, 2', [-0.1744495, 0.3590415, 1.0]], ['2, k, 3', [-0.1743936, 0.5064478, 1.0]], ['2, k, 4', [-0.3426741, 0.2327876, 1.0]], ['2, k, 5', [-0.4055997, 0.01832984, 1.0]], ['2, k, 6', [-0.3067407, -0.08458287, 1.0]], ['2, k, 7', [-0.2303596, -0.1037707, 1.0]], ['2, k, 8', [0.01533488, 0.250593, 1.0]], ['2, k, 9', [0.08389735, 0.03187588, 1.0]], ['2, k, 10', [0.006605603, -0.05898674, 1.0]], ['2, k, 11', [-0.05188078, -0.07343041, 1.0]], ['2, k, 12', [-0.2294617, -0.1480656, 1.0]], ['2, k, 13', [-0.3094765, -0.2064431, 1.0]], ['2, k, 14', [-0.2300075, -0.6166401, 1.0]], ['2, k, 15', [-0.2172136, -0.6929227, 1.0]], ['2, k, 16', [-0.07167128, -0.1421425, 1.0]], ['2, k, 17', [0.08992416, -0.2048197, 1.0]], ['2, k, 18', [-0.02087551, -0.6284893, 1.0]], ['2, k, 19', [-0.02821421, -0.694921, 1.0]], ['2, k, 20', [-0.1722542, 0.2972038, 1.0]], ['2, k, 21', [-0.1668825, -0.124702, 1.0]], ['2, k, 22', [-0.2619647, -0.123929, 1.0]], ['2, k, 23', [-0.1072284, -0.1182933, 1.0]], ['2, k, 24', [0.01920876, -0.1132584, 1.0]]]
[['2, k, 0', [-0.1524141, -0.1485748, 1.0]], ['2, k, 1', [-0.1576326, 0.1107519, 1.0]], ['2, k, 2', [-0.1623104, 0.3645057, 1.0]], ['2, k, 3', [-0.1522592, 0.5086258, 1.0]], ['2, k, 4', [-0.3253754, 0.2403374, 1.0]], ['2, k, 5', [-0.4188534, 0.0257473, 1.0]], ['2, k, 6', [-0.2902492, -0.06771422, 1.0]], ['2, k, 7', [-0.2408911, -0.1065935, 1.0]], ['2, k, 8', [0.02341732, 0.2438557, 1.0]], ['2, k, 9', [0.08589896, 0.03096823, 1.0]], ['2, k, 10', [0.01504385, -0.05633923, 1.0]], ['2, k, 11', [-0.04474981, -0.07984991, 1.0]], ['2, k, 12', [-0.2320993, -0.1471536, 1.0]], ['2, k, 13', [-0.4890957, -0.2282185, 1.0]], ['2, k, 14', [-0.7661969, -0.6089786, 1.0]], ['2, k, 15', [-0.7369804, -0.6460534, 1.0]], ['2, k, 16', [-0.0689225, -0.1461063, 1.0]], ['2, k, 17', [0.1457141, -0.1847942, 1.0]], ['2, k, 18', [0.01054548, -0.6010236, 1.0]], ['2, k, 19', [0.02935853, -0.63816, 1.0]], ['2, k, 20', [-0.1611905, 0.3018952, 1.0]], ['2, k, 21', [-0.1755999, -0.1279567, 1.0]], ['2, k, 22', [-0.297422, -0.1592837, 1.0]], ['2, k, 23', [-0.1011572, -0.1276282, 1.0]], ['2, k, 24', [0.02294026, -0.1260493, 1.0]]]
[['2, k, 0', [-0.1524793, -0.1484627, 1.0]], ['2, k, 1', [-0.1580991, 0.1107362, 1.0]], ['2, k, 2', [-0.1633103, 0.3642014, 1.0]], ['2, k, 3', [-0.1530645, 0.5092015, 1.0]], ['2, k, 4', [-0.3261473, 0.2402534, 1.0]], ['2, k, 5', [-0.4189859, 0.02553351, 1.0]], ['2, k, 6', [-0.3233615, -0.09873915, 1.0]], ['2, k, 7', [-0.2910826, -0.1082274, 1.0]], ['2, k, 8', [0.0228636, 0.2457296, 1.0]], ['2, k, 9', [0.08563478, 0.0313381, 1.0]], ['2, k, 10', [0.01475732, -0.05577213, 1.0]], ['2, k, 11', [-0.04708206, -0.08600064, 1.0]], ['2, k, 12', [-0.2321062, -0.1471718, 1.0]], ['2, k, 13', [-0.4927463, -0.2331686, 1.0]], ['2, k, 14', [-0.7694208, -0.6141201, 1.0]], ['2, k, 15', [-0.7399626, -0.6511096, 1.0]], ['2, k, 16', [-0.06907501, -0.1458585, 1.0]], ['2, k, 17', [0.1458, -0.1848162, 1.0]], ['2, k, 18', [0.01180216, -0.5996317, 1.0]], ['2, k, 19', [0.03078907, -0.6367701, 1.0]], ['2, k, 20', [-0.1620542, 0.3016803, 1.0]], ['2, k, 21', [-0.2201883, -0.1297595, 1.0]], ['2, k, 22', [-0.3460122, -0.1539479, 1.0]], ['2, k, 23', [-0.1085215, -0.1264258, 1.0]], ['2, k, 24', [0.0155892, -0.1373826, 1.0]]]
[['2, k, 0', [-0.1526409, -0.1486335, 1.0]], ['2, k, 1', [-0.1583181, 0.1103629, 1.0]], ['2, k, 2', [-0.1635327, 0.3634591, 1.0]], ['2, k, 3', [-0.155107, 0.5083437, 1.0]], ['2, k, 4', [-0.326332, 0.2397862, 1.0]], ['2, k, 5', [-0.4195376, 0.02506168, 1.0]], ['2, k, 6', [-0.2883481, -0.07405696, 1.0]], ['2, k, 7', [-0.2268252, -0.1097498, 1.0]], ['2, k, 8', [0.02270884, 0.2454058, 1.0]], ['2, k, 9', [0.08545655, 0.0312605, 1.0]], ['2, k, 10', [0.01480023, -0.05556209, 1.0]], ['2, k, 11', [-0.0473045, -0.0858452, 1.0]], ['2, k, 12', [-0.2323055, -0.1474751, 1.0]], ['2, k, 13', [-0.4504266, -0.190089, 1.0]], ['2, k, 14', [-0.7302197, -0.5686426, 1.0]], ['2, k, 15', [-0.7013404, -0.606185, 1.0]], ['2, k, 16', [-0.06921118, -0.1459594, 1.0]], ['2, k, 17', [0.1458523, -0.1840069, 1.0]], ['2, k, 18', [0.01186655, -0.599483, 1.0]], ['2, k, 19', [0.03073174, -0.6366184, 1.0]], ['2, k, 20', [-0.162291, 0.3010457, 1.0]], ['2, k, 21', [-0.1711061, -0.144233, 1.0]], ['2, k, 22', [-0.2825932, -0.165678, 1.0]], ['2, k, 23', [-0.1003176, -0.1292198, 1.0]], ['2, k, 24', [0.01627627, -0.1347985, 1.0]]]
[['2, k, 0', [-0.1523413, -0.14887, 1.0]], ['2, k, 1', [-0.1582816, 0.1101873, 1.0]], ['2, k, 2', [-0.1638344, 0.3628856, 1.0]], ['2, k, 3', [-0.155441, 0.5076738, 1.0]], ['2, k, 4', [-0.3264476, 0.2393037, 1.0]], ['2, k, 5', [-0.4195937, 0.02512052, 1.0]], ['2, k, 6', [-0.3255072, -0.09931421, 1.0]], ['2, k, 7', [-0.2827471, -0.1095542, 1.0]], ['2, k, 8', [0.0222982, 0.2448164, 1.0]], ['2, k, 9', [0.08535877, 0.03117064, 1.0]], ['2, k, 10', [0.008475305, -0.0805795, 1.0]], ['2, k, 11', [-0.04460932, -0.08491135, 1.0]], ['2, k, 12', [-0.2320191, -0.1477945, 1.0]], ['2, k, 13', [-0.5009509, -0.23623, 1.0]], ['2, k, 14', [-0.7558953, -0.631086, 1.0]], ['2, k, 15', [-0.7265068, -0.667721, 1.0]], ['2, k, 16', [-0.06887285, -0.1461308, 1.0]], ['2, k, 17', [0.1458789, -0.1839982, 1.0]], ['2, k, 18', [0.01189516, -0.5994074, 1.0]], ['2, k, 19', [0.03088631, -0.6365098, 1.0]], ['2, k, 20', [-0.1624741, 0.3005887, 1.0]], ['2, k, 21', [-0.2119837, -0.1308036, 1.0]], ['2, k, 22', [-0.3320672, -0.159291, 1.0]], ['2, k, 23', [-0.1066008, -0.1222915, 1.0]], ['2, k, 24', [0.0232133, -0.1301626, 1.0]]]
[['2, k, 0', [-0.1523766, -0.1488958, 1.0]], ['2, k, 1', [-0.1585193, 0.1100479, 1.0]], ['2, k, 2', [-0.1642922, 0.3626102, 1.0]], ['2, k, 3', [-0.1572477, 0.5072221, 1.0]], ['2, k, 4', [-0.3265195, 0.2374731, 1.0]], ['2, k, 5', [-0.4195705, 0.0249135, 1.0]], ['2, k, 6', [-0.325721, -0.09912954, 1.0]], ['2, k, 7', [-0.2905067, -0.1045221, 1.0]], ['2, k, 8', [0.02185688, 0.2446242, 1.0]], ['2, k, 9', [0.08502215, 0.03095591, 1.0]], ['2, k, 10', [0.02846037, -0.07375333, 1.0]], ['2, k, 11', [-0.02182274, -0.08483896, 1.0]], ['2, k, 12', [-0.2320703, -0.1478776, 1.0]], ['2, k, 13', [-0.502377, -0.2359127, 1.0]], ['2, k, 14', [-0.7383959, -0.6339136, 1.0]], ['2, k, 15', [-0.7887259, -0.6821612, 1.0]], ['2, k, 16', [-0.06890773, -0.1461286, 1.0]], ['2, k, 17', [0.1461922, -0.1845109, 1.0]], ['2, k, 18', [0.01188493, -0.5995196, 1.0]], ['2, k, 19', [0.03069787, -0.6365868, 1.0]], ['2, k, 20', [-0.1629099, 0.300343, 1.0]], ['2, k, 21', [-0.219368, -0.1332309, 1.0]], ['2, k, 22', [-0.3446292, -0.1492345, 1.0]], ['2, k, 23', [-0.06938525, -0.117932, 1.0]], ['2, k, 24', [0.01610949, -0.1120734, 1.0]]]
[['2, k, 0', [-0.1536987, -0.1495251, 1.0]], ['2, k, 1', [-0.1595886, 0.1093101, 1.0]], ['2, k, 2', [-0.1648175, 0.3618681, 1.0]], ['2, k, 3', [-0.1580829, 0.5063999, 1.0]], ['2, k, 4', [-0.3268109, 0.2368985, 1.0]], ['2, k, 5', [-0.4200844, 0.02423863, 1.0]], ['2, k, 6', [-0.3258299, -0.0985629, 1.0]], ['2, k, 7', [-0.2833782, -0.1106738, 1.0]], ['2, k, 8', [0.02045772, 0.2439926, 1.0]], ['2, k, 9', [0.08498909, 0.03082884, 1.0]], ['2, k, 10', [0.02184792, -0.06438713, 1.0]], ['2, k, 11', [-0.02841072, -0.08318535, 1.0]], ['2, k, 12', [-0.2333624, -0.1484142, 1.0]], ['2, k, 13', [-0.4995496, -0.2286413, 1.0]], ['2, k, 14', [-0.6787457, -0.6039896, 1.0]], ['2, k, 15', [-0.6504486, -0.6408391, 1.0]], ['2, k, 16', [-0.07024943, -0.1468683, 1.0]], ['2, k, 17', [0.1461147, -0.1841628, 1.0]], ['2, k, 18', [0.01221316, -0.5992237, 1.0]], ['2, k, 19', [0.03103358, -0.6362838, 1.0]], ['2, k, 20', [-0.1636022, 0.2995889, 1.0]], ['2, k, 21', [-0.2086796, -0.1338114, 1.0]], ['2, k, 22', [-0.2985017, -0.156887, 1.0]], ['2, k, 23', [-0.05738293, -0.1052077, 1.0]], ['2, k, 24', [0.009294187, -0.1135482, 1.0]]]
[['2, k, 0', [-0.155711, -0.149512, 1.0]], ['2, k, 1', [-0.160942, 0.1092368, 1.0]], ['2, k, 2', [-0.1657717, 0.3617236, 1.0]], ['2, k, 3', [-0.1580558, 0.5063676, 1.0]], ['2, k, 4', [-0.32746, 0.2364922, 1.0]], ['2, k, 5', [-0.4208122, 0.02370341, 1.0]], ['2, k, 6', [-0.3521115, -0.1066832, 1.0]], ['2, k, 7', [-0.3286888, -0.1478313, 1.0]], ['2, k, 8', [0.01958542, 0.2436938, 1.0]], ['2, k, 9', [0.08466788, 0.03068172, 1.0]], ['2, k, 10', [0.01948194, -0.06158758, 1.0]], ['2, k, 11', [-0.02843117, -0.08287862, 1.0]], ['2, k, 12', [-0.2349355, -0.1482444, 1.0]], ['2, k, 13', [-0.4856739, -0.2043599, 1.0]], ['2, k, 14', [-0.6523183, -0.6153363, 1.0]], ['2, k, 15', [-0.6906407, -0.6699747, 1.0]], ['2, k, 16', [-0.07276632, -0.1470827, 1.0]], ['2, k, 17', [0.1463606, -0.1843754, 1.0]], ['2, k, 18', [0.01228067, -0.5991669, 1.0]], ['2, k, 19', [0.03105248, -0.6362213, 1.0]], ['2, k, 20', [-0.1646616, 0.2994615, 1.0]], ['2, k, 21', [-0.3161237, -0.2140506, 1.0]], ['2, k, 22', [-0.3785312, -0.1242765, 1.0]], ['2, k, 23', [-0.07666135, -0.1141425, 1.0]], ['2, k, 24', [-0.003216934, -0.123571, 1.0]]]
[['2, k, 0', [-0.1557119, -0.1495204, 1.0]], ['2, k, 1', [-0.1613096, 0.1091198, 1.0]], ['2, k, 2', [-0.1668259, 0.361431, 1.0]], ['2, k, 3', [-0.1588492, 0.5061644, 1.0]], ['2, k, 4', [-0.3281882, 0.2365556, 1.0]], ['2, k, 5', [-0.4208064, 0.02367081, 1.0]], ['2, k, 6', [-0.3475864, -0.1061999, 1.0]], ['2, k, 7', [-0.3202609, -0.1459798, 1.0]], ['2, k, 8', [0.01787771, 0.2435823, 1.0]], ['2, k, 9', [0.08417999, 0.03183603, 1.0]], ['2, k, 10', [0.01085961, -0.07489898, 1.0]], ['2, k, 11', [-0.04260563, -0.08512075, 1.0]], ['2, k, 12', [-0.2349553, -0.1483208, 1.0]], ['2, k, 13', [-0.4836969, -0.2056036, 1.0]], ['2, k, 14', [-0.5951718, -0.6164633, 1.0]], ['2, k, 15', [-0.6320654, -0.6747158, 1.0]], ['2, k, 16', [-0.07275845, -0.1470673, 1.0]], ['2, k, 17', [0.1462985, -0.1843816, 1.0]], ['2, k, 18', [0.01226401, -0.5985169, 1.0]], ['2, k, 19', [0.03081605, -0.6355742, 1.0]], ['2, k, 20', [-0.165533, 0.299218, 1.0]], ['2, k, 21', [-0.3146814, -0.2132606, 1.0]], ['2, k, 22', [-0.3582489, -0.1316271, 1.0]], ['2, k, 23', [-0.09890559, -0.1276965, 1.0]], ['2, k, 24', [0.02312233, -0.1249631, 1.0]]]
[['2, k, 0', [-0.1542253, -0.1492607, 1.0]], ['2, k, 1', [-0.1612147, 0.1091804, 1.0]], ['2, k, 2', [-0.1680052, 0.3613722, 1.0]], ['2, k, 3', [-0.1602213, 0.506273, 1.0]], ['2, k, 4', [-0.3298621, 0.2373972, 1.0]], ['2, k, 5', [-0.4225138, 0.02437378, 1.0]], ['2, k, 6', [-0.34501, -0.1033241, 1.0]], ['2, k, 7', [-0.3165669, -0.1391103, 1.0]], ['2, k, 8', [0.01743515, 0.2434404, 1.0]], ['2, k, 9', [0.08414946, 0.03182719, 1.0]], ['2, k, 10', [0.01629389, -0.05322598, 1.0]], ['2, k, 11', [-0.04427274, -0.07963607, 1.0]], ['2, k, 12', [-0.2335584, -0.1484003, 1.0]], ['2, k, 13', [-0.4708708, -0.1912673, 1.0]], ['2, k, 14', [-0.536261, -0.6149919, 1.0]], ['2, k, 15', [-0.5698242, -0.6699219, 1.0]], ['2, k, 16', [-0.07106583, -0.1464011, 1.0]], ['2, k, 17', [0.146288, -0.1843403, 1.0]], ['2, k, 18', [0.01260581, -0.5978483, 1.0]], ['2, k, 19', [0.03058677, -0.6349187, 1.0]], ['2, k, 20', [-0.1662664, 0.2992049, 1.0]], ['2, k, 21', [-0.3083538, -0.2045223, 1.0]], ['2, k, 22', [-0.3522078, -0.1227817, 1.0]], ['2, k, 23', [-0.09739491, -0.1292224, 1.0]], ['2, k, 24', [0.02576639, -0.1267083, 1.0]]]
[['2, k, 0', [-0.154379, -0.1492021, 1.0]], ['2, k, 1', [-0.1620281, 0.10945, 1.0]], ['2, k, 2', [-0.1696659, 0.3619303, 1.0]], ['2, k, 3', [-0.1609157, 0.5058271, 1.0]], ['2, k, 4', [-0.3308576, 0.237285, 1.0]], ['2, k, 5', [-0.4226919, 0.02395711, 1.0]], ['2, k, 6', [-0.3432551, -0.1020969, 1.0]], ['2, k, 7', [-0.3112133, -0.1372351, 1.0]], ['2, k, 8', [0.0171982, 0.2432465, 1.0]], ['2, k, 9', [0.08370542, 0.03218922, 1.0]], ['2, k, 10', [0.01588663, -0.05271732, 1.0]], ['2, k, 11', [-0.03133113, -0.07547884, 1.0]], ['2, k, 12', [-0.2336968, -0.1483807, 1.0]], ['2, k, 13', [-0.4564526, -0.1856258, 1.0]], ['2, k, 14', [-0.4828006, -0.6095667, 1.0]], ['2, k, 15', [-0.5102539, -0.6669922, 1.0]], ['2, k, 16', [-0.07124425, -0.1462986, 1.0]], ['2, k, 17', [0.1461219, -0.1843494, 1.0]], ['2, k, 18', [0.01295939, -0.5974374, 1.0]], ['2, k, 19', [0.03094923, -0.6345109, 1.0]], ['2, k, 20', [-0.1677483, 0.2996884, 1.0]], ['2, k, 21', [-0.3054953, -0.197596, 1.0]], ['2, k, 22', [-0.3602092, -0.1043088, 1.0]], ['2, k, 23', [-0.08394656, -0.1232434, 1.0]], ['2, k, 24', [0.003485061, -0.1059813, 1.0]]]
[['2, k, 0', [-0.154965, -0.1495316, 1.0]], ['2, k, 1', [-0.1619025, 0.109171, 1.0]], ['2, k, 2', [-0.1675248, 0.3609289, 1.0]], ['2, k, 3', [-0.1619118, 0.5054794, 1.0]], ['2, k, 4', [-0.3326635, 0.2368619, 1.0]], ['2, k, 5', [-0.4226052, 0.02365796, 1.0]], ['2, k, 6', [-0.3406914, -0.09847149, 1.0]], ['2, k, 7', [-0.2798759, -0.09411796, 1.0]], ['2, k, 8', [0.01665022, 0.2428388, 1.0]], ['2, k, 9', [0.08368109, 0.03223572, 1.0]], ['2, k, 10', [0.01591675, -0.05234728, 1.0]], ['2, k, 11', [-0.04301931, -0.07824373, 1.0]], ['2, k, 12', [-0.2341297, -0.1487035, 1.0]], ['2, k, 13', [-0.4395516, -0.1828754, 1.0]], ['2, k, 14', [-0.429818, -0.6070932, 1.0]], ['2, k, 15', [-0.4060027, -0.6437808, 1.0]], ['2, k, 16', [-0.07203769, -0.1466567, 1.0]], ['2, k, 17', [0.1459413, -0.1841384, 1.0]], ['2, k, 18', [0.01299887, -0.5980214, 1.0]], ['2, k, 19', [0.03064909, -0.6351107, 1.0]], ['2, k, 20', [-0.1664091, 0.2989147, 1.0]], ['2, k, 21', [-0.2128512, -0.1191092, 1.0]], ['2, k, 22', [-0.3261966, -0.12679, 1.0]], ['2, k, 23', [-0.09108467, -0.1274182, 1.0]], ['2, k, 24', [0.0263947, -0.1247921, 1.0]]]
[['2, k, 0', [-0.1566397, -0.149837, 1.0]], ['2, k, 1', [-0.1618716, 0.1090771, 1.0]], ['2, k, 2', [-0.1654956, 0.3607419, 1.0]], ['2, k, 3', [-0.1630212, 0.5056413, 1.0]], ['2, k, 4', [-0.3329132, 0.2370249, 1.0]], ['2, k, 5', [-0.422164, 0.02422234, 1.0]], ['2, k, 6', [-0.3335667, -0.09278419, 1.0]], ['2, k, 7', [-0.2721334, -0.08952294, 1.0]], ['2, k, 8', [0.0157316, 0.2426522, 1.0]], ['2, k, 9', [0.08394317, 0.0324133, 1.0]], ['2, k, 10', [0.01580373, -0.0516048, 1.0]], ['2, k, 11', [-0.04366913, -0.07936261, 1.0]], ['2, k, 12', [-0.2356634, -0.1488468, 1.0]], ['2, k, 13', [-0.4159637, -0.1747571, 1.0]], ['2, k, 14', [-0.3836692, -0.604157, 1.0]], ['2, k, 15', [-0.3901367, -0.6772461, 1.0]], ['2, k, 16', [-0.07413977, -0.1472146, 1.0]], ['2, k, 17', [0.1456501, -0.1841425, 1.0]], ['2, k, 18', [0.01252902, -0.5982623, 1.0]], ['2, k, 19', [0.03001394, -0.6353635, 1.0]], ['2, k, 20', [-0.1651265, 0.2987226, 1.0]], ['2, k, 21', [-0.2057046, -0.1141136, 1.0]], ['2, k, 22', [-0.3139393, -0.1271001, 1.0]], ['2, k, 23', [-0.09291607, -0.1267881, 1.0]], ['2, k, 24', [0.02567621, -0.1237542, 1.0]]]
[['2, k, 0', [-0.1602292, -0.1504066, 1.0]], ['2, k, 1', [-0.1623136, 0.108772, 1.0]], ['2, k, 2', [-0.1647551, 0.3603379, 1.0]], ['2, k, 3', [-0.1647518, 0.5046474, 1.0]], ['2, k, 4', [-0.3341399, 0.2361232, 1.0]], ['2, k, 5', [-0.42086, 0.02357793, 1.0]], ['2, k, 6', [-0.2945997, -0.07543762, 1.0]], ['2, k, 7', [-0.2256713, -0.09551042, 1.0]], ['2, k, 8', [0.01545375, 0.2427723, 1.0]], ['2, k, 9', [0.08394638, 0.03238642, 1.0]], ['2, k, 10', [0.01438135, -0.05529775, 1.0]], ['2, k, 11', [-0.04253473, -0.07889313, 1.0]], ['2, k, 12', [-0.2388931, -0.1491551, 1.0]], ['2, k, 13', [-0.3649364, -0.1777915, 1.0]], ['2, k, 14', [-0.2965457, -0.6015075, 1.0]], ['2, k, 15', [-0.2969444, -0.6740583, 1.0]], ['2, k, 16', [-0.07798098, -0.1480416, 1.0]], ['2, k, 17', [0.1449695, -0.1851472, 1.0]], ['2, k, 18', [0.01140509, -0.5994486, 1.0]], ['2, k, 19', [0.02886614, -0.6365535, 1.0]], ['2, k, 20', [-0.1647478, 0.2983714, 1.0]], ['2, k, 21', [-0.1560296, -0.1146073, 1.0]], ['2, k, 22', [-0.2482686, -0.1313324, 1.0]], ['2, k, 23', [-0.08406223, -0.1353333, 1.0]], ['2, k, 24', [0.02419576, -0.1217537, 1.0]]]
[['2, k, 0', [-0.1639735, -0.1507309, 1.0]], ['2, k, 1', [-0.1649154, 0.1082639, 1.0]], ['2, k, 2', [-0.1660643, 0.3600233, 1.0]], ['2, k, 3', [-0.1658018, 0.5049478, 1.0]], ['2, k, 4', [-0.334467, 0.2359926, 1.0]], ['2, k, 5', [-0.4192278, 0.02269675, 1.0]], ['2, k, 6', [-0.2937911, -0.0760962, 1.0]], ['2, k, 7', [-0.2291789, -0.09128454, 1.0]], ['2, k, 8', [0.01441861, 0.2431587, 1.0]], ['2, k, 9', [0.08411264, 0.03220823, 1.0]], ['2, k, 10', [0.01522727, -0.0525625, 1.0]], ['2, k, 11', [-0.04366609, -0.07855496, 1.0]], ['2, k, 12', [-0.24276, -0.1490837, 1.0]], ['2, k, 13', [-0.3574625, -0.1766427, 1.0]], ['2, k, 14', [-0.277827, -0.6033275, 1.0]], ['2, k, 15', [-0.2624711, -0.6811723, 1.0]], ['2, k, 16', [-0.08153706, -0.148723, 1.0]], ['2, k, 17', [0.1440593, -0.18644, 1.0]], ['2, k, 18', [0.007939736, -0.6027833, 1.0]], ['2, k, 19', [0.02535614, -0.6398583, 1.0]], ['2, k, 20', [-0.1661855, 0.2980187, 1.0]], ['2, k, 21', [-0.1565772, -0.1171724, 1.0]], ['2, k, 22', [-0.2489003, -0.1286405, 1.0]], ['2, k, 23', [-0.08907847, -0.1286452, 1.0]], ['2, k, 24', [0.02473859, -0.1238304, 1.0]]]
[['2, k, 0', [-0.1656707, -0.1510739, 1.0]], ['2, k, 1', [-0.1669343, 0.1074918, 1.0]], ['2, k, 2', [-0.1680477, 0.3590438, 1.0]], ['2, k, 3', [-0.1669845, 0.5046996, 1.0]], ['2, k, 4', [-0.3352002, 0.2354723, 1.0]], ['2, k, 5', [-0.4166611, 0.02156458, 1.0]], ['2, k, 6', [-0.2924556, -0.08008727, 1.0]], ['2, k, 7', [-0.2297424, -0.09033056, 1.0]], ['2, k, 8', [0.01344939, 0.2440342, 1.0]], ['2, k, 9', [0.08437131, 0.03153103, 1.0]], ['2, k, 10', [0.01444511, -0.05472193, 1.0]], ['2, k, 11', [-0.04237911, -0.08485124, 1.0]], ['2, k, 12', [-0.244377, -0.1493537, 1.0]], ['2, k, 13', [-0.3434571, -0.1777242, 1.0]], ['2, k, 14', [-0.2331384, -0.6078427, 1.0]], ['2, k, 15', [-0.2391598, -0.6905159, 1.0]], ['2, k, 16', [-0.0833046, -0.1491469, 1.0]], ['2, k, 17', [0.143718, -0.1869998, 1.0]], ['2, k, 18', [0.006729697, -0.6042592, 1.0]], ['2, k, 19', [0.02396442, -0.6413253, 1.0]], ['2, k, 20', [-0.1680919, 0.2970911, 1.0]], ['2, k, 21', [-0.1593722, -0.1143267, 1.0]], ['2, k, 22', [-0.2543699, -0.1216327, 1.0]], ['2, k, 23', [-0.09153555, -0.1352127, 1.0]], ['2, k, 24', [0.02372192, -0.1271336, 1.0]]]
[['2, k, 0', [-0.1660129, -0.1511215, 1.0]], ['2, k, 1', [-0.1678603, 0.1073064, 1.0]], ['2, k, 2', [-0.1695995, 0.3588011, 1.0]], ['2, k, 3', [-0.168262, 0.5045912, 1.0]], ['2, k, 4', [-0.3360041, 0.2347227, 1.0]], ['2, k, 5', [-0.4150685, 0.01964356, 1.0]], ['2, k, 6', [-0.2918431, -0.08055512, 1.0]], ['2, k, 7', [-0.2277807, -0.09282658, 1.0]], ['2, k, 8', [0.01341103, 0.2440737, 1.0]], ['2, k, 9', [0.08493146, 0.03193056, 1.0]], ['2, k, 10', [0.01442851, -0.05502965, 1.0]], ['2, k, 11', [-0.04195103, -0.08556483, 1.0]], ['2, k, 12', [-0.2447847, -0.1494095, 1.0]], ['2, k, 13', [-0.3265473, -0.1882138, 1.0]], ['2, k, 14', [-0.2258906, -0.6070525, 1.0]], ['2, k, 15', [-0.2026767, -0.6919435, 1.0]], ['2, k, 16', [-0.08358135, -0.1491857, 1.0]], ['2, k, 17', [0.1437037, -0.187601, 1.0]], ['2, k, 18', [0.005860381, -0.6058998, 1.0]], ['2, k, 19', [0.02302251, -0.6429439, 1.0]], ['2, k, 20', [-0.1694114, 0.2968566, 1.0]], ['2, k, 21', [-0.1581485, -0.1183546, 1.0]], ['2, k, 22', [-0.2468929, -0.1273782, 1.0]], ['2, k, 23', [-0.08231198, -0.1345183, 1.0]], ['2, k, 24', [0.02580261, -0.1302033, 1.0]]]
[['2, k, 0', [-0.1652986, -0.151369, 1.0]], ['2, k, 1', [-0.1667926, 0.1070934, 1.0]], ['2, k, 2', [-0.1678353, 0.3587772, 1.0]], ['2, k, 3', [-0.1691444, 0.5043828, 1.0]], ['2, k, 4', [-0.3361668, 0.2345644, 1.0]], ['2, k, 5', [-0.4131403, 0.01809015, 1.0]], ['2, k, 6', [-0.292039, -0.08115304, 1.0]], ['2, k, 7', [-0.2258327, -0.09589937, 1.0]], ['2, k, 8', [0.01341595, 0.2441254, 1.0]], ['2, k, 9', [0.08597117, 0.03150121, 1.0]], ['2, k, 10', [0.01262907, -0.05848523, 1.0]], ['2, k, 11', [-0.03940801, -0.09173452, 1.0]], ['2, k, 12', [-0.2440633, -0.1497478, 1.0]], ['2, k, 13', [-0.3114102, -0.1984455, 1.0]], ['2, k, 14', [-0.2110642, -0.6025104, 1.0]], ['2, k, 15', [-0.2066429, -0.6952903, 1.0]], ['2, k, 16', [-0.08278528, -0.149346, 1.0]], ['2, k, 17', [0.1436635, -0.1882674, 1.0]], ['2, k, 18', [0.005231287, -0.6074269, 1.0]], ['2, k, 19', [0.02239412, -0.6444615, 1.0]], ['2, k, 20', [-0.167793, 0.2967611, 1.0]], ['2, k, 21', [-0.1572498, -0.1206525, 1.0]], ['2, k, 22', [-0.262834, -0.1204813, 1.0]], ['2, k, 23', [-0.08680675, -0.130141, 1.0]], ['2, k, 24', [0.0241334, -0.1397159, 1.0]]]
