[['2, k, 0', [-0.20825, -0.500367, 1.0]], ['2, k, 1', [-0.223546, -0.193227, 1.0]], ['2, k, 2', [-0.236949, 0.107191, 1.0]], ['2, k, 3', [-0.228858, 0.250382, 1.0]], ['2, k, 4', [-0.381944, -0.0134991, 1.0]], ['2, k, 5', [-0.442188, -0.277018, 1.0]], ['2, k, 6', [-0.456062, -0.508536, 1.0]], ['2, k, 7', [-0.453687, -0.492531, 1.0]], ['2, k, 8', [-0.0605284, -0.00998125, 1.0]], ['2, k, 9', [0.00932179, -0.267798, 1.0]], ['2, k, 10', [0.0669941, -0.491192, 1.0]], ['2, k, 11', [0.0718953, -0.511846, 1.0]], ['2, k, 12', [-0.278398, -0.493576, 1.0]], ['2, k, 13', [-0.307306, -0.784313, 1.0]], ['2, k, 14', [-0.337961, -1.08761, 1.0]], ['2, k, 15', [-0.330811, -1.14844, 1.0]], ['2, k, 16', [-0.131785, -0.491982, 1.0]], ['2, k, 17', [-0.100273, -0.76685, 1.0]], ['2, k, 18', [-0.0884999, -1.04493, 1.0]], ['2, k, 19', [-0.0523682, -1.10254, 1.0]], ['2, k, 20', [-0.233914, 0.0330523, 1.0]], ['2, k, 21', [-0.458836, -0.555474, 1.0]], ['2, k, 22', [-0.407227, -0.489706, 1.0]], ['2, k, 23', [0.0579046, -0.533916, 1.0]], ['2, k, 24', [0.0266708, -0.516849, 1.0]]]
[['2, k, 0', [-0.20711, -0.497433, 1.0]], ['2, k, 1', [-0.223466, -0.192562, 1.0]], ['2, k, 2', [-0.238951, 0.105098, 1.0]], ['2, k, 3', [-0.230414, 0.25003, 1.0]], ['2, k, 4', [-0.381586, -0.0130625, 1.0]], ['2, k, 5', [-0.455911, -0.241392, 1.0]], ['2, k, 6', [-0.446134, -0.467353, 1.0]], ['2, k, 7', [-0.438792, -0.482495, 1.0]], ['2, k, 8', [-0.0617519, -0.00760232, 1.0]], ['2, k, 9', [0.0126907, -0.264572, 1.0]], ['2, k, 10', [0.0744404, -0.488713, 1.0]], ['2, k, 11', [0.0834821, -0.50801, 1.0]], ['2, k, 12', [-0.277503, -0.492723, 1.0]], ['2, k, 13', [-0.305997, -0.773616, 1.0]], ['2, k, 14', [-0.336742, -1.08233, 1.0]], ['2, k, 15', [-0.329422, -1.1416, 1.0]], ['2, k, 16', [-0.130494, -0.487053, 1.0]], ['2, k, 17', [-0.100268, -0.756517, 1.0]], ['2, k, 18', [-0.0878149, -1.04012, 1.0]], ['2, k, 19', [-0.0545079, -1.10066, 1.0]], ['2, k, 20', [-0.235227, 0.0316629, 1.0]], ['2, k, 21', [-0.415856, -0.534955, 1.0]], ['2, k, 22', [-0.384088, -0.484132, 1.0]], ['2, k, 23', [0.0875446, -0.527532, 1.0]], ['2, k, 24', [0.0409627, -0.513842, 1.0]]]
[['2, k, 0', [-0.207157, -0.497469, 1.0]], ['2, k, 1', [-0.223493, -0.192562, 1.0]], ['2, k, 2', [-0.238985, 0.105204, 1.0]], ['2, k, 3', [-0.230686, 0.250199, 1.0]], ['2, k, 4', [-0.381233, -0.0125011, 1.0]], ['2, k, 5', [-0.45619, -0.237704, 1.0]], ['2, k, 6', [-0.442252, -0.461724, 1.0]], ['2, k, 7', [-0.434766, -0.47837, 1.0]], ['2, k, 8', [-0.0618279, -0.00747473, 1.0]], ['2, k, 9', [0.0150103, -0.256581, 1.0]], ['2, k, 10', [0.0850876, -0.478448, 1.0]], ['2, k, 11', [0.0725712, -0.460926, 1.0]], ['2, k, 12', [-0.277713, -0.492736, 1.0]], ['2, k, 13', [-0.306472, -0.773849, 1.0]], ['2, k, 14', [-0.336469, -1.08131, 1.0]], ['2, k, 15', [-0.329412, -1.14094, 1.0]], ['2, k, 16', [-0.130441, -0.487105, 1.0]], ['2, k, 17', [-0.100149, -0.75691, 1.0]], ['2, k, 18', [-0.0878529, -1.03852, 1.0]], ['2, k, 19', [-0.0545475, -1.1006, 1.0]], ['2, k, 20', [-0.235285, 0.0317274, 1.0]], ['2, k, 21', [-0.41592, -0.527067, 1.0]], ['2, k, 22', [-0.367227, -0.492205, 1.0]], ['2, k, 23', [0.0841496, -0.515978, 1.0]], ['2, k, 24', [0.0306333, -0.471662, 1.0]]]
[['2, k, 0', [-0.207184, -0.497443, 1.0]], ['2, k, 1', [-0.223718, -0.192437, 1.0]], ['2, k, 2', [-0.239587, 0.105694, 1.0]], ['2, k, 3', [-0.230904, 0.25043, 1.0]], ['2, k, 4', [-0.380646, -0.0121016, 1.0]], ['2, k, 5', [-0.455857, -0.233501, 1.0]], ['2, k, 6', [-0.439539, -0.455267, 1.0]], ['2, k, 7', [-0.426982, -0.49438, 1.0]], ['2, k, 8', [-0.0625288, -0.00647974, 1.0]], ['2, k, 9', [0.0174152, -0.251472, 1.0]], ['2, k, 10', [0.0879069, -0.472625, 1.0]], ['2, k, 11', [0.0744987, -0.457124, 1.0]], ['2, k, 12', [-0.277971, -0.49251, 1.0]], ['2, k, 13', [-0.307036, -0.774432, 1.0]], ['2, k, 14', [-0.336469, -1.0813, 1.0]], ['2, k, 15', [-0.329293, -1.14002, 1.0]], ['2, k, 16', [-0.1304, -0.487135, 1.0]], ['2, k, 17', [-0.100144, -0.757043, 1.0]], ['2, k, 18', [-0.0878352, -1.0385, 1.0]], ['2, k, 19', [-0.0547439, -1.10025, 1.0]], ['2, k, 20', [-0.235825, 0.0321144, 1.0]], ['2, k, 21', [-0.406097, -0.522409, 1.0]], ['2, k, 22', [-0.366646, -0.484909, 1.0]], ['2, k, 23', [0.082074, -0.511608, 1.0]], ['2, k, 24', [0.031658, -0.46456, 1.0]]]
[['2, k, 0', [-0.207172, -0.497436, 1.0]], ['2, k, 1', [-0.223761, -0.19234, 1.0]], ['2, k, 2', [-0.239661, 0.10598, 1.0]], ['2, k, 3', [-0.231386, 0.250911, 1.0]], ['2, k, 4', [-0.38013, -0.0110583, 1.0]], ['2, k, 5', [-0.456055, -0.23128, 1.0]], ['2, k, 6', [-0.429869, -0.444214, 1.0]], ['2, k, 7', [-0.423028, -0.482402, 1.0]], ['2, k, 8', [-0.0631077, -0.0054778, 1.0]], ['2, k, 9', [0.0207222, -0.238135, 1.0]], ['2, k, 10', [0.0873368, -0.460142, 1.0]], ['2, k, 11', [0.0755244, -0.456388, 1.0]], ['2, k, 12', [-0.277987, -0.492526, 1.0]], ['2, k, 13', [-0.307589, -0.774971, 1.0]], ['2, k, 14', [-0.336467, -1.08141, 1.0]], ['2, k, 15', [-0.329347, -1.1396, 1.0]], ['2, k, 16', [-0.130257, -0.48705, 1.0]], ['2, k, 17', [-0.100213, -0.754601, 1.0]], ['2, k, 18', [-0.0881194, -1.03842, 1.0]], ['2, k, 19', [-0.0545701, -1.10033, 1.0]], ['2, k, 20', [-0.235908, 0.0323567, 1.0]], ['2, k, 21', [-0.405021, -0.51113, 1.0]], ['2, k, 22', [-0.362231, -0.477357, 1.0]], ['2, k, 23', [0.0752239, -0.501372, 1.0]], ['2, k, 24', [0.0173724, -0.474478, 1.0]]]
[['2, k, 0', [-0.206856, -0.496967, 1.0]], ['2, k, 1', [-0.223846, -0.191714, 1.0]], ['2, k, 2', [-0.240297, 0.106964, 1.0]], ['2, k, 3', [-0.231822, 0.251925, 1.0]], ['2, k, 4', [-0.37885, -0.00965929, 1.0]], ['2, k, 5', [-0.456009, -0.227883, 1.0]], ['2, k, 6', [-0.426729, -0.437784, 1.0]], ['2, k, 7', [-0.417488, -0.472955, 1.0]], ['2, k, 8', [-0.0637597, -0.00424914, 1.0]], ['2, k, 9', [0.0227587, -0.233577, 1.0]], ['2, k, 10', [0.0911769, -0.452097, 1.0]], ['2, k, 11', [0.0804192, -0.444625, 1.0]], ['2, k, 12', [-0.277836, -0.492059, 1.0]], ['2, k, 13', [-0.307933, -0.774258, 1.0]], ['2, k, 14', [-0.335973, -1.08132, 1.0]], ['2, k, 15', [-0.329481, -1.13907, 1.0]], ['2, k, 16', [-0.129631, -0.486502, 1.0]], ['2, k, 17', [-0.0998454, -0.751359, 1.0]], ['2, k, 18', [-0.0882834, -1.0387, 1.0]], ['2, k, 19', [-0.0543852, -1.1011, 1.0]], ['2, k, 20', [-0.236403, 0.0332689, 1.0]], ['2, k, 21', [-0.397832, -0.499863, 1.0]], ['2, k, 22', [-0.354657, -0.469136, 1.0]], ['2, k, 23', [0.0840688, -0.488219, 1.0]], ['2, k, 24', [0.0158324, -0.462436, 1.0]]]
[['2, k, 0', [-0.206926, -0.496563, 1.0]], ['2, k, 1', [-0.224029, -0.191201, 1.0]], ['2, k, 2', [-0.240413, 0.107517, 1.0]], ['2, k, 3', [-0.23213, 0.252395, 1.0]], ['2, k, 4', [-0.377594, -0.00875968, 1.0]], ['2, k, 5', [-0.455432, -0.224808, 1.0]], ['2, k, 6', [-0.421112, -0.424075, 1.0]], ['2, k, 7', [-0.405851, -0.458252, 1.0]], ['2, k, 8', [-0.0643938, -0.00312928, 1.0]], ['2, k, 9', [0.0262812, -0.220539, 1.0]], ['2, k, 10', [0.0886141, -0.437856, 1.0]], ['2, k, 11', [0.0839961, -0.430966, 1.0]], ['2, k, 12', [-0.278082, -0.491528, 1.0]], ['2, k, 13', [-0.308367, -0.774125, 1.0]], ['2, k, 14', [-0.336966, -1.08182, 1.0]], ['2, k, 15', [-0.329353, -1.14191, 1.0]], ['2, k, 16', [-0.129566, -0.486142, 1.0]], ['2, k, 17', [-0.0993584, -0.750322, 1.0]], ['2, k, 18', [-0.0882877, -1.03869, 1.0]], ['2, k, 19', [-0.0544522, -1.10104, 1.0]], ['2, k, 20', [-0.23656, 0.0338259, 1.0]], ['2, k, 21', [-0.384733, -0.484753, 1.0]], ['2, k, 22', [-0.336281, -0.455347, 1.0]], ['2, k, 23', [0.0959561, -0.471515, 1.0]], ['2, k, 24', [0.0205985, -0.448694, 1.0]]]
[['2, k, 0', [-0.206481, -0.495718, 1.0]], ['2, k, 1', [-0.223987, -0.190319, 1.0]], ['2, k, 2', [-0.240698, 0.108521, 1.0]], ['2, k, 3', [-0.23226, 0.252979, 1.0]], ['2, k, 4', [-0.376804, -0.00760582, 1.0]], ['2, k, 5', [-0.454471, -0.219319, 1.0]], ['2, k, 6', [-0.417004, -0.41349, 1.0]], ['2, k, 7', [-0.399665, -0.444908, 1.0]], ['2, k, 8', [-0.0653147, -0.00105581, 1.0]], ['2, k, 9', [0.02889, -0.215977, 1.0]], ['2, k, 10', [0.0942483, -0.425104, 1.0]], ['2, k, 11', [0.0911772, -0.412737, 1.0]], ['2, k, 12', [-0.277851, -0.490982, 1.0]], ['2, k, 13', [-0.308509, -0.77294, 1.0]], ['2, k, 14', [-0.336866, -1.08208, 1.0]], ['2, k, 15', [-0.329852, -1.14112, 1.0]], ['2, k, 16', [-0.128788, -0.484924, 1.0]], ['2, k, 17', [-0.100529, -0.745574, 1.0]], ['2, k, 18', [-0.0882468, -1.04016, 1.0]], ['2, k, 19', [-0.0538903, -1.10159, 1.0]], ['2, k, 20', [-0.236767, 0.0348076, 1.0]], ['2, k, 21', [-0.384025, -0.468704, 1.0]], ['2, k, 22', [-0.330119, -0.442291, 1.0]], ['2, k, 23', [0.0991007, -0.450726, 1.0]], ['2, k, 24', [0.0254307, -0.429666, 1.0]]]
[['2, k, 0', [-0.206041, -0.4944, 1.0]], ['2, k, 1', [-0.223868, -0.189157, 1.0]], ['2, k, 2', [-0.240739, 0.109399, 1.0]], ['2, k, 3', [-0.23245, 0.253652, 1.0]], ['2, k, 4', [-0.376214, -0.0069527, 1.0]], ['2, k, 5', [-0.456292, -0.213637, 1.0]], ['2, k, 6', [-0.411451, -0.399002, 1.0]], ['2, k, 7', [-0.395676, -0.425185, 1.0]], ['2, k, 8', [-0.0659013, 0.000202235, 1.0]], ['2, k, 9', [0.0332266, -0.210581, 1.0]], ['2, k, 10', [0.0971649, -0.409517, 1.0]], ['2, k, 11', [0.0953293, -0.394104, 1.0]], ['2, k, 12', [-0.277575, -0.489896, 1.0]], ['2, k, 13', [-0.309662, -0.773093, 1.0]], ['2, k, 14', [-0.337411, -1.08366, 1.0]], ['2, k, 15', [-0.329902, -1.14136, 1.0]], ['2, k, 16', [-0.128198, -0.483528, 1.0]], ['2, k, 17', [-0.100155, -0.74654, 1.0]], ['2, k, 18', [-0.0879267, -1.04013, 1.0]], ['2, k, 19', [-0.0542396, -1.10172, 1.0]], ['2, k, 20', [-0.236781, 0.0357648, 1.0]], ['2, k, 21', [-0.365911, -0.447122, 1.0]], ['2, k, 22', [-0.323787, -0.423191, 1.0]], ['2, k, 23', [0.0991503, -0.431863, 1.0]], ['2, k, 24', [0.0293462, -0.409488, 1.0]]]
[['2, k, 0', [-0.205405, -0.491414, 1.0]], ['2, k, 1', [-0.223823, -0.187298, 1.0]], ['2, k, 2', [-0.240959, 0.110402, 1.0]], ['2, k, 3', [-0.232805, 0.254428, 1.0]], ['2, k, 4', [-0.375342, -0.00542659, 1.0]], ['2, k, 5', [-0.458025, -0.205528, 1.0]], ['2, k, 6', [-0.40777, -0.371544, 1.0]], ['2, k, 7', [-0.390766, -0.403159, 1.0]], ['2, k, 8', [-0.0661912, 0.00157853, 1.0]], ['2, k, 9', [0.0398331, -0.201712, 1.0]], ['2, k, 10', [0.100927, -0.39291, 1.0]], ['2, k, 11', [0.101831, -0.373557, 1.0]], ['2, k, 12', [-0.276877, -0.487536, 1.0]], ['2, k, 13', [-0.30923, -0.771005, 1.0]], ['2, k, 14', [-0.337507, -1.08371, 1.0]], ['2, k, 15', [-0.329702, -1.14047, 1.0]], ['2, k, 16', [-0.127702, -0.480136, 1.0]], ['2, k, 17', [-0.100128, -0.745542, 1.0]], ['2, k, 18', [-0.0879299, -1.04021, 1.0]], ['2, k, 19', [-0.0537612, -1.10264, 1.0]], ['2, k, 20', [-0.236953, 0.036954, 1.0]], ['2, k, 21', [-0.376302, -0.424423, 1.0]], ['2, k, 22', [-0.319584, -0.402023, 1.0]], ['2, k, 23', [0.111217, -0.409623, 1.0]], ['2, k, 24', [0.0296562, -0.387114, 1.0]]]
[['2, k, 0', [-0.20588, -0.488545, 1.0]], ['2, k, 1', [-0.224134, -0.18525, 1.0]], ['2, k, 2', [-0.240968, 0.111611, 1.0]], ['2, k, 3', [-0.232877, 0.25517, 1.0]], ['2, k, 4', [-0.374213, -0.00300797, 1.0]], ['2, k, 5', [-0.460322, -0.196026, 1.0]], ['2, k, 6', [-0.404138, -0.349266, 1.0]], ['2, k, 7', [-0.400373, -0.3631, 1.0]], ['2, k, 8', [-0.0665909, 0.00222036, 1.0]], ['2, k, 9', [0.0446872, -0.191665, 1.0]], ['2, k, 10', [0.10658, -0.36958, 1.0]], ['2, k, 11', [0.109358, -0.350701, 1.0]], ['2, k, 12', [-0.276883, -0.484929, 1.0]], ['2, k, 13', [-0.310168, -0.767012, 1.0]], ['2, k, 14', [-0.337446, -1.08347, 1.0]], ['2, k, 15', [-0.330058, -1.14005, 1.0]], ['2, k, 16', [-0.128717, -0.477131, 1.0]], ['2, k, 17', [-0.0996911, -0.745387, 1.0]], ['2, k, 18', [-0.0877821, -1.04006, 1.0]], ['2, k, 19', [-0.0538002, -1.10269, 1.0]], ['2, k, 20', [-0.237045, 0.0383601, 1.0]], ['2, k, 21', [-0.374653, -0.39908, 1.0]], ['2, k, 22', [-0.330592, -0.371977, 1.0]], ['2, k, 23', [0.12234, -0.382138, 1.0]], ['2, k, 24', [0.0420301, -0.365015, 1.0]]]
[['2, k, 0', [-0.206657, -0.486457, 1.0]], ['2, k, 1', [-0.2244, -0.183861, 1.0]], ['2, k, 2', [-0.2408, 0.112343, 1.0]], ['2, k, 3', [-0.233067, 0.255555, 1.0]], ['2, k, 4', [-0.373404, -0.00198111, 1.0]], ['2, k, 5', [-0.461108, -0.18452, 1.0]], ['2, k, 6', [-0.40045, -0.326743, 1.0]], ['2, k, 7', [-0.396049, -0.33895, 1.0]], ['2, k, 8', [-0.0670194, 0.0033645, 1.0]], ['2, k, 9', [0.0490011, -0.179105, 1.0]], ['2, k, 10', [0.109858, -0.347291, 1.0]], ['2, k, 11', [0.114014, -0.324647, 1.0]], ['2, k, 12', [-0.276825, -0.482707, 1.0]], ['2, k, 13', [-0.310193, -0.766799, 1.0]], ['2, k, 14', [-0.337443, -1.08423, 1.0]], ['2, k, 15', [-0.330059, -1.13991, 1.0]], ['2, k, 16', [-0.130383, -0.475192, 1.0]], ['2, k, 17', [-0.0995564, -0.745045, 1.0]], ['2, k, 18', [-0.0876475, -1.03964, 1.0]], ['2, k, 19', [-0.0558296, -1.1008, 1.0]], ['2, k, 20', [-0.236969, 0.0392354, 1.0]], ['2, k, 21', [-0.354714, -0.370495, 1.0]], ['2, k, 22', [-0.330308, -0.346447, 1.0]], ['2, k, 23', [0.11439, -0.356003, 1.0]], ['2, k, 24', [0.0401084, -0.336069, 1.0]]]
[['2, k, 0', [-0.206543, -0.485795, 1.0]], ['2, k, 1', [-0.224258, -0.183126, 1.0]], ['2, k, 2', [-0.240541, 0.11303, 1.0]], ['2, k, 3', [-0.233452, 0.256234, 1.0]], ['2, k, 4', [-0.373642, -0.00225972, 1.0]], ['2, k, 5', [-0.462373, -0.172764, 1.0]], ['2, k, 6', [-0.396409, -0.293446, 1.0]], ['2, k, 7', [-0.391599, -0.313048, 1.0]], ['2, k, 8', [-0.067269, 0.00442544, 1.0]], ['2, k, 9', [0.0532757, -0.16233, 1.0]], ['2, k, 10', [0.121464, -0.31263, 1.0]], ['2, k, 11', [0.11997, -0.297422, 1.0]], ['2, k, 12', [-0.276444, -0.482166, 1.0]], ['2, k, 13', [-0.310257, -0.766658, 1.0]], ['2, k, 14', [-0.338829, -1.0855, 1.0]], ['2, k, 15', [-0.330013, -1.1396, 1.0]], ['2, k, 16', [-0.130579, -0.474402, 1.0]], ['2, k, 17', [-0.098834, -0.74308, 1.0]], ['2, k, 18', [-0.08749, -1.0396, 1.0]], ['2, k, 19', [-0.0561244, -1.10076, 1.0]], ['2, k, 20', [-0.236748, 0.0399434, 1.0]], ['2, k, 21', [-0.365969, -0.345939, 1.0]], ['2, k, 22', [-0.319345, -0.322624, 1.0]], ['2, k, 23', [0.119174, -0.326506, 1.0]], ['2, k, 24', [0.0490099, -0.307063, 1.0]]]
[['2, k, 0', [-0.206083, -0.484521, 1.0]], ['2, k, 1', [-0.224041, -0.182036, 1.0]], ['2, k, 2', [-0.240474, 0.1139, 1.0]], ['2, k, 3', [-0.233377, 0.256606, 1.0]], ['2, k, 4', [-0.371826, 0.00199787, 1.0]], ['2, k, 5', [-0.463921, -0.159465, 1.0]], ['2, k, 6', [-0.391772, -0.25646, 1.0]], ['2, k, 7', [-0.386738, -0.283905, 1.0]], ['2, k, 8', [-0.0680154, 0.00577822, 1.0]], ['2, k, 9', [0.0546507, -0.152029, 1.0]], ['2, k, 10', [0.104753, -0.27175, 1.0]], ['2, k, 11', [0.116072, -0.266073, 1.0]], ['2, k, 12', [-0.275326, -0.480628, 1.0]], ['2, k, 13', [-0.310863, -0.764713, 1.0]], ['2, k, 14', [-0.338207, -1.08514, 1.0]], ['2, k, 15', [-0.330685, -1.13994, 1.0]], ['2, k, 16', [-0.130597, -0.473393, 1.0]], ['2, k, 17', [-0.0983527, -0.74259, 1.0]], ['2, k, 18', [-0.0868464, -1.03953, 1.0]], ['2, k, 19', [-0.0560411, -1.10094, 1.0]], ['2, k, 20', [-0.236651, 0.0408707, 1.0]], ['2, k, 21', [-0.357439, -0.308669, 1.0]], ['2, k, 22', [-0.312837, -0.290738, 1.0]], ['2, k, 23', [0.125438, -0.291846, 1.0]], ['2, k, 24', [0.0404058, -0.277624, 1.0]]]
[['2, k, 0', [-0.205806, -0.482404, 1.0]], ['2, k, 1', [-0.223978, -0.180455, 1.0]], ['2, k, 2', [-0.240523, 0.115012, 1.0]], ['2, k, 3', [-0.233202, 0.256945, 1.0]], ['2, k, 4', [-0.370399, 0.0040226, 1.0]], ['2, k, 5', [-0.463154, -0.145919, 1.0]], ['2, k, 6', [-0.386431, -0.238967, 1.0]], ['2, k, 7', [-0.386198, -0.252614, 1.0]], ['2, k, 8', [-0.0690886, 0.0079516, 1.0]], ['2, k, 9', [0.0547187, -0.133306, 1.0]], ['2, k, 10', [0.154496, -0.229987, 1.0]], ['2, k, 11', [0.126238, -0.23494, 1.0]], ['2, k, 12', [-0.274874, -0.47882, 1.0]], ['2, k, 13', [-0.309728, -0.757928, 1.0]], ['2, k, 14', [-0.337142, -1.08195, 1.0]], ['2, k, 15', [-0.330695, -1.1399, 1.0]], ['2, k, 16', [-0.130538, -0.471154, 1.0]], ['2, k, 17', [-0.097941, -0.734142, 1.0]], ['2, k, 18', [-0.0865477, -1.03939, 1.0]], ['2, k, 19', [-0.0560284, -1.10016, 1.0]], ['2, k, 20', [-0.236679, 0.0420936, 1.0]], ['2, k, 21', [-0.348434, -0.277612, 1.0]], ['2, k, 22', [-0.317746, -0.255086, 1.0]], ['2, k, 23', [0.105799, -0.268225, 1.0]], ['2, k, 24', [0.0616591, -0.240594, 1.0]]]
[['2, k, 0', [-0.205639, -0.480523, 1.0]], ['2, k, 1', [-0.224047, -0.179057, 1.0]], ['2, k, 2', [-0.240744, 0.115998, 1.0]], ['2, k, 3', [-0.233173, 0.257271, 1.0]], ['2, k, 4', [-0.368386, 0.00648839, 1.0]], ['2, k, 5', [-0.46357, -0.127542, 1.0]], ['2, k, 6', [-0.386379, -0.198068, 1.0]], ['2, k, 7', [-0.387933, -0.222107, 1.0]], ['2, k, 8', [-0.0705345, 0.0110355, 1.0]], ['2, k, 9', [0.0565891, -0.109405, 1.0]], ['2, k, 10', [0.0950885, -0.177887, 1.0]], ['2, k, 11', [0.118005, -0.202633, 1.0]], ['2, k, 12', [-0.27479, -0.476827, 1.0]], ['2, k, 13', [-0.309788, -0.757674, 1.0]], ['2, k, 14', [-0.337453, -1.08206, 1.0]], ['2, k, 15', [-0.330454, -1.13883, 1.0]], ['2, k, 16', [-0.130302, -0.469526, 1.0]], ['2, k, 17', [-0.0980045, -0.734071, 1.0]], ['2, k, 18', [-0.0858388, -1.03918, 1.0]], ['2, k, 19', [-0.05595, -1.10055, 1.0]], ['2, k, 20', [-0.236869, 0.0431753, 1.0]], ['2, k, 21', [-0.341813, -0.254349, 1.0]], ['2, k, 22', [-0.320025, -0.224543, 1.0]], ['2, k, 23', [0.131545, -0.229315, 1.0]], ['2, k, 24', [0.0479731, -0.212965, 1.0]]]
[['2, k, 0', [-0.205224, -0.478841, 1.0]], ['2, k, 1', [-0.223723, -0.178003, 1.0]], ['2, k, 2', [-0.240436, 0.11661, 1.0]], ['2, k, 3', [-0.232959, 0.257386, 1.0]], ['2, k, 4', [-0.365303, 0.0103566, 1.0]], ['2, k, 5', [-0.475204, -0.0726767, 1.0]], ['2, k, 6', [-0.368128, -0.198322, 1.0]], ['2, k, 7', [-0.37629, -0.19495, 1.0]], ['2, k, 8', [-0.0722631, 0.0159789, 1.0]], ['2, k, 9', [0.0580738, -0.103294, 1.0]], ['2, k, 10', [0.0934626, -0.149896, 1.0]], ['2, k, 11', [0.116505, -0.167449, 1.0]], ['2, k, 12', [-0.274598, -0.475888, 1.0]], ['2, k, 13', [-0.309862, -0.757589, 1.0]], ['2, k, 14', [-0.337471, -1.08203, 1.0]], ['2, k, 15', [-0.330426, -1.13883, 1.0]], ['2, k, 16', [-0.1296, -0.467009, 1.0]], ['2, k, 17', [-0.0979929, -0.733936, 1.0]], ['2, k, 18', [-0.0856917, -1.03929, 1.0]], ['2, k, 19', [-0.0566971, -1.10042, 1.0]], ['2, k, 20', [-0.236565, 0.0438819, 1.0]], ['2, k, 21', [-0.332306, -0.215889, 1.0]], ['2, k, 22', [-0.296703, -0.197252, 1.0]], ['2, k, 23', [0.0971468, -0.20089, 1.0]], ['2, k, 24', [0.0419723, -0.175948, 1.0]]]
[['2, k, 0', [-0.204836, -0.475848, 1.0]], ['2, k, 1', [-0.223887, -0.175639, 1.0]], ['2, k, 2', [-0.241033, 0.118457, 1.0]], ['2, k, 3', [-0.232954, 0.257823, 1.0]], ['2, k, 4', [-0.363834, 0.0129595, 1.0]], ['2, k, 5', [-0.47678, -0.0650843, 1.0]], ['2, k, 6', [-0.377762, -0.169509, 1.0]], ['2, k, 7', [-0.378478, -0.165841, 1.0]], ['2, k, 8', [-0.073287, 0.0205294, 1.0]], ['2, k, 9', [0.0535586, -0.0543105, 1.0]], ['2, k, 10', [0.0908081, -0.117783, 1.0]], ['2, k, 11', [0.117108, -0.133006, 1.0]], ['2, k, 12', [-0.274423, -0.473292, 1.0]], ['2, k, 13', [-0.30997, -0.757693, 1.0]], ['2, k, 14', [-0.338005, -1.08248, 1.0]], ['2, k, 15', [-0.330446, -1.13797, 1.0]], ['2, k, 16', [-0.129001, -0.463741, 1.0]], ['2, k, 17', [-0.0973429, -0.732099, 1.0]], ['2, k, 18', [-0.085533, -1.03948, 1.0]], ['2, k, 19', [-0.0561594, -1.10091, 1.0]], ['2, k, 20', [-0.237057, 0.0458445, 1.0]], ['2, k, 21', [-0.347424, -0.201633, 1.0]], ['2, k, 22', [-0.296162, -0.164662, 1.0]], ['2, k, 23', [0.146085, -0.144577, 1.0]], ['2, k, 24', [0.0421689, -0.143327, 1.0]]]
[['2, k, 0', [-0.204928, -0.473862, 1.0]], ['2, k, 1', [-0.224328, -0.173692, 1.0]], ['2, k, 2', [-0.241783, 0.120171, 1.0]], ['2, k, 3', [-0.232831, 0.258187, 1.0]], ['2, k, 4', [-0.363049, 0.0151924, 1.0]], ['2, k, 5', [-0.476527, -0.0421437, 1.0]], ['2, k, 6', [-0.392605, -0.127776, 1.0]], ['2, k, 7', [-0.381923, -0.135783, 1.0]], ['2, k, 8', [-0.0741883, 0.0238755, 1.0]], ['2, k, 9', [0.0519072, -0.0505065, 1.0]], ['2, k, 10', [0.105328, -0.129665, 1.0]], ['2, k, 11', [0.112276, -0.101894, 1.0]], ['2, k, 12', [-0.274417, -0.471533, 1.0]], ['2, k, 13', [-0.310841, -0.758385, 1.0]], ['2, k, 14', [-0.337881, -1.08283, 1.0]], ['2, k, 15', [-0.330988, -1.13924, 1.0]], ['2, k, 16', [-0.129204, -0.461637, 1.0]], ['2, k, 17', [-0.0975195, -0.732973, 1.0]], ['2, k, 18', [-0.0855366, -1.03947, 1.0]], ['2, k, 19', [-0.0549285, -1.10214, 1.0]], ['2, k, 20', [-0.237736, 0.0476279, 1.0]], ['2, k, 21', [-0.338996, -0.14733, 1.0]], ['2, k, 22', [-0.308665, -0.128896, 1.0]], ['2, k, 23', [0.138948, -0.111505, 1.0]], ['2, k, 24', [0.0414528, -0.110156, 1.0]]]
