[['2, k, 0', [-0.2383911, -0.2200684, 1.0]], ['2, k, 1', [-0.2195639, 0.05772315, 1.0]], ['2, k, 2', [-0.1985642, 0.3277593, 1.0]], ['2, k, 3', [-0.1954443, 0.4607283, 1.0]], ['2, k, 4', [-0.3350578, 0.2344279, 1.0]], ['2, k, 5', [-0.3634377, 0.0327876, 1.0]], ['2, k, 6', [-0.3021301, -0.1559303, 1.0]], ['2, k, 7', [-0.2782924, -0.2010714, 1.0]], ['2, k, 8', [-0.05490891, 0.2248367, 1.0]], ['2, k, 9', [-0.01309967, -0.002842625, 1.0]], ['2, k, 10', [0.06223683, -0.1862579, 1.0]], ['2, k, 11', [0.08356864, -0.2134409, 1.0]], ['2, k, 12', [-0.3182176, -0.2119137, 1.0]], ['2, k, 13', [-0.2964525, -0.28127, 1.0]], ['2, k, 14', [-0.3028783, -0.6406873, 1.0]], ['2, k, 15', [-0.293668, -0.6708347, 1.0]], ['2, k, 16', [-0.1516156, -0.2221614, 1.0]], ['2, k, 17', [-0.03209535, -0.2677849, 1.0]], ['2, k, 18', [-0.04697874, -0.6299557, 1.0]], ['2, k, 19', [-0.04158321, -0.6602563, 1.0]], ['2, k, 20', [-0.2035103, 0.2612547, 1.0]], ['2, k, 21', [-0.2566063, -0.257206, 1.0]], ['2, k, 22', [-0.3051058, -0.2034837, 1.0]], ['2, k, 23', [0.09987167, -0.2529208, 1.0]], ['2, k, 24', [0.07076635, -0.2301435, 1.0]]]
[['2, k, 0', [-0.2124039, -0.1761385, 1.0]], ['2, k, 1', [-0.2095882, 0.09321166, 1.0]], ['2, k, 2', [-0.2062738, 0.3549402, 1.0]], ['2, k, 3', [-0.1926615, 0.4713153, 1.0]], ['2, k, 4', [-0.3377752, 0.2387426, 1.0]], ['2, k, 5', [-0.3609761, 0.02540417, 1.0]], ['2, k, 6', [-0.2893658, -0.1740722, 1.0]], ['2, k, 7', [-0.2604419, -0.176031, 1.0]], ['2, k, 8', [-0.0810479, 0.3566314, 1.0]], ['2, k, 9', [-0.05949794, 0.5866621, 1.0]], ['2, k, 10', [-0.02485481, 0.7918488, 1.0]], ['2, k, 11', [-0.02673294, 0.8487936, 1.0]], ['2, k, 12', [-0.2834679, -0.1824669, 1.0]], ['2, k, 13', [-0.2835923, -0.2849523, 1.0]], ['2, k, 14', [-0.3000295, -0.6428999, 1.0]], ['2, k, 15', [-0.2794304, -0.6739932, 1.0]], ['2, k, 16', [-0.1348805, -0.1645554, 1.0]], ['2, k, 17', [-0.04013819, -0.2800135, 1.0]], ['2, k, 18', [-0.05418342, -0.6401379, 1.0]], ['2, k, 19', [-0.03721764, -0.6712464, 1.0]], ['2, k, 20', [-0.2072796, 0.2906193, 1.0]], ['2, k, 21', [-0.2270382, -0.23512, 1.0]], ['2, k, 22', [-0.3022438, -0.1822242, 1.0]], ['2, k, 23', [-0.0500925, 0.9050561, 1.0]], ['2, k, 24', [-0.04502568, 0.8541709, 1.0]]]
[['2, k, 0', [-0.2133315, -0.1767224, 1.0]], ['2, k, 1', [-0.2101137, 0.09292863, 1.0]], ['2, k, 2', [-0.2064467, 0.3548776, 1.0]], ['2, k, 3', [-0.1926352, 0.4708679, 1.0]], ['2, k, 4', [-0.3378853, 0.2394414, 1.0]], ['2, k, 5', [-0.3665785, 0.05566244, 1.0]], ['2, k, 6', [-0.2936316, -0.1618254, 1.0]], ['2, k, 7', [-0.261322, -0.1732918, 1.0]], ['2, k, 8', [-0.08151563, 0.3558143, 1.0]], ['2, k, 9', [-0.02701005, 0.5863798, 1.0]], ['2, k, 10', [-0.007594333, 0.7959597, 1.0]], ['2, k, 11', [0.00303681, 0.8443252, 1.0]], ['2, k, 12', [-0.284501, -0.1828651, 1.0]], ['2, k, 13', [-0.2835123, -0.2850534, 1.0]], ['2, k, 14', [-0.2999449, -0.6430055, 1.0]], ['2, k, 15', [-0.2793545, -0.6740907, 1.0]], ['2, k, 16', [-0.1358757, -0.1654782, 1.0]], ['2, k, 17', [-0.04009616, -0.280025, 1.0]], ['2, k, 18', [-0.05419941, -0.6400719, 1.0]], ['2, k, 19', [-0.03724129, -0.6711769, 1.0]], ['2, k, 20', [-0.2075247, 0.2905117, 1.0]], ['2, k, 21', [-0.2256833, -0.2321083, 1.0]], ['2, k, 22', [-0.3019514, -0.1824385, 1.0]], ['2, k, 23', [-0.0174862, 0.899982, 1.0]], ['2, k, 24', [-0.01601723, 0.8486327, 1.0]]]
[['2, k, 0', [-0.2142277, -0.1779738, 1.0]], ['2, k, 1', [-0.2134631, 0.08981354, 1.0]], ['2, k, 2', [-0.2134183, 0.3492658, 1.0]], ['2, k, 3', [-0.194864, 0.4690466, 1.0]], ['2, k, 4', [-0.3382659, 0.2398153, 1.0]], ['2, k, 5', [-0.3671274, 0.05742377, 1.0]], ['2, k, 6', [-0.2853841, -0.1159912, 1.0]], ['2, k, 7', [-0.2594441, -0.1694338, 1.0]], ['2, k, 8', [-0.08177427, 0.3559776, 1.0]], ['2, k, 9', [-0.02028359, 0.5846159, 1.0]], ['2, k, 10', [0.03640981, 0.8148779, 1.0]], ['2, k, 11', [0.03315855, 0.8647722, 1.0]], ['2, k, 12', [-0.28506, -0.1842762, 1.0]], ['2, k, 13', [-0.2835072, -0.2853209, 1.0]], ['2, k, 14', [-0.299779, -0.6432548, 1.0]], ['2, k, 15', [-0.2793796, -0.6742173, 1.0]], ['2, k, 16', [-0.137237, -0.166632, 1.0]], ['2, k, 17', [-0.04010127, -0.2800215, 1.0]], ['2, k, 18', [-0.05422859, -0.640071, 1.0]], ['2, k, 19', [-0.03745958, -0.6710593, 1.0]], ['2, k, 20', [-0.2135111, 0.2855428, 1.0]], ['2, k, 21', [-0.2297444, -0.2211485, 1.0]], ['2, k, 22', [-0.296175, -0.1750046, 1.0]], ['2, k, 23', [0.01249364, 0.9263694, 1.0]], ['2, k, 24', [0.01240463, 0.8869026, 1.0]]]
[['2, k, 0', [-0.2143116, -0.1788672, 1.0]], ['2, k, 1', [-0.2158307, 0.08758381, 1.0]], ['2, k, 2', [-0.2193725, 0.3456224, 1.0]], ['2, k, 3', [-0.1983509, 0.4677363, 1.0]], ['2, k, 4', [-0.3386083, 0.2398105, 1.0]], ['2, k, 5', [-0.3682194, 0.05769931, 1.0]], ['2, k, 6', [-0.2874206, -0.09984696, 1.0]], ['2, k, 7', [-0.2597516, -0.1614178, 1.0]], ['2, k, 8', [-0.0818183, 0.3565505, 1.0]], ['2, k, 9', [0.009512248, 0.5739734, 1.0]], ['2, k, 10', [0.06825996, 0.8051764, 1.0]], ['2, k, 11', [0.0767023, 0.8548263, 1.0]], ['2, k, 12', [-0.2848721, -0.1856336, 1.0]], ['2, k, 13', [-0.2835251, -0.2855844, 1.0]], ['2, k, 14', [-0.2997831, -0.6435131, 1.0]], ['2, k, 15', [-0.2795436, -0.6744082, 1.0]], ['2, k, 16', [-0.1375077, -0.1671883, 1.0]], ['2, k, 17', [-0.04015404, -0.2801951, 1.0]], ['2, k, 18', [-0.05428531, -0.6402617, 1.0]], ['2, k, 19', [-0.03767627, -0.6711855, 1.0]], ['2, k, 20', [-0.2185093, 0.2822155, 1.0]], ['2, k, 21', [-0.230994, -0.2100207, 1.0]], ['2, k, 22', [-0.2958339, -0.1650875, 1.0]], ['2, k, 23', [0.06285528, 0.9000821, 1.0]], ['2, k, 24', [0.0577366, 0.8935155, 1.0]]]
[['2, k, 0', [-0.2161235, -0.1835757, 1.0]], ['2, k, 1', [-0.219168, 0.08409669, 1.0]], ['2, k, 2', [-0.2231488, 0.3436736, 1.0]], ['2, k, 3', [-0.2036833, 0.4669059, 1.0]], ['2, k, 4', [-0.3392871, 0.2395003, 1.0]], ['2, k, 5', [-0.3695624, 0.04483855, 1.0]], ['2, k, 6', [-0.2875364, -0.09864478, 1.0]], ['2, k, 7', [-0.2614594, -0.1613171, 1.0]], ['2, k, 8', [-0.09038316, 0.2989069, 1.0]], ['2, k, 9', [-0.007736402, 0.5261707, 1.0]], ['2, k, 10', [0.1085937, 0.7367399, 1.0]], ['2, k, 11', [0.1231811, 0.7941436, 1.0]], ['2, k, 12', [-0.2879362, -0.1892318, 1.0]], ['2, k, 13', [-0.2836706, -0.2859464, 1.0]], ['2, k, 14', [-0.2996488, -0.6440277, 1.0]], ['2, k, 15', [-0.2837807, -0.6751096, 1.0]], ['2, k, 16', [-0.1380342, -0.1733789, 1.0]], ['2, k, 17', [-0.04021973, -0.2800442, 1.0]], ['2, k, 18', [-0.05418125, -0.6400908, 1.0]], ['2, k, 19', [-0.04194625, -0.6712182, 1.0]], ['2, k, 20', [-0.2222235, 0.2798821, 1.0]], ['2, k, 21', [-0.2302265, -0.215089, 1.0]], ['2, k, 22', [-0.2878511, -0.1823324, 1.0]], ['2, k, 23', [0.1305308, 0.8501121, 1.0]], ['2, k, 24', [0.1110007, 0.8202825, 1.0]]]
[['2, k, 0', [-0.2170456, -0.1871151, 1.0]], ['2, k, 1', [-0.2200631, 0.07739341, 1.0]], ['2, k, 2', [-0.2228112, 0.3336181, 1.0]], ['2, k, 3', [-0.2109307, 0.4669291, 1.0]], ['2, k, 4', [-0.3401679, 0.2390282, 1.0]], ['2, k, 5', [-0.3697971, 0.04404249, 1.0]], ['2, k, 6', [-0.2978464, -0.08109358, 1.0]], ['2, k, 7', [-0.2661248, -0.1557299, 1.0]], ['2, k, 8', [-0.0897186, 0.3015633, 1.0]], ['2, k, 9', [0.02757942, 0.5141214, 1.0]], ['2, k, 10', [0.1522072, 0.7194486, 1.0]], ['2, k, 11', [0.1720831, 0.7664206, 1.0]], ['2, k, 12', [-0.2885756, -0.1926129, 1.0]], ['2, k, 13', [-0.2838407, -0.2862904, 1.0]], ['2, k, 14', [-0.2992349, -0.6442417, 1.0]], ['2, k, 15', [-0.2834175, -0.6753064, 1.0]], ['2, k, 16', [-0.1392214, -0.1766943, 1.0]], ['2, k, 17', [-0.04019829, -0.2799178, 1.0]], ['2, k, 18', [-0.05423469, -0.6399601, 1.0]], ['2, k, 19', [-0.04204518, -0.6710792, 1.0]], ['2, k, 20', [-0.2223114, 0.2706793, 1.0]], ['2, k, 21', [-0.2360177, -0.1998948, 1.0]], ['2, k, 22', [-0.2864322, -0.1768191, 1.0]], ['2, k, 23', [0.1898791, 0.8335097, 1.0]], ['2, k, 24', [0.1632879, 0.7841784, 1.0]]]
[['2, k, 0', [-0.2170581, -0.1874707, 1.0]], ['2, k, 1', [-0.2218973, 0.07730509, 1.0]], ['2, k, 2', [-0.2293185, 0.3352129, 1.0]], ['2, k, 3', [-0.2164671, 0.4676578, 1.0]], ['2, k, 4', [-0.3416991, 0.2390896, 1.0]], ['2, k, 5', [-0.3710678, 0.03989689, 1.0]], ['2, k, 6', [-0.3011701, -0.1148196, 1.0]], ['2, k, 7', [-0.2653562, -0.1671397, 1.0]], ['2, k, 8', [-0.08979951, 0.3022132, 1.0]], ['2, k, 9', [0.04346796, 0.5053051, 1.0]], ['2, k, 10', [0.1994456, 0.6871232, 1.0]], ['2, k, 11', [0.2232142, 0.7333256, 1.0]], ['2, k, 12', [-0.2888465, -0.1930099, 1.0]], ['2, k, 13', [-0.2840061, -0.2858805, 1.0]], ['2, k, 14', [-0.2991929, -0.6437688, 1.0]], ['2, k, 15', [-0.2835277, -0.6747864, 1.0]], ['2, k, 16', [-0.1390118, -0.1770568, 1.0]], ['2, k, 17', [-0.04023034, -0.2799485, 1.0]], ['2, k, 18', [-0.05434913, -0.6399312, 1.0]], ['2, k, 19', [-0.04230958, -0.6709977, 1.0]], ['2, k, 20', [-0.2273899, 0.2716652, 1.0]], ['2, k, 21', [-0.2365113, -0.2149116, 1.0]], ['2, k, 22', [-0.3029574, -0.174298, 1.0]], ['2, k, 23', [0.239712, 0.7967986, 1.0]], ['2, k, 24', [0.2299248, 0.7924531, 1.0]]]
[['2, k, 0', [-0.2167995, -0.1880459, 1.0]], ['2, k, 1', [-0.223332, 0.07742527, 1.0]], ['2, k, 2', [-0.234269, 0.3372176, 1.0]], ['2, k, 3', [-0.222888, 0.4683713, 1.0]], ['2, k, 4', [-0.3504539, 0.2339618, 1.0]], ['2, k, 5', [-0.3726153, 0.03474364, 1.0]], ['2, k, 6', [-0.2930305, -0.1179681, 1.0]], ['2, k, 7', [-0.264805, -0.1672146, 1.0]], ['2, k, 8', [-0.08982293, 0.3024177, 1.0]], ['2, k, 9', [0.06143212, 0.4914362, 1.0]], ['2, k, 10', [0.2282236, 0.6265059, 1.0]], ['2, k, 11', [0.2601711, 0.6701647, 1.0]], ['2, k, 12', [-0.2889476, -0.1938211, 1.0]], ['2, k, 13', [-0.2843973, -0.286362, 1.0]], ['2, k, 14', [-0.2991889, -0.644173, 1.0]], ['2, k, 15', [-0.283871, -0.6751818, 1.0]], ['2, k, 16', [-0.1382196, -0.1775636, 1.0]], ['2, k, 17', [-0.04024321, -0.2799524, 1.0]], ['2, k, 18', [-0.05419579, -0.6399807, 1.0]], ['2, k, 19', [-0.04250546, -0.6710424, 1.0]], ['2, k, 20', [-0.2314322, 0.2730939, 1.0]], ['2, k, 21', [-0.2329581, -0.2203034, 1.0]], ['2, k, 22', [-0.2947663, -0.184472, 1.0]], ['2, k, 23', [0.299806, 0.7354741, 1.0]], ['2, k, 24', [0.2529231, 0.6832942, 1.0]]]
[['2, k, 0', [-0.2167239, -0.1881695, 1.0]], ['2, k, 1', [-0.2244279, 0.07747897, 1.0]], ['2, k, 2', [-0.2363563, 0.3375126, 1.0]], ['2, k, 3', [-0.2284888, 0.4692898, 1.0]], ['2, k, 4', [-0.350698, 0.2342313, 1.0]], ['2, k, 5', [-0.3736446, 0.03559477, 1.0]], ['2, k, 6', [-0.2886646, -0.119103, 1.0]], ['2, k, 7', [-0.2622222, -0.1694245, 1.0]], ['2, k, 8', [-0.08831529, 0.3061066, 1.0]], ['2, k, 9', [0.07475793, 0.4551829, 1.0]], ['2, k, 10', [0.273318, 0.5776892, 1.0]], ['2, k, 11', [0.3068537, 0.6152141, 1.0]], ['2, k, 12', [-0.2889333, -0.1940213, 1.0]], ['2, k, 13', [-0.2844115, -0.2863677, 1.0]], ['2, k, 14', [-0.2993564, -0.6443464, 1.0]], ['2, k, 15', [-0.283726, -0.6753013, 1.0]], ['2, k, 16', [-0.1381109, -0.1775962, 1.0]], ['2, k, 17', [-0.04029225, -0.2797513, 1.0]], ['2, k, 18', [-0.05413259, -0.6398555, 1.0]], ['2, k, 19', [-0.04213426, -0.6708686, 1.0]], ['2, k, 20', [-0.2333851, 0.2733671, 1.0]], ['2, k, 21', [-0.2316882, -0.2207496, 1.0]], ['2, k, 22', [-0.2952651, -0.1783078, 1.0]], ['2, k, 23', [0.3519794, 0.6728314, 1.0]], ['2, k, 24', [0.3181045, 0.6417394, 1.0]]]
[['2, k, 0', [-0.2166992, -0.1884946, 1.0]], ['2, k, 1', [-0.2261015, 0.07721462, 1.0]], ['2, k, 2', [-0.2396487, 0.3373536, 1.0]], ['2, k, 3', [-0.2349334, 0.4696437, 1.0]], ['2, k, 4', [-0.3590795, 0.2310631, 1.0]], ['2, k, 5', [-0.3752441, 0.03533298, 1.0]], ['2, k, 6', [-0.2927084, -0.09101336, 1.0]], ['2, k, 7', [-0.2719553, -0.1486397, 1.0]], ['2, k, 8', [-0.08673246, 0.3077481, 1.0]], ['2, k, 9', [0.08441728, 0.4168845, 1.0]], ['2, k, 10', [0.2913243, 0.5096944, 1.0]], ['2, k, 11', [0.3496694, 0.5559419, 1.0]], ['2, k, 12', [-0.2890179, -0.1945772, 1.0]], ['2, k, 13', [-0.2845993, -0.2864968, 1.0]], ['2, k, 14', [-0.2996959, -0.6443837, 1.0]], ['2, k, 15', [-0.2848302, -0.6753118, 1.0]], ['2, k, 16', [-0.1380329, -0.1777178, 1.0]], ['2, k, 17', [-0.04027821, -0.2797669, 1.0]], ['2, k, 18', [-0.05402619, -0.63991, 1.0]], ['2, k, 19', [-0.04279877, -0.6708952, 1.0]], ['2, k, 20', [-0.2363389, 0.2732079, 1.0]], ['2, k, 21', [-0.2408151, -0.1922733, 1.0]], ['2, k, 22', [-0.3066438, -0.1516589, 1.0]], ['2, k, 23', [0.4076397, 0.6142964, 1.0]], ['2, k, 24', [0.3648881, 0.5791538, 1.0]]]
[['2, k, 0', [-0.2165854, -0.1887871, 1.0]], ['2, k, 1', [-0.2276484, 0.07712279, 1.0]], ['2, k, 2', [-0.2431594, 0.3376264, 1.0]], ['2, k, 3', [-0.2394452, 0.4699778, 1.0]], ['2, k, 4', [-0.3587671, 0.2314853, 1.0]], ['2, k, 5', [-0.375875, 0.03252363, 1.0]], ['2, k, 6', [-0.2900584, -0.1099813, 1.0]], ['2, k, 7', [-0.2669804, -0.1635705, 1.0]], ['2, k, 8', [-0.08546901, 0.3087851, 1.0]], ['2, k, 9', [0.09835488, 0.3896089, 1.0]], ['2, k, 10', [0.3046005, 0.4560442, 1.0]], ['2, k, 11', [0.3753691, 0.473531, 1.0]], ['2, k, 12', [-0.2890501, -0.194894, 1.0]], ['2, k, 13', [-0.2848783, -0.2849624, 1.0]], ['2, k, 14', [-0.2996696, -0.6429418, 1.0]], ['2, k, 15', [-0.2846417, -0.673838, 1.0]], ['2, k, 16', [-0.1377716, -0.177947, 1.0]], ['2, k, 17', [-0.04024284, -0.2787605, 1.0]], ['2, k, 18', [-0.05329829, -0.6391928, 1.0]], ['2, k, 19', [-0.04192125, -0.670135, 1.0]], ['2, k, 20', [-0.2393844, 0.273402, 1.0]], ['2, k, 21', [-0.2374794, -0.2136672, 1.0]], ['2, k, 22', [-0.3045708, -0.1699703, 1.0]], ['2, k, 23', [0.4318812, 0.5184885, 1.0]], ['2, k, 24', [0.3835801, 0.4891477, 1.0]]]
[['2, k, 0', [-0.216372, -0.189819, 1.0]], ['2, k, 1', [-0.2290442, 0.07673448, 1.0]], ['2, k, 2', [-0.2457055, 0.3378029, 1.0]], ['2, k, 3', [-0.2425202, 0.4695757, 1.0]], ['2, k, 4', [-0.3585915, 0.2316534, 1.0]], ['2, k, 5', [-0.3778058, 0.03228467, 1.0]], ['2, k, 6', [-0.288904, -0.1134016, 1.0]], ['2, k, 7', [-0.264304, -0.1646794, 1.0]], ['2, k, 8', [-0.0842694, 0.3078816, 1.0]], ['2, k, 9', [0.09067172, 0.3457582, 1.0]], ['2, k, 10', [0.323615, 0.3677331, 1.0]], ['2, k, 11', [0.3941621, 0.3890526, 1.0]], ['2, k, 12', [-0.2892028, -0.1958775, 1.0]], ['2, k, 13', [-0.2849431, -0.2845833, 1.0]], ['2, k, 14', [-0.2987818, -0.6430079, 1.0]], ['2, k, 15', [-0.2836035, -0.6738356, 1.0]], ['2, k, 16', [-0.1371466, -0.178957, 1.0]], ['2, k, 17', [-0.04030113, -0.2782293, 1.0]], ['2, k, 18', [-0.05319023, -0.63877, 1.0]], ['2, k, 19', [-0.0416548, -0.6696572, 1.0]], ['2, k, 20', [-0.241671, 0.2734372, 1.0]], ['2, k, 21', [-0.236646, -0.2141816, 1.0]], ['2, k, 22', [-0.3019545, -0.1764853, 1.0]], ['2, k, 23', [0.4631708, 0.4207037, 1.0]], ['2, k, 24', [0.4147795, 0.4026464, 1.0]]]
[['2, k, 0', [-0.2163256, -0.1908541, 1.0]], ['2, k, 1', [-0.2298406, 0.07648244, 1.0]], ['2, k, 2', [-0.246801, 0.3380531, 1.0]], ['2, k, 3', [-0.2458622, 0.4695143, 1.0]], ['2, k, 4', [-0.3585585, 0.231785, 1.0]], ['2, k, 5', [-0.3784376, 0.03159002, 1.0]], ['2, k, 6', [-0.2912455, -0.1154776, 1.0]], ['2, k, 7', [-0.2656224, -0.1649898, 1.0]], ['2, k, 8', [-0.08469166, 0.3059909, 1.0]], ['2, k, 9', [0.09636242, 0.3050718, 1.0]], ['2, k, 10', [0.3177271, 0.2871622, 1.0]], ['2, k, 11', [0.3734464, 0.2928269, 1.0]], ['2, k, 12', [-0.2896928, -0.1968166, 1.0]], ['2, k, 13', [-0.284923, -0.2847564, 1.0]], ['2, k, 14', [-0.2989113, -0.6431497, 1.0]], ['2, k, 15', [-0.2837037, -0.6739293, 1.0]], ['2, k, 16', [-0.1365413, -0.1801437, 1.0]], ['2, k, 17', [-0.04016003, -0.2783267, 1.0]], ['2, k, 18', [-0.05316716, -0.6388544, 1.0]], ['2, k, 19', [-0.04160552, -0.6696965, 1.0]], ['2, k, 20', [-0.242708, 0.2735634, 1.0]], ['2, k, 21', [-0.2350105, -0.2196662, 1.0]], ['2, k, 22', [-0.3018599, -0.1766861, 1.0]], ['2, k, 23', [0.4444252, 0.3042742, 1.0]], ['2, k, 24', [0.3991366, 0.305286, 1.0]]]
[['2, k, 0', [-0.2166908, -0.1931031, 1.0]], ['2, k, 1', [-0.2311365, 0.07573301, 1.0]], ['2, k, 2', [-0.2482848, 0.3381592, 1.0]], ['2, k, 3', [-0.2483971, 0.4695883, 1.0]], ['2, k, 4', [-0.3585787, 0.2318821, 1.0]], ['2, k, 5', [-0.3790897, 0.03041515, 1.0]], ['2, k, 6', [-0.2969081, -0.1239832, 1.0]], ['2, k, 7', [-0.2637643, -0.1663052, 1.0]], ['2, k, 8', [-0.08366188, 0.2965555, 1.0]], ['2, k, 9', [0.1107442, 0.2559256, 1.0]], ['2, k, 10', [0.3078763, 0.2135907, 1.0]], ['2, k, 11', [0.3804864, 0.2032459, 1.0]], ['2, k, 12', [-0.2907889, -0.1986808, 1.0]], ['2, k, 13', [-0.2847575, -0.2848897, 1.0]], ['2, k, 14', [-0.2988928, -0.6432357, 1.0]], ['2, k, 15', [-0.2830124, -0.6739234, 1.0]], ['2, k, 16', [-0.1361941, -0.1828377, 1.0]], ['2, k, 17', [-0.04008008, -0.2788363, 1.0]], ['2, k, 18', [-0.05310952, -0.6393662, 1.0]], ['2, k, 19', [-0.04087785, -0.6701154, 1.0]], ['2, k, 20', [-0.2441433, 0.2734719, 1.0]], ['2, k, 21', [-0.2304932, -0.2200873, 1.0]], ['2, k, 22', [-0.304404, -0.1709668, 1.0]], ['2, k, 23', [0.4486756, 0.2042361, 1.0]], ['2, k, 24', [0.4007307, 0.21205, 1.0]]]
[['2, k, 0', [-0.2169785, -0.1964834, 1.0]], ['2, k, 1', [-0.2316252, 0.07501968, 1.0]], ['2, k, 2', [-0.2484859, 0.3385805, 1.0]], ['2, k, 3', [-0.2504887, 0.4700137, 1.0]], ['2, k, 4', [-0.3659941, 0.2273039, 1.0]], ['2, k, 5', [-0.3791256, 0.02845778, 1.0]], ['2, k, 6', [-0.2991207, -0.1245566, 1.0]], ['2, k, 7', [-0.264652, -0.1663101, 1.0]], ['2, k, 8', [-0.08322325, 0.286091, 1.0]], ['2, k, 9', [0.08862077, 0.2297456, 1.0]], ['2, k, 10', [0.2790506, 0.1430997, 1.0]], ['2, k, 11', [0.3487458, 0.1217986, 1.0]], ['2, k, 12', [-0.2922426, -0.2019274, 1.0]], ['2, k, 13', [-0.2845306, -0.2852979, 1.0]], ['2, k, 14', [-0.2990679, -0.6435295, 1.0]], ['2, k, 15', [-0.2835743, -0.6741615, 1.0]], ['2, k, 16', [-0.1353889, -0.1863356, 1.0]], ['2, k, 17', [-0.04017283, -0.2792525, 1.0]], ['2, k, 18', [-0.05299339, -0.6398356, 1.0]], ['2, k, 19', [-0.04115483, -0.6705309, 1.0]], ['2, k, 20', [-0.2444243, 0.2735852, 1.0]], ['2, k, 21', [-0.2281653, -0.2251299, 1.0]], ['2, k, 22', [-0.3037688, -0.1741131, 1.0]], ['2, k, 23', [0.4056414, 0.1040959, 1.0]], ['2, k, 24', [0.3393535, 0.1389828, 1.0]]]
[['2, k, 0', [-0.2174039, -0.1984117, 1.0]], ['2, k, 1', [-0.231925, 0.07452539, 1.0]], ['2, k, 2', [-0.2482501, 0.3390421, 1.0]], ['2, k, 3', [-0.2514339, 0.4703509, 1.0]], ['2, k, 4', [-0.3683737, 0.2264846, 1.0]], ['2, k, 5', [-0.3805912, 0.02921345, 1.0]], ['2, k, 6', [-0.3010566, -0.1284301, 1.0]], ['2, k, 7', [-0.2619467, -0.168618, 1.0]], ['2, k, 8', [-0.08217295, 0.2784527, 1.0]], ['2, k, 9', [0.07477646, 0.1821835, 1.0]], ['2, k, 10', [0.2711585, 0.06242809, 1.0]], ['2, k, 11', [0.3190642, 0.0395818, 1.0]], ['2, k, 12', [-0.2932945, -0.2034173, 1.0]], ['2, k, 13', [-0.2840882, -0.2847373, 1.0]], ['2, k, 14', [-0.2989398, -0.642969, 1.0]], ['2, k, 15', [-0.2842004, -0.673565, 1.0]], ['2, k, 16', [-0.1351511, -0.1885947, 1.0]], ['2, k, 17', [-0.04038433, -0.2799568, 1.0]], ['2, k, 18', [-0.05289144, -0.6405576, 1.0]], ['2, k, 19', [-0.04180853, -0.6712025, 1.0]], ['2, k, 20', [-0.2443867, 0.2737536, 1.0]], ['2, k, 21', [-0.227359, -0.22511, 1.0]], ['2, k, 22', [-0.303741, -0.1758505, 1.0]], ['2, k, 23', [0.3801019, 0.01432125, 1.0]], ['2, k, 24', [0.3301356, 0.04418146, 1.0]]]
[['2, k, 0', [-0.2178821, -0.2002752, 1.0]], ['2, k, 1', [-0.2319476, 0.07385123, 1.0]], ['2, k, 2', [-0.2472551, 0.3391427, 1.0]], ['2, k, 3', [-0.2522157, 0.4708273, 1.0]], ['2, k, 4', [-0.3700533, 0.2256249, 1.0]], ['2, k, 5', [-0.3800934, 0.0293183, 1.0]], ['2, k, 6', [-0.2981644, -0.1279997, 1.0]], ['2, k, 7', [-0.2626164, -0.1689107, 1.0]], ['2, k, 8', [-0.07841409, 0.2683012, 1.0]], ['2, k, 9', [0.0725186, 0.1407747, 1.0]], ['2, k, 10', [0.2441756, -0.00671375, 1.0]], ['2, k, 11', [0.2823981, -0.0351335, 1.0]], ['2, k, 12', [-0.2942318, -0.2045494, 1.0]], ['2, k, 13', [-0.2839096, -0.2844395, 1.0]], ['2, k, 14', [-0.2988445, -0.6426029, 1.0]], ['2, k, 15', [-0.2849571, -0.6731952, 1.0]], ['2, k, 16', [-0.1350544, -0.1912152, 1.0]], ['2, k, 17', [-0.0404714, -0.2800874, 1.0]], ['2, k, 18', [-0.05290159, -0.6407324, 1.0]], ['2, k, 19', [-0.04266924, -0.6713661, 1.0]], ['2, k, 20', [-0.2437499, 0.2736556, 1.0]], ['2, k, 21', [-0.2265549, -0.2249851, 1.0]], ['2, k, 22', [-0.296143, -0.1823904, 1.0]], ['2, k, 23', [0.3492839, -0.07972938, 1.0]], ['2, k, 24', [0.2710089, -0.02693884, 1.0]]]
