[[0, 460.176, 188.497, 0.15347, 1.0], [1, 463.172, 223.711, 0.877056, 1.0], [2, 429.282, 222.239, 0.830247, 1.0], [3, 407.323, 267.821, 0.80359, 1.0], [4, 395.612, 316.257, 0.827939, 1.0], [5, 498.383, 223.726, 0.819241, 1.0], [6, 521.801, 272.208, 0.807778, 1.0], [7, 538, 323.535, 0.849499, 1.0], [8, 464.53, 320.61, 0.749289, 1.0], [9, 441.098, 319.178, 0.736642, 1.0], [10, 439.612, 389.689, 0.823245, 1.0], [11, 433.749, 452.834, 0.820265, 1.0], [12, 486.618, 320.64, 0.731002, 1.0], [13, 488.036, 392.543, 0.873083, 1.0], [14, 496.919, 455.784, 0.776757, 1.0], [15, 452.815, 182.591, 0.167369, 1.0], [16, 464.637, 181.167, 0.168059, 1.0], [17, 442.562, 191.383, 0.260677, 1.0], [18, 482.191, 189.96, 0.331888, 1.0], [19, 499.89, 482.211, 0.721494, 1.0], [20, 510.128, 476.343, 0.749882, 1.0], [21, 489.578, 463.07, 0.645787, 1.0], [22, 429.329, 485.101, 0.824079, 1.0], [23, 420.508, 477.808, 0.77787, 1.0], [24, 439.556, 455.752, 0.778321, 1.0]]
[[0, 460.189, 188.496, 0.132512, 1.0], [1, 463.173, 222.285, 0.876432, 1.0], [2, 429.277, 220.822, 0.835687, 1.0], [3, 407.321, 269.239, 0.803517, 1.0], [4, 397, 316.24, 0.826833, 1.0], [5, 498.388, 223.724, 0.820483, 1.0], [6, 521.807, 272.209, 0.80868, 1.0], [7, 538.002, 323.54, 0.849092, 1.0], [8, 464.552, 320.624, 0.755499, 1.0], [9, 441.123, 319.198, 0.735321, 1.0], [10, 439.615, 389.702, 0.82551, 1.0], [11, 433.741, 452.841, 0.819459, 1.0], [12, 486.633, 320.648, 0.736465, 1.0], [13, 488.05, 392.547, 0.874377, 1.0], [14, 496.915, 455.795, 0.775381, 1.0], [15, 452.824, 182.602, 0.143371, 1.0], [16, 466.04, 181.172, 0.139096, 1.0], [17, 442.602, 191.38, 0.245363, 1.0], [18, 480.75, 189.927, 0.296827, 1.0], [19, 499.889, 482.212, 0.727828, 1.0], [20, 510.126, 476.342, 0.754815, 1.0], [21, 489.578, 463.078, 0.65289, 1.0], [22, 429.331, 485.095, 0.822811, 1.0], [23, 420.511, 477.804, 0.779885, 1.0], [24, 439.549, 455.76, 0.769874, 1.0]]
[[0, 460.19, 188.487, 0.127195, 1.0], [1, 463.172, 222.27, 0.877184, 1.0], [2, 429.282, 220.803, 0.839433, 1.0], [3, 407.322, 269.239, 0.804171, 1.0], [4, 397, 316.246, 0.825435, 1.0], [5, 498.386, 223.725, 0.819446, 1.0], [6, 521.81, 273.607, 0.809202, 1.0], [7, 538.002, 323.538, 0.848968, 1.0], [8, 464.556, 320.634, 0.756745, 1.0], [9, 441.129, 320.612, 0.732663, 1.0], [10, 439.621, 391.115, 0.830054, 1.0], [11, 433.737, 452.845, 0.819046, 1.0], [12, 486.633, 320.656, 0.738097, 1.0], [13, 488.052, 392.548, 0.873869, 1.0], [14, 496.916, 455.799, 0.774464, 1.0], [15, 452.821, 182.601, 0.138119, 1.0], [16, 466.038, 181.168, 0.134132, 1.0], [17, 444.008, 191.4, 0.240653, 1.0], [18, 480.739, 189.927, 0.286122, 1.0], [19, 499.89, 482.212, 0.727411, 1.0], [20, 510.127, 476.343, 0.755262, 1.0], [21, 489.576, 463.082, 0.653582, 1.0], [22, 429.329, 485.095, 0.822897, 1.0], [23, 420.508, 477.806, 0.780088, 1.0], [24, 439.547, 455.765, 0.768135, 1.0]]
[[0, 460.175, 188.469, 0.134066, 1.0], [1, 463.162, 222.288, 0.875892, 1.0], [2, 427.927, 222.236, 0.834549, 1.0], [3, 407.319, 269.247, 0.809121, 1.0], [4, 397.009, 316.246, 0.826166, 1.0], [5, 498.374, 223.725, 0.81746, 1.0], [6, 521.81, 273.619, 0.811356, 1.0], [7, 538.008, 323.556, 0.848437, 1.0], [8, 464.557, 320.639, 0.757627, 1.0], [9, 441.131, 320.622, 0.73526, 1.0], [10, 439.622, 391.121, 0.830903, 1.0], [11, 433.737, 452.845, 0.819071, 1.0], [12, 486.636, 320.662, 0.737569, 1.0], [13, 488.056, 392.548, 0.872756, 1.0], [14, 496.916, 455.8, 0.774489, 1.0], [15, 452.814, 182.591, 0.145969, 1.0], [16, 464.63, 181.151, 0.14026, 1.0], [17, 442.593, 191.383, 0.246039, 1.0], [18, 480.738, 189.918, 0.289755, 1.0], [19, 499.891, 482.211, 0.727721, 1.0], [20, 510.126, 476.343, 0.755456, 1.0], [21, 489.575, 463.084, 0.655484, 1.0], [22, 429.33, 485.095, 0.823051, 1.0], [23, 420.508, 477.804, 0.781013, 1.0], [24, 439.547, 455.765, 0.767278, 1.0]]
[[0, 460.179, 187.03, 0.133826, 1.0], [1, 463.16, 222.281, 0.874882, 1.0], [2, 429.269, 220.822, 0.83392, 1.0], [3, 407.316, 269.235, 0.809582, 1.0], [4, 397.007, 316.236, 0.82529, 1.0], [5, 498.369, 223.716, 0.814234, 1.0], [6, 521.807, 273.619, 0.811406, 1.0], [7, 538.006, 323.555, 0.847816, 1.0], [8, 464.56, 320.638, 0.760782, 1.0], [9, 441.133, 320.63, 0.739045, 1.0], [10, 439.623, 391.124, 0.832533, 1.0], [11, 433.738, 452.843, 0.817298, 1.0], [12, 486.643, 320.658, 0.73844, 1.0], [13, 488.058, 392.549, 0.872639, 1.0], [14, 496.915, 455.801, 0.774613, 1.0], [15, 452.827, 182.581, 0.143229, 1.0], [16, 464.636, 181.147, 0.139767, 1.0], [17, 442.597, 191.384, 0.244265, 1.0], [18, 480.734, 188.498, 0.283987, 1.0], [19, 499.892, 482.211, 0.730473, 1.0], [20, 510.126, 476.341, 0.758769, 1.0], [21, 489.575, 463.083, 0.661142, 1.0], [22, 429.33, 485.094, 0.82596, 1.0], [23, 420.508, 477.801, 0.786188, 1.0], [24, 439.549, 455.768, 0.76657, 1.0]]
[[0, 461.614, 188.486, 0.137086, 1.0], [1, 463.16, 222.288, 0.868475, 1.0], [2, 427.925, 222.236, 0.827046, 1.0], [3, 407.307, 269.236, 0.807267, 1.0], [4, 397.006, 316.229, 0.823142, 1.0], [5, 498.369, 223.715, 0.808818, 1.0], [6, 521.806, 273.612, 0.809714, 1.0], [7, 538.007, 323.555, 0.846617, 1.0], [8, 464.553, 320.635, 0.760821, 1.0], [9, 441.124, 320.625, 0.738936, 1.0], [10, 439.623, 391.122, 0.83345, 1.0], [11, 433.737, 452.84, 0.816216, 1.0], [12, 486.638, 320.651, 0.735947, 1.0], [13, 488.053, 392.546, 0.869189, 1.0], [14, 496.919, 457.214, 0.773191, 1.0], [15, 452.84, 182.586, 0.141193, 1.0], [16, 466.049, 181.168, 0.135428, 1.0], [17, 443.998, 191.392, 0.250168, 1.0], [18, 480.755, 189.942, 0.277677, 1.0], [19, 499.892, 482.21, 0.733571, 1.0], [20, 510.126, 476.341, 0.762472, 1.0], [21, 489.576, 463.084, 0.666331, 1.0], [22, 429.329, 485.095, 0.828017, 1.0], [23, 420.507, 477.801, 0.789997, 1.0], [24, 439.554, 455.766, 0.765489, 1.0]]
[[0, 460.194, 188.484, 0.129694, 1.0], [1, 463.161, 222.266, 0.877134, 1.0], [2, 429.275, 220.818, 0.837524, 1.0], [3, 407.304, 269.24, 0.811185, 1.0], [4, 397.004, 316.238, 0.828021, 1.0], [5, 498.367, 223.709, 0.816178, 1.0], [6, 521.807, 273.612, 0.81035, 1.0], [7, 538.005, 323.554, 0.848042, 1.0], [8, 464.564, 320.629, 0.756968, 1.0], [9, 441.134, 320.62, 0.733672, 1.0], [10, 439.623, 391.114, 0.831686, 1.0], [11, 433.737, 452.843, 0.818807, 1.0], [12, 486.647, 320.65, 0.737701, 1.0], [13, 488.053, 392.544, 0.872134, 1.0], [14, 496.915, 455.799, 0.774354, 1.0], [15, 452.826, 182.605, 0.136094, 1.0], [16, 466.041, 181.175, 0.131522, 1.0], [17, 442.601, 191.384, 0.242049, 1.0], [18, 480.753, 189.938, 0.272095, 1.0], [19, 499.891, 482.212, 0.729892, 1.0], [20, 510.127, 476.342, 0.757715, 1.0], [21, 489.577, 463.082, 0.655527, 1.0], [22, 429.331, 485.093, 0.825026, 1.0], [23, 420.508, 477.802, 0.786269, 1.0], [24, 439.55, 455.767, 0.765124, 1.0]]
[[0, 460.188, 188.475, 0.133161, 1.0], [1, 463.166, 222.28, 0.87686, 1.0], [2, 429.278, 222.238, 0.836447, 1.0], [3, 407.312, 269.244, 0.809924, 1.0], [4, 397, 316.239, 0.827486, 1.0], [5, 498.376, 223.708, 0.815543, 1.0], [6, 521.806, 273.611, 0.810751, 1.0], [7, 538.004, 323.55, 0.845859, 1.0], [8, 464.561, 320.624, 0.759318, 1.0], [9, 441.131, 320.615, 0.735763, 1.0], [10, 439.623, 391.113, 0.83384, 1.0], [11, 433.736, 452.84, 0.817084, 1.0], [12, 486.644, 320.644, 0.736242, 1.0], [13, 488.053, 392.542, 0.870723, 1.0], [14, 496.914, 455.801, 0.773256, 1.0], [15, 452.828, 182.591, 0.138209, 1.0], [16, 466.036, 181.169, 0.131407, 1.0], [17, 443.994, 191.38, 0.244216, 1.0], [18, 480.742, 189.94, 0.27211, 1.0], [19, 499.892, 482.21, 0.731862, 1.0], [20, 510.125, 476.341, 0.760646, 1.0], [21, 489.575, 463.082, 0.662517, 1.0], [22, 429.331, 485.092, 0.82679, 1.0], [23, 420.508, 477.8, 0.790943, 1.0], [24, 439.552, 455.766, 0.764332, 1.0]]
[[0, 460.173, 188.472, 0.126523, 1.0], [1, 463.166, 222.274, 0.876183, 1.0], [2, 429.274, 222.233, 0.834182, 1.0], [3, 407.306, 269.242, 0.810633, 1.0], [4, 395.617, 316.241, 0.830953, 1.0], [5, 498.375, 223.706, 0.816427, 1.0], [6, 521.804, 273.608, 0.81003, 1.0], [7, 538.008, 323.551, 0.844817, 1.0], [8, 464.568, 320.614, 0.755443, 1.0], [9, 441.139, 319.202, 0.728633, 1.0], [10, 439.623, 391.118, 0.834187, 1.0], [11, 433.735, 452.841, 0.817734, 1.0], [12, 486.649, 320.636, 0.736666, 1.0], [13, 488.055, 392.541, 0.871174, 1.0], [14, 496.918, 457.212, 0.773991, 1.0], [15, 452.816, 182.604, 0.133412, 1.0], [16, 466.025, 181.169, 0.128142, 1.0], [17, 442.594, 191.387, 0.241906, 1.0], [18, 480.732, 189.94, 0.267168, 1.0], [19, 499.892, 482.211, 0.732207, 1.0], [20, 510.126, 476.342, 0.759967, 1.0], [21, 489.575, 463.082, 0.660412, 1.0], [22, 429.332, 485.092, 0.82581, 1.0], [23, 420.508, 477.8, 0.788919, 1.0], [24, 439.549, 455.767, 0.763818, 1.0]]
[[0, 460.175, 188.459, 0.109275, 1.0], [1, 463.163, 222.273, 0.876093, 1.0], [2, 429.28, 220.814, 0.833905, 1.0], [3, 407.309, 269.244, 0.808677, 1.0], [4, 397.001, 316.232, 0.828333, 1.0], [5, 498.371, 223.712, 0.814134, 1.0], [6, 521.803, 273.607, 0.809329, 1.0], [7, 538.006, 323.549, 0.846789, 1.0], [8, 464.566, 319.198, 0.752357, 1.0], [9, 441.138, 319.188, 0.727128, 1.0], [10, 439.623, 391.105, 0.831892, 1.0], [11, 433.735, 452.842, 0.81718, 1.0], [12, 486.647, 320.622, 0.732484, 1.0], [13, 488.054, 391.173, 0.870817, 1.0], [14, 498.269, 457.218, 0.773994, 1.0], [15, 452.83, 182.596, 0.112501, 1.0], [16, 466.048, 181.167, 0.112962, 1.0], [17, 444.037, 191.404, 0.208395, 1.0], [18, 482.178, 191.378, 0.251533, 1.0], [19, 499.892, 482.213, 0.730006, 1.0], [20, 510.127, 476.343, 0.758234, 1.0], [21, 489.576, 463.084, 0.657761, 1.0], [22, 429.332, 485.092, 0.824495, 1.0], [23, 420.508, 477.8, 0.786911, 1.0], [24, 439.548, 455.769, 0.7632, 1.0]]
[[0, 460.173, 188.461, 0.0979149, 1.0], [1, 463.166, 222.265, 0.876746, 1.0], [2, 429.285, 220.805, 0.837743, 1.0], [3, 407.317, 269.234, 0.80603, 1.0], [4, 397.002, 316.224, 0.829249, 1.0], [5, 498.372, 223.711, 0.814839, 1.0], [6, 521.801, 273.61, 0.809174, 1.0], [7, 538.01, 323.55, 0.845167, 1.0], [8, 464.568, 319.202, 0.752597, 1.0], [9, 441.142, 319.191, 0.725572, 1.0], [10, 439.623, 391.103, 0.831204, 1.0], [11, 433.735, 452.843, 0.818846, 1.0], [12, 486.647, 320.624, 0.735078, 1.0], [13, 488.051, 391.169, 0.870967, 1.0], [14, 496.915, 455.802, 0.773907, 1.0], [15, 452.837, 182.613, 0.101186, 1.0], [16, 466.043, 181.177, 0.102725, 1.0], [17, 445.473, 191.429, 0.19922, 1.0], [18, 482.181, 191.384, 0.240989, 1.0], [19, 499.892, 482.213, 0.728701, 1.0], [20, 510.127, 476.343, 0.756535, 1.0], [21, 489.576, 463.083, 0.654157, 1.0], [22, 429.332, 485.092, 0.824006, 1.0], [23, 420.509, 477.801, 0.78588, 1.0], [24, 439.548, 455.766, 0.763602, 1.0]]
[[0, 460.19, 188.456, 0.105766, 1.0], [1, 463.166, 222.267, 0.876639, 1.0], [2, 429.286, 220.807, 0.837885, 1.0], [3, 407.317, 269.241, 0.807455, 1.0], [4, 397.005, 314.819, 0.829995, 1.0], [5, 498.373, 223.715, 0.813438, 1.0], [6, 521.806, 273.611, 0.810549, 1.0], [7, 538.008, 323.548, 0.844926, 1.0], [8, 464.561, 320.614, 0.75519, 1.0], [9, 441.142, 319.196, 0.726681, 1.0], [10, 439.626, 391.104, 0.830402, 1.0], [11, 433.735, 452.843, 0.818825, 1.0], [12, 486.633, 320.635, 0.736863, 1.0], [13, 488.052, 391.171, 0.870576, 1.0], [14, 496.914, 455.801, 0.774153, 1.0], [15, 452.838, 182.604, 0.111699, 1.0], [16, 466.043, 181.171, 0.110775, 1.0], [17, 444.04, 191.424, 0.216745, 1.0], [18, 482.175, 191.382, 0.247561, 1.0], [19, 499.893, 482.212, 0.729414, 1.0], [20, 510.127, 476.343, 0.757182, 1.0], [21, 489.575, 463.082, 0.657512, 1.0], [22, 429.332, 485.091, 0.825306, 1.0], [23, 420.509, 477.801, 0.788071, 1.0], [24, 439.549, 455.768, 0.764115, 1.0]]
