[[0, 433.747, 216.383, 0.223201, 1.0], [1, 444.009, 250.153, 0.816135, 1.0], [2, 407.3, 245.737, 0.777458, 1.0], [3, 380.873, 278.093, 0.882992, 1.0], [4, 394.152, 322.15, 0.908175, 1.0], [5, 480.722, 251.644, 0.786329, 1.0], [6, 518.904, 279.519, 0.842114, 1.0], [7, 498.28, 320.684, 0.885249, 1.0], [8, 448.402, 357.309, 0.714541, 1.0], [9, 424.945, 355.902, 0.689401, 1.0], [10, 426.349, 429.298, 0.75369, 1.0], [11, 419.027, 498.336, 0.764315, 1.0], [12, 470.475, 357.314, 0.694253, 1.0], [13, 474.836, 427.909, 0.826341, 1.0], [14, 476.31, 491.033, 0.817487, 1.0], [15, 429.326, 207.604, 0.228706, 1.0], [16, 442.573, 207.595, 0.226399, 1.0], [17, 421.973, 216.341, 0.187012, 1.0], [18, 458.68, 212, 0.355384, 1.0], [19, 489.57, 515.992, 0.715427, 1.0], [20, 498.406, 511.54, 0.779217, 1.0], [21, 470.466, 499.77, 0.774181, 1.0], [22, 419.097, 521.872, 0.709557, 1.0], [23, 410.223, 520.406, 0.737163, 1.0], [24, 420.547, 501.282, 0.577474, 1.0]]
[[0, 429.343, 217.851, 0.19575, 1.0], [1, 442.549, 250.151, 0.841502, 1.0], [2, 405.86, 247.249, 0.801908, 1.0], [3, 379.369, 283.924, 0.841824, 1.0], [4, 395.581, 323.595, 0.897858, 1.0], [5, 477.837, 251.577, 0.787542, 1.0], [6, 514.541, 278.098, 0.846663, 1.0], [7, 496.832, 320.601, 0.833627, 1.0], [8, 446.975, 357.378, 0.722932, 1.0], [9, 424.912, 357.393, 0.706816, 1.0], [10, 426.371, 429.302, 0.770021, 1.0], [11, 419.033, 498.332, 0.761801, 1.0], [12, 470.47, 357.365, 0.701279, 1.0], [13, 474.834, 427.892, 0.824569, 1.0], [14, 476.333, 491.029, 0.81269, 1.0], [15, 424.916, 211.98, 0.191004, 1.0], [16, 439.612, 210.498, 0.190665, 1.0], [17, 417.612, 216.409, 0.177473, 1.0], [18, 452.859, 211.988, 0.337422, 1.0], [19, 489.544, 515.973, 0.721407, 1.0], [20, 498.4, 511.538, 0.782528, 1.0], [21, 471.913, 499.771, 0.773776, 1.0], [22, 419.099, 521.879, 0.701206, 1.0], [23, 410.218, 521.78, 0.72988, 1.0], [24, 420.548, 501.278, 0.580841, 1.0]]
[[0, 429.323, 217.847, 0.160928, 1.0], [1, 442.551, 250.152, 0.841366, 1.0], [2, 405.861, 248.657, 0.80133, 1.0], [3, 379.341, 283.957, 0.83889, 1.0], [4, 395.58, 323.595, 0.898532, 1.0], [5, 477.837, 251.576, 0.78859, 1.0], [6, 514.541, 278.112, 0.84397, 1.0], [7, 496.834, 320.613, 0.838785, 1.0], [8, 446.977, 357.386, 0.723092, 1.0], [9, 424.913, 357.393, 0.708057, 1.0], [10, 426.371, 429.307, 0.773184, 1.0], [11, 419.032, 498.339, 0.762414, 1.0], [12, 470.474, 357.376, 0.703253, 1.0], [13, 474.834, 427.899, 0.824245, 1.0], [14, 476.319, 491.034, 0.8163, 1.0], [15, 423.453, 213.429, 0.152078, 1.0], [16, 439.604, 210.491, 0.156524, 1.0], [17, 417.614, 216.417, 0.150868, 1.0], [18, 452.858, 211.974, 0.298945, 1.0], [19, 489.548, 515.972, 0.720712, 1.0], [20, 498.397, 511.534, 0.781788, 1.0], [21, 471.894, 499.775, 0.775038, 1.0], [22, 419.098, 521.884, 0.703513, 1.0], [23, 408.809, 521.792, 0.732234, 1.0], [24, 420.549, 501.285, 0.580735, 1.0]]
[[0, 427.886, 217.874, 0.147235, 1.0], [1, 442.562, 250.164, 0.842121, 1.0], [2, 405.879, 247.222, 0.793784, 1.0], [3, 377.945, 283.959, 0.837516, 1.0], [4, 395.594, 323.605, 0.890704, 1.0], [5, 479.256, 251.614, 0.79375, 1.0], [6, 514.534, 278.112, 0.845021, 1.0], [7, 496.843, 320.599, 0.83953, 1.0], [8, 448.388, 358.795, 0.724901, 1.0], [9, 424.927, 358.802, 0.71275, 1.0], [10, 426.355, 429.355, 0.766572, 1.0], [11, 419.032, 498.354, 0.765505, 1.0], [12, 471.887, 357.417, 0.707302, 1.0], [13, 474.832, 429.282, 0.823838, 1.0], [14, 476.322, 491.043, 0.816164, 1.0], [15, 422.006, 213.465, 0.138182, 1.0], [16, 439.593, 210.51, 0.144781, 1.0], [17, 417.622, 217.822, 0.138741, 1.0], [18, 452.855, 211.998, 0.292976, 1.0], [19, 489.546, 515.971, 0.723946, 1.0], [20, 498.397, 511.534, 0.784709, 1.0], [21, 471.899, 499.779, 0.77889, 1.0], [22, 419.1, 521.881, 0.704675, 1.0], [23, 408.811, 521.791, 0.734067, 1.0], [24, 421.966, 501.301, 0.579495, 1.0]]
[[0, 429.329, 217.862, 0.143901, 1.0], [1, 442.57, 250.169, 0.840871, 1.0], [2, 405.888, 247.239, 0.792534, 1.0], [3, 377.942, 283.956, 0.839666, 1.0], [4, 395.572, 323.604, 0.901221, 1.0], [5, 479.259, 251.613, 0.793383, 1.0], [6, 514.521, 278.113, 0.846868, 1.0], [7, 496.837, 320.605, 0.840033, 1.0], [8, 448.386, 357.394, 0.7215, 1.0], [9, 424.923, 357.396, 0.70527, 1.0], [10, 426.348, 429.353, 0.760571, 1.0], [11, 419.028, 498.379, 0.767197, 1.0], [12, 470.48, 357.385, 0.704397, 1.0], [13, 474.83, 427.912, 0.829871, 1.0], [14, 476.322, 491.046, 0.816242, 1.0], [15, 423.465, 213.463, 0.136009, 1.0], [16, 439.615, 210.509, 0.14045, 1.0], [17, 417.637, 217.821, 0.144113, 1.0], [18, 452.868, 211.996, 0.278341, 1.0], [19, 489.552, 515.977, 0.723318, 1.0], [20, 498.399, 511.536, 0.784566, 1.0], [21, 471.899, 499.786, 0.78306, 1.0], [22, 419.093, 521.897, 0.711517, 1.0], [23, 408.809, 521.804, 0.74506, 1.0], [24, 421.969, 501.326, 0.580149, 1.0]]
[[0, 427.88, 217.859, 0.145295, 1.0], [1, 442.568, 250.172, 0.84208, 1.0], [2, 405.883, 247.245, 0.795662, 1.0], [3, 377.925, 283.959, 0.837929, 1.0], [4, 395.565, 323.599, 0.905441, 1.0], [5, 479.264, 251.618, 0.793879, 1.0], [6, 514.514, 278.101, 0.850432, 1.0], [7, 496.842, 320.607, 0.844563, 1.0], [8, 448.39, 357.414, 0.721635, 1.0], [9, 424.925, 357.41, 0.705586, 1.0], [10, 424.944, 429.345, 0.754886, 1.0], [11, 419.027, 498.375, 0.767342, 1.0], [12, 471.889, 357.405, 0.705363, 1.0], [13, 474.831, 427.912, 0.827981, 1.0], [14, 476.319, 491.043, 0.817291, 1.0], [15, 421.995, 213.456, 0.137923, 1.0], [16, 439.588, 210.499, 0.142159, 1.0], [17, 417.615, 217.82, 0.137992, 1.0], [18, 452.86, 211.998, 0.287382, 1.0], [19, 489.552, 515.973, 0.722519, 1.0], [20, 498.4, 511.534, 0.783754, 1.0], [21, 471.894, 499.784, 0.781685, 1.0], [22, 419.088, 521.896, 0.711139, 1.0], [23, 408.807, 521.803, 0.74423, 1.0], [24, 421.98, 501.323, 0.581099, 1.0]]
[[0, 427.878, 217.849, 0.138193, 1.0], [1, 442.571, 250.143, 0.83288, 1.0], [2, 405.887, 247.21, 0.791689, 1.0], [3, 377.91, 283.96, 0.834951, 1.0], [4, 395.568, 323.604, 0.902837, 1.0], [5, 479.266, 251.602, 0.789211, 1.0], [6, 514.517, 278.101, 0.850456, 1.0], [7, 496.834, 320.61, 0.842973, 1.0], [8, 446.977, 357.403, 0.717777, 1.0], [9, 424.911, 357.398, 0.699302, 1.0], [10, 424.929, 429.362, 0.745598, 1.0], [11, 419.024, 498.385, 0.763803, 1.0], [12, 470.472, 357.397, 0.702001, 1.0], [13, 474.832, 429.279, 0.826976, 1.0], [14, 476.318, 491.047, 0.816285, 1.0], [15, 422.001, 213.448, 0.129329, 1.0], [16, 439.59, 209.064, 0.136251, 1.0], [17, 417.625, 216.42, 0.130238, 1.0], [18, 452.873, 211.982, 0.278568, 1.0], [19, 489.551, 515.981, 0.723088, 1.0], [20, 498.399, 511.54, 0.783773, 1.0], [21, 471.89, 499.786, 0.778239, 1.0], [22, 419.085, 523.257, 0.70976, 1.0], [23, 408.809, 521.809, 0.744677, 1.0], [24, 421.975, 501.339, 0.57735, 1.0]]
[[0, 427.881, 217.879, 0.136579, 1.0], [1, 442.58, 250.139, 0.82967, 1.0], [2, 405.893, 245.777, 0.789483, 1.0], [3, 377.905, 283.962, 0.833099, 1.0], [4, 395.564, 323.61, 0.901103, 1.0], [5, 479.271, 251.611, 0.789167, 1.0], [6, 514.523, 278.097, 0.850012, 1.0], [7, 496.839, 320.604, 0.842704, 1.0], [8, 448.386, 357.396, 0.723787, 1.0], [9, 424.93, 357.394, 0.707848, 1.0], [10, 424.91, 429.317, 0.748688, 1.0], [11, 417.665, 498.368, 0.775564, 1.0], [12, 470.469, 357.386, 0.704795, 1.0], [13, 474.826, 427.907, 0.827711, 1.0], [14, 476.311, 491.042, 0.81806, 1.0], [15, 422.003, 214.891, 0.128698, 1.0], [16, 439.593, 210.52, 0.134675, 1.0], [17, 417.629, 217.823, 0.131839, 1.0], [18, 452.873, 213.417, 0.278224, 1.0], [19, 489.554, 515.982, 0.719943, 1.0], [20, 498.401, 511.539, 0.781757, 1.0], [21, 470.472, 499.781, 0.778965, 1.0], [22, 419.091, 521.898, 0.714386, 1.0], [23, 408.805, 521.805, 0.745838, 1.0], [24, 421.969, 501.32, 0.585711, 1.0]]
[[0, 429.334, 217.873, 0.128489, 1.0], [1, 442.587, 250.144, 0.827919, 1.0], [2, 405.896, 245.778, 0.787437, 1.0], [3, 377.9, 285.354, 0.83462, 1.0], [4, 395.565, 323.621, 0.899412, 1.0], [5, 479.268, 251.612, 0.786317, 1.0], [6, 514.537, 278.103, 0.846433, 1.0], [7, 496.845, 319.213, 0.843551, 1.0], [8, 448.387, 357.35, 0.718254, 1.0], [9, 424.933, 357.344, 0.701994, 1.0], [10, 424.887, 427.897, 0.734677, 1.0], [11, 417.668, 498.357, 0.772489, 1.0], [12, 470.466, 357.345, 0.698296, 1.0], [13, 474.816, 427.872, 0.820657, 1.0], [14, 476.314, 491.05, 0.814335, 1.0], [15, 423.479, 214.898, 0.120872, 1.0], [16, 439.623, 210.526, 0.128584, 1.0], [17, 419.051, 217.84, 0.133696, 1.0], [18, 454.28, 213.424, 0.269114, 1.0], [19, 489.549, 515.983, 0.719839, 1.0], [20, 498.397, 511.542, 0.77952, 1.0], [21, 471.889, 499.793, 0.778649, 1.0], [22, 419.091, 521.887, 0.708102, 1.0], [23, 408.805, 521.797, 0.738411, 1.0], [24, 421.978, 501.311, 0.580335, 1.0]]
[[0, 429.349, 217.83, 0.131106, 1.0], [1, 442.586, 250.148, 0.829687, 1.0], [2, 405.893, 245.748, 0.789542, 1.0], [3, 377.916, 285.404, 0.850084, 1.0], [4, 395.551, 323.625, 0.899146, 1.0], [5, 479.272, 251.631, 0.78887, 1.0], [6, 515.953, 278.115, 0.840635, 1.0], [7, 496.847, 320.63, 0.853049, 1.0], [8, 448.395, 358.83, 0.724569, 1.0], [9, 424.932, 358.839, 0.708521, 1.0], [10, 424.898, 429.349, 0.739588, 1.0], [11, 417.666, 498.374, 0.773921, 1.0], [12, 471.89, 358.815, 0.708221, 1.0], [13, 474.832, 429.283, 0.828892, 1.0], [14, 476.324, 492.497, 0.813577, 1.0], [15, 426.377, 211.992, 0.121806, 1.0], [16, 439.63, 209.065, 0.1322, 1.0], [17, 419.075, 216.414, 0.134907, 1.0], [18, 454.289, 213.418, 0.272579, 1.0], [19, 489.545, 515.995, 0.724393, 1.0], [20, 498.394, 511.552, 0.784618, 1.0], [21, 471.903, 499.819, 0.77875, 1.0], [22, 419.099, 521.879, 0.710169, 1.0], [23, 408.81, 521.793, 0.741205, 1.0], [24, 421.969, 501.332, 0.577878, 1.0]]
[[0, 427.84, 217.848, 0.0899373, 1.0], [1, 442.558, 250.135, 0.839708, 1.0], [2, 405.877, 245.744, 0.794188, 1.0], [3, 377.921, 285.436, 0.857707, 1.0], [4, 395.539, 323.637, 0.898355, 1.0], [5, 477.841, 251.611, 0.792904, 1.0], [6, 515.966, 278.109, 0.844405, 1.0], [7, 496.847, 320.656, 0.859498, 1.0], [8, 446.954, 357.35, 0.722089, 1.0], [9, 424.904, 357.343, 0.700952, 1.0], [10, 424.943, 427.894, 0.731501, 1.0], [11, 417.667, 498.343, 0.767324, 1.0], [12, 470.43, 357.352, 0.700553, 1.0], [13, 474.803, 427.907, 0.824069, 1.0], [14, 476.318, 493.928, 0.813095, 1.0], [15, 0, 0, 0, 1.0], [16, 438.156, 209.068, 0.0917494, 1.0], [17, 419.081, 217.828, 0.101706, 1.0], [18, 452.838, 211.987, 0.224556, 1.0], [19, 489.548, 516.008, 0.723211, 1.0], [20, 498.39, 511.561, 0.781929, 1.0], [21, 471.892, 499.829, 0.781221, 1.0], [22, 419.108, 521.868, 0.70681, 1.0], [23, 410.229, 520.406, 0.732986, 1.0], [24, 420.55, 501.297, 0.575691, 1.0]]
[[0, 427.851, 217.851, 0.111495, 1.0], [1, 442.55, 250.135, 0.841976, 1.0], [2, 405.862, 245.734, 0.798363, 1.0], [3, 377.921, 285.437, 0.856583, 1.0], [4, 394.17, 323.634, 0.901166, 1.0], [5, 477.843, 251.612, 0.79362, 1.0], [6, 515.963, 279.511, 0.838522, 1.0], [7, 496.844, 320.684, 0.864537, 1.0], [8, 446.932, 357.397, 0.726966, 1.0], [9, 423.478, 357.385, 0.703454, 1.0], [10, 424.901, 427.902, 0.729878, 1.0], [11, 417.668, 498.344, 0.767636, 1.0], [12, 469.009, 357.393, 0.706352, 1.0], [13, 474.8, 429.279, 0.821412, 1.0], [14, 476.305, 492.48, 0.814389, 1.0], [15, 423.453, 213.446, 0.102579, 1.0], [16, 439.581, 210.492, 0.112376, 1.0], [17, 419.048, 216.424, 0.116558, 1.0], [18, 452.842, 211.982, 0.251881, 1.0], [19, 489.527, 515.985, 0.723142, 1.0], [20, 498.376, 511.544, 0.77973, 1.0], [21, 470.467, 499.803, 0.769566, 1.0], [22, 419.099, 521.874, 0.708906, 1.0], [23, 408.809, 521.786, 0.735266, 1.0], [24, 421.976, 501.301, 0.576291, 1.0]]
