[['2, k, 0', [-0.257676, -0.411766, 1.0]], ['2, k, 1', [-0.275001, -0.113457, 1.0]], ['2, k, 2', [-0.289991, 0.177732, 1.0]], ['2, k, 3', [-0.27593, 0.295363, 1.0]], ['2, k, 4', [-0.456251, 0.0989376, 1.0]], ['2, k, 5', [-0.555549, -0.0619789, 1.0]], ['2, k, 6', [-0.474139, -0.226254, 1.0]], ['2, k, 7', [-0.433148, -0.281576, 1.0]], ['2, k, 8', [-0.0982587, 0.0847489, 1.0]], ['2, k, 9', [0.0191557, -0.0442626, 1.0]], ['2, k, 10', [-0.0658711, -0.212293, 1.0]], ['2, k, 11', [-0.119366, -0.253058, 1.0]], ['2, k, 12', [-0.335411, -0.402104, 1.0]], ['2, k, 13', [-0.388114, -0.727962, 1.0]], ['2, k, 14', [-0.408297, -1.09407, 1.0]], ['2, k, 15', [-0.434326, -1.16016, 1.0]], ['2, k, 16', [-0.171975, -0.408741, 1.0]], ['2, k, 17', [-0.129286, -0.72818, 1.0]], ['2, k, 18', [-0.0978905, -1.10023, 1.0]], ['2, k, 19', [-0.0762939, -1.1543, 1.0]], ['2, k, 20', [-0.286634, 0.105974, 1.0]], ['2, k, 21', [-0.452355, -0.384363, 1.0]], ['2, k, 22', [-0.408757, -0.312796, 1.0]], ['2, k, 23', [-0.149128, -0.326018, 1.0]], ['2, k, 24', [-0.157899, -0.211198, 1.0]]]
[['2, k, 0', [-0.203141, -0.413693, 1.0]], ['2, k, 1', [-0.250526, -0.123122, 1.0]], ['2, k, 2', [-0.288099, 0.159881, 1.0]], ['2, k, 3', [-0.285306, 0.28112, 1.0]], ['2, k, 4', [-0.447799, 0.0685341, 1.0]], ['2, k, 5', [-0.499256, -0.136875, 1.0]], ['2, k, 6', [-0.404854, -0.303364, 1.0]], ['2, k, 7', [-0.364364, -0.323777, 1.0]], ['2, k, 8', [-0.0908325, 0.0721745, 1.0]], ['2, k, 9', [0.0682969, -0.0176467, 1.0]], ['2, k, 10', [0.0149279, -0.201906, 1.0]], ['2, k, 11', [-0.034109, -0.250641, 1.0]], ['2, k, 12', [-0.27911, -0.4215, 1.0]], ['2, k, 13', [-0.333127, -0.739367, 1.0]], ['2, k, 14', [-0.393493, -1.07566, 1.0]], ['2, k, 15', [-0.434838, -1.15522, 1.0]], ['2, k, 16', [-0.120785, -0.3933, 1.0]], ['2, k, 17', [-0.0748874, -0.718833, 1.0]], ['2, k, 18', [-0.088892, -1.08988, 1.0]], ['2, k, 19', [-0.0667536, -1.15406, 1.0]], ['2, k, 20', [-0.279093, 0.0907407, 1.0]], ['2, k, 21', [-0.364214, -0.425322, 1.0]], ['2, k, 22', [-0.380515, -0.382917, 1.0]], ['2, k, 23', [-0.0540855, -0.326373, 1.0]], ['2, k, 24', [-0.075825, -0.2045, 1.0]]]
[['2, k, 0', [-0.202302, -0.41343, 1.0]], ['2, k, 1', [-0.249934, -0.122576, 1.0]], ['2, k, 2', [-0.288343, 0.162275, 1.0]], ['2, k, 3', [-0.284615, 0.281887, 1.0]], ['2, k, 4', [-0.447684, 0.0680507, 1.0]], ['2, k, 5', [-0.504588, -0.127689, 1.0]], ['2, k, 6', [-0.410633, -0.294564, 1.0]], ['2, k, 7', [-0.370303, -0.312036, 1.0]], ['2, k, 8', [-0.0906499, 0.0714331, 1.0]], ['2, k, 9', [0.0688459, -0.0172028, 1.0]], ['2, k, 10', [0.0151874, -0.198027, 1.0]], ['2, k, 11', [-0.0342514, -0.244276, 1.0]], ['2, k, 12', [-0.278076, -0.420803, 1.0]], ['2, k, 13', [-0.332828, -0.738635, 1.0]], ['2, k, 14', [-0.393255, -1.07593, 1.0]], ['2, k, 15', [-0.434983, -1.15442, 1.0]], ['2, k, 16', [-0.12019, -0.393442, 1.0]], ['2, k, 17', [-0.0736916, -0.715043, 1.0]], ['2, k, 18', [-0.0878466, -1.08306, 1.0]], ['2, k, 19', [-0.0682337, -1.14202, 1.0]], ['2, k, 20', [-0.278989, 0.0922691, 1.0]], ['2, k, 21', [-0.367955, -0.424558, 1.0]], ['2, k, 22', [-0.369423, -0.419254, 1.0]], ['2, k, 23', [-0.0542579, -0.321636, 1.0]], ['2, k, 24', [-0.0759482, -0.196805, 1.0]]]
[['2, k, 0', [-0.202365, -0.412912, 1.0]], ['2, k, 1', [-0.249592, -0.122686, 1.0]], ['2, k, 2', [-0.288098, 0.16102, 1.0]], ['2, k, 3', [-0.283084, 0.282469, 1.0]], ['2, k, 4', [-0.447538, 0.0672476, 1.0]], ['2, k, 5', [-0.503269, -0.128695, 1.0]], ['2, k, 6', [-0.410717, -0.296352, 1.0]], ['2, k, 7', [-0.371476, -0.314523, 1.0]], ['2, k, 8', [-0.0902598, 0.0706569, 1.0]], ['2, k, 9', [0.0692833, -0.0167758, 1.0]], ['2, k, 10', [0.0146498, -0.197591, 1.0]], ['2, k, 11', [-0.0356168, -0.244488, 1.0]], ['2, k, 12', [-0.278097, -0.420015, 1.0]], ['2, k, 13', [-0.33301, -0.736493, 1.0]], ['2, k, 14', [-0.393047, -1.07596, 1.0]], ['2, k, 15', [-0.434284, -1.15345, 1.0]], ['2, k, 16', [-0.120338, -0.393294, 1.0]], ['2, k, 17', [-0.0749127, -0.711972, 1.0]], ['2, k, 18', [-0.0876645, -1.08173, 1.0]], ['2, k, 19', [-0.0695129, -1.14232, 1.0]], ['2, k, 20', [-0.278689, 0.0913872, 1.0]], ['2, k, 21', [-0.375599, -0.422722, 1.0]], ['2, k, 22', [-0.417923, -0.291319, 1.0]], ['2, k, 23', [-0.0544745, -0.323301, 1.0]], ['2, k, 24', [-0.0764215, -0.201006, 1.0]]]
[['2, k, 0', [-0.203003, -0.412797, 1.0]], ['2, k, 1', [-0.249356, -0.122198, 1.0]], ['2, k, 2', [-0.288089, 0.162638, 1.0]], ['2, k, 3', [-0.282429, 0.282569, 1.0]], ['2, k, 4', [-0.447476, 0.0672998, 1.0]], ['2, k, 5', [-0.518527, -0.116798, 1.0]], ['2, k, 6', [-0.418229, -0.279981, 1.0]], ['2, k, 7', [-0.381558, -0.294491, 1.0]], ['2, k, 8', [-0.0898649, 0.0699592, 1.0]], ['2, k, 9', [0.0693252, -0.0167805, 1.0]], ['2, k, 10', [0.0133487, -0.197567, 1.0]], ['2, k, 11', [-0.0379144, -0.244929, 1.0]], ['2, k, 12', [-0.278623, -0.419299, 1.0]], ['2, k, 13', [-0.334169, -0.735109, 1.0]], ['2, k, 14', [-0.393489, -1.07704, 1.0]], ['2, k, 15', [-0.43382, -1.15324, 1.0]], ['2, k, 16', [-0.1211, -0.393831, 1.0]], ['2, k, 17', [-0.076496, -0.71948, 1.0]], ['2, k, 18', [-0.0878114, -1.08213, 1.0]], ['2, k, 19', [-0.0708192, -1.14497, 1.0]], ['2, k, 20', [-0.27864, 0.0925146, 1.0]], ['2, k, 21', [-0.364318, -0.352982, 1.0]], ['2, k, 22', [-0.413187, -0.295772, 1.0]], ['2, k, 23', [-0.0581395, -0.323507, 1.0]], ['2, k, 24', [-0.076652, -0.199819, 1.0]]]
[['2, k, 0', [-0.205828, -0.411807, 1.0]], ['2, k, 1', [-0.249612, -0.121375, 1.0]], ['2, k, 2', [-0.287984, 0.164683, 1.0]], ['2, k, 3', [-0.278799, 0.282918, 1.0]], ['2, k, 4', [-0.44488, 0.0706055, 1.0]], ['2, k, 5', [-0.52159, -0.113385, 1.0]], ['2, k, 6', [-0.420342, -0.276088, 1.0]], ['2, k, 7', [-0.385803, -0.290697, 1.0]], ['2, k, 8', [-0.0904258, 0.0708116, 1.0]], ['2, k, 9', [0.0678601, -0.0194875, 1.0]], ['2, k, 10', [0.0108947, -0.200314, 1.0]], ['2, k, 11', [-0.0423998, -0.244065, 1.0]], ['2, k, 12', [-0.28213, -0.417898, 1.0]], ['2, k, 13', [-0.336952, -0.735126, 1.0]], ['2, k, 14', [-0.39356, -1.07747, 1.0]], ['2, k, 15', [-0.433803, -1.15324, 1.0]], ['2, k, 16', [-0.123243, -0.393227, 1.0]], ['2, k, 17', [-0.077872, -0.718697, 1.0]], ['2, k, 18', [-0.0878972, -1.08093, 1.0]], ['2, k, 19', [-0.0724242, -1.14277, 1.0]], ['2, k, 20', [-0.278728, 0.0941617, 1.0]], ['2, k, 21', [-0.364334, -0.336207, 1.0]], ['2, k, 22', [-0.402391, -0.309384, 1.0]], ['2, k, 23', [-0.0607448, -0.325185, 1.0]], ['2, k, 24', [-0.0823645, -0.199498, 1.0]]]
[['2, k, 0', [-0.210115, -0.41164, 1.0]], ['2, k, 1', [-0.249646, -0.121373, 1.0]], ['2, k, 2', [-0.285135, 0.163578, 1.0]], ['2, k, 3', [-0.276848, 0.282922, 1.0]], ['2, k, 4', [-0.443409, 0.0711778, 1.0]], ['2, k, 5', [-0.524073, -0.110774, 1.0]], ['2, k, 6', [-0.433503, -0.27961, 1.0]], ['2, k, 7', [-0.392453, -0.292052, 1.0]], ['2, k, 8', [-0.090677, 0.0712813, 1.0]], ['2, k, 9', [0.0665668, -0.0210486, 1.0]], ['2, k, 10', [0.00841275, -0.201884, 1.0]], ['2, k, 11', [-0.0458985, -0.249132, 1.0]], ['2, k, 12', [-0.287145, -0.417224, 1.0]], ['2, k, 13', [-0.340006, -0.734984, 1.0]], ['2, k, 14', [-0.393531, -1.07742, 1.0]], ['2, k, 15', [-0.433749, -1.15332, 1.0]], ['2, k, 16', [-0.126732, -0.393564, 1.0]], ['2, k, 17', [-0.0809755, -0.720204, 1.0]], ['2, k, 18', [-0.08864, -1.08236, 1.0]], ['2, k, 19', [-0.0724223, -1.14282, 1.0]], ['2, k, 20', [-0.277098, 0.0934736, 1.0]], ['2, k, 21', [-0.373452, -0.350131, 1.0]], ['2, k, 22', [-0.412097, -0.303267, 1.0]], ['2, k, 23', [-0.0647693, -0.330078, 1.0]], ['2, k, 24', [-0.0818216, -0.206465, 1.0]]]
[['2, k, 0', [-0.214552, -0.410956, 1.0]], ['2, k, 1', [-0.250826, -0.12042, 1.0]], ['2, k, 2', [-0.285302, 0.164667, 1.0]], ['2, k, 3', [-0.274795, 0.283711, 1.0]], ['2, k, 4', [-0.4428, 0.0721979, 1.0]], ['2, k, 5', [-0.546037, -0.0707212, 1.0]], ['2, k, 6', [-0.454732, -0.238681, 1.0]], ['2, k, 7', [-0.416291, -0.263579, 1.0]], ['2, k, 8', [-0.0908015, 0.0715928, 1.0]], ['2, k, 9', [0.0655272, -0.0221409, 1.0]], ['2, k, 10', [0.00133435, -0.203869, 1.0]], ['2, k, 11', [-0.0544354, -0.248953, 1.0]], ['2, k, 12', [-0.291946, -0.415894, 1.0]], ['2, k, 13', [-0.344943, -0.730657, 1.0]], ['2, k, 14', [-0.393521, -1.07772, 1.0]], ['2, k, 15', [-0.434055, -1.15405, 1.0]], ['2, k, 16', [-0.130808, -0.393571, 1.0]], ['2, k, 17', [-0.085779, -0.722514, 1.0]], ['2, k, 18', [-0.0885847, -1.0824, 1.0]], ['2, k, 19', [-0.072654, -1.14372, 1.0]], ['2, k, 20', [-0.277403, 0.094444, 1.0]], ['2, k, 21', [-0.397995, -0.343863, 1.0]], ['2, k, 22', [-0.456159, -0.259336, 1.0]], ['2, k, 23', [-0.0730497, -0.331633, 1.0]], ['2, k, 24', [-0.0943911, -0.201531, 1.0]]]
[['2, k, 0', [-0.217444, -0.410783, 1.0]], ['2, k, 1', [-0.251778, -0.119842, 1.0]], ['2, k, 2', [-0.285363, 0.165541, 1.0]], ['2, k, 3', [-0.272298, 0.284436, 1.0]], ['2, k, 4', [-0.441849, 0.0735857, 1.0]], ['2, k, 5', [-0.54611, -0.070963, 1.0]], ['2, k, 6', [-0.455799, -0.239564, 1.0]], ['2, k, 7', [-0.420073, -0.262388, 1.0]], ['2, k, 8', [-0.0908735, 0.0717715, 1.0]], ['2, k, 9', [0.0640707, -0.0236998, 1.0]], ['2, k, 10', [-0.0188223, -0.22638, 1.0]], ['2, k, 11', [-0.0777255, -0.283461, 1.0]], ['2, k, 12', [-0.294629, -0.414884, 1.0]], ['2, k, 13', [-0.350682, -0.732562, 1.0]], ['2, k, 14', [-0.393517, -1.0777, 1.0]], ['2, k, 15', [-0.432359, -1.15375, 1.0]], ['2, k, 16', [-0.134266, -0.394453, 1.0]], ['2, k, 17', [-0.0913881, -0.725624, 1.0]], ['2, k, 18', [-0.0881334, -1.08301, 1.0]], ['2, k, 19', [-0.0730009, -1.14537, 1.0]], ['2, k, 20', [-0.277642, 0.0952226, 1.0]], ['2, k, 21', [-0.39895, -0.341054, 1.0]], ['2, k, 22', [-0.453093, -0.271206, 1.0]], ['2, k, 23', [-0.100373, -0.361277, 1.0]], ['2, k, 24', [-0.11602, -0.231913, 1.0]]]
[['2, k, 0', [-0.223198, -0.410353, 1.0]], ['2, k, 1', [-0.253492, -0.119085, 1.0]], ['2, k, 2', [-0.285298, 0.166439, 1.0]], ['2, k, 3', [-0.268984, 0.284306, 1.0]], ['2, k, 4', [-0.44066, 0.0764554, 1.0]], ['2, k, 5', [-0.546736, -0.0715061, 1.0]], ['2, k, 6', [-0.457122, -0.24061, 1.0]], ['2, k, 7', [-0.425014, -0.266123, 1.0]], ['2, k, 8', [-0.0893902, 0.0679204, 1.0]], ['2, k, 9', [0.0592184, -0.0319003, 1.0]], ['2, k, 10', [-0.0190415, -0.224369, 1.0]], ['2, k, 11', [-0.0802573, -0.275575, 1.0]], ['2, k, 12', [-0.299653, -0.412785, 1.0]], ['2, k, 13', [-0.355783, -0.733965, 1.0]], ['2, k, 14', [-0.392887, -1.07463, 1.0]], ['2, k, 15', [-0.431456, -1.15266, 1.0]], ['2, k, 16', [-0.140658, -0.395891, 1.0]], ['2, k, 17', [-0.0991359, -0.726565, 1.0]], ['2, k, 18', [-0.0877671, -1.08416, 1.0]], ['2, k, 19', [-0.0740037, -1.14676, 1.0]], ['2, k, 20', [-0.277897, 0.0959977, 1.0]], ['2, k, 21', [-0.408559, -0.336219, 1.0]], ['2, k, 22', [-0.470658, -0.26523, 1.0]], ['2, k, 23', [-0.0994218, -0.356899, 1.0]], ['2, k, 24', [-0.116343, -0.225993, 1.0]]]
[['2, k, 0', [-0.230071, -0.409426, 1.0]], ['2, k, 1', [-0.255568, -0.118514, 1.0]], ['2, k, 2', [-0.285049, 0.166693, 1.0]], ['2, k, 3', [-0.265597, 0.283711, 1.0]], ['2, k, 4', [-0.440628, 0.078832, 1.0]], ['2, k, 5', [-0.54499, -0.0830332, 1.0]], ['2, k, 6', [-0.45053, -0.249846, 1.0]], ['2, k, 7', [-0.421719, -0.275519, 1.0]], ['2, k, 8', [-0.0885544, 0.0656623, 1.0]], ['2, k, 9', [0.0562698, -0.033255, 1.0]], ['2, k, 10', [-0.0239094, -0.22393, 1.0]], ['2, k, 11', [-0.0866259, -0.269341, 1.0]], ['2, k, 12', [-0.306314, -0.409973, 1.0]], ['2, k, 13', [-0.361964, -0.732386, 1.0]], ['2, k, 14', [-0.392472, -1.07285, 1.0]], ['2, k, 15', [-0.432066, -1.15141, 1.0]], ['2, k, 16', [-0.147485, -0.396761, 1.0]], ['2, k, 17', [-0.104756, -0.729144, 1.0]], ['2, k, 18', [-0.0882968, -1.08758, 1.0]], ['2, k, 19', [-0.0720862, -1.15384, 1.0]], ['2, k, 20', [-0.277976, 0.0962347, 1.0]], ['2, k, 21', [-0.406858, -0.339524, 1.0]], ['2, k, 22', [-0.447746, -0.304692, 1.0]], ['2, k, 23', [-0.108606, -0.350607, 1.0]], ['2, k, 24', [-0.122499, -0.223222, 1.0]]]
[['2, k, 0', [-0.23716, -0.40883, 1.0]], ['2, k, 1', [-0.257238, -0.118946, 1.0]], ['2, k, 2', [-0.279972, 0.163311, 1.0]], ['2, k, 3', [-0.260264, 0.281967, 1.0]], ['2, k, 4', [-0.43864, 0.0827689, 1.0]], ['2, k, 5', [-0.551596, -0.0786523, 1.0]], ['2, k, 6', [-0.456338, -0.245297, 1.0]], ['2, k, 7', [-0.427314, -0.27739, 1.0]], ['2, k, 8', [-0.0877436, 0.0639323, 1.0]], ['2, k, 9', [0.0463663, -0.0475153, 1.0]], ['2, k, 10', [-0.0464022, -0.238852, 1.0]], ['2, k, 11', [-0.107049, -0.291404, 1.0]], ['2, k, 12', [-0.313448, -0.407681, 1.0]], ['2, k, 13', [-0.368596, -0.73139, 1.0]], ['2, k, 14', [-0.393282, -1.06749, 1.0]], ['2, k, 15', [-0.430467, -1.14752, 1.0]], ['2, k, 16', [-0.154263, -0.397738, 1.0]], ['2, k, 17', [-0.11481, -0.723298, 1.0]], ['2, k, 18', [-0.0882404, -1.08762, 1.0]], ['2, k, 19', [-0.08661, -1.14836, 1.0]], ['2, k, 20', [-0.275694, 0.0939395, 1.0]], ['2, k, 21', [-0.398127, -0.352927, 1.0]], ['2, k, 22', [-0.442511, -0.342993, 1.0]], ['2, k, 23', [-0.132189, -0.368446, 1.0]], ['2, k, 24', [-0.14363, -0.241181, 1.0]]]
[['2, k, 0', [-0.248863, -0.408858, 1.0]], ['2, k, 1', [-0.260839, -0.119811, 1.0]], ['2, k, 2', [-0.279198, 0.161883, 1.0]], ['2, k, 3', [-0.256777, 0.281067, 1.0]], ['2, k, 4', [-0.43876, 0.0844447, 1.0]], ['2, k, 5', [-0.559665, -0.0724278, 1.0]], ['2, k, 6', [-0.47261, -0.243475, 1.0]], ['2, k, 7', [-0.438163, -0.275899, 1.0]], ['2, k, 8', [-0.0876065, 0.0623811, 1.0]], ['2, k, 9', [0.0415418, -0.0545915, 1.0]], ['2, k, 10', [-0.051549, -0.241295, 1.0]], ['2, k, 11', [-0.113519, -0.291034, 1.0]], ['2, k, 12', [-0.325523, -0.405204, 1.0]], ['2, k, 13', [-0.376542, -0.726118, 1.0]], ['2, k, 14', [-0.393379, -1.06647, 1.0]], ['2, k, 15', [-0.430661, -1.14695, 1.0]], ['2, k, 16', [-0.165304, -0.400218, 1.0]], ['2, k, 17', [-0.12126, -0.727957, 1.0]], ['2, k, 18', [-0.0883602, -1.09141, 1.0]], ['2, k, 19', [-0.0828528, -1.15092, 1.0]], ['2, k, 20', [-0.275755, 0.0926415, 1.0]], ['2, k, 21', [-0.405656, -0.361348, 1.0]], ['2, k, 22', [-0.451668, -0.345293, 1.0]], ['2, k, 23', [-0.138581, -0.369708, 1.0]], ['2, k, 24', [-0.147782, -0.24693, 1.0]]]
[['2, k, 0', [-0.257028, -0.408712, 1.0]], ['2, k, 1', [-0.263957, -0.12016, 1.0]], ['2, k, 2', [-0.278438, 0.161435, 1.0]], ['2, k, 3', [-0.255109, 0.280006, 1.0]], ['2, k, 4', [-0.439115, 0.0853286, 1.0]], ['2, k, 5', [-0.561578, -0.0722334, 1.0]], ['2, k, 6', [-0.484341, -0.247686, 1.0]], ['2, k, 7', [-0.448375, -0.280323, 1.0]], ['2, k, 8', [-0.0875463, 0.061562, 1.0]], ['2, k, 9', [0.0356339, -0.0617462, 1.0]], ['2, k, 10', [-0.0562343, -0.234925, 1.0]], ['2, k, 11', [-0.115743, -0.27769, 1.0]], ['2, k, 12', [-0.333934, -0.403826, 1.0]], ['2, k, 13', [-0.38119, -0.726129, 1.0]], ['2, k, 14', [-0.394121, -1.06759, 1.0]], ['2, k, 15', [-0.431239, -1.14795, 1.0]], ['2, k, 16', [-0.172696, -0.401243, 1.0]], ['2, k, 17', [-0.126728, -0.726094, 1.0]], ['2, k, 18', [-0.0883914, -1.09213, 1.0]], ['2, k, 19', [-0.0899106, -1.15385, 1.0]], ['2, k, 20', [-0.275677, 0.0922263, 1.0]], ['2, k, 21', [-0.418356, -0.367771, 1.0]], ['2, k, 22', [-0.466879, -0.349648, 1.0]], ['2, k, 23', [-0.139781, -0.357938, 1.0]], ['2, k, 24', [-0.152687, -0.236679, 1.0]]]
[['2, k, 0', [-0.277342, -0.407716, 1.0]], ['2, k, 1', [-0.272666, -0.119812, 1.0]], ['2, k, 2', [-0.278643, 0.161555, 1.0]], ['2, k, 3', [-0.253065, 0.27883, 1.0]], ['2, k, 4', [-0.439595, 0.0848908, 1.0]], ['2, k, 5', [-0.564014, -0.0727656, 1.0]], ['2, k, 6', [-0.485672, -0.24785, 1.0]], ['2, k, 7', [-0.44954, -0.286197, 1.0]], ['2, k, 8', [-0.0881344, 0.0598921, 1.0]], ['2, k, 9', [0.0313015, -0.067545, 1.0]], ['2, k, 10', [-0.0599789, -0.235143, 1.0]], ['2, k, 11', [-0.118698, -0.272084, 1.0]], ['2, k, 12', [-0.354801, -0.400226, 1.0]], ['2, k, 13', [-0.388442, -0.725573, 1.0]], ['2, k, 14', [-0.394957, -1.06556, 1.0]], ['2, k, 15', [-0.430388, -1.14661, 1.0]], ['2, k, 16', [-0.191722, -0.402826, 1.0]], ['2, k, 17', [-0.133965, -0.735273, 1.0]], ['2, k, 18', [-0.0887929, -1.09311, 1.0]], ['2, k, 19', [-0.0878561, -1.15443, 1.0]], ['2, k, 20', [-0.276672, 0.0923251, 1.0]], ['2, k, 21', [-0.434396, -0.369669, 1.0]], ['2, k, 22', [-0.482865, -0.321257, 1.0]], ['2, k, 23', [-0.145086, -0.352731, 1.0]], ['2, k, 24', [-0.153805, -0.232404, 1.0]]]
[['2, k, 0', [-0.283976, -0.407256, 1.0]], ['2, k, 1', [-0.276623, -0.119826, 1.0]], ['2, k, 2', [-0.278356, 0.161408, 1.0]], ['2, k, 3', [-0.250333, 0.277531, 1.0]], ['2, k, 4', [-0.439952, 0.0844848, 1.0]], ['2, k, 5', [-0.565474, -0.0738216, 1.0]], ['2, k, 6', [-0.504679, -0.25553, 1.0]], ['2, k, 7', [-0.461188, -0.300202, 1.0]], ['2, k, 8', [-0.0881868, 0.059318, 1.0]], ['2, k, 9', [0.027661, -0.070925, 1.0]], ['2, k, 10', [-0.0673198, -0.236401, 1.0]], ['2, k, 11', [-0.125334, -0.272542, 1.0]], ['2, k, 12', [-0.361031, -0.39907, 1.0]], ['2, k, 13', [-0.397066, -0.724577, 1.0]], ['2, k, 14', [-0.396797, -1.06122, 1.0]], ['2, k, 15', [-0.429538, -1.14402, 1.0]], ['2, k, 16', [-0.198561, -0.403175, 1.0]], ['2, k, 17', [-0.142014, -0.730373, 1.0]], ['2, k, 18', [-0.0884765, -1.09274, 1.0]], ['2, k, 19', [-0.0892119, -1.15371, 1.0]], ['2, k, 20', [-0.277001, 0.0922086, 1.0]], ['2, k, 21', [-0.448662, -0.381299, 1.0]], ['2, k, 22', [-0.47831, -0.367365, 1.0]], ['2, k, 23', [-0.149146, -0.353801, 1.0]], ['2, k, 24', [-0.162593, -0.236479, 1.0]]]
[['2, k, 0', [-0.293859, -0.407773, 1.0]], ['2, k, 1', [-0.282257, -0.12023, 1.0]], ['2, k, 2', [-0.278372, 0.161353, 1.0]], ['2, k, 3', [-0.248009, 0.27589, 1.0]], ['2, k, 4', [-0.440213, 0.0841084, 1.0]], ['2, k, 5', [-0.576087, -0.0658481, 1.0]], ['2, k, 6', [-0.501471, -0.241851, 1.0]], ['2, k, 7', [-0.458947, -0.281487, 1.0]], ['2, k, 8', [-0.0883846, 0.0585767, 1.0]], ['2, k, 9', [0.0234731, -0.074301, 1.0]], ['2, k, 10', [-0.0746412, -0.237758, 1.0]], ['2, k, 11', [-0.13161, -0.27398, 1.0]], ['2, k, 12', [-0.370748, -0.398313, 1.0]], ['2, k, 13', [-0.401218, -0.724313, 1.0]], ['2, k, 14', [-0.398039, -1.06058, 1.0]], ['2, k, 15', [-0.430732, -1.14416, 1.0]], ['2, k, 16', [-0.208719, -0.405081, 1.0]], ['2, k, 17', [-0.146487, -0.737533, 1.0]], ['2, k, 18', [-0.0888162, -1.09386, 1.0]], ['2, k, 19', [-0.0882805, -1.15412, 1.0]], ['2, k, 20', [-0.277678, 0.0920381, 1.0]], ['2, k, 21', [-0.438349, -0.36673, 1.0]], ['2, k, 22', [-0.488974, -0.325561, 1.0]], ['2, k, 23', [-0.15555, -0.354724, 1.0]], ['2, k, 24', [-0.168251, -0.241259, 1.0]]]
[['2, k, 0', [-0.30065, -0.408952, 1.0]], ['2, k, 1', [-0.285772, -0.120745, 1.0]], ['2, k, 2', [-0.278324, 0.161317, 1.0]], ['2, k, 3', [-0.245672, 0.274706, 1.0]], ['2, k, 4', [-0.440655, 0.0836794, 1.0]], ['2, k, 5', [-0.579681, -0.0646538, 1.0]], ['2, k, 6', [-0.502264, -0.239155, 1.0]], ['2, k, 7', [-0.461286, -0.280411, 1.0]], ['2, k, 8', [-0.088729, 0.0574577, 1.0]], ['2, k, 9', [0.0198621, -0.0774882, 1.0]], ['2, k, 10', [-0.0818847, -0.238689, 1.0]], ['2, k, 11', [-0.13701, -0.274255, 1.0]], ['2, k, 12', [-0.377602, -0.398582, 1.0]], ['2, k, 13', [-0.405824, -0.723499, 1.0]], ['2, k, 14', [-0.399299, -1.05862, 1.0]], ['2, k, 15', [-0.430484, -1.1434, 1.0]], ['2, k, 16', [-0.214994, -0.407077, 1.0]], ['2, k, 17', [-0.149941, -0.738807, 1.0]], ['2, k, 18', [-0.0930427, -1.09134, 1.0]], ['2, k, 19', [-0.0872549, -1.15239, 1.0]], ['2, k, 20', [-0.278052, 0.0919175, 1.0]], ['2, k, 21', [-0.435395, -0.363503, 1.0]], ['2, k, 22', [-0.480927, -0.350496, 1.0]], ['2, k, 23', [-0.163477, -0.355538, 1.0]], ['2, k, 24', [-0.172997, -0.240922, 1.0]]]
[['2, k, 0', [-0.306577, -0.410412, 1.0]], ['2, k, 1', [-0.28881, -0.121157, 1.0]], ['2, k, 2', [-0.278269, 0.161344, 1.0]], ['2, k, 3', [-0.243231, 0.27278, 1.0]], ['2, k, 4', [-0.441245, 0.0828934, 1.0]], ['2, k, 5', [-0.599718, -0.0316212, 1.0]], ['2, k, 6', [-0.506107, -0.239828, 1.0]], ['2, k, 7', [-0.463702, -0.293097, 1.0]], ['2, k, 8', [-0.089135, 0.0562583, 1.0]], ['2, k, 9', [0.0165619, -0.0810794, 1.0]], ['2, k, 10', [-0.0864027, -0.241539, 1.0]], ['2, k, 11', [-0.142319, -0.279744, 1.0]], ['2, k, 12', [-0.383635, -0.399369, 1.0]], ['2, k, 13', [-0.411824, -0.727304, 1.0]], ['2, k, 14', [-0.39957, -1.05853, 1.0]], ['2, k, 15', [-0.430474, -1.14346, 1.0]], ['2, k, 16', [-0.220697, -0.409179, 1.0]], ['2, k, 17', [-0.156482, -0.737723, 1.0]], ['2, k, 18', [-0.0928238, -1.09001, 1.0]], ['2, k, 19', [-0.0847946, -1.14957, 1.0]], ['2, k, 20', [-0.278482, 0.0919095, 1.0]], ['2, k, 21', [-0.442041, -0.375468, 1.0]], ['2, k, 22', [-0.516012, -0.342645, 1.0]], ['2, k, 23', [-0.170814, -0.360114, 1.0]], ['2, k, 24', [-0.177566, -0.244573, 1.0]]]
