[['2, k, 0', [-0.1401847, -0.2238491, 1.0]], ['2, k, 1', [-0.1349824, 0.0263218, 1.0]], ['2, k, 2', [-0.1285599, 0.2718373, 1.0]], ['2, k, 3', [-0.1253533, 0.40377, 1.0]], ['2, k, 4', [-0.2627106, 0.1654451, 1.0]], ['2, k, 5', [-0.2500691, -0.01961062, 1.0]], ['2, k, 6', [-0.1287857, -0.1440494, 1.0]], ['2, k, 7', [-0.08361498, -0.1740211, 1.0]], ['2, k, 8', [0.0178387, 0.1710281, 1.0]], ['2, k, 9', [0.02862818, -0.01790339, 1.0]], ['2, k, 10', [-0.02746493, -0.1216623, 1.0]], ['2, k, 11', [-0.0696507, -0.17391, 1.0]], ['2, k, 12', [-0.2018415, -0.2196136, 1.0]], ['2, k, 13', [-0.1965411, -0.329808, 1.0]], ['2, k, 14', [-0.193364, -0.6773231, 1.0]], ['2, k, 15', [-0.2595972, -0.7244982, 1.0]], ['2, k, 16', [-0.07509111, -0.22285, 1.0]], ['2, k, 17', [0.03384966, -0.3349289, 1.0]], ['2, k, 18', [0.04891938, -0.6707452, 1.0]], ['2, k, 19', [0.08146743, -0.727248, 1.0]], ['2, k, 20', [-0.1304615, 0.211073, 1.0]], ['2, k, 21', [-0.06638633, -0.2241495, 1.0]], ['2, k, 22', [-0.07216587, -0.2368535, 1.0]], ['2, k, 23', [-0.0689247, -0.2207828, 1.0]], ['2, k, 24', [-0.05131102, -0.1764567, 1.0]]]
[['2, k, 0', [-0.1131034, -0.1919327, 1.0]], ['2, k, 1', [-0.1241794, 0.04200733, 1.0]], ['2, k, 2', [-0.1373035, 0.2807938, 1.0]], ['2, k, 3', [-0.1340998, 0.4072777, 1.0]], ['2, k, 4', [-0.2662375, 0.1975505, 1.0]], ['2, k, 5', [-0.2412283, 0.02133313, 1.0]], ['2, k, 6', [-0.1341047, -0.07444803, 1.0]], ['2, k, 7', [-0.09238783, -0.08260541, 1.0]], ['2, k, 8', [0.005187051, 0.2166633, 1.0]], ['2, k, 9', [0.010259, 0.03727821, 1.0]], ['2, k, 10', [-0.04458595, -0.05361478, 1.0]], ['2, k, 11', [-0.08623497, -0.08242387, 1.0]], ['2, k, 12', [-0.1773016, -0.1931323, 1.0]], ['2, k, 13', [-0.1960729, -0.3255282, 1.0]], ['2, k, 14', [-0.1954055, -0.6762127, 1.0]], ['2, k, 15', [-0.2525011, -0.7358322, 1.0]], ['2, k, 16', [-0.04582049, -0.1862796, 1.0]], ['2, k, 17', [0.02946066, -0.3346283, 1.0]], ['2, k, 18', [0.05050725, -0.6655383, 1.0]], ['2, k, 19', [0.07637966, -0.721082, 1.0]], ['2, k, 20', [-0.134213, 0.2217537, 1.0]], ['2, k, 21', [-0.07090119, -0.09946278, 1.0]], ['2, k, 22', [-0.06038749, -0.05583365, 1.0]], ['2, k, 23', [-0.09017241, -0.1056711, 1.0]], ['2, k, 24', [-0.06452728, -0.08764261, 1.0]]]
[['2, k, 0', [-0.1158063, -0.1969024, 1.0]], ['2, k, 1', [-0.1252197, 0.041147, 1.0]], ['2, k, 2', [-0.13718, 0.2801119, 1.0]], ['2, k, 3', [-0.1339868, 0.4070742, 1.0]], ['2, k, 4', [-0.2690803, 0.1886098, 1.0]], ['2, k, 5', [-0.2334904, 0.009176561, 1.0]], ['2, k, 6', [-0.138349, -0.1057364, 1.0]], ['2, k, 7', [-0.09003097, -0.1203566, 1.0]], ['2, k, 8', [0.006882209, 0.2024609, 1.0]], ['2, k, 9', [0.006026533, 0.01790697, 1.0]], ['2, k, 10', [-0.04774787, -0.08654258, 1.0]], ['2, k, 11', [-0.0854497, -0.1212047, 1.0]], ['2, k, 12', [-0.1791148, -0.1976189, 1.0]], ['2, k, 13', [-0.1969314, -0.3274632, 1.0]], ['2, k, 14', [-0.1951176, -0.6732374, 1.0]], ['2, k, 15', [-0.2539692, -0.728481, 1.0]], ['2, k, 16', [-0.04960504, -0.1916657, 1.0]], ['2, k, 17', [0.03049705, -0.336626, 1.0]], ['2, k, 18', [0.05191197, -0.662379, 1.0]], ['2, k, 19', [0.07468914, -0.7199352, 1.0]], ['2, k, 20', [-0.1342793, 0.2211207, 1.0]], ['2, k, 21', [-0.07410832, -0.1457564, 1.0]], ['2, k, 22', [-0.06117335, -0.0973509, 1.0]], ['2, k, 23', [-0.09010936, -0.1377102, 1.0]], ['2, k, 24', [-0.07834058, -0.1640313, 1.0]]]
[['2, k, 0', [-0.1371899, -0.204563, 1.0]], ['2, k, 1', [-0.1321561, 0.03910708, 1.0]], ['2, k, 2', [-0.1370365, 0.2792225, 1.0]], ['2, k, 3', [-0.1337169, 0.4069718, 1.0]], ['2, k, 4', [-0.2700834, 0.1846503, 1.0]], ['2, k, 5', [-0.2336607, 0.002899752, 1.0]], ['2, k, 6', [-0.1451521, -0.1261898, 1.0]], ['2, k, 7', [-0.09598305, -0.1490258, 1.0]], ['2, k, 8', [0.007911994, 0.2040593, 1.0]], ['2, k, 9', [-0.001639204, 0.008805859, 1.0]], ['2, k, 10', [-0.04756772, -0.09736484, 1.0]], ['2, k, 11', [-0.08302888, -0.1437179, 1.0]], ['2, k, 12', [-0.1982383, -0.2019057, 1.0]], ['2, k, 13', [-0.1980519, -0.3292564, 1.0]], ['2, k, 14', [-0.1947315, -0.6733694, 1.0]], ['2, k, 15', [-0.2540233, -0.7293228, 1.0]], ['2, k, 16', [-0.07310798, -0.2029369, 1.0]], ['2, k, 17', [0.03074279, -0.3388362, 1.0]], ['2, k, 18', [0.04879163, -0.6645011, 1.0]], ['2, k, 19', [0.07599659, -0.7206143, 1.0]], ['2, k, 20', [-0.1349685, 0.2200864, 1.0]], ['2, k, 21', [-0.07572908, -0.1757158, 1.0]], ['2, k, 22', [-0.05876249, -0.1262377, 1.0]], ['2, k, 23', [-0.0878453, -0.1735829, 1.0]], ['2, k, 24', [-0.05909735, -0.1547, 1.0]]]
[['2, k, 0', [-0.1336664, -0.2075042, 1.0]], ['2, k, 1', [-0.1317966, 0.03798179, 1.0]], ['2, k, 2', [-0.1366164, 0.2786541, 1.0]], ['2, k, 3', [-0.1333121, 0.4065508, 1.0]], ['2, k, 4', [-0.2705638, 0.1816818, 1.0]], ['2, k, 5', [-0.2274451, -0.00709517, 1.0]], ['2, k, 6', [-0.1450981, -0.1337939, 1.0]], ['2, k, 7', [-0.09263161, -0.1681969, 1.0]], ['2, k, 8', [0.009066254, 0.1956096, 1.0]], ['2, k, 9', [-0.006444987, -0.0007899973, 1.0]], ['2, k, 10', [-0.04746842, -0.12062, 1.0]], ['2, k, 11', [-0.08167599, -0.1639852, 1.0]], ['2, k, 12', [-0.1942232, -0.2060455, 1.0]], ['2, k, 13', [-0.1984592, -0.3295242, 1.0]], ['2, k, 14', [-0.193598, -0.6708652, 1.0]], ['2, k, 15', [-0.2519395, -0.7276603, 1.0]], ['2, k, 16', [-0.06969736, -0.204934, 1.0]], ['2, k, 17', [0.03108104, -0.3405865, 1.0]], ['2, k, 18', [0.05144988, -0.6608974, 1.0]], ['2, k, 19', [0.07439765, -0.719878, 1.0]], ['2, k, 20', [-0.1347308, 0.2193609, 1.0]], ['2, k, 21', [-0.07518291, -0.1957888, 1.0]], ['2, k, 22', [-0.06246777, -0.1457679, 1.0]], ['2, k, 23', [-0.08864233, -0.1927289, 1.0]], ['2, k, 24', [-0.06250422, -0.1737297, 1.0]]]
[['2, k, 0', [-0.1394828, -0.2187593, 1.0]], ['2, k, 1', [-0.1340649, 0.03210885, 1.0]], ['2, k, 2', [-0.1305211, 0.2759163, 1.0]], ['2, k, 3', [-0.1252753, 0.4055851, 1.0]], ['2, k, 4', [-0.2668993, 0.173122, 1.0]], ['2, k, 5', [-0.2189629, -0.022461, 1.0]], ['2, k, 6', [-0.1499656, -0.1910689, 1.0]], ['2, k, 7', [-0.1046857, -0.2336575, 1.0]], ['2, k, 8', [0.01615157, 0.1820182, 1.0]], ['2, k, 9', [-0.00856756, -0.01769054, 1.0]], ['2, k, 10', [-0.04004817, -0.1799991, 1.0]], ['2, k, 11', [-0.07847244, -0.2371135, 1.0]], ['2, k, 12', [-0.2027941, -0.2146476, 1.0]], ['2, k, 13', [-0.1986225, -0.3264598, 1.0]], ['2, k, 14', [-0.1962412, -0.6733872, 1.0]], ['2, k, 15', [-0.249955, -0.7357887, 1.0]], ['2, k, 16', [-0.07268052, -0.2177921, 1.0]], ['2, k, 17', [0.03117621, -0.334023, 1.0]], ['2, k, 18', [0.04643383, -0.6649076, 1.0]], ['2, k, 19', [0.07875342, -0.7215481, 1.0]], ['2, k, 20', [-0.1313855, 0.2159708, 1.0]], ['2, k, 21', [-0.07378062, -0.2682135, 1.0]], ['2, k, 22', [-0.06835934, -0.2104378, 1.0]], ['2, k, 23', [-0.08452723, -0.2696942, 1.0]], ['2, k, 24', [-0.04594288, -0.2532509, 1.0]]]
[['2, k, 0', [-0.1396575, -0.2187836, 1.0]], ['2, k, 1', [-0.1342685, 0.03210803, 1.0]], ['2, k, 2', [-0.1305366, 0.276041, 1.0]], ['2, k, 3', [-0.124915, 0.4056686, 1.0]], ['2, k, 4', [-0.2663705, 0.1730056, 1.0]], ['2, k, 5', [-0.2192699, -0.02223642, 1.0]], ['2, k, 6', [-0.1496452, -0.1914416, 1.0]], ['2, k, 7', [-0.1038861, -0.2276629, 1.0]], ['2, k, 8', [0.0163166, 0.1816764, 1.0]], ['2, k, 9', [-0.008765551, -0.01764648, 1.0]], ['2, k, 10', [-0.050644, -0.2108174, 1.0]], ['2, k, 11', [-0.07792602, -0.2317216, 1.0]], ['2, k, 12', [-0.2031767, -0.2145826, 1.0]], ['2, k, 13', [-0.1986381, -0.3264985, 1.0]], ['2, k, 14', [-0.1967454, -0.6751722, 1.0]], ['2, k, 15', [-0.2166732, -0.7317865, 1.0]], ['2, k, 16', [-0.07274372, -0.2178731, 1.0]], ['2, k, 17', [0.0311856, -0.3340133, 1.0]], ['2, k, 18', [0.04811406, -0.6666216, 1.0]], ['2, k, 19', [0.08155417, -0.726005, 1.0]], ['2, k, 20', [-0.1314463, 0.216042, 1.0]], ['2, k, 21', [-0.07615959, -0.2617618, 1.0]], ['2, k, 22', [-0.07908545, -0.2063583, 1.0]], ['2, k, 23', [-0.08405174, -0.2640582, 1.0]], ['2, k, 24', [-0.04530643, -0.2560506, 1.0]]]
[['2, k, 0', [-0.139737, -0.2187769, 1.0]], ['2, k, 1', [-0.1342691, 0.03201977, 1.0]], ['2, k, 2', [-0.13013, 0.2759368, 1.0]], ['2, k, 3', [-0.1245252, 0.4057992, 1.0]], ['2, k, 4', [-0.2662334, 0.1731527, 1.0]], ['2, k, 5', [-0.2184078, -0.02247069, 1.0]], ['2, k, 6', [-0.1493582, -0.1907283, 1.0]], ['2, k, 7', [-0.103937, -0.223714, 1.0]], ['2, k, 8', [0.01625133, 0.1816647, 1.0]], ['2, k, 9', [-0.009117925, -0.018193, 1.0]], ['2, k, 10', [-0.04648786, -0.1597236, 1.0]], ['2, k, 11', [-0.07878581, -0.2195383, 1.0]], ['2, k, 12', [-0.2034405, -0.2144979, 1.0]], ['2, k, 13', [-0.1985458, -0.3264011, 1.0]], ['2, k, 14', [-0.196029, -0.6763907, 1.0]], ['2, k, 15', [-0.2534849, -0.7352273, 1.0]], ['2, k, 16', [-0.07274565, -0.2178789, 1.0]], ['2, k, 17', [0.03039375, -0.3278065, 1.0]], ['2, k, 18', [0.0536092, -0.6562754, 1.0]], ['2, k, 19', [0.074152, -0.7162979, 1.0]], ['2, k, 20', [-0.1311871, 0.2159223, 1.0]], ['2, k, 21', [-0.07687241, -0.2583062, 1.0]], ['2, k, 22', [-0.08002813, -0.2042057, 1.0]], ['2, k, 23', [-0.08841676, -0.2581203, 1.0]], ['2, k, 24', [-0.05929545, -0.2423511, 1.0]]]
[['2, k, 0', [-0.1396006, -0.2185214, 1.0]], ['2, k, 1', [-0.134259, 0.03201983, 1.0]], ['2, k, 2', [-0.1299618, 0.2758157, 1.0]], ['2, k, 3', [-0.1244587, 0.4057299, 1.0]], ['2, k, 4', [-0.265939, 0.1732306, 1.0]], ['2, k, 5', [-0.2187958, -0.02224981, 1.0]], ['2, k, 6', [-0.1532137, -0.1752155, 1.0]], ['2, k, 7', [-0.1103667, -0.2134127, 1.0]], ['2, k, 8', [0.01653054, 0.181208, 1.0]], ['2, k, 9', [-0.01117759, -0.02263593, 1.0]], ['2, k, 10', [-0.04555644, -0.1600799, 1.0]], ['2, k, 11', [-0.08006077, -0.2129005, 1.0]], ['2, k, 12', [-0.203488, -0.2140491, 1.0]], ['2, k, 13', [-0.1986355, -0.3267527, 1.0]], ['2, k, 14', [-0.1969429, -0.6757063, 1.0]], ['2, k, 15', [-0.2540049, -0.7357547, 1.0]], ['2, k, 16', [-0.07244319, -0.2177198, 1.0]], ['2, k, 17', [0.03310879, -0.3339887, 1.0]], ['2, k, 18', [0.05241335, -0.6615841, 1.0]], ['2, k, 19', [0.07766442, -0.7211741, 1.0]], ['2, k, 20', [-0.1310814, 0.215837, 1.0]], ['2, k, 21', [-0.076071, -0.2484696, 1.0]], ['2, k, 22', [-0.09150965, -0.1933908, 1.0]], ['2, k, 23', [-0.08648439, -0.2499357, 1.0]], ['2, k, 24', [-0.06061409, -0.2445265, 1.0]]]
[['2, k, 0', [-0.1346736, -0.2172397, 1.0]], ['2, k, 1', [-0.1326129, 0.03242446, 1.0]], ['2, k, 2', [-0.1292417, 0.2760922, 1.0]], ['2, k, 3', [-0.1244151, 0.4058337, 1.0]], ['2, k, 4', [-0.2657022, 0.1730729, 1.0]], ['2, k, 5', [-0.2134047, -0.02297634, 1.0]], ['2, k, 6', [-0.1479593, -0.1441922, 1.0]], ['2, k, 7', [-0.0951332, -0.184539, 1.0]], ['2, k, 8', [0.01659207, 0.1813335, 1.0]], ['2, k, 9', [-0.01187132, -0.01943428, 1.0]], ['2, k, 10', [-0.04617623, -0.1396899, 1.0]], ['2, k, 11', [-0.07729823, -0.1809297, 1.0]], ['2, k, 12', [-0.1977502, -0.2133817, 1.0]], ['2, k, 13', [-0.1992428, -0.3282347, 1.0]], ['2, k, 14', [-0.1962005, -0.6749859, 1.0]], ['2, k, 15', [-0.2537395, -0.7345273, 1.0]], ['2, k, 16', [-0.06820627, -0.2158787, 1.0]], ['2, k, 17', [0.03429893, -0.3361763, 1.0]], ['2, k, 18', [0.05431538, -0.6570218, 1.0]], ['2, k, 19', [0.07501393, -0.7172503, 1.0]], ['2, k, 20', [-0.1301811, 0.2160914, 1.0]], ['2, k, 21', [-0.07165056, -0.215256, 1.0]], ['2, k, 22', [-0.07005637, -0.1611932, 1.0]], ['2, k, 23', [-0.08214046, -0.2134533, 1.0]], ['2, k, 24', [-0.05562804, -0.1801013, 1.0]]]
[['2, k, 0', [-0.1350792, -0.2172951, 1.0]], ['2, k, 1', [-0.132674, 0.03239741, 1.0]], ['2, k, 2', [-0.1288216, 0.2761523, 1.0]], ['2, k, 3', [-0.1244593, 0.4057046, 1.0]], ['2, k, 4', [-0.2656876, 0.1732368, 1.0]], ['2, k, 5', [-0.2115677, -0.01520496, 1.0]], ['2, k, 6', [-0.1473829, -0.1436555, 1.0]], ['2, k, 7', [-0.09751529, -0.1669904, 1.0]], ['2, k, 8', [0.01598033, 0.1818644, 1.0]], ['2, k, 9', [-0.01424121, -0.00708383, 1.0]], ['2, k, 10', [-0.04757051, -0.1291037, 1.0]], ['2, k, 11', [-0.07631142, -0.1596771, 1.0]], ['2, k, 12', [-0.1979027, -0.2134857, 1.0]], ['2, k, 13', [-0.199357, -0.3290195, 1.0]], ['2, k, 14', [-0.1963494, -0.6749912, 1.0]], ['2, k, 15', [-0.2551272, -0.7331149, 1.0]], ['2, k, 16', [-0.06951337, -0.2158494, 1.0]], ['2, k, 17', [0.03412891, -0.3355354, 1.0]], ['2, k, 18', [0.05540872, -0.6546564, 1.0]], ['2, k, 19', [0.07426929, -0.71582, 1.0]], ['2, k, 20', [-0.1299369, 0.2160923, 1.0]], ['2, k, 21', [-0.0678893, -0.1943568, 1.0]], ['2, k, 22', [-0.07598171, -0.144505, 1.0]], ['2, k, 23', [-0.07963213, -0.1906747, 1.0]], ['2, k, 24', [-0.05160492, -0.1642261, 1.0]]]
[['2, k, 0', [-0.1351888, -0.2165543, 1.0]], ['2, k, 1', [-0.1328721, 0.03281648, 1.0]], ['2, k, 2', [-0.1292036, 0.2763158, 1.0]], ['2, k, 3', [-0.1248812, 0.4057624, 1.0]], ['2, k, 4', [-0.2652846, 0.1741959, 1.0]], ['2, k, 5', [-0.2125636, 0.0005667898, 1.0]], ['2, k, 6', [-0.10926, -0.1372216, 1.0]], ['2, k, 7', [-0.09344405, -0.1395317, 1.0]], ['2, k, 8', [0.01556926, 0.1822684, 1.0]], ['2, k, 9', [-0.009610528, 0.02018679, 1.0]], ['2, k, 10', [-0.04882447, -0.098566, 1.0]], ['2, k, 11', [-0.07795485, -0.1327413, 1.0]], ['2, k, 12', [-0.1975918, -0.2124949, 1.0]], ['2, k, 13', [-0.1991735, -0.3295383, 1.0]], ['2, k, 14', [-0.1962649, -0.6753341, 1.0]], ['2, k, 15', [-0.2546853, -0.7341108, 1.0]], ['2, k, 16', [-0.06989057, -0.2152638, 1.0]], ['2, k, 17', [0.0342434, -0.3360744, 1.0]], ['2, k, 18', [0.05240749, -0.6578862, 1.0]], ['2, k, 19', [0.07644242, -0.7201129, 1.0]], ['2, k, 20', [-0.1302747, 0.2163025, 1.0]], ['2, k, 21', [-0.06311728, -0.1624103, 1.0]], ['2, k, 22', [-0.07503804, -0.1129116, 1.0]], ['2, k, 23', [-0.07560682, -0.1552697, 1.0]], ['2, k, 24', [-0.05130661, -0.1251411, 1.0]]]
[['2, k, 0', [-0.1335502, -0.2121252, 1.0]], ['2, k, 1', [-0.1325589, 0.03469392, 1.0]], ['2, k, 2', [-0.1297851, 0.2767144, 1.0]], ['2, k, 3', [-0.1251805, 0.4060352, 1.0]], ['2, k, 4', [-0.2645898, 0.1787787, 1.0]], ['2, k, 5', [-0.2135734, 0.01506837, 1.0]], ['2, k, 6', [-0.1246619, -0.08290266, 1.0]], ['2, k, 7', [-0.0875193, -0.1018211, 1.0]], ['2, k, 8', [0.01433797, 0.1862287, 1.0]], ['2, k, 9', [-0.0037549, 0.04092023, 1.0]], ['2, k, 10', [-0.03922284, -0.05408992, 1.0]], ['2, k, 11', [-0.07316023, -0.09977785, 1.0]], ['2, k, 12', [-0.1951439, -0.2090108, 1.0]], ['2, k, 13', [-0.1990329, -0.3301229, 1.0]], ['2, k, 14', [-0.1947747, -0.6743968, 1.0]], ['2, k, 15', [-0.2542207, -0.7319235, 1.0]], ['2, k, 16', [-0.06903211, -0.2097824, 1.0]], ['2, k, 17', [0.03419569, -0.3361293, 1.0]], ['2, k, 18', [0.05140552, -0.6620334, 1.0]], ['2, k, 19', [0.07792425, -0.7220541, 1.0]], ['2, k, 20', [-0.1306733, 0.2169707, 1.0]], ['2, k, 21', [-0.06199275, -0.1191293, 1.0]], ['2, k, 22', [-0.06447896, -0.07274448, 1.0]], ['2, k, 23', [-0.07630205, -0.123781, 1.0]], ['2, k, 24', [-0.04643655, -0.1081072, 1.0]]]
[['2, k, 0', [-0.1311911, -0.2076955, 1.0]], ['2, k, 1', [-0.1321534, 0.03674598, 1.0]], ['2, k, 2', [-0.1308324, 0.2772274, 1.0]], ['2, k, 3', [-0.1251514, 0.4060808, 1.0]], ['2, k, 4', [-0.260802, 0.1906076, 1.0]], ['2, k, 5', [-0.2139279, 0.03856685, 1.0]], ['2, k, 6', [-0.1441674, -0.03846094, 1.0]], ['2, k, 7', [-0.08318032, -0.0620267, 1.0]], ['2, k, 8', [0.01295953, 0.1903397, 1.0]], ['2, k, 9', [-0.0002964436, 0.05639431, 1.0]], ['2, k, 10', [-0.0375517, -0.02821834, 1.0]], ['2, k, 11', [-0.0708513, -0.06136902, 1.0]], ['2, k, 12', [-0.1915434, -0.2038855, 1.0]], ['2, k, 13', [-0.1989111, -0.3298911, 1.0]], ['2, k, 14', [-0.1954032, -0.6746533, 1.0]], ['2, k, 15', [-0.2528972, -0.7343345, 1.0]], ['2, k, 16', [-0.06766259, -0.2062088, 1.0]], ['2, k, 17', [0.03298059, -0.3356007, 1.0]], ['2, k, 18', [0.05925582, -0.6727606, 1.0]], ['2, k, 19', [0.0704558, -0.703553, 1.0]], ['2, k, 20', [-0.1313618, 0.2177915, 1.0]], ['2, k, 21', [-0.05843589, -0.06958674, 1.0]], ['2, k, 22', [-0.06175135, -0.02833412, 1.0]], ['2, k, 23', [-0.07515386, -0.07639054, 1.0]], ['2, k, 24', [-0.04290595, -0.06212043, 1.0]]]
[['2, k, 0', [-0.1246095, -0.2020235, 1.0]], ['2, k, 1', [-0.1299819, 0.03863294, 1.0]], ['2, k, 2', [-0.1310195, 0.2770711, 1.0]], ['2, k, 3', [-0.125704, 0.4063395, 1.0]], ['2, k, 4', [-0.2610439, 0.1957726, 1.0]], ['2, k, 5', [-0.2143314, 0.0585755, 1.0]], ['2, k, 6', [-0.1206147, -0.01146356, 1.0]], ['2, k, 7', [-0.07987925, -0.0167474, 1.0]], ['2, k, 8', [0.0113938, 0.1927181, 1.0]], ['2, k, 9', [-0.002423144, 0.06738792, 1.0]], ['2, k, 10', [-0.03969788, 0.02670182, 1.0]], ['2, k, 11', [-0.06813459, -0.01130717, 1.0]], ['2, k, 12', [-0.1844007, -0.1994105, 1.0]], ['2, k, 13', [-0.1987839, -0.3296286, 1.0]], ['2, k, 14', [-0.195881, -0.6748413, 1.0]], ['2, k, 15', [-0.2554181, -0.7322254, 1.0]], ['2, k, 16', [-0.06147145, -0.1991094, 1.0]], ['2, k, 17', [0.03236265, -0.3346476, 1.0]], ['2, k, 18', [0.04397325, -0.6674787, 1.0]], ['2, k, 19', [0.07977372, -0.7193988, 1.0]], ['2, k, 20', [-0.1311063, 0.2180163, 1.0]], ['2, k, 21', [-0.05460433, -0.02187508, 1.0]], ['2, k, 22', [-0.05607848, 0.01876146, 1.0]], ['2, k, 23', [-0.07077403, -0.02593317, 1.0]], ['2, k, 24', [-0.04150305, -0.001248807, 1.0]]]
[['2, k, 0', [-0.1210137, -0.1877271, 1.0]], ['2, k, 1', [-0.1284563, 0.04424821, 1.0]], ['2, k, 2', [-0.1313253, 0.2773154, 1.0]], ['2, k, 3', [-0.1257386, 0.4060861, 1.0]], ['2, k, 4', [-0.2617773, 0.1971618, 1.0]], ['2, k, 5', [-0.2333251, 0.07548795, 1.0]], ['2, k, 6', [-0.1236999, 0.04232161, 1.0]], ['2, k, 7', [-0.074231, 0.03583097, 1.0]], ['2, k, 8', [0.005753086, 0.1996122, 1.0]], ['2, k, 9', [-0.002503336, 0.0685383, 1.0]], ['2, k, 10', [-0.04959767, 0.03544753, 1.0]], ['2, k, 11', [-0.06925677, 0.03542827, 1.0]], ['2, k, 12', [-0.1841742, -0.1905413, 1.0]], ['2, k, 13', [-0.1986127, -0.3292544, 1.0]], ['2, k, 14', [-0.1962909, -0.6740466, 1.0]], ['2, k, 15', [-0.2239627, -0.7366194, 1.0]], ['2, k, 16', [-0.05352764, -0.1792455, 1.0]], ['2, k, 17', [0.03190399, -0.3342909, 1.0]], ['2, k, 18', [0.04382442, -0.6674234, 1.0]], ['2, k, 19', [0.08003663, -0.7205808, 1.0]], ['2, k, 20', [-0.1311721, 0.2190469, 1.0]], ['2, k, 21', [-0.05122657, 0.0339668, 1.0]], ['2, k, 22', [-0.06145373, 0.07103326, 1.0]], ['2, k, 23', [-0.06700043, 0.02908121, 1.0]], ['2, k, 24', [-0.03842074, 0.03498951, 1.0]]]
[['2, k, 0', [-0.1199616, -0.1934617, 1.0]], ['2, k, 1', [-0.1282455, 0.0438133, 1.0]], ['2, k, 2', [-0.1323201, 0.2784533, 1.0]], ['2, k, 3', [-0.1263472, 0.4055628, 1.0]], ['2, k, 4', [-0.26201, 0.1988819, 1.0]], ['2, k, 5', [-0.2347388, 0.09821266, 1.0]], ['2, k, 6', [-0.1152754, 0.08656438, 1.0]], ['2, k, 7', [-0.07494754, 0.0911159, 1.0]], ['2, k, 8', [0.005224183, 0.20062, 1.0]], ['2, k, 9', [0.00797705, 0.1376505, 1.0]], ['2, k, 10', [-0.04538732, 0.09881908, 1.0]], ['2, k, 11', [-0.06723446, 0.09340972, 1.0]], ['2, k, 12', [-0.1851251, -0.1950632, 1.0]], ['2, k, 13', [-0.1984227, -0.329398, 1.0]], ['2, k, 14', [-0.1965764, -0.6748874, 1.0]], ['2, k, 15', [-0.183796, -0.7194769, 1.0]], ['2, k, 16', [-0.05040359, -0.1879132, 1.0]], ['2, k, 17', [0.03185337, -0.3346297, 1.0]], ['2, k, 18', [0.04219493, -0.6773521, 1.0]], ['2, k, 19', [0.0814314, -0.7177596, 1.0]], ['2, k, 20', [-0.1317413, 0.2199064, 1.0]], ['2, k, 21', [-0.05380578, 0.09675611, 1.0]], ['2, k, 22', [-0.06687985, 0.1257117, 1.0]], ['2, k, 23', [-0.06991486, 0.08866258, 1.0]], ['2, k, 24', [-0.0363448, 0.1091076, 1.0]]]
[['2, k, 0', [-0.1119635, -0.2063902, 1.0]], ['2, k, 1', [-0.1276063, 0.04230614, 1.0]], ['2, k, 2', [-0.1358899, 0.2804332, 1.0]], ['2, k, 3', [-0.1260889, 0.403789, 1.0]], ['2, k, 4', [-0.2631379, 0.2007741, 1.0]], ['2, k, 5', [-0.2312777, 0.1449393, 1.0]], ['2, k, 6', [-0.1135518, 0.1409694, 1.0]], ['2, k, 7', [-0.0726019, 0.1503395, 1.0]], ['2, k, 8', [0.004608996, 0.2099145, 1.0]], ['2, k, 9', [0.01616448, 0.1499365, 1.0]], ['2, k, 10', [-0.02042558, 0.1255665, 1.0]], ['2, k, 11', [-0.06432277, 0.151864, 1.0]], ['2, k, 12', [-0.1805875, -0.2091941, 1.0]], ['2, k, 13', [-0.1982732, -0.3283813, 1.0]], ['2, k, 14', [-0.1965, -0.6727967, 1.0]], ['2, k, 15', [-0.2100013, -0.7475458, 1.0]], ['2, k, 16', [-0.03939509, -0.1999476, 1.0]], ['2, k, 17', [0.03059272, -0.3341898, 1.0]], ['2, k, 18', [0.04219658, -0.6768398, 1.0]], ['2, k, 19', [0.08151519, -0.7179315, 1.0]], ['2, k, 20', [-0.1335463, 0.2207899, 1.0]], ['2, k, 21', [-0.05090475, 0.1565354, 1.0]], ['2, k, 22', [-0.0538765, 0.1895444, 1.0]], ['2, k, 23', [-0.06880203, 0.1493846, 1.0]], ['2, k, 24', [-0.06871555, 0.1867321, 1.0]]]
