[['2, k, 0', [-0.056588, -0.724662, 1.0]], ['2, k, 1', [-0.0742109, -0.431279, 1.0]], ['2, k, 2', [-0.0910986, -0.142318, 1.0]], ['2, k, 3', [-0.0894597, 0.0235946, 1.0]], ['2, k, 4', [-0.240717, -0.233501, 1.0]], ['2, k, 5', [-0.370669, -0.182067, 1.0]], ['2, k, 6', [-0.126442, -0.140185, 1.0]], ['2, k, 7', [-0.103125, -0.0935504, 1.0]], ['2, k, 8', [0.0821035, -0.208493, 1.0]], ['2, k, 9', [0.269754, -0.195726, 1.0]], ['2, k, 10', [0.0521975, -0.155595, 1.0]], ['2, k, 11', [-0.0199911, -0.142491, 1.0]], ['2, k, 12', [-0.129367, -0.721397, 1.0]], ['2, k, 13', [-0.257911, -1.02203, 1.0]], ['2, k, 14', [-0.310488, -1.38679, 1.0]], ['2, k, 15', [-0.26384, -1.50012, 1.0]], ['2, k, 16', [0.0175917, -0.710088, 1.0]], ['2, k, 17', [0.181933, -0.989788, 1.0]], ['2, k, 18', [0.254031, -1.48092, 1.0]], ['2, k, 19', [0.127441, -1.48633, 1.0]], ['2, k, 20', [-0.0869934, -0.214017, 1.0]], ['2, k, 21', [-0.0298424, -0.0909227, 1.0]], ['2, k, 22', [-0.10884, -0.0970071, 1.0]], ['2, k, 23', [-0.0199097, -0.14191, 1.0]], ['2, k, 24', [-0.0198034, -0.141153, 1.0]]]
[['2, k, 0', [-0.053616, -1.10081, 1.0]], ['2, k, 1', [-0.0584167, -0.843161, 1.0]], ['2, k, 2', [-0.0624917, -0.588532, 1.0]], ['2, k, 3', [-0.0655334, -0.452367, 1.0]], ['2, k, 4', [-0.195982, -0.632445, 1.0]], ['2, k, 5', [-0.299462, -0.623907, 1.0]], ['2, k, 6', [-0.244528, -0.59564, 1.0]], ['2, k, 7', [-0.233716, -0.584334, 1.0]], ['2, k, 8', [0.0870661, -0.640244, 1.0]], ['2, k, 9', [0.219074, -0.641935, 1.0]], ['2, k, 10', [0.287195, -0.611622, 1.0]], ['2, k, 11', [0.311208, -0.591733, 1.0]], ['2, k, 12', [-0.119053, -1.08796, 1.0]], ['2, k, 13', [-0.312226, -1.075, 1.0]], ['2, k, 14', [-0.305059, -1.43191, 1.0]], ['2, k, 15', [-0.295269, -1.46889, 1.0]], ['2, k, 16', [0.0130882, -1.08861, 1.0]], ['2, k, 17', [0.210884, -1.08237, 1.0]], ['2, k, 18', [0.212194, -1.36155, 1.0]], ['2, k, 19', [0.216226, -1.39891, 1.0]], ['2, k, 20', [-0.0614015, -0.652016, 1.0]], ['2, k, 21', [-0.177863, -0.584338, 1.0]], ['2, k, 22', [-0.245145, -0.576034, 1.0]], ['2, k, 23', [0.337932, -0.588868, 1.0]], ['2, k, 24', [0.235942, -0.590083, 1.0]]]
[['2, k, 0', [-0.053453, -1.10119, 1.0]], ['2, k, 1', [-0.0587962, -0.844173, 1.0]], ['2, k, 2', [-0.0639793, -0.589962, 1.0]], ['2, k, 3', [-0.0673689, -0.454287, 1.0]], ['2, k, 4', [-0.196402, -0.635368, 1.0]], ['2, k, 5', [-0.300301, -0.624795, 1.0]], ['2, k, 6', [-0.242098, -0.596552, 1.0]], ['2, k, 7', [-0.229758, -0.585465, 1.0]], ['2, k, 8', [0.0866932, -0.641911, 1.0]], ['2, k, 9', [0.218829, -0.64235, 1.0]], ['2, k, 10', [0.267107, -0.61335, 1.0]], ['2, k, 11', [0.30682, -0.590801, 1.0]], ['2, k, 12', [-0.119013, -1.08827, 1.0]], ['2, k, 13', [-0.311122, -1.07533, 1.0]], ['2, k, 14', [-0.304422, -1.43471, 1.0]], ['2, k, 15', [-0.29474, -1.47175, 1.0]], ['2, k, 16', [0.013388, -1.089, 1.0]], ['2, k, 17', [0.212012, -1.08247, 1.0]], ['2, k, 18', [0.199714, -1.40269, 1.0]], ['2, k, 19', [0.203841, -1.44004, 1.0]], ['2, k, 20', [-0.0626054, -0.653399, 1.0]], ['2, k, 21', [-0.170215, -0.584276, 1.0]], ['2, k, 22', [-0.248112, -0.575454, 1.0]], ['2, k, 23', [0.338295, -0.588039, 1.0]], ['2, k, 24', [0.231225, -0.589647, 1.0]]]
[['2, k, 0', [-0.0512438, -1.10225, 1.0]], ['2, k, 1', [-0.0586382, -0.844862, 1.0]], ['2, k, 2', [-0.0651471, -0.590701, 1.0]], ['2, k, 3', [-0.0686786, -0.455016, 1.0]], ['2, k, 4', [-0.196671, -0.636293, 1.0]], ['2, k, 5', [-0.300708, -0.625508, 1.0]], ['2, k, 6', [-0.241781, -0.596875, 1.0]], ['2, k, 7', [-0.228442, -0.584469, 1.0]], ['2, k, 8', [0.0863136, -0.642056, 1.0]], ['2, k, 9', [0.218638, -0.642347, 1.0]], ['2, k, 10', [0.26679, -0.612944, 1.0]], ['2, k, 11', [0.306824, -0.58707, 1.0]], ['2, k, 12', [-0.116861, -1.0897, 1.0]], ['2, k, 13', [-0.310127, -1.07546, 1.0]], ['2, k, 14', [-0.304202, -1.40077, 1.0]], ['2, k, 15', [-0.2944, -1.4379, 1.0]], ['2, k, 16', [0.0156008, -1.08959, 1.0]], ['2, k, 17', [0.212856, -1.08282, 1.0]], ['2, k, 18', [0.200993, -1.40191, 1.0]], ['2, k, 19', [0.205196, -1.43915, 1.0]], ['2, k, 20', [-0.0633317, -0.654101, 1.0]], ['2, k, 21', [-0.172453, -0.584498, 1.0]], ['2, k, 22', [-0.271891, -0.58124, 1.0]], ['2, k, 23', [0.337174, -0.586685, 1.0]], ['2, k, 24', [0.230252, -0.58667, 1.0]]]
[['2, k, 0', [-0.0510949, -1.10156, 1.0]], ['2, k, 1', [-0.0580877, -0.842919, 1.0]], ['2, k, 2', [-0.0638985, -0.585314, 1.0]], ['2, k, 3', [-0.0698039, -0.454748, 1.0]], ['2, k, 4', [-0.196409, -0.631215, 1.0]], ['2, k, 5', [-0.300736, -0.624207, 1.0]], ['2, k, 6', [-0.357395, -0.593274, 1.0]], ['2, k, 7', [-0.389042, -0.571799, 1.0]], ['2, k, 8', [0.086157, -0.640429, 1.0]], ['2, k, 9', [0.21782, -0.641416, 1.0]], ['2, k, 10', [0.286904, -0.595431, 1.0]], ['2, k, 11', [0.31441, -0.581049, 1.0]], ['2, k, 12', [-0.116802, -1.08873, 1.0]], ['2, k, 13', [-0.309415, -1.07518, 1.0]], ['2, k, 14', [-0.3124, -1.42809, 1.0]], ['2, k, 15', [-0.321787, -1.49823, 1.0]], ['2, k, 16', [0.0158203, -1.08905, 1.0]], ['2, k, 17', [0.213886, -1.08314, 1.0]], ['2, k, 18', [0.202404, -1.40034, 1.0]], ['2, k, 19', [0.206067, -1.43739, 1.0]], ['2, k, 20', [-0.0623766, -0.64985, 1.0]], ['2, k, 21', [-0.400048, -0.575097, 1.0]], ['2, k, 22', [-0.444669, -0.564489, 1.0]], ['2, k, 23', [0.33779, -0.583333, 1.0]], ['2, k, 24', [0.239029, -0.582306, 1.0]]]
[['2, k, 0', [-0.0446729, -1.09697, 1.0]], ['2, k, 1', [-0.0553875, -0.839219, 1.0]], ['2, k, 2', [-0.0636448, -0.581773, 1.0]], ['2, k, 3', [-0.0710326, -0.45307, 1.0]], ['2, k, 4', [-0.195775, -0.626727, 1.0]], ['2, k, 5', [-0.304092, -0.618728, 1.0]], ['2, k, 6', [-0.385359, -0.5762, 1.0]], ['2, k, 7', [-0.399018, -0.565896, 1.0]], ['2, k, 8', [0.0860709, -0.637133, 1.0]], ['2, k, 9', [0.216647, -0.638976, 1.0]], ['2, k, 10', [0.285043, -0.59003, 1.0]], ['2, k, 11', [0.313171, -0.571403, 1.0]], ['2, k, 12', [-0.111324, -1.08517, 1.0]], ['2, k, 13', [-0.308299, -1.07462, 1.0]], ['2, k, 14', [-0.310761, -1.42744, 1.0]], ['2, k, 15', [-0.326505, -1.49526, 1.0]], ['2, k, 16', [0.0231597, -1.08323, 1.0]], ['2, k, 17', [0.215104, -1.08281, 1.0]], ['2, k, 18', [0.205375, -1.39864, 1.0]], ['2, k, 19', [0.208855, -1.43568, 1.0]], ['2, k, 20', [-0.0616236, -0.646319, 1.0]], ['2, k, 21', [-0.383609, -0.567674, 1.0]], ['2, k, 22', [-0.44063, -0.559163, 1.0]], ['2, k, 23', [0.337963, -0.573413, 1.0]], ['2, k, 24', [0.240825, -0.571823, 1.0]]]
[['2, k, 0', [-0.0420191, -1.09198, 1.0]], ['2, k, 1', [-0.0532212, -0.834423, 1.0]], ['2, k, 2', [-0.0626029, -0.577501, 1.0]], ['2, k, 3', [-0.0723383, -0.446654, 1.0]], ['2, k, 4', [-0.195143, -0.621115, 1.0]], ['2, k, 5', [-0.303172, -0.616315, 1.0]], ['2, k, 6', [-0.324921, -0.571944, 1.0]], ['2, k, 7', [-0.387165, -0.55351, 1.0]], ['2, k, 8', [0.0851557, -0.63168, 1.0]], ['2, k, 9', [0.214384, -0.629252, 1.0]], ['2, k, 10', [0.287362, -0.571506, 1.0]], ['2, k, 11', [0.307107, -0.55798, 1.0]], ['2, k, 12', [-0.108765, -1.0804, 1.0]], ['2, k, 13', [-0.306049, -1.07244, 1.0]], ['2, k, 14', [-0.310304, -1.42473, 1.0]], ['2, k, 15', [-0.301344, -1.46144, 1.0]], ['2, k, 16', [0.0257963, -1.07814, 1.0]], ['2, k, 17', [0.215635, -1.08197, 1.0]], ['2, k, 18', [0.209487, -1.3482, 1.0]], ['2, k, 19', [0.21265, -1.38543, 1.0]], ['2, k, 20', [-0.0603196, -0.641839, 1.0]], ['2, k, 21', [-0.397954, -0.558812, 1.0]], ['2, k, 22', [-0.436881, -0.540826, 1.0]], ['2, k, 23', [0.328906, -0.560726, 1.0]], ['2, k, 24', [0.230686, -0.55625, 1.0]]]
[['2, k, 0', [-0.0420726, -1.08631, 1.0]], ['2, k, 1', [-0.0538992, -0.828148, 1.0]], ['2, k, 2', [-0.0645116, -0.57023, 1.0]], ['2, k, 3', [-0.0739159, -0.43644, 1.0]], ['2, k, 4', [-0.194128, -0.614078, 1.0]], ['2, k, 5', [-0.302551, -0.598885, 1.0]], ['2, k, 6', [-0.383878, -0.551519, 1.0]], ['2, k, 7', [-0.402981, -0.538358, 1.0]], ['2, k, 8', [0.0859819, -0.625437, 1.0]], ['2, k, 9', [0.21208, -0.609601, 1.0]], ['2, k, 10', [0.28593, -0.564405, 1.0]], ['2, k, 11', [0.306707, -0.541522, 1.0]], ['2, k, 12', [-0.108635, -1.0738, 1.0]], ['2, k, 13', [-0.304453, -1.07031, 1.0]], ['2, k, 14', [-0.309836, -1.42308, 1.0]], ['2, k, 15', [-0.301248, -1.45998, 1.0]], ['2, k, 16', [0.0255661, -1.07344, 1.0]], ['2, k, 17', [0.216158, -1.07876, 1.0]], ['2, k, 18', [0.211018, -1.34663, 1.0]], ['2, k, 19', [0.213795, -1.38404, 1.0]], ['2, k, 20', [-0.0619133, -0.634784, 1.0]], ['2, k, 21', [-0.393997, -0.54092, 1.0]], ['2, k, 22', [-0.445493, -0.526056, 1.0]], ['2, k, 23', [0.330384, -0.546772, 1.0]], ['2, k, 24', [0.234235, -0.541309, 1.0]]]
[['2, k, 0', [-0.0436364, -1.0696, 1.0]], ['2, k, 1', [-0.0549871, -0.813192, 1.0]], ['2, k, 2', [-0.065522, -0.557324, 1.0]], ['2, k, 3', [-0.0739173, -0.422382, 1.0]], ['2, k, 4', [-0.189279, -0.585838, 1.0]], ['2, k, 5', [-0.300402, -0.576977, 1.0]], ['2, k, 6', [-0.388208, -0.524937, 1.0]], ['2, k, 7', [-0.407876, -0.515769, 1.0]], ['2, k, 8', [0.0836467, -0.596806, 1.0]], ['2, k, 9', [0.1846, -0.579826, 1.0]], ['2, k, 10', [0.262277, -0.543271, 1.0]], ['2, k, 11', [0.306574, -0.519924, 1.0]], ['2, k, 12', [-0.109709, -1.05656, 1.0]], ['2, k, 13', [-0.303234, -1.06629, 1.0]], ['2, k, 14', [-0.309259, -1.42229, 1.0]], ['2, k, 15', [-0.300903, -1.45951, 1.0]], ['2, k, 16', [0.0235234, -1.05764, 1.0]], ['2, k, 17', [0.216449, -1.07412, 1.0]], ['2, k, 18', [0.209451, -1.35582, 1.0]], ['2, k, 19', [0.212037, -1.39355, 1.0]], ['2, k, 20', [-0.0629606, -0.621311, 1.0]], ['2, k, 21', [-0.397752, -0.5197, 1.0]], ['2, k, 22', [-0.448744, -0.504478, 1.0]], ['2, k, 23', [0.337022, -0.520695, 1.0]], ['2, k, 24', [0.23372, -0.517976, 1.0]]]
[['2, k, 0', [-0.0429213, -1.05744, 1.0]], ['2, k, 1', [-0.0536595, -0.794712, 1.0]], ['2, k, 2', [-0.0636613, -0.531636, 1.0]], ['2, k, 3', [-0.0738855, -0.40945, 1.0]], ['2, k, 4', [-0.187837, -0.567974, 1.0]], ['2, k, 5', [-0.300383, -0.55079, 1.0]], ['2, k, 6', [-0.385689, -0.513454, 1.0]], ['2, k, 7', [-0.411743, -0.489206, 1.0]], ['2, k, 8', [0.0783993, -0.576207, 1.0]], ['2, k, 9', [0.180166, -0.554988, 1.0]], ['2, k, 10', [0.256814, -0.519822, 1.0]], ['2, k, 11', [0.295041, -0.493431, 1.0]], ['2, k, 12', [-0.10862, -1.04487, 1.0]], ['2, k, 13', [-0.301676, -1.05636, 1.0]], ['2, k, 14', [-0.313933, -1.41094, 1.0]], ['2, k, 15', [-0.307735, -1.44821, 1.0]], ['2, k, 16', [0.0238112, -1.04522, 1.0]], ['2, k, 17', [0.216624, -1.07025, 1.0]], ['2, k, 18', [0.218901, -1.3486, 1.0]], ['2, k, 19', [0.287266, -1.28477, 1.0]], ['2, k, 20', [-0.0612469, -0.597485, 1.0]], ['2, k, 21', [-0.397809, -0.49121, 1.0]], ['2, k, 22', [-0.456014, -0.490634, 1.0]], ['2, k, 23', [0.326037, -0.496923, 1.0]], ['2, k, 24', [0.219214, -0.49107, 1.0]]]
[['2, k, 0', [-0.0418352, -1.03489, 1.0]], ['2, k, 1', [-0.0529972, -0.767614, 1.0]], ['2, k, 2', [-0.0637579, -0.500849, 1.0]], ['2, k, 3', [-0.0745927, -0.373272, 1.0]], ['2, k, 4', [-0.184001, -0.563656, 1.0]], ['2, k, 5', [-0.299258, -0.515097, 1.0]], ['2, k, 6', [-0.367243, -0.485663, 1.0]], ['2, k, 7', [-0.408816, -0.460268, 1.0]], ['2, k, 8', [0.0757101, -0.564618, 1.0]], ['2, k, 9', [0.17768, -0.528802, 1.0]], ['2, k, 10', [0.252116, -0.493214, 1.0]], ['2, k, 11', [0.302858, -0.462203, 1.0]], ['2, k, 12', [-0.107713, -1.02523, 1.0]], ['2, k, 13', [-0.302606, -1.04922, 1.0]], ['2, k, 14', [-0.31302, -1.40913, 1.0]], ['2, k, 15', [-0.362674, -1.46148, 1.0]], ['2, k, 16', [0.0249965, -1.02178, 1.0]], ['2, k, 17', [0.205747, -1.03959, 1.0]], ['2, k, 18', [0.220136, -1.34419, 1.0]], ['2, k, 19', [0.22039, -1.38108, 1.0]], ['2, k, 20', [-0.0611338, -0.567501, 1.0]], ['2, k, 21', [-0.405999, -0.465005, 1.0]], ['2, k, 22', [-0.45646, -0.449725, 1.0]], ['2, k, 23', [0.325777, -0.469054, 1.0]], ['2, k, 24', [0.23525, -0.462218, 1.0]]]
[['2, k, 0', [-0.0463249, -1.00616, 1.0]], ['2, k, 1', [-0.0527743, -0.742064, 1.0]], ['2, k, 2', [-0.0593592, -0.47847, 1.0]], ['2, k, 3', [-0.0743542, -0.360946, 1.0]], ['2, k, 4', [-0.183437, -0.560066, 1.0]], ['2, k, 5', [-0.302398, -0.488626, 1.0]], ['2, k, 6', [-0.348701, -0.459321, 1.0]], ['2, k, 7', [-0.405414, -0.428248, 1.0]], ['2, k, 8', [0.0755738, -0.564653, 1.0]], ['2, k, 9', [0.177317, -0.50373, 1.0]], ['2, k, 10', [0.233237, -0.466916, 1.0]], ['2, k, 11', [0.299995, -0.427933, 1.0]], ['2, k, 12', [-0.106445, -0.990028, 1.0]], ['2, k, 13', [-0.3015, -1.02976, 1.0]], ['2, k, 14', [-0.311815, -1.40693, 1.0]], ['2, k, 15', [-0.308272, -1.4435, 1.0]], ['2, k, 16', [0.0155983, -0.99844, 1.0]], ['2, k, 17', [0.202965, -1.03176, 1.0]], ['2, k, 18', [0.220199, -1.34331, 1.0]], ['2, k, 19', [0.218233, -1.38024, 1.0]], ['2, k, 20', [-0.0577419, -0.544365, 1.0]], ['2, k, 21', [-0.401813, -0.43092, 1.0]], ['2, k, 22', [-0.460943, -0.419647, 1.0]], ['2, k, 23', [0.317547, -0.444147, 1.0]], ['2, k, 24', [0.227194, -0.42729, 1.0]]]
[['2, k, 0', [-0.0450635, -0.988601, 1.0]], ['2, k, 1', [-0.0536642, -0.715514, 1.0]], ['2, k, 2', [-0.0627822, -0.442241, 1.0]], ['2, k, 3', [-0.0727122, -0.324086, 1.0]], ['2, k, 4', [-0.18303, -0.549866, 1.0]], ['2, k, 5', [-0.309431, -0.481244, 1.0]], ['2, k, 6', [-0.373301, -0.437356, 1.0]], ['2, k, 7', [-0.412773, -0.394517, 1.0]], ['2, k, 8', [0.077041, -0.545322, 1.0]], ['2, k, 9', [0.184424, -0.490264, 1.0]], ['2, k, 10', [0.224885, -0.442313, 1.0]], ['2, k, 11', [0.298131, -0.392448, 1.0]], ['2, k, 12', [-0.104619, -0.979057, 1.0]], ['2, k, 13', [-0.298977, -1.02128, 1.0]], ['2, k, 14', [-0.31138, -1.40708, 1.0]], ['2, k, 15', [-0.308537, -1.44268, 1.0]], ['2, k, 16', [0.0153192, -0.975415, 1.0]], ['2, k, 17', [0.199984, -1.02197, 1.0]], ['2, k, 18', [0.210266, -1.35149, 1.0]], ['2, k, 19', [0.20767, -1.38743, 1.0]], ['2, k, 20', [-0.0605061, -0.51053, 1.0]], ['2, k, 21', [-0.401236, -0.394969, 1.0]], ['2, k, 22', [-0.462385, -0.390905, 1.0]], ['2, k, 23', [0.320589, -0.397448, 1.0]], ['2, k, 24', [0.231169, -0.391569, 1.0]]]
[['2, k, 0', [-0.043632, -0.971724, 1.0]], ['2, k, 1', [-0.0503191, -0.694633, 1.0]], ['2, k, 2', [-0.0567643, -0.419165, 1.0]], ['2, k, 3', [-0.0703107, -0.309892, 1.0]], ['2, k, 4', [-0.1778, -0.531322, 1.0]], ['2, k, 5', [-0.311107, -0.476135, 1.0]], ['2, k, 6', [-0.361989, -0.409595, 1.0]], ['2, k, 7', [-0.412198, -0.361265, 1.0]], ['2, k, 8', [0.0770917, -0.533302, 1.0]], ['2, k, 9', [0.171658, -0.476678, 1.0]], ['2, k, 10', [0.231008, -0.419385, 1.0]], ['2, k, 11', [0.307615, -0.355251, 1.0]], ['2, k, 12', [-0.102424, -0.960488, 1.0]], ['2, k, 13', [-0.298581, -1.01287, 1.0]], ['2, k, 14', [-0.3118, -1.40342, 1.0]], ['2, k, 15', [-0.311254, -1.4385, 1.0]], ['2, k, 16', [0.0161088, -0.961249, 1.0]], ['2, k, 17', [0.197188, -1.01005, 1.0]], ['2, k, 18', [0.210049, -1.35183, 1.0]], ['2, k, 19', [0.205112, -1.38722, 1.0]], ['2, k, 20', [-0.0552126, -0.487868, 1.0]], ['2, k, 21', [-0.414358, -0.359754, 1.0]], ['2, k, 22', [-0.458241, -0.342606, 1.0]], ['2, k, 23', [0.344745, -0.359072, 1.0]], ['2, k, 24', [0.247912, -0.355329, 1.0]]]
[['2, k, 0', [-0.043205, -0.920828, 1.0]], ['2, k, 1', [-0.0572682, -0.649003, 1.0]], ['2, k, 2', [-0.0704934, -0.377628, 1.0]], ['2, k, 3', [-0.0650277, -0.258081, 1.0]], ['2, k, 4', [-0.183597, -0.476334, 1.0]], ['2, k, 5', [-0.300683, -0.433468, 1.0]], ['2, k, 6', [-0.375205, -0.398609, 1.0]], ['2, k, 7', [-0.418758, -0.326841, 1.0]], ['2, k, 8', [0.0830702, -0.50318, 1.0]], ['2, k, 9', [0.189016, -0.436415, 1.0]], ['2, k, 10', [0.239269, -0.37839, 1.0]], ['2, k, 11', [0.301405, -0.318839, 1.0]], ['2, k, 12', [-0.101242, -0.906086, 1.0]], ['2, k, 13', [-0.296104, -1.00457, 1.0]], ['2, k, 14', [-0.312174, -1.40324, 1.0]], ['2, k, 15', [-0.31369, -1.43847, 1.0]], ['2, k, 16', [0.0158389, -0.917845, 1.0]], ['2, k, 17', [0.191839, -0.994268, 1.0]], ['2, k, 18', [0.209408, -1.3439, 1.0]], ['2, k, 19', [0.202397, -1.37947, 1.0]], ['2, k, 20', [-0.0672702, -0.445395, 1.0]], ['2, k, 21', [-0.402796, -0.32349, 1.0]], ['2, k, 22', [-0.460572, -0.316776, 1.0]], ['2, k, 23', [0.332044, -0.319669, 1.0]], ['2, k, 24', [0.236156, -0.319427, 1.0]]]
[['2, k, 0', [-0.0446459, -0.911178, 1.0]], ['2, k, 1', [-0.0543385, -0.644114, 1.0]], ['2, k, 2', [-0.0615435, -0.375398, 1.0]], ['2, k, 3', [-0.0643031, -0.238456, 1.0]], ['2, k, 4', [-0.182221, -0.474137, 1.0]], ['2, k, 5', [-0.305255, -0.403968, 1.0]], ['2, k, 6', [-0.375911, -0.358124, 1.0]], ['2, k, 7', [-0.416128, -0.292879, 1.0]], ['2, k, 8', [0.0942938, -0.467985, 1.0]], ['2, k, 9', [0.224516, -0.395625, 1.0]], ['2, k, 10', [0.267612, -0.332233, 1.0]], ['2, k, 11', [0.302681, -0.283504, 1.0]], ['2, k, 12', [-0.102544, -0.900497, 1.0]], ['2, k, 13', [-0.295164, -0.996749, 1.0]], ['2, k, 14', [-0.317179, -1.39037, 1.0]], ['2, k, 15', [-0.315858, -1.4254, 1.0]], ['2, k, 16', [0.0142324, -0.899916, 1.0]], ['2, k, 17', [0.184418, -0.977796, 1.0]], ['2, k, 18', [0.209992, -1.33995, 1.0]], ['2, k, 19', [0.20576, -1.37524, 1.0]], ['2, k, 20', [-0.0603353, -0.44239, 1.0]], ['2, k, 21', [-0.399738, -0.29145, 1.0]], ['2, k, 22', [-0.458798, -0.281612, 1.0]], ['2, k, 23', [0.317923, -0.282276, 1.0]], ['2, k, 24', [0.23488, -0.283531, 1.0]]]
[['2, k, 0', [-0.0464818, -0.884817, 1.0]], ['2, k, 1', [-0.0556576, -0.611436, 1.0]], ['2, k, 2', [-0.0638134, -0.341757, 1.0]], ['2, k, 3', [-0.0608811, -0.195061, 1.0]], ['2, k, 4', [-0.18052, -0.436689, 1.0]], ['2, k, 5', [-0.314936, -0.363199, 1.0]], ['2, k, 6', [-0.381245, -0.331617, 1.0]], ['2, k, 7', [-0.419446, -0.260177, 1.0]], ['2, k, 8', [0.0984618, -0.418931, 1.0]], ['2, k, 9', [0.231638, -0.36199, 1.0]], ['2, k, 10', [0.261742, -0.294265, 1.0]], ['2, k, 11', [0.307079, -0.24791, 1.0]], ['2, k, 12', [-0.105081, -0.878384, 1.0]], ['2, k, 13', [-0.290418, -0.980924, 1.0]], ['2, k, 14', [-0.317636, -1.38481, 1.0]], ['2, k, 15', [-0.315427, -1.42017, 1.0]], ['2, k, 16', [0.0133404, -0.871651, 1.0]], ['2, k, 17', [0.181209, -0.967996, 1.0]], ['2, k, 18', [0.211289, -1.33467, 1.0]], ['2, k, 19', [0.20791, -1.37027, 1.0]], ['2, k, 20', [-0.0619427, -0.408975, 1.0]], ['2, k, 21', [-0.3902, -0.254726, 1.0]], ['2, k, 22', [-0.461055, -0.254392, 1.0]], ['2, k, 23', [0.326234, -0.244895, 1.0]], ['2, k, 24', [0.234263, -0.248188, 1.0]]]
[['2, k, 0', [-0.046311, -0.862741, 1.0]], ['2, k, 1', [-0.0546476, -0.589196, 1.0]], ['2, k, 2', [-0.0622752, -0.317292, 1.0]], ['2, k, 3', [-0.0582479, -0.16773, 1.0]], ['2, k, 4', [-0.182942, -0.388088, 1.0]], ['2, k, 5', [-0.319581, -0.334059, 1.0]], ['2, k, 6', [-0.378382, -0.296752, 1.0]], ['2, k, 7', [-0.415044, -0.227609, 1.0]], ['2, k, 8', [0.102976, -0.388523, 1.0]], ['2, k, 9', [0.229384, -0.324361, 1.0]], ['2, k, 10', [0.270941, -0.274835, 1.0]], ['2, k, 11', [0.307276, -0.216129, 1.0]], ['2, k, 12', [-0.105722, -0.853576, 1.0]], ['2, k, 13', [-0.279451, -0.961454, 1.0]], ['2, k, 14', [-0.318358, -1.38058, 1.0]], ['2, k, 15', [-0.317018, -1.41579, 1.0]], ['2, k, 16', [0.0141278, -0.852141, 1.0]], ['2, k, 17', [0.175362, -0.955677, 1.0]], ['2, k, 18', [0.211429, -1.33022, 1.0]], ['2, k, 19', [0.207163, -1.36566, 1.0]], ['2, k, 20', [-0.0604717, -0.385002, 1.0]], ['2, k, 21', [-0.406859, -0.224564, 1.0]], ['2, k, 22', [-0.459116, -0.212141, 1.0]], ['2, k, 23', [0.32627, -0.211368, 1.0]], ['2, k, 24', [0.235598, -0.215197, 1.0]]]
[['2, k, 0', [-0.0422462, -0.835888, 1.0]], ['2, k, 1', [-0.0507028, -0.562792, 1.0]], ['2, k, 2', [-0.0585973, -0.29146, 1.0]], ['2, k, 3', [-0.0556316, -0.140486, 1.0]], ['2, k, 4', [-0.182436, -0.36965, 1.0]], ['2, k, 5', [-0.323564, -0.296941, 1.0]], ['2, k, 6', [-0.378632, -0.255171, 1.0]], ['2, k, 7', [-0.413661, -0.197492, 1.0]], ['2, k, 8', [0.106345, -0.355104, 1.0]], ['2, k, 9', [0.23376, -0.303018, 1.0]], ['2, k, 10', [0.283206, -0.232778, 1.0]], ['2, k, 11', [0.313843, -0.185411, 1.0]], ['2, k, 12', [-0.102508, -0.829155, 1.0]], ['2, k, 13', [-0.271733, -0.94691, 1.0]], ['2, k, 14', [-0.317238, -1.37591, 1.0]], ['2, k, 15', [-0.314988, -1.4104, 1.0]], ['2, k, 16', [0.0190084, -0.823662, 1.0]], ['2, k, 17', [0.170253, -0.942422, 1.0]], ['2, k, 18', [0.210404, -1.32604, 1.0]], ['2, k, 19', [0.207067, -1.36074, 1.0]], ['2, k, 20', [-0.0567107, -0.359078, 1.0]], ['2, k, 21', [-0.399909, -0.194495, 1.0]], ['2, k, 22', [-0.45956, -0.185768, 1.0]], ['2, k, 23', [0.33022, -0.178916, 1.0]], ['2, k, 24', [0.242832, -0.183538, 1.0]]]
[['2, k, 0', [-0.0413379, -0.778758, 1.0]], ['2, k, 1', [-0.0466735, -0.511312, 1.0]], ['2, k, 2', [-0.0523528, -0.250933, 1.0]], ['2, k, 3', [-0.0541242, -0.101403, 1.0]], ['2, k, 4', [-0.180382, -0.329832, 1.0]], ['2, k, 5', [-0.317373, -0.266871, 1.0]], ['2, k, 6', [-0.378643, -0.232748, 1.0]], ['2, k, 7', [-0.413403, -0.168284, 1.0]], ['2, k, 8', [0.108572, -0.310773, 1.0]], ['2, k, 9', [0.233903, -0.268618, 1.0]], ['2, k, 10', [0.298127, -0.227291, 1.0]], ['2, k, 11', [0.316379, -0.158363, 1.0]], ['2, k, 12', [-0.0974133, -0.770026, 1.0]], ['2, k, 13', [-0.263196, -0.934182, 1.0]], ['2, k, 14', [-0.317135, -1.36451, 1.0]], ['2, k, 15', [-0.312839, -1.39848, 1.0]], ['2, k, 16', [0.0156829, -0.769814, 1.0]], ['2, k, 17', [0.165673, -0.92979, 1.0]], ['2, k, 18', [0.206825, -1.32718, 1.0]], ['2, k, 19', [0.196854, -1.37893, 1.0]], ['2, k, 20', [-0.0509309, -0.315773, 1.0]], ['2, k, 21', [-0.40832, -0.166644, 1.0]], ['2, k, 22', [-0.458164, -0.152301, 1.0]], ['2, k, 23', [0.326974, -0.150263, 1.0]], ['2, k, 24', [0.247518, -0.154317, 1.0]]]
