[['2, k, 0', [0.0308255, -0.366754, 1.0]], ['2, k, 1', [0.0396847, -0.0645894, 1.0]], ['2, k, 2', [0.0482091, 0.232, 1.0]], ['2, k, 3', [0.072089, 0.377815, 1.0]], ['2, k, 4', [-0.102288, 0.146853, 1.0]], ['2, k, 5', [-0.17119, 0.0201636, 1.0]], ['2, k, 6', [-0.164017, -0.0920343, 1.0]], ['2, k, 7', [-0.168033, -0.155372, 1.0]], ['2, k, 8', [0.206683, 0.140023, 1.0]], ['2, k, 9', [0.244793, 0.00457366, 1.0]], ['2, k, 10', [0.214046, -0.102117, 1.0]], ['2, k, 11', [0.194242, -0.166738, 1.0]], ['2, k, 12', [-0.0397383, -0.361214, 1.0]], ['2, k, 13', [-0.112004, -0.830491, 1.0]], ['2, k, 14', [-0.114981, -1.17878, 1.0]], ['2, k, 15', [-0.101717, -1.25005, 1.0]], ['2, k, 16', [0.100716, -0.364307, 1.0]], ['2, k, 17', [0.178073, -0.819011, 1.0]], ['2, k, 18', [0.191465, -1.14016, 1.0]], ['2, k, 19', [0.198411, -1.20657, 1.0]], ['2, k, 20', [0.0461319, 0.158628, 1.0]], ['2, k, 21', [-0.166528, -0.203553, 1.0]], ['2, k, 22', [-0.204544, -0.166314, 1.0]], ['2, k, 23', [0.179799, -0.213947, 1.0]], ['2, k, 24', [0.222136, -0.192305, 1.0]]]
[['2, k, 0', [0.00725611, -0.369999, 1.0]], ['2, k, 1', [0.0275425, -0.0782406, 1.0]], ['2, k, 2', [0.0432843, 0.208341, 1.0]], ['2, k, 3', [0.0489739, 0.352265, 1.0]], ['2, k, 4', [-0.119749, 0.121527, 1.0]], ['2, k, 5', [-0.245259, -0.0743097, 1.0]], ['2, k, 6', [-0.166124, -0.259166, 1.0]], ['2, k, 7', [-0.142826, -0.297917, 1.0]], ['2, k, 8', [0.206915, 0.118182, 1.0]], ['2, k, 9', [0.302141, -0.0975777, 1.0]], ['2, k, 10', [0.217403, -0.283089, 1.0]], ['2, k, 11', [0.190596, -0.324342, 1.0]], ['2, k, 12', [-0.0675743, -0.359784, 1.0]], ['2, k, 13', [-0.128012, -0.705942, 1.0]], ['2, k, 14', [-0.133385, -1.09015, 1.0]], ['2, k, 15', [-0.125932, -1.13269, 1.0]], ['2, k, 16', [0.0819437, -0.372316, 1.0]], ['2, k, 17', [0.130405, -0.746296, 1.0]], ['2, k, 18', [0.184069, -1.08929, 1.0]], ['2, k, 19', [0.188454, -1.13196, 1.0]], ['2, k, 20', [0.0399688, 0.137079, 1.0]], ['2, k, 21', [-0.147463, -0.35694, 1.0]], ['2, k, 22', [-0.199838, -0.330124, 1.0]], ['2, k, 23', [0.171328, -0.372777, 1.0]], ['2, k, 24', [0.200443, -0.348724, 1.0]]]
[['2, k, 0', [0.00544976, -0.37034, 1.0]], ['2, k, 1', [0.0249648, -0.0777541, 1.0]], ['2, k, 2', [0.0396646, 0.20987, 1.0]], ['2, k, 3', [0.0466183, 0.354088, 1.0]], ['2, k, 4', [-0.123947, 0.122066, 1.0]], ['2, k, 5', [-0.247644, -0.0746277, 1.0]], ['2, k, 6', [-0.167454, -0.259014, 1.0]], ['2, k, 7', [-0.149152, -0.300928, 1.0]], ['2, k, 8', [0.205004, 0.118643, 1.0]], ['2, k, 9', [0.300113, -0.101416, 1.0]], ['2, k, 10', [0.215502, -0.285575, 1.0]], ['2, k, 11', [0.190147, -0.32399, 1.0]], ['2, k, 12', [-0.0691276, -0.359991, 1.0]], ['2, k, 13', [-0.12975, -0.710904, 1.0]], ['2, k, 14', [-0.134167, -1.08928, 1.0]], ['2, k, 15', [-0.126562, -1.13133, 1.0]], ['2, k, 16', [0.0799137, -0.372762, 1.0]], ['2, k, 17', [0.129142, -0.748086, 1.0]], ['2, k, 18', [0.183915, -1.09001, 1.0]], ['2, k, 19', [0.188446, -1.13218, 1.0]], ['2, k, 20', [0.036605, 0.138357, 1.0]], ['2, k, 21', [-0.15507, -0.35733, 1.0]], ['2, k, 22', [-0.20694, -0.326224, 1.0]], ['2, k, 23', [0.168229, -0.378481, 1.0]], ['2, k, 24', [0.233444, -0.312534, 1.0]]]
[['2, k, 0', [0.00166769, -0.371639, 1.0]], ['2, k, 1', [0.0226752, -0.0778328, 1.0]], ['2, k, 2', [0.0388248, 0.210211, 1.0]], ['2, k, 3', [0.0451825, 0.355163, 1.0]], ['2, k, 4', [-0.124666, 0.121709, 1.0]], ['2, k, 5', [-0.249267, -0.0745614, 1.0]], ['2, k, 6', [-0.165729, -0.285977, 1.0]], ['2, k, 7', [-0.152126, -0.330759, 1.0]], ['2, k, 8', [0.203057, 0.117792, 1.0]], ['2, k, 9', [0.296412, -0.0951551, 1.0]], ['2, k, 10', [0.217506, -0.281859, 1.0]], ['2, k, 11', [0.18949, -0.32132, 1.0]], ['2, k, 12', [-0.0726799, -0.360559, 1.0]], ['2, k, 13', [-0.132178, -0.71073, 1.0]], ['2, k, 14', [-0.134624, -1.08955, 1.0]], ['2, k, 15', [-0.126441, -1.13112, 1.0]], ['2, k, 16', [0.0759578, -0.37476, 1.0]], ['2, k, 17', [0.126251, -0.74913, 1.0]], ['2, k, 18', [0.183673, -1.09063, 1.0]], ['2, k, 19', [0.188779, -1.13231, 1.0]], ['2, k, 20', [0.0355997, 0.138632, 1.0]], ['2, k, 21', [-0.14403, -0.374722, 1.0]], ['2, k, 22', [-0.19905, -0.349342, 1.0]], ['2, k, 23', [0.174461, -0.381211, 1.0]], ['2, k, 24', [0.239531, -0.30268, 1.0]]]
[['2, k, 0', [-0.00024061, -0.371307, 1.0]], ['2, k, 1', [0.0205333, -0.0776365, 1.0]], ['2, k, 2', [0.0371409, 0.210451, 1.0]], ['2, k, 3', [0.0424756, 0.355815, 1.0]], ['2, k, 4', [-0.130443, 0.12276, 1.0]], ['2, k, 5', [-0.254145, -0.0747786, 1.0]], ['2, k, 6', [-0.159062, -0.304983, 1.0]], ['2, k, 7', [-0.157333, -0.333953, 1.0]], ['2, k, 8', [0.203014, 0.117797, 1.0]], ['2, k, 9', [0.296021, -0.0933995, 1.0]], ['2, k, 10', [0.215593, -0.279938, 1.0]], ['2, k, 11', [0.192604, -0.317151, 1.0]], ['2, k, 12', [-0.0743782, -0.360196, 1.0]], ['2, k, 13', [-0.132005, -0.706456, 1.0]], ['2, k, 14', [-0.135512, -1.08975, 1.0]], ['2, k, 15', [-0.127892, -1.13091, 1.0]], ['2, k, 16', [0.0738835, -0.37444, 1.0]], ['2, k, 17', [0.126109, -0.751072, 1.0]], ['2, k, 18', [0.183868, -1.09084, 1.0]], ['2, k, 19', [0.1884, -1.13211, 1.0]], ['2, k, 20', [0.0338784, 0.138893, 1.0]], ['2, k, 21', [-0.152583, -0.371045, 1.0]], ['2, k, 22', [-0.186764, -0.337472, 1.0]], ['2, k, 23', [0.170733, -0.373637, 1.0]], ['2, k, 24', [0.216625, -0.321802, 1.0]]]
[['2, k, 0', [-0.00113059, -0.372208, 1.0]], ['2, k, 1', [0.0190733, -0.0776046, 1.0]], ['2, k, 2', [0.0355292, 0.211132, 1.0]], ['2, k, 3', [0.0389582, 0.356203, 1.0]], ['2, k, 4', [-0.131065, 0.12226, 1.0]], ['2, k, 5', [-0.254937, -0.0752015, 1.0]], ['2, k, 6', [-0.224349, -0.301632, 1.0]], ['2, k, 7', [-0.213497, -0.35577, 1.0]], ['2, k, 8', [0.200254, 0.117396, 1.0]], ['2, k, 9', [0.294719, -0.0973935, 1.0]], ['2, k, 10', [0.214584, -0.281703, 1.0]], ['2, k, 11', [0.178526, -0.33456, 1.0]], ['2, k, 12', [-0.0754756, -0.360634, 1.0]], ['2, k, 13', [-0.132301, -0.707113, 1.0]], ['2, k, 14', [-0.135304, -1.0869, 1.0]], ['2, k, 15', [-0.126858, -1.12767, 1.0]], ['2, k, 16', [0.0731911, -0.375632, 1.0]], ['2, k, 17', [0.125955, -0.753258, 1.0]], ['2, k, 18', [0.183191, -1.09693, 1.0]], ['2, k, 19', [0.188555, -1.13775, 1.0]], ['2, k, 20', [0.0323845, 0.139384, 1.0]], ['2, k, 21', [-0.18947, -0.407315, 1.0]], ['2, k, 22', [-0.229035, -0.363129, 1.0]], ['2, k, 23', [0.16107, -0.402646, 1.0]], ['2, k, 24', [0.20355, -0.34, 1.0]]]
[['2, k, 0', [-0.000684346, -0.372328, 1.0]], ['2, k, 1', [0.0184188, -0.0775479, 1.0]], ['2, k, 2', [0.0331124, 0.211657, 1.0]], ['2, k, 3', [0.0376856, 0.357042, 1.0]], ['2, k, 4', [-0.134366, 0.12295, 1.0]], ['2, k, 5', [-0.257375, -0.0762518, 1.0]], ['2, k, 6', [-0.190782, -0.328924, 1.0]], ['2, k, 7', [-0.174649, -0.365248, 1.0]], ['2, k, 8', [0.198768, 0.117359, 1.0]], ['2, k, 9', [0.293758, -0.0955097, 1.0]], ['2, k, 10', [0.214967, -0.279701, 1.0]], ['2, k, 11', [0.185971, -0.324955, 1.0]], ['2, k, 12', [-0.0748145, -0.360657, 1.0]], ['2, k, 13', [-0.133492, -0.70938, 1.0]], ['2, k, 14', [-0.136195, -1.08811, 1.0]], ['2, k, 15', [-0.127539, -1.12879, 1.0]], ['2, k, 16', [0.0733332, -0.375891, 1.0]], ['2, k, 17', [0.124133, -0.753681, 1.0]], ['2, k, 18', [0.183811, -1.09751, 1.0]], ['2, k, 19', [0.18937, -1.13824, 1.0]], ['2, k, 20', [0.0304054, 0.139801, 1.0]], ['2, k, 21', [-0.16792, -0.407261, 1.0]], ['2, k, 22', [-0.20382, -0.373082, 1.0]], ['2, k, 23', [0.166643, -0.382245, 1.0]], ['2, k, 24', [0.242649, -0.307364, 1.0]]]
[['2, k, 0', [-0.00154551, -0.37192, 1.0]], ['2, k, 1', [0.0172476, -0.0770853, 1.0]], ['2, k, 2', [0.0324562, 0.212171, 1.0]], ['2, k, 3', [0.036569, 0.357226, 1.0]], ['2, k, 4', [-0.131273, 0.124453, 1.0]], ['2, k, 5', [-0.258822, -0.0760548, 1.0]], ['2, k, 6', [-0.208596, -0.304644, 1.0]], ['2, k, 7', [-0.195212, -0.345729, 1.0]], ['2, k, 8', [0.19629, 0.116405, 1.0]], ['2, k, 9', [0.290748, -0.0944211, 1.0]], ['2, k, 10', [0.214417, -0.278554, 1.0]], ['2, k, 11', [0.188933, -0.318292, 1.0]], ['2, k, 12', [-0.0757818, -0.359594, 1.0]], ['2, k, 13', [-0.133406, -0.710874, 1.0]], ['2, k, 14', [-0.137513, -1.08935, 1.0]], ['2, k, 15', [-0.130086, -1.12986, 1.0]], ['2, k, 16', [0.0726426, -0.376033, 1.0]], ['2, k, 17', [0.12194, -0.753395, 1.0]], ['2, k, 18', [0.183866, -1.09718, 1.0]], ['2, k, 19', [0.188183, -1.13775, 1.0]], ['2, k, 20', [0.0297038, 0.140229, 1.0]], ['2, k, 21', [-0.181628, -0.370164, 1.0]], ['2, k, 22', [-0.214911, -0.356891, 1.0]], ['2, k, 23', [0.161909, -0.367997, 1.0]], ['2, k, 24', [0.237316, -0.306898, 1.0]]]
[['2, k, 0', [-0.000619844, -0.371856, 1.0]], ['2, k, 1', [0.0165337, -0.0774008, 1.0]], ['2, k, 2', [0.0305091, 0.211315, 1.0]], ['2, k, 3', [0.0355955, 0.357675, 1.0]], ['2, k, 4', [-0.13632, 0.125125, 1.0]], ['2, k, 5', [-0.259368, -0.0772603, 1.0]], ['2, k, 6', [-0.218163, -0.255464, 1.0]], ['2, k, 7', [-0.177595, -0.305378, 1.0]], ['2, k, 8', [0.194578, 0.116957, 1.0]], ['2, k, 9', [0.290157, -0.0933477, 1.0]], ['2, k, 10', [0.215268, -0.277438, 1.0]], ['2, k, 11', [0.192761, -0.311348, 1.0]], ['2, k, 12', [-0.0742353, -0.359769, 1.0]], ['2, k, 13', [-0.133519, -0.710175, 1.0]], ['2, k, 14', [-0.137371, -1.08896, 1.0]], ['2, k, 15', [-0.129125, -1.12946, 1.0]], ['2, k, 16', [0.0729812, -0.375772, 1.0]], ['2, k, 17', [0.123087, -0.752789, 1.0]], ['2, k, 18', [0.183154, -1.09551, 1.0]], ['2, k, 19', [0.188296, -1.13609, 1.0]], ['2, k, 20', [0.0280978, 0.139678, 1.0]], ['2, k, 21', [-0.161606, -0.358048, 1.0]], ['2, k, 22', [-0.222779, -0.341345, 1.0]], ['2, k, 23', [0.157987, -0.361745, 1.0]], ['2, k, 24', [0.207861, -0.33942, 1.0]]]
[['2, k, 0', [0.00057017, -0.371663, 1.0]], ['2, k, 1', [0.015806, -0.0773444, 1.0]], ['2, k, 2', [0.0286741, 0.211371, 1.0]], ['2, k, 3', [0.0347703, 0.357762, 1.0]], ['2, k, 4', [-0.139309, 0.124739, 1.0]], ['2, k, 5', [-0.259931, -0.0780562, 1.0]], ['2, k, 6', [-0.198765, -0.257489, 1.0]], ['2, k, 7', [-0.166175, -0.307026, 1.0]], ['2, k, 8', [0.193202, 0.117718, 1.0]], ['2, k, 9', [0.289515, -0.0937586, 1.0]], ['2, k, 10', [0.215238, -0.276678, 1.0]], ['2, k, 11', [0.190457, -0.319234, 1.0]], ['2, k, 12', [-0.0729585, -0.360201, 1.0]], ['2, k, 13', [-0.132935, -0.719797, 1.0]], ['2, k, 14', [-0.137817, -1.08991, 1.0]], ['2, k, 15', [-0.129064, -1.13017, 1.0]], ['2, k, 16', [0.0740507, -0.374897, 1.0]], ['2, k, 17', [0.12413, -0.75204, 1.0]], ['2, k, 18', [0.183719, -1.0942, 1.0]], ['2, k, 19', [0.189355, -1.13456, 1.0]], ['2, k, 20', [0.0265447, 0.139764, 1.0]], ['2, k, 21', [-0.155471, -0.36591, 1.0]], ['2, k, 22', [-0.213326, -0.342598, 1.0]], ['2, k, 23', [0.156995, -0.371132, 1.0]], ['2, k, 24', [0.218377, -0.315043, 1.0]]]
[['2, k, 0', [0.000125246, -0.371157, 1.0]], ['2, k, 1', [0.0151742, -0.0769695, 1.0]], ['2, k, 2', [0.0281415, 0.211766, 1.0]], ['2, k, 3', [0.0341908, 0.357833, 1.0]], ['2, k, 4', [-0.141353, 0.124583, 1.0]], ['2, k, 5', [-0.261372, -0.0793106, 1.0]], ['2, k, 6', [-0.197519, -0.259139, 1.0]], ['2, k, 7', [-0.166216, -0.305989, 1.0]], ['2, k, 8', [0.192408, 0.119022, 1.0]], ['2, k, 9', [0.286344, -0.0983855, 1.0]], ['2, k, 10', [0.213924, -0.280655, 1.0]], ['2, k, 11', [0.196161, -0.323733, 1.0]], ['2, k, 12', [-0.0731028, -0.360193, 1.0]], ['2, k, 13', [-0.132558, -0.723673, 1.0]], ['2, k, 14', [-0.138167, -1.09071, 1.0]], ['2, k, 15', [-0.127865, -1.15718, 1.0]], ['2, k, 16', [0.0732819, -0.373867, 1.0]], ['2, k, 17', [0.125245, -0.749851, 1.0]], ['2, k, 18', [0.183556, -1.09428, 1.0]], ['2, k, 19', [0.189841, -1.13444, 1.0]], ['2, k, 20', [0.0259804, 0.140092, 1.0]], ['2, k, 21', [-0.162262, -0.359218, 1.0]], ['2, k, 22', [-0.214898, -0.33849, 1.0]], ['2, k, 23', [0.16253, -0.379418, 1.0]], ['2, k, 24', [0.25289, -0.303264, 1.0]]]
[['2, k, 0', [0.00056627, -0.371354, 1.0]], ['2, k, 1', [0.0144012, -0.0768371, 1.0]], ['2, k, 2', [0.0265213, 0.2122, 1.0]], ['2, k, 3', [0.0340318, 0.358414, 1.0]], ['2, k, 4', [-0.141886, 0.124108, 1.0]], ['2, k, 5', [-0.262474, -0.0799913, 1.0]], ['2, k, 6', [-0.209607, -0.258349, 1.0]], ['2, k, 7', [-0.17609, -0.31209, 1.0]], ['2, k, 8', [0.191525, 0.118191, 1.0]], ['2, k, 9', [0.284605, -0.0996953, 1.0]], ['2, k, 10', [0.213865, -0.281579, 1.0]], ['2, k, 11', [0.197712, -0.322688, 1.0]], ['2, k, 12', [-0.0725606, -0.360534, 1.0]], ['2, k, 13', [-0.126752, -0.729916, 1.0]], ['2, k, 14', [-0.138014, -1.091, 1.0]], ['2, k, 15', [-0.128272, -1.13087, 1.0]], ['2, k, 16', [0.0736176, -0.373943, 1.0]], ['2, k, 17', [0.12545, -0.749525, 1.0]], ['2, k, 18', [0.183984, -1.09288, 1.0]], ['2, k, 19', [0.190605, -1.13287, 1.0]], ['2, k, 20', [0.0244832, 0.140468, 1.0]], ['2, k, 21', [-0.159487, -0.367362, 1.0]], ['2, k, 22', [-0.225585, -0.34213, 1.0]], ['2, k, 23', [0.171837, -0.378576, 1.0]], ['2, k, 24', [0.245151, -0.329802, 1.0]]]
[['2, k, 0', [0.00205814, -0.371299, 1.0]], ['2, k, 1', [0.01488, -0.0769183, 1.0]], ['2, k, 2', [0.0267119, 0.212071, 1.0]], ['2, k, 3', [0.0339309, 0.358213, 1.0]], ['2, k, 4', [-0.143204, 0.123686, 1.0]], ['2, k, 5', [-0.262669, -0.0821148, 1.0]], ['2, k, 6', [-0.214698, -0.283333, 1.0]], ['2, k, 7', [-0.180337, -0.322, 1.0]], ['2, k, 8', [0.193181, 0.118224, 1.0]], ['2, k, 9', [0.282033, -0.102364, 1.0]], ['2, k, 10', [0.214239, -0.283497, 1.0]], ['2, k, 11', [0.196667, -0.325708, 1.0]], ['2, k, 12', [-0.07115, -0.360863, 1.0]], ['2, k, 13', [-0.124483, -0.728954, 1.0]], ['2, k, 14', [-0.133925, -1.09267, 1.0]], ['2, k, 15', [-0.124838, -1.13233, 1.0]], ['2, k, 16', [0.0751783, -0.37347, 1.0]], ['2, k, 17', [0.127165, -0.747805, 1.0]], ['2, k, 18', [0.183305, -1.09458, 1.0]], ['2, k, 19', [0.189318, -1.13436, 1.0]], ['2, k, 20', [0.0245495, 0.140421, 1.0]], ['2, k, 21', [-0.162678, -0.368575, 1.0]], ['2, k, 22', [-0.223358, -0.36694, 1.0]], ['2, k, 23', [0.165584, -0.379807, 1.0]], ['2, k, 24', [0.232139, -0.338803, 1.0]]]
[['2, k, 0', [0.00264718, -0.371455, 1.0]], ['2, k, 1', [0.0139142, -0.0774197, 1.0]], ['2, k, 2', [0.0234911, 0.21087, 1.0]], ['2, k, 3', [0.0338839, 0.358098, 1.0]], ['2, k, 4', [-0.144286, 0.123702, 1.0]], ['2, k, 5', [-0.262465, -0.0818494, 1.0]], ['2, k, 6', [-0.215861, -0.252817, 1.0]], ['2, k, 7', [-0.17775, -0.309163, 1.0]], ['2, k, 8', [0.191835, 0.118318, 1.0]], ['2, k, 9', [0.280792, -0.0994606, 1.0]], ['2, k, 10', [0.216564, -0.281597, 1.0]], ['2, k, 11', [0.197102, -0.326584, 1.0]], ['2, k, 12', [-0.0708538, -0.360866, 1.0]], ['2, k, 13', [-0.124542, -0.727679, 1.0]], ['2, k, 14', [-0.132499, -1.09847, 1.0]], ['2, k, 15', [-0.12329, -1.13816, 1.0]], ['2, k, 16', [0.0761073, -0.373839, 1.0]], ['2, k, 17', [0.12864, -0.74763, 1.0]], ['2, k, 18', [0.183759, -1.09457, 1.0]], ['2, k, 19', [0.189904, -1.13443, 1.0]], ['2, k, 20', [0.0219081, 0.139493, 1.0]], ['2, k, 21', [-0.168726, -0.36367, 1.0]], ['2, k, 22', [-0.219931, -0.35593, 1.0]], ['2, k, 23', [0.168876, -0.375937, 1.0]], ['2, k, 24', [0.224666, -0.341321, 1.0]]]
[['2, k, 0', [0.00322842, -0.373372, 1.0]], ['2, k, 1', [0.013275, -0.0782878, 1.0]], ['2, k, 2', [0.0222054, 0.210623, 1.0]], ['2, k, 3', [0.0338972, 0.357977, 1.0]], ['2, k, 4', [-0.143252, 0.12079, 1.0]], ['2, k, 5', [-0.26181, -0.0821331, 1.0]], ['2, k, 6', [-0.217094, -0.253387, 1.0]], ['2, k, 7', [-0.179775, -0.316477, 1.0]], ['2, k, 8', [0.191321, 0.116462, 1.0]], ['2, k, 9', [0.280212, -0.103627, 1.0]], ['2, k, 10', [0.216908, -0.284964, 1.0]], ['2, k, 11', [0.199432, -0.325896, 1.0]], ['2, k, 12', [-0.0700983, -0.36271, 1.0]], ['2, k, 13', [-0.121251, -0.741589, 1.0]], ['2, k, 14', [-0.132494, -1.09843, 1.0]], ['2, k, 15', [-0.123072, -1.13819, 1.0]], ['2, k, 16', [0.0764912, -0.375804, 1.0]], ['2, k, 17', [0.130028, -0.747426, 1.0]], ['2, k, 18', [0.18356, -1.09835, 1.0]], ['2, k, 19', [0.189922, -1.13825, 1.0]], ['2, k, 20', [0.0207213, 0.139136, 1.0]], ['2, k, 21', [-0.163256, -0.362914, 1.0]], ['2, k, 22', [-0.223408, -0.350905, 1.0]], ['2, k, 23', [0.175044, -0.378828, 1.0]], ['2, k, 24', [0.233208, -0.33272, 1.0]]]
[['2, k, 0', [0.00420061, -0.373975, 1.0]], ['2, k, 1', [0.0126289, -0.0786686, 1.0]], ['2, k, 2', [0.0192461, 0.210344, 1.0]], ['2, k, 3', [0.0342013, 0.357511, 1.0]], ['2, k, 4', [-0.142721, 0.118826, 1.0]], ['2, k, 5', [-0.261738, -0.0821433, 1.0]], ['2, k, 6', [-0.21748, -0.252682, 1.0]], ['2, k, 7', [-0.176218, -0.314167, 1.0]], ['2, k, 8', [0.191253, 0.116009, 1.0]], ['2, k, 9', [0.280926, -0.106778, 1.0]], ['2, k, 10', [0.21771, -0.287397, 1.0]], ['2, k, 11', [0.200471, -0.326863, 1.0]], ['2, k, 12', [-0.068899, -0.363537, 1.0]], ['2, k, 13', [-0.120614, -0.744542, 1.0]], ['2, k, 14', [-0.132296, -1.09905, 1.0]], ['2, k, 15', [-0.122794, -1.13889, 1.0]], ['2, k, 16', [0.0772315, -0.376209, 1.0]], ['2, k, 17', [0.132366, -0.746885, 1.0]], ['2, k, 18', [0.183636, -1.09815, 1.0]], ['2, k, 19', [0.190079, -1.13814, 1.0]], ['2, k, 20', [0.018361, 0.138819, 1.0]], ['2, k, 21', [-0.161688, -0.358098, 1.0]], ['2, k, 22', [-0.219888, -0.349292, 1.0]], ['2, k, 23', [0.17447, -0.377576, 1.0]], ['2, k, 24', [0.245015, -0.325271, 1.0]]]
[['2, k, 0', [0.00687773, -0.373491, 1.0]], ['2, k, 1', [0.0140751, -0.0787185, 1.0]], ['2, k, 2', [0.0206753, 0.210091, 1.0]], ['2, k, 3', [0.0348639, 0.356959, 1.0]], ['2, k, 4', [-0.142998, 0.119463, 1.0]], ['2, k, 5', [-0.261197, -0.0817828, 1.0]], ['2, k, 6', [-0.214002, -0.252134, 1.0]], ['2, k, 7', [-0.174106, -0.311294, 1.0]], ['2, k, 8', [0.193834, 0.116602, 1.0]], ['2, k, 9', [0.280981, -0.107158, 1.0]], ['2, k, 10', [0.219551, -0.287473, 1.0]], ['2, k, 11', [0.205271, -0.324903, 1.0]], ['2, k, 12', [-0.0663019, -0.36337, 1.0]], ['2, k, 13', [-0.118653, -0.736418, 1.0]], ['2, k, 14', [-0.131236, -1.09769, 1.0]], ['2, k, 15', [-0.122633, -1.13759, 1.0]], ['2, k, 16', [0.0799092, -0.375405, 1.0]], ['2, k, 17', [0.134546, -0.74664, 1.0]], ['2, k, 18', [0.183144, -1.09899, 1.0]], ['2, k, 19', [0.188702, -1.13902, 1.0]], ['2, k, 20', [0.0194086, 0.138658, 1.0]], ['2, k, 21', [-0.165014, -0.356051, 1.0]], ['2, k, 22', [-0.217721, -0.343885, 1.0]], ['2, k, 23', [0.184603, -0.376597, 1.0]], ['2, k, 24', [0.256888, -0.317384, 1.0]]]
[['2, k, 0', [0.00877556, -0.373344, 1.0]], ['2, k, 1', [0.0152617, -0.0788009, 1.0]], ['2, k, 2', [0.0215824, 0.209908, 1.0]], ['2, k, 3', [0.0351586, 0.356603, 1.0]], ['2, k, 4', [-0.143468, 0.120177, 1.0]], ['2, k, 5', [-0.256902, -0.0822127, 1.0]], ['2, k, 6', [-0.215441, -0.253622, 1.0]], ['2, k, 7', [-0.173798, -0.315845, 1.0]], ['2, k, 8', [0.194419, 0.116127, 1.0]], ['2, k, 9', [0.281052, -0.10751, 1.0]], ['2, k, 10', [0.224479, -0.287974, 1.0]], ['2, k, 11', [0.215002, -0.321486, 1.0]], ['2, k, 12', [-0.0645223, -0.363457, 1.0]], ['2, k, 13', [-0.116541, -0.730697, 1.0]], ['2, k, 14', [-0.129752, -1.09417, 1.0]], ['2, k, 15', [-0.121667, -1.13418, 1.0]], ['2, k, 16', [0.0819054, -0.375028, 1.0]], ['2, k, 17', [0.136033, -0.746249, 1.0]], ['2, k, 18', [0.183313, -1.09838, 1.0]], ['2, k, 19', [0.188364, -1.1385, 1.0]], ['2, k, 20', [0.0202233, 0.138513, 1.0]], ['2, k, 21', [-0.163914, -0.364128, 1.0]], ['2, k, 22', [-0.214149, -0.355449, 1.0]], ['2, k, 23', [0.180519, -0.376951, 1.0]], ['2, k, 24', [0.257417, -0.325675, 1.0]]]
[['2, k, 0', [0.0109226, -0.372821, 1.0]], ['2, k, 1', [0.0173185, -0.0783538, 1.0]], ['2, k, 2', [0.023748, 0.2104, 1.0]], ['2, k, 3', [0.0353584, 0.35674, 1.0]], ['2, k, 4', [-0.143442, 0.120227, 1.0]], ['2, k, 5', [-0.257378, -0.0842964, 1.0]], ['2, k, 6', [-0.160859, -0.296138, 1.0]], ['2, k, 7', [-0.14952, -0.334295, 1.0]], ['2, k, 8', [0.194829, 0.116333, 1.0]], ['2, k, 9', [0.282349, -0.105628, 1.0]], ['2, k, 10', [0.228321, -0.286602, 1.0]], ['2, k, 11', [0.213427, -0.328084, 1.0]], ['2, k, 12', [-0.0623021, -0.363216, 1.0]], ['2, k, 13', [-0.116256, -0.730979, 1.0]], ['2, k, 14', [-0.12697, -1.10251, 1.0]], ['2, k, 15', [-0.118951, -1.14258, 1.0]], ['2, k, 16', [0.0839371, -0.374232, 1.0]], ['2, k, 17', [0.137459, -0.743405, 1.0]], ['2, k, 18', [0.183448, -1.09728, 1.0]], ['2, k, 19', [0.188462, -1.13752, 1.0]], ['2, k, 20', [0.0222097, 0.138961, 1.0]], ['2, k, 21', [-0.135324, -0.373733, 1.0]], ['2, k, 22', [-0.179565, -0.339699, 1.0]], ['2, k, 23', [0.18676, -0.374787, 1.0]], ['2, k, 24', [0.251186, -0.330656, 1.0]]]
[['2, k, 0', [0.0139122, -0.373816, 1.0]], ['2, k, 1', [0.019285, -0.0789729, 1.0]], ['2, k, 2', [0.0250321, 0.210062, 1.0]], ['2, k, 3', [0.0364825, 0.356649, 1.0]], ['2, k, 4', [-0.142306, 0.118311, 1.0]], ['2, k, 5', [-0.257863, -0.0830891, 1.0]], ['2, k, 6', [-0.167614, -0.251852, 1.0]], ['2, k, 7', [-0.147492, -0.310323, 1.0]], ['2, k, 8', [0.19589, 0.115969, 1.0]], ['2, k, 9', [0.284083, -0.104997, 1.0]], ['2, k, 10', [0.231349, -0.28588, 1.0]], ['2, k, 11', [0.22055, -0.323891, 1.0]], ['2, k, 12', [-0.0594959, -0.364714, 1.0]], ['2, k, 13', [-0.113861, -0.734896, 1.0]], ['2, k, 14', [-0.126905, -1.10166, 1.0]], ['2, k, 15', [-0.119071, -1.14184, 1.0]], ['2, k, 16', [0.0873017, -0.374771, 1.0]], ['2, k, 17', [0.138538, -0.743439, 1.0]], ['2, k, 18', [0.183599, -1.09634, 1.0]], ['2, k, 19', [0.188427, -1.1367, 1.0]], ['2, k, 20', [0.0236204, 0.138565, 1.0]], ['2, k, 21', [-0.136211, -0.363811, 1.0]], ['2, k, 22', [-0.196246, -0.339291, 1.0]], ['2, k, 23', [0.193667, -0.378341, 1.0]], ['2, k, 24', [0.270989, -0.318849, 1.0]]]
