[['2, k, 0', [0.0982251, -1.23659, 1.0]], ['2, k, 1', [0.0869044, -0.938218, 1.0]], ['2, k, 2', [0.0754581, -0.641953, 1.0]], ['2, k, 3', [0.0922469, -0.536549, 1.0]], ['2, k, 4', [0.0418407, -0.730536, 1.0]], ['2, k, 5', [0.241075, -0.711626, 1.0]], ['2, k, 6', [0.438867, -0.693196, 1.0]], ['2, k, 7', [0.515904, -0.67494, 1.0]], ['2, k, 8', [0.141702, -0.70938, 1.0]], ['2, k, 9', [0.342185, -0.702578, 1.0]], ['2, k, 10', [0.490182, -0.682084, 1.0]], ['2, k, 11', [0.520166, -0.672422, 1.0]], ['2, k, 12', [0.0744598, -1.22786, 1.0]], ['2, k, 13', [-0.00785428, -1.44413, 1.0]], ['2, k, 14', [-0.00937062, -1.7528, 1.0]], ['2, k, 15', [-0.0547299, -1.79328, 1.0]], ['2, k, 16', [0.119845, -1.21827, 1.0]], ['2, k, 17', [0.205992, -1.47265, 1.0]], ['2, k, 18', [0.240174, -1.77048, 1.0]], ['2, k, 19', [0.20224, -1.81353, 1.0]], ['2, k, 20', [0.0783523, -0.715892, 1.0]], ['2, k, 21', [0.561587, -0.666157, 1.0]], ['2, k, 22', [0.520347, -0.680181, 1.0]], ['2, k, 23', [0.563465, -0.665351, 1.0]], ['2, k, 24', [0.525571, -0.681045, 1.0]]]
[['2, k, 0', [0.177861, -1.24864, 1.0]], ['2, k, 1', [0.184748, -0.946235, 1.0]], ['2, k, 2', [0.191219, -0.644824, 1.0]], ['2, k, 3', [0.161605, -0.546375, 1.0]], ['2, k, 4', [0.0375359, -0.794556, 1.0]], ['2, k, 5', [-0.185785, -0.757214, 1.0]], ['2, k, 6', [-0.370239, -0.695735, 1.0]], ['2, k, 7', [-0.397431, -0.69018, 1.0]], ['2, k, 8', [0.239262, -0.733748, 1.0]], ['2, k, 9', [0.0769388, -0.690883, 1.0]], ['2, k, 10', [-0.0879844, -0.652498, 1.0]], ['2, k, 11', [-0.172839, -0.623225, 1.0]], ['2, k, 12', [0.13576, -1.24962, 1.0]], ['2, k, 13', [0.0956271, -1.52693, 1.0]], ['2, k, 14', [0.0385939, -1.78066, 1.0]], ['2, k, 15', [0.0495472, -1.84152, 1.0]], ['2, k, 16', [0.217766, -1.22128, 1.0]], ['2, k, 17', [0.276004, -1.43713, 1.0]], ['2, k, 18', [0.302078, -1.74462, 1.0]], ['2, k, 19', [0.238717, -1.79027, 1.0]], ['2, k, 20', [0.189825, -0.72022, 1.0]], ['2, k, 21', [-0.427106, -0.678168, 1.0]], ['2, k, 22', [-0.393335, -0.667498, 1.0]], ['2, k, 23', [-0.201928, -0.600525, 1.0]], ['2, k, 24', [-0.205027, -0.628308, 1.0]]]
[['2, k, 0', [0.17886, -1.24844, 1.0]], ['2, k, 1', [0.185073, -0.944781, 1.0]], ['2, k, 2', [0.190075, -0.641445, 1.0]], ['2, k, 3', [0.161896, -0.545507, 1.0]], ['2, k, 4', [0.0365693, -0.791223, 1.0]], ['2, k, 5', [-0.188242, -0.754466, 1.0]], ['2, k, 6', [-0.342403, -0.711115, 1.0]], ['2, k, 7', [-0.398247, -0.694423, 1.0]], ['2, k, 8', [0.228845, -0.731713, 1.0]], ['2, k, 9', [0.0565878, -0.693687, 1.0]], ['2, k, 10', [-0.109473, -0.659425, 1.0]], ['2, k, 11', [-0.193665, -0.624904, 1.0]], ['2, k, 12', [0.137109, -1.24959, 1.0]], ['2, k, 13', [0.0966019, -1.52646, 1.0]], ['2, k, 14', [0.0400443, -1.78038, 1.0]], ['2, k, 15', [0.0506168, -1.84134, 1.0]], ['2, k, 16', [0.218314, -1.221, 1.0]], ['2, k, 17', [0.276152, -1.43809, 1.0]], ['2, k, 18', [0.30214, -1.74444, 1.0]], ['2, k, 19', [0.23731, -1.78912, 1.0]], ['2, k, 20', [0.18911, -0.717336, 1.0]], ['2, k, 21', [-0.42054, -0.679786, 1.0]], ['2, k, 22', [-0.381496, -0.682235, 1.0]], ['2, k, 23', [-0.218114, -0.60144, 1.0]], ['2, k, 24', [-0.227627, -0.606732, 1.0]]]
[['2, k, 0', [0.179077, -1.24861, 1.0]], ['2, k, 1', [0.184945, -0.94424, 1.0]], ['2, k, 2', [0.189314, -0.639967, 1.0]], ['2, k, 3', [0.161989, -0.545213, 1.0]], ['2, k, 4', [0.0358916, -0.789729, 1.0]], ['2, k, 5', [-0.189028, -0.753274, 1.0]], ['2, k, 6', [-0.338418, -0.716774, 1.0]], ['2, k, 7', [-0.397372, -0.702947, 1.0]], ['2, k, 8', [0.222866, -0.730297, 1.0]], ['2, k, 9', [0.0422596, -0.69367, 1.0]], ['2, k, 10', [-0.14611, -0.656688, 1.0]], ['2, k, 11', [-0.217692, -0.630556, 1.0]], ['2, k, 12', [0.137591, -1.25002, 1.0]], ['2, k, 13', [0.097393, -1.52646, 1.0]], ['2, k, 14', [0.0422414, -1.78054, 1.0]], ['2, k, 15', [-0.0329964, -1.79623, 1.0]], ['2, k, 16', [0.218419, -1.22117, 1.0]], ['2, k, 17', [0.276055, -1.43799, 1.0]], ['2, k, 18', [0.302153, -1.74498, 1.0]], ['2, k, 19', [0.236274, -1.78903, 1.0]], ['2, k, 20', [0.188498, -0.716071, 1.0]], ['2, k, 21', [-0.422277, -0.69441, 1.0]], ['2, k, 22', [-0.380418, -0.688476, 1.0]], ['2, k, 23', [-0.252843, -0.60856, 1.0]], ['2, k, 24', [-0.246594, -0.622266, 1.0]]]
[['2, k, 0', [0.179417, -1.24851, 1.0]], ['2, k, 1', [0.184878, -0.943307, 1.0]], ['2, k, 2', [0.188314, -0.637882, 1.0]], ['2, k, 3', [0.162312, -0.544794, 1.0]], ['2, k, 4', [0.0349478, -0.787616, 1.0]], ['2, k, 5', [-0.190033, -0.75132, 1.0]], ['2, k, 6', [-0.373821, -0.692905, 1.0]], ['2, k, 7', [-0.388879, -0.708529, 1.0]], ['2, k, 8', [0.215915, -0.72885, 1.0]], ['2, k, 9', [0.0220885, -0.69402, 1.0]], ['2, k, 10', [-0.12825, -0.661686, 1.0]], ['2, k, 11', [-0.194807, -0.653576, 1.0]], ['2, k, 12', [0.138598, -1.24954, 1.0]], ['2, k, 13', [0.102609, -1.52658, 1.0]], ['2, k, 14', [0.0423721, -1.77928, 1.0]], ['2, k, 15', [0.052098, -1.84027, 1.0]], ['2, k, 16', [0.218654, -1.22103, 1.0]], ['2, k, 17', [0.276428, -1.44123, 1.0]], ['2, k, 18', [0.303002, -1.74536, 1.0]], ['2, k, 19', [0.236468, -1.78907, 1.0]], ['2, k, 20', [0.187751, -0.714258, 1.0]], ['2, k, 21', [-0.413948, -0.713689, 1.0]], ['2, k, 22', [-0.372003, -0.694058, 1.0]], ['2, k, 23', [-0.246682, -0.626169, 1.0]], ['2, k, 24', [-0.218209, -0.656564, 1.0]]]
[['2, k, 0', [0.179365, -1.24858, 1.0]], ['2, k, 1', [0.184592, -0.942872, 1.0]], ['2, k, 2', [0.18794, -0.636687, 1.0]], ['2, k, 3', [0.162351, -0.544713, 1.0]], ['2, k, 4', [0.0346045, -0.7864, 1.0]], ['2, k, 5', [-0.190458, -0.750269, 1.0]], ['2, k, 6', [-0.374474, -0.692129, 1.0]], ['2, k, 7', [-0.38763, -0.705527, 1.0]], ['2, k, 8', [0.210826, -0.728873, 1.0]], ['2, k, 9', [0.0150692, -0.698123, 1.0]], ['2, k, 10', [-0.16915, -0.669849, 1.0]], ['2, k, 11', [-0.236246, -0.6531, 1.0]], ['2, k, 12', [0.13845, -1.24969, 1.0]], ['2, k, 13', [0.103146, -1.52665, 1.0]], ['2, k, 14', [0.0415131, -1.77884, 1.0]], ['2, k, 15', [0.0530838, -1.83952, 1.0]], ['2, k, 16', [0.217805, -1.22153, 1.0]], ['2, k, 17', [0.276129, -1.45205, 1.0]], ['2, k, 18', [0.304049, -1.746, 1.0]], ['2, k, 19', [0.237468, -1.79033, 1.0]], ['2, k, 20', [0.187361, -0.713241, 1.0]], ['2, k, 21', [-0.412688, -0.710667, 1.0]], ['2, k, 22', [-0.370724, -0.691008, 1.0]], ['2, k, 23', [-0.286391, -0.625801, 1.0]], ['2, k, 24', [-0.275959, -0.651968, 1.0]]]
[['2, k, 0', [0.179953, -1.24875, 1.0]], ['2, k, 1', [0.184597, -0.94282, 1.0]], ['2, k, 2', [0.187539, -0.636702, 1.0]], ['2, k, 3', [0.162592, -0.54449, 1.0]], ['2, k, 4', [0.034229, -0.786401, 1.0]], ['2, k, 5', [-0.065923, -0.728516, 1.0]], ['2, k, 6', [-0.201608, -0.680207, 1.0]], ['2, k, 7', [-0.287672, -0.647727, 1.0]], ['2, k, 8', [0.207084, -0.730296, 1.0]], ['2, k, 9', [0.00356085, -0.702101, 1.0]], ['2, k, 10', [-0.195667, -0.676865, 1.0]], ['2, k, 11', [-0.261334, -0.65745, 1.0]], ['2, k, 12', [0.139617, -1.2502, 1.0]], ['2, k, 13', [0.106383, -1.52624, 1.0]], ['2, k, 14', [0.0486933, -1.77996, 1.0]], ['2, k, 15', [-0.0279984, -1.79483, 1.0]], ['2, k, 16', [0.218218, -1.22149, 1.0]], ['2, k, 17', [0.276123, -1.45205, 1.0]], ['2, k, 18', [0.306443, -1.74781, 1.0]], ['2, k, 19', [0.239843, -1.79232, 1.0]], ['2, k, 20', [0.187062, -0.713223, 1.0]], ['2, k, 21', [-0.324337, -0.629228, 1.0]], ['2, k, 22', [-0.3033, -0.65057, 1.0]], ['2, k, 23', [-0.314472, -0.634265, 1.0]], ['2, k, 24', [-0.304767, -0.648161, 1.0]]]
[['2, k, 0', [0.180189, -1.24901, 1.0]], ['2, k, 1', [0.184305, -0.942962, 1.0]], ['2, k, 2', [0.186452, -0.637035, 1.0]], ['2, k, 3', [0.162571, -0.544491, 1.0]], ['2, k, 4', [0.0331787, -0.786711, 1.0]], ['2, k, 5', [-0.0740695, -0.732145, 1.0]], ['2, k, 6', [-0.216408, -0.681685, 1.0]], ['2, k, 7', [-0.298455, -0.654639, 1.0]], ['2, k, 8', [0.205091, -0.730925, 1.0]], ['2, k, 9', [-0.00200462, -0.704416, 1.0]], ['2, k, 10', [-0.200649, -0.679599, 1.0]], ['2, k, 11', [-0.29587, -0.65637, 1.0]], ['2, k, 12', [0.139874, -1.2508, 1.0]], ['2, k, 13', [0.109332, -1.52689, 1.0]], ['2, k, 14', [0.0506232, -1.78031, 1.0]], ['2, k, 15', [-0.0262033, -1.79504, 1.0]], ['2, k, 16', [0.218341, -1.22155, 1.0]], ['2, k, 17', [0.275797, -1.43618, 1.0]], ['2, k, 18', [0.305837, -1.74834, 1.0]], ['2, k, 19', [0.238685, -1.79231, 1.0]], ['2, k, 20', [0.186201, -0.713481, 1.0]], ['2, k, 21', [-0.343023, -0.636583, 1.0]], ['2, k, 22', [-0.320152, -0.641329, 1.0]], ['2, k, 23', [-0.344462, -0.635047, 1.0]], ['2, k, 24', [-0.310263, -0.642404, 1.0]]]
[['2, k, 0', [0.180231, -1.24924, 1.0]], ['2, k, 1', [0.183911, -0.943025, 1.0]], ['2, k, 2', [0.185216, -0.636999, 1.0]], ['2, k, 3', [0.162374, -0.544461, 1.0]], ['2, k, 4', [0.0319661, -0.786661, 1.0]], ['2, k, 5', [-0.0581032, -0.733324, 1.0]], ['2, k, 6', [-0.218072, -0.69091, 1.0]], ['2, k, 7', [-0.301552, -0.664857, 1.0]], ['2, k, 8', [0.201615, -0.732416, 1.0]], ['2, k, 9', [-0.0065799, -0.707644, 1.0]], ['2, k, 10', [-0.21202, -0.685238, 1.0]], ['2, k, 11', [-0.27868, -0.673494, 1.0]], ['2, k, 12', [0.139942, -1.25124, 1.0]], ['2, k, 13', [0.108195, -1.5271, 1.0]], ['2, k, 14', [0.0510675, -1.78097, 1.0]], ['2, k, 15', [-0.0256626, -1.79602, 1.0]], ['2, k, 16', [0.218164, -1.22187, 1.0]], ['2, k, 17', [0.269732, -1.50182, 1.0]], ['2, k, 18', [0.304013, -1.74863, 1.0]], ['2, k, 19', [0.321787, -1.808, 1.0]], ['2, k, 20', [0.185179, -0.713467, 1.0]], ['2, k, 21', [-0.35524, -0.642783, 1.0]], ['2, k, 22', [-0.314476, -0.646332, 1.0]], ['2, k, 23', [-0.337872, -0.651918, 1.0]], ['2, k, 24', [-0.297195, -0.657192, 1.0]]]
[['2, k, 0', [0.180117, -1.24944, 1.0]], ['2, k, 1', [0.183448, -0.943014, 1.0]], ['2, k, 2', [0.184367, -0.636845, 1.0]], ['2, k, 3', [0.162303, -0.544557, 1.0]], ['2, k, 4', [0.0311272, -0.786498, 1.0]], ['2, k, 5', [-0.0612005, -0.734654, 1.0]], ['2, k, 6', [-0.222614, -0.690524, 1.0]], ['2, k, 7', [-0.310057, -0.668454, 1.0]], ['2, k, 8', [0.197341, -0.732263, 1.0]], ['2, k, 9', [-0.014916, -0.709658, 1.0]], ['2, k, 10', [-0.221066, -0.689383, 1.0]], ['2, k, 11', [-0.290743, -0.674936, 1.0]], ['2, k, 12', [0.13967, -1.25159, 1.0]], ['2, k, 13', [0.10813, -1.52734, 1.0]], ['2, k, 14', [0.0514151, -1.78132, 1.0]], ['2, k, 15', [-0.0255577, -1.7964, 1.0]], ['2, k, 16', [0.217734, -1.22206, 1.0]], ['2, k, 17', [0.272328, -1.45374, 1.0]], ['2, k, 18', [0.30672, -1.75261, 1.0]], ['2, k, 19', [0.240342, -1.79784, 1.0]], ['2, k, 20', [0.184399, -0.713341, 1.0]], ['2, k, 21', [-0.364253, -0.64546, 1.0]], ['2, k, 22', [-0.328472, -0.653288, 1.0]], ['2, k, 23', [-0.354501, -0.647412, 1.0]], ['2, k, 24', [-0.332839, -0.651152, 1.0]]]
[['2, k, 0', [0.179702, -1.24969, 1.0]], ['2, k, 1', [0.182792, -0.943, 1.0]], ['2, k, 2', [0.183697, -0.636727, 1.0]], ['2, k, 3', [0.162159, -0.544741, 1.0]], ['2, k, 4', [0.0304646, -0.786373, 1.0]], ['2, k, 5', [-0.064158, -0.735981, 1.0]], ['2, k, 6', [-0.23242, -0.693733, 1.0]], ['2, k, 7', [-0.309871, -0.674703, 1.0]], ['2, k, 8', [0.195842, -0.732462, 1.0]], ['2, k, 9', [-0.0191243, -0.712499, 1.0]], ['2, k, 10', [-0.224746, -0.692846, 1.0]], ['2, k, 11', [-0.292077, -0.679524, 1.0]], ['2, k, 12', [0.13911, -1.25189, 1.0]], ['2, k, 13', [0.108085, -1.52757, 1.0]], ['2, k, 14', [0.0531772, -1.78214, 1.0]], ['2, k, 15', [-0.0236116, -1.7975, 1.0]], ['2, k, 16', [0.216838, -1.22228, 1.0]], ['2, k, 17', [0.272478, -1.45375, 1.0]], ['2, k, 18', [0.306841, -1.75211, 1.0]], ['2, k, 19', [0.240397, -1.79732, 1.0]], ['2, k, 20', [0.183703, -0.713237, 1.0]], ['2, k, 21', [-0.368689, -0.649472, 1.0]], ['2, k, 22', [-0.328243, -0.653697, 1.0]], ['2, k, 23', [-0.346894, -0.65695, 1.0]], ['2, k, 24', [-0.318567, -0.656642, 1.0]]]
[['2, k, 0', [0.179362, -1.25015, 1.0]], ['2, k, 1', [0.182384, -0.943142, 1.0]], ['2, k, 2', [0.183296, -0.63678, 1.0]], ['2, k, 3', [0.162355, -0.54495, 1.0]], ['2, k, 4', [0.0300694, -0.786421, 1.0]], ['2, k, 5', [-0.0685657, -0.737926, 1.0]], ['2, k, 6', [-0.236702, -0.694252, 1.0]], ['2, k, 7', [-0.314278, -0.67695, 1.0]], ['2, k, 8', [0.193603, -0.73309, 1.0]], ['2, k, 9', [-0.0218468, -0.713227, 1.0]], ['2, k, 10', [-0.227002, -0.694468, 1.0]], ['2, k, 11', [-0.291051, -0.683179, 1.0]], ['2, k, 12', [0.138835, -1.25217, 1.0]], ['2, k, 13', [0.107821, -1.52773, 1.0]], ['2, k, 14', [0.0532333, -1.7824, 1.0]], ['2, k, 15', [-0.0236686, -1.79778, 1.0]], ['2, k, 16', [0.216248, -1.22294, 1.0]], ['2, k, 17', [0.272648, -1.45575, 1.0]], ['2, k, 18', [0.307192, -1.75046, 1.0]], ['2, k, 19', [0.240661, -1.79557, 1.0]], ['2, k, 20', [0.183287, -0.713306, 1.0]], ['2, k, 21', [-0.372337, -0.653367, 1.0]], ['2, k, 22', [-0.333918, -0.65794, 1.0]], ['2, k, 23', [-0.348441, -0.660601, 1.0]], ['2, k, 24', [-0.352591, -0.661853, 1.0]]]
[['2, k, 0', [0.179886, -1.25008, 1.0]], ['2, k, 1', [0.182365, -0.943108, 1.0]], ['2, k, 2', [0.182728, -0.636725, 1.0]], ['2, k, 3', [0.162822, -0.545204, 1.0]], ['2, k, 4', [0.0295044, -0.78636, 1.0]], ['2, k, 5', [-0.0708287, -0.738711, 1.0]], ['2, k, 6', [-0.240409, -0.694762, 1.0]], ['2, k, 7', [-0.318053, -0.67705, 1.0]], ['2, k, 8', [0.192481, -0.734204, 1.0]], ['2, k, 9', [-0.0235977, -0.714376, 1.0]], ['2, k, 10', [-0.228005, -0.695985, 1.0]], ['2, k, 11', [-0.295434, -0.684092, 1.0]], ['2, k, 12', [0.139221, -1.25227, 1.0]], ['2, k, 13', [0.104151, -1.52805, 1.0]], ['2, k, 14', [0.0477301, -1.78181, 1.0]], ['2, k, 15', [-0.0294247, -1.79707, 1.0]], ['2, k, 16', [0.217382, -1.22234, 1.0]], ['2, k, 17', [0.272669, -1.45644, 1.0]], ['2, k, 18', [0.306579, -1.74876, 1.0]], ['2, k, 19', [0.239973, -1.79384, 1.0]], ['2, k, 20', [0.182929, -0.713238, 1.0]], ['2, k, 21', [-0.374613, -0.655329, 1.0]], ['2, k, 22', [-0.337784, -0.664338, 1.0]], ['2, k, 23', [-0.348542, -0.66, 1.0]], ['2, k, 24', [-0.305851, -0.664704, 1.0]]]
[['2, k, 0', [0.18006, -1.25011, 1.0]], ['2, k, 1', [0.182328, -0.943106, 1.0]], ['2, k, 2', [0.182259, -0.636797, 1.0]], ['2, k, 3', [0.162875, -0.545123, 1.0]], ['2, k, 4', [0.0290376, -0.786426, 1.0]], ['2, k, 5', [-0.0715938, -0.739014, 1.0]], ['2, k, 6', [-0.24109, -0.695078, 1.0]], ['2, k, 7', [-0.315641, -0.67798, 1.0]], ['2, k, 8', [0.192244, -0.735047, 1.0]], ['2, k, 9', [-0.0237907, -0.714789, 1.0]], ['2, k, 10', [-0.228319, -0.697008, 1.0]], ['2, k, 11', [-0.296647, -0.683433, 1.0]], ['2, k, 12', [0.139243, -1.25228, 1.0]], ['2, k, 13', [0.102064, -1.52733, 1.0]], ['2, k, 14', [0.0523314, -1.78307, 1.0]], ['2, k, 15', [-0.0239783, -1.79947, 1.0]], ['2, k, 16', [0.217736, -1.22233, 1.0]], ['2, k, 17', [0.272301, -1.45638, 1.0]], ['2, k, 18', [0.30648, -1.74894, 1.0]], ['2, k, 19', [0.240049, -1.79421, 1.0]], ['2, k, 20', [0.182589, -0.713273, 1.0]], ['2, k, 21', [-0.372432, -0.654574, 1.0]], ['2, k, 22', [-0.329975, -0.675684, 1.0]], ['2, k, 23', [-0.355616, -0.659179, 1.0]], ['2, k, 24', [-0.329512, -0.665889, 1.0]]]
[['2, k, 0', [0.179639, -1.25012, 1.0]], ['2, k, 1', [0.181839, -0.942873, 1.0]], ['2, k, 2', [0.18193, -0.636442, 1.0]], ['2, k, 3', [0.162952, -0.54486, 1.0]], ['2, k, 4', [0.0287106, -0.786064, 1.0]], ['2, k, 5', [-0.0718141, -0.739136, 1.0]], ['2, k, 6', [-0.240525, -0.695415, 1.0]], ['2, k, 7', [-0.313535, -0.675434, 1.0]], ['2, k, 8', [0.191043, -0.734683, 1.0]], ['2, k, 9', [-0.0246425, -0.714115, 1.0]], ['2, k, 10', [-0.228429, -0.696967, 1.0]], ['2, k, 11', [-0.300643, -0.678953, 1.0]], ['2, k, 12', [0.138956, -1.25209, 1.0]], ['2, k, 13', [0.102922, -1.52639, 1.0]], ['2, k, 14', [0.0548061, -1.78291, 1.0]], ['2, k, 15', [-0.0212404, -1.79939, 1.0]], ['2, k, 16', [0.216466, -1.22256, 1.0]], ['2, k, 17', [0.271171, -1.45967, 1.0]], ['2, k, 18', [0.30647, -1.74892, 1.0]], ['2, k, 19', [0.240434, -1.79468, 1.0]], ['2, k, 20', [0.182184, -0.712942, 1.0]], ['2, k, 21', [-0.371211, -0.650575, 1.0]], ['2, k, 22', [-0.334132, -0.673043, 1.0]], ['2, k, 23', [-0.356957, -0.655308, 1.0]], ['2, k, 24', [-0.329279, -0.64939, 1.0]]]
[['2, k, 0', [0.179758, -1.24995, 1.0]], ['2, k, 1', [0.181831, -0.942875, 1.0]], ['2, k, 2', [0.181782, -0.636776, 1.0]], ['2, k, 3', [0.163249, -0.544669, 1.0]], ['2, k, 4', [0.0285656, -0.786393, 1.0]], ['2, k, 5', [-0.0706212, -0.739478, 1.0]], ['2, k, 6', [-0.248017, -0.689979, 1.0]], ['2, k, 7', [-0.301489, -0.673514, 1.0]], ['2, k, 8', [0.190589, -0.735774, 1.0]], ['2, k, 9', [-0.0246751, -0.714144, 1.0]], ['2, k, 10', [-0.228391, -0.69666, 1.0]], ['2, k, 11', [-0.29534, -0.677916, 1.0]], ['2, k, 12', [0.139039, -1.2516, 1.0]], ['2, k, 13', [0.104578, -1.52676, 1.0]], ['2, k, 14', [0.0519583, -1.78197, 1.0]], ['2, k, 15', [-0.0247069, -1.7977, 1.0]], ['2, k, 16', [0.216654, -1.22244, 1.0]], ['2, k, 17', [0.263767, -1.50328, 1.0]], ['2, k, 18', [0.306935, -1.75028, 1.0]], ['2, k, 19', [0.319763, -1.80985, 1.0]], ['2, k, 20', [0.182075, -0.713137, 1.0]], ['2, k, 21', [-0.354645, -0.643883, 1.0]], ['2, k, 22', [-0.322139, -0.65747, 1.0]], ['2, k, 23', [-0.348357, -0.660014, 1.0]], ['2, k, 24', [-0.320502, -0.657622, 1.0]]]
[['2, k, 0', [0.178726, -1.2496, 1.0]], ['2, k, 1', [0.180921, -0.942732, 1.0]], ['2, k, 2', [0.181219, -0.637061, 1.0]], ['2, k, 3', [0.163263, -0.544635, 1.0]], ['2, k, 4', [0.0280064, -0.786673, 1.0]], ['2, k, 5', [-0.0683515, -0.739639, 1.0]], ['2, k, 6', [-0.242926, -0.689016, 1.0]], ['2, k, 7', [-0.307782, -0.665107, 1.0]], ['2, k, 8', [0.192252, -0.735272, 1.0]], ['2, k, 9', [-0.0204809, -0.712046, 1.0]], ['2, k, 10', [-0.225153, -0.694427, 1.0]], ['2, k, 11', [-0.282289, -0.675319, 1.0]], ['2, k, 12', [0.13783, -1.25068, 1.0]], ['2, k, 13', [0.102113, -1.52499, 1.0]], ['2, k, 14', [0.0539837, -1.78157, 1.0]], ['2, k, 15', [-0.0217735, -1.79804, 1.0]], ['2, k, 16', [0.21551, -1.22252, 1.0]], ['2, k, 17', [0.265882, -1.46953, 1.0]], ['2, k, 18', [0.305668, -1.74628, 1.0]], ['2, k, 19', [0.241845, -1.79359, 1.0]], ['2, k, 20', [0.181387, -0.713314, 1.0]], ['2, k, 21', [-0.352913, -0.64522, 1.0]], ['2, k, 22', [-0.323558, -0.648215, 1.0]], ['2, k, 23', [-0.336184, -0.654922, 1.0]], ['2, k, 24', [-0.298168, -0.656835, 1.0]]]
[['2, k, 0', [0.178294, -1.24969, 1.0]], ['2, k, 1', [0.180326, -0.94291, 1.0]], ['2, k, 2', [0.180625, -0.637452, 1.0]], ['2, k, 3', [0.164264, -0.544254, 1.0]], ['2, k, 4', [0.0274168, -0.787058, 1.0]], ['2, k, 5', [-0.0624845, -0.736741, 1.0]], ['2, k, 6', [-0.207885, -0.689756, 1.0]], ['2, k, 7', [-0.295581, -0.659296, 1.0]], ['2, k, 8', [0.193519, -0.736176, 1.0]], ['2, k, 9', [-0.0150851, -0.710653, 1.0]], ['2, k, 10', [-0.215825, -0.688771, 1.0]], ['2, k, 11', [-0.301586, -0.655805, 1.0]], ['2, k, 12', [0.137118, -1.2506, 1.0]], ['2, k, 13', [0.0950299, -1.52476, 1.0]], ['2, k, 14', [0.0544027, -1.78243, 1.0]], ['2, k, 15', [-0.0203454, -1.80069, 1.0]], ['2, k, 16', [0.215359, -1.22267, 1.0]], ['2, k, 17', [0.265961, -1.46505, 1.0]], ['2, k, 18', [0.305292, -1.7466, 1.0]], ['2, k, 19', [0.241567, -1.79386, 1.0]], ['2, k, 20', [0.180767, -0.713659, 1.0]], ['2, k, 21', [-0.334389, -0.640415, 1.0]], ['2, k, 22', [-0.314119, -0.673034, 1.0]], ['2, k, 23', [-0.344661, -0.639404, 1.0]], ['2, k, 24', [-0.271284, -0.672327, 1.0]]]
[['2, k, 0', [0.177098, -1.25081, 1.0]], ['2, k, 1', [0.179756, -0.943476, 1.0]], ['2, k, 2', [0.180659, -0.637765, 1.0]], ['2, k, 3', [0.164546, -0.543566, 1.0]], ['2, k, 4', [0.0274524, -0.787368, 1.0]], ['2, k, 5', [-0.056042, -0.736964, 1.0]], ['2, k, 6', [-0.198741, -0.685694, 1.0]], ['2, k, 7', [-0.270996, -0.657554, 1.0]], ['2, k, 8', [0.195391, -0.735417, 1.0]], ['2, k, 9', [-0.00657721, -0.711148, 1.0]], ['2, k, 10', [-0.203899, -0.681593, 1.0]], ['2, k, 11', [-0.283177, -0.650621, 1.0]], ['2, k, 12', [0.134528, -1.25287, 1.0]], ['2, k, 13', [0.0912895, -1.52637, 1.0]], ['2, k, 14', [0.0547907, -1.78547, 1.0]], ['2, k, 15', [-0.0186773, -1.80413, 1.0]], ['2, k, 16', [0.214876, -1.22316, 1.0]], ['2, k, 17', [0.265947, -1.46293, 1.0]], ['2, k, 18', [0.304184, -1.74602, 1.0]], ['2, k, 19', [0.240906, -1.79346, 1.0]], ['2, k, 20', [0.180634, -0.714037, 1.0]], ['2, k, 21', [-0.309569, -0.629348, 1.0]], ['2, k, 22', [-0.293236, -0.668816, 1.0]], ['2, k, 23', [-0.330405, -0.633457, 1.0]], ['2, k, 24', [-0.272645, -0.645907, 1.0]]]
[['2, k, 0', [0.175303, -1.25123, 1.0]], ['2, k, 1', [0.179321, -0.943887, 1.0]], ['2, k, 2', [0.181283, -0.638363, 1.0]], ['2, k, 3', [0.16458, -0.543208, 1.0]], ['2, k, 4', [0.0280772, -0.787961, 1.0]], ['2, k, 5', [-0.0584185, -0.725736, 1.0]], ['2, k, 6', [-0.205109, -0.680198, 1.0]], ['2, k, 7', [-0.26973, -0.644013, 1.0]], ['2, k, 8', [0.199465, -0.736952, 1.0]], ['2, k, 9', [0.00392298, -0.713544, 1.0]], ['2, k, 10', [-0.185813, -0.676892, 1.0]], ['2, k, 11', [-0.254783, -0.649222, 1.0]], ['2, k, 12', [0.13231, -1.25279, 1.0]], ['2, k, 13', [0.0919968, -1.52694, 1.0]], ['2, k, 14', [0.0530812, -1.78576, 1.0]], ['2, k, 15', [-0.0200325, -1.80393, 1.0]], ['2, k, 16', [0.213919, -1.22361, 1.0]], ['2, k, 17', [0.266194, -1.46202, 1.0]], ['2, k, 18', [0.302316, -1.75011, 1.0]], ['2, k, 19', [0.239159, -1.79728, 1.0]], ['2, k, 20', [0.180961, -0.714568, 1.0]], ['2, k, 21', [-0.292208, -0.63498, 1.0]], ['2, k, 22', [-0.309338, -0.634636, 1.0]], ['2, k, 23', [-0.287375, -0.631409, 1.0]], ['2, k, 24', [-0.278833, -0.629679, 1.0]]]
