[['2, k, 0', [0.173645, -1.03028, 1.0]], ['2, k, 1', [0.209115, -0.741331, 1.0]], ['2, k, 2', [0.24315, -0.455253, 1.0]], ['2, k, 3', [0.212829, -0.332202, 1.0]], ['2, k, 4', [0.0292393, -0.645588, 1.0]], ['2, k, 5', [-0.0478546, -0.51599, 1.0]], ['2, k, 6', [-0.351397, -0.530661, 1.0]], ['2, k, 7', [-0.440163, -0.527286, 1.0]], ['2, k, 8', [0.33626, -0.588145, 1.0]], ['2, k, 9', [0.225589, -0.449638, 1.0]], ['2, k, 10', [0.00571564, -0.487571, 1.0]], ['2, k, 11', [-0.0160751, -0.453606, 1.0]], ['2, k, 12', [0.102054, -1.0324, 1.0]], ['2, k, 13', [0.0485482, -1.4049, 1.0]], ['2, k, 14', [0.0604051, -1.67162, 1.0]], ['2, k, 15', [-0.0160371, -1.74431, 1.0]], ['2, k, 16', [0.241618, -1.00649, 1.0]], ['2, k, 17', [0.279754, -1.34082, 1.0]], ['2, k, 18', [0.286119, -1.4306, 1.0]], ['2, k, 19', [0.30015, -1.5304, 1.0]], ['2, k, 20', [0.234873, -0.526517, 1.0]], ['2, k, 21', [-0.488653, -0.518648, 1.0]], ['2, k, 22', [-0.385824, -0.554784, 1.0]], ['2, k, 23', [-0.0429999, -0.466558, 1.0]], ['2, k, 24', [0.00732758, -0.43848, 1.0]]]
[['2, k, 0', [0.164259, -1.07373, 1.0]], ['2, k, 1', [0.185394, -0.742616, 1.0]], ['2, k, 2', [0.20563, -0.416258, 1.0]], ['2, k, 3', [0.182519, -0.321381, 1.0]], ['2, k, 4', [-0.00199342, -0.630172, 1.0]], ['2, k, 5', [-0.201286, -0.5639, 1.0]], ['2, k, 6', [-0.37718, -0.514159, 1.0]], ['2, k, 7', [-0.447078, -0.483449, 1.0]], ['2, k, 8', [0.299051, -0.534351, 1.0]], ['2, k, 9', [0.200403, -0.457278, 1.0]], ['2, k, 10', [0.0925004, -0.412889, 1.0]], ['2, k, 11', [0.0354544, -0.393032, 1.0]], ['2, k, 12', [0.100673, -1.07594, 1.0]], ['2, k, 13', [0.0748574, -1.40378, 1.0]], ['2, k, 14', [0.0655888, -1.74312, 1.0]], ['2, k, 15', [-0.00944709, -1.77879, 1.0]], ['2, k, 16', [0.224078, -1.04616, 1.0]], ['2, k, 17', [0.264428, -1.32867, 1.0]], ['2, k, 18', [0.332919, -1.65665, 1.0]], ['2, k, 19', [0.287741, -1.52267, 1.0]], ['2, k, 20', [0.200766, -0.497379, 1.0]], ['2, k, 21', [-0.480961, -0.482003, 1.0]], ['2, k, 22', [-0.399648, -0.476852, 1.0]], ['2, k, 23', [0.0241895, -0.390957, 1.0]], ['2, k, 24', [-0.0122626, -0.375835, 1.0]]]
[['2, k, 0', [0.163658, -1.07956, 1.0]], ['2, k, 1', [0.183312, -0.747354, 1.0]], ['2, k, 2', [0.201962, -0.420015, 1.0]], ['2, k, 3', [0.183097, -0.323826, 1.0]], ['2, k, 4', [-0.0012365, -0.63316, 1.0]], ['2, k, 5', [-0.195649, -0.559577, 1.0]], ['2, k, 6', [-0.372658, -0.509882, 1.0]], ['2, k, 7', [-0.431208, -0.47915, 1.0]], ['2, k, 8', [0.299786, -0.54718, 1.0]], ['2, k, 9', [0.222676, -0.455503, 1.0]], ['2, k, 10', [0.0823261, -0.408415, 1.0]], ['2, k, 11', [0.0697759, -0.395495, 1.0]], ['2, k, 12', [0.0987675, -1.08191, 1.0]], ['2, k, 13', [0.075524, -1.40181, 1.0]], ['2, k, 14', [0.0632341, -1.74091, 1.0]], ['2, k, 15', [-0.0106849, -1.77644, 1.0]], ['2, k, 16', [0.224723, -1.05181, 1.0]], ['2, k, 17', [0.26669, -1.34829, 1.0]], ['2, k, 18', [0.337681, -1.67606, 1.0]], ['2, k, 19', [0.293421, -1.54067, 1.0]], ['2, k, 20', [0.197515, -0.501373, 1.0]], ['2, k, 21', [-0.467925, -0.474895, 1.0]], ['2, k, 22', [-0.367161, -0.468156, 1.0]], ['2, k, 23', [0.071042, -0.394266, 1.0]], ['2, k, 24', [0.0407575, -0.395689, 1.0]]]
[['2, k, 0', [0.163732, -1.09082, 1.0]], ['2, k, 1', [0.182877, -0.751221, 1.0]], ['2, k, 2', [0.201598, -0.42035, 1.0]], ['2, k, 3', [0.183007, -0.323946, 1.0]], ['2, k, 4', [0.00984729, -0.652018, 1.0]], ['2, k, 5', [-0.181029, -0.563551, 1.0]], ['2, k, 6', [-0.358202, -0.505913, 1.0]], ['2, k, 7', [-0.411108, -0.475466, 1.0]], ['2, k, 8', [0.306411, -0.585459, 1.0]], ['2, k, 9', [0.300161, -0.471747, 1.0]], ['2, k, 10', [0.169833, -0.425021, 1.0]], ['2, k, 11', [0.120224, -0.399123, 1.0]], ['2, k, 12', [0.0935376, -1.0938, 1.0]], ['2, k, 13', [0.0756095, -1.40136, 1.0]], ['2, k, 14', [0.0618443, -1.74045, 1.0]], ['2, k, 15', [0.000608403, -1.77872, 1.0]], ['2, k, 16', [0.23054, -1.06539, 1.0]], ['2, k, 17', [0.267974, -1.34071, 1.0]], ['2, k, 18', [0.334993, -1.66957, 1.0]], ['2, k, 19', [0.293479, -1.53174, 1.0]], ['2, k, 20', [0.197096, -0.5022, 1.0]], ['2, k, 21', [-0.44838, -0.470848, 1.0]], ['2, k, 22', [-0.336018, -0.461617, 1.0]], ['2, k, 23', [0.123904, -0.401507, 1.0]], ['2, k, 24', [0.0630238, -0.410665, 1.0]]]
[['2, k, 0', [0.163958, -1.10681, 1.0]], ['2, k, 1', [0.182137, -0.755513, 1.0]], ['2, k, 2', [0.200723, -0.419836, 1.0]], ['2, k, 3', [0.179409, -0.324845, 1.0]], ['2, k, 4', [0.0128228, -0.654883, 1.0]], ['2, k, 5', [-0.179905, -0.559305, 1.0]], ['2, k, 6', [-0.352402, -0.500509, 1.0]], ['2, k, 7', [-0.399783, -0.469149, 1.0]], ['2, k, 8', [0.286237, -0.60701, 1.0]], ['2, k, 9', [0.396652, -0.470099, 1.0]], ['2, k, 10', [0.270026, -0.457242, 1.0]], ['2, k, 11', [0.171774, -0.399936, 1.0]], ['2, k, 12', [0.0882144, -1.10843, 1.0]], ['2, k, 13', [0.0755948, -1.40136, 1.0]], ['2, k, 14', [0.0601522, -1.74007, 1.0]], ['2, k, 15', [0.00480686, -1.77932, 1.0]], ['2, k, 16', [0.236514, -1.08199, 1.0]], ['2, k, 17', [0.269849, -1.34817, 1.0]], ['2, k, 18', [0.300838, -1.68503, 1.0]], ['2, k, 19', [0.278985, -1.53857, 1.0]], ['2, k, 20', [0.196532, -0.50235, 1.0]], ['2, k, 21', [-0.430933, -0.467919, 1.0]], ['2, k, 22', [-0.334531, -0.459003, 1.0]], ['2, k, 23', [0.163015, -0.40643, 1.0]], ['2, k, 24', [0.113931, -0.411455, 1.0]]]
[['2, k, 0', [0.163459, -1.11067, 1.0]], ['2, k, 1', [0.179852, -0.762113, 1.0]], ['2, k, 2', [0.196913, -0.423122, 1.0]], ['2, k, 3', [0.177861, -0.327694, 1.0]], ['2, k, 4', [0.0117153, -0.653713, 1.0]], ['2, k, 5', [-0.174029, -0.556358, 1.0]], ['2, k, 6', [-0.337277, -0.495886, 1.0]], ['2, k, 7', [-0.382398, -0.464862, 1.0]], ['2, k, 8', [0.281227, -0.606329, 1.0]], ['2, k, 9', [0.40106, -0.47716, 1.0]], ['2, k, 10', [0.295287, -0.459424, 1.0]], ['2, k, 11', [0.218858, -0.400045, 1.0]], ['2, k, 12', [0.0867521, -1.11076, 1.0]], ['2, k, 13', [0.0758137, -1.40107, 1.0]], ['2, k, 14', [0.0577046, -1.73943, 1.0]], ['2, k, 15', [0.00342833, -1.77829, 1.0]], ['2, k, 16', [0.23739, -1.0874, 1.0]], ['2, k, 17', [0.271309, -1.34297, 1.0]], ['2, k, 18', [0.302302, -1.67975, 1.0]], ['2, k, 19', [0.279475, -1.53375, 1.0]], ['2, k, 20', [0.192849, -0.506839, 1.0]], ['2, k, 21', [-0.404102, -0.464321, 1.0]], ['2, k, 22', [-0.311374, -0.462653, 1.0]], ['2, k, 23', [0.216996, -0.404784, 1.0]], ['2, k, 24', [0.164572, -0.408554, 1.0]]]
[['2, k, 0', [0.16374, -1.11112, 1.0]], ['2, k, 1', [0.179565, -0.764386, 1.0]], ['2, k, 2', [0.19517, -0.426371, 1.0]], ['2, k, 3', [0.17563, -0.33127, 1.0]], ['2, k, 4', [0.0116525, -0.65335, 1.0]], ['2, k, 5', [-0.162634, -0.544534, 1.0]], ['2, k, 6', [-0.302974, -0.502742, 1.0]], ['2, k, 7', [-0.36042, -0.461695, 1.0]], ['2, k, 8', [0.28116, -0.606121, 1.0]], ['2, k, 9', [0.404298, -0.479479, 1.0]], ['2, k, 10', [0.296859, -0.4605, 1.0]], ['2, k, 11', [0.259644, -0.401112, 1.0]], ['2, k, 12', [0.0867463, -1.11101, 1.0]], ['2, k, 13', [0.0761369, -1.40065, 1.0]], ['2, k, 14', [0.0576751, -1.73843, 1.0]], ['2, k, 15', [0.00368538, -1.77816, 1.0]], ['2, k, 16', [0.238427, -1.08801, 1.0]], ['2, k, 17', [0.269584, -1.3444, 1.0]], ['2, k, 18', [0.302139, -1.68186, 1.0]], ['2, k, 19', [0.279891, -1.53526, 1.0]], ['2, k, 20', [0.191475, -0.510081, 1.0]], ['2, k, 21', [-0.398732, -0.460906, 1.0]], ['2, k, 22', [-0.291119, -0.458222, 1.0]], ['2, k, 23', [0.261998, -0.406939, 1.0]], ['2, k, 24', [0.24273, -0.419854, 1.0]]]
[['2, k, 0', [0.164257, -1.1107, 1.0]], ['2, k, 1', [0.179382, -0.765215, 1.0]], ['2, k, 2', [0.193428, -0.42902, 1.0]], ['2, k, 3', [0.174274, -0.333858, 1.0]], ['2, k, 4', [0.0111186, -0.653233, 1.0]], ['2, k, 5', [-0.162516, -0.54814, 1.0]], ['2, k, 6', [-0.293348, -0.507147, 1.0]], ['2, k, 7', [-0.336783, -0.455981, 1.0]], ['2, k, 8', [0.281622, -0.601968, 1.0]], ['2, k, 9', [0.412076, -0.487332, 1.0]], ['2, k, 10', [0.289513, -0.436186, 1.0]], ['2, k, 11', [0.290892, -0.402005, 1.0]], ['2, k, 12', [0.0870199, -1.1104, 1.0]], ['2, k, 13', [0.0761568, -1.40042, 1.0]], ['2, k, 14', [0.055956, -1.73819, 1.0]], ['2, k, 15', [0.00302793, -1.77701, 1.0]], ['2, k, 16', [0.23919, -1.08704, 1.0]], ['2, k, 17', [0.269691, -1.34397, 1.0]], ['2, k, 18', [0.300585, -1.68108, 1.0]], ['2, k, 19', [0.278109, -1.53437, 1.0]], ['2, k, 20', [0.190225, -0.512285, 1.0]], ['2, k, 21', [-0.347065, -0.457118, 1.0]], ['2, k, 22', [-0.260158, -0.452094, 1.0]], ['2, k, 23', [0.303536, -0.406198, 1.0]], ['2, k, 24', [0.283175, -0.415581, 1.0]]]
[['2, k, 0', [0.165371, -1.11012, 1.0]], ['2, k, 1', [0.1784, -0.772273, 1.0]], ['2, k, 2', [0.184973, -0.454762, 1.0]], ['2, k, 3', [0.173509, -0.335488, 1.0]], ['2, k, 4', [0.0104605, -0.65286, 1.0]], ['2, k, 5', [-0.151999, -0.54449, 1.0]], ['2, k, 6', [-0.240787, -0.47899, 1.0]], ['2, k, 7', [-0.303179, -0.451242, 1.0]], ['2, k, 8', [0.283974, -0.599383, 1.0]], ['2, k, 9', [0.416347, -0.486368, 1.0]], ['2, k, 10', [0.295591, -0.435958, 1.0]], ['2, k, 11', [0.313383, -0.402689, 1.0]], ['2, k, 12', [0.0876764, -1.10885, 1.0]], ['2, k, 13', [0.0761324, -1.39983, 1.0]], ['2, k, 14', [0.0562191, -1.73726, 1.0]], ['2, k, 15', [0.00506179, -1.77743, 1.0]], ['2, k, 16', [0.241782, -1.08632, 1.0]], ['2, k, 17', [0.268752, -1.34409, 1.0]], ['2, k, 18', [0.30208, -1.68074, 1.0]], ['2, k, 19', [0.278832, -1.53413, 1.0]], ['2, k, 20', [0.184079, -0.532705, 1.0]], ['2, k, 21', [-0.325569, -0.451914, 1.0]], ['2, k, 22', [-0.225429, -0.445963, 1.0]], ['2, k, 23', [0.336114, -0.412494, 1.0]], ['2, k, 24', [0.22853, -0.408274, 1.0]]]
[['2, k, 0', [0.16697, -1.10922, 1.0]], ['2, k, 1', [0.177719, -0.774816, 1.0]], ['2, k, 2', [0.182569, -0.457295, 1.0]], ['2, k, 3', [0.172914, -0.335833, 1.0]], ['2, k, 4', [0.0102751, -0.652569, 1.0]], ['2, k, 5', [-0.146273, -0.542613, 1.0]], ['2, k, 6', [-0.246437, -0.488441, 1.0]], ['2, k, 7', [-0.289698, -0.449129, 1.0]], ['2, k, 8', [0.28524, -0.597063, 1.0]], ['2, k, 9', [0.423754, -0.473075, 1.0]], ['2, k, 10', [0.372985, -0.427221, 1.0]], ['2, k, 11', [0.356858, -0.40389, 1.0]], ['2, k, 12', [0.0886128, -1.10752, 1.0]], ['2, k, 13', [0.0765713, -1.39974, 1.0]], ['2, k, 14', [0.0559682, -1.73685, 1.0]], ['2, k, 15', [0.00648255, -1.77762, 1.0]], ['2, k, 16', [0.244786, -1.08481, 1.0]], ['2, k, 17', [0.269497, -1.34316, 1.0]], ['2, k, 18', [0.299793, -1.68002, 1.0]], ['2, k, 19', [0.290527, -1.55078, 1.0]], ['2, k, 20', [0.181869, -0.535717, 1.0]], ['2, k, 21', [-0.312045, -0.446774, 1.0]], ['2, k, 22', [-0.21705, -0.44397, 1.0]], ['2, k, 23', [0.37538, -0.40751, 1.0]], ['2, k, 24', [0.277676, -0.407318, 1.0]]]
[['2, k, 0', [0.1694, -1.10725, 1.0]], ['2, k, 1', [0.177741, -0.774791, 1.0]], ['2, k, 2', [0.182074, -0.456248, 1.0]], ['2, k, 3', [0.171821, -0.335833, 1.0]], ['2, k, 4', [0.00899956, -0.651383, 1.0]], ['2, k, 5', [-0.155846, -0.541321, 1.0]], ['2, k, 6', [-0.243513, -0.487404, 1.0]], ['2, k, 7', [-0.269953, -0.445847, 1.0]], ['2, k, 8', [0.292251, -0.585016, 1.0]], ['2, k, 9', [0.40321, -0.501164, 1.0]], ['2, k, 10', [0.390101, -0.423324, 1.0]], ['2, k, 11', [0.387152, -0.403626, 1.0]], ['2, k, 12', [0.0898724, -1.10479, 1.0]], ['2, k, 13', [0.0766526, -1.39911, 1.0]], ['2, k, 14', [0.0539494, -1.73522, 1.0]], ['2, k, 15', [0.0117785, -1.77918, 1.0]], ['2, k, 16', [0.248578, -1.08275, 1.0]], ['2, k, 17', [0.269257, -1.34199, 1.0]], ['2, k, 18', [0.310437, -1.67656, 1.0]], ['2, k, 19', [0.291759, -1.55711, 1.0]], ['2, k, 20', [0.181583, -0.535199, 1.0]], ['2, k, 21', [-0.287736, -0.448306, 1.0]], ['2, k, 22', [-0.208956, -0.440937, 1.0]], ['2, k, 23', [0.412805, -0.407913, 1.0]], ['2, k, 24', [0.311771, -0.41037, 1.0]]]
[['2, k, 0', [0.171127, -1.10634, 1.0]], ['2, k, 1', [0.177723, -0.774799, 1.0]], ['2, k, 2', [0.181087, -0.455429, 1.0]], ['2, k, 3', [0.171028, -0.335833, 1.0]], ['2, k, 4', [0.00809494, -0.650464, 1.0]], ['2, k, 5', [-0.153346, -0.556533, 1.0]], ['2, k, 6', [-0.212051, -0.486158, 1.0]], ['2, k, 7', [-0.22965, -0.442118, 1.0]], ['2, k, 8', [0.292756, -0.584026, 1.0]], ['2, k, 9', [0.423461, -0.503233, 1.0]], ['2, k, 10', [0.407581, -0.412311, 1.0]], ['2, k, 11', [0.382839, -0.410612, 1.0]], ['2, k, 12', [0.0910018, -1.10305, 1.0]], ['2, k, 13', [0.076746, -1.39887, 1.0]], ['2, k, 14', [0.053522, -1.73476, 1.0]], ['2, k, 15', [0.0138723, -1.77917, 1.0]], ['2, k, 16', [0.251819, -1.08196, 1.0]], ['2, k, 17', [0.268668, -1.34164, 1.0]], ['2, k, 18', [0.305551, -1.67582, 1.0]], ['2, k, 19', [0.291758, -1.55771, 1.0]], ['2, k, 20', [0.180937, -0.534762, 1.0]], ['2, k, 21', [-0.237274, -0.444862, 1.0]], ['2, k, 22', [-0.153557, -0.438656, 1.0]], ['2, k, 23', [0.307027, -0.41556, 1.0]], ['2, k, 24', [0.295027, -0.407282, 1.0]]]
[['2, k, 0', [0.172678, -1.10502, 1.0]], ['2, k, 1', [0.177682, -0.774545, 1.0]], ['2, k, 2', [0.180058, -0.454167, 1.0]], ['2, k, 3', [0.168724, -0.334988, 1.0]], ['2, k, 4', [0.00784886, -0.649815, 1.0]], ['2, k, 5', [-0.132273, -0.529994, 1.0]], ['2, k, 6', [-0.236977, -0.486121, 1.0]], ['2, k, 7', [-0.220893, -0.443833, 1.0]], ['2, k, 8', [0.290891, -0.573552, 1.0]], ['2, k, 9', [0.42551, -0.504155, 1.0]], ['2, k, 10', [0.410363, -0.420225, 1.0]], ['2, k, 11', [0.367806, -0.413641, 1.0]], ['2, k, 12', [0.0918343, -1.10109, 1.0]], ['2, k, 13', [0.0765123, -1.39813, 1.0]], ['2, k, 14', [0.0538863, -1.73368, 1.0]], ['2, k, 15', [0.0234901, -1.78056, 1.0]], ['2, k, 16', [0.25387, -1.08108, 1.0]], ['2, k, 17', [0.268819, -1.34114, 1.0]], ['2, k, 18', [0.305292, -1.67514, 1.0]], ['2, k, 19', [0.328633, -1.56633, 1.0]], ['2, k, 20', [0.180171, -0.533872, 1.0]], ['2, k, 21', [-0.200484, -0.443, 1.0]], ['2, k, 22', [-0.15578, -0.441678, 1.0]], ['2, k, 23', [0.298223, -0.419036, 1.0]], ['2, k, 24', [0.291413, -0.414826, 1.0]]]
[['2, k, 0', [0.172331, -1.10567, 1.0]], ['2, k, 1', [0.176987, -0.774842, 1.0]], ['2, k, 2', [0.179204, -0.453103, 1.0]], ['2, k, 3', [0.168263, -0.335176, 1.0]], ['2, k, 4', [0.00718784, -0.647213, 1.0]], ['2, k, 5', [-0.128846, -0.526762, 1.0]], ['2, k, 6', [-0.161213, -0.4767, 1.0]], ['2, k, 7', [-0.185042, -0.442001, 1.0]], ['2, k, 8', [0.29194, -0.57796, 1.0]], ['2, k, 9', [0.445328, -0.504676, 1.0]], ['2, k, 10', [0.359866, -0.440106, 1.0]], ['2, k, 11', [0.346499, -0.417523, 1.0]], ['2, k, 12', [0.0911077, -1.10126, 1.0]], ['2, k, 13', [0.0692527, -1.42546, 1.0]], ['2, k, 14', [0.0519644, -1.76072, 1.0]], ['2, k, 15', [0.0273352, -1.80944, 1.0]], ['2, k, 16', [0.252871, -1.08368, 1.0]], ['2, k, 17', [0.269164, -1.3438, 1.0]], ['2, k, 18', [0.304342, -1.6775, 1.0]], ['2, k, 19', [0.290771, -1.55664, 1.0]], ['2, k, 20', [0.179333, -0.533226, 1.0]], ['2, k, 21', [-0.162161, -0.439337, 1.0]], ['2, k, 22', [-0.102868, -0.437933, 1.0]], ['2, k, 23', [0.280495, -0.42076, 1.0]], ['2, k, 24', [0.264816, -0.414911, 1.0]]]
[['2, k, 0', [0.172099, -1.10561, 1.0]], ['2, k, 1', [0.173655, -0.777728, 1.0]], ['2, k, 2', [0.17141, -0.459084, 1.0]], ['2, k, 3', [0.167753, -0.335314, 1.0]], ['2, k, 4', [0.0128626, -0.648021, 1.0]], ['2, k, 5', [-0.118404, -0.533694, 1.0]], ['2, k, 6', [-0.0818916, -0.462765, 1.0]], ['2, k, 7', [-0.145511, -0.440607, 1.0]], ['2, k, 8', [0.309588, -0.579332, 1.0]], ['2, k, 9', [0.464514, -0.521898, 1.0]], ['2, k, 10', [0.359038, -0.461672, 1.0]], ['2, k, 11', [0.403202, -0.419405, 1.0]], ['2, k, 12', [0.0906746, -1.101, 1.0]], ['2, k, 13', [0.0705963, -1.4095, 1.0]], ['2, k, 14', [0.0528223, -1.74492, 1.0]], ['2, k, 15', [0.0438851, -1.79636, 1.0]], ['2, k, 16', [0.252256, -1.08398, 1.0]], ['2, k, 17', [0.261629, -1.35047, 1.0]], ['2, k, 18', [0.318578, -1.68245, 1.0]], ['2, k, 19', [0.28945, -1.55532, 1.0]], ['2, k, 20', [0.172504, -0.538348, 1.0]], ['2, k, 21', [-0.163144, -0.440665, 1.0]], ['2, k, 22', [-0.0682524, -0.434149, 1.0]], ['2, k, 23', [0.444343, -0.413404, 1.0]], ['2, k, 24', [0.354778, -0.418422, 1.0]]]
[['2, k, 0', [0.17185, -1.10522, 1.0]], ['2, k, 1', [0.17316, -0.777086, 1.0]], ['2, k, 2', [0.170854, -0.456201, 1.0]], ['2, k, 3', [0.166784, -0.33553, 1.0]], ['2, k, 4', [0.0126111, -0.647769, 1.0]], ['2, k, 5', [-0.0975872, -0.541305, 1.0]], ['2, k, 6', [-0.0548178, -0.459846, 1.0]], ['2, k, 7', [-0.10803, -0.438142, 1.0]], ['2, k, 8', [0.313623, -0.580131, 1.0]], ['2, k, 9', [0.490703, -0.521639, 1.0]], ['2, k, 10', [0.3447, -0.473423, 1.0]], ['2, k, 11', [0.530584, -0.415907, 1.0]], ['2, k, 12', [0.0897869, -1.09947, 1.0]], ['2, k, 13', [0.0701296, -1.40418, 1.0]], ['2, k, 14', [0.0512817, -1.73972, 1.0]], ['2, k, 15', [0.0422798, -1.78995, 1.0]], ['2, k, 16', [0.251629, -1.08376, 1.0]], ['2, k, 17', [0.260628, -1.34688, 1.0]], ['2, k, 18', [0.317188, -1.67886, 1.0]], ['2, k, 19', [0.290317, -1.55652, 1.0]], ['2, k, 20', [0.171844, -0.536212, 1.0]], ['2, k, 21', [-0.121779, -0.439433, 1.0]], ['2, k, 22', [-0.0296311, -0.434257, 1.0]], ['2, k, 23', [0.575766, -0.41732, 1.0]], ['2, k, 24', [0.557172, -0.42715, 1.0]]]
[['2, k, 0', [0.170163, -1.10255, 1.0]], ['2, k, 1', [0.167061, -0.776076, 1.0]], ['2, k, 2', [0.158897, -0.45695, 1.0]], ['2, k, 3', [0.165365, -0.335509, 1.0]], ['2, k, 4', [0.0105045, -0.64892, 1.0]], ['2, k, 5', [-0.0857402, -0.618353, 1.0]], ['2, k, 6', [-0.0307052, -0.468101, 1.0]], ['2, k, 7', [-0.0794766, -0.436838, 1.0]], ['2, k, 8', [0.319578, -0.584357, 1.0]], ['2, k, 9', [0.498313, -0.512695, 1.0]], ['2, k, 10', [0.597402, -0.424421, 1.0]], ['2, k, 11', [0.618962, -0.414714, 1.0]], ['2, k, 12', [0.0881172, -1.09536, 1.0]], ['2, k, 13', [0.0688599, -1.40151, 1.0]], ['2, k, 14', [0.0517819, -1.73693, 1.0]], ['2, k, 15', [0.0491567, -1.78846, 1.0]], ['2, k, 16', [0.249503, -1.08243, 1.0]], ['2, k, 17', [0.256523, -1.34271, 1.0]], ['2, k, 18', [0.318537, -1.67322, 1.0]], ['2, k, 19', [0.235201, -1.6078, 1.0]], ['2, k, 20', [0.161321, -0.536342, 1.0]], ['2, k, 21', [-0.096004, -0.438264, 1.0]], ['2, k, 22', [-0.0105193, -0.434927, 1.0]], ['2, k, 23', [0.663785, -0.414054, 1.0]], ['2, k, 24', [0.555211, -0.418911, 1.0]]]
[['2, k, 0', [0.168617, -1.10011, 1.0]], ['2, k, 1', [0.165858, -0.775384, 1.0]], ['2, k, 2', [0.158624, -0.456818, 1.0]], ['2, k, 3', [0.165071, -0.335745, 1.0]], ['2, k, 4', [0.0100157, -0.643384, 1.0]], ['2, k, 5', [-0.0862766, -0.621644, 1.0]], ['2, k, 6', [0.0179139, -0.479921, 1.0]], ['2, k, 7', [-0.0253042, -0.434168, 1.0]], ['2, k, 8', [0.319789, -0.584379, 1.0]], ['2, k, 9', [0.507199, -0.52101, 1.0]], ['2, k, 10', [0.589479, -0.471411, 1.0]], ['2, k, 11', [0.648444, -0.420109, 1.0]], ['2, k, 12', [0.0863224, -1.09136, 1.0]], ['2, k, 13', [0.0652397, -1.38945, 1.0]], ['2, k, 14', [0.0522718, -1.72516, 1.0]], ['2, k, 15', [0.0529022, -1.77647, 1.0]], ['2, k, 16', [0.247257, -1.08084, 1.0]], ['2, k, 17', [0.252179, -1.34124, 1.0]], ['2, k, 18', [0.319719, -1.67092, 1.0]], ['2, k, 19', [0.259875, -1.57532, 1.0]], ['2, k, 20', [0.160842, -0.53611, 1.0]], ['2, k, 21', [-0.0320325, -0.435071, 1.0]], ['2, k, 22', [0.061252, -0.433344, 1.0]], ['2, k, 23', [0.67991, -0.422499, 1.0]], ['2, k, 24', [0.580435, -0.421929, 1.0]]]
[['2, k, 0', [0.168043, -1.09942, 1.0]], ['2, k, 1', [0.160251, -0.776163, 1.0]], ['2, k, 2', [0.14506, -0.460601, 1.0]], ['2, k, 3', [0.163447, -0.33655, 1.0]], ['2, k, 4', [0.00969191, -0.643278, 1.0]], ['2, k, 5', [-0.0872718, -0.62046, 1.0]], ['2, k, 6', [-0.0791786, -0.47209, 1.0]], ['2, k, 7', [-0.00868153, -0.431089, 1.0]], ['2, k, 8', [0.31973, -0.584267, 1.0]], ['2, k, 9', [0.510733, -0.527745, 1.0]], ['2, k, 10', [0.614596, -0.458369, 1.0]], ['2, k, 11', [0.673122, -0.422858, 1.0]], ['2, k, 12', [0.0852118, -1.08958, 1.0]], ['2, k, 13', [0.062813, -1.38374, 1.0]], ['2, k, 14', [0.0503239, -1.7193, 1.0]], ['2, k, 15', [0.0535183, -1.77203, 1.0]], ['2, k, 16', [0.24694, -1.0808, 1.0]], ['2, k, 17', [0.252471, -1.34103, 1.0]], ['2, k, 18', [0.316646, -1.67128, 1.0]], ['2, k, 19', [0.285281, -1.52626, 1.0]], ['2, k, 20', [0.149313, -0.53899, 1.0]], ['2, k, 21', [0.0135011, -0.431535, 1.0]], ['2, k, 22', [-0.00831033, -0.401785, 1.0]], ['2, k, 23', [0.719867, -0.422631, 1.0]], ['2, k, 24', [0.597735, -0.424861, 1.0]]]
[['2, k, 0', [0.166434, -1.0963, 1.0]], ['2, k, 1', [0.159463, -0.774793, 1.0]], ['2, k, 2', [0.145761, -0.459248, 1.0]], ['2, k, 3', [0.1614, -0.337021, 1.0]], ['2, k, 4', [0.0119349, -0.635231, 1.0]], ['2, k, 5', [-0.0660269, -0.514174, 1.0]], ['2, k, 6', [0.0343654, -0.450039, 1.0]], ['2, k, 7', [0.0697688, -0.425784, 1.0]], ['2, k, 8', [0.324209, -0.583986, 1.0]], ['2, k, 9', [0.50511, -0.53034, 1.0]], ['2, k, 10', [0.634091, -0.461839, 1.0]], ['2, k, 11', [0.686828, -0.424467, 1.0]], ['2, k, 12', [0.0834222, -1.08235, 1.0]], ['2, k, 13', [0.0608794, -1.38282, 1.0]], ['2, k, 14', [0.0493172, -1.71823, 1.0]], ['2, k, 15', [0.0623409, -1.77185, 1.0]], ['2, k, 16', [0.245061, -1.07967, 1.0]], ['2, k, 17', [0.249287, -1.34126, 1.0]], ['2, k, 18', [0.321239, -1.66947, 1.0]], ['2, k, 19', [0.286826, -1.52596, 1.0]], ['2, k, 20', [0.14955, -0.53781, 1.0]], ['2, k, 21', [0.147595, -0.428746, 1.0]], ['2, k, 22', [0.150634, -0.426776, 1.0]], ['2, k, 23', [0.729195, -0.431108, 1.0]], ['2, k, 24', [0.597949, -0.42425, 1.0]]]
