[['2, k, 0', [-0.1999727, -0.1118183, 1.0]], ['2, k, 1', [-0.2017263, 0.1968983, 1.0]], ['2, k, 2', [-0.202726, 0.4939745, 1.0]], ['2, k, 3', [-0.2237872, 0.6205189, 1.0]], ['2, k, 4', [-0.3734791, 0.3630585, 1.0]], ['2, k, 5', [-0.4127777, 0.1045243, 1.0]], ['2, k, 6', [-0.4115573, -0.108031, 1.0]], ['2, k, 7', [-0.4033312, -0.1539655, 1.0]], ['2, k, 8', [-0.05161756, 0.3830652, 1.0]], ['2, k, 9', [0.00966847, 0.1339828, 1.0]], ['2, k, 10', [0.008710803, -0.07464657, 1.0]], ['2, k, 11', [-0.02351444, -0.1177787, 1.0]], ['2, k, 12', [-0.2732883, -0.1106206, 1.0]], ['2, k, 13', [-0.272324, -0.4600852, 1.0]], ['2, k, 14', [-0.2296663, -0.7720994, 1.0]], ['2, k, 15', [-0.2658098, -0.6978802, 1.0]], ['2, k, 16', [-0.1195495, -0.1090357, 1.0]], ['2, k, 17', [-0.06714382, -0.4854566, 1.0]], ['2, k, 18', [0.05905468, -0.7588683, 1.0]], ['2, k, 19', [0.003886718, -0.7158233, 1.0]], ['2, k, 20', [-0.2026678, 0.4213154, 1.0]], ['2, k, 21', [-0.3899538, -0.2299093, 1.0]], ['2, k, 22', [-0.4223124, -0.1508894, 1.0]], ['2, k, 23', [-0.02870081, -0.1636628, 1.0]], ['2, k, 24', [0.01392593, -0.1535405, 1.0]]]
[['2, k, 0', [-0.1992941, -0.08639583, 1.0]], ['2, k, 1', [-0.2066071, 0.2144564, 1.0]], ['2, k, 2', [-0.2123161, 0.5052952, 1.0]], ['2, k, 3', [-0.2087943, 0.6292744, 1.0]], ['2, k, 4', [-0.3522793, 0.406098, 1.0]], ['2, k, 5', [-0.4511986, 0.5422609, 1.0]], ['2, k, 6', [-0.4817332, 0.6932802, 1.0]], ['2, k, 7', [-0.4996333, 0.7224752, 1.0]], ['2, k, 8', [-0.05929598, 0.398346, 1.0]], ['2, k, 9', [0.006021869, 0.150333, 1.0]], ['2, k, 10', [0.02731467, -0.0588858, 1.0]], ['2, k, 11', [-0.02526737, -0.1163325, 1.0]], ['2, k, 12', [-0.2707983, -0.08449544, 1.0]], ['2, k, 13', [-0.2756003, -0.4432978, 1.0]], ['2, k, 14', [-0.2326413, -0.755666, 1.0]], ['2, k, 15', [-0.2859669, -0.7011956, 1.0]], ['2, k, 16', [-0.1204178, -0.08398864, 1.0]], ['2, k, 17', [-0.08252666, -0.4716108, 1.0]], ['2, k, 18', [0.007674427, -0.7588074, 1.0]], ['2, k, 19', [0.04168938, -0.7106414, 1.0]], ['2, k, 20', [-0.2111175, 0.4340174, 1.0]], ['2, k, 21', [-0.5104105, 0.7552468, 1.0]], ['2, k, 22', [-0.5466422, 0.7296877, 1.0]], ['2, k, 23', [-0.03139298, -0.1585126, 1.0]], ['2, k, 24', [-0.007703427, -0.1563232, 1.0]]]
[['2, k, 0', [-0.1996444, -0.08040506, 1.0]], ['2, k, 1', [-0.20637, 0.2177956, 1.0]], ['2, k, 2', [-0.2115553, 0.50689, 1.0]], ['2, k, 3', [-0.2085113, 0.6301675, 1.0]], ['2, k, 4', [-0.353104, 0.4116356, 1.0]], ['2, k, 5', [-0.4467288, 0.5652546, 1.0]], ['2, k, 6', [-0.4718816, 0.7270935, 1.0]], ['2, k, 7', [-0.4893538, 0.7664216, 1.0]], ['2, k, 8', [-0.06055535, 0.4006405, 1.0]], ['2, k, 9', [0.005902266, 0.1514503, 1.0]], ['2, k, 10', [0.02675974, -0.05772658, 1.0]], ['2, k, 11', [-0.02587516, -0.1161863, 1.0]], ['2, k, 12', [-0.2715499, -0.07966669, 1.0]], ['2, k, 13', [-0.276282, -0.4400758, 1.0]], ['2, k, 14', [-0.2327359, -0.7526219, 1.0]], ['2, k, 15', [-0.288725, -0.702246, 1.0]], ['2, k, 16', [-0.1203802, -0.07732452, 1.0]], ['2, k, 17', [-0.0843062, -0.4574662, 1.0]], ['2, k, 18', [0.03420057, -0.7372679, 1.0]], ['2, k, 19', [9.442866e-05, -0.7340875, 1.0]], ['2, k, 20', [-0.2105177, 0.4360397, 1.0]], ['2, k, 21', [-0.5016496, 0.8085761, 1.0]], ['2, k, 22', [-0.540288, 0.7798157, 1.0]], ['2, k, 23', [-0.03731709, -0.170639, 1.0]], ['2, k, 24', [-0.01153381, -0.155493, 1.0]]]
[['2, k, 0', [-0.2033589, -0.0657374, 1.0]], ['2, k, 1', [-0.2057872, 0.223297, 1.0]], ['2, k, 2', [-0.2084883, 0.5077196, 1.0]], ['2, k, 3', [-0.2080871, 0.6314131, 1.0]], ['2, k, 4', [-0.3551304, 0.4672373, 1.0]], ['2, k, 5', [-0.4403827, 0.5864797, 1.0]], ['2, k, 6', [-0.4579695, 0.7513892, 1.0]], ['2, k, 7', [-0.4768066, 0.8004531, 1.0]], ['2, k, 8', [-0.05963411, 0.4047529, 1.0]], ['2, k, 9', [0.00517489, 0.1526279, 1.0]], ['2, k, 10', [0.02580057, -0.05669739, 1.0]], ['2, k, 11', [-0.02694139, -0.1176554, 1.0]], ['2, k, 12', [-0.274428, -0.06399757, 1.0]], ['2, k, 13', [-0.2770477, -0.4368362, 1.0]], ['2, k, 14', [-0.2321464, -0.749393, 1.0]], ['2, k, 15', [-0.2909411, -0.7039014, 1.0]], ['2, k, 16', [-0.1247255, -0.06488509, 1.0]], ['2, k, 17', [-0.0848022, -0.4521448, 1.0]], ['2, k, 18', [0.03383045, -0.732559, 1.0]], ['2, k, 19', [-0.001678504, -0.7450761, 1.0]], ['2, k, 20', [-0.2082475, 0.4377937, 1.0]], ['2, k, 21', [-0.4869588, 0.8410603, 1.0]], ['2, k, 22', [-0.5191666, 0.8175861, 1.0]], ['2, k, 23', [-0.03770375, -0.1708963, 1.0]], ['2, k, 24', [-0.01121519, -0.1384774, 1.0]]]
[['2, k, 0', [-0.2054311, -0.05854837, 1.0]], ['2, k, 1', [-0.2056753, 0.2278083, 1.0]], ['2, k, 2', [-0.2067711, 0.5086938, 1.0]], ['2, k, 3', [-0.2079171, 0.6319779, 1.0]], ['2, k, 4', [-0.3561339, 0.4685922, 1.0]], ['2, k, 5', [-0.4376439, 0.6068835, 1.0]], ['2, k, 6', [-0.4490668, 0.7813118, 1.0]], ['2, k, 7', [-0.4659243, 0.8264992, 1.0]], ['2, k, 8', [-0.05993471, 0.4101849, 1.0]], ['2, k, 9', [0.003064002, 0.1577346, 1.0]], ['2, k, 10', [0.02698926, -0.05162703, 1.0]], ['2, k, 11', [-0.02266248, -0.08643269, 1.0]], ['2, k, 12', [-0.2761968, -0.05698012, 1.0]], ['2, k, 13', [-0.2787996, -0.4308027, 1.0]], ['2, k, 14', [-0.2327142, -0.7437952, 1.0]], ['2, k, 15', [-0.2955489, -0.706367, 1.0]], ['2, k, 16', [-0.1272235, -0.05757481, 1.0]], ['2, k, 17', [-0.08505684, -0.447425, 1.0]], ['2, k, 18', [0.03235535, -0.7293608, 1.0]], ['2, k, 19', [0.004624091, -0.7579734, 1.0]], ['2, k, 20', [-0.206857, 0.4394785, 1.0]], ['2, k, 21', [-0.4748297, 0.8627671, 1.0]], ['2, k, 22', [-0.5177563, 0.8522369, 1.0]], ['2, k, 23', [-0.02364461, -0.1320141, 1.0]], ['2, k, 24', [-0.0008086961, -0.1293886, 1.0]]]
[['2, k, 0', [-0.2070106, -0.05303962, 1.0]], ['2, k, 1', [-0.2060806, 0.2303559, 1.0]], ['2, k, 2', [-0.2058391, 0.5084955, 1.0]], ['2, k, 3', [-0.2076592, 0.6332894, 1.0]], ['2, k, 4', [-0.3572368, 0.4714055, 1.0]], ['2, k, 5', [-0.4349557, 0.6273026, 1.0]], ['2, k, 6', [-0.4438002, 0.8059361, 1.0]], ['2, k, 7', [-0.4558985, 0.8484393, 1.0]], ['2, k, 8', [-0.06424785, 0.4159767, 1.0]], ['2, k, 9', [0.0009854373, 0.160194, 1.0]], ['2, k, 10', [0.02664791, -0.04902663, 1.0]], ['2, k, 11', [-0.02849458, -0.1114164, 1.0]], ['2, k, 12', [-0.2776502, -0.0505752, 1.0]], ['2, k, 13', [-0.2803582, -0.4249487, 1.0]], ['2, k, 14', [-0.2329118, -0.7378706, 1.0]], ['2, k, 15', [-0.2991416, -0.7110525, 1.0]], ['2, k, 16', [-0.1289308, -0.05299416, 1.0]], ['2, k, 17', [-0.08614538, -0.4427215, 1.0]], ['2, k, 18', [0.008611411, -0.7343385, 1.0]], ['2, k, 19', [0.06826614, -0.7486925, 1.0]], ['2, k, 20', [-0.2063255, 0.4400933, 1.0]], ['2, k, 21', [-0.4663966, 0.8833171, 1.0]], ['2, k, 22', [-0.4360319, 0.8824915, 1.0]], ['2, k, 23', [-0.03498748, -0.156224, 1.0]], ['2, k, 24', [-0.01298382, -0.1570464, 1.0]]]
[['2, k, 0', [-0.2077523, -0.04242328, 1.0]], ['2, k, 1', [-0.2058892, 0.2356541, 1.0]], ['2, k, 2', [-0.204698, 0.5091318, 1.0]], ['2, k, 3', [-0.2070449, 0.6342407, 1.0]], ['2, k, 4', [-0.3605775, 0.4931245, 1.0]], ['2, k, 5', [-0.4272705, 0.660077, 1.0]], ['2, k, 6', [-0.4377549, 0.8507919, 1.0]], ['2, k, 7', [-0.4511398, 0.8726298, 1.0]], ['2, k, 8', [-0.06838915, 0.4345012, 1.0]], ['2, k, 9', [0.0007652013, 0.159936, 1.0]], ['2, k, 10', [0.03845623, -0.04740981, 1.0]], ['2, k, 11', [-0.01309133, -0.08542623, 1.0]], ['2, k, 12', [-0.2777975, -0.04082423, 1.0]], ['2, k, 13', [-0.2808335, -0.4220018, 1.0]], ['2, k, 14', [-0.232123, -0.7344512, 1.0]], ['2, k, 15', [-0.2995194, -0.7146516, 1.0]], ['2, k, 16', [-0.1302766, -0.04209579, 1.0]], ['2, k, 17', [-0.08694083, -0.4379821, 1.0]], ['2, k, 18', [0.03097128, -0.719968, 1.0]], ['2, k, 19', [0.011472, -0.7738538, 1.0]], ['2, k, 20', [-0.2053915, 0.4416165, 1.0]], ['2, k, 21', [-0.4691336, 0.8936928, 1.0]], ['2, k, 22', [-0.4194942, 0.8706931, 1.0]], ['2, k, 23', [-0.01093367, -0.1380992, 1.0]], ['2, k, 24', [-0.002363279, -0.1409196, 1.0]]]
[['2, k, 0', [-0.2084241, -0.03784553, 1.0]], ['2, k, 1', [-0.2063554, 0.2382718, 1.0]], ['2, k, 2', [-0.2046719, 0.5092756, 1.0]], ['2, k, 3', [-0.2071235, 0.6346102, 1.0]], ['2, k, 4', [-0.358988, 0.4970052, 1.0]], ['2, k, 5', [-0.4264191, 0.6670551, 1.0]], ['2, k, 6', [-0.4344755, 0.8567799, 1.0]], ['2, k, 7', [-0.4451043, 0.88696, 1.0]], ['2, k, 8', [-0.0769609, 0.449153, 1.0]], ['2, k, 9', [-0.001541526, 0.1683201, 1.0]], ['2, k, 10', [0.02826379, -0.0413169, 1.0]], ['2, k, 11', [-0.01578958, -0.07376304, 1.0]], ['2, k, 12', [-0.2785471, -0.03631778, 1.0]], ['2, k, 13', [-0.2815139, -0.4194003, 1.0]], ['2, k, 14', [-0.2324669, -0.7320741, 1.0]], ['2, k, 15', [-0.3010002, -0.7171792, 1.0]], ['2, k, 16', [-0.1308324, -0.03768554, 1.0]], ['2, k, 17', [-0.08747119, -0.4352872, 1.0]], ['2, k, 18', [0.03071616, -0.717361, 1.0]], ['2, k, 19', [0.01631674, -0.7764394, 1.0]], ['2, k, 20', [-0.2054219, 0.4422537, 1.0]], ['2, k, 21', [-0.4584107, 0.907831, 1.0]], ['2, k, 22', [-0.4175157, 0.8858032, 1.0]], ['2, k, 23', [-0.01236131, -0.1297027, 1.0]], ['2, k, 24', [-0.002304268, -0.1260525, 1.0]]]
[['2, k, 0', [-0.2098448, -0.03359362, 1.0]], ['2, k, 1', [-0.2073834, 0.2404333, 1.0]], ['2, k, 2', [-0.2050635, 0.5092176, 1.0]], ['2, k, 3', [-0.207618, 0.6349515, 1.0]], ['2, k, 4', [-0.3576497, 0.5068826, 1.0]], ['2, k, 5', [-0.4224172, 0.6776217, 1.0]], ['2, k, 6', [-0.4289855, 0.8685131, 1.0]], ['2, k, 7', [-0.4380772, 0.8972811, 1.0]], ['2, k, 8', [-0.07694907, 0.4490192, 1.0]], ['2, k, 9', [-0.00195562, 0.168201, 1.0]], ['2, k, 10', [0.02698591, -0.04109594, 1.0]], ['2, k, 11', [-0.01202561, -0.07682813, 1.0]], ['2, k, 12', [-0.2794643, -0.03204762, 1.0]], ['2, k, 13', [-0.281698, -0.4183995, 1.0]], ['2, k, 14', [-0.2327914, -0.7311487, 1.0]], ['2, k, 15', [-0.3015801, -0.7182502, 1.0]], ['2, k, 16', [-0.1327811, -0.03350051, 1.0]], ['2, k, 17', [-0.08779485, -0.4342357, 1.0]], ['2, k, 18', [0.02948368, -0.7168942, 1.0]], ['2, k, 19', [0.020459, -0.7785259, 1.0]], ['2, k, 20', [-0.2058686, 0.4426588, 1.0]], ['2, k, 21', [-0.4591879, 0.9272555, 1.0]], ['2, k, 22', [-0.4476114, 0.8901263, 1.0]], ['2, k, 23', [-0.01180312, -0.1368583, 1.0]], ['2, k, 24', [0.002992937, -0.1125791, 1.0]]]
[['2, k, 0', [-0.210965, -0.03009085, 1.0]], ['2, k, 1', [-0.2145938, 0.2458661, 1.0]], ['2, k, 2', [-0.2220841, 0.5133252, 1.0]], ['2, k, 3', [-0.2131623, 0.6370763, 1.0]], ['2, k, 4', [-0.3626617, 0.5212361, 1.0]], ['2, k, 5', [-0.4189674, 0.6882597, 1.0]], ['2, k, 6', [-0.4248093, 0.8810809, 1.0]], ['2, k, 7', [-0.4371733, 0.909726, 1.0]], ['2, k, 8', [-0.07738324, 0.4465768, 1.0]], ['2, k, 9', [-0.001920463, 0.1661593, 1.0]], ['2, k, 10', [0.02628142, -0.04318492, 1.0]], ['2, k, 11', [-0.01078167, -0.07593487, 1.0]], ['2, k, 12', [-0.2800262, -0.02784032, 1.0]], ['2, k, 13', [-0.2819451, -0.4168583, 1.0]], ['2, k, 14', [-0.2329882, -0.7294531, 1.0]], ['2, k, 15', [-0.3020515, -0.7207004, 1.0]], ['2, k, 16', [-0.1343523, -0.03074821, 1.0]], ['2, k, 17', [-0.08816325, -0.433406, 1.0]], ['2, k, 18', [0.0170422, -0.7216851, 1.0]], ['2, k, 19', [0.04623058, -0.778285, 1.0]], ['2, k, 20', [-0.220072, 0.4478007, 1.0]], ['2, k, 21', [-0.4750341, 0.9571959, 1.0]], ['2, k, 22', [-0.4152979, 0.9182452, 1.0]], ['2, k, 23', [-0.00964806, -0.13732, 1.0]], ['2, k, 24', [0.007399687, -0.09771305, 1.0]]]
[['2, k, 0', [-0.2109717, -0.02899974, 1.0]], ['2, k, 1', [-0.2137901, 0.2464659, 1.0]], ['2, k, 2', [-0.2165522, 0.5129294, 1.0]], ['2, k, 3', [-0.2102534, 0.6371876, 1.0]], ['2, k, 4', [-0.3637392, 0.5256568, 1.0]], ['2, k, 5', [-0.4176471, 0.6935557, 1.0]], ['2, k, 6', [-0.4236223, 0.8878977, 1.0]], ['2, k, 7', [-0.4333975, 0.9165146, 1.0]], ['2, k, 8', [-0.0781199, 0.4435714, 1.0]], ['2, k, 9', [-0.002069558, 0.1649466, 1.0]], ['2, k, 10', [0.03253334, -0.04356931, 1.0]], ['2, k, 11', [-0.01186908, -0.07595414, 1.0]], ['2, k, 12', [-0.2799774, -0.02660635, 1.0]], ['2, k, 13', [-0.2820871, -0.4160657, 1.0]], ['2, k, 14', [-0.2322454, -0.728262, 1.0]], ['2, k, 15', [-0.3012938, -0.7221509, 1.0]], ['2, k, 16', [-0.134402, -0.0297038, 1.0]], ['2, k, 17', [-0.08861358, -0.431703, 1.0]], ['2, k, 18', [0.005998724, -0.7236245, 1.0]], ['2, k, 19', [0.05914805, -0.7697778, 1.0]], ['2, k, 20', [-0.2164409, 0.4478933, 1.0]], ['2, k, 21', [-0.467139, 0.9651652, 1.0]], ['2, k, 22', [-0.4150322, 0.9211475, 1.0]], ['2, k, 23', [-0.01083602, -0.1380017, 1.0]], ['2, k, 24', [-0.007607447, -0.1402748, 1.0]]]
[['2, k, 0', [-0.2123087, -0.02776953, 1.0]], ['2, k, 1', [-0.2143791, 0.2471669, 1.0]], ['2, k, 2', [-0.216568, 0.5130423, 1.0]], ['2, k, 3', [-0.2086378, 0.6372097, 1.0]], ['2, k, 4', [-0.364457, 0.5277874, 1.0]], ['2, k, 5', [-0.4156969, 0.7130855, 1.0]], ['2, k, 6', [-0.4243118, 0.9087186, 1.0]], ['2, k, 7', [-0.4372332, 0.9292527, 1.0]], ['2, k, 8', [-0.07600584, 0.4354471, 1.0]], ['2, k, 9', [-0.00222447, 0.1637456, 1.0]], ['2, k, 10', [0.02203701, -0.04537938, 1.0]], ['2, k, 11', [-0.01418395, -0.07724369, 1.0]], ['2, k, 12', [-0.2809044, -0.02535605, 1.0]], ['2, k, 13', [-0.2821247, -0.415726, 1.0]], ['2, k, 14', [-0.2324388, -0.7279126, 1.0]], ['2, k, 15', [-0.3013911, -0.7226315, 1.0]], ['2, k, 16', [-0.1361522, -0.02865876, 1.0]], ['2, k, 17', [-0.088804, -0.4311814, 1.0]], ['2, k, 18', [0.01247802, -0.7232682, 1.0]], ['2, k, 19', [0.05236075, -0.7836379, 1.0]], ['2, k, 20', [-0.2165074, 0.4480819, 1.0]], ['2, k, 21', [-0.4681344, 0.9545416, 1.0]], ['2, k, 22', [-0.4080196, 0.9308442, 1.0]], ['2, k, 23', [-0.01154143, -0.1422718, 1.0]], ['2, k, 24', [-0.007628767, -0.1459651, 1.0]]]
[['2, k, 0', [-0.2124926, -0.02693773, 1.0]], ['2, k, 1', [-0.2145091, 0.2476725, 1.0]], ['2, k, 2', [-0.2165488, 0.5131063, 1.0]], ['2, k, 3', [-0.2059668, 0.6371768, 1.0]], ['2, k, 4', [-0.3652742, 0.5298732, 1.0]], ['2, k, 5', [-0.416477, 0.7202439, 1.0]], ['2, k, 6', [-0.4250362, 0.9158478, 1.0]], ['2, k, 7', [-0.4384072, 0.9346026, 1.0]], ['2, k, 8', [-0.07545658, 0.4338795, 1.0]], ['2, k, 9', [-0.001928655, 0.1630311, 1.0]], ['2, k, 10', [0.0229589, -0.04608838, 1.0]], ['2, k, 11', [-0.01428954, -0.07842582, 1.0]], ['2, k, 12', [-0.280924, -0.02419035, 1.0]], ['2, k, 13', [-0.2821452, -0.4150456, 1.0]], ['2, k, 14', [-0.2329408, -0.727398, 1.0]], ['2, k, 15', [-0.301938, -0.7233855, 1.0]], ['2, k, 16', [-0.1365311, -0.02802998, 1.0]], ['2, k, 17', [-0.08896794, -0.4308758, 1.0]], ['2, k, 18', [0.02243263, -0.7179255, 1.0]], ['2, k, 19', [0.02427168, -0.7866582, 1.0]], ['2, k, 20', [-0.2164915, 0.4482171, 1.0]], ['2, k, 21', [-0.4738092, 0.9708056, 1.0]], ['2, k, 22', [-0.4051482, 0.9226174, 1.0]], ['2, k, 23', [-0.01381437, -0.1416146, 1.0]], ['2, k, 24', [-0.002261091, -0.1169507, 1.0]]]
[['2, k, 0', [-0.2138439, -0.02525605, 1.0]], ['2, k, 1', [-0.2153528, 0.2486157, 1.0]], ['2, k, 2', [-0.2167437, 0.5132619, 1.0]], ['2, k, 3', [-0.2036342, 0.6378129, 1.0]], ['2, k, 4', [-0.3658562, 0.5316839, 1.0]], ['2, k, 5', [-0.4172349, 0.7283354, 1.0]], ['2, k, 6', [-0.4265144, 0.9238997, 1.0]], ['2, k, 7', [-0.4406141, 0.940778, 1.0]], ['2, k, 8', [-0.07509462, 0.431831, 1.0]], ['2, k, 9', [-0.001666021, 0.1611611, 1.0]], ['2, k, 10', [0.02285826, -0.04791471, 1.0]], ['2, k, 11', [-0.01574772, -0.08134786, 1.0]], ['2, k, 12', [-0.2820499, -0.02210734, 1.0]], ['2, k, 13', [-0.2822946, -0.4142247, 1.0]], ['2, k, 14', [-0.2328789, -0.7265241, 1.0]], ['2, k, 15', [-0.30187, -0.7245899, 1.0]], ['2, k, 16', [-0.1380869, -0.02683217, 1.0]], ['2, k, 17', [-0.08917273, -0.4300335, 1.0]], ['2, k, 18', [0.02388166, -0.7160851, 1.0]], ['2, k, 19', [0.02260134, -0.784871, 1.0]], ['2, k, 20', [-0.2167791, 0.4485057, 1.0]], ['2, k, 21', [-0.4595585, 0.9814302, 1.0]], ['2, k, 22', [-0.4475935, 0.9348727, 1.0]], ['2, k, 23', [-0.0144046, -0.1423379, 1.0]], ['2, k, 24', [-0.01111384, -0.1427663, 1.0]]]
[['2, k, 0', [-0.2144985, -0.02477716, 1.0]], ['2, k, 1', [-0.2156576, 0.2489666, 1.0]], ['2, k, 2', [-0.2167341, 0.5133411, 1.0]], ['2, k, 3', [-0.2026487, 0.6382229, 1.0]], ['2, k, 4', [-0.3658082, 0.5333828, 1.0]], ['2, k, 5', [-0.4170764, 0.7277635, 1.0]], ['2, k, 6', [-0.4290084, 0.9253151, 1.0]], ['2, k, 7', [-0.4451939, 0.9466855, 1.0]], ['2, k, 8', [-0.07452523, 0.4295991, 1.0]], ['2, k, 9', [-0.001795917, 0.1620548, 1.0]], ['2, k, 10', [0.0278759, -0.04553935, 1.0]], ['2, k, 11', [-0.01701398, -0.08216277, 1.0]], ['2, k, 12', [-0.282514, -0.02143903, 1.0]], ['2, k, 13', [-0.282361, -0.4138939, 1.0]], ['2, k, 14', [-0.2327776, -0.7260714, 1.0]], ['2, k, 15', [-0.3015588, -0.7263666, 1.0]], ['2, k, 16', [-0.1391736, -0.02658159, 1.0]], ['2, k, 17', [-0.08930946, -0.4294103, 1.0]], ['2, k, 18', [0.02325747, -0.7147955, 1.0]], ['2, k, 19', [0.01725304, -0.7792412, 1.0]], ['2, k, 20', [-0.216806, 0.4486379, 1.0]], ['2, k, 21', [-0.4808662, 0.9867817, 1.0]], ['2, k, 22', [-0.4188361, 0.9487801, 1.0]], ['2, k, 23', [-0.01440718, -0.1423258, 1.0]], ['2, k, 24', [-0.01110327, -0.1426172, 1.0]]]
[['2, k, 0', [-0.2148294, -0.0241882, 1.0]], ['2, k, 1', [-0.2159778, 0.249436, 1.0]], ['2, k, 2', [-0.2168466, 0.5134843, 1.0]], ['2, k, 3', [-0.2019586, 0.6381793, 1.0]], ['2, k, 4', [-0.3658782, 0.5339718, 1.0]], ['2, k, 5', [-0.4169819, 0.7272778, 1.0]], ['2, k, 6', [-0.4307394, 0.9263934, 1.0]], ['2, k, 7', [-0.4485191, 0.9471784, 1.0]], ['2, k, 8', [-0.0739999, 0.4282865, 1.0]], ['2, k, 9', [-0.001293379, 0.156086, 1.0]], ['2, k, 10', [0.02168631, -0.05195847, 1.0]], ['2, k, 11', [-0.01920231, -0.09055448, 1.0]], ['2, k, 12', [-0.2825984, -0.02095281, 1.0]], ['2, k, 13', [-0.2824191, -0.4135833, 1.0]], ['2, k, 14', [-0.2328431, -0.7256158, 1.0]], ['2, k, 15', [-0.301272, -0.7267842, 1.0]], ['2, k, 16', [-0.139843, -0.02592394, 1.0]], ['2, k, 17', [-0.08939381, -0.4293585, 1.0]], ['2, k, 18', [0.02427814, -0.7139476, 1.0]], ['2, k, 19', [0.01935195, -0.7786361, 1.0]], ['2, k, 20', [-0.2169566, 0.44886, 1.0]], ['2, k, 21', [-0.4585795, 0.9782099, 1.0]], ['2, k, 22', [-0.4286534, 0.9433495, 1.0]], ['2, k, 23', [-0.01818011, -0.1483212, 1.0]], ['2, k, 24', [-0.01285771, -0.1504429, 1.0]]]
[['2, k, 0', [-0.2153738, -0.02420054, 1.0]], ['2, k, 1', [-0.2161861, 0.2495006, 1.0]], ['2, k, 2', [-0.2168325, 0.513509, 1.0]], ['2, k, 3', [-0.2001955, 0.6382613, 1.0]], ['2, k, 4', [-0.3658357, 0.534584, 1.0]], ['2, k, 5', [-0.4172588, 0.7277841, 1.0]], ['2, k, 6', [-0.4322766, 0.9271031, 1.0]], ['2, k, 7', [-0.4505687, 0.9496076, 1.0]], ['2, k, 8', [-0.07060415, 0.4226615, 1.0]], ['2, k, 9', [-0.001104375, 0.1529034, 1.0]], ['2, k, 10', [0.02286926, -0.0550056, 1.0]], ['2, k, 11', [-0.01769184, -0.09087148, 1.0]], ['2, k, 12', [-0.2830133, -0.02086558, 1.0]], ['2, k, 13', [-0.2827943, -0.4127123, 1.0]], ['2, k, 14', [-0.2351985, -0.7252543, 1.0]], ['2, k, 15', [-0.3030827, -0.7278649, 1.0]], ['2, k, 16', [-0.1405523, -0.02617669, 1.0]], ['2, k, 17', [-0.08944818, -0.4292429, 1.0]], ['2, k, 18', [0.02728008, -0.7120308, 1.0]], ['2, k, 19', [0.01001589, -0.7727074, 1.0]], ['2, k, 20', [-0.2169719, 0.4488955, 1.0]], ['2, k, 21', [-0.4699444, 0.9866334, 1.0]], ['2, k, 22', [-0.4161188, 0.9367523, 1.0]], ['2, k, 23', [-0.01816332, -0.1481799, 1.0]], ['2, k, 24', [0.00961633, -0.09647785, 1.0]]]
[['2, k, 0', [-0.2156207, -0.02343702, 1.0]], ['2, k, 1', [-0.2164392, 0.2499597, 1.0]], ['2, k, 2', [-0.2169199, 0.5136055, 1.0]], ['2, k, 3', [-0.1998941, 0.6384412, 1.0]], ['2, k, 4', [-0.3660817, 0.5354649, 1.0]], ['2, k, 5', [-0.4183453, 0.7273846, 1.0]], ['2, k, 6', [-0.4346582, 0.927469, 1.0]], ['2, k, 7', [-0.4507887, 0.9489683, 1.0]], ['2, k, 8', [-0.07062104, 0.4226665, 1.0]], ['2, k, 9', [-0.0009954446, 0.1529727, 1.0]], ['2, k, 10', [0.0221434, -0.05516652, 1.0]], ['2, k, 11', [-0.01927678, -0.0925343, 1.0]], ['2, k, 12', [-0.2830921, -0.02000385, 1.0]], ['2, k, 13', [-0.2828448, -0.4126811, 1.0]], ['2, k, 14', [-0.2348864, -0.7248783, 1.0]], ['2, k, 15', [-0.3020965, -0.7287751, 1.0]], ['2, k, 16', [-0.1409124, -0.02554881, 1.0]], ['2, k, 17', [-0.0895522, -0.4289882, 1.0]], ['2, k, 18', [0.0280727, -0.7112008, 1.0]], ['2, k, 19', [0.009262092, -0.7718056, 1.0]], ['2, k, 20', [-0.2170932, 0.4490695, 1.0]], ['2, k, 21', [-0.471381, 0.9843852, 1.0]], ['2, k, 22', [-0.4203183, 0.9427137, 1.0]], ['2, k, 23', [-0.0189379, -0.1521001, 1.0]], ['2, k, 24', [-0.01109786, -0.1459946, 1.0]]]
