[['2, k, 0', [-0.714564, -1.02258, 1.0]], ['2, k, 1', [-0.728061, -0.735323, 1.0]], ['2, k, 2', [-0.738806, -0.450528, 1.0]], ['2, k, 3', [-0.757616, -0.310117, 1.0]], ['2, k, 4', [-0.891174, -0.495124, 1.0]], ['2, k, 5', [-0.982594, -0.304049, 1.0]], ['2, k, 6', [-1.05116, -0.107588, 1.0]], ['2, k, 7', [-1.08384, -0.0199946, 1.0]], ['2, k, 8', [-0.583573, -0.477559, 1.0]], ['2, k, 9', [-0.493638, -0.35098, 1.0]], ['2, k, 10', [-0.476488, -0.205242, 1.0]], ['2, k, 11', [-0.443436, -0.131926, 1.0]], ['2, k, 12', [-0.777525, -1.01668, 1.0]], ['2, k, 13', [-0.90548, -1.25589, 1.0]], ['2, k, 14', [-0.887596, -1.54159, 1.0]], ['2, k, 15', [-0.862712, -1.58001, 1.0]], ['2, k, 16', [-0.637759, -1.00867, 1.0]], ['2, k, 17', [-0.53711, -1.28417, 1.0]], ['2, k, 18', [-0.559382, -1.50023, 1.0]], ['2, k, 19', [-0.532227, -1.56152, 1.0]], ['2, k, 20', [-0.736619, -0.521506, 1.0]], ['2, k, 21', [-1.09408, 0.0425926, 1.0]], ['2, k, 22', [-1.11476, 0.0243922, 1.0]], ['2, k, 23', [-0.408746, -0.0697055, 1.0]], ['2, k, 24', [-0.459387, -0.136694, 1.0]]]
[['2, k, 0', [-0.702645, -1.02624, 1.0]], ['2, k, 1', [-0.744059, -0.735532, 1.0]], ['2, k, 2', [-0.785872, -0.447066, 1.0]], ['2, k, 3', [-0.858551, -0.328601, 1.0]], ['2, k, 4', [-0.948423, -0.548526, 1.0]], ['2, k, 5', [-1.14976, -0.414152, 1.0]], ['2, k, 6', [-1.31445, -0.282404, 1.0]], ['2, k, 7', [-1.37149, -0.206831, 1.0]], ['2, k, 8', [-0.650139, -0.469745, 1.0]], ['2, k, 9', [-0.674864, -0.178431, 1.0]], ['2, k, 10', [-0.738841, 0.103212, 1.0]], ['2, k, 11', [-0.762888, 0.160971, 1.0]], ['2, k, 12', [-0.767462, -1.02963, 1.0]], ['2, k, 13', [-0.833802, -1.32348, 1.0]], ['2, k, 14', [-0.892318, -1.59609, 1.0]], ['2, k, 15', [-0.920187, -1.62519, 1.0]], ['2, k, 16', [-0.630729, -1.0108, 1.0]], ['2, k, 17', [-0.564812, -1.29512, 1.0]], ['2, k, 18', [-0.534527, -1.53755, 1.0]], ['2, k, 19', [-0.540234, -1.59357, 1.0]], ['2, k, 20', [-0.776847, -0.519401, 1.0]], ['2, k, 21', [-1.39829, -0.160363, 1.0]], ['2, k, 22', [-1.35365, -0.148157, 1.0]], ['2, k, 23', [-0.791281, 0.208669, 1.0]], ['2, k, 24', [-0.826884, 0.151875, 1.0]]]
[['2, k, 0', [-0.706976, -1.02461, 1.0]], ['2, k, 1', [-0.747036, -0.734696, 1.0]], ['2, k, 2', [-0.786766, -0.446947, 1.0]], ['2, k, 3', [-0.852639, -0.326325, 1.0]], ['2, k, 4', [-0.948406, -0.548593, 1.0]], ['2, k, 5', [-1.15548, -0.3986, 1.0]], ['2, k, 6', [-1.31245, -0.258189, 1.0]], ['2, k, 7', [-1.35429, -0.189901, 1.0]], ['2, k, 8', [-0.6509, -0.466271, 1.0]], ['2, k, 9', [-0.646352, -0.17374, 1.0]], ['2, k, 10', [-0.680886, 0.0884906, 1.0]], ['2, k, 11', [-0.723045, 0.164771, 1.0]], ['2, k, 12', [-0.771458, -1.025, 1.0]], ['2, k, 13', [-0.837463, -1.31659, 1.0]], ['2, k, 14', [-0.890226, -1.62751, 1.0]], ['2, k, 15', [-0.914753, -1.65574, 1.0]], ['2, k, 16', [-0.634716, -1.00789, 1.0]], ['2, k, 17', [-0.570346, -1.28855, 1.0]], ['2, k, 18', [-0.537645, -1.53041, 1.0]], ['2, k, 19', [-0.542038, -1.58745, 1.0]], ['2, k, 20', [-0.77791, -0.519096, 1.0]], ['2, k, 21', [-1.39228, -0.138707, 1.0]], ['2, k, 22', [-1.33777, -0.137152, 1.0]], ['2, k, 23', [-0.747638, 0.218345, 1.0]], ['2, k, 24', [-0.765794, 0.153365, 1.0]]]
[['2, k, 0', [-0.711623, -1.01973, 1.0]], ['2, k, 1', [-0.74915, -0.732325, 1.0]], ['2, k, 2', [-0.786938, -0.446205, 1.0]], ['2, k, 3', [-0.847501, -0.321137, 1.0]], ['2, k, 4', [-0.949587, -0.542073, 1.0]], ['2, k, 5', [-1.12579, -0.396528, 1.0]], ['2, k, 6', [-1.29876, -0.242006, 1.0]], ['2, k, 7', [-1.33668, -0.154501, 1.0]], ['2, k, 8', [-0.651425, -0.467783, 1.0]], ['2, k, 9', [-0.620046, -0.239855, 1.0]], ['2, k, 10', [-0.657326, 0.0465472, 1.0]], ['2, k, 11', [-0.688401, 0.150209, 1.0]], ['2, k, 12', [-0.774544, -1.0185, 1.0]], ['2, k, 13', [-0.840062, -1.31508, 1.0]], ['2, k, 14', [-0.890417, -1.62952, 1.0]], ['2, k, 15', [-0.914066, -1.65899, 1.0]], ['2, k, 16', [-0.638384, -1.00305, 1.0]], ['2, k, 17', [-0.577734, -1.28247, 1.0]], ['2, k, 18', [-0.542701, -1.52388, 1.0]], ['2, k, 19', [-0.545218, -1.58181, 1.0]], ['2, k, 20', [-0.77833, -0.517992, 1.0]], ['2, k, 21', [-1.36183, -0.104229, 1.0]], ['2, k, 22', [-1.31451, -0.0978717, 1.0]], ['2, k, 23', [-0.726517, 0.196462, 1.0]], ['2, k, 24', [-0.737158, 0.161685, 1.0]]]
[['2, k, 0', [-0.716426, -1.01539, 1.0]], ['2, k, 1', [-0.752144, -0.731066, 1.0]], ['2, k, 2', [-0.788063, -0.446822, 1.0]], ['2, k, 3', [-0.845106, -0.319564, 1.0]], ['2, k, 4', [-0.95076, -0.537996, 1.0]], ['2, k, 5', [-1.11698, -0.389135, 1.0]], ['2, k, 6', [-1.27741, -0.219327, 1.0]], ['2, k, 7', [-1.31737, -0.134335, 1.0]], ['2, k, 8', [-0.651564, -0.466919, 1.0]], ['2, k, 9', [-0.619403, -0.178093, 1.0]], ['2, k, 10', [-0.633125, 0.0644059, 1.0]], ['2, k, 11', [-0.666766, 0.158548, 1.0]], ['2, k, 12', [-0.778442, -1.01308, 1.0]], ['2, k, 13', [-0.840539, -1.31507, 1.0]], ['2, k, 14', [-0.891204, -1.63162, 1.0]], ['2, k, 15', [-0.914792, -1.66149, 1.0]], ['2, k, 16', [-0.642333, -0.99902, 1.0]], ['2, k, 17', [-0.581397, -1.28194, 1.0]], ['2, k, 18', [-0.544029, -1.52292, 1.0]], ['2, k, 19', [-0.545123, -1.5815, 1.0]], ['2, k, 20', [-0.779615, -0.518158, 1.0]], ['2, k, 21', [-1.34174, -0.0808028, 1.0]], ['2, k, 22', [-1.29456, -0.079434, 1.0]], ['2, k, 23', [-0.696301, 0.204283, 1.0]], ['2, k, 24', [-0.721648, 0.173703, 1.0]]]
[['2, k, 0', [-0.717881, -1.01394, 1.0]], ['2, k, 1', [-0.751878, -0.72632, 1.0]], ['2, k, 2', [-0.781326, -0.435346, 1.0]], ['2, k, 3', [-0.840335, -0.317081, 1.0]], ['2, k, 4', [-0.949844, -0.535418, 1.0]], ['2, k, 5', [-1.11216, -0.362404, 1.0]], ['2, k, 6', [-1.27285, -0.168567, 1.0]], ['2, k, 7', [-1.30266, -0.102154, 1.0]], ['2, k, 8', [-0.651504, -0.467093, 1.0]], ['2, k, 9', [-0.61734, -0.178397, 1.0]], ['2, k, 10', [-0.614019, 0.061502, 1.0]], ['2, k, 11', [-0.630802, 0.161009, 1.0]], ['2, k, 12', [-0.780314, -1.0107, 1.0]], ['2, k, 13', [-0.841188, -1.31378, 1.0]], ['2, k, 14', [-0.903088, -1.63948, 1.0]], ['2, k, 15', [-0.928658, -1.66927, 1.0]], ['2, k, 16', [-0.642951, -0.99802, 1.0]], ['2, k, 17', [-0.587959, -1.27877, 1.0]], ['2, k, 18', [-0.5487, -1.51926, 1.0]], ['2, k, 19', [-0.54807, -1.57953, 1.0]], ['2, k, 20', [-0.775009, -0.508301, 1.0]], ['2, k, 21', [-1.31962, -0.05078, 1.0]], ['2, k, 22', [-1.25769, -0.0557213, 1.0]], ['2, k, 23', [-0.642659, 0.216915, 1.0]], ['2, k, 24', [-0.671803, 0.162039, 1.0]]]
[['2, k, 0', [-0.719308, -1.01377, 1.0]], ['2, k, 1', [-0.753047, -0.72663, 1.0]], ['2, k, 2', [-0.783662, -0.438751, 1.0]], ['2, k, 3', [-0.835836, -0.314725, 1.0]], ['2, k, 4', [-0.948582, -0.533133, 1.0]], ['2, k, 5', [-1.09713, -0.356091, 1.0]], ['2, k, 6', [-1.24687, -0.158455, 1.0]], ['2, k, 7', [-1.28585, -0.0846477, 1.0]], ['2, k, 8', [-0.651264, -0.467115, 1.0]], ['2, k, 9', [-0.604079, -0.180196, 1.0]], ['2, k, 10', [-0.592242, 0.0651083, 1.0]], ['2, k, 11', [-0.60909, 0.161229, 1.0]], ['2, k, 12', [-0.781852, -1.01039, 1.0]], ['2, k, 13', [-0.842171, -1.31081, 1.0]], ['2, k, 14', [-0.907454, -1.63911, 1.0]], ['2, k, 15', [-0.93316, -1.66979, 1.0]], ['2, k, 16', [-0.643759, -0.997788, 1.0]], ['2, k, 17', [-0.591595, -1.27762, 1.0]], ['2, k, 18', [-0.553334, -1.52148, 1.0]], ['2, k, 19', [-0.552652, -1.58166, 1.0]], ['2, k, 20', [-0.776746, -0.510345, 1.0]], ['2, k, 21', [-1.30705, -0.0342135, 1.0]], ['2, k, 22', [-1.25857, -0.0406892, 1.0]], ['2, k, 23', [-0.622396, 0.217123, 1.0]], ['2, k, 24', [-0.664726, 0.158318, 1.0]]]
[['2, k, 0', [-0.722302, -1.01225, 1.0]], ['2, k, 1', [-0.752986, -0.725979, 1.0]], ['2, k, 2', [-0.780228, -0.438313, 1.0]], ['2, k, 3', [-0.825714, -0.311655, 1.0]], ['2, k, 4', [-0.944056, -0.524142, 1.0]], ['2, k, 5', [-1.08729, -0.343231, 1.0]], ['2, k, 6', [-1.22187, -0.15662, 1.0]], ['2, k, 7', [-1.26319, -0.0607293, 1.0]], ['2, k, 8', [-0.649838, -0.466705, 1.0]], ['2, k, 9', [-0.583697, -0.184051, 1.0]], ['2, k, 10', [-0.566192, 0.0629728, 1.0]], ['2, k, 11', [-0.578588, 0.157601, 1.0]], ['2, k, 12', [-0.7848, -1.00906, 1.0]], ['2, k, 13', [-0.843875, -1.30815, 1.0]], ['2, k, 14', [-0.907797, -1.63914, 1.0]], ['2, k, 15', [-0.931328, -1.67093, 1.0]], ['2, k, 16', [-0.646184, -0.995877, 1.0]], ['2, k, 17', [-0.594043, -1.27592, 1.0]], ['2, k, 18', [-0.555877, -1.52168, 1.0]], ['2, k, 19', [-0.552934, -1.58127, 1.0]], ['2, k, 20', [-0.774603, -0.509804, 1.0]], ['2, k, 21', [-1.27493, -0.00794946, 1.0]], ['2, k, 22', [-1.22355, -0.00797036, 1.0]], ['2, k, 23', [-0.59053, 0.208267, 1.0]], ['2, k, 24', [-0.622174, 0.158228, 1.0]]]
[['2, k, 0', [-0.724213, -1.01179, 1.0]], ['2, k, 1', [-0.752494, -0.725218, 1.0]], ['2, k, 2', [-0.774756, -0.437594, 1.0]], ['2, k, 3', [-0.820637, -0.309875, 1.0]], ['2, k, 4', [-0.932003, -0.504619, 1.0]], ['2, k, 5', [-1.08568, -0.321804, 1.0]], ['2, k, 6', [-1.20925, -0.142868, 1.0]], ['2, k, 7', [-1.24309, -0.0490607, 1.0]], ['2, k, 8', [-0.64453, -0.465987, 1.0]], ['2, k, 9', [-0.570696, -0.185237, 1.0]], ['2, k, 10', [-0.547562, 0.062267, 1.0]], ['2, k, 11', [-0.557672, 0.154486, 1.0]], ['2, k, 12', [-0.787088, -1.00779, 1.0]], ['2, k, 13', [-0.845985, -1.30653, 1.0]], ['2, k, 14', [-0.908799, -1.63722, 1.0]], ['2, k, 15', [-0.927355, -1.67174, 1.0]], ['2, k, 16', [-0.647552, -0.99586, 1.0]], ['2, k, 17', [-0.59566, -1.27641, 1.0]], ['2, k, 18', [-0.556356, -1.52163, 1.0]], ['2, k, 19', [-0.546706, -1.58148, 1.0]], ['2, k, 20', [-0.77055, -0.509035, 1.0]], ['2, k, 21', [-1.26573, 0.00294901, 1.0]], ['2, k, 22', [-1.2107, 0.000114949, 1.0]], ['2, k, 23', [-0.56066, 0.209036, 1.0]], ['2, k, 24', [-0.614164, 0.157554, 1.0]]]
[['2, k, 0', [-0.725922, -1.01143, 1.0]], ['2, k, 1', [-0.752386, -0.723901, 1.0]], ['2, k, 2', [-0.772387, -0.435413, 1.0]], ['2, k, 3', [-0.815472, -0.309494, 1.0]], ['2, k, 4', [-0.931196, -0.502036, 1.0]], ['2, k, 5', [-1.07723, -0.313618, 1.0]], ['2, k, 6', [-1.19642, -0.106396, 1.0]], ['2, k, 7', [-1.22667, -0.0234734, 1.0]], ['2, k, 8', [-0.641258, -0.465451, 1.0]], ['2, k, 9', [-0.555719, -0.189028, 1.0]], ['2, k, 10', [-0.528238, 0.0615146, 1.0]], ['2, k, 11', [-0.538016, 0.15143, 1.0]], ['2, k, 12', [-0.789024, -1.00699, 1.0]], ['2, k, 13', [-0.84828, -1.30298, 1.0]], ['2, k, 14', [-0.910516, -1.63442, 1.0]], ['2, k, 15', [-0.927693, -1.67018, 1.0]], ['2, k, 16', [-0.648887, -0.995754, 1.0]], ['2, k, 17', [-0.597183, -1.27784, 1.0]], ['2, k, 18', [-0.560191, -1.52356, 1.0]], ['2, k, 19', [-0.549584, -1.58421, 1.0]], ['2, k, 20', [-0.768617, -0.507104, 1.0]], ['2, k, 21', [-1.24226, 0.0304449, 1.0]], ['2, k, 22', [-1.19132, 0.0255769, 1.0]], ['2, k, 23', [-0.541479, 0.19799, 1.0]], ['2, k, 24', [-0.594467, 0.160155, 1.0]]]
[['2, k, 0', [-0.727445, -1.01028, 1.0]], ['2, k, 1', [-0.751841, -0.722456, 1.0]], ['2, k, 2', [-0.769906, -0.433857, 1.0]], ['2, k, 3', [-0.807919, -0.308499, 1.0]], ['2, k, 4', [-0.926755, -0.496618, 1.0]], ['2, k, 5', [-1.06366, -0.305225, 1.0]], ['2, k, 6', [-1.18869, -0.100938, 1.0]], ['2, k, 7', [-1.20895, -0.0042948, 1.0]], ['2, k, 8', [-0.636693, -0.464869, 1.0]], ['2, k, 9', [-0.545019, -0.262892, 1.0]], ['2, k, 10', [-0.517833, 0.0263359, 1.0]], ['2, k, 11', [-0.51518, 0.133818, 1.0]], ['2, k, 12', [-0.79058, -1.00465, 1.0]], ['2, k, 13', [-0.849794, -1.30134, 1.0]], ['2, k, 14', [-0.910744, -1.63283, 1.0]], ['2, k, 15', [-0.925025, -1.67043, 1.0]], ['2, k, 16', [-0.651046, -0.995117, 1.0]], ['2, k, 17', [-0.598012, -1.27793, 1.0]], ['2, k, 18', [-0.561178, -1.5225, 1.0]], ['2, k, 19', [-0.547533, -1.58261, 1.0]], ['2, k, 20', [-0.766559, -0.505604, 1.0]], ['2, k, 21', [-1.22906, 0.0500848, 1.0]], ['2, k, 22', [-1.17065, 0.0382921, 1.0]], ['2, k, 23', [-0.521685, 0.182545, 1.0]], ['2, k, 24', [-0.569912, 0.155414, 1.0]]]
[['2, k, 0', [-0.728543, -1.00973, 1.0]], ['2, k, 1', [-0.75143, -0.721148, 1.0]], ['2, k, 2', [-0.768283, -0.432387, 1.0]], ['2, k, 3', [-0.802782, -0.307826, 1.0]], ['2, k, 4', [-0.923739, -0.493363, 1.0]], ['2, k, 5', [-1.05689, -0.294798, 1.0]], ['2, k, 6', [-1.16999, -0.062595, 1.0]], ['2, k, 7', [-1.18991, 0.0120474, 1.0]], ['2, k, 8', [-0.633434, -0.46405, 1.0]], ['2, k, 9', [-0.542763, -0.264493, 1.0]], ['2, k, 10', [-0.494885, 0.0220477, 1.0]], ['2, k, 11', [-0.496035, 0.124531, 1.0]], ['2, k, 12', [-0.791666, -1.00346, 1.0]], ['2, k, 13', [-0.850817, -1.30006, 1.0]], ['2, k, 14', [-0.910727, -1.63166, 1.0]], ['2, k, 15', [-0.923113, -1.67035, 1.0]], ['2, k, 16', [-0.652081, -0.995204, 1.0]], ['2, k, 17', [-0.598816, -1.27827, 1.0]], ['2, k, 18', [-0.56214, -1.52107, 1.0]], ['2, k, 19', [-0.546602, -1.58045, 1.0]], ['2, k, 20', [-0.765114, -0.504187, 1.0]], ['2, k, 21', [-1.20043, 0.0573412, 1.0]], ['2, k, 22', [-1.14328, 0.0517085, 1.0]], ['2, k, 23', [-0.503834, 0.173517, 1.0]], ['2, k, 24', [-0.559309, 0.149685, 1.0]]]
[['2, k, 0', [-0.731149, -1.008, 1.0]], ['2, k, 1', [-0.751189, -0.71885, 1.0]], ['2, k, 2', [-0.76541, -0.42986, 1.0]], ['2, k, 3', [-0.794486, -0.307121, 1.0]], ['2, k, 4', [-0.922979, -0.488496, 1.0]], ['2, k, 5', [-1.05065, -0.278062, 1.0]], ['2, k, 6', [-1.14741, -0.0809743, 1.0]], ['2, k, 7', [-1.17358, 0.010648, 1.0]], ['2, k, 8', [-0.630903, -0.464111, 1.0]], ['2, k, 9', [-0.536648, -0.267943, 1.0]], ['2, k, 10', [-0.483452, 0.0175346, 1.0]], ['2, k, 11', [-0.474332, 0.121088, 1.0]], ['2, k, 12', [-0.793974, -1.00057, 1.0]], ['2, k, 13', [-0.852063, -1.29921, 1.0]], ['2, k, 14', [-0.910904, -1.63108, 1.0]], ['2, k, 15', [-0.921761, -1.67038, 1.0]], ['2, k, 16', [-0.654619, -0.994609, 1.0]], ['2, k, 17', [-0.599954, -1.27781, 1.0]], ['2, k, 18', [-0.562513, -1.51984, 1.0]], ['2, k, 19', [-0.545065, -1.57903, 1.0]], ['2, k, 20', [-0.762845, -0.501755, 1.0]], ['2, k, 21', [-1.18349, 0.0684669, 1.0]], ['2, k, 22', [-1.14363, 0.0525881, 1.0]], ['2, k, 23', [-0.479402, 0.173254, 1.0]], ['2, k, 24', [-0.525782, 0.147108, 1.0]]]
[['2, k, 0', [-0.732242, -1.00718, 1.0]], ['2, k, 1', [-0.750525, -0.717641, 1.0]], ['2, k, 2', [-0.762997, -0.428858, 1.0]], ['2, k, 3', [-0.789992, -0.3074, 1.0]], ['2, k, 4', [-0.920193, -0.483977, 1.0]], ['2, k, 5', [-1.0372, -0.276051, 1.0]], ['2, k, 6', [-1.13693, -0.0792532, 1.0]], ['2, k, 7', [-1.15288, 0.0139315, 1.0]], ['2, k, 8', [-0.624183, -0.465624, 1.0]], ['2, k, 9', [-0.530541, -0.264106, 1.0]], ['2, k, 10', [-0.464235, 0.0185459, 1.0]], ['2, k, 11', [-0.455377, 0.125701, 1.0]], ['2, k, 12', [-0.794661, -0.998982, 1.0]], ['2, k, 13', [-0.852975, -1.29843, 1.0]], ['2, k, 14', [-0.912127, -1.6303, 1.0]], ['2, k, 15', [-0.920422, -1.67058, 1.0]], ['2, k, 16', [-0.6562, -0.994611, 1.0]], ['2, k, 17', [-0.600415, -1.27788, 1.0]], ['2, k, 18', [-0.563304, -1.52046, 1.0]], ['2, k, 19', [-0.542982, -1.57991, 1.0]], ['2, k, 20', [-0.760785, -0.500699, 1.0]], ['2, k, 21', [-1.1676, 0.0701176, 1.0]], ['2, k, 22', [-1.11427, 0.064008, 1.0]], ['2, k, 23', [-0.456687, 0.167681, 1.0]], ['2, k, 24', [-0.518758, 0.141582, 1.0]]]
[['2, k, 0', [-0.732771, -1.00757, 1.0]], ['2, k, 1', [-0.750386, -0.717779, 1.0]], ['2, k, 2', [-0.762402, -0.429167, 1.0]], ['2, k, 3', [-0.785482, -0.307003, 1.0]], ['2, k, 4', [-0.918686, -0.483085, 1.0]], ['2, k, 5', [-1.02901, -0.273383, 1.0]], ['2, k, 6', [-1.11375, -0.0806125, 1.0]], ['2, k, 7', [-1.13644, 0.0120305, 1.0]], ['2, k, 8', [-0.622418, -0.46628, 1.0]], ['2, k, 9', [-0.525441, -0.271105, 1.0]], ['2, k, 10', [-0.426885, 0.0017822, 1.0]], ['2, k, 11', [-0.42851, 0.0980176, 1.0]], ['2, k, 12', [-0.79533, -0.999226, 1.0]], ['2, k, 13', [-0.853725, -1.29722, 1.0]], ['2, k, 14', [-0.912067, -1.62928, 1.0]], ['2, k, 15', [-0.918609, -1.67005, 1.0]], ['2, k, 16', [-0.65655, -0.995204, 1.0]], ['2, k, 17', [-0.601303, -1.28295, 1.0]], ['2, k, 18', [-0.562829, -1.52376, 1.0]], ['2, k, 19', [-0.540244, -1.58262, 1.0]], ['2, k, 20', [-0.760283, -0.500971, 1.0]], ['2, k, 21', [-1.14805, 0.070014, 1.0]], ['2, k, 22', [-1.10299, 0.0614986, 1.0]], ['2, k, 23', [-0.432634, 0.157443, 1.0]], ['2, k, 24', [-0.466889, 0.137886, 1.0]]]
[['2, k, 0', [-0.733946, -1.00604, 1.0]], ['2, k, 1', [-0.748791, -0.717861, 1.0]], ['2, k, 2', [-0.75489, -0.433265, 1.0]], ['2, k, 3', [-0.777549, -0.307006, 1.0]], ['2, k, 4', [-0.913405, -0.476146, 1.0]], ['2, k, 5', [-1.02545, -0.250521, 1.0]], ['2, k, 6', [-1.11578, 0.0102147, 1.0]], ['2, k, 7', [-1.12279, 0.0638084, 1.0]], ['2, k, 8', [-0.619814, -0.465378, 1.0]], ['2, k, 9', [-0.519535, -0.274889, 1.0]], ['2, k, 10', [-0.422312, -0.00163778, 1.0]], ['2, k, 11', [-0.414256, 0.0979535, 1.0]], ['2, k, 12', [-0.796614, -0.997066, 1.0]], ['2, k, 13', [-0.853519, -1.29383, 1.0]], ['2, k, 14', [-0.925884, -1.60022, 1.0]], ['2, k, 15', [-0.892712, -1.68237, 1.0]], ['2, k, 16', [-0.657296, -0.994302, 1.0]], ['2, k, 17', [-0.601647, -1.28229, 1.0]], ['2, k, 18', [-0.563359, -1.5241, 1.0]], ['2, k, 19', [-0.53853, -1.58304, 1.0]], ['2, k, 20', [-0.754522, -0.503728, 1.0]], ['2, k, 21', [-1.1343, 0.102289, 1.0]], ['2, k, 22', [-1.07874, 0.0880006, 1.0]], ['2, k, 23', [-0.421392, 0.157008, 1.0]], ['2, k, 24', [-0.454375, 0.137381, 1.0]]]
[['2, k, 0', [-0.734077, -1.00602, 1.0]], ['2, k, 1', [-0.748572, -0.718065, 1.0]], ['2, k, 2', [-0.754903, -0.433504, 1.0]], ['2, k, 3', [-0.773208, -0.307049, 1.0]], ['2, k, 4', [-0.913094, -0.475991, 1.0]], ['2, k, 5', [-1.02223, -0.238779, 1.0]], ['2, k, 6', [-1.09339, -0.0420157, 1.0]], ['2, k, 7', [-1.106, 0.053599, 1.0]], ['2, k, 8', [-0.617221, -0.466946, 1.0]], ['2, k, 9', [-0.509994, -0.287294, 1.0]], ['2, k, 10', [-0.417813, -0.0594155, 1.0]], ['2, k, 11', [-0.399075, 0.0399042, 1.0]], ['2, k, 12', [-0.796786, -0.997096, 1.0]], ['2, k, 13', [-0.853397, -1.29161, 1.0]], ['2, k, 14', [-0.919218, -1.62229, 1.0]], ['2, k, 15', [-0.924859, -1.66359, 1.0]], ['2, k, 16', [-0.657311, -0.994297, 1.0]], ['2, k, 17', [-0.601909, -1.28152, 1.0]], ['2, k, 18', [-0.563369, -1.52373, 1.0]], ['2, k, 19', [-0.537625, -1.58226, 1.0]], ['2, k, 20', [-0.754442, -0.504001, 1.0]], ['2, k, 21', [-1.10415, 0.10577, 1.0]], ['2, k, 22', [-1.05559, 0.0916717, 1.0]], ['2, k, 23', [-0.390576, 0.101608, 1.0]], ['2, k, 24', [-0.429732, 0.10449, 1.0]]]
[['2, k, 0', [-0.734009, -1.00583, 1.0]], ['2, k, 1', [-0.746954, -0.718717, 1.0]], ['2, k, 2', [-0.751742, -0.435784, 1.0]], ['2, k, 3', [-0.769585, -0.306584, 1.0]], ['2, k, 4', [-0.905667, -0.472928, 1.0]], ['2, k, 5', [-1.01882, -0.234399, 1.0]], ['2, k, 6', [-1.0912, 0.0178181, 1.0]], ['2, k, 7', [-1.09169, 0.0779508, 1.0]], ['2, k, 8', [-0.612587, -0.467033, 1.0]], ['2, k, 9', [-0.50668, -0.285728, 1.0]], ['2, k, 10', [-0.400885, -0.015991, 1.0]], ['2, k, 11', [-0.388528, 0.0863723, 1.0]], ['2, k, 12', [-0.796633, -0.996747, 1.0]], ['2, k, 13', [-0.853624, -1.29067, 1.0]], ['2, k, 14', [-0.905963, -1.6233, 1.0]], ['2, k, 15', [-0.906166, -1.66839, 1.0]], ['2, k, 16', [-0.65726, -0.99426, 1.0]], ['2, k, 17', [-0.601877, -1.28105, 1.0]], ['2, k, 18', [-0.563628, -1.53392, 1.0]], ['2, k, 19', [-0.536299, -1.59191, 1.0]], ['2, k, 20', [-0.75146, -0.505955, 1.0]], ['2, k, 21', [-1.09251, 0.124065, 1.0]], ['2, k, 22', [-1.03198, 0.09639, 1.0]], ['2, k, 23', [-0.391283, 0.150486, 1.0]], ['2, k, 24', [-0.421384, 0.120781, 1.0]]]
[['2, k, 0', [-0.73339, -1.00533, 1.0]], ['2, k, 1', [-0.746629, -0.718377, 1.0]], ['2, k, 2', [-0.752219, -0.435359, 1.0]], ['2, k, 3', [-0.765984, -0.305909, 1.0]], ['2, k, 4', [-0.905679, -0.473013, 1.0]], ['2, k, 5', [-1.01555, -0.23167, 1.0]], ['2, k, 6', [-1.08726, 0.0157188, 1.0]], ['2, k, 7', [-1.08594, 0.0786732, 1.0]], ['2, k, 8', [-0.601197, -0.467892, 1.0]], ['2, k, 9', [-0.498897, -0.282637, 1.0]], ['2, k, 10', [-0.395805, -0.0118343, 1.0]], ['2, k, 11', [-0.383275, 0.0843982, 1.0]], ['2, k, 12', [-0.795979, -0.995681, 1.0]], ['2, k, 13', [-0.853303, -1.28974, 1.0]], ['2, k, 14', [-0.911527, -1.6216, 1.0]], ['2, k, 15', [-0.909582, -1.66698, 1.0]], ['2, k, 16', [-0.656105, -0.994232, 1.0]], ['2, k, 17', [-0.60173, -1.28051, 1.0]], ['2, k, 18', [-0.562548, -1.52956, 1.0]], ['2, k, 19', [-0.530908, -1.58635, 1.0]], ['2, k, 20', [-0.751638, -0.505668, 1.0]], ['2, k, 21', [-1.07348, 0.130487, 1.0]], ['2, k, 22', [-1.03965, 0.105179, 1.0]], ['2, k, 23', [-0.383844, 0.143988, 1.0]], ['2, k, 24', [-0.4521, 0.10533, 1.0]]]
