[['2, k, 0', [-0.0485279, -0.571255, 1.0]], ['2, k, 1', [-0.0514557, -0.267005, 1.0]], ['2, k, 2', [-0.054035, 0.0312029, 1.0]], ['2, k, 3', [-0.0315579, 0.178307, 1.0]], ['2, k, 4', [-0.235058, -0.0709785, 1.0]], ['2, k, 5', [-0.292566, -0.324248, 1.0]], ['2, k, 6', [-0.313088, -0.521858, 1.0]], ['2, k, 7', [-0.313166, -0.51108, 1.0]], ['2, k, 8', [0.128801, -0.101058, 1.0]], ['2, k, 9', [0.194964, -0.331006, 1.0]], ['2, k, 10', [0.232223, -0.522682, 1.0]], ['2, k, 11', [0.217947, -0.511873, 1.0]], ['2, k, 12', [-0.130816, -0.556505, 1.0]], ['2, k, 13', [-0.159356, -0.840622, 1.0]], ['2, k, 14', [-0.197563, -1.14757, 1.0]], ['2, k, 15', [-0.208252, -1.22461, 1.0]], ['2, k, 16', [0.0351068, -0.570277, 1.0]], ['2, k, 17', [0.0739066, -0.853093, 1.0]], ['2, k, 18', [0.123561, -1.15159, 1.0]], ['2, k, 19', [0.153076, -1.22559, 1.0]], ['2, k, 20', [-0.0534491, -0.0425498, 1.0]], ['2, k, 21', [-0.330398, -0.548272, 1.0]], ['2, k, 22', [-0.258042, -0.531707, 1.0]], ['2, k, 23', [0.236524, -0.542614, 1.0]], ['2, k, 24', [0.291568, -0.520875, 1.0]]]
[['2, k, 0', [-0.0324264, -0.588742, 1.0]], ['2, k, 1', [-0.0380524, -0.293185, 1.0]], ['2, k, 2', [-0.0430267, -0.00190706, 1.0]], ['2, k, 3', [-0.0294139, 0.151349, 1.0]], ['2, k, 4', [-0.193754, -0.0686931, 1.0]], ['2, k, 5', [-0.282408, -0.10461, 1.0]], ['2, k, 6', [-0.274124, -0.143244, 1.0]], ['2, k, 7', [-0.301157, -0.135675, 1.0]], ['2, k, 8', [0.112752, -0.0879547, 1.0]], ['2, k, 9', [0.212569, -0.13398, 1.0]], ['2, k, 10', [0.194179, -0.147423, 1.0]], ['2, k, 11', [0.209321, -0.141786, 1.0]], ['2, k, 12', [-0.112963, -0.581107, 1.0]], ['2, k, 13', [-0.159005, -0.843472, 1.0]], ['2, k, 14', [-0.198237, -1.15739, 1.0]], ['2, k, 15', [-0.209606, -1.22248, 1.0]], ['2, k, 16', [0.0489723, -0.579996, 1.0]], ['2, k, 17', [0.0884094, -0.836981, 1.0]], ['2, k, 18', [0.123823, -1.15033, 1.0]], ['2, k, 19', [0.154612, -1.2169, 1.0]], ['2, k, 20', [-0.0418394, -0.0741585, 1.0]], ['2, k, 21', [-0.299981, -0.134581, 1.0]], ['2, k, 22', [-0.222128, -0.142485, 1.0]], ['2, k, 23', [0.232464, -0.144542, 1.0]], ['2, k, 24', [0.133125, -0.145606, 1.0]]]
[['2, k, 0', [-0.0327726, -0.585822, 1.0]], ['2, k, 1', [-0.0382914, -0.289498, 1.0]], ['2, k, 2', [-0.0433763, 0.00386606, 1.0]], ['2, k, 3', [-0.0295628, 0.154157, 1.0]], ['2, k, 4', [-0.193288, -0.0660591, 1.0]], ['2, k, 5', [-0.28142, -0.103163, 1.0]], ['2, k, 6', [-0.274371, -0.1413, 1.0]], ['2, k, 7', [-0.300162, -0.130446, 1.0]], ['2, k, 8', [0.113396, -0.0829275, 1.0]], ['2, k, 9', [0.212346, -0.131919, 1.0]], ['2, k, 10', [0.237068, -0.132199, 1.0]], ['2, k, 11', [0.271708, -0.136963, 1.0]], ['2, k, 12', [-0.113594, -0.578215, 1.0]], ['2, k, 13', [-0.157867, -0.83944, 1.0]], ['2, k, 14', [-0.197459, -1.15448, 1.0]], ['2, k, 15', [-0.209191, -1.2201, 1.0]], ['2, k, 16', [0.0489441, -0.577152, 1.0]], ['2, k, 17', [0.0880501, -0.836852, 1.0]], ['2, k, 18', [0.123959, -1.15076, 1.0]], ['2, k, 19', [0.155519, -1.22031, 1.0]], ['2, k, 20', [-0.0421496, -0.0690485, 1.0]], ['2, k, 21', [-0.295214, -0.128692, 1.0]], ['2, k, 22', [-0.2206, -0.13642, 1.0]], ['2, k, 23', [0.326647, -0.143377, 1.0]], ['2, k, 24', [0.228506, -0.131945, 1.0]]]
[['2, k, 0', [-0.0333865, -0.58294, 1.0]], ['2, k, 1', [-0.0386013, -0.286266, 1.0]], ['2, k, 2', [-0.0435152, 0.00724428, 1.0]], ['2, k, 3', [-0.0303982, 0.158315, 1.0]], ['2, k, 4', [-0.194304, -0.0603911, 1.0]], ['2, k, 5', [-0.281237, -0.0954111, 1.0]], ['2, k, 6', [-0.275302, -0.136872, 1.0]], ['2, k, 7', [-0.300603, -0.124464, 1.0]], ['2, k, 8', [0.112467, -0.0779987, 1.0]], ['2, k, 9', [0.213138, -0.125782, 1.0]], ['2, k, 10', [0.239056, -0.130593, 1.0]], ['2, k, 11', [0.271987, -0.131677, 1.0]], ['2, k, 12', [-0.114492, -0.575319, 1.0]], ['2, k, 13', [-0.157431, -0.837638, 1.0]], ['2, k, 14', [-0.197248, -1.15377, 1.0]], ['2, k, 15', [-0.209276, -1.22023, 1.0]], ['2, k, 16', [0.0486398, -0.574356, 1.0]], ['2, k, 17', [0.0877159, -0.835981, 1.0]], ['2, k, 18', [0.12368, -1.14939, 1.0]], ['2, k, 19', [0.155526, -1.22035, 1.0]], ['2, k, 20', [-0.0423308, -0.0656842, 1.0]], ['2, k, 21', [-0.299147, -0.123084, 1.0]], ['2, k, 22', [-0.220911, -0.131229, 1.0]], ['2, k, 23', [0.327356, -0.136708, 1.0]], ['2, k, 24', [0.229166, -0.124207, 1.0]]]
[['2, k, 0', [-0.0329858, -0.581312, 1.0]], ['2, k, 1', [-0.0386155, -0.283782, 1.0]], ['2, k, 2', [-0.0439438, 0.010368, 1.0]], ['2, k, 3', [-0.0303265, 0.161216, 1.0]], ['2, k, 4', [-0.194128, -0.0599124, 1.0]], ['2, k, 5', [-0.280709, -0.0908314, 1.0]], ['2, k, 6', [-0.349709, -0.120915, 1.0]], ['2, k, 7', [-0.32012, -0.119487, 1.0]], ['2, k, 8', [0.112226, -0.075473, 1.0]], ['2, k, 9', [0.21229, -0.123051, 1.0]], ['2, k, 10', [0.186237, -0.13107, 1.0]], ['2, k, 11', [0.223534, -0.126011, 1.0]], ['2, k, 12', [-0.114186, -0.573863, 1.0]], ['2, k, 13', [-0.156534, -0.836779, 1.0]], ['2, k, 14', [-0.196481, -1.15184, 1.0]], ['2, k, 15', [-0.209225, -1.22017, 1.0]], ['2, k, 16', [0.049137, -0.572593, 1.0]], ['2, k, 17', [0.0873578, -0.835949, 1.0]], ['2, k, 18', [0.123665, -1.14917, 1.0]], ['2, k, 19', [0.154644, -1.21967, 1.0]], ['2, k, 20', [-0.042649, -0.0626768, 1.0]], ['2, k, 21', [-0.292613, -0.119791, 1.0]], ['2, k, 22', [-0.251353, -0.127483, 1.0]], ['2, k, 23', [0.284965, -0.132353, 1.0]], ['2, k, 24', [0.156558, -0.129998, 1.0]]]
[['2, k, 0', [-0.033158, -0.580448, 1.0]], ['2, k, 1', [-0.0386838, -0.282269, 1.0]], ['2, k, 2', [-0.0439639, 0.013063, 1.0]], ['2, k, 3', [-0.0305958, 0.164914, 1.0]], ['2, k, 4', [-0.19408, -0.0599388, 1.0]], ['2, k, 5', [-0.281272, -0.0861086, 1.0]], ['2, k, 6', [-0.253119, -0.127401, 1.0]], ['2, k, 7', [-0.297354, -0.114851, 1.0]], ['2, k, 8', [0.11204, -0.0768722, 1.0]], ['2, k, 9', [0.21832, -0.104194, 1.0]], ['2, k, 10', [0.187627, -0.12798, 1.0]], ['2, k, 11', [0.213927, -0.120815, 1.0]], ['2, k, 12', [-0.114669, -0.572754, 1.0]], ['2, k, 13', [-0.155463, -0.836773, 1.0]], ['2, k, 14', [-0.196938, -1.15246, 1.0]], ['2, k, 15', [-0.2092, -1.22022, 1.0]], ['2, k, 16', [0.0492285, -0.571951, 1.0]], ['2, k, 17', [0.0869461, -0.836177, 1.0]], ['2, k, 18', [0.123744, -1.14914, 1.0]], ['2, k, 19', [0.155137, -1.218, 1.0]], ['2, k, 20', [-0.0426872, -0.0603631, 1.0]], ['2, k, 21', [-0.29926, -0.114952, 1.0]], ['2, k, 22', [-0.217904, -0.120848, 1.0]], ['2, k, 23', [0.245158, -0.123221, 1.0]], ['2, k, 24', [0.133715, -0.125494, 1.0]]]
[['2, k, 0', [-0.0336111, -0.58035, 1.0]], ['2, k, 1', [-0.038987, -0.280758, 1.0]], ['2, k, 2', [-0.0443056, 0.0164586, 1.0]], ['2, k, 3', [-0.0305449, 0.166596, 1.0]], ['2, k, 4', [-0.193898, -0.060131, 1.0]], ['2, k, 5', [-0.283964, -0.0804651, 1.0]], ['2, k, 6', [-0.262092, -0.121667, 1.0]], ['2, k, 7', [-0.297037, -0.110454, 1.0]], ['2, k, 8', [0.112101, -0.0769799, 1.0]], ['2, k, 9', [0.219302, -0.103439, 1.0]], ['2, k, 10', [0.188125, -0.125123, 1.0]], ['2, k, 11', [0.21463, -0.116831, 1.0]], ['2, k, 12', [-0.115352, -0.572491, 1.0]], ['2, k, 13', [-0.154509, -0.83516, 1.0]], ['2, k, 14', [-0.197033, -1.15184, 1.0]], ['2, k, 15', [-0.209947, -1.22054, 1.0]], ['2, k, 16', [0.0490335, -0.572018, 1.0]], ['2, k, 17', [0.086174, -0.83735, 1.0]], ['2, k, 18', [0.123724, -1.14898, 1.0]], ['2, k, 19', [0.154647, -1.21895, 1.0]], ['2, k, 20', [-0.0430208, -0.057475, 1.0]], ['2, k, 21', [-0.303021, -0.111009, 1.0]], ['2, k, 22', [-0.21721, -0.118834, 1.0]], ['2, k, 23', [0.238242, -0.117123, 1.0]], ['2, k, 24', [0.13976, -0.120819, 1.0]]]
[['2, k, 0', [-0.0359464, -0.579059, 1.0]], ['2, k, 1', [-0.0397877, -0.279277, 1.0]], ['2, k, 2', [-0.0444653, 0.0181337, 1.0]], ['2, k, 3', [-0.030801, 0.168672, 1.0]], ['2, k, 4', [-0.193492, -0.0589206, 1.0]], ['2, k, 5', [-0.283819, -0.0791815, 1.0]], ['2, k, 6', [-0.259765, -0.120536, 1.0]], ['2, k, 7', [-0.295659, -0.10586, 1.0]], ['2, k, 8', [0.111773, -0.0779328, 1.0]], ['2, k, 9', [0.222243, -0.0972418, 1.0]], ['2, k, 10', [0.188904, -0.122637, 1.0]], ['2, k, 11', [0.218657, -0.112026, 1.0]], ['2, k, 12', [-0.117501, -0.570904, 1.0]], ['2, k, 13', [-0.153755, -0.833867, 1.0]], ['2, k, 14', [-0.196917, -1.15194, 1.0]], ['2, k, 15', [-0.209343, -1.22056, 1.0]], ['2, k, 16', [0.0465996, -0.57104, 1.0]], ['2, k, 17', [0.0858434, -0.837343, 1.0]], ['2, k, 18', [0.123729, -1.14794, 1.0]], ['2, k, 19', [0.154032, -1.21865, 1.0]], ['2, k, 20', [-0.0433335, -0.0558837, 1.0]], ['2, k, 21', [-0.295959, -0.105205, 1.0]], ['2, k, 22', [-0.218844, -0.11416, 1.0]], ['2, k, 23', [0.247587, -0.116322, 1.0]], ['2, k, 24', [0.143487, -0.116496, 1.0]]]
[['2, k, 0', [-0.0369934, -0.578626, 1.0]], ['2, k, 1', [-0.0402305, -0.278178, 1.0]], ['2, k, 2', [-0.0444032, 0.0197132, 1.0]], ['2, k, 3', [-0.0310658, 0.170387, 1.0]], ['2, k, 4', [-0.193462, -0.0588092, 1.0]], ['2, k, 5', [-0.287272, -0.0689019, 1.0]], ['2, k, 6', [-0.231539, -0.108917, 1.0]], ['2, k, 7', [-0.290903, -0.101481, 1.0]], ['2, k, 8', [0.111858, -0.0779161, 1.0]], ['2, k, 9', [0.222233, -0.0960023, 1.0]], ['2, k, 10', [0.188753, -0.120787, 1.0]], ['2, k, 11', [0.217108, -0.107377, 1.0]], ['2, k, 12', [-0.118382, -0.57049, 1.0]], ['2, k, 13', [-0.153761, -0.834238, 1.0]], ['2, k, 14', [-0.197375, -1.15172, 1.0]], ['2, k, 15', [-0.209337, -1.22052, 1.0]], ['2, k, 16', [0.0454177, -0.570605, 1.0]], ['2, k, 17', [0.0859113, -0.837062, 1.0]], ['2, k, 18', [0.123878, -1.14751, 1.0]], ['2, k, 19', [0.153926, -1.21454, 1.0]], ['2, k, 20', [-0.0434172, -0.0544086, 1.0]], ['2, k, 21', [-0.302264, -0.102413, 1.0]], ['2, k, 22', [-0.207941, -0.109976, 1.0]], ['2, k, 23', [0.235853, -0.107475, 1.0]], ['2, k, 24', [0.141582, -0.114053, 1.0]]]
[['2, k, 0', [-0.0379999, -0.578272, 1.0]], ['2, k, 1', [-0.0408899, -0.277139, 1.0]], ['2, k, 2', [-0.0448401, 0.0215662, 1.0]], ['2, k, 3', [-0.0310721, 0.171685, 1.0]], ['2, k, 4', [-0.193507, -0.0589642, 1.0]], ['2, k, 5', [-0.286997, -0.0673126, 1.0]], ['2, k, 6', [-0.303085, -0.0789259, 1.0]], ['2, k, 7', [-0.30628, -0.0967511, 1.0]], ['2, k, 8', [0.111855, -0.0780584, 1.0]], ['2, k, 9', [0.221972, -0.0952617, 1.0]], ['2, k, 10', [0.189437, -0.116404, 1.0]], ['2, k, 11', [0.21746, -0.105248, 1.0]], ['2, k, 12', [-0.11937, -0.570272, 1.0]], ['2, k, 13', [-0.154657, -0.839121, 1.0]], ['2, k, 14', [-0.198062, -1.15204, 1.0]], ['2, k, 15', [-0.209337, -1.22052, 1.0]], ['2, k, 16', [0.044436, -0.570112, 1.0]], ['2, k, 17', [0.0859096, -0.838386, 1.0]], ['2, k, 18', [0.123866, -1.14744, 1.0]], ['2, k, 19', [0.118129, -1.18272, 1.0]], ['2, k, 20', [-0.0439382, -0.0526969, 1.0]], ['2, k, 21', [-0.288334, -0.0969577, 1.0]], ['2, k, 22', [-0.233102, -0.104428, 1.0]], ['2, k, 23', [0.250335, -0.108496, 1.0]], ['2, k, 24', [0.14416, -0.10944, 1.0]]]
[['2, k, 0', [-0.0397066, -0.578088, 1.0]], ['2, k, 1', [-0.0416626, -0.276276, 1.0]], ['2, k, 2', [-0.0450942, 0.0225029, 1.0]], ['2, k, 3', [-0.0311198, 0.172127, 1.0]], ['2, k, 4', [-0.193779, -0.0591107, 1.0]], ['2, k, 5', [-0.287605, -0.065034, 1.0]], ['2, k, 6', [-0.264823, -0.10537, 1.0]], ['2, k, 7', [-0.296706, -0.094432, 1.0]], ['2, k, 8', [0.111725, -0.0783859, 1.0]], ['2, k, 9', [0.228815, -0.0760285, 1.0]], ['2, k, 10', [0.174803, -0.105832, 1.0]], ['2, k, 11', [0.214767, -0.101708, 1.0]], ['2, k, 12', [-0.121198, -0.570218, 1.0]], ['2, k, 13', [-0.154099, -0.838771, 1.0]], ['2, k, 14', [-0.198257, -1.152, 1.0]], ['2, k, 15', [-0.209256, -1.22032, 1.0]], ['2, k, 16', [0.042904, -0.569799, 1.0]], ['2, k, 17', [0.0857671, -0.838938, 1.0]], ['2, k, 18', [0.123908, -1.14703, 1.0]], ['2, k, 19', [0.150829, -1.21692, 1.0]], ['2, k, 20', [-0.0442784, -0.0517995, 1.0]], ['2, k, 21', [-0.293929, -0.0912531, 1.0]], ['2, k, 22', [-0.218027, -0.103446, 1.0]], ['2, k, 23', [0.241936, -0.103936, 1.0]], ['2, k, 24', [0.141366, -0.108574, 1.0]]]
[['2, k, 0', [-0.0407803, -0.57752, 1.0]], ['2, k, 1', [-0.0422957, -0.275477, 1.0]], ['2, k, 2', [-0.0455258, 0.0235317, 1.0]], ['2, k, 3', [-0.0314559, 0.173529, 1.0]], ['2, k, 4', [-0.194, -0.0589001, 1.0]], ['2, k, 5', [-0.290611, -0.0598637, 1.0]], ['2, k, 6', [-0.317498, -0.0859269, 1.0]], ['2, k, 7', [-0.310008, -0.0912181, 1.0]], ['2, k, 8', [0.111782, -0.0785085, 1.0]], ['2, k, 9', [0.229392, -0.0738948, 1.0]], ['2, k, 10', [0.199495, -0.105918, 1.0]], ['2, k, 11', [0.220847, -0.101056, 1.0]], ['2, k, 12', [-0.122246, -0.569739, 1.0]], ['2, k, 13', [-0.154543, -0.839231, 1.0]], ['2, k, 14', [-0.197487, -1.15119, 1.0]], ['2, k, 15', [-0.209004, -1.22042, 1.0]], ['2, k, 16', [0.0418775, -0.569135, 1.0]], ['2, k, 17', [0.0859586, -0.842209, 1.0]], ['2, k, 18', [0.124169, -1.14719, 1.0]], ['2, k, 19', [0.154222, -1.21686, 1.0]], ['2, k, 20', [-0.0447479, -0.0508188, 1.0]], ['2, k, 21', [-0.285642, -0.0889865, 1.0]], ['2, k, 22', [-0.235971, -0.0985803, 1.0]], ['2, k, 23', [0.231461, -0.102649, 1.0]], ['2, k, 24', [0.148111, -0.104314, 1.0]]]
[['2, k, 0', [-0.041428, -0.576988, 1.0]], ['2, k, 1', [-0.0426806, -0.274616, 1.0]], ['2, k, 2', [-0.0455251, 0.0243912, 1.0]], ['2, k, 3', [-0.0315961, 0.174088, 1.0]], ['2, k, 4', [-0.194052, -0.0588485, 1.0]], ['2, k, 5', [-0.29119, -0.0550933, 1.0]], ['2, k, 6', [-0.268159, -0.104808, 1.0]], ['2, k, 7', [-0.297681, -0.090858, 1.0]], ['2, k, 8', [0.111951, -0.0783401, 1.0]], ['2, k, 9', [0.229033, -0.0734658, 1.0]], ['2, k, 10', [0.198355, -0.105425, 1.0]], ['2, k, 11', [0.222371, -0.100031, 1.0]], ['2, k, 12', [-0.123152, -0.569301, 1.0]], ['2, k, 13', [-0.155345, -0.846324, 1.0]], ['2, k, 14', [-0.19725, -1.1529, 1.0]], ['2, k, 15', [-0.208702, -1.22102, 1.0]], ['2, k, 16', [0.0415183, -0.568507, 1.0]], ['2, k, 17', [0.0845192, -0.840858, 1.0]], ['2, k, 18', [0.124149, -1.14679, 1.0]], ['2, k, 19', [0.151724, -1.21583, 1.0]], ['2, k, 20', [-0.0448406, -0.0499491, 1.0]], ['2, k, 21', [-0.289602, -0.0871056, 1.0]], ['2, k, 22', [-0.217921, -0.0994916, 1.0]], ['2, k, 23', [0.245558, -0.101211, 1.0]], ['2, k, 24', [0.148063, -0.104292, 1.0]]]
[['2, k, 0', [-0.0416411, -0.575723, 1.0]], ['2, k, 1', [-0.0427876, -0.273753, 1.0]], ['2, k, 2', [-0.0453064, 0.0251051, 1.0]], ['2, k, 3', [-0.0318374, 0.17462, 1.0]], ['2, k, 4', [-0.194092, -0.0590257, 1.0]], ['2, k, 5', [-0.290677, -0.0536987, 1.0]], ['2, k, 6', [-0.265605, -0.101439, 1.0]], ['2, k, 7', [-0.29875, -0.0903257, 1.0]], ['2, k, 8', [0.112181, -0.0783125, 1.0]], ['2, k, 9', [0.229863, -0.0744017, 1.0]], ['2, k, 10', [0.196602, -0.10625, 1.0]], ['2, k, 11', [0.219273, -0.0989381, 1.0]], ['2, k, 12', [-0.123316, -0.569113, 1.0]], ['2, k, 13', [-0.155435, -0.846151, 1.0]], ['2, k, 14', [-0.196916, -1.15117, 1.0]], ['2, k, 15', [-0.207312, -1.21936, 1.0]], ['2, k, 16', [0.0412439, -0.565452, 1.0]], ['2, k, 17', [0.0833029, -0.837104, 1.0]], ['2, k, 18', [0.124176, -1.14682, 1.0]], ['2, k, 19', [0.153346, -1.21536, 1.0]], ['2, k, 20', [-0.0447308, -0.0491708, 1.0]], ['2, k, 21', [-0.291681, -0.0892876, 1.0]], ['2, k, 22', [-0.216554, -0.0994231, 1.0]], ['2, k, 23', [0.244724, -0.101673, 1.0]], ['2, k, 24', [0.145009, -0.103957, 1.0]]]
[['2, k, 0', [-0.0415744, -0.57563, 1.0]], ['2, k, 1', [-0.0427984, -0.273363, 1.0]], ['2, k, 2', [-0.0452074, 0.0256829, 1.0]], ['2, k, 3', [-0.032005, 0.175695, 1.0]], ['2, k, 4', [-0.193863, -0.0591656, 1.0]], ['2, k, 5', [-0.291142, -0.0530684, 1.0]], ['2, k, 6', [-0.314199, -0.0800404, 1.0]], ['2, k, 7', [-0.322082, -0.0897389, 1.0]], ['2, k, 8', [0.112266, -0.0783727, 1.0]], ['2, k, 9', [0.227589, -0.0837571, 1.0]], ['2, k, 10', [0.195014, -0.108452, 1.0]], ['2, k, 11', [0.218974, -0.0973412, 1.0]], ['2, k, 12', [-0.123373, -0.568938, 1.0]], ['2, k, 13', [-0.155489, -0.846343, 1.0]], ['2, k, 14', [-0.196388, -1.15013, 1.0]], ['2, k, 15', [-0.206992, -1.21957, 1.0]], ['2, k, 16', [0.0414129, -0.565508, 1.0]], ['2, k, 17', [0.087904, -0.850787, 1.0]], ['2, k, 18', [0.123966, -1.14663, 1.0]], ['2, k, 19', [0.153325, -1.21586, 1.0]], ['2, k, 20', [-0.0446645, -0.0485982, 1.0]], ['2, k, 21', [-0.294682, -0.0846814, 1.0]], ['2, k, 22', [-0.258848, -0.0962195, 1.0]], ['2, k, 23', [0.247427, -0.102196, 1.0]], ['2, k, 24', [0.144743, -0.104222, 1.0]]]
[['2, k, 0', [-0.0415163, -0.575084, 1.0]], ['2, k, 1', [-0.0428092, -0.272969, 1.0]], ['2, k, 2', [-0.0451077, 0.0259297, 1.0]], ['2, k, 3', [-0.0325471, 0.17559, 1.0]], ['2, k, 4', [-0.193625, -0.0593643, 1.0]], ['2, k, 5', [-0.291169, -0.0528393, 1.0]], ['2, k, 6', [-0.307616, -0.0801612, 1.0]], ['2, k, 7', [-0.314858, -0.0906898, 1.0]], ['2, k, 8', [0.112498, -0.0785642, 1.0]], ['2, k, 9', [0.227357, -0.0828025, 1.0]], ['2, k, 10', [0.194289, -0.108385, 1.0]], ['2, k, 11', [0.218434, -0.0969879, 1.0]], ['2, k, 12', [-0.123322, -0.568925, 1.0]], ['2, k, 13', [-0.15555, -0.846507, 1.0]], ['2, k, 14', [-0.196302, -1.1497, 1.0]], ['2, k, 15', [-0.207623, -1.21947, 1.0]], ['2, k, 16', [0.0414764, -0.564307, 1.0]], ['2, k, 17', [0.0859268, -0.848313, 1.0]], ['2, k, 18', [0.123976, -1.14657, 1.0]], ['2, k, 19', [0.153268, -1.2169, 1.0]], ['2, k, 20', [-0.0446013, -0.0482848, 1.0]], ['2, k, 21', [-0.286218, -0.0901609, 1.0]], ['2, k, 22', [-0.246685, -0.0963917, 1.0]], ['2, k, 23', [0.246294, -0.0957242, 1.0]], ['2, k, 24', [0.148081, -0.104265, 1.0]]]
[['2, k, 0', [-0.0409454, -0.57538, 1.0]], ['2, k, 1', [-0.0427016, -0.272891, 1.0]], ['2, k, 2', [-0.0451083, 0.0262725, 1.0]], ['2, k, 3', [-0.0326274, 0.175999, 1.0]], ['2, k, 4', [-0.193475, -0.0594839, 1.0]], ['2, k, 5', [-0.292848, -0.0522791, 1.0]], ['2, k, 6', [-0.305603, -0.0801113, 1.0]], ['2, k, 7', [-0.311539, -0.0908866, 1.0]], ['2, k, 8', [0.112657, -0.0783634, 1.0]], ['2, k, 9', [0.229331, -0.0794553, 1.0]], ['2, k, 10', [0.195934, -0.104584, 1.0]], ['2, k, 11', [0.218239, -0.0962839, 1.0]], ['2, k, 12', [-0.122959, -0.568839, 1.0]], ['2, k, 13', [-0.155632, -0.845481, 1.0]], ['2, k, 14', [-0.19575, -1.14844, 1.0]], ['2, k, 15', [-0.208314, -1.21925, 1.0]], ['2, k, 16', [0.0427139, -0.565604, 1.0]], ['2, k, 17', [0.0834803, -0.843338, 1.0]], ['2, k, 18', [0.123971, -1.14667, 1.0]], ['2, k, 19', [0.154202, -1.21669, 1.0]], ['2, k, 20', [-0.0445371, -0.0479653, 1.0]], ['2, k, 21', [-0.289076, -0.0871607, 1.0]], ['2, k, 22', [-0.242851, -0.097027, 1.0]], ['2, k, 23', [0.246189, -0.102207, 1.0]], ['2, k, 24', [0.145559, -0.101033, 1.0]]]
[['2, k, 0', [-0.0409184, -0.575522, 1.0]], ['2, k, 1', [-0.0426594, -0.272842, 1.0]], ['2, k, 2', [-0.0448437, 0.0264638, 1.0]], ['2, k, 3', [-0.0327605, 0.176225, 1.0]], ['2, k, 4', [-0.193359, -0.0596934, 1.0]], ['2, k, 5', [-0.292394, -0.0522139, 1.0]], ['2, k, 6', [-0.256957, -0.103368, 1.0]], ['2, k, 7', [-0.293472, -0.0892232, 1.0]], ['2, k, 8', [0.112845, -0.0784631, 1.0]], ['2, k, 9', [0.231086, -0.0786071, 1.0]], ['2, k, 10', [0.194904, -0.102061, 1.0]], ['2, k, 11', [0.219341, -0.0961217, 1.0]], ['2, k, 12', [-0.122963, -0.568789, 1.0]], ['2, k, 13', [-0.156119, -0.84672, 1.0]], ['2, k, 14', [-0.195663, -1.1484, 1.0]], ['2, k, 15', [-0.208502, -1.21928, 1.0]], ['2, k, 16', [0.0428016, -0.566596, 1.0]], ['2, k, 17', [0.0877542, -0.85615, 1.0]], ['2, k, 18', [0.123915, -1.14677, 1.0]], ['2, k, 19', [0.154021, -1.21796, 1.0]], ['2, k, 20', [-0.0443339, -0.0477668, 1.0]], ['2, k, 21', [-0.292392, -0.0873232, 1.0]], ['2, k, 22', [-0.212356, -0.0965823, 1.0]], ['2, k, 23', [0.246314, -0.10075, 1.0]], ['2, k, 24', [0.147002, -0.0994727, 1.0]]]
[['2, k, 0', [-0.0407017, -0.575758, 1.0]], ['2, k, 1', [-0.0425247, -0.272787, 1.0]], ['2, k, 2', [-0.0446777, 0.0266895, 1.0]], ['2, k, 3', [-0.0327533, 0.176234, 1.0]], ['2, k, 4', [-0.193627, -0.0599676, 1.0]], ['2, k, 5', [-0.292595, -0.0518117, 1.0]], ['2, k, 6', [-0.298048, -0.0805152, 1.0]], ['2, k, 7', [-0.304726, -0.0903075, 1.0]], ['2, k, 8', [0.112967, -0.0784335, 1.0]], ['2, k, 9', [0.234164, -0.0751946, 1.0]], ['2, k, 10', [0.170154, -0.0946345, 1.0]], ['2, k, 11', [0.215849, -0.0963312, 1.0]], ['2, k, 12', [-0.122894, -0.56869, 1.0]], ['2, k, 13', [-0.156498, -0.846771, 1.0]], ['2, k, 14', [-0.195212, -1.14649, 1.0]], ['2, k, 15', [-0.208541, -1.21854, 1.0]], ['2, k, 16', [0.0434369, -0.567828, 1.0]], ['2, k, 17', [0.0856455, -0.85013, 1.0]], ['2, k, 18', [0.123764, -1.14716, 1.0]], ['2, k, 19', [0.154213, -1.21898, 1.0]], ['2, k, 20', [-0.0441601, -0.0475484, 1.0]], ['2, k, 21', [-0.28788, -0.0882962, 1.0]], ['2, k, 22', [-0.234089, -0.0945856, 1.0]], ['2, k, 23', [0.247712, -0.0954431, 1.0]], ['2, k, 24', [0.141793, -0.0996611, 1.0]]]
