[['2, k, 0', [-0.389384, -0.507558, 1.0]], ['2, k, 1', [-0.38864, -0.263822, 1.0]], ['2, k, 2', [-0.386696, -0.0231157, 1.0]], ['2, k, 3', [-0.391945, 0.0966105, 1.0]], ['2, k, 4', [-0.539805, -0.12184, 1.0]], ['2, k, 5', [-0.652856, -0.203124, 1.0]], ['2, k, 6', [-0.700541, -0.239013, 1.0]], ['2, k, 7', [-0.709236, -0.257509, 1.0]], ['2, k, 8', [-0.221797, -0.129392, 1.0]], ['2, k, 9', [-0.0897329, -0.230337, 1.0]], ['2, k, 10', [-0.0017236, -0.285235, 1.0]], ['2, k, 11', [0.0135839, -0.305574, 1.0]], ['2, k, 12', [-0.458104, -0.501364, 1.0]], ['2, k, 13', [-0.415527, -0.774458, 1.0]], ['2, k, 14', [-0.581145, -0.67259, 1.0]], ['2, k, 15', [-0.526224, -0.630903, 1.0]], ['2, k, 16', [-0.313803, -0.504816, 1.0]], ['2, k, 17', [-0.222638, -0.787816, 1.0]], ['2, k, 18', [-0.226353, -1.07034, 1.0]], ['2, k, 19', [-0.223495, -1.13889, 1.0]], ['2, k, 20', [-0.387406, -0.0829128, 1.0]], ['2, k, 21', [-0.706282, -0.27468, 1.0]], ['2, k, 22', [-0.71741, -0.25651, 1.0]], ['2, k, 23', [0.0253696, -0.326764, 1.0]], ['2, k, 24', [0.0136624, -0.301005, 1.0]]]
[['2, k, 0', [-0.442203, -0.491745, 1.0]], ['2, k, 1', [-0.433375, -0.248493, 1.0]], ['2, k, 2', [-0.428159, -0.00801775, 1.0]], ['2, k, 3', [-0.43144, 0.122026, 1.0]], ['2, k, 4', [-0.580235, -0.0805205, 1.0]], ['2, k, 5', [-0.692532, 0.000308715, 1.0]], ['2, k, 6', [-0.730841, 0.0643255, 1.0]], ['2, k, 7', [-0.722973, 0.14454, 1.0]], ['2, k, 8', [-0.2633, -0.0659557, 1.0]], ['2, k, 9', [-0.115245, 0.0401538, 1.0]], ['2, k, 10', [-0.0251367, 0.0954907, 1.0]], ['2, k, 11', [-0.0156391, 0.181497, 1.0]], ['2, k, 12', [-0.518526, -0.484547, 1.0]], ['2, k, 13', [-0.372633, -0.759603, 1.0]], ['2, k, 14', [-0.661943, -0.786796, 1.0]], ['2, k, 15', [-0.583008, -0.712402, 1.0]], ['2, k, 16', [-0.358177, -0.490165, 1.0]], ['2, k, 17', [-0.350332, -0.799134, 1.0]], ['2, k, 18', [-0.354527, -1.08911, 1.0]], ['2, k, 19', [-0.357093, -0.961538, 1.0]], ['2, k, 20', [-0.429046, -0.0676043, 1.0]], ['2, k, 21', [-0.690677, 0.158593, 1.0]], ['2, k, 22', [-0.656934, 0.151824, 1.0]], ['2, k, 23', [-0.00470555, 0.202245, 1.0]], ['2, k, 24', [-0.0491215, 0.180668, 1.0]]]
[['2, k, 0', [-0.432212, -0.497256, 1.0]], ['2, k, 1', [-0.431058, -0.251545, 1.0]], ['2, k, 2', [-0.428071, -0.00985655, 1.0]], ['2, k, 3', [-0.430012, 0.151433, 1.0]], ['2, k, 4', [-0.576923, -0.0835777, 1.0]], ['2, k, 5', [-0.689667, -0.0373168, 1.0]], ['2, k, 6', [-0.725888, 0.00621223, 1.0]], ['2, k, 7', [-0.717636, 0.0728803, 1.0]], ['2, k, 8', [-0.266, -0.0662559, 1.0]], ['2, k, 9', [-0.107954, 0.0148489, 1.0]], ['2, k, 10', [-0.025837, 0.0419313, 1.0]], ['2, k, 11', [-0.0140734, 0.106517, 1.0]], ['2, k, 12', [-0.506239, -0.494295, 1.0]], ['2, k, 13', [-0.370483, -0.771578, 1.0]], ['2, k, 14', [-0.660721, -0.78045, 1.0]], ['2, k, 15', [-0.575635, -0.68759, 1.0]], ['2, k, 16', [-0.350038, -0.492322, 1.0]], ['2, k, 17', [-0.33135, -0.800851, 1.0]], ['2, k, 18', [-0.367035, -1.09404, 1.0]], ['2, k, 19', [-0.36052, -0.965469, 1.0]], ['2, k, 20', [-0.428708, -0.069729, 1.0]], ['2, k, 21', [-0.66298, 0.0738042, 1.0]], ['2, k, 22', [-0.667296, 0.0582619, 1.0]], ['2, k, 23', [-0.00564773, 0.120234, 1.0]], ['2, k, 24', [-0.0557937, 0.104983, 1.0]]]
[['2, k, 0', [-0.429464, -0.506511, 1.0]], ['2, k, 1', [-0.415953, -0.261849, 1.0]], ['2, k, 2', [-0.387536, -0.0230509, 1.0]], ['2, k, 3', [-0.426723, 0.133942, 1.0]], ['2, k, 4', [-0.571489, -0.100838, 1.0]], ['2, k, 5', [-0.697136, -0.0658888, 1.0]], ['2, k, 6', [-0.717779, -0.0554573, 1.0]], ['2, k, 7', [-0.711654, 0.00277687, 1.0]], ['2, k, 8', [-0.268969, -0.0796172, 1.0]], ['2, k, 9', [-0.0898502, -0.0356186, 1.0]], ['2, k, 10', [-0.0278743, -0.0357335, 1.0]], ['2, k, 11', [-0.00618118, 0.0311379, 1.0]], ['2, k, 12', [-0.50292, -0.502063, 1.0]], ['2, k, 13', [-0.340609, -0.764547, 1.0]], ['2, k, 14', [-0.591042, -0.604509, 1.0]], ['2, k, 15', [-0.504837, -0.634101, 1.0]], ['2, k, 16', [-0.348132, -0.502318, 1.0]], ['2, k, 17', [-0.364127, -0.810649, 1.0]], ['2, k, 18', [-0.416821, -1.10157, 1.0]], ['2, k, 19', [-0.377176, -0.976257, 1.0]], ['2, k, 20', [-0.3964, -0.082325, 1.0]], ['2, k, 21', [-0.680523, -0.00138799, 1.0]], ['2, k, 22', [-0.642463, -0.00274123, 1.0]], ['2, k, 23', [0.0168939, 0.034722, 1.0]], ['2, k, 24', [-0.0488447, 0.0253614, 1.0]]]
[['2, k, 0', [-0.425785, -0.55013, 1.0]], ['2, k, 1', [-0.429602, -0.295957, 1.0]], ['2, k, 2', [-0.436846, -0.0539146, 1.0]], ['2, k, 3', [-0.436187, 0.0995644, 1.0]], ['2, k, 4', [-0.561039, -0.120825, 1.0]], ['2, k, 5', [-0.677523, -0.13463, 1.0]], ['2, k, 6', [-0.662531, -0.0882168, 1.0]], ['2, k, 7', [-0.694735, -0.0677164, 1.0]], ['2, k, 8', [-0.288064, -0.140196, 1.0]], ['2, k, 9', [-0.148056, -0.0994722, 1.0]], ['2, k, 10', [-0.0495543, -0.0785256, 1.0]], ['2, k, 11', [0.000163583, -0.0425762, 1.0]], ['2, k, 12', [-0.504627, -0.547081, 1.0]], ['2, k, 13', [-0.33787, -0.799929, 1.0]], ['2, k, 14', [-0.591095, -0.645965, 1.0]], ['2, k, 15', [-0.508748, -0.681192, 1.0]], ['2, k, 16', [-0.33955, -0.543612, 1.0]], ['2, k, 17', [-0.33756, -0.851347, 1.0]], ['2, k, 18', [-0.387361, -1.14237, 1.0]], ['2, k, 19', [-0.366208, -1.01299, 1.0]], ['2, k, 20', [-0.435899, -0.11552, 1.0]], ['2, k, 21', [-0.664574, -0.0684861, 1.0]], ['2, k, 22', [-0.613211, -0.0687305, 1.0]], ['2, k, 23', [0.0392583, -0.0463521, 1.0]], ['2, k, 24', [-0.0314967, -0.0482457, 1.0]]]
[['2, k, 0', [-0.441854, -0.532305, 1.0]], ['2, k, 1', [-0.438314, -0.278103, 1.0]], ['2, k, 2', [-0.436709, -0.0203961, 1.0]], ['2, k, 3', [-0.43525, 0.119484, 1.0]], ['2, k, 4', [-0.566073, -0.0757828, 1.0]], ['2, k, 5', [-0.696862, -0.113927, 1.0]], ['2, k, 6', [-0.660557, -0.123455, 1.0]], ['2, k, 7', [-0.682812, -0.130731, 1.0]], ['2, k, 8', [-0.281398, -0.0704114, 1.0]], ['2, k, 9', [-0.144881, -0.0982523, 1.0]], ['2, k, 10', [-0.0495211, -0.0963877, 1.0]], ['2, k, 11', [0.00213946, -0.114597, 1.0]], ['2, k, 12', [-0.519227, -0.528843, 1.0]], ['2, k, 13', [-0.257002, -0.422574, 1.0]], ['2, k, 14', [-0.508684, -0.267497, 1.0]], ['2, k, 15', [-0.523346, -0.381603, 1.0]], ['2, k, 16', [-0.356999, -0.525927, 1.0]], ['2, k, 17', [-0.348895, -0.833601, 1.0]], ['2, k, 18', [-0.400087, -1.12411, 1.0]], ['2, k, 19', [-0.37094, -0.996371, 1.0]], ['2, k, 20', [-0.438086, -0.0847191, 1.0]], ['2, k, 21', [-0.667611, -0.155662, 1.0]], ['2, k, 22', [-0.597561, -0.133496, 1.0]], ['2, k, 23', [0.0129352, -0.12826, 1.0]], ['2, k, 24', [-0.0406692, -0.125618, 1.0]]]
[['2, k, 0', [-0.400928, -0.5143, 1.0]], ['2, k, 1', [-0.426599, -0.273069, 1.0]], ['2, k, 2', [-0.435602, -0.0213771, 1.0]], ['2, k, 3', [-0.433986, 0.13415, 1.0]], ['2, k, 4', [-0.569194, -0.0886095, 1.0]], ['2, k, 5', [-0.682176, -0.151025, 1.0]], ['2, k, 6', [-0.719405, -0.169515, 1.0]], ['2, k, 7', [-0.688612, -0.194883, 1.0]], ['2, k, 8', [-0.27956, -0.0867179, 1.0]], ['2, k, 9', [-0.138826, -0.140576, 1.0]], ['2, k, 10', [-0.049617, -0.165702, 1.0]], ['2, k, 11', [0.000957299, -0.183026, 1.0]], ['2, k, 12', [-0.471818, -0.513347, 1.0]], ['2, k, 13', [-0.201749, -0.654827, 1.0]], ['2, k, 14', [-0.49185, -0.682341, 1.0]], ['2, k, 15', [-0.539127, -0.603537, 1.0]], ['2, k, 16', [-0.321842, -0.506118, 1.0]], ['2, k, 17', [-0.327019, -0.81222, 1.0]], ['2, k, 18', [-0.377415, -1.10243, 1.0]], ['2, k, 19', [-0.362594, -0.974751, 1.0]], ['2, k, 20', [-0.4355, -0.0850664, 1.0]], ['2, k, 21', [-0.661002, -0.222446, 1.0]], ['2, k, 22', [-0.609524, -0.196112, 1.0]], ['2, k, 23', [0.0315775, -0.194655, 1.0]], ['2, k, 24', [-0.0499964, -0.189628, 1.0]]]
[['2, k, 0', [-0.456735, -0.525944, 1.0]], ['2, k, 1', [-0.43427, -0.271757, 1.0]], ['2, k, 2', [-0.435428, -0.0207937, 1.0]], ['2, k, 3', [-0.43249, 0.129928, 1.0]], ['2, k, 4', [-0.569711, -0.101774, 1.0]], ['2, k, 5', [-0.685643, -0.158295, 1.0]], ['2, k, 6', [-0.725057, -0.210389, 1.0]], ['2, k, 7', [-0.692505, -0.249656, 1.0]], ['2, k, 8', [-0.278519, -0.0932136, 1.0]], ['2, k, 9', [-0.140224, -0.16291, 1.0]], ['2, k, 10', [-0.0345656, -0.210627, 1.0]], ['2, k, 11', [0.00660051, -0.24711, 1.0]], ['2, k, 12', [-0.527402, -0.516408, 1.0]], ['2, k, 13', [-0.280648, -0.704482, 1.0]], ['2, k, 14', [-0.537812, -0.84463, 1.0]], ['2, k, 15', [-0.52905, -0.717075, 1.0]], ['2, k, 16', [-0.37788, -0.526056, 1.0]], ['2, k, 17', [-0.371786, -0.835715, 1.0]], ['2, k, 18', [-0.422341, -1.12537, 1.0]], ['2, k, 19', [-0.379269, -1.00231, 1.0]], ['2, k, 20', [-0.435781, -0.0842665, 1.0]], ['2, k, 21', [-0.674118, -0.273329, 1.0]], ['2, k, 22', [-0.624327, -0.24893, 1.0]], ['2, k, 23', [0.0426192, -0.258459, 1.0]], ['2, k, 24', [-0.0437783, -0.251495, 1.0]]]
[['2, k, 0', [-0.447129, -0.529589, 1.0]], ['2, k, 1', [-0.43434, -0.272516, 1.0]], ['2, k, 2', [-0.434869, -0.0215598, 1.0]], ['2, k, 3', [-0.431328, 0.127592, 1.0]], ['2, k, 4', [-0.569317, -0.100979, 1.0]], ['2, k, 5', [-0.687663, -0.180452, 1.0]], ['2, k, 6', [-0.725549, -0.261795, 1.0]], ['2, k, 7', [-0.691358, -0.299113, 1.0]], ['2, k, 8', [-0.275895, -0.110972, 1.0]], ['2, k, 9', [-0.134319, -0.201652, 1.0]], ['2, k, 10', [-0.030294, -0.263916, 1.0]], ['2, k, 11', [0.00661893, -0.30522, 1.0]], ['2, k, 12', [-0.517722, -0.521695, 1.0]], ['2, k, 13', [-0.282497, -0.719068, 1.0]], ['2, k, 14', [-0.539363, -0.858998, 1.0]], ['2, k, 15', [-0.536168, -0.730996, 1.0]], ['2, k, 16', [-0.368346, -0.528168, 1.0]], ['2, k, 17', [-0.336248, -0.834134, 1.0]], ['2, k, 18', [-0.386863, -1.12346, 1.0]], ['2, k, 19', [-0.365867, -0.994766, 1.0]], ['2, k, 20', [-0.435367, -0.0848368, 1.0]], ['2, k, 21', [-0.673148, -0.325697, 1.0]], ['2, k, 22', [-0.630977, -0.295373, 1.0]], ['2, k, 23', [0.0305738, -0.318132, 1.0]], ['2, k, 24', [-0.0413049, -0.313853, 1.0]]]
[['2, k, 0', [-0.446331, -0.534144, 1.0]], ['2, k, 1', [-0.434996, -0.275353, 1.0]], ['2, k, 2', [-0.433298, -0.0225462, 1.0]], ['2, k, 3', [-0.429685, 0.12602, 1.0]], ['2, k, 4', [-0.5727, -0.112379, 1.0]], ['2, k, 5', [-0.694757, -0.194621, 1.0]], ['2, k, 6', [-0.719783, -0.296649, 1.0]], ['2, k, 7', [-0.694813, -0.34411, 1.0]], ['2, k, 8', [-0.27145, -0.118017, 1.0]], ['2, k, 9', [-0.111801, -0.217254, 1.0]], ['2, k, 10', [-0.0138898, -0.299745, 1.0]], ['2, k, 11', [0.00553146, -0.35737, 1.0]], ['2, k, 12', [-0.517109, -0.527178, 1.0]], ['2, k, 13', [-0.282253, -0.725391, 1.0]], ['2, k, 14', [-0.539077, -0.865277, 1.0]], ['2, k, 15', [-0.532593, -0.73733, 1.0]], ['2, k, 16', [-0.367468, -0.531732, 1.0]], ['2, k, 17', [-0.345639, -0.838382, 1.0]], ['2, k, 18', [-0.396213, -1.12764, 1.0]], ['2, k, 19', [-0.370331, -0.999821, 1.0]], ['2, k, 20', [-0.434285, -0.0859287, 1.0]], ['2, k, 21', [-0.68792, -0.363279, 1.0]], ['2, k, 22', [-0.640309, -0.349475, 1.0]], ['2, k, 23', [0.030031, -0.372378, 1.0]], ['2, k, 24', [-0.0469235, -0.359499, 1.0]]]
[['2, k, 0', [-0.404331, -0.54746, 1.0]], ['2, k, 1', [-0.425357, -0.28165, 1.0]], ['2, k, 2', [-0.43272, -0.0238634, 1.0]], ['2, k, 3', [-0.426786, 0.122837, 1.0]], ['2, k, 4', [-0.57325, -0.118073, 1.0]], ['2, k, 5', [-0.684388, -0.238228, 1.0]], ['2, k, 6', [-0.726902, -0.313031, 1.0]], ['2, k, 7', [-0.693682, -0.391077, 1.0]], ['2, k, 8', [-0.269738, -0.126561, 1.0]], ['2, k, 9', [-0.137855, -0.235887, 1.0]], ['2, k, 10', [-0.0400879, -0.338421, 1.0]], ['2, k, 11', [0.00513771, -0.40453, 1.0]], ['2, k, 12', [-0.473862, -0.545965, 1.0]], ['2, k, 13', [-0.228127, -0.726016, 1.0]], ['2, k, 14', [-0.485242, -0.865933, 1.0]], ['2, k, 15', [-0.456717, -0.740934, 1.0]], ['2, k, 16', [-0.327463, -0.539028, 1.0]], ['2, k, 17', [-0.350845, -0.843908, 1.0]], ['2, k, 18', [-0.401419, -1.13325, 1.0]], ['2, k, 19', [-0.371204, -1.00651, 1.0]], ['2, k, 20', [-0.432265, -0.0879806, 1.0]], ['2, k, 21', [-0.699051, -0.41181, 1.0]], ['2, k, 22', [-0.642156, -0.396517, 1.0]], ['2, k, 23', [0.0283337, -0.419226, 1.0]], ['2, k, 24', [-0.0446292, -0.407721, 1.0]]]
[['2, k, 0', [-0.401439, -0.549903, 1.0]], ['2, k, 1', [-0.422764, -0.283827, 1.0]], ['2, k, 2', [-0.432817, -0.0254603, 1.0]], ['2, k, 3', [-0.424318, 0.121704, 1.0]], ['2, k, 4', [-0.575324, -0.123226, 1.0]], ['2, k, 5', [-0.686199, -0.245534, 1.0]], ['2, k, 6', [-0.721792, -0.366458, 1.0]], ['2, k, 7', [-0.707816, -0.431437, 1.0]], ['2, k, 8', [-0.269085, -0.12765, 1.0]], ['2, k, 9', [-0.119012, -0.251189, 1.0]], ['2, k, 10', [-0.0207527, -0.352842, 1.0]], ['2, k, 11', [0.00790459, -0.445351, 1.0]], ['2, k, 12', [-0.468061, -0.553005, 1.0]], ['2, k, 13', [-0.266486, -0.780124, 1.0]], ['2, k, 14', [-0.523586, -0.919931, 1.0]], ['2, k, 15', [-0.425221, -0.855876, 1.0]], ['2, k, 16', [-0.326359, -0.538503, 1.0]], ['2, k, 17', [-0.324527, -0.843285, 1.0]], ['2, k, 18', [-0.375215, -1.13278, 1.0]], ['2, k, 19', [-0.364282, -1.0035, 1.0]], ['2, k, 20', [-0.431258, -0.0897217, 1.0]], ['2, k, 21', [-0.69437, -0.448513, 1.0]], ['2, k, 22', [-0.656221, -0.436101, 1.0]], ['2, k, 23', [0.0258095, -0.463808, 1.0]], ['2, k, 24', [-0.0395913, -0.454782, 1.0]]]
[['2, k, 0', [-0.40147, -0.545695, 1.0]], ['2, k, 1', [-0.421165, -0.282863, 1.0]], ['2, k, 2', [-0.431309, -0.0256503, 1.0]], ['2, k, 3', [-0.422641, 0.123093, 1.0]], ['2, k, 4', [-0.575882, -0.125383, 1.0]], ['2, k, 5', [-0.683648, -0.263268, 1.0]], ['2, k, 6', [-0.720665, -0.390822, 1.0]], ['2, k, 7', [-0.7161, -0.462223, 1.0]], ['2, k, 8', [-0.266825, -0.133638, 1.0]], ['2, k, 9', [-0.136949, -0.273437, 1.0]], ['2, k, 10', [-0.0436238, -0.40459, 1.0]], ['2, k, 11', [0.000202513, -0.487086, 1.0]], ['2, k, 12', [-0.471236, -0.545656, 1.0]], ['2, k, 13', [-0.215086, -0.698844, 1.0]], ['2, k, 14', [-0.472596, -0.839032, 1.0]], ['2, k, 15', [-0.390918, -0.743637, 1.0]], ['2, k, 16', [-0.324413, -0.535258, 1.0]], ['2, k, 17', [-0.325659, -0.840958, 1.0]], ['2, k, 18', [-0.376384, -1.13069, 1.0]], ['2, k, 19', [-0.362874, -1.00166, 1.0]], ['2, k, 20', [-0.429416, -0.0895138, 1.0]], ['2, k, 21', [-0.699564, -0.488709, 1.0]], ['2, k, 22', [-0.672132, -0.457257, 1.0]], ['2, k, 23', [0.0147269, -0.503487, 1.0]], ['2, k, 24', [-0.0516376, -0.490999, 1.0]]]
[['2, k, 0', [-0.407217, -0.541715, 1.0]], ['2, k, 1', [-0.421202, -0.282736, 1.0]], ['2, k, 2', [-0.429728, -0.0269537, 1.0]], ['2, k, 3', [-0.420443, 0.121099, 1.0]], ['2, k, 4', [-0.576093, -0.128389, 1.0]], ['2, k, 5', [-0.68105, -0.277254, 1.0]], ['2, k, 6', [-0.721787, -0.417852, 1.0]], ['2, k, 7', [-0.706724, -0.510744, 1.0]], ['2, k, 8', [-0.264902, -0.135746, 1.0]], ['2, k, 9', [-0.11923, -0.271702, 1.0]], ['2, k, 10', [-0.0126558, -0.464457, 1.0]], ['2, k, 11', [-0.00177022, -0.521513, 1.0]], ['2, k, 12', [-0.480291, -0.540872, 1.0]], ['2, k, 13', [-0.228499, -0.706065, 1.0]], ['2, k, 14', [-0.486199, -0.846364, 1.0]], ['2, k, 15', [-0.401734, -0.753043, 1.0]], ['2, k, 16', [-0.327501, -0.532281, 1.0]], ['2, k, 17', [-0.343592, -0.838655, 1.0]], ['2, k, 18', [-0.394305, -1.12867, 1.0]], ['2, k, 19', [-0.367858, -1.0017, 1.0]], ['2, k, 20', [-0.428338, -0.0902852, 1.0]], ['2, k, 21', [-0.693523, -0.529655, 1.0]], ['2, k, 22', [-0.653166, -0.50938, 1.0]], ['2, k, 23', [0.015124, -0.540886, 1.0]], ['2, k, 24', [-0.0497018, -0.532827, 1.0]]]
[['2, k, 0', [-0.407336, -0.541429, 1.0]], ['2, k, 1', [-0.420639, -0.282895, 1.0]], ['2, k, 2', [-0.42864, -0.0284021, 1.0]], ['2, k, 3', [-0.417812, 0.119047, 1.0]], ['2, k, 4', [-0.576826, -0.13197, 1.0]], ['2, k, 5', [-0.682865, -0.288942, 1.0]], ['2, k, 6', [-0.72928, -0.463663, 1.0]], ['2, k, 7', [-0.730799, -0.522625, 1.0]], ['2, k, 8', [-0.263111, -0.137626, 1.0]], ['2, k, 9', [-0.119943, -0.294864, 1.0]], ['2, k, 10', [-0.0143606, -0.48175, 1.0]], ['2, k, 11', [-0.00491916, -0.555203, 1.0]], ['2, k, 12', [-0.480581, -0.540476, 1.0]], ['2, k, 13', [-0.228913, -0.706974, 1.0]], ['2, k, 14', [-0.486612, -0.847269, 1.0]], ['2, k, 15', [-0.401976, -0.754229, 1.0]], ['2, k, 16', [-0.327465, -0.531954, 1.0]], ['2, k, 17', [-0.343451, -0.838936, 1.0]], ['2, k, 18', [-0.394165, -1.12895, 1.0]], ['2, k, 19', [-0.372733, -1.0013, 1.0]], ['2, k, 20', [-0.427228, -0.0914436, 1.0]], ['2, k, 21', [-0.72414, -0.559938, 1.0]], ['2, k, 22', [-0.694658, -0.52635, 1.0]], ['2, k, 23', [0.0105063, -0.573978, 1.0]], ['2, k, 24', [-0.0528085, -0.566377, 1.0]]]
[['2, k, 0', [-0.410658, -0.54615, 1.0]], ['2, k, 1', [-0.421095, -0.286507, 1.0]], ['2, k, 2', [-0.428066, -0.0303403, 1.0]], ['2, k, 3', [-0.417198, 0.118502, 1.0]], ['2, k, 4', [-0.57737, -0.135435, 1.0]], ['2, k, 5', [-0.681333, -0.296781, 1.0]], ['2, k, 6', [-0.728942, -0.479137, 1.0]], ['2, k, 7', [-0.731757, -0.551553, 1.0]], ['2, k, 8', [-0.260369, -0.140563, 1.0]], ['2, k, 9', [-0.121168, -0.308336, 1.0]], ['2, k, 10', [-0.0171895, -0.516489, 1.0]], ['2, k, 11', [-0.00316219, -0.573869, 1.0]], ['2, k, 12', [-0.481581, -0.541895, 1.0]], ['2, k, 13', [-0.226708, -0.707397, 1.0]], ['2, k, 14', [-0.484771, -0.847888, 1.0]], ['2, k, 15', [-0.459822, -0.722618, 1.0]], ['2, k, 16', [-0.33416, -0.542364, 1.0]], ['2, k, 17', [-0.367604, -0.8738, 1.0]], ['2, k, 18', [-0.418303, -1.16409, 1.0]], ['2, k, 19', [-0.387345, -1.0383, 1.0]], ['2, k, 20', [-0.42675, -0.0938603, 1.0]], ['2, k, 21', [-0.728075, -0.585348, 1.0]], ['2, k, 22', [-0.696148, -0.5614, 1.0]], ['2, k, 23', [0.00497505, -0.609112, 1.0]], ['2, k, 24', [-0.0377397, -0.596811, 1.0]]]
[['2, k, 0', [-0.423286, -0.55017, 1.0]], ['2, k, 1', [-0.424734, -0.289227, 1.0]], ['2, k, 2', [-0.427577, -0.0322877, 1.0]], ['2, k, 3', [-0.415405, 0.116366, 1.0]], ['2, k, 4', [-0.577505, -0.135534, 1.0]], ['2, k, 5', [-0.683372, -0.322377, 1.0]], ['2, k, 6', [-0.728231, -0.510898, 1.0]], ['2, k, 7', [-0.739344, -0.569549, 1.0]], ['2, k, 8', [-0.25827, -0.143461, 1.0]], ['2, k, 9', [-0.124538, -0.321897, 1.0]], ['2, k, 10', [-0.01891, -0.536047, 1.0]], ['2, k, 11', [-0.00610206, -0.601989, 1.0]], ['2, k, 12', [-0.49233, -0.542705, 1.0]], ['2, k, 13', [-0.235479, -0.710305, 1.0]], ['2, k, 14', [-0.493511, -0.850786, 1.0]], ['2, k, 15', [-0.465677, -0.726041, 1.0]], ['2, k, 16', [-0.346942, -0.548471, 1.0]], ['2, k, 17', [-0.380626, -0.866829, 1.0]], ['2, k, 18', [-0.431282, -1.15714, 1.0]], ['2, k, 19', [-0.393674, -1.03338, 1.0]], ['2, k, 20', [-0.427038, -0.0959723, 1.0]], ['2, k, 21', [-0.753734, -0.616725, 1.0]], ['2, k, 22', [-0.70227, -0.585715, 1.0]], ['2, k, 23', [0.00202751, -0.638686, 1.0]], ['2, k, 24', [-0.0464359, -0.622706, 1.0]]]
[['2, k, 0', [-0.425365, -0.552596, 1.0]], ['2, k, 1', [-0.426068, -0.290912, 1.0]], ['2, k, 2', [-0.427005, -0.0327829, 1.0]], ['2, k, 3', [-0.414207, 0.116168, 1.0]], ['2, k, 4', [-0.57954, -0.142452, 1.0]], ['2, k, 5', [-0.684534, -0.333497, 1.0]], ['2, k, 6', [-0.727869, -0.522705, 1.0]], ['2, k, 7', [-0.733392, -0.604434, 1.0]], ['2, k, 8', [-0.256426, -0.145655, 1.0]], ['2, k, 9', [-0.122093, -0.338437, 1.0]], ['2, k, 10', [-0.0247791, -0.559696, 1.0]], ['2, k, 11', [-0.0117531, -0.625576, 1.0]], ['2, k, 12', [-0.493751, -0.544688, 1.0]], ['2, k, 13', [-0.243554, -0.721172, 1.0]], ['2, k, 14', [-0.501558, -0.861613, 1.0]], ['2, k, 15', [-0.491656, -0.766371, 1.0]], ['2, k, 16', [-0.34953, -0.551024, 1.0]], ['2, k, 17', [-0.380774, -0.86765, 1.0]], ['2, k, 18', [-0.431428, -1.15796, 1.0]], ['2, k, 19', [-0.395163, -1.03353, 1.0]], ['2, k, 20', [-0.42702, -0.0968393, 1.0]], ['2, k, 21', [-0.728494, -0.639803, 1.0]], ['2, k, 22', [-0.693279, -0.620749, 1.0]], ['2, k, 23', [-0.000198434, -0.664389, 1.0]], ['2, k, 24', [-0.0630557, -0.641868, 1.0]]]
[['2, k, 0', [-0.422133, -0.555163, 1.0]], ['2, k, 1', [-0.424695, -0.292138, 1.0]], ['2, k, 2', [-0.42665, -0.0328977, 1.0]], ['2, k, 3', [-0.413705, 0.116439, 1.0]], ['2, k, 4', [-0.581052, -0.145719, 1.0]], ['2, k, 5', [-0.68776, -0.350585, 1.0]], ['2, k, 6', [-0.732391, -0.552626, 1.0]], ['2, k, 7', [-0.734657, -0.632603, 1.0]], ['2, k, 8', [-0.255191, -0.147898, 1.0]], ['2, k, 9', [-0.124468, -0.343354, 1.0]], ['2, k, 10', [-0.0248784, -0.578215, 1.0]], ['2, k, 11', [-0.0172244, -0.649457, 1.0]], ['2, k, 12', [-0.490042, -0.547875, 1.0]], ['2, k, 13', [-0.240397, -0.724117, 1.0]], ['2, k, 14', [-0.498415, -0.864546, 1.0]], ['2, k, 15', [-0.48823, -0.75354, 1.0]], ['2, k, 16', [-0.346675, -0.552836, 1.0]], ['2, k, 17', [-0.380341, -0.868346, 1.0]], ['2, k, 18', [-0.430996, -1.15865, 1.0]], ['2, k, 19', [-0.39491, -1.03414, 1.0]], ['2, k, 20', [-0.426421, -0.0972426, 1.0]], ['2, k, 21', [-0.723971, -0.674181, 1.0]], ['2, k, 22', [-0.696994, -0.641935, 1.0]], ['2, k, 23', [-0.00810533, -0.693437, 1.0]], ['2, k, 24', [-0.065704, -0.665213, 1.0]]]
