[['2, k, 0', [-0.361038, -0.701322, 1.0]], ['2, k, 1', [-0.349396, -0.402934, 1.0]], ['2, k, 2', [-0.336663, -0.108373, 1.0]], ['2, k, 3', [-0.346075, 0.0245835, 1.0]], ['2, k, 4', [-0.468967, -0.152067, 1.0]], ['2, k, 5', [-0.586493, 0.0612883, 1.0]], ['2, k, 6', [-0.666617, 0.318806, 1.0]], ['2, k, 7', [-0.664271, 0.366082, 1.0]], ['2, k, 8', [-0.184778, -0.143881, 1.0]], ['2, k, 9', [-0.0219326, 0.0505852, 1.0]], ['2, k, 10', [0.0666919, 0.2423, 1.0]], ['2, k, 11', [0.0832932, 0.345507, 1.0]], ['2, k, 12', [-0.421979, -0.696156, 1.0]], ['2, k, 13', [-0.484578, -1.00211, 1.0]], ['2, k, 14', [-0.509969, -1.3498, 1.0]], ['2, k, 15', [-0.478246, -1.25179, 1.0]], ['2, k, 16', [-0.292863, -0.692432, 1.0]], ['2, k, 17', [-0.0815939, -0.928084, 1.0]], ['2, k, 18', [-0.061334, -1.18914, 1.0]], ['2, k, 19', [-0.132856, -1.06996, 1.0]], ['2, k, 20', [-0.340055, -0.181541, 1.0]], ['2, k, 21', [-0.670352, 0.419254, 1.0]], ['2, k, 22', [-0.696242, 0.37222, 1.0]], ['2, k, 23', [0.10491, 0.413163, 1.0]], ['2, k, 24', [0.110264, 0.34874, 1.0]]]
[['2, k, 0', [-0.316241, -0.627585, 1.0]], ['2, k, 1', [-0.343542, -0.363338, 1.0]], ['2, k, 2', [-0.373658, -0.103375, 1.0]], ['2, k, 3', [-0.428192, 0.0194284, 1.0]], ['2, k, 4', [-0.513317, -0.152839, 1.0]], ['2, k, 5', [-0.712558, -0.0323698, 1.0]], ['2, k, 6', [-0.869523, 0.0932234, 1.0]], ['2, k, 7', [-0.880203, 0.1216, 1.0]], ['2, k, 8', [-0.211307, -0.107153, 1.0]], ['2, k, 9', [-0.170571, 0.124517, 1.0]], ['2, k, 10', [-0.184032, 0.381726, 1.0]], ['2, k, 11', [-0.2088, 0.464447, 1.0]], ['2, k, 12', [-0.377839, -0.631104, 1.0]], ['2, k, 13', [-0.439178, -0.905368, 1.0]], ['2, k, 14', [-0.476716, -1.22528, 1.0]], ['2, k, 15', [-0.485799, -1.27187, 1.0]], ['2, k, 16', [-0.248386, -0.614093, 1.0]], ['2, k, 17', [-0.183957, -0.900255, 1.0]], ['2, k, 18', [-0.211257, -1.14284, 1.0]], ['2, k, 19', [-0.1494, -1.20134, 1.0]], ['2, k, 20', [-0.366614, -0.168202, 1.0]], ['2, k, 21', [-0.892244, 0.172119, 1.0]], ['2, k, 22', [-0.866244, 0.134132, 1.0]], ['2, k, 23', [-0.21498, 0.518727, 1.0]], ['2, k, 24', [-0.242732, 0.485095, 1.0]]]
[['2, k, 0', [-0.311418, -0.617413, 1.0]], ['2, k, 1', [-0.343553, -0.362966, 1.0]], ['2, k, 2', [-0.375443, -0.107113, 1.0]], ['2, k, 3', [-0.435802, 0.0152483, 1.0]], ['2, k, 4', [-0.510074, -0.163617, 1.0]], ['2, k, 5', [-0.708484, -0.0597312, 1.0]], ['2, k, 6', [-0.856338, 0.0772847, 1.0]], ['2, k, 7', [-0.880346, 0.0823843, 1.0]], ['2, k, 8', [-0.233073, -0.0752645, 1.0]], ['2, k, 9', [-0.196881, 0.12693, 1.0]], ['2, k, 10', [-0.209639, 0.356935, 1.0]], ['2, k, 11', [-0.232916, 0.440559, 1.0]], ['2, k, 12', [-0.369942, -0.618762, 1.0]], ['2, k, 13', [-0.438392, -0.904887, 1.0]], ['2, k, 14', [-0.475167, -1.22894, 1.0]], ['2, k, 15', [-0.485173, -1.27489, 1.0]], ['2, k, 16', [-0.246081, -0.604489, 1.0]], ['2, k, 17', [-0.182987, -0.899291, 1.0]], ['2, k, 18', [-0.125595, -1.19389, 1.0]], ['2, k, 19', [-0.190145, -1.23134, 1.0]], ['2, k, 20', [-0.367559, -0.169995, 1.0]], ['2, k, 21', [-0.89672, 0.134168, 1.0]], ['2, k, 22', [-0.872075, 0.103367, 1.0]], ['2, k, 23', [-0.251353, 0.491638, 1.0]], ['2, k, 24', [-0.272999, 0.480605, 1.0]]]
[['2, k, 0', [-0.309192, -0.612551, 1.0]], ['2, k, 1', [-0.343453, -0.361947, 1.0]], ['2, k, 2', [-0.376053, -0.107942, 1.0]], ['2, k, 3', [-0.440214, 0.0125489, 1.0]], ['2, k, 4', [-0.510155, -0.16368, 1.0]], ['2, k, 5', [-0.709594, -0.0748775, 1.0]], ['2, k, 6', [-0.87516, 0.0383533, 1.0]], ['2, k, 7', [-0.885932, 0.0483003, 1.0]], ['2, k, 8', [-0.234788, -0.0741417, 1.0]], ['2, k, 9', [-0.214566, 0.130197, 1.0]], ['2, k, 10', [-0.230583, 0.352601, 1.0]], ['2, k, 11', [-0.261856, 0.4314, 1.0]], ['2, k, 12', [-0.367478, -0.614657, 1.0]], ['2, k, 13', [-0.436488, -0.90525, 1.0]], ['2, k, 14', [-0.466691, -1.23079, 1.0]], ['2, k, 15', [-0.475417, -1.27598, 1.0]], ['2, k, 16', [-0.244473, -0.598851, 1.0]], ['2, k, 17', [-0.182262, -0.897916, 1.0]], ['2, k, 18', [-0.126181, -1.19593, 1.0]], ['2, k, 19', [-0.191601, -1.23099, 1.0]], ['2, k, 20', [-0.367921, -0.170362, 1.0]], ['2, k, 21', [-0.901434, 0.0933657, 1.0]], ['2, k, 22', [-0.869326, 0.0586461, 1.0]], ['2, k, 23', [-0.286711, 0.483157, 1.0]], ['2, k, 24', [-0.305552, 0.473149, 1.0]]]
[['2, k, 0', [-0.307768, -0.610455, 1.0]], ['2, k, 1', [-0.34337, -0.361302, 1.0]], ['2, k, 2', [-0.377061, -0.10924, 1.0]], ['2, k, 3', [-0.44618, 0.0109023, 1.0]], ['2, k, 4', [-0.509963, -0.163938, 1.0]], ['2, k, 5', [-0.714097, -0.0874866, 1.0]], ['2, k, 6', [-0.893069, 0.00513166, 1.0]], ['2, k, 7', [-0.855578, -0.00974366, 1.0]], ['2, k, 8', [-0.23786, -0.0750078, 1.0]], ['2, k, 9', [-0.248623, 0.129846, 1.0]], ['2, k, 10', [-0.2705, 0.375006, 1.0]], ['2, k, 11', [-0.301533, 0.455771, 1.0]], ['2, k, 12', [-0.366476, -0.613873, 1.0]], ['2, k, 13', [-0.429333, -0.904113, 1.0]], ['2, k, 14', [-0.451366, -1.20857, 1.0]], ['2, k, 15', [-0.459453, -1.25619, 1.0]], ['2, k, 16', [-0.242812, -0.594911, 1.0]], ['2, k, 17', [-0.181576, -0.896799, 1.0]], ['2, k, 18', [-0.12547, -1.19736, 1.0]], ['2, k, 19', [-0.19374, -1.22759, 1.0]], ['2, k, 20', [-0.368611, -0.171145, 1.0]], ['2, k, 21', [-0.895251, 0.0470641, 1.0]], ['2, k, 22', [-0.819532, -0.0043656, 1.0]], ['2, k, 23', [-0.321071, 0.511223, 1.0]], ['2, k, 24', [-0.30571, 0.448145, 1.0]]]
[['2, k, 0', [-0.306208, -0.608791, 1.0]], ['2, k, 1', [-0.34318, -0.36082, 1.0]], ['2, k, 2', [-0.378026, -0.110613, 1.0]], ['2, k, 3', [-0.452569, 0.00476467, 1.0]], ['2, k, 4', [-0.509555, -0.165134, 1.0]], ['2, k, 5', [-0.711173, -0.113181, 1.0]], ['2, k, 6', [-0.897189, -0.0375477, 1.0]], ['2, k, 7', [-0.849794, -0.0431809, 1.0]], ['2, k, 8', [-0.240438, -0.0759712, 1.0]], ['2, k, 9', [-0.260922, 0.199877, 1.0]], ['2, k, 10', [-0.297884, 0.399971, 1.0]], ['2, k, 11', [-0.340632, 0.4679, 1.0]], ['2, k, 12', [-0.364979, -0.613241, 1.0]], ['2, k, 13', [-0.421316, -0.92344, 1.0]], ['2, k, 14', [-0.451234, -1.20733, 1.0]], ['2, k, 15', [-0.461458, -1.25542, 1.0]], ['2, k, 16', [-0.241114, -0.591919, 1.0]], ['2, k, 17', [-0.180755, -0.896561, 1.0]], ['2, k, 18', [-0.139821, -1.13508, 1.0]], ['2, k, 19', [-0.154841, -1.19732, 1.0]], ['2, k, 20', [-0.369254, -0.172043, 1.0]], ['2, k, 21', [-0.893403, 0.00299307, 1.0]], ['2, k, 22', [-0.818899, -0.0325889, 1.0]], ['2, k, 23', [-0.362573, 0.522684, 1.0]], ['2, k, 24', [-0.367204, 0.469842, 1.0]]]
[['2, k, 0', [-0.303074, -0.613551, 1.0]], ['2, k, 1', [-0.34284, -0.363017, 1.0]], ['2, k, 2', [-0.379895, -0.113491, 1.0]], ['2, k, 3', [-0.455265, 0.00384913, 1.0]], ['2, k, 4', [-0.508588, -0.167095, 1.0]], ['2, k, 5', [-0.714418, -0.121798, 1.0]], ['2, k, 6', [-0.899147, -0.0426391, 1.0]], ['2, k, 7', [-0.961443, -0.0163781, 1.0]], ['2, k, 8', [-0.242912, -0.0787182, 1.0]], ['2, k, 9', [-0.270201, 0.160235, 1.0]], ['2, k, 10', [-0.3134, 0.378218, 1.0]], ['2, k, 11', [-0.368534, 0.449758, 1.0]], ['2, k, 12', [-0.362206, -0.62025, 1.0]], ['2, k, 13', [-0.421896, -0.929892, 1.0]], ['2, k, 14', [-0.450193, -1.20664, 1.0]], ['2, k, 15', [-0.474247, -1.30208, 1.0]], ['2, k, 16', [-0.236815, -0.596473, 1.0]], ['2, k, 17', [-0.179579, -0.897016, 1.0]], ['2, k, 18', [-0.116976, -1.19882, 1.0]], ['2, k, 19', [-0.140747, -1.25781, 1.0]], ['2, k, 20', [-0.370652, -0.175087, 1.0]], ['2, k, 21', [-1.00477, 0.0297248, 1.0]], ['2, k, 22', [-0.929904, -0.00594704, 1.0]], ['2, k, 23', [-0.404552, 0.499667, 1.0]], ['2, k, 24', [-0.407077, 0.465065, 1.0]]]
[['2, k, 0', [-0.29893, -0.61737, 1.0]], ['2, k, 1', [-0.340752, -0.364446, 1.0]], ['2, k, 2', [-0.379225, -0.113902, 1.0]], ['2, k, 3', [-0.47775, 0.00533771, 1.0]], ['2, k, 4', [-0.507858, -0.171179, 1.0]], ['2, k, 5', [-0.715147, -0.14664, 1.0]], ['2, k, 6', [-0.893875, -0.0569379, 1.0]], ['2, k, 7', [-0.898183, -0.05399, 1.0]], ['2, k, 8', [-0.245627, -0.0811093, 1.0]], ['2, k, 9', [-0.27725, 0.161174, 1.0]], ['2, k, 10', [-0.366015, 0.379771, 1.0]], ['2, k, 11', [-0.409178, 0.455389, 1.0]], ['2, k, 12', [-0.358991, -0.624202, 1.0]], ['2, k, 13', [-0.421377, -0.933106, 1.0]], ['2, k, 14', [-0.450303, -1.2064, 1.0]], ['2, k, 15', [-0.474211, -1.30208, 1.0]], ['2, k, 16', [-0.232647, -0.599446, 1.0]], ['2, k, 17', [-0.175628, -0.898731, 1.0]], ['2, k, 18', [-0.115895, -1.1986, 1.0]], ['2, k, 19', [-0.139677, -1.2576, 1.0]], ['2, k, 20', [-0.369733, -0.175781, 1.0]], ['2, k, 21', [-0.941675, -0.00778924, 1.0]], ['2, k, 22', [-0.880331, -0.0361756, 1.0]], ['2, k, 23', [-0.446256, 0.500179, 1.0]], ['2, k, 24', [-0.44919, 0.464758, 1.0]]]
[['2, k, 0', [-0.295495, -0.621043, 1.0]], ['2, k, 1', [-0.338048, -0.365106, 1.0]], ['2, k, 2', [-0.376761, -0.112628, 1.0]], ['2, k, 3', [-0.481895, 0.00346231, 1.0]], ['2, k, 4', [-0.507874, -0.173557, 1.0]], ['2, k, 5', [-0.712297, -0.158743, 1.0]], ['2, k, 6', [-0.901694, -0.101563, 1.0]], ['2, k, 7', [-0.965547, -0.0826652, 1.0]], ['2, k, 8', [-0.248543, -0.0829765, 1.0]], ['2, k, 9', [-0.291146, 0.153131, 1.0]], ['2, k, 10', [-0.377667, 0.361481, 1.0]], ['2, k, 11', [-0.428742, 0.436713, 1.0]], ['2, k, 12', [-0.356386, -0.627399, 1.0]], ['2, k, 13', [-0.420434, -0.935613, 1.0]], ['2, k, 14', [-0.45026, -1.2063, 1.0]], ['2, k, 15', [-0.465142, -1.30397, 1.0]], ['2, k, 16', [-0.228557, -0.603462, 1.0]], ['2, k, 17', [-0.172332, -0.90039, 1.0]], ['2, k, 18', [-0.117634, -1.19883, 1.0]], ['2, k, 19', [-0.185654, -1.20478, 1.0]], ['2, k, 20', [-0.367402, -0.175126, 1.0]], ['2, k, 21', [-1.00884, -0.0363867, 1.0]], ['2, k, 22', [-0.947247, -0.064676, 1.0]], ['2, k, 23', [-0.463067, 0.49176, 1.0]], ['2, k, 24', [-0.463885, 0.449172, 1.0]]]
[['2, k, 0', [-0.2935, -0.623634, 1.0]], ['2, k, 1', [-0.33599, -0.365156, 1.0]], ['2, k, 2', [-0.373812, -0.10976, 1.0]], ['2, k, 3', [-0.490445, -0.00954879, 1.0]], ['2, k, 4', [-0.506321, -0.177345, 1.0]], ['2, k, 5', [-0.706548, -0.201834, 1.0]], ['2, k, 6', [-0.88114, -0.106471, 1.0]], ['2, k, 7', [-0.892129, -0.106352, 1.0]], ['2, k, 8', [-0.249581, -0.0833086, 1.0]], ['2, k, 9', [-0.323548, 0.181457, 1.0]], ['2, k, 10', [-0.428161, 0.377804, 1.0]], ['2, k, 11', [-0.478809, 0.446072, 1.0]], ['2, k, 12', [-0.354754, -0.629819, 1.0]], ['2, k, 13', [-0.418539, -0.937805, 1.0]], ['2, k, 14', [-0.44994, -1.20664, 1.0]], ['2, k, 15', [-0.469607, -1.30293, 1.0]], ['2, k, 16', [-0.22629, -0.606206, 1.0]], ['2, k, 17', [-0.170102, -0.901508, 1.0]], ['2, k, 18', [-0.115786, -1.19449, 1.0]], ['2, k, 19', [-0.182939, -1.20811, 1.0]], ['2, k, 20', [-0.364815, -0.173311, 1.0]], ['2, k, 21', [-0.894225, -0.099493, 1.0]], ['2, k, 22', [-0.883215, -0.0992837, 1.0]], ['2, k, 23', [-0.521074, 0.487801, 1.0]], ['2, k, 24', [-0.524302, 0.447873, 1.0]]]
[['2, k, 0', [-0.29202, -0.624712, 1.0]], ['2, k, 1', [-0.334335, -0.364923, 1.0]], ['2, k, 2', [-0.372166, -0.107968, 1.0]], ['2, k, 3', [-0.493208, -0.0126459, 1.0]], ['2, k, 4', [-0.504896, -0.178788, 1.0]], ['2, k, 5', [-0.709729, -0.205294, 1.0]], ['2, k, 6', [-0.901855, -0.151241, 1.0]], ['2, k, 7', [-0.890227, -0.140022, 1.0]], ['2, k, 8', [-0.250497, -0.0837188, 1.0]], ['2, k, 9', [-0.335649, 0.177535, 1.0]], ['2, k, 10', [-0.44472, 0.377509, 1.0]], ['2, k, 11', [-0.499168, 0.43522, 1.0]], ['2, k, 12', [-0.353301, -0.630795, 1.0]], ['2, k, 13', [-0.415578, -0.938987, 1.0]], ['2, k, 14', [-0.45033, -1.20823, 1.0]], ['2, k, 15', [-0.469857, -1.30455, 1.0]], ['2, k, 16', [-0.224968, -0.607262, 1.0]], ['2, k, 17', [-0.167524, -0.901708, 1.0]], ['2, k, 18', [-0.119049, -1.18131, 1.0]], ['2, k, 19', [-0.108552, -1.23159, 1.0]], ['2, k, 20', [-0.363154, -0.171966, 1.0]], ['2, k, 21', [-0.889647, -0.135389, 1.0]], ['2, k, 22', [-0.880947, -0.134305, 1.0]], ['2, k, 23', [-0.53956, 0.477369, 1.0]], ['2, k, 24', [-0.525932, 0.433102, 1.0]]]
[['2, k, 0', [-0.288896, -0.632856, 1.0]], ['2, k, 1', [-0.332251, -0.368414, 1.0]], ['2, k, 2', [-0.371415, -0.108865, 1.0]], ['2, k, 3', [-0.497254, -0.0206353, 1.0]], ['2, k, 4', [-0.504469, -0.18238, 1.0]], ['2, k, 5', [-0.709855, -0.212111, 1.0]], ['2, k, 6', [-0.903809, -0.164864, 1.0]], ['2, k, 7', [-0.96918, -0.149333, 1.0]], ['2, k, 8', [-0.25435, -0.0881738, 1.0]], ['2, k, 9', [-0.360924, 0.164941, 1.0]], ['2, k, 10', [-0.462731, 0.369533, 1.0]], ['2, k, 11', [-0.521819, 0.421645, 1.0]], ['2, k, 12', [-0.351183, -0.638354, 1.0]], ['2, k, 13', [-0.414838, -0.94569, 1.0]], ['2, k, 14', [-0.456519, -1.23309, 1.0]], ['2, k, 15', [-0.476615, -1.3278, 1.0]], ['2, k, 16', [-0.220731, -0.616277, 1.0]], ['2, k, 17', [-0.165542, -0.901647, 1.0]], ['2, k, 18', [-0.117658, -1.22531, 1.0]], ['2, k, 19', [-0.109051, -1.27136, 1.0]], ['2, k, 20', [-0.362129, -0.173299, 1.0]], ['2, k, 21', [-0.968393, -0.144675, 1.0]], ['2, k, 22', [-0.959423, -0.143559, 1.0]], ['2, k, 23', [-0.559712, 0.471694, 1.0]], ['2, k, 24', [-0.550303, 0.42298, 1.0]]]
[['2, k, 0', [-0.288346, -0.633802, 1.0]], ['2, k, 1', [-0.33176, -0.368814, 1.0]], ['2, k, 2', [-0.371152, -0.108826, 1.0]], ['2, k, 3', [-0.50245, -0.0431161, 1.0]], ['2, k, 4', [-0.505852, -0.192939, 1.0]], ['2, k, 5', [-0.708482, -0.224506, 1.0]], ['2, k, 6', [-0.904666, -0.188718, 1.0]], ['2, k, 7', [-0.959785, -0.180945, 1.0]], ['2, k, 8', [-0.257195, -0.0904823, 1.0]], ['2, k, 9', [-0.368908, 0.153623, 1.0]], ['2, k, 10', [-0.492013, 0.338325, 1.0]], ['2, k, 11', [-0.548566, 0.408811, 1.0]], ['2, k, 12', [-0.349787, -0.639744, 1.0]], ['2, k, 13', [-0.40848, -0.934505, 1.0]], ['2, k, 14', [-0.454479, -1.25801, 1.0]], ['2, k, 15', [-0.475536, -1.35011, 1.0]], ['2, k, 16', [-0.220627, -0.616959, 1.0]], ['2, k, 17', [-0.162803, -0.902531, 1.0]], ['2, k, 18', [-0.11817, -1.22635, 1.0]], ['2, k, 19', [-0.109751, -1.27278, 1.0]], ['2, k, 20', [-0.361828, -0.173354, 1.0]], ['2, k, 21', [-0.959018, -0.176204, 1.0]], ['2, k, 22', [-0.950072, -0.174979, 1.0]], ['2, k, 23', [-0.592178, 0.454655, 1.0]], ['2, k, 24', [-0.585745, 0.408387, 1.0]]]
[['2, k, 0', [-0.28418, -0.642298, 1.0]], ['2, k, 1', [-0.330575, -0.370709, 1.0]], ['2, k, 2', [-0.371206, -0.108476, 1.0]], ['2, k, 3', [-0.50375, -0.0456807, 1.0]], ['2, k, 4', [-0.507124, -0.201523, 1.0]], ['2, k, 5', [-0.700673, -0.258241, 1.0]], ['2, k, 6', [-0.891182, -0.200885, 1.0]], ['2, k, 7', [-0.886915, -0.216592, 1.0]], ['2, k, 8', [-0.258506, -0.0919059, 1.0]], ['2, k, 9', [-0.377551, 0.154863, 1.0]], ['2, k, 10', [-0.558846, 0.359308, 1.0]], ['2, k, 11', [-0.607004, 0.41059, 1.0]], ['2, k, 12', [-0.345045, -0.650749, 1.0]], ['2, k, 13', [-0.406791, -0.933265, 1.0]], ['2, k, 14', [-0.457277, -1.25662, 1.0]], ['2, k, 15', [-0.477466, -1.34975, 1.0]], ['2, k, 16', [-0.216875, -0.623946, 1.0]], ['2, k, 17', [-0.155793, -0.904352, 1.0]], ['2, k, 18', [-0.117201, -1.22868, 1.0]], ['2, k, 19', [-0.108403, -1.27534, 1.0]], ['2, k, 20', [-0.361742, -0.17334, 1.0]], ['2, k, 21', [-0.88901, -0.198956, 1.0]], ['2, k, 22', [-0.885987, -0.198279, 1.0]], ['2, k, 23', [-0.633749, 0.440902, 1.0]], ['2, k, 24', [-0.646054, 0.371562, 1.0]]]
[['2, k, 0', [-0.281194, -0.646716, 1.0]], ['2, k, 1', [-0.329535, -0.37183, 1.0]], ['2, k, 2', [-0.371356, -0.107545, 1.0]], ['2, k, 3', [-0.508831, -0.0578274, 1.0]], ['2, k, 4', [-0.509022, -0.2057, 1.0]], ['2, k, 5', [-0.699478, -0.271616, 1.0]], ['2, k, 6', [-0.896534, -0.243082, 1.0]], ['2, k, 7', [-0.89006, -0.231017, 1.0]], ['2, k, 8', [-0.260147, -0.0927676, 1.0]], ['2, k, 9', [-0.390683, 0.146775, 1.0]], ['2, k, 10', [-0.530625, 0.307566, 1.0]], ['2, k, 11', [-0.57543, 0.369199, 1.0]], ['2, k, 12', [-0.341904, -0.656907, 1.0]], ['2, k, 13', [-0.405512, -0.932802, 1.0]], ['2, k, 14', [-0.451851, -1.23575, 1.0]], ['2, k, 15', [-0.467233, -1.33117, 1.0]], ['2, k, 16', [-0.214671, -0.626094, 1.0]], ['2, k, 17', [-0.151649, -0.905971, 1.0]], ['2, k, 18', [-0.113592, -1.23094, 1.0]], ['2, k, 19', [-0.104529, -1.27675, 1.0]], ['2, k, 20', [-0.361668, -0.173121, 1.0]], ['2, k, 21', [-0.893507, -0.218244, 1.0]], ['2, k, 22', [-0.869062, -0.21839, 1.0]], ['2, k, 23', [-0.614741, 0.419231, 1.0]], ['2, k, 24', [-0.602965, 0.376334, 1.0]]]
[['2, k, 0', [-0.278111, -0.649952, 1.0]], ['2, k, 1', [-0.328028, -0.372696, 1.0]], ['2, k, 2', [-0.371149, -0.106019, 1.0]], ['2, k, 3', [-0.460662, -0.0865376, 1.0]], ['2, k, 4', [-0.508474, -0.218791, 1.0]], ['2, k, 5', [-0.696139, -0.291274, 1.0]], ['2, k, 6', [-0.888259, -0.243241, 1.0]], ['2, k, 7', [-0.885772, -0.266165, 1.0]], ['2, k, 8', [-0.260595, -0.0928273, 1.0]], ['2, k, 9', [-0.40971, 0.132812, 1.0]], ['2, k, 10', [-0.587592, 0.316641, 1.0]], ['2, k, 11', [-0.625766, 0.374676, 1.0]], ['2, k, 12', [-0.338531, -0.659832, 1.0]], ['2, k, 13', [-0.402824, -0.931092, 1.0]], ['2, k, 14', [-0.456086, -1.24972, 1.0]], ['2, k, 15', [-0.471321, -1.34402, 1.0]], ['2, k, 16', [-0.212329, -0.628878, 1.0]], ['2, k, 17', [-0.147966, -0.908984, 1.0]], ['2, k, 18', [-0.112215, -1.23377, 1.0]], ['2, k, 19', [-0.103143, -1.28008, 1.0]], ['2, k, 20', [-0.361254, -0.172462, 1.0]], ['2, k, 21', [-0.888091, -0.253263, 1.0]], ['2, k, 22', [-0.875819, -0.23351, 1.0]], ['2, k, 23', [-0.667895, 0.414904, 1.0]], ['2, k, 24', [-0.668005, 0.349567, 1.0]]]
[['2, k, 0', [-0.274086, -0.653499, 1.0]], ['2, k, 1', [-0.326167, -0.374643, 1.0]], ['2, k, 2', [-0.37119, -0.105969, 1.0]], ['2, k, 3', [-0.45787, -0.0869859, 1.0]], ['2, k, 4', [-0.508463, -0.232352, 1.0]], ['2, k, 5', [-0.696065, -0.303333, 1.0]], ['2, k, 6', [-0.88879, -0.268243, 1.0]], ['2, k, 7', [-0.88716, -0.302903, 1.0]], ['2, k, 8', [-0.261729, -0.0940268, 1.0]], ['2, k, 9', [-0.417485, 0.126772, 1.0]], ['2, k, 10', [-0.595841, 0.30485, 1.0]], ['2, k, 11', [-0.659559, 0.356078, 1.0]], ['2, k, 12', [-0.334015, -0.663244, 1.0]], ['2, k, 13', [-0.398623, -0.928212, 1.0]], ['2, k, 14', [-0.447108, -1.2223, 1.0]], ['2, k, 15', [-0.467187, -1.31704, 1.0]], ['2, k, 16', [-0.209021, -0.632129, 1.0]], ['2, k, 17', [-0.145712, -0.908073, 1.0]], ['2, k, 18', [-0.111442, -1.23298, 1.0]], ['2, k, 19', [-0.102083, -1.27928, 1.0]], ['2, k, 20', [-0.361177, -0.172505, 1.0]], ['2, k, 21', [-0.887222, -0.280245, 1.0]], ['2, k, 22', [-0.884204, -0.279291, 1.0]], ['2, k, 23', [-0.698345, 0.388239, 1.0]], ['2, k, 24', [-0.711649, 0.301326, 1.0]]]
[['2, k, 0', [-0.272076, -0.654619, 1.0]], ['2, k, 1', [-0.325879, -0.377475, 1.0]], ['2, k, 2', [-0.375237, -0.109944, 1.0]], ['2, k, 3', [-0.472265, -0.0721516, 1.0]], ['2, k, 4', [-0.509366, -0.23912, 1.0]], ['2, k, 5', [-0.69499, -0.313315, 1.0]], ['2, k, 6', [-0.888963, -0.285989, 1.0]], ['2, k, 7', [-0.954323, -0.277197, 1.0]], ['2, k, 8', [-0.279604, -0.096008, 1.0]], ['2, k, 9', [-0.431994, 0.127785, 1.0]], ['2, k, 10', [-0.59299, 0.29956, 1.0]], ['2, k, 11', [-0.663542, 0.342151, 1.0]], ['2, k, 12', [-0.330999, -0.665014, 1.0]], ['2, k, 13', [-0.395071, -0.926172, 1.0]], ['2, k, 14', [-0.44797, -1.22088, 1.0]], ['2, k, 15', [-0.467225, -1.31596, 1.0]], ['2, k, 16', [-0.207824, -0.632676, 1.0]], ['2, k, 17', [-0.143855, -0.908121, 1.0]], ['2, k, 18', [-0.109797, -1.23246, 1.0]], ['2, k, 19', [-0.104084, -1.27982, 1.0]], ['2, k, 20', [-0.363409, -0.175969, 1.0]], ['2, k, 21', [-0.954209, -0.254606, 1.0]], ['2, k, 22', [-0.950964, -0.25374, 1.0]], ['2, k, 23', [-0.71322, 0.382001, 1.0]], ['2, k, 24', [-0.694663, 0.33027, 1.0]]]
[['2, k, 0', [-0.273359, -0.662651, 1.0]], ['2, k, 1', [-0.332634, -0.402839, 1.0]], ['2, k, 2', [-0.392864, -0.15267, 1.0]], ['2, k, 3', [-0.475668, -0.0759058, 1.0]], ['2, k, 4', [-0.50983, -0.239259, 1.0]], ['2, k, 5', [-0.690454, -0.323901, 1.0]], ['2, k, 6', [-0.884826, -0.334532, 1.0]], ['2, k, 7', [-0.890495, -0.333009, 1.0]], ['2, k, 8', [-0.27236, -0.20167, 1.0]], ['2, k, 9', [-0.418559, -0.01181, 1.0]], ['2, k, 10', [-0.575172, 0.208046, 1.0]], ['2, k, 11', [-0.616776, 0.282137, 1.0]], ['2, k, 12', [-0.333892, -0.675516, 1.0]], ['2, k, 13', [-0.393128, -0.925538, 1.0]], ['2, k, 14', [-0.447421, -1.21814, 1.0]], ['2, k, 15', [-0.46557, -1.31344, 1.0]], ['2, k, 16', [-0.208116, -0.639192, 1.0]], ['2, k, 17', [-0.140888, -0.90501, 1.0]], ['2, k, 18', [-0.109379, -1.23048, 1.0]], ['2, k, 19', [-0.114627, -1.27753, 1.0]], ['2, k, 20', [-0.37832, -0.21598, 1.0]], ['2, k, 21', [-0.899424, -0.307098, 1.0]], ['2, k, 22', [-0.893196, -0.301953, 1.0]], ['2, k, 23', [-0.669877, 0.323262, 1.0]], ['2, k, 24', [-0.664943, 0.303195, 1.0]]]
