[['2, k, 0', [0.0155907, -0.353432, 1.0]], ['2, k, 1', [0.0161744, -0.0203778, 1.0]], ['2, k, 2', [0.016673, 0.305625, 1.0]], ['2, k, 3', [0.0470309, 0.461239, 1.0]], ['2, k, 4', [-0.143709, 0.203132, 1.0]], ['2, k, 5', [-0.182777, -0.0366728, 1.0]], ['2, k, 6', [-0.10563, -0.198134, 1.0]], ['2, k, 7', [-0.0265695, -0.253165, 1.0]], ['2, k, 8', [0.191174, 0.196022, 1.0]], ['2, k, 9', [0.220198, -0.0375338, 1.0]], ['2, k, 10', [0.122362, -0.234629, 1.0]], ['2, k, 11', [0.0532395, -0.286601, 1.0]], ['2, k, 12', [-0.0608205, -0.347604, 1.0]], ['2, k, 13', [-0.127905, -0.749085, 1.0]], ['2, k, 14', [-0.137111, -1.13145, 1.0]], ['2, k, 15', [-0.170654, -1.20215, 1.0]], ['2, k, 16', [0.091621, -0.350795, 1.0]], ['2, k, 17', [0.149595, -0.743639, 1.0]], ['2, k, 18', [0.183382, -1.11658, 1.0]], ['2, k, 19', [0.144775, -1.19336, 1.0]], ['2, k, 20', [0.0165632, 0.225105, 1.0]], ['2, k, 21', [0.00545907, -0.318684, 1.0]], ['2, k, 22', [0.00667716, -0.213086, 1.0]], ['2, k, 23', [0.027797, -0.344791, 1.0]], ['2, k, 24', [0.0101345, -0.240015, 1.0]]]
[['2, k, 0', [0.00759238, -0.327194, 1.0]], ['2, k, 1', [0.00881407, -0.00762328, 1.0]], ['2, k, 2', [0.0107949, 0.304819, 1.0]], ['2, k, 3', [0.0209204, 0.462897, 1.0]], ['2, k, 4', [-0.152179, 0.193374, 1.0]], ['2, k, 5', [-0.216666, -0.0619643, 1.0]], ['2, k, 6', [-0.176357, -0.3053, 1.0]], ['2, k, 7', [-0.159824, -0.371724, 1.0]], ['2, k, 8', [0.17842, 0.186479, 1.0]], ['2, k, 9', [0.221906, -0.0619235, 1.0]], ['2, k, 10', [0.167716, -0.315961, 1.0]], ['2, k, 11', [0.147344, -0.387856, 1.0]], ['2, k, 12', [-0.0739002, -0.325195, 1.0]], ['2, k, 13', [-0.137034, -0.718964, 1.0]], ['2, k, 14', [-0.146669, -1.08253, 1.0]], ['2, k, 15', [-0.16687, -1.17773, 1.0]], ['2, k, 16', [0.0884484, -0.321752, 1.0]], ['2, k, 17', [0.130359, -0.721719, 1.0]], ['2, k, 18', [0.175143, -1.0911, 1.0]], ['2, k, 19', [0.182303, -1.13963, 1.0]], ['2, k, 20', [0.0102338, 0.227648, 1.0]], ['2, k, 21', [-0.136614, -0.447149, 1.0]], ['2, k, 22', [-0.191444, -0.378715, 1.0]], ['2, k, 23', [0.12083, -0.453432, 1.0]], ['2, k, 24', [0.11018, -0.377694, 1.0]]]
[['2, k, 0', [0.0058498, -0.326756, 1.0]], ['2, k, 1', [0.00780681, -0.00765415, 1.0]], ['2, k, 2', [0.0101337, 0.304367, 1.0]], ['2, k, 3', [0.0205449, 0.463485, 1.0]], ['2, k, 4', [-0.154823, 0.193303, 1.0]], ['2, k, 5', [-0.22094, -0.0651856, 1.0]], ['2, k, 6', [-0.184695, -0.301157, 1.0]], ['2, k, 7', [-0.164458, -0.367782, 1.0]], ['2, k, 8', [0.178919, 0.186495, 1.0]], ['2, k, 9', [0.221762, -0.0679054, 1.0]], ['2, k, 10', [0.171317, -0.315813, 1.0]], ['2, k, 11', [0.146038, -0.390337, 1.0]], ['2, k, 12', [-0.0753113, -0.324022, 1.0]], ['2, k, 13', [-0.136927, -0.718152, 1.0]], ['2, k, 14', [-0.145742, -1.08411, 1.0]], ['2, k, 15', [-0.167094, -1.18965, 1.0]], ['2, k, 16', [0.0862483, -0.322047, 1.0]], ['2, k, 17', [0.130195, -0.721949, 1.0]], ['2, k, 18', [0.175055, -1.09163, 1.0]], ['2, k, 19', [0.181832, -1.14026, 1.0]], ['2, k, 20', [0.00949001, 0.227312, 1.0]], ['2, k, 21', [-0.139756, -0.44871, 1.0]], ['2, k, 22', [-0.212268, -0.368888, 1.0]], ['2, k, 23', [0.129204, -0.456421, 1.0]], ['2, k, 24', [0.107592, -0.382984, 1.0]]]
[['2, k, 0', [0.00393872, -0.326363, 1.0]], ['2, k, 1', [0.0065985, -0.00728715, 1.0]], ['2, k, 2', [0.00950327, 0.304863, 1.0]], ['2, k, 3', [0.0198441, 0.462913, 1.0]], ['2, k, 4', [-0.156833, 0.192871, 1.0]], ['2, k, 5', [-0.223314, -0.0677211, 1.0]], ['2, k, 6', [-0.186584, -0.303296, 1.0]], ['2, k, 7', [-0.166487, -0.367234, 1.0]], ['2, k, 8', [0.179, 0.186695, 1.0]], ['2, k, 9', [0.221372, -0.0705706, 1.0]], ['2, k, 10', [0.172312, -0.31332, 1.0]], ['2, k, 11', [0.147776, -0.385479, 1.0]], ['2, k, 12', [-0.0767938, -0.323385, 1.0]], ['2, k, 13', [-0.137164, -0.71782, 1.0]], ['2, k, 14', [-0.146224, -1.08389, 1.0]], ['2, k, 15', [-0.136936, -1.13267, 1.0]], ['2, k, 16', [0.0840028, -0.321944, 1.0]], ['2, k, 17', [0.130117, -0.721379, 1.0]], ['2, k, 18', [0.175118, -1.0914, 1.0]], ['2, k, 19', [0.181045, -1.14016, 1.0]], ['2, k, 20', [0.00871434, 0.227765, 1.0]], ['2, k, 21', [-0.141552, -0.445588, 1.0]], ['2, k, 22', [-0.21122, -0.358698, 1.0]], ['2, k, 23', [0.127237, -0.455015, 1.0]], ['2, k, 24', [0.109217, -0.366862, 1.0]]]
[['2, k, 0', [0.00269522, -0.326633, 1.0]], ['2, k, 1', [0.00575869, -0.00770438, 1.0]], ['2, k, 2', [0.00905082, 0.304259, 1.0]], ['2, k, 3', [0.0190325, 0.462525, 1.0]], ['2, k, 4', [-0.158248, 0.191436, 1.0]], ['2, k, 5', [-0.226821, -0.0762823, 1.0]], ['2, k, 6', [-0.188718, -0.31119, 1.0]], ['2, k, 7', [-0.17097, -0.371049, 1.0]], ['2, k, 8', [0.178834, 0.186109, 1.0]], ['2, k, 9', [0.219657, -0.0731138, 1.0]], ['2, k, 10', [0.175513, -0.308478, 1.0]], ['2, k, 11', [0.148406, -0.382364, 1.0]], ['2, k, 12', [-0.0777183, -0.323532, 1.0]], ['2, k, 13', [-0.138746, -0.718304, 1.0]], ['2, k, 14', [-0.147483, -1.08496, 1.0]], ['2, k, 15', [-0.155396, -1.16895, 1.0]], ['2, k, 16', [0.0826304, -0.322298, 1.0]], ['2, k, 17', [0.129865, -0.721446, 1.0]], ['2, k, 18', [0.174532, -1.08903, 1.0]], ['2, k, 19', [0.179862, -1.13794, 1.0]], ['2, k, 20', [0.00815765, 0.227206, 1.0]], ['2, k, 21', [-0.148528, -0.451792, 1.0]], ['2, k, 22', [-0.20605, -0.392387, 1.0]], ['2, k, 23', [0.128367, -0.455458, 1.0]], ['2, k, 24', [0.110879, -0.354856, 1.0]]]
[['2, k, 0', [0.00183651, -0.326561, 1.0]], ['2, k, 1', [0.00434588, -0.00774702, 1.0]], ['2, k, 2', [0.00696034, 0.304096, 1.0]], ['2, k, 3', [0.0180267, 0.462246, 1.0]], ['2, k, 4', [-0.160423, 0.19068, 1.0]], ['2, k, 5', [-0.22716, -0.0820671, 1.0]], ['2, k, 6', [-0.1895, -0.31637, 1.0]], ['2, k, 7', [-0.172052, -0.37587, 1.0]], ['2, k, 8', [0.178327, 0.185559, 1.0]], ['2, k, 9', [0.21861, -0.0726296, 1.0]], ['2, k, 10', [0.176289, -0.308505, 1.0]], ['2, k, 11', [0.14811, -0.386242, 1.0]], ['2, k, 12', [-0.0783398, -0.32349, 1.0]], ['2, k, 13', [-0.138983, -0.718324, 1.0]], ['2, k, 14', [-0.150511, -1.08901, 1.0]], ['2, k, 15', [-0.155826, -1.17039, 1.0]], ['2, k, 16', [0.0816416, -0.322178, 1.0]], ['2, k, 17', [0.129624, -0.721341, 1.0]], ['2, k, 18', [0.174454, -1.08905, 1.0]], ['2, k, 19', [0.179193, -1.13814, 1.0]], ['2, k, 20', [0.00625782, 0.227072, 1.0]], ['2, k, 21', [-0.152402, -0.455109, 1.0]], ['2, k, 22', [-0.222472, -0.369032, 1.0]], ['2, k, 23', [0.124642, -0.465576, 1.0]], ['2, k, 24', [0.106435, -0.368459, 1.0]]]
[['2, k, 0', [0.00144742, -0.326469, 1.0]], ['2, k, 1', [0.00359405, -0.00782236, 1.0]], ['2, k, 2', [0.00566551, 0.303741, 1.0]], ['2, k, 3', [0.0151938, 0.461816, 1.0]], ['2, k, 4', [-0.162225, 0.191271, 1.0]], ['2, k, 5', [-0.227174, -0.0833147, 1.0]], ['2, k, 6', [-0.19164, -0.317957, 1.0]], ['2, k, 7', [-0.175176, -0.376597, 1.0]], ['2, k, 8', [0.17751, 0.185428, 1.0]], ['2, k, 9', [0.217806, -0.0726975, 1.0]], ['2, k, 10', [0.17795, -0.306854, 1.0]], ['2, k, 11', [0.147459, -0.387093, 1.0]], ['2, k, 12', [-0.0787091, -0.323305, 1.0]], ['2, k, 13', [-0.139161, -0.718211, 1.0]], ['2, k, 14', [-0.14986, -1.08665, 1.0]], ['2, k, 15', [-0.142099, -1.13582, 1.0]], ['2, k, 16', [0.081206, -0.322148, 1.0]], ['2, k, 17', [0.129604, -0.72124, 1.0]], ['2, k, 18', [0.176216, -1.0921, 1.0]], ['2, k, 19', [0.180568, -1.14127, 1.0]], ['2, k, 20', [0.0051126, 0.226795, 1.0]], ['2, k, 21', [-0.154115, -0.459394, 1.0]], ['2, k, 22', [-0.209742, -0.399421, 1.0]], ['2, k, 23', [0.129618, -0.467418, 1.0]], ['2, k, 24', [0.104567, -0.381052, 1.0]]]
[['2, k, 0', [0.000163206, -0.326883, 1.0]], ['2, k, 1', [0.00232815, -0.00836088, 1.0]], ['2, k, 2', [0.00439143, 0.303133, 1.0]], ['2, k, 3', [0.0132323, 0.461189, 1.0]], ['2, k, 4', [-0.164539, 0.191524, 1.0]], ['2, k, 5', [-0.227813, -0.0842549, 1.0]], ['2, k, 6', [-0.195222, -0.319299, 1.0]], ['2, k, 7', [-0.177365, -0.377501, 1.0]], ['2, k, 8', [0.176106, 0.182265, 1.0]], ['2, k, 9', [0.21485, -0.0818846, 1.0]], ['2, k, 10', [0.176952, -0.315759, 1.0]], ['2, k, 11', [0.149276, -0.39404, 1.0]], ['2, k, 12', [-0.0798374, -0.323525, 1.0]], ['2, k, 13', [-0.141501, -0.720835, 1.0]], ['2, k, 14', [-0.149031, -1.08961, 1.0]], ['2, k, 15', [-0.205688, -1.2002, 1.0]], ['2, k, 16', [0.079868, -0.322744, 1.0]], ['2, k, 17', [0.128061, -0.721958, 1.0]], ['2, k, 18', [0.176026, -1.09122, 1.0]], ['2, k, 19', [0.179661, -1.14051, 1.0]], ['2, k, 20', [0.00383906, 0.226196, 1.0]], ['2, k, 21', [-0.152461, -0.460159, 1.0]], ['2, k, 22', [-0.212731, -0.398403, 1.0]], ['2, k, 23', [0.134354, -0.465988, 1.0]], ['2, k, 24', [0.107215, -0.391948, 1.0]]]
[['2, k, 0', [-0.0020229, -0.328501, 1.0]], ['2, k, 1', [0.000414993, -0.00983526, 1.0]], ['2, k, 2', [0.00240537, 0.30165, 1.0]], ['2, k, 3', [0.010402, 0.461429, 1.0]], ['2, k, 4', [-0.167329, 0.191417, 1.0]], ['2, k, 5', [-0.228452, -0.0855568, 1.0]], ['2, k, 6', [-0.199967, -0.320194, 1.0]], ['2, k, 7', [-0.183076, -0.367929, 1.0]], ['2, k, 8', [0.171797, 0.181005, 1.0]], ['2, k, 9', [0.212995, -0.0839225, 1.0]], ['2, k, 10', [0.176932, -0.318219, 1.0]], ['2, k, 11', [0.149403, -0.399363, 1.0]], ['2, k, 12', [-0.0831957, -0.327476, 1.0]], ['2, k, 13', [-0.142646, -0.722752, 1.0]], ['2, k, 14', [-0.149345, -1.09212, 1.0]], ['2, k, 15', [-0.143457, -1.14158, 1.0]], ['2, k, 16', [0.078578, -0.322997, 1.0]], ['2, k, 17', [0.127901, -0.722253, 1.0]], ['2, k, 18', [0.17604, -1.09123, 1.0]], ['2, k, 19', [0.186523, -1.17773, 1.0]], ['2, k, 20', [0.00187922, 0.224703, 1.0]], ['2, k, 21', [-0.159278, -0.45645, 1.0]], ['2, k, 22', [-0.2277, -0.359717, 1.0]], ['2, k, 23', [0.12983, -0.474009, 1.0]], ['2, k, 24', [0.104855, -0.390066, 1.0]]]
[['2, k, 0', [-0.00348653, -0.328894, 1.0]], ['2, k, 1', [-0.000757378, -0.010321, 1.0]], ['2, k, 2', [0.00141117, 0.30112, 1.0]], ['2, k, 3', [0.00886697, 0.461184, 1.0]], ['2, k, 4', [-0.169811, 0.190019, 1.0]], ['2, k, 5', [-0.231703, -0.0869826, 1.0]], ['2, k, 6', [-0.205011, -0.319796, 1.0]], ['2, k, 7', [-0.190817, -0.374583, 1.0]], ['2, k, 8', [0.171637, 0.181115, 1.0]], ['2, k, 9', [0.211935, -0.0842795, 1.0]], ['2, k, 10', [0.176849, -0.318472, 1.0]], ['2, k, 11', [0.151183, -0.397094, 1.0]], ['2, k, 12', [-0.0841445, -0.327632, 1.0]], ['2, k, 13', [-0.146249, -0.724219, 1.0]], ['2, k, 14', [-0.149932, -1.09228, 1.0]], ['2, k, 15', [-0.143727, -1.14181, 1.0]], ['2, k, 16', [0.0768113, -0.32343, 1.0]], ['2, k, 17', [0.126206, -0.723542, 1.0]], ['2, k, 18', [0.176614, -1.09252, 1.0]], ['2, k, 19', [0.18768, -1.17855, 1.0]], ['2, k, 20', [0.000846268, 0.224183, 1.0]], ['2, k, 21', [-0.162134, -0.455278, 1.0]], ['2, k, 22', [-0.229426, -0.363407, 1.0]], ['2, k, 23', [0.129322, -0.477615, 1.0]], ['2, k, 24', [0.10374, -0.385935, 1.0]]]
[['2, k, 0', [-0.00480514, -0.328759, 1.0]], ['2, k, 1', [-0.00247806, -0.0103619, 1.0]], ['2, k, 2', [-0.000681142, 0.300983, 1.0]], ['2, k, 3', [0.00512925, 0.460352, 1.0]], ['2, k, 4', [-0.172514, 0.189138, 1.0]], ['2, k, 5', [-0.233525, -0.0883379, 1.0]], ['2, k, 6', [-0.205839, -0.320469, 1.0]], ['2, k, 7', [-0.19223, -0.37605, 1.0]], ['2, k, 8', [0.164103, 0.181993, 1.0]], ['2, k, 9', [0.209233, -0.0855691, 1.0]], ['2, k, 10', [0.175183, -0.319713, 1.0]], ['2, k, 11', [0.14997, -0.400868, 1.0]], ['2, k, 12', [-0.0854323, -0.326947, 1.0]], ['2, k, 13', [-0.149034, -0.723817, 1.0]], ['2, k, 14', [-0.149581, -1.08473, 1.0]], ['2, k, 15', [-0.158447, -1.16699, 1.0]], ['2, k, 16', [0.0754538, -0.323692, 1.0]], ['2, k, 17', [0.125023, -0.724719, 1.0]], ['2, k, 18', [0.176571, -1.09213, 1.0]], ['2, k, 19', [0.165771, -1.18359, 1.0]], ['2, k, 20', [-0.0011449, 0.224069, 1.0]], ['2, k, 21', [-0.165026, -0.452673, 1.0]], ['2, k, 22', [-0.221063, -0.391246, 1.0]], ['2, k, 23', [0.130345, -0.478764, 1.0]], ['2, k, 24', [0.10816, -0.370962, 1.0]]]
[['2, k, 0', [-0.0077162, -0.328455, 1.0]], ['2, k, 1', [-0.00682171, -0.00996981, 1.0]], ['2, k, 2', [-0.00666567, 0.301658, 1.0]], ['2, k, 3', [0.00400482, 0.461144, 1.0]], ['2, k, 4', [-0.175183, 0.190561, 1.0]], ['2, k, 5', [-0.238974, -0.0864952, 1.0]], ['2, k, 6', [-0.204834, -0.316897, 1.0]], ['2, k, 7', [-0.191087, -0.375159, 1.0]], ['2, k, 8', [0.163237, 0.181451, 1.0]], ['2, k, 9', [0.205236, -0.0852719, 1.0]], ['2, k, 10', [0.174249, -0.325972, 1.0]], ['2, k, 11', [0.155828, -0.400577, 1.0]], ['2, k, 12', [-0.0880612, -0.326391, 1.0]], ['2, k, 13', [-0.150433, -0.723812, 1.0]], ['2, k, 14', [-0.150693, -1.08438, 1.0]], ['2, k, 15', [-0.144421, -1.13417, 1.0]], ['2, k, 16', [0.0725138, -0.323482, 1.0]], ['2, k, 17', [0.124768, -0.725928, 1.0]], ['2, k, 18', [0.176304, -1.09139, 1.0]], ['2, k, 19', [0.179157, -1.14115, 1.0]], ['2, k, 20', [-0.00668628, 0.224664, 1.0]], ['2, k, 21', [-0.165656, -0.448002, 1.0]], ['2, k, 22', [-0.22023, -0.391906, 1.0]], ['2, k, 23', [0.136345, -0.475133, 1.0]], ['2, k, 24', [0.114933, -0.38932, 1.0]]]
[['2, k, 0', [-0.00972004, -0.328884, 1.0]], ['2, k, 1', [-0.00777262, -0.0103938, 1.0]], ['2, k, 2', [-0.00694836, 0.301341, 1.0]], ['2, k, 3', [0.00192673, 0.459859, 1.0]], ['2, k, 4', [-0.176548, 0.189727, 1.0]], ['2, k, 5', [-0.240549, -0.0810425, 1.0]], ['2, k, 6', [-0.204233, -0.308066, 1.0]], ['2, k, 7', [-0.191832, -0.366416, 1.0]], ['2, k, 8', [0.162091, 0.180504, 1.0]], ['2, k, 9', [0.202824, -0.0783907, 1.0]], ['2, k, 10', [0.172721, -0.332426, 1.0]], ['2, k, 11', [0.159337, -0.394531, 1.0]], ['2, k, 12', [-0.0899273, -0.326515, 1.0]], ['2, k, 13', [-0.150886, -0.724322, 1.0]], ['2, k, 14', [-0.152301, -1.08566, 1.0]], ['2, k, 15', [-0.218262, -1.19531, 1.0]], ['2, k, 16', [0.0705044, -0.324118, 1.0]], ['2, k, 17', [0.124734, -0.727501, 1.0]], ['2, k, 18', [0.177414, -1.09447, 1.0]], ['2, k, 19', [0.180786, -1.14428, 1.0]], ['2, k, 20', [-0.00709243, 0.224322, 1.0]], ['2, k, 21', [-0.16315, -0.444147, 1.0]], ['2, k, 22', [-0.224973, -0.375364, 1.0]], ['2, k, 23', [0.139805, -0.466207, 1.0]], ['2, k, 24', [0.115955, -0.395847, 1.0]]]
[['2, k, 0', [-0.0101156, -0.32815, 1.0]], ['2, k, 1', [-0.00858803, -0.0102911, 1.0]], ['2, k, 2', [-0.00851521, 0.300725, 1.0]], ['2, k, 3', [0.000939466, 0.459815, 1.0]], ['2, k, 4', [-0.177771, 0.189748, 1.0]], ['2, k, 5', [-0.241878, -0.068612, 1.0]], ['2, k, 6', [-0.202568, -0.30027, 1.0]], ['2, k, 7', [-0.188203, -0.364885, 1.0]], ['2, k, 8', [0.160302, 0.180693, 1.0]], ['2, k, 9', [0.203362, -0.0731653, 1.0]], ['2, k, 10', [0.169463, -0.335345, 1.0]], ['2, k, 11', [0.159413, -0.390071, 1.0]], ['2, k, 12', [-0.0902689, -0.324645, 1.0]], ['2, k, 13', [-0.150923, -0.722575, 1.0]], ['2, k, 14', [-0.152166, -1.08592, 1.0]], ['2, k, 15', [-0.154907, -1.17676, 1.0]], ['2, k, 16', [0.0700015, -0.323942, 1.0]], ['2, k, 17', [0.123083, -0.728573, 1.0]], ['2, k, 18', [0.177507, -1.09511, 1.0]], ['2, k, 19', [0.181366, -1.14484, 1.0]], ['2, k, 20', [-0.00844113, 0.223932, 1.0]], ['2, k, 21', [-0.170399, -0.432102, 1.0]], ['2, k, 22', [-0.22592, -0.363179, 1.0]], ['2, k, 23', [0.147303, -0.461969, 1.0]], ['2, k, 24', [0.118522, -0.405823, 1.0]]]
[['2, k, 0', [-0.0102539, -0.327844, 1.0]], ['2, k, 1', [-0.00888409, -0.0101558, 1.0]], ['2, k, 2', [-0.00889187, 0.300588, 1.0]], ['2, k, 3', [-0.000922448, 0.45856, 1.0]], ['2, k, 4', [-0.178209, 0.188688, 1.0]], ['2, k, 5', [-0.244671, -0.0602274, 1.0]], ['2, k, 6', [-0.202384, -0.291378, 1.0]], ['2, k, 7', [-0.190581, -0.358458, 1.0]], ['2, k, 8', [0.157539, 0.180474, 1.0]], ['2, k, 9', [0.204954, -0.0685797, 1.0]], ['2, k, 10', [0.175305, -0.321109, 1.0]], ['2, k, 11', [0.164122, -0.387912, 1.0]], ['2, k, 12', [-0.0903828, -0.323481, 1.0]], ['2, k, 13', [-0.151064, -0.721419, 1.0]], ['2, k, 14', [-0.152089, -1.0859, 1.0]], ['2, k, 15', [-0.144648, -1.13559, 1.0]], ['2, k, 16', [0.0697977, -0.324024, 1.0]], ['2, k, 17', [0.121923, -0.728598, 1.0]], ['2, k, 18', [0.177653, -1.09501, 1.0]], ['2, k, 19', [0.142722, -1.18025, 1.0]], ['2, k, 20', [-0.00881292, 0.223878, 1.0]], ['2, k, 21', [-0.168622, -0.422588, 1.0]], ['2, k, 22', [-0.224602, -0.350422, 1.0]], ['2, k, 23', [0.150372, -0.452147, 1.0]], ['2, k, 24', [0.120695, -0.364251, 1.0]]]
[['2, k, 0', [-0.0101447, -0.328915, 1.0]], ['2, k, 1', [-0.00879179, -0.0108572, 1.0]], ['2, k, 2', [-0.00857623, 0.30014, 1.0]], ['2, k, 3', [-0.00134966, 0.458408, 1.0]], ['2, k, 4', [-0.177829, 0.187797, 1.0]], ['2, k, 5', [-0.243805, -0.0538725, 1.0]], ['2, k, 6', [-0.199324, -0.277367, 1.0]], ['2, k, 7', [-0.189591, -0.339494, 1.0]], ['2, k, 8', [0.157295, 0.177824, 1.0]], ['2, k, 9', [0.210044, -0.0597114, 1.0]], ['2, k, 10', [0.182092, -0.302897, 1.0]], ['2, k, 11', [0.166559, -0.376833, 1.0]], ['2, k, 12', [-0.0904067, -0.324833, 1.0]], ['2, k, 13', [-0.150869, -0.722654, 1.0]], ['2, k, 14', [-0.151651, -1.08715, 1.0]], ['2, k, 15', [-0.220821, -1.18982, 1.0]], ['2, k, 16', [0.0700793, -0.32507, 1.0]], ['2, k, 17', [0.121248, -0.729218, 1.0]], ['2, k, 18', [0.177583, -1.09498, 1.0]], ['2, k, 19', [0.181324, -1.14458, 1.0]], ['2, k, 20', [-0.00857641, 0.223358, 1.0]], ['2, k, 21', [-0.160251, -0.40446, 1.0]], ['2, k, 22', [-0.218898, -0.345797, 1.0]], ['2, k, 23', [0.154706, -0.440077, 1.0]], ['2, k, 24', [0.11979, -0.374322, 1.0]]]
[['2, k, 0', [-0.00968969, -0.329021, 1.0]], ['2, k, 1', [-0.00843501, -0.0110763, 1.0]], ['2, k, 2', [-0.00822252, 0.299793, 1.0]], ['2, k, 3', [-0.00264806, 0.456909, 1.0]], ['2, k, 4', [-0.17765, 0.187977, 1.0]], ['2, k, 5', [-0.242063, -0.0454468, 1.0]], ['2, k, 6', [-0.19809, -0.257278, 1.0]], ['2, k, 7', [-0.188861, -0.328002, 1.0]], ['2, k, 8', [0.157045, 0.177701, 1.0]], ['2, k, 9', [0.213222, -0.0545828, 1.0]], ['2, k, 10', [0.185474, -0.288621, 1.0]], ['2, k, 11', [0.173273, -0.362724, 1.0]], ['2, k, 12', [-0.0897847, -0.324875, 1.0]], ['2, k, 13', [-0.150951, -0.722622, 1.0]], ['2, k, 14', [-0.15287, -1.08866, 1.0]], ['2, k, 15', [-0.163818, -1.17188, 1.0]], ['2, k, 16', [0.0705302, -0.325282, 1.0]], ['2, k, 17', [0.121732, -0.728732, 1.0]], ['2, k, 18', [0.177891, -1.0952, 1.0]], ['2, k, 19', [0.140625, -1.18066, 1.0]], ['2, k, 20', [-0.00821754, 0.22303, 1.0]], ['2, k, 21', [-0.167531, -0.388796, 1.0]], ['2, k, 22', [-0.221818, -0.320358, 1.0]], ['2, k, 23', [0.159873, -0.424365, 1.0]], ['2, k, 24', [0.133275, -0.372463, 1.0]]]
[['2, k, 0', [-0.00871163, -0.328804, 1.0]], ['2, k, 1', [-0.00800149, -0.0106938, 1.0]], ['2, k, 2', [-0.00855678, 0.300735, 1.0]], ['2, k, 3', [-0.00179405, 0.456355, 1.0]], ['2, k, 4', [-0.176808, 0.188158, 1.0]], ['2, k, 5', [-0.237442, -0.0359952, 1.0]], ['2, k, 6', [-0.193942, -0.237404, 1.0]], ['2, k, 7', [-0.185164, -0.311723, 1.0]], ['2, k, 8', [0.156587, 0.178059, 1.0]], ['2, k, 9', [0.219327, -0.0472008, 1.0]], ['2, k, 10', [0.192023, -0.25603, 1.0]], ['2, k, 11', [0.178352, -0.334284, 1.0]], ['2, k, 12', [-0.0887345, -0.324869, 1.0]], ['2, k, 13', [-0.150295, -0.722149, 1.0]], ['2, k, 14', [-0.151459, -1.08903, 1.0]], ['2, k, 15', [-0.144774, -1.13816, 1.0]], ['2, k, 16', [0.0715049, -0.324889, 1.0]], ['2, k, 17', [0.122636, -0.727691, 1.0]], ['2, k, 18', [0.177639, -1.09521, 1.0]], ['2, k, 19', [0.13684, -1.18005, 1.0]], ['2, k, 20', [-0.00830212, 0.223798, 1.0]], ['2, k, 21', [-0.165626, -0.361237, 1.0]], ['2, k, 22', [-0.214061, -0.313332, 1.0]], ['2, k, 23', [0.155801, -0.402061, 1.0]], ['2, k, 24', [0.130974, -0.366099, 1.0]]]
[['2, k, 0', [-0.00707722, -0.327348, 1.0]], ['2, k, 1', [-0.00688571, -0.00994271, 1.0]], ['2, k, 2', [-0.00740397, 0.300785, 1.0]], ['2, k, 3', [-1.8586e-05, 0.458164, 1.0]], ['2, k, 4', [-0.17375, 0.19362, 1.0]], ['2, k, 5', [-0.233777, -0.0222286, 1.0]], ['2, k, 6', [-0.194396, -0.207351, 1.0]], ['2, k, 7', [-0.179377, -0.283928, 1.0]], ['2, k, 8', [0.155505, 0.179336, 1.0]], ['2, k, 9', [0.225954, -0.036736, 1.0]], ['2, k, 10', [0.198038, -0.238688, 1.0]], ['2, k, 11', [0.186861, -0.314757, 1.0]], ['2, k, 12', [-0.0867058, -0.323993, 1.0]], ['2, k, 13', [-0.149796, -0.720712, 1.0]], ['2, k, 14', [-0.151291, -1.08875, 1.0]], ['2, k, 15', [-0.222787, -1.18881, 1.0]], ['2, k, 16', [0.0728237, -0.322782, 1.0]], ['2, k, 17', [0.123285, -0.725384, 1.0]], ['2, k, 18', [0.177655, -1.09504, 1.0]], ['2, k, 19', [0.136388, -1.17998, 1.0]], ['2, k, 20', [-0.00717191, 0.224072, 1.0]], ['2, k, 21', [-0.157761, -0.334369, 1.0]], ['2, k, 22', [-0.209816, -0.285588, 1.0]], ['2, k, 23', [0.174131, -0.378825, 1.0]], ['2, k, 24', [0.140887, -0.348033, 1.0]]]
[['2, k, 0', [-0.00479136, -0.325808, 1.0]], ['2, k, 1', [-0.00546398, -0.00877234, 1.0]], ['2, k, 2', [-0.00621243, 0.302069, 1.0]], ['2, k, 3', [0.000739518, 0.460081, 1.0]], ['2, k, 4', [-0.170444, 0.195033, 1.0]], ['2, k, 5', [-0.23315, -0.0120152, 1.0]], ['2, k, 6', [-0.190706, -0.169712, 1.0]], ['2, k, 7', [-0.175063, -0.249356, 1.0]], ['2, k, 8', [0.15652, 0.184455, 1.0]], ['2, k, 9', [0.228184, -0.0239296, 1.0]], ['2, k, 10', [0.200004, -0.216037, 1.0]], ['2, k, 11', [0.187585, -0.28896, 1.0]], ['2, k, 12', [-0.0836041, -0.322402, 1.0]], ['2, k, 13', [-0.148036, -0.718527, 1.0]], ['2, k, 14', [-0.149902, -1.0882, 1.0]], ['2, k, 15', [-0.221744, -1.18944, 1.0]], ['2, k, 16', [0.0743626, -0.321401, 1.0]], ['2, k, 17', [0.123416, -0.723398, 1.0]], ['2, k, 18', [0.177885, -1.09429, 1.0]], ['2, k, 19', [0.185589, -1.18258, 1.0]], ['2, k, 20', [-0.00590689, 0.225331, 1.0]], ['2, k, 21', [-0.151489, -0.299307, 1.0]], ['2, k, 22', [-0.204567, -0.263193, 1.0]], ['2, k, 23', [0.183782, -0.337529, 1.0]], ['2, k, 24', [0.144686, -0.310324, 1.0]]]
