[['2, k, 0', [-0.380733, -0.713059, 1.0]], ['2, k, 1', [-0.394684, -0.417275, 1.0]], ['2, k, 2', [-0.406241, -0.126217, 1.0]], ['2, k, 3', [-0.39002, 0.01265, 1.0]], ['2, k, 4', [-0.502248, -0.192799, 1.0]], ['2, k, 5', [-0.544931, -0.272132, 1.0]], ['2, k, 6', [-0.439519, -0.288554, 1.0]], ['2, k, 7', [-0.357039, -0.262049, 1.0]], ['2, k, 8', [-0.252659, -0.222773, 1.0]], ['2, k, 9', [-0.129867, -0.307587, 1.0]], ['2, k, 10', [0.0285645, -0.298247, 1.0]], ['2, k, 11', [0.142637, -0.274841, 1.0]], ['2, k, 12', [-0.432582, -0.69691, 1.0]], ['2, k, 13', [-0.583541, -0.890618, 1.0]], ['2, k, 14', [-0.487621, -1.10877, 1.0]], ['2, k, 15', [-0.500347, -1.18747, 1.0]], ['2, k, 16', [-0.31885, -0.710373, 1.0]], ['2, k, 17', [-0.202193, -0.987028, 1.0]], ['2, k, 18', [-0.230738, -1.23489, 1.0]], ['2, k, 19', [-0.183245, -1.29896, 1.0]], ['2, k, 20', [-0.403764, -0.198385, 1.0]], ['2, k, 21', [-0.332653, -0.262042, 1.0]], ['2, k, 22', [-0.37737, -0.253199, 1.0]], ['2, k, 23', [0.159189, -0.265009, 1.0]], ['2, k, 24', [0.129447, -0.274137, 1.0]]]
[['2, k, 0', [-0.361748, -0.677772, 1.0]], ['2, k, 1', [-0.373174, -0.403533, 1.0]], ['2, k, 2', [-0.381877, -0.134157, 1.0]], ['2, k, 3', [-0.389955, 0.0119235, 1.0]], ['2, k, 4', [-0.544167, -0.211362, 1.0]], ['2, k, 5', [-0.715026, -0.313218, 1.0]], ['2, k, 6', [-0.842479, -0.306924, 1.0]], ['2, k, 7', [-0.907287, -0.263999, 1.0]], ['2, k, 8', [-0.237916, -0.210906, 1.0]], ['2, k, 9', [-0.184192, -0.267056, 1.0]], ['2, k, 10', [-0.249173, -0.252005, 1.0]], ['2, k, 11', [-0.293183, -0.247475, 1.0]], ['2, k, 12', [-0.423988, -0.670982, 1.0]], ['2, k, 13', [-0.472394, -0.946359, 1.0]], ['2, k, 14', [-0.499621, -1.17279, 1.0]], ['2, k, 15', [-0.506744, -1.23316, 1.0]], ['2, k, 16', [-0.292715, -0.665623, 1.0]], ['2, k, 17', [-0.236061, -0.9571, 1.0]], ['2, k, 18', [-0.215163, -1.26341, 1.0]], ['2, k, 19', [-0.214591, -1.30918, 1.0]], ['2, k, 20', [-0.380252, -0.200928, 1.0]], ['2, k, 21', [-0.933905, -0.260413, 1.0]], ['2, k, 22', [-0.843688, -0.266262, 1.0]], ['2, k, 23', [-0.293247, -0.24631, 1.0]], ['2, k, 24', [-0.348142, -0.258163, 1.0]]]
[['2, k, 0', [-0.362426, -0.677645, 1.0]], ['2, k, 1', [-0.373196, -0.403511, 1.0]], ['2, k, 2', [-0.381532, -0.134118, 1.0]], ['2, k, 3', [-0.390709, 0.0120446, 1.0]], ['2, k, 4', [-0.545294, -0.211541, 1.0]], ['2, k, 5', [-0.716083, -0.314295, 1.0]], ['2, k, 6', [-0.853456, -0.293885, 1.0]], ['2, k, 7', [-0.911022, -0.268768, 1.0]], ['2, k, 8', [-0.238445, -0.210668, 1.0]], ['2, k, 9', [-0.176718, -0.271928, 1.0]], ['2, k, 10', [-0.259129, -0.263653, 1.0]], ['2, k, 11', [-0.307633, -0.248736, 1.0]], ['2, k, 12', [-0.424672, -0.671009, 1.0]], ['2, k, 13', [-0.47246, -0.947003, 1.0]], ['2, k, 14', [-0.509932, -1.21455, 1.0]], ['2, k, 15', [-0.500739, -1.20687, 1.0]], ['2, k, 16', [-0.29352, -0.665459, 1.0]], ['2, k, 17', [-0.236128, -0.957184, 1.0]], ['2, k, 18', [-0.214939, -1.26378, 1.0]], ['2, k, 19', [-0.215909, -1.30999, 1.0]], ['2, k, 20', [-0.380035, -0.200896, 1.0]], ['2, k, 21', [-0.948666, -0.265527, 1.0]], ['2, k, 22', [-0.833974, -0.267688, 1.0]], ['2, k, 23', [-0.314553, -0.244146, 1.0]], ['2, k, 24', [-0.367388, -0.256618, 1.0]]]
[['2, k, 0', [-0.362514, -0.67762, 1.0]], ['2, k, 1', [-0.373172, -0.403492, 1.0]], ['2, k, 2', [-0.381226, -0.134042, 1.0]], ['2, k, 3', [-0.391161, 0.0120072, 1.0]], ['2, k, 4', [-0.546589, -0.21211, 1.0]], ['2, k, 5', [-0.720401, -0.316137, 1.0]], ['2, k, 6', [-0.852617, -0.293616, 1.0]], ['2, k, 7', [-0.914937, -0.27076, 1.0]], ['2, k, 8', [-0.239061, -0.210334, 1.0]], ['2, k, 9', [-0.17715, -0.27213, 1.0]], ['2, k, 10', [-0.248656, -0.260248, 1.0]], ['2, k, 11', [-0.309683, -0.248426, 1.0]], ['2, k, 12', [-0.424621, -0.671153, 1.0]], ['2, k, 13', [-0.472481, -0.94704, 1.0]], ['2, k, 14', [-0.496617, -1.17219, 1.0]], ['2, k, 15', [-0.512073, -1.23449, 1.0]], ['2, k, 16', [-0.293738, -0.665315, 1.0]], ['2, k, 17', [-0.236099, -0.957468, 1.0]], ['2, k, 18', [-0.214584, -1.23618, 1.0]], ['2, k, 19', [-0.216726, -1.27567, 1.0]], ['2, k, 20', [-0.379806, -0.200839, 1.0]], ['2, k, 21', [-0.94921, -0.266853, 1.0]], ['2, k, 22', [-0.836247, -0.27204, 1.0]], ['2, k, 23', [-0.316503, -0.249647, 1.0]], ['2, k, 24', [-0.370571, -0.259487, 1.0]]]
[['2, k, 0', [-0.363378, -0.67732, 1.0]], ['2, k, 1', [-0.373272, -0.403423, 1.0]], ['2, k, 2', [-0.381055, -0.134028, 1.0]], ['2, k, 3', [-0.391653, 0.0119132, 1.0]], ['2, k, 4', [-0.547177, -0.21223, 1.0]], ['2, k, 5', [-0.723419, -0.317077, 1.0]], ['2, k, 6', [-0.858112, -0.292797, 1.0]], ['2, k, 7', [-0.918078, -0.275623, 1.0]], ['2, k, 8', [-0.239612, -0.210046, 1.0]], ['2, k, 9', [-0.178817, -0.272105, 1.0]], ['2, k, 10', [-0.256767, -0.262086, 1.0]], ['2, k, 11', [-0.320867, -0.249789, 1.0]], ['2, k, 12', [-0.425215, -0.671028, 1.0]], ['2, k, 13', [-0.472621, -0.947539, 1.0]], ['2, k, 14', [-0.497754, -1.17288, 1.0]], ['2, k, 15', [-0.503555, -1.13827, 1.0]], ['2, k, 16', [-0.294755, -0.66492, 1.0]], ['2, k, 17', [-0.236307, -0.959597, 1.0]], ['2, k, 18', [-0.215634, -1.26337, 1.0]], ['2, k, 19', [-0.218908, -1.31324, 1.0]], ['2, k, 20', [-0.379702, -0.200815, 1.0]], ['2, k, 21', [-0.954298, -0.271196, 1.0]], ['2, k, 22', [-0.845966, -0.274319, 1.0]], ['2, k, 23', [-0.32665, -0.249275, 1.0]], ['2, k, 24', [-0.380602, -0.25971, 1.0]]]
[['2, k, 0', [-0.363936, -0.677127, 1.0]], ['2, k, 1', [-0.373336, -0.403406, 1.0]], ['2, k, 2', [-0.380899, -0.134099, 1.0]], ['2, k, 3', [-0.392403, 0.011697, 1.0]], ['2, k, 4', [-0.547628, -0.212403, 1.0]], ['2, k, 5', [-0.727124, -0.320655, 1.0]], ['2, k, 6', [-0.869164, -0.316149, 1.0]], ['2, k, 7', [-0.925634, -0.278497, 1.0]], ['2, k, 8', [-0.24012, -0.209769, 1.0]], ['2, k, 9', [-0.19292, -0.272319, 1.0]], ['2, k, 10', [-0.263015, -0.260951, 1.0]], ['2, k, 11', [-0.325181, -0.249116, 1.0]], ['2, k, 12', [-0.425634, -0.670935, 1.0]], ['2, k, 13', [-0.47295, -0.948152, 1.0]], ['2, k, 14', [-0.503307, -1.17279, 1.0]], ['2, k, 15', [-0.502662, -1.2363, 1.0]], ['2, k, 16', [-0.29542, -0.664664, 1.0]], ['2, k, 17', [-0.236557, -0.959423, 1.0]], ['2, k, 18', [-0.227118, -1.18417, 1.0]], ['2, k, 19', [-0.23317, -1.23253, 1.0]], ['2, k, 20', [-0.379608, -0.200856, 1.0]], ['2, k, 21', [-0.956377, -0.271162, 1.0]], ['2, k, 22', [-0.857522, -0.277424, 1.0]], ['2, k, 23', [-0.33534, -0.250436, 1.0]], ['2, k, 24', [-0.383334, -0.264377, 1.0]]]
[['2, k, 0', [-0.364461, -0.676839, 1.0]], ['2, k, 1', [-0.373424, -0.403345, 1.0]], ['2, k, 2', [-0.380788, -0.134134, 1.0]], ['2, k, 3', [-0.394114, 0.0114942, 1.0]], ['2, k, 4', [-0.554341, -0.215811, 1.0]], ['2, k, 5', [-0.72573, -0.320909, 1.0]], ['2, k, 6', [-0.876783, -0.310203, 1.0]], ['2, k, 7', [-0.930113, -0.280559, 1.0]], ['2, k, 8', [-0.240469, -0.209549, 1.0]], ['2, k, 9', [-0.203357, -0.270041, 1.0]], ['2, k, 10', [-0.274991, -0.263371, 1.0]], ['2, k, 11', [-0.334783, -0.249662, 1.0]], ['2, k, 12', [-0.425793, -0.67076, 1.0]], ['2, k, 13', [-0.473202, -0.948125, 1.0]], ['2, k, 14', [-0.50407, -1.17237, 1.0]], ['2, k, 15', [-0.503998, -1.23656, 1.0]], ['2, k, 16', [-0.296149, -0.664286, 1.0]], ['2, k, 17', [-0.236811, -0.960401, 1.0]], ['2, k, 18', [-0.195049, -1.24318, 1.0]], ['2, k, 19', [-0.199285, -1.29185, 1.0]], ['2, k, 20', [-0.379536, -0.20087, 1.0]], ['2, k, 21', [-0.963028, -0.278114, 1.0]], ['2, k, 22', [-0.859163, -0.281134, 1.0]], ['2, k, 23', [-0.33897, -0.248936, 1.0]], ['2, k, 24', [-0.385657, -0.26965, 1.0]]]
[['2, k, 0', [-0.364687, -0.67685, 1.0]], ['2, k, 1', [-0.373444, -0.403367, 1.0]], ['2, k, 2', [-0.38063, -0.134242, 1.0]], ['2, k, 3', [-0.394705, 0.011249, 1.0]], ['2, k, 4', [-0.553463, -0.215331, 1.0]], ['2, k, 5', [-0.725518, -0.322251, 1.0]], ['2, k, 6', [-0.881256, -0.311224, 1.0]], ['2, k, 7', [-0.929684, -0.283448, 1.0]], ['2, k, 8', [-0.241041, -0.209268, 1.0]], ['2, k, 9', [-0.205599, -0.268524, 1.0]], ['2, k, 10', [-0.280142, -0.264458, 1.0]], ['2, k, 11', [-0.338654, -0.249475, 1.0]], ['2, k, 12', [-0.42601, -0.670957, 1.0]], ['2, k, 13', [-0.473236, -0.948314, 1.0]], ['2, k, 14', [-0.50403, -1.17248, 1.0]], ['2, k, 15', [-0.503999, -1.2364, 1.0]], ['2, k, 16', [-0.296493, -0.664235, 1.0]], ['2, k, 17', [-0.236592, -0.96131, 1.0]], ['2, k, 18', [-0.210509, -1.26507, 1.0]], ['2, k, 19', [-0.218792, -1.31428, 1.0]], ['2, k, 20', [-0.379436, -0.200949, 1.0]], ['2, k, 21', [-0.961464, -0.277358, 1.0]], ['2, k, 22', [-0.859549, -0.281759, 1.0]], ['2, k, 23', [-0.347541, -0.250191, 1.0]], ['2, k, 24', [-0.391066, -0.27943, 1.0]]]
[['2, k, 0', [-0.364928, -0.676713, 1.0]], ['2, k, 1', [-0.373486, -0.403365, 1.0]], ['2, k, 2', [-0.380583, -0.134312, 1.0]], ['2, k, 3', [-0.395218, 0.011146, 1.0]], ['2, k, 4', [-0.554528, -0.215924, 1.0]], ['2, k, 5', [-0.723948, -0.323154, 1.0]], ['2, k, 6', [-0.869694, -0.300308, 1.0]], ['2, k, 7', [-0.931965, -0.28593, 1.0]], ['2, k, 8', [-0.241588, -0.209069, 1.0]], ['2, k, 9', [-0.206404, -0.268772, 1.0]], ['2, k, 10', [-0.284633, -0.266364, 1.0]], ['2, k, 11', [-0.345446, -0.250231, 1.0]], ['2, k, 12', [-0.426028, -0.670963, 1.0]], ['2, k, 13', [-0.473325, -0.948951, 1.0]], ['2, k, 14', [-0.503254, -1.17308, 1.0]], ['2, k, 15', [-0.504294, -1.2325, 1.0]], ['2, k, 16', [-0.296852, -0.663955, 1.0]], ['2, k, 17', [-0.236825, -0.961245, 1.0]], ['2, k, 18', [-0.239766, -1.22638, 1.0]], ['2, k, 19', [-0.257161, -1.27573, 1.0]], ['2, k, 20', [-0.379409, -0.200991, 1.0]], ['2, k, 21', [-0.968541, -0.28247, 1.0]], ['2, k, 22', [-0.852077, -0.284754, 1.0]], ['2, k, 23', [-0.351781, -0.249671, 1.0]], ['2, k, 24', [-0.397256, -0.275932, 1.0]]]
[['2, k, 0', [-0.365285, -0.676658, 1.0]], ['2, k, 1', [-0.373651, -0.403293, 1.0]], ['2, k, 2', [-0.380613, -0.134256, 1.0]], ['2, k, 3', [-0.395519, 0.0110619, 1.0]], ['2, k, 4', [-0.555144, -0.216316, 1.0]], ['2, k, 5', [-0.722791, -0.324603, 1.0]], ['2, k, 6', [-0.867724, -0.299599, 1.0]], ['2, k, 7', [-0.932228, -0.289192, 1.0]], ['2, k, 8', [-0.242257, -0.208936, 1.0]], ['2, k, 9', [-0.216348, -0.266451, 1.0]], ['2, k, 10', [-0.294073, -0.266534, 1.0]], ['2, k, 11', [-0.352786, -0.25104, 1.0]], ['2, k, 12', [-0.426125, -0.670995, 1.0]], ['2, k, 13', [-0.473639, -0.948668, 1.0]], ['2, k, 14', [-0.503297, -1.17252, 1.0]], ['2, k, 15', [-0.526661, -1.21125, 1.0]], ['2, k, 16', [-0.297512, -0.663834, 1.0]], ['2, k, 17', [-0.237233, -0.960759, 1.0]], ['2, k, 18', [-0.22922, -1.23004, 1.0]], ['2, k, 19', [-0.244409, -1.27719, 1.0]], ['2, k, 20', [-0.379448, -0.200939, 1.0]], ['2, k, 21', [-0.969735, -0.285427, 1.0]], ['2, k, 22', [-0.856502, -0.286124, 1.0]], ['2, k, 23', [-0.358191, -0.250963, 1.0]], ['2, k, 24', [-0.413946, -0.264706, 1.0]]]
[['2, k, 0', [-0.365671, -0.676565, 1.0]], ['2, k, 1', [-0.373771, -0.403279, 1.0]], ['2, k, 2', [-0.380612, -0.134263, 1.0]], ['2, k, 3', [-0.397003, 0.0112029, 1.0]], ['2, k, 4', [-0.555396, -0.216926, 1.0]], ['2, k, 5', [-0.72056, -0.324, 1.0]], ['2, k, 6', [-0.876259, -0.307744, 1.0]], ['2, k, 7', [-0.934186, -0.290439, 1.0]], ['2, k, 8', [-0.242467, -0.208823, 1.0]], ['2, k, 9', [-0.209241, -0.268725, 1.0]], ['2, k, 10', [-0.297124, -0.267105, 1.0]], ['2, k, 11', [-0.355532, -0.251239, 1.0]], ['2, k, 12', [-0.426425, -0.671102, 1.0]], ['2, k, 13', [-0.473792, -0.948856, 1.0]], ['2, k, 14', [-0.502092, -1.17256, 1.0]], ['2, k, 15', [-0.525846, -1.21153, 1.0]], ['2, k, 16', [-0.297847, -0.663635, 1.0]], ['2, k, 17', [-0.237199, -0.959982, 1.0]], ['2, k, 18', [-0.223342, -1.23776, 1.0]], ['2, k, 19', [-0.237792, -1.28365, 1.0]], ['2, k, 20', [-0.379451, -0.200944, 1.0]], ['2, k, 21', [-0.966454, -0.29149, 1.0]], ['2, k, 22', [-0.863442, -0.290266, 1.0]], ['2, k, 23', [-0.362669, -0.251176, 1.0]], ['2, k, 24', [-0.409311, -0.269697, 1.0]]]
[['2, k, 0', [-0.366031, -0.676346, 1.0]], ['2, k, 1', [-0.373901, -0.403222, 1.0]], ['2, k, 2', [-0.380612, -0.134267, 1.0]], ['2, k, 3', [-0.397957, 0.0110572, 1.0]], ['2, k, 4', [-0.555387, -0.217195, 1.0]], ['2, k, 5', [-0.72032, -0.324511, 1.0]], ['2, k, 6', [-0.871277, -0.322061, 1.0]], ['2, k, 7', [-0.936361, -0.291603, 1.0]], ['2, k, 8', [-0.242752, -0.208717, 1.0]], ['2, k, 9', [-0.207402, -0.269697, 1.0]], ['2, k, 10', [-0.299278, -0.267632, 1.0]], ['2, k, 11', [-0.360139, -0.251852, 1.0]], ['2, k, 12', [-0.426562, -0.671018, 1.0]], ['2, k, 13', [-0.473979, -0.948067, 1.0]], ['2, k, 14', [-0.502856, -1.1715, 1.0]], ['2, k, 15', [-0.527255, -1.21011, 1.0]], ['2, k, 16', [-0.298265, -0.663308, 1.0]], ['2, k, 17', [-0.237306, -0.959866, 1.0]], ['2, k, 18', [-0.233614, -1.22954, 1.0]], ['2, k, 19', [-0.251356, -1.27777, 1.0]], ['2, k, 20', [-0.379457, -0.200946, 1.0]], ['2, k, 21', [-0.97017, -0.287719, 1.0]], ['2, k, 22', [-0.861899, -0.29077, 1.0]], ['2, k, 23', [-0.369447, -0.252917, 1.0]], ['2, k, 24', [-0.42054, -0.263837, 1.0]]]
[['2, k, 0', [-0.366613, -0.676231, 1.0]], ['2, k, 1', [-0.373947, -0.403231, 1.0]], ['2, k, 2', [-0.380356, -0.134426, 1.0]], ['2, k, 3', [-0.398475, 0.0110726, 1.0]], ['2, k, 4', [-0.555312, -0.217402, 1.0]], ['2, k, 5', [-0.721044, -0.325046, 1.0]], ['2, k, 6', [-0.864911, -0.323368, 1.0]], ['2, k, 7', [-0.936564, -0.292283, 1.0]], ['2, k, 8', [-0.243091, -0.208703, 1.0]], ['2, k, 9', [-0.21071, -0.269667, 1.0]], ['2, k, 10', [-0.300901, -0.267679, 1.0]], ['2, k, 11', [-0.360338, -0.252054, 1.0]], ['2, k, 12', [-0.426906, -0.670994, 1.0]], ['2, k, 13', [-0.474168, -0.948376, 1.0]], ['2, k, 14', [-0.507456, -1.21256, 1.0]], ['2, k, 15', [-0.522844, -1.26178, 1.0]], ['2, k, 16', [-0.298937, -0.663167, 1.0]], ['2, k, 17', [-0.237431, -0.960074, 1.0]], ['2, k, 18', [-0.222954, -1.25943, 1.0]], ['2, k, 19', [-0.238434, -1.31371, 1.0]], ['2, k, 20', [-0.37933, -0.201038, 1.0]], ['2, k, 21', [-0.971617, -0.288796, 1.0]], ['2, k, 22', [-0.859813, -0.289749, 1.0]], ['2, k, 23', [-0.368548, -0.2506, 1.0]], ['2, k, 24', [-0.410582, -0.266811, 1.0]]]
[['2, k, 0', [-0.366897, -0.676219, 1.0]], ['2, k, 1', [-0.374022, -0.403245, 1.0]], ['2, k, 2', [-0.380329, -0.13447, 1.0]], ['2, k, 3', [-0.399232, 0.0113072, 1.0]], ['2, k, 4', [-0.555396, -0.217815, 1.0]], ['2, k, 5', [-0.720518, -0.325603, 1.0]], ['2, k, 6', [-0.865148, -0.324534, 1.0]], ['2, k, 7', [-0.935729, -0.294338, 1.0]], ['2, k, 8', [-0.243328, -0.208616, 1.0]], ['2, k, 9', [-0.212187, -0.269884, 1.0]], ['2, k, 10', [-0.303494, -0.267875, 1.0]], ['2, k, 11', [-0.364034, -0.252251, 1.0]], ['2, k, 12', [-0.427069, -0.671128, 1.0]], ['2, k, 13', [-0.474204, -0.948139, 1.0]], ['2, k, 14', [-0.504313, -1.20809, 1.0]], ['2, k, 15', [-0.494195, -1.17859, 1.0]], ['2, k, 16', [-0.299103, -0.663131, 1.0]], ['2, k, 17', [-0.237501, -0.959756, 1.0]], ['2, k, 18', [-0.224734, -1.26085, 1.0]], ['2, k, 19', [-0.241198, -1.31302, 1.0]], ['2, k, 20', [-0.379323, -0.201063, 1.0]], ['2, k, 21', [-0.971515, -0.289603, 1.0]], ['2, k, 22', [-0.862082, -0.2908, 1.0]], ['2, k, 23', [-0.369268, -0.252088, 1.0]], ['2, k, 24', [-0.418128, -0.259662, 1.0]]]
[['2, k, 0', [-0.36702, -0.676221, 1.0]], ['2, k, 1', [-0.374194, -0.40326, 1.0]], ['2, k, 2', [-0.380421, -0.134505, 1.0]], ['2, k, 3', [-0.400035, 0.0111577, 1.0]], ['2, k, 4', [-0.555387, -0.218142, 1.0]], ['2, k, 5', [-0.72021, -0.32635, 1.0]], ['2, k, 6', [-0.866933, -0.329574, 1.0]], ['2, k, 7', [-0.9371, -0.295727, 1.0]], ['2, k, 8', [-0.243475, -0.208559, 1.0]], ['2, k, 9', [-0.215064, -0.269985, 1.0]], ['2, k, 10', [-0.304516, -0.267943, 1.0]], ['2, k, 11', [-0.361239, -0.252815, 1.0]], ['2, k, 12', [-0.427108, -0.671337, 1.0]], ['2, k, 13', [-0.474668, -0.949369, 1.0]], ['2, k, 14', [-0.504901, -1.2125, 1.0]], ['2, k, 15', [-0.52849, -1.27529, 1.0]], ['2, k, 16', [-0.299256, -0.663075, 1.0]], ['2, k, 17', [-0.237692, -0.95992, 1.0]], ['2, k, 18', [-0.21049, -1.24417, 1.0]], ['2, k, 19', [-0.223344, -1.29024, 1.0]], ['2, k, 20', [-0.379416, -0.201097, 1.0]], ['2, k, 21', [-0.973423, -0.289549, 1.0]], ['2, k, 22', [-0.863666, -0.292914, 1.0]], ['2, k, 23', [-0.370781, -0.249644, 1.0]], ['2, k, 24', [-0.410591, -0.281922, 1.0]]]
[['2, k, 0', [-0.367148, -0.676131, 1.0]], ['2, k, 1', [-0.374493, -0.403134, 1.0]], ['2, k, 2', [-0.380754, -0.134403, 1.0]], ['2, k, 3', [-0.400216, 0.0111517, 1.0]], ['2, k, 4', [-0.555732, -0.218573, 1.0]], ['2, k, 5', [-0.720859, -0.327412, 1.0]], ['2, k, 6', [-0.87985, -0.32682, 1.0]], ['2, k, 7', [-0.937895, -0.29751, 1.0]], ['2, k, 8', [-0.243629, -0.208488, 1.0]], ['2, k, 9', [-0.211624, -0.271426, 1.0]], ['2, k, 10', [-0.303754, -0.268143, 1.0]], ['2, k, 11', [-0.359196, -0.252121, 1.0]], ['2, k, 12', [-0.427179, -0.671304, 1.0]], ['2, k, 13', [-0.47482, -0.949595, 1.0]], ['2, k, 14', [-0.506953, -1.21736, 1.0]], ['2, k, 15', [-0.533736, -1.26613, 1.0]], ['2, k, 16', [-0.299316, -0.662977, 1.0]], ['2, k, 17', [-0.237917, -0.960382, 1.0]], ['2, k, 18', [-0.21043, -1.25159, 1.0]], ['2, k, 19', [-0.22342, -1.29925, 1.0]], ['2, k, 20', [-0.379712, -0.200997, 1.0]], ['2, k, 21', [-0.973527, -0.292234, 1.0]], ['2, k, 22', [-0.86119, -0.290683, 1.0]], ['2, k, 23', [-0.368412, -0.252284, 1.0]], ['2, k, 24', [-0.424249, -0.261241, 1.0]]]
[['2, k, 0', [-0.367455, -0.67624, 1.0]], ['2, k, 1', [-0.376014, -0.402924, 1.0]], ['2, k, 2', [-0.384008, -0.133471, 1.0]], ['2, k, 3', [-0.40044, 0.0109014, 1.0]], ['2, k, 4', [-0.555815, -0.218705, 1.0]], ['2, k, 5', [-0.721192, -0.32891, 1.0]], ['2, k, 6', [-0.883563, -0.32653, 1.0]], ['2, k, 7', [-0.937811, -0.297279, 1.0]], ['2, k, 8', [-0.243815, -0.208424, 1.0]], ['2, k, 9', [-0.204417, -0.274276, 1.0]], ['2, k, 10', [-0.300522, -0.269353, 1.0]], ['2, k, 11', [-0.356466, -0.253526, 1.0]], ['2, k, 12', [-0.427366, -0.67152, 1.0]], ['2, k, 13', [-0.475227, -0.950762, 1.0]], ['2, k, 14', [-0.508923, -1.17535, 1.0]], ['2, k, 15', [-0.499735, -1.23051, 1.0]], ['2, k, 16', [-0.299621, -0.663034, 1.0]], ['2, k, 17', [-0.23799, -0.960358, 1.0]], ['2, k, 18', [-0.216609, -1.24042, 1.0]], ['2, k, 19', [-0.231018, -1.28883, 1.0]], ['2, k, 20', [-0.382401, -0.200303, 1.0]], ['2, k, 21', [-0.970643, -0.294311, 1.0]], ['2, k, 22', [-0.860223, -0.291121, 1.0]], ['2, k, 23', [-0.369443, -0.251351, 1.0]], ['2, k, 24', [-0.406436, -0.270619, 1.0]]]
[['2, k, 0', [-0.367951, -0.676411, 1.0]], ['2, k, 1', [-0.376105, -0.403031, 1.0]], ['2, k, 2', [-0.383759, -0.133808, 1.0]], ['2, k, 3', [-0.400629, 0.0108445, 1.0]], ['2, k, 4', [-0.556058, -0.218994, 1.0]], ['2, k, 5', [-0.721385, -0.329122, 1.0]], ['2, k, 6', [-0.88587, -0.32768, 1.0]], ['2, k, 7', [-0.935938, -0.297819, 1.0]], ['2, k, 8', [-0.24395, -0.208352, 1.0]], ['2, k, 9', [-0.206257, -0.273919, 1.0]], ['2, k, 10', [-0.299021, -0.270148, 1.0]], ['2, k, 11', [-0.352632, -0.254487, 1.0]], ['2, k, 12', [-0.427621, -0.671685, 1.0]], ['2, k, 13', [-0.475198, -0.950738, 1.0]], ['2, k, 14', [-0.507047, -1.17542, 1.0]], ['2, k, 15', [-0.503334, -1.22939, 1.0]], ['2, k, 16', [-0.300067, -0.663195, 1.0]], ['2, k, 17', [-0.23825, -0.959691, 1.0]], ['2, k, 18', [-0.234117, -1.25916, 1.0]], ['2, k, 19', [-0.253506, -1.31266, 1.0]], ['2, k, 20', [-0.382292, -0.200536, 1.0]], ['2, k, 21', [-0.973481, -0.295269, 1.0]], ['2, k, 22', [-0.863344, -0.292979, 1.0]], ['2, k, 23', [-0.360373, -0.250398, 1.0]], ['2, k, 24', [-0.415615, -0.265662, 1.0]]]
[['2, k, 0', [-0.368101, -0.676384, 1.0]], ['2, k, 1', [-0.37614, -0.403063, 1.0]], ['2, k, 2', [-0.38363, -0.134006, 1.0]], ['2, k, 3', [-0.40071, 0.0109208, 1.0]], ['2, k, 4', [-0.556049, -0.219074, 1.0]], ['2, k, 5', [-0.721866, -0.32993, 1.0]], ['2, k, 6', [-0.88697, -0.328539, 1.0]], ['2, k, 7', [-0.933514, -0.298059, 1.0]], ['2, k, 8', [-0.244005, -0.208371, 1.0]], ['2, k, 9', [-0.206121, -0.274377, 1.0]], ['2, k, 10', [-0.296832, -0.271126, 1.0]], ['2, k, 11', [-0.346218, -0.255858, 1.0]], ['2, k, 12', [-0.427735, -0.671703, 1.0]], ['2, k, 13', [-0.475125, -0.949682, 1.0]], ['2, k, 14', [-0.503832, -1.17501, 1.0]], ['2, k, 15', [-0.505751, -1.23659, 1.0]], ['2, k, 16', [-0.300129, -0.663162, 1.0]], ['2, k, 17', [-0.238346, -0.960327, 1.0]], ['2, k, 18', [-0.229823, -1.26038, 1.0]], ['2, k, 19', [-0.247986, -1.31331, 1.0]], ['2, k, 20', [-0.382227, -0.200668, 1.0]], ['2, k, 21', [-0.970745, -0.296671, 1.0]], ['2, k, 22', [-0.861434, -0.294108, 1.0]], ['2, k, 23', [-0.355921, -0.253497, 1.0]], ['2, k, 24', [-0.412497, -0.267166, 1.0]]]
