[['2, k, 0', [-0.155316, -0.225001, 1.0]], ['2, k, 1', [-0.154834, 0.105931, 1.0]], ['2, k, 2', [-0.153391, 0.42709, 1.0]], ['2, k, 3', [-0.150384, 0.585222, 1.0]], ['2, k, 4', [-0.349207, 0.312461, 1.0]], ['2, k, 5', [-0.401241, 0.0953505, 1.0]], ['2, k, 6', [-0.333561, -0.0944925, 1.0]], ['2, k, 7', [-0.267716, -0.16678, 1.0]], ['2, k, 8', [0.0330655, 0.314029, 1.0]], ['2, k, 9', [0.0928888, 0.103864, 1.0]], ['2, k, 10', [0.0312145, -0.0719908, 1.0]], ['2, k, 11', [-0.0374855, -0.145441, 1.0]], ['2, k, 12', [-0.2402, -0.221842, 1.0]], ['2, k, 13', [-0.279684, -0.628046, 1.0]], ['2, k, 14', [-0.315365, -1.00917, 1.0]], ['2, k, 15', [-0.362305, -1.08691, 1.0]], ['2, k, 16', [-0.065611, -0.2212, 1.0]], ['2, k, 17', [-0.00507125, -0.637173, 1.0]], ['2, k, 18', [0.0359364, -1.01933, 1.0]], ['2, k, 19', [0.0688477, -1.0752, 1.0]], ['2, k, 20', [-0.153918, 0.348208, 1.0]], ['2, k, 21', [-0.218262, -0.245175, 1.0]], ['2, k, 22', [-0.216216, -0.0969362, 1.0]], ['2, k, 23', [-0.0888809, -0.223733, 1.0]], ['2, k, 24', [-0.0956611, -0.0783165, 1.0]]]
[['2, k, 0', [-0.13958, -0.2573, 1.0]], ['2, k, 1', [-0.12278, 0.0675776, 1.0]], ['2, k, 2', [-0.0990611, 0.381864, 1.0]], ['2, k, 3', [-0.0872875, 0.537744, 1.0]], ['2, k, 4', [-0.304475, 0.294554, 1.0]], ['2, k, 5', [-0.467527, 0.129648, 1.0]], ['2, k, 6', [-0.408742, -0.0924092, 1.0]], ['2, k, 7', [-0.363073, -0.125107, 1.0]], ['2, k, 8', [0.103909, 0.26781, 1.0]], ['2, k, 9', [0.261074, 0.105093, 1.0]], ['2, k, 10', [0.16516, -0.0875943, 1.0]], ['2, k, 11', [0.129154, -0.123514, 1.0]], ['2, k, 12', [-0.228337, -0.248867, 1.0]], ['2, k, 13', [-0.273446, -0.64493, 1.0]], ['2, k, 14', [-0.314958, -1.02762, 1.0]], ['2, k, 15', [-0.365137, -1.09075, 1.0]], ['2, k, 16', [-0.046088, -0.25773, 1.0]], ['2, k, 17', [0.00113262, -0.62495, 1.0]], ['2, k, 18', [0.0380361, -1.03966, 1.0]], ['2, k, 19', [0.0805079, -1.09124, 1.0]], ['2, k, 20', [-0.10601, 0.304544, 1.0]], ['2, k, 21', [-0.316071, -0.228469, 1.0]], ['2, k, 22', [-0.298511, -0.105687, 1.0]], ['2, k, 23', [0.0796803, -0.233331, 1.0]], ['2, k, 24', [0.0648637, -0.119207, 1.0]]]
[['2, k, 0', [-0.128474, -0.256494, 1.0]], ['2, k, 1', [-0.117265, 0.0681624, 1.0]], ['2, k, 2', [-0.0983972, 0.382389, 1.0]], ['2, k, 3', [-0.087463, 0.538622, 1.0]], ['2, k, 4', [-0.302854, 0.293176, 1.0]], ['2, k, 5', [-0.465809, 0.12619, 1.0]], ['2, k, 6', [-0.400843, -0.093014, 1.0]], ['2, k, 7', [-0.352534, -0.127426, 1.0]], ['2, k, 8', [0.106344, 0.2703, 1.0]], ['2, k, 9', [0.264285, 0.109418, 1.0]], ['2, k, 10', [0.16621, -0.0886291, 1.0]], ['2, k, 11', [0.128994, -0.124252, 1.0]], ['2, k, 12', [-0.217738, -0.24943, 1.0]], ['2, k, 13', [-0.265423, -0.644444, 1.0]], ['2, k, 14', [-0.314706, -1.02609, 1.0]], ['2, k, 15', [-0.365173, -1.09185, 1.0]], ['2, k, 16', [-0.0348931, -0.255452, 1.0]], ['2, k, 17', [0.00874061, -0.622822, 1.0]], ['2, k, 18', [0.0391013, -1.03688, 1.0]], ['2, k, 19', [0.0794335, -1.0913, 1.0]], ['2, k, 20', [-0.10438, 0.305073, 1.0]], ['2, k, 21', [-0.308356, -0.217916, 1.0]], ['2, k, 22', [-0.288057, -0.0877726, 1.0]], ['2, k, 23', [0.0860758, -0.22979, 1.0]], ['2, k, 24', [0.0659808, -0.110414, 1.0]]]
[['2, k, 0', [-0.121468, -0.256861, 1.0]], ['2, k, 1', [-0.113043, 0.0683037, 1.0]], ['2, k, 2', [-0.0978795, 0.382816, 1.0]], ['2, k, 3', [-0.088306, 0.540122, 1.0]], ['2, k, 4', [-0.300228, 0.290734, 1.0]], ['2, k, 5', [-0.463819, 0.122595, 1.0]], ['2, k, 6', [-0.398628, -0.0929688, 1.0]], ['2, k, 7', [-0.349478, -0.128857, 1.0]], ['2, k, 8', [0.107957, 0.272917, 1.0]], ['2, k, 9', [0.267024, 0.113378, 1.0]], ['2, k, 10', [0.16783, -0.0893709, 1.0]], ['2, k, 11', [0.121644, -0.132879, 1.0]], ['2, k, 12', [-0.210206, -0.250974, 1.0]], ['2, k, 13', [-0.259676, -0.645219, 1.0]], ['2, k, 14', [-0.314997, -1.02679, 1.0]], ['2, k, 15', [-0.365654, -1.09229, 1.0]], ['2, k, 16', [-0.0285558, -0.254722, 1.0]], ['2, k, 17', [0.0147351, -0.621156, 1.0]], ['2, k, 18', [0.0406181, -1.03591, 1.0]], ['2, k, 19', [0.0792786, -1.09198, 1.0]], ['2, k, 20', [-0.103011, 0.30548, 1.0]], ['2, k, 21', [-0.300414, -0.213577, 1.0]], ['2, k, 22', [-0.281697, -0.0909676, 1.0]], ['2, k, 23', [0.0793155, -0.217059, 1.0]], ['2, k, 24', [0.0631647, -0.0919613, 1.0]]]
[['2, k, 0', [-0.114881, -0.256317, 1.0]], ['2, k, 1', [-0.109182, 0.0685889, 1.0]], ['2, k, 2', [-0.0973983, 0.383008, 1.0]], ['2, k, 3', [-0.088974, 0.540828, 1.0]], ['2, k, 4', [-0.298955, 0.289108, 1.0]], ['2, k, 5', [-0.462014, 0.116799, 1.0]], ['2, k, 6', [-0.395828, -0.0932235, 1.0]], ['2, k, 7', [-0.34354, -0.132112, 1.0]], ['2, k, 8', [0.109861, 0.27627, 1.0]], ['2, k, 9', [0.270196, 0.117978, 1.0]], ['2, k, 10', [0.177487, -0.081863, 1.0]], ['2, k, 11', [0.125571, -0.1336, 1.0]], ['2, k, 12', [-0.204347, -0.251264, 1.0]], ['2, k, 13', [-0.254584, -0.641205, 1.0]], ['2, k, 14', [-0.31425, -1.02277, 1.0]], ['2, k, 15', [-0.36566, -1.0925, 1.0]], ['2, k, 16', [-0.021449, -0.253211, 1.0]], ['2, k, 17', [0.0194521, -0.620998, 1.0]], ['2, k, 18', [0.0432308, -1.03166, 1.0]], ['2, k, 19', [0.0787073, -1.09124, 1.0]], ['2, k, 20', [-0.101724, 0.305715, 1.0]], ['2, k, 21', [-0.290753, -0.222991, 1.0]], ['2, k, 22', [-0.274502, -0.0953906, 1.0]], ['2, k, 23', [0.0821547, -0.214574, 1.0]], ['2, k, 24', [0.0695189, -0.0862545, 1.0]]]
[['2, k, 0', [-0.107561, -0.256172, 1.0]], ['2, k, 1', [-0.104935, 0.0690137, 1.0]], ['2, k, 2', [-0.0968277, 0.383409, 1.0]], ['2, k, 3', [-0.089452, 0.54108, 1.0]], ['2, k, 4', [-0.298421, 0.287399, 1.0]], ['2, k, 5', [-0.459289, 0.108089, 1.0]], ['2, k, 6', [-0.393233, -0.0933721, 1.0]], ['2, k, 7', [-0.342063, -0.133306, 1.0]], ['2, k, 8', [0.111166, 0.278112, 1.0]], ['2, k, 9', [0.272104, 0.120598, 1.0]], ['2, k, 10', [0.183652, -0.0734152, 1.0]], ['2, k, 11', [0.143325, -0.120026, 1.0]], ['2, k, 12', [-0.196999, -0.252263, 1.0]], ['2, k, 13', [-0.250573, -0.642374, 1.0]], ['2, k, 14', [-0.314182, -1.02332, 1.0]], ['2, k, 15', [-0.365606, -1.09258, 1.0]], ['2, k, 16', [-0.0144067, -0.251951, 1.0]], ['2, k, 17', [0.0251738, -0.620711, 1.0]], ['2, k, 18', [0.0444807, -1.03073, 1.0]], ['2, k, 19', [0.0787011, -1.09152, 1.0]], ['2, k, 20', [-0.100237, 0.306211, 1.0]], ['2, k, 21', [-0.283058, -0.228239, 1.0]], ['2, k, 22', [-0.27213, -0.087178, 1.0]], ['2, k, 23', [0.0989877, -0.20465, 1.0]], ['2, k, 24', [0.0797664, -0.0745113, 1.0]]]
[['2, k, 0', [-0.0998487, -0.256124, 1.0]], ['2, k, 1', [-0.102136, 0.0692145, 1.0]], ['2, k, 2', [-0.096889, 0.383606, 1.0]], ['2, k, 3', [-0.0901226, 0.541635, 1.0]], ['2, k, 4', [-0.297595, 0.284869, 1.0]], ['2, k, 5', [-0.45732, 0.106054, 1.0]], ['2, k, 6', [-0.389692, -0.0943758, 1.0]], ['2, k, 7', [-0.338085, -0.134286, 1.0]], ['2, k, 8', [0.111686, 0.280769, 1.0]], ['2, k, 9', [0.275145, 0.124802, 1.0]], ['2, k, 10', [0.218591, -0.0752969, 1.0]], ['2, k, 11', [0.170041, -0.105386, 1.0]], ['2, k, 12', [-0.189439, -0.253343, 1.0]], ['2, k, 13', [-0.244731, -0.641824, 1.0]], ['2, k, 14', [-0.314112, -1.0233, 1.0]], ['2, k, 15', [-0.36538, -1.09251, 1.0]], ['2, k, 16', [-0.00683068, -0.250766, 1.0]], ['2, k, 17', [0.0301293, -0.62116, 1.0]], ['2, k, 18', [0.0448534, -1.03038, 1.0]], ['2, k, 19', [0.0785922, -1.09172, 1.0]], ['2, k, 20', [-0.0998852, 0.306408, 1.0]], ['2, k, 21', [-0.282141, -0.217672, 1.0]], ['2, k, 22', [-0.265659, -0.0937421, 1.0]], ['2, k, 23', [0.119756, -0.215716, 1.0]], ['2, k, 24', [0.112395, -0.107441, 1.0]]]
[['2, k, 0', [-0.0948649, -0.255922, 1.0]], ['2, k, 1', [-0.0997682, 0.0697487, 1.0]], ['2, k, 2', [-0.0971792, 0.38446, 1.0]], ['2, k, 3', [-0.091858, 0.542607, 1.0]], ['2, k, 4', [-0.296061, 0.283388, 1.0]], ['2, k, 5', [-0.453466, 0.10134, 1.0]], ['2, k, 6', [-0.382016, -0.095135, 1.0]], ['2, k, 7', [-0.332711, -0.138672, 1.0]], ['2, k, 8', [0.111953, 0.282992, 1.0]], ['2, k, 9', [0.278254, 0.131428, 1.0]], ['2, k, 10', [0.192659, -0.0846199, 1.0]], ['2, k, 11', [0.139892, -0.131826, 1.0]], ['2, k, 12', [-0.184989, -0.253916, 1.0]], ['2, k, 13', [-0.241105, -0.640886, 1.0]], ['2, k, 14', [-0.314111, -1.02348, 1.0]], ['2, k, 15', [-0.365512, -1.09258, 1.0]], ['2, k, 16', [-0.00143113, -0.249675, 1.0]], ['2, k, 17', [0.0365973, -0.618086, 1.0]], ['2, k, 18', [0.0448433, -1.03097, 1.0]], ['2, k, 19', [0.0789626, -1.09166, 1.0]], ['2, k, 20', [-0.0994313, 0.307099, 1.0]], ['2, k, 21', [-0.274399, -0.227561, 1.0]], ['2, k, 22', [-0.259361, -0.0931595, 1.0]], ['2, k, 23', [0.109866, -0.224994, 1.0]], ['2, k, 24', [0.0879455, -0.100871, 1.0]]]
[['2, k, 0', [-0.0890444, -0.255637, 1.0]], ['2, k, 1', [-0.0977665, 0.0698895, 1.0]], ['2, k, 2', [-0.0974371, 0.384588, 1.0]], ['2, k, 3', [-0.0928449, 0.543271, 1.0]], ['2, k, 4', [-0.294653, 0.28137, 1.0]], ['2, k, 5', [-0.448085, 0.0935202, 1.0]], ['2, k, 6', [-0.351719, -0.0989092, 1.0]], ['2, k, 7', [-0.321923, -0.141682, 1.0]], ['2, k, 8', [0.11223, 0.284867, 1.0]], ['2, k, 9', [0.28031, 0.135196, 1.0]], ['2, k, 10', [0.196658, -0.0714964, 1.0]], ['2, k, 11', [0.155357, -0.11696, 1.0]], ['2, k, 12', [-0.179278, -0.254805, 1.0]], ['2, k, 13', [-0.23567, -0.641329, 1.0]], ['2, k, 14', [-0.31406, -1.02349, 1.0]], ['2, k, 15', [-0.366195, -1.09321, 1.0]], ['2, k, 16', [0.00433188, -0.248231, 1.0]], ['2, k, 17', [0.041858, -0.617414, 1.0]], ['2, k, 18', [0.0464291, -1.02852, 1.0]], ['2, k, 19', [0.0792394, -1.09116, 1.0]], ['2, k, 20', [-0.0993741, 0.30716, 1.0]], ['2, k, 21', [-0.271225, -0.236181, 1.0]], ['2, k, 22', [-0.256207, -0.128046, 1.0]], ['2, k, 23', [0.11719, -0.206865, 1.0]], ['2, k, 24', [0.095584, -0.0853636, 1.0]]]
[['2, k, 0', [-0.0842136, -0.254761, 1.0]], ['2, k, 1', [-0.0959664, 0.0703556, 1.0]], ['2, k, 2', [-0.0979378, 0.384923, 1.0]], ['2, k, 3', [-0.0939498, 0.543899, 1.0]], ['2, k, 4', [-0.293976, 0.280162, 1.0]], ['2, k, 5', [-0.446437, 0.0909325, 1.0]], ['2, k, 6', [-0.347424, -0.132219, 1.0]], ['2, k, 7', [-0.285432, -0.174831, 1.0]], ['2, k, 8', [0.112192, 0.288417, 1.0]], ['2, k, 9', [0.281402, 0.13984, 1.0]], ['2, k, 10', [0.198318, -0.0674741, 1.0]], ['2, k, 11', [0.200606, -0.0770811, 1.0]], ['2, k, 12', [-0.174888, -0.255181, 1.0]], ['2, k, 13', [-0.231511, -0.637656, 1.0]], ['2, k, 14', [-0.313882, -1.02331, 1.0]], ['2, k, 15', [-0.366253, -1.0935, 1.0]], ['2, k, 16', [0.00951251, -0.24596, 1.0]], ['2, k, 17', [0.047447, -0.616083, 1.0]], ['2, k, 18', [0.0462616, -1.02363, 1.0]], ['2, k, 19', [0.0784459, -1.08814, 1.0]], ['2, k, 20', [-0.0993397, 0.307345, 1.0]], ['2, k, 21', [-0.25609, -0.274305, 1.0]], ['2, k, 22', [-0.238873, -0.149793, 1.0]], ['2, k, 23', [0.177895, -0.134487, 1.0]], ['2, k, 24', [0.158226, -0.0810975, 1.0]]]
[['2, k, 0', [-0.0780346, -0.254154, 1.0]], ['2, k, 1', [-0.0939114, 0.0707805, 1.0]], ['2, k, 2', [-0.0987622, 0.385412, 1.0]], ['2, k, 3', [-0.0950563, 0.544504, 1.0]], ['2, k, 4', [-0.293146, 0.278934, 1.0]], ['2, k, 5', [-0.442418, 0.0890783, 1.0]], ['2, k, 6', [-0.335348, -0.136237, 1.0]], ['2, k, 7', [-0.275095, -0.180686, 1.0]], ['2, k, 8', [0.112051, 0.290702, 1.0]], ['2, k, 9', [0.283041, 0.146488, 1.0]], ['2, k, 10', [0.231362, -0.0551852, 1.0]], ['2, k, 11', [0.186457, -0.0956736, 1.0]], ['2, k, 12', [-0.168687, -0.255802, 1.0]], ['2, k, 13', [-0.228982, -0.637132, 1.0]], ['2, k, 14', [-0.31361, -1.02346, 1.0]], ['2, k, 15', [-0.366421, -1.09365, 1.0]], ['2, k, 16', [0.0153712, -0.244244, 1.0]], ['2, k, 17', [0.0525331, -0.616956, 1.0]], ['2, k, 18', [0.0458627, -1.02271, 1.0]], ['2, k, 19', [0.0784558, -1.08816, 1.0]], ['2, k, 20', [-0.0993292, 0.307604, 1.0]], ['2, k, 21', [-0.246807, -0.279195, 1.0]], ['2, k, 22', [-0.230288, -0.153164, 1.0]], ['2, k, 23', [0.142017, -0.185291, 1.0]], ['2, k, 24', [0.130256, -0.089927, 1.0]]]
[['2, k, 0', [-0.0734717, -0.253472, 1.0]], ['2, k, 1', [-0.0914674, 0.0712749, 1.0]], ['2, k, 2', [-0.0989584, 0.385631, 1.0]], ['2, k, 3', [-0.0962233, 0.545111, 1.0]], ['2, k, 4', [-0.292721, 0.277894, 1.0]], ['2, k, 5', [-0.440699, 0.0872368, 1.0]], ['2, k, 6', [-0.343754, -0.11945, 1.0]], ['2, k, 7', [-0.29006, -0.158624, 1.0]], ['2, k, 8', [0.111973, 0.293368, 1.0]], ['2, k, 9', [0.285218, 0.15419, 1.0]], ['2, k, 10', [0.233769, -0.0473094, 1.0]], ['2, k, 11', [0.190811, -0.0923345, 1.0]], ['2, k, 12', [-0.16435, -0.255996, 1.0]], ['2, k, 13', [-0.224883, -0.635293, 1.0]], ['2, k, 14', [-0.314846, -1.02661, 1.0]], ['2, k, 15', [-0.366824, -1.09431, 1.0]], ['2, k, 16', [0.0199313, -0.242644, 1.0]], ['2, k, 17', [0.0564591, -0.614737, 1.0]], ['2, k, 18', [0.0462255, -1.02354, 1.0]], ['2, k, 19', [0.0790787, -1.08792, 1.0]], ['2, k, 20', [-0.0991529, 0.307839, 1.0]], ['2, k, 21', [-0.248685, -0.256085, 1.0]], ['2, k, 22', [-0.228462, -0.129742, 1.0]], ['2, k, 23', [0.148975, -0.171701, 1.0]], ['2, k, 24', [0.131282, -0.0871017, 1.0]]]
[['2, k, 0', [-0.0690699, -0.25255, 1.0]], ['2, k, 1', [-0.0891622, 0.0720895, 1.0]], ['2, k, 2', [-0.0992891, 0.386777, 1.0]], ['2, k, 3', [-0.0981483, 0.545603, 1.0]], ['2, k, 4', [-0.292096, 0.276922, 1.0]], ['2, k, 5', [-0.43871, 0.0859065, 1.0]], ['2, k, 6', [-0.354498, -0.105576, 1.0]], ['2, k, 7', [-0.308008, -0.145023, 1.0]], ['2, k, 8', [0.112054, 0.295777, 1.0]], ['2, k, 9', [0.285985, 0.157216, 1.0]], ['2, k, 10', [0.234713, -0.0443061, 1.0]], ['2, k, 11', [0.189863, -0.0913472, 1.0]], ['2, k, 12', [-0.15966, -0.255979, 1.0]], ['2, k, 13', [-0.222409, -0.633954, 1.0]], ['2, k, 14', [-0.31497, -1.02739, 1.0]], ['2, k, 15', [-0.366888, -1.09426, 1.0]], ['2, k, 16', [0.0238441, -0.240975, 1.0]], ['2, k, 17', [0.0598744, -0.613467, 1.0]], ['2, k, 18', [0.0462694, -1.02381, 1.0]], ['2, k, 19', [0.0792102, -1.08825, 1.0]], ['2, k, 20', [-0.0985618, 0.308802, 1.0]], ['2, k, 21', [-0.247096, -0.239417, 1.0]], ['2, k, 22', [-0.242255, -0.140652, 1.0]], ['2, k, 23', [0.149532, -0.173225, 1.0]], ['2, k, 24', [0.119169, -0.0644792, 1.0]]]
[['2, k, 0', [-0.0645805, -0.251444, 1.0]], ['2, k, 1', [-0.0879005, 0.0727222, 1.0]], ['2, k, 2', [-0.10086, 0.387847, 1.0]], ['2, k, 3', [-0.0999307, 0.546788, 1.0]], ['2, k, 4', [-0.291833, 0.276325, 1.0]], ['2, k, 5', [-0.436099, 0.0842315, 1.0]], ['2, k, 6', [-0.352386, -0.107479, 1.0]], ['2, k, 7', [-0.306329, -0.145541, 1.0]], ['2, k, 8', [0.111426, 0.299218, 1.0]], ['2, k, 9', [0.286677, 0.163027, 1.0]], ['2, k, 10', [0.236266, -0.0387637, 1.0]], ['2, k, 11', [0.19212, -0.0893554, 1.0]], ['2, k, 12', [-0.154291, -0.255593, 1.0]], ['2, k, 13', [-0.220251, -0.634022, 1.0]], ['2, k, 14', [-0.315048, -1.02771, 1.0]], ['2, k, 15', [-0.366785, -1.09423, 1.0]], ['2, k, 16', [0.0273422, -0.239397, 1.0]], ['2, k, 17', [0.0634256, -0.6118, 1.0]], ['2, k, 18', [0.0462018, -1.02522, 1.0]], ['2, k, 19', [0.079085, -1.0886, 1.0]], ['2, k, 20', [-0.0987928, 0.30955, 1.0]], ['2, k, 21', [-0.246562, -0.245036, 1.0]], ['2, k, 22', [-0.243745, -0.143115, 1.0]], ['2, k, 23', [0.15374, -0.169615, 1.0]], ['2, k, 24', [0.126286, -0.0398474, 1.0]]]
[['2, k, 0', [-0.0607164, -0.25061, 1.0]], ['2, k, 1', [-0.0856985, 0.0735716, 1.0]], ['2, k, 2', [-0.101092, 0.388576, 1.0]], ['2, k, 3', [-0.101588, 0.547255, 1.0]], ['2, k, 4', [-0.291414, 0.275121, 1.0]], ['2, k, 5', [-0.433467, 0.0831706, 1.0]], ['2, k, 6', [-0.350224, -0.108919, 1.0]], ['2, k, 7', [-0.305348, -0.142815, 1.0]], ['2, k, 8', [0.111055, 0.301594, 1.0]], ['2, k, 9', [0.286775, 0.167092, 1.0]], ['2, k, 10', [0.237629, -0.0351163, 1.0]], ['2, k, 11', [0.193188, -0.0855226, 1.0]], ['2, k, 12', [-0.15095, -0.255768, 1.0]], ['2, k, 13', [-0.217668, -0.631441, 1.0]], ['2, k, 14', [-0.315103, -1.02611, 1.0]], ['2, k, 15', [-0.366801, -1.09418, 1.0]], ['2, k, 16', [0.0316215, -0.237395, 1.0]], ['2, k, 17', [0.0664272, -0.610159, 1.0]], ['2, k, 18', [0.0462643, -1.02529, 1.0]], ['2, k, 19', [0.0793477, -1.08857, 1.0]], ['2, k, 20', [-0.0984509, 0.310281, 1.0]], ['2, k, 21', [-0.246392, -0.240545, 1.0]], ['2, k, 22', [-0.24514, -0.144855, 1.0]], ['2, k, 23', [0.157541, -0.167459, 1.0]], ['2, k, 24', [0.12605, -0.0473622, 1.0]]]
[['2, k, 0', [-0.0561192, -0.249682, 1.0]], ['2, k, 1', [-0.0838504, 0.0742488, 1.0]], ['2, k, 2', [-0.101728, 0.389198, 1.0]], ['2, k, 3', [-0.103854, 0.548052, 1.0]], ['2, k, 4', [-0.29162, 0.273925, 1.0]], ['2, k, 5', [-0.430861, 0.0821648, 1.0]], ['2, k, 6', [-0.347913, -0.110129, 1.0]], ['2, k, 7', [-0.298395, -0.145572, 1.0]], ['2, k, 8', [0.110488, 0.304038, 1.0]], ['2, k, 9', [0.286773, 0.178695, 1.0]], ['2, k, 10', [0.240635, -0.0244331, 1.0]], ['2, k, 11', [0.197, -0.0792902, 1.0]], ['2, k, 12', [-0.146302, -0.25567, 1.0]], ['2, k, 13', [-0.215369, -0.630342, 1.0]], ['2, k, 14', [-0.3152, -1.02614, 1.0]], ['2, k, 15', [-0.366027, -1.09395, 1.0]], ['2, k, 16', [0.0359294, -0.23577, 1.0]], ['2, k, 17', [0.0693707, -0.60647, 1.0]], ['2, k, 18', [0.0463637, -1.02513, 1.0]], ['2, k, 19', [0.0792587, -1.08865, 1.0]], ['2, k, 20', [-0.0983765, 0.310832, 1.0]], ['2, k, 21', [-0.240233, -0.245085, 1.0]], ['2, k, 22', [-0.239556, -0.145724, 1.0]], ['2, k, 23', [0.162224, -0.156993, 1.0]], ['2, k, 24', [0.126621, -0.0320195, 1.0]]]
[['2, k, 0', [-0.0521965, -0.2484, 1.0]], ['2, k, 1', [-0.0826088, 0.075066, 1.0]], ['2, k, 2', [-0.103176, 0.390102, 1.0]], ['2, k, 3', [-0.105594, 0.549038, 1.0]], ['2, k, 4', [-0.291738, 0.272871, 1.0]], ['2, k, 5', [-0.430514, 0.0818757, 1.0]], ['2, k, 6', [-0.34641, -0.109896, 1.0]], ['2, k, 7', [-0.298685, -0.143637, 1.0]], ['2, k, 8', [0.109816, 0.306252, 1.0]], ['2, k, 9', [0.286772, 0.183418, 1.0]], ['2, k, 10', [0.241399, -0.0227972, 1.0]], ['2, k, 11', [0.200202, -0.0778096, 1.0]], ['2, k, 12', [-0.142534, -0.255141, 1.0]], ['2, k, 13', [-0.213304, -0.628885, 1.0]], ['2, k, 14', [-0.31421, -1.02237, 1.0]], ['2, k, 15', [-0.366021, -1.09403, 1.0]], ['2, k, 16', [0.0397994, -0.233721, 1.0]], ['2, k, 17', [0.072922, -0.604042, 1.0]], ['2, k, 18', [0.0467847, -1.02524, 1.0]], ['2, k, 19', [0.0793173, -1.08889, 1.0]], ['2, k, 20', [-0.0987372, 0.311566, 1.0]], ['2, k, 21', [-0.24034, -0.250696, 1.0]], ['2, k, 22', [-0.240612, -0.143628, 1.0]], ['2, k, 23', [0.165681, -0.158577, 1.0]], ['2, k, 24', [0.133871, -0.0355202, 1.0]]]
[['2, k, 0', [-0.0486805, -0.247058, 1.0]], ['2, k, 1', [-0.0814444, 0.0759293, 1.0]], ['2, k, 2', [-0.104689, 0.390924, 1.0]], ['2, k, 3', [-0.107501, 0.550219, 1.0]], ['2, k, 4', [-0.292043, 0.271721, 1.0]], ['2, k, 5', [-0.427945, 0.0829474, 1.0]], ['2, k, 6', [-0.346669, -0.109825, 1.0]], ['2, k, 7', [-0.298697, -0.140326, 1.0]], ['2, k, 8', [0.108456, 0.309696, 1.0]], ['2, k, 9', [0.286851, 0.18469, 1.0]], ['2, k, 10', [0.241944, -0.0216736, 1.0]], ['2, k, 11', [0.20015, -0.0760962, 1.0]], ['2, k, 12', [-0.13887, -0.254546, 1.0]], ['2, k, 13', [-0.209716, -0.632356, 1.0]], ['2, k, 14', [-0.314199, -1.02237, 1.0]], ['2, k, 15', [-0.36591, -1.09416, 1.0]], ['2, k, 16', [0.0430272, -0.231718, 1.0]], ['2, k, 17', [0.0755371, -0.604705, 1.0]], ['2, k, 18', [0.0473512, -1.02562, 1.0]], ['2, k, 19', [0.0795978, -1.08893, 1.0]], ['2, k, 20', [-0.099225, 0.31233, 1.0]], ['2, k, 21', [-0.241268, -0.221878, 1.0]], ['2, k, 22', [-0.239875, -0.144714, 1.0]], ['2, k, 23', [0.162374, -0.160569, 1.0]], ['2, k, 24', [0.133721, -0.025577, 1.0]]]
[['2, k, 0', [-0.0470262, -0.245844, 1.0]], ['2, k, 1', [-0.0809942, 0.0768667, 1.0]], ['2, k, 2', [-0.106672, 0.391925, 1.0]], ['2, k, 3', [-0.109711, 0.550627, 1.0]], ['2, k, 4', [-0.292761, 0.271123, 1.0]], ['2, k, 5', [-0.42539, 0.0840606, 1.0]], ['2, k, 6', [-0.346045, -0.108984, 1.0]], ['2, k, 7', [-0.297998, -0.139967, 1.0]], ['2, k, 8', [0.106938, 0.312707, 1.0]], ['2, k, 9', [0.287193, 0.189114, 1.0]], ['2, k, 10', [0.242704, -0.0198112, 1.0]], ['2, k, 11', [0.199509, -0.0755729, 1.0]], ['2, k, 12', [-0.136776, -0.253295, 1.0]], ['2, k, 13', [-0.20786, -0.631216, 1.0]], ['2, k, 14', [-0.314279, -1.02198, 1.0]], ['2, k, 15', [-0.365705, -1.09395, 1.0]], ['2, k, 16', [0.0441971, -0.23066, 1.0]], ['2, k, 17', [0.0776755, -0.606837, 1.0]], ['2, k, 18', [0.0473864, -1.0255, 1.0]], ['2, k, 19', [0.0795625, -1.0888, 1.0]], ['2, k, 20', [-0.100195, 0.313284, 1.0]], ['2, k, 21', [-0.242189, -0.256598, 1.0]], ['2, k, 22', [-0.239897, -0.146411, 1.0]], ['2, k, 23', [0.1642, -0.155922, 1.0]], ['2, k, 24', [0.133959, -0.0289303, 1.0]]]
