[['2, k, 0', [-0.173775, -0.845931, 1.0]], ['2, k, 1', [-0.164097, -0.569454, 1.0]], ['2, k, 2', [-0.153807, -0.295898, 1.0]], ['2, k, 3', [-0.151902, -0.148882, 1.0]], ['2, k, 4', [-0.339075, -0.385098, 1.0]], ['2, k, 5', [-0.46963, -0.582341, 1.0]], ['2, k, 6', [-0.479588, -0.753358, 1.0]], ['2, k, 7', [-0.460063, -0.811212, 1.0]], ['2, k, 8', [0.0249407, -0.366461, 1.0]], ['2, k, 9', [0.158939, -0.560612, 1.0]], ['2, k, 10', [0.198168, -0.745901, 1.0]], ['2, k, 11', [0.179605, -0.802263, 1.0]], ['2, k, 12', [-0.254477, -0.839963, 1.0]], ['2, k, 13', [-0.27217, -1.16701, 1.0]], ['2, k, 14', [-0.272437, -1.44609, 1.0]], ['2, k, 15', [-0.264813, -1.49642, 1.0]], ['2, k, 16', [-0.088888, -0.831579, 1.0]], ['2, k, 17', [-0.0598312, -1.15709, 1.0]], ['2, k, 18', [-0.0701405, -1.46178, 1.0]], ['2, k, 19', [-0.0772011, -1.53391, 1.0]], ['2, k, 20', [-0.156495, -0.363952, 1.0]], ['2, k, 21', [-0.432654, -0.842049, 1.0]], ['2, k, 22', [-0.516329, -0.824831, 1.0]], ['2, k, 23', [0.144298, -0.833986, 1.0]], ['2, k, 24', [0.235105, -0.801741, 1.0]]]
[['2, k, 0', [-0.176172, -0.834072, 1.0]], ['2, k, 1', [-0.173642, -0.557363, 1.0]], ['2, k, 2', [-0.170887, -0.284423, 1.0]], ['2, k, 3', [-0.170341, -0.138393, 1.0]], ['2, k, 4', [-0.352363, -0.361959, 1.0]], ['2, k, 5', [-0.478037, -0.512671, 1.0]], ['2, k, 6', [-0.476207, -0.665924, 1.0]], ['2, k, 7', [-0.446598, -0.728619, 1.0]], ['2, k, 8', [0.0132352, -0.349007, 1.0]], ['2, k, 9', [0.15847, -0.521614, 1.0]], ['2, k, 10', [0.205116, -0.677441, 1.0]], ['2, k, 11', [0.196775, -0.735273, 1.0]], ['2, k, 12', [-0.249246, -0.822287, 1.0]], ['2, k, 13', [-0.275843, -1.16031, 1.0]], ['2, k, 14', [-0.269381, -1.44973, 1.0]], ['2, k, 15', [-0.257625, -1.49727, 1.0]], ['2, k, 16', [-0.0988399, -0.826315, 1.0]], ['2, k, 17', [-0.0575388, -1.14947, 1.0]], ['2, k, 18', [-0.0726889, -1.46117, 1.0]], ['2, k, 19', [-0.0535468, -1.52665, 1.0]], ['2, k, 20', [-0.171683, -0.352234, 1.0]], ['2, k, 21', [-0.438648, -0.755239, 1.0]], ['2, k, 22', [-0.49099, -0.725599, 1.0]], ['2, k, 23', [0.179962, -0.776255, 1.0]], ['2, k, 24', [0.226252, -0.727031, 1.0]]]
[['2, k, 0', [-0.175578, -0.836428, 1.0]], ['2, k, 1', [-0.173451, -0.55884, 1.0]], ['2, k, 2', [-0.170867, -0.285095, 1.0]], ['2, k, 3', [-0.169468, -0.138983, 1.0]], ['2, k, 4', [-0.351981, -0.364373, 1.0]], ['2, k, 5', [-0.476539, -0.52497, 1.0]], ['2, k, 6', [-0.476978, -0.681462, 1.0]], ['2, k, 7', [-0.454873, -0.74125, 1.0]], ['2, k, 8', [0.0140271, -0.350487, 1.0]], ['2, k, 9', [0.156397, -0.531798, 1.0]], ['2, k, 10', [0.203488, -0.69156, 1.0]], ['2, k, 11', [0.194501, -0.754216, 1.0]], ['2, k, 12', [-0.249085, -0.824781, 1.0]], ['2, k, 13', [-0.275593, -1.16078, 1.0]], ['2, k, 14', [-0.269447, -1.44962, 1.0]], ['2, k, 15', [-0.238487, -1.51923, 1.0]], ['2, k, 16', [-0.0978473, -0.828431, 1.0]], ['2, k, 17', [-0.0571183, -1.15093, 1.0]], ['2, k, 18', [-0.0727905, -1.46125, 1.0]], ['2, k, 19', [-0.0555499, -1.52796, 1.0]], ['2, k, 20', [-0.171634, -0.353095, 1.0]], ['2, k, 21', [-0.442498, -0.774527, 1.0]], ['2, k, 22', [-0.492745, -0.751315, 1.0]], ['2, k, 23', [0.182691, -0.793915, 1.0]], ['2, k, 24', [0.235733, -0.749629, 1.0]]]
[['2, k, 0', [-0.175493, -0.838226, 1.0]], ['2, k, 1', [-0.17317, -0.560401, 1.0]], ['2, k, 2', [-0.17039, -0.286238, 1.0]], ['2, k, 3', [-0.168281, -0.139941, 1.0]], ['2, k, 4', [-0.35192, -0.366325, 1.0]], ['2, k, 5', [-0.474861, -0.535332, 1.0]], ['2, k, 6', [-0.476798, -0.698745, 1.0]], ['2, k, 7', [-0.457125, -0.758764, 1.0]], ['2, k, 8', [0.0147223, -0.35211, 1.0]], ['2, k, 9', [0.153909, -0.543072, 1.0]], ['2, k, 10', [0.201593, -0.706595, 1.0]], ['2, k, 11', [0.192378, -0.769121, 1.0]], ['2, k, 12', [-0.249343, -0.826755, 1.0]], ['2, k, 13', [-0.275498, -1.16102, 1.0]], ['2, k, 14', [-0.269447, -1.44959, 1.0]], ['2, k, 15', [-0.258209, -1.49724, 1.0]], ['2, k, 16', [-0.0974573, -0.829994, 1.0]], ['2, k, 17', [-0.0565676, -1.15384, 1.0]], ['2, k, 18', [-0.0728416, -1.46138, 1.0]], ['2, k, 19', [-0.0555107, -1.5281, 1.0]], ['2, k, 20', [-0.171202, -0.354356, 1.0]], ['2, k, 21', [-0.442959, -0.794831, 1.0]], ['2, k, 22', [-0.504096, -0.763587, 1.0]], ['2, k, 23', [0.179382, -0.813078, 1.0]], ['2, k, 24', [0.235035, -0.761186, 1.0]]]
[['2, k, 0', [-0.175416, -0.839548, 1.0]], ['2, k, 1', [-0.172636, -0.561242, 1.0]], ['2, k, 2', [-0.169202, -0.286736, 1.0]], ['2, k, 3', [-0.167137, -0.141018, 1.0]], ['2, k, 4', [-0.351615, -0.368218, 1.0]], ['2, k, 5', [-0.473441, -0.543742, 1.0]], ['2, k, 6', [-0.477013, -0.71069, 1.0]], ['2, k, 7', [-0.457226, -0.774806, 1.0]], ['2, k, 8', [0.015439, -0.354293, 1.0]], ['2, k, 9', [0.150635, -0.549146, 1.0]], ['2, k, 10', [0.199345, -0.721295, 1.0]], ['2, k, 11', [0.191252, -0.783254, 1.0]], ['2, k, 12', [-0.24953, -0.828075, 1.0]], ['2, k, 13', [-0.275363, -1.16151, 1.0]], ['2, k, 14', [-0.269492, -1.4496, 1.0]], ['2, k, 15', [-0.258596, -1.49729, 1.0]], ['2, k, 16', [-0.097108, -0.831293, 1.0]], ['2, k, 17', [-0.0564495, -1.15585, 1.0]], ['2, k, 18', [-0.0726347, -1.4613, 1.0]], ['2, k, 19', [-0.0544512, -1.52785, 1.0]], ['2, k, 20', [-0.170223, -0.354946, 1.0]], ['2, k, 21', [-0.444551, -0.812323, 1.0]], ['2, k, 22', [-0.502753, -0.779118, 1.0]], ['2, k, 23', [0.179545, -0.821899, 1.0]], ['2, k, 24', [0.242158, -0.785184, 1.0]]]
[['2, k, 0', [-0.175316, -0.841279, 1.0]], ['2, k, 1', [-0.171994, -0.56254, 1.0]], ['2, k, 2', [-0.167887, -0.287623, 1.0]], ['2, k, 3', [-0.166452, -0.141641, 1.0]], ['2, k, 4', [-0.350671, -0.369473, 1.0]], ['2, k, 5', [-0.472057, -0.551769, 1.0]], ['2, k, 6', [-0.477818, -0.723537, 1.0]], ['2, k, 7', [-0.458851, -0.787498, 1.0]], ['2, k, 8', [0.015829, -0.357124, 1.0]], ['2, k, 9', [0.147312, -0.555399, 1.0]], ['2, k, 10', [0.193423, -0.738319, 1.0]], ['2, k, 11', [0.186063, -0.798667, 1.0]], ['2, k, 12', [-0.249676, -0.829585, 1.0]], ['2, k, 13', [-0.275109, -1.16212, 1.0]], ['2, k, 14', [-0.270219, -1.44952, 1.0]], ['2, k, 15', [-0.259859, -1.4972, 1.0]], ['2, k, 16', [-0.0967407, -0.833162, 1.0]], ['2, k, 17', [-0.0564757, -1.15659, 1.0]], ['2, k, 18', [-0.0746208, -1.46369, 1.0]], ['2, k, 19', [-0.0507717, -1.5268, 1.0]], ['2, k, 20', [-0.169097, -0.355943, 1.0]], ['2, k, 21', [-0.447139, -0.823753, 1.0]], ['2, k, 22', [-0.506013, -0.793771, 1.0]], ['2, k, 23', [0.179096, -0.837174, 1.0]], ['2, k, 24', [0.239041, -0.80307, 1.0]]]
[['2, k, 0', [-0.175074, -0.842878, 1.0]], ['2, k, 1', [-0.171596, -0.563471, 1.0]], ['2, k, 2', [-0.167426, -0.287999, 1.0]], ['2, k, 3', [-0.165538, -0.142173, 1.0]], ['2, k, 4', [-0.350189, -0.371543, 1.0]], ['2, k, 5', [-0.470091, -0.567718, 1.0]], ['2, k, 6', [-0.478955, -0.73683, 1.0]], ['2, k, 7', [-0.464017, -0.801136, 1.0]], ['2, k, 8', [0.016087, -0.35833, 1.0]], ['2, k, 9', [0.143043, -0.564435, 1.0]], ['2, k, 10', [0.191101, -0.747221, 1.0]], ['2, k, 11', [0.181809, -0.810891, 1.0]], ['2, k, 12', [-0.249583, -0.831334, 1.0]], ['2, k, 13', [-0.27484, -1.16282, 1.0]], ['2, k, 14', [-0.270636, -1.4472, 1.0]], ['2, k, 15', [-0.230498, -1.5138, 1.0]], ['2, k, 16', [-0.0963786, -0.834536, 1.0]], ['2, k, 17', [-0.056471, -1.15774, 1.0]], ['2, k, 18', [-0.0742842, -1.46339, 1.0]], ['2, k, 19', [-0.0513695, -1.52712, 1.0]], ['2, k, 20', [-0.168644, -0.356438, 1.0]], ['2, k, 21', [-0.453007, -0.836898, 1.0]], ['2, k, 22', [-0.509979, -0.808659, 1.0]], ['2, k, 23', [0.174071, -0.852642, 1.0]], ['2, k, 24', [0.109559, -0.813965, 1.0]]]
[['2, k, 0', [-0.174941, -0.844428, 1.0]], ['2, k, 1', [-0.170906, -0.564732, 1.0]], ['2, k, 2', [-0.166076, -0.288926, 1.0]], ['2, k, 3', [-0.164988, -0.14251, 1.0]], ['2, k, 4', [-0.349233, -0.373625, 1.0]], ['2, k, 5', [-0.468957, -0.571867, 1.0]], ['2, k, 6', [-0.47998, -0.748547, 1.0]], ['2, k, 7', [-0.464079, -0.811438, 1.0]], ['2, k, 8', [0.0166206, -0.361134, 1.0]], ['2, k, 9', [0.137557, -0.571018, 1.0]], ['2, k, 10', [0.187274, -0.758322, 1.0]], ['2, k, 11', [0.178198, -0.821233, 1.0]], ['2, k, 12', [-0.249603, -0.832781, 1.0]], ['2, k, 13', [-0.27467, -1.1638, 1.0]], ['2, k, 14', [-0.270726, -1.44698, 1.0]], ['2, k, 15', [-0.229699, -1.51307, 1.0]], ['2, k, 16', [-0.0960927, -0.836109, 1.0]], ['2, k, 17', [-0.0559643, -1.15912, 1.0]], ['2, k, 18', [-0.0736257, -1.46281, 1.0]], ['2, k, 19', [-0.052974, -1.52815, 1.0]], ['2, k, 20', [-0.16747, -0.357459, 1.0]], ['2, k, 21', [-0.455964, -0.848677, 1.0]], ['2, k, 22', [-0.384383, -0.820926, 1.0]], ['2, k, 23', [0.171186, -0.864285, 1.0]], ['2, k, 24', [0.101579, -0.821347, 1.0]]]
[['2, k, 0', [-0.174408, -0.845547, 1.0]], ['2, k, 1', [-0.170448, -0.565544, 1.0]], ['2, k, 2', [-0.16572, -0.289346, 1.0]], ['2, k, 3', [-0.164066, -0.143326, 1.0]], ['2, k, 4', [-0.348439, -0.375088, 1.0]], ['2, k, 5', [-0.467608, -0.578874, 1.0]], ['2, k, 6', [-0.481327, -0.754422, 1.0]], ['2, k, 7', [-0.469363, -0.821222, 1.0]], ['2, k, 8', [0.0174437, -0.364067, 1.0]], ['2, k, 9', [0.134821, -0.57583, 1.0]], ['2, k, 10', [0.182955, -0.766583, 1.0]], ['2, k, 11', [0.175341, -0.830678, 1.0]], ['2, k, 12', [-0.24921, -0.833713, 1.0]], ['2, k, 13', [-0.27434, -1.16547, 1.0]], ['2, k, 14', [-0.271306, -1.44806, 1.0]], ['2, k, 15', [-0.233545, -1.51564, 1.0]], ['2, k, 16', [-0.095427, -0.837365, 1.0]], ['2, k, 17', [-0.055745, -1.15808, 1.0]], ['2, k, 18', [-0.0736464, -1.46241, 1.0]], ['2, k, 19', [-0.0516, -1.52686, 1.0]], ['2, k, 20', [-0.167082, -0.357978, 1.0]], ['2, k, 21', [-0.460552, -0.860166, 1.0]], ['2, k, 22', [-0.402417, -0.834705, 1.0]], ['2, k, 23', [0.17084, -0.873598, 1.0]], ['2, k, 24', [0.103363, -0.83158, 1.0]]]
[['2, k, 0', [-0.174346, -0.846444, 1.0]], ['2, k, 1', [-0.170098, -0.56644, 1.0]], ['2, k, 2', [-0.165076, -0.290117, 1.0]], ['2, k, 3', [-0.163357, -0.144378, 1.0]], ['2, k, 4', [-0.347194, -0.376925, 1.0]], ['2, k, 5', [-0.466015, -0.581602, 1.0]], ['2, k, 6', [-0.482572, -0.760737, 1.0]], ['2, k, 7', [-0.47147, -0.829551, 1.0]], ['2, k, 8', [0.0180847, -0.366429, 1.0]], ['2, k, 9', [0.127079, -0.582304, 1.0]], ['2, k, 10', [0.178001, -0.777065, 1.0]], ['2, k, 11', [0.169257, -0.840772, 1.0]], ['2, k, 12', [-0.249222, -0.834427, 1.0]], ['2, k, 13', [-0.274153, -1.16629, 1.0]], ['2, k, 14', [-0.272083, -1.44725, 1.0]], ['2, k, 15', [-0.263444, -1.49488, 1.0]], ['2, k, 16', [-0.0952813, -0.838416, 1.0]], ['2, k, 17', [-0.0553358, -1.16083, 1.0]], ['2, k, 18', [-0.0735487, -1.46242, 1.0]], ['2, k, 19', [-0.0529723, -1.52861, 1.0]], ['2, k, 20', [-0.166504, -0.358792, 1.0]], ['2, k, 21', [-0.464004, -0.871187, 1.0]], ['2, k, 22', [-0.398473, -0.8422, 1.0]], ['2, k, 23', [0.16269, -0.885551, 1.0]], ['2, k, 24', [0.0945133, -0.84158, 1.0]]]
[['2, k, 0', [-0.17409, -0.847691, 1.0]], ['2, k, 1', [-0.169603, -0.567531, 1.0]], ['2, k, 2', [-0.164352, -0.290978, 1.0]], ['2, k, 3', [-0.162964, -0.144839, 1.0]], ['2, k, 4', [-0.34625, -0.378371, 1.0]], ['2, k, 5', [-0.463623, -0.588472, 1.0]], ['2, k, 6', [-0.483994, -0.765762, 1.0]], ['2, k, 7', [-0.47646, -0.835278, 1.0]], ['2, k, 8', [0.018678, -0.368935, 1.0]], ['2, k, 9', [0.123436, -0.586691, 1.0]], ['2, k, 10', [0.17471, -0.783428, 1.0]], ['2, k, 11', [0.166749, -0.847791, 1.0]], ['2, k, 12', [-0.249072, -0.835363, 1.0]], ['2, k, 13', [-0.273811, -1.16635, 1.0]], ['2, k, 14', [-0.272093, -1.44722, 1.0]], ['2, k, 15', [-0.263653, -1.4949, 1.0]], ['2, k, 16', [-0.0949137, -0.839952, 1.0]], ['2, k, 17', [-0.0545798, -1.16257, 1.0]], ['2, k, 18', [-0.073493, -1.46248, 1.0]], ['2, k, 19', [-0.0535484, -1.52939, 1.0]], ['2, k, 20', [-0.165833, -0.359717, 1.0]], ['2, k, 21', [-0.470425, -0.879597, 1.0]], ['2, k, 22', [-0.405754, -0.851424, 1.0]], ['2, k, 23', [0.160631, -0.891945, 1.0]], ['2, k, 24', [0.0931822, -0.851035, 1.0]]]
[['2, k, 0', [-0.173881, -0.848471, 1.0]], ['2, k, 1', [-0.169066, -0.568607, 1.0]], ['2, k, 2', [-0.163389, -0.292303, 1.0]], ['2, k, 3', [-0.162168, -0.145225, 1.0]], ['2, k, 4', [-0.345408, -0.379843, 1.0]], ['2, k, 5', [-0.459987, -0.59171, 1.0]], ['2, k, 6', [-0.485548, -0.773696, 1.0]], ['2, k, 7', [-0.479081, -0.843524, 1.0]], ['2, k, 8', [0.0192463, -0.372594, 1.0]], ['2, k, 9', [0.120256, -0.591788, 1.0]], ['2, k, 10', [0.170544, -0.792692, 1.0]], ['2, k, 11', [0.161497, -0.855836, 1.0]], ['2, k, 12', [-0.248894, -0.836134, 1.0]], ['2, k, 13', [-0.273513, -1.16614, 1.0]], ['2, k, 14', [-0.272619, -1.4467, 1.0]], ['2, k, 15', [-0.264737, -1.49441, 1.0]], ['2, k, 16', [-0.0946874, -0.840695, 1.0]], ['2, k, 17', [-0.0543963, -1.16247, 1.0]], ['2, k, 18', [-0.0730633, -1.46119, 1.0]], ['2, k, 19', [-0.0554658, -1.52936, 1.0]], ['2, k, 20', [-0.164978, -0.360991, 1.0]], ['2, k, 21', [-0.475367, -0.886925, 1.0]], ['2, k, 22', [-0.401736, -0.856434, 1.0]], ['2, k, 23', [0.15529, -0.898927, 1.0]], ['2, k, 24', [0.136603, -0.85297, 1.0]]]
[['2, k, 0', [-0.173655, -0.849242, 1.0]], ['2, k, 1', [-0.168483, -0.569517, 1.0]], ['2, k, 2', [-0.162349, -0.293328, 1.0]], ['2, k, 3', [-0.161453, -0.145697, 1.0]], ['2, k, 4', [-0.344806, -0.380853, 1.0]], ['2, k, 5', [-0.457236, -0.593941, 1.0]], ['2, k, 6', [-0.486793, -0.777991, 1.0]], ['2, k, 7', [-0.481717, -0.847883, 1.0]], ['2, k, 8', [0.0197688, -0.374334, 1.0]], ['2, k, 9', [0.116748, -0.595115, 1.0]], ['2, k, 10', [0.166927, -0.799692, 1.0]], ['2, k, 11', [0.157518, -0.86336, 1.0]], ['2, k, 12', [-0.24868, -0.836968, 1.0]], ['2, k, 13', [-0.273241, -1.16606, 1.0]], ['2, k, 14', [-0.272824, -1.44637, 1.0]], ['2, k, 15', [-0.26526, -1.49405, 1.0]], ['2, k, 16', [-0.094459, -0.841384, 1.0]], ['2, k, 17', [-0.0539233, -1.16342, 1.0]], ['2, k, 18', [-0.0750221, -1.46383, 1.0]], ['2, k, 19', [-0.0533925, -1.52991, 1.0]], ['2, k, 20', [-0.164057, -0.361994, 1.0]], ['2, k, 21', [-0.478185, -0.89289, 1.0]], ['2, k, 22', [-0.409307, -0.862084, 1.0]], ['2, k, 23', [0.155614, -0.906983, 1.0]], ['2, k, 24', [0.0805197, -0.866683, 1.0]]]
[['2, k, 0', [-0.173329, -0.849761, 1.0]], ['2, k, 1', [-0.168057, -0.570168, 1.0]], ['2, k, 2', [-0.161835, -0.29406, 1.0]], ['2, k, 3', [-0.160382, -0.146062, 1.0]], ['2, k, 4', [-0.344168, -0.381318, 1.0]], ['2, k, 5', [-0.455624, -0.594999, 1.0]], ['2, k, 6', [-0.487486, -0.782105, 1.0]], ['2, k, 7', [-0.48177, -0.850975, 1.0]], ['2, k, 8', [0.0205111, -0.375893, 1.0]], ['2, k, 9', [0.114726, -0.597734, 1.0]], ['2, k, 10', [0.16531, -0.802604, 1.0]], ['2, k, 11', [0.155301, -0.866317, 1.0]], ['2, k, 12', [-0.248364, -0.837456, 1.0]], ['2, k, 13', [-0.272995, -1.16657, 1.0]], ['2, k, 14', [-0.27288, -1.44636, 1.0]], ['2, k, 15', [-0.265448, -1.49406, 1.0]], ['2, k, 16', [-0.0941289, -0.841916, 1.0]], ['2, k, 17', [-0.0537227, -1.16362, 1.0]], ['2, k, 18', [-0.074971, -1.46383, 1.0]], ['2, k, 19', [-0.0511681, -1.52898, 1.0]], ['2, k, 20', [-0.163559, -0.362711, 1.0]], ['2, k, 21', [-0.477024, -0.893614, 1.0]], ['2, k, 22', [-0.412243, -0.864986, 1.0]], ['2, k, 23', [0.154989, -0.906278, 1.0]], ['2, k, 24', [0.131489, -0.859438, 1.0]]]
[['2, k, 0', [-0.172911, -0.85042, 1.0]], ['2, k, 1', [-0.167593, -0.570772, 1.0]], ['2, k, 2', [-0.161264, -0.294661, 1.0]], ['2, k, 3', [-0.158879, -0.146128, 1.0]], ['2, k, 4', [-0.343467, -0.38154, 1.0]], ['2, k, 5', [-0.454292, -0.595767, 1.0]], ['2, k, 6', [-0.487718, -0.785201, 1.0]], ['2, k, 7', [-0.483375, -0.857651, 1.0]], ['2, k, 8', [0.0213208, -0.377694, 1.0]], ['2, k, 9', [0.112756, -0.600453, 1.0]], ['2, k, 10', [0.163861, -0.806747, 1.0]], ['2, k, 11', [0.154332, -0.871507, 1.0]], ['2, k, 12', [-0.247928, -0.838073, 1.0]], ['2, k, 13', [-0.272948, -1.1667, 1.0]], ['2, k, 14', [-0.273066, -1.44756, 1.0]], ['2, k, 15', [-0.265805, -1.49556, 1.0]], ['2, k, 16', [-0.0937474, -0.842585, 1.0]], ['2, k, 17', [-0.0536395, -1.16374, 1.0]], ['2, k, 18', [-0.0749925, -1.46359, 1.0]], ['2, k, 19', [-0.0503326, -1.5284, 1.0]], ['2, k, 20', [-0.163019, -0.36331, 1.0]], ['2, k, 21', [-0.481232, -0.902917, 1.0]], ['2, k, 22', [-0.403412, -0.866649, 1.0]], ['2, k, 23', [0.15295, -0.911224, 1.0]], ['2, k, 24', [0.127942, -0.869926, 1.0]]]
[['2, k, 0', [-0.172505, -0.850857, 1.0]], ['2, k, 1', [-0.167128, -0.57132, 1.0]], ['2, k, 2', [-0.160775, -0.295254, 1.0]], ['2, k, 3', [-0.157462, -0.146528, 1.0]], ['2, k, 4', [-0.342679, -0.381706, 1.0]], ['2, k, 5', [-0.453432, -0.596058, 1.0]], ['2, k, 6', [-0.487059, -0.788682, 1.0]], ['2, k, 7', [-0.482815, -0.860852, 1.0]], ['2, k, 8', [0.021503, -0.378029, 1.0]], ['2, k, 9', [0.110851, -0.601502, 1.0]], ['2, k, 10', [0.163146, -0.809128, 1.0]], ['2, k, 11', [0.154959, -0.873548, 1.0]], ['2, k, 12', [-0.247425, -0.838516, 1.0]], ['2, k, 13', [-0.272725, -1.16727, 1.0]], ['2, k, 14', [-0.273014, -1.44765, 1.0]], ['2, k, 15', [-0.265897, -1.49561, 1.0]], ['2, k, 16', [-0.0933997, -0.843031, 1.0]], ['2, k, 17', [-0.0533823, -1.16339, 1.0]], ['2, k, 18', [-0.0750452, -1.46355, 1.0]], ['2, k, 19', [-0.050183, -1.52938, 1.0]], ['2, k, 20', [-0.162528, -0.363898, 1.0]], ['2, k, 21', [-0.480553, -0.904047, 1.0]], ['2, k, 22', [-0.402692, -0.871693, 1.0]], ['2, k, 23', [0.153527, -0.914521, 1.0]], ['2, k, 24', [0.080741, -0.879807, 1.0]]]
[['2, k, 0', [-0.172434, -0.851136, 1.0]], ['2, k, 1', [-0.166488, -0.572015, 1.0]], ['2, k, 2', [-0.159069, -0.296564, 1.0]], ['2, k, 3', [-0.156609, -0.146782, 1.0]], ['2, k, 4', [-0.342226, -0.381991, 1.0]], ['2, k, 5', [-0.451432, -0.597311, 1.0]], ['2, k, 6', [-0.487173, -0.792885, 1.0]], ['2, k, 7', [-0.484071, -0.863826, 1.0]], ['2, k, 8', [0.0218845, -0.378715, 1.0]], ['2, k, 9', [0.110255, -0.602445, 1.0]], ['2, k, 10', [0.16174, -0.81131, 1.0]], ['2, k, 11', [0.154684, -0.874502, 1.0]], ['2, k, 12', [-0.247347, -0.838777, 1.0]], ['2, k, 13', [-0.272637, -1.16736, 1.0]], ['2, k, 14', [-0.272148, -1.45168, 1.0]], ['2, k, 15', [-0.244284, -1.52057, 1.0]], ['2, k, 16', [-0.0933421, -0.843309, 1.0]], ['2, k, 17', [-0.0532095, -1.16279, 1.0]], ['2, k, 18', [-0.0751167, -1.4635, 1.0]], ['2, k, 19', [-0.0475953, -1.52745, 1.0]], ['2, k, 20', [-0.161127, -0.365047, 1.0]], ['2, k, 21', [-0.484567, -0.91175, 1.0]], ['2, k, 22', [-0.402911, -0.875665, 1.0]], ['2, k, 23', [0.154931, -0.913626, 1.0]], ['2, k, 24', [0.0810042, -0.882729, 1.0]]]
[['2, k, 0', [-0.172112, -0.851428, 1.0]], ['2, k, 1', [-0.166015, -0.572385, 1.0]], ['2, k, 2', [-0.158583, -0.296889, 1.0]], ['2, k, 3', [-0.156017, -0.14693, 1.0]], ['2, k, 4', [-0.341549, -0.382299, 1.0]], ['2, k, 5', [-0.449141, -0.598485, 1.0]], ['2, k, 6', [-0.487241, -0.798978, 1.0]], ['2, k, 7', [-0.484011, -0.870793, 1.0]], ['2, k, 8', [0.0223058, -0.379244, 1.0]], ['2, k, 9', [0.108605, -0.603397, 1.0]], ['2, k, 10', [0.161274, -0.812478, 1.0]], ['2, k, 11', [0.15367, -0.877499, 1.0]], ['2, k, 12', [-0.247011, -0.839101, 1.0]], ['2, k, 13', [-0.272503, -1.16764, 1.0]], ['2, k, 14', [-0.272171, -1.45178, 1.0]], ['2, k, 15', [-0.244614, -1.52075, 1.0]], ['2, k, 16', [-0.0930508, -0.84355, 1.0]], ['2, k, 17', [-0.0530831, -1.16294, 1.0]], ['2, k, 18', [-0.0747516, -1.46294, 1.0]], ['2, k, 19', [-0.0447256, -1.52521, 1.0]], ['2, k, 20', [-0.160629, -0.365392, 1.0]], ['2, k, 21', [-0.485736, -0.915586, 1.0]], ['2, k, 22', [-0.406501, -0.88379, 1.0]], ['2, k, 23', [0.150067, -0.918695, 1.0]], ['2, k, 24', [0.0822256, -0.884211, 1.0]]]
[['2, k, 0', [-0.171889, -0.851749, 1.0]], ['2, k, 1', [-0.165734, -0.572708, 1.0]], ['2, k, 2', [-0.158328, -0.297136, 1.0]], ['2, k, 3', [-0.155339, -0.147155, 1.0]], ['2, k, 4', [-0.341063, -0.382717, 1.0]], ['2, k, 5', [-0.448008, -0.599217, 1.0]], ['2, k, 6', [-0.487531, -0.801455, 1.0]], ['2, k, 7', [-0.485135, -0.87386, 1.0]], ['2, k, 8', [0.0228853, -0.379718, 1.0]], ['2, k, 9', [0.107661, -0.604107, 1.0]], ['2, k, 10', [0.160493, -0.813928, 1.0]], ['2, k, 11', [0.153033, -0.878082, 1.0]], ['2, k, 12', [-0.246746, -0.839406, 1.0]], ['2, k, 13', [-0.272391, -1.16755, 1.0]], ['2, k, 14', [-0.272201, -1.45167, 1.0]], ['2, k, 15', [-0.226399, -1.51504, 1.0]], ['2, k, 16', [-0.0928786, -0.843865, 1.0]], ['2, k, 17', [-0.0530472, -1.1629, 1.0]], ['2, k, 18', [-0.0746405, -1.4628, 1.0]], ['2, k, 19', [-0.0463468, -1.5254, 1.0]], ['2, k, 20', [-0.16036, -0.365663, 1.0]], ['2, k, 21', [-0.487167, -0.919024, 1.0]], ['2, k, 22', [-0.408496, -0.886531, 1.0]], ['2, k, 23', [0.151807, -0.919874, 1.0]], ['2, k, 24', [0.0813615, -0.8866, 1.0]]]
