[['2, k, 0', [-0.02230368, -0.2149433, 1.0]], ['2, k, 1', [-0.02754188, 0.04259909, 1.0]], ['2, k, 2', [-0.03306685, 0.2935066, 1.0]], ['2, k, 3', [-0.03129727, 0.4343277, 1.0]], ['2, k, 4', [-0.1886587, 0.2046124, 1.0]], ['2, k, 5', [-0.1781151, -0.00634769, 1.0]], ['2, k, 6', [-0.08884724, -0.1662672, 1.0]], ['2, k, 7', [-0.04495376, -0.2215343, 1.0]], ['2, k, 8', [0.1216434, 0.2051761, 1.0]], ['2, k, 9', [0.09721313, -0.01249761, 1.0]], ['2, k, 10', [0.01471989, -0.165313, 1.0]], ['2, k, 11', [-0.02091168, -0.211632, 1.0]], ['2, k, 12', [-0.1002197, -0.2121303, 1.0]], ['2, k, 13', [-0.1838996, -0.3812805, 1.0]], ['2, k, 14', [-0.2353195, -0.7175215, 1.0]], ['2, k, 15', [-0.2071742, -0.754514, 1.0]], ['2, k, 16', [0.05610355, -0.2121866, 1.0]], ['2, k, 17', [0.08682985, -0.3967883, 1.0]], ['2, k, 18', [0.1016226, -0.7335044, 1.0]], ['2, k, 19', [0.08117583, -0.7598532, 1.0]], ['2, k, 20', [-0.03163421, 0.231685, 1.0]], ['2, k, 21', [-0.02082595, -0.2677088, 1.0]], ['2, k, 22', [-0.01814516, -0.1840844, 1.0]], ['2, k, 23', [-0.0580541, -0.2649991, 1.0]], ['2, k, 24', [0.02181885, -0.2417027, 1.0]]]
[['2, k, 0', [-0.03711716, -0.1227382, 1.0]], ['2, k, 1', [-0.03689592, 0.100976, 1.0]], ['2, k, 2', [-0.03896635, 0.3209638, 1.0]], ['2, k, 3', [-0.02890643, 0.4506052, 1.0]], ['2, k, 4', [-0.1635716, 0.2893823, 1.0]], ['2, k, 5', [-0.137909, 0.5167117, 1.0]], ['2, k, 6', [-0.05686197, 0.7040029, 1.0]], ['2, k, 7', [-0.03791968, 0.7732046, 1.0]], ['2, k, 8', [0.1278986, 0.2259135, 1.0]], ['2, k, 9', [0.08493613, 0.4153865, 1.0]], ['2, k, 10', [0.0125733, 0.6475297, 1.0]], ['2, k, 11', [-0.02077683, 0.7231377, 1.0]], ['2, k, 12', [-0.1092312, -0.1157247, 1.0]], ['2, k, 13', [-0.1773659, -0.3488906, 1.0]], ['2, k, 14', [-0.2307129, -0.722558, 1.0]], ['2, k, 15', [-0.2059014, -0.7577243, 1.0]], ['2, k, 16', [0.03555884, -0.1270444, 1.0]], ['2, k, 17', [0.08119386, -0.3591325, 1.0]], ['2, k, 18', [0.1027345, -0.7329916, 1.0]], ['2, k, 19', [0.08435181, -0.765286, 1.0]], ['2, k, 20', [-0.03849681, 0.2664183, 1.0]], ['2, k, 21', [-0.03720251, 0.8425804, 1.0]], ['2, k, 22', [-9.28776e-05, 0.7488477, 1.0]], ['2, k, 23', [-0.04440264, 0.7816343, 1.0]], ['2, k, 24', [-0.0006215555, 0.7727401, 1.0]]]
[['2, k, 0', [-0.03649777, -0.1226484, 1.0]], ['2, k, 1', [-0.03680765, 0.1009966, 1.0]], ['2, k, 2', [-0.03893901, 0.3208484, 1.0]], ['2, k, 3', [-0.0289032, 0.4504835, 1.0]], ['2, k, 4', [-0.1641373, 0.2897686, 1.0]], ['2, k, 5', [-0.1383641, 0.516811, 1.0]], ['2, k, 6', [-0.05691872, 0.7045733, 1.0]], ['2, k, 7', [-0.03686323, 0.7736717, 1.0]], ['2, k, 8', [0.1279721, 0.2257183, 1.0]], ['2, k, 9', [0.09159705, 0.455852, 1.0]], ['2, k, 10', [0.009925108, 0.687677, 1.0]], ['2, k, 11', [-0.03200016, 0.7636503, 1.0]], ['2, k, 12', [-0.1086583, -0.1154474, 1.0]], ['2, k, 13', [-0.1777216, -0.3487295, 1.0]], ['2, k, 14', [-0.2284671, -0.724022, 1.0]], ['2, k, 15', [-0.205545, -0.7596083, 1.0]], ['2, k, 16', [0.03677651, -0.1270842, 1.0]], ['2, k, 17', [0.08124468, -0.3586737, 1.0]], ['2, k, 18', [0.1026589, -0.7332364, 1.0]], ['2, k, 19', [0.08257229, -0.7697037, 1.0]], ['2, k, 20', [-0.03845804, 0.2663658, 1.0]], ['2, k, 21', [-0.03660421, 0.8424115, 1.0]], ['2, k, 22', [0.0006811809, 0.7497745, 1.0]], ['2, k, 23', [-0.05447708, 0.8217144, 1.0]], ['2, k, 24', [-0.004914609, 0.7911519, 1.0]]]
[['2, k, 0', [-0.03680283, -0.1217503, 1.0]], ['2, k, 1', [-0.0368714, 0.1013904, 1.0]], ['2, k, 2', [-0.03872321, 0.3208122, 1.0]], ['2, k, 3', [-0.02873448, 0.4504356, 1.0]], ['2, k, 4', [-0.1640247, 0.2899275, 1.0]], ['2, k, 5', [-0.1377252, 0.5175148, 1.0]], ['2, k, 6', [-0.05711981, 0.7046541, 1.0]], ['2, k, 7', [-0.03787551, 0.7738099, 1.0]], ['2, k, 8', [0.1281081, 0.2254493, 1.0]], ['2, k, 9', [0.08391955, 0.4167795, 1.0]], ['2, k, 10', [0.01239818, 0.6481857, 1.0]], ['2, k, 11', [-0.02141428, 0.7244383, 1.0]], ['2, k, 12', [-0.1085946, -0.1146334, 1.0]], ['2, k, 13', [-0.1775647, -0.3478271, 1.0]], ['2, k, 14', [-0.2223632, -0.717917, 1.0]], ['2, k, 15', [-0.205598, -0.7653496, 1.0]], ['2, k, 16', [0.03594375, -0.1259214, 1.0]], ['2, k, 17', [0.08104557, -0.357738, 1.0]], ['2, k, 18', [0.1026521, -0.7333251, 1.0]], ['2, k, 19', [0.082886, -0.7690304, 1.0]], ['2, k, 20', [-0.03831158, 0.2664337, 1.0]], ['2, k, 21', [-0.03858253, 0.839266, 1.0]], ['2, k, 22', [-1.194599e-05, 0.7548612, 1.0]], ['2, k, 23', [-0.04491204, 0.7816693, 1.0]], ['2, k, 24', [-0.0006310396, 0.7714456, 1.0]]]
[['2, k, 0', [-0.03709807, -0.1229972, 1.0]], ['2, k, 1', [-0.0369659, 0.1012948, 1.0]], ['2, k, 2', [-0.03871212, 0.3209171, 1.0]], ['2, k, 3', [-0.02874016, 0.4505388, 1.0]], ['2, k, 4', [-0.1642309, 0.290002, 1.0]], ['2, k, 5', [-0.1380222, 0.5176577, 1.0]], ['2, k, 6', [-0.05715195, 0.7045907, 1.0]], ['2, k, 7', [-0.03811614, 0.7742706, 1.0]], ['2, k, 8', [0.1282799, 0.2252237, 1.0]], ['2, k, 9', [0.08404118, 0.4164654, 1.0]], ['2, k, 10', [0.01241137, 0.6478928, 1.0]], ['2, k, 11', [-0.02101682, 0.7234983, 1.0]], ['2, k, 12', [-0.1090786, -0.1164367, 1.0]], ['2, k, 13', [-0.1771771, -0.3488524, 1.0]], ['2, k, 14', [-0.2361503, -0.7223775, 1.0]], ['2, k, 15', [-0.2100309, -0.757173, 1.0]], ['2, k, 16', [0.03577789, -0.1267705, 1.0]], ['2, k, 17', [0.0811142, -0.3582948, 1.0]], ['2, k, 18', [0.1028944, -0.7333386, 1.0]], ['2, k, 19', [0.08292916, -0.7686287, 1.0]], ['2, k, 20', [-0.03832269, 0.2664928, 1.0]], ['2, k, 21', [-0.03812838, 0.8433616, 1.0]], ['2, k, 22', [-0.001123459, 0.7479802, 1.0]], ['2, k, 23', [-0.04493572, 0.7820541, 1.0]], ['2, k, 24', [-0.001018173, 0.7732968, 1.0]]]
[['2, k, 0', [-0.03721617, -0.1230374, 1.0]], ['2, k, 1', [-0.03702867, 0.10125, 1.0]], ['2, k, 2', [-0.03844184, 0.3206845, 1.0]], ['2, k, 3', [-0.02851545, 0.4502865, 1.0]], ['2, k, 4', [-0.1640193, 0.2909021, 1.0]], ['2, k, 5', [-0.1391291, 0.5183784, 1.0]], ['2, k, 6', [-0.05742166, 0.7046974, 1.0]], ['2, k, 7', [-0.03813319, 0.773795, 1.0]], ['2, k, 8', [0.1283532, 0.2251626, 1.0]], ['2, k, 9', [0.09410584, 0.4556403, 1.0]], ['2, k, 10', [0.0107987, 0.6866357, 1.0]], ['2, k, 11', [-0.03140642, 0.759585, 1.0]], ['2, k, 12', [-0.1095433, -0.1165645, 1.0]], ['2, k, 13', [-0.1772586, -0.348995, 1.0]], ['2, k, 14', [-0.2349007, -0.7228433, 1.0]], ['2, k, 15', [-0.2082361, -0.7561948, 1.0]], ['2, k, 16', [0.03578023, -0.1267647, 1.0]], ['2, k, 17', [0.08105292, -0.3583847, 1.0]], ['2, k, 18', [0.1031408, -0.7334787, 1.0]], ['2, k, 19', [0.08321066, -0.7683686, 1.0]], ['2, k, 20', [-0.03817564, 0.266357, 1.0]], ['2, k, 21', [-0.03968987, 0.8397529, 1.0]], ['2, k, 22', [0.0006960573, 0.7592591, 1.0]], ['2, k, 23', [-0.05798567, 0.8161685, 1.0]], ['2, k, 24', [-0.0005745922, 0.7770942, 1.0]]]
[['2, k, 0', [-0.03750599, -0.1214704, 1.0]], ['2, k, 1', [-0.03720754, 0.1017952, 1.0]], ['2, k, 2', [-0.03843933, 0.320696, 1.0]], ['2, k, 3', [-0.02852238, 0.4502957, 1.0]], ['2, k, 4', [-0.1633966, 0.2915672, 1.0]], ['2, k, 5', [-0.1393556, 0.5185219, 1.0]], ['2, k, 6', [-0.05255685, 0.7167052, 1.0]], ['2, k, 7', [-0.03758815, 0.7810701, 1.0]], ['2, k, 8', [0.1285518, 0.2248262, 1.0]], ['2, k, 9', [0.08551639, 0.4137622, 1.0]], ['2, k, 10', [0.01309781, 0.6460909, 1.0]], ['2, k, 11', [-0.01996459, 0.7236344, 1.0]], ['2, k, 12', [-0.1095991, -0.1150411, 1.0]], ['2, k, 13', [-0.1770951, -0.3484318, 1.0]], ['2, k, 14', [-0.2331606, -0.7224441, 1.0]], ['2, k, 15', [-0.2076576, -0.7582454, 1.0]], ['2, k, 16', [0.03525886, -0.1248999, 1.0]], ['2, k, 17', [0.08097305, -0.3573277, 1.0]], ['2, k, 18', [0.1029661, -0.7332529, 1.0]], ['2, k, 19', [0.08289902, -0.7679066, 1.0]], ['2, k, 20', [-0.03819139, 0.2664472, 1.0]], ['2, k, 21', [-0.03854031, 0.8442535, 1.0]], ['2, k, 22', [0.0006885533, 0.7511963, 1.0]], ['2, k, 23', [-0.04063646, 0.7814123, 1.0]], ['2, k, 24', [0.00180629, 0.7546323, 1.0]]]
[['2, k, 0', [-0.03822275, -0.1263284, 1.0]], ['2, k, 1', [-0.03751262, 0.1006235, 1.0]], ['2, k, 2', [-0.03843813, 0.3206263, 1.0]], ['2, k, 3', [-0.02853636, 0.4502212, 1.0]], ['2, k, 4', [-0.1636312, 0.2912211, 1.0]], ['2, k, 5', [-0.1397435, 0.517771, 1.0]], ['2, k, 6', [-0.05716634, 0.7109194, 1.0]], ['2, k, 7', [-0.03922621, 0.7770176, 1.0]], ['2, k, 8', [0.1285286, 0.2247381, 1.0]], ['2, k, 9', [0.09176472, 0.4538365, 1.0]], ['2, k, 10', [0.01074329, 0.6862675, 1.0]], ['2, k, 11', [-0.03265991, 0.7569264, 1.0]], ['2, k, 12', [-0.110715, -0.1190333, 1.0]], ['2, k, 13', [-0.1775592, -0.350119, 1.0]], ['2, k, 14', [-0.2327487, -0.7231668, 1.0]], ['2, k, 15', [-0.2067753, -0.7573331, 1.0]], ['2, k, 16', [0.03512915, -0.1305543, 1.0]], ['2, k, 17', [0.08145739, -0.3600665, 1.0]], ['2, k, 18', [0.102479, -0.7324991, 1.0]], ['2, k, 19', [0.08288788, -0.7677494, 1.0]], ['2, k, 20', [-0.03822164, 0.2662824, 1.0]], ['2, k, 21', [-0.04302536, 0.8435868, 1.0]], ['2, k, 22', [0.0003979601, 0.752041, 1.0]], ['2, k, 23', [-0.05608446, 0.8150156, 1.0]], ['2, k, 24', [-0.006675621, 0.7844607, 1.0]]]
[['2, k, 0', [-0.03823315, -0.126337, 1.0]], ['2, k, 1', [-0.03756282, 0.1006143, 1.0]], ['2, k, 2', [-0.03845918, 0.3206646, 1.0]], ['2, k, 3', [-0.02856756, 0.4502595, 1.0]], ['2, k, 4', [-0.164111, 0.2913871, 1.0]], ['2, k, 5', [-0.1400318, 0.5179666, 1.0]], ['2, k, 6', [-0.05694766, 0.7103187, 1.0]], ['2, k, 7', [-0.03851866, 0.7784019, 1.0]], ['2, k, 8', [0.1284787, 0.2244649, 1.0]], ['2, k, 9', [0.08401664, 0.4156785, 1.0]], ['2, k, 10', [0.01144766, 0.6479822, 1.0]], ['2, k, 11', [-0.02256468, 0.7247272, 1.0]], ['2, k, 12', [-0.1108893, -0.1190585, 1.0]], ['2, k, 13', [-0.1768933, -0.3496695, 1.0]], ['2, k, 14', [-0.2331046, -0.7234089, 1.0]], ['2, k, 15', [-0.2067178, -0.7575784, 1.0]], ['2, k, 16', [0.03517604, -0.1306117, 1.0]], ['2, k, 17', [0.08147301, -0.3600919, 1.0]], ['2, k, 18', [0.1029607, -0.7326652, 1.0]], ['2, k, 19', [0.08299294, -0.7675968, 1.0]], ['2, k, 20', [-0.03825216, 0.2663142, 1.0]], ['2, k, 21', [-0.03843773, 0.8430645, 1.0]], ['2, k, 22', [-0.001066185, 0.7587256, 1.0]], ['2, k, 23', [-0.04711979, 0.7812666, 1.0]], ['2, k, 24', [-0.002332185, 0.7726417, 1.0]]]
[['2, k, 0', [-0.03879562, -0.1264358, 1.0]], ['2, k, 1', [-0.03779458, 0.1005694, 1.0]], ['2, k, 2', [-0.03842272, 0.3207022, 1.0]], ['2, k, 3', [-0.02854423, 0.4502935, 1.0]], ['2, k, 4', [-0.1643459, 0.2914825, 1.0]], ['2, k, 5', [-0.1404288, 0.5180673, 1.0]], ['2, k, 6', [-0.05822071, 0.7093999, 1.0]], ['2, k, 7', [-0.04095655, 0.7814467, 1.0]], ['2, k, 8', [0.1286614, 0.2241139, 1.0]], ['2, k, 9', [0.08410471, 0.4155057, 1.0]], ['2, k, 10', [0.01751202, 0.6212851, 1.0]], ['2, k, 11', [-0.02446009, 0.7001088, 1.0]], ['2, k, 12', [-0.1114075, -0.1190223, 1.0]], ['2, k, 13', [-0.176883, -0.3493156, 1.0]], ['2, k, 14', [-0.2297634, -0.7219709, 1.0]], ['2, k, 15', [-0.2050492, -0.7600512, 1.0]], ['2, k, 16', [0.03445451, -0.130825, 1.0]], ['2, k, 17', [0.08144499, -0.3601489, 1.0]], ['2, k, 18', [0.1028419, -0.7325417, 1.0]], ['2, k, 19', [0.08295533, -0.7675422, 1.0]], ['2, k, 20', [-0.03826556, 0.2663424, 1.0]], ['2, k, 21', [-0.04777055, 0.8430001, 1.0]], ['2, k, 22', [0.001921405, 0.7715449, 1.0]], ['2, k, 23', [-0.05456261, 0.7556721, 1.0]], ['2, k, 24', [-0.0006141001, 0.7443354, 1.0]]]
[['2, k, 0', [-0.03938538, -0.1239491, 1.0]], ['2, k, 1', [-0.03793184, 0.1009897, 1.0]], ['2, k, 2', [-0.038241, 0.3204923, 1.0]], ['2, k, 3', [-0.02838712, 0.4500731, 1.0]], ['2, k, 4', [-0.1648253, 0.2915823, 1.0]], ['2, k, 5', [-0.1407363, 0.5180219, 1.0]], ['2, k, 6', [-0.05861339, 0.7087029, 1.0]], ['2, k, 7', [-0.04039093, 0.7775564, 1.0]], ['2, k, 8', [0.1286146, 0.2240843, 1.0]], ['2, k, 9', [0.08406369, 0.4155864, 1.0]], ['2, k, 10', [0.01121969, 0.6481212, 1.0]], ['2, k, 11', [-0.02266992, 0.7244711, 1.0]], ['2, k, 12', [-0.1114295, -0.1168147, 1.0]], ['2, k, 13', [-0.1767745, -0.3485805, 1.0]], ['2, k, 14', [-0.2316953, -0.7192006, 1.0]], ['2, k, 15', [-0.2076954, -0.7574567, 1.0]], ['2, k, 16', [0.03312182, -0.1275651, 1.0]], ['2, k, 17', [0.08127296, -0.3572345, 1.0]], ['2, k, 18', [0.1029616, -0.7325749, 1.0]], ['2, k, 19', [0.08370048, -0.765732, 1.0]], ['2, k, 20', [-0.03817734, 0.266302, 1.0]], ['2, k, 21', [-0.04183718, 0.8449956, 1.0]], ['2, k, 22', [-0.0002876762, 0.7599283, 1.0]], ['2, k, 23', [-0.04708561, 0.7810368, 1.0]], ['2, k, 24', [-0.002060837, 0.7706453, 1.0]]]
[['2, k, 0', [-0.03860007, -0.1212002, 1.0]], ['2, k, 1', [-0.03796453, 0.1016494, 1.0]], ['2, k, 2', [-0.03837346, 0.3204222, 1.0]], ['2, k, 3', [-0.0285377, 0.4500012, 1.0]], ['2, k, 4', [-0.1647086, 0.291633, 1.0]], ['2, k, 5', [-0.1407573, 0.5180079, 1.0]], ['2, k, 6', [-0.05855022, 0.7084138, 1.0]], ['2, k, 7', [-0.03988995, 0.7765592, 1.0]], ['2, k, 8', [0.1287505, 0.2239484, 1.0]], ['2, k, 9', [0.08411024, 0.4149608, 1.0]], ['2, k, 10', [0.01149376, 0.6472972, 1.0]], ['2, k, 11', [-0.0232513, 0.7238954, 1.0]], ['2, k, 12', [-0.1103774, -0.1141906, 1.0]], ['2, k, 13', [-0.1763551, -0.3472165, 1.0]], ['2, k, 14', [-0.2198529, -0.7140444, 1.0]], ['2, k, 15', [-0.2076246, -0.7654953, 1.0]], ['2, k, 16', [0.03375188, -0.1248101, 1.0]], ['2, k, 17', [0.08104474, -0.355272, 1.0]], ['2, k, 18', [0.1027822, -0.7325731, 1.0]], ['2, k, 19', [0.0841518, -0.7653192, 1.0]], ['2, k, 20', [-0.03828216, 0.2663524, 1.0]], ['2, k, 21', [-0.04261914, 0.8425523, 1.0]], ['2, k, 22', [-0.0009667226, 0.7617916, 1.0]], ['2, k, 23', [-0.04701455, 0.7798378, 1.0]], ['2, k, 24', [-0.0009669977, 0.7717925, 1.0]]]
[['2, k, 0', [-0.03762474, -0.1227284, 1.0]], ['2, k, 1', [-0.03789911, 0.1014169, 1.0]], ['2, k, 2', [-0.03851903, 0.3204189, 1.0]], ['2, k, 3', [-0.02870107, 0.449998, 1.0]], ['2, k, 4', [-0.1649496, 0.2913412, 1.0]], ['2, k, 5', [-0.1407941, 0.517866, 1.0]], ['2, k, 6', [-0.0584068, 0.7079954, 1.0]], ['2, k, 7', [-0.03915002, 0.7770998, 1.0]], ['2, k, 8', [0.1287564, 0.2238531, 1.0]], ['2, k, 9', [0.08364077, 0.4145356, 1.0]], ['2, k, 10', [0.01139734, 0.6466915, 1.0]], ['2, k, 11', [-0.02280897, 0.7240256, 1.0]], ['2, k, 12', [-0.1093337, -0.1155859, 1.0]], ['2, k, 13', [-0.1765907, -0.3477522, 1.0]], ['2, k, 14', [-0.218204, -0.7145003, 1.0]], ['2, k, 15', [-0.2040217, -0.7640057, 1.0]], ['2, k, 16', [0.03492063, -0.1268238, 1.0]], ['2, k, 17', [0.0811641, -0.3558463, 1.0]], ['2, k, 18', [0.1044524, -0.7331722, 1.0]], ['2, k, 19', [0.08251576, -0.7689719, 1.0]], ['2, k, 20', [-0.03836837, 0.2663127, 1.0]], ['2, k, 21', [-0.04310295, 0.8449728, 1.0]], ['2, k, 22', [0.0006704669, 0.7633137, 1.0]], ['2, k, 23', [-0.04659108, 0.7804518, 1.0]], ['2, k, 24', [-0.001850038, 0.7671143, 1.0]]]
[['2, k, 0', [-0.03781829, -0.1231885, 1.0]], ['2, k, 1', [-0.03797294, 0.1012949, 1.0]], ['2, k, 2', [-0.03853795, 0.3203772, 1.0]], ['2, k, 3', [-0.02872871, 0.4499539, 1.0]], ['2, k, 4', [-0.1644973, 0.290959, 1.0]], ['2, k, 5', [-0.1413507, 0.5174782, 1.0]], ['2, k, 6', [-0.05869185, 0.7077111, 1.0]], ['2, k, 7', [-0.0422304, 0.7758542, 1.0]], ['2, k, 8', [0.1287661, 0.2238687, 1.0]], ['2, k, 9', [0.08328519, 0.4143817, 1.0]], ['2, k, 10', [0.01001074, 0.6460816, 1.0]], ['2, k, 11', [-0.02325983, 0.7185984, 1.0]], ['2, k, 12', [-0.109898, -0.116198, 1.0]], ['2, k, 13', [-0.1765495, -0.3474454, 1.0]], ['2, k, 14', [-0.2219094, -0.7186992, 1.0]], ['2, k, 15', [-0.2296847, -0.7843984, 1.0]], ['2, k, 16', [0.03499263, -0.1276594, 1.0]], ['2, k, 17', [0.08124852, -0.3557371, 1.0]], ['2, k, 18', [0.1021244, -0.7346611, 1.0]], ['2, k, 19', [0.08343343, -0.7674346, 1.0]], ['2, k, 20', [-0.03840083, 0.2662619, 1.0]], ['2, k, 21', [-0.04459316, 0.8431811, 1.0]], ['2, k, 22', [-0.003424332, 0.7593092, 1.0]], ['2, k, 23', [-0.04982515, 0.7767209, 1.0]], ['2, k, 24', [-0.004569983, 0.7519171, 1.0]]]
[['2, k, 0', [-0.03738973, -0.1238084, 1.0]], ['2, k, 1', [-0.03798727, 0.1011592, 1.0]], ['2, k, 2', [-0.0387789, 0.3203593, 1.0]], ['2, k, 3', [-0.02899353, 0.4499363, 1.0]], ['2, k, 4', [-0.1660453, 0.2858673, 1.0]], ['2, k, 5', [-0.1420119, 0.5127697, 1.0]], ['2, k, 6', [-0.05876079, 0.7075914, 1.0]], ['2, k, 7', [-0.04145243, 0.7752757, 1.0]], ['2, k, 8', [0.128658, 0.2252875, 1.0]], ['2, k, 9', [0.08978921, 0.4543025, 1.0]], ['2, k, 10', [0.008990888, 0.6814911, 1.0]], ['2, k, 11', [-0.03486108, 0.7530106, 1.0]], ['2, k, 12', [-0.1091647, -0.1175927, 1.0]], ['2, k, 13', [-0.1769585, -0.3481844, 1.0]], ['2, k, 14', [-0.2300534, -0.7186299, 1.0]], ['2, k, 15', [-0.2246351, -0.7780952, 1.0]], ['2, k, 16', [0.03536629, -0.1278443, 1.0]], ['2, k, 17', [0.08134536, -0.3557327, 1.0]], ['2, k, 18', [0.1021209, -0.7340508, 1.0]], ['2, k, 19', [0.08298868, -0.7666011, 1.0]], ['2, k, 20', [-0.03856396, 0.2662221, 1.0]], ['2, k, 21', [-0.04474376, 0.842508, 1.0]], ['2, k, 22', [-0.005459901, 0.7442102, 1.0]], ['2, k, 23', [-0.06055883, 0.8089435, 1.0]], ['2, k, 24', [-0.03548571, 0.7672032, 1.0]]]
[['2, k, 0', [-0.03862635, -0.1252888, 1.0]], ['2, k, 1', [-0.03842929, 0.1008176, 1.0]], ['2, k, 2', [-0.03885406, 0.3204058, 1.0]], ['2, k, 3', [-0.02907897, 0.4499842, 1.0]], ['2, k, 4', [-0.1661937, 0.2861099, 1.0]], ['2, k, 5', [-0.1424377, 0.5128856, 1.0]], ['2, k, 6', [-0.05994292, 0.7069116, 1.0]], ['2, k, 7', [-0.04286501, 0.7749047, 1.0]], ['2, k, 8', [0.1285725, 0.2252218, 1.0]], ['2, k, 9', [0.08246645, 0.4144683, 1.0]], ['2, k, 10', [0.008558748, 0.6466511, 1.0]], ['2, k, 11', [-0.02603539, 0.7231785, 1.0]], ['2, k, 12', [-0.1111061, -0.1190201, 1.0]], ['2, k, 13', [-0.1770548, -0.3484577, 1.0]], ['2, k, 14', [-0.2374141, -0.717815, 1.0]], ['2, k, 15', [-0.2217835, -0.7679864, 1.0]], ['2, k, 16', [0.03446482, -0.1294897, 1.0]], ['2, k, 17', [0.08178347, -0.356246, 1.0]], ['2, k, 18', [0.1020819, -0.7340955, 1.0]], ['2, k, 19', [0.08423826, -0.7657349, 1.0]], ['2, k, 20', [-0.03868997, 0.2662276, 1.0]], ['2, k, 21', [-0.04517459, 0.8421801, 1.0]], ['2, k, 22', [-0.005725097, 0.7474049, 1.0]], ['2, k, 23', [-0.04905906, 0.7811592, 1.0]], ['2, k, 24', [-0.004650632, 0.7627198, 1.0]]]
[['2, k, 0', [-0.03823495, -0.1253458, 1.0]], ['2, k, 1', [-0.03798487, 0.1011269, 1.0]], ['2, k, 2', [-0.03797601, 0.3216534, 1.0]], ['2, k, 3', [-0.02821071, 0.4512527, 1.0]], ['2, k, 4', [-0.165905, 0.2858991, 1.0]], ['2, k, 5', [-0.1427203, 0.5125263, 1.0]], ['2, k, 6', [-0.06048612, 0.7062877, 1.0]], ['2, k, 7', [-0.04334431, 0.7726865, 1.0]], ['2, k, 8', [0.1285826, 0.225226, 1.0]], ['2, k, 9', [0.08217769, 0.4143558, 1.0]], ['2, k, 10', [0.007894895, 0.6460443, 1.0]], ['2, k, 11', [-0.02671619, 0.7207692, 1.0]], ['2, k, 12', [-0.1106272, -0.1190329, 1.0]], ['2, k, 13', [-0.1770356, -0.3486719, 1.0]], ['2, k, 14', [-0.1970171, -0.716741, 1.0]], ['2, k, 15', [-0.245227, -0.7788398, 1.0]], ['2, k, 16', [0.03520691, -0.129481, 1.0]], ['2, k, 17', [0.08175614, -0.3557314, 1.0]], ['2, k, 18', [0.1013283, -0.7330284, 1.0]], ['2, k, 19', [0.08494814, -0.7646761, 1.0]], ['2, k, 20', [-0.03795103, 0.2671909, 1.0]], ['2, k, 21', [-0.04426883, 0.8386819, 1.0]], ['2, k, 22', [-0.007350416, 0.7420259, 1.0]], ['2, k, 23', [-0.05020235, 0.7793428, 1.0]], ['2, k, 24', [-0.006426552, 0.7669315, 1.0]]]
[['2, k, 0', [-0.03895732, -0.1230983, 1.0]], ['2, k, 1', [-0.03827198, 0.1015129, 1.0]], ['2, k, 2', [-0.03811537, 0.3214798, 1.0]], ['2, k, 3', [-0.02836068, 0.4510752, 1.0]], ['2, k, 4', [-0.1660239, 0.2862241, 1.0]], ['2, k, 5', [-0.1431424, 0.5123475, 1.0]], ['2, k, 6', [-0.06051696, 0.7058859, 1.0]], ['2, k, 7', [-0.04655863, 0.7724687, 1.0]], ['2, k, 8', [0.1285381, 0.2252881, 1.0]], ['2, k, 9', [0.08198433, 0.4143953, 1.0]], ['2, k, 10', [0.007680754, 0.6454322, 1.0]], ['2, k, 11', [-0.02827831, 0.7177183, 1.0]], ['2, k, 12', [-0.1106421, -0.1168849, 1.0]], ['2, k, 13', [-0.1768359, -0.3474651, 1.0]], ['2, k, 14', [-0.2332829, -0.7194467, 1.0]], ['2, k, 15', [-0.2170403, -0.7621535, 1.0]], ['2, k, 16', [0.03349916, -0.1265446, 1.0]], ['2, k, 17', [0.08136167, -0.3543031, 1.0]], ['2, k, 18', [0.1022277, -0.7330239, 1.0]], ['2, k, 19', [0.08406735, -0.7643838, 1.0]], ['2, k, 20', [-0.03808186, 0.2671457, 1.0]], ['2, k, 21', [-0.0478458, 0.8385416, 1.0]], ['2, k, 22', [-0.008326055, 0.7337652, 1.0]], ['2, k, 23', [-0.05224345, 0.7775412, 1.0]], ['2, k, 24', [-0.01333831, 0.751019, 1.0]]]
