[['2, k, 0', [-0.326227, -0.365823, 1.0]], ['2, k, 1', [-0.345657, -0.0867824, 1.0]], ['2, k, 2', [-0.362411, 0.186604, 1.0]], ['2, k, 3', [-0.382635, 0.274465, 1.0]], ['2, k, 4', [-0.51731, 0.0644765, 1.0]], ['2, k, 5', [-0.631513, -0.0381354, 1.0]], ['2, k, 6', [-0.527832, 0.13169, 1.0]], ['2, k, 7', [-0.488692, 0.193963, 1.0]], ['2, k, 8', [-0.218352, 0.126217, 1.0]], ['2, k, 9', [-0.109218, 0.0303111, 1.0]], ['2, k, 10', [-0.103508, -0.1233, 1.0]], ['2, k, 11', [-0.148788, -0.156034, 1.0]], ['2, k, 12', [-0.389773, -0.374824, 1.0]], ['2, k, 13', [-0.442924, -0.649158, 1.0]], ['2, k, 14', [-0.456708, -1.00782, 1.0]], ['2, k, 15', [-0.463135, -1.08887, 1.0]], ['2, k, 16', [-0.253738, -0.346809, 1.0]], ['2, k, 17', [-0.202467, -0.56855, 1.0]], ['2, k, 18', [-0.189714, -0.97539, 1.0]], ['2, k, 19', [-0.172756, -1.02224, 1.0]], ['2, k, 20', [-0.358685, 0.119136, 1.0]], ['2, k, 21', [-0.458791, 0.260538, 1.0]], ['2, k, 22', [-0.434031, 0.223412, 1.0]], ['2, k, 23', [-0.140863, -0.24178, 1.0]], ['2, k, 24', [-0.16582, -0.17648, 1.0]]]
[['2, k, 0', [-0.391857, -0.345938, 1.0]], ['2, k, 1', [-0.366727, -0.0907109, 1.0]], ['2, k, 2', [-0.342658, 0.159113, 1.0]], ['2, k, 3', [-0.337315, 0.294242, 1.0]], ['2, k, 4', [-0.528483, 0.117244, 1.0]], ['2, k, 5', [-0.646248, -0.0181575, 1.0]], ['2, k, 6', [-0.516998, -0.174151, 1.0]], ['2, k, 7', [-0.5036, -0.225614, 1.0]], ['2, k, 8', [-0.196004, 0.0777524, 1.0]], ['2, k, 9', [-0.0809658, -0.0477156, 1.0]], ['2, k, 10', [-0.228304, -0.203673, 1.0]], ['2, k, 11', [-0.270461, -0.246355, 1.0]], ['2, k, 12', [-0.455226, -0.335793, 1.0]], ['2, k, 13', [-0.47296, -0.689804, 1.0]], ['2, k, 14', [-0.473788, -1.03474, 1.0]], ['2, k, 15', [-0.480427, -1.11077, 1.0]], ['2, k, 16', [-0.318298, -0.346959, 1.0]], ['2, k, 17', [-0.248748, -0.648612, 1.0]], ['2, k, 18', [-0.173693, -1.01519, 1.0]], ['2, k, 19', [-0.136001, -1.05822, 1.0]], ['2, k, 20', [-0.348656, 0.0973626, 1.0]], ['2, k, 21', [-0.435257, -0.279436, 1.0]], ['2, k, 22', [-0.543164, -0.269922, 1.0]], ['2, k, 23', [-0.287711, -0.311145, 1.0]], ['2, k, 24', [-0.230996, -0.245722, 1.0]]]
[['2, k, 0', [-0.398827, -0.347258, 1.0]], ['2, k, 1', [-0.371405, -0.0896318, 1.0]], ['2, k, 2', [-0.346269, 0.162621, 1.0]], ['2, k, 3', [-0.342687, 0.296746, 1.0]], ['2, k, 4', [-0.530922, 0.117697, 1.0]], ['2, k, 5', [-0.651071, -0.0159657, 1.0]], ['2, k, 6', [-0.525645, -0.175488, 1.0]], ['2, k, 7', [-0.523345, -0.222368, 1.0]], ['2, k, 8', [-0.199748, 0.079895, 1.0]], ['2, k, 9', [-0.087766, -0.0488877, 1.0]], ['2, k, 10', [-0.230308, -0.20892, 1.0]], ['2, k, 11', [-0.2755, -0.251914, 1.0]], ['2, k, 12', [-0.4617, -0.336591, 1.0]], ['2, k, 13', [-0.47887, -0.691603, 1.0]], ['2, k, 14', [-0.474803, -1.03598, 1.0]], ['2, k, 15', [-0.480459, -1.11138, 1.0]], ['2, k, 16', [-0.325501, -0.348794, 1.0]], ['2, k, 17', [-0.251505, -0.650903, 1.0]], ['2, k, 18', [-0.173423, -1.01719, 1.0]], ['2, k, 19', [-0.135156, -1.05923, 1.0]], ['2, k, 20', [-0.352448, 0.100096, 1.0]], ['2, k, 21', [-0.458528, -0.279382, 1.0]], ['2, k, 22', [-0.551959, -0.276759, 1.0]], ['2, k, 23', [-0.296903, -0.321825, 1.0]], ['2, k, 24', [-0.238194, -0.250356, 1.0]]]
[['2, k, 0', [-0.403716, -0.349121, 1.0]], ['2, k, 1', [-0.375335, -0.08909, 1.0]], ['2, k, 2', [-0.349564, 0.165392, 1.0]], ['2, k, 3', [-0.347303, 0.299113, 1.0]], ['2, k, 4', [-0.528777, 0.117138, 1.0]], ['2, k, 5', [-0.65534, -0.0121295, 1.0]], ['2, k, 6', [-0.531272, -0.173336, 1.0]], ['2, k, 7', [-0.532446, -0.219689, 1.0]], ['2, k, 8', [-0.203825, 0.081599, 1.0]], ['2, k, 9', [-0.0905984, -0.0494962, 1.0]], ['2, k, 10', [-0.234477, -0.208512, 1.0]], ['2, k, 11', [-0.278973, -0.249071, 1.0]], ['2, k, 12', [-0.466644, -0.337768, 1.0]], ['2, k, 13', [-0.483861, -0.691546, 1.0]], ['2, k, 14', [-0.476459, -1.03757, 1.0]], ['2, k, 15', [-0.480673, -1.1113, 1.0]], ['2, k, 16', [-0.330186, -0.351356, 1.0]], ['2, k, 17', [-0.25688, -0.675275, 1.0]], ['2, k, 18', [-0.173306, -1.01708, 1.0]], ['2, k, 19', [-0.135943, -1.05948, 1.0]], ['2, k, 20', [-0.355869, 0.102241, 1.0]], ['2, k, 21', [-0.473409, -0.280152, 1.0]], ['2, k, 22', [-0.558301, -0.274789, 1.0]], ['2, k, 23', [-0.296926, -0.321842, 1.0]], ['2, k, 24', [-0.245356, -0.257287, 1.0]]]
[['2, k, 0', [-0.408344, -0.350913, 1.0]], ['2, k, 1', [-0.37879, -0.0888053, 1.0]], ['2, k, 2', [-0.352388, 0.167468, 1.0]], ['2, k, 3', [-0.350907, 0.301376, 1.0]], ['2, k, 4', [-0.529554, 0.118, 1.0]], ['2, k, 5', [-0.657045, -0.011909, 1.0]], ['2, k, 6', [-0.53418, -0.174071, 1.0]], ['2, k, 7', [-0.534064, -0.212563, 1.0]], ['2, k, 8', [-0.207121, 0.0818292, 1.0]], ['2, k, 9', [-0.0929333, -0.0499042, 1.0]], ['2, k, 10', [-0.235555, -0.21015, 1.0]], ['2, k, 11', [-0.281646, -0.250126, 1.0]], ['2, k, 12', [-0.471478, -0.339361, 1.0]], ['2, k, 13', [-0.487842, -0.691351, 1.0]], ['2, k, 14', [-0.477227, -1.03724, 1.0]], ['2, k, 15', [-0.481069, -1.11142, 1.0]], ['2, k, 16', [-0.33443, -0.35324, 1.0]], ['2, k, 17', [-0.256222, -0.679189, 1.0]], ['2, k, 18', [-0.179971, -1.00344, 1.0]], ['2, k, 19', [-0.143642, -1.04992, 1.0]], ['2, k, 20', [-0.358786, 0.103818, 1.0]], ['2, k, 21', [-0.480017, -0.281498, 1.0]], ['2, k, 22', [-0.561157, -0.274752, 1.0]], ['2, k, 23', [-0.303224, -0.321078, 1.0]], ['2, k, 24', [-0.251172, -0.259946, 1.0]]]
[['2, k, 0', [-0.411977, -0.35236, 1.0]], ['2, k, 1', [-0.382394, -0.0881324, 1.0]], ['2, k, 2', [-0.356477, 0.170791, 1.0]], ['2, k, 3', [-0.356079, 0.304859, 1.0]], ['2, k, 4', [-0.530842, 0.118826, 1.0]], ['2, k, 5', [-0.661752, -0.00939728, 1.0]], ['2, k, 6', [-0.584869, -0.207316, 1.0]], ['2, k, 7', [-0.594395, -0.268322, 1.0]], ['2, k, 8', [-0.210127, 0.0827325, 1.0]], ['2, k, 9', [-0.094798, -0.0500212, 1.0]], ['2, k, 10', [-0.237505, -0.210502, 1.0]], ['2, k, 11', [-0.282921, -0.24836, 1.0]], ['2, k, 12', [-0.475513, -0.341207, 1.0]], ['2, k, 13', [-0.490329, -0.693405, 1.0]], ['2, k, 14', [-0.478027, -1.03869, 1.0]], ['2, k, 15', [-0.48106, -1.11174, 1.0]], ['2, k, 16', [-0.337565, -0.354264, 1.0]], ['2, k, 17', [-0.255862, -0.684192, 1.0]], ['2, k, 18', [-0.175982, -1.01962, 1.0]], ['2, k, 19', [-0.135638, -1.06222, 1.0]], ['2, k, 20', [-0.362774, 0.106386, 1.0]], ['2, k, 21', [-0.555293, -0.329575, 1.0]], ['2, k, 22', [-0.628506, -0.299802, 1.0]], ['2, k, 23', [-0.300091, -0.319807, 1.0]], ['2, k, 24', [-0.254326, -0.262763, 1.0]]]
[['2, k, 0', [-0.41604, -0.353207, 1.0]], ['2, k, 1', [-0.385748, -0.08698, 1.0]], ['2, k, 2', [-0.359258, 0.17455, 1.0]], ['2, k, 3', [-0.359989, 0.307512, 1.0]], ['2, k, 4', [-0.532843, 0.119903, 1.0]], ['2, k, 5', [-0.665074, -0.00685083, 1.0]], ['2, k, 6', [-0.583429, -0.203826, 1.0]], ['2, k, 7', [-0.594825, -0.261391, 1.0]], ['2, k, 8', [-0.214035, 0.0854242, 1.0]], ['2, k, 9', [-0.0981625, -0.0510596, 1.0]], ['2, k, 10', [-0.241197, -0.211502, 1.0]], ['2, k, 11', [-0.28903, -0.25666, 1.0]], ['2, k, 12', [-0.47963, -0.341871, 1.0]], ['2, k, 13', [-0.491989, -0.69668, 1.0]], ['2, k, 14', [-0.479323, -1.03847, 1.0]], ['2, k, 15', [-0.481448, -1.11204, 1.0]], ['2, k, 16', [-0.341436, -0.355229, 1.0]], ['2, k, 17', [-0.255323, -0.687491, 1.0]], ['2, k, 18', [-0.182814, -0.999727, 1.0]], ['2, k, 19', [-0.145259, -1.04835, 1.0]], ['2, k, 20', [-0.365824, 0.109455, 1.0]], ['2, k, 21', [-0.566127, -0.328994, 1.0]], ['2, k, 22', [-0.623746, -0.279286, 1.0]], ['2, k, 23', [-0.314754, -0.329389, 1.0]], ['2, k, 24', [-0.256096, -0.267244, 1.0]]]
[['2, k, 0', [-0.418877, -0.354471, 1.0]], ['2, k, 1', [-0.389147, -0.0859578, 1.0]], ['2, k, 2', [-0.363326, 0.1781, 1.0]], ['2, k, 3', [-0.362828, 0.309759, 1.0]], ['2, k, 4', [-0.533525, 0.120368, 1.0]], ['2, k, 5', [-0.665763, -0.0068361, 1.0]], ['2, k, 6', [-0.584513, -0.2042, 1.0]], ['2, k, 7', [-0.596946, -0.257145, 1.0]], ['2, k, 8', [-0.216337, 0.0874924, 1.0]], ['2, k, 9', [-0.100027, -0.0509834, 1.0]], ['2, k, 10', [-0.24185, -0.212565, 1.0]], ['2, k, 11', [-0.28839, -0.256842, 1.0]], ['2, k, 12', [-0.482581, -0.343632, 1.0]], ['2, k, 13', [-0.494399, -0.69747, 1.0]], ['2, k, 14', [-0.479722, -1.03887, 1.0]], ['2, k, 15', [-0.481105, -1.11217, 1.0]], ['2, k, 16', [-0.344057, -0.355985, 1.0]], ['2, k, 17', [-0.255161, -0.697395, 1.0]], ['2, k, 18', [-0.180233, -1.00807, 1.0]], ['2, k, 19', [-0.140975, -1.05504, 1.0]], ['2, k, 20', [-0.369743, 0.112369, 1.0]], ['2, k, 21', [-0.574712, -0.329476, 1.0]], ['2, k, 22', [-0.622368, -0.27465, 1.0]], ['2, k, 23', [-0.314834, -0.326767, 1.0]], ['2, k, 24', [-0.254088, -0.273602, 1.0]]]
[['2, k, 0', [-0.420703, -0.355321, 1.0]], ['2, k, 1', [-0.390724, -0.0851661, 1.0]], ['2, k, 2', [-0.364723, 0.180551, 1.0]], ['2, k, 3', [-0.365662, 0.31224, 1.0]], ['2, k, 4', [-0.544783, 0.127518, 1.0]], ['2, k, 5', [-0.666341, -0.00776277, 1.0]], ['2, k, 6', [-0.58297, -0.204277, 1.0]], ['2, k, 7', [-0.595604, -0.251151, 1.0]], ['2, k, 8', [-0.218588, 0.0891033, 1.0]], ['2, k, 9', [-0.102716, -0.0513836, 1.0]], ['2, k, 10', [-0.242486, -0.214662, 1.0]], ['2, k, 11', [-0.287221, -0.260179, 1.0]], ['2, k, 12', [-0.483943, -0.344012, 1.0]], ['2, k, 13', [-0.495231, -0.696469, 1.0]], ['2, k, 14', [-0.480198, -1.03924, 1.0]], ['2, k, 15', [-0.480801, -1.11091, 1.0]], ['2, k, 16', [-0.346316, -0.357334, 1.0]], ['2, k, 17', [-0.255101, -0.701134, 1.0]], ['2, k, 18', [-0.177557, -1.01473, 1.0]], ['2, k, 19', [-0.13841, -1.062, 1.0]], ['2, k, 20', [-0.371184, 0.114302, 1.0]], ['2, k, 21', [-0.593489, -0.291092, 1.0]], ['2, k, 22', [-0.620727, -0.289993, 1.0]], ['2, k, 23', [-0.317625, -0.335173, 1.0]], ['2, k, 24', [-0.252465, -0.278881, 1.0]]]
[['2, k, 0', [-0.42088, -0.357579, 1.0]], ['2, k, 1', [-0.392174, -0.0846143, 1.0]], ['2, k, 2', [-0.368135, 0.18448, 1.0]], ['2, k, 3', [-0.36879, 0.314836, 1.0]], ['2, k, 4', [-0.54383, 0.126893, 1.0]], ['2, k, 5', [-0.666972, -0.00901518, 1.0]], ['2, k, 6', [-0.581131, -0.204162, 1.0]], ['2, k, 7', [-0.595026, -0.251207, 1.0]], ['2, k, 8', [-0.219939, 0.0918181, 1.0]], ['2, k, 9', [-0.103053, -0.0510148, 1.0]], ['2, k, 10', [-0.241899, -0.214808, 1.0]], ['2, k, 11', [-0.285202, -0.258121, 1.0]], ['2, k, 12', [-0.484219, -0.346187, 1.0]], ['2, k, 13', [-0.495365, -0.697625, 1.0]], ['2, k, 14', [-0.480174, -1.03947, 1.0]], ['2, k, 15', [-0.481157, -1.11158, 1.0]], ['2, k, 16', [-0.346338, -0.359506, 1.0]], ['2, k, 17', [-0.255628, -0.706079, 1.0]], ['2, k, 18', [-0.179366, -1.01041, 1.0]], ['2, k, 19', [-0.141968, -1.05887, 1.0]], ['2, k, 20', [-0.374058, 0.117221, 1.0]], ['2, k, 21', [-0.594332, -0.292981, 1.0]], ['2, k, 22', [-0.619863, -0.29315, 1.0]], ['2, k, 23', [-0.316306, -0.333785, 1.0]], ['2, k, 24', [-0.252308, -0.281972, 1.0]]]
[['2, k, 0', [-0.420807, -0.359527, 1.0]], ['2, k, 1', [-0.392966, -0.0842644, 1.0]], ['2, k, 2', [-0.369724, 0.18715, 1.0]], ['2, k, 3', [-0.372003, 0.317995, 1.0]], ['2, k, 4', [-0.549388, 0.12767, 1.0]], ['2, k, 5', [-0.667206, -0.0100846, 1.0]], ['2, k, 6', [-0.580366, -0.204679, 1.0]], ['2, k, 7', [-0.593694, -0.250709, 1.0]], ['2, k, 8', [-0.221152, 0.0947582, 1.0]], ['2, k, 9', [-0.103015, -0.0496308, 1.0]], ['2, k, 10', [-0.240288, -0.214339, 1.0]], ['2, k, 11', [-0.282086, -0.256384, 1.0]], ['2, k, 12', [-0.484332, -0.348617, 1.0]], ['2, k, 13', [-0.496045, -0.698886, 1.0]], ['2, k, 14', [-0.480546, -1.03964, 1.0]], ['2, k, 15', [-0.481209, -1.11065, 1.0]], ['2, k, 16', [-0.346049, -0.360901, 1.0]], ['2, k, 17', [-0.259298, -0.698099, 1.0]], ['2, k, 18', [-0.181681, -0.999966, 1.0]], ['2, k, 19', [-0.147046, -1.0505, 1.0]], ['2, k, 20', [-0.375552, 0.119286, 1.0]], ['2, k, 21', [-0.587783, -0.286525, 1.0]], ['2, k, 22', [-0.616898, -0.276757, 1.0]], ['2, k, 23', [-0.303177, -0.331441, 1.0]], ['2, k, 24', [-0.248861, -0.282195, 1.0]]]
[['2, k, 0', [-0.41946, -0.361715, 1.0]], ['2, k, 1', [-0.393898, -0.0836818, 1.0]], ['2, k, 2', [-0.371402, 0.189634, 1.0]], ['2, k, 3', [-0.374408, 0.32016, 1.0]], ['2, k, 4', [-0.546906, 0.126588, 1.0]], ['2, k, 5', [-0.667721, -0.0123269, 1.0]], ['2, k, 6', [-0.578855, -0.205677, 1.0]], ['2, k, 7', [-0.58792, -0.248678, 1.0]], ['2, k, 8', [-0.221692, 0.0966985, 1.0]], ['2, k, 9', [-0.103028, -0.0493161, 1.0]], ['2, k, 10', [-0.238332, -0.214784, 1.0]], ['2, k, 11', [-0.279179, -0.256132, 1.0]], ['2, k, 12', [-0.483387, -0.350899, 1.0]], ['2, k, 13', [-0.494517, -0.703162, 1.0]], ['2, k, 14', [-0.480584, -1.03966, 1.0]], ['2, k, 15', [-0.481224, -1.11051, 1.0]], ['2, k, 16', [-0.344227, -0.362828, 1.0]], ['2, k, 17', [-0.258237, -0.698903, 1.0]], ['2, k, 18', [-0.184713, -0.977554, 1.0]], ['2, k, 19', [-0.199108, -1.01863, 1.0]], ['2, k, 20', [-0.376978, 0.121258, 1.0]], ['2, k, 21', [-0.581398, -0.282304, 1.0]], ['2, k, 22', [-0.604614, -0.295729, 1.0]], ['2, k, 23', [-0.303064, -0.330617, 1.0]], ['2, k, 24', [-0.244144, -0.289658, 1.0]]]
[['2, k, 0', [-0.418038, -0.362738, 1.0]], ['2, k, 1', [-0.394277, -0.082974, 1.0]], ['2, k, 2', [-0.372323, 0.192355, 1.0]], ['2, k, 3', [-0.376227, 0.322022, 1.0]], ['2, k, 4', [-0.550031, 0.127164, 1.0]], ['2, k, 5', [-0.667386, -0.0144268, 1.0]], ['2, k, 6', [-0.580603, -0.209132, 1.0]], ['2, k, 7', [-0.591538, -0.252432, 1.0]], ['2, k, 8', [-0.222005, 0.097927, 1.0]], ['2, k, 9', [-0.102334, -0.0480879, 1.0]], ['2, k, 10', [-0.23444, -0.215169, 1.0]], ['2, k, 11', [-0.273387, -0.257433, 1.0]], ['2, k, 12', [-0.481638, -0.352487, 1.0]], ['2, k, 13', [-0.490685, -0.702866, 1.0]], ['2, k, 14', [-0.480462, -1.03971, 1.0]], ['2, k, 15', [-0.480864, -1.11114, 1.0]], ['2, k, 16', [-0.343133, -0.363278, 1.0]], ['2, k, 17', [-0.257035, -0.697101, 1.0]], ['2, k, 18', [-0.182562, -0.99905, 1.0]], ['2, k, 19', [-0.197665, -1.0395, 1.0]], ['2, k, 20', [-0.377785, 0.123449, 1.0]], ['2, k, 21', [-0.587072, -0.289025, 1.0]], ['2, k, 22', [-0.61424, -0.307131, 1.0]], ['2, k, 23', [-0.297206, -0.327595, 1.0]], ['2, k, 24', [-0.239118, -0.297164, 1.0]]]
[['2, k, 0', [-0.415148, -0.365092, 1.0]], ['2, k, 1', [-0.394257, -0.0826769, 1.0]], ['2, k, 2', [-0.372992, 0.194308, 1.0]], ['2, k, 3', [-0.377587, 0.322911, 1.0]], ['2, k, 4', [-0.550699, 0.126288, 1.0]], ['2, k, 5', [-0.66691, -0.0150786, 1.0]], ['2, k, 6', [-0.577776, -0.208428, 1.0]], ['2, k, 7', [-0.588832, -0.249008, 1.0]], ['2, k, 8', [-0.222145, 0.0983268, 1.0]], ['2, k, 9', [-0.100359, -0.0459857, 1.0]], ['2, k, 10', [-0.22871, -0.214765, 1.0]], ['2, k, 11', [-0.267918, -0.260935, 1.0]], ['2, k, 12', [-0.478721, -0.355808, 1.0]], ['2, k, 13', [-0.486935, -0.709224, 1.0]], ['2, k, 14', [-0.480411, -1.03987, 1.0]], ['2, k, 15', [-0.480015, -1.11042, 1.0]], ['2, k, 16', [-0.340309, -0.364566, 1.0]], ['2, k, 17', [-0.254227, -0.698371, 1.0]], ['2, k, 18', [-0.182217, -1.00007, 1.0]], ['2, k, 19', [-0.151602, -1.06026, 1.0]], ['2, k, 20', [-0.378252, 0.124904, 1.0]], ['2, k, 21', [-0.583046, -0.287045, 1.0]], ['2, k, 22', [-0.602361, -0.28348, 1.0]], ['2, k, 23', [-0.28956, -0.330925, 1.0]], ['2, k, 24', [-0.235249, -0.291744, 1.0]]]
[['2, k, 0', [-0.411927, -0.366386, 1.0]], ['2, k, 1', [-0.393773, -0.0822805, 1.0]], ['2, k, 2', [-0.373242, 0.196453, 1.0]], ['2, k, 3', [-0.378588, 0.32485, 1.0]], ['2, k, 4', [-0.550582, 0.126474, 1.0]], ['2, k, 5', [-0.666943, -0.0157977, 1.0]], ['2, k, 6', [-0.575209, -0.204785, 1.0]], ['2, k, 7', [-0.583204, -0.248624, 1.0]], ['2, k, 8', [-0.222379, 0.0990632, 1.0]], ['2, k, 9', [-0.0991151, -0.0450742, 1.0]], ['2, k, 10', [-0.224213, -0.215164, 1.0]], ['2, k, 11', [-0.262387, -0.261557, 1.0]], ['2, k, 12', [-0.475568, -0.357855, 1.0]], ['2, k, 13', [-0.484425, -0.712468, 1.0]], ['2, k, 14', [-0.4792, -1.04092, 1.0]], ['2, k, 15', [-0.47983, -1.11078, 1.0]], ['2, k, 16', [-0.337084, -0.365066, 1.0]], ['2, k, 17', [-0.252549, -0.696785, 1.0]], ['2, k, 18', [-0.181579, -1.01405, 1.0]], ['2, k, 19', [-0.151559, -1.0651, 1.0]], ['2, k, 20', [-0.378333, 0.126612, 1.0]], ['2, k, 21', [-0.580364, -0.279357, 1.0]], ['2, k, 22', [-0.601243, -0.269518, 1.0]], ['2, k, 23', [-0.285092, -0.331853, 1.0]], ['2, k, 24', [-0.228468, -0.300935, 1.0]]]
[['2, k, 0', [-0.407977, -0.368183, 1.0]], ['2, k, 1', [-0.3924, -0.0820384, 1.0]], ['2, k, 2', [-0.372631, 0.197954, 1.0]], ['2, k, 3', [-0.379139, 0.325861, 1.0]], ['2, k, 4', [-0.549854, 0.125384, 1.0]], ['2, k, 5', [-0.666488, -0.0179409, 1.0]], ['2, k, 6', [-0.574317, -0.202458, 1.0]], ['2, k, 7', [-0.579193, -0.24551, 1.0]], ['2, k, 8', [-0.218896, 0.0961676, 1.0]], ['2, k, 9', [-0.0957474, -0.0431791, 1.0]], ['2, k, 10', [-0.213936, -0.215281, 1.0]], ['2, k, 11', [-0.257239, -0.26221, 1.0]], ['2, k, 12', [-0.471648, -0.359715, 1.0]], ['2, k, 13', [-0.481046, -0.707479, 1.0]], ['2, k, 14', [-0.478254, -1.04122, 1.0]], ['2, k, 15', [-0.480549, -1.11085, 1.0]], ['2, k, 16', [-0.333198, -0.36668, 1.0]], ['2, k, 17', [-0.248328, -0.694636, 1.0]], ['2, k, 18', [-0.182563, -1.00759, 1.0]], ['2, k, 19', [-0.152411, -1.06323, 1.0]], ['2, k, 20', [-0.37769, 0.12785, 1.0]], ['2, k, 21', [-0.567777, -0.266089, 1.0]], ['2, k, 22', [-0.600077, -0.275833, 1.0]], ['2, k, 23', [-0.28823, -0.330794, 1.0]], ['2, k, 24', [-0.223944, -0.29726, 1.0]]]
[['2, k, 0', [-0.401777, -0.369197, 1.0]], ['2, k, 1', [-0.390385, -0.0816792, 1.0]], ['2, k, 2', [-0.372267, 0.199567, 1.0]], ['2, k, 3', [-0.379931, 0.327374, 1.0]], ['2, k, 4', [-0.548956, 0.122521, 1.0]], ['2, k, 5', [-0.663303, -0.0213347, 1.0]], ['2, k, 6', [-0.574731, -0.206, 1.0]], ['2, k, 7', [-0.579896, -0.255916, 1.0]], ['2, k, 8', [-0.218428, 0.097741, 1.0]], ['2, k, 9', [-0.0945682, -0.0429637, 1.0]], ['2, k, 10', [-0.208791, -0.217575, 1.0]], ['2, k, 11', [-0.25019, -0.26927, 1.0]], ['2, k, 12', [-0.465526, -0.361717, 1.0]], ['2, k, 13', [-0.479527, -0.70725, 1.0]], ['2, k, 14', [-0.476396, -1.041, 1.0]], ['2, k, 15', [-0.480544, -1.111, 1.0]], ['2, k, 16', [-0.326997, -0.36665, 1.0]], ['2, k, 17', [-0.24508, -0.698706, 1.0]], ['2, k, 18', [-0.181855, -1.01283, 1.0]], ['2, k, 19', [-0.152961, -1.06701, 1.0]], ['2, k, 20', [-0.376946, 0.129232, 1.0]], ['2, k, 21', [-0.568929, -0.270067, 1.0]], ['2, k, 22', [-0.610556, -0.294973, 1.0]], ['2, k, 23', [-0.281031, -0.336012, 1.0]], ['2, k, 24', [-0.214085, -0.301677, 1.0]]]
[['2, k, 0', [-0.39582, -0.370645, 1.0]], ['2, k, 1', [-0.3872, -0.0819329, 1.0]], ['2, k, 2', [-0.370837, 0.199949, 1.0]], ['2, k, 3', [-0.378933, 0.328633, 1.0]], ['2, k, 4', [-0.547624, 0.120428, 1.0]], ['2, k, 5', [-0.661386, -0.0226229, 1.0]], ['2, k, 6', [-0.572301, -0.204922, 1.0]], ['2, k, 7', [-0.573017, -0.253892, 1.0]], ['2, k, 8', [-0.217768, 0.0987898, 1.0]], ['2, k, 9', [-0.0911094, -0.04124, 1.0]], ['2, k, 10', [-0.200462, -0.217506, 1.0]], ['2, k, 11', [-0.241762, -0.268822, 1.0]], ['2, k, 12', [-0.459211, -0.364443, 1.0]], ['2, k, 13', [-0.475778, -0.70822, 1.0]], ['2, k, 14', [-0.475252, -1.03938, 1.0]], ['2, k, 15', [-0.48076, -1.10983, 1.0]], ['2, k, 16', [-0.321496, -0.366914, 1.0]], ['2, k, 17', [-0.240704, -0.694442, 1.0]], ['2, k, 18', [-0.180835, -1.00077, 1.0]], ['2, k, 19', [-0.152362, -1.06675, 1.0]], ['2, k, 20', [-0.375304, 0.129664, 1.0]], ['2, k, 21', [-0.568075, -0.272797, 1.0]], ['2, k, 22', [-0.602372, -0.294627, 1.0]], ['2, k, 23', [-0.27444, -0.332833, 1.0]], ['2, k, 24', [-0.206608, -0.298598, 1.0]]]
[['2, k, 0', [-0.386634, -0.372565, 1.0]], ['2, k, 1', [-0.382646, -0.0823025, 1.0]], ['2, k, 2', [-0.369726, 0.200367, 1.0]], ['2, k, 3', [-0.376895, 0.328371, 1.0]], ['2, k, 4', [-0.545012, 0.118228, 1.0]], ['2, k, 5', [-0.662303, -0.0246068, 1.0]], ['2, k, 6', [-0.572902, -0.199765, 1.0]], ['2, k, 7', [-0.566028, -0.266715, 1.0]], ['2, k, 8', [-0.216671, 0.0996645, 1.0]], ['2, k, 9', [-0.0867769, -0.0404063, 1.0]], ['2, k, 10', [-0.19302, -0.217411, 1.0]], ['2, k, 11', [-0.23196, -0.268159, 1.0]], ['2, k, 12', [-0.451438, -0.367144, 1.0]], ['2, k, 13', [-0.472323, -0.710243, 1.0]], ['2, k, 14', [-0.472464, -1.04011, 1.0]], ['2, k, 15', [-0.479536, -1.11014, 1.0]], ['2, k, 16', [-0.311059, -0.367707, 1.0]], ['2, k, 17', [-0.235988, -0.692956, 1.0]], ['2, k, 18', [-0.180827, -1.00079, 1.0]], ['2, k, 19', [-0.151666, -1.06764, 1.0]], ['2, k, 20', [-0.373802, 0.130041, 1.0]], ['2, k, 21', [-0.55588, -0.315924, 1.0]], ['2, k, 22', [-0.594048, -0.297884, 1.0]], ['2, k, 23', [-0.261522, -0.333145, 1.0]], ['2, k, 24', [-0.198174, -0.296691, 1.0]]]
