[['2, k, 0', [-0.127501, -0.786203, 1.0]], ['2, k, 1', [-0.130265, -0.468789, 1.0]], ['2, k, 2', [-0.132469, -0.155707, 1.0]], ['2, k, 3', [-0.135813, -0.01861, 1.0]], ['2, k, 4', [-0.302739, -0.267502, 1.0]], ['2, k, 5', [-0.404131, -0.43499, 1.0]], ['2, k, 6', [-0.474304, -0.576644, 1.0]], ['2, k, 7', [-0.49313, -0.61616, 1.0]], ['2, k, 8', [0.0453189, -0.289346, 1.0]], ['2, k, 9', [0.149104, -0.437685, 1.0]], ['2, k, 10', [0.172344, -0.566362, 1.0]], ['2, k, 11', [0.173865, -0.605633, 1.0]], ['2, k, 12', [-0.205259, -0.772795, 1.0]], ['2, k, 13', [-0.311135, -1.06706, 1.0]], ['2, k, 14', [-0.267671, -1.14568, 1.0]], ['2, k, 15', [-0.294454, -1.22421, 1.0]], ['2, k, 16', [-0.0470025, -0.782687, 1.0]], ['2, k, 17', [-0.0131791, -1.02941, 1.0]], ['2, k, 18', [-0.035217, -1.15359, 1.0]], ['2, k, 19', [-0.0179375, -1.23349, 1.0]], ['2, k, 20', [-0.132018, -0.233461, 1.0]], ['2, k, 21', [-0.50342, -0.64341, 1.0]], ['2, k, 22', [-0.448137, -0.633776, 1.0]], ['2, k, 23', [0.186951, -0.629426, 1.0]], ['2, k, 24', [0.21102, -0.605546, 1.0]]]
[['2, k, 0', [-0.171063, -0.738844, 1.0]], ['2, k, 1', [-0.160315, -0.421084, 1.0]], ['2, k, 2', [-0.149196, -0.105105, 1.0]], ['2, k, 3', [-0.183242, -0.0033727, 1.0]], ['2, k, 4', [-0.352139, -0.219347, 1.0]], ['2, k, 5', [-0.352623, -0.460766, 1.0]], ['2, k, 6', [-0.372057, -0.698389, 1.0]], ['2, k, 7', [-0.36939, -0.735018, 1.0]], ['2, k, 8', [-0.0817889, -0.205268, 1.0]], ['2, k, 9', [-0.226826, -0.226903, 1.0]], ['2, k, 10', [-0.400548, -0.193782, 1.0]], ['2, k, 11', [-0.495107, -0.183107, 1.0]], ['2, k, 12', [-0.2258, -0.738128, 1.0]], ['2, k, 13', [-0.268823, -1.07424, 1.0]], ['2, k, 14', [-0.298555, -1.38846, 1.0]], ['2, k, 15', [-0.288753, -1.24503, 1.0]], ['2, k, 16', [-0.114261, -0.726041, 1.0]], ['2, k, 17', [-0.040245, -1.05785, 1.0]], ['2, k, 18', [-0.0161906, -1.36813, 1.0]], ['2, k, 19', [-0.0392923, -1.2252, 1.0]], ['2, k, 20', [-0.152128, -0.183801, 1.0]], ['2, k, 21', [-0.353758, -0.825087, 1.0]], ['2, k, 22', [-0.333303, -0.730216, 1.0]], ['2, k, 23', [-0.552831, -0.187086, 1.0]], ['2, k, 24', [-0.524054, -0.198824, 1.0]]]
[['2, k, 0', [-0.171141, -0.739373, 1.0]], ['2, k, 1', [-0.160484, -0.420503, 1.0]], ['2, k, 2', [-0.149509, -0.103226, 1.0]], ['2, k, 3', [-0.184207, -0.00164934, 1.0]], ['2, k, 4', [-0.352338, -0.21789, 1.0]], ['2, k, 5', [-0.352858, -0.459628, 1.0]], ['2, k, 6', [-0.370299, -0.697153, 1.0]], ['2, k, 7', [-0.366236, -0.736302, 1.0]], ['2, k, 8', [-0.0847203, -0.207081, 1.0]], ['2, k, 9', [-0.258117, -0.211377, 1.0]], ['2, k, 10', [-0.455894, -0.184154, 1.0]], ['2, k, 11', [-0.518977, -0.181847, 1.0]], ['2, k, 12', [-0.225522, -0.738423, 1.0]], ['2, k, 13', [-0.268904, -1.07431, 1.0]], ['2, k, 14', [-0.299936, -1.38848, 1.0]], ['2, k, 15', [-0.289015, -1.24513, 1.0]], ['2, k, 16', [-0.114406, -0.726338, 1.0]], ['2, k, 17', [-0.041228, -1.05842, 1.0]], ['2, k, 18', [-0.0176095, -1.3685, 1.0]], ['2, k, 19', [-0.038571, -1.22528, 1.0]], ['2, k, 20', [-0.152388, -0.182237, 1.0]], ['2, k, 21', [-0.348949, -0.824485, 1.0]], ['2, k, 22', [-0.332965, -0.726157, 1.0]], ['2, k, 23', [-0.574158, -0.185962, 1.0]], ['2, k, 24', [-0.530547, -0.196498, 1.0]]]
[['2, k, 0', [-0.171779, -0.739447, 1.0]], ['2, k, 1', [-0.16099, -0.419756, 1.0]], ['2, k, 2', [-0.149743, -0.101812, 1.0]], ['2, k, 3', [-0.185548, -0.000566942, 1.0]], ['2, k, 4', [-0.352497, -0.216758, 1.0]], ['2, k, 5', [-0.35303, -0.458669, 1.0]], ['2, k, 6', [-0.37092, -0.696281, 1.0]], ['2, k, 7', [-0.369192, -0.734691, 1.0]], ['2, k, 8', [-0.0868231, -0.208471, 1.0]], ['2, k, 9', [-0.291316, -0.199696, 1.0]], ['2, k, 10', [-0.485051, -0.176147, 1.0]], ['2, k, 11', [-0.53124, -0.177045, 1.0]], ['2, k, 12', [-0.225615, -0.738386, 1.0]], ['2, k, 13', [-0.269263, -1.07426, 1.0]], ['2, k, 14', [-0.299407, -1.38849, 1.0]], ['2, k, 15', [-0.289327, -1.24509, 1.0]], ['2, k, 16', [-0.115622, -0.726389, 1.0]], ['2, k, 17', [-0.0414318, -1.05832, 1.0]], ['2, k, 18', [-0.0186063, -1.36809, 1.0]], ['2, k, 19', [-0.0392397, -1.22487, 1.0]], ['2, k, 20', [-0.152698, -0.180948, 1.0]], ['2, k, 21', [-0.354254, -0.826368, 1.0]], ['2, k, 22', [-0.335477, -0.730467, 1.0]], ['2, k, 23', [-0.575257, -0.183731, 1.0]], ['2, k, 24', [-0.541954, -0.187132, 1.0]]]
[['2, k, 0', [-0.173319, -0.739138, 1.0]], ['2, k, 1', [-0.162536, -0.41871, 1.0]], ['2, k, 2', [-0.151034, -0.100711, 1.0]], ['2, k, 3', [-0.187993, 0.000163259, 1.0]], ['2, k, 4', [-0.353714, -0.215838, 1.0]], ['2, k, 5', [-0.354335, -0.457876, 1.0]], ['2, k, 6', [-0.370917, -0.69564, 1.0]], ['2, k, 7', [-0.370246, -0.73446, 1.0]], ['2, k, 8', [-0.0894928, -0.20851, 1.0]], ['2, k, 9', [-0.295109, -0.198789, 1.0]], ['2, k, 10', [-0.471173, -0.174818, 1.0]], ['2, k, 11', [-0.528849, -0.174155, 1.0]], ['2, k, 12', [-0.226578, -0.737729, 1.0]], ['2, k, 13', [-0.269791, -1.07408, 1.0]], ['2, k, 14', [-0.299279, -1.38821, 1.0]], ['2, k, 15', [-0.289877, -1.24468, 1.0]], ['2, k, 16', [-0.118322, -0.726082, 1.0]], ['2, k, 17', [-0.042372, -1.05727, 1.0]], ['2, k, 18', [-0.017992, -1.36647, 1.0]], ['2, k, 19', [-0.0392956, -1.22348, 1.0]], ['2, k, 20', [-0.154047, -0.17981, 1.0]], ['2, k, 21', [-0.354075, -0.82583, 1.0]], ['2, k, 22', [-0.335981, -0.728845, 1.0]], ['2, k, 23', [-0.583461, -0.179335, 1.0]], ['2, k, 24', [-0.541892, -0.183028, 1.0]]]
[['2, k, 0', [-0.174338, -0.738779, 1.0]], ['2, k, 1', [-0.163657, -0.417735, 1.0]], ['2, k, 2', [-0.152136, -0.0995772, 1.0]], ['2, k, 3', [-0.188346, 0.00157227, 1.0]], ['2, k, 4', [-0.354755, -0.214843, 1.0]], ['2, k, 5', [-0.35543, -0.456951, 1.0]], ['2, k, 6', [-0.370484, -0.694776, 1.0]], ['2, k, 7', [-0.368607, -0.734313, 1.0]], ['2, k, 8', [-0.0908996, -0.208618, 1.0]], ['2, k, 9', [-0.297359, -0.198657, 1.0]], ['2, k, 10', [-0.47309, -0.174098, 1.0]], ['2, k, 11', [-0.531289, -0.17089, 1.0]], ['2, k, 12', [-0.2272, -0.737328, 1.0]], ['2, k, 13', [-0.270323, -1.07369, 1.0]], ['2, k, 14', [-0.298833, -1.38766, 1.0]], ['2, k, 15', [-0.289741, -1.24424, 1.0]], ['2, k, 16', [-0.119117, -0.72573, 1.0]], ['2, k, 17', [-0.0433942, -1.05706, 1.0]], ['2, k, 18', [-0.0181363, -1.36595, 1.0]], ['2, k, 19', [-0.0393014, -1.223, 1.0]], ['2, k, 20', [-0.155149, -0.178678, 1.0]], ['2, k, 21', [-0.353546, -0.824594, 1.0]], ['2, k, 22', [-0.330942, -0.718482, 1.0]], ['2, k, 23', [-0.583211, -0.177711, 1.0]], ['2, k, 24', [-0.559815, -0.191772, 1.0]]]
[['2, k, 0', [-0.174247, -0.738786, 1.0]], ['2, k, 1', [-0.164076, -0.417332, 1.0]], ['2, k, 2', [-0.154321, -0.0985099, 1.0]], ['2, k, 3', [-0.188737, 0.00327511, 1.0]], ['2, k, 4', [-0.356912, -0.213901, 1.0]], ['2, k, 5', [-0.357783, -0.456193, 1.0]], ['2, k, 6', [-0.372069, -0.694697, 1.0]], ['2, k, 7', [-0.370325, -0.73454, 1.0]], ['2, k, 8', [-0.0954926, -0.207457, 1.0]], ['2, k, 9', [-0.302785, -0.196736, 1.0]], ['2, k, 10', [-0.480733, -0.171854, 1.0]], ['2, k, 11', [-0.546835, -0.167885, 1.0]], ['2, k, 12', [-0.226939, -0.737328, 1.0]], ['2, k, 13', [-0.270624, -1.07367, 1.0]], ['2, k, 14', [-0.298947, -1.38746, 1.0]], ['2, k, 15', [-0.289788, -1.244, 1.0]], ['2, k, 16', [-0.119052, -0.725696, 1.0]], ['2, k, 17', [-0.044396, -1.05734, 1.0]], ['2, k, 18', [-0.0184358, -1.36609, 1.0]], ['2, k, 19', [-0.0368307, -1.2229, 1.0]], ['2, k, 20', [-0.156759, -0.177777, 1.0]], ['2, k, 21', [-0.354301, -0.826436, 1.0]], ['2, k, 22', [-0.336164, -0.728607, 1.0]], ['2, k, 23', [-0.590898, -0.173431, 1.0]], ['2, k, 24', [-0.558799, -0.179114, 1.0]]]
[['2, k, 0', [-0.174677, -0.738399, 1.0]], ['2, k, 1', [-0.164767, -0.416617, 1.0]], ['2, k, 2', [-0.154928, -0.0979786, 1.0]], ['2, k, 3', [-0.188892, 0.00395238, 1.0]], ['2, k, 4', [-0.3575, -0.213425, 1.0]], ['2, k, 5', [-0.358466, -0.455675, 1.0]], ['2, k, 6', [-0.373762, -0.694428, 1.0]], ['2, k, 7', [-0.371205, -0.734174, 1.0]], ['2, k, 8', [-0.0976822, -0.204725, 1.0]], ['2, k, 9', [-0.308487, -0.195737, 1.0]], ['2, k, 10', [-0.483367, -0.171177, 1.0]], ['2, k, 11', [-0.544147, -0.166381, 1.0]], ['2, k, 12', [-0.22728, -0.736758, 1.0]], ['2, k, 13', [-0.271187, -1.0729, 1.0]], ['2, k, 14', [-0.298344, -1.38678, 1.0]], ['2, k, 15', [-0.289545, -1.24336, 1.0]], ['2, k, 16', [-0.119331, -0.725382, 1.0]], ['2, k, 17', [-0.044405, -1.05702, 1.0]], ['2, k, 18', [-0.0190166, -1.36574, 1.0]], ['2, k, 19', [-0.0374791, -1.22252, 1.0]], ['2, k, 20', [-0.157415, -0.177169, 1.0]], ['2, k, 21', [-0.354287, -0.826323, 1.0]], ['2, k, 22', [-0.336048, -0.729665, 1.0]], ['2, k, 23', [-0.59244, -0.173798, 1.0]], ['2, k, 24', [-0.564128, -0.170583, 1.0]]]
[['2, k, 0', [-0.174822, -0.738372, 1.0]], ['2, k, 1', [-0.165194, -0.41619, 1.0]], ['2, k, 2', [-0.155524, -0.0972388, 1.0]], ['2, k, 3', [-0.189156, 0.00478084, 1.0]], ['2, k, 4', [-0.358079, -0.212748, 1.0]], ['2, k, 5', [-0.359206, -0.45509, 1.0]], ['2, k, 6', [-0.37346, -0.694268, 1.0]], ['2, k, 7', [-0.369664, -0.734409, 1.0]], ['2, k, 8', [-0.0995607, -0.206139, 1.0]], ['2, k, 9', [-0.310695, -0.195991, 1.0]], ['2, k, 10', [-0.549118, -0.157945, 1.0]], ['2, k, 11', [-0.575319, -0.16502, 1.0]], ['2, k, 12', [-0.2273, -0.736674, 1.0]], ['2, k, 13', [-0.271562, -1.07284, 1.0]], ['2, k, 14', [-0.29857, -1.38688, 1.0]], ['2, k, 15', [-0.28895, -1.24352, 1.0]], ['2, k, 16', [-0.11947, -0.725369, 1.0]], ['2, k, 17', [-0.0446482, -1.0571, 1.0]], ['2, k, 18', [-0.0204637, -1.36602, 1.0]], ['2, k, 19', [-0.0394095, -1.22278, 1.0]], ['2, k, 20', [-0.157987, -0.176489, 1.0]], ['2, k, 21', [-0.354075, -0.825828, 1.0]], ['2, k, 22', [-0.336263, -0.733679, 1.0]], ['2, k, 23', [-0.606763, -0.165765, 1.0]], ['2, k, 24', [-0.567755, -0.167054, 1.0]]]
[['2, k, 0', [-0.175242, -0.738314, 1.0]], ['2, k, 1', [-0.165566, -0.415977, 1.0]], ['2, k, 2', [-0.155758, -0.0970381, 1.0]], ['2, k, 3', [-0.189313, 0.00501992, 1.0]], ['2, k, 4', [-0.358297, -0.212574, 1.0]], ['2, k, 5', [-0.359505, -0.454928, 1.0]], ['2, k, 6', [-0.371568, -0.694066, 1.0]], ['2, k, 7', [-0.366798, -0.734007, 1.0]], ['2, k, 8', [-0.100509, -0.206972, 1.0]], ['2, k, 9', [-0.31215, -0.196115, 1.0]], ['2, k, 10', [-0.549118, -0.157895, 1.0]], ['2, k, 11', [-0.575959, -0.163786, 1.0]], ['2, k, 12', [-0.227527, -0.736532, 1.0]], ['2, k, 13', [-0.271387, -1.07286, 1.0]], ['2, k, 14', [-0.29882, -1.38683, 1.0]], ['2, k, 15', [-0.289077, -1.24349, 1.0]], ['2, k, 16', [-0.120084, -0.725308, 1.0]], ['2, k, 17', [-0.0450541, -1.05705, 1.0]], ['2, k, 18', [-0.0204367, -1.36611, 1.0]], ['2, k, 19', [-0.0363672, -1.22268, 1.0]], ['2, k, 20', [-0.158261, -0.176274, 1.0]], ['2, k, 21', [-0.353494, -0.824469, 1.0]], ['2, k, 22', [-0.335356, -0.730666, 1.0]], ['2, k, 23', [-0.607095, -0.165867, 1.0]], ['2, k, 24', [-0.570437, -0.166737, 1.0]]]
[['2, k, 0', [-0.175232, -0.738195, 1.0]], ['2, k, 1', [-0.166049, -0.415774, 1.0]], ['2, k, 2', [-0.156822, -0.0969509, 1.0]], ['2, k, 3', [-0.188998, 0.00550256, 1.0]], ['2, k, 4', [-0.359353, -0.212522, 1.0]], ['2, k, 5', [-0.360734, -0.454894, 1.0]], ['2, k, 6', [-0.366562, -0.693494, 1.0]], ['2, k, 7', [-0.364257, -0.737142, 1.0]], ['2, k, 8', [-0.101117, -0.206754, 1.0]], ['2, k, 9', [-0.313133, -0.195977, 1.0]], ['2, k, 10', [-0.548079, -0.157513, 1.0]], ['2, k, 11', [-0.576527, -0.160975, 1.0]], ['2, k, 12', [-0.22742, -0.736463, 1.0]], ['2, k, 13', [-0.271616, -1.07253, 1.0]], ['2, k, 14', [-0.297783, -1.3866, 1.0]], ['2, k, 15', [-0.288914, -1.2433, 1.0]], ['2, k, 16', [-0.120062, -0.725174, 1.0]], ['2, k, 17', [-0.0457989, -1.05727, 1.0]], ['2, k, 18', [-0.0206314, -1.36612, 1.0]], ['2, k, 19', [-0.0355402, -1.22239, 1.0]], ['2, k, 20', [-0.159174, -0.176143, 1.0]], ['2, k, 21', [-0.347984, -0.822209, 1.0]], ['2, k, 22', [-0.329703, -0.721333, 1.0]], ['2, k, 23', [-0.60786, -0.167128, 1.0]], ['2, k, 24', [-0.572675, -0.164508, 1.0]]]
[['2, k, 0', [-0.175143, -0.738029, 1.0]], ['2, k, 1', [-0.166342, -0.415438, 1.0]], ['2, k, 2', [-0.157781, -0.0965959, 1.0]], ['2, k, 3', [-0.188996, 0.00608724, 1.0]], ['2, k, 4', [-0.360303, -0.212198, 1.0]], ['2, k, 5', [-0.361771, -0.454597, 1.0]], ['2, k, 6', [-0.365997, -0.693354, 1.0]], ['2, k, 7', [-0.362168, -0.738292, 1.0]], ['2, k, 8', [-0.10328, -0.204749, 1.0]], ['2, k, 9', [-0.316115, -0.196106, 1.0]], ['2, k, 10', [-0.545199, -0.156805, 1.0]], ['2, k, 11', [-0.577084, -0.161695, 1.0]], ['2, k, 12', [-0.227131, -0.736285, 1.0]], ['2, k, 13', [-0.271811, -1.07224, 1.0]], ['2, k, 14', [-0.297804, -1.3864, 1.0]], ['2, k, 15', [-0.28913, -1.24309, 1.0]], ['2, k, 16', [-0.120035, -0.724888, 1.0]], ['2, k, 17', [-0.0460559, -1.05707, 1.0]], ['2, k, 18', [-0.0211297, -1.36608, 1.0]], ['2, k, 19', [-0.0372388, -1.22247, 1.0]], ['2, k, 20', [-0.159948, -0.175777, 1.0]], ['2, k, 21', [-0.347827, -0.821834, 1.0]], ['2, k, 22', [-0.327632, -0.749051, 1.0]], ['2, k, 23', [-0.606962, -0.165823, 1.0]], ['2, k, 24', [-0.571433, -0.169735, 1.0]]]
[['2, k, 0', [-0.175245, -0.738063, 1.0]], ['2, k, 1', [-0.166611, -0.415368, 1.0]], ['2, k, 2', [-0.158152, -0.0964398, 1.0]], ['2, k, 3', [-0.188998, 0.00634087, 1.0]], ['2, k, 4', [-0.360664, -0.212057, 1.0]], ['2, k, 5', [-0.36219, -0.454464, 1.0]], ['2, k, 6', [-0.365806, -0.693238, 1.0]], ['2, k, 7', [-0.36173, -0.739015, 1.0]], ['2, k, 8', [-0.103287, -0.204945, 1.0]], ['2, k, 9', [-0.316668, -0.196085, 1.0]], ['2, k, 10', [-0.544965, -0.156483, 1.0]], ['2, k, 11', [-0.577429, -0.161785, 1.0]], ['2, k, 12', [-0.22747, -0.736152, 1.0]], ['2, k, 13', [-0.271644, -1.07178, 1.0]], ['2, k, 14', [-0.297526, -1.38613, 1.0]], ['2, k, 15', [-0.288904, -1.24292, 1.0]], ['2, k, 16', [-0.120527, -0.725203, 1.0]], ['2, k, 17', [-0.0457308, -1.0578, 1.0]], ['2, k, 18', [-0.0205933, -1.36688, 1.0]], ['2, k, 19', [-0.0364322, -1.22303, 1.0]], ['2, k, 20', [-0.160305, -0.175639, 1.0]], ['2, k, 21', [-0.347934, -0.822083, 1.0]], ['2, k, 22', [-0.329367, -0.737428, 1.0]], ['2, k, 23', [-0.607818, -0.16676, 1.0]], ['2, k, 24', [-0.570795, -0.16928, 1.0]]]
[['2, k, 0', [-0.175276, -0.737911, 1.0]], ['2, k, 1', [-0.166769, -0.414959, 1.0]], ['2, k, 2', [-0.15836, -0.0959088, 1.0]], ['2, k, 3', [-0.189105, 0.00683445, 1.0]], ['2, k, 4', [-0.360867, -0.211547, 1.0]], ['2, k, 5', [-0.362446, -0.453879, 1.0]], ['2, k, 6', [-0.365794, -0.692794, 1.0]], ['2, k, 7', [-0.361092, -0.738954, 1.0]], ['2, k, 8', [-0.103906, -0.206338, 1.0]], ['2, k, 9', [-0.317192, -0.195819, 1.0]], ['2, k, 10', [-0.491075, -0.163275, 1.0]], ['2, k, 11', [-0.534234, -0.159567, 1.0]], ['2, k, 12', [-0.227425, -0.735947, 1.0]], ['2, k, 13', [-0.271677, -1.07169, 1.0]], ['2, k, 14', [-0.297135, -1.38621, 1.0]], ['2, k, 15', [-0.288202, -1.24302, 1.0]], ['2, k, 16', [-0.120549, -0.724777, 1.0]], ['2, k, 17', [-0.0459719, -1.05721, 1.0]], ['2, k, 18', [-0.0205898, -1.36619, 1.0]], ['2, k, 19', [-0.0370719, -1.22256, 1.0]], ['2, k, 20', [-0.160511, -0.17513, 1.0]], ['2, k, 21', [-0.348009, -0.822263, 1.0]], ['2, k, 22', [-0.328681, -0.737827, 1.0]], ['2, k, 23', [-0.592385, -0.163108, 1.0]], ['2, k, 24', [-0.568507, -0.162803, 1.0]]]
[['2, k, 0', [-0.175228, -0.737736, 1.0]], ['2, k, 1', [-0.166779, -0.414817, 1.0]], ['2, k, 2', [-0.158373, -0.0958615, 1.0]], ['2, k, 3', [-0.189157, 0.00693181, 1.0]], ['2, k, 4', [-0.360879, -0.211505, 1.0]], ['2, k, 5', [-0.362462, -0.45384, 1.0]], ['2, k, 6', [-0.367861, -0.693172, 1.0]], ['2, k, 7', [-0.365237, -0.737557, 1.0]], ['2, k, 8', [-0.1039, -0.206336, 1.0]], ['2, k, 9', [-0.317404, -0.195635, 1.0]], ['2, k, 10', [-0.531407, -0.154871, 1.0]], ['2, k, 11', [-0.569608, -0.158685, 1.0]], ['2, k, 12', [-0.227229, -0.735686, 1.0]], ['2, k, 13', [-0.271811, -1.07148, 1.0]], ['2, k, 14', [-0.297418, -1.38592, 1.0]], ['2, k, 15', [-0.288231, -1.24272, 1.0]], ['2, k, 16', [-0.120467, -0.724346, 1.0]], ['2, k, 17', [-0.0465377, -1.0567, 1.0]], ['2, k, 18', [-0.0211074, -1.36558, 1.0]], ['2, k, 19', [-0.0385515, -1.22207, 1.0]], ['2, k, 20', [-0.160527, -0.175063, 1.0]], ['2, k, 21', [-0.348115, -0.822512, 1.0]], ['2, k, 22', [-0.33124, -0.724058, 1.0]], ['2, k, 23', [-0.604519, -0.16221, 1.0]], ['2, k, 24', [-0.567864, -0.165832, 1.0]]]
[['2, k, 0', [-0.175726, -0.736601, 1.0]], ['2, k, 1', [-0.167368, -0.414022, 1.0]], ['2, k, 2', [-0.158866, -0.0954868, 1.0]], ['2, k, 3', [-0.189083, 0.00743942, 1.0]], ['2, k, 4', [-0.361363, -0.211146, 1.0]], ['2, k, 5', [-0.362978, -0.453479, 1.0]], ['2, k, 6', [-0.369896, -0.693074, 1.0]], ['2, k, 7', [-0.365794, -0.736933, 1.0]], ['2, k, 8', [-0.103824, -0.204425, 1.0]], ['2, k, 9', [-0.317191, -0.195057, 1.0]], ['2, k, 10', [-0.506475, -0.153445, 1.0]], ['2, k, 11', [-0.558829, -0.155348, 1.0]], ['2, k, 12', [-0.227663, -0.734649, 1.0]], ['2, k, 13', [-0.271471, -1.07067, 1.0]], ['2, k, 14', [-0.297621, -1.3851, 1.0]], ['2, k, 15', [-0.288229, -1.24187, 1.0]], ['2, k, 16', [-0.12086, -0.722916, 1.0]], ['2, k, 17', [-0.0469516, -1.05485, 1.0]], ['2, k, 18', [-0.0215982, -1.36382, 1.0]], ['2, k, 19', [-0.0391734, -1.2204, 1.0]], ['2, k, 20', [-0.161053, -0.174593, 1.0]], ['2, k, 21', [-0.353388, -0.824226, 1.0]], ['2, k, 22', [-0.334728, -0.725401, 1.0]], ['2, k, 23', [-0.601061, -0.155994, 1.0]], ['2, k, 24', [-0.567029, -0.164481, 1.0]]]
[['2, k, 0', [-0.175893, -0.736084, 1.0]], ['2, k, 1', [-0.167368, -0.413645, 1.0]], ['2, k, 2', [-0.158728, -0.0952884, 1.0]], ['2, k, 3', [-0.188884, 0.00766477, 1.0]], ['2, k, 4', [-0.361223, -0.210955, 1.0]], ['2, k, 5', [-0.362883, -0.453282, 1.0]], ['2, k, 6', [-0.370379, -0.692913, 1.0]], ['2, k, 7', [-0.367004, -0.741519, 1.0]], ['2, k, 8', [-0.104282, -0.203394, 1.0]], ['2, k, 9', [-0.317477, -0.192451, 1.0]], ['2, k, 10', [-0.504974, -0.153089, 1.0]], ['2, k, 11', [-0.557204, -0.153814, 1.0]], ['2, k, 12', [-0.227771, -0.734031, 1.0]], ['2, k, 13', [-0.271409, -1.07018, 1.0]], ['2, k, 14', [-0.297353, -1.38454, 1.0]], ['2, k, 15', [-0.28775, -1.2413, 1.0]], ['2, k, 16', [-0.121043, -0.722314, 1.0]], ['2, k, 17', [-0.0472049, -1.05413, 1.0]], ['2, k, 18', [-0.0216397, -1.36314, 1.0]], ['2, k, 19', [-0.0411224, -1.21994, 1.0]], ['2, k, 20', [-0.160946, -0.174355, 1.0]], ['2, k, 21', [-0.348635, -0.823745, 1.0]], ['2, k, 22', [-0.33748, -0.72519, 1.0]], ['2, k, 23', [-0.603405, -0.155402, 1.0]], ['2, k, 24', [-0.564652, -0.15802, 1.0]]]
[['2, k, 0', [-0.175932, -0.73599, 1.0]], ['2, k, 1', [-0.16738, -0.41347, 1.0]], ['2, k, 2', [-0.158673, -0.0950695, 1.0]], ['2, k, 3', [-0.188858, 0.00787873, 1.0]], ['2, k, 4', [-0.361169, -0.210746, 1.0]], ['2, k, 5', [-0.362853, -0.453047, 1.0]], ['2, k, 6', [-0.371429, -0.692888, 1.0]], ['2, k, 7', [-0.369604, -0.735606, 1.0]], ['2, k, 8', [-0.104416, -0.203162, 1.0]], ['2, k, 9', [-0.317214, -0.19158, 1.0]], ['2, k, 10', [-0.500693, -0.153322, 1.0]], ['2, k, 11', [-0.553344, -0.15278, 1.0]], ['2, k, 12', [-0.227795, -0.733884, 1.0]], ['2, k, 13', [-0.271467, -1.07007, 1.0]], ['2, k, 14', [-0.297216, -1.38459, 1.0]], ['2, k, 15', [-0.288418, -1.24124, 1.0]], ['2, k, 16', [-0.121061, -0.722262, 1.0]], ['2, k, 17', [-0.0472358, -1.05408, 1.0]], ['2, k, 18', [-0.0221535, -1.36291, 1.0]], ['2, k, 19', [-0.0375893, -1.21953, 1.0]], ['2, k, 20', [-0.160912, -0.174144, 1.0]], ['2, k, 21', [-0.352973, -0.825536, 1.0]], ['2, k, 22', [-0.337349, -0.729617, 1.0]], ['2, k, 23', [-0.594632, -0.154131, 1.0]], ['2, k, 24', [-0.539341, -0.136119, 1.0]]]
[['2, k, 0', [-0.176026, -0.73558, 1.0]], ['2, k, 1', [-0.167387, -0.41318, 1.0]], ['2, k, 2', [-0.158593, -0.0948756, 1.0]], ['2, k, 3', [-0.18843, 0.0082082, 1.0]], ['2, k, 4', [-0.361089, -0.210561, 1.0]], ['2, k, 5', [-0.362798, -0.45283, 1.0]], ['2, k, 6', [-0.371386, -0.692575, 1.0]], ['2, k, 7', [-0.37173, -0.736457, 1.0]], ['2, k, 8', [-0.104404, -0.202478, 1.0]], ['2, k, 9', [-0.316877, -0.188798, 1.0]], ['2, k, 10', [-0.501135, -0.152586, 1.0]], ['2, k, 11', [-0.55086, -0.150475, 1.0]], ['2, k, 12', [-0.22789, -0.733177, 1.0]], ['2, k, 13', [-0.2714, -1.06965, 1.0]], ['2, k, 14', [-0.296563, -1.3841, 1.0]], ['2, k, 15', [-0.288222, -1.24069, 1.0]], ['2, k, 16', [-0.121163, -0.721608, 1.0]], ['2, k, 17', [-0.0472708, -1.0532, 1.0]], ['2, k, 18', [-0.0227592, -1.36221, 1.0]], ['2, k, 19', [-0.0338824, -1.2182, 1.0]], ['2, k, 20', [-0.160858, -0.173935, 1.0]], ['2, k, 21', [-0.353124, -0.823607, 1.0]], ['2, k, 22', [-0.336231, -0.729617, 1.0]], ['2, k, 23', [-0.592758, -0.154812, 1.0]], ['2, k, 24', [-0.559296, -0.150588, 1.0]]]
