[['2, k, 0', [0.008727935, -0.2838817, 1.0]], ['2, k, 1', [0.005426928, 0.004742882, 1.0]], ['2, k, 2', [0.001255335, 0.2862461, 1.0]], ['2, k, 3', [-0.002901898, 0.412008, 1.0]], ['2, k, 4', [-0.1692698, 0.1926721, 1.0]], ['2, k, 5', [-0.2219714, -0.01960447, 1.0]], ['2, k, 6', [-0.1693738, -0.1151368, 1.0]], ['2, k, 7', [-0.1300637, -0.1476512, 1.0]], ['2, k, 8', [0.1726328, 0.2012624, 1.0]], ['2, k, 9', [0.2263448, -0.01125327, 1.0]], ['2, k, 10', [0.1863708, -0.1258647, 1.0]], ['2, k, 11', [0.146896, -0.1659453, 1.0]], ['2, k, 12', [-0.07872359, -0.2815683, 1.0]], ['2, k, 13', [-0.1179606, -0.2590267, 1.0]], ['2, k, 14', [-0.1087489, -0.6166271, 1.0]], ['2, k, 15', [-0.09053782, -0.6949875, 1.0]], ['2, k, 16', [0.09593834, -0.2792684, 1.0]], ['2, k, 17', [0.1678033, -0.262007, 1.0]], ['2, k, 18', [0.09542736, -0.6156834, 1.0]], ['2, k, 19', [0.1246832, -0.6997724, 1.0]], ['2, k, 20', [0.002422506, 0.2168124, 1.0]], ['2, k, 21', [-0.1118015, -0.1836135, 1.0]], ['2, k, 22', [-0.1501805, -0.169786, 1.0]], ['2, k, 23', [0.1396897, -0.2081147, 1.0]], ['2, k, 24', [0.1068203, -0.1540805, 1.0]]]
[['2, k, 0', [0.01683922, -0.2857326, 1.0]], ['2, k, 1', [0.002834641, 0.005573856, 1.0]], ['2, k, 2', [-0.01183472, 0.2907096, 1.0]], ['2, k, 3', [-0.01922629, 0.4194659, 1.0]], ['2, k, 4', [-0.1778553, 0.182133, 1.0]], ['2, k, 5', [-0.2224882, -0.03217052, 1.0]], ['2, k, 6', [-0.1604332, -0.1322019, 1.0]], ['2, k, 7', [-0.1210107, -0.1408908, 1.0]], ['2, k, 8', [0.1628584, 0.1991346, 1.0]], ['2, k, 9', [0.2249248, -0.01023004, 1.0]], ['2, k, 10', [0.2002012, -0.1106974, 1.0]], ['2, k, 11', [0.1610437, -0.1461134, 1.0]], ['2, k, 12', [-0.07193647, -0.2865022, 1.0]], ['2, k, 13', [-0.1204237, -0.2465408, 1.0]], ['2, k, 14', [-0.1286909, -0.6039373, 1.0]], ['2, k, 15', [-0.1136057, -0.6839199, 1.0]], ['2, k, 16', [0.1051634, -0.2777901, 1.0]], ['2, k, 17', [0.2227708, -0.2466448, 1.0]], ['2, k, 18', [0.156538, -0.6096835, 1.0]], ['2, k, 19', [0.1467655, -0.6921313, 1.0]], ['2, k, 20', [-0.008064575, 0.220296, 1.0]], ['2, k, 21', [-0.1038235, -0.1732239, 1.0]], ['2, k, 22', [-0.1654155, -0.1690552, 1.0]], ['2, k, 23', [0.1749693, -0.1864512, 1.0]], ['2, k, 24', [0.1140389, -0.155713, 1.0]]]
[['2, k, 0', [0.01642773, -0.2852783, 1.0]], ['2, k, 1', [0.002526639, 0.005947471, 1.0]], ['2, k, 2', [-0.01193788, 0.2909451, 1.0]], ['2, k, 3', [-0.01924245, 0.4194793, 1.0]], ['2, k, 4', [-0.1757482, 0.1858664, 1.0]], ['2, k, 5', [-0.2225739, -0.03150712, 1.0]], ['2, k, 6', [-0.1605884, -0.130495, 1.0]], ['2, k, 7', [-0.1202614, -0.1395326, 1.0]], ['2, k, 8', [0.163966, 0.2005033, 1.0]], ['2, k, 9', [0.2246538, -0.009308282, 1.0]], ['2, k, 10', [0.1989035, -0.1119967, 1.0]], ['2, k, 11', [0.1591797, -0.1442678, 1.0]], ['2, k, 12', [-0.07232939, -0.2858825, 1.0]], ['2, k, 13', [-0.1206458, -0.2474164, 1.0]], ['2, k, 14', [-0.1296989, -0.6047253, 1.0]], ['2, k, 15', [-0.1124832, -0.6840118, 1.0]], ['2, k, 16', [0.1046906, -0.2774646, 1.0]], ['2, k, 17', [0.2184933, -0.2478852, 1.0]], ['2, k, 18', [0.1534155, -0.6110564, 1.0]], ['2, k, 19', [0.1431636, -0.6894599, 1.0]], ['2, k, 20', [-0.008229447, 0.2205653, 1.0]], ['2, k, 21', [-0.1026641, -0.173963, 1.0]], ['2, k, 22', [-0.1754359, -0.165439, 1.0]], ['2, k, 23', [0.1718235, -0.1881601, 1.0]], ['2, k, 24', [0.101357, -0.1503349, 1.0]]]
[['2, k, 0', [0.01638036, -0.2852378, 1.0]], ['2, k, 1', [0.002150849, 0.006147181, 1.0]], ['2, k, 2', [-0.01272244, 0.2913144, 1.0]], ['2, k, 3', [-0.019237, 0.4194111, 1.0]], ['2, k, 4', [-0.1762752, 0.1851226, 1.0]], ['2, k, 5', [-0.2225033, -0.03143533, 1.0]], ['2, k, 6', [-0.1606208, -0.1280218, 1.0]], ['2, k, 7', [-0.1206517, -0.1397767, 1.0]], ['2, k, 8', [0.1636712, 0.2005953, 1.0]], ['2, k, 9', [0.224559, -0.009198469, 1.0]], ['2, k, 10', [0.1975869, -0.1124452, 1.0]], ['2, k, 11', [0.1576565, -0.1449602, 1.0]], ['2, k, 12', [-0.07237934, -0.2858653, 1.0]], ['2, k, 13', [-0.120688, -0.2477129, 1.0]], ['2, k, 14', [-0.1295942, -0.6049641, 1.0]], ['2, k, 15', [-0.1124709, -0.6842079, 1.0]], ['2, k, 16', [0.1046214, -0.2773617, 1.0]], ['2, k, 17', [0.2113911, -0.2520599, 1.0]], ['2, k, 18', [0.141608, -0.614478, 1.0]], ['2, k, 19', [0.139886, -0.6897157, 1.0]], ['2, k, 20', [-0.008930018, 0.2208993, 1.0]], ['2, k, 21', [-0.1067804, -0.1709899, 1.0]], ['2, k, 22', [-0.1615093, -0.1565676, 1.0]], ['2, k, 23', [0.1717939, -0.189545, 1.0]], ['2, k, 24', [0.09932691, -0.1372718, 1.0]]]
[['2, k, 0', [0.01594786, -0.2850905, 1.0]], ['2, k, 1', [0.00193479, 0.006321262, 1.0]], ['2, k, 2', [-0.01274087, 0.2914598, 1.0]], ['2, k, 3', [-0.01923153, 0.4194542, 1.0]], ['2, k, 4', [-0.1765427, 0.1851706, 1.0]], ['2, k, 5', [-0.2222692, -0.03129955, 1.0]], ['2, k, 6', [-0.1620474, -0.1231734, 1.0]], ['2, k, 7', [-0.1182884, -0.1448221, 1.0]], ['2, k, 8', [0.1635771, 0.200638, 1.0]], ['2, k, 9', [0.224361, -0.009364053, 1.0]], ['2, k, 10', [0.1968949, -0.1133846, 1.0]], ['2, k, 11', [0.156715, -0.145262, 1.0]], ['2, k, 12', [-0.07288198, -0.2856318, 1.0]], ['2, k, 13', [-0.1204638, -0.2489036, 1.0]], ['2, k, 14', [-0.1296171, -0.6059666, 1.0]], ['2, k, 15', [-0.1115437, -0.6843032, 1.0]], ['2, k, 16', [0.1041744, -0.2772791, 1.0]], ['2, k, 17', [0.2091745, -0.2528453, 1.0]], ['2, k, 18', [0.1390335, -0.6151986, 1.0]], ['2, k, 19', [0.1373615, -0.6908162, 1.0]], ['2, k, 20', [-0.008992401, 0.2210491, 1.0]], ['2, k, 21', [-0.1049462, -0.1791374, 1.0]], ['2, k, 22', [-0.1676748, -0.1461052, 1.0]], ['2, k, 23', [0.1698726, -0.1860023, 1.0]], ['2, k, 24', [0.1025675, -0.1432206, 1.0]]]
[['2, k, 0', [0.01559537, -0.2850534, 1.0]], ['2, k, 1', [0.001872971, 0.006341925, 1.0]], ['2, k, 2', [-0.01268164, 0.2914709, 1.0]], ['2, k, 3', [-0.01933672, 0.4198069, 1.0]], ['2, k, 4', [-0.1770158, 0.1848099, 1.0]], ['2, k, 5', [-0.2222792, -0.03144303, 1.0]], ['2, k, 6', [-0.1624476, -0.123706, 1.0]], ['2, k, 7', [-0.1203037, -0.1441917, 1.0]], ['2, k, 8', [0.1634385, 0.2007055, 1.0]], ['2, k, 9', [0.2242796, -0.009347992, 1.0]], ['2, k, 10', [0.1960067, -0.1148387, 1.0]], ['2, k, 11', [0.1548406, -0.1472445, 1.0]], ['2, k, 12', [-0.07318535, -0.2855842, 1.0]], ['2, k, 13', [-0.120609, -0.2491564, 1.0]], ['2, k, 14', [-0.1295124, -0.6062309, 1.0]], ['2, k, 15', [-0.1115551, -0.6846759, 1.0]], ['2, k, 16', [0.1037802, -0.2772686, 1.0]], ['2, k, 17', [0.2081016, -0.2527097, 1.0]], ['2, k, 18', [0.1433055, -0.6155792, 1.0]], ['2, k, 19', [0.1349743, -0.6898155, 1.0]], ['2, k, 20', [-0.008979981, 0.2210561, 1.0]], ['2, k, 21', [-0.1064532, -0.1796492, 1.0]], ['2, k, 22', [-0.1625062, -0.169524, 1.0]], ['2, k, 23', [0.1703086, -0.1881077, 1.0]], ['2, k, 24', [0.09825356, -0.1342744, 1.0]]]
[['2, k, 0', [0.01544226, -0.2851205, 1.0]], ['2, k, 1', [0.001724434, 0.006255765, 1.0]], ['2, k, 2', [-0.01274698, 0.2913624, 1.0]], ['2, k, 3', [-0.01934913, 0.4199141, 1.0]], ['2, k, 4', [-0.1774541, 0.1846217, 1.0]], ['2, k, 5', [-0.2223174, -0.03147683, 1.0]], ['2, k, 6', [-0.1677241, -0.1226871, 1.0]], ['2, k, 7', [-0.1271427, -0.1529143, 1.0]], ['2, k, 8', [0.1633331, 0.2007041, 1.0]], ['2, k, 9', [0.2242808, -0.00933779, 1.0]], ['2, k, 10', [0.1941336, -0.1141672, 1.0]], ['2, k, 11', [0.1547087, -0.1467539, 1.0]], ['2, k, 12', [-0.07332113, -0.2856401, 1.0]], ['2, k, 13', [-0.1207565, -0.2496693, 1.0]], ['2, k, 14', [-0.1294768, -0.6066856, 1.0]], ['2, k, 15', [-0.111606, -0.6850404, 1.0]], ['2, k, 16', [0.1035453, -0.2773963, 1.0]], ['2, k, 17', [0.2068956, -0.2532798, 1.0]], ['2, k, 18', [0.1432457, -0.6163531, 1.0]], ['2, k, 19', [0.1341688, -0.6890529, 1.0]], ['2, k, 20', [-0.009068697, 0.2209552, 1.0]], ['2, k, 21', [-0.1089921, -0.1883717, 1.0]], ['2, k, 22', [-0.1677062, -0.1782919, 1.0]], ['2, k, 23', [0.172913, -0.1881309, 1.0]], ['2, k, 24', [0.09947918, -0.1440938, 1.0]]]
[['2, k, 0', [0.01523145, -0.2851776, 1.0]], ['2, k, 1', [0.001688404, 0.006218929, 1.0]], ['2, k, 2', [-0.0126415, 0.2912661, 1.0]], ['2, k, 3', [-0.01935711, 0.4198333, 1.0]], ['2, k, 4', [-0.1777497, 0.18427, 1.0]], ['2, k, 5', [-0.2224229, -0.03120521, 1.0]], ['2, k, 6', [-0.1676193, -0.1226955, 1.0]], ['2, k, 7', [-0.1243368, -0.1527887, 1.0]], ['2, k, 8', [0.1630539, 0.2005866, 1.0]], ['2, k, 9', [0.2233171, -0.009864975, 1.0]], ['2, k, 10', [0.1918617, -0.1157012, 1.0]], ['2, k, 11', [0.1534678, -0.1487663, 1.0]], ['2, k, 12', [-0.07353835, -0.2856875, 1.0]], ['2, k, 13', [-0.1209452, -0.249997, 1.0]], ['2, k, 14', [-0.1291108, -0.6070924, 1.0]], ['2, k, 15', [-0.1114274, -0.6858145, 1.0]], ['2, k, 16', [0.1032529, -0.2775035, 1.0]], ['2, k, 17', [0.2055868, -0.2539487, 1.0]], ['2, k, 18', [0.144121, -0.6174072, 1.0]], ['2, k, 19', [0.1322099, -0.6923494, 1.0]], ['2, k, 20', [-0.009025878, 0.2208929, 1.0]], ['2, k, 21', [-0.1095175, -0.1896911, 1.0]], ['2, k, 22', [-0.1751627, -0.1741149, 1.0]], ['2, k, 23', [0.1682363, -0.1898068, 1.0]], ['2, k, 24', [0.1021075, -0.1532768, 1.0]]]
[['2, k, 0', [0.01522483, -0.2851974, 1.0]], ['2, k, 1', [0.001617094, 0.00620601, 1.0]], ['2, k, 2', [-0.01274865, 0.2912556, 1.0]], ['2, k, 3', [-0.01975856, 0.4196883, 1.0]], ['2, k, 4', [-0.1778888, 0.1841207, 1.0]], ['2, k, 5', [-0.2224062, -0.03126867, 1.0]], ['2, k, 6', [-0.1652983, -0.1256163, 1.0]], ['2, k, 7', [-0.1229032, -0.145581, 1.0]], ['2, k, 8', [0.1628101, 0.2007659, 1.0]], ['2, k, 9', [0.2229064, -0.01067062, 1.0]], ['2, k, 10', [0.1929758, -0.1177248, 1.0]], ['2, k, 11', [0.1549662, -0.1459482, 1.0]], ['2, k, 12', [-0.07354632, -0.2857218, 1.0]], ['2, k, 13', [-0.1210721, -0.2501309, 1.0]], ['2, k, 14', [-0.1278705, -0.607239, 1.0]], ['2, k, 15', [-0.1115397, -0.6861295, 1.0]], ['2, k, 16', [0.1032582, -0.2775118, 1.0]], ['2, k, 17', [0.2054437, -0.2539635, 1.0]], ['2, k, 18', [0.1441545, -0.6174598, 1.0]], ['2, k, 19', [0.1317154, -0.6906714, 1.0]], ['2, k, 20', [-0.009129423, 0.2208822, 1.0]], ['2, k, 21', [-0.1086859, -0.1774074, 1.0]], ['2, k, 22', [-0.1646555, -0.1719776, 1.0]], ['2, k, 23', [0.1740087, -0.1868523, 1.0]], ['2, k, 24', [0.1097758, -0.1624668, 1.0]]]
[['2, k, 0', [0.01511832, -0.2852028, 1.0]], ['2, k, 1', [0.001577487, 0.006173062, 1.0]], ['2, k, 2', [-0.01270792, 0.2911525, 1.0]], ['2, k, 3', [-0.01984823, 0.419678, 1.0]], ['2, k, 4', [-0.1788879, 0.1839018, 1.0]], ['2, k, 5', [-0.2220364, -0.03114666, 1.0]], ['2, k, 6', [-0.1652961, -0.1254842, 1.0]], ['2, k, 7', [-0.123792, -0.1466607, 1.0]], ['2, k, 8', [0.1625351, 0.2006844, 1.0]], ['2, k, 9', [0.2228841, -0.01080351, 1.0]], ['2, k, 10', [0.1917981, -0.1174305, 1.0]], ['2, k, 11', [0.1532916, -0.1466383, 1.0]], ['2, k, 12', [-0.07366287, -0.2857111, 1.0]], ['2, k, 13', [-0.1211506, -0.2501548, 1.0]], ['2, k, 14', [-0.1280698, -0.6072602, 1.0]], ['2, k, 15', [-0.1113324, -0.6865158, 1.0]], ['2, k, 16', [0.1030155, -0.2775548, 1.0]], ['2, k, 17', [0.2052221, -0.253901, 1.0]], ['2, k, 18', [0.1431899, -0.6172974, 1.0]], ['2, k, 19', [0.1321315, -0.6927021, 1.0]], ['2, k, 20', [-0.009118893, 0.2208106, 1.0]], ['2, k, 21', [-0.1090417, -0.1807427, 1.0]], ['2, k, 22', [-0.1665324, -0.1582032, 1.0]], ['2, k, 23', [0.1690033, -0.1878899, 1.0]], ['2, k, 24', [0.1027472, -0.1506228, 1.0]]]
[['2, k, 0', [0.01494647, -0.2852634, 1.0]], ['2, k, 1', [0.001443622, 0.006077209, 1.0]], ['2, k, 2', [-0.01275035, 0.2910132, 1.0]], ['2, k, 3', [-0.01997983, 0.4195501, 1.0]], ['2, k, 4', [-0.1789216, 0.1838287, 1.0]], ['2, k, 5', [-0.2219332, -0.03143856, 1.0]], ['2, k, 6', [-0.1644787, -0.1243638, 1.0]], ['2, k, 7', [-0.1207994, -0.1473577, 1.0]], ['2, k, 8', [0.1624719, 0.2006284, 1.0]], ['2, k, 9', [0.2229095, -0.01057656, 1.0]], ['2, k, 10', [0.1912689, -0.1165181, 1.0]], ['2, k, 11', [0.1553907, -0.1471157, 1.0]], ['2, k, 12', [-0.07377942, -0.2857596, 1.0]], ['2, k, 13', [-0.1211444, -0.2501357, 1.0]], ['2, k, 14', [-0.1268024, -0.6069673, 1.0]], ['2, k, 15', [-0.1117015, -0.686017, 1.0]], ['2, k, 16', [0.10284, -0.2776204, 1.0]], ['2, k, 17', [0.2051249, -0.2537242, 1.0]], ['2, k, 18', [0.1431439, -0.6171734, 1.0]], ['2, k, 19', [0.1324752, -0.6926359, 1.0]], ['2, k, 20', [-0.009184322, 0.2206858, 1.0]], ['2, k, 21', [-0.109612, -0.1817366, 1.0]], ['2, k, 22', [-0.1659312, -0.1095854, 1.0]], ['2, k, 23', [0.1694632, -0.1886525, 1.0]], ['2, k, 24', [0.09783009, -0.1380482, 1.0]]]
[['2, k, 0', [0.01481445, -0.2853471, 1.0]], ['2, k, 1', [0.001297256, 0.005934964, 1.0]], ['2, k, 2', [-0.01284929, 0.29076, 1.0]], ['2, k, 3', [-0.02037962, 0.4194059, 1.0]], ['2, k, 4', [-0.179104, 0.1839017, 1.0]], ['2, k, 5', [-0.22197, -0.03137874, 1.0]], ['2, k, 6', [-0.1644953, -0.1240095, 1.0]], ['2, k, 7', [-0.1213315, -0.146897, 1.0]], ['2, k, 8', [0.1625426, 0.2004857, 1.0]], ['2, k, 9', [0.2228585, -0.01066917, 1.0]], ['2, k, 10', [0.1911104, -0.1166026, 1.0]], ['2, k, 11', [0.1550193, -0.1470923, 1.0]], ['2, k, 12', [-0.07388123, -0.2858185, 1.0]], ['2, k, 13', [-0.1211651, -0.2501212, 1.0]], ['2, k, 14', [-0.1269372, -0.6069471, 1.0]], ['2, k, 15', [-0.1116019, -0.6860733, 1.0]], ['2, k, 16', [0.1027022, -0.277733, 1.0]], ['2, k, 17', [0.2051045, -0.2537296, 1.0]], ['2, k, 18', [0.1429067, -0.617129, 1.0]], ['2, k, 19', [0.1333889, -0.6924495, 1.0]], ['2, k, 20', [-0.009300475, 0.2204667, 1.0]], ['2, k, 21', [-0.1063425, -0.1798427, 1.0]], ['2, k, 22', [-0.1639201, -0.1731049, 1.0]], ['2, k, 23', [0.1737158, -0.1882569, 1.0]], ['2, k, 24', [0.09970471, -0.1408849, 1.0]]]
[['2, k, 0', [0.01458137, -0.2854328, 1.0]], ['2, k, 1', [0.00121021, 0.005856445, 1.0]], ['2, k, 2', [-0.01282337, 0.2906606, 1.0]], ['2, k, 3', [-0.02052534, 0.4192863, 1.0]], ['2, k, 4', [-0.1791431, 0.1838813, 1.0]], ['2, k, 5', [-0.221899, -0.03138214, 1.0]], ['2, k, 6', [-0.1657594, -0.1247552, 1.0]], ['2, k, 7', [-0.1200037, -0.1568074, 1.0]], ['2, k, 8', [0.1621547, 0.2006429, 1.0]], ['2, k, 9', [0.2229137, -0.01098525, 1.0]], ['2, k, 10', [0.1902457, -0.1168333, 1.0]], ['2, k, 11', [0.1510478, -0.1464952, 1.0]], ['2, k, 12', [-0.07408197, -0.2858959, 1.0]], ['2, k, 13', [-0.1212263, -0.2501268, 1.0]], ['2, k, 14', [-0.1271104, -0.6069207, 1.0]], ['2, k, 15', [-0.1117232, -0.6860081, 1.0]], ['2, k, 16', [0.1024918, -0.2778198, 1.0]], ['2, k, 17', [0.2049486, -0.2537795, 1.0]], ['2, k, 18', [0.1458908, -0.617415, 1.0]], ['2, k, 19', [0.132444, -0.693283, 1.0]], ['2, k, 20', [-0.009303167, 0.2203825, 1.0]], ['2, k, 21', [-0.1059036, -0.1937573, 1.0]], ['2, k, 22', [-0.164135, -0.1766454, 1.0]], ['2, k, 23', [0.1648976, -0.1924137, 1.0]], ['2, k, 24', [0.09885625, -0.1452034, 1.0]]]
[['2, k, 0', [0.01454321, -0.2854752, 1.0]], ['2, k, 1', [0.001074456, 0.005757246, 1.0]], ['2, k, 2', [-0.01300523, 0.2904969, 1.0]], ['2, k, 3', [-0.02055108, 0.4192719, 1.0]], ['2, k, 4', [-0.1792517, 0.1836963, 1.0]], ['2, k, 5', [-0.2219906, -0.03117179, 1.0]], ['2, k, 6', [-0.1669091, -0.1296334, 1.0]], ['2, k, 7', [-0.1208915, -0.1564536, 1.0]], ['2, k, 8', [0.1621428, 0.2003148, 1.0]], ['2, k, 9', [0.2228705, -0.01167654, 1.0]], ['2, k, 10', [0.1893036, -0.1167623, 1.0]], ['2, k, 11', [0.1494174, -0.1474121, 1.0]], ['2, k, 12', [-0.07411209, -0.2859352, 1.0]], ['2, k, 13', [-0.1212893, -0.2501432, 1.0]], ['2, k, 14', [-0.1272243, -0.6070255, 1.0]], ['2, k, 15', [-0.1118097, -0.6861171, 1.0]], ['2, k, 16', [0.1024269, -0.2779102, 1.0]], ['2, k, 17', [0.2050395, -0.2536833, 1.0]], ['2, k, 18', [0.135466, -0.6159559, 1.0]], ['2, k, 19', [0.1329716, -0.6928581, 1.0]], ['2, k, 20', [-0.009479138, 0.2202329, 1.0]], ['2, k, 21', [-0.1099251, -0.1942131, 1.0]], ['2, k, 22', [-0.1665841, -0.1831646, 1.0]], ['2, k, 23', [0.1678387, -0.1912436, 1.0]], ['2, k, 24', [0.09292977, -0.143633, 1.0]]]
[['2, k, 0', [0.01452383, -0.2855141, 1.0]], ['2, k, 1', [0.0009302554, 0.00564526, 1.0]], ['2, k, 2', [-0.01326922, 0.2902868, 1.0]], ['2, k, 3', [-0.02057544, 0.4193448, 1.0]], ['2, k, 4', [-0.1795139, 0.1832344, 1.0]], ['2, k, 5', [-0.2220523, -0.03153547, 1.0]], ['2, k, 6', [-0.1661668, -0.1334715, 1.0]], ['2, k, 7', [-0.12075, -0.1514267, 1.0]], ['2, k, 8', [0.1620535, 0.1999496, 1.0]], ['2, k, 9', [0.2227932, -0.01260788, 1.0]], ['2, k, 10', [0.1890149, -0.1169167, 1.0]], ['2, k, 11', [0.1500296, -0.1481096, 1.0]], ['2, k, 12', [-0.0741277, -0.2860083, 1.0]], ['2, k, 13', [-0.1213495, -0.2503133, 1.0]], ['2, k, 14', [-0.1272405, -0.6071417, 1.0]], ['2, k, 15', [-0.1118354, -0.6861263, 1.0]], ['2, k, 16', [0.1023976, -0.2779672, 1.0]], ['2, k, 17', [0.2050241, -0.2535253, 1.0]], ['2, k, 18', [0.1382345, -0.6162462, 1.0]], ['2, k, 19', [0.1328499, -0.6926998, 1.0]], ['2, k, 20', [-0.009716283, 0.220047, 1.0]], ['2, k, 21', [-0.1058109, -0.1873882, 1.0]], ['2, k, 22', [-0.1659689, -0.1805057, 1.0]], ['2, k, 23', [0.1653752, -0.1930104, 1.0]], ['2, k, 24', [0.09303746, -0.1434174, 1.0]]]
[['2, k, 0', [0.01419741, -0.2856334, 1.0]], ['2, k, 1', [0.000849675, 0.005746533, 1.0]], ['2, k, 2', [-0.01288212, 0.2905637, 1.0]], ['2, k, 3', [-0.0208016, 0.4194188, 1.0]], ['2, k, 4', [-0.1760277, 0.1866516, 1.0]], ['2, k, 5', [-0.2227177, -0.03059265, 1.0]], ['2, k, 6', [-0.1650342, -0.1313365, 1.0]], ['2, k, 7', [-0.1199901, -0.1456054, 1.0]], ['2, k, 8', [0.1617097, 0.2001747, 1.0]], ['2, k, 9', [0.2229203, -0.01262465, 1.0]], ['2, k, 10', [0.1901124, -0.1204873, 1.0]], ['2, k, 11', [0.1507025, -0.1461239, 1.0]], ['2, k, 12', [-0.0745176, -0.2859965, 1.0]], ['2, k, 13', [-0.1214078, -0.2504581, 1.0]], ['2, k, 14', [-0.1278946, -0.6071799, 1.0]], ['2, k, 15', [-0.1119033, -0.6854127, 1.0]], ['2, k, 16', [0.1021972, -0.2780884, 1.0]], ['2, k, 17', [0.2058097, -0.2534411, 1.0]], ['2, k, 18', [0.1498236, -0.617858, 1.0]], ['2, k, 19', [0.1355343, -0.6934003, 1.0]], ['2, k, 20', [-0.009500816, 0.2202744, 1.0]], ['2, k, 21', [-0.112053, -0.1791998, 1.0]], ['2, k, 22', [-0.1650766, -0.1746874, 1.0]], ['2, k, 23', [0.1652221, -0.1906103, 1.0]], ['2, k, 24', [0.09347765, -0.1400471, 1.0]]]
[['2, k, 0', [0.01376785, -0.2855382, 1.0]], ['2, k, 1', [0.0008270963, 0.005781742, 1.0]], ['2, k, 2', [-0.01250715, 0.2906566, 1.0]], ['2, k, 3', [-0.0208448, 0.4194603, 1.0]], ['2, k, 4', [-0.1761491, 0.1863211, 1.0]], ['2, k, 5', [-0.2227616, -0.03068172, 1.0]], ['2, k, 6', [-0.1641061, -0.1306217, 1.0]], ['2, k, 7', [-0.1216273, -0.144588, 1.0]], ['2, k, 8', [0.1617192, 0.2003278, 1.0]], ['2, k, 9', [0.2233051, -0.01282411, 1.0]], ['2, k, 10', [0.1901547, -0.1174771, 1.0]], ['2, k, 11', [0.1617998, -0.1398331, 1.0]], ['2, k, 12', [-0.07492463, -0.2858844, 1.0]], ['2, k, 13', [-0.1213803, -0.250487, 1.0]], ['2, k, 14', [-0.1283185, -0.607241, 1.0]], ['2, k, 15', [-0.1117283, -0.6852936, 1.0]], ['2, k, 16', [0.1017971, -0.278021, 1.0]], ['2, k, 17', [0.2062953, -0.2532138, 1.0]], ['2, k, 18', [0.156705, -0.6184889, 1.0]], ['2, k, 19', [0.1604296, -0.6947558, 1.0]], ['2, k, 20', [-0.00929212, 0.2203479, 1.0]], ['2, k, 21', [-0.1142309, -0.1777001, 1.0]], ['2, k, 22', [-0.1709177, -0.1533255, 1.0]], ['2, k, 23', [0.1636675, -0.1808364, 1.0]], ['2, k, 24', [0.1246181, -0.1561497, 1.0]]]
[['2, k, 0', [0.01374344, -0.2855183, 1.0]], ['2, k, 1', [0.0007817595, 0.00582399, 1.0]], ['2, k, 2', [-0.01254655, 0.2907153, 1.0]], ['2, k, 3', [-0.02082728, 0.4196158, 1.0]], ['2, k, 4', [-0.1762666, 0.1859994, 1.0]], ['2, k, 5', [-0.22264, -0.03087671, 1.0]], ['2, k, 6', [-0.1648418, -0.1283288, 1.0]], ['2, k, 7', [-0.126139, -0.1442519, 1.0]], ['2, k, 8', [0.1617346, 0.2003919, 1.0]], ['2, k, 9', [0.2232732, -0.01296116, 1.0]], ['2, k, 10', [0.1898869, -0.1171377, 1.0]], ['2, k, 11', [0.1634703, -0.1410366, 1.0]], ['2, k, 12', [-0.07493515, -0.2858788, 1.0]], ['2, k, 13', [-0.1213776, -0.2503884, 1.0]], ['2, k, 14', [-0.1283917, -0.6070526, 1.0]], ['2, k, 15', [-0.1107777, -0.6844685, 1.0]], ['2, k, 16', [0.101768, -0.2779756, 1.0]], ['2, k, 17', [0.2078478, -0.2532161, 1.0]], ['2, k, 18', [0.1691073, -0.6199917, 1.0]], ['2, k, 19', [0.1725901, -0.6966356, 1.0]], ['2, k, 20', [-0.009328336, 0.2203997, 1.0]], ['2, k, 21', [-0.1140078, -0.1786819, 1.0]], ['2, k, 22', [-0.1675874, -0.177588, 1.0]], ['2, k, 23', [0.1617842, -0.1796879, 1.0]], ['2, k, 24', [0.1217888, -0.1400305, 1.0]]]
[['2, k, 0', [0.01371663, -0.2855124, 1.0]], ['2, k, 1', [0.0007224827, 0.005860381, 1.0]], ['2, k, 2', [-0.01262717, 0.2908126, 1.0]], ['2, k, 3', [-0.02055782, 0.4198844, 1.0]], ['2, k, 4', [-0.1768109, 0.185635, 1.0]], ['2, k, 5', [-0.2225236, -0.03098889, 1.0]], ['2, k, 6', [-0.1658688, -0.137426, 1.0]], ['2, k, 7', [-0.1236478, -0.1457204, 1.0]], ['2, k, 8', [0.161618, 0.2003308, 1.0]], ['2, k, 9', [0.2230771, -0.01313949, 1.0]], ['2, k, 10', [0.1895589, -0.1170011, 1.0]], ['2, k, 11', [0.1605544, -0.1447182, 1.0]], ['2, k, 12', [-0.07496636, -0.2858742, 1.0]], ['2, k, 13', [-0.1213682, -0.2503767, 1.0]], ['2, k, 14', [-0.1283094, -0.6071218, 1.0]], ['2, k, 15', [-0.1109511, -0.6846525, 1.0]], ['2, k, 16', [0.1017563, -0.2779717, 1.0]], ['2, k, 17', [0.2110053, -0.2527822, 1.0]], ['2, k, 18', [0.1821457, -0.6203282, 1.0]], ['2, k, 19', [0.1949294, -0.699169, 1.0]], ['2, k, 20', [-0.009397944, 0.2204757, 1.0]], ['2, k, 21', [-0.1119084, -0.1759249, 1.0]], ['2, k, 22', [-0.1666653, -0.1745737, 1.0]], ['2, k, 23', [0.167268, -0.1799235, 1.0]], ['2, k, 24', [0.1288748, -0.1353389, 1.0]]]
